Orthogroup	N_naja.pep	X_tropicalis.pep
OG0000221	Nana02364-RA	ENSXETG00000005948.1
OG0000221	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC	ENSXETG00000017525.1
OG0000222	Nana11085-RA	ENSXETG00000002117.1
OG0000222	Nana20656-RA	ENSXETG00000014664.1
OG0000223	Nana20407-RB, Nana20407-RA	ENSXETG00000007130.1
OG0000223	Nana26323-RA	ENSXETG00000020179.1
OG0000223	Nana32618-RA, Nana32618-RB	ENSXETG00000019161.1
OG0000224	Nana37623-RA	ENSXETG00000016587.1
OG0000225	Nana15500-RA	ENSXETG00000005862.1
OG0000226	Nana18637-RA	ENSXETG00000011901.1
OG0000226	Nana18820-RA	ENSXETG00000001154.1
OG0000226	Nana08824-RA	ENSXETG00000006863.1
OG0000227	Nana35841-RA, Nana35618-RA, Nana38300-RA	ENSXETG00000007528.1, ENSXETG00000007531.1
OG0000227	Nana15538-RA	ENSXETG00000014274.1
OG0000228	Nana07844-RA, Nana07842-RA	ENSXETG00000020318.1, ENSXETG00000017050.1
OG0000229	Nana08354-RA, Nana08354-RB	ENSXETG00000020051.1
OG0000229	Nana27867-RA, Nana27867-RB, Nana27867-RC	ENSXETG00000017968.1
OG0000229	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD	ENSXETG00000009076.1
OG0000230	Nana14830-RA	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1
OG0000231	Nana22724-RA, Nana22723-RA	ENSXETG00000003746.1, ENSXETG00000003457.1
OG0000232	Nana04337-RA	ENSXETG00000021088.1, ENSXETG00000020624.1
OG0000232	Nana04335-RA	ENSXETG00000002336.1
OG0000233	Nana22819-RA, Nana16302-RA	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1
OG0000235	Nana18677-RA	ENSXETG00000000336.1
OG0000235	Nana32730-RA	ENSXETG00000011927.1
OG0000235	Nana26056-RA, Nana09225-RA	ENSXETG00000018705.1
OG0000236	Nana04020-RA, Nana04017-RA	ENSXETG00000012146.1
OG0000236	Nana00165-RA	ENSXETG00000020628.1
OG0000237	Nana00862-RB, Nana00862-RA	ENSXETG00000004224.1
OG0000237	Nana35961-RA	ENSXETG00000015313.1
OG0000237	Nana30903-RC	ENSXETG00000002503.1
OG0000238	Nana09145-RA	ENSXETG00000011108.1
OG0000238	Nana28341-RB, Nana28341-RA	ENSXETG00000019846.1
OG0000238	Nana19499-RA	ENSXETG00000021205.1
OG0000239	Nana35381-RA	ENSXETG00000006923.1
OG0000239	Nana35358-RA, Nana35357-RA	ENSXETG00000006765.1
OG0000240	Nana22799-RA	ENSXETG00000011527.1
OG0000241	Nana11741-RA, Nana06412-RA, Nana06410-RA	ENSXETG00000020004.1
OG0000242	Nana03921-RA, Nana03921-RB	ENSXETG00000020338.1
OG0000242	Nana21215-RB, Nana21215-RA	ENSXETG00000000870.1
OG0000243	Nana06066-RA	ENSXETG00000006946.1
OG0000243	Nana10898-RA	ENSXETG00000010363.1
OG0000244	Nana25243-RA, Nana25241-RA, Nana25242-RA	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1
OG0000245	Nana25599-RA, Nana24950-RA	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1
OG0000248	Nana27998-RA, Nana27998-RC, Nana27998-RB	ENSXETG00000010083.1
OG0000248	Nana19165-RE, Nana19165-RG, Nana19165-RF	ENSXETG00000006985.1
OG0000249	Nana30900-RA, Nana30900-RB	ENSXETG00000002496.1
OG0000249	Nana05664-RA, Nana05665-RA	ENSXETG00000021074.1
OG0000249	Nana01260-RA	ENSXETG00000001564.1
OG0000250	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF	ENSXETG00000008146.1
OG0000250	Nana22704-RA	ENSXETG00000004651.1
OG0000251	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA	ENSXETG00000011220.1
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSXETG00000003011.1
OG0000253	Nana02349-RA	ENSXETG00000006191.1
OG0000253	Nana29904-RA	ENSXETG00000019749.1
OG0000253	Nana17092-RA	ENSXETG00000018435.1
OG0000254	Nana18269-RA	ENSXETG00000001012.1
OG0000255	Nana23756-RA, Nana38961-RA	ENSXETG00000001785.1
OG0000255	Nana11387-RA, Nana11387-RB	ENSXETG00000018977.1
OG0000256	Nana21478-RA	ENSXETG00000013775.1
OG0000256	Nana09918-RA	ENSXETG00000002046.1
OG0000257	Nana25143-RA, Nana25143-RB	ENSXETG00000004328.1
OG0000257	Nana08771-RA, Nana08770-RA	ENSXETG00000011300.1
OG0000257	Nana18134-RA	ENSXETG00000004626.1
OG0000258	Nana14360-RA	ENSXETG00000006560.1
OG0000258	Nana14362-RA	ENSXETG00000008571.1
OG0000258	Nana11548-RA, Nana11548-RB	ENSXETG00000018391.1
OG0000259	Nana27545-RA	ENSXETG00000017735.1
OG0000260	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSXETG00000021128.1
OG0000262	Nana30565-RA	ENSXETG00000010414.1
OG0000262	Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA	ENSXETG00000000909.1
OG0000263	Nana00869-RA	ENSXETG00000003414.1
OG0000263	Nana30949-RB, Nana30949-RA	ENSXETG00000007597.1
OG0000263	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC	ENSXETG00000011850.1
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1
OG0000265	Nana33278-RA	ENSXETG00000019869.1
OG0000265	Nana11640-RA	ENSXETG00000015123.1
OG0000265	Nana06155-RB	ENSXETG00000013807.1
OG0000267	Nana10107-RA	ENSXETG00000017080.1
OG0000267	Nana22007-RB, Nana22007-RA	ENSXETG00000000342.1
OG0000267	Nana03512-RA, Nana03511-RA	ENSXETG00000017688.1
OG0000269	Nana15310-RA	ENSXETG00000011516.1
OG0000269	Nana39317-RA	ENSXETG00000021111.1
OG0000269	Nana37082-RA	ENSXETG00000014639.1
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSXETG00000019081.1
OG0000270	Nana12457-RC, Nana12457-RB	ENSXETG00000011675.1
OG0000271	Nana15162-RA	ENSXETG00000007593.1
OG0000271	Nana36409-RA	ENSXETG00000000143.1
OG0000271	Nana09261-RA	ENSXETG00000011915.1
OG0000272	Nana23527-RA, Nana23525-RA	ENSXETG00000012200.1, ENSXETG00000012383.1
OG0000273	Nana00985-RA	ENSXETG00000010489.1
OG0000273	Nana36009-RA	ENSXETG00000005414.1
OG0000274	Nana34633-RA	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1
OG0000274	Nana15793-RA	ENSXETG00000004493.1
OG0000275	Nana13678-RA	ENSXETG00000014470.1
OG0000275	Nana02542-RA	ENSXETG00000019120.1
OG0000275	Nana16692-RB	ENSXETG00000003971.1
OG0000276	Nana33742-RA	ENSXETG00000017420.1
OG0000276	Nana09391-RA	ENSXETG00000008955.1, ENSXETG00000009120.1
OG0000277	Nana26757-RA	ENSXETG00000010211.1
OG0000278	Nana25910-RA	ENSXETG00000018948.1
OG0000279	Nana11030-RA	ENSXETG00000014849.1, ENSXETG00000014835.1
OG0000280	Nana23628-RA	ENSXETG00000015175.1
OG0000280	Nana13941-RA	ENSXETG00000011446.1
OG0000280	Nana04357-RB, Nana04357-RA	ENSXETG00000005375.1
OG0000281	Nana21935-RA	ENSXETG00000017328.1
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSXETG00000015610.1
OG0000283	Nana14544-RA	ENSXETG00000002253.1
OG0000283	Nana06082-RA	ENSXETG00000011136.1
OG0000284	Nana12586-RA	ENSXETG00000008098.1
OG0000285	Nana04258-RA	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1
OG0000286	Nana09528-RA	ENSXETG00000021167.1
OG0000292	Nana29552-RA	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1
OG0000292	Nana07924-RA	ENSXETG00000020867.1
OG0000293	Nana01719-RA	ENSXETG00000016432.1
OG0000293	Nana25181-RA, Nana25181-RB	ENSXETG00000004676.1
OG0000294	Nana18732-RA, Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA, Nana39222-RB	ENSXETG00000004993.1
OG0000295	Nana01313-RA	ENSXETG00000016663.1
OG0000295	Nana04030-RA, Nana34783-RB, Nana34783-RA	ENSXETG00000012992.1
OG0000296	Nana36992-RA	ENSXETG00000014667.1
OG0000296	Nana15316-RA	ENSXETG00000016124.1
OG0000297	Nana14277-RA	ENSXETG00000016860.1
OG0000297	Nana04470-RA	ENSXETG00000003913.1
OG0000298	Nana30244-RA	ENSXETG00000001879.1
OG0000299	Nana12513-RA	ENSXETG00000013219.1
OG0000299	Nana36294-RA	ENSXETG00000002062.1
OG0000299	Nana32739-RA	ENSXETG00000010139.1
OG0000299	Nana06165-RA	ENSXETG00000014015.1
OG0000300	Nana35574-RA	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1
OG0000301	Nana23545-RB	ENSXETG00000001852.1
OG0000301	Nana23545-RC	ENSXETG00000001507.1
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSXETG00000012638.1
OG0000302	Nana32411-RA	ENSXETG00000018631.1
OG0000303	Nana09584-RA	ENSXETG00000004738.1
OG0000304	Nana27334-RA	ENSXETG00000002057.1, ENSXETG00000002052.1, ENSXETG00000002096.1
OG0000305	Nana14316-RA, Nana14317-RA	ENSXETG00000014441.1
OG0000306	Nana10545-RA	ENSXETG00000006386.1
OG0000307	Nana29521-RA	ENSXETG00000007714.1
OG0000307	Nana08341-RA	ENSXETG00000000244.1
OG0000307	Nana14296-RA	ENSXETG00000014224.1
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSXETG00000012376.1, ENSXETG00000001161.1, ENSXETG00000010454.1, ENSXETG00000019038.1, ENSXETG00000012335.1, ENSXETG00000001392.1, ENSXETG00000010412.1
OG0000309	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD	ENSXETG00000006366.1, ENSXETG00000006238.1
OG0000309	Nana36752-RA, Nana37048-RE	ENSXETG00000005819.1, ENSXETG00000005757.1, ENSXETG00000005848.1
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSXETG00000011401.1, ENSXETG00000011357.1
OG0000311	Nana37898-RA	ENSXETG00000015032.1, ENSXETG00000015059.1, ENSXETG00000003753.1, ENSXETG00000015079.1, ENSXETG00000015102.1
OG0000318	Nana24333-RA	ENSXETG00000015360.1
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSXETG00000014115.1
OG0000319	Nana27917-RA, Nana27914-RA	ENSXETG00000019493.1, ENSXETG00000020225.1, ENSXETG00000013274.1, ENSXETG00000011202.1, ENSXETG00000001951.1, ENSXETG00000001892.1, ENSXETG00000011244.1, ENSXETG00000001942.1, ENSXETG00000005642.1, ENSXETG00000005954.1, ENSXETG00000016909.1, ENSXETG00000010311.1, ENSXETG00000016816.1, ENSXETG00000012539.1, ENSXETG00000016807.1
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSXETG00000004460.1
OG0000320	Nana29840-RA	ENSXETG00000019808.1
OG0000321	Nana33059-RA	ENSXETG00000002464.1
OG0000321	Nana06396-RA	ENSXETG00000018058.1
OG0000322	Nana29546-RA	ENSXETG00000011531.1
OG0000322	Nana14262-RA, Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA	ENSXETG00000010179.1
OG0000323	Nana30376-RA	ENSXETG00000010084.1
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSXETG00000001053.1
OG0000324	Nana15546-RA, Nana15547-RA, Nana39126-RA	ENSXETG00000007140.1
OG0000325	Nana36067-RA	ENSXETG00000020054.1
OG0000326	Nana02914-RA	ENSXETG00000001996.1
OG0000326	Nana02911-RA, Nana24619-RA, Nana30056-RA	ENSXETG00000008673.1
OG0000327	Nana08833-RA	ENSXETG00000003751.1
OG0000327	Nana31957-RA	ENSXETG00000010515.1
OG0000327	Nana25080-RA	ENSXETG00000016382.1
OG0000328	Nana30428-RA	ENSXETG00000010839.1
OG0000328	Nana30432-RA, Nana30431-RA, Nana30427-RA	ENSXETG00000011037.1
OG0000329	Nana37734-RA, Nana23771-RA	ENSXETG00000003614.1
OG0000329	Nana00121-RA	ENSXETG00000019136.1
OG0000329	Nana35005-RA, Nana35005-RB	ENSXETG00000003281.1
OG0000331	Nana16409-RA	ENSXETG00000017622.1
OG0000331	Nana00675-RA	ENSXETG00000003716.1
OG0000333	Nana17554-RA	ENSXETG00000003415.1, ENSXETG00000003364.1
OG0000333	Nana23569-RA	ENSXETG00000003429.1
OG0000334	Nana19999-RA, Nana26170-RC, Nana26170-RB, Nana26170-RA	ENSXETG00000005639.1
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA	ENSXETG00000007179.1, ENSXETG00000007202.1
OG0000345	Nana24331-RA	ENSXETG00000010505.1
OG0000346	Nana25527-RA, Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC, Nana32006-RA, Nana32006-RB	ENSXETG00000010825.1
OG0000347	Nana36343-RA	ENSXETG00000008226.1
OG0000347	Nana06408-RA	ENSXETG00000020166.1
OG0000347	Nana33238-RA	ENSXETG00000013128.1
OG0000348	Nana01275-RA	ENSXETG00000006447.1
OG0000348	Nana30929-RA, Nana30929-RB	ENSXETG00000004061.1
OG0000348	Nana05052-RA	ENSXETG00000017141.1
OG0000349	Nana17991-RA, Nana17991-RB	ENSXETG00000018993.1
OG0000349	Nana25001-RA	ENSXETG00000005890.1
OG0000351	Nana37238-RA, Nana37242-RA	ENSXETG00000015077.1
OG0000352	Nana09328-RA, Nana21757-RA	ENSXETG00000005101.1
OG0000352	Nana09329-RA	ENSXETG00000016217.1
OG0000353	Nana02273-RA	ENSXETG00000006193.1
OG0000353	Nana12569-RA	ENSXETG00000015897.1
OG0000354	Nana19605-RA	ENSXETG00000008303.1
OG0000354	Nana08689-RA	ENSXETG00000014145.1
OG0000354	Nana28391-RB, Nana28391-RA	ENSXETG00000020954.1
OG0000355	Nana20723-RA	ENSXETG00000019018.1
OG0000355	Nana20113-RA	ENSXETG00000013685.1
OG0000356	Nana18750-RA	ENSXETG00000006320.1
OG0000356	Nana32378-RA	ENSXETG00000021025.1
OG0000356	Nana25229-RA	ENSXETG00000010351.1
OG0000357	Nana24684-RA	ENSXETG00000006177.1
OG0000357	Nana24683-RA, Nana02155-RA	ENSXETG00000016246.1
OG0000358	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH	ENSXETG00000009640.1
OG0000359	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA	ENSXETG00000015780.1
OG0000360	Nana20071-RB, Nana20071-RA	ENSXETG00000012434.1
OG0000360	Nana21777-RB, Nana21777-RC	ENSXETG00000001167.1
OG0000362	Nana08859-RA	ENSXETG00000013823.1
OG0000362	Nana17545-RA	ENSXETG00000006225.1
OG0000362	Nana19211-RA	ENSXETG00000000258.1
OG0000363	Nana14195-RA, Nana14197-RA, Nana14194-RA	ENSXETG00000013046.1
OG0000363	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA	ENSXETG00000013060.1, ENSXETG00000013067.1, ENSXETG00000013076.1, ENSXETG00000013072.1
OG0000364	Nana25849-RA	ENSXETG00000000620.1
OG0000365	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA	ENSXETG00000020283.1
OG0000366	Nana03020-RA	ENSXETG00000017087.1, ENSXETG00000017893.1, ENSXETG00000001226.1
OG0000367	Nana07833-RB, Nana07833-RA	ENSXETG00000017082.1, ENSXETG00000019720.1
OG0000371	Nana20127-RA	ENSXETG00000001869.1
OG0000373	Nana36338-RA	ENSXETG00000009384.1
OG0000373	Nana06046-RA, Nana06045-RA	ENSXETG00000017904.1
OG0000373	Nana33499-RA	ENSXETG00000007678.1
OG0000374	Nana01995-RA, Nana39710-RA	ENSXETG00000016619.1
OG0000374	Nana16757-RA	ENSXETG00000020381.1, ENSXETG00000005703.1
OG0000375	Nana27993-RC, Nana27993-RB	ENSXETG00000004359.1
OG0000375	Nana15483-RA	ENSXETG00000010719.1
OG0000376	Nana03174-RA	ENSXETG00000021320.1
OG0000376	Nana22930-RA	ENSXETG00000018040.1
OG0000377	Nana06002-RA	ENSXETG00000009124.1
OG0000377	Nana32801-RA	ENSXETG00000017781.1
OG0000378	Nana23839-RA	ENSXETG00000011549.1
OG0000378	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD	ENSXETG00000014949.1, ENSXETG00000014820.1
OG0000379	Nana10577-RA	ENSXETG00000015837.1
OG0000379	Nana14026-RA	ENSXETG00000018338.1, ENSXETG00000020328.1
OG0000380	Nana04566-RA	ENSXETG00000019737.1
OG0000380	Nana14280-RA, Nana23577-RA	ENSXETG00000007252.1
OG0000382	Nana00911-RA	ENSXETG00000011845.1
OG0000382	Nana35852-RB, Nana35852-RA	ENSXETG00000000177.1
OG0000382	Nana05932-RA	ENSXETG00000020066.1
OG0000383	Nana28138-RA	ENSXETG00000010257.1
OG0000383	Nana19432-RA	ENSXETG00000010424.1
OG0000385	Nana11886-RA	ENSXETG00000016915.1
OG0000385	Nana06186-RA	ENSXETG00000003817.1, ENSXETG00000014294.1
OG0000387	Nana08133-RA, Nana08155-RA, Nana08149-RA	ENSXETG00000016930.1
OG0000388	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN, Nana23218-RA	ENSXETG00000010493.1
OG0000389	Nana20980-RA	ENSXETG00000018772.1
OG0000389	Nana39948-RB, Nana39948-RA	ENSXETG00000011315.1
OG0000390	Nana16521-RA, Nana16520-RA, Nana16522-RA	ENSXETG00000018266.1
OG0000391	Nana11680-RA	ENSXETG00000001078.1
OG0000391	Nana06358-RA	ENSXETG00000003742.1
OG0000392	Nana31341-RA	ENSXETG00000010418.1, ENSXETG00000010428.1
OG0000392	Nana31099-RA, Nana31098-RA	ENSXETG00000002567.1
OG0000393	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB, Nana34852-RE, Nana34852-RF, Nana34852-RD	ENSXETG00000004983.1
OG0000394	Nana07200-RA	ENSXETG00000007147.1, ENSXETG00000016174.1, ENSXETG00000008242.1
OG0000395	Nana25103-RA	ENSXETG00000016445.1
OG0000396	Nana10310-RA	ENSXETG00000005935.1
OG0000396	Nana23075-RA	ENSXETG00000004576.1
OG0000397	Nana25526-RA, Nana25525-RA, Nana25524-RA	ENSXETG00000011879.1
OG0000397	Nana20138-RA	ENSXETG00000001805.1
OG0000398	Nana10942-RA	ENSXETG00000014296.1
OG0000399	Nana16314-RA	ENSXETG00000017873.1
OG0000399	Nana13359-RA, Nana13358-RB, Nana01760-RA, Nana13358-RA	ENSXETG00000000236.1
OG0000400	Nana08621-RA	ENSXETG00000021207.1
OG0000400	Nana29255-RA	ENSXETG00000019584.1
OG0000401	Nana29388-RA	ENSXETG00000012055.1
OG0000401	Nana29384-RA	ENSXETG00000020039.1
OG0000401	Nana14333-RA	ENSXETG00000007413.1
OG0000402	Nana14184-RA, Nana14181-RA	ENSXETG00000012987.1
OG0000403	Nana07167-RA, Nana07162-RA, Nana07162-RB	ENSXETG00000009181.1, ENSXETG00000011185.1
OG0000404	Nana09286-RA	ENSXETG00000004919.1
OG0000405	Nana08853-RG, Nana08853-RE, Nana08853-RF, Nana08853-RH, Nana08853-RD, Nana08853-RB, Nana08853-RC, Nana08853-RA	ENSXETG00000006698.1
OG0000406	Nana07655-RA	ENSXETG00000001684.1
OG0000408	Nana36768-RA	ENSXETG00000013563.1
OG0000415	Nana12999-RA	ENSXETG00000006405.1, ENSXETG00000006469.1
OG0000415	Nana12986-RA	ENSXETG00000006441.1, ENSXETG00000005724.1, ENSXETG00000006208.1
OG0000416	Nana33184-RA	ENSXETG00000018784.1
OG0000416	Nana06534-RA	ENSXETG00000017240.1
OG0000416	Nana11858-RA	ENSXETG00000001051.1
OG0000418	Nana27192-RA	ENSXETG00000011545.1
OG0000418	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF	ENSXETG00000011756.1
OG0000419	Nana00100-RA, Nana16559-RA	ENSXETG00000019149.1
OG0000420	Nana33386-RA	ENSXETG00000012082.1
OG0000420	Nana06458-RA	ENSXETG00000016968.1
OG0000421	Nana18105-RA	ENSXETG00000015511.1
OG0000421	Nana25261-RA	ENSXETG00000012903.1
OG0000422	Nana24125-RA	ENSXETG00000018181.1, ENSXETG00000003613.1, ENSXETG00000003619.1, ENSXETG00000019526.1, ENSXETG00000017155.1, ENSXETG00000020806.1, ENSXETG00000018835.1, ENSXETG00000021215.1, ENSXETG00000003596.1, ENSXETG00000003625.1, ENSXETG00000003605.1, ENSXETG00000003611.1
OG0000423	Nana19099-RA	ENSXETG00000000985.1
OG0000423	Nana11253-RA, Nana19102-RA, Nana27953-RA	ENSXETG00000010871.1
OG0000424	Nana00489-RA	ENSXETG00000019888.1
OG0000424	Nana34780-RA	ENSXETG00000014405.1
OG0000424	Nana23819-RA	ENSXETG00000016364.1
OG0000425	Nana23602-RA	ENSXETG00000015375.1
OG0000425	Nana13933-RA	ENSXETG00000014381.1
OG0000426	Nana05026-RA	ENSXETG00000009732.1
OG0000426	Nana21088-RA	ENSXETG00000007333.1
OG0000427	Nana13798-RA	ENSXETG00000018104.1
OG0000427	Nana24261-RA, Nana16524-RA	ENSXETG00000018472.1
OG0000428	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA	ENSXETG00000016899.1, ENSXETG00000016884.1, ENSXETG00000016866.1
OG0000429	Nana23646-RA	ENSXETG00000003980.1
OG0000429	Nana09841-RA	ENSXETG00000015959.1
OG0000430	Nana09599-RB	ENSXETG00000004428.1
OG0000430	Nana27315-RA	ENSXETG00000011235.1
OG0000431	Nana09647-RA	ENSXETG00000012218.1
OG0000431	Nana23631-RA	ENSXETG00000009968.1
OG0000432	Nana27843-RA, Nana27843-RB	ENSXETG00000020837.1
OG0000433	Nana16362-RA, Nana09857-RA	ENSXETG00000000300.1
OG0000434	Nana37089-RF	ENSXETG00000002420.1
OG0000434	Nana06917-RB, Nana06917-RD, Nana06917-RC	ENSXETG00000008314.1
OG0000435	Nana13964-RA	ENSXETG00000003359.1
OG0000435	Nana04591-RA	ENSXETG00000011862.1
OG0000436	Nana37967-RB, Nana37967-RD, Nana37967-RA, Nana37967-RC, Nana07195-RB, Nana37973-RA, Nana07195-RC, Nana07195-RA	ENSXETG00000008208.1
OG0000437	Nana25606-RC, Nana25606-RA, Nana25606-RD	ENSXETG00000011809.1
OG0000438	Nana38019-RA	ENSXETG00000009596.1, ENSXETG00000014407.1
OG0000439	Nana32640-RB, Nana32640-RC	ENSXETG00000017443.1
OG0000439	Nana20313-RA	ENSXETG00000011673.1
OG0000440	Nana15375-RA, Nana11260-RA	ENSXETG00000014021.1, ENSXETG00000014039.1, ENSXETG00000003631.1
OG0000441	Nana08460-RA	ENSXETG00000006429.1
OG0000441	Nana27494-RB	ENSXETG00000003729.1
OG0000442	Nana32619-RA, Nana32619-RB	ENSXETG00000018144.1
OG0000442	Nana20411-RA	ENSXETG00000007096.1
OG0000443	Nana14455-RA	ENSXETG00000017139.1
OG0000443	Nana06191-RA	ENSXETG00000014046.1
OG0000443	Nana11443-RA	ENSXETG00000002418.1
OG0000444	Nana19904-RA	ENSXETG00000010542.1
OG0000444	Nana15489-RA	ENSXETG00000014991.1
OG0000450	Nana23530-RA	ENSXETG00000012307.1
OG0000450	Nana00051-RA, Nana00051-RB, Nana00051-RE, Nana00051-RF, Nana00051-RG	ENSXETG00000010287.1
OG0000452	Nana26141-RA	ENSXETG00000000232.1
OG0000452	Nana02184-RA	ENSXETG00000016470.1
OG0000452	Nana32191-RA, Nana32192-RA	ENSXETG00000000660.1
OG0000453	Nana11862-RA, Nana11861-RA	ENSXETG00000021405.1
OG0000453	Nana36336-RA	ENSXETG00000010584.1
OG0000454	Nana13766-RA	ENSXETG00000002682.1
OG0000454	Nana04941-RA	ENSXETG00000008227.1
OG0000454	Nana30216-RC, Nana30216-RB, Nana30216-RD	ENSXETG00000021218.1
OG0000455	Nana30027-RB, Nana30027-RE	ENSXETG00000000689.1
OG0000456	Nana16010-RA	ENSXETG00000009754.1
OG0000456	Nana31497-RA	ENSXETG00000000005.1
OG0000457	Nana05750-RA	ENSXETG00000006013.1, ENSXETG00000015469.1
OG0000459	Nana18194-RA	ENSXETG00000002724.1
OG0000459	Nana32418-RA	ENSXETG00000002168.1
OG0000460	Nana03341-RB, Nana03341-RA, Nana03341-RC, Nana03341-RD, Nana03341-RE	ENSXETG00000018722.1, ENSXETG00000017163.1, ENSXETG00000017980.1, ENSXETG00000018082.1
OG0000461	Nana37720-RA, Nana24080-RF, Nana24080-RD, Nana24080-RC, Nana37888-RA, Nana24080-RA, Nana24080-RE, Nana24080-RH, Nana24080-RG, Nana39214-RA, Nana24080-RB	ENSXETG00000016066.1
OG0000461	Nana37722-RA	ENSXETG00000020385.1
OG0000462	Nana32278-RA	ENSXETG00000013997.1
OG0000463	Nana37562-RA	ENSXETG00000015306.1
