Orthogroup	N_naja.pep	C_familiaris.pep
OG0000221	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC	ENSCAFG00000001237.4
OG0000222	Nana11085-RA	ENSCAFG00000014655.4
OG0000222	Nana20656-RA	ENSCAFG00000011335.3
OG0000223	Nana20407-RB, Nana20407-RA	ENSCAFG00000008603.5
OG0000223	Nana26323-RA	ENSCAFG00000005523.5
OG0000223	Nana32618-RA, Nana32618-RB	ENSCAFG00000018841.5
OG0000224	Nana39224-RA	ENSCAFG00000016128.5
OG0000224	Nana37623-RA	ENSCAFG00000017286.4, ENSCAFG00000030502.2, ENSCAFG00000002541.4, ENSCAFG00000010117.4
OG0000225	Nana17811-RA	ENSCAFG00000024756.3
OG0000226	Nana18637-RA	ENSCAFG00000012299.4
OG0000226	Nana18820-RA	ENSCAFG00000015050.4
OG0000226	Nana08824-RA	ENSCAFG00000023069.3
OG0000227	Nana35841-RA, Nana35618-RA	ENSCAFG00000013078.2
OG0000227	Nana15538-RA	ENSCAFG00000028765.2, ENSCAFG00000010143.3
OG0000228	Nana07844-RA	ENSCAFG00000028630.3
OG0000229	Nana08354-RA, Nana08354-RB	ENSCAFG00000007603.4
OG0000229	Nana27867-RA, Nana27867-RB, Nana27867-RC	ENSCAFG00000001585.5
OG0000229	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD	ENSCAFG00000019521.4
OG0000230	Nana14830-RA	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4
OG0000231	Nana22724-RA	ENSCAFG00000028617.2
OG0000231	Nana22723-RA	ENSCAFG00000025497.3
OG0000232	Nana04335-RA	ENSCAFG00000009898.6, ENSCAFG00000044092.1
OG0000232	Nana04336-RA	ENSCAFG00000049974.1
OG0000233	Nana22819-RA, Nana16302-RA	ENSCAFG00000017929.3
OG0000235	Nana18677-RA	ENSCAFG00000001889.4
OG0000235	Nana26056-RA, Nana09225-RA	ENSCAFG00000030702.2
OG0000236	Nana04020-RA, Nana04017-RA	ENSCAFG00000011246.4
OG0000236	Nana00165-RA	ENSCAFG00000018166.5
OG0000237	Nana00862-RB	ENSCAFG00000002771.6
OG0000237	Nana35961-RA	ENSCAFG00000015064.5
OG0000237	Nana30903-RC	ENSCAFG00000004439.4
OG0000238	Nana09145-RA	ENSCAFG00000016982.4
OG0000238	Nana28341-RB, Nana28341-RA	ENSCAFG00000009001.4
OG0000238	Nana19499-RA	ENSCAFG00000013062.5
OG0000239	Nana35381-RA	ENSCAFG00000006859.4
OG0000239	Nana35349-RA	ENSCAFG00000006812.5
OG0000240	Nana22799-RA	ENSCAFG00000003029.4
OG0000241	Nana11741-RA, Nana06412-RA, Nana06410-RA	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2
OG0000242	Nana03921-RA, Nana03921-RB	ENSCAFG00000014957.5
OG0000242	Nana03921-RC	ENSCAFG00000042522.1
OG0000242	Nana21215-RB, Nana21215-RA	ENSCAFG00000004912.4
OG0000242	Nana10104-RA	ENSCAFG00000008750.4
OG0000243	Nana06066-RA	ENSCAFG00000014945.4
OG0000243	Nana10898-RA	ENSCAFG00000017438.5
OG0000244	Nana25243-RA	ENSCAFG00000023335.3, ENSCAFG00000015054.5
OG0000244	Nana25241-RA, Nana25242-RA	ENSCAFG00000015063.2
OG0000245	Nana25599-RA, Nana24950-RA	ENSCAFG00000006313.3, ENSCAFG00000045475.1, ENSCAFG00000032254.1, ENSCAFG00000044213.1, ENSCAFG00000047204.1, ENSCAFG00000006321.4, ENSCAFG00000006317.3, ENSCAFG00000006316.3
OG0000248	Nana27998-RA, Nana27998-RC, Nana27998-RB	ENSCAFG00000008265.4
OG0000248	Nana19163-RA	ENSCAFG00000032754.2
OG0000248	Nana19165-RE, Nana19165-RG, Nana19165-RF	ENSCAFG00000013917.5
OG0000249	Nana30900-RA, Nana30900-RB	ENSCAFG00000024629.3, ENSCAFG00000004420.3
OG0000249	Nana05664-RA, Nana05665-RA	ENSCAFG00000017889.6
OG0000249	Nana01260-RA	ENSCAFG00000016185.5
OG0000250	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF	ENSCAFG00000020370.6
OG0000250	Nana22704-RA	ENSCAFG00000017786.6
OG0000251	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA	ENSCAFG00000032379.2
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSCAFG00000009390.5
OG0000253	Nana02349-RA	ENSCAFG00000023431.4
OG0000253	Nana29904-RA	ENSCAFG00000010872.5
OG0000254	Nana18269-RA	ENSCAFG00000007904.5
OG0000254	Nana32712-RA	ENSCAFG00000017804.4
OG0000255	Nana23756-RA, Nana38961-RA	ENSCAFG00000008221.5, ENSCAFG00000002290.4, ENSCAFG00000018144.4
OG0000255	Nana11387-RA, Nana11387-RB	ENSCAFG00000002598.4
OG0000256	Nana21478-RA	ENSCAFG00000004591.5
OG0000256	Nana09918-RA	ENSCAFG00000031977.2
OG0000256	Nana03711-RA	ENSCAFG00000004910.5
OG0000257	Nana25143-RA, Nana25143-RB	ENSCAFG00000007161.3
OG0000257	Nana08771-RA, Nana08770-RA	ENSCAFG00000017592.4
OG0000257	Nana18134-RA	ENSCAFG00000006792.4
OG0000258	Nana14360-RA	ENSCAFG00000005069.5
OG0000258	Nana14362-RA	ENSCAFG00000018859.5
OG0000258	Nana11548-RA, Nana11548-RB	ENSCAFG00000001460.4
OG0000260	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSCAFG00000013883.5
OG0000262	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA	ENSCAFG00000004742.4
OG0000263	Nana00869-RA	ENSCAFG00000002744.5
OG0000263	Nana30949-RB, Nana30949-RA	ENSCAFG00000041406.1
OG0000263	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC	ENSCAFG00000012306.6
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1
OG0000265	Nana11640-RA	ENSCAFG00000001821.4
OG0000265	Nana06155-RB	ENSCAFG00000019448.4
OG0000266	Nana22510-RA	ENSCAFG00000046786.1, ENSCAFG00000045716.1
OG0000267	Nana10107-RA	ENSCAFG00000007728.4
OG0000267	Nana22007-RB, Nana22007-RA	ENSCAFG00000005613.5
OG0000267	Nana03512-RA	ENSCAFG00000010242.4
OG0000269	Nana15310-RA	ENSCAFG00000013336.4
OG0000269	Nana39317-RA	ENSCAFG00000000912.4
OG0000269	Nana37082-RA	ENSCAFG00000019838.4
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSCAFG00000011941.4
OG0000270	Nana12457-RC, Nana12457-RB	ENSCAFG00000018858.4
OG0000271	Nana15162-RA	ENSCAFG00000013004.6
OG0000271	Nana36409-RA	ENSCAFG00000019380.4
OG0000271	Nana09264-RA, Nana09261-RA	ENSCAFG00000016897.4
OG0000272	Nana23527-RA, Nana23525-RA	ENSCAFG00000023655.3, ENSCAFG00000023398.3
OG0000273	Nana00985-RA	ENSCAFG00000029151.2
OG0000273	Nana36009-RA	ENSCAFG00000016335.3, ENSCAFG00000017563.2
OG0000274	Nana34633-RA	ENSCAFG00000028569.2, ENSCAFG00000046007.1
OG0000274	Nana15793-RA	ENSCAFG00000032615.2
OG0000275	Nana13678-RA	ENSCAFG00000009514.4
OG0000275	Nana16692-RB	ENSCAFG00000003455.4
OG0000276	Nana33742-RA	ENSCAFG00000048479.1
OG0000276	Nana09391-RA	ENSCAFG00000017893.5, ENSCAFG00000028975.2
OG0000277	Nana26757-RA	ENSCAFG00000006551.4
OG0000277	Nana08864-RA, Nana08864-RB	ENSCAFG00000000395.4
OG0000278	Nana25910-RA	ENSCAFG00000046463.1
OG0000279	Nana11030-RA	ENSCAFG00000010642.4
OG0000280	Nana23628-RA	ENSCAFG00000002620.5
OG0000280	Nana13941-RA	ENSCAFG00000010798.5
OG0000280	Nana04357-RB, Nana04357-RA	ENSCAFG00000010081.5
OG0000281	Nana21935-RA	ENSCAFG00000005814.3
OG0000281	Nana23150-RA, Nana23150-RB	ENSCAFG00000015629.3
OG0000282	Nana23751-RA	ENSCAFG00000017095.4
OG0000282	Nana04079-RB, Nana04079-RC, Nana04079-RA	ENSCAFG00000007821.3
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSCAFG00000008677.4
OG0000283	Nana14544-RA	ENSCAFG00000019045.5
OG0000283	Nana06082-RA	ENSCAFG00000014862.5
OG0000284	Nana12586-RA	ENSCAFG00000003241.4, ENSCAFG00000007572.4
OG0000285	Nana04258-RA	ENSCAFG00000030793.2, ENSCAFG00000046009.1, ENSCAFG00000006485.4, ENSCAFG00000050027.1, ENSCAFG00000048887.1, ENSCAFG00000046118.1
OG0000286	Nana09528-RA	ENSCAFG00000031686.1, ENSCAFG00000031781.1, ENSCAFG00000005290.3, ENSCAFG00000030059.2, ENSCAFG00000011783.4, ENSCAFG00000018265.3, ENSCAFG00000004167.1, ENSCAFG00000011644.1, ENSCAFG00000019063.2, ENSCAFG00000001080.1, ENSCAFG00000000808.2, ENSCAFG00000004703.4, ENSCAFG00000006147.2, ENSCAFG00000008616.4, ENSCAFG00000000376.1, ENSCAFG00000011325.3, ENSCAFG00000029285.2, ENSCAFG00000005930.4, ENSCAFG00000002038.2, ENSCAFG00000016063.2
OG0000292	Nana29552-RA	ENSCAFG00000000704.4
OG0000292	Nana07924-RA	ENSCAFG00000005305.5
OG0000293	Nana01719-RA	ENSCAFG00000000661.4
OG0000293	Nana25181-RB	ENSCAFG00000014273.5
OG0000294	Nana18732-RA	ENSCAFG00000013918.4
OG0000294	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA	ENSCAFG00000002500.5
OG0000294	Nana39222-RB	ENSCAFG00000016126.4
OG0000295	Nana01313-RA	ENSCAFG00000005238.4
OG0000295	Nana04030-RA	ENSCAFG00000041420.1
OG0000295	Nana34783-RB, Nana34783-RA	ENSCAFG00000008515.4
OG0000296	Nana36992-RA	ENSCAFG00000020175.4
OG0000296	Nana15316-RA	ENSCAFG00000013289.6
OG0000297	Nana14277-RA	ENSCAFG00000001335.4
OG0000297	Nana04470-RA	ENSCAFG00000006892.6
OG0000298	Nana38499-RA	ENSCAFG00000012785.4
OG0000298	Nana30244-RA	ENSCAFG00000011175.4
OG0000299	Nana12513-RA	ENSCAFG00000000127.4
OG0000299	Nana32739-RA	ENSCAFG00000015867.5
OG0000300	Nana35574-RA	ENSCAFG00000014028.5, ENSCAFG00000014043.4
OG0000301	Nana23545-RC	ENSCAFG00000017254.5
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSCAFG00000008434.4
OG0000302	Nana32411-RA	ENSCAFG00000049664.1, ENSCAFG00000045520.1, ENSCAFG00000046823.1, ENSCAFG00000043673.1, ENSCAFG00000032122.2, ENSCAFG00000031092.2, ENSCAFG00000045416.1, ENSCAFG00000045833.1, ENSCAFG00000042941.1, ENSCAFG00000046881.1, ENSCAFG00000049837.1, ENSCAFG00000032101.2, ENSCAFG00000029014.2, ENSCAFG00000029524.2, ENSCAFG00000041194.1, ENSCAFG00000046992.1
OG0000303	Nana09584-RA	ENSCAFG00000023628.4, ENSCAFG00000016084.4, ENSCAFG00000000044.4, ENSCAFG00000004124.3
OG0000303	Nana33998-RA	ENSCAFG00000010362.4, ENSCAFG00000032180.2
OG0000304	Nana27334-RA	ENSCAFG00000001704.4, ENSCAFG00000029830.2
OG0000305	Nana14316-RA	ENSCAFG00000019812.5
OG0000305	Nana14317-RA	ENSCAFG00000019809.4
OG0000306	Nana10545-RA	ENSCAFG00000000332.4
OG0000307	Nana29521-RA	ENSCAFG00000000767.5
OG0000307	Nana08341-RA	ENSCAFG00000029819.2
OG0000307	Nana14296-RA	ENSCAFG00000019841.6
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSCAFG00000017946.4, ENSCAFG00000018625.5
OG0000309	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD	ENSCAFG00000030630.2
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSCAFG00000023105.4
OG0000311	Nana37898-RA	ENSCAFG00000025361.3, ENSCAFG00000045650.1, ENSCAFG00000025180.3, ENSCAFG00000029747.2
OG0000318	Nana24333-RA	ENSCAFG00000016859.5
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSCAFG00000014929.6
OG0000319	Nana27917-RA, Nana27914-RA	ENSCAFG00000000558.4
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSCAFG00000011922.4
OG0000320	Nana29840-RA	ENSCAFG00000010737.6
OG0000320	Nana02050-RA	ENSCAFG00000000905.5
OG0000321	Nana33059-RA	ENSCAFG00000013723.6
OG0000321	Nana06396-RA	ENSCAFG00000019109.5
OG0000322	Nana14262-RA	ENSCAFG00000001448.5
OG0000322	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA	ENSCAFG00000015683.4
OG0000323	Nana30376-RA	ENSCAFG00000007095.4, ENSCAFG00000019775.3, ENSCAFG00000024923.2, ENSCAFG00000007124.4
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSCAFG00000009913.4
OG0000324	Nana15546-RA, Nana15547-RA	ENSCAFG00000010238.4
OG0000324	Nana39126-RA	ENSCAFG00000012293.5
OG0000325	Nana36067-RA	ENSCAFG00000024322.3, ENSCAFG00000041579.1, ENSCAFG00000041880.1, ENSCAFG00000012234.4, ENSCAFG00000049045.1, ENSCAFG00000017386.4, ENSCAFG00000043616.1
OG0000326	Nana02914-RA	ENSCAFG00000002008.5
OG0000327	Nana08833-RA	ENSCAFG00000018210.5
OG0000327	Nana31958-RA, Nana31957-RA	ENSCAFG00000017189.2
OG0000327	Nana25080-RA	ENSCAFG00000006742.5
OG0000328	Nana30428-RA	ENSCAFG00000007027.3
OG0000328	Nana30432-RA, Nana30431-RA, Nana30427-RA	ENSCAFG00000007029.3
OG0000329	Nana37734-RA, Nana23771-RA	ENSCAFG00000017039.6
OG0000329	Nana00121-RA	ENSCAFG00000018898.4
OG0000329	Nana35005-RA, Nana35005-RB	ENSCAFG00000009924.4
OG0000331	Nana16409-RA	ENSCAFG00000025445.4
OG0000331	Nana13337-RA	ENSCAFG00000013084.6
OG0000331	Nana00675-RA	ENSCAFG00000032365.2
OG0000332	Nana28189-RA, Nana28187-RA	ENSCAFG00000005769.4, ENSCAFG00000005758.5, ENSCAFG00000005818.5, ENSCAFG00000005832.5, ENSCAFG00000005841.5, ENSCAFG00000028812.2
OG0000333	Nana23569-RA	ENSCAFG00000029992.2, ENSCAFG00000046469.1, ENSCAFG00000005434.4, ENSCAFG00000002336.4, ENSCAFG00000004962.4, ENSCAFG00000025174.3, ENSCAFG00000005494.4, ENSCAFG00000003861.4, ENSCAFG00000015164.2
OG0000334	Nana19999-RA	ENSCAFG00000002015.5
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA	ENSCAFG00000015866.2
OG0000345	Nana24331-RA	ENSCAFG00000016888.5
OG0000346	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC	ENSCAFG00000015905.5
OG0000346	Nana32006-RA, Nana32006-RB	ENSCAFG00000016791.4
OG0000347	Nana36343-RA	ENSCAFG00000016741.6
OG0000347	Nana06408-RA	ENSCAFG00000019033.5
OG0000347	Nana33238-RA	ENSCAFG00000013208.4
OG0000348	Nana01275-RA	ENSCAFG00000016055.5
OG0000348	Nana30929-RA, Nana30929-RB	ENSCAFG00000005104.5
OG0000348	Nana05052-RA	ENSCAFG00000009562.5
OG0000349	Nana17991-RA, Nana17991-RB	ENSCAFG00000007659.5
OG0000349	Nana25001-RA	ENSCAFG00000006162.5
OG0000349	Nana08899-RA, Nana08899-RB	ENSCAFG00000001094.4
OG0000350	Nana21950-RA, Nana03330-RA	ENSCAFG00000005774.4, ENSCAFG00000005321.4
OG0000351	Nana37238-RA	ENSCAFG00000015797.4, ENSCAFG00000023194.4
OG0000351	Nana37242-RA	ENSCAFG00000015813.4
OG0000352	Nana09644-RA	ENSCAFG00000005442.4
OG0000352	Nana09328-RA, Nana21757-RA	ENSCAFG00000002717.5
OG0000353	Nana02273-RA	ENSCAFG00000004407.4
OG0000353	Nana12569-RA	ENSCAFG00000000168.4
OG0000354	Nana19605-RA	ENSCAFG00000012129.4
OG0000354	Nana08689-RA	ENSCAFG00000016388.5
OG0000355	Nana20723-RA	ENSCAFG00000013005.5
OG0000355	Nana20113-RA	ENSCAFG00000006971.4
OG0000356	Nana18750-RA	ENSCAFG00000008653.4
OG0000356	Nana32378-RA	ENSCAFG00000018564.4
OG0000356	Nana25229-RA	ENSCAFG00000014838.5
OG0000357	Nana24684-RA	ENSCAFG00000008768.5
OG0000357	Nana24683-RA, Nana02155-RA	ENSCAFG00000003580.5
OG0000358	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH	ENSCAFG00000014334.6
OG0000359	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA	ENSCAFG00000030830.2
OG0000360	Nana20071-RB, Nana20071-RA	ENSCAFG00000013345.4, ENSCAFG00000043960.1
OG0000360	Nana21777-RB, Nana21777-RC	ENSCAFG00000002788.4
OG0000362	Nana08859-RA	ENSCAFG00000000334.4
OG0000362	Nana19211-RA	ENSCAFG00000014083.5
OG0000363	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA	ENSCAFG00000024344.4, ENSCAFG00000023173.3
OG0000365	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA	ENSCAFG00000032583.2, ENSCAFG00000031038.2
OG0000366	Nana03020-RA	ENSCAFG00000031246.2
OG0000367	Nana07833-RB, Nana07833-RA	ENSCAFG00000000801.4, ENSCAFG00000025038.2, ENSCAFG00000024874.3, ENSCAFG00000001138.4, ENSCAFG00000010849.4
OG0000371	Nana32087-RA	ENSCAFG00000018154.6
OG0000371	Nana20127-RA	ENSCAFG00000013067.4
OG0000373	Nana36338-RA	ENSCAFG00000024151.3
OG0000373	Nana06045-RA	ENSCAFG00000018170.5
OG0000373	Nana33499-RA	ENSCAFG00000010881.4
OG0000374	Nana01995-RA, Nana39710-RA	ENSCAFG00000001067.4
OG0000374	Nana16757-RA	ENSCAFG00000003280.4, ENSCAFG00000000696.4
OG0000375	Nana27993-RC, Nana27993-RB	ENSCAFG00000008684.5
OG0000375	Nana15483-RA	ENSCAFG00000005751.5
OG0000376	Nana03174-RA	ENSCAFG00000012407.5
OG0000376	Nana21441-RA	ENSCAFG00000001906.3
OG0000376	Nana22930-RA	ENSCAFG00000014134.5
OG0000377	Nana06002-RA	ENSCAFG00000015782.5
OG0000377	Nana00711-RA	ENSCAFG00000004250.5
OG0000377	Nana32801-RA	ENSCAFG00000016983.5
OG0000378	Nana23839-RA	ENSCAFG00000016909.3
OG0000378	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD	ENSCAFG00000013498.5, ENSCAFG00000023850.4, ENSCAFG00000013439.4
OG0000379	Nana10577-RA	ENSCAFG00000015697.4
OG0000379	Nana29623-RA	ENSCAFG00000023669.3
OG0000379	Nana14026-RA	ENSCAFG00000024216.3, ENSCAFG00000013665.4
OG0000380	Nana04566-RA	ENSCAFG00000007976.5
OG0000380	Nana14280-RA	ENSCAFG00000001326.5
OG0000380	Nana23577-RA	ENSCAFG00000003698.5
OG0000381	Nana37627-RA	ENSCAFG00000023233.3
OG0000381	Nana37625-RA	ENSCAFG00000023246.3
OG0000382	Nana00911-RA	ENSCAFG00000004380.4
OG0000382	Nana35852-RB, Nana35852-RA	ENSCAFG00000014281.4
OG0000382	Nana05932-RA	ENSCAFG00000014595.4
OG0000383	Nana28138-RA	ENSCAFG00000049702.1
OG0000383	Nana19432-RA	ENSCAFG00000029896.2
OG0000385	Nana11886-RA	ENSCAFG00000000557.5
OG0000385	Nana06186-RA	ENSCAFG00000017079.5, ENSCAFG00000019435.4
OG0000387	Nana08133-RA	ENSCAFG00000006357.4
OG0000387	Nana08155-RA, Nana08149-RA	ENSCAFG00000006061.5
OG0000388	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN	ENSCAFG00000012035.4
OG0000388	Nana23218-RA	ENSCAFG00000016875.4
OG0000389	Nana20980-RA	ENSCAFG00000029313.2
OG0000389	Nana39948-RB, Nana39948-RA	ENSCAFG00000016124.4
OG0000390	Nana16521-RA	ENSCAFG00000018873.4, ENSCAFG00000011465.3, ENSCAFG00000011192.2, ENSCAFG00000025410.3
OG0000390	Nana16520-RA	ENSCAFG00000043426.1
OG0000390	Nana16522-RA	ENSCAFG00000008463.5
OG0000391	Nana11680-RA	ENSCAFG00000031429.2
OG0000392	Nana31341-RA	ENSCAFG00000020334.4
OG0000392	Nana31098-RA	ENSCAFG00000020084.4, ENSCAFG00000020083.4
OG0000393	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB	ENSCAFG00000011451.5
OG0000393	Nana34852-RE, Nana34852-RF, Nana34852-RD	ENSCAFG00000007616.5
OG0000394	Nana07199-RA	ENSCAFG00000030725.2
OG0000394	Nana07200-RA	ENSCAFG00000015855.4
OG0000395	Nana25103-RA	ENSCAFG00000048253.1, ENSCAFG00000015987.3, ENSCAFG00000044878.1, ENSCAFG00000044788.1, ENSCAFG00000032537.2, ENSCAFG00000015533.4, ENSCAFG00000001564.4, ENSCAFG00000044149.1
OG0000396	Nana10310-RA	ENSCAFG00000007050.4
OG0000396	Nana23075-RA	ENSCAFG00000016060.5
OG0000397	Nana25526-RA, Nana25525-RA, Nana25524-RA	ENSCAFG00000030910.2
OG0000397	Nana20138-RA	ENSCAFG00000045576.1
OG0000399	Nana16314-RA	ENSCAFG00000006955.4
OG0000400	Nana08621-RA	ENSCAFG00000010740.4
OG0000400	Nana14313-RA	ENSCAFG00000016413.4
OG0000401	Nana29388-RA	ENSCAFG00000015281.4
OG0000401	Nana29384-RA	ENSCAFG00000015289.1
OG0000403	Nana07167-RA, Nana07162-RA, Nana07162-RB	ENSCAFG00000024781.4
OG0000404	Nana09286-RA	ENSCAFG00000016355.4
OG0000405	Nana08853-RG, Nana08853-RE, Nana08853-RF, Nana08853-RH, Nana08853-RD, Nana08853-RB, Nana08853-RC, Nana08853-RA	ENSCAFG00000047223.1
OG0000406	Nana07655-RA	ENSCAFG00000030202.2, ENSCAFG00000000604.4
OG0000408	Nana36768-RA	ENSCAFG00000019864.3, ENSCAFG00000003697.5, ENSCAFG00000029298.2
OG0000415	Nana12999-RA	ENSCAFG00000006727.4
OG0000415	Nana12986-RA	ENSCAFG00000023828.3
OG0000416	Nana33184-RA	ENSCAFG00000014548.4
OG0000416	Nana06534-RA	ENSCAFG00000018422.4
OG0000416	Nana11858-RA	ENSCAFG00000000681.5
OG0000417	Nana36144-RB, Nana36144-RA, Nana36144-RC, Nana36144-RE, Nana36144-RD, Nana36148-RA	ENSCAFG00000016988.4
OG0000418	Nana27192-RA	ENSCAFG00000004069.5
OG0000418	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF	ENSCAFG00000019689.4
OG0000419	Nana00100-RA, Nana16559-RA	ENSCAFG00000015394.4, ENSCAFG00000016268.2, ENSCAFG00000018784.4, ENSCAFG00000031731.1, ENSCAFG00000002548.1, ENSCAFG00000020044.2, ENSCAFG00000024043.1, ENSCAFG00000001968.3, ENSCAFG00000000014.3, ENSCAFG00000031555.1, ENSCAFG00000004933.2
OG0000420	Nana33386-RA	ENSCAFG00000010691.4
OG0000420	Nana06458-RA	ENSCAFG00000018482.3
OG0000421	Nana18105-RA	ENSCAFG00000004110.6
OG0000421	Nana25261-RA	ENSCAFG00000015194.4
OG0000423	Nana19099-RA	ENSCAFG00000009709.5
OG0000423	Nana11253-RA, Nana19102-RA, Nana27953-RA	ENSCAFG00000001719.5
OG0000424	Nana00489-RA	ENSCAFG00000013765.4
OG0000424	Nana34780-RA	ENSCAFG00000008524.4
OG0000424	Nana23819-RA	ENSCAFG00000016543.4
OG0000425	Nana23602-RA	ENSCAFG00000002613.4
OG0000426	Nana05026-RA	ENSCAFG00000009869.4
OG0000426	Nana21088-RA	ENSCAFG00000005348.4
OG0000427	Nana13798-RA	ENSCAFG00000007478.4
OG0000427	Nana24261-RA	ENSCAFG00000041020.1
OG0000427	Nana16524-RA	ENSCAFG00000008510.4
OG0000428	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA	ENSCAFG00000024982.3, ENSCAFG00000004942.3
OG0000429	Nana23646-RA	ENSCAFG00000029928.2, ENSCAFG00000002713.5
OG0000429	Nana09841-RA	ENSCAFG00000011326.4
OG0000430	Nana27315-RA	ENSCAFG00000001508.4
OG0000431	Nana09647-RA	ENSCAFG00000005506.4
OG0000431	Nana23631-RA	ENSCAFG00000003993.4
OG0000433	Nana16362-RA, Nana09857-RA	ENSCAFG00000017604.3, ENSCAFG00000017465.3, ENSCAFG00000016013.3, ENSCAFG00000005292.3, ENSCAFG00000011598.4
OG0000434	Nana37089-RF	ENSCAFG00000019817.5
OG0000434	Nana06917-RB, Nana06917-RD, Nana06917-RC	ENSCAFG00000000871.5
OG0000435	Nana13964-RA	ENSCAFG00000009348.5
OG0000435	Nana27459-RA	ENSCAFG00000010475.4
OG0000435	Nana04591-RA	ENSCAFG00000006740.4
OG0000437	Nana25606-RC, Nana25606-RA, Nana25606-RD	ENSCAFG00000030286.3
OG0000438	Nana23502-RC, Nana23502-RA, Nana23502-RD, Nana23502-RE, Nana23502-RF, Nana23502-RB	ENSCAFG00000019346.5
OG0000438	Nana38019-RA	ENSCAFG00000013537.6
OG0000439	Nana32640-RB, Nana32640-RC	ENSCAFG00000018250.4
OG0000439	Nana20313-RA	ENSCAFG00000007897.4
OG0000440	Nana15375-RA, Nana11260-RA	ENSCAFG00000001842.4, ENSCAFG00000045192.1, ENSCAFG00000018440.4, ENSCAFG00000018438.4
OG0000441	Nana08460-RA	ENSCAFG00000023412.4
OG0000441	Nana27494-RA, Nana27494-RC, Nana27494-RB	ENSCAFG00000015756.4
OG0000442	Nana32619-RA, Nana32619-RB	ENSCAFG00000018830.5
OG0000442	Nana20411-RA	ENSCAFG00000031794.2
