Orthogroup	N_naja.pep	M_musculus.pep
OG0000185	Nana08360-RA	ENSMUSG00000020440.13, ENSMUSG00000115861.1, ENSMUSG00000021877.12
OG0000185	Nana10173-RA	ENSMUSG00000051853.10
OG0000186	Nana18448-RA	ENSMUSG00000029120.10
OG0000186	Nana19444-RA	ENSMUSG00000041769.13
OG0000186	Nana09006-RA	ENSMUSG00000022052.9
OG0000187	Nana02631-RA	ENSMUSG00000054364.5
OG0000187	Nana14009-RA	ENSMUSG00000002233.13
OG0000187	Nana08636-RA	ENSMUSG00000007815.13
OG0000188	Nana10451-RA, Nana10448-RA, Nana10449-RA	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15
OG0000193	Nana34739-RA, Nana34739-RB	ENSMUSG00000004530.12
OG0000193	Nana04026-RB, Nana04026-RA	ENSMUSG00000024835.15, ENSMUSG00000097771.8
OG0000193	Nana23748-RA	ENSMUSG00000030707.15
OG0000194	Nana04300-RA	ENSMUSG00000025499.18
OG0000194	Nana13959-RA	ENSMUSG00000027852.14
OG0000196	Nana37778-RA, Nana38985-RD, Nana38985-RE, Nana38985-RB, Nana38985-RC, Nana38985-RA	ENSMUSG00000060373.15
OG0000197	Nana18220-RA	ENSMUSG00000031561.16
OG0000197	Nana09163-RA	ENSMUSG00000049336.16
OG0000197	Nana25443-RA	ENSMUSG00000048078.16
OG0000197	Nana32135-RA	ENSMUSG00000016150.15
OG0000198	Nana29992-RA	ENSMUSG00000042500.11
OG0000198	Nana29987-RA	ENSMUSG00000028842.15
OG0000198	Nana17024-RD, Nana17024-RB	ENSMUSG00000036698.11
OG0000199	Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC	ENSMUSG00000033161.10
OG0000199	Nana30635-RA	ENSMUSG00000040907.15
OG0000199	Nana00152-RA	ENSMUSG00000007107.6
OG0000199	Nana36358-RA	ENSMUSG00000007097.14
OG0000200	Nana11623-RA	ENSMUSG00000024867.14
OG0000200	Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB	ENSMUSG00000028126.16
OG0000201	Nana14043-RA	ENSMUSG00000016179.11
OG0000201	Nana10669-RA	ENSMUSG00000002012.13
OG0000201	Nana07920-RC	ENSMUSG00000030272.15
OG0000202	Nana19472-RA	ENSMUSG00000053552.14
OG0000203	Nana12325-RA	ENSMUSG00000021699.17
OG0000203	Nana10784-RA	ENSMUSG00000032177.17
OG0000203	Nana14670-RA	ENSMUSG00000028525.16
OG0000203	Nana06067-RA	ENSMUSG00000111773.2, ENSMUSG00000031842.14
OG0000204	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM	ENSMUSG00000048732.5
OG0000205	Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5, ENSMUSG00000074896.3, ENSMUSG00000062488.9, ENSMUSG00000045932.12
OG0000207	Nana25610-RA, Nana25597-RA	ENSMUSG00000043354.2, ENSMUSG00000073963.3, ENSMUSG00000052785.6, ENSMUSG00000073970.1, ENSMUSG00000084262.5, ENSMUSG00000080891.4
OG0000212	Nana00145-RA	ENSMUSG00000005952.15
OG0000212	Nana00135-RA	ENSMUSG00000018507.16
OG0000212	Nana34717-RA	ENSMUSG00000014158.12
OG0000213	Nana26049-RA	ENSMUSG00000055026.13
OG0000213	Nana26050-RA, Nana09216-RA, Nana26052-RA	ENSMUSG00000031340.8
OG0000213	Nana09215-RA	ENSMUSG00000020436.17
OG0000214	Nana35941-RA, Nana35936-RA	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5
OG0000216	Nana12893-RF, Nana12893-RE, Nana12893-RD	ENSMUSG00000058126.7
OG0000216	Nana06004-RA	ENSMUSG00000031799.10
OG0000217	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA	ENSMUSG00000024617.16
OG0000218	Nana19003-RA	ENSMUSG00000021868.7
OG0000218	Nana28474-RA	ENSMUSG00000071866.12
OG0000219	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7
OG0000220	Nana07784-RA	ENSMUSG00000038838.15
OG0000220	Nana07713-RA, Nana07713-RB	ENSMUSG00000007029.16
OG0000221	Nana02364-RA	ENSMUSG00000117310.2, ENSMUSG00000026064.16
OG0000221	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC	ENSMUSG00000059895.13
OG0000222	Nana11085-RA	ENSMUSG00000023439.11
OG0000222	Nana20656-RA	ENSMUSG00000027669.14
OG0000223	Nana20407-RB, Nana20407-RA	ENSMUSG00000027763.13
OG0000223	Nana26323-RA	ENSMUSG00000022139.17
OG0000223	Nana32618-RA, Nana32618-RB	ENSMUSG00000036109.17
OG0000224	Nana39224-RA	ENSMUSG00000018554.13
OG0000224	Nana37623-RA	ENSMUSG00000028639.14
OG0000226	Nana18637-RA	ENSMUSG00000027977.15
OG0000226	Nana18820-RA	ENSMUSG00000039308.6
OG0000226	Nana08824-RA	ENSMUSG00000054008.9
OG0000227	Nana35841-RA, Nana35618-RA	ENSMUSG00000024846.6
OG0000227	Nana15538-RA	ENSMUSG00000033156.9, ENSMUSG00000027447.6
OG0000228	Nana07844-RA	ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16
OG0000229	Nana08354-RA, Nana08354-RB	ENSMUSG00000025278.9
OG0000229	Nana27867-RA, Nana27867-RB, Nana27867-RC	ENSMUSG00000068699.12
OG0000229	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD	ENSMUSG00000031328.16
OG0000230	Nana14830-RA	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9, ENSMUSG00000028255.6, ENSMUSG00000068547.7, ENSMUSG00000074195.3
OG0000231	Nana22724-RA	ENSMUSG00000054537.8
OG0000231	Nana22723-RA	ENSMUSG00000061184.8
OG0000232	Nana04336-RA	ENSMUSG00000037974.16
OG0000233	Nana22819-RA, Nana16302-RA	ENSMUSG00000085925.3, ENSMUSG00000098639.3
OG0000235	Nana18677-RA	ENSMUSG00000029212.11
OG0000235	Nana26056-RA, Nana09225-RA	ENSMUSG00000033676.13
OG0000236	Nana04020-RA, Nana04017-RA	ENSMUSG00000024885.9, ENSMUSG00000075296.5, ENSMUSG00000037263.13
OG0000236	Nana00165-RA	ENSMUSG00000010025.19
OG0000237	Nana00862-RB	ENSMUSG00000020458.16
OG0000237	Nana35961-RA	ENSMUSG00000024758.15
OG0000237	Nana30903-RC	ENSMUSG00000030401.16
OG0000238	Nana09145-RA	ENSMUSG00000020143.15
OG0000238	Nana28341-RB, Nana28341-RA	ENSMUSG00000044447.5
OG0000238	Nana19499-RA	ENSMUSG00000058325.6
OG0000239	Nana35381-RA	ENSMUSG00000070498.3
OG0000239	Nana35349-RA	ENSMUSG00000034310.8
OG0000241	Nana11741-RA, Nana06412-RA, Nana06410-RA	ENSMUSG00000021477.9, ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6
OG0000242	Nana03921-RA, Nana03921-RB	ENSMUSG00000006542.13
OG0000242	Nana21215-RB, Nana21215-RA	ENSMUSG00000028944.14
OG0000242	Nana10104-RA	ENSMUSG00000067713.7
OG0000243	Nana06066-RA	ENSMUSG00000031840.12, ENSMUSG00000111277.2
OG0000243	Nana10898-RA	ENSMUSG00000019066.13
OG0000244	Nana25243-RA	ENSMUSG00000005800.3, ENSMUSG00000043089.6, ENSMUSG00000041620.8
OG0000244	Nana25241-RA, Nana25242-RA	ENSMUSG00000047562.3, ENSMUSG00000043613.8
OG0000245	Nana25599-RA, Nana24950-RA	ENSMUSG00000051885.6, ENSMUSG00000073922.2, ENSMUSG00000070421.4, ENSMUSG00000060759.4, ENSMUSG00000056782.5, ENSMUSG00000063582.2, ENSMUSG00000057770.5, ENSMUSG00000073917.2, ENSMUSG00000073916.3
OG0000248	Nana27998-RA, Nana27998-RC, Nana27998-RB	ENSMUSG00000000628.10
OG0000248	Nana19163-RA	ENSMUSG00000020080.8
OG0000248	Nana19165-RE, Nana19165-RG, Nana19165-RF	ENSMUSG00000037012.18
OG0000249	Nana30900-RA, Nana30900-RB	ENSMUSG00000030403.9
OG0000249	Nana05664-RA, Nana05665-RA	ENSMUSG00000021262.15
OG0000249	Nana01260-RA	ENSMUSG00000022995.16
OG0000250	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF	ENSMUSG00000014778.10
OG0000250	Nana22704-RA	ENSMUSG00000034295.10
OG0000251	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA	ENSMUSG00000047686.9
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSMUSG00000022092.11
OG0000253	Nana02349-RA	ENSMUSG00000033569.17
OG0000253	Nana29904-RA	ENSMUSG00000028782.14
OG0000254	Nana18269-RA	ENSMUSG00000038257.9
OG0000254	Nana32712-RA	ENSMUSG00000018595.6
OG0000255	Nana23756-RA, Nana38961-RA	ENSMUSG00000059343.4, ENSMUSG00000030695.16, ENSMUSG00000063129.1
OG0000255	Nana11387-RA, Nana11387-RB	ENSMUSG00000028307.9
OG0000256	Nana21478-RA	ENSMUSG00000049630.6
OG0000256	Nana09918-RA	ENSMUSG00000001076.7
OG0000256	Nana03711-RA	ENSMUSG00000036907.9
OG0000257	Nana25143-RA, Nana25143-RB	ENSMUSG00000035296.14
OG0000257	Nana08771-RA, Nana08770-RA	ENSMUSG00000020354.15
OG0000257	Nana18134-RA	ENSMUSG00000039539.13
OG0000258	Nana14360-RA	ENSMUSG00000033295.14
OG0000258	Nana14362-RA	ENSMUSG00000013236.17
OG0000258	Nana11548-RA, Nana11548-RB	ENSMUSG00000028399.18
OG0000259	Nana27545-RA	ENSMUSG00000052131.7, ENSMUSG00000061758.13, ENSMUSG00000029762.6
OG0000260	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSMUSG00000021000.17
OG0000262	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA	ENSMUSG00000011632.7
OG0000263	Nana00869-RA	ENSMUSG00000020315.18
OG0000263	Nana30949-RB, Nana30949-RA	ENSMUSG00000011751.16
OG0000263	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC	ENSMUSG00000067889.6
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSMUSG00000032174.5, ENSMUSG00000020712.11, ENSMUSG00000037405.8
OG0000265	Nana33278-RA	ENSMUSG00000038459.10
OG0000265	Nana11640-RA	ENSMUSG00000047368.4
OG0000265	Nana06155-RB	ENSMUSG00000003346.14
OG0000266	Nana22510-RA	ENSMUSG00000090486.2, ENSMUSG00000084897.1, ENSMUSG00000047977.3, ENSMUSG00000098773.1, ENSMUSG00000085957.4
OG0000267	Nana10107-RA	ENSMUSG00000023032.12
OG0000267	Nana22007-RB, Nana22007-RA	ENSMUSG00000021733.11
OG0000267	Nana03512-RA	ENSMUSG00000026904.17
OG0000269	Nana15310-RA	ENSMUSG00000015843.10
OG0000269	Nana39317-RA	ENSMUSG00000039656.17
OG0000269	Nana37082-RA	ENSMUSG00000015846.15
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSMUSG00000028107.14
OG0000270	Nana12457-RC, Nana12457-RB	ENSMUSG00000022241.6
OG0000271	Nana15162-RA	ENSMUSG00000004110.17
OG0000271	Nana36409-RA	ENSMUSG00000004113.18
OG0000271	Nana09261-RA	ENSMUSG00000034656.18
OG0000272	Nana23527-RA, Nana23525-RA	ENSMUSG00000023943.7
OG0000273	Nana00985-RA	ENSMUSG00000001175.15
OG0000273	Nana36009-RA	ENSMUSG00000063130.4
OG0000274	Nana34633-RA	ENSMUSG00000055609.8
OG0000274	Nana15793-RA	ENSMUSG00000020295.1, ENSMUSG00000073063.3, ENSMUSG00000069919.7, ENSMUSG00000069917.7
OG0000275	Nana13678-RA	ENSMUSG00000018326.9
OG0000275	Nana02542-RA	ENSMUSG00000076432.13
OG0000275	Nana16692-RB	ENSMUSG00000022285.17
OG0000276	Nana33742-RA	ENSMUSG00000078591.1
OG0000276	Nana33870-RA	ENSMUSG00000039628.9
OG0000276	Nana09391-RA	ENSMUSG00000047759.6, ENSMUSG00000070407.5
OG0000277	Nana26757-RA	ENSMUSG00000021936.14
OG0000277	Nana08864-RA, Nana08864-RB	ENSMUSG00000020366.18
OG0000278	Nana25910-RA	ENSMUSG00000049775.16
OG0000279	Nana11030-RA	ENSMUSG00000005054.7
OG0000280	Nana23628-RA	ENSMUSG00000064179.13
OG0000280	Nana13941-RA	ENSMUSG00000026414.13
OG0000280	Nana04357-RB, Nana04357-RA	ENSMUSG00000061723.18
OG0000281	Nana21935-RA	ENSMUSG00000017831.8
OG0000281	Nana23150-RA, Nana23150-RB	ENSMUSG00000019173.11
OG0000282	Nana23751-RA	ENSMUSG00000042675.15
OG0000282	Nana04079-RB, Nana04079-RC, Nana04079-RA	ENSMUSG00000034059.14
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSMUSG00000003992.15
OG0000283	Nana06082-RA	ENSMUSG00000070003.7
OG0000284	Nana12586-RA	ENSMUSG00000090451.1
OG0000285	Nana04258-RA	ENSMUSG00000025491.14, ENSMUSG00000065968.8, ENSMUSG00000060591.9, ENSMUSG00000025492.6, ENSMUSG00000059108.4
OG0000286	Nana09528-RA	ENSMUSG00000034566.10
OG0000292	Nana29552-RA	ENSMUSG00000022388.14
OG0000292	Nana07924-RA	ENSMUSG00000030276.19
OG0000293	Nana01719-RA	ENSMUSG00000052397.8
OG0000293	Nana25181-RB	ENSMUSG00000032050.18
OG0000294	Nana18732-RA	ENSMUSG00000003153.10
OG0000294	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA	ENSMUSG00000028645.11
OG0000294	Nana39222-RB	ENSMUSG00000018566.14
OG0000295	Nana01313-RA	ENSMUSG00000014956.15
OG0000295	Nana04030-RA	ENSMUSG00000096994.3, ENSMUSG00000040385.7
OG0000295	Nana34783-RB, Nana34783-RA	ENSMUSG00000004455.16
OG0000296	Nana36992-RA	ENSMUSG00000038718.15
OG0000296	Nana15316-RA	ENSMUSG00000052534.15
OG0000297	Nana14277-RA	ENSMUSG00000037446.14
OG0000297	Nana04470-RA	ENSMUSG00000031028.14
OG0000298	Nana30244-RA	ENSMUSG00000106964.5, ENSMUSG00000078532.9
OG0000299	Nana12513-RA	ENSMUSG00000045991.19
OG0000299	Nana32739-RA	ENSMUSG00000043013.10
OG0000299	Nana06165-RA	ENSMUSG00000045518.8
OG0000300	Nana35574-RA	ENSMUSG00000009093.7, ENSMUSG00000001665.11, ENSMUSG00000092360.1, ENSMUSG00000001663.10, ENSMUSG00000033318.7
OG0000301	Nana23545-RC	ENSMUSG00000030730.12
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSMUSG00000029467.15
OG0000302	Nana32411-RA	ENSMUSG00000039209.12, ENSMUSG00000079641.3
OG0000303	Nana09584-RA	ENSMUSG00000020857.11, ENSMUSG00000091228.1, ENSMUSG00000037601.11
OG0000303	Nana33998-RA	ENSMUSG00000024177.9
OG0000304	Nana27334-RA	ENSMUSG00000033576.12, ENSMUSG00000068252.6, ENSMUSG00000071716.5, ENSMUSG00000010601.14, ENSMUSG00000044309.8, ENSMUSG00000068246.6, ENSMUSG00000057346.12, ENSMUSG00000050982.13, ENSMUSG00000091694.9, ENSMUSG00000091650.2, ENSMUSG00000050014.8, ENSMUSG00000056656.6
OG0000305	Nana14316-RA	ENSMUSG00000004035.12, ENSMUSG00000058135.12, ENSMUSG00000004038.9, ENSMUSG00000068762.11, ENSMUSG00000040562.12, ENSMUSG00000027890.17
OG0000305	Nana14317-RA	ENSMUSG00000004032.10
OG0000306	Nana10545-RA	ENSMUSG00000000617.14
OG0000307	Nana29521-RA	ENSMUSG00000016028.10
OG0000307	Nana08341-RA	ENSMUSG00000023473.13, ENSMUSG00000107269.5
OG0000307	Nana14296-RA	ENSMUSG00000068740.13
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSMUSG00000024164.15
OG0000309	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD	ENSMUSG00000026835.15, ENSMUSG00000026938.10
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSMUSG00000023930.14, ENSMUSG00000025433.7, ENSMUSG00000025431.4
OG0000311	Nana37898-RA	ENSMUSG00000094413.5, ENSMUSG00000096653.4, ENSMUSG00000094016.2, ENSMUSG00000076848.3, ENSMUSG00000105953.1, ENSMUSG00000104915.1, ENSMUSG00000076855.5, ENSMUSG00000076822.2, ENSMUSG00000076796.1, ENSMUSG00000076865.6, ENSMUSG00000076866.3
OG0000318	Nana24333-RA	ENSMUSG00000018474.18
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSMUSG00000063870.12
OG0000319	Nana27917-RA, Nana27914-RA	ENSMUSG00000022622.5
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSMUSG00000022905.12
OG0000320	Nana29840-RA	ENSMUSG00000003731.13
OG0000321	Nana33059-RA	ENSMUSG00000033256.14
OG0000321	Nana06396-RA	ENSMUSG00000039154.8
OG0000322	Nana29546-RA	ENSMUSG00000035828.11
OG0000322	Nana14262-RA	ENSMUSG00000024014.8
OG0000322	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA	ENSMUSG00000031155.16
OG0000323	Nana30376-RA	ENSMUSG00000036570.14, ENSMUSG00000004988.9, ENSMUSG00000057092.12
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSMUSG00000031659.13
OG0000324	Nana15547-RA	ENSMUSG00000021536.7
OG0000324	Nana39126-RA	ENSMUSG00000022220.14
OG0000325	Nana36067-RA	ENSMUSG00000036781.13, ENSMUSG00000090733.6, ENSMUSG00000050621.7
OG0000326	Nana02914-RA	ENSMUSG00000039153.17
OG0000327	Nana08833-RA	ENSMUSG00000024619.8
OG0000327	Nana31958-RA, Nana31957-RA	ENSMUSG00000031326.2
OG0000327	Nana25080-RA	ENSMUSG00000029646.3
OG0000328	Nana30428-RA	ENSMUSG00000051314.11
OG0000328	Nana30432-RA, Nana30431-RA, Nana30427-RA	ENSMUSG00000019429.7
OG0000329	Nana37734-RA, Nana23771-RA	ENSMUSG00000059981.12
OG0000329	Nana00121-RA	ENSMUSG00000017291.13
OG0000329	Nana35005-RA, Nana35005-RB	ENSMUSG00000061288.13
OG0000331	Nana16409-RA	ENSMUSG00000027606.12
OG0000331	Nana13337-RA	ENSMUSG00000000826.16
OG0000331	Nana00675-RA	ENSMUSG00000053856.7
OG0000332	Nana28189-RA, Nana28187-RA	ENSMUSG00000031552.13, ENSMUSG00000031553.16, ENSMUSG00000031554.18, ENSMUSG00000037437.18, ENSMUSG00000022039.6
OG0000333	Nana23569-RA	ENSMUSG00000050708.16, ENSMUSG00000062382.9
OG0000334	Nana19999-RA	ENSMUSG00000024395.9
OG0000334	Nana26170-RC, Nana26170-RB, Nana26170-RA	ENSMUSG00000019920.18
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA	ENSMUSG00000020830.3
OG0000345	Nana24331-RA	ENSMUSG00000018470.8
OG0000346	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC	ENSMUSG00000060216.15
OG0000346	Nana32006-RA, Nana32006-RB	ENSMUSG00000060890.11
OG0000347	Nana36343-RA	ENSMUSG00000004897.16
OG0000347	Nana06408-RA	ENSMUSG00000002833.11
OG0000347	Nana33238-RA	ENSMUSG00000025104.13
OG0000348	Nana01275-RA	ENSMUSG00000038855.10
OG0000348	Nana30929-RA, Nana30929-RB	ENSMUSG00000003752.9
OG0000348	Nana05052-RA	ENSMUSG00000027296.7
OG0000349	Nana17991-RA, Nana17991-RB	ENSMUSG00000031681.16
OG0000349	Nana25001-RA	ENSMUSG00000027796.2
OG0000349	Nana08899-RA, Nana08899-RB	ENSMUSG00000021540.16
OG0000350	Nana21950-RA, Nana03330-RA	ENSMUSG00000021774.13
OG0000351	Nana37238-RA	ENSMUSG00000025328.9, ENSMUSG00000025330.6, ENSMUSG00000025329.3
OG0000351	Nana37242-RA	ENSMUSG00000028927.6
OG0000352	Nana09644-RA	ENSMUSG00000033987.16
OG0000352	Nana09328-RA, Nana21757-RA	ENSMUSG00000018581.15
OG0000353	Nana02273-RA	ENSMUSG00000030621.17
OG0000353	Nana12569-RA	ENSMUSG00000024556.4
OG0000354	Nana19605-RA	ENSMUSG00000003228.9
OG0000354	Nana08689-RA	ENSMUSG00000074886.11
OG0000355	Nana20723-RA	ENSMUSG00000005958.15
OG0000355	Nana20113-RA	ENSMUSG00000032537.15
OG0000356	Nana18750-RA	ENSMUSG00000033981.14
OG0000356	Nana32378-RA	ENSMUSG00000001986.16
OG0000356	Nana25229-RA	ENSMUSG00000025892.16
OG0000357	Nana24684-RA	ENSMUSG00000022935.16
OG0000357	Nana24683-RA, Nana02155-RA	ENSMUSG00000056073.16
OG0000358	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH	ENSMUSG00000008855.17
OG0000359	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA	ENSMUSG00000019326.14, ENSMUSG00000078651.8
OG0000360	Nana20071-RB, Nana20071-RA	ENSMUSG00000022858.16
OG0000360	Nana21777-RB, Nana21777-RC	ENSMUSG00000029817.11
OG0000362	Nana08859-RA	ENSMUSG00000036545.9
OG0000362	Nana17545-RA	ENSMUSG00000043635.12
OG0000362	Nana19211-RA	ENSMUSG00000059901.12
OG0000363	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA	ENSMUSG00000023987.14
OG0000364	Nana25849-RA	ENSMUSG00000072905.5, ENSMUSG00000079029.2, ENSMUSG00000093847.2, ENSMUSG00000096619.1, ENSMUSG00000113201.1, ENSMUSG00000113805.1, ENSMUSG00000095799.1, ENSMUSG00000079034.2, ENSMUSG00000095717.1, ENSMUSG00000113971.1, ENSMUSG00000092019.4, ENSMUSG00000079031.1, ENSMUSG00000096803.1, ENSMUSG00000096049.1, ENSMUSG00000114075.1, ENSMUSG00000095724.1, ENSMUSG00000057561.10
OG0000365	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA	ENSMUSG00000093789.3, ENSMUSG00000056487.8, ENSMUSG00000058057.5, ENSMUSG00000054619.7, ENSMUSG00000025347.4
OG0000366	Nana03020-RA	ENSMUSG00000089960.1, ENSMUSG00000090171.1, ENSMUSG00000089943.1, ENSMUSG00000090124.7, ENSMUSG00000089675.1, ENSMUSG00000090165.8, ENSMUSG00000090175.1, ENSMUSG00000090145.7, ENSMUSG00000054545.17
OG0000367	Nana07833-RB, Nana07833-RA	ENSMUSG00000000706.16, ENSMUSG00000020490.16, ENSMUSG00000053216.15
OG0000371	Nana32087-RA	ENSMUSG00000031284.16
OG0000371	Nana20127-RA	ENSMUSG00000022781.8
OG0000373	Nana36338-RA	ENSMUSG00000005640.11
OG0000373	Nana06045-RA	ENSMUSG00000005534.10
OG0000373	Nana33499-RA	ENSMUSG00000005533.10
OG0000374	Nana01995-RA, Nana39710-RA	ENSMUSG00000019880.10
OG0000374	Nana16757-RA	ENSMUSG00000028871.7, ENSMUSG00000051920.7
OG0000375	Nana27993-RC, Nana27993-RB	ENSMUSG00000068323.12
OG0000375	Nana15483-RA	ENSMUSG00000024485.16
OG0000376	Nana03174-RA	ENSMUSG00000041075.8
OG0000376	Nana21441-RA	ENSMUSG00000044674.6
OG0000376	Nana22930-RA	ENSMUSG00000050288.6
OG0000377	Nana06002-RA	ENSMUSG00000003037.16
OG0000377	Nana00711-RA	ENSMUSG00000020671.9
OG0000377	Nana32801-RA	ENSMUSG00000036943.9
OG0000378	Nana23839-RA	ENSMUSG00000030781.13
OG0000378	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD	ENSMUSG00000020229.4, ENSMUSG00000020226.9, ENSMUSG00000011034.6
OG0000379	Nana10577-RA	ENSMUSG00000009731.4
OG0000379	Nana14026-RA	ENSMUSG00000060882.5, ENSMUSG00000040896.16
OG0000380	Nana04566-RA	ENSMUSG00000055320.17
OG0000380	Nana14280-RA	ENSMUSG00000002249.21
OG0000380	Nana23577-RA	ENSMUSG00000030796.17
OG0000381	Nana37627-RA	ENSMUSG00000028751.13
OG0000381	Nana37625-RA	ENSMUSG00000041193.15
OG0000382	Nana00911-RA	ENSMUSG00000033059.7
OG0000382	Nana35852-RB, Nana35852-RA	ENSMUSG00000106877.3, ENSMUSG00000032648.14
OG0000382	Nana05932-RA	ENSMUSG00000021069.17
OG0000383	Nana28138-RA	ENSMUSG00000063672.7
OG0000383	Nana19432-RA	ENSMUSG00000041309.17
OG0000385	Nana11886-RA	ENSMUSG00000073563.3
OG0000385	Nana06186-RA	ENSMUSG00000032384.16, ENSMUSG00000003345.16
OG0000387	Nana08133-RA	ENSMUSG00000030075.10
OG0000387	Nana08155-RA, Nana08149-RA	ENSMUSG00000030092.14
OG0000388	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN	ENSMUSG00000045467.13
OG0000388	Nana23218-RA	ENSMUSG00000038756.13
OG0000389	Nana20980-RA	ENSMUSG00000022512.3
OG0000389	Nana39948-RB, Nana39948-RA	ENSMUSG00000018569.12
OG0000390	Nana16521-RA	ENSMUSG00000062515.3
OG0000390	Nana16520-RA	ENSMUSG00000052468.7
OG0000390	Nana16522-RA	ENSMUSG00000103124.1, ENSMUSG00000027528.12
OG0000391	Nana11680-RA	ENSMUSG00000024697.4
OG0000391	Nana06358-RA	ENSMUSG00000034781.5
OG0000392	Nana31341-RA	ENSMUSG00000031896.7
