Orthogroup	N_naja.pep	G_gallus.pep
OG0000250	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF	ENSGALG00000002198.7
OG0000250	Nana22704-RA	ENSGALG00000013124.6
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSGALG00000041413.2
OG0000253	Nana02349-RA	ENSGALG00000016176.6
OG0000253	Nana29904-RA	ENSGALG00000043209.2
OG0000253	Nana17092-RA	ENSGALG00000033960.3
OG0000254	Nana18269-RA	ENSGALG00000010781.6
OG0000254	Nana32712-RA	ENSGALG00000004936.6
OG0000255	Nana11387-RA, Nana11387-RB	ENSGALG00000015544.7
OG0000256	Nana21478-RA	ENSGALG00000032554.2
OG0000256	Nana03711-RA	ENSGALG00000040992.2
OG0000257	Nana25143-RA, Nana25143-RB	ENSGALG00000017122.7
OG0000257	Nana08771-RA, Nana08770-RA	ENSGALG00000003886.7
OG0000257	Nana18134-RA	ENSGALG00000013684.6
OG0000258	Nana14360-RA	ENSGALG00000010053.6
OG0000258	Nana14362-RA	ENSGALG00000004048.6
OG0000258	Nana11548-RA, Nana11548-RB	ENSGALG00000015058.5
OG0000259	Nana27545-RA	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7
OG0000260	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSGALG00000010189.6
OG0000262	Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA	ENSGALG00000026884.3
OG0000263	Nana00869-RA	ENSGALG00000029512.3
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSGALG00000054646.1
OG0000265	Nana33278-RA	ENSGALG00000006420.4
OG0000265	Nana06155-RB	ENSGALG00000041163.3
OG0000266	Nana22510-RA	ENSGALG00000051568.1
OG0000267	Nana10107-RA	ENSGALG00000031274.2
OG0000267	Nana22007-RB, Nana22007-RA	ENSGALG00000011405.6
OG0000267	Nana03512-RA	ENSGALG00000030032.2
OG0000269	Nana15310-RA	ENSGALG00000040730.2
OG0000269	Nana37082-RA	ENSGALG00000042055.2
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSGALG00000043416.2
OG0000270	Nana12457-RC, Nana12457-RB	ENSGALG00000003288.6
OG0000271	Nana15162-RA	ENSGALG00000003833.6
OG0000271	Nana36409-RA	ENSGALG00000008456.7
OG0000271	Nana09261-RA	ENSGALG00000054250.1
OG0000272	Nana23527-RA, Nana23525-RA	ENSGALG00000016805.6
OG0000273	Nana00985-RA	ENSGALG00000010023.7
OG0000273	Nana36009-RA	ENSGALG00000008424.6
OG0000274	Nana34633-RA	ENSGALG00000031597.3, ENSGALG00000023740.5
OG0000274	Nana15793-RA	ENSGALG00000043234.3
OG0000275	Nana13678-RA	ENSGALG00000004143.6
OG0000275	Nana02542-RA	ENSGALG00000016433.6
OG0000275	Nana16692-RB	ENSGALG00000031387.3
OG0000276	Nana33742-RA	ENSGALG00000006290.6
OG0000276	Nana33870-RA	ENSGALG00000050148.1
OG0000276	Nana09391-RA	ENSGALG00000001371.6
OG0000277	Nana26757-RA	ENSGALG00000006109.6
OG0000277	Nana08864-RA, Nana08864-RB	ENSGALG00000039099.2
OG0000278	Nana25910-RA	ENSGALG00000026383.3
OG0000279	Nana11030-RA	ENSGALG00000014410.5
OG0000280	Nana23628-RA	ENSGALG00000029203.3
OG0000280	Nana13941-RA	ENSGALG00000000302.7
OG0000280	Nana04357-RB, Nana04357-RA	ENSGALG00000006572.7
OG0000281	Nana21935-RA	ENSGALG00000011272.3
OG0000281	Nana23150-RA, Nana23150-RB	ENSGALG00000003359.5
OG0000282	Nana23751-RA, Nana04079-RB, Nana04079-RC, Nana04079-RA	ENSGALG00000007374.7
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSGALG00000023089.5
OG0000284	Nana12586-RA	ENSGALG00000041500.3, ENSGALG00000036774.3
OG0000285	Nana04258-RA	ENSGALG00000004243.5, ENSGALG00000026970.3
OG0000286	Nana09528-RA	ENSGALG00000007926.7
OG0000292	Nana29552-RA	ENSGALG00000032828.2
OG0000293	Nana01719-RA	ENSGALG00000013742.6
OG0000293	Nana25181-RB	ENSGALG00000017153.6
OG0000294	Nana18732-RA	ENSGALG00000014324.5
OG0000294	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA	ENSGALG00000004889.5
OG0000295	Nana01313-RA	ENSGALG00000010026.7
OG0000295	Nana04030-RA, Nana34783-RB, Nana34783-RA	ENSGALG00000004571.5
OG0000296	Nana36992-RA	ENSGALG00000000972.7
OG0000296	Nana15316-RA	ENSGALG00000003429.6
OG0000297	Nana14277-RA	ENSGALG00000031301.2
OG0000297	Nana04470-RA	ENSGALG00000005986.7
OG0000299	Nana12513-RA	ENSGALG00000035751.2
OG0000299	Nana32739-RA	ENSGALG00000038618.2
OG0000299	Nana06165-RA	ENSGALG00000028081.3
OG0000300	Nana35574-RA	ENSGALG00000006344.6
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSGALG00000032287.3
OG0000302	Nana32411-RA	ENSGALG00000008620.5
OG0000303	Nana09584-RA	ENSGALG00000002932.6
OG0000303	Nana33998-RA	ENSGALG00000002688.6
OG0000305	Nana14316-RA	ENSGALG00000032922.2
OG0000305	Nana14317-RA	ENSGALG00000042008.2
OG0000307	Nana14296-RA	ENSGALG00000032750.2
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSGALG00000030038.2
OG0000309	Nana36752-RA, Nana37048-RE	ENSGALG00000040771.2
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSGALG00000034474.2, ENSGALG00000053699.1
OG0000318	Nana24333-RA	ENSGALG00000052319.1
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSGALG00000013565.6
OG0000319	Nana27917-RA, Nana27914-RA	ENSGALG00000034366.2, ENSGALG00000047768.1
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSGALG00000014426.5
OG0000320	Nana29840-RA	ENSGALG00000003383.6
OG0000320	Nana02050-RA	ENSGALG00000014937.6
OG0000321	Nana33059-RA	ENSGALG00000038637.2
OG0000321	Nana11223-RA, Nana06397-RA, Nana06396-RA	ENSGALG00000026811.3
OG0000322	Nana29546-RA	ENSGALG00000023576.4
OG0000322	Nana14262-RA	ENSGALG00000038902.2
OG0000323	Nana30376-RA	ENSGALG00000054974.1
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSGALG00000003837.5
OG0000324	Nana15547-RA	ENSGALG00000013060.6
OG0000325	Nana36067-RA	ENSGALG00000052612.1, ENSGALG00000037441.2
OG0000326	Nana02914-RA	ENSGALG00000040276.2
OG0000327	Nana08833-RA	ENSGALG00000005679.5
OG0000327	Nana31957-RA	ENSGALG00000007657.4, ENSGALG00000007656.6
OG0000328	Nana30428-RA, Nana30432-RA, Nana30431-RA, Nana30427-RA	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1
OG0000329	Nana00121-RA	ENSGALG00000004082.6
OG0000329	Nana35005-RA, Nana35005-RB	ENSGALG00000007396.6
OG0000331	Nana16409-RA	ENSGALG00000030660.3
OG0000331	Nana13337-RA	ENSGALG00000035378.2
OG0000331	Nana00675-RA	ENSGALG00000034137.2
OG0000332	Nana28189-RA	ENSGALG00000044866.2
OG0000332	Nana28187-RA	ENSGALG00000047639.1
OG0000334	Nana19999-RA	ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA	ENSGALG00000017172.4
OG0000346	Nana32006-RA, Nana32006-RB	ENSGALG00000004251.6
OG0000347	Nana36343-RA	ENSGALG00000032847.2
OG0000347	Nana06408-RA	ENSGALG00000027068.3
OG0000347	Nana33238-RA	ENSGALG00000049798.1
OG0000348	Nana01275-RA	ENSGALG00000009068.7
OG0000348	Nana05052-RA	ENSGALG00000008603.5
OG0000349	Nana17991-RA, Nana17991-RB	ENSGALG00000009977.6
OG0000349	Nana25001-RA	ENSGALG00000017050.6
OG0000349	Nana08899-RA, Nana08899-RB	ENSGALG00000006309.6
OG0000350	Nana21950-RA, Nana03330-RA	ENSGALG00000011286.6
OG0000351	Nana37238-RA	ENSGALG00000039572.2
OG0000351	Nana37242-RA	ENSGALG00000029212.2
OG0000352	Nana09329-RA	ENSGALG00000001111.6
OG0000353	Nana02273-RA	ENSGALG00000017246.6
OG0000354	Nana19605-RA	ENSGALG00000009403.6
OG0000354	Nana08689-RA	ENSGALG00000014054.6
OG0000355	Nana20723-RA	ENSGALG00000008537.6
OG0000355	Nana20113-RA	ENSGALG00000006609.6
OG0000356	Nana18750-RA	ENSGALG00000009405.7
OG0000356	Nana32378-RA	ENSGALG00000034109.2
OG0000356	Nana25229-RA	ENSGALG00000038995.2
OG0000357	Nana24684-RA	ENSGALG00000015835.6
OG0000357	Nana24683-RA, Nana02155-RA	ENSGALG00000015434.6
OG0000359	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA	ENSGALG00000033522.3, ENSGALG00000046412.2
OG0000360	Nana20071-RB, Nana20071-RA	ENSGALG00000006531.6
OG0000360	Nana21777-RB, Nana21777-RC	ENSGALG00000010973.7
OG0000362	Nana08859-RA	ENSGALG00000032974.3
OG0000362	Nana17545-RA	ENSGALG00000011623.5
OG0000362	Nana19211-RA	ENSGALG00000039219.2
OG0000363	Nana14195-RA, Nana14197-RA, Nana14194-RA	ENSGALG00000003435.4
OG0000363	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA	ENSGALG00000028489.3
OG0000364	Nana25849-RA	ENSGALG00000016410.7
OG0000365	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA	ENSGALG00000030776.2
OG0000366	Nana03020-RA	ENSGALG00000004196.6
OG0000367	Nana07833-RB, Nana07833-RA	ENSGALG00000000589.5
OG0000371	Nana32087-RA	ENSGALG00000008058.6
OG0000371	Nana20127-RA	ENSGALG00000006426.6
OG0000373	Nana36338-RA	ENSGALG00000013253.6
OG0000373	Nana06045-RA	ENSGALG00000040758.2
OG0000373	Nana33499-RA	ENSGALG00000040651.2
OG0000374	Nana01995-RA, Nana39710-RA	ENSGALG00000042607.2
OG0000374	Nana16757-RA	ENSGALG00000001946.7, ENSGALG00000030030.3
OG0000375	Nana27993-RB	ENSGALG00000032146.2
OG0000375	Nana15483-RA	ENSGALG00000044387.2
OG0000376	Nana03174-RA	ENSGALG00000034973.2
OG0000376	Nana21441-RA	ENSGALG00000009064.6
OG0000376	Nana22930-RA	ENSGALG00000030847.3
OG0000377	Nana06002-RA	ENSGALG00000028851.4
OG0000377	Nana00711-RA	ENSGALG00000016535.6
OG0000377	Nana32801-RA	ENSGALG00000003487.5
OG0000378	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD	ENSGALG00000006728.7
OG0000379	Nana14026-RA	ENSGALG00000009066.6, ENSGALG00000001512.6
OG0000380	Nana04566-RA	ENSGALG00000005415.6
OG0000380	Nana14280-RA	ENSGALG00000043513.2
OG0000381	Nana37627-RA	ENSGALG00000014176.6
OG0000381	Nana37625-RA	ENSGALG00000018977.5
OG0000382	Nana00911-RA	ENSGALG00000008508.5
OG0000383	Nana28138-RA	ENSGALG00000018503.6
OG0000383	Nana19432-RA	ENSGALG00000010500.7
OG0000385	Nana06186-RA	ENSGALG00000030812.3
OG0000387	Nana08133-RA	ENSGALG00000007862.6
OG0000387	Nana08155-RA, Nana08149-RA	ENSGALG00000007927.6
OG0000388	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN	ENSGALG00000020921.5
OG0000389	Nana20980-RA	ENSGALG00000026862.4
OG0000390	Nana16521-RA	ENSGALG00000030025.2
OG0000390	Nana16520-RA	ENSGALG00000032453.2
OG0000391	Nana06358-RA	ENSGALG00000003238.6
OG0000392	Nana31341-RA	ENSGALG00000035368.2
OG0000392	Nana31099-RA, Nana31098-RA	ENSGALG00000000038.6, ENSGALG00000046107.2
OG0000393	Nana04107-RA, Nana04107-RF	ENSGALG00000034939.3
OG0000393	Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB	ENSGALG00000047125.1
OG0000393	Nana34852-RE, Nana34852-RF, Nana34852-RD	ENSGALG00000003645.7
OG0000394	Nana07200-RA	ENSGALG00000045788.2
OG0000395	Nana25103-RA	ENSGALG00000027035.4
OG0000396	Nana10310-RA	ENSGALG00000033404.2
OG0000396	Nana23075-RA	ENSGALG00000037935.3
OG0000397	Nana25526-RA, Nana25525-RA, Nana25524-RA	ENSGALG00000037467.2
OG0000397	Nana20138-RA	ENSGALG00000006361.7
OG0000398	Nana10942-RA	ENSGALG00000003164.6
OG0000399	Nana16314-RA	ENSGALG00000025941.3
OG0000400	Nana08621-RA	ENSGALG00000035645.3
OG0000400	Nana29255-RA	ENSGALG00000008382.6
OG0000401	Nana29388-RA	ENSGALG00000052262.1
OG0000401	Nana14333-RA	ENSGALG00000036942.2
OG0000402	Nana14184-RA, Nana14181-RA	ENSGALG00000031807.2, ENSGALG00000003519.4
OG0000405	Nana08853-RG, Nana08853-RE, Nana08853-RF, Nana08853-RH, Nana08853-RD, Nana08853-RB, Nana08853-RC, Nana08853-RA	ENSGALG00000031120.3
OG0000406	Nana07655-RA	ENSGALG00000047425.1
OG0000408	Nana36768-RA	ENSGALG00000003340.5
OG0000415	Nana12999-RA	ENSGALG00000025872.4, ENSGALG00000021232.4
OG0000415	Nana12986-RA	ENSGALG00000004804.6
OG0000416	Nana33184-RA	ENSGALG00000004960.6
OG0000416	Nana06534-RA	ENSGALG00000037625.3
OG0000416	Nana11858-RA	ENSGALG00000014686.6
OG0000417	Nana36144-RB, Nana36144-RA, Nana36144-RC, Nana36144-RE, Nana36144-RD	ENSGALG00000031002.2
OG0000417	Nana36148-RA	ENSGALG00000049491.1
OG0000418	Nana27192-RA	ENSGALG00000036238.2
OG0000418	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF	ENSGALG00000037983.2
OG0000419	Nana00100-RA, Nana16559-RA	ENSGALG00000003966.7
OG0000420	Nana33386-RA	ENSGALG00000014624.6
OG0000420	Nana06458-RA	ENSGALG00000043352.3
OG0000421	Nana18105-RA	ENSGALG00000011875.6
OG0000421	Nana25261-RA	ENSGALG00000029416.2
OG0000423	Nana19099-RA	ENSGALG00000005689.6
OG0000424	Nana00489-RA	ENSGALG00000001793.7
OG0000424	Nana34780-RA	ENSGALG00000004582.6
OG0000424	Nana23819-RA	ENSGALG00000048682.1
OG0000425	Nana13933-RA	ENSGALG00000026033.4
OG0000426	Nana05026-RA	ENSGALG00000008950.5
OG0000426	Nana21088-RA	ENSGALG00000009086.5
OG0000427	Nana13798-RA	ENSGALG00000002095.3
OG0000427	Nana16524-RA	ENSGALG00000043573.2
OG0000428	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA	ENSGALG00000023953.4, ENSGALG00000049402.1, ENSGALG00000001175.6, ENSGALG00000023950.4
OG0000429	Nana09841-RA	ENSGALG00000025950.3
OG0000430	Nana09599-RB	ENSGALG00000040606.3
OG0000430	Nana27315-RA	ENSGALG00000012456.5
OG0000431	Nana09647-RA	ENSGALG00000007093.7
OG0000433	Nana16362-RA, Nana09857-RA	ENSGALG00000003584.4
OG0000434	Nana37089-RF	ENSGALG00000002682.6
OG0000434	Nana06917-RB, Nana06917-RD, Nana06917-RC	ENSGALG00000000156.6
OG0000435	Nana13964-RA	ENSGALG00000001968.6
OG0000435	Nana27459-RA	ENSGALG00000012911.6
OG0000435	Nana04591-RA	ENSGALG00000005265.6
OG0000436	Nana37967-RB, Nana37967-RD, Nana37967-RA, Nana37967-RC, Nana07195-RB, Nana37973-RA, Nana07195-RC, Nana07195-RA	ENSGALG00000029381.2
OG0000437	Nana25606-RC, Nana25606-RA, Nana25606-RD	ENSGALG00000047152.1, ENSGALG00000028273.3, ENSGALG00000035309.3, ENSGALG00000017347.6
OG0000438	Nana23502-RC, Nana23502-RA, Nana23502-RD, Nana23502-RE, Nana23502-RF, Nana23502-RB	ENSGALG00000047953.1
OG0000438	Nana38019-RA	ENSGALG00000001932.6
OG0000439	Nana32640-RB, Nana32640-RC	ENSGALG00000005930.7
OG0000439	Nana20313-RA	ENSGALG00000002647.4
OG0000440	Nana15375-RA, Nana11260-RA	ENSGALG00000026471.3, ENSGALG00000002771.8
OG0000441	Nana08460-RA	ENSGALG00000004879.6
OG0000441	Nana27494-RA, Nana27494-RC, Nana27494-RB	ENSGALG00000019290.4
OG0000442	Nana32619-RA, Nana32619-RB	ENSGALG00000006061.7
OG0000442	Nana20411-RA	ENSGALG00000042553.2
OG0000443	Nana14455-RA	ENSGALG00000025946.4
OG0000443	Nana06191-RA	ENSGALG00000031729.2
OG0000443	Nana11443-RA	ENSGALG00000001856.7
OG0000444	Nana18336-RA	ENSGALG00000034621.2
OG0000444	Nana19904-RA, Nana15489-RA	ENSGALG00000046830.1
OG0000450	Nana00051-RA, Nana00051-RB, Nana00051-RE, Nana00051-RF, Nana00051-RG	ENSGALG00000023806.4
OG0000452	Nana26141-RA	ENSGALG00000033739.3
OG0000452	Nana02184-RA, Nana32191-RA, Nana32192-RA	ENSGALG00000029329.3
OG0000453	Nana11861-RA	ENSGALG00000014699.6
OG0000453	Nana36336-RA	ENSGALG00000028622.3
OG0000454	Nana13766-RA	ENSGALG00000000990.7
OG0000454	Nana04941-RA	ENSGALG00000033259.3
OG0000454	Nana30216-RC, Nana30216-RB, Nana30216-RD	ENSGALG00000050314.1
OG0000455	Nana30027-RB, Nana30027-RE, Nana30027-RF, Nana30027-RA, Nana30027-RD, Nana30027-RG	ENSGALG00000004133.6
OG0000456	Nana16010-RA	ENSGALG00000028682.3
OG0000456	Nana31497-RA	ENSGALG00000042664.3
OG0000457	Nana05750-RA	ENSGALG00000011620.5, ENSGALG00000034081.3
OG0000459	Nana18194-RA	ENSGALG00000010614.5
OG0000459	Nana26024-RA	ENSGALG00000016691.7
OG0000459	Nana32418-RA	ENSGALG00000008675.7
OG0000460	Nana03341-RB, Nana03341-RA, Nana03341-RC, Nana03341-RD, Nana03341-RE	ENSGALG00000050089.1, ENSGALG00000051229.1
OG0000461	Nana37720-RA	ENSGALG00000051049.1
OG0000461	Nana24080-RF, Nana24080-RD, Nana24080-RC, Nana37888-RA, Nana24080-RA, Nana24080-RE, Nana24080-RH, Nana24080-RG, Nana39214-RA, Nana24080-RB	ENSGALG00000054496.1
OG0000461	Nana37722-RA	ENSGALG00000036191.2
OG0000462	Nana32278-RA	ENSGALG00000004952.7
OG0000463	Nana37562-RF, Nana37562-RC, Nana37562-RB, Nana37562-RE, Nana37562-RA	ENSGALG00000003745.7
OG0000463	Nana18729-RA	ENSGALG00000037656.2
OG0000464	Nana31035-RC, Nana31035-RB, Nana31035-RD	ENSGALG00000031718.2
OG0000465	Nana33472-RA	ENSGALG00000007000.7
OG0000465	Nana12074-RA	ENSGALG00000027907.3
OG0000466	Nana36022-RA	ENSGALG00000030998.2
OG0000466	Nana01044-RA	ENSGALG00000009925.7
OG0000468	Nana37486-RA, Nana37486-RC, Nana37486-RB	ENSGALG00000002377.7
OG0000468	Nana11080-RA	ENSGALG00000014528.4
OG0000469	Nana09794-RB, Nana09794-RC, Nana09794-RD, Nana09802-RA, Nana09799-RA, Nana09798-RA, Nana09797-RA	ENSGALG00000021399.5, ENSGALG00000021395.5
OG0000470	Nana30300-RE, Nana30300-RD	ENSGALG00000000814.7
OG0000470	Nana02256-RA	ENSGALG00000015830.7
OG0000471	Nana13777-RA	ENSGALG00000028567.4
OG0000472	Nana29228-RC, Nana29228-RD, Nana29228-RA, Nana29228-RB	ENSGALG00000014122.7
OG0000473	Nana09438-RA	ENSGALG00000040244.2
OG0000473	Nana33948-RA	ENSGALG00000029027.3
OG0000474	Nana14328-RA	ENSGALG00000000437.4
OG0000474	Nana04162-RA, Nana38526-RA, Nana04159-RA, Nana04155-RA, Nana04158-RA, Nana04161-RA, Nana38524-RA	ENSGALG00000039242.2, ENSGALG00000053515.1
OG0000475	Nana09899-RA	ENSGALG00000031940.3
OG0000475	Nana03283-RA	ENSGALG00000036257.3
OG0000475	Nana23054-RA	ENSGALG00000029142.3
OG0000476	Nana14957-RB, Nana14957-RA	ENSGALG00000038740.3, ENSGALG00000005147.6
OG0000477	Nana25888-RA	ENSGALG00000016551.7
OG0000477	Nana20256-RA	ENSGALG00000005171.5
OG0000478	Nana32616-RA	ENSGALG00000025906.3
OG0000478	Nana19987-RA, Nana19991-RA	ENSGALG00000002155.6
OG0000479	Nana14314-RA	ENSGALG00000038084.2
OG0000479	Nana08622-RA, Nana29253-RA	ENSGALG00000008427.5
OG0000481	Nana02228-RA	ENSGALG00000015778.6
OG0000481	Nana02227-RB	ENSGALG00000015776.5
OG0000482	Nana05115-RA	ENSGALG00000009705.7
OG0000482	Nana01553-RA	ENSGALG00000010812.6
OG0000486	Nana31454-RA	ENSGALG00000006273.5, ENSGALG00000004334.6
OG0000486	Nana15743-RA	ENSGALG00000012845.6
OG0000487	Nana35292-RA	ENSGALG00000002242.6
OG0000487	Nana00409-RA	ENSGALG00000001130.6
OG0000488	Nana08362-RA	ENSGALG00000005601.6
OG0000488	Nana03231-RA	ENSGALG00000007841.7
OG0000489	Nana37400-RA	ENSGALG00000001600.6
OG0000489	Nana20807-RA	ENSGALG00000008414.6
OG0000491	Nana27891-RA	ENSGALG00000039682.2
OG0000491	Nana04764-RD, Nana04764-RC, Nana04764-RB, Nana04764-RA	ENSGALG00000007700.6
OG0000492	Nana30008-RA	ENSGALG00000003879.6
OG0000492	Nana02657-RB, Nana02657-RD, Nana02657-RE, Nana02657-RC, Nana02657-RA	ENSGALG00000016498.7
OG0000493	Nana09517-RA	ENSGALG00000008016.5
OG0000493	Nana34543-RB, Nana34543-RA	ENSGALG00000005094.6
OG0000495	Nana15758-RA	ENSGALG00000049372.1
OG0000495	Nana12960-RA	ENSGALG00000021017.5
OG0000496	Nana23369-RA, Nana23369-RC, Nana23369-RD, Nana23369-RB, Nana23371-RA	ENSGALG00000050921.1, ENSGALG00000034772.3, ENSGALG00000050737.1
OG0000498	Nana01575-RA	ENSGALG00000010986.6
OG0000499	Nana10149-RA	ENSGALG00000033609.3
OG0000499	Nana39944-RA, Nana38407-RA	ENSGALG00000050931.1
OG0000501	Nana07971-RA	ENSGALG00000006910.7
OG0000502	Nana11359-RA	ENSGALG00000026928.3
OG0000502	Nana14379-RA, Nana14379-RB	ENSGALG00000047208.1
OG0000502	Nana06006-RA	ENSGALG00000003939.6
OG0000503	Nana00311-RA	ENSGALG00000005439.6
OG0000504	Nana36919-RA	ENSGALG00000003197.7
OG0000505	Nana04660-RA	ENSGALG00000012170.7
OG0000506	Nana01143-RA, Nana05385-RA	ENSGALG00000041775.2
OG0000508	Nana03578-RA, Nana21497-RA	ENSGALG00000008557.7
OG0000509	Nana18875-RA, Nana17755-RA	ENSGALG00000010397.6
OG0000509	Nana18878-RA	ENSGALG00000037366.2
OG0000510	Nana04110-RA	ENSGALG00000037497.2
OG0000510	Nana35465-RA	ENSGALG00000007116.7
OG0000511	Nana15861-RA	ENSGALG00000012696.6
OG0000511	Nana31352-RA, Nana31352-RH, Nana31352-RF, Nana31352-RC, Nana31352-RG, Nana31352-RE	ENSGALG00000001439.6
OG0000512	Nana06641-RA	ENSGALG00000031411.2
OG0000513	Nana26041-RA	ENSGALG00000016736.6
OG0000513	Nana08764-RA	ENSGALG00000003818.5
OG0000514	Nana10015-RB	ENSGALG00000034965.2
OG0000515	Nana05689-RA	ENSGALG00000033212.3
OG0000515	Nana01378-RA	ENSGALG00000010175.6
OG0000516	Nana08445-RA	ENSGALG00000004955.6
OG0000517	Nana29515-RA, Nana29515-RB	ENSGALG00000007025.6
OG0000518	Nana14445-RA	ENSGALG00000010433.7
OG0000518	Nana14449-RB, Nana14449-RC	ENSGALG00000039159.2
OG0000518	Nana14448-RA, Nana14446-RB, Nana14446-RA	ENSGALG00000010417.7
OG0000519	Nana38774-RA	ENSGALG00000043576.2
OG0000519	Nana03007-RA, Nana34714-RB	ENSGALG00000004045.5
OG0000520	Nana08975-RA	ENSGALG00000043085.3
OG0000521	Nana08497-RA	ENSGALG00000054442.1
OG0000521	Nana08499-RA	ENSGALG00000001697.6
OG0000522	Nana07850-RA	ENSGALG00000000081.6
OG0000523	Nana26025-RB, Nana26025-RA	ENSGALG00000046156.2, ENSGALG00000016693.5, ENSGALG00000019147.5, ENSGALG00000052524.1, ENSGALG00000008267.7
OG0000528	Nana22813-RA	ENSGALG00000050528.1, ENSGALG00000047967.1, ENSGALG00000048382.1, ENSGALG00000048572.1, ENSGALG00000051050.1, ENSGALG00000044327.2, ENSGALG00000044218.2, ENSGALG00000044755.2, ENSGALG00000043996.2, ENSGALG00000052476.1, ENSGALG00000038559.3, ENSGALG00000015900.6, ENSGALG00000046567.2, ENSGALG00000053568.1, ENSGALG00000048858.1, ENSGALG00000043848.2, ENSGALG00000045876.2, ENSGALG00000048617.1, ENSGALG00000052285.1, ENSGALG00000047372.1, ENSGALG00000038918.2
OG0000533	Nana01251-RA	ENSGALG00000009308.6
OG0000535	Nana18954-RA, Nana18961-RA, Nana28420-RA, Nana18955-RA	ENSGALG00000004980.7
OG0000535	Nana28421-RA	ENSGALG00000045668.2
OG0000536	Nana04531-RA	ENSGALG00000005716.6
OG0000536	Nana27968-RC, Nana27968-RB, Nana27968-RD, Nana27968-RI, Nana27968-RH	ENSGALG00000043178.2
OG0000537	Nana32986-RG	ENSGALG00000001362.7
OG0000538	Nana38685-RA, Nana38686-RA, Nana38683-RA, Nana38681-RB, Nana38681-RA, Nana38680-RA, Nana38679-RA	ENSGALG00000027973.3, ENSGALG00000034150.2, ENSGALG00000019696.5
OG0000539	Nana21090-RA	ENSGALG00000030775.2
OG0000541	Nana33341-RA	ENSGALG00000040241.2
OG0000541	Nana11721-RA	ENSGALG00000012594.7
OG0000542	Nana06802-RA, Nana06798-RA, Nana06798-RB	ENSGALG00000037483.3
OG0000543	Nana20910-RA	ENSGALG00000020827.4, ENSGALG00000048968.1
OG0000544	Nana37252-RC, Nana37252-RA, Nana37252-RB	ENSGALG00000031343.2
OG0000545	Nana25341-RA	ENSGALG00000035461.2
OG0000546	Nana20191-RA	ENSGALG00000030350.2, ENSGALG00000049853.1
OG0000547	Nana23846-RA, Nana23846-RB	ENSGALG00000041298.2
OG0000548	Nana32577-RA	ENSGALG00000006457.5
