Orthogroup	N_naja.pep	P_troglodytes.pep
OG0000199	Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC	ENSPTRG00000001152.7
OG0000199	Nana30635-RA	ENSPTRG00000011041.5
OG0000199	Nana00152-RA	ENSPTRG00000001542.6
OG0000199	Nana36358-RA	ENSPTRG00000048477.1
OG0000200	Nana11623-RA	ENSPTRG00000021001.6
OG0000200	Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB	ENSPTRG00000044939.1, ENSPTRG00000046503.1, ENSPTRG00000046409.1, ENSPTRG00000001282.7
OG0000201	Nana14043-RA	ENSPTRG00000001935.5
OG0000201	Nana10669-RA	ENSPTRG00000047427.1, ENSPTRG00000022404.6
OG0000201	Nana07920-RC	ENSPTRG00000014594.4
OG0000202	Nana19472-RA	ENSPTRG00000039291.2
OG0000203	Nana12325-RA	ENSPTRG00000016900.6
OG0000203	Nana10784-RA	ENSPTRG00000010470.5
OG0000203	Nana14670-RA	ENSPTRG00000000831.6
OG0000203	Nana06067-RA	ENSPTRG00000010699.6
OG0000204	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM	ENSPTRG00000009183.3
OG0000205	Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA	ENSPTRG00000042784.1, ENSPTRG00000029833.4, ENSPTRG00000029834.4, ENSPTRG00000002733.4, ENSPTRG00000002736.6
OG0000207	Nana25610-RA, Nana25597-RA	ENSPTRG00000003233.2
OG0000212	Nana00145-RA	ENSPTRG00000024045.4
OG0000212	Nana00135-RA	ENSPTRG00000008812.5
OG0000212	Nana34717-RA	ENSPTRG00000005430.5
OG0000213	Nana26049-RA	ENSPTRG00000052476.1
OG0000213	Nana26050-RA, Nana09216-RA, Nana26052-RA	ENSPTRG00000042820.1, ENSPTRG00000022380.6
OG0000213	Nana09215-RA	ENSPTRG00000051998.1
OG0000214	Nana35941-RA, Nana35936-RA	ENSPTRG00000001525.2, ENSPTRG00000001527.7
OG0000216	Nana12893-RF, Nana12893-RE, Nana12893-RD	ENSPTRG00000045090.1, ENSPTRG00000048529.1
OG0000216	Nana06004-RA	ENSPTRG00000044197.1, ENSPTRG00000046887.1
OG0000217	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA	ENSPTRG00000016383.6, ENSPTRG00000017414.6
OG0000218	Nana19003-RA	ENSPTRG00000002669.6
OG0000218	Nana28474-RA	ENSPTRG00000044219.1, ENSPTRG00000030424.4, ENSPTRG00000045529.1, ENSPTRG00000045366.1, ENSPTRG00000049708.1, ENSPTRG00000049820.1, ENSPTRG00000046562.1, ENSPTRG00000039784.2
OG0000219	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA	ENSPTRG00000042894.1, ENSPTRG00000052507.1, ENSPTRG00000049060.1, ENSPTRG00000052287.1, ENSPTRG00000046356.1, ENSPTRG00000048493.1, ENSPTRG00000045873.1, ENSPTRG00000048116.1
OG0000220	Nana07784-RA	ENSPTRG00000034497.3
OG0000220	Nana07713-RA, Nana07713-RB	ENSPTRG00000017985.7
OG0000221	Nana02364-RA	ENSPTRG00000043932.1
OG0000221	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC	ENSPTRG00000020631.6
OG0000222	Nana11085-RA	ENSPTRG00000004592.6
OG0000222	Nana20656-RA	ENSPTRG00000015646.4
OG0000223	Nana20407-RB, Nana20407-RA	ENSPTRG00000015542.6
OG0000223	Nana26323-RA	ENSPTRG00000005982.6
OG0000223	Nana32618-RA, Nana32618-RB	ENSPTRG00000022280.6
OG0000224	Nana39224-RA	ENSPTRG00000051288.1, ENSPTRG00000008673.6
OG0000224	Nana37623-RA	ENSPTRG00000047244.1, ENSPTRG00000045241.1, ENSPTRG00000046217.1, ENSPTRG00000052534.1, ENSPTRG00000043477.1, ENSPTRG00000006456.7
OG0000225	Nana17811-RA	ENSPTRG00000041581.2
OG0000225	Nana19252-RA, Nana15500-RA	ENSPTRG00000043976.1
OG0000226	Nana18637-RA	ENSPTRG00000016389.4
OG0000226	Nana18820-RA	ENSPTRG00000002641.5
OG0000226	Nana08824-RA	ENSPTRG00000017419.7
OG0000227	Nana35841-RA, Nana35618-RA	ENSPTRG00000003908.4
OG0000227	Nana15538-RA	ENSPTRG00000048582.1, ENSPTRG00000013329.4, ENSPTRG00000046564.1
OG0000228	Nana07844-RA	ENSPTRG00000017649.4
OG0000229	Nana08354-RA, Nana08354-RB	ENSPTRG00000015054.6
OG0000229	Nana27867-RA, Nana27867-RB, Nana27867-RC	ENSPTRG00000019671.6
OG0000229	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD	ENSPTRG00000047682.1
OG0000230	Nana14830-RA	ENSPTRG00000051840.1, ENSPTRG00000044041.1, ENSPTRG00000000922.5, ENSPTRG00000000923.7
OG0000231	Nana22724-RA	ENSPTRG00000016107.5
OG0000232	Nana04336-RA	ENSPTRG00000044766.1
OG0000233	Nana22819-RA, Nana16302-RA	ENSPTRG00000006731.5
OG0000235	Nana18677-RA	ENSPTRG00000016030.4
OG0000235	Nana26056-RA, Nana09225-RA	ENSPTRG00000006831.6
OG0000236	Nana04020-RA, Nana04017-RA	ENSPTRG00000051435.1, ENSPTRG00000003974.5
OG0000236	Nana00165-RA	ENSPTRG00000008872.7
OG0000237	Nana00862-RB	ENSPTRG00000011926.7
OG0000237	Nana35961-RA	ENSPTRG00000041132.2, ENSPTRG00000003809.6
OG0000237	Nana30903-RC	ENSPTRG00000047264.1
OG0000238	Nana09145-RA	ENSPTRG00000017513.6
OG0000238	Nana28341-RB, Nana28341-RA	ENSPTRG00000020090.6
OG0000238	Nana19499-RA	ENSPTRG00000003048.6
OG0000239	Nana35381-RA	ENSPTRG00000005625.4
OG0000239	Nana35349-RA	ENSPTRG00000005631.6
OG0000240	Nana22799-RA	ENSPTRG00000016154.4
OG0000241	Nana11741-RA, Nana06412-RA, Nana06410-RA	ENSPTRG00000052785.1, ENSPTRG00000002675.5, ENSPTRG00000021080.6, ENSPTRG00000046269.1
OG0000242	Nana03921-RA, Nana03921-RB	ENSPTRG00000012929.4
OG0000242	Nana21215-RB, Nana21215-RA	ENSPTRG00000019889.5
OG0000242	Nana10104-RA	ENSPTRG00000004895.5
OG0000243	Nana06066-RA	ENSPTRG00000010697.4
OG0000243	Nana10898-RA	ENSPTRG00000010497.4
OG0000244	Nana25243-RA	ENSPTRG00000004218.5, ENSPTRG00000023318.5
OG0000244	Nana25241-RA, Nana25242-RA	ENSPTRG00000004219.5, ENSPTRG00000004220.4
OG0000245	Nana25599-RA, Nana24950-RA	ENSPTRG00000003264.3, ENSPTRG00000003261.3, ENSPTRG00000003265.3, ENSPTRG00000003263.5
OG0000248	Nana27998-RA, Nana27998-RC, Nana27998-RB	ENSPTRG00000045129.1, ENSPTRG00000012104.3
OG0000248	Nana19163-RA	ENSPTRG00000002570.6
OG0000248	Nana19165-RE, Nana19165-RG, Nana19165-RF	ENSPTRG00000002572.6
OG0000249	Nana30900-RA, Nana30900-RB	ENSPTRG00000046601.1
OG0000249	Nana05664-RA, Nana05665-RA	ENSPTRG00000006715.6
OG0000249	Nana01260-RA	ENSPTRG00000002037.6
OG0000250	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF	ENSPTRG00000008223.6
OG0000250	Nana22704-RA	ENSPTRG00000009979.6
OG0000251	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA	ENSPTRG00000023648.4
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSPTRG00000020059.6
OG0000253	Nana02349-RA	ENSPTRG00000018325.4
OG0000253	Nana29904-RA	ENSPTRG00000000465.7
OG0000254	Nana18269-RA	ENSPTRG00000016607.5
OG0000254	Nana32712-RA	ENSPTRG00000022132.4
OG0000255	Nana11387-RA, Nana11387-RB	ENSPTRG00000021201.6
OG0000256	Nana21478-RA	ENSPTRG00000002324.6
OG0000256	Nana09918-RA	ENSPTRG00000004905.3
OG0000256	Nana03711-RA	ENSPTRG00000012398.3
OG0000257	Nana25143-RA, Nana25143-RB	ENSPTRG00000005701.4
OG0000257	Nana08771-RA, Nana08770-RA	ENSPTRG00000042231.2
OG0000257	Nana18134-RA	ENSPTRG00000020011.4
OG0000258	Nana14360-RA	ENSPTRG00000000641.6
OG0000258	Nana14362-RA	ENSPTRG00000049728.1, ENSPTRG00000010328.6
OG0000258	Nana11548-RA, Nana11548-RB	ENSPTRG00000020773.7
OG0000259	Nana27545-RA	ENSPTRG00000046759.1, ENSPTRG00000019718.5
OG0000260	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSPTRG00000043703.1, ENSPTRG00000043260.1, ENSPTRG00000003059.7, ENSPTRG00000051088.1, ENSPTRG00000045272.1, ENSPTRG00000051804.1, ENSPTRG00000052844.1, ENSPTRG00000040575.2, ENSPTRG00000006297.5
OG0000262	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA	ENSPTRG00000052742.1
OG0000263	Nana00869-RA	ENSPTRG00000011924.7
OG0000263	Nana30949-RB, Nana30949-RA	ENSPTRG00000011000.6
OG0000263	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC	ENSPTRG00000003936.5
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSPTRG00000010464.5, ENSPTRG00000010467.4, ENSPTRG00000010463.5
OG0000265	Nana33278-RA	ENSPTRG00000007364.6
OG0000265	Nana11640-RA	ENSPTRG00000021017.6
OG0000265	Nana06155-RB	ENSPTRG00000048954.1, ENSPTRG00000045999.1, ENSPTRG00000044177.1, ENSPTRG00000045783.1, ENSPTRG00000043590.1, ENSPTRG00000042737.1, ENSPTRG00000010215.6
OG0000266	Nana22510-RA	ENSPTRG00000034194.2
OG0000267	Nana10107-RA	ENSPTRG00000004957.6
OG0000267	Nana22007-RB, Nana22007-RA	ENSPTRG00000014704.6
OG0000267	Nana03512-RA	ENSPTRG00000012579.6
OG0000269	Nana15310-RA	ENSPTRG00000023788.4
OG0000269	Nana39317-RA	ENSPTRG00000018034.6
OG0000269	Nana37082-RA	ENSPTRG00000021527.5
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSPTRG00000001256.6
OG0000270	Nana12457-RC, Nana12457-RB	ENSPTRG00000016775.3
OG0000271	Nana15162-RA	ENSPTRG00000001749.6
OG0000271	Nana36409-RA	ENSPTRG00000021608.6
OG0000271	Nana09261-RA	ENSPTRG00000010561.7
OG0000272	Nana23527-RA, Nana23525-RA	ENSPTRG00000044403.1, ENSPTRG00000023956.4
OG0000273	Nana00985-RA	ENSPTRG00000006626.7
OG0000273	Nana36009-RA	ENSPTRG00000043067.1
OG0000274	Nana34633-RA	ENSPTRG00000007530.6, ENSPTRG00000031328.5
OG0000274	Nana15793-RA	ENSPTRG00000042679.1, ENSPTRG00000049822.1, ENSPTRG00000047721.1, ENSPTRG00000043560.1
OG0000275	Nana13678-RA	ENSPTRG00000013529.6
OG0000275	Nana02542-RA	ENSPTRG00000011641.6
OG0000275	Nana16692-RB	ENSPTRG00000048725.1, ENSPTRG00000044170.1
OG0000276	Nana33742-RA	ENSPTRG00000045995.1
OG0000276	Nana33870-RA	ENSPTRG00000049595.1
OG0000276	Nana09391-RA	ENSPTRG00000008792.4
OG0000277	Nana26757-RA	ENSPTRG00000002478.7
OG0000277	Nana08864-RA, Nana08864-RB	ENSPTRG00000017633.6
OG0000278	Nana25910-RA	ENSPTRG00000052699.1
OG0000279	Nana11030-RA	ENSPTRG00000048077.1
OG0000280	Nana23628-RA	ENSPTRG00000011488.4
OG0000280	Nana13941-RA	ENSPTRG00000001832.7
OG0000280	Nana04357-RB, Nana04357-RA	ENSPTRG00000003166.7
OG0000281	Nana21935-RA	ENSPTRG00000014682.5
OG0000281	Nana23150-RA, Nana23150-RB	ENSPTRG00000009194.4
OG0000282	Nana23751-RA	ENSPTRG00000007986.6
OG0000282	Nana04079-RB, Nana04079-RC, Nana04079-RA	ENSPTRG00000003664.4
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSPTRG00000017049.5
OG0000283	Nana14544-RA	ENSPTRG00000034205.3, ENSPTRG00000043218.1
OG0000283	Nana06082-RA	ENSPTRG00000045510.1
OG0000285	Nana04258-RA	ENSPTRG00000052517.1, ENSPTRG00000051239.1, ENSPTRG00000048122.1, ENSPTRG00000003110.6, ENSPTRG00000044016.1, ENSPTRG00000003112.5, ENSPTRG00000003111.7
OG0000286	Nana09528-RA	ENSPTRG00000052524.1, ENSPTRG00000039179.2, ENSPTRG00000044556.1, ENSPTRG00000009628.5
OG0000292	Nana29552-RA	ENSPTRG00000051788.1
OG0000292	Nana07924-RA	ENSPTRG00000034246.3
OG0000293	Nana01719-RA	ENSPTRG00000018748.6
OG0000293	Nana25181-RA	ENSPTRG00000050370.1
OG0000293	Nana25181-RB	ENSPTRG00000004259.5
OG0000294	Nana18732-RA	ENSPTRG00000048144.1, ENSPTRG00000004626.6, ENSPTRG00000004624.5
OG0000294	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA	ENSPTRG00000000623.6
OG0000294	Nana39222-RB	ENSPTRG00000008672.6
OG0000295	Nana01313-RA	ENSPTRG00000011788.6
OG0000295	Nana34783-RB, Nana34783-RA	ENSPTRG00000038645.2, ENSPTRG00000049414.1, ENSPTRG00000005448.5
OG0000296	Nana36992-RA	ENSPTRG00000021374.7
OG0000296	Nana15316-RA	ENSPTRG00000001611.5
OG0000297	Nana14277-RA	ENSPTRG00000018087.7
OG0000297	Nana04470-RA	ENSPTRG00000003327.6
OG0000298	Nana30244-RA	ENSPTRG00000000454.4
OG0000299	Nana12513-RA	ENSPTRG00000010044.7
OG0000299	Nana32739-RA	ENSPTRG00000007090.5
OG0000299	Nana06165-RA	ENSPTRG00000045423.1
OG0000300	Nana35574-RA	ENSPTRG00000044502.1, ENSPTRG00000014166.5, ENSPTRG00000014160.6, ENSPTRG00000045736.1
OG0000301	Nana23545-RC	ENSPTRG00000007941.6
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSPTRG00000005437.6
OG0000302	Nana32411-RA	ENSPTRG00000052452.1, ENSPTRG00000046540.1, ENSPTRG00000050928.1, ENSPTRG00000047310.1, ENSPTRG00000048694.1
OG0000303	Nana09584-RA	ENSPTRG00000039502.2
OG0000304	Nana27334-RA	ENSPTRG00000050403.1, ENSPTRG00000014306.6, ENSPTRG00000014308.5
OG0000305	Nana14316-RA	ENSPTRG00000044359.1, ENSPTRG00000048423.1, ENSPTRG00000001062.5, ENSPTRG00000001061.6, ENSPTRG00000001060.5
OG0000305	Nana14317-RA	ENSPTRG00000043733.1, ENSPTRG00000042967.1
OG0000306	Nana10545-RA	ENSPTRG00000017612.6
OG0000307	Nana29521-RA	ENSPTRG00000046340.1, ENSPTRG00000014511.6
OG0000307	Nana08341-RA	ENSPTRG00000014895.7
OG0000307	Nana14296-RA	ENSPTRG00000001044.3
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSPTRG00000010373.6
OG0000309	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD	ENSPTRG00000043184.1, ENSPTRG00000000405.4
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSPTRG00000018262.6
OG0000311	Nana37898-RA	ENSPTRG00000048851.1, ENSPTRG00000050306.1, ENSPTRG00000042891.1, ENSPTRG00000046310.1
OG0000318	Nana24333-RA	ENSPTRG00000008714.5
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSPTRG00000004580.5
OG0000319	Nana27917-RA, Nana27914-RA	ENSPTRG00000014554.4, ENSPTRG00000045184.1
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSPTRG00000015293.5
OG0000320	Nana29840-RA	ENSPTRG00000000471.7
OG0000320	Nana02050-RA	ENSPTRG00000018537.6
OG0000321	Nana33059-RA	ENSPTRG00000007030.7
OG0000321	Nana06396-RA	ENSPTRG00000010300.3
OG0000322	Nana29546-RA	ENSPTRG00000049333.1
OG0000322	Nana14262-RA	ENSPTRG00000018118.4
OG0000322	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA	ENSPTRG00000021875.6
OG0000323	Nana30376-RA	ENSPTRG00000010832.5, ENSPTRG00000002445.5, ENSPTRG00000010829.6
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSPTRG00000008102.5
OG0000324	Nana15547-RA	ENSPTRG00000049665.1
OG0000324	Nana39126-RA	ENSPTRG00000006216.6
OG0000325	Nana36067-RA	ENSPTRG00000007144.5, ENSPTRG00000042867.1, ENSPTRG00000048149.1, ENSPTRG00000045895.1, ENSPTRG00000001371.5, ENSPTRG00000048204.1, ENSPTRG00000045860.1, ENSPTRG00000043809.1, ENSPTRG00000040120.2, ENSPTRG00000046188.1
OG0000326	Nana02914-RA	ENSPTRG00000018228.6
OG0000327	Nana08833-RA	ENSPTRG00000017411.7
OG0000327	Nana31958-RA, Nana31957-RA	ENSPTRG00000022032.5
OG0000327	Nana25080-RA	ENSPTRG00000043330.1
OG0000328	Nana30428-RA	ENSPTRG00000010844.3
OG0000328	Nana30432-RA, Nana30431-RA, Nana30427-RA	ENSPTRG00000010842.4, ENSPTRG00000029043.4
OG0000329	Nana37734-RA, Nana23771-RA	ENSPTRG00000007977.6
OG0000329	Nana00121-RA	ENSPTRG00000008948.5
OG0000329	Nana35005-RA, Nana35005-RB	ENSPTRG00000005513.5
OG0000331	Nana16409-RA	ENSPTRG00000020301.4
OG0000331	Nana13337-RA	ENSPTRG00000044788.1, ENSPTRG00000043106.1
OG0000331	Nana00675-RA	ENSPTRG00000011758.6
OG0000332	Nana28189-RA, Nana28187-RA	ENSPTRG00000020183.6, ENSPTRG00000031006.4, ENSPTRG00000020185.6
OG0000333	Nana23569-RA	ENSPTRG00000041932.2, ENSPTRG00000044085.1, ENSPTRG00000050017.1, ENSPTRG00000011268.6
OG0000334	Nana19999-RA	ENSPTRG00000012432.6
OG0000334	Nana26170-RC, Nana26170-RB, Nana26170-RA	ENSPTRG00000012342.6, ENSPTRG00000012329.6
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA	ENSPTRG00000008607.5
OG0000345	Nana24331-RA	ENSPTRG00000008716.4
OG0000346	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC	ENSPTRG00000008601.6
OG0000346	Nana32006-RA, Nana32006-RB	ENSPTRG00000021993.6
OG0000347	Nana36343-RA	ENSPTRG00000001474.6
OG0000347	Nana06408-RA	ENSPTRG00000010311.6
OG0000347	Nana33238-RA	ENSPTRG00000007391.4
OG0000348	Nana01275-RA	ENSPTRG00000002051.6
OG0000348	Nana30929-RA, Nana30929-RB	ENSPTRG00000011005.3
OG0000348	Nana05052-RA	ENSPTRG00000006947.5
OG0000349	Nana17991-RA, Nana17991-RB	ENSPTRG00000016485.7
OG0000349	Nana25001-RA	ENSPTRG00000005788.6
OG0000349	Nana08899-RA, Nana08899-RB	ENSPTRG00000050059.1
OG0000350	Nana21950-RA, Nana03330-RA	ENSPTRG00000014693.4
OG0000351	Nana37238-RA	ENSPTRG00000000245.4, ENSPTRG00000000246.5, ENSPTRG00000000244.6
OG0000351	Nana37242-RA	ENSPTRG00000000243.5
OG0000352	Nana09644-RA	ENSPTRG00000044438.1
OG0000352	Nana09328-RA, Nana21757-RA	ENSPTRG00000049017.1
OG0000353	Nana02273-RA	ENSPTRG00000004146.6
OG0000353	Nana12569-RA	ENSPTRG00000010026.6
OG0000354	Nana19605-RA	ENSPTRG00000002993.6
OG0000354	Nana08689-RA	ENSPTRG00000045987.1
OG0000355	Nana20723-RA	ENSPTRG00000015696.5
OG0000355	Nana20113-RA	ENSPTRG00000015427.6
OG0000356	Nana18750-RA	ENSPTRG00000016548.6
OG0000356	Nana32378-RA	ENSPTRG00000022245.7
OG0000356	Nana25229-RA	ENSPTRG00000004233.6
OG0000357	Nana24684-RA	ENSPTRG00000013825.6
OG0000357	Nana24683-RA, Nana02155-RA	ENSPTRG00000018449.6
OG0000358	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH	ENSPTRG00000009263.6
OG0000359	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA	ENSPTRG00000040407.2, ENSPTRG00000050589.1, ENSPTRG00000043546.1, ENSPTRG00000030952.3, ENSPTRG00000050582.1, ENSPTRG00000009226.4
OG0000360	Nana20071-RB, Nana20071-RA	ENSPTRG00000015707.7
OG0000360	Nana21777-RB, Nana21777-RC	ENSPTRG00000046098.1, ENSPTRG00000018988.3
OG0000362	Nana08859-RA	ENSPTRG00000017614.5
OG0000362	Nana17545-RA	ENSPTRG00000016146.3
OG0000362	Nana19211-RA	ENSPTRG00000002596.5
OG0000363	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA	ENSPTRG00000018158.6, ENSPTRG00000046033.1
OG0000364	Nana25849-RA	ENSPTRG00000022504.7
OG0000365	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA	ENSPTRG00000004944.5, ENSPTRG00000005058.4
OG0000366	Nana03020-RA	ENSPTRG00000013058.6, ENSPTRG00000045056.1
OG0000367	Nana07833-RB, Nana07833-RA	ENSPTRG00000017830.7, ENSPTRG00000051304.1, ENSPTRG00000051765.1, ENSPTRG00000017834.7, ENSPTRG00000017829.6, ENSPTRG00000046965.1, ENSPTRG00000043913.1
OG0000371	Nana32087-RA	ENSPTRG00000022187.7
OG0000371	Nana20127-RA	ENSPTRG00000015787.7
OG0000373	Nana36338-RA	ENSPTRG00000001477.5
OG0000373	Nana06045-RA	ENSPTRG00000010386.6
OG0000373	Nana33499-RA	ENSPTRG00000007489.6
OG0000374	Nana01995-RA, Nana39710-RA	ENSPTRG00000018578.7
OG0000374	Nana16757-RA	ENSPTRG00000000550.7, ENSPTRG00000020504.6
OG0000375	Nana27993-RC, Nana27993-RB	ENSPTRG00000012082.7
OG0000375	Nana15483-RA	ENSPTRG00000017312.5
OG0000376	Nana03174-RA	ENSPTRG00000049803.1
OG0000376	Nana21441-RA	ENSPTRG00000043808.1, ENSPTRG00000045634.1
OG0000376	Nana22930-RA	ENSPTRG00000009279.5
OG0000377	Nana06002-RA	ENSPTRG00000010639.4
OG0000377	Nana00711-RA	ENSPTRG00000050373.1
OG0000377	Nana32801-RA	ENSPTRG00000043064.1
OG0000378	Nana23839-RA	ENSPTRG00000008049.5
OG0000378	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD	ENSPTRG00000014284.5, ENSPTRG00000014282.4
OG0000379	Nana10577-RA	ENSPTRG00000021877.5
OG0000379	Nana14026-RA	ENSPTRG00000047469.1, ENSPTRG00000001106.5
OG0000380	Nana04566-RA	ENSPTRG00000039896.2
OG0000380	Nana14280-RA	ENSPTRG00000018086.6
OG0000380	Nana23577-RA	ENSPTRG00000011290.6, ENSPTRG00000044957.1
OG0000381	Nana37627-RA	ENSPTRG00000000276.2
OG0000381	Nana37625-RA	ENSPTRG00000000278.5
OG0000382	Nana00911-RA	ENSPTRG00000049662.1
OG0000382	Nana35852-RB, Nana35852-RA	ENSPTRG00000003845.6
OG0000382	Nana05932-RA	ENSPTRG00000006337.6
OG0000383	Nana28138-RA	ENSPTRG00000020197.6
OG0000383	Nana19432-RA	ENSPTRG00000003080.4
OG0000385	Nana11886-RA	ENSPTRG00000017182.7
OG0000385	Nana06186-RA	ENSPTRG00000007157.6, ENSPTRG00000010218.6
OG0000387	Nana08133-RA	ENSPTRG00000015111.4
OG0000387	Nana08155-RA, Nana08149-RA	ENSPTRG00000014560.5
OG0000388	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN	ENSPTRG00000007451.7
OG0000388	Nana23218-RA	ENSPTRG00000009361.7
OG0000389	Nana20980-RA	ENSPTRG00000015738.5
OG0000389	Nana39948-RB, Nana39948-RA	ENSPTRG00000008671.6
OG0000390	Nana16521-RA	ENSPTRG00000020375.4
OG0000390	Nana16520-RA	ENSPTRG00000049849.1
OG0000390	Nana16522-RA	ENSPTRG00000030980.2
OG0000391	Nana11680-RA	ENSPTRG00000021042.4
OG0000391	Nana06358-RA	ENSPTRG00000019250.3, ENSPTRG00000010254.3
OG0000392	Nana31341-RA	ENSPTRG00000008253.6
OG0000392	Nana31098-RA	ENSPTRG00000008355.6, ENSPTRG00000042741.1
OG0000393	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB	ENSPTRG00000003965.5
OG0000393	Nana34852-RE, Nana34852-RF, Nana34852-RD	ENSPTRG00000005592.5
OG0000394	Nana07199-RA	ENSPTRG00000018024.6
OG0000394	Nana07200-RA	ENSPTRG00000008609.2
OG0000395	Nana25103-RA	ENSPTRG00000046250.1
OG0000396	Nana10310-RA	ENSPTRG00000005007.7
OG0000397	Nana25526-RA, Nana25525-RA, Nana25524-RA	ENSPTRG00000013049.3, ENSPTRG00000043132.1
OG0000397	Nana20138-RA	ENSPTRG00000052792.1
OG0000399	Nana16314-RA	ENSPTRG00000020250.6
OG0000399	Nana13358-RA	ENSPTRG00000043827.1
OG0000400	Nana08621-RA	ENSPTRG00000014951.6
OG0000400	Nana29255-RA	ENSPTRG00000019343.6
OG0000401	Nana29388-RA	ENSPTRG00000004563.3
OG0000401	Nana29384-RA	ENSPTRG00000004561.6
OG0000401	Nana14333-RA	ENSPTRG00000001084.5
OG0000402	Nana14181-RA	ENSPTRG00000001870.7
OG0000403	Nana07167-RA, Nana07162-RA, Nana07162-RB	ENSPTRG00000004650.6, ENSPTRG00000004652.6
OG0000404	Nana09286-RA	ENSPTRG00000010590.6, ENSPTRG00000042673.1
OG0000406	Nana07655-RA	ENSPTRG00000017974.7
OG0000408	Nana36768-RA	ENSPTRG00000021510.7, ENSPTRG00000049018.1
OG0000415	Nana12999-RA	ENSPTRG00000013175.4
