Orthogroup	N_naja.pep	P_Mucros.pep
OG0000164	"Nana02891-RB, Nana02893-RA"	"XP_015676194.1, XP_015676193.1"
OG0000164	"Nana02894-RB, Nana02894-RA"	"XP_029140819.1, XP_015676188.1"
OG0000164	Nana02901-RA	XP_015676191.2
OG0000164	"Nana02890-RD, Nana02890-RC, Nana02890-RB"	XP_015669245.1
OG0000169	"Nana16688-RB, Nana16688-RC, Nana16688-RA"	"XP_015668859.1, XP_015668849.1"
OG0000169	Nana29768-RA	XP_015667139.1
OG0000169	Nana13679-RA	XP_015671850.1
OG0000171	Nana17788-RA	XP_015672895.1
OG0000171	Nana17787-RA	"XP_015672892.1, XP_015672893.1"
OG0000171	Nana17789-RA	XP_015672894.1
OG0000172	"Nana08296-RA, Nana14058-RA"	XP_029140806.1
OG0000172	Nana27786-RA	XP_015684318.1
OG0000172	Nana10639-RA	XP_015670606.2
OG0000174	"Nana10607-RC, Nana10607-RA"	XP_015670431.1
OG0000174	"Nana10607-RB, Nana10607-RD"	"XP_015670430.1, XP_015670428.1"
OG0000174	Nana27734-RA	XP_015683273.2
OG0000174	"Nana08485-RD, Nana08485-RC, Nana08485-RB"	XP_015677824.1
OG0000179	Nana19279-RA	XP_029141413.1
OG0000179	Nana19294-RA	XP_015687365.1
OG0000179	"Nana19310-RA, Nana19307-RF, Nana19307-RC, Nana19307-RB, Nana19307-RD, Nana19307-RE, Nana19306-RA, Nana19309-RA"	XP_015678517.1
OG0000181	Nana37655-RB	XP_029140763.1
OG0000181	Nana14994-RA	XP_015671583.1
OG0000183	Nana14703-RA	XP_029141374.1
OG0000183	Nana28668-RA	XP_015676390.1
OG0000183	Nana28665-RA	XP_029140862.1
OG0000184	Nana12380-RA	XP_015675393.1
OG0000184	Nana33040-RA	XP_029141385.1
OG0000184	Nana36072-RA	XP_015681863.1
OG0000184	Nana06340-RA	XP_015680940.1
OG0000185	Nana21120-RA	XP_015683210.1
OG0000185	Nana10173-RA	XP_015683450.1
OG0000186	Nana18448-RA	XP_015684024.2
OG0000186	Nana19444-RA	XP_015667869.1
OG0000186	Nana09006-RA	"XP_015679777.1, XP_015686410.1"
OG0000187	Nana02631-RA	"XP_015679486.1, XP_015679485.1"
OG0000187	Nana14009-RA	"XP_015682140.1, XP_015682141.1"
OG0000187	Nana08636-RA	"XP_029140248.1, XP_015672812.1, XP_029140247.1"
OG0000188	Nana10451-RA	XP_015671217.1
OG0000188	Nana10448-RA	XP_029139925.1
OG0000188	Nana10449-RA	XP_029139926.1
OG0000193	"Nana34739-RA, Nana34739-RB"	XP_029139939.1
OG0000193	"Nana04026-RB, Nana04026-RA"	"XP_015678276.1, XP_015678275.1"
OG0000193	Nana23748-RA	"XP_015666025.1, XP_015678547.1"
OG0000194	Nana04300-RA	XP_015671969.1
OG0000194	"Nana23580-RB, Nana23580-RA"	"XP_015681102.1, XP_015665756.1"
OG0000194	Nana13959-RA	XP_015667544.1
OG0000195	"Nana38858-RA, Nana07067-RA, Nana08012-RA, Nana24593-RA, Nana06496-RA, Nana22476-RA, Nana00681-RA, Nana06948-RA, Nana22451-RA, Nana08544-RA, Nana22193-RA, Nana23416-RA, Nana15132-RA, Nana12292-RA, Nana35597-RA, Nana38009-RA, Nana39659-RA, Nana11511-RA, Nana39808-RA, Nana22419-RA, Nana39474-RA, Nana38857-RA, Nana10488-RA, Nana24469-RA, Nana00434-RA, Nana17430-RA, Nana24008-RA, Nana39397-RA, Nana15133-RA, Nana18713-RA, Nana23375-RA"	XP_015665650.1
OG0000196	"Nana38985-RD, Nana38985-RE, Nana38985-RB, Nana38985-RC, Nana38985-RA"	"XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1"
OG0000197	Nana18220-RA	XP_015672863.1
OG0000197	Nana09163-RA	XP_015674820.1
OG0000197	Nana25443-RA	XP_015682229.1
OG0000197	Nana32135-RA	XP_015672837.1
OG0000198	Nana29992-RA	XP_015679641.1
OG0000198	Nana29987-RA	XP_015679495.1
OG0000199	"Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC"	XP_015673566.1
OG0000199	Nana30635-RA	XP_015683861.1
OG0000199	Nana36358-RA	XP_015683080.1
OG0000200	Nana11623-RA	XP_015679138.1
OG0000200	"Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB"	XP_029141710.1
OG0000201	Nana14043-RA	XP_015674986.1
OG0000201	Nana10669-RA	XP_015670612.1
OG0000201	Nana07920-RC	XP_015683034.1
OG0000202	"Nana19477-RA, Nana28348-RA"	XP_015687603.2
OG0000202	Nana19472-RA	"XP_015687604.1, XP_015683978.1"
OG0000203	Nana12325-RA	XP_029139831.1
OG0000203	Nana10784-RA	XP_029139567.1
OG0000203	Nana14670-RA	XP_015684967.1
OG0000203	Nana06067-RA	XP_029138811.1
OG0000204	"Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM"	"XP_015687678.1, XP_015687677.1"
OG0000205	"Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA"	"XP_015678515.1, XP_029141304.1"
OG0000207	"Nana25610-RA, Nana25597-RA"	"XP_015682704.2, XP_015672350.1, XP_015682716.1, XP_015682715.2"
OG0000209	"Nana35591-RA, Nana28443-RA, Nana18688-RA, Nana27032-RA, Nana04465-RA, Nana21751-RB, Nana03000-RA, Nana15289-RA, Nana22299-RA, Nana04691-RA, Nana18686-RA, Nana18082-RA, Nana09220-RA, Nana35707-RA, Nana22287-RA, Nana06837-RA, Nana02936-RA, Nana23046-RA, Nana21752-RA, Nana04809-RA, Nana01380-RB, Nana18701-RA, Nana22131-RA, Nana13739-RA, Nana15288-RA, Nana08085-RA, Nana04692-RA, Nana03001-RA, Nana21753-RA, Nana18689-RA, Nana35708-RA, Nana22130-RA, Nana18687-RA, Nana35590-RA"	XP_015674801.1
OG0000212	Nana00145-RA	"XP_015681982.1, XP_015681150.1"
OG0000212	Nana00135-RA	"XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1"
OG0000212	Nana34717-RA	XP_015671282.1
OG0000213	Nana26049-RA	XP_015666876.1
OG0000213	Nana09215-RA	XP_015672992.1
OG0000214	Nana35941-RA	XP_029142366.1
OG0000214	Nana35936-RA	"XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1"
OG0000216	Nana12893-RE	XP_015671318.1
OG0000216	Nana12893-RD	XP_015671322.1
OG0000216	Nana06004-RA	"XP_015665455.1, XP_015665457.1"
OG0000217	"Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA"	XP_029140602.1
OG0000218	Nana19003-RA	XP_015680421.1
OG0000218	Nana28474-RA	"XP_015683351.1, XP_015670048.1"
OG0000220	Nana07784-RA	XP_029141778.1
OG0000220	"Nana07713-RA, Nana07713-RB"	XP_015684700.1
OG0000221	Nana02364-RA	"XP_015671392.1, XP_015671391.1"
OG0000221	"Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC"	XP_015677537.1
OG0000222	Nana11085-RA	"XP_015669545.1, XP_015669546.1, XP_015686068.1"
OG0000222	Nana37344-RA	XP_015675083.1
OG0000223	"Nana20407-RB, Nana20407-RA"	"XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1"
OG0000223	Nana26323-RA	XP_029142495.1
OG0000223	"Nana32618-RA, Nana32618-RB"	"XP_015687943.1, XP_015687942.1"
OG0000224	Nana39224-RA	XP_015683714.1
OG0000224	Nana37623-RA	XP_015675851.1
OG0000225	Nana19252-RA	"XP_015674326.1, XP_015674325.1"
OG0000225	Nana15500-RA	"XP_015668021.1, XP_015668020.1"
OG0000226	Nana08824-RA	XP_015675418.1
OG0000227	Nana35841-RA	XP_015672096.1
OG0000227	Nana35618-RA	"XP_015680851.2, XP_015686608.1"
OG0000227	Nana15538-RA	XP_015682709.1
OG0000228	Nana07844-RA	XP_015673910.1
OG0000228	Nana07842-RA	XP_015673894.2
OG0000229	"Nana08354-RA, Nana08354-RB"	"XP_015671815.1, XP_015671816.1, XP_015671817.1"
OG0000229	"Nana27867-RA, Nana27867-RB, Nana27867-RC"	XP_015683242.1
OG0000229	"Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD"	XP_015670602.1
OG0000230	Nana14830-RA	"XP_015674488.1, XP_015684261.2"
OG0000231	Nana22724-RA	"XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1"
OG0000231	Nana22723-RA	XP_015670647.1
OG0000232	Nana04337-RA	"XP_015669839.1, XP_015669838.1"
OG0000232	Nana04335-RA	XP_029140043.1
OG0000232	Nana04336-RA	XP_029140044.1
OG0000233	"Nana22819-RA, Nana16302-RA"	"XP_029141538.1, XP_015684957.1"
OG0000235	Nana18677-RA	XP_015678419.1
OG0000235	Nana32730-RA	"XP_015687965.1, XP_015687964.1"
OG0000235	"Nana26056-RA, Nana09225-RA"	XP_015666878.1
OG0000236	Nana04020-RA	"XP_029141826.1, XP_015681000.1, XP_015678271.1"
OG0000236	Nana04017-RA	XP_015680997.1
OG0000236	Nana00165-RA	XP_029142387.1
OG0000237	Nana00862-RB	XP_029143039.1
OG0000237	Nana00862-RA	XP_015686926.1
OG0000237	Nana35961-RA	XP_015678307.2
OG0000237	Nana30903-RC	"XP_015676160.1, XP_015676161.1"
OG0000238	Nana09145-RA	XP_015669064.1
OG0000238	Nana09150-RA	XP_015669597.1
OG0000238	Nana19503-RA	XP_029140291.1
OG0000238	"Nana28341-RB, Nana28341-RA"	XP_029140427.1
OG0000238	Nana19499-RA	XP_015673107.1
OG0000239	Nana35381-RA	"XP_015683678.1, XP_015685931.1"
OG0000239	"Nana35358-RA, Nana35357-RA"	"XP_029141437.1, XP_029141438.1, XP_015686162.1"
OG0000239	Nana35365-RA	XP_015679103.1
OG0000241	Nana11741-RA	XP_015683497.1
OG0000241	"Nana06412-RA, Nana06410-RA"	"XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2"
OG0000242	"Nana03921-RA, Nana03921-RB"	XP_015682858.1
OG0000242	"Nana21215-RB, Nana21215-RA"	"XP_015688020.1, XP_015688019.1"
OG0000242	Nana10104-RA	"XP_015678393.1, XP_015678394.1"
OG0000243	Nana06066-RA	XP_015665477.1
OG0000243	Nana10898-RA	"XP_015668788.1, XP_015668787.1"
OG0000244	Nana25241-RA	XP_029139749.1
OG0000244	Nana25242-RA	XP_029139751.1
OG0000245	"Nana25599-RA, Nana24950-RA"	XP_015672352.1
OG0000248	"Nana27998-RA, Nana27998-RC, Nana27998-RB"	XP_015666616.1
OG0000248	Nana19163-RA	"XP_015678457.2, XP_029141295.1"
OG0000248	"Nana19165-RE, Nana19165-RG, Nana19165-RF"	"XP_015678455.1, XP_015678456.1"
OG0000249	"Nana30900-RA, Nana30900-RB"	XP_015676145.1
OG0000249	Nana05665-RA	XP_015675754.1
OG0000249	Nana01260-RA	"XP_015684353.1, XP_015685037.1"
OG0000250	"Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF"	XP_029139221.1
OG0000250	Nana22706-RA	XP_015677888.1
OG0000250	Nana22704-RA	XP_015672454.1
OG0000252	"Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD"	XP_015673469.1
OG0000253	Nana02349-RA	XP_015679413.1
OG0000253	Nana29904-RA	XP_015674516.1
OG0000253	Nana17092-RA	XP_015683511.1
OG0000254	Nana18269-RA	XP_015670377.1
OG0000254	Nana32712-RA	XP_015687890.1
OG0000255	"Nana23756-RA, Nana38961-RA"	"XP_015683691.1, XP_015683692.1, XP_015666007.1"
OG0000255	"Nana11387-RA, Nana11387-RB"	XP_015683026.1
OG0000256	Nana21478-RA	XP_015666713.1
OG0000256	Nana09918-RA	XP_015678280.1
OG0000256	Nana03711-RA	"XP_015684291.1, XP_015684290.1"
OG0000257	"Nana25143-RA, Nana25143-RB"	"XP_015670364.1, XP_015670363.1"
OG0000257	"Nana08771-RA, Nana08770-RA"	XP_015677968.1
OG0000257	Nana18134-RA	"XP_015672285.1, XP_029140129.1, XP_029140130.1"
OG0000258	Nana14360-RA	XP_029139042.1
OG0000258	Nana14362-RA	XP_015683953.1
OG0000258	"Nana11548-RA, Nana11548-RB"	XP_015683998.1
OG0000259	Nana27545-RA	XP_015679075.1
OG0000260	"Nana05293-RB, Nana05293-RC, Nana05293-RD"	XP_015674853.1
OG0000262	Nana30565-RA	XP_015677860.1
OG0000262	"Nana30529-RA, Nana30529-RB"	"XP_015678015.1, XP_015678016.1"
OG0000262	Nana29562-RA	XP_015670169.1
OG0000263	Nana00869-RA	XP_015669178.1
OG0000263	"Nana30949-RB, Nana30949-RA"	XP_015669353.2
OG0000263	"Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC"	XP_015673162.2
OG0000264	Nana10767-RA	XP_029139560.1
OG0000264	"Nana10766-RA, Nana10766-RB"	XP_015669400.1
OG0000264	"Nana10766-RC, Nana10766-RD"	XP_015669399.1
OG0000264	Nana10768-RA	XP_029139557.1
OG0000265	Nana33278-RA	XP_015670772.1
OG0000265	Nana11640-RA	XP_015667968.1
OG0000265	Nana06155-RB	XP_015665504.1
OG0000266	Nana22510-RA	XP_015672362.1
OG0000267	Nana10107-RA	XP_029140923.1
OG0000267	"Nana22007-RB, Nana22007-RA"	XP_015667194.1
OG0000267	"Nana03512-RA, Nana03511-RA"	XP_029141470.1
OG0000269	Nana15310-RA	XP_015677141.1
OG0000269	Nana39317-RA	"XP_015684729.1, XP_015684730.1, XP_015683835.1"
OG0000269	Nana37082-RA	XP_015677215.1
OG0000270	"Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG"	XP_015683377.1
OG0000270	"Nana12457-RC, Nana12457-RB"	XP_015672504.1
OG0000271	Nana15162-RA	"XP_015668618.1, XP_015668621.1, XP_015668620.1"
OG0000271	Nana36409-RA	XP_029142215.1
OG0000271	Nana09264-RA	XP_029139859.1
OG0000271	Nana09261-RA	XP_015684484.1
OG0000272	Nana23527-RA	"XP_015665837.1, XP_015665729.1, XP_015665728.1"
OG0000272	Nana23525-RA	"XP_015665841.1, XP_015665839.1"
OG0000273	Nana00985-RA	XP_015676965.1
OG0000273	Nana36009-RA	XP_015677000.1
OG0000274	Nana34633-RA	XP_015667447.1
OG0000274	Nana15793-RA	XP_015666327.1
OG0000275	Nana13678-RA	XP_015671846.1
OG0000275	Nana02542-RA	XP_015680629.1
OG0000275	Nana16692-RB	XP_015668838.1
OG0000276	Nana33742-RA	XP_015687209.1
OG0000276	Nana33870-RA	XP_015684391.1
OG0000276	Nana09391-RA	XP_015668588.1
OG0000277	Nana26757-RA	"XP_029141340.1, XP_015678630.1, XP_015678631.1"
OG0000277	"Nana08864-RA, Nana08864-RB"	XP_015679366.1
OG0000278	Nana25910-RA	XP_015687062.1
OG0000279	Nana11030-RA	XP_015667611.1
OG0000280	Nana23628-RA	XP_015665820.1
OG0000280	Nana13941-RA	XP_029140042.1
OG0000280	"Nana04357-RB, Nana04357-RA"	"XP_015686836.1, XP_015682772.1, XP_015682780.1"
OG0000281	Nana21935-RA	"XP_015666225.1, XP_015666224.1"
OG0000281	"Nana23150-RA, Nana23150-RB"	XP_015665944.1
OG0000282	Nana23751-RA	"XP_015678545.1, XP_015666027.1"
OG0000282	"Nana04079-RB, Nana04079-RC, Nana04079-RA"	XP_015676036.1
OG0000283	"Nana12124-RA, Nana12124-RB, Nana12124-RC"	XP_015670152.1
OG0000283	Nana14544-RA	XP_015666344.1
OG0000283	Nana06082-RA	XP_015665542.1
OG0000284	Nana12586-RA	XP_015682796.1
OG0000285	Nana04258-RA	XP_015675546.1
OG0000286	Nana09528-RA	XP_015670533.1
OG0000291	Nana39928-RA	"XP_015684936.1, XP_015684934.1"
OG0000291	Nana06875-RA	XP_015686840.1
OG0000291	"Nana06811-RA, Nana37841-RA, Nana13281-RA"	"XP_015683150.1, XP_015684383.2, XP_029141140.1"
OG0000292	Nana29552-RA	XP_029141464.1
OG0000292	Nana07924-RA	XP_029142303.1
OG0000293	Nana01719-RA	"XP_015672333.1, XP_015672332.1"
OG0000293	Nana25181-RB	XP_015681188.1
OG0000294	Nana18732-RA	XP_015682283.1
OG0000294	"Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA"	XP_015675869.1
OG0000294	Nana39222-RB	XP_015683713.2
OG0000295	Nana01313-RA	XP_015682869.1
OG0000295	Nana04030-RA	XP_015687344.1
OG0000295	Nana34783-RB	XP_015670893.1
OG0000295	Nana34783-RA	XP_015670891.1
OG0000296	Nana36992-RA	XP_015676404.1
OG0000296	Nana15316-RA	XP_015670145.1
OG0000297	Nana14277-RA	XP_015677428.1
OG0000297	Nana04470-RA	XP_029141370.1
OG0000298	Nana38499-RA	XP_015677117.1
OG0000298	Nana30244-RA	XP_015677665.1
OG0000299	Nana12513-RA	XP_015679405.1
OG0000299	Nana36294-RA	XP_015677513.1
OG0000299	Nana32739-RA	XP_015666481.1
OG0000299	Nana06165-RA	XP_015665423.1
OG0000300	Nana35574-RA	"XP_015676350.1, XP_015676351.1"
OG0000301	Nana23545-RB	XP_015676530.1
OG0000301	Nana23545-RC	XP_015665779.1
OG0000301	"Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA"	XP_015684492.1
OG0000302	Nana32411-RA	XP_015687390.1
OG0000303	Nana09584-RA	"XP_015672995.1, XP_015672994.1"
OG0000303	Nana33998-RA	XP_029140559.1
OG0000304	Nana27334-RA	XP_029143103.1
OG0000305	Nana14316-RA	XP_015677209.1
OG0000305	Nana14317-RA	XP_015677208.1
OG0000306	Nana10545-RA	XP_015684903.1
OG0000307	Nana29521-RA	XP_015679241.1
OG0000307	Nana08341-RA	XP_029141693.1
OG0000307	Nana14296-RA	XP_029143083.1
OG0000307	"Nana29523-RA, Nana14295-RA"	XP_015682545.1
OG0000308	"Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA"	XP_015672050.1
OG0000308	"Nana10833-RA, Nana10834-RA, Nana10834-RB"	XP_015667008.1
OG0000309	"Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD"	"XP_015678988.1, XP_015679141.1"
OG0000309	"Nana36752-RA, Nana37048-RE"	XP_015680082.1
OG0000310	"Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA"	XP_015678374.1
OG0000310	Nana02868-RA	XP_015678372.1
OG0000318	Nana24333-RA	XP_029142325.1
OG0000318	"Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD"	XP_015669488.1
OG0000319	Nana27917-RA	XP_029142394.1
OG0000319	Nana27914-RA	"XP_015682176.2, XP_029142118.1"
OG0000320	"Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC"	XP_015667615.1
OG0000320	Nana29840-RA	XP_015667156.1
OG0000320	Nana02050-RA	XP_015678211.1
OG0000321	Nana33059-RA	XP_029141361.1
OG0000321	"Nana11223-RA, Nana06397-RA"	XP_029142005.1
OG0000321	Nana06396-RA	XP_029142730.1
OG0000322	Nana29546-RA	XP_015673553.1
OG0000322	Nana14262-RA	XP_015668084.1
OG0000322	"Nana29674-RA, Nana07966-RA, Nana07966-RB"	XP_029141046.1
OG0000322	Nana10583-RA	XP_015670447.1
OG0000323	Nana30376-RA	XP_015683537.1
OG0000324	"Nana31523-RA, Nana31523-RB, Nana31523-RC"	XP_029140527.1
OG0000324	"Nana15546-RA, Nana15547-RA"	XP_029142229.1
OG0000324	Nana39126-RA	XP_029139790.1
OG0000325	Nana36067-RA	"XP_015668868.1, XP_015675988.1"
OG0000326	Nana02914-RA	XP_015667789.1
OG0000326	"Nana02911-RA, Nana24619-RA"	XP_015676011.1
OG0000327	Nana08833-RA	XP_015679763.1
OG0000327	Nana31957-RA	XP_015666241.2
OG0000327	Nana25080-RA	XP_015671138.1
OG0000328	Nana30428-RA	XP_029141028.1
OG0000328	"Nana30432-RA, Nana30431-RA"	XP_029141000.1
OG0000328	Nana30427-RA	XP_015677104.1
OG0000329	"Nana37734-RA, Nana23771-RA"	"XP_015666013.1, XP_015675749.1"
OG0000329	Nana00121-RA	XP_015682861.1
OG0000329	"Nana35005-RA, Nana35005-RB"	XP_015672930.1
OG0000331	Nana16409-RA	"XP_015673116.1, XP_015673115.1"
OG0000331	Nana13337-RA	XP_015678114.1
OG0000331	Nana00675-RA	"XP_015670302.1, XP_029139764.1, XP_015670301.1"
OG0000332	Nana28187-RA	XP_015684613.1
OG0000333	Nana17554-RA	XP_015674090.1
OG0000333	Nana23569-RA	"XP_015665763.1, XP_015680652.1"
OG0000334	Nana19999-RA	XP_015680103.1
OG0000334	"Nana26170-RC, Nana26170-RB, Nana26170-RA"	"XP_015675311.1, XP_015675312.1"
OG0000335	"Nana25210-RA, Nana25212-RA, Nana25214-RA"	"XP_015678935.1, XP_015678931.1, XP_015678933.1, XP_015678934.1, XP_015682249.1, XP_015678929.1, XP_015678930.1, XP_015682246.1, XP_015678928.1"
OG0000335	Nana25221-RA	XP_029142669.1
OG0000335	Nana38724-RA	XP_015668650.1
OG0000345	Nana24331-RA	XP_015683175.1
OG0000346	Nana25527-RA	XP_015670969.1
OG0000346	"Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC"	XP_015668678.1
OG0000346	"Nana32006-RA, Nana32006-RB"	XP_029140731.1
OG0000347	Nana36343-RA	XP_015684247.1
OG0000347	Nana06408-RA	"XP_015684363.1, XP_015682798.1"
OG0000347	Nana33238-RA	XP_015687161.1
OG0000348	Nana01275-RA	XP_015675665.1
OG0000348	"Nana30929-RA, Nana30929-RB"	XP_015669347.1
OG0000348	Nana05052-RA	XP_015680257.1
OG0000349	"Nana17991-RA, Nana17991-RB"	XP_015669996.1
OG0000349	Nana25001-RA	XP_015671665.1
OG0000349	"Nana08899-RA, Nana08899-RB"	XP_015679998.1
OG0000350	"Nana21950-RA, Nana03330-RA"	"XP_029139120.1, XP_015667184.1"
OG0000351	Nana37238-RA	"XP_029141908.1, XP_015681300.1"
OG0000351	Nana37242-RA	XP_015683638.1
OG0000352	Nana09644-RA	XP_015674374.1
OG0000352	Nana09328-RA	XP_015678258.1
OG0000352	Nana21757-RA	XP_015666294.1
OG0000353	Nana02273-RA	XP_015680090.1
OG0000353	Nana12569-RA	XP_015667630.1
OG0000354	Nana19605-RA	XP_015672730.1
OG0000354	Nana08689-RA	XP_015675882.1
OG0000354	"Nana28391-RB, Nana28391-RA"	XP_029141712.1
OG0000355	Nana20723-RA	"XP_029141942.1, XP_029141943.1"
OG0000355	Nana20113-RA	XP_029141186.1
OG0000356	Nana18750-RA	XP_015682424.1
OG0000356	Nana32378-RA	"XP_015682266.1, XP_015682265.1"
OG0000356	Nana25229-RA	XP_029141415.1
OG0000357	Nana24684-RA	"XP_015677752.1, XP_015674818.1"
OG0000357	"Nana24683-RA, Nana02155-RA"	XP_015683639.1
OG0000358	"Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA"	"XP_015673122.1, XP_015665888.1"
OG0000358	"Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH"	"XP_015683147.1, XP_015682437.1"
OG0000359	Nana20424-RA	XP_015672118.2
OG0000359	"Nana20421-RA, Nana20422-RA"	"XP_015672115.2, XP_015672110.1, XP_015672109.1, XP_015672108.1"
OG0000359	Nana22882-RA	"XP_015669673.1, XP_015669674.1"
OG0000360	"Nana20071-RB, Nana20071-RA"	"XP_015669632.1, XP_015669630.1, XP_015669631.1"
OG0000360	Nana21777-RB	"XP_029138910.1, XP_015679897.1"
OG0000360	Nana21777-RC	"XP_015679881.1, XP_015679889.1"
OG0000362	Nana08859-RA	XP_029139602.1
OG0000362	Nana17545-RA	XP_015676342.1
OG0000362	Nana19211-RA	XP_015684439.1
OG0000363	"Nana14195-RA, Nana14197-RA, Nana14194-RA"	"XP_015684780.1, XP_015682377.1, XP_015685293.1"
OG0000363	"Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA"	"XP_015684779.1, XP_015676045.1"
OG0000364	Nana25849-RA	XP_015680860.1
OG0000365	"Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA"	"XP_015683628.1, XP_015684921.1, XP_015684922.1, XP_015676427.1"
OG0000366	Nana03020-RA	XP_015678725.2
OG0000367	"Nana07833-RB, Nana07833-RA"	XP_029140411.1
OG0000371	Nana32087-RA	XP_015680738.1
OG0000371	Nana20127-RA	XP_015679733.1
OG0000373	Nana36338-RA	XP_029142386.1
OG0000373	"Nana06046-RA, Nana06045-RA"	XP_029138799.1
OG0000373	Nana33499-RA	XP_015674966.1
OG0000374	"Nana01995-RA, Nana39710-RA"	XP_015671722.1
OG0000374	Nana16757-RA	"XP_015675228.1, XP_015675221.1"
OG0000375	Nana27993-RB	XP_029138998.1
OG0000375	Nana15483-RA	XP_015667635.1
OG0000376	Nana03174-RA	XP_015679508.1
OG0000376	Nana21441-RA	XP_015670759.1
OG0000376	Nana22930-RA	XP_015686948.1
OG0000377	Nana06002-RA	XP_015665451.1
OG0000377	Nana00711-RA	XP_015686286.1
OG0000377	Nana32801-RA	XP_015666520.1
OG0000378	Nana23839-RA	XP_015684082.1
OG0000378	"Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD"	XP_015678881.1
OG0000379	Nana10577-RA	XP_015676486.1
OG0000379	Nana29623-RA	XP_015673359.1
OG0000379	Nana14026-RA	XP_015677958.1
OG0000380	Nana04566-RA	XP_015675528.1
OG0000380	Nana14280-RA	"XP_015673213.1, XP_015673214.1"
OG0000380	Nana23577-RA	XP_029138857.1
OG0000381	Nana37627-RA	XP_029140759.1
OG0000381	Nana37625-RA	"XP_015675836.1, XP_015675832.1, XP_015675835.1, XP_015675831.1, XP_015675834.1"
OG0000382	Nana00911-RA	XP_015667595.1
OG0000382	"Nana35852-RB, Nana35852-RA"	"XP_015677858.1, XP_015686682.1"
OG0000383	Nana28138-RA	XP_015672018.1
OG0000383	Nana19432-RA	XP_015669457.1
OG0000385	Nana11886-RA	"XP_015677329.1, XP_015677328.1, XP_015677330.1, XP_015677331.1"
OG0000385	Nana06186-RA	"XP_015673929.1, XP_015665509.1"
OG0000387	Nana08133-RA	XP_015679212.1
OG0000387	"Nana08155-RA, Nana08149-RA"	XP_015681133.1
