Orthogroup	N_naja.pep	H_sapiens.pep
OG0000204	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM	ENSG00000178502.6
OG0000205	Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA	ENSG00000185745.10, ENSG00000204010.3, ENSG00000119917.14, ENSG00000119922.10, ENSG00000152778.9
OG0000207	Nana25610-RA, Nana25597-RA	ENSG00000176893.5, ENSG00000176798.2
OG0000212	Nana00145-RA	ENSG00000196689.12
OG0000212	Nana00135-RA	ENSG00000187688.15
OG0000212	Nana34717-RA	ENSG00000111199.11
OG0000213	Nana26049-RA	ENSG00000182256.13
OG0000213	Nana26050-RA, Nana09216-RA, Nana26052-RA	ENSG00000102287.19
OG0000213	Nana09215-RA	ENSG00000113327.16
OG0000214	Nana35941-RA, Nana35936-RA	ENSG00000132703.4, ENSG00000132693.12
OG0000217	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA	ENSG00000070808.16
OG0000218	Nana19003-RA	ENSG00000108179.14
OG0000218	Nana28474-RA	ENSG00000236334.2, ENSG00000270339.3, ENSG00000263464.2, ENSG00000279782.2, ENSG00000271567.1, ENSG00000275974.2, ENSG00000256374.2, ENSG00000263353.3, ENSG00000196262.14
OG0000219	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA	ENSG00000211892.4, ENSG00000211893.4, ENSG00000211896.7, ENSG00000277633.5, ENSG00000211897.9, ENSG00000282184.2, ENSG00000277016.2, ENSG00000274497.2
OG0000220	Nana07784-RA	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11
OG0000220	Nana07713-RA, Nana07713-RB	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9
OG0000221	Nana02364-RA	ENSG00000112245.12
OG0000221	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC	ENSG00000184489.12, ENSG00000275575.4
OG0000222	Nana11085-RA	ENSG00000111664.10
OG0000222	Nana20656-RA	ENSG00000114450.10
OG0000223	Nana20407-RB, Nana20407-RA	ENSG00000152601.17
OG0000223	Nana26323-RA	ENSG00000139793.18
OG0000223	Nana32618-RA, Nana32618-RB	ENSG00000076770.14
OG0000224	Nana39224-RA	ENSG00000006047.13, ENSG00000288504.1
OG0000224	Nana37623-RA	ENSG00000065978.19
OG0000225	Nana17811-RA, Nana19252-RA, Nana15500-RA	ENSG00000109332.20
OG0000226	Nana18637-RA	ENSG00000164100.9
OG0000226	Nana18820-RA	ENSG00000272916.5, ENSG00000166507.18
OG0000226	Nana08824-RA	ENSG00000070614.15
OG0000227	Nana35841-RA, Nana35618-RA	ENSG00000175315.3
OG0000227	Nana15538-RA	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9
OG0000228	Nana07844-RA	ENSG00000146054.18
OG0000229	Nana08354-RA, Nana08354-RB	ENSG00000136068.14
OG0000229	Nana27867-RA, Nana27867-RB, Nana27867-RC	ENSG00000128591.15
OG0000229	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD	ENSG00000196924.18
OG0000230	Nana14830-RA	ENSG00000016490.16, ENSG00000016602.9
OG0000231	Nana22724-RA	ENSG00000087128.10, ENSG00000274058.3
OG0000232	Nana04335-RA	ENSG00000284971.2, ENSG00000278466.3
OG0000232	Nana04336-RA	ENSG00000215182.8, ENSG00000283158.1
OG0000233	Nana22819-RA, Nana16302-RA	ENSG00000254656.2
OG0000235	Nana18677-RA	ENSG00000163288.14
OG0000235	Nana26056-RA, Nana09225-RA	ENSG00000166206.15
OG0000236	Nana04020-RA, Nana04017-RA	ENSG00000006534.16, ENSG00000132746.15
OG0000236	Nana00165-RA	ENSG00000072210.19
OG0000237	Nana00862-RB	ENSG00000115310.18
OG0000237	Nana35961-RA	ENSG00000133318.14
OG0000237	Nana30903-RC	ENSG00000125744.12
OG0000238	Nana09145-RA	ENSG00000134516.17
OG0000238	Nana28341-RB, Nana28341-RA	ENSG00000147459.18
OG0000238	Nana19499-RA	ENSG00000150760.12
OG0000239	Nana35381-RA	ENSG00000139364.10
OG0000239	Nana35349-RA	ENSG00000151952.16
OG0000240	Nana22799-RA	ENSG00000169429.11
OG0000241	Nana11741-RA, Nana06412-RA, Nana06410-RA	ENSG00000136943.11, ENSG00000135047.15
OG0000242	Nana03921-RA, Nana03921-RB	ENSG00000115592.11
OG0000242	Nana21215-RB, Nana21215-RA	ENSG00000106617.14
OG0000242	Nana10104-RA	ENSG00000181929.13
OG0000243	Nana06066-RA	ENSG00000105649.10
OG0000243	Nana10898-RA	ENSG00000105514.8
OG0000244	Nana25243-RA	ENSG00000118113.12, ENSG00000196611.5
OG0000244	Nana25241-RA, Nana25242-RA	ENSG00000166670.10, ENSG00000149968.12
OG0000245	Nana25599-RA, Nana24950-RA	ENSG00000181001.2, ENSG00000181074.4, ENSG00000180988.2, ENSG00000181009.5
OG0000248	Nana27998-RA, Nana27998-RC, Nana27998-RB	ENSG00000159399.10
OG0000248	Nana19163-RA	ENSG00000156510.13
OG0000248	Nana19165-RE, Nana19165-RG, Nana19165-RF	ENSG00000156515.23
OG0000249	Nana30900-RA, Nana30900-RB	ENSG00000125753.14
OG0000249	Nana05664-RA, Nana05665-RA	ENSG00000196405.13
OG0000249	Nana01260-RA	ENSG00000154380.17
OG0000250	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF	ENSG00000135723.14
OG0000250	Nana22704-RA	ENSG00000134775.15
OG0000251	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA	ENSG00000179300.4, ENSG00000242265.5
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSG00000120910.14
OG0000253	Nana02349-RA	ENSG00000135298.14
OG0000253	Nana29904-RA	ENSG00000121753.12
OG0000254	Nana18269-RA	ENSG00000145451.13
OG0000254	Nana32712-RA	ENSG00000188828.11
OG0000255	Nana23756-RA, Nana38961-RA	ENSG00000149925.20, ENSG00000285043.1
OG0000255	Nana11387-RA, Nana11387-RB	ENSG00000136872.20
OG0000256	Nana21478-RA	ENSG00000165985.10
OG0000256	Nana09918-RA	ENSG00000186897.5
OG0000256	Nana03711-RA	ENSG00000144119.4
OG0000257	Nana25143-RA, Nana25143-RB	ENSG00000102683.7
OG0000257	Nana08771-RA, Nana08770-RA	ENSG00000170624.13
OG0000257	Nana18134-RA	ENSG00000185053.14
OG0000258	Nana14360-RA	ENSG00000142949.17
OG0000258	Nana14362-RA	ENSG00000105426.16
OG0000258	Nana11548-RA, Nana11548-RB	ENSG00000282932.4, ENSG00000153707.17
OG0000259	Nana27545-RA	ENSG00000198074.10
OG0000260	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSG00000244693.1, ENSG00000288181.1, ENSG00000284912.1, ENSG00000236761.6, ENSG00000225932.3, ENSG00000288370.1, ENSG00000271321.1, ENSG00000285123.1, ENSG00000271079.1, ENSG00000285172.1, ENSG00000282841.2, ENSG00000212710.5, ENSG00000150527.17
OG0000262	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA	ENSG00000234465.11
OG0000263	Nana00869-RA	ENSG00000115306.16
OG0000263	Nana30949-RB, Nana30949-RA	ENSG00000160460.16
OG0000263	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC	ENSG00000173898.13
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSG00000105376.5, ENSG00000076662.10, ENSG00000090339.9
OG0000265	Nana33278-RA	ENSG00000136379.12
OG0000265	Nana11640-RA	ENSG00000107362.13
OG0000265	Nana06155-RB	ENSG00000129968.15
OG0000266	Nana22510-RA	ENSG00000242950.7, ENSG00000244476.3
OG0000267	Nana10107-RA	ENSG00000050438.17
OG0000267	Nana22007-RB, Nana22007-RA	ENSG00000033867.16
OG0000267	Nana03512-RA	ENSG00000144290.17
OG0000269	Nana15310-RA	ENSG00000143171.13
OG0000269	Nana39317-RA	ENSG00000231321.9, ENSG00000228333.9, ENSG00000227322.11, ENSG00000206289.11, ENSG00000204231.10, ENSG00000235712.10
OG0000269	Nana37082-RA	ENSG00000186350.12
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSG00000143374.17
OG0000270	Nana12457-RC, Nana12457-RB	ENSG00000113407.13
OG0000271	Nana15162-RA	ENSG00000198216.12
OG0000271	Nana36409-RA	ENSG00000148408.13
OG0000271	Nana09261-RA	ENSG00000141837.21
OG0000272	Nana23527-RA, Nana23525-RA	ENSG00000198075.10, ENSG00000196228.3
OG0000273	Nana00985-RA	ENSG00000198668.12
OG0000273	Nana36009-RA	ENSG00000178363.5
OG0000274	Nana34633-RA	ENSG00000130656.6
OG0000274	Nana15793-RA	ENSG00000086506.3, ENSG00000188536.13, ENSG00000206172.8
OG0000275	Nana13678-RA	ENSG00000166913.13
OG0000275	Nana02542-RA	ENSG00000134308.14
OG0000275	Nana16692-RB	ENSG00000164924.18
OG0000276	Nana33742-RA	ENSG00000182601.7
OG0000276	Nana33870-RA	ENSG00000276333.2, ENSG00000162040.7
OG0000276	Nana09391-RA	ENSG00000153976.3, ENSG00000125430.9
OG0000277	Nana26757-RA	ENSG00000107643.16
OG0000277	Nana08864-RA, Nana08864-RB	ENSG00000050748.17
OG0000278	Nana25910-RA	ENSG00000205542.11, ENSG00000154620.6
OG0000279	Nana11030-RA	ENSG00000160213.7
OG0000280	Nana23628-RA	ENSG00000105048.17
OG0000280	Nana13941-RA	ENSG00000118194.20
OG0000280	Nana04357-RB, Nana04357-RA	ENSG00000130595.19, ENSG00000288250.1
OG0000281	Nana21935-RA	ENSG00000144566.11
OG0000281	Nana23150-RA, Nana23150-RB	ENSG00000108774.14
OG0000282	Nana23751-RA	ENSG00000090238.12
OG0000282	Nana04079-RB, Nana04079-RC, Nana04079-RA	ENSG00000166793.12
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSG00000145687.16
OG0000283	Nana06082-RA	ENSG00000130511.16
OG0000285	Nana04258-RA	ENSG00000142089.16, ENSG00000185201.16, ENSG00000185885.16
OG0000286	Nana09528-RA	ENSG00000167863.12
OG0000292	Nana29552-RA	ENSG00000138892.11
OG0000292	Nana07924-RA	ENSG00000250151.9, ENSG00000214021.16
OG0000293	Nana01719-RA	ENSG00000092820.18
OG0000293	Nana25181-RB	ENSG00000137710.16
OG0000294	Nana18732-RA	ENSG00000059804.16, ENSG00000173262.11
OG0000294	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA	ENSG00000117394.23
OG0000294	Nana39222-RB	ENSG00000288174.1, ENSG00000181856.15
OG0000295	Nana01313-RA	ENSG00000213639.10
OG0000295	Nana04030-RA	ENSG00000172531.15
OG0000295	Nana34783-RB, Nana34783-RA	ENSG00000186298.12
OG0000296	Nana36992-RA	ENSG00000167081.18
OG0000296	Nana15316-RA	ENSG00000185630.18
OG0000297	Nana14277-RA	ENSG00000112041.13
OG0000297	Nana04470-RA	ENSG00000166402.8
OG0000298	Nana30244-RA	ENSG00000084628.10
OG0000299	Nana12513-RA	ENSG00000119547.6
OG0000299	Nana32739-RA	ENSG00000169856.9
OG0000299	Nana06165-RA	ENSG00000205922.5
OG0000300	Nana35574-RA	ENSG00000276950.5, ENSG00000281748.3, ENSG00000281310.2, ENSG00000277656.3, ENSG00000277897.2, ENSG00000278695.1, ENSG00000099984.11, ENSG00000133433.10
OG0000301	Nana23545-RC	ENSG00000196296.13
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSG00000174437.17
OG0000302	Nana32411-RA	ENSG00000163923.10, ENSG00000198918.8
OG0000303	Nana09584-RA	ENSG00000243678.11, ENSG00000011052.21, ENSG00000239672.7
OG0000303	Nana33998-RA	ENSG00000103202.13
OG0000304	Nana27334-RA	ENSG00000221963.6, ENSG00000100336.17, ENSG00000128284.19, ENSG00000100342.20, ENSG00000128335.14
OG0000305	Nana14316-RA	ENSG00000213366.13, ENSG00000134201.12, ENSG00000134184.13, ENSG00000168765.17
OG0000305	Nana14317-RA	ENSG00000134202.11
OG0000306	Nana10545-RA	ENSG00000113262.16
OG0000307	Nana29521-RA	ENSG00000075275.16
OG0000307	Nana08341-RA	ENSG00000008300.17
OG0000307	Nana14296-RA	ENSG00000143126.8
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSG00000125730.17
OG0000309	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD	ENSG00000160339.16, ENSG00000142748.12
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSG00000124490.14, ENSG00000096006.11
OG0000311	Nana37898-RA	ENSG00000211804.3, ENSG00000211799.3, ENSG00000211792.2, ENSG00000211816.2, ENSG00000211817.2
OG0000318	Nana24333-RA	ENSG00000170004.17
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSG00000285238.2, ENSG00000111642.15
OG0000319	Nana27917-RA, Nana27914-RA	ENSG00000100312.11, ENSG00000283539.2
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSG00000114030.13
OG0000320	Nana29840-RA	ENSG00000025800.14
OG0000320	Nana02050-RA	ENSG00000196911.11
OG0000321	Nana33059-RA	ENSG00000138606.19
OG0000321	Nana06396-RA	ENSG00000105251.11
OG0000322	Nana29546-RA	ENSG00000198355.5
OG0000322	Nana14262-RA	ENSG00000137193.14
OG0000322	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA	ENSG00000102096.9
OG0000323	Nana30376-RA	ENSG00000266964.5, ENSG00000150201.15, ENSG00000285526.1, ENSG00000089356.18
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSG00000121281.13
OG0000324	Nana15547-RA	ENSG00000078295.17
OG0000324	Nana39126-RA	ENSG00000129467.13, ENSG00000284814.1
OG0000325	Nana36067-RA	ENSG00000185088.14, ENSG00000177954.14
OG0000326	Nana30056-RA	ENSG00000124813.23
OG0000327	Nana08833-RA	ENSG00000113722.17
OG0000327	Nana31958-RA, Nana31957-RA	ENSG00000131264.3
OG0000327	Nana25080-RA	ENSG00000165556.10
OG0000328	Nana30428-RA	ENSG00000126262.4
OG0000328	Nana30432-RA, Nana30431-RA, Nana30427-RA	ENSG00000185897.7, ENSG00000126251.6
OG0000329	Nana37734-RA, Nana23771-RA	ENSG00000149930.18
OG0000329	Nana00121-RA	ENSG00000160551.11
OG0000329	Nana35005-RA, Nana35005-RB	ENSG00000135090.14
OG0000331	Nana16409-RA	ENSG00000147570.10
OG0000331	Nana13337-RA	ENSG00000101152.11
OG0000331	Nana00675-RA	ENSG00000163793.13
OG0000332	Nana28189-RA, Nana28187-RA	ENSG00000168619.16, ENSG00000278548.4, ENSG00000197140.15, ENSG00000275594.4, ENSG00000104755.15, ENSG00000276286.4
OG0000333	Nana23569-RA	ENSG00000087086.15
OG0000334	Nana19999-RA	ENSG00000072163.19
OG0000334	Nana26170-RC, Nana26170-RB, Nana26170-RA	ENSG00000169756.16, ENSG00000257207.5, ENSG00000284337.1, ENSG00000256671.6, ENSG00000256977.12
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA	ENSG00000182853.12
OG0000345	Nana24331-RA	ENSG00000170049.9
OG0000346	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC	ENSG00000141480.18
OG0000346	Nana32006-RA, Nana32006-RB	ENSG00000120500.18
OG0000347	Nana36343-RA	ENSG00000143321.19
OG0000347	Nana06408-RA	ENSG00000167674.15
OG0000347	Nana33238-RA	ENSG00000166503.9
OG0000348	Nana01275-RA	ENSG00000143772.9
OG0000348	Nana30929-RA, Nana30929-RB	ENSG00000086544.3
OG0000348	Nana05052-RA	ENSG00000137825.11
OG0000349	Nana17991-RA, Nana17991-RB	ENSG00000170365.10
OG0000349	Nana25001-RA	ENSG00000120693.13
OG0000349	Nana08899-RA, Nana08899-RB	ENSG00000113658.18
OG0000350	Nana21950-RA, Nana03330-RA	ENSG00000170142.12
OG0000351	Nana37238-RA	ENSG00000280549.1, ENSG00000142619.4, ENSG00000159339.13, ENSG00000280908.2, ENSG00000142623.11, ENSG00000281459.3
OG0000351	Nana37242-RA	ENSG00000117115.13
OG0000352	Nana09644-RA	ENSG00000187775.17
OG0000352	Nana09328-RA, Nana21757-RA	ENSG00000105877.18
OG0000353	Nana02273-RA	ENSG00000151376.16
OG0000353	Nana12569-RA	ENSG00000082212.13
OG0000354	Nana19605-RA	ENSG00000198873.12
OG0000354	Nana08689-RA	ENSG00000198055.11
OG0000355	Nana20723-RA	ENSG00000182580.3
OG0000355	Nana20113-RA	ENSG00000154928.18
OG0000356	Nana18750-RA	ENSG00000120251.20
OG0000356	Nana32378-RA	ENSG00000125675.18
OG0000356	Nana25229-RA	ENSG00000152578.13
OG0000357	Nana24684-RA	ENSG00000171189.17
OG0000357	Nana24683-RA, Nana02155-RA	ENSG00000164418.20
OG0000358	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH	ENSG00000108840.15
OG0000359	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA	ENSG00000131471.7, ENSG00000131480.9
OG0000360	Nana20071-RB, Nana20071-RA	ENSG00000136527.18
OG0000360	Nana21777-RB, Nana21777-RC	ENSG00000164548.11
OG0000362	Nana08859-RA	ENSG00000283802.3, ENSG00000087116.16
OG0000362	Nana17545-RA	ENSG00000156140.10
OG0000362	Nana19211-RA	ENSG00000138316.11
OG0000363	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA	ENSG00000096088.16
OG0000364	Nana25849-RA	ENSG00000198692.10
OG0000365	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA	ENSG00000185432.12, ENSG00000170439.7
OG0000366	Nana03020-RA	ENSG00000241635.8, ENSG00000244474.5, ENSG00000240224.1, ENSG00000243135.6, ENSG00000242515.5, ENSG00000244122.2, ENSG00000242366.3, ENSG00000241119.2, ENSG00000167165.19
OG0000367	Nana07833-RB, Nana07833-RA	ENSG00000026950.17, ENSG00000111801.16, ENSG00000186470.14, ENSG00000124557.12, ENSG00000124508.17, ENSG00000112763.17
OG0000371	Nana32087-RA	ENSG00000077264.15
OG0000371	Nana20127-RA	ENSG00000180370.10
OG0000373	Nana36338-RA	ENSG00000027644.5
OG0000373	Nana06045-RA	ENSG00000171105.14
OG0000373	Nana33499-RA	ENSG00000140443.15
OG0000374	Nana01995-RA, Nana39710-RA	ENSG00000146374.14
OG0000374	Nana16757-RA	ENSG00000169218.14, ENSG00000147655.12
OG0000375	Nana27993-RC, Nana27993-RB	ENSG00000188687.17
OG0000375	Nana15483-RA	ENSG00000113073.15
OG0000376	Nana03174-RA	ENSG00000155760.2
OG0000376	Nana21441-RA	ENSG00000157240.4
OG0000376	Nana22930-RA	ENSG00000180340.7
OG0000377	Nana06002-RA	ENSG00000167461.12
OG0000377	Nana00711-RA	ENSG00000084733.11
OG0000377	Nana32801-RA	ENSG00000166128.13
OG0000378	Nana23839-RA	ENSG00000140675.13
OG0000378	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD	ENSG00000100191.5, ENSG00000100170.10
OG0000379	Nana10577-RA	ENSG00000102057.10
OG0000379	Nana14026-RA	ENSG00000184408.10, ENSG00000171385.9
OG0000380	Nana04566-RA	ENSG00000187079.18
OG0000380	Nana14280-RA	ENSG00000007866.21
OG0000380	Nana23577-RA	ENSG00000074219.13
OG0000381	Nana37627-RA	ENSG00000188784.4
OG0000381	Nana37625-RA	ENSG00000127472.11
OG0000382	Nana00911-RA	ENSG00000100994.12
OG0000382	Nana35852-RB, Nana35852-RA	ENSG00000068976.14
OG0000382	Nana05932-RA	ENSG00000100504.17
OG0000383	Nana28138-RA	ENSG00000165066.13
OG0000383	Nana19432-RA	ENSG00000148826.9
OG0000385	Nana11886-RA	ENSG00000151292.17
OG0000385	Nana06186-RA	ENSG00000169118.18, ENSG00000133275.16
OG0000387	Nana08133-RA	ENSG00000113805.8
OG0000387	Nana08155-RA, Nana08149-RA	ENSG00000134115.13
OG0000388	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN	ENSG00000213471.10, ENSG00000261147.1
OG0000388	Nana23218-RA	ENSG00000170703.15
OG0000389	Nana20980-RA	ENSG00000163347.6
OG0000389	Nana39948-RB, Nana39948-RA	ENSG00000288292.1, ENSG00000181885.18
OG0000390	Nana16521-RA	ENSG00000170323.9
OG0000390	Nana16520-RA	ENSG00000147588.7
OG0000390	Nana16522-RA	ENSG00000205186.4
OG0000391	Nana11680-RA	ENSG00000156049.7
OG0000391	Nana06358-RA	ENSG00000088256.9
OG0000392	Nana31341-RA	ENSG00000141086.18
OG0000392	Nana31098-RA	ENSG00000168928.13, ENSG00000285346.1, ENSG00000168925.12, ENSG00000284810.2
OG0000393	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB	ENSG00000110697.13
OG0000393	Nana34852-RE, Nana34852-RF, Nana34852-RD	ENSG00000090975.12
OG0000394	Nana07199-RA	ENSG00000240118.7, ENSG00000243067.7, ENSG00000243594.7, ENSG00000240065.8, ENSG00000239836.7, ENSG00000240508.7, ENSG00000243958.7, ENSG00000242711.8
OG0000394	Nana07200-RA	ENSG00000142507.10
OG0000395	Nana25103-RA	ENSG00000122026.10
OG0000396	Nana10310-RA	ENSG00000172819.17
OG0000396	Nana23075-RA	ENSG00000131759.18
OG0000397	Nana25526-RA, Nana25525-RA, Nana25524-RA	ENSG00000115488.3, ENSG00000162139.10
OG0000397	Nana20138-RA	ENSG00000204099.11, ENSG00000277926.4
OG0000399	Nana16314-RA	ENSG00000147509.14
OG0000399	Nana13358-RA	ENSG00000171700.14
OG0000400	Nana08621-RA	ENSG00000114353.17
OG0000400	Nana29255-RA	ENSG00000127955.17
OG0000401	Nana29388-RA	ENSG00000130037.5
OG0000401	Nana29384-RA	ENSG00000111262.6
OG0000401	Nana14333-RA	ENSG00000177272.9
OG0000402	Nana14181-RA	ENSG00000133063.16
OG0000403	Nana07167-RA, Nana07162-RA, Nana07162-RB	ENSG00000175899.14, ENSG00000126838.10
OG0000404	Nana09286-RA	ENSG00000123136.15
OG0000406	Nana07655-RA	ENSG00000204435.13, ENSG00000258543.7, ENSG00000258589.7, ENSG00000240433.4, ENSG00000244672.4, ENSG00000240053.8, ENSG00000239497.7, ENSG00000239285.7, ENSG00000241132.7, ENSG00000241713.7, ENSG00000228875.8, ENSG00000232960.11, ENSG00000263020.6, ENSG00000224398.7, ENSG00000230700.10, ENSG00000224774.7, ENSG00000206406.9
OG0000408	Nana36768-RA	ENSG00000148288.13
OG0000415	Nana12999-RA	ENSG00000166948.10
OG0000415	Nana12986-RA	ENSG00000125780.12, ENSG00000286022.1
OG0000416	Nana33184-RA	ENSG00000166147.13
OG0000416	Nana06534-RA	ENSG00000142449.13
OG0000416	Nana11858-RA	ENSG00000138829.12
OG0000417	Nana36144-RB, Nana36144-RA, Nana36144-RC, Nana36144-RE, Nana36144-RD, Nana36148-RA	ENSG00000177628.16, ENSG00000262446.5
OG0000418	Nana27192-RA	ENSG00000269955.2
OG0000418	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF	ENSG00000007392.16
OG0000419	Nana00100-RA, Nana16559-RA	ENSG00000198242.14
OG0000420	Nana33386-RA	ENSG00000154227.13
OG0000420	Nana06458-RA	ENSG00000090661.12
OG0000421	Nana18105-RA	ENSG00000138741.11
OG0000421	Nana25261-RA	ENSG00000137672.13
OG0000423	Nana19099-RA	ENSG00000075891.21
OG0000423	Nana11253-RA, Nana19102-RA, Nana27953-RA	ENSG00000106331.17
OG0000424	Nana34780-RA	ENSG00000111245.16
OG0000424	Nana23819-RA	ENSG00000180209.12
OG0000425	Nana23602-RA	ENSG00000129990.15
OG0000425	Nana13933-RA	ENSG00000143858.12
OG0000426	Nana05026-RA	ENSG00000103966.11
OG0000426	Nana21088-RA	ENSG00000013016.16
OG0000427	Nana13798-RA	ENSG00000101421.4
OG0000427	Nana24261-RA	ENSG00000254505.10, ENSG00000285302.2
OG0000427	Nana16524-RA	ENSG00000164695.5
OG0000428	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA	ENSG00000123838.11
OG0000429	Nana23646-RA	ENSG00000126583.11
OG0000429	Nana09841-RA	ENSG00000154229.12
OG0000430	Nana09599-RB	ENSG00000169750.9
OG0000430	Nana27315-RA	ENSG00000128340.15
OG0000431	Nana09647-RA	ENSG00000108669.16
OG0000431	Nana23631-RA	ENSG00000105443.15
OG0000433	Nana16362-RA, Nana09857-RA	ENSG00000182481.9
OG0000434	Nana37089-RF	ENSG00000169925.17
OG0000434	Nana06917-RB, Nana06917-RD, Nana06917-RC	ENSG00000236227.8, ENSG00000234704.9, ENSG00000204256.13, ENSG00000215077.10, ENSG00000235307.9, ENSG00000234507.9, ENSG00000230678.10
