Orthogroup	N_naja.pep	A_carolinensis.pep
OG0000127	Nana21098-RA	ENSACAG00000006602.2
OG0000127	Nana21079-RD, Nana21079-RC, Nana39208-RA, Nana21079-RE	ENSACAG00000029260.1
OG0000128	Nana23910-RA	ENSACAG00000007894.2
OG0000128	Nana23921-RA	ENSACAG00000022863.1
OG0000128	Nana23918-RA	ENSACAG00000021050.2, ENSACAG00000007895.2
OG0000128	Nana23911-RA, Nana23912-RA, Nana23913-RA, Nana23915-RA, Nana23917-RA	ENSACAG00000005615.2, ENSACAG00000005623.2, ENSACAG00000005620.2, ENSACAG00000007898.2
OG0000129	Nana13746-RA	ENSACAG00000013632.3
OG0000129	Nana16117-RA	ENSACAG00000010005.3
OG0000129	Nana16115-RA, Nana01988-RA	ENSACAG00000002999.3
OG0000129	Nana30228-RA	ENSACAG00000001027.3
OG0000129	Nana30225-RA, Nana01987-RA	ENSACAG00000010512.3
OG0000130	Nana36269-RA, Nana33055-RA	ENSACAG00000012428.3
OG0000131	Nana10230-RC, Nana10230-RA, Nana10230-RD, Nana10230-RB	ENSACAG00000000783.3
OG0000134	Nana13327-RA	ENSACAG00000007411.2
OG0000135	Nana13295-RA, Nana38700-RC	ENSACAG00000011411.3, ENSACAG00000026651.2, ENSACAG00000011407.3
OG0000135	Nana38966-RA	ENSACAG00000027636.2
OG0000136	Nana25848-RA	ENSACAG00000012681.3
OG0000136	Nana01675-RA, Nana01675-RB	ENSACAG00000015344.3
OG0000136	Nana32194-RC, Nana32194-RA, Nana32194-RB	ENSACAG00000014143.3
OG0000137	Nana21626-RB, Nana21626-RA	ENSACAG00000014020.3
OG0000137	Nana23253-RA, Nana23253-RB	ENSACAG00000005384.3
OG0000137	Nana03410-RA, Nana03410-RB	ENSACAG00000015877.3
OG0000138	Nana21262-RA	ENSACAG00000011443.3
OG0000138	Nana08323-RA	ENSACAG00000005807.2
OG0000138	Nana03937-RA	ENSACAG00000028348.1
OG0000138	Nana03939-RA	ENSACAG00000013484.3
OG0000143	Nana28454-RA	ENSACAG00000000791.3
OG0000143	Nana18924-RD, Nana18924-RC	ENSACAG00000008652.3, ENSACAG00000025605.2
OG0000143	Nana18923-RA	ENSACAG00000028463.1
OG0000143	Nana18922-RA	ENSACAG00000008666.3
OG0000143	Nana18920-RA	ENSACAG00000008686.3
OG0000144	Nana38635-RA, Nana39929-RA, Nana39427-RA, Nana38231-RA, Nana39047-RA, Nana38973-RA	ENSACAG00000016862.2, ENSACAG00000028535.1, ENSACAG00000017193.2
OG0000145	Nana13189-RA	ENSACAG00000006253.3, ENSACAG00000006258.3
OG0000145	Nana13190-RA, Nana13195-RA, Nana13192-RA, Nana13193-RA	ENSACAG00000000111.2, ENSACAG00000000113.2, ENSACAG00000000116.2
OG0000146	Nana23491-RA	ENSACAG00000025507.1, ENSACAG00000007026.3
OG0000146	Nana23497-RA	ENSACAG00000006985.2, ENSACAG00000006983.2
OG0000146	Nana23499-RA	ENSACAG00000006964.3
OG0000147	Nana19440-RA	ENSACAG00000007703.3
OG0000147	Nana18452-RA	ENSACAG00000015019.3
OG0000147	Nana09013-RA	ENSACAG00000014556.3
OG0000147	Nana28363-RA	ENSACAG00000006159.3
OG0000149	Nana30762-RA	ENSACAG00000010046.3
OG0000149	Nana01559-RA	ENSACAG00000002769.3
OG0000150	Nana34190-RB, Nana34190-RA	ENSACAG00000009637.3
OG0000150	Nana34186-RA	ENSACAG00000009619.3
OG0000150	Nana34187-RA	ENSACAG00000028432.1
OG0000151	Nana14459-RA	ENSACAG00000026328.2
OG0000151	Nana14461-RA, Nana14465-RA, Nana14462-RA, Nana14464-RA	ENSACAG00000005985.3
OG0000153	Nana11108-RA	ENSACAG00000006502.3
OG0000153	Nana30407-RA	ENSACAG00000010085.3
OG0000154	Nana21272-RA	ENSACAG00000002292.3
OG0000154	Nana03716-RA	ENSACAG00000000986.3
OG0000154	Nana39032-RA	ENSACAG00000005849.3
OG0000155	Nana27596-RB, Nana27596-RA	ENSACAG00000017486.3
OG0000155	Nana27598-RA	ENSACAG00000017484.3
OG0000155	Nana27600-RA	ENSACAG00000017442.3
OG0000156	Nana04038-RA, Nana04034-RA, Nana04040-RA, Nana04043-RA, Nana04035-RA, Nana04045-RA	ENSACAG00000008051.3, ENSACAG00000024500.2, ENSACAG00000008041.2
OG0000156	Nana02904-RA	ENSACAG00000009691.3
OG0000158	Nana36405-RA, Nana10438-RA	ENSACAG00000004055.3
OG0000158	Nana37069-RA, Nana37069-RB	ENSACAG00000007221.2
OG0000158	Nana39299-RA	ENSACAG00000001184.3
OG0000159	Nana35151-RA, Nana35150-RA, Nana35148-RA	ENSACAG00000024242.1, ENSACAG00000002784.2
OG0000160	Nana06954-RA	ENSACAG00000010547.2, ENSACAG00000011986.2
OG0000162	Nana01233-RA	ENSACAG00000003199.3
OG0000162	Nana01232-RB	ENSACAG00000002512.2
OG0000162	Nana01383-RB, Nana01383-RC, Nana01383-RA	ENSACAG00000000755.3
OG0000162	Nana35924-RA	ENSACAG00000016579.3
OG0000163	Nana10880-RA	ENSACAG00000016958.3
OG0000163	Nana11460-RA, Nana14489-RA	ENSACAG00000017521.2
OG0000164	Nana02902-RA, Nana02891-RB, Nana02893-RA, Nana02894-RB, Nana02894-RA, Nana02901-RA, Nana02890-RD, Nana02890-RC, Nana02890-RB	ENSACAG00000012613.3, ENSACAG00000012486.2, ENSACAG00000012166.3
OG0000169	Nana16688-RB, Nana16688-RC, Nana16688-RA	ENSACAG00000016470.3
OG0000169	Nana29768-RA	ENSACAG00000002544.3
OG0000169	Nana13679-RA	ENSACAG00000011841.3
OG0000171	Nana17788-RA	ENSACAG00000011737.3
OG0000171	Nana17787-RA	ENSACAG00000029329.1, ENSACAG00000011323.3
OG0000171	Nana17789-RA	ENSACAG00000011740.3
OG0000172	Nana08296-RA, Nana14058-RA	ENSACAG00000007544.3
OG0000172	Nana27786-RA	ENSACAG00000013199.2
OG0000172	Nana10639-RA	ENSACAG00000005063.3
OG0000174	Nana10607-RB, Nana10607-RD	ENSACAG00000011246.3
OG0000174	Nana27734-RA	ENSACAG00000005170.3
OG0000174	Nana39652-RA, Nana39652-RB, Nana08485-RD, Nana08485-RC, Nana08485-RB	ENSACAG00000008640.3
OG0000179	Nana19279-RA	ENSACAG00000014986.3, ENSACAG00000022178.2
OG0000179	Nana19294-RA	ENSACAG00000014897.3
OG0000179	Nana19310-RA, Nana19307-RF, Nana19307-RC, Nana19307-RB, Nana19307-RD, Nana19307-RE, Nana19306-RA, Nana19309-RA	ENSACAG00000008884.3
OG0000181	Nana37655-RB	ENSACAG00000006459.3
OG0000181	Nana14994-RA	ENSACAG00000014465.3
OG0000181	Nana29724-RA, Nana27985-RA	ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1
OG0000183	Nana14703-RA	ENSACAG00000004220.3
OG0000183	Nana24962-RA	ENSACAG00000014964.3
OG0000183	Nana28668-RA, Nana28665-RA	ENSACAG00000017742.3
OG0000184	Nana12380-RA	ENSACAG00000011205.3
OG0000184	Nana33040-RA	ENSACAG00000007090.3
OG0000184	Nana06340-RA	ENSACAG00000013896.3
OG0000185	Nana21120-RA	ENSACAG00000006923.2
OG0000185	Nana08360-RA	ENSACAG00000002890.3
OG0000185	Nana10173-RA	ENSACAG00000008240.2
OG0000186	Nana18448-RA	ENSACAG00000005115.3
OG0000186	Nana19444-RA	ENSACAG00000008068.3
OG0000186	Nana09006-RA	ENSACAG00000005972.3
OG0000187	Nana02631-RA	ENSACAG00000010665.2
OG0000187	Nana14009-RA	ENSACAG00000017941.3
OG0000187	Nana08636-RA	ENSACAG00000008297.3
OG0000188	Nana09298-RA	ENSACAG00000017062.3
OG0000188	Nana10451-RA, Nana10448-RA, Nana10449-RA	ENSACAG00000016113.2
OG0000191	Nana38157-RA	ENSACAG00000028457.1, ENSACAG00000029406.1, ENSACAG00000028444.1, ENSACAG00000028376.1, ENSACAG00000028426.1, ENSACAG00000022255.1, ENSACAG00000025513.1, ENSACAG00000026560.1, ENSACAG00000022021.1, ENSACAG00000024105.1, ENSACAG00000024113.1, ENSACAG00000022004.1, ENSACAG00000025058.1, ENSACAG00000025305.1, ENSACAG00000025600.1, ENSACAG00000014397.2, ENSACAG00000022652.1, ENSACAG00000024466.1, ENSACAG00000022924.1, ENSACAG00000024537.1, ENSACAG00000000998.3, ENSACAG00000024236.1, ENSACAG00000023385.1, ENSACAG00000022650.2, ENSACAG00000026229.1, ENSACAG00000028016.1, ENSACAG00000022772.2, ENSACAG00000026440.1, ENSACAG00000014200.3, ENSACAG00000027218.1, ENSACAG00000028183.1, ENSACAG00000013790.3, ENSACAG00000025060.1, ENSACAG00000007858.2
OG0000193	Nana34739-RA, Nana34739-RB	ENSACAG00000000937.2
OG0000193	Nana04026-RB, Nana04026-RA	ENSACAG00000008365.3
OG0000193	Nana23748-RA	ENSACAG00000015112.2
OG0000194	Nana04300-RA	ENSACAG00000014920.3
OG0000194	Nana23580-RB, Nana23580-RA	ENSACAG00000017404.3
OG0000194	Nana13959-RA	ENSACAG00000003090.3
OG0000195	Nana38858-RA, Nana07067-RA, Nana08012-RA, Nana24593-RA, Nana06496-RA, Nana22476-RA, Nana00681-RA, Nana06948-RA, Nana22451-RA, Nana08544-RA, Nana22193-RA, Nana23416-RA, Nana15132-RA, Nana12292-RA, Nana35597-RA, Nana38009-RA, Nana39659-RA, Nana11511-RA, Nana39808-RA, Nana22419-RA, Nana39474-RA, Nana38857-RA, Nana10488-RA, Nana24469-RA, Nana00434-RA, Nana17430-RA, Nana24008-RA, Nana39397-RA, Nana15133-RA, Nana18713-RA, Nana23375-RA	ENSACAG00000010664.2
OG0000196	Nana38985-RD, Nana38985-RE, Nana38985-RB, Nana38985-RC, Nana38985-RA	ENSACAG00000029093.1
OG0000197	Nana18220-RA	ENSACAG00000013597.3
OG0000197	Nana09163-RA	ENSACAG00000004802.3
OG0000197	Nana32135-RA	ENSACAG00000015165.3
OG0000198	Nana29992-RA	ENSACAG00000017275.3
OG0000198	Nana29987-RA	ENSACAG00000003385.3
OG0000198	Nana17024-RD, Nana17024-RB	ENSACAG00000000167.3
OG0000199	Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC	ENSACAG00000003402.3
OG0000199	Nana30635-RA	ENSACAG00000015855.2
OG0000199	Nana00152-RA	ENSACAG00000014891.2, ENSACAG00000014885.2
OG0000200	Nana11623-RA	ENSACAG00000001281.3
OG0000200	Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB	ENSACAG00000014863.3
OG0000201	Nana14043-RA	ENSACAG00000005654.3
OG0000201	Nana10669-RA	ENSACAG00000008973.3
OG0000201	Nana07920-RC	ENSACAG00000009926.3
OG0000202	Nana19477-RA, Nana28348-RA	ENSACAG00000003097.3
OG0000202	Nana19472-RA	ENSACAG00000003052.3, ENSACAG00000005898.2
OG0000203	Nana12325-RA	ENSACAG00000009088.3
OG0000203	Nana10784-RA	ENSACAG00000008734.2
OG0000203	Nana14670-RA	ENSACAG00000010815.3
OG0000204	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM	ENSACAG00000017093.2
OG0000211	Nana23136-RA, Nana26311-RA	ENSACAG00000029624.1, ENSACAG00000028409.1, ENSACAG00000028270.1, ENSACAG00000028272.1, ENSACAG00000028251.1, ENSACAG00000028608.1, ENSACAG00000028532.1, ENSACAG00000029279.1, ENSACAG00000028560.1, ENSACAG00000028638.1, ENSACAG00000029600.1, ENSACAG00000029686.1, ENSACAG00000028579.1, ENSACAG00000028523.1, ENSACAG00000029511.1, ENSACAG00000028298.1, ENSACAG00000028574.1, ENSACAG00000029361.1, ENSACAG00000029416.1, ENSACAG00000028636.1, ENSACAG00000029347.1, ENSACAG00000029025.1, ENSACAG00000029378.1, ENSACAG00000029095.1, ENSACAG00000029679.1, ENSACAG00000028286.1, ENSACAG00000028550.1, ENSACAG00000028800.1, ENSACAG00000028930.1, ENSACAG00000029301.1, ENSACAG00000029365.1, ENSACAG00000029197.1
OG0000212	Nana00145-RA	ENSACAG00000013919.2
OG0000212	Nana00135-RA	ENSACAG00000006419.3
OG0000213	Nana26049-RA	ENSACAG00000011286.3
OG0000213	Nana26050-RA, Nana09216-RA, Nana26052-RA	ENSACAG00000013990.3
OG0000213	Nana09215-RA	ENSACAG00000014692.3
OG0000214	Nana35941-RA, Nana35936-RA	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3
OG0000216	Nana12893-RF, Nana12893-RE, Nana12893-RD, Nana06004-RA	ENSACAG00000010881.3
OG0000217	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA	ENSACAG00000015036.3
OG0000218	Nana19003-RA	ENSACAG00000004362.3
OG0000218	Nana28474-RA	ENSACAG00000001928.3
OG0000219	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA	ENSACAG00000024548.2
OG0000220	Nana07784-RA	ENSACAG00000022093.2
OG0000220	Nana07713-RA, Nana07713-RB	ENSACAG00000029133.1, ENSACAG00000017289.3
OG0000221	Nana02364-RA	ENSACAG00000009243.3
OG0000221	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC	ENSACAG00000000749.3
OG0000222	Nana11085-RA	ENSACAG00000005792.1
OG0000222	Nana37344-RA	ENSACAG00000003543.3
OG0000222	Nana20656-RA	ENSACAG00000004667.1
OG0000223	Nana20407-RB, Nana20407-RA	ENSACAG00000029116.1
OG0000223	Nana26323-RA	ENSACAG00000000969.3
OG0000223	Nana32618-RA, Nana32618-RB	ENSACAG00000009557.3
OG0000224	Nana39224-RA	ENSACAG00000001017.3
OG0000226	Nana18637-RA	ENSACAG00000013822.3
OG0000226	Nana18820-RA	ENSACAG00000009340.2
OG0000227	Nana35841-RA, Nana35618-RA	ENSACAG00000014558.3
OG0000227	Nana38300-RA	ENSACAG00000029243.1
OG0000227	Nana15538-RA	ENSACAG00000021112.2
OG0000228	Nana07844-RA	ENSACAG00000011919.3
OG0000228	Nana07842-RA	ENSACAG00000029208.1
OG0000229	Nana08354-RA, Nana08354-RB	ENSACAG00000002031.3
OG0000229	Nana27867-RA, Nana27867-RB, Nana27867-RC	ENSACAG00000009986.3
OG0000229	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD	ENSACAG00000009800.3
OG0000230	Nana14830-RA	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3
OG0000231	Nana22724-RA	ENSACAG00000027821.2
OG0000231	Nana22723-RA	ENSACAG00000013144.2
OG0000232	Nana04337-RA	ENSACAG00000009663.3, ENSACAG00000009536.3
OG0000232	Nana04335-RA	ENSACAG00000009306.2
OG0000232	Nana04336-RA	ENSACAG00000009596.3
OG0000233	Nana22819-RA, Nana16302-RA	ENSACAG00000029367.1
OG0000235	Nana18677-RA	ENSACAG00000006768.3
OG0000235	Nana32730-RA	ENSACAG00000013711.3
OG0000235	Nana26056-RA, Nana09225-RA	ENSACAG00000011617.2
OG0000236	Nana04020-RA, Nana04017-RA	ENSACAG00000008728.3, ENSACAG00000015237.2
OG0000236	Nana00165-RA	ENSACAG00000000835.3
OG0000237	Nana00862-RB	ENSACAG00000011654.3
OG0000237	Nana35961-RA	ENSACAG00000002883.3
OG0000237	Nana30903-RC	ENSACAG00000007451.3
OG0000238	Nana09145-RA	ENSACAG00000016098.3
OG0000238	Nana28341-RB, Nana28341-RA	ENSACAG00000010981.2
OG0000238	Nana19499-RA	ENSACAG00000007299.3
OG0000239	Nana35381-RA	ENSACAG00000014440.3
OG0000239	Nana35349-RA	ENSACAG00000014310.2
OG0000239	Nana35358-RA, Nana35357-RA	ENSACAG00000027415.1
OG0000240	Nana22799-RA	ENSACAG00000011382.2
OG0000241	Nana11741-RA	ENSACAG00000013328.3
OG0000241	Nana06412-RA, Nana06410-RA	ENSACAG00000014241.3
OG0000242	Nana03921-RA, Nana03921-RB	ENSACAG00000012857.3
OG0000242	Nana21215-RB, Nana21215-RA	ENSACAG00000002337.2
OG0000242	Nana10104-RA	ENSACAG00000008069.3
OG0000243	Nana10898-RA	ENSACAG00000016810.2
OG0000244	Nana25243-RA	ENSACAG00000012632.2
OG0000244	Nana25241-RA	ENSACAG00000023762.2
OG0000244	Nana25242-RA	ENSACAG00000012628.3
OG0000248	Nana27998-RA, Nana27998-RC, Nana27998-RB	ENSACAG00000005606.2
OG0000248	Nana19163-RA	ENSACAG00000009326.3
OG0000249	Nana30900-RA, Nana30900-RB	ENSACAG00000005958.3
OG0000249	Nana05665-RA	ENSACAG00000013325.3
OG0000249	Nana01260-RA	ENSACAG00000005736.3
OG0000250	Nana22706-RA	ENSACAG00000029234.1
OG0000250	Nana31013-RE	ENSACAG00000000374.3
OG0000250	Nana22704-RA	ENSACAG00000006717.3
OG0000251	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1
OG0000252	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD	ENSACAG00000010782.3
OG0000253	Nana02349-RA	ENSACAG00000007902.3
OG0000253	Nana29904-RA	ENSACAG00000011853.3
OG0000253	Nana17092-RA	ENSACAG00000004005.3
OG0000254	Nana18269-RA	ENSACAG00000005650.3
OG0000254	Nana32712-RA	ENSACAG00000014362.3
OG0000255	Nana23756-RA, Nana38961-RA	ENSACAG00000014919.3
OG0000255	Nana11387-RA, Nana11387-RB	ENSACAG00000017436.3
OG0000256	Nana21478-RA	ENSACAG00000016680.2
OG0000256	Nana09918-RA	ENSACAG00000015778.2
OG0000256	Nana03711-RA	ENSACAG00000006418.2
OG0000257	Nana25143-RA, Nana25143-RB	ENSACAG00000002977.3
OG0000257	Nana08771-RA, Nana08770-RA	ENSACAG00000003864.3
OG0000257	Nana18134-RA	ENSACAG00000005459.3
OG0000258	Nana14360-RA	ENSACAG00000013535.3
OG0000258	Nana14362-RA	ENSACAG00000007804.2
OG0000258	Nana11548-RA, Nana11548-RB	ENSACAG00000004644.3
OG0000259	Nana27545-RA	ENSACAG00000027925.2, ENSACAG00000012001.3
OG0000260	Nana05293-RB, Nana05293-RC, Nana05293-RD	ENSACAG00000015954.3
OG0000262	Nana30565-RA	ENSACAG00000029220.1
OG0000262	Nana30529-RA, Nana30529-RB	ENSACAG00000004431.3
OG0000262	Nana30563-RA	ENSACAG00000029510.1, ENSACAG00000028902.1
OG0000262	Nana30524-RA	ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2
OG0000262	Nana29562-RA	ENSACAG00000029666.1
OG0000263	Nana00869-RA	ENSACAG00000011972.3
OG0000263	Nana30949-RB, Nana30949-RA	ENSACAG00000003147.3
OG0000263	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC	ENSACAG00000007494.3
OG0000264	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA	ENSACAG00000002138.3, ENSACAG00000024253.1
OG0000265	Nana33278-RA	ENSACAG00000011706.2
OG0000265	Nana11640-RA	ENSACAG00000012837.3
OG0000265	Nana06155-RB	ENSACAG00000014324.3
OG0000267	Nana10107-RA	ENSACAG00000011281.3, ENSACAG00000000884.3
OG0000267	Nana22007-RB, Nana22007-RA	ENSACAG00000013876.3
OG0000267	Nana03512-RA	ENSACAG00000014632.3
OG0000267	Nana03511-RA	ENSACAG00000006200.3
OG0000269	Nana37082-RA	ENSACAG00000007923.3
OG0000270	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG	ENSACAG00000003076.2
OG0000271	Nana15162-RA	ENSACAG00000000106.3
OG0000271	Nana36409-RA	ENSACAG00000011575.3
OG0000271	Nana09261-RA	ENSACAG00000004786.2
OG0000272	Nana23527-RA	ENSACAG00000006355.2
OG0000272	Nana23525-RA	ENSACAG00000006485.2, ENSACAG00000006327.2
OG0000273	Nana00985-RA	ENSACAG00000010161.3, ENSACAG00000008513.2
OG0000273	Nana36009-RA	ENSACAG00000004499.3
OG0000274	Nana34633-RA	ENSACAG00000010658.2
OG0000275	Nana13678-RA	ENSACAG00000011796.3
OG0000275	Nana02542-RA	ENSACAG00000001306.3
OG0000275	Nana16692-RB	ENSACAG00000008694.3
OG0000276	Nana33870-RA	ENSACAG00000006156.2
OG0000277	Nana26757-RA	ENSACAG00000011361.2
OG0000277	Nana08864-RA, Nana08864-RB	ENSACAG00000016677.3
OG0000278	Nana25910-RA	ENSACAG00000021083.3
OG0000279	Nana11030-RA	ENSACAG00000000473.2
OG0000280	Nana23628-RA	ENSACAG00000016780.3
OG0000280	Nana13941-RA	ENSACAG00000003593.2
OG0000280	Nana04357-RB, Nana04357-RA	ENSACAG00000009622.3
OG0000281	Nana21935-RA	ENSACAG00000000017.3
OG0000281	Nana23150-RA, Nana23150-RB	ENSACAG00000017960.2
OG0000282	Nana04079-RB, Nana04079-RC, Nana04079-RA	ENSACAG00000007151.2
OG0000283	Nana12124-RA, Nana12124-RB, Nana12124-RC	ENSACAG00000029227.1
OG0000285	Nana04258-RA	ENSACAG00000022410.2
OG0000286	Nana09528-RA	ENSACAG00000006092.3
OG0000291	Nana39928-RA, Nana06875-RA, Nana06811-RA, Nana37841-RA, Nana13281-RA	ENSACAG00000022354.1, ENSACAG00000025821.2, ENSACAG00000027840.1, ENSACAG00000016727.3, ENSACAG00000026748.1
OG0000292	Nana29552-RA	ENSACAG00000002448.3
OG0000292	Nana07924-RA	ENSACAG00000009850.3
OG0000293	Nana01719-RA	ENSACAG00000004653.3
OG0000293	Nana25181-RB	ENSACAG00000001083.3
OG0000294	Nana18732-RA	ENSACAG00000011337.3
OG0000294	Nana39222-RB	ENSACAG00000014408.3
OG0000295	Nana01313-RA	ENSACAG00000009359.3
OG0000295	Nana04030-RA	ENSACAG00000008113.3
OG0000295	Nana34783-RA	ENSACAG00000002065.3
OG0000296	Nana15316-RA	ENSACAG00000005840.3
OG0000297	Nana14277-RA	ENSACAG00000017155.3
OG0000297	Nana04470-RA	ENSACAG00000012730.3
OG0000299	Nana12513-RA	ENSACAG00000009410.2
OG0000299	Nana36294-RA	ENSACAG00000027024.2
OG0000300	Nana35574-RA	ENSACAG00000009295.2
OG0000301	Nana23545-RC	ENSACAG00000005552.3
OG0000301	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA	ENSACAG00000016106.3
OG0000302	Nana32411-RA	ENSACAG00000003624.3
OG0000303	Nana09584-RA	ENSACAG00000002188.3
OG0000303	Nana33998-RA	ENSACAG00000028873.1
OG0000304	Nana27334-RA	ENSACAG00000016586.3
OG0000305	Nana14316-RA	ENSACAG00000011759.2
OG0000305	Nana14317-RA	ENSACAG00000011773.3
OG0000306	Nana10545-RA	ENSACAG00000006406.3
OG0000307	Nana29521-RA	ENSACAG00000007375.3
OG0000307	Nana08341-RA	ENSACAG00000001180.3
OG0000307	Nana14296-RA	ENSACAG00000010393.3
OG0000308	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB	ENSACAG00000028697.1, ENSACAG00000017334.2, ENSACAG00000014786.3, ENSACAG00000017192.2
OG0000309	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD	ENSACAG00000025687.2, ENSACAG00000017495.3, ENSACAG00000017489.3
OG0000310	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA	ENSACAG00000005354.3, ENSACAG00000023476.2, ENSACAG00000005469.3
OG0000318	Nana24333-RA	ENSACAG00000004276.3
OG0000318	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD	ENSACAG00000006231.3
OG0000319	Nana27917-RA, Nana27914-RA	ENSACAG00000000565.2
OG0000320	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC	ENSACAG00000006415.3
OG0000320	Nana29840-RA	ENSACAG00000004691.3
OG0000320	Nana02050-RA	ENSACAG00000014041.3
OG0000321	Nana33059-RA	ENSACAG00000006308.3
OG0000321	Nana06396-RA	ENSACAG00000013229.3
OG0000322	Nana29546-RA	ENSACAG00000008972.3
OG0000322	Nana14262-RA	ENSACAG00000016764.2
OG0000322	Nana29674-RA, Nana07966-RA, Nana07966-RB	ENSACAG00000012958.2
OG0000322	Nana10583-RA	ENSACAG00000007632.3
OG0000323	Nana30376-RA	ENSACAG00000017808.2, ENSACAG00000017817.3
OG0000324	Nana31523-RA, Nana31523-RB, Nana31523-RC	ENSACAG00000014022.3
OG0000324	Nana15547-RA	ENSACAG00000010038.3
OG0000324	Nana39126-RA	ENSACAG00000009349.3
OG0000325	Nana36067-RA	ENSACAG00000011604.2
OG0000326	Nana02914-RA	ENSACAG00000013003.3
OG0000327	Nana31958-RA, Nana31957-RA	ENSACAG00000026013.2
OG0000327	Nana25080-RA	ENSACAG00000003334.2
OG0000328	Nana30428-RA	ENSACAG00000025676.1, ENSACAG00000010287.2
OG0000328	Nana30432-RA, Nana30431-RA	ENSACAG00000010290.2
OG0000328	Nana30427-RA	ENSACAG00000010285.2
OG0000329	Nana37734-RA, Nana23771-RA	ENSACAG00000014439.3
OG0000329	Nana00121-RA	ENSACAG00000012732.2
OG0000329	Nana35005-RA, Nana35005-RB	ENSACAG00000004260.3
OG0000331	Nana16409-RA	ENSACAG00000016702.1
OG0000331	Nana13337-RA	ENSACAG00000006841.3
OG0000332	Nana28189-RA	ENSACAG00000029425.1
OG0000332	Nana28187-RA	ENSACAG00000009283.3
OG0000333	Nana17554-RA	ENSACAG00000013348.3
OG0000333	Nana23569-RA	ENSACAG00000029107.1
OG0000334	Nana19999-RA	ENSACAG00000005359.2
OG0000334	Nana26170-RC, Nana26170-RB, Nana26170-RA	ENSACAG00000002316.2
OG0000335	Nana25210-RA, Nana25212-RA, Nana25214-RA	ENSACAG00000011039.3, ENSACAG00000011037.3, ENSACAG00000028389.1, ENSACAG00000029176.1
