Orthogroup	A_carolinensis.pep	N_naja.pep
OG0000127	ENSACAG00000006602.2	Nana21098-RA
OG0000127	ENSACAG00000029260.1	Nana21079-RD, Nana21079-RC, Nana39208-RA, Nana21079-RE
OG0000128	ENSACAG00000007894.2	Nana23910-RA
OG0000128	ENSACAG00000022863.1	Nana23921-RA
OG0000128	ENSACAG00000021050.2, ENSACAG00000007895.2	Nana23918-RA
OG0000128	ENSACAG00000005615.2, ENSACAG00000005623.2, ENSACAG00000005620.2, ENSACAG00000007898.2	Nana23911-RA, Nana23912-RA, Nana23913-RA, Nana23915-RA, Nana23917-RA
OG0000129	ENSACAG00000013632.3	Nana13746-RA
OG0000129	ENSACAG00000010005.3	Nana16117-RA
OG0000129	ENSACAG00000002999.3	Nana16115-RA, Nana01988-RA
OG0000129	ENSACAG00000001027.3	Nana30228-RA
OG0000129	ENSACAG00000010512.3	Nana30225-RA, Nana01987-RA
OG0000130	ENSACAG00000012428.3	Nana36269-RA, Nana33055-RA
OG0000131	ENSACAG00000000783.3	Nana10230-RC, Nana10230-RA, Nana10230-RD, Nana10230-RB
OG0000134	ENSACAG00000007411.2	Nana13327-RA
OG0000135	ENSACAG00000011411.3, ENSACAG00000026651.2, ENSACAG00000011407.3	Nana13295-RA, Nana38700-RC
OG0000135	ENSACAG00000027636.2	Nana38966-RA
OG0000136	ENSACAG00000012681.3	Nana25848-RA
OG0000136	ENSACAG00000015344.3	Nana01675-RA, Nana01675-RB
OG0000136	ENSACAG00000014143.3	Nana32194-RC, Nana32194-RA, Nana32194-RB
OG0000137	ENSACAG00000014020.3	Nana21626-RB, Nana21626-RA
OG0000137	ENSACAG00000005384.3	Nana23253-RA, Nana23253-RB
OG0000137	ENSACAG00000015877.3	Nana03410-RA, Nana03410-RB
OG0000138	ENSACAG00000011443.3	Nana21262-RA
OG0000138	ENSACAG00000005807.2	Nana08323-RA
OG0000138	ENSACAG00000028348.1	Nana03937-RA
OG0000138	ENSACAG00000013484.3	Nana03939-RA
OG0000143	ENSACAG00000000791.3	Nana28454-RA
OG0000143	ENSACAG00000008652.3, ENSACAG00000025605.2	Nana18924-RD, Nana18924-RC
OG0000143	ENSACAG00000028463.1	Nana18923-RA
OG0000143	ENSACAG00000008666.3	Nana18922-RA
OG0000143	ENSACAG00000008686.3	Nana18920-RA
OG0000144	ENSACAG00000016862.2, ENSACAG00000028535.1, ENSACAG00000017193.2	Nana38635-RA, Nana39929-RA, Nana39427-RA, Nana38231-RA, Nana39047-RA, Nana38973-RA
OG0000145	ENSACAG00000006253.3, ENSACAG00000006258.3	Nana13189-RA
OG0000145	ENSACAG00000000111.2, ENSACAG00000000113.2, ENSACAG00000000116.2	Nana13190-RA, Nana13195-RA, Nana13192-RA, Nana13193-RA
OG0000146	ENSACAG00000025507.1, ENSACAG00000007026.3	Nana23491-RA
OG0000146	ENSACAG00000006985.2, ENSACAG00000006983.2	Nana23497-RA
OG0000146	ENSACAG00000006964.3	Nana23499-RA
OG0000147	ENSACAG00000007703.3	Nana19440-RA
OG0000147	ENSACAG00000015019.3	Nana18452-RA
OG0000147	ENSACAG00000014556.3	Nana09013-RA
OG0000147	ENSACAG00000006159.3	Nana28363-RA
OG0000149	ENSACAG00000010046.3	Nana30762-RA
OG0000149	ENSACAG00000002769.3	Nana01559-RA
OG0000150	ENSACAG00000009637.3	Nana34190-RB, Nana34190-RA
OG0000150	ENSACAG00000009619.3	Nana34186-RA
OG0000150	ENSACAG00000028432.1	Nana34187-RA
OG0000151	ENSACAG00000026328.2	Nana14459-RA
OG0000151	ENSACAG00000005985.3	Nana14461-RA, Nana14465-RA, Nana14462-RA, Nana14464-RA
OG0000153	ENSACAG00000006502.3	Nana11108-RA
OG0000153	ENSACAG00000010085.3	Nana30407-RA
OG0000154	ENSACAG00000002292.3	Nana21272-RA
OG0000154	ENSACAG00000000986.3	Nana03716-RA
OG0000154	ENSACAG00000005849.3	Nana39032-RA
OG0000155	ENSACAG00000017486.3	Nana27596-RB, Nana27596-RA
OG0000155	ENSACAG00000017484.3	Nana27598-RA
OG0000155	ENSACAG00000017442.3	Nana27600-RA
OG0000156	ENSACAG00000008051.3, ENSACAG00000024500.2, ENSACAG00000008041.2	Nana04038-RA, Nana04034-RA, Nana04040-RA, Nana04043-RA, Nana04035-RA, Nana04045-RA
OG0000156	ENSACAG00000009691.3	Nana02904-RA
OG0000158	ENSACAG00000004055.3	Nana36405-RA, Nana10438-RA
OG0000158	ENSACAG00000007221.2	Nana37069-RA, Nana37069-RB
OG0000158	ENSACAG00000001184.3	Nana39299-RA
OG0000159	ENSACAG00000024242.1, ENSACAG00000002784.2	Nana35151-RA, Nana35150-RA, Nana35148-RA
OG0000160	ENSACAG00000010547.2, ENSACAG00000011986.2	Nana06954-RA
OG0000162	ENSACAG00000003199.3	Nana01233-RA
OG0000162	ENSACAG00000002512.2	Nana01232-RB
OG0000162	ENSACAG00000000755.3	Nana01383-RB, Nana01383-RC, Nana01383-RA
OG0000162	ENSACAG00000016579.3	Nana35924-RA
OG0000163	ENSACAG00000016958.3	Nana10880-RA
OG0000163	ENSACAG00000017521.2	Nana11460-RA, Nana14489-RA
OG0000164	ENSACAG00000012613.3, ENSACAG00000012486.2, ENSACAG00000012166.3	Nana02902-RA, Nana02891-RB, Nana02893-RA, Nana02894-RB, Nana02894-RA, Nana02901-RA, Nana02890-RD, Nana02890-RC, Nana02890-RB
OG0000169	ENSACAG00000016470.3	Nana16688-RB, Nana16688-RC, Nana16688-RA
OG0000169	ENSACAG00000002544.3	Nana29768-RA
OG0000169	ENSACAG00000011841.3	Nana13679-RA
OG0000171	ENSACAG00000011737.3	Nana17788-RA
OG0000171	ENSACAG00000029329.1, ENSACAG00000011323.3	Nana17787-RA
OG0000171	ENSACAG00000011740.3	Nana17789-RA
OG0000172	ENSACAG00000007544.3	Nana08296-RA, Nana14058-RA
OG0000172	ENSACAG00000013199.2	Nana27786-RA
OG0000172	ENSACAG00000005063.3	Nana10639-RA
OG0000174	ENSACAG00000011246.3	Nana10607-RB, Nana10607-RD
OG0000174	ENSACAG00000005170.3	Nana27734-RA
OG0000174	ENSACAG00000008640.3	Nana39652-RA, Nana39652-RB, Nana08485-RD, Nana08485-RC, Nana08485-RB
OG0000179	ENSACAG00000014986.3, ENSACAG00000022178.2	Nana19279-RA
OG0000179	ENSACAG00000014897.3	Nana19294-RA
OG0000179	ENSACAG00000008884.3	Nana19310-RA, Nana19307-RF, Nana19307-RC, Nana19307-RB, Nana19307-RD, Nana19307-RE, Nana19306-RA, Nana19309-RA
OG0000181	ENSACAG00000006459.3	Nana37655-RB
OG0000181	ENSACAG00000014465.3	Nana14994-RA
OG0000181	ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1	Nana29724-RA, Nana27985-RA
OG0000183	ENSACAG00000004220.3	Nana14703-RA
OG0000183	ENSACAG00000014964.3	Nana24962-RA
OG0000183	ENSACAG00000017742.3	Nana28668-RA, Nana28665-RA
OG0000184	ENSACAG00000011205.3	Nana12380-RA
OG0000184	ENSACAG00000007090.3	Nana33040-RA
OG0000184	ENSACAG00000013896.3	Nana06340-RA
OG0000185	ENSACAG00000006923.2	Nana21120-RA
OG0000185	ENSACAG00000002890.3	Nana08360-RA
OG0000185	ENSACAG00000008240.2	Nana10173-RA
OG0000186	ENSACAG00000005115.3	Nana18448-RA
OG0000186	ENSACAG00000008068.3	Nana19444-RA
OG0000186	ENSACAG00000005972.3	Nana09006-RA
OG0000187	ENSACAG00000010665.2	Nana02631-RA
OG0000187	ENSACAG00000017941.3	Nana14009-RA
OG0000187	ENSACAG00000008297.3	Nana08636-RA
OG0000188	ENSACAG00000017062.3	Nana09298-RA
OG0000188	ENSACAG00000016113.2	Nana10451-RA, Nana10448-RA, Nana10449-RA
OG0000191	ENSACAG00000028457.1, ENSACAG00000029406.1, ENSACAG00000028444.1, ENSACAG00000028376.1, ENSACAG00000028426.1, ENSACAG00000022255.1, ENSACAG00000025513.1, ENSACAG00000026560.1, ENSACAG00000022021.1, ENSACAG00000024105.1, ENSACAG00000024113.1, ENSACAG00000022004.1, ENSACAG00000025058.1, ENSACAG00000025305.1, ENSACAG00000025600.1, ENSACAG00000014397.2, ENSACAG00000022652.1, ENSACAG00000024466.1, ENSACAG00000022924.1, ENSACAG00000024537.1, ENSACAG00000000998.3, ENSACAG00000024236.1, ENSACAG00000023385.1, ENSACAG00000022650.2, ENSACAG00000026229.1, ENSACAG00000028016.1, ENSACAG00000022772.2, ENSACAG00000026440.1, ENSACAG00000014200.3, ENSACAG00000027218.1, ENSACAG00000028183.1, ENSACAG00000013790.3, ENSACAG00000025060.1, ENSACAG00000007858.2	Nana38157-RA
OG0000193	ENSACAG00000000937.2	Nana34739-RA, Nana34739-RB
OG0000193	ENSACAG00000008365.3	Nana04026-RB, Nana04026-RA
OG0000193	ENSACAG00000015112.2	Nana23748-RA
OG0000194	ENSACAG00000014920.3	Nana04300-RA
OG0000194	ENSACAG00000017404.3	Nana23580-RB, Nana23580-RA
OG0000194	ENSACAG00000003090.3	Nana13959-RA
OG0000195	ENSACAG00000010664.2	Nana38858-RA, Nana07067-RA, Nana08012-RA, Nana24593-RA, Nana06496-RA, Nana22476-RA, Nana00681-RA, Nana06948-RA, Nana22451-RA, Nana08544-RA, Nana22193-RA, Nana23416-RA, Nana15132-RA, Nana12292-RA, Nana35597-RA, Nana38009-RA, Nana39659-RA, Nana11511-RA, Nana39808-RA, Nana22419-RA, Nana39474-RA, Nana38857-RA, Nana10488-RA, Nana24469-RA, Nana00434-RA, Nana17430-RA, Nana24008-RA, Nana39397-RA, Nana15133-RA, Nana18713-RA, Nana23375-RA
OG0000196	ENSACAG00000029093.1	Nana38985-RD, Nana38985-RE, Nana38985-RB, Nana38985-RC, Nana38985-RA
OG0000197	ENSACAG00000013597.3	Nana18220-RA
OG0000197	ENSACAG00000004802.3	Nana09163-RA
OG0000197	ENSACAG00000015165.3	Nana32135-RA
OG0000198	ENSACAG00000017275.3	Nana29992-RA
OG0000198	ENSACAG00000003385.3	Nana29987-RA
OG0000198	ENSACAG00000000167.3	Nana17024-RD, Nana17024-RB
OG0000199	ENSACAG00000003402.3	Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC
OG0000199	ENSACAG00000015855.2	Nana30635-RA
OG0000199	ENSACAG00000014891.2, ENSACAG00000014885.2	Nana00152-RA
OG0000200	ENSACAG00000001281.3	Nana11623-RA
OG0000200	ENSACAG00000014863.3	Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB
OG0000201	ENSACAG00000005654.3	Nana14043-RA
OG0000201	ENSACAG00000008973.3	Nana10669-RA
OG0000201	ENSACAG00000009926.3	Nana07920-RC
OG0000202	ENSACAG00000003097.3	Nana19477-RA, Nana28348-RA
OG0000202	ENSACAG00000003052.3, ENSACAG00000005898.2	Nana19472-RA
OG0000203	ENSACAG00000009088.3	Nana12325-RA
OG0000203	ENSACAG00000008734.2	Nana10784-RA
OG0000203	ENSACAG00000010815.3	Nana14670-RA
OG0000204	ENSACAG00000017093.2	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM
OG0000211	ENSACAG00000029624.1, ENSACAG00000028409.1, ENSACAG00000028270.1, ENSACAG00000028272.1, ENSACAG00000028251.1, ENSACAG00000028608.1, ENSACAG00000028532.1, ENSACAG00000029279.1, ENSACAG00000028560.1, ENSACAG00000028638.1, ENSACAG00000029600.1, ENSACAG00000029686.1, ENSACAG00000028579.1, ENSACAG00000028523.1, ENSACAG00000029511.1, ENSACAG00000028298.1, ENSACAG00000028574.1, ENSACAG00000029361.1, ENSACAG00000029416.1, ENSACAG00000028636.1, ENSACAG00000029347.1, ENSACAG00000029025.1, ENSACAG00000029378.1, ENSACAG00000029095.1, ENSACAG00000029679.1, ENSACAG00000028286.1, ENSACAG00000028550.1, ENSACAG00000028800.1, ENSACAG00000028930.1, ENSACAG00000029301.1, ENSACAG00000029365.1, ENSACAG00000029197.1	Nana23136-RA, Nana26311-RA
OG0000212	ENSACAG00000013919.2	Nana00145-RA
OG0000212	ENSACAG00000006419.3	Nana00135-RA
OG0000213	ENSACAG00000011286.3	Nana26049-RA
OG0000213	ENSACAG00000013990.3	Nana26050-RA, Nana09216-RA, Nana26052-RA
OG0000213	ENSACAG00000014692.3	Nana09215-RA
OG0000214	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3	Nana35941-RA, Nana35936-RA
OG0000216	ENSACAG00000010881.3	Nana12893-RF, Nana12893-RE, Nana12893-RD, Nana06004-RA
OG0000217	ENSACAG00000015036.3	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA
OG0000218	ENSACAG00000004362.3	Nana19003-RA
OG0000218	ENSACAG00000001928.3	Nana28474-RA
OG0000219	ENSACAG00000024548.2	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA
OG0000220	ENSACAG00000022093.2	Nana07784-RA
OG0000220	ENSACAG00000029133.1, ENSACAG00000017289.3	Nana07713-RA, Nana07713-RB
OG0000221	ENSACAG00000009243.3	Nana02364-RA
OG0000221	ENSACAG00000000749.3	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC
OG0000222	ENSACAG00000005792.1	Nana11085-RA
OG0000222	ENSACAG00000003543.3	Nana37344-RA
OG0000222	ENSACAG00000004667.1	Nana20656-RA
OG0000223	ENSACAG00000029116.1	Nana20407-RB, Nana20407-RA
OG0000223	ENSACAG00000000969.3	Nana26323-RA
OG0000223	ENSACAG00000009557.3	Nana32618-RA, Nana32618-RB
OG0000224	ENSACAG00000001017.3	Nana39224-RA
OG0000226	ENSACAG00000013822.3	Nana18637-RA
OG0000226	ENSACAG00000009340.2	Nana18820-RA
OG0000227	ENSACAG00000014558.3	Nana35841-RA, Nana35618-RA
OG0000227	ENSACAG00000029243.1	Nana38300-RA
OG0000227	ENSACAG00000021112.2	Nana15538-RA
OG0000228	ENSACAG00000011919.3	Nana07844-RA
OG0000228	ENSACAG00000029208.1	Nana07842-RA
OG0000229	ENSACAG00000002031.3	Nana08354-RA, Nana08354-RB
OG0000229	ENSACAG00000009986.3	Nana27867-RA, Nana27867-RB, Nana27867-RC
OG0000229	ENSACAG00000009800.3	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD
OG0000230	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3	Nana14830-RA
OG0000231	ENSACAG00000027821.2	Nana22724-RA
OG0000231	ENSACAG00000013144.2	Nana22723-RA
OG0000232	ENSACAG00000009663.3, ENSACAG00000009536.3	Nana04337-RA
OG0000232	ENSACAG00000009306.2	Nana04335-RA
OG0000232	ENSACAG00000009596.3	Nana04336-RA
OG0000233	ENSACAG00000029367.1	Nana22819-RA, Nana16302-RA
OG0000235	ENSACAG00000006768.3	Nana18677-RA
OG0000235	ENSACAG00000013711.3	Nana32730-RA
OG0000235	ENSACAG00000011617.2	Nana26056-RA, Nana09225-RA
OG0000236	ENSACAG00000008728.3, ENSACAG00000015237.2	Nana04020-RA, Nana04017-RA
OG0000236	ENSACAG00000000835.3	Nana00165-RA
OG0000237	ENSACAG00000011654.3	Nana00862-RB
OG0000237	ENSACAG00000002883.3	Nana35961-RA
OG0000237	ENSACAG00000007451.3	Nana30903-RC
OG0000238	ENSACAG00000016098.3	Nana09145-RA
OG0000238	ENSACAG00000010981.2	Nana28341-RB, Nana28341-RA
OG0000238	ENSACAG00000007299.3	Nana19499-RA
OG0000239	ENSACAG00000014440.3	Nana35381-RA
OG0000239	ENSACAG00000014310.2	Nana35349-RA
OG0000239	ENSACAG00000027415.1	Nana35358-RA, Nana35357-RA
OG0000240	ENSACAG00000011382.2	Nana22799-RA
OG0000241	ENSACAG00000013328.3	Nana11741-RA
OG0000241	ENSACAG00000014241.3	Nana06412-RA, Nana06410-RA
OG0000242	ENSACAG00000012857.3	Nana03921-RA, Nana03921-RB
OG0000242	ENSACAG00000002337.2	Nana21215-RB, Nana21215-RA
OG0000242	ENSACAG00000008069.3	Nana10104-RA
OG0000243	ENSACAG00000016810.2	Nana10898-RA
OG0000244	ENSACAG00000012632.2	Nana25243-RA
OG0000244	ENSACAG00000023762.2	Nana25241-RA
OG0000244	ENSACAG00000012628.3	Nana25242-RA
OG0000248	ENSACAG00000005606.2	Nana27998-RA, Nana27998-RC, Nana27998-RB
OG0000248	ENSACAG00000009326.3	Nana19163-RA
OG0000249	ENSACAG00000005958.3	Nana30900-RA, Nana30900-RB
OG0000249	ENSACAG00000013325.3	Nana05665-RA
OG0000249	ENSACAG00000005736.3	Nana01260-RA
OG0000250	ENSACAG00000029234.1	Nana22706-RA
OG0000250	ENSACAG00000000374.3	Nana31013-RE
OG0000250	ENSACAG00000006717.3	Nana22704-RA
OG0000251	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA
OG0000252	ENSACAG00000010782.3	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	ENSACAG00000007902.3	Nana02349-RA
OG0000253	ENSACAG00000011853.3	Nana29904-RA
OG0000253	ENSACAG00000004005.3	Nana17092-RA
OG0000254	ENSACAG00000005650.3	Nana18269-RA
OG0000254	ENSACAG00000014362.3	Nana32712-RA
OG0000255	ENSACAG00000014919.3	Nana23756-RA, Nana38961-RA
OG0000255	ENSACAG00000017436.3	Nana11387-RA, Nana11387-RB
OG0000256	ENSACAG00000016680.2	Nana21478-RA
OG0000256	ENSACAG00000015778.2	Nana09918-RA
OG0000256	ENSACAG00000006418.2	Nana03711-RA
OG0000257	ENSACAG00000002977.3	Nana25143-RA, Nana25143-RB
OG0000257	ENSACAG00000003864.3	Nana08771-RA, Nana08770-RA
OG0000257	ENSACAG00000005459.3	Nana18134-RA
OG0000258	ENSACAG00000013535.3	Nana14360-RA
OG0000258	ENSACAG00000007804.2	Nana14362-RA
OG0000258	ENSACAG00000004644.3	Nana11548-RA, Nana11548-RB
OG0000259	ENSACAG00000027925.2, ENSACAG00000012001.3	Nana27545-RA
OG0000260	ENSACAG00000015954.3	Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	ENSACAG00000029220.1	Nana30565-RA
OG0000262	ENSACAG00000004431.3	Nana30529-RA, Nana30529-RB
OG0000262	ENSACAG00000029510.1, ENSACAG00000028902.1	Nana30563-RA
OG0000262	ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2	Nana30524-RA
OG0000262	ENSACAG00000029666.1	Nana29562-RA
OG0000263	ENSACAG00000011972.3	Nana00869-RA
OG0000263	ENSACAG00000003147.3	Nana30949-RB, Nana30949-RA
OG0000263	ENSACAG00000007494.3	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC
OG0000264	ENSACAG00000002138.3, ENSACAG00000024253.1	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA
OG0000265	ENSACAG00000011706.2	Nana33278-RA
OG0000265	ENSACAG00000012837.3	Nana11640-RA
OG0000265	ENSACAG00000014324.3	Nana06155-RB
OG0000267	ENSACAG00000011281.3, ENSACAG00000000884.3	Nana10107-RA
OG0000267	ENSACAG00000013876.3	Nana22007-RB, Nana22007-RA
OG0000267	ENSACAG00000014632.3	Nana03512-RA
OG0000267	ENSACAG00000006200.3	Nana03511-RA
OG0000269	ENSACAG00000007923.3	Nana37082-RA
OG0000270	ENSACAG00000003076.2	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000271	ENSACAG00000000106.3	Nana15162-RA
OG0000271	ENSACAG00000011575.3	Nana36409-RA
OG0000271	ENSACAG00000004786.2	Nana09261-RA
OG0000272	ENSACAG00000006355.2	Nana23527-RA
OG0000272	ENSACAG00000006485.2, ENSACAG00000006327.2	Nana23525-RA
OG0000273	ENSACAG00000010161.3, ENSACAG00000008513.2	Nana00985-RA
OG0000273	ENSACAG00000004499.3	Nana36009-RA
OG0000274	ENSACAG00000010658.2	Nana34633-RA
OG0000275	ENSACAG00000011796.3	Nana13678-RA
OG0000275	ENSACAG00000001306.3	Nana02542-RA
OG0000275	ENSACAG00000008694.3	Nana16692-RB
OG0000276	ENSACAG00000006156.2	Nana33870-RA
OG0000277	ENSACAG00000011361.2	Nana26757-RA
OG0000277	ENSACAG00000016677.3	Nana08864-RA, Nana08864-RB
OG0000278	ENSACAG00000021083.3	Nana25910-RA
OG0000279	ENSACAG00000000473.2	Nana11030-RA
OG0000280	ENSACAG00000016780.3	Nana23628-RA
OG0000280	ENSACAG00000003593.2	Nana13941-RA
OG0000280	ENSACAG00000009622.3	Nana04357-RB, Nana04357-RA
OG0000281	ENSACAG00000000017.3	Nana21935-RA
OG0000281	ENSACAG00000017960.2	Nana23150-RA, Nana23150-RB
OG0000282	ENSACAG00000007151.2	Nana04079-RB, Nana04079-RC, Nana04079-RA
OG0000283	ENSACAG00000029227.1	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000285	ENSACAG00000022410.2	Nana04258-RA
OG0000286	ENSACAG00000006092.3	Nana09528-RA
OG0000291	ENSACAG00000022354.1, ENSACAG00000025821.2, ENSACAG00000027840.1, ENSACAG00000016727.3, ENSACAG00000026748.1	Nana39928-RA, Nana06875-RA, Nana06811-RA, Nana37841-RA, Nana13281-RA
OG0000292	ENSACAG00000002448.3	Nana29552-RA
OG0000292	ENSACAG00000009850.3	Nana07924-RA
OG0000293	ENSACAG00000004653.3	Nana01719-RA
OG0000293	ENSACAG00000001083.3	Nana25181-RB
OG0000294	ENSACAG00000011337.3	Nana18732-RA
OG0000294	ENSACAG00000014408.3	Nana39222-RB
OG0000295	ENSACAG00000009359.3	Nana01313-RA
OG0000295	ENSACAG00000008113.3	Nana04030-RA
OG0000295	ENSACAG00000002065.3	Nana34783-RA
OG0000296	ENSACAG00000005840.3	Nana15316-RA
OG0000297	ENSACAG00000017155.3	Nana14277-RA
OG0000297	ENSACAG00000012730.3	Nana04470-RA
OG0000299	ENSACAG00000009410.2	Nana12513-RA
OG0000299	ENSACAG00000027024.2	Nana36294-RA
OG0000300	ENSACAG00000009295.2	Nana35574-RA
OG0000301	ENSACAG00000005552.3	Nana23545-RC
OG0000301	ENSACAG00000016106.3	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	ENSACAG00000003624.3	Nana32411-RA
OG0000303	ENSACAG00000002188.3	Nana09584-RA
OG0000303	ENSACAG00000028873.1	Nana33998-RA
OG0000304	ENSACAG00000016586.3	Nana27334-RA
OG0000305	ENSACAG00000011759.2	Nana14316-RA
OG0000305	ENSACAG00000011773.3	Nana14317-RA
OG0000306	ENSACAG00000006406.3	Nana10545-RA
OG0000307	ENSACAG00000007375.3	Nana29521-RA
OG0000307	ENSACAG00000001180.3	Nana08341-RA
OG0000307	ENSACAG00000010393.3	Nana14296-RA
OG0000308	ENSACAG00000028697.1, ENSACAG00000017334.2, ENSACAG00000014786.3, ENSACAG00000017192.2	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	ENSACAG00000025687.2, ENSACAG00000017495.3, ENSACAG00000017489.3	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD
OG0000310	ENSACAG00000005354.3, ENSACAG00000023476.2, ENSACAG00000005469.3	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA
OG0000318	ENSACAG00000004276.3	Nana24333-RA
OG0000318	ENSACAG00000006231.3	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	ENSACAG00000000565.2	Nana27917-RA, Nana27914-RA
OG0000320	ENSACAG00000006415.3	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	ENSACAG00000004691.3	Nana29840-RA
OG0000320	ENSACAG00000014041.3	Nana02050-RA
OG0000321	ENSACAG00000006308.3	Nana33059-RA
OG0000321	ENSACAG00000013229.3	Nana06396-RA
OG0000322	ENSACAG00000008972.3	Nana29546-RA
OG0000322	ENSACAG00000016764.2	Nana14262-RA
OG0000322	ENSACAG00000012958.2	Nana29674-RA, Nana07966-RA, Nana07966-RB
OG0000322	ENSACAG00000007632.3	Nana10583-RA
OG0000323	ENSACAG00000017808.2, ENSACAG00000017817.3	Nana30376-RA
OG0000324	ENSACAG00000014022.3	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	ENSACAG00000010038.3	Nana15547-RA
OG0000324	ENSACAG00000009349.3	Nana39126-RA
OG0000325	ENSACAG00000011604.2	Nana36067-RA
OG0000326	ENSACAG00000013003.3	Nana02914-RA
OG0000327	ENSACAG00000026013.2	Nana31958-RA, Nana31957-RA
OG0000327	ENSACAG00000003334.2	Nana25080-RA
OG0000328	ENSACAG00000025676.1, ENSACAG00000010287.2	Nana30428-RA
OG0000328	ENSACAG00000010290.2	Nana30432-RA, Nana30431-RA
OG0000328	ENSACAG00000010285.2	Nana30427-RA
OG0000329	ENSACAG00000014439.3	Nana37734-RA, Nana23771-RA
OG0000329	ENSACAG00000012732.2	Nana00121-RA
OG0000329	ENSACAG00000004260.3	Nana35005-RA, Nana35005-RB
OG0000331	ENSACAG00000016702.1	Nana16409-RA
OG0000331	ENSACAG00000006841.3	Nana13337-RA
OG0000332	ENSACAG00000029425.1	Nana28189-RA
OG0000332	ENSACAG00000009283.3	Nana28187-RA
OG0000333	ENSACAG00000013348.3	Nana17554-RA
OG0000333	ENSACAG00000029107.1	Nana23569-RA
OG0000334	ENSACAG00000005359.2	Nana19999-RA
OG0000334	ENSACAG00000002316.2	Nana26170-RC, Nana26170-RB, Nana26170-RA
OG0000335	ENSACAG00000011039.3, ENSACAG00000011037.3, ENSACAG00000028389.1, ENSACAG00000029176.1	Nana25210-RA, Nana25212-RA, Nana25214-RA
