Orthogroup	A_carolinensis.pep	M_musculus.pep
OG0000098	ENSACAG00000027109.1, ENSACAG00000005423.2, ENSACAG00000001206.2, ENSACAG00000026136.1, ENSACAG00000023852.1, ENSACAG00000027875.1, ENSACAG00000028040.1, ENSACAG00000026203.1, ENSACAG00000023848.1, ENSACAG00000023173.1, ENSACAG00000027590.1, ENSACAG00000025381.1, ENSACAG00000024362.1, ENSACAG00000029241.1, ENSACAG00000028894.1, ENSACAG00000029454.1, ENSACAG00000025137.1, ENSACAG00000023834.2, ENSACAG00000024750.1, ENSACAG00000022637.1, ENSACAG00000027535.1, ENSACAG00000022668.1, ENSACAG00000025004.1, ENSACAG00000027418.1, ENSACAG00000025751.1, ENSACAG00000026734.1, ENSACAG00000024498.1, ENSACAG00000026091.1, ENSACAG00000023214.1, ENSACAG00000024773.1, ENSACAG00000023485.1, ENSACAG00000026110.1, ENSACAG00000024307.1, ENSACAG00000023888.1, ENSACAG00000024980.1, ENSACAG00000028585.1, ENSACAG00000023336.1, ENSACAG00000027111.1, ENSACAG00000023091.1, ENSACAG00000022708.1, ENSACAG00000028099.1, ENSACAG00000022428.1, ENSACAG00000026661.1, ENSACAG00000026449.1, ENSACAG00000028023.1	ENSMUSG00000092035.8
OG0000099	ENSACAG00000005061.3	ENSMUSG00000026235.14
OG0000099	ENSACAG00000003318.3	ENSMUSG00000028289.12
OG0000099	ENSACAG00000000872.2	ENSMUSG00000052504.7
OG0000099	ENSACAG00000014526.3	ENSMUSG00000028661.8
OG0000099	ENSACAG00000012709.3	ENSMUSG00000029245.16
OG0000100	ENSACAG00000011428.3	ENSMUSG00000014725.16, ENSMUSG00000022057.8
OG0000101	ENSACAG00000007876.3	ENSMUSG00000090841.2
OG0000101	ENSACAG00000022592.2	ENSMUSG00000039824.4
OG0000101	ENSACAG00000010643.3	ENSMUSG00000061816.15
OG0000101	ENSACAG00000017407.2	ENSMUSG00000061086.12
OG0000101	ENSACAG00000005125.3	ENSMUSG00000059741.13
OG0000102	ENSACAG00000000061.3	ENSMUSG00000030851.15, ENSMUSG00000101959.1, ENSMUSG00000063229.15
OG0000102	ENSACAG00000017089.3	ENSMUSG00000030246.11
OG0000106	ENSACAG00000007169.3	ENSMUSG00000046434.16
OG0000106	ENSACAG00000012234.3	ENSMUSG00000059005.13
OG0000108	ENSACAG00000000874.3, ENSACAG00000017475.3	ENSMUSG00000075551.4, ENSMUSG00000075552.4, ENSMUSG00000054417.5, ENSMUSG00000038656.5, ENSMUSG00000056035.8, ENSMUSG00000070419.11, ENSMUSG00000061292.10, ENSMUSG00000029630.15, ENSMUSG00000029727.7
OG0000109	ENSACAG00000020942.2	ENSMUSG00000046380.3
OG0000110	ENSACAG00000017328.3, ENSACAG00000015074.3	ENSMUSG00000066392.12
OG0000110	ENSACAG00000001550.3	ENSMUSG00000024109.18
OG0000111	ENSACAG00000012255.3	ENSMUSG00000058013.11
OG0000111	ENSACAG00000001660.3	ENSMUSG00000034219.15, ENSMUSG00000019917.10
OG0000111	ENSACAG00000012880.3	ENSMUSG00000018398.18
OG0000111	ENSACAG00000011892.3	ENSMUSG00000050379.15
OG0000112	ENSACAG00000029696.1, ENSACAG00000009562.3, ENSACAG00000009384.3	ENSMUSG00000035780.2, ENSMUSG00000054630.7, ENSMUSG00000061906.5, ENSMUSG00000057425.3, ENSMUSG00000070704.10, ENSMUSG00000035811.10, ENSMUSG00000035836.2, ENSMUSG00000029260.15, ENSMUSG00000107180.1, ENSMUSG00000029268.14, ENSMUSG00000106677.1
OG0000113	ENSACAG00000021110.2, ENSACAG00000001664.3, ENSACAG00000009032.3, ENSACAG00000008898.2	ENSMUSG00000025934.15, ENSMUSG00000074179.11, ENSMUSG00000057933.10, ENSMUSG00000111709.1, ENSMUSG00000074183.3
OG0000115	ENSACAG00000029538.1, ENSACAG00000004949.3, ENSACAG00000005188.3, ENSACAG00000025047.1, ENSACAG00000005203.3, ENSACAG00000005465.2	ENSMUSG00000020891.11, ENSMUSG00000020892.10, ENSMUSG00000032807.5
OG0000115	ENSACAG00000013726.3	ENSMUSG00000025701.12
OG0000116	ENSACAG00000026769.2, ENSACAG00000017879.3	ENSMUSG00000053654.7, ENSMUSG00000053797.10, ENSMUSG00000045545.8, ENSMUSG00000035557.9
OG0000116	ENSACAG00000028720.1	ENSMUSG00000019761.10, ENSMUSG00000044041.4, ENSMUSG00000054146.8
OG0000116	ENSACAG00000017868.3	ENSMUSG00000020911.14
OG0000118	ENSACAG00000027865.2, ENSACAG00000027084.2, ENSACAG00000006864.2, ENSACAG00000027740.2, ENSACAG00000004461.2, ENSACAG00000005249.2, ENSACAG00000022806.2	ENSMUSG00000062028.8
OG0000119	ENSACAG00000017852.2	ENSMUSG00000037242.8
OG0000119	ENSACAG00000017312.2	ENSMUSG00000007041.9
OG0000119	ENSACAG00000013030.3	ENSMUSG00000023959.10
OG0000120	ENSACAG00000026425.1, ENSACAG00000004423.2	ENSMUSG00000049539.3
OG0000120	ENSACAG00000024289.1	ENSMUSG00000036211.4
OG0000121	ENSACAG00000012366.2, ENSACAG00000023024.1, ENSACAG00000024968.1, ENSACAG00000023556.1, ENSACAG00000024949.1, ENSACAG00000026692.1, ENSACAG00000028163.1, ENSACAG00000022026.1, ENSACAG00000025849.1, ENSACAG00000024960.1	ENSMUSG00000102222.1, ENSMUSG00000102440.1, ENSMUSG00000103897.1, ENSMUSG00000102428.1, ENSMUSG00000102742.1, ENSMUSG00000104346.1, ENSMUSG00000103332.1, ENSMUSG00000103144.1, ENSMUSG00000103567.1, ENSMUSG00000103677.1, ENSMUSG00000103472.1, ENSMUSG00000103793.1
OG0000126	ENSACAG00000002262.3	ENSMUSG00000008305.18
OG0000126	ENSACAG00000002789.2	ENSMUSG00000024642.17
OG0000126	ENSACAG00000014467.3	ENSMUSG00000032280.16
OG0000127	ENSACAG00000006602.2	ENSMUSG00000025821.9
OG0000127	ENSACAG00000027554.2, ENSACAG00000017661.3	ENSMUSG00000062519.13, ENSMUSG00000057691.8
OG0000128	ENSACAG00000007894.2, ENSACAG00000022863.1	ENSMUSG00000021876.15, ENSMUSG00000035896.5
OG0000128	ENSACAG00000025388.1, ENSACAG00000021050.2, ENSACAG00000007895.2, ENSACAG00000005615.2, ENSACAG00000005623.2, ENSACAG00000005620.2, ENSACAG00000007898.2	ENSMUSG00000060615.5, ENSMUSG00000047894.2, ENSMUSG00000072598.3, ENSMUSG00000053961.7, ENSMUSG00000072115.11
OG0000129	ENSACAG00000013632.3	ENSMUSG00000053141.16
OG0000129	ENSACAG00000010005.3	ENSMUSG00000033278.10
OG0000129	ENSACAG00000001027.3	ENSMUSG00000028909.17
OG0000129	ENSACAG00000010512.3	ENSMUSG00000019889.10
OG0000130	ENSACAG00000012428.3	ENSMUSG00000028137.9, ENSMUSG00000032297.11
OG0000131	ENSACAG00000004607.2	ENSMUSG00000001120.15
OG0000131	ENSACAG00000000783.3	ENSMUSG00000056851.14, ENSMUSG00000051695.6
OG0000135	ENSACAG00000011411.3, ENSACAG00000026651.2, ENSACAG00000011407.3, ENSACAG00000027636.2	ENSMUSG00000074677.11, ENSMUSG00000106923.3, ENSMUSG00000095028.6, ENSMUSG00000095788.6, ENSMUSG00000037902.18, ENSMUSG00000078780.7, ENSMUSG00000107166.3, ENSMUSG00000078783.1
OG0000136	ENSACAG00000012681.3	ENSMUSG00000031309.15
OG0000136	ENSACAG00000015344.3	ENSMUSG00000023809.10
OG0000136	ENSACAG00000014143.3	ENSMUSG00000025665.16, ENSMUSG00000116203.1
OG0000137	ENSACAG00000014020.3	ENSMUSG00000019577.6
OG0000137	ENSACAG00000005384.3	ENSMUSG00000038967.13
OG0000137	ENSACAG00000007063.3	ENSMUSG00000035232.8
OG0000137	ENSACAG00000015877.3	ENSMUSG00000006494.11
OG0000138	ENSACAG00000011443.3	ENSMUSG00000029131.14
OG0000138	ENSACAG00000005807.2	ENSMUSG00000048206.6
OG0000138	ENSACAG00000013484.3	ENSMUSG00000026203.16
OG0000143	ENSACAG00000000791.3	ENSMUSG00000039661.14
OG0000143	ENSACAG00000028463.1, ENSACAG00000008666.3	ENSMUSG00000021768.15
OG0000143	ENSACAG00000008686.3	ENSMUSG00000063821.6
OG0000144	ENSACAG00000016862.2, ENSACAG00000028535.1, ENSACAG00000017193.2	ENSMUSG00000047867.11, ENSMUSG00000090019.5
OG0000145	ENSACAG00000024008.2	ENSMUSG00000074596.3
OG0000146	ENSACAG00000025507.1, ENSACAG00000007026.3	ENSMUSG00000048992.9, ENSMUSG00000024124.10, ENSMUSG00000049620.9, ENSMUSG00000050762.5
OG0000147	ENSACAG00000007703.3	ENSMUSG00000111393.1, ENSMUSG00000025478.15
OG0000147	ENSACAG00000015019.3	ENSMUSG00000029121.16
OG0000147	ENSACAG00000014556.3	ENSMUSG00000024501.20
OG0000147	ENSACAG00000006159.3	ENSMUSG00000022048.8
OG0000149	ENSACAG00000010046.3	ENSMUSG00000054808.15
OG0000149	ENSACAG00000002769.3	ENSMUSG00000052374.16
OG0000149	ENSACAG00000008455.3	ENSMUSG00000006457.4
OG0000149	ENSACAG00000005395.3	ENSMUSG00000015143.15
OG0000150	ENSACAG00000009619.3	ENSMUSG00000030972.6
OG0000150	ENSACAG00000024291.2, ENSACAG00000028432.1	ENSMUSG00000030945.17, ENSMUSG00000033533.14
OG0000151	ENSACAG00000005985.3	ENSMUSG00000083138.3, ENSMUSG00000028715.2, ENSMUSG00000084346.4, ENSMUSG00000078597.2, ENSMUSG00000066071.6, ENSMUSG00000066072.13, ENSMUSG00000063929.6, ENSMUSG00000028712.12
OG0000151	ENSACAG00000006620.2, ENSACAG00000006613.3, ENSACAG00000006623.3, ENSACAG00000006667.2	ENSMUSG00000028713.17
OG0000152	ENSACAG00000029195.1, ENSACAG00000014592.3, ENSACAG00000014531.3, ENSACAG00000003630.3, ENSACAG00000011442.3, ENSACAG00000013536.2, ENSACAG00000027231.1, ENSACAG00000023926.2, ENSACAG00000022573.2, ENSACAG00000010182.3	ENSMUSG00000025197.9, ENSMUSG00000025004.16, ENSMUSG00000074882.3, ENSMUSG00000092008.2, ENSMUSG00000062624.5, ENSMUSG00000042248.4, ENSMUSG00000054827.12, ENSMUSG00000067225.2, ENSMUSG00000025003.6, ENSMUSG00000032808.2, ENSMUSG00000003053.17, ENSMUSG00000067229.3, ENSMUSG00000067231.4, ENSMUSG00000025002.5, ENSMUSG00000060613.10
OG0000153	ENSACAG00000006502.3	ENSMUSG00000110469.1, ENSMUSG00000057666.18, ENSMUSG00000097148.2, ENSMUSG00000099294.1
OG0000153	ENSACAG00000010085.3	ENSMUSG00000061099.12
OG0000154	ENSACAG00000002292.3	ENSMUSG00000011171.11
OG0000154	ENSACAG00000000986.3	ENSMUSG00000026387.15
OG0000154	ENSACAG00000006506.3	ENSMUSG00000032528.5
OG0000154	ENSACAG00000006375.3, ENSACAG00000005849.3	ENSMUSG00000004654.6
OG0000155	ENSACAG00000017486.3	ENSMUSG00000030236.10
OG0000155	ENSACAG00000017484.3, ENSACAG00000017442.3	ENSMUSG00000030237.14, ENSMUSG00000084927.1, ENSMUSG00000079262.3, ENSMUSG00000063975.13, ENSMUSG00000041698.11, ENSMUSG00000079263.8
OG0000155	ENSACAG00000017487.3	ENSMUSG00000030235.17
OG0000156	ENSACAG00000009691.3	ENSMUSG00000091043.2
OG0000158	ENSACAG00000004055.3	ENSMUSG00000004098.7
OG0000158	ENSACAG00000007221.2	ENSMUSG00000026837.16
OG0000158	ENSACAG00000002318.3, ENSACAG00000001184.3	ENSMUSG00000027966.20
OG0000159	ENSACAG00000024242.1, ENSACAG00000002784.2	ENSMUSG00000105906.1, ENSMUSG00000106039.1, ENSMUSG00000075370.12, ENSMUSG00000105547.1, ENSMUSG00000076937.3
OG0000160	ENSACAG00000010547.2, ENSACAG00000011986.2	ENSMUSG00000036322.11, ENSMUSG00000024334.9
OG0000161	ENSACAG00000010510.3, ENSACAG00000022228.2	ENSMUSG00000030468.12, ENSMUSG00000039013.16, ENSMUSG00000030474.9, ENSMUSG00000004609.11, ENSMUSG00000051504.18
OG0000162	ENSACAG00000003199.3	ENSMUSG00000026509.15
OG0000162	ENSACAG00000002512.2	ENSMUSG00000038599.14
OG0000162	ENSACAG00000000755.3	ENSMUSG00000058626.16
OG0000162	ENSACAG00000016579.3	ENSMUSG00000024942.17
OG0000163	ENSACAG00000004527.3	ENSMUSG00000028546.17
OG0000163	ENSACAG00000016958.3	ENSMUSG00000003410.8
OG0000163	ENSACAG00000017521.2	ENSMUSG00000008489.18
OG0000169	ENSACAG00000016470.3	ENSMUSG00000022283.15
OG0000169	ENSACAG00000002544.3	ENSMUSG00000011257.19
OG0000169	ENSACAG00000011841.3	ENSMUSG00000054582.4
OG0000170	ENSACAG00000023684.1, ENSACAG00000002912.2, ENSACAG00000028460.1, ENSACAG00000029617.1	ENSMUSG00000076672.7, ENSMUSG00000093838.1, ENSMUSG00000076674.2, ENSMUSG00000103939.1, ENSMUSG00000076670.4, ENSMUSG00000094029.2, ENSMUSG00000076676.2
OG0000171	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3, ENSACAG00000011740.3	ENSMUSG00000074207.10, ENSMUSG00000055301.8
OG0000172	ENSACAG00000007544.3	ENSMUSG00000030084.11
OG0000172	ENSACAG00000029612.1	ENSMUSG00000026640.12
OG0000172	ENSACAG00000013199.2	ENSMUSG00000029765.12
OG0000172	ENSACAG00000005063.3	ENSMUSG00000031398.13
OG0000173	ENSACAG00000009511.3	ENSMUSG00000037386.16
OG0000174	ENSACAG00000011246.3	ENSMUSG00000025271.13
OG0000174	ENSACAG00000005170.3	ENSMUSG00000026773.19
OG0000174	ENSACAG00000008640.3	ENSMUSG00000025648.18
OG0000179	ENSACAG00000014986.3, ENSACAG00000022178.2	ENSMUSG00000024771.7, ENSMUSG00000024768.5
OG0000179	ENSACAG00000014897.3	ENSMUSG00000056078.6
OG0000179	ENSACAG00000008884.3	ENSMUSG00000024781.16
OG0000180	ENSACAG00000024570.1, ENSACAG00000010991.2, ENSACAG00000024396.1, ENSACAG00000027815.1	ENSMUSG00000050772.2, ENSMUSG00000044487.2, ENSMUSG00000070857.4, ENSMUSG00000070856.5, ENSMUSG00000047594.4, ENSMUSG00000043274.4, ENSMUSG00000070855.8, ENSMUSG00000083706.3, ENSMUSG00000089732.5, ENSMUSG00000070852.2, ENSMUSG00000081234.3, ENSMUSG00000068814.2, ENSMUSG00000061875.2, ENSMUSG00000070853.5, ENSMUSG00000059205.5, ENSMUSG00000062272.4, ENSMUSG00000058194.3
OG0000181	ENSACAG00000006459.3, ENSACAG00000021039.3, ENSACAG00000014465.3, ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1, ENSACAG00000002416.2, ENSACAG00000025527.1, ENSACAG00000002410.2	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1, ENSMUSG00000078507.1
OG0000182	ENSACAG00000028427.1	ENSMUSG00000076471.3, ENSMUSG00000076473.3, ENSMUSG00000076472.2, ENSMUSG00000076478.7
OG0000183	ENSACAG00000004220.3	ENSMUSG00000040037.13
OG0000183	ENSACAG00000014964.3	ENSMUSG00000061080.11
OG0000183	ENSACAG00000017754.3	ENSMUSG00000062257.13
OG0000183	ENSACAG00000017742.3	ENSMUSG00000059974.10
OG0000184	ENSACAG00000011205.3	ENSMUSG00000021730.8
OG0000184	ENSACAG00000007090.3	ENSMUSG00000032338.9
OG0000184	ENSACAG00000013896.3	ENSMUSG00000020331.9
OG0000185	ENSACAG00000006923.2	ENSMUSG00000048076.14
OG0000185	ENSACAG00000002890.3	ENSMUSG00000115861.1, ENSMUSG00000021877.12
OG0000185	ENSACAG00000008240.2	ENSMUSG00000051853.10
OG0000186	ENSACAG00000005115.3	ENSMUSG00000029120.10
OG0000186	ENSACAG00000014256.3	ENSMUSG00000024500.20
OG0000186	ENSACAG00000008068.3	ENSMUSG00000041769.13
OG0000186	ENSACAG00000005972.3	ENSMUSG00000022052.9
OG0000187	ENSACAG00000010665.2	ENSMUSG00000054364.5
OG0000187	ENSACAG00000005247.3	ENSMUSG00000036463.8
OG0000187	ENSACAG00000017941.3	ENSMUSG00000002233.13
OG0000187	ENSACAG00000008297.3	ENSMUSG00000007815.13
OG0000188	ENSACAG00000016113.2	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15
OG0000193	ENSACAG00000000937.2	ENSMUSG00000004530.12
OG0000193	ENSACAG00000008365.3	ENSMUSG00000024835.15, ENSMUSG00000097771.8
OG0000193	ENSACAG00000012143.2	ENSMUSG00000020836.15
OG0000193	ENSACAG00000015112.2	ENSMUSG00000030707.15
OG0000194	ENSACAG00000014920.3	ENSMUSG00000025499.18
OG0000194	ENSACAG00000016948.3	ENSMUSG00000030265.14
OG0000194	ENSACAG00000003090.3	ENSMUSG00000027852.14
OG0000196	ENSACAG00000029093.1	ENSMUSG00000060373.15
OG0000197	ENSACAG00000013597.3	ENSMUSG00000031561.16
OG0000197	ENSACAG00000004802.3	ENSMUSG00000049336.16
OG0000197	ENSACAG00000015165.3	ENSMUSG00000016150.15
OG0000198	ENSACAG00000017275.3	ENSMUSG00000042500.11
OG0000198	ENSACAG00000003385.3	ENSMUSG00000028842.15
OG0000198	ENSACAG00000000167.3	ENSMUSG00000036698.11
OG0000198	ENSACAG00000029174.1	ENSMUSG00000041530.16
OG0000199	ENSACAG00000003402.3	ENSMUSG00000033161.10
OG0000199	ENSACAG00000015855.2	ENSMUSG00000040907.15
OG0000199	ENSACAG00000014891.2, ENSACAG00000014885.2	ENSMUSG00000007107.6
OG0000200	ENSACAG00000001281.3	ENSMUSG00000024867.14
OG0000200	ENSACAG00000014863.3	ENSMUSG00000028126.16
OG0000201	ENSACAG00000005654.3	ENSMUSG00000016179.11
OG0000201	ENSACAG00000008973.3	ENSMUSG00000002012.13
OG0000201	ENSACAG00000008979.3	ENSMUSG00000039145.16
OG0000201	ENSACAG00000009926.3	ENSMUSG00000030272.15
OG0000202	ENSACAG00000003052.3, ENSACAG00000005898.2	ENSMUSG00000053552.14
OG0000202	ENSACAG00000008590.3	ENSMUSG00000010476.14
OG0000203	ENSACAG00000009088.3	ENSMUSG00000021699.17
OG0000203	ENSACAG00000008734.2	ENSMUSG00000032177.17
OG0000203	ENSACAG00000010815.3	ENSMUSG00000028525.16
OG0000204	ENSACAG00000017093.2	ENSMUSG00000048732.5
OG0000212	ENSACAG00000013919.2	ENSMUSG00000005952.15
OG0000212	ENSACAG00000006419.3	ENSMUSG00000018507.16
OG0000213	ENSACAG00000011286.3	ENSMUSG00000055026.13
OG0000213	ENSACAG00000013990.3	ENSMUSG00000031340.8
OG0000213	ENSACAG00000007024.3	ENSMUSG00000001260.10
OG0000213	ENSACAG00000014692.3	ENSMUSG00000020436.17
OG0000214	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5
OG0000216	ENSACAG00000010881.3	ENSMUSG00000058126.7, ENSMUSG00000031799.10
OG0000217	ENSACAG00000015036.3	ENSMUSG00000024617.16
OG0000217	ENSACAG00000011476.3	ENSMUSG00000053819.16
OG0000217	ENSACAG00000012012.3	ENSMUSG00000057897.14
OG0000217	ENSACAG00000009061.3	ENSMUSG00000021820.18
OG0000218	ENSACAG00000004362.3	ENSMUSG00000021868.7
OG0000218	ENSACAG00000001928.3	ENSMUSG00000071866.12
OG0000219	ENSACAG00000024548.2	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7
OG0000220	ENSACAG00000022093.2	ENSMUSG00000038838.15
OG0000220	ENSACAG00000029133.1, ENSACAG00000017289.3	ENSMUSG00000007029.16
OG0000221	ENSACAG00000009243.3	ENSMUSG00000117310.2, ENSMUSG00000026064.16
OG0000221	ENSACAG00000011807.3	ENSMUSG00000028788.14
OG0000221	ENSACAG00000000749.3	ENSMUSG00000059895.13
OG0000222	ENSACAG00000005792.1	ENSMUSG00000023439.11
OG0000222	ENSACAG00000004667.1	ENSMUSG00000027669.14
OG0000223	ENSACAG00000029116.1	ENSMUSG00000027763.13
OG0000223	ENSACAG00000000969.3	ENSMUSG00000022139.17
OG0000223	ENSACAG00000009557.3	ENSMUSG00000036109.17
OG0000224	ENSACAG00000001017.3	ENSMUSG00000018554.13
OG0000225	ENSACAG00000004368.2	ENSMUSG00000019927.6
OG0000225	ENSACAG00000002183.3	ENSMUSG00000091896.8
OG0000226	ENSACAG00000012117.3	ENSMUSG00000027971.16
OG0000226	ENSACAG00000013822.3	ENSMUSG00000027977.15
OG0000226	ENSACAG00000009340.2	ENSMUSG00000039308.6
OG0000227	ENSACAG00000014558.3	ENSMUSG00000024846.6
OG0000227	ENSACAG00000021112.2	ENSMUSG00000033156.9, ENSMUSG00000027447.6
OG0000228	ENSACAG00000007442.3	ENSMUSG00000021326.13
OG0000228	ENSACAG00000011919.3	ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16
OG0000229	ENSACAG00000002031.3	ENSMUSG00000025278.9
OG0000229	ENSACAG00000009986.3	ENSMUSG00000068699.12
OG0000229	ENSACAG00000009800.3	ENSMUSG00000031328.16
OG0000230	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9, ENSMUSG00000028255.6, ENSMUSG00000068547.7, ENSMUSG00000074195.3
OG0000231	ENSACAG00000027821.2	ENSMUSG00000054537.8
OG0000231	ENSACAG00000013144.2	ENSMUSG00000061184.8
OG0000232	ENSACAG00000009596.3	ENSMUSG00000037974.16
OG0000233	ENSACAG00000029367.1	ENSMUSG00000085925.3, ENSMUSG00000098639.3
OG0000235	ENSACAG00000015134.3	ENSMUSG00000007653.12
OG0000235	ENSACAG00000006768.3	ENSMUSG00000029212.11
OG0000235	ENSACAG00000011617.2	ENSMUSG00000033676.13
OG0000236	ENSACAG00000008728.3, ENSACAG00000015237.2	ENSMUSG00000024885.9, ENSMUSG00000075296.5, ENSMUSG00000037263.13
OG0000236	ENSACAG00000000835.3	ENSMUSG00000010025.19
OG0000237	ENSACAG00000011654.3	ENSMUSG00000020458.16
OG0000237	ENSACAG00000002883.3	ENSMUSG00000024758.15
OG0000237	ENSACAG00000007451.3	ENSMUSG00000030401.16
OG0000238	ENSACAG00000016098.3	ENSMUSG00000020143.15
OG0000238	ENSACAG00000010981.2	ENSMUSG00000044447.5
OG0000238	ENSACAG00000007299.3	ENSMUSG00000058325.6
OG0000239	ENSACAG00000014440.3	ENSMUSG00000070498.3
OG0000239	ENSACAG00000014433.3	ENSMUSG00000034324.16
OG0000239	ENSACAG00000014310.2	ENSMUSG00000034310.8
OG0000240	ENSACAG00000028995.1	ENSMUSG00000029371.7, ENSMUSG00000029372.7, ENSMUSG00000029380.11, ENSMUSG00000058427.10, ENSMUSG00000029379.10
OG0000241	ENSACAG00000013328.3, ENSACAG00000014241.3	ENSMUSG00000021477.9, ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6
OG0000242	ENSACAG00000012857.3	ENSMUSG00000006542.13
OG0000242	ENSACAG00000002337.2	ENSMUSG00000028944.14
OG0000242	ENSACAG00000008069.3	ENSMUSG00000067713.7
OG0000243	ENSACAG00000028717.1	ENSMUSG00000003411.10
OG0000243	ENSACAG00000016810.2	ENSMUSG00000019066.13
OG0000244	ENSACAG00000012632.2	ENSMUSG00000005800.3, ENSMUSG00000043089.6, ENSMUSG00000041620.8
OG0000244	ENSACAG00000023762.2, ENSACAG00000012628.3	ENSMUSG00000047562.3, ENSMUSG00000043613.8
OG0000248	ENSACAG00000005606.2	ENSMUSG00000000628.10
OG0000248	ENSACAG00000009326.3	ENSMUSG00000020080.8
OG0000249	ENSACAG00000005958.3	ENSMUSG00000030403.9
OG0000249	ENSACAG00000013325.3	ENSMUSG00000021262.15
OG0000249	ENSACAG00000005736.3	ENSMUSG00000022995.16
OG0000250	ENSACAG00000006717.3	ENSMUSG00000034295.10
OG0000251	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1	ENSMUSG00000047686.9
OG0000252	ENSACAG00000012558.3	ENSMUSG00000028161.17
OG0000252	ENSACAG00000010008.3	ENSMUSG00000021816.11
OG0000252	ENSACAG00000010782.3	ENSMUSG00000022092.11
OG0000253	ENSACAG00000007902.3	ENSMUSG00000033569.17
OG0000253	ENSACAG00000011853.3	ENSMUSG00000028782.14
OG0000253	ENSACAG00000016127.3	ENSMUSG00000034730.17
OG0000254	ENSACAG00000005650.3	ENSMUSG00000038257.9
OG0000254	ENSACAG00000009688.3	ENSMUSG00000000263.15
OG0000254	ENSACAG00000010567.3	ENSMUSG00000018589.8
OG0000254	ENSACAG00000014362.3	ENSMUSG00000018595.6
OG0000255	ENSACAG00000014919.3	ENSMUSG00000059343.4, ENSMUSG00000030695.16, ENSMUSG00000063129.1
OG0000255	ENSACAG00000012339.3	ENSMUSG00000017390.15
OG0000255	ENSACAG00000017436.3	ENSMUSG00000028307.9
OG0000256	ENSACAG00000016680.2	ENSMUSG00000049630.6
OG0000256	ENSACAG00000015778.2	ENSMUSG00000001076.7
OG0000256	ENSACAG00000006418.2	ENSMUSG00000036907.9
OG0000257	ENSACAG00000002977.3	ENSMUSG00000035296.14
OG0000257	ENSACAG00000003864.3	ENSMUSG00000020354.15
OG0000257	ENSACAG00000005459.3	ENSMUSG00000039539.13
OG0000258	ENSACAG00000013535.3	ENSMUSG00000033295.14
OG0000258	ENSACAG00000007804.2	ENSMUSG00000013236.17
OG0000258	ENSACAG00000004644.3	ENSMUSG00000028399.18
OG0000259	ENSACAG00000011816.3	ENSMUSG00000045410.18
OG0000259	ENSACAG00000027925.2, ENSACAG00000012001.3	ENSMUSG00000052131.7, ENSMUSG00000061758.13, ENSMUSG00000029762.6
OG0000260	ENSACAG00000015954.3	ENSMUSG00000021000.17
OG0000262	ENSACAG00000029220.1, ENSACAG00000004431.3, ENSACAG00000029510.1, ENSACAG00000028902.1, ENSACAG00000004426.2, ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2, ENSACAG00000029666.1, ENSACAG00000021977.1	ENSMUSG00000011632.7
OG0000263	ENSACAG00000011972.3	ENSMUSG00000020315.18
OG0000263	ENSACAG00000003147.3	ENSMUSG00000011751.16
OG0000263	ENSACAG00000007494.3	ENSMUSG00000067889.6
OG0000264	ENSACAG00000002138.3, ENSACAG00000024253.1	ENSMUSG00000032174.5, ENSMUSG00000020712.11, ENSMUSG00000037405.8
