Orthogroup	A_carolinensis.pep	P_Mucros.pep
OG0000100	ENSACAG00000011428.3	XP_015683146.2, XP_015683144.1, XP_015683145.1, XP_029142320.1, XP_015685587.1, XP_015685701.1, XP_029142020.1, XP_029142018.1, XP_015681821.1, NP_001310177.1, XP_029142322.1, XP_015683047.1, XP_015683679.2, XP_029142019.1, XP_015683048.1, XP_015685802.1, XP_015685664.1, XP_015682631.1, XP_015683143.1
OG0000101	ENSACAG00000007876.3	XP_015678399.1
OG0000101	ENSACAG00000022592.2	XP_015678396.1
OG0000101	ENSACAG00000010643.3	XP_015686600.1
OG0000101	ENSACAG00000017407.2	XP_015687734.1
OG0000101	ENSACAG00000005125.3	XP_015669788.1
OG0000102	ENSACAG00000000061.3	XP_015675100.1
OG0000102	ENSACAG00000017089.3	XP_015682701.1
OG0000106	ENSACAG00000007169.3	XP_015673749.1
OG0000106	ENSACAG00000012234.3	XP_015670457.1
OG0000108	ENSACAG00000026691.1, ENSACAG00000001762.3, ENSACAG00000001765.3	XP_015674991.1, XP_015685952.1, XP_015674990.1, XP_015674989.1, XP_015674988.1
OG0000108	ENSACAG00000000874.3	XP_015675017.1
OG0000108	ENSACAG00000017475.3	XP_015675003.1
OG0000109	ENSACAG00000021011.2	XP_029141959.1, XP_015678078.1, XP_015670871.1
OG0000110	ENSACAG00000017328.3, ENSACAG00000015074.3	XP_015674238.1
OG0000110	ENSACAG00000001550.3	XP_015669164.1, XP_015669166.1, XP_029139511.1, XP_029139515.1, XP_029139514.1, XP_029139512.1, XP_029139513.1, XP_015669170.1, XP_029139508.1, XP_029139504.1, XP_015669169.1, XP_029139506.1, XP_029139505.1, XP_029139509.1, XP_029139510.1, XP_015669167.1, XP_029139507.1, XP_015669165.1
OG0000111	ENSACAG00000012255.3	XP_015671863.1
OG0000111	ENSACAG00000001660.3	XP_015671967.2
OG0000111	ENSACAG00000012880.3	XP_015682442.1
OG0000111	ENSACAG00000011892.3	XP_015685194.1, XP_015685989.1
OG0000112	ENSACAG00000029696.1, ENSACAG00000009562.3, ENSACAG00000009384.3	XP_029139834.1
OG0000113	ENSACAG00000008814.2	XP_015676715.1
OG0000113	ENSACAG00000021110.2, ENSACAG00000001664.3, ENSACAG00000009032.3, ENSACAG00000008898.2	XP_015672656.1, XP_015672657.1
OG0000115	ENSACAG00000029538.1	XP_015681977.1
OG0000115	ENSACAG00000004949.3	XP_015681973.1
OG0000115	ENSACAG00000013726.3	XP_015676950.1
OG0000116	ENSACAG00000026769.2, ENSACAG00000017879.3	XP_015687773.1, XP_015687806.2, XP_029143187.1
OG0000118	ENSACAG00000027865.2	XP_015686784.1, XP_015685484.1, XP_015686918.2, XP_015685483.1, XP_015685041.1, XP_015686387.1, XP_015685832.1, XP_015684166.1, XP_015686413.1
OG0000118	ENSACAG00000027084.2	XP_015686756.1, XP_015686637.1
OG0000118	ENSACAG00000006864.2, ENSACAG00000027740.2	XP_029141999.1
OG0000118	ENSACAG00000004461.2, ENSACAG00000005249.2	XP_015681724.1, XP_015682381.1
OG0000118	ENSACAG00000022806.2	XP_015680316.1
OG0000119	ENSACAG00000017852.2	XP_015675783.1
OG0000119	ENSACAG00000017312.2	XP_015678738.1
OG0000119	ENSACAG00000013030.3	XP_015667791.1, XP_015667790.1
OG0000120	ENSACAG00000026425.1, ENSACAG00000004423.2	XP_015681942.1, XP_015686317.1, XP_015681935.1
OG0000121	ENSACAG00000012366.2, ENSACAG00000023024.1, ENSACAG00000024968.1, ENSACAG00000023556.1, ENSACAG00000024949.1, ENSACAG00000026692.1, ENSACAG00000028163.1, ENSACAG00000022026.1, ENSACAG00000025849.1, ENSACAG00000024960.1	XP_015684165.2, XP_029142635.1, XP_029142591.1
OG0000126	ENSACAG00000002262.3	XP_015667989.1, XP_015667988.1
OG0000126	ENSACAG00000002789.2	XP_015672138.1
OG0000126	ENSACAG00000014467.3	XP_029139160.1, XP_029139161.1, XP_029139162.1, XP_015667401.1, XP_029139164.1, XP_029139163.1, XP_029139159.1, XP_015667400.1, XP_015667398.1, XP_015667397.1, XP_015667399.1, XP_015667396.1, XP_015667395.1
OG0000127	ENSACAG00000006602.2	XP_015684744.1
OG0000127	ENSACAG00000029260.1	XP_029141138.1, XP_015686770.1
OG0000127	ENSACAG00000017661.3	XP_015677677.1
OG0000128	ENSACAG00000007894.2	XP_029142455.1
OG0000128	ENSACAG00000022863.1	XP_015681176.1, XP_015681179.1
OG0000128	ENSACAG00000021050.2, ENSACAG00000007895.2	XP_015681182.1
OG0000128	ENSACAG00000005615.2, ENSACAG00000005623.2, ENSACAG00000005620.2, ENSACAG00000007898.2	XP_015687069.2
OG0000129	ENSACAG00000013632.3	XP_015677033.1
OG0000129	ENSACAG00000010005.3	XP_015669757.1
OG0000129	ENSACAG00000002999.3	XP_029140022.1
OG0000129	ENSACAG00000001027.3	XP_029139363.1
OG0000129	ENSACAG00000010512.3	XP_029140019.1
OG0000130	ENSACAG00000012428.3	XP_015680905.1, XP_015684573.1, XP_015684574.1, XP_029142680.1, XP_029142679.1, XP_029142678.1, XP_029142682.1, XP_029142684.1, XP_029142685.1, XP_029142683.1, XP_015684577.1, XP_029142681.1, XP_015684575.1, XP_015684576.1, XP_015684578.1, XP_029142690.1, XP_029142692.1, XP_029142691.1, XP_029142689.1, XP_029142688.1, XP_029142686.1, XP_029142687.1, XP_029141364.1
OG0000131	ENSACAG00000004607.2	XP_015680915.1
OG0000131	ENSACAG00000000783.3	XP_015675704.1
OG0000134	ENSACAG00000025773.1	XP_029142342.1, XP_029143014.1, XP_029143024.1
OG0000134	ENSACAG00000007411.2	XP_029142964.1, XP_029142677.1, XP_029142676.1, XP_029142731.1, XP_029142869.1, XP_029141842.1, XP_029141398.1, XP_015686902.2, XP_015677633.1, XP_029142359.1, XP_029142815.1, XP_015686361.2, XP_029140487.1, XP_029142865.1, XP_029140468.1, XP_029142960.1, XP_015684498.1
OG0000134	ENSACAG00000027795.1, ENSACAG00000026015.1	XP_015681269.1, XP_029142660.1
OG0000134	ENSACAG00000022224.1	XP_029143009.1, XP_015686295.1, XP_029142699.1, XP_029143010.1, XP_029143040.1, XP_015685871.2, XP_029142862.1
OG0000135	ENSACAG00000011411.3, ENSACAG00000026651.2, ENSACAG00000011407.3	XP_029143026.1, XP_029142788.1, XP_029142878.1, XP_029142287.1, XP_029142789.1
OG0000136	ENSACAG00000012681.3	XP_015680878.1, XP_015680870.1
OG0000136	ENSACAG00000015344.3	XP_015673847.1
OG0000136	ENSACAG00000014143.3	XP_029141621.1
OG0000137	ENSACAG00000014020.3	XP_015667066.1
OG0000137	ENSACAG00000005384.3	XP_015665901.1
OG0000137	ENSACAG00000007063.3	XP_015683353.1, XP_015683349.1, XP_015683341.1
OG0000137	ENSACAG00000015877.3	XP_015676018.1
OG0000138	ENSACAG00000011443.3	XP_015688007.1, XP_015688008.1, XP_015688006.1
OG0000138	ENSACAG00000005807.2	XP_015681515.1
OG0000138	ENSACAG00000028348.1	XP_015672190.1
OG0000138	ENSACAG00000013484.3	XP_015672185.1
OG0000143	ENSACAG00000000791.3	XP_015676537.1
OG0000143	ENSACAG00000008652.3, ENSACAG00000025605.2	XP_015684838.1, XP_015671949.1
OG0000143	ENSACAG00000028463.1	XP_015671953.1
OG0000143	ENSACAG00000008666.3	XP_015671938.1
OG0000143	ENSACAG00000008686.3	XP_015671939.1
OG0000144	ENSACAG00000016862.2, ENSACAG00000028535.1, ENSACAG00000017193.2	XP_029143019.1, XP_029142873.1, XP_029141366.1, XP_015685258.1, XP_029141365.1, XP_015686440.1, XP_029142369.1, XP_029141367.1, XP_015678767.1, XP_015683151.1, XP_015683350.1, XP_015685563.1, XP_015685103.1, XP_015684701.1, XP_015684933.1, XP_029142796.1, XP_015684959.1, XP_029142805.1, XP_015685104.1, XP_029142983.1, XP_015684680.2
OG0000145	ENSACAG00000006253.3, ENSACAG00000006258.3	XP_015682429.1
OG0000145	ENSACAG00000000111.2, ENSACAG00000000113.2, ENSACAG00000000116.2	XP_015686853.1, XP_015686492.1, XP_015685170.1, XP_015682427.1
OG0000146	ENSACAG00000025507.1, ENSACAG00000007026.3	XP_015674430.2
OG0000146	ENSACAG00000006985.2, ENSACAG00000006983.2	XP_015674428.1
OG0000146	ENSACAG00000006964.3	XP_029141375.1, XP_015665730.2
OG0000147	ENSACAG00000007703.3	XP_015667871.1, XP_015667872.1, XP_029139251.1
OG0000147	ENSACAG00000015019.3	XP_015682850.1
OG0000147	ENSACAG00000014556.3	XP_015676540.1
OG0000147	ENSACAG00000006159.3	XP_029141582.1, XP_015679774.1
OG0000149	ENSACAG00000010046.3	XP_015680285.1
OG0000149	ENSACAG00000002769.3	XP_015674515.1
OG0000149	ENSACAG00000008455.3	XP_015687228.1
OG0000149	ENSACAG00000005395.3	XP_015669574.1, XP_015669575.1
OG0000150	ENSACAG00000009637.3	XP_015681862.1
OG0000150	ENSACAG00000009619.3	XP_015681761.1
OG0000150	ENSACAG00000024291.2	XP_029142048.1
OG0000150	ENSACAG00000028432.1	XP_015681947.1
OG0000151	ENSACAG00000026328.2	XP_015668037.1
OG0000151	ENSACAG00000005985.3	XP_029139285.1
OG0000153	ENSACAG00000006502.3	XP_015669483.1
OG0000153	ENSACAG00000010085.3	XP_015677236.2
OG0000154	ENSACAG00000002292.3	XP_015666971.1
OG0000154	ENSACAG00000000986.3	XP_015681070.1
OG0000154	ENSACAG00000006506.3	XP_015667884.1
OG0000154	ENSACAG00000005849.3	XP_029139258.1
OG0000155	ENSACAG00000017486.3	XP_029141321.1
OG0000155	ENSACAG00000017484.3	XP_029141320.1
OG0000155	ENSACAG00000017442.3	XP_015678568.1
OG0000156	ENSACAG00000008051.3, ENSACAG00000024500.2, ENSACAG00000008041.2	XP_029142934.1, XP_015686873.1, XP_029143117.1, XP_029142935.1
OG0000156	ENSACAG00000026621.2, ENSACAG00000008021.3, ENSACAG00000008036.3	XP_015681506.1
OG0000156	ENSACAG00000009691.3	XP_015676189.1
OG0000158	ENSACAG00000003040.3	XP_015683830.1, XP_015684896.1
OG0000158	ENSACAG00000007221.2	XP_015680736.1
OG0000158	ENSACAG00000002318.3	XP_015676867.1
OG0000159	ENSACAG00000024242.1, ENSACAG00000002784.2	XP_029141105.1, XP_015677573.2
OG0000160	ENSACAG00000010547.2, ENSACAG00000011986.2	XP_015685652.1, XP_015685536.1
OG0000161	ENSACAG00000010510.3, ENSACAG00000022228.2	XP_015679846.1
OG0000162	ENSACAG00000003199.3	XP_015672503.1
OG0000162	ENSACAG00000000755.3	XP_015679176.1
OG0000162	ENSACAG00000016579.3	XP_015679096.1
OG0000163	ENSACAG00000004527.3	XP_029138955.1, XP_015666400.1, XP_015666399.1
OG0000163	ENSACAG00000016958.3	XP_015668795.1, XP_015668794.1, XP_015668792.2
OG0000163	ENSACAG00000017521.2	XP_015672310.1, XP_029140139.1, XP_015672311.1, XP_029140136.1, XP_029140137.1, XP_015672308.1, XP_015672309.1, XP_029140138.1, XP_015672307.1
OG0000164	ENSACAG00000012613.3, ENSACAG00000012486.2, ENSACAG00000012166.3	XP_015676190.1, XP_015676194.1, XP_015676193.1, XP_029140819.1, XP_015676188.1, XP_015676191.2, XP_029139534.1, XP_015669245.1
OG0000169	ENSACAG00000016470.3	XP_015668859.1, XP_015668849.1
OG0000169	ENSACAG00000002544.3	XP_015667139.1
OG0000169	ENSACAG00000011841.3	XP_015671850.1
OG0000171	ENSACAG00000011737.3	XP_015672895.1
OG0000171	ENSACAG00000029329.1, ENSACAG00000011323.3	XP_015672892.1, XP_015672893.1
OG0000171	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3	XP_015672896.1
OG0000171	ENSACAG00000011740.3	XP_015672894.1
OG0000172	ENSACAG00000007544.3	XP_029140806.1
OG0000172	ENSACAG00000029612.1	XP_015672473.1
OG0000172	ENSACAG00000013199.2	XP_015684318.1
OG0000172	ENSACAG00000005063.3	XP_015670606.2
OG0000173	ENSACAG00000009511.3	XP_029141104.1, XP_015677462.1, XP_029141137.1, XP_015677474.1, XP_029141129.1, XP_029141132.1, XP_029141126.1, XP_029141120.1, XP_029141125.1, XP_029141103.1, XP_029141107.1, XP_029141093.1, XP_029141100.1, XP_029141122.1, XP_015677468.1, XP_029141109.1, XP_029141114.1, XP_029141135.1, XP_029141091.1, XP_029141097.1, XP_029141099.1, XP_029141084.1, XP_029141089.1, XP_029141133.1, XP_029141080.1, XP_029141079.1, XP_029141073.1, XP_029141072.1, XP_029141076.1, XP_029141078.1
OG0000174	ENSACAG00000011246.3	XP_015670430.1, XP_015670428.1
OG0000174	ENSACAG00000005170.3	XP_015683273.2
OG0000174	ENSACAG00000008640.3	XP_015677824.1
OG0000179	ENSACAG00000014986.3, ENSACAG00000022178.2	XP_029141413.1
OG0000179	ENSACAG00000014897.3	XP_015687365.1
OG0000179	ENSACAG00000008884.3	XP_015678517.1
OG0000180	ENSACAG00000024570.1	XP_015665587.1
OG0000180	ENSACAG00000010991.2	XP_015665586.2, XP_015665585.1
OG0000180	ENSACAG00000024396.1	XP_015671578.1
OG0000180	ENSACAG00000027815.1	XP_015668969.1
OG0000181	ENSACAG00000006459.3	XP_029140763.1
OG0000181	ENSACAG00000014465.3	XP_015671583.1
OG0000181	ENSACAG00000025527.1, ENSACAG00000002410.2	XP_015668225.1
OG0000183	ENSACAG00000004220.3	XP_029141374.1
OG0000183	ENSACAG00000017754.3	XP_015674112.1
OG0000183	ENSACAG00000017742.3	XP_015676390.1, XP_029140862.1
OG0000184	ENSACAG00000011205.3	XP_015675393.1
OG0000184	ENSACAG00000007090.3	XP_029141385.1
OG0000184	ENSACAG00000013896.3	XP_015680940.1
OG0000185	ENSACAG00000006923.2	XP_015683210.1
OG0000185	ENSACAG00000008240.2	XP_015683450.1
OG0000186	ENSACAG00000005115.3	XP_015684024.2
OG0000186	ENSACAG00000014256.3	XP_015676531.1
OG0000186	ENSACAG00000008068.3	XP_015667869.1
OG0000186	ENSACAG00000005972.3	XP_015679777.1
OG0000187	ENSACAG00000010665.2	XP_015679486.1, XP_015679485.1
OG0000187	ENSACAG00000017941.3	XP_015682140.1, XP_015682141.1
OG0000187	ENSACAG00000008297.3	XP_029140248.1, XP_015672812.1, XP_029140247.1
OG0000188	ENSACAG00000016113.2	XP_015671217.1, XP_029139925.1, XP_029139926.1
OG0000193	ENSACAG00000000937.2	XP_029139939.1
OG0000193	ENSACAG00000008365.3	XP_015678276.1, XP_015678275.1
OG0000193	ENSACAG00000015112.2	XP_015666025.1, XP_015678547.1
OG0000194	ENSACAG00000014920.3	XP_015671969.1
OG0000194	ENSACAG00000017404.3	XP_015681102.1, XP_015665756.1
OG0000194	ENSACAG00000016948.3	XP_015680441.1
OG0000194	ENSACAG00000003090.3	XP_015667544.1
OG0000195	ENSACAG00000010664.2	XP_015665650.1
OG0000196	ENSACAG00000029093.1	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1
OG0000197	ENSACAG00000013597.3	XP_015672863.1
OG0000197	ENSACAG00000004802.3	XP_015674820.1
OG0000197	ENSACAG00000015165.3	XP_015672837.1
OG0000198	ENSACAG00000017275.3	XP_015679641.1
OG0000198	ENSACAG00000003385.3	XP_015679495.1
OG0000198	ENSACAG00000029174.1	XP_029141561.1, XP_029141560.1
OG0000199	ENSACAG00000003402.3	XP_015673566.1
OG0000199	ENSACAG00000015855.2	XP_015683861.1
OG0000200	ENSACAG00000001281.3	XP_015679138.1
OG0000200	ENSACAG00000014863.3	XP_029141710.1
OG0000201	ENSACAG00000005654.3	XP_015674986.1
OG0000201	ENSACAG00000008973.3	XP_015670612.1
OG0000201	ENSACAG00000008979.3	XP_015677956.1
OG0000201	ENSACAG00000009926.3	XP_015683034.1
OG0000202	ENSACAG00000003097.3	XP_015687603.2
OG0000202	ENSACAG00000003052.3	XP_015687604.1
OG0000202	ENSACAG00000005898.2	XP_015683978.1
OG0000202	ENSACAG00000008590.3	XP_029139196.1
OG0000203	ENSACAG00000009088.3	XP_029139831.1
OG0000203	ENSACAG00000008734.2	XP_029139567.1
OG0000203	ENSACAG00000010815.3	XP_015684967.1
OG0000204	ENSACAG00000017093.2	XP_015687678.1, XP_015687677.1
OG0000212	ENSACAG00000013919.2	XP_015681982.1
OG0000212	ENSACAG00000006419.3	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1
OG0000213	ENSACAG00000011286.3	XP_015666876.1
OG0000213	ENSACAG00000014692.3	XP_015672992.1
OG0000214	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1
OG0000216	ENSACAG00000010881.3	XP_029139444.1, XP_015668853.1, XP_029139446.1, XP_029139445.1, XP_015668854.1, XP_015671320.1, XP_015671319.1, XP_015671318.1, XP_015671322.1, XP_015665455.1, XP_015665457.1
OG0000217	ENSACAG00000015036.3	XP_029140602.1
OG0000217	ENSACAG00000011476.3	XP_029139820.1
OG0000217	ENSACAG00000012012.3	XP_029139719.1
OG0000217	ENSACAG00000009061.3	XP_015677811.1
OG0000218	ENSACAG00000004362.3	XP_015680421.1
OG0000218	ENSACAG00000001928.3	XP_015683351.1, XP_015670048.1
OG0000220	ENSACAG00000022093.2	XP_029141778.1
OG0000220	ENSACAG00000017289.3	XP_015684700.1
OG0000221	ENSACAG00000009243.3	XP_015671392.1, XP_015671391.1
OG0000221	ENSACAG00000011807.3	XP_015669184.1, XP_015669183.1
OG0000221	ENSACAG00000000749.3	XP_015677537.1
OG0000222	ENSACAG00000005792.1	XP_015669545.1, XP_015669546.1, XP_015686068.1
OG0000222	ENSACAG00000003543.3	XP_015675083.1
OG0000223	ENSACAG00000029116.1	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1
OG0000223	ENSACAG00000000969.3	XP_029142495.1
OG0000223	ENSACAG00000009557.3	XP_015687943.1, XP_015687942.1
OG0000224	ENSACAG00000001017.3	XP_015683714.1
OG0000225	ENSACAG00000004368.2	XP_015674324.1
OG0000225	ENSACAG00000002183.3	XP_015668019.1
OG0000226	ENSACAG00000012117.3	XP_029140404.1, XP_015673843.1
OG0000227	ENSACAG00000014558.3	XP_015672096.1, XP_015680851.2, XP_015686608.1
OG0000227	ENSACAG00000021112.2	XP_015682709.1
OG0000228	ENSACAG00000011919.3	XP_015673910.1
OG0000228	ENSACAG00000029208.1	XP_015673894.2
OG0000229	ENSACAG00000002031.3	XP_015671815.1, XP_015671816.1, XP_015671817.1
OG0000229	ENSACAG00000009986.3	XP_015685904.2, XP_015683242.1
OG0000229	ENSACAG00000009800.3	XP_015670602.1
OG0000230	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3	XP_015674488.1, XP_015684261.2
OG0000231	ENSACAG00000027821.2	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1
OG0000231	ENSACAG00000013144.2	XP_015670647.1
OG0000232	ENSACAG00000009663.3, ENSACAG00000009536.3	XP_015669839.1, XP_015669838.1
OG0000232	ENSACAG00000009306.2	XP_029140043.1
OG0000232	ENSACAG00000009596.3	XP_029140044.1
OG0000233	ENSACAG00000029367.1	XP_029141538.1, XP_015684957.1
OG0000235	ENSACAG00000015134.3	XP_015675059.1
OG0000235	ENSACAG00000006768.3	XP_015678419.1
OG0000235	ENSACAG00000013711.3	XP_015687965.1, XP_015687964.1
OG0000235	ENSACAG00000011617.2	XP_015666878.1
OG0000236	ENSACAG00000008728.3, ENSACAG00000015237.2	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1
OG0000236	ENSACAG00000000835.3	XP_029142387.1
OG0000237	ENSACAG00000011654.3	XP_029143039.1
OG0000237	ENSACAG00000002883.3	XP_015678307.2
OG0000237	ENSACAG00000007451.3	XP_015676160.1, XP_015676161.1
OG0000238	ENSACAG00000016098.3	XP_015669064.1
OG0000238	ENSACAG00000010981.2	XP_029140427.1
OG0000238	ENSACAG00000007299.3	XP_015673107.1
OG0000239	ENSACAG00000014440.3	XP_015683678.1, XP_015685931.1
OG0000239	ENSACAG00000027415.1	XP_029141437.1, XP_029141438.1, XP_015686162.1
OG0000240	ENSACAG00000028995.1	XP_015665642.1
OG0000241	ENSACAG00000013328.3	XP_015683497.1
OG0000241	ENSACAG00000014241.3	XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2
OG0000242	ENSACAG00000012857.3	XP_015682858.1
OG0000242	ENSACAG00000002337.2	XP_015688020.1, XP_015688019.1
OG0000242	ENSACAG00000008069.3	XP_015685584.1, XP_015678393.1, XP_015678394.1
OG0000243	ENSACAG00000028717.1	XP_015666407.1
OG0000243	ENSACAG00000016810.2	XP_015668788.1, XP_015668787.1
OG0000244	ENSACAG00000023762.2	XP_029139749.1
OG0000244	ENSACAG00000012628.3	XP_029139751.1
OG0000248	ENSACAG00000005606.2	XP_015666616.1
OG0000248	ENSACAG00000009326.3	XP_015678457.2, XP_029141295.1
OG0000249	ENSACAG00000005958.3	XP_015676145.1
OG0000249	ENSACAG00000013325.3	XP_015675754.1
OG0000249	ENSACAG00000005736.3	XP_015684353.1, XP_015685037.1
OG0000250	ENSACAG00000029234.1	XP_015677888.1
OG0000250	ENSACAG00000006717.3	XP_015672454.1
OG0000252	ENSACAG00000012558.3	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1
OG0000252	ENSACAG00000010782.3	XP_015673469.1
OG0000253	ENSACAG00000007902.3	XP_015675233.1, XP_015679413.1
OG0000253	ENSACAG00000011853.3	XP_015674516.1
OG0000253	ENSACAG00000004005.3	XP_015683511.1
OG0000253	ENSACAG00000016127.3	XP_015681585.1
OG0000254	ENSACAG00000005650.3	XP_015670377.1
OG0000254	ENSACAG00000009688.3	XP_015677827.1
OG0000254	ENSACAG00000014362.3	XP_015687890.1
OG0000255	ENSACAG00000014919.3	XP_015683691.1, XP_015683692.1, XP_015666007.1
OG0000255	ENSACAG00000017436.3	XP_015683026.1
OG0000256	ENSACAG00000016680.2	XP_015666713.1
OG0000256	ENSACAG00000015778.2	XP_015678280.1
OG0000256	ENSACAG00000006418.2	XP_015684291.1, XP_015684290.1
OG0000257	ENSACAG00000002977.3	XP_015670364.1, XP_015670363.1
OG0000257	ENSACAG00000003864.3	XP_015677968.1
OG0000257	ENSACAG00000005459.3	XP_015672285.1, XP_029140129.1, XP_029140130.1
OG0000258	ENSACAG00000013535.3	XP_029139042.1
OG0000258	ENSACAG00000007804.2	XP_015683953.1
OG0000258	ENSACAG00000004644.3	XP_015683998.1
OG0000259	ENSACAG00000027925.2, ENSACAG00000012001.3	XP_015679075.1
OG0000260	ENSACAG00000015954.3	XP_015674853.1
OG0000262	ENSACAG00000029220.1	XP_029141228.1, XP_015677860.1
OG0000262	ENSACAG00000004431.3	XP_015678015.1, XP_015678016.1
OG0000262	ENSACAG00000029666.1	XP_015670169.1
OG0000263	ENSACAG00000011972.3	XP_015669178.1
OG0000263	ENSACAG00000003147.3	XP_015669353.2
OG0000263	ENSACAG00000007494.3	XP_015673162.2
OG0000264	ENSACAG00000002138.3, ENSACAG00000024253.1	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1
OG0000265	ENSACAG00000011706.2	XP_015670772.1
OG0000265	ENSACAG00000012837.3	XP_015667968.1
OG0000265	ENSACAG00000014324.3	XP_015665504.1
OG0000267	ENSACAG00000011281.3, ENSACAG00000000884.3	XP_029140923.1
OG0000267	ENSACAG00000013876.3	XP_015667194.1
OG0000267	ENSACAG00000014632.3, ENSACAG00000006200.3	XP_029141470.1
OG0000268	ENSACAG00000007914.3	XP_015672238.1
OG0000269	ENSACAG00000007923.3	XP_015677215.1
OG0000270	ENSACAG00000003076.2	XP_015683377.1
OG0000270	ENSACAG00000000199.3	XP_029141121.1
OG0000271	ENSACAG00000000106.3	XP_015668618.1, XP_015668621.1, XP_015668620.1
OG0000271	ENSACAG00000011575.3	XP_029142215.1
OG0000271	ENSACAG00000004786.2	XP_015684484.1
OG0000272	ENSACAG00000006913.3	XP_029141424.1
OG0000272	ENSACAG00000006355.2	XP_015665837.1, XP_015665729.1, XP_015665728.1
