Orthogroup	A_carolinensis.pep	G_gallus.pep
OG0000154	ENSACAG00000006375.3	ENSGALG00000005242.7, ENSGALG00000000274.7
OG0000154	ENSACAG00000005849.3	ENSGALG00000005212.5
OG0000155	ENSACAG00000017486.3	ENSGALG00000019277.5
OG0000155	ENSACAG00000017484.3	ENSGALG00000019276.5
OG0000155	ENSACAG00000017442.3	ENSGALG00000031293.2
OG0000155	ENSACAG00000017487.3	ENSGALG00000013154.5
OG0000156	ENSACAG00000008051.3, ENSACAG00000024500.2, ENSACAG00000008041.2, ENSACAG00000026621.2, ENSACAG00000008021.3, ENSACAG00000008036.3, ENSACAG00000009691.3	ENSGALG00000047313.1, ENSGALG00000040120.3
OG0000158	ENSACAG00000007221.2	ENSGALG00000002546.6
OG0000158	ENSACAG00000002318.3, ENSACAG00000001184.3	ENSGALG00000046817.1
OG0000159	ENSACAG00000024242.1, ENSACAG00000002784.2	ENSGALG00000049450.1
OG0000160	ENSACAG00000010547.2, ENSACAG00000011986.2	ENSGALG00000051101.1
OG0000162	ENSACAG00000003199.3	ENSGALG00000009360.6
OG0000162	ENSACAG00000002512.2	ENSGALG00000009382.7
OG0000162	ENSACAG00000000755.3	ENSGALG00000010186.7
OG0000162	ENSACAG00000016579.3	ENSGALG00000041685.2
OG0000163	ENSACAG00000004527.3	ENSGALG00000010533.7
OG0000163	ENSACAG00000017521.2	ENSGALG00000015799.6
OG0000164	ENSACAG00000012613.3, ENSACAG00000012486.2, ENSACAG00000012166.3	ENSGALG00000016690.7, ENSGALG00000046639.2
OG0000169	ENSACAG00000016470.3	ENSGALG00000030280.3
OG0000169	ENSACAG00000002544.3	ENSGALG00000003800.6
OG0000169	ENSACAG00000011841.3	ENSGALG00000004123.6
OG0000171	ENSACAG00000011737.3, ENSACAG00000029329.1, ENSACAG00000011323.3	ENSGALG00000020160.5, ENSGALG00000054856.1
OG0000171	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3, ENSACAG00000011740.3	ENSGALG00000030614.2
OG0000172	ENSACAG00000007544.3	ENSGALG00000006097.5
OG0000172	ENSACAG00000029612.1	ENSGALG00000001264.6
OG0000172	ENSACAG00000013199.2	ENSGALG00000006473.5
OG0000173	ENSACAG00000009511.3	ENSGALG00000040256.2
OG0000174	ENSACAG00000011246.3	ENSGALG00000032385.2
OG0000174	ENSACAG00000005170.3	ENSGALG00000040369.2
OG0000174	ENSACAG00000008640.3	ENSGALG00000002099.6
OG0000179	ENSACAG00000014986.3, ENSACAG00000022178.2, ENSACAG00000014897.3	ENSGALG00000045194.2, ENSGALG00000003557.7
OG0000179	ENSACAG00000008884.3	ENSGALG00000006378.6
OG0000181	ENSACAG00000021039.3, ENSACAG00000014465.3, ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1, ENSACAG00000002416.2	ENSGALG00000044962.2
OG0000181	ENSACAG00000025527.1, ENSACAG00000002410.2	ENSGALG00000021598.5, ENSGALG00000049664.1, ENSGALG00000041400.3
OG0000183	ENSACAG00000004220.3	ENSGALG00000011350.7
OG0000183	ENSACAG00000014964.3	ENSGALG00000040620.3
OG0000183	ENSACAG00000017754.3	ENSGALG00000001442.7
OG0000183	ENSACAG00000017742.3	ENSGALG00000001437.6
OG0000184	ENSACAG00000011205.3	ENSGALG00000014875.7
OG0000184	ENSACAG00000013896.3	ENSGALG00000001342.6
OG0000185	ENSACAG00000006923.2	ENSGALG00000005393.6
OG0000185	ENSACAG00000002890.3	ENSGALG00000005622.6
OG0000186	ENSACAG00000005115.3	ENSGALG00000015531.6
OG0000186	ENSACAG00000014256.3	ENSGALG00000007565.7
OG0000186	ENSACAG00000008068.3	ENSGALG00000010471.6
OG0000186	ENSACAG00000005972.3	ENSGALG00000000235.6
OG0000187	ENSACAG00000010665.2	ENSGALG00000016485.6
OG0000187	ENSACAG00000017941.3	ENSGALG00000001569.6
OG0000187	ENSACAG00000008297.3	ENSGALG00000003806.7
OG0000188	ENSACAG00000016113.2	ENSGALG00000037253.2
OG0000193	ENSACAG00000000937.2	ENSGALG00000004901.7
OG0000193	ENSACAG00000008365.3	ENSGALG00000033300.2
OG0000194	ENSACAG00000014920.3	ENSGALG00000029260.2
OG0000194	ENSACAG00000016948.3	ENSGALG00000030943.2
OG0000194	ENSACAG00000003090.3	ENSGALG00000026692.3
OG0000195	ENSACAG00000010664.2	ENSGALG00000053189.1, ENSGALG00000054778.1
OG0000197	ENSACAG00000013597.3	ENSGALG00000030065.3
OG0000197	ENSACAG00000004802.3	ENSGALG00000001768.6
OG0000197	ENSACAG00000015165.3	ENSGALG00000008442.6
OG0000198	ENSACAG00000017275.3	ENSGALG00000039713.2
OG0000198	ENSACAG00000003385.3	ENSGALG00000043711.3
OG0000198	ENSACAG00000000167.3	ENSGALG00000040957.2
OG0000198	ENSACAG00000029174.1	ENSGALG00000002249.6
OG0000199	ENSACAG00000003402.3	ENSGALG00000032247.2
OG0000200	ENSACAG00000001281.3	ENSGALG00000015107.6
OG0000200	ENSACAG00000014863.3	ENSGALG00000027372.3
OG0000201	ENSACAG00000005654.3	ENSGALG00000001319.6
OG0000201	ENSACAG00000008979.3	ENSGALG00000033051.2
OG0000201	ENSACAG00000009926.3	ENSGALG00000029912.2
OG0000202	ENSACAG00000003097.3	ENSGALG00000047979.1
OG0000202	ENSACAG00000008590.3	ENSGALG00000010461.6
OG0000203	ENSACAG00000009088.3	ENSGALG00000014727.6
OG0000203	ENSACAG00000010815.3	ENSGALG00000011094.6
OG0000204	ENSACAG00000017093.2	ENSGALG00000003536.6
OG0000212	ENSACAG00000013919.2	ENSGALG00000004649.5
OG0000212	ENSACAG00000006419.3	ENSGALG00000004519.7
OG0000213	ENSACAG00000011286.3	ENSGALG00000041042.2
OG0000213	ENSACAG00000013990.3	ENSGALG00000020292.5
OG0000213	ENSACAG00000007024.3	ENSGALG00000020143.5
OG0000213	ENSACAG00000014692.3	ENSGALG00000038042.2
OG0000214	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3	ENSGALG00000022137.3, ENSGALG00000039887.2
OG0000216	ENSACAG00000010881.3	ENSGALG00000025842.4
OG0000217	ENSACAG00000015036.3	ENSGALG00000005621.7
OG0000217	ENSACAG00000011476.3	ENSGALG00000041635.2
OG0000217	ENSACAG00000009061.3	ENSGALG00000005088.6
OG0000218	ENSACAG00000004362.3	ENSGALG00000004809.4
OG0000219	ENSACAG00000024548.2	ENSGALG00000050515.1
OG0000220	ENSACAG00000022093.2	ENSGALG00000050047.1
OG0000220	ENSACAG00000029133.1, ENSACAG00000017289.3	ENSGALG00000052089.1
OG0000221	ENSACAG00000009243.3	ENSGALG00000016271.5
OG0000221	ENSACAG00000011807.3	ENSGALG00000003265.6
OG0000221	ENSACAG00000000749.3	ENSGALG00000040969.2
OG0000222	ENSACAG00000005792.1	ENSGALG00000034438.2
OG0000222	ENSACAG00000004667.1	ENSGALG00000008983.6
OG0000223	ENSACAG00000029116.1	ENSGALG00000029190.3
OG0000223	ENSACAG00000000969.3	ENSGALG00000016890.7
OG0000223	ENSACAG00000009557.3	ENSGALG00000053597.1
OG0000225	ENSACAG00000004368.2	ENSGALG00000021213.5
OG0000226	ENSACAG00000012117.3	ENSGALG00000012015.6
OG0000226	ENSACAG00000013822.3	ENSGALG00000012010.6
OG0000226	ENSACAG00000009340.2	ENSGALG00000005107.6
OG0000227	ENSACAG00000021112.2	ENSGALG00000028520.4
OG0000228	ENSACAG00000011919.3	ENSGALG00000051737.1, ENSGALG00000000107.5
OG0000228	ENSACAG00000029208.1	ENSGALG00000019835.5, ENSGALG00000030397.2
OG0000228	ENSACAG00000026326.1	ENSGALG00000037170.3
OG0000229	ENSACAG00000002031.3	ENSGALG00000005678.7
OG0000230	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3	ENSGALG00000006322.6
OG0000231	ENSACAG00000027821.2	ENSGALG00000048579.1
OG0000232	ENSACAG00000009536.3	ENSGALG00000006717.7
OG0000232	ENSACAG00000009596.3	ENSGALG00000031737.2
OG0000235	ENSACAG00000015134.3	ENSGALG00000001690.6
OG0000235	ENSACAG00000013711.3	ENSGALG00000033183.2
OG0000235	ENSACAG00000011617.2	ENSGALG00000029392.3
OG0000236	ENSACAG00000008728.3, ENSACAG00000015237.2	ENSGALG00000036044.2, ENSGALG00000054835.1
OG0000236	ENSACAG00000000835.3	ENSGALG00000004763.6
OG0000237	ENSACAG00000011654.3	ENSGALG00000029261.3
OG0000237	ENSACAG00000002883.3	ENSGALG00000045424.2
OG0000238	ENSACAG00000016098.3	ENSGALG00000002080.6
OG0000238	ENSACAG00000010981.2	ENSGALG00000000311.6
OG0000238	ENSACAG00000007299.3	ENSGALG00000042259.2
OG0000239	ENSACAG00000014440.3	ENSGALG00000002742.6
OG0000239	ENSACAG00000014433.3	ENSGALG00000002714.6
OG0000239	ENSACAG00000014310.2	ENSGALG00000002671.6
OG0000240	ENSACAG00000011382.2	ENSGALG00000026098.3, ENSGALG00000011668.4
OG0000240	ENSACAG00000028995.1	ENSGALG00000046160.2
OG0000241	ENSACAG00000013328.3	ENSGALG00000012610.7
OG0000241	ENSACAG00000014241.3	ENSGALG00000004252.6
OG0000242	ENSACAG00000012857.3	ENSGALG00000011360.7
OG0000242	ENSACAG00000002337.2	ENSGALG00000006219.7
OG0000242	ENSACAG00000008069.3	ENSGALG00000036282.2
OG0000243	ENSACAG00000028717.1	ENSGALG00000010567.6
OG0000244	ENSACAG00000012632.2	ENSGALG00000019061.5
OG0000244	ENSACAG00000023762.2	ENSGALG00000019063.5
OG0000244	ENSACAG00000012628.3	ENSGALG00000026297.3
OG0000248	ENSACAG00000005606.2	ENSGALG00000034855.2
OG0000248	ENSACAG00000009326.3	ENSGALG00000021039.5
OG0000249	ENSACAG00000005958.3	ENSGALG00000048592.1
OG0000249	ENSACAG00000013325.3	ENSGALG00000011209.4
OG0000249	ENSACAG00000005736.3	ENSGALG00000009303.7
OG0000250	ENSACAG00000006717.3	ENSGALG00000013124.6
OG0000252	ENSACAG00000012558.3	ENSGALG00000039498.2
OG0000252	ENSACAG00000010008.3	ENSGALG00000005243.6
OG0000252	ENSACAG00000010782.3	ENSGALG00000041413.2
OG0000253	ENSACAG00000007902.3	ENSGALG00000016176.6
OG0000253	ENSACAG00000011853.3	ENSGALG00000043209.2
OG0000253	ENSACAG00000004005.3, ENSACAG00000016127.3	ENSGALG00000033960.3
OG0000254	ENSACAG00000005650.3	ENSGALG00000010781.6
OG0000254	ENSACAG00000009688.3	ENSGALG00000004134.6
OG0000254	ENSACAG00000010567.3	ENSGALG00000016571.6
OG0000254	ENSACAG00000014362.3	ENSGALG00000004936.6
OG0000255	ENSACAG00000012339.3	ENSGALG00000026077.3
OG0000255	ENSACAG00000017436.3	ENSGALG00000015544.7
OG0000256	ENSACAG00000016680.2	ENSGALG00000032554.2
OG0000256	ENSACAG00000006418.2	ENSGALG00000040992.2
OG0000257	ENSACAG00000002977.3	ENSGALG00000017122.7
OG0000257	ENSACAG00000003864.3	ENSGALG00000003886.7
OG0000257	ENSACAG00000005459.3	ENSGALG00000013684.6
OG0000258	ENSACAG00000013535.3	ENSGALG00000010053.6
OG0000258	ENSACAG00000007804.2	ENSGALG00000004048.6
OG0000258	ENSACAG00000004644.3	ENSGALG00000015058.5
OG0000259	ENSACAG00000011816.3	ENSGALG00000013072.5
OG0000259	ENSACAG00000027925.2, ENSACAG00000012001.3	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7
OG0000260	ENSACAG00000015954.3	ENSGALG00000010189.6
OG0000262	ENSACAG00000004431.3, ENSACAG00000029510.1, ENSACAG00000028902.1, ENSACAG00000004426.2, ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2, ENSACAG00000029666.1	ENSGALG00000026884.3
OG0000263	ENSACAG00000011972.3	ENSGALG00000029512.3
OG0000264	ENSACAG00000002138.3, ENSACAG00000024253.1	ENSGALG00000054646.1
OG0000265	ENSACAG00000011706.2	ENSGALG00000006420.4
OG0000265	ENSACAG00000014324.3	ENSGALG00000041163.3
OG0000266	ENSACAG00000022813.1, ENSACAG00000025789.1, ENSACAG00000026444.1, ENSACAG00000025783.1, ENSACAG00000026763.1, ENSACAG00000026858.1, ENSACAG00000028707.1, ENSACAG00000026541.1, ENSACAG00000024222.1	ENSGALG00000046824.1
OG0000267	ENSACAG00000011281.3, ENSACAG00000000884.3	ENSGALG00000031274.2
OG0000267	ENSACAG00000013876.3	ENSGALG00000011405.6
OG0000267	ENSACAG00000014632.3	ENSGALG00000030032.2
OG0000268	ENSACAG00000007914.3	ENSGALG00000016775.6
OG0000269	ENSACAG00000007923.3	ENSGALG00000042055.2
OG0000270	ENSACAG00000003076.2	ENSGALG00000043416.2
OG0000270	ENSACAG00000000199.3	ENSGALG00000003985.6
OG0000271	ENSACAG00000000106.3	ENSGALG00000003833.6
OG0000271	ENSACAG00000011575.3	ENSGALG00000008456.7
OG0000271	ENSACAG00000004786.2	ENSGALG00000054250.1
OG0000272	ENSACAG00000006913.3, ENSACAG00000025622.1, ENSACAG00000006482.2, ENSACAG00000020949.2, ENSACAG00000006357.3, ENSACAG00000006355.2, ENSACAG00000006485.2, ENSACAG00000006327.2, ENSACAG00000006241.3	ENSGALG00000016805.6
OG0000273	ENSACAG00000010161.3, ENSACAG00000008513.2	ENSGALG00000010023.7
OG0000273	ENSACAG00000004499.3	ENSGALG00000008424.6
OG0000274	ENSACAG00000010658.2	ENSGALG00000031597.3, ENSGALG00000023740.5
OG0000275	ENSACAG00000011796.3	ENSGALG00000004143.6
OG0000275	ENSACAG00000001306.3	ENSGALG00000016433.6
OG0000275	ENSACAG00000008694.3	ENSGALG00000031387.3
OG0000276	ENSACAG00000006156.2	ENSGALG00000050148.1
OG0000276	ENSACAG00000017582.3	ENSGALG00000031058.2
OG0000277	ENSACAG00000011361.2	ENSGALG00000006109.6
OG0000277	ENSACAG00000011795.2	ENSGALG00000011109.6
OG0000277	ENSACAG00000016677.3	ENSGALG00000039099.2
OG0000278	ENSACAG00000021083.3	ENSGALG00000026383.3
OG0000278	ENSACAG00000022310.2	ENSGALG00000031593.2
OG0000279	ENSACAG00000000473.2	ENSGALG00000014410.5
OG0000279	ENSACAG00000029512.1	ENSGALG00000014412.6
OG0000280	ENSACAG00000016780.3	ENSGALG00000029203.3
OG0000280	ENSACAG00000003593.2	ENSGALG00000000302.7
OG0000280	ENSACAG00000009622.3	ENSGALG00000006572.7
OG0000281	ENSACAG00000000017.3	ENSGALG00000011272.3
OG0000281	ENSACAG00000005380.3	ENSGALG00000042482.3
OG0000281	ENSACAG00000017960.2	ENSGALG00000003359.5
OG0000282	ENSACAG00000001397.2	ENSGALG00000052223.1
OG0000282	ENSACAG00000007151.2	ENSGALG00000007374.7
OG0000283	ENSACAG00000029227.1	ENSGALG00000023089.5
OG0000283	ENSACAG00000014204.2	ENSGALG00000010774.7
OG0000285	ENSACAG00000022410.2	ENSGALG00000004243.5
OG0000286	ENSACAG00000006092.3	ENSGALG00000007926.7
OG0000292	ENSACAG00000002448.3	ENSGALG00000032828.2
OG0000293	ENSACAG00000004653.3	ENSGALG00000013742.6
OG0000293	ENSACAG00000003659.3	ENSGALG00000039615.2
OG0000293	ENSACAG00000001083.3	ENSGALG00000017153.6
OG0000294	ENSACAG00000011337.3	ENSGALG00000014324.5
OG0000295	ENSACAG00000009359.3	ENSGALG00000010026.7
OG0000295	ENSACAG00000008113.3, ENSACAG00000002065.3	ENSGALG00000004571.5
OG0000296	ENSACAG00000005840.3	ENSGALG00000003429.6
OG0000297	ENSACAG00000017155.3	ENSGALG00000031301.2
OG0000297	ENSACAG00000015357.3	ENSGALG00000013424.7
OG0000297	ENSACAG00000012730.3	ENSGALG00000005986.7
OG0000298	ENSACAG00000029560.1	ENSGALG00000034899.2
OG0000298	ENSACAG00000026860.2	ENSGALG00000005774.6
OG0000299	ENSACAG00000009410.2	ENSGALG00000035751.2
OG0000300	ENSACAG00000009295.2	ENSGALG00000006344.6
OG0000301	ENSACAG00000016106.3	ENSGALG00000032287.3
OG0000302	ENSACAG00000003624.3	ENSGALG00000008620.5
OG0000303	ENSACAG00000002188.3	ENSGALG00000002932.6
OG0000303	ENSACAG00000028873.1	ENSGALG00000002688.6
OG0000305	ENSACAG00000011759.2	ENSGALG00000032922.2
OG0000305	ENSACAG00000011773.3	ENSGALG00000042008.2
OG0000306	ENSACAG00000015953.3	ENSGALG00000002840.6
OG0000307	ENSACAG00000010393.3	ENSGALG00000032750.2
OG0000308	ENSACAG00000028697.1, ENSACAG00000017334.2, ENSACAG00000014786.3, ENSACAG00000017192.2	ENSGALG00000030038.2
OG0000310	ENSACAG00000005354.3	ENSGALG00000034474.2
OG0000310	ENSACAG00000023476.2	ENSGALG00000053699.1
OG0000318	ENSACAG00000004276.3	ENSGALG00000052319.1
OG0000318	ENSACAG00000002441.3	ENSGALG00000000747.7
OG0000318	ENSACAG00000006231.3	ENSGALG00000013565.6
OG0000319	ENSACAG00000000565.2	ENSGALG00000034366.2, ENSGALG00000047768.1
OG0000320	ENSACAG00000006415.3	ENSGALG00000014426.5
OG0000320	ENSACAG00000004691.3	ENSGALG00000003383.6
OG0000320	ENSACAG00000014041.3	ENSGALG00000014937.6
OG0000321	ENSACAG00000006308.3	ENSGALG00000038637.2
OG0000321	ENSACAG00000013229.3, ENSACAG00000013640.3	ENSGALG00000026811.3
OG0000322	ENSACAG00000008972.3	ENSGALG00000023576.4
OG0000322	ENSACAG00000016764.2	ENSGALG00000038902.2
OG0000323	ENSACAG00000017808.2, ENSACAG00000017817.3	ENSGALG00000054974.1
OG0000324	ENSACAG00000014022.3	ENSGALG00000003837.5
OG0000324	ENSACAG00000010038.3	ENSGALG00000013060.6
OG0000326	ENSACAG00000005164.3	ENSGALG00000016022.6
OG0000326	ENSACAG00000013003.3	ENSGALG00000040276.2
OG0000326	ENSACAG00000017855.2	ENSGALG00000043372.3
OG0000327	ENSACAG00000015334.3	ENSGALG00000005679.5
OG0000327	ENSACAG00000026013.2	ENSGALG00000007657.4, ENSGALG00000007656.6
OG0000328	ENSACAG00000025676.1, ENSACAG00000010287.2, ENSACAG00000010290.2, ENSACAG00000010285.2	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1
OG0000329	ENSACAG00000012732.2	ENSGALG00000004082.6
OG0000329	ENSACAG00000004260.3	ENSGALG00000007396.6
OG0000330	ENSACAG00000017499.2, ENSACAG00000017488.3	ENSGALG00000044661.2
OG0000331	ENSACAG00000016702.1	ENSGALG00000030660.3
OG0000331	ENSACAG00000006841.3	ENSGALG00000035378.2
OG0000332	ENSACAG00000029425.1	ENSGALG00000044866.2
OG0000332	ENSACAG00000009283.3	ENSGALG00000047639.1
OG0000334	ENSACAG00000005359.2	ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2
OG0000335	ENSACAG00000011039.3, ENSACAG00000011037.3, ENSACAG00000028389.1, ENSACAG00000029176.1, ENSACAG00000028881.1	ENSGALG00000017172.4
OG0000345	ENSACAG00000000831.3	ENSGALG00000010269.6
OG0000346	ENSACAG00000009189.2	ENSGALG00000004251.6
OG0000347	ENSACAG00000009375.3	ENSGALG00000032847.2
OG0000347	ENSACAG00000013693.3	ENSGALG00000049798.1
OG0000348	ENSACAG00000006393.3	ENSGALG00000009068.7
OG0000348	ENSACAG00000013815.3	ENSGALG00000008603.5
OG0000349	ENSACAG00000003544.3	ENSGALG00000009977.6
OG0000349	ENSACAG00000004463.3	ENSGALG00000017050.6
OG0000349	ENSACAG00000000815.3	ENSGALG00000006309.6
OG0000350	ENSACAG00000011267.3	ENSGALG00000020793.6
OG0000350	ENSACAG00000011265.3	ENSGALG00000033593.2
OG0000350	ENSACAG00000008926.3	ENSGALG00000011286.6
OG0000351	ENSACAG00000023166.2	ENSGALG00000039572.2
OG0000351	ENSACAG00000004650.2	ENSGALG00000029212.2
OG0000352	ENSACAG00000017076.2	ENSGALG00000001111.6
OG0000353	ENSACAG00000002632.3	ENSGALG00000017246.6
OG0000353	ENSACAG00000004295.3	ENSGALG00000015849.7
OG0000354	ENSACAG00000016904.3	ENSGALG00000009403.6
OG0000354	ENSACAG00000006133.3	ENSGALG00000014054.6
OG0000355	ENSACAG00000007949.3	ENSGALG00000008537.6
OG0000355	ENSACAG00000008140.3	ENSGALG00000004741.7
OG0000355	ENSACAG00000009241.3	ENSGALG00000006609.6
OG0000356	ENSACAG00000016622.3	ENSGALG00000009405.7
OG0000356	ENSACAG00000002331.3	ENSGALG00000034109.2
OG0000356	ENSACAG00000011167.3	ENSGALG00000038995.2
OG0000357	ENSACAG00000002026.3	ENSGALG00000015835.6
OG0000357	ENSACAG00000017294.2	ENSGALG00000002098.6
OG0000357	ENSACAG00000010029.3	ENSGALG00000015434.6
OG0000358	ENSACAG00000012095.2	ENSGALG00000010854.7
OG0000359	ENSACAG00000004167.3, ENSACAG00000013687.2	ENSGALG00000033522.3, ENSGALG00000046412.2
OG0000360	ENSACAG00000029688.1	ENSGALG00000006531.6
OG0000360	ENSACAG00000013502.3	ENSGALG00000010973.7
OG0000361	ENSACAG00000028295.1, ENSACAG00000003666.2	ENSGALG00000011894.6
OG0000362	ENSACAG00000016472.3	ENSGALG00000032974.3
OG0000362	ENSACAG00000013389.3	ENSGALG00000011623.5
OG0000362	ENSACAG00000008463.3	ENSGALG00000039219.2
OG0000363	ENSACAG00000024788.1	ENSGALG00000003435.4
OG0000363	ENSACAG00000002730.2, ENSACAG00000027343.1	ENSGALG00000028489.3
OG0000364	ENSACAG00000012660.2	ENSGALG00000016410.7
OG0000365	ENSACAG00000017241.3, ENSACAG00000017238.3	ENSGALG00000030776.2
OG0000366	ENSACAG00000022125.2	ENSGALG00000004196.6
OG0000367	ENSACAG00000011607.2	ENSGALG00000000589.5
OG0000371	ENSACAG00000013010.3, ENSACAG00000023183.2	ENSGALG00000008058.6
OG0000371	ENSACAG00000001968.3	ENSGALG00000000681.7
OG0000371	ENSACAG00000016263.2	ENSGALG00000006426.6
OG0000373	ENSACAG00000015162.3	ENSGALG00000013253.6
OG0000373	ENSACAG00000008089.3	ENSGALG00000040651.2
OG0000374	ENSACAG00000028428.1	ENSGALG00000042607.2
OG0000374	ENSACAG00000017216.3	ENSGALG00000001946.7
OG0000374	ENSACAG00000010188.3	ENSGALG00000030030.3
OG0000375	ENSACAG00000016054.3	ENSGALG00000032146.2
OG0000375	ENSACAG00000013391.3	ENSGALG00000044387.2
OG0000375	ENSACAG00000013007.3	ENSGALG00000031105.2
OG0000376	ENSACAG00000005157.2	ENSGALG00000034973.2
OG0000376	ENSACAG00000015779.2	ENSGALG00000009064.6
OG0000376	ENSACAG00000012536.2	ENSGALG00000030847.3
OG0000377	ENSACAG00000014756.3	ENSGALG00000028851.4
OG0000377	ENSACAG00000013676.2	ENSGALG00000016535.6
OG0000377	ENSACAG00000011849.3	ENSGALG00000003487.5
OG0000378	ENSACAG00000002264.3	ENSGALG00000006728.7
OG0000379	ENSACAG00000029137.1	ENSGALG00000009066.6, ENSGALG00000001512.6
OG0000380	ENSACAG00000004642.3	ENSGALG00000005415.6
OG0000380	ENSACAG00000009142.3	ENSGALG00000043513.2
OG0000381	ENSACAG00000010821.3	ENSGALG00000014176.6, ENSGALG00000031894.2, ENSGALG00000018977.5
OG0000382	ENSACAG00000013998.3	ENSGALG00000008508.5
OG0000383	ENSACAG00000000961.1	ENSGALG00000018503.6
OG0000383	ENSACAG00000005787.2, ENSACAG00000027662.1	ENSGALG00000010500.7
OG0000384	ENSACAG00000016550.4	ENSGALG00000033857.2, ENSGALG00000050294.1
OG0000385	ENSACAG00000006991.2	ENSGALG00000030812.3
OG0000386	ENSACAG00000028320.1, ENSACAG00000014097.2, ENSACAG00000021130.2	ENSGALG00000037077.2, ENSGALG00000050893.1
OG0000387	ENSACAG00000014961.3	ENSGALG00000007862.6
OG0000387	ENSACAG00000010425.3	ENSGALG00000007927.6
OG0000388	ENSACAG00000007179.2	ENSGALG00000020921.5
OG0000389	ENSACAG00000000655.3	ENSGALG00000026862.4
OG0000389	ENSACAG00000015619.2, ENSACAG00000007991.2	ENSGALG00000023580.3
OG0000390	ENSACAG00000013564.3	ENSGALG00000030025.2
OG0000390	ENSACAG00000013562.3	ENSGALG00000032453.2
OG0000391	ENSACAG00000005913.3	ENSGALG00000015177.6
OG0000392	ENSACAG00000001737.3	ENSGALG00000035368.2
OG0000392	ENSACAG00000006769.2	ENSGALG00000000038.6, ENSGALG00000046107.2
OG0000393	ENSACAG00000010021.3	ENSGALG00000034939.3, ENSGALG00000047125.1
OG0000393	ENSACAG00000015611.3	ENSGALG00000003645.7
OG0000394	ENSACAG00000009975.3	ENSGALG00000045788.2
OG0000395	ENSACAG00000003169.3	ENSGALG00000027035.4
OG0000396	ENSACAG00000006832.3	ENSGALG00000033404.2
OG0000396	ENSACAG00000002413.3	ENSGALG00000037935.3
OG0000396	ENSACAG00000009257.2	ENSGALG00000011298.7
OG0000397	ENSACAG00000023263.1, ENSACAG00000022091.2, ENSACAG00000025561.2	ENSGALG00000037467.2
OG0000397	ENSACAG00000000446.2	ENSGALG00000006361.7
OG0000398	ENSACAG00000015436.3	ENSGALG00000040741.2
OG0000398	ENSACAG00000007003.3	ENSGALG00000003164.6, ENSGALG00000004852.6
OG0000399	ENSACAG00000017971.3	ENSGALG00000025941.3
OG0000399	ENSACAG00000005532.3	ENSGALG00000026034.3
