Orthogroup	A_carolinensis.pep	P_troglodytes.pep
OG0000135	ENSACAG00000011411.3, ENSACAG00000026651.2, ENSACAG00000011407.3, ENSACAG00000027636.2	ENSPTRG00000013166.7, ENSPTRG00000047284.1, ENSPTRG00000044253.1, ENSPTRG00000013171.6
OG0000136	ENSACAG00000012681.3	ENSPTRG00000052293.1
OG0000136	ENSACAG00000015344.3	ENSPTRG00000018793.6
OG0000136	ENSACAG00000014143.3	ENSPTRG00000022064.4
OG0000137	ENSACAG00000014020.3	ENSPTRG00000019421.3
OG0000137	ENSACAG00000005384.3	ENSPTRG00000009388.4
OG0000137	ENSACAG00000007063.3	ENSPTRG00000021750.6
OG0000137	ENSACAG00000015877.3	ENSPTRG00000012642.6
OG0000138	ENSACAG00000011443.3	ENSPTRG00000052479.1, ENSPTRG00000046598.1
OG0000138	ENSACAG00000005807.2	ENSPTRG00000030133.2
OG0000138	ENSACAG00000013484.3	ENSPTRG00000012951.6
OG0000143	ENSACAG00000000791.3	ENSPTRG00000020152.4
OG0000143	ENSACAG00000028463.1, ENSACAG00000008666.3	ENSPTRG00000002655.6
OG0000143	ENSACAG00000008686.3	ENSPTRG00000002653.5
OG0000144	ENSACAG00000016862.2, ENSACAG00000028535.1, ENSACAG00000017193.2	ENSPTRG00000052806.1, ENSPTRG00000028357.4
OG0000145	ENSACAG00000024008.2	ENSPTRG00000013550.5
OG0000146	ENSACAG00000025507.1, ENSACAG00000007026.3	ENSPTRG00000014859.5, ENSPTRG00000049614.1, ENSPTRG00000007661.4
OG0000146	ENSACAG00000006985.2, ENSACAG00000006983.2	ENSPTRG00000012456.6
OG0000147	ENSACAG00000007703.3	ENSPTRG00000003073.5
OG0000147	ENSACAG00000015019.3	ENSPTRG00000015878.6
OG0000147	ENSACAG00000014556.3	ENSPTRG00000017380.6
OG0000147	ENSACAG00000006159.3	ENSPTRG00000020099.4
OG0000149	ENSACAG00000010046.3	ENSPTRG00000010935.5
OG0000149	ENSACAG00000002769.3	ENSPTRG00000002144.4
OG0000149	ENSACAG00000008455.3	ENSPTRG00000052354.1
OG0000149	ENSACAG00000005395.3	ENSPTRG00000006477.6
OG0000150	ENSACAG00000009619.3	ENSPTRG00000007843.6
OG0000150	ENSACAG00000024291.2, ENSACAG00000028432.1	ENSPTRG00000007846.6, ENSPTRG00000007845.6, ENSPTRG00000050863.1
OG0000151	ENSACAG00000005985.3	ENSPTRG00000000705.5, ENSPTRG00000000708.7
OG0000151	ENSACAG00000006620.2, ENSACAG00000006613.3, ENSACAG00000006623.3, ENSACAG00000006667.2	ENSPTRG00000000702.6
OG0000152	ENSACAG00000029195.1, ENSACAG00000014592.3, ENSACAG00000014531.3, ENSACAG00000003630.3, ENSACAG00000011442.3, ENSACAG00000013536.2, ENSACAG00000027231.1, ENSACAG00000023926.2, ENSACAG00000022573.2, ENSACAG00000010182.3	ENSPTRG00000002780.6, ENSPTRG00000002779.5, ENSPTRG00000002781.6
OG0000153	ENSACAG00000006502.3	ENSPTRG00000004577.6, ENSPTRG00000050523.1, ENSPTRG00000046665.1, ENSPTRG00000039246.2
OG0000153	ENSACAG00000010085.3	ENSPTRG00000010848.5
OG0000154	ENSACAG00000002292.3	ENSPTRG00000019929.4
OG0000154	ENSACAG00000000986.3	ENSPTRG00000012403.3
OG0000154	ENSACAG00000006506.3	ENSPTRG00000043801.1
OG0000154	ENSACAG00000006375.3, ENSACAG00000005849.3	ENSPTRG00000019048.5, ENSPTRG00000048512.1
OG0000155	ENSACAG00000017486.3	ENSPTRG00000004754.5, ENSPTRG00000004750.6, ENSPTRG00000044231.1
OG0000155	ENSACAG00000017484.3, ENSACAG00000017442.3	ENSPTRG00000004755.7
OG0000155	ENSACAG00000017487.3	ENSPTRG00000004749.3
OG0000156	ENSACAG00000009691.3	ENSPTRG00000029617.3
OG0000158	ENSACAG00000004055.3	ENSPTRG00000010454.5
OG0000158	ENSACAG00000007221.2	ENSPTRG00000047304.1
OG0000158	ENSACAG00000002318.3, ENSACAG00000001184.3	ENSPTRG00000001017.6
OG0000159	ENSACAG00000024242.1, ENSACAG00000002784.2	ENSPTRG00000050283.1, ENSPTRG00000042669.1, ENSPTRG00000042977.1, ENSPTRG00000052527.1, ENSPTRG00000042833.1, ENSPTRG00000052579.1, ENSPTRG00000043139.1, ENSPTRG00000050238.1
OG0000160	ENSACAG00000010547.2, ENSACAG00000011986.2	ENSPTRG00000018016.4, ENSPTRG00000018029.6, ENSPTRG00000018028.6
OG0000161	ENSACAG00000010510.3, ENSACAG00000022228.2	ENSPTRG00000011383.6, ENSPTRG00000011329.6, ENSPTRG00000011328.6, ENSPTRG00000011392.5, ENSPTRG00000050548.1, ENSPTRG00000032470.4, ENSPTRG00000032469.2, ENSPTRG00000011374.7, ENSPTRG00000047753.1, ENSPTRG00000011384.6, ENSPTRG00000011388.6, ENSPTRG00000011375.5
OG0000162	ENSACAG00000003199.3	ENSPTRG00000002016.6, ENSPTRG00000048164.1
OG0000162	ENSACAG00000002512.2	ENSPTRG00000043346.1
OG0000162	ENSACAG00000000755.3	ENSPTRG00000018215.6
OG0000162	ENSACAG00000016579.3	ENSPTRG00000003869.5
OG0000163	ENSACAG00000004527.3	ENSPTRG00000000723.7
OG0000163	ENSACAG00000016958.3	ENSPTRG00000010506.5
OG0000163	ENSACAG00000017521.2	ENSPTRG00000020830.7
OG0000169	ENSACAG00000016470.3	ENSPTRG00000022593.5, ENSPTRG00000047939.1
OG0000169	ENSACAG00000002544.3	ENSPTRG00000000573.6
OG0000169	ENSACAG00000011841.3	ENSPTRG00000013531.5
OG0000170	ENSACAG00000023684.1, ENSACAG00000002912.2, ENSACAG00000028460.1, ENSACAG00000029617.1	ENSPTRG00000048518.1, ENSPTRG00000047679.1, ENSPTRG00000044010.1, ENSPTRG00000049491.1, ENSPTRG00000052251.1
OG0000171	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3, ENSACAG00000011740.3	ENSPTRG00000041356.2, ENSPTRG00000039360.2, ENSPTRG00000049233.1
OG0000172	ENSACAG00000007544.3	ENSPTRG00000015341.6
OG0000172	ENSACAG00000029612.1	ENSPTRG00000001933.6
OG0000172	ENSACAG00000013199.2	ENSPTRG00000041884.2
OG0000172	ENSACAG00000005063.3	ENSPTRG00000022438.5
OG0000173	ENSACAG00000009511.3	ENSPTRG00000020494.6
OG0000174	ENSACAG00000011246.3	ENSPTRG00000021945.4
OG0000174	ENSACAG00000005170.3	ENSPTRG00000002267.7
OG0000174	ENSACAG00000008640.3	ENSPTRG00000014889.5
OG0000179	ENSACAG00000014986.3, ENSACAG00000022178.2	ENSPTRG00000029843.3, ENSPTRG00000002722.7
OG0000179	ENSACAG00000014897.3	ENSPTRG00000002725.6
OG0000179	ENSACAG00000008884.3	ENSPTRG00000002732.6
OG0000180	ENSACAG00000024570.1, ENSACAG00000010991.2, ENSACAG00000024396.1, ENSACAG00000027815.1	ENSPTRG00000003616.4
OG0000181	ENSACAG00000006459.3, ENSACAG00000021039.3, ENSACAG00000014465.3, ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1, ENSACAG00000002416.2, ENSACAG00000025527.1, ENSACAG00000002410.2	ENSPTRG00000030826.3, ENSPTRG00000000168.6
OG0000182	ENSACAG00000028427.1	ENSPTRG00000049250.1, ENSPTRG00000047320.1, ENSPTRG00000048605.1, ENSPTRG00000051902.1
OG0000183	ENSACAG00000004220.3	ENSPTRG00000000857.4
OG0000183	ENSACAG00000014964.3	ENSPTRG00000015247.3
OG0000183	ENSACAG00000017754.3	ENSPTRG00000004489.5
OG0000183	ENSACAG00000017742.3	ENSPTRG00000004488.5
OG0000184	ENSACAG00000011205.3	ENSPTRG00000016855.4
OG0000184	ENSACAG00000007090.3	ENSPTRG00000007258.3
OG0000184	ENSACAG00000013896.3	ENSPTRG00000049419.1
OG0000185	ENSACAG00000006923.2	ENSPTRG00000002066.5
OG0000185	ENSACAG00000002890.3	ENSPTRG00000015051.5
OG0000185	ENSACAG00000008240.2	ENSPTRG00000004891.4
OG0000186	ENSACAG00000005115.3	ENSPTRG00000015883.6
OG0000186	ENSACAG00000014256.3	ENSPTRG00000017377.6
OG0000186	ENSACAG00000008068.3	ENSPTRG00000003065.6
OG0000186	ENSACAG00000005972.3	ENSPTRG00000042450.2
OG0000187	ENSACAG00000017941.3	ENSPTRG00000001112.6
OG0000187	ENSACAG00000008297.3	ENSPTRG00000014922.5
OG0000188	ENSACAG00000016113.2	ENSPTRG00000010404.7, ENSPTRG00000010403.7, ENSPTRG00000039006.2
OG0000193	ENSACAG00000000937.2	ENSPTRG00000005408.4
OG0000193	ENSACAG00000008365.3	ENSPTRG00000003959.7
OG0000193	ENSACAG00000012143.2	ENSPTRG00000008954.6
OG0000193	ENSACAG00000015112.2	ENSPTRG00000007989.5
OG0000194	ENSACAG00000014920.3	ENSPTRG00000034469.3
OG0000194	ENSACAG00000016948.3	ENSPTRG00000004775.5
OG0000194	ENSACAG00000003090.3	ENSPTRG00000001140.5
OG0000196	ENSACAG00000029093.1	ENSPTRG00000006118.7, ENSPTRG00000039710.2, ENSPTRG00000043469.1, ENSPTRG00000045559.1, ENSPTRG00000043496.1
OG0000197	ENSACAG00000013597.3	ENSPTRG00000016622.6
OG0000197	ENSACAG00000004802.3	ENSPTRG00000017505.6
OG0000197	ENSACAG00000015165.3	ENSPTRG00000022250.5
OG0000198	ENSACAG00000017275.3	ENSPTRG00000000527.6
OG0000198	ENSACAG00000003385.3	ENSPTRG00000000529.6
OG0000198	ENSACAG00000000167.3	ENSPTRG00000020622.7
OG0000198	ENSACAG00000029174.1	ENSPTRG00000000528.4
OG0000199	ENSACAG00000003402.3	ENSPTRG00000001152.7
OG0000199	ENSACAG00000015855.2	ENSPTRG00000011041.5
OG0000199	ENSACAG00000014891.2, ENSACAG00000014885.2	ENSPTRG00000001542.6
OG0000200	ENSACAG00000001281.3	ENSPTRG00000021001.6
OG0000200	ENSACAG00000014863.3	ENSPTRG00000044939.1, ENSPTRG00000046503.1, ENSPTRG00000046409.1, ENSPTRG00000001282.7
OG0000201	ENSACAG00000005654.3	ENSPTRG00000001935.5
OG0000201	ENSACAG00000008973.3	ENSPTRG00000047427.1, ENSPTRG00000022404.6
OG0000201	ENSACAG00000008979.3	ENSPTRG00000002296.4
OG0000201	ENSACAG00000009926.3	ENSPTRG00000014594.4
OG0000202	ENSACAG00000003052.3, ENSACAG00000005898.2	ENSPTRG00000039291.2
OG0000202	ENSACAG00000008590.3	ENSPTRG00000047103.1
OG0000203	ENSACAG00000009088.3	ENSPTRG00000016900.6
OG0000203	ENSACAG00000008734.2	ENSPTRG00000010470.5
OG0000203	ENSACAG00000010815.3	ENSPTRG00000000831.6
OG0000204	ENSACAG00000017093.2	ENSPTRG00000009183.3
OG0000212	ENSACAG00000013919.2	ENSPTRG00000024045.4
OG0000212	ENSACAG00000006419.3	ENSPTRG00000008812.5
OG0000213	ENSACAG00000011286.3	ENSPTRG00000052476.1
OG0000213	ENSACAG00000013990.3	ENSPTRG00000042820.1, ENSPTRG00000022380.6
OG0000213	ENSACAG00000007024.3	ENSPTRG00000016024.4
OG0000213	ENSACAG00000014692.3	ENSPTRG00000051998.1
OG0000214	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3	ENSPTRG00000001525.2, ENSPTRG00000001527.7
OG0000216	ENSACAG00000010881.3	ENSPTRG00000045090.1, ENSPTRG00000048529.1, ENSPTRG00000044197.1, ENSPTRG00000046887.1, ENSPTRG00000044997.1, ENSPTRG00000045640.1, ENSPTRG00000046928.1
OG0000217	ENSACAG00000015036.3	ENSPTRG00000017414.6
OG0000217	ENSACAG00000012012.3	ENSPTRG00000051317.1
OG0000217	ENSACAG00000009061.3	ENSPTRG00000002643.7
OG0000218	ENSACAG00000004362.3	ENSPTRG00000002669.6
OG0000218	ENSACAG00000001928.3	ENSPTRG00000044219.1, ENSPTRG00000030424.4, ENSPTRG00000045529.1, ENSPTRG00000045366.1, ENSPTRG00000049708.1, ENSPTRG00000049820.1, ENSPTRG00000046562.1, ENSPTRG00000039784.2
OG0000219	ENSACAG00000024548.2	ENSPTRG00000042894.1, ENSPTRG00000052507.1, ENSPTRG00000049060.1, ENSPTRG00000052287.1, ENSPTRG00000046356.1, ENSPTRG00000048493.1, ENSPTRG00000045873.1, ENSPTRG00000048116.1
OG0000220	ENSACAG00000022093.2	ENSPTRG00000034497.3
OG0000220	ENSACAG00000029133.1, ENSACAG00000017289.3	ENSPTRG00000017985.7
OG0000221	ENSACAG00000009243.3	ENSPTRG00000043932.1
OG0000221	ENSACAG00000011807.3	ENSPTRG00000047405.1
OG0000221	ENSACAG00000000749.3	ENSPTRG00000020631.6
OG0000222	ENSACAG00000005792.1	ENSPTRG00000004592.6
OG0000222	ENSACAG00000004667.1	ENSPTRG00000015646.4
OG0000223	ENSACAG00000029116.1	ENSPTRG00000015542.6
OG0000223	ENSACAG00000000969.3	ENSPTRG00000005982.6
OG0000223	ENSACAG00000009557.3	ENSPTRG00000022280.6
OG0000224	ENSACAG00000001017.3	ENSPTRG00000051288.1, ENSPTRG00000008673.6
OG0000225	ENSACAG00000004368.2	ENSPTRG00000002518.6
OG0000225	ENSACAG00000002183.3	ENSPTRG00000017303.6
OG0000226	ENSACAG00000012117.3	ENSPTRG00000016386.5
OG0000226	ENSACAG00000013822.3	ENSPTRG00000016389.4
OG0000226	ENSACAG00000009340.2	ENSPTRG00000002641.5
OG0000227	ENSACAG00000014558.3	ENSPTRG00000003908.4
OG0000227	ENSACAG00000021112.2	ENSPTRG00000048582.1, ENSPTRG00000013329.4, ENSPTRG00000046564.1
OG0000228	ENSACAG00000007442.3	ENSPTRG00000017883.6
OG0000228	ENSACAG00000011919.3	ENSPTRG00000017649.4
OG0000229	ENSACAG00000002031.3	ENSPTRG00000015054.6
OG0000229	ENSACAG00000009986.3	ENSPTRG00000019671.6
OG0000229	ENSACAG00000009800.3	ENSPTRG00000047682.1
OG0000230	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3	ENSPTRG00000051840.1, ENSPTRG00000044041.1, ENSPTRG00000000922.5, ENSPTRG00000000923.7
OG0000231	ENSACAG00000027821.2	ENSPTRG00000016107.5
OG0000232	ENSACAG00000009596.3	ENSPTRG00000044766.1
OG0000233	ENSACAG00000029367.1	ENSPTRG00000006731.5
OG0000235	ENSACAG00000015134.3	ENSPTRG00000017494.7
OG0000235	ENSACAG00000006768.3	ENSPTRG00000016030.4
OG0000235	ENSACAG00000011617.2	ENSPTRG00000006831.6
OG0000236	ENSACAG00000008728.3, ENSACAG00000015237.2	ENSPTRG00000051435.1, ENSPTRG00000003974.5
OG0000236	ENSACAG00000000835.3	ENSPTRG00000008872.7
OG0000237	ENSACAG00000011654.3	ENSPTRG00000011926.7
OG0000237	ENSACAG00000002883.3	ENSPTRG00000041132.2, ENSPTRG00000003809.6
OG0000237	ENSACAG00000007451.3	ENSPTRG00000047264.1
OG0000238	ENSACAG00000016098.3	ENSPTRG00000017513.6
OG0000238	ENSACAG00000010981.2	ENSPTRG00000020090.6
OG0000238	ENSACAG00000007299.3	ENSPTRG00000003048.6
OG0000239	ENSACAG00000014440.3	ENSPTRG00000005625.4
OG0000239	ENSACAG00000014433.3	ENSPTRG00000005627.5
OG0000239	ENSACAG00000014310.2	ENSPTRG00000005631.6
OG0000240	ENSACAG00000011382.2	ENSPTRG00000016154.4
OG0000240	ENSACAG00000028995.1	ENSPTRG00000016155.4, ENSPTRG00000016160.6, ENSPTRG00000016159.3, ENSPTRG00000016163.5, ENSPTRG00000016161.4, ENSPTRG00000016157.5
OG0000241	ENSACAG00000013328.3, ENSACAG00000014241.3	ENSPTRG00000052785.1, ENSPTRG00000002675.5, ENSPTRG00000021080.6, ENSPTRG00000046269.1
OG0000242	ENSACAG00000012857.3	ENSPTRG00000012929.4
OG0000242	ENSACAG00000002337.2	ENSPTRG00000019889.5
OG0000242	ENSACAG00000008069.3	ENSPTRG00000004895.5
OG0000243	ENSACAG00000028717.1	ENSPTRG00000000732.4
OG0000243	ENSACAG00000016810.2	ENSPTRG00000010497.4
OG0000244	ENSACAG00000012632.2	ENSPTRG00000004218.5, ENSPTRG00000023318.5
OG0000244	ENSACAG00000023762.2, ENSACAG00000012628.3	ENSPTRG00000004219.5, ENSPTRG00000004220.4
OG0000248	ENSACAG00000005606.2	ENSPTRG00000045129.1, ENSPTRG00000012104.3
OG0000248	ENSACAG00000009326.3	ENSPTRG00000002570.6
OG0000249	ENSACAG00000005958.3	ENSPTRG00000046601.1
OG0000249	ENSACAG00000013325.3	ENSPTRG00000006715.6
OG0000249	ENSACAG00000005736.3	ENSPTRG00000002037.6
OG0000250	ENSACAG00000006717.3	ENSPTRG00000009979.6
OG0000251	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1	ENSPTRG00000023648.4
OG0000252	ENSACAG00000012558.3	ENSPTRG00000016315.5
OG0000252	ENSACAG00000010008.3	ENSPTRG00000002631.6
OG0000252	ENSACAG00000010782.3	ENSPTRG00000020059.6
OG0000253	ENSACAG00000007902.3	ENSPTRG00000018325.4
OG0000253	ENSACAG00000011853.3	ENSPTRG00000000465.7
OG0000253	ENSACAG00000016127.3	ENSPTRG00000020635.6
OG0000254	ENSACAG00000005650.3	ENSPTRG00000016607.5
OG0000254	ENSACAG00000009688.3	ENSPTRG00000017439.4
OG0000254	ENSACAG00000010567.3	ENSPTRG00000021679.6
OG0000254	ENSACAG00000014362.3	ENSPTRG00000022132.4
OG0000255	ENSACAG00000012339.3	ENSPTRG00000008923.5
OG0000255	ENSACAG00000017436.3	ENSPTRG00000021201.6
OG0000256	ENSACAG00000016680.2	ENSPTRG00000002324.6
OG0000256	ENSACAG00000015778.2	ENSPTRG00000004905.3
OG0000256	ENSACAG00000006418.2	ENSPTRG00000012398.3
OG0000257	ENSACAG00000002977.3	ENSPTRG00000005701.4
OG0000257	ENSACAG00000003864.3	ENSPTRG00000042231.2
OG0000257	ENSACAG00000005459.3	ENSPTRG00000020011.4
OG0000258	ENSACAG00000013535.3	ENSPTRG00000000641.6
OG0000258	ENSACAG00000007804.2	ENSPTRG00000049728.1, ENSPTRG00000010328.6
OG0000258	ENSACAG00000004644.3	ENSPTRG00000020773.7
OG0000259	ENSACAG00000011816.3	ENSPTRG00000002246.7
OG0000259	ENSACAG00000027925.2, ENSACAG00000012001.3	ENSPTRG00000046759.1, ENSPTRG00000019718.5
OG0000260	ENSACAG00000015954.3	ENSPTRG00000043703.1, ENSPTRG00000043260.1, ENSPTRG00000003059.7, ENSPTRG00000051088.1, ENSPTRG00000045272.1, ENSPTRG00000051804.1, ENSPTRG00000052844.1, ENSPTRG00000040575.2, ENSPTRG00000006297.5
OG0000262	ENSACAG00000029220.1, ENSACAG00000004431.3, ENSACAG00000029510.1, ENSACAG00000028902.1, ENSACAG00000004426.2, ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2, ENSACAG00000029666.1, ENSACAG00000021977.1	ENSPTRG00000052742.1
OG0000263	ENSACAG00000011972.3	ENSPTRG00000011924.7
OG0000263	ENSACAG00000003147.3	ENSPTRG00000011000.6
OG0000263	ENSACAG00000007494.3	ENSPTRG00000003936.5
OG0000264	ENSACAG00000002138.3, ENSACAG00000024253.1	ENSPTRG00000010464.5, ENSPTRG00000010467.4, ENSPTRG00000010463.5
OG0000265	ENSACAG00000011706.2	ENSPTRG00000007364.6
OG0000265	ENSACAG00000012837.3	ENSPTRG00000021017.6
OG0000265	ENSACAG00000014324.3	ENSPTRG00000048954.1, ENSPTRG00000045999.1, ENSPTRG00000044177.1, ENSPTRG00000045783.1, ENSPTRG00000043590.1, ENSPTRG00000042737.1, ENSPTRG00000010215.6
OG0000267	ENSACAG00000011281.3, ENSACAG00000000884.3	ENSPTRG00000004957.6
OG0000267	ENSACAG00000013876.3	ENSPTRG00000014704.6
OG0000267	ENSACAG00000014632.3	ENSPTRG00000012579.6
OG0000268	ENSACAG00000007914.3	ENSPTRG00000030400.4
OG0000269	ENSACAG00000007923.3	ENSPTRG00000021527.5
OG0000270	ENSACAG00000003076.2	ENSPTRG00000001256.6
OG0000270	ENSACAG00000000199.3	ENSPTRG00000007516.7
OG0000271	ENSACAG00000000106.3	ENSPTRG00000001749.6
OG0000271	ENSACAG00000011575.3	ENSPTRG00000021608.6
OG0000271	ENSACAG00000004786.2	ENSPTRG00000010561.7
OG0000272	ENSACAG00000006913.3	ENSPTRG00000024324.5
OG0000272	ENSACAG00000025622.1, ENSACAG00000006482.2, ENSACAG00000020949.2, ENSACAG00000006357.3, ENSACAG00000006355.2, ENSACAG00000006485.2, ENSACAG00000006327.2, ENSACAG00000006241.3	ENSPTRG00000044403.1, ENSPTRG00000023956.4
OG0000273	ENSACAG00000010161.3, ENSACAG00000008513.2	ENSPTRG00000006626.7
OG0000273	ENSACAG00000004499.3	ENSPTRG00000011185.6, ENSPTRG00000043067.1
OG0000274	ENSACAG00000010658.2	ENSPTRG00000007530.6, ENSPTRG00000031328.5
OG0000275	ENSACAG00000011796.3	ENSPTRG00000013529.6
OG0000275	ENSACAG00000001306.3	ENSPTRG00000011641.6
OG0000275	ENSACAG00000008694.3	ENSPTRG00000048725.1, ENSPTRG00000044170.1
OG0000276	ENSACAG00000006156.2	ENSPTRG00000049595.1
OG0000277	ENSACAG00000011361.2	ENSPTRG00000002478.7
OG0000277	ENSACAG00000011795.2	ENSPTRG00000016244.6
OG0000277	ENSACAG00000016677.3	ENSPTRG00000017633.6
OG0000278	ENSACAG00000021083.3	ENSPTRG00000052699.1
OG0000278	ENSACAG00000022310.2	ENSPTRG00000028234.3, ENSPTRG00000044050.1, ENSPTRG00000045552.1
OG0000279	ENSACAG00000000473.2	ENSPTRG00000048077.1
OG0000279	ENSACAG00000015604.3, ENSACAG00000015627.3	ENSPTRG00000015290.3
OG0000280	ENSACAG00000016780.3	ENSPTRG00000011488.4
OG0000280	ENSACAG00000003593.2	ENSPTRG00000001832.7
OG0000280	ENSACAG00000009622.3	ENSPTRG00000003166.7
OG0000281	ENSACAG00000000017.3	ENSPTRG00000014682.5
OG0000281	ENSACAG00000005380.3	ENSPTRG00000005071.5
OG0000281	ENSACAG00000017960.2	ENSPTRG00000009194.4
OG0000282	ENSACAG00000001397.2	ENSPTRG00000052634.1
OG0000282	ENSACAG00000007151.2	ENSPTRG00000003664.4
OG0000283	ENSACAG00000029227.1	ENSPTRG00000017049.5
OG0000283	ENSACAG00000014204.2	ENSPTRG00000000770.5
OG0000284	ENSACAG00000017998.2	ENSPTRG00000046353.1
OG0000285	ENSACAG00000022410.2	ENSPTRG00000052517.1, ENSPTRG00000051239.1, ENSPTRG00000048122.1, ENSPTRG00000003110.6, ENSPTRG00000044016.1, ENSPTRG00000003112.5, ENSPTRG00000003111.7
OG0000286	ENSACAG00000006092.3	ENSPTRG00000052524.1, ENSPTRG00000039179.2, ENSPTRG00000044556.1, ENSPTRG00000009628.5
OG0000292	ENSACAG00000002448.3	ENSPTRG00000051788.1
OG0000292	ENSACAG00000009850.3	ENSPTRG00000034246.3
OG0000293	ENSACAG00000004653.3	ENSPTRG00000018748.6
OG0000293	ENSACAG00000003659.3	ENSPTRG00000043871.1
OG0000293	ENSACAG00000001083.3	ENSPTRG00000004259.5
OG0000294	ENSACAG00000011337.3	ENSPTRG00000048144.1, ENSPTRG00000004626.6, ENSPTRG00000004624.5
OG0000294	ENSACAG00000014408.3	ENSPTRG00000008672.6
OG0000295	ENSACAG00000009359.3	ENSPTRG00000011788.6
OG0000295	ENSACAG00000002065.3	ENSPTRG00000038645.2, ENSPTRG00000049414.1, ENSPTRG00000005448.5
OG0000296	ENSACAG00000012549.2	ENSPTRG00000018012.7
OG0000296	ENSACAG00000005840.3	ENSPTRG00000001611.5
OG0000297	ENSACAG00000017155.3	ENSPTRG00000018087.7
OG0000297	ENSACAG00000015357.3	ENSPTRG00000004536.6
OG0000297	ENSACAG00000012730.3	ENSPTRG00000003327.6
OG0000298	ENSACAG00000029560.1	ENSPTRG00000020292.5
OG0000298	ENSACAG00000026860.2	ENSPTRG00000013732.5
OG0000299	ENSACAG00000009410.2	ENSPTRG00000010044.7
OG0000300	ENSACAG00000013259.2, ENSACAG00000009295.2	ENSPTRG00000044502.1, ENSPTRG00000014166.5, ENSPTRG00000014160.6, ENSPTRG00000045736.1
OG0000301	ENSACAG00000005552.3	ENSPTRG00000007941.6
OG0000301	ENSACAG00000016106.3	ENSPTRG00000005437.6
OG0000302	ENSACAG00000003624.3	ENSPTRG00000052452.1, ENSPTRG00000046540.1, ENSPTRG00000050928.1, ENSPTRG00000047310.1, ENSPTRG00000048694.1
OG0000303	ENSACAG00000002188.3	ENSPTRG00000039502.2
OG0000304	ENSACAG00000016586.3	ENSPTRG00000050403.1, ENSPTRG00000014306.6, ENSPTRG00000014308.5
OG0000305	ENSACAG00000011759.2	ENSPTRG00000044359.1, ENSPTRG00000048423.1, ENSPTRG00000001062.5, ENSPTRG00000001061.6, ENSPTRG00000001060.5
OG0000305	ENSACAG00000011773.3	ENSPTRG00000043733.1, ENSPTRG00000042967.1
OG0000306	ENSACAG00000015953.3	ENSPTRG00000018059.5
OG0000306	ENSACAG00000006406.3	ENSPTRG00000017612.6
OG0000307	ENSACAG00000007375.3	ENSPTRG00000046340.1, ENSPTRG00000014511.6
OG0000307	ENSACAG00000001180.3	ENSPTRG00000014895.7
OG0000307	ENSACAG00000010393.3	ENSPTRG00000001044.3
OG0000308	ENSACAG00000028697.1, ENSACAG00000017334.2, ENSACAG00000014786.3, ENSACAG00000017192.2	ENSPTRG00000010373.6
OG0000309	ENSACAG00000025687.2, ENSACAG00000017495.3, ENSACAG00000017489.3	ENSPTRG00000043184.1, ENSPTRG00000000405.4
OG0000310	ENSACAG00000005354.3	ENSPTRG00000018262.6
OG0000318	ENSACAG00000004276.3	ENSPTRG00000008714.5
OG0000318	ENSACAG00000002441.3	ENSPTRG00000000075.5
OG0000318	ENSACAG00000006231.3	ENSPTRG00000004580.5
OG0000319	ENSACAG00000000565.2	ENSPTRG00000014554.4, ENSPTRG00000045184.1
OG0000320	ENSACAG00000006415.3	ENSPTRG00000015293.5
OG0000320	ENSACAG00000004691.3	ENSPTRG00000000471.7
OG0000320	ENSACAG00000014041.3	ENSPTRG00000018537.6
OG0000321	ENSACAG00000006308.3	ENSPTRG00000007030.7
OG0000321	ENSACAG00000013229.3	ENSPTRG00000010300.3
OG0000321	ENSACAG00000013640.3	ENSPTRG00000020955.5
OG0000322	ENSACAG00000008972.3	ENSPTRG00000049333.1
OG0000322	ENSACAG00000016764.2	ENSPTRG00000018118.4
OG0000322	ENSACAG00000012958.2, ENSACAG00000007632.3	ENSPTRG00000021875.6
OG0000323	ENSACAG00000017808.2	ENSPTRG00000010832.5
