Orthogroup	A_carolinensis.pep	X_tropicalis.pep
OG0000108	ENSACAG00000000874.3, ENSACAG00000017475.3	ENSXETG00000008640.1, ENSXETG00000009993.1, ENSXETG00000009648.1
OG0000109	ENSACAG00000016498.2, ENSACAG00000014576.2, ENSACAG00000029238.1, ENSACAG00000022728.2, ENSACAG00000021011.2, ENSACAG00000024704.1, ENSACAG00000027474.1, ENSACAG00000017078.2, ENSACAG00000024505.1, ENSACAG00000016372.2, ENSACAG00000017462.2, ENSACAG00000022446.2, ENSACAG00000024590.1, ENSACAG00000025266.1, ENSACAG00000024991.1, ENSACAG00000020942.2	ENSXETG00000007832.1
OG0000110	ENSACAG00000017328.3, ENSACAG00000015074.3	ENSXETG00000002348.1
OG0000110	ENSACAG00000001550.3	ENSXETG00000013548.1
OG0000111	ENSACAG00000012255.3	ENSXETG00000007548.1
OG0000111	ENSACAG00000001660.3	ENSXETG00000000914.1
OG0000111	ENSACAG00000012880.3	ENSXETG00000006548.1
OG0000111	ENSACAG00000011892.3	ENSXETG00000017510.1
OG0000112	ENSACAG00000029696.1, ENSACAG00000009562.3, ENSACAG00000009384.3	ENSXETG00000008621.1
OG0000113	ENSACAG00000008814.2, ENSACAG00000021110.2, ENSACAG00000001664.3, ENSACAG00000009032.3, ENSACAG00000008898.2	ENSXETG00000021352.1
OG0000115	ENSACAG00000029538.1, ENSACAG00000004949.3, ENSACAG00000005188.3, ENSACAG00000025047.1, ENSACAG00000005203.3, ENSACAG00000005465.2	ENSXETG00000005761.1, ENSXETG00000005977.1, ENSXETG00000005384.1, ENSXETG00000005693.1, ENSXETG00000003341.1
OG0000115	ENSACAG00000013726.3	ENSXETG00000002691.1
OG0000116	ENSACAG00000026769.2, ENSACAG00000017879.3	ENSXETG00000003024.1
OG0000116	ENSACAG00000028720.1, ENSACAG00000017868.3	ENSXETG00000002922.1
OG0000118	ENSACAG00000006864.2, ENSACAG00000027740.2	ENSXETG00000000892.1
OG0000118	ENSACAG00000004461.2, ENSACAG00000005249.2	ENSXETG00000000902.1
OG0000119	ENSACAG00000017852.2	ENSXETG00000008731.1
OG0000119	ENSACAG00000017312.2	ENSXETG00000012191.1
OG0000119	ENSACAG00000013030.3	ENSXETG00000001974.1
OG0000120	ENSACAG00000015475.2, ENSACAG00000026425.1, ENSACAG00000004423.2, ENSACAG00000024289.1	ENSXETG00000014483.1, ENSXETG00000002859.1, ENSXETG00000004759.1, ENSXETG00000000621.1
OG0000126	ENSACAG00000002262.3	ENSXETG00000018540.1
OG0000126	ENSACAG00000002789.2	ENSXETG00000021190.1
OG0000129	ENSACAG00000013632.3	ENSXETG00000010610.1
OG0000129	ENSACAG00000010005.3	ENSXETG00000020896.1
OG0000129	ENSACAG00000001027.3	ENSXETG00000018955.1
OG0000129	ENSACAG00000010512.3	ENSXETG00000020932.1
OG0000130	ENSACAG00000012428.3	ENSXETG00000005046.1
OG0000131	ENSACAG00000004607.2	ENSXETG00000021214.1
OG0000131	ENSACAG00000009819.3	ENSXETG00000019816.1
OG0000131	ENSACAG00000000783.3	ENSXETG00000005085.1
OG0000134	ENSACAG00000007411.2	ENSXETG00000006395.1, ENSXETG00000017896.1, ENSXETG00000015402.1, ENSXETG00000009059.1
OG0000134	ENSACAG00000027795.1, ENSACAG00000026015.1	ENSXETG00000015408.1
OG0000136	ENSACAG00000012681.3	ENSXETG00000021421.1
OG0000136	ENSACAG00000015344.3	ENSXETG00000010463.1
OG0000136	ENSACAG00000014143.3	ENSXETG00000009967.1
OG0000137	ENSACAG00000014020.3	ENSXETG00000008151.1
OG0000137	ENSACAG00000007063.3	ENSXETG00000011285.1
OG0000137	ENSACAG00000015877.3	ENSXETG00000011177.1
OG0000138	ENSACAG00000011443.3	ENSXETG00000013594.1
OG0000138	ENSACAG00000005807.2, ENSACAG00000028348.1, ENSACAG00000013484.3	ENSXETG00000003380.1
OG0000143	ENSACAG00000000791.3	ENSXETG00000000948.1, ENSXETG00000005553.1
OG0000143	ENSACAG00000028463.1, ENSACAG00000008666.3	ENSXETG00000020664.1
OG0000143	ENSACAG00000008686.3	ENSXETG00000019731.1
OG0000145	ENSACAG00000029282.1	ENSXETG00000015884.1
OG0000145	ENSACAG00000024008.2	ENSXETG00000019119.1, ENSXETG00000002868.1
OG0000146	ENSACAG00000025507.1, ENSACAG00000007026.3	ENSXETG00000016291.1, ENSXETG00000016341.1, ENSXETG00000010028.1
OG0000146	ENSACAG00000006985.2, ENSACAG00000006983.2, ENSACAG00000006964.3, ENSACAG00000028847.1	ENSXETG00000010005.1, ENSXETG00000009719.1, ENSXETG00000009980.1, ENSXETG00000009594.1, ENSXETG00000009946.1, ENSXETG00000009921.1, ENSXETG00000009738.1, ENSXETG00000009419.1, ENSXETG00000009233.1, ENSXETG00000009516.1, ENSXETG00000009119.1
OG0000147	ENSACAG00000007703.3	ENSXETG00000018873.1
OG0000147	ENSACAG00000015019.3	ENSXETG00000004690.1
OG0000147	ENSACAG00000014556.3	ENSXETG00000012866.1
OG0000147	ENSACAG00000006159.3	ENSXETG00000002709.1
OG0000149	ENSACAG00000010046.3	ENSXETG00000009281.1
OG0000149	ENSACAG00000002769.3	ENSXETG00000008787.1
OG0000149	ENSACAG00000008455.3	ENSXETG00000007470.1
OG0000149	ENSACAG00000005395.3	ENSXETG00000008935.1
OG0000150	ENSACAG00000009637.3, ENSACAG00000009619.3, ENSACAG00000024291.2, ENSACAG00000028432.1	ENSXETG00000008789.1
OG0000151	ENSACAG00000026328.2, ENSACAG00000005985.3, ENSACAG00000006620.2, ENSACAG00000006613.3, ENSACAG00000006623.3, ENSACAG00000006667.2	ENSXETG00000014196.1, ENSXETG00000014180.1, ENSXETG00000013814.1, ENSXETG00000014192.1, ENSXETG00000014225.1, ENSXETG00000013556.1
OG0000153	ENSACAG00000006502.3, ENSACAG00000010085.3	ENSXETG00000013593.1
OG0000154	ENSACAG00000002292.3	ENSXETG00000014539.1
OG0000154	ENSACAG00000000986.3	ENSXETG00000008186.1
OG0000154	ENSACAG00000006506.3	ENSXETG00000014451.1
OG0000154	ENSACAG00000006375.3	ENSXETG00000011324.1
OG0000155	ENSACAG00000017486.3	ENSXETG00000016250.1
OG0000155	ENSACAG00000017484.3, ENSACAG00000017442.3, ENSACAG00000017487.3	ENSXETG00000016171.1
OG0000156	ENSACAG00000008051.3, ENSACAG00000024500.2, ENSACAG00000008041.2, ENSACAG00000026621.2, ENSACAG00000008021.3, ENSACAG00000008036.3, ENSACAG00000009691.3	ENSXETG00000004141.1
OG0000158	ENSACAG00000004055.3	ENSXETG00000001031.1
OG0000158	ENSACAG00000003040.3	ENSXETG00000008147.1
OG0000158	ENSACAG00000007221.2	ENSXETG00000015274.1
OG0000158	ENSACAG00000001184.3	ENSXETG00000001026.1
OG0000159	ENSACAG00000024242.1, ENSACAG00000002784.2	ENSXETG00000008449.1, ENSXETG00000008452.1
OG0000160	ENSACAG00000010547.2, ENSACAG00000011986.2	ENSXETG00000008293.1, ENSXETG00000008355.1
OG0000162	ENSACAG00000003199.3	ENSXETG00000010611.1
OG0000162	ENSACAG00000002512.2	ENSXETG00000000714.1, ENSXETG00000000377.1
OG0000162	ENSACAG00000000755.3, ENSACAG00000016579.3	ENSXETG00000010146.1
OG0000163	ENSACAG00000004527.3	ENSXETG00000007916.1
OG0000163	ENSACAG00000016958.3	ENSXETG00000019027.1
OG0000163	ENSACAG00000017521.2	ENSXETG00000000198.1
OG0000164	ENSACAG00000012613.3, ENSACAG00000012486.2, ENSACAG00000012166.3	ENSXETG00000010838.1, ENSXETG00000010758.1, ENSXETG00000003168.1, ENSXETG00000020731.1, ENSXETG00000010802.1, ENSXETG00000016734.1, ENSXETG00000010778.1, ENSXETG00000002971.1, ENSXETG00000017014.1, ENSXETG00000016672.1, ENSXETG00000016626.1, ENSXETG00000002947.1, ENSXETG00000011170.1, ENSXETG00000010892.1, ENSXETG00000011241.1
OG0000169	ENSACAG00000016470.3	ENSXETG00000003385.1
OG0000169	ENSACAG00000002544.3	ENSXETG00000019135.1
OG0000169	ENSACAG00000011841.3	ENSXETG00000014902.1
OG0000171	ENSACAG00000011737.3, ENSACAG00000029329.1, ENSACAG00000011323.3	ENSXETG00000002725.1
OG0000171	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3, ENSACAG00000011740.3	ENSXETG00000002747.1, ENSXETG00000008984.1, ENSXETG00000002772.1, ENSXETG00000002585.1, ENSXETG00000001584.1
OG0000172	ENSACAG00000007544.3	ENSXETG00000003587.1
OG0000172	ENSACAG00000029612.1	ENSXETG00000014061.1
OG0000172	ENSACAG00000013199.2	ENSXETG00000019930.1
OG0000172	ENSACAG00000005063.3	ENSXETG00000009655.1
OG0000173	ENSACAG00000009511.3	ENSXETG00000006385.1
OG0000174	ENSACAG00000011246.3	ENSXETG00000013730.1
OG0000174	ENSACAG00000005170.3	ENSXETG00000020300.1
OG0000174	ENSACAG00000008640.3	ENSXETG00000009711.1
OG0000179	ENSACAG00000014986.3, ENSACAG00000022178.2, ENSACAG00000014897.3, ENSACAG00000008884.3	ENSXETG00000010826.1
OG0000180	ENSACAG00000024570.1, ENSACAG00000010991.2, ENSACAG00000024396.1, ENSACAG00000027815.1	ENSXETG00000018996.1
OG0000181	ENSACAG00000006459.3, ENSACAG00000021039.3, ENSACAG00000014465.3, ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1, ENSACAG00000002416.2, ENSACAG00000025527.1, ENSACAG00000002410.2	ENSXETG00000015307.1, ENSXETG00000016035.1
OG0000183	ENSACAG00000004220.3	ENSXETG00000016403.1
OG0000183	ENSACAG00000014964.3	ENSXETG00000015211.1
OG0000183	ENSACAG00000017754.3	ENSXETG00000007699.1
OG0000183	ENSACAG00000017742.3	ENSXETG00000007683.1
OG0000184	ENSACAG00000011205.3	ENSXETG00000016856.1
OG0000184	ENSACAG00000007090.3	ENSXETG00000017083.1
OG0000184	ENSACAG00000013896.3	ENSXETG00000016639.1
OG0000185	ENSACAG00000006923.2	ENSXETG00000010784.1
OG0000185	ENSACAG00000002890.3	ENSXETG00000018795.1
OG0000185	ENSACAG00000008240.2	ENSXETG00000006389.1
OG0000186	ENSACAG00000005115.3	ENSXETG00000006246.1
OG0000186	ENSACAG00000014256.3	ENSXETG00000017988.1
OG0000186	ENSACAG00000008068.3	ENSXETG00000021374.1
OG0000186	ENSACAG00000005972.3	ENSXETG00000020407.1
OG0000187	ENSACAG00000010665.2	ENSXETG00000009907.1
OG0000187	ENSACAG00000017941.3	ENSXETG00000018919.1
OG0000187	ENSACAG00000008297.3	ENSXETG00000015187.1, ENSXETG00000017358.1
OG0000188	ENSACAG00000016113.2	ENSXETG00000013051.1
OG0000193	ENSACAG00000000937.2	ENSXETG00000019382.1
OG0000193	ENSACAG00000012143.2	ENSXETG00000019970.1
OG0000194	ENSACAG00000014920.3	ENSXETG00000000522.1
OG0000194	ENSACAG00000017404.3	ENSXETG00000007481.1
OG0000194	ENSACAG00000016948.3	ENSXETG00000016715.1
OG0000194	ENSACAG00000003090.3	ENSXETG00000010792.1
OG0000196	ENSACAG00000029093.1	ENSXETG00000010133.1
OG0000197	ENSACAG00000013597.3	ENSXETG00000000704.1
OG0000197	ENSACAG00000004802.3	ENSXETG00000007896.1
OG0000197	ENSACAG00000015165.3	ENSXETG00000021187.1
OG0000198	ENSACAG00000017275.3	ENSXETG00000010403.1
OG0000198	ENSACAG00000000167.3	ENSXETG00000017810.1
OG0000198	ENSACAG00000029174.1	ENSXETG00000005350.1
OG0000199	ENSACAG00000003402.3	ENSXETG00000009721.1
OG0000199	ENSACAG00000015855.2	ENSXETG00000007730.1
OG0000200	ENSACAG00000001281.3	ENSXETG00000012495.1
OG0000201	ENSACAG00000005654.3	ENSXETG00000013252.1
OG0000201	ENSACAG00000008973.3	ENSXETG00000004668.1
OG0000201	ENSACAG00000008979.3	ENSXETG00000006150.1
OG0000201	ENSACAG00000009926.3	ENSXETG00000017674.1
OG0000202	ENSACAG00000003097.3	ENSXETG00000010092.1
OG0000202	ENSACAG00000003052.3, ENSACAG00000005898.2	ENSXETG00000017325.1
OG0000202	ENSACAG00000008590.3	ENSXETG00000017824.1
OG0000203	ENSACAG00000009088.3	ENSXETG00000018733.1
OG0000203	ENSACAG00000008734.2	ENSXETG00000007825.1
OG0000203	ENSACAG00000010815.3	ENSXETG00000017823.1
OG0000204	ENSACAG00000017093.2	ENSXETG00000005102.1
OG0000212	ENSACAG00000013919.2	ENSXETG00000013979.1
OG0000212	ENSACAG00000006419.3	ENSXETG00000009573.1
OG0000213	ENSACAG00000011286.3	ENSXETG00000017448.1
OG0000213	ENSACAG00000013990.3, ENSACAG00000007024.3, ENSACAG00000014692.3	ENSXETG00000006311.1
OG0000214	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3	ENSXETG00000008364.1, ENSXETG00000008358.1, ENSXETG00000008520.1, ENSXETG00000008531.1, ENSXETG00000008517.1
OG0000216	ENSACAG00000010881.3, ENSACAG00000013925.3	ENSXETG00000015858.1
OG0000217	ENSACAG00000015036.3	ENSXETG00000004963.1
OG0000217	ENSACAG00000012012.3	ENSXETG00000020463.1
OG0000217	ENSACAG00000009061.3	ENSXETG00000005020.1
OG0000218	ENSACAG00000004362.3	ENSXETG00000017842.1
OG0000218	ENSACAG00000001928.3	ENSXETG00000018205.1
OG0000219	ENSACAG00000024548.2	ENSXETG00000003450.1, ENSXETG00000003411.1, ENSXETG00000003399.1
OG0000220	ENSACAG00000022093.2	ENSXETG00000017316.1
OG0000220	ENSACAG00000029133.1, ENSACAG00000017289.3	ENSXETG00000004282.1
OG0000221	ENSACAG00000009243.3	ENSXETG00000005948.1
OG0000221	ENSACAG00000011807.3	ENSXETG00000017601.1
OG0000221	ENSACAG00000000749.3	ENSXETG00000017525.1
OG0000222	ENSACAG00000005792.1	ENSXETG00000002117.1
OG0000222	ENSACAG00000004667.1	ENSXETG00000014664.1
OG0000223	ENSACAG00000029116.1	ENSXETG00000007130.1
OG0000223	ENSACAG00000000969.3	ENSXETG00000020179.1
OG0000223	ENSACAG00000009557.3	ENSXETG00000019161.1
OG0000225	ENSACAG00000004368.2	ENSXETG00000019507.1
OG0000226	ENSACAG00000012117.3	ENSXETG00000011873.1
OG0000226	ENSACAG00000013822.3	ENSXETG00000011901.1
OG0000226	ENSACAG00000009340.2	ENSXETG00000001154.1
OG0000227	ENSACAG00000014558.3, ENSACAG00000029243.1	ENSXETG00000007528.1, ENSXETG00000007531.1
OG0000227	ENSACAG00000021112.2	ENSXETG00000014274.1
OG0000228	ENSACAG00000007442.3, ENSACAG00000011919.3, ENSACAG00000011998.3, ENSACAG00000029208.1, ENSACAG00000026326.1	ENSXETG00000020318.1, ENSXETG00000017050.1
OG0000229	ENSACAG00000002031.3	ENSXETG00000020051.1
OG0000229	ENSACAG00000009986.3	ENSXETG00000017968.1
OG0000229	ENSACAG00000009800.3	ENSXETG00000009076.1
OG0000230	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1
OG0000231	ENSACAG00000027821.2, ENSACAG00000013144.2	ENSXETG00000003746.1, ENSXETG00000003457.1
OG0000232	ENSACAG00000009663.3, ENSACAG00000009536.3	ENSXETG00000021088.1, ENSXETG00000020624.1
OG0000232	ENSACAG00000009306.2	ENSXETG00000002336.1
OG0000233	ENSACAG00000029367.1	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1
OG0000235	ENSACAG00000015134.3	ENSXETG00000005729.1
OG0000235	ENSACAG00000006768.3	ENSXETG00000000336.1
OG0000235	ENSACAG00000013711.3	ENSXETG00000011927.1
OG0000235	ENSACAG00000011617.2	ENSXETG00000018705.1
OG0000236	ENSACAG00000008728.3, ENSACAG00000015237.2	ENSXETG00000012146.1
OG0000236	ENSACAG00000000835.3	ENSXETG00000020628.1
OG0000237	ENSACAG00000011654.3	ENSXETG00000004224.1
OG0000237	ENSACAG00000002883.3	ENSXETG00000015313.1
OG0000237	ENSACAG00000007451.3	ENSXETG00000002503.1
OG0000238	ENSACAG00000016098.3	ENSXETG00000011108.1
OG0000238	ENSACAG00000010981.2	ENSXETG00000019846.1
OG0000238	ENSACAG00000007299.3	ENSXETG00000021205.1
OG0000239	ENSACAG00000014440.3	ENSXETG00000006923.1
OG0000239	ENSACAG00000014433.3	ENSXETG00000006853.1
OG0000239	ENSACAG00000027415.1	ENSXETG00000006765.1
OG0000240	ENSACAG00000011382.2	ENSXETG00000011527.1
OG0000240	ENSACAG00000028995.1	ENSXETG00000011534.1
OG0000241	ENSACAG00000013328.3, ENSACAG00000014241.3	ENSXETG00000020004.1
OG0000242	ENSACAG00000012857.3	ENSXETG00000020338.1
OG0000242	ENSACAG00000002337.2	ENSXETG00000000870.1
OG0000243	ENSACAG00000028717.1	ENSXETG00000001595.1
OG0000243	ENSACAG00000016810.2	ENSXETG00000010363.1
OG0000244	ENSACAG00000012632.2, ENSACAG00000023762.2, ENSACAG00000012628.3	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1
OG0000248	ENSACAG00000005606.2	ENSXETG00000010083.1
OG0000249	ENSACAG00000005958.3	ENSXETG00000002496.1
OG0000249	ENSACAG00000013325.3	ENSXETG00000021074.1
OG0000249	ENSACAG00000005736.3	ENSXETG00000001564.1
OG0000250	ENSACAG00000006717.3	ENSXETG00000004651.1
OG0000251	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1	ENSXETG00000011220.1
OG0000252	ENSACAG00000012558.3	ENSXETG00000012165.1
OG0000252	ENSACAG00000010008.3	ENSXETG00000020699.1
OG0000252	ENSACAG00000010782.3	ENSXETG00000003011.1
OG0000253	ENSACAG00000007902.3	ENSXETG00000006191.1
OG0000253	ENSACAG00000011853.3	ENSXETG00000019749.1
OG0000253	ENSACAG00000004005.3, ENSACAG00000016127.3	ENSXETG00000018435.1
OG0000254	ENSACAG00000005650.3	ENSXETG00000001012.1
OG0000254	ENSACAG00000009688.3	ENSXETG00000013285.1
OG0000254	ENSACAG00000010567.3	ENSXETG00000016346.1
OG0000255	ENSACAG00000014919.3	ENSXETG00000001785.1
OG0000255	ENSACAG00000012339.3	ENSXETG00000013213.1
OG0000255	ENSACAG00000017436.3	ENSXETG00000018977.1
OG0000256	ENSACAG00000016680.2	ENSXETG00000013775.1
OG0000256	ENSACAG00000015778.2	ENSXETG00000002046.1
OG0000257	ENSACAG00000002977.3	ENSXETG00000004328.1
OG0000257	ENSACAG00000003864.3	ENSXETG00000011300.1
OG0000257	ENSACAG00000005459.3	ENSXETG00000004626.1
OG0000258	ENSACAG00000013535.3	ENSXETG00000006560.1
OG0000258	ENSACAG00000007804.2	ENSXETG00000008571.1
OG0000258	ENSACAG00000004644.3	ENSXETG00000018391.1
OG0000259	ENSACAG00000011816.3, ENSACAG00000027925.2, ENSACAG00000012001.3	ENSXETG00000017735.1
OG0000260	ENSACAG00000015954.3	ENSXETG00000021128.1
OG0000262	ENSACAG00000029220.1	ENSXETG00000010414.1
OG0000262	ENSACAG00000004431.3, ENSACAG00000029510.1, ENSACAG00000028902.1, ENSACAG00000004426.2, ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2, ENSACAG00000029666.1, ENSACAG00000021977.1	ENSXETG00000000909.1
OG0000263	ENSACAG00000011972.3	ENSXETG00000003414.1
OG0000263	ENSACAG00000003147.3	ENSXETG00000007597.1
OG0000263	ENSACAG00000007494.3	ENSXETG00000011850.1
OG0000264	ENSACAG00000002138.3, ENSACAG00000024253.1	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1
OG0000265	ENSACAG00000011706.2	ENSXETG00000019869.1
OG0000265	ENSACAG00000012837.3	ENSXETG00000015123.1
OG0000265	ENSACAG00000014324.3	ENSXETG00000013807.1
OG0000267	ENSACAG00000011281.3, ENSACAG00000000884.3	ENSXETG00000017080.1
OG0000267	ENSACAG00000013876.3	ENSXETG00000000342.1
OG0000267	ENSACAG00000014632.3, ENSACAG00000006200.3	ENSXETG00000017688.1
OG0000268	ENSACAG00000007914.3	ENSXETG00000006436.1
OG0000269	ENSACAG00000007923.3	ENSXETG00000014639.1
OG0000270	ENSACAG00000003076.2	ENSXETG00000019081.1
OG0000270	ENSACAG00000000199.3	ENSXETG00000019723.1
OG0000271	ENSACAG00000000106.3	ENSXETG00000007593.1
OG0000271	ENSACAG00000011575.3	ENSXETG00000000143.1
OG0000271	ENSACAG00000004786.2	ENSXETG00000011915.1
OG0000272	ENSACAG00000006913.3, ENSACAG00000025622.1, ENSACAG00000006482.2, ENSACAG00000020949.2, ENSACAG00000006357.3, ENSACAG00000006355.2, ENSACAG00000006485.2, ENSACAG00000006327.2, ENSACAG00000006241.3	ENSXETG00000012200.1, ENSXETG00000012383.1
OG0000273	ENSACAG00000010161.3, ENSACAG00000008513.2	ENSXETG00000010489.1
OG0000273	ENSACAG00000004499.3	ENSXETG00000005414.1
OG0000274	ENSACAG00000010658.2	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1
OG0000275	ENSACAG00000011796.3	ENSXETG00000014470.1
OG0000275	ENSACAG00000001306.3	ENSXETG00000019120.1
OG0000275	ENSACAG00000008694.3	ENSXETG00000003971.1
OG0000277	ENSACAG00000011361.2	ENSXETG00000010211.1
OG0000277	ENSACAG00000011795.2	ENSXETG00000006646.1
OG0000278	ENSACAG00000021083.3	ENSXETG00000018948.1
OG0000278	ENSACAG00000022310.2	ENSXETG00000013966.1
OG0000279	ENSACAG00000000473.2, ENSACAG00000015604.3, ENSACAG00000015627.3, ENSACAG00000029512.1	ENSXETG00000014849.1, ENSXETG00000014835.1
OG0000280	ENSACAG00000016780.3	ENSXETG00000015175.1
OG0000280	ENSACAG00000003593.2	ENSXETG00000011446.1
OG0000280	ENSACAG00000009622.3	ENSXETG00000005375.1
OG0000281	ENSACAG00000000017.3	ENSXETG00000017328.1
OG0000281	ENSACAG00000005380.3	ENSXETG00000017660.1
OG0000282	ENSACAG00000001397.2	ENSXETG00000000320.1
OG0000283	ENSACAG00000029227.1	ENSXETG00000015610.1
OG0000283	ENSACAG00000014204.2	ENSXETG00000002253.1
OG0000284	ENSACAG00000017998.2	ENSXETG00000008098.1
OG0000285	ENSACAG00000022410.2	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1
OG0000286	ENSACAG00000006092.3	ENSXETG00000021167.1
OG0000292	ENSACAG00000002448.3	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1
OG0000292	ENSACAG00000009850.3	ENSXETG00000020867.1
OG0000293	ENSACAG00000004653.3	ENSXETG00000016432.1
OG0000293	ENSACAG00000003659.3	ENSXETG00000009916.1
OG0000293	ENSACAG00000001083.3	ENSXETG00000004676.1
OG0000294	ENSACAG00000011337.3, ENSACAG00000014408.3	ENSXETG00000004993.1
OG0000295	ENSACAG00000009359.3	ENSXETG00000016663.1
OG0000295	ENSACAG00000008113.3, ENSACAG00000002065.3	ENSXETG00000012992.1
OG0000296	ENSACAG00000012549.2	ENSXETG00000018300.1
OG0000296	ENSACAG00000005840.3	ENSXETG00000016124.1
OG0000297	ENSACAG00000017155.3	ENSXETG00000016860.1
OG0000297	ENSACAG00000015357.3	ENSXETG00000020500.1
OG0000297	ENSACAG00000012730.3	ENSXETG00000003913.1
OG0000298	ENSACAG00000029560.1	ENSXETG00000021253.1
OG0000299	ENSACAG00000009410.2	ENSXETG00000013219.1
OG0000299	ENSACAG00000027024.2	ENSXETG00000002062.1
OG0000300	ENSACAG00000013259.2, ENSACAG00000009295.2	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1
OG0000301	ENSACAG00000005552.3	ENSXETG00000001507.1
OG0000301	ENSACAG00000016106.3	ENSXETG00000012638.1
