Orthogroup	M_musculus.pep	C_familiaris.pep
OG0000096	ENSMUSG00000044798.7	ENSCAFG00000044063.1, ENSCAFG00000048958.1, ENSCAFG00000048715.1, ENSCAFG00000049962.1, ENSCAFG00000046216.1, ENSCAFG00000049666.1, ENSCAFG00000011255.4, ENSCAFG00000048942.1
OG0000096	ENSMUSG00000059595.2, ENSMUSG00000058820.3	ENSCAFG00000030741.2
OG0000099	ENSMUSG00000026235.14	ENSCAFG00000015936.4
OG0000099	ENSMUSG00000028289.12	ENSCAFG00000003332.4
OG0000099	ENSMUSG00000052504.7	ENSCAFG00000008741.4
OG0000099	ENSMUSG00000028661.8	ENSCAFG00000023528.4
OG0000099	ENSMUSG00000029245.16	ENSCAFG00000002714.5
OG0000100	ENSMUSG00000014725.16	ENSCAFG00000009056.4
OG0000100	ENSMUSG00000022057.8	ENSCAFG00000024869.4
OG0000101	ENSMUSG00000090841.2	ENSCAFG00000041354.1, ENSCAFG00000042554.1
OG0000101	ENSMUSG00000039824.4	ENSCAFG00000000110.4
OG0000101	ENSMUSG00000061816.15	ENSCAFG00000013875.6
OG0000101	ENSMUSG00000061086.12	ENSCAFG00000013728.4
OG0000102	ENSMUSG00000030851.15	ENSCAFG00000009239.4
OG0000102	ENSMUSG00000063229.15	ENSCAFG00000009211.5, ENSCAFG00000003294.4, ENSCAFG00000043434.1, ENSCAFG00000007763.4, ENSCAFG00000007942.4
OG0000102	ENSMUSG00000030246.11	ENSCAFG00000007002.1, ENSCAFG00000012195.5, ENSCAFG00000017824.2, ENSCAFG00000001098.2, ENSCAFG00000009620.3, ENSCAFG00000016636.4, ENSCAFG00000049593.1, ENSCAFG00000006066.4, ENSCAFG00000017236.2
OG0000103	ENSMUSG00000043605.5	ENSCAFG00000030583.1
OG0000103	ENSMUSG00000059411.6, ENSMUSG00000061210.4, ENSMUSG00000048693.5	ENSCAFG00000046337.1, ENSCAFG00000046148.1
OG0000103	ENSMUSG00000073111.3	ENSCAFG00000029932.1
OG0000103	ENSMUSG00000043119.5	ENSCAFG00000030970.1
OG0000103	ENSMUSG00000071481.4	ENSCAFG00000046405.1
OG0000103	ENSMUSG00000094669.3, ENSMUSG00000073110.3, ENSMUSG00000094200.2	ENSCAFG00000032151.1
OG0000106	ENSMUSG00000046434.16	ENSCAFG00000006580.5
OG0000106	ENSMUSG00000059005.13	ENSCAFG00000013497.4
OG0000108	ENSMUSG00000075551.4, ENSMUSG00000075552.4, ENSMUSG00000054417.5, ENSMUSG00000038656.5, ENSMUSG00000056035.8, ENSMUSG00000070419.11, ENSMUSG00000061292.10, ENSMUSG00000029630.15, ENSMUSG00000029727.7	ENSCAFG00000014877.4, ENSCAFG00000014939.5, ENSCAFG00000014990.4
OG0000109	ENSMUSG00000049232.3	ENSCAFG00000009844.2
OG0000109	ENSMUSG00000079083.3	ENSCAFG00000004081.4
OG0000110	ENSMUSG00000066392.12	ENSCAFG00000030472.2
OG0000110	ENSMUSG00000107104.4, ENSMUSG00000033768.17	ENSCAFG00000014338.6
OG0000110	ENSMUSG00000024109.18	ENSCAFG00000002712.4
OG0000111	ENSMUSG00000058013.11	ENSCAFG00000008668.4
OG0000111	ENSMUSG00000034219.15	ENSCAFG00000006087.5
OG0000111	ENSMUSG00000019917.10	ENSCAFG00000001952.5
OG0000111	ENSMUSG00000018398.18	ENSCAFG00000000906.4
OG0000111	ENSMUSG00000050379.15	ENSCAFG00000018419.5
OG0000112	ENSMUSG00000054630.7, ENSMUSG00000061906.5, ENSMUSG00000057425.3, ENSMUSG00000070704.10, ENSMUSG00000035811.10	ENSCAFG00000028888.3, ENSCAFG00000029376.2, ENSCAFG00000031254.2, ENSCAFG00000029232.3
OG0000112	ENSMUSG00000035836.2, ENSMUSG00000029260.15	ENSCAFG00000030088.2
OG0000112	ENSMUSG00000107180.1, ENSMUSG00000029268.14, ENSMUSG00000106677.1	ENSCAFG00000002857.5
OG0000113	ENSMUSG00000025934.15, ENSMUSG00000074179.11, ENSMUSG00000057933.10, ENSMUSG00000111709.1, ENSMUSG00000074183.3	ENSCAFG00000031682.2
OG0000115	ENSMUSG00000020891.11	ENSCAFG00000016928.4
OG0000115	ENSMUSG00000020892.10	ENSCAFG00000016949.4
OG0000115	ENSMUSG00000032807.5	ENSCAFG00000023464.3
OG0000115	ENSMUSG00000025701.12	ENSCAFG00000006948.4
OG0000116	ENSMUSG00000053654.7	ENSCAFG00000015944.4
OG0000116	ENSMUSG00000045545.8	ENSCAFG00000031250.2
OG0000116	ENSMUSG00000019761.10	ENSCAFG00000016007.4
OG0000118	ENSMUSG00000062028.8	ENSCAFG00000004727.5
OG0000119	ENSMUSG00000037242.8	ENSCAFG00000012914.5
OG0000119	ENSMUSG00000007041.9	ENSCAFG00000006342.3, ENSCAFG00000002351.2, ENSCAFG00000003053.3, ENSCAFG00000000621.5
OG0000119	ENSMUSG00000023959.10	ENSCAFG00000002016.5
OG0000120	ENSMUSG00000036211.4	ENSCAFG00000010932.3
OG0000120	ENSMUSG00000051627.3	ENSCAFG00000031512.1
OG0000120	ENSMUSG00000052565.7	ENSCAFG00000010923.4
OG0000120	ENSMUSG00000058773.2	ENSCAFG00000043597.1
OG0000121	ENSMUSG00000103144.1	ENSCAFG00000023682.2
OG0000126	ENSMUSG00000008305.18	ENSCAFG00000001462.4
OG0000126	ENSMUSG00000024642.17	ENSCAFG00000001534.6
OG0000126	ENSMUSG00000032280.16	ENSCAFG00000017589.6
OG0000127	ENSMUSG00000025821.9	ENSCAFG00000004442.4
OG0000127	ENSMUSG00000062519.13	ENSCAFG00000004429.4
OG0000127	ENSMUSG00000057691.8	ENSCAFG00000004444.4
OG0000128	ENSMUSG00000021876.15	ENSCAFG00000005426.4
OG0000128	ENSMUSG00000035896.5	ENSCAFG00000005431.4
OG0000129	ENSMUSG00000053141.16	ENSCAFG00000009280.5
OG0000129	ENSMUSG00000033278.10	ENSCAFG00000018639.5
OG0000129	ENSMUSG00000028909.17	ENSCAFG00000011524.5
OG0000129	ENSMUSG00000019889.10	ENSCAFG00000001101.5
OG0000130	ENSMUSG00000028137.9	ENSCAFG00000012794.4
OG0000131	ENSMUSG00000001120.15	ENSCAFG00000011907.5
OG0000131	ENSMUSG00000051695.6	ENSCAFG00000044122.1, ENSCAFG00000003326.3
OG0000132	ENSMUSG00000046272.4	ENSCAFG00000007697.3
OG0000132	ENSMUSG00000045126.2, ENSMUSG00000048456.3	ENSCAFG00000048555.1
OG0000132	ENSMUSG00000046913.3	ENSCAFG00000029997.1, ENSCAFG00000030519.1, ENSCAFG00000032726.1
OG0000132	ENSMUSG00000061637.5, ENSMUSG00000063777.3, ENSMUSG00000062199.2, ENSMUSG00000109148.1, ENSMUSG00000109544.2, ENSMUSG00000109100.1, ENSMUSG00000057817.6, ENSMUSG00000060303.4, ENSMUSG00000049015.3, ENSMUSG00000096485.3, ENSMUSG00000096365.4, ENSMUSG00000045883.5, ENSMUSG00000094721.3, ENSMUSG00000094755.1, ENSMUSG00000094986.3, ENSMUSG00000062844.6, ENSMUSG00000057503.6	ENSCAFG00000046264.1
OG0000132	ENSMUSG00000049498.5, ENSMUSG00000062892.4	ENSCAFG00000043255.1, ENSCAFG00000046246.1
OG0000135	ENSMUSG00000074677.11, ENSMUSG00000106923.3, ENSMUSG00000095028.6, ENSMUSG00000095788.6, ENSMUSG00000037902.18	ENSCAFG00000015593.4, ENSCAFG00000031201.3, ENSCAFG00000030315.2, ENSCAFG00000025454.3, ENSCAFG00000029953.3, ENSCAFG00000025524.3
OG0000135	ENSMUSG00000078780.7, ENSMUSG00000107166.3, ENSMUSG00000078783.1	ENSCAFG00000042019.1
OG0000136	ENSMUSG00000031309.15	ENSCAFG00000013171.4
OG0000136	ENSMUSG00000023809.10	ENSCAFG00000000828.4
OG0000136	ENSMUSG00000003644.17	ENSCAFG00000012408.5
OG0000136	ENSMUSG00000025665.16, ENSMUSG00000116203.1	ENSCAFG00000017373.4
OG0000137	ENSMUSG00000019577.6	ENSCAFG00000002129.5
OG0000137	ENSMUSG00000038967.13	ENSCAFG00000016967.4
OG0000137	ENSMUSG00000035232.8	ENSCAFG00000013476.4
OG0000137	ENSMUSG00000006494.11	ENSCAFG00000013060.5
OG0000138	ENSMUSG00000029131.14	ENSCAFG00000005174.4
OG0000138	ENSMUSG00000081984.3	ENSCAFG00000011889.1
OG0000138	ENSMUSG00000026203.16	ENSCAFG00000015223.4
OG0000143	ENSMUSG00000039661.14	ENSCAFG00000029801.2
OG0000143	ENSMUSG00000021768.15	ENSCAFG00000031398.3
OG0000143	ENSMUSG00000063821.6	ENSCAFG00000044275.1
OG0000144	ENSMUSG00000090019.5	ENSCAFG00000004574.5
OG0000145	ENSMUSG00000074593.11	ENSCAFG00000044557.1
OG0000146	ENSMUSG00000048992.9, ENSMUSG00000024124.10	ENSCAFG00000019335.4
OG0000146	ENSMUSG00000049620.9	ENSCAFG00000045657.1
OG0000146	ENSMUSG00000050762.5	ENSCAFG00000042548.1
OG0000147	ENSMUSG00000111393.1, ENSMUSG00000025478.15	ENSCAFG00000010962.5
OG0000147	ENSMUSG00000029121.16	ENSCAFG00000015799.4
OG0000147	ENSMUSG00000024501.20	ENSCAFG00000006607.4
OG0000147	ENSMUSG00000022048.8	ENSCAFG00000008753.4
OG0000149	ENSMUSG00000054808.15	ENSCAFG00000005776.5
OG0000149	ENSMUSG00000052374.16	ENSCAFG00000010822.4
OG0000149	ENSMUSG00000006457.4	ENSCAFG00000012504.4
OG0000149	ENSMUSG00000015143.15	ENSCAFG00000016534.5
OG0000150	ENSMUSG00000030935.15	ENSCAFG00000017952.4
OG0000150	ENSMUSG00000030972.6	ENSCAFG00000023658.3
OG0000150	ENSMUSG00000047026.9	ENSCAFG00000023236.3
OG0000150	ENSMUSG00000030945.17	ENSCAFG00000024109.3
OG0000151	ENSMUSG00000083138.3, ENSMUSG00000028715.2, ENSMUSG00000084346.4, ENSMUSG00000078597.2, ENSMUSG00000066071.6, ENSMUSG00000066072.13, ENSMUSG00000063929.6, ENSMUSG00000028712.12	ENSCAFG00000023399.3, ENSCAFG00000004169.5
OG0000151	ENSMUSG00000028713.17	ENSCAFG00000004097.4
OG0000152	ENSMUSG00000025197.9	ENSCAFG00000013311.4
OG0000152	ENSMUSG00000025004.16, ENSMUSG00000074882.3, ENSMUSG00000092008.2, ENSMUSG00000062624.5, ENSMUSG00000042248.4, ENSMUSG00000054827.12, ENSMUSG00000067225.2, ENSMUSG00000025003.6, ENSMUSG00000032808.2, ENSMUSG00000003053.17, ENSMUSG00000067229.3, ENSMUSG00000067231.4, ENSMUSG00000025002.5, ENSMUSG00000060613.10	ENSCAFG00000008099.4
OG0000153	ENSMUSG00000110469.1, ENSMUSG00000057666.18, ENSMUSG00000097148.2, ENSMUSG00000099294.1	ENSCAFG00000015077.4, ENSCAFG00000023809.3, ENSCAFG00000024512.1, ENSCAFG00000015959.4, ENSCAFG00000006853.3, ENSCAFG00000048208.1, ENSCAFG00000023617.3, ENSCAFG00000007532.2, ENSCAFG00000005538.3, ENSCAFG00000024323.2, ENSCAFG00000017475.3, ENSCAFG00000008260.3, ENSCAFG00000023331.2, ENSCAFG00000017823.4, ENSCAFG00000013374.4, ENSCAFG00000000291.3, ENSCAFG00000017995.3, ENSCAFG00000007094.3
OG0000153	ENSMUSG00000061099.12	ENSCAFG00000006986.4
OG0000154	ENSMUSG00000011171.11	ENSCAFG00000005255.4
OG0000154	ENSMUSG00000026387.15	ENSCAFG00000004889.4
OG0000154	ENSMUSG00000032528.5	ENSCAFG00000005257.4
OG0000154	ENSMUSG00000004654.6	ENSCAFG00000023315.3
OG0000155	ENSMUSG00000030236.10	ENSCAFG00000012373.4
OG0000155	ENSMUSG00000030237.14, ENSMUSG00000084927.1, ENSMUSG00000079262.3, ENSMUSG00000063975.13, ENSMUSG00000041698.11, ENSMUSG00000079263.8	ENSCAFG00000012368.4
OG0000155	ENSMUSG00000030235.17	ENSCAFG00000012377.4
OG0000156	ENSMUSG00000071633.11	ENSCAFG00000007663.5
OG0000156	ENSMUSG00000091043.2	ENSCAFG00000002127.5
OG0000158	ENSMUSG00000004098.7	ENSCAFG00000017958.4
OG0000158	ENSMUSG00000027966.20	ENSCAFG00000019985.5
OG0000159	ENSMUSG00000076609.2	ENSCAFG00000031753.2
OG0000159	ENSMUSG00000075370.12	ENSCAFG00000014139.4
OG0000159	ENSMUSG00000105547.1, ENSMUSG00000076937.3	ENSCAFG00000030739.3, ENSCAFG00000047066.1, ENSCAFG00000031806.2
OG0000160	ENSMUSG00000036322.11	ENSCAFG00000000803.4
OG0000160	ENSMUSG00000024334.9	ENSCAFG00000000896.4
OG0000161	ENSMUSG00000030468.12	ENSCAFG00000002834.4
OG0000161	ENSMUSG00000039013.16	ENSCAFG00000002855.4
OG0000161	ENSMUSG00000030474.9	ENSCAFG00000044469.1
OG0000161	ENSMUSG00000004609.11, ENSMUSG00000051504.18	ENSCAFG00000028603.3
OG0000162	ENSMUSG00000026509.15	ENSCAFG00000016416.5
OG0000162	ENSMUSG00000038599.14	ENSCAFG00000016432.4
OG0000162	ENSMUSG00000058626.16	ENSCAFG00000001960.5
OG0000162	ENSMUSG00000024942.17	ENSCAFG00000013830.4
OG0000163	ENSMUSG00000028546.17	ENSCAFG00000003927.5
OG0000163	ENSMUSG00000003410.8	ENSCAFG00000017350.5
OG0000163	ENSMUSG00000008489.18	ENSCAFG00000001688.4
OG0000165	ENSMUSG00000051190.8	ENSCAFG00000023011.3, ENSCAFG00000048012.1
OG0000165	ENSMUSG00000048101.6	ENSCAFG00000030673.2, ENSCAFG00000031256.1, ENSCAFG00000043947.1, ENSCAFG00000048319.1, ENSCAFG00000042599.1, ENSCAFG00000049878.1, ENSCAFG00000041284.1, ENSCAFG00000032665.2, ENSCAFG00000047151.1, ENSCAFG00000029198.2, ENSCAFG00000041637.1, ENSCAFG00000041401.1, ENSCAFG00000047684.1, ENSCAFG00000042231.1, ENSCAFG00000043257.1, ENSCAFG00000045076.1, ENSCAFG00000043561.1, ENSCAFG00000029023.1, ENSCAFG00000031363.1, ENSCAFG00000032462.2
OG0000169	ENSMUSG00000022283.15	ENSCAFG00000000567.5
OG0000169	ENSMUSG00000011257.19	ENSCAFG00000003081.5
OG0000169	ENSMUSG00000054582.4	ENSCAFG00000009573.4
OG0000170	ENSMUSG00000076672.7, ENSMUSG00000093838.1, ENSMUSG00000076674.2, ENSMUSG00000103939.1, ENSMUSG00000076670.4, ENSMUSG00000094029.2, ENSMUSG00000076676.2	ENSCAFG00000046771.1
OG0000171	ENSMUSG00000074207.10	ENSCAFG00000010410.4
OG0000172	ENSMUSG00000030084.11	ENSCAFG00000003989.4
OG0000172	ENSMUSG00000026640.12	ENSCAFG00000011756.5
OG0000172	ENSMUSG00000029765.12	ENSCAFG00000001362.4
OG0000172	ENSMUSG00000031398.13	ENSCAFG00000019587.6
OG0000173	ENSMUSG00000037386.16	ENSCAFG00000000670.5
OG0000174	ENSMUSG00000025271.13	ENSCAFG00000016476.5
OG0000174	ENSMUSG00000026773.19	ENSCAFG00000005194.5
OG0000174	ENSMUSG00000025648.18	ENSCAFG00000012493.4
OG0000179	ENSMUSG00000024768.5	ENSCAFG00000015682.4
OG0000179	ENSMUSG00000056078.6	ENSCAFG00000029090.2
OG0000179	ENSMUSG00000024781.16	ENSCAFG00000015721.5
OG0000180	ENSMUSG00000050772.2	ENSCAFG00000049295.1
OG0000180	ENSMUSG00000044487.2	ENSCAFG00000042617.1
OG0000180	ENSMUSG00000070857.4, ENSMUSG00000070856.5, ENSMUSG00000047594.4, ENSMUSG00000043274.4, ENSMUSG00000070855.8, ENSMUSG00000083706.3, ENSMUSG00000089732.5	ENSCAFG00000029527.1
OG0000180	ENSMUSG00000070852.2, ENSMUSG00000081234.3, ENSMUSG00000068814.2, ENSMUSG00000061875.2, ENSMUSG00000070853.5, ENSMUSG00000059205.5, ENSMUSG00000062272.4, ENSMUSG00000058194.3	ENSCAFG00000047857.1, ENSCAFG00000048341.1, ENSCAFG00000046423.1
OG0000181	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1	ENSCAFG00000016373.4
OG0000181	ENSMUSG00000078507.1	ENSCAFG00000016370.4
OG0000182	ENSMUSG00000076478.7	ENSCAFG00000024810.2
OG0000183	ENSMUSG00000040037.13	ENSCAFG00000020411.4
OG0000183	ENSMUSG00000061080.11	ENSCAFG00000010858.5
OG0000183	ENSMUSG00000062257.13	ENSCAFG00000009842.4
OG0000183	ENSMUSG00000059974.10	ENSCAFG00000009907.5
OG0000184	ENSMUSG00000021730.8	ENSCAFG00000018508.6
OG0000184	ENSMUSG00000028051.10	ENSCAFG00000016963.3
OG0000184	ENSMUSG00000020331.9	ENSCAFG00000019716.4
OG0000185	ENSMUSG00000048076.14	ENSCAFG00000010433.4
OG0000185	ENSMUSG00000062421.13	ENSCAFG00000029422.2
OG0000185	ENSMUSG00000020440.13	ENSCAFG00000001726.5
OG0000185	ENSMUSG00000115861.1, ENSMUSG00000021877.12	ENSCAFG00000029086.2
OG0000186	ENSMUSG00000029120.10	ENSCAFG00000014257.4
OG0000186	ENSMUSG00000024500.20	ENSCAFG00000006542.4
OG0000186	ENSMUSG00000041769.13	ENSCAFG00000010882.5
OG0000186	ENSMUSG00000022052.9	ENSCAFG00000008850.5
OG0000187	ENSMUSG00000054364.5	ENSCAFG00000003850.3
OG0000187	ENSMUSG00000002233.13	ENSCAFG00000047569.1, ENSCAFG00000013413.4
OG0000187	ENSMUSG00000007815.13	ENSCAFG00000023066.2
OG0000188	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15	ENSCAFG00000018314.5
OG0000193	ENSMUSG00000004530.12	ENSCAFG00000011301.5
OG0000193	ENSMUSG00000024835.15, ENSMUSG00000097771.8	ENSCAFG00000011565.5
OG0000193	ENSMUSG00000020836.15	ENSCAFG00000018960.5
OG0000193	ENSMUSG00000030707.15	ENSCAFG00000017110.4
OG0000194	ENSMUSG00000025499.18	ENSCAFG00000031029.2
OG0000194	ENSMUSG00000027852.14	ENSCAFG00000009532.4
OG0000196	ENSMUSG00000060373.15	ENSCAFG00000018380.2, ENSCAFG00000005504.4
OG0000197	ENSMUSG00000031561.16	ENSCAFG00000008123.5
OG0000197	ENSMUSG00000049336.16	ENSCAFG00000017137.4
OG0000197	ENSMUSG00000048078.16	ENSCAFG00000004731.4
OG0000197	ENSMUSG00000016150.15	ENSCAFG00000018631.5
OG0000198	ENSMUSG00000042500.11	ENSCAFG00000024306.4
OG0000198	ENSMUSG00000028842.15	ENSCAFG00000024682.3
OG0000198	ENSMUSG00000036698.11	ENSCAFG00000001196.4
OG0000198	ENSMUSG00000041530.16	ENSCAFG00000003443.4
OG0000199	ENSMUSG00000033161.10	ENSCAFG00000009795.5
OG0000199	ENSMUSG00000040907.15	ENSCAFG00000004958.4
OG0000199	ENSMUSG00000007097.14	ENSCAFG00000012174.4
OG0000200	ENSMUSG00000024867.14	ENSCAFG00000001916.4
OG0000200	ENSMUSG00000028126.16	ENSCAFG00000012554.4
OG0000200	ENSMUSG00000034902.17	ENSCAFG00000019205.5
OG0000201	ENSMUSG00000016179.11	ENSCAFG00000011909.4
OG0000201	ENSMUSG00000002012.13	ENSCAFG00000019242.4
OG0000201	ENSMUSG00000039145.16	ENSCAFG00000004784.4
OG0000201	ENSMUSG00000030272.15	ENSCAFG00000005331.4
OG0000202	ENSMUSG00000057098.14	ENSCAFG00000017318.4
OG0000202	ENSMUSG00000053552.14	ENSCAFG00000006631.4
OG0000203	ENSMUSG00000021699.17	ENSCAFG00000007100.4
OG0000203	ENSMUSG00000032177.17	ENSCAFG00000017790.6
OG0000203	ENSMUSG00000028525.16	ENSCAFG00000018583.4
OG0000203	ENSMUSG00000111773.2, ENSMUSG00000031842.14	ENSCAFG00000014928.6
OG0000204	ENSMUSG00000048732.5	ENSCAFG00000029482.2
OG0000205	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5	ENSCAFG00000009617.4
OG0000205	ENSMUSG00000074896.3, ENSMUSG00000062488.9	ENSCAFG00000031614.2
OG0000205	ENSMUSG00000045932.12	ENSCAFG00000009612.4
OG0000206	ENSMUSG00000095765.3, ENSMUSG00000068431.3, ENSMUSG00000094285.2, ENSMUSG00000057903.4, ENSMUSG00000095917.2, ENSMUSG00000094692.2, ENSMUSG00000053815.5	ENSCAFG00000045105.1, ENSCAFG00000044423.1, ENSCAFG00000047211.1
OG0000206	ENSMUSG00000050028.5	ENSCAFG00000023370.2
OG0000206	ENSMUSG00000060084.4, ENSMUSG00000058188.3	ENSCAFG00000046131.1
OG0000206	ENSMUSG00000059069.5, ENSMUSG00000057179.6	ENSCAFG00000023312.3
OG0000206	ENSMUSG00000047716.4	ENSCAFG00000042813.1, ENSCAFG00000041683.1
OG0000207	ENSMUSG00000045792.2, ENSMUSG00000066269.7	ENSCAFG00000024999.3
OG0000207	ENSMUSG00000066272.5, ENSMUSG00000066273.6	ENSCAFG00000044951.1
OG0000207	ENSMUSG00000043354.2	ENSCAFG00000024989.2
OG0000207	ENSMUSG00000073963.3	ENSCAFG00000025043.2
OG0000207	ENSMUSG00000052785.6, ENSMUSG00000073970.1	ENSCAFG00000012549.4
OG0000207	ENSMUSG00000084262.5	ENSCAFG00000012512.3
OG0000207	ENSMUSG00000080891.4	ENSCAFG00000024863.3
OG0000212	ENSMUSG00000005952.15	ENSCAFG00000019339.5
OG0000212	ENSMUSG00000018507.16	ENSCAFG00000018012.4
OG0000212	ENSMUSG00000014158.12	ENSCAFG00000010796.4
OG0000213	ENSMUSG00000055026.13	ENSCAFG00000009921.3
OG0000213	ENSMUSG00000031340.8	ENSCAFG00000019156.4
OG0000213	ENSMUSG00000001260.10	ENSCAFG00000001878.4
OG0000213	ENSMUSG00000020436.17	ENSCAFG00000017227.5
OG0000214	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5	ENSCAFG00000011787.3
OG0000216	ENSMUSG00000058126.7	ENSCAFG00000006577.3
OG0000217	ENSMUSG00000024617.16	ENSCAFG00000018163.4
OG0000217	ENSMUSG00000053819.16	ENSCAFG00000012059.5
OG0000217	ENSMUSG00000021820.18	ENSCAFG00000015161.5
OG0000218	ENSMUSG00000071866.12	ENSCAFG00000014886.2, ENSCAFG00000014968.3, ENSCAFG00000002084.4
OG0000219	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7	ENSCAFG00000030258.3
OG0000220	ENSMUSG00000038838.15	ENSCAFG00000000454.5
OG0000220	ENSMUSG00000007029.16	ENSCAFG00000000636.6
OG0000221	ENSMUSG00000117310.2, ENSMUSG00000026064.16	ENSCAFG00000002490.4
OG0000221	ENSMUSG00000028788.14	ENSCAFG00000010816.4
OG0000221	ENSMUSG00000059895.13	ENSCAFG00000001237.4
OG0000222	ENSMUSG00000023439.11	ENSCAFG00000014655.4
OG0000222	ENSMUSG00000029064.15	ENSCAFG00000019216.5
OG0000222	ENSMUSG00000029713.15	ENSCAFG00000014282.5
OG0000222	ENSMUSG00000027669.14	ENSCAFG00000011335.3
OG0000223	ENSMUSG00000027763.13	ENSCAFG00000008603.5
OG0000223	ENSMUSG00000022139.17	ENSCAFG00000005523.5
OG0000223	ENSMUSG00000036109.17	ENSCAFG00000018841.5
OG0000224	ENSMUSG00000030189.15	ENSCAFG00000013401.5
OG0000224	ENSMUSG00000018554.13	ENSCAFG00000016128.5
OG0000224	ENSMUSG00000028639.14	ENSCAFG00000002541.4, ENSCAFG00000010117.4
OG0000225	ENSMUSG00000019927.6	ENSCAFG00000032353.2
OG0000225	ENSMUSG00000091896.8	ENSCAFG00000031041.2
OG0000225	ENSMUSG00000078578.9	ENSCAFG00000045628.1
OG0000226	ENSMUSG00000027971.16	ENSCAFG00000012211.4
OG0000226	ENSMUSG00000027977.15	ENSCAFG00000012299.4
OG0000226	ENSMUSG00000039308.6	ENSCAFG00000015050.4
OG0000226	ENSMUSG00000054008.9	ENSCAFG00000023069.3
OG0000227	ENSMUSG00000024846.6	ENSCAFG00000013078.2
OG0000227	ENSMUSG00000036924.3	ENSCAFG00000024853.3
OG0000227	ENSMUSG00000033156.9, ENSMUSG00000027447.6	ENSCAFG00000028765.2, ENSCAFG00000010143.3
OG0000228	ENSMUSG00000021326.13	ENSCAFG00000012020.4
OG0000228	ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16	ENSCAFG00000028630.3
OG0000229	ENSMUSG00000025278.9	ENSCAFG00000007603.4
OG0000229	ENSMUSG00000068699.12	ENSCAFG00000001585.5
OG0000229	ENSMUSG00000031328.16	ENSCAFG00000019521.4
OG0000230	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9	ENSCAFG00000020241.4
OG0000230	ENSMUSG00000028255.6	ENSCAFG00000020246.4
OG0000230	ENSMUSG00000068547.7, ENSMUSG00000074195.3	ENSCAFG00000020244.4
OG0000231	ENSMUSG00000054537.8	ENSCAFG00000028617.2
OG0000231	ENSMUSG00000061184.8	ENSCAFG00000025497.3
OG0000231	ENSMUSG00000072845.3	ENSCAFG00000002802.4
OG0000231	ENSMUSG00000061259.11	ENSCAFG00000002794.4
OG0000231	ENSMUSG00000079451.9	ENSCAFG00000032430.2
OG0000231	ENSMUSG00000035861.6	ENSCAFG00000002808.4
OG0000232	ENSMUSG00000037974.16	ENSCAFG00000049974.1
OG0000232	ENSMUSG00000066108.7	ENSCAFG00000023780.4
OG0000233	ENSMUSG00000085925.3, ENSMUSG00000098639.3	ENSCAFG00000017929.3
OG0000235	ENSMUSG00000007653.12	ENSCAFG00000017251.5
OG0000235	ENSMUSG00000029212.11	ENSCAFG00000001889.4
OG0000235	ENSMUSG00000033676.13	ENSCAFG00000030702.2
OG0000236	ENSMUSG00000075296.5, ENSMUSG00000037263.13	ENSCAFG00000011246.4
OG0000236	ENSMUSG00000010025.19	ENSCAFG00000018166.5
OG0000236	ENSMUSG00000019102.10	ENSCAFG00000018146.4
OG0000237	ENSMUSG00000020458.16	ENSCAFG00000002771.6
OG0000237	ENSMUSG00000024758.15	ENSCAFG00000015064.5
OG0000237	ENSMUSG00000030401.16	ENSCAFG00000004439.4
OG0000238	ENSMUSG00000020143.15	ENSCAFG00000016982.4
OG0000238	ENSMUSG00000044447.5	ENSCAFG00000009001.4
OG0000238	ENSMUSG00000058325.6	ENSCAFG00000013062.5
OG0000239	ENSMUSG00000070498.3	ENSCAFG00000006859.4
OG0000239	ENSMUSG00000034324.16	ENSCAFG00000006849.5
OG0000239	ENSMUSG00000034310.8	ENSCAFG00000006812.5
OG0000240	ENSMUSG00000029371.7	ENSCAFG00000025016.3
OG0000240	ENSMUSG00000029372.7	ENSCAFG00000031174.2
OG0000241	ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6	ENSCAFG00000001309.2
OG0000242	ENSMUSG00000006542.13	ENSCAFG00000014957.5
OG0000242	ENSMUSG00000028944.14	ENSCAFG00000004912.4
OG0000242	ENSMUSG00000067713.7	ENSCAFG00000008750.4
OG0000243	ENSMUSG00000031840.12, ENSMUSG00000111277.2	ENSCAFG00000014945.4
OG0000243	ENSMUSG00000021700.10	ENSCAFG00000007008.5
OG0000243	ENSMUSG00000003411.10	ENSCAFG00000003790.4
OG0000243	ENSMUSG00000019066.13	ENSCAFG00000017438.5
