Orthogroup	M_musculus.pep	P_Mucros.pep
OG0000129	ENSMUSG00000033278.10	XP_015669757.1
OG0000129	ENSMUSG00000028909.17	XP_029139363.1
OG0000129	ENSMUSG00000019889.10	XP_029140019.1
OG0000130	ENSMUSG00000028137.9	XP_015684573.1, XP_015684574.1, XP_029142680.1, XP_029142679.1, XP_029142678.1, XP_029142682.1, XP_029142684.1, XP_029142685.1, XP_029142683.1, XP_015684577.1, XP_029142681.1, XP_015684575.1, XP_015684576.1, XP_015684578.1, XP_029142690.1, XP_029142692.1, XP_029142691.1, XP_029142689.1, XP_029142688.1, XP_029142686.1, XP_029142687.1
OG0000130	ENSMUSG00000032297.11	XP_029141364.1
OG0000131	ENSMUSG00000001120.15	XP_015680915.1
OG0000131	ENSMUSG00000056851.14, ENSMUSG00000051695.6	XP_015675704.1
OG0000135	ENSMUSG00000074677.11, ENSMUSG00000106923.3, ENSMUSG00000095028.6, ENSMUSG00000095788.6, ENSMUSG00000037902.18, ENSMUSG00000078780.7, ENSMUSG00000107166.3, ENSMUSG00000078783.1	XP_029143026.1, XP_029142788.1, XP_029142878.1, XP_029142287.1, XP_029142789.1
OG0000136	ENSMUSG00000031309.15	XP_015680878.1, XP_015680870.1
OG0000136	ENSMUSG00000023809.10	XP_015673847.1
OG0000136	ENSMUSG00000003644.17	XP_029140470.1
OG0000136	ENSMUSG00000025665.16, ENSMUSG00000116203.1	XP_029141621.1
OG0000137	ENSMUSG00000019577.6	XP_015667066.1
OG0000137	ENSMUSG00000038967.13	XP_015665901.1
OG0000137	ENSMUSG00000035232.8	XP_015683353.1, XP_015683349.1, XP_015683341.1
OG0000137	ENSMUSG00000006494.11	XP_015676018.1
OG0000138	ENSMUSG00000029131.14	XP_015688007.1, XP_015688008.1, XP_015688006.1
OG0000138	ENSMUSG00000048206.6	XP_015681515.1
OG0000138	ENSMUSG00000026203.16	XP_015672185.1
OG0000143	ENSMUSG00000039661.14	XP_015676537.1
OG0000143	ENSMUSG00000021768.15	XP_015671953.1, XP_015671938.1
OG0000143	ENSMUSG00000063821.6	XP_015671939.1
OG0000144	ENSMUSG00000047867.11, ENSMUSG00000090019.5	XP_029143019.1, XP_029142873.1, XP_029141366.1, XP_015685258.1, XP_029141365.1, XP_015686440.1, XP_029142369.1, XP_029141367.1, XP_015678767.1, XP_015683151.1, XP_015683350.1, XP_015685563.1, XP_015685103.1, XP_015684701.1, XP_015684933.1, XP_029142796.1, XP_015684959.1, XP_029142805.1, XP_015685104.1, XP_029142983.1, XP_015684680.2
OG0000146	ENSMUSG00000048992.9, ENSMUSG00000024124.10, ENSMUSG00000049620.9, ENSMUSG00000050762.5	XP_015674430.2
OG0000147	ENSMUSG00000111393.1, ENSMUSG00000025478.15	XP_015667871.1, XP_015667872.1, XP_029139251.1
OG0000147	ENSMUSG00000029121.16	XP_015682850.1
OG0000147	ENSMUSG00000024501.20	XP_015676540.1
OG0000147	ENSMUSG00000022048.8	XP_029141582.1, XP_015679774.1
OG0000149	ENSMUSG00000054808.15	XP_015680285.1
OG0000149	ENSMUSG00000052374.16	XP_015674515.1
OG0000149	ENSMUSG00000006457.4	XP_015687228.1
OG0000149	ENSMUSG00000015143.15	XP_015669574.1, XP_015669575.1, XP_015669576.1
OG0000150	ENSMUSG00000030972.6	XP_015681761.1
OG0000150	ENSMUSG00000047026.9	XP_015681941.1
OG0000150	ENSMUSG00000030945.17, ENSMUSG00000033533.14	XP_029142048.1, XP_015681947.1
OG0000151	ENSMUSG00000083138.3, ENSMUSG00000028715.2, ENSMUSG00000084346.4, ENSMUSG00000078597.2, ENSMUSG00000066071.6, ENSMUSG00000066072.13, ENSMUSG00000063929.6, ENSMUSG00000028712.12	XP_029139285.1
OG0000153	ENSMUSG00000110469.1, ENSMUSG00000057666.18, ENSMUSG00000097148.2, ENSMUSG00000099294.1	XP_015669483.1
OG0000153	ENSMUSG00000061099.12	XP_015677236.2
OG0000154	ENSMUSG00000011171.11	XP_015666971.1
OG0000154	ENSMUSG00000026387.15	XP_015681070.1
OG0000154	ENSMUSG00000032528.5	XP_015667884.1
OG0000154	ENSMUSG00000004654.6	XP_029139258.1
OG0000155	ENSMUSG00000030236.10	XP_029141321.1
OG0000155	ENSMUSG00000030237.14, ENSMUSG00000084927.1, ENSMUSG00000079262.3, ENSMUSG00000063975.13, ENSMUSG00000041698.11, ENSMUSG00000079263.8	XP_029141320.1, XP_015678568.1
OG0000156	ENSMUSG00000091043.2	XP_015676189.1
OG0000158	ENSMUSG00000026837.16	XP_015680736.1
OG0000158	ENSMUSG00000027966.20	XP_015676867.1, XP_015677214.1
OG0000159	ENSMUSG00000105906.1, ENSMUSG00000106039.1, ENSMUSG00000075370.12, ENSMUSG00000105547.1, ENSMUSG00000076937.3	XP_029141105.1, XP_015677573.2
OG0000160	ENSMUSG00000036322.11, ENSMUSG00000024334.9	XP_015685652.1, XP_015685536.1
OG0000161	ENSMUSG00000030468.12, ENSMUSG00000039013.16, ENSMUSG00000030474.9, ENSMUSG00000004609.11, ENSMUSG00000051504.18	XP_015679846.1
OG0000162	ENSMUSG00000026509.15	XP_015672503.1
OG0000162	ENSMUSG00000058626.16	XP_015679176.1
OG0000162	ENSMUSG00000024942.17	XP_015679096.1
OG0000163	ENSMUSG00000028546.17	XP_029138955.1, XP_015666400.1, XP_015666399.1
OG0000163	ENSMUSG00000003410.8	XP_015668795.1, XP_015668794.1, XP_015668792.2
OG0000163	ENSMUSG00000008489.18	XP_015672310.1, XP_029140139.1, XP_015672311.1, XP_029140136.1, XP_029140137.1, XP_015672308.1, XP_015672309.1, XP_029140138.1, XP_015672307.1
OG0000169	ENSMUSG00000022283.15	XP_015668859.1, XP_015668849.1
OG0000169	ENSMUSG00000011257.19	XP_015667139.1
OG0000169	ENSMUSG00000054582.4	XP_015671850.1
OG0000171	ENSMUSG00000074207.10, ENSMUSG00000055301.8	XP_015672896.1, XP_015672894.1
OG0000172	ENSMUSG00000030084.11	XP_029140806.1
OG0000172	ENSMUSG00000026640.12	XP_015672473.1
OG0000172	ENSMUSG00000029765.12	XP_015684318.1
OG0000172	ENSMUSG00000031398.13	XP_015670606.2
OG0000173	ENSMUSG00000037386.16	XP_029141104.1, XP_015677462.1, XP_029141137.1, XP_015677474.1, XP_029141129.1, XP_029141132.1, XP_029141126.1, XP_029141120.1, XP_029141125.1, XP_029141103.1, XP_029141107.1, XP_029141093.1, XP_029141100.1, XP_029141122.1, XP_015677468.1, XP_029141109.1, XP_029141114.1, XP_029141135.1, XP_029141091.1, XP_029141097.1, XP_029141099.1, XP_029141084.1, XP_029141089.1, XP_029141133.1, XP_029141080.1, XP_029141079.1, XP_029141073.1, XP_029141072.1, XP_029141076.1, XP_029141078.1
OG0000174	ENSMUSG00000025271.13	XP_015670429.1, XP_015670431.1, XP_015670430.1, XP_015670428.1
OG0000174	ENSMUSG00000026773.19	XP_015683273.2
OG0000174	ENSMUSG00000025648.18	XP_015677824.1
OG0000179	ENSMUSG00000024771.7, ENSMUSG00000024768.5	XP_029141413.1
OG0000179	ENSMUSG00000056078.6	XP_015687365.1
OG0000179	ENSMUSG00000024781.16	XP_015678517.1
OG0000180	ENSMUSG00000050772.2, ENSMUSG00000044487.2, ENSMUSG00000070857.4, ENSMUSG00000070856.5, ENSMUSG00000047594.4, ENSMUSG00000043274.4, ENSMUSG00000070855.8, ENSMUSG00000083706.3, ENSMUSG00000089732.5, ENSMUSG00000070852.2, ENSMUSG00000081234.3, ENSMUSG00000068814.2, ENSMUSG00000061875.2, ENSMUSG00000070853.5, ENSMUSG00000059205.5, ENSMUSG00000062272.4, ENSMUSG00000058194.3	XP_015665587.1, XP_015665586.2, XP_015665585.1, XP_015671578.1, XP_015668969.1
OG0000181	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1, ENSMUSG00000078507.1	XP_029140763.1, XP_015671583.1, XP_015668225.1
OG0000183	ENSMUSG00000040037.13	XP_029141374.1
OG0000183	ENSMUSG00000062257.13	XP_015674112.1
OG0000183	ENSMUSG00000059974.10	XP_015676390.1, XP_029140862.1
OG0000184	ENSMUSG00000021730.8	XP_015675393.1
OG0000184	ENSMUSG00000032338.9	XP_029141385.1
OG0000184	ENSMUSG00000028051.10	XP_015681863.1
OG0000184	ENSMUSG00000020331.9	XP_015680940.1
OG0000185	ENSMUSG00000048076.14	XP_015683210.1
OG0000185	ENSMUSG00000051853.10	XP_015683450.1
OG0000186	ENSMUSG00000029120.10	XP_015684024.2
OG0000186	ENSMUSG00000024500.20	XP_015676531.1
OG0000186	ENSMUSG00000041769.13	XP_015667869.1
OG0000186	ENSMUSG00000022052.9	XP_015679777.1
OG0000187	ENSMUSG00000054364.5	XP_015679486.1, XP_015679485.1
OG0000187	ENSMUSG00000002233.13	XP_015682140.1, XP_015682141.1
OG0000187	ENSMUSG00000007815.13	XP_015680999.1, XP_015680930.1, XP_015680859.1, XP_029140248.1, XP_015672812.1, XP_029140247.1
OG0000188	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15	XP_015671217.1, XP_029139925.1, XP_029139926.1
OG0000193	ENSMUSG00000004530.12	XP_029139939.1
OG0000193	ENSMUSG00000024835.15, ENSMUSG00000097771.8	XP_015678276.1, XP_015678275.1
OG0000193	ENSMUSG00000030707.15	XP_015666025.1, XP_015678547.1
OG0000194	ENSMUSG00000025499.18	XP_015671969.1
OG0000194	ENSMUSG00000030265.14	XP_015680441.1
OG0000194	ENSMUSG00000027852.14	XP_015667544.1
OG0000196	ENSMUSG00000060373.15	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1
OG0000197	ENSMUSG00000031561.16	XP_015672863.1
OG0000197	ENSMUSG00000049336.16	XP_015674820.1
OG0000197	ENSMUSG00000048078.16	XP_015682229.1
OG0000197	ENSMUSG00000016150.15	XP_015672837.1
OG0000198	ENSMUSG00000042500.11	XP_015679641.1
OG0000198	ENSMUSG00000028842.15	XP_015679495.1
OG0000198	ENSMUSG00000041530.16	XP_029141561.1, XP_029141560.1
OG0000199	ENSMUSG00000033161.10	XP_015673566.1
OG0000199	ENSMUSG00000040907.15	XP_015683861.1
OG0000199	ENSMUSG00000007097.14	XP_015683080.1
OG0000200	ENSMUSG00000024867.14	XP_015679138.1
OG0000200	ENSMUSG00000028126.16	XP_029141710.1
OG0000200	ENSMUSG00000034902.17	XP_015666168.1
OG0000201	ENSMUSG00000016179.11	XP_015674986.1
OG0000201	ENSMUSG00000002012.13	XP_015670612.1
OG0000201	ENSMUSG00000039145.16	XP_015677956.1
OG0000201	ENSMUSG00000030272.15	XP_015683034.1
OG0000202	ENSMUSG00000053552.14	XP_015687604.1, XP_015683978.1
OG0000202	ENSMUSG00000022053.13	XP_015673987.1
OG0000202	ENSMUSG00000010476.14	XP_029139196.1
OG0000203	ENSMUSG00000021699.17	XP_029139831.1
OG0000203	ENSMUSG00000032177.17	XP_029139567.1
OG0000203	ENSMUSG00000028525.16	XP_015684967.1
OG0000203	ENSMUSG00000111773.2, ENSMUSG00000031842.14	XP_029138811.1
OG0000204	ENSMUSG00000048732.5	XP_015687678.1, XP_015687677.1
OG0000205	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5, ENSMUSG00000074896.3, ENSMUSG00000062488.9, ENSMUSG00000045932.12	XP_015678515.1, XP_029141304.1
OG0000206	ENSMUSG00000095765.3, ENSMUSG00000068431.3, ENSMUSG00000094285.2, ENSMUSG00000057903.4, ENSMUSG00000095917.2, ENSMUSG00000094692.2, ENSMUSG00000053815.5, ENSMUSG00000050028.5, ENSMUSG00000060084.4, ENSMUSG00000058188.3, ENSMUSG00000059069.5, ENSMUSG00000057179.6, ENSMUSG00000047716.4	XP_015677494.1, XP_015677493.1
OG0000207	ENSMUSG00000045792.2, ENSMUSG00000066269.7, ENSMUSG00000066272.5, ENSMUSG00000066273.6	XP_015682706.1, XP_015686014.1, XP_015686616.1, XP_015682705.1, XP_015686015.1
OG0000207	ENSMUSG00000043354.2, ENSMUSG00000073963.3, ENSMUSG00000052785.6, ENSMUSG00000073970.1, ENSMUSG00000084262.5, ENSMUSG00000080891.4	XP_015682704.2, XP_015672350.1, XP_015682716.1, XP_015682715.2
OG0000212	ENSMUSG00000005952.15	XP_015681982.1, XP_015681150.1
OG0000212	ENSMUSG00000018507.16	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1
OG0000212	ENSMUSG00000014158.12	XP_015671282.1
OG0000213	ENSMUSG00000055026.13	XP_015666876.1
OG0000213	ENSMUSG00000020436.17	XP_015672992.1
OG0000214	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1
OG0000216	ENSMUSG00000058126.7	XP_029139444.1, XP_015668853.1, XP_029139446.1, XP_029139445.1, XP_015668854.1, XP_015671320.1, XP_015671319.1, XP_015671318.1, XP_015671322.1
OG0000216	ENSMUSG00000031799.10	XP_015665455.1, XP_015665457.1
OG0000217	ENSMUSG00000024617.16	XP_029140602.1
OG0000217	ENSMUSG00000053819.16	XP_029139820.1
OG0000217	ENSMUSG00000057897.14	XP_029139719.1
OG0000217	ENSMUSG00000021820.18	XP_015677811.1
OG0000218	ENSMUSG00000021868.7	XP_015680421.1
OG0000218	ENSMUSG00000071866.12	XP_015683351.1, XP_015670048.1
OG0000220	ENSMUSG00000038838.15	XP_029141778.1
OG0000220	ENSMUSG00000007029.16	XP_015684700.1
OG0000221	ENSMUSG00000117310.2, ENSMUSG00000026064.16	XP_015671392.1, XP_015671391.1
OG0000221	ENSMUSG00000028788.14	XP_015669184.1, XP_015669183.1
OG0000221	ENSMUSG00000059895.13	XP_015677537.1
OG0000222	ENSMUSG00000023439.11	XP_015669545.1, XP_015669546.1, XP_015686068.1
OG0000222	ENSMUSG00000029064.15	XP_015668680.1
OG0000223	ENSMUSG00000027763.13	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1
OG0000223	ENSMUSG00000022139.17	XP_029142495.1
OG0000223	ENSMUSG00000036109.17	XP_015687943.1, XP_015687942.1
OG0000224	ENSMUSG00000018554.13	XP_015683714.1
OG0000224	ENSMUSG00000028639.14	XP_015675851.1
OG0000225	ENSMUSG00000019927.6	XP_015674324.1
OG0000225	ENSMUSG00000091896.8	XP_015668019.1
OG0000225	ENSMUSG00000078578.9	XP_015683878.1
OG0000226	ENSMUSG00000027971.16	XP_029140404.1, XP_015673843.1
OG0000226	ENSMUSG00000054008.9	XP_015675418.1
OG0000227	ENSMUSG00000024846.6	XP_015672096.1, XP_015680851.2, XP_015686608.1
OG0000227	ENSMUSG00000033156.9, ENSMUSG00000027447.6	XP_015682709.1
OG0000228	ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16	XP_015673910.1
OG0000229	ENSMUSG00000025278.9	XP_015671815.1, XP_015671816.1, XP_015671817.1
OG0000229	ENSMUSG00000068699.12	XP_015683242.1
OG0000229	ENSMUSG00000031328.16	XP_015670602.1
OG0000230	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9, ENSMUSG00000028255.6, ENSMUSG00000068547.7, ENSMUSG00000074195.3	XP_015674488.1, XP_015684261.2
OG0000231	ENSMUSG00000054537.8	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1
OG0000231	ENSMUSG00000061184.8	XP_015670647.1
OG0000232	ENSMUSG00000037974.16	XP_029140044.1
OG0000233	ENSMUSG00000085925.3, ENSMUSG00000098639.3	XP_029141538.1, XP_015684957.1
OG0000235	ENSMUSG00000007653.12	XP_015675060.1, XP_015675059.1
OG0000235	ENSMUSG00000029212.11	XP_015678419.1
OG0000235	ENSMUSG00000033676.13	XP_015666878.1
OG0000236	ENSMUSG00000024885.9, ENSMUSG00000075296.5, ENSMUSG00000037263.13	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1
OG0000236	ENSMUSG00000010025.19	XP_029142387.1
OG0000237	ENSMUSG00000020458.16	XP_029143039.1
OG0000237	ENSMUSG00000024758.15	XP_015678307.2
OG0000237	ENSMUSG00000030401.16	XP_015676160.1, XP_015676161.1
OG0000238	ENSMUSG00000020143.15	XP_015669064.1
OG0000238	ENSMUSG00000044447.5	XP_029140427.1
OG0000238	ENSMUSG00000058325.6	XP_015673107.1
OG0000239	ENSMUSG00000070498.3	XP_015683678.1, XP_015685931.1
OG0000240	ENSMUSG00000029371.7, ENSMUSG00000029372.7, ENSMUSG00000029380.11, ENSMUSG00000058427.10, ENSMUSG00000029379.10	XP_015665642.1
OG0000241	ENSMUSG00000021477.9, ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6	XP_015683497.1, XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2
OG0000242	ENSMUSG00000006542.13	XP_015682858.1
OG0000242	ENSMUSG00000028944.14	XP_015688020.1, XP_015688019.1
OG0000242	ENSMUSG00000067713.7	XP_015685584.1, XP_015678393.1, XP_015678394.1
OG0000243	ENSMUSG00000031840.12, ENSMUSG00000111277.2	XP_015665477.1
OG0000243	ENSMUSG00000021700.10	XP_015670630.1
OG0000243	ENSMUSG00000003411.10	XP_015666407.1
OG0000243	ENSMUSG00000019066.13	XP_015668788.1, XP_015668787.1
OG0000244	ENSMUSG00000047562.3, ENSMUSG00000043613.8	XP_029139749.1, XP_029139751.1
OG0000245	ENSMUSG00000051885.6, ENSMUSG00000073922.2, ENSMUSG00000070421.4, ENSMUSG00000060759.4, ENSMUSG00000056782.5, ENSMUSG00000063582.2, ENSMUSG00000057770.5, ENSMUSG00000073917.2, ENSMUSG00000073916.3	XP_015672352.1
OG0000248	ENSMUSG00000000628.10	XP_015666616.1
OG0000248	ENSMUSG00000020080.8	XP_015678457.2, XP_029141295.1
OG0000248	ENSMUSG00000037012.18	XP_015678455.1, XP_015678456.1
OG0000249	ENSMUSG00000030403.9	XP_015676145.1
OG0000249	ENSMUSG00000021262.15	XP_015675754.1
OG0000249	ENSMUSG00000022995.16	XP_015684353.1, XP_015685037.1
OG0000250	ENSMUSG00000014778.10	XP_029139221.1
OG0000250	ENSMUSG00000034295.10	XP_015672454.1
OG0000252	ENSMUSG00000028161.17	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1
OG0000252	ENSMUSG00000022092.11	XP_015673469.1
OG0000253	ENSMUSG00000033569.17	XP_015679413.1
OG0000253	ENSMUSG00000028782.14	XP_015674516.1
OG0000253	ENSMUSG00000034730.17	XP_015681585.1
OG0000254	ENSMUSG00000038257.9	XP_015670377.1
OG0000254	ENSMUSG00000000263.15	XP_015677827.1
OG0000254	ENSMUSG00000018595.6	XP_015687890.1
OG0000255	ENSMUSG00000059343.4, ENSMUSG00000030695.16, ENSMUSG00000063129.1	XP_015683691.1, XP_015683692.1, XP_015666007.1
OG0000255	ENSMUSG00000028307.9	XP_015683026.1
OG0000256	ENSMUSG00000049630.6	XP_015666713.1
OG0000256	ENSMUSG00000045532.5	XP_015670112.1
OG0000256	ENSMUSG00000001076.7	XP_015678280.1
OG0000256	ENSMUSG00000036907.9	XP_015684291.1, XP_015684290.1
OG0000257	ENSMUSG00000035296.14	XP_015670364.1, XP_015670363.1
OG0000257	ENSMUSG00000020354.15	XP_015677968.1
OG0000257	ENSMUSG00000039539.13	XP_015672285.1, XP_029140129.1, XP_029140130.1
OG0000258	ENSMUSG00000033295.14	XP_029139042.1
OG0000258	ENSMUSG00000013236.17	XP_015683953.1
OG0000258	ENSMUSG00000028399.18	XP_015683998.1
OG0000259	ENSMUSG00000052131.7, ENSMUSG00000061758.13, ENSMUSG00000029762.6	XP_015679075.1
OG0000260	ENSMUSG00000021000.17	XP_015674853.1
OG0000262	ENSMUSG00000011632.7	XP_029141228.1, XP_015677860.1, XP_015678015.1, XP_015678016.1, XP_015670169.1
OG0000263	ENSMUSG00000020315.18	XP_015669178.1
OG0000263	ENSMUSG00000011751.16	XP_015669353.2
OG0000263	ENSMUSG00000067889.6	XP_015673162.2
OG0000264	ENSMUSG00000032174.5, ENSMUSG00000020712.11, ENSMUSG00000037405.8	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1
OG0000265	ENSMUSG00000038459.10	XP_015670772.1
OG0000265	ENSMUSG00000047368.4	XP_015667968.1
OG0000265	ENSMUSG00000003346.14	XP_015665504.1
OG0000266	ENSMUSG00000090486.2, ENSMUSG00000084897.1	XP_015672362.1
OG0000267	ENSMUSG00000023032.12	XP_029140923.1
OG0000267	ENSMUSG00000021733.11	XP_015667194.1
OG0000267	ENSMUSG00000026904.17	XP_029141470.1
OG0000268	ENSMUSG00000073702.11	XP_015672238.1
OG0000269	ENSMUSG00000015843.10	XP_015677141.1
OG0000269	ENSMUSG00000039656.17	XP_015684729.1, XP_015684730.1, XP_015683835.1
OG0000269	ENSMUSG00000015846.15	XP_015677215.1
OG0000270	ENSMUSG00000028107.14	XP_015683377.1
OG0000270	ENSMUSG00000030515.9	XP_029141121.1
OG0000270	ENSMUSG00000022241.6	XP_015672504.1
OG0000271	ENSMUSG00000004110.17	XP_015668618.1, XP_015668621.1, XP_015668620.1
OG0000271	ENSMUSG00000004113.18	XP_029142215.1
OG0000271	ENSMUSG00000034656.18	XP_015684484.1
OG0000272	ENSMUSG00000023122.6	XP_029141424.1
OG0000272	ENSMUSG00000023943.7	XP_015665837.1, XP_015665729.1, XP_015665728.1, XP_015665841.1, XP_015665839.1
OG0000273	ENSMUSG00000001175.15, ENSMUSG00000019370.10	XP_015676965.1
OG0000273	ENSMUSG00000036438.14, ENSMUSG00000063130.4	XP_015677000.1
OG0000274	ENSMUSG00000055609.8	XP_015667447.1
OG0000274	ENSMUSG00000020295.1, ENSMUSG00000073063.3, ENSMUSG00000069919.7, ENSMUSG00000069917.7	XP_015666327.1
OG0000275	ENSMUSG00000018326.9	XP_015671846.1
OG0000275	ENSMUSG00000076432.13	XP_015680629.1
OG0000275	ENSMUSG00000022285.17	XP_015668838.1
OG0000276	ENSMUSG00000078591.1	XP_015687209.1
OG0000276	ENSMUSG00000039628.9	XP_015684391.1
OG0000276	ENSMUSG00000047759.6, ENSMUSG00000070407.5	XP_015668588.1
OG0000277	ENSMUSG00000021936.14	XP_029141340.1, XP_015678630.1, XP_015678631.1
OG0000277	ENSMUSG00000046709.18	XP_015687869.1, XP_015687867.1, XP_015687868.1
OG0000277	ENSMUSG00000020366.18	XP_015679366.1
OG0000278	ENSMUSG00000049775.16	XP_015687061.1, XP_015687062.1, XP_015687060.1
OG0000278	ENSMUSG00000089768.2	XP_015687920.1
OG0000278	ENSMUSG00000091955.2	XP_015673192.1
OG0000279	ENSMUSG00000005054.7	XP_015667611.1
OG0000280	ENSMUSG00000064179.13	XP_015665820.1
OG0000280	ENSMUSG00000026414.13	XP_029140042.1
OG0000280	ENSMUSG00000061723.18	XP_015686836.1, XP_015682772.1, XP_015682780.1
OG0000281	ENSMUSG00000017831.8	XP_015666225.1, XP_015666224.1
OG0000281	ENSMUSG00000000711.3	XP_015671801.1, XP_015671802.1, XP_015671803.1
OG0000281	ENSMUSG00000019173.11	XP_015665944.1
OG0000282	ENSMUSG00000022773.19	XP_015678052.1
OG0000282	ENSMUSG00000042675.15	XP_015678545.1, XP_015666027.1
OG0000282	ENSMUSG00000034059.14	XP_015676036.1
OG0000282	ENSMUSG00000018427.8	XP_015682956.2
OG0000283	ENSMUSG00000003992.15	XP_015670152.1
OG0000283	ENSMUSG00000070003.7	XP_015665542.1
OG0000284	ENSMUSG00000062328.8, ENSMUSG00000090451.1	XP_015682796.1
OG0000285	ENSMUSG00000025491.14, ENSMUSG00000065968.8, ENSMUSG00000060591.9, ENSMUSG00000025492.6, ENSMUSG00000059108.4	XP_015675546.1
OG0000286	ENSMUSG00000034566.10	XP_015670533.1
OG0000292	ENSMUSG00000022388.14	XP_029141464.1
OG0000292	ENSMUSG00000030276.19	XP_029142053.1, XP_015685640.1, XP_029142303.1
OG0000293	ENSMUSG00000052397.8	XP_015672333.1, XP_015672332.1
OG0000293	ENSMUSG00000031207.16	XP_015668195.1
OG0000293	ENSMUSG00000032050.18	XP_015681188.1
OG0000294	ENSMUSG00000003153.10	XP_015682283.1
OG0000294	ENSMUSG00000028645.11	XP_015675869.1
OG0000294	ENSMUSG00000018566.14	XP_015683713.2
OG0000295	ENSMUSG00000014956.15	XP_015682869.1
OG0000295	ENSMUSG00000096994.3, ENSMUSG00000040385.7	XP_015687344.1
OG0000295	ENSMUSG00000004455.16	XP_015670893.1, XP_015670891.1
OG0000296	ENSMUSG00000034673.14	XP_015681568.1
OG0000296	ENSMUSG00000038718.15	XP_015676404.1
OG0000296	ENSMUSG00000052534.15	XP_015670145.1
OG0000297	ENSMUSG00000037446.14	XP_015677428.1
OG0000297	ENSMUSG00000031028.14	XP_029141370.1
OG0000298	ENSMUSG00000055761.14	XP_015687348.1
OG0000298	ENSMUSG00000106964.5, ENSMUSG00000078532.9	XP_015677665.1
OG0000299	ENSMUSG00000045991.19	XP_015679405.1
OG0000299	ENSMUSG00000043013.10	XP_015666481.1
OG0000299	ENSMUSG00000045518.8	XP_015665423.1
OG0000300	ENSMUSG00000009093.7, ENSMUSG00000001665.11, ENSMUSG00000092360.1, ENSMUSG00000001663.10, ENSMUSG00000033318.7	XP_015676352.1, XP_015676350.1, XP_015676351.1
OG0000301	ENSMUSG00000020788.15	XP_015676371.1
OG0000301	ENSMUSG00000030730.12	XP_015665779.1
OG0000301	ENSMUSG00000029467.15	XP_015684492.1
OG0000302	ENSMUSG00000039209.12, ENSMUSG00000079641.3	XP_015687390.1
