Orthogroup	M_musculus.pep	X_tropicalis.pep
OG0000102	ENSMUSG00000030851.15, ENSMUSG00000101959.1, ENSMUSG00000063229.15, ENSMUSG00000030246.11	ENSXETG00000004528.1
OG0000106	ENSMUSG00000046434.16	ENSXETG00000004466.1
OG0000106	ENSMUSG00000059005.13	ENSXETG00000017121.1
OG0000108	ENSMUSG00000075551.4, ENSMUSG00000075552.4, ENSMUSG00000054417.5, ENSMUSG00000038656.5, ENSMUSG00000056035.8, ENSMUSG00000070419.11, ENSMUSG00000061292.10, ENSMUSG00000029630.15, ENSMUSG00000029727.7	ENSXETG00000008640.1, ENSXETG00000009993.1, ENSXETG00000009648.1
OG0000109	ENSMUSG00000049232.3, ENSMUSG00000079083.3, ENSMUSG00000046380.3	ENSXETG00000007832.1
OG0000110	ENSMUSG00000066392.12	ENSXETG00000002348.1
OG0000110	ENSMUSG00000107104.4, ENSMUSG00000033768.17	ENSXETG00000000543.1
OG0000110	ENSMUSG00000024109.18	ENSXETG00000013548.1
OG0000111	ENSMUSG00000058013.11	ENSXETG00000007548.1
OG0000111	ENSMUSG00000034219.15, ENSMUSG00000019917.10	ENSXETG00000000914.1
OG0000111	ENSMUSG00000018398.18	ENSXETG00000006548.1
OG0000111	ENSMUSG00000050379.15	ENSXETG00000017510.1
OG0000112	ENSMUSG00000035780.2, ENSMUSG00000054630.7, ENSMUSG00000061906.5, ENSMUSG00000057425.3, ENSMUSG00000070704.10, ENSMUSG00000035811.10, ENSMUSG00000035836.2, ENSMUSG00000029260.15, ENSMUSG00000107180.1, ENSMUSG00000029268.14, ENSMUSG00000106677.1	ENSXETG00000008621.1
OG0000113	ENSMUSG00000032348.6	ENSXETG00000017265.1
OG0000113	ENSMUSG00000025934.15, ENSMUSG00000074179.11, ENSMUSG00000057933.10, ENSMUSG00000111709.1, ENSMUSG00000074183.3	ENSXETG00000021352.1
OG0000115	ENSMUSG00000020891.11, ENSMUSG00000020892.10, ENSMUSG00000032807.5	ENSXETG00000005761.1, ENSXETG00000005977.1, ENSXETG00000005384.1, ENSXETG00000005693.1, ENSXETG00000003341.1
OG0000115	ENSMUSG00000025701.12	ENSXETG00000002691.1
OG0000116	ENSMUSG00000053654.7, ENSMUSG00000053797.10, ENSMUSG00000045545.8, ENSMUSG00000035557.9	ENSXETG00000003024.1
OG0000116	ENSMUSG00000019761.10, ENSMUSG00000044041.4, ENSMUSG00000054146.8, ENSMUSG00000020911.14	ENSXETG00000002922.1
OG0000118	ENSMUSG00000062028.8	ENSXETG00000000892.1, ENSXETG00000000902.1
OG0000119	ENSMUSG00000037242.8	ENSXETG00000008731.1
OG0000119	ENSMUSG00000007041.9	ENSXETG00000012191.1
OG0000119	ENSMUSG00000023959.10	ENSXETG00000001974.1
OG0000120	ENSMUSG00000049539.3, ENSMUSG00000036211.4, ENSMUSG00000051627.3, ENSMUSG00000052565.7, ENSMUSG00000058773.2, ENSMUSG00000036181.2	ENSXETG00000014483.1, ENSXETG00000002859.1, ENSXETG00000004759.1, ENSXETG00000000621.1
OG0000122	ENSMUSG00000095858.4, ENSMUSG00000095603.4, ENSMUSG00000094884.3, ENSMUSG00000049618.6, ENSMUSG00000092077.2, ENSMUSG00000091531.2, ENSMUSG00000029184.5	ENSXETG00000010024.1
OG0000126	ENSMUSG00000008305.18	ENSXETG00000018540.1
OG0000126	ENSMUSG00000024642.17	ENSXETG00000021190.1
OG0000129	ENSMUSG00000053141.16	ENSXETG00000010610.1
OG0000129	ENSMUSG00000033278.10	ENSXETG00000020896.1
OG0000129	ENSMUSG00000028909.17	ENSXETG00000018955.1
OG0000129	ENSMUSG00000019889.10	ENSXETG00000020932.1
OG0000130	ENSMUSG00000028137.9, ENSMUSG00000032297.11, ENSMUSG00000024268.16	ENSXETG00000005046.1
OG0000131	ENSMUSG00000001120.15	ENSXETG00000021214.1
OG0000131	ENSMUSG00000056851.14, ENSMUSG00000051695.6	ENSXETG00000005085.1
OG0000136	ENSMUSG00000031309.15	ENSXETG00000021421.1
OG0000136	ENSMUSG00000023809.10	ENSXETG00000010463.1
OG0000136	ENSMUSG00000003644.17	ENSXETG00000013406.1
OG0000136	ENSMUSG00000025665.16, ENSMUSG00000116203.1	ENSXETG00000009967.1
OG0000137	ENSMUSG00000019577.6	ENSXETG00000008151.1
OG0000137	ENSMUSG00000035232.8	ENSXETG00000011285.1
OG0000137	ENSMUSG00000006494.11	ENSXETG00000011177.1
OG0000138	ENSMUSG00000029131.14	ENSXETG00000013594.1
OG0000138	ENSMUSG00000081984.3, ENSMUSG00000048206.6, ENSMUSG00000026203.16	ENSXETG00000003380.1
OG0000143	ENSMUSG00000039661.14	ENSXETG00000000948.1, ENSXETG00000005553.1
OG0000143	ENSMUSG00000021768.15	ENSXETG00000020664.1
OG0000143	ENSMUSG00000063821.6	ENSXETG00000019731.1
OG0000145	ENSMUSG00000074596.3	ENSXETG00000019119.1, ENSXETG00000002868.1
OG0000145	ENSMUSG00000074593.11	ENSXETG00000017104.1, ENSXETG00000001363.1
OG0000146	ENSMUSG00000048992.9, ENSMUSG00000024124.10, ENSMUSG00000049620.9, ENSMUSG00000050762.5	ENSXETG00000016291.1, ENSXETG00000016341.1, ENSXETG00000010028.1
OG0000147	ENSMUSG00000111393.1, ENSMUSG00000025478.15	ENSXETG00000018873.1
OG0000147	ENSMUSG00000029121.16	ENSXETG00000004690.1
OG0000147	ENSMUSG00000024501.20	ENSXETG00000012866.1
OG0000147	ENSMUSG00000022048.8	ENSXETG00000002709.1
OG0000149	ENSMUSG00000054808.15	ENSXETG00000009281.1
OG0000149	ENSMUSG00000052374.16	ENSXETG00000008787.1
OG0000149	ENSMUSG00000006457.4	ENSXETG00000007470.1
OG0000149	ENSMUSG00000015143.15	ENSXETG00000008935.1
OG0000150	ENSMUSG00000030935.15, ENSMUSG00000030972.6, ENSMUSG00000047026.9, ENSMUSG00000030945.17, ENSMUSG00000033533.14	ENSXETG00000008789.1
OG0000151	ENSMUSG00000083138.3, ENSMUSG00000028715.2, ENSMUSG00000084346.4, ENSMUSG00000078597.2, ENSMUSG00000066071.6, ENSMUSG00000066072.13, ENSMUSG00000063929.6, ENSMUSG00000028712.12, ENSMUSG00000028713.17	ENSXETG00000014196.1, ENSXETG00000014180.1, ENSXETG00000013814.1, ENSXETG00000014192.1, ENSXETG00000014225.1, ENSXETG00000013556.1
OG0000153	ENSMUSG00000110469.1, ENSMUSG00000057666.18, ENSMUSG00000097148.2, ENSMUSG00000099294.1, ENSMUSG00000061099.12	ENSXETG00000013593.1
OG0000154	ENSMUSG00000011171.11	ENSXETG00000014539.1
OG0000154	ENSMUSG00000026387.15	ENSXETG00000008186.1
OG0000154	ENSMUSG00000032528.5	ENSXETG00000014451.1
OG0000154	ENSMUSG00000004654.6	ENSXETG00000011324.1
OG0000155	ENSMUSG00000030236.10	ENSXETG00000016250.1
OG0000155	ENSMUSG00000030237.14, ENSMUSG00000084927.1, ENSMUSG00000079262.3, ENSMUSG00000063975.13, ENSMUSG00000041698.11, ENSMUSG00000079263.8, ENSMUSG00000030235.17	ENSXETG00000016171.1
OG0000156	ENSMUSG00000063683.12, ENSMUSG00000071633.11, ENSMUSG00000024694.9, ENSMUSG00000091043.2	ENSXETG00000004141.1
OG0000158	ENSMUSG00000004098.7	ENSXETG00000001031.1
OG0000158	ENSMUSG00000026837.16	ENSXETG00000015274.1
OG0000158	ENSMUSG00000027966.20	ENSXETG00000020650.1, ENSXETG00000001026.1
OG0000159	ENSMUSG00000076609.2	ENSXETG00000008847.1
OG0000159	ENSMUSG00000105906.1, ENSMUSG00000106039.1, ENSMUSG00000075370.12, ENSMUSG00000105547.1, ENSMUSG00000076937.3	ENSXETG00000008449.1, ENSXETG00000008452.1
OG0000160	ENSMUSG00000036322.11, ENSMUSG00000024334.9	ENSXETG00000008293.1, ENSXETG00000008355.1
OG0000162	ENSMUSG00000026509.15	ENSXETG00000010611.1
OG0000162	ENSMUSG00000038599.14	ENSXETG00000000714.1, ENSXETG00000000377.1
OG0000162	ENSMUSG00000058626.16, ENSMUSG00000024942.17	ENSXETG00000010146.1
OG0000163	ENSMUSG00000028546.17	ENSXETG00000007916.1
OG0000163	ENSMUSG00000003410.8	ENSXETG00000019027.1
OG0000163	ENSMUSG00000008489.18	ENSXETG00000000198.1
OG0000169	ENSMUSG00000022283.15	ENSXETG00000003385.1
OG0000169	ENSMUSG00000011257.19	ENSXETG00000019135.1
OG0000169	ENSMUSG00000054582.4	ENSXETG00000014902.1
OG0000171	ENSMUSG00000074207.10, ENSMUSG00000055301.8	ENSXETG00000002747.1, ENSXETG00000008984.1, ENSXETG00000002772.1, ENSXETG00000002585.1, ENSXETG00000001584.1
OG0000172	ENSMUSG00000030084.11	ENSXETG00000003587.1
OG0000172	ENSMUSG00000026640.12	ENSXETG00000014061.1
OG0000172	ENSMUSG00000029765.12	ENSXETG00000019930.1
OG0000172	ENSMUSG00000031398.13	ENSXETG00000009655.1
OG0000173	ENSMUSG00000037386.16	ENSXETG00000006385.1
OG0000174	ENSMUSG00000025271.13	ENSXETG00000013730.1
OG0000174	ENSMUSG00000026773.19	ENSXETG00000020300.1
OG0000174	ENSMUSG00000025648.18	ENSXETG00000009711.1
OG0000179	ENSMUSG00000024771.7, ENSMUSG00000024768.5, ENSMUSG00000056078.6, ENSMUSG00000024781.16	ENSXETG00000010826.1
OG0000180	ENSMUSG00000050772.2, ENSMUSG00000044487.2, ENSMUSG00000070857.4, ENSMUSG00000070856.5, ENSMUSG00000047594.4, ENSMUSG00000043274.4, ENSMUSG00000070855.8, ENSMUSG00000083706.3, ENSMUSG00000089732.5, ENSMUSG00000070852.2, ENSMUSG00000081234.3, ENSMUSG00000068814.2, ENSMUSG00000061875.2, ENSMUSG00000070853.5, ENSMUSG00000059205.5, ENSMUSG00000062272.4, ENSMUSG00000058194.3	ENSXETG00000018996.1
OG0000181	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1, ENSMUSG00000078507.1	ENSXETG00000015307.1, ENSXETG00000016035.1
OG0000183	ENSMUSG00000040037.13	ENSXETG00000016403.1
OG0000183	ENSMUSG00000061080.11	ENSXETG00000015211.1
OG0000183	ENSMUSG00000062257.13	ENSXETG00000007699.1
OG0000183	ENSMUSG00000059974.10	ENSXETG00000007683.1
OG0000184	ENSMUSG00000021730.8	ENSXETG00000016856.1
OG0000184	ENSMUSG00000032338.9	ENSXETG00000017083.1
OG0000184	ENSMUSG00000028051.10	ENSXETG00000015623.1
OG0000184	ENSMUSG00000020331.9	ENSXETG00000016639.1
OG0000185	ENSMUSG00000048076.14	ENSXETG00000010784.1
OG0000185	ENSMUSG00000020440.13, ENSMUSG00000115861.1, ENSMUSG00000021877.12	ENSXETG00000018795.1
OG0000185	ENSMUSG00000051853.10	ENSXETG00000006389.1
OG0000186	ENSMUSG00000029120.10	ENSXETG00000006246.1
OG0000186	ENSMUSG00000024500.20	ENSXETG00000017988.1
OG0000186	ENSMUSG00000041769.13	ENSXETG00000021374.1
OG0000186	ENSMUSG00000022052.9	ENSXETG00000020407.1
OG0000187	ENSMUSG00000054364.5	ENSXETG00000009907.1
OG0000187	ENSMUSG00000002233.13	ENSXETG00000018919.1
OG0000187	ENSMUSG00000007815.13	ENSXETG00000015187.1, ENSXETG00000017358.1
OG0000188	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15	ENSXETG00000013051.1
OG0000193	ENSMUSG00000004530.12	ENSXETG00000019382.1
OG0000193	ENSMUSG00000020836.15	ENSXETG00000019970.1
OG0000194	ENSMUSG00000025499.18	ENSXETG00000000522.1
OG0000194	ENSMUSG00000030265.14	ENSXETG00000016715.1
OG0000194	ENSMUSG00000027852.14	ENSXETG00000010792.1
OG0000196	ENSMUSG00000060373.15	ENSXETG00000010133.1
OG0000197	ENSMUSG00000031561.16	ENSXETG00000000704.1
OG0000197	ENSMUSG00000049336.16	ENSXETG00000007896.1
OG0000197	ENSMUSG00000048078.16	ENSXETG00000002827.1
OG0000197	ENSMUSG00000016150.15	ENSXETG00000021187.1
OG0000198	ENSMUSG00000042500.11	ENSXETG00000010403.1
OG0000198	ENSMUSG00000036698.11	ENSXETG00000017810.1
OG0000198	ENSMUSG00000041530.16	ENSXETG00000005350.1
OG0000199	ENSMUSG00000033161.10	ENSXETG00000009721.1
OG0000199	ENSMUSG00000040907.15	ENSXETG00000007730.1
OG0000199	ENSMUSG00000007097.14	ENSXETG00000009444.1
OG0000200	ENSMUSG00000024867.14	ENSXETG00000012495.1
OG0000200	ENSMUSG00000034902.17	ENSXETG00000018710.1
OG0000201	ENSMUSG00000016179.11	ENSXETG00000013252.1
OG0000201	ENSMUSG00000002012.13	ENSXETG00000004668.1
OG0000201	ENSMUSG00000039145.16	ENSXETG00000006150.1
OG0000201	ENSMUSG00000030272.15	ENSXETG00000017674.1
OG0000202	ENSMUSG00000057098.14	ENSXETG00000008638.1
OG0000202	ENSMUSG00000053552.14, ENSMUSG00000022053.13	ENSXETG00000017325.1
OG0000202	ENSMUSG00000010476.14	ENSXETG00000017824.1
OG0000203	ENSMUSG00000021699.17	ENSXETG00000018733.1
OG0000203	ENSMUSG00000032177.17	ENSXETG00000007825.1
OG0000203	ENSMUSG00000028525.16	ENSXETG00000017823.1
OG0000203	ENSMUSG00000111773.2, ENSMUSG00000031842.14	ENSXETG00000015659.1
OG0000204	ENSMUSG00000048732.5	ENSXETG00000005102.1
OG0000205	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5, ENSMUSG00000074896.3, ENSMUSG00000062488.9, ENSMUSG00000045932.12	ENSXETG00000017816.1, ENSXETG00000019929.1, ENSXETG00000019612.1, ENSXETG00000019613.1, ENSXETG00000019129.1, ENSXETG00000019124.1, ENSXETG00000017955.1, ENSXETG00000017259.1
OG0000212	ENSMUSG00000005952.15	ENSXETG00000013979.1
OG0000212	ENSMUSG00000018507.16	ENSXETG00000009573.1
OG0000212	ENSMUSG00000014158.12	ENSXETG00000010843.1, ENSXETG00000006989.1, ENSXETG00000006782.1, ENSXETG00000016178.1, ENSXETG00000016028.1, ENSXETG00000010836.1
OG0000213	ENSMUSG00000055026.13	ENSXETG00000017448.1
OG0000213	ENSMUSG00000031340.8, ENSMUSG00000001260.10, ENSMUSG00000020436.17	ENSXETG00000006311.1
OG0000214	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5	ENSXETG00000008364.1, ENSXETG00000008358.1, ENSXETG00000008520.1, ENSXETG00000008531.1, ENSXETG00000008517.1
OG0000216	ENSMUSG00000058126.7, ENSMUSG00000031799.10	ENSXETG00000015858.1
OG0000217	ENSMUSG00000024617.16	ENSXETG00000004963.1
OG0000217	ENSMUSG00000057897.14	ENSXETG00000020463.1
OG0000217	ENSMUSG00000021820.18	ENSXETG00000005020.1
OG0000218	ENSMUSG00000021868.7	ENSXETG00000017842.1
OG0000218	ENSMUSG00000071866.12	ENSXETG00000018205.1
OG0000219	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7	ENSXETG00000003450.1, ENSXETG00000003411.1, ENSXETG00000003399.1
OG0000220	ENSMUSG00000038838.15	ENSXETG00000017316.1
OG0000220	ENSMUSG00000007029.16	ENSXETG00000004282.1
OG0000221	ENSMUSG00000117310.2, ENSMUSG00000026064.16	ENSXETG00000005948.1
OG0000221	ENSMUSG00000028788.14	ENSXETG00000017601.1
OG0000221	ENSMUSG00000059895.13	ENSXETG00000017525.1
OG0000222	ENSMUSG00000023439.11	ENSXETG00000002117.1
OG0000222	ENSMUSG00000029064.15	ENSXETG00000010104.1
OG0000222	ENSMUSG00000027669.14	ENSXETG00000014664.1
OG0000223	ENSMUSG00000027763.13	ENSXETG00000007130.1
OG0000223	ENSMUSG00000022139.17	ENSXETG00000020179.1
OG0000223	ENSMUSG00000036109.17	ENSXETG00000019161.1
OG0000224	ENSMUSG00000030189.15	ENSXETG00000011029.1
OG0000224	ENSMUSG00000028639.14	ENSXETG00000016587.1
OG0000225	ENSMUSG00000019927.6	ENSXETG00000019507.1
OG0000226	ENSMUSG00000027971.16	ENSXETG00000011873.1
OG0000226	ENSMUSG00000027977.15	ENSXETG00000011901.1
OG0000226	ENSMUSG00000039308.6	ENSXETG00000001154.1
OG0000226	ENSMUSG00000054008.9	ENSXETG00000006863.1
OG0000227	ENSMUSG00000024846.6	ENSXETG00000007528.1, ENSXETG00000007531.1
OG0000227	ENSMUSG00000033156.9, ENSMUSG00000027447.6	ENSXETG00000014274.1
OG0000228	ENSMUSG00000021326.13, ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16	ENSXETG00000020318.1, ENSXETG00000017050.1
OG0000229	ENSMUSG00000025278.9	ENSXETG00000020051.1
OG0000229	ENSMUSG00000068699.12	ENSXETG00000017968.1
OG0000229	ENSMUSG00000031328.16	ENSXETG00000009076.1
OG0000230	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9, ENSMUSG00000028255.6, ENSMUSG00000068547.7, ENSMUSG00000074195.3	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1
OG0000231	ENSMUSG00000054537.8, ENSMUSG00000061184.8, ENSMUSG00000072845.3, ENSMUSG00000061259.11, ENSMUSG00000079451.9, ENSMUSG00000035861.6	ENSXETG00000003746.1, ENSXETG00000003457.1
OG0000232	ENSMUSG00000066108.7	ENSXETG00000007972.1
OG0000233	ENSMUSG00000085925.3, ENSMUSG00000098639.3	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1
OG0000235	ENSMUSG00000007653.12	ENSXETG00000005729.1
OG0000235	ENSMUSG00000029212.11	ENSXETG00000000336.1
OG0000235	ENSMUSG00000033676.13	ENSXETG00000018705.1
OG0000236	ENSMUSG00000024885.9, ENSMUSG00000075296.5, ENSMUSG00000037263.13	ENSXETG00000012146.1
OG0000236	ENSMUSG00000010025.19	ENSXETG00000020628.1
OG0000236	ENSMUSG00000019102.10	ENSXETG00000016646.1
OG0000237	ENSMUSG00000020458.16	ENSXETG00000004224.1
OG0000237	ENSMUSG00000024758.15	ENSXETG00000015313.1
OG0000237	ENSMUSG00000030401.16	ENSXETG00000002503.1
OG0000238	ENSMUSG00000020143.15	ENSXETG00000011108.1
OG0000238	ENSMUSG00000044447.5	ENSXETG00000019846.1
OG0000238	ENSMUSG00000058325.6	ENSXETG00000021205.1
OG0000239	ENSMUSG00000070498.3	ENSXETG00000006923.1
OG0000239	ENSMUSG00000034324.16	ENSXETG00000006853.1
OG0000240	ENSMUSG00000029371.7, ENSMUSG00000029372.7, ENSMUSG00000029380.11, ENSMUSG00000058427.10, ENSMUSG00000029379.10	ENSXETG00000011534.1
OG0000241	ENSMUSG00000021477.9, ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6	ENSXETG00000020004.1
OG0000242	ENSMUSG00000006542.13	ENSXETG00000020338.1
OG0000242	ENSMUSG00000028944.14	ENSXETG00000000870.1
OG0000243	ENSMUSG00000031840.12, ENSMUSG00000111277.2	ENSXETG00000006946.1
OG0000243	ENSMUSG00000021700.10	ENSXETG00000020228.1
OG0000243	ENSMUSG00000003411.10	ENSXETG00000001595.1
OG0000243	ENSMUSG00000019066.13	ENSXETG00000010363.1
OG0000244	ENSMUSG00000005800.3, ENSMUSG00000043089.6, ENSMUSG00000041620.8, ENSMUSG00000047562.3, ENSMUSG00000043613.8	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1
OG0000245	ENSMUSG00000051885.6, ENSMUSG00000073922.2, ENSMUSG00000070421.4, ENSMUSG00000060759.4, ENSMUSG00000056782.5, ENSMUSG00000063582.2, ENSMUSG00000057770.5, ENSMUSG00000073917.2, ENSMUSG00000073916.3	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1
OG0000248	ENSMUSG00000000628.10	ENSXETG00000010083.1
OG0000248	ENSMUSG00000037012.18	ENSXETG00000006985.1
OG0000249	ENSMUSG00000030403.9	ENSXETG00000002496.1
OG0000249	ENSMUSG00000021262.15	ENSXETG00000021074.1
OG0000249	ENSMUSG00000022995.16	ENSXETG00000001564.1
OG0000250	ENSMUSG00000014778.10	ENSXETG00000008146.1
OG0000250	ENSMUSG00000034295.10	ENSXETG00000004651.1
OG0000251	ENSMUSG00000047686.9	ENSXETG00000011220.1
OG0000252	ENSMUSG00000028161.17	ENSXETG00000012165.1
OG0000252	ENSMUSG00000021816.11	ENSXETG00000020699.1
OG0000252	ENSMUSG00000022092.11	ENSXETG00000003011.1
OG0000253	ENSMUSG00000033569.17	ENSXETG00000006191.1
OG0000253	ENSMUSG00000028782.14	ENSXETG00000019749.1
OG0000253	ENSMUSG00000034730.17	ENSXETG00000018435.1
OG0000254	ENSMUSG00000038257.9	ENSXETG00000001012.1
OG0000254	ENSMUSG00000000263.15	ENSXETG00000013285.1
OG0000254	ENSMUSG00000018589.8	ENSXETG00000016346.1
OG0000255	ENSMUSG00000059343.4, ENSMUSG00000030695.16, ENSMUSG00000063129.1	ENSXETG00000001785.1
OG0000255	ENSMUSG00000017390.15	ENSXETG00000013213.1
OG0000255	ENSMUSG00000028307.9	ENSXETG00000018977.1
OG0000256	ENSMUSG00000049630.6	ENSXETG00000013775.1
OG0000256	ENSMUSG00000001076.7	ENSXETG00000002046.1
OG0000257	ENSMUSG00000035296.14	ENSXETG00000004328.1
OG0000257	ENSMUSG00000020354.15	ENSXETG00000011300.1
OG0000257	ENSMUSG00000039539.13	ENSXETG00000004626.1
OG0000258	ENSMUSG00000033295.14	ENSXETG00000006560.1
OG0000258	ENSMUSG00000013236.17	ENSXETG00000008571.1
OG0000258	ENSMUSG00000028399.18	ENSXETG00000018391.1
OG0000259	ENSMUSG00000116228.1, ENSMUSG00000001642.18, ENSMUSG00000045410.18, ENSMUSG00000052131.7, ENSMUSG00000061758.13, ENSMUSG00000029762.6	ENSXETG00000017735.1
OG0000260	ENSMUSG00000021000.17	ENSXETG00000021128.1
OG0000262	ENSMUSG00000011632.7	ENSXETG00000010414.1, ENSXETG00000000909.1
OG0000263	ENSMUSG00000020315.18	ENSXETG00000003414.1
OG0000263	ENSMUSG00000011751.16	ENSXETG00000007597.1
OG0000263	ENSMUSG00000092367.1	ENSXETG00000004089.1
OG0000263	ENSMUSG00000067889.6	ENSXETG00000011850.1
OG0000264	ENSMUSG00000032174.5, ENSMUSG00000020712.11, ENSMUSG00000037405.8	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1
OG0000265	ENSMUSG00000038459.10	ENSXETG00000019869.1
OG0000265	ENSMUSG00000047368.4	ENSXETG00000015123.1
OG0000265	ENSMUSG00000003346.14	ENSXETG00000013807.1
OG0000267	ENSMUSG00000023032.12	ENSXETG00000017080.1
OG0000267	ENSMUSG00000021733.11	ENSXETG00000000342.1
OG0000267	ENSMUSG00000026904.17	ENSXETG00000017688.1
OG0000268	ENSMUSG00000073702.11	ENSXETG00000006436.1
OG0000269	ENSMUSG00000015843.10	ENSXETG00000011516.1
OG0000269	ENSMUSG00000039656.17	ENSXETG00000021111.1
OG0000269	ENSMUSG00000015846.15	ENSXETG00000014639.1
OG0000270	ENSMUSG00000028107.14	ENSXETG00000019081.1
OG0000270	ENSMUSG00000030515.9	ENSXETG00000019723.1
OG0000270	ENSMUSG00000022241.6	ENSXETG00000011675.1
OG0000271	ENSMUSG00000004110.17	ENSXETG00000007593.1
OG0000271	ENSMUSG00000004113.18	ENSXETG00000000143.1
OG0000271	ENSMUSG00000034656.18	ENSXETG00000011915.1
OG0000272	ENSMUSG00000023122.6, ENSMUSG00000023943.7	ENSXETG00000012200.1, ENSXETG00000012383.1
OG0000273	ENSMUSG00000001175.15, ENSMUSG00000019370.10	ENSXETG00000010489.1
OG0000273	ENSMUSG00000036438.14, ENSMUSG00000063130.4	ENSXETG00000005414.1
OG0000274	ENSMUSG00000055609.8	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1
OG0000274	ENSMUSG00000020295.1, ENSMUSG00000073063.3, ENSMUSG00000069919.7, ENSMUSG00000069917.7	ENSXETG00000004493.1
OG0000275	ENSMUSG00000018326.9	ENSXETG00000014470.1
OG0000275	ENSMUSG00000076432.13	ENSXETG00000019120.1
OG0000275	ENSMUSG00000022285.17	ENSXETG00000003971.1
OG0000276	ENSMUSG00000078591.1	ENSXETG00000017420.1
OG0000276	ENSMUSG00000047759.6, ENSMUSG00000070407.5	ENSXETG00000008955.1
OG0000277	ENSMUSG00000021936.14	ENSXETG00000010211.1
OG0000277	ENSMUSG00000046709.18	ENSXETG00000006646.1
OG0000278	ENSMUSG00000049775.16	ENSXETG00000018948.1
OG0000278	ENSMUSG00000089768.2	ENSXETG00000013966.1
OG0000279	ENSMUSG00000005054.7, ENSMUSG00000034362.7, ENSMUSG00000095620.7, ENSMUSG00000079597.2, ENSMUSG00000079594.2, ENSMUSG00000071562.6, ENSMUSG00000071561.2, ENSMUSG00000094733.1, ENSMUSG00000054905.2, ENSMUSG00000022902.8, ENSMUSG00000059657.5	ENSXETG00000014849.1, ENSXETG00000014835.1
OG0000280	ENSMUSG00000064179.13	ENSXETG00000015175.1
OG0000280	ENSMUSG00000026414.13	ENSXETG00000011446.1
OG0000280	ENSMUSG00000061723.18	ENSXETG00000005375.1
OG0000281	ENSMUSG00000017831.8	ENSXETG00000017328.1
OG0000281	ENSMUSG00000000711.3	ENSXETG00000017660.1
OG0000282	ENSMUSG00000022773.19	ENSXETG00000000320.1
OG0000282	ENSMUSG00000018427.8	ENSXETG00000017175.1
OG0000283	ENSMUSG00000003992.15	ENSXETG00000015610.1
OG0000283	ENSMUSG00000061887.14	ENSXETG00000002253.1
OG0000283	ENSMUSG00000070003.7	ENSXETG00000011136.1
OG0000284	ENSMUSG00000062328.8, ENSMUSG00000090451.1	ENSXETG00000008098.1
OG0000285	ENSMUSG00000025491.14, ENSMUSG00000065968.8, ENSMUSG00000060591.9, ENSMUSG00000025492.6, ENSMUSG00000059108.4	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1
OG0000286	ENSMUSG00000034566.10	ENSXETG00000021167.1
OG0000292	ENSMUSG00000022388.14	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1
