M_musculus.pep,P_Mucros.pep
ENSMUSG00000028197,XP_029140522.1
ENSMUSG00000009035,XP_015672742.1
ENSMUSG00000029556,XP_015678138.1
ENSMUSG00000006057,XP_015687747.1
ENSMUSG00000006127,XP_015673839.1
ENSMUSG00000034570,XP_015669115.2
ENSMUSG00000023964,XP_015667094.1
ENSMUSG00000037426,XP_029142711.1
ENSMUSG00000018500,XP_015668005.2
ENSMUSG00000025006,XP_029139428.1
ENSMUSG00000053799,XP_015666765.1
ENSMUSG00000052372,XP_029139272.1
ENSMUSG00000059203,XP_015679976.1
ENSMUSG00000064105,XP_015675271.2
ENSMUSG00000028469,XP_015684133.1
ENSMUSG00000027931,XP_015668828.1
ENSMUSG00000036561,XP_029140326.1
ENSMUSG00000040043,XP_015675385.1
ENSMUSG00000018634,XP_015687782.2
ENSMUSG00000003476,XP_015667892.1
ENSMUSG00000022754,XP_015684367.1
ENSMUSG00000041737,XP_029140838.1
ENSMUSG00000070473,XP_015668295.1
ENSMUSG00000047501,XP_015668296.1
ENSMUSG00000024236,XP_015666148.1
ENSMUSG00000044533,XP_015671733.1
ENSMUSG00000026114,XP_015685276.1
ENSMUSG00000032002,XP_015670204.1
ENSMUSG00000051674,XP_015681114.1
ENSMUSG00000033985,XP_015666810.1
ENSMUSG00000030303,XP_015681350.1
ENSMUSG00000054099,XP_015666711.1
ENSMUSG00000025946,XP_015669949.1
ENSMUSG00000027782,XP_015687323.1
ENSMUSG00000021929,XP_015667806.1
ENSMUSG00000004902,XP_015676840.1
ENSMUSG00000060002,XP_015673719.1
ENSMUSG00000022454,XP_015672394.1
ENSMUSG00000066551,XP_015670710.1
ENSMUSG00000049583,XP_015678855.1
ENSMUSG00000019828,XP_015681370.1
ENSMUSG00000041431,XP_015685436.1
ENSMUSG00000033063,XP_029140162.1
ENSMUSG00000021219,XP_015678370.1
ENSMUSG00000057113,XP_015671461.1
ENSMUSG00000058569,XP_015679983.1
ENSMUSG00000004394,XP_015666639.1
ENSMUSG00000024392,XP_029140662.1
ENSMUSG00000026519,XP_029142035.1
ENSMUSG00000036026,XP_015679177.1
ENSMUSG00000102543,XP_029142634.1
ENSMUSG00000003033,XP_015665450.1
ENSMUSG00000001229,XP_029141821.1
ENSMUSG00000032393,XP_015674967.1
ENSMUSG00000077450,XP_015682471.1
ENSMUSG00000004633,XP_015666087.1
ENSMUSG00000042678,XP_029140310.1
ENSMUSG00000034427,XP_015674593.1
ENSMUSG00000003344,XP_015665560.1
ENSMUSG00000025103,XP_015685399.1
ENSMUSG00000031075,XP_015686069.1
ENSMUSG00000038115,XP_029142507.1
ENSMUSG00000028013,XP_015687480.1
ENSMUSG00000020089,XP_015681137.1
ENSMUSG00000020528,XP_015673336.2
ENSMUSG00000015869,XP_015674386.1
ENSMUSG00000006586,XP_015669476.1
ENSMUSG00000029699,XP_029141532.1
ENSMUSG00000000958,XP_015679869.1
ENSMUSG00000031904,XP_015680045.1
ENSMUSG00000026721,XP_015687483.2
ENSMUSG00000029338,XP_015687848.1
ENSMUSG00000033420,XP_015666761.1
ENSMUSG00000090210,XP_015672085.1
ENSMUSG00000032243,XP_015667410.1
ENSMUSG00000026468,XP_029139036.1
ENSMUSG00000026934,XP_015679823.1
ENSMUSG00000021478,XP_015677977.1
ENSMUSG00000039358,XP_015685185.1
ENSMUSG00000021772,XP_015667207.1
ENSMUSG00000061751,XP_029140287.1
ENSMUSG00000022263,XP_015668493.2
ENSMUSG00000008348,XP_015666146.1
ENSMUSG00000010830,XP_015672740.1
ENSMUSG00000014609,XP_015668648.1
ENSMUSG00000028457,XP_029142011.1
ENSMUSG00000031642,XP_015669904.1
ENSMUSG00000018363,XP_015668445.1
ENSMUSG00000038780,XP_015687577.1
ENSMUSG00000026893,XP_015681768.1
ENSMUSG00000037362,XP_015672874.1
ENSMUSG00000019997,XP_015687246.1
ENSMUSG00000021684,XP_015668176.1
ENSMUSG00000036241,XP_015667971.1
ENSMUSG00000021622,XP_015670154.1
ENSMUSG00000000308,XP_015674098.1
ENSMUSG00000025592,XP_029141831.1
ENSMUSG00000055639,XP_015687823.1
ENSMUSG00000041685,XP_015674912.1
ENSMUSG00000070000,XP_029141991.1
ENSMUSG00000021843,XP_015676740.1
ENSMUSG00000027012,XP_015667351.1
ENSMUSG00000022884,XP_015677966.1
ENSMUSG00000059796,XP_015677967.1
ENSMUSG00000033065,XP_029140213.1
ENSMUSG00000026587,XP_029140435.1
ENSMUSG00000028373,XP_015672910.2
ENSMUSG00000053137,XP_015670162.1
ENSMUSG00000028641,XP_015674349.1
ENSMUSG00000038168,XP_029142622.1
ENSMUSG00000005899,XP_015674107.1
ENSMUSG00000027499,XP_015670011.1
ENSMUSG00000019876,XP_015674892.1
ENSMUSG00000037833,XP_015681485.1
ENSMUSG00000037681,XP_029140553.1
ENSMUSG00000026385,XP_015681099.1
ENSMUSG00000026644,XP_015666688.1
ENSMUSG00000049422,XP_015677444.1
ENSMUSG00000070493,XP_015671014.1
ENSMUSG00000034563,XP_015666512.1
ENSMUSG00000015944,XP_015678684.1
ENSMUSG00000020424,XP_015672927.1
ENSMUSG00000026888,XP_015679929.1
ENSMUSG00000020176,XP_029140012.1
ENSMUSG00000022812,XP_029139689.1
ENSMUSG00000057177,XP_029141869.1
ENSMUSG00000028633,XP_015672082.1
ENSMUSG00000026466,XP_015666754.2
ENSMUSG00000022674,XP_015673545.1
ENSMUSG00000027630,XP_015673250.1
ENSMUSG00000025246,XP_015675451.1
ENSMUSG00000059409,XP_029142082.1
ENSMUSG00000038965,XP_015678061.1
ENSMUSG00000089911,XP_015675734.1
ENSMUSG00000038212,XP_015678506.1
ENSMUSG00000000811,XP_015679050.1
ENSMUSG00000020250,XP_015679359.1
ENSMUSG00000022885,XP_029139772.1
ENSMUSG00000062190,XP_015668283.1
ENSMUSG00000004383,XP_015668313.1
ENSMUSG00000022403,XP_015669078.1
ENSMUSG00000025132,XP_015680644.1
ENSMUSG00000023345,XP_015671335.1
ENSMUSG00000033948,XP_015666806.1
ENSMUSG00000032846,XP_015674237.1
ENSMUSG00000028582,XP_015666386.1
ENSMUSG00000036686,XP_015682975.1
ENSMUSG00000063273,XP_015677780.1
ENSMUSG00000022020,XP_015666555.1
ENSMUSG00000060992,XP_015678838.1
ENSMUSG00000018672,XP_015665924.1
ENSMUSG00000057522,XP_015665907.1
ENSMUSG00000026771,XP_015669600.1
ENSMUSG00000002957,XP_015676726.1
ENSMUSG00000010066,XP_015672856.1
ENSMUSG00000029017,XP_015666205.1
ENSMUSG00000025040,XP_015670348.1
ENSMUSG00000028078,XP_015671932.1
ENSMUSG00000032656,XP_015666615.1
ENSMUSG00000035105,XP_015677568.1
ENSMUSG00000031987,XP_015675370.1
ENSMUSG00000021957,XP_015680872.1
ENSMUSG00000022840,XP_029139566.1
ENSMUSG00000022994,XP_029140681.1
ENSMUSG00000025792,XP_015680637.1
ENSMUSG00000039640,XP_015679642.1
ENSMUSG00000045409,XP_015681476.1
ENSMUSG00000029618,XP_015676261.1
ENSMUSG00000027748,XP_029140955.1
ENSMUSG00000041710,XP_015674116.1
ENSMUSG00000048039,XP_015683072.1
ENSMUSG00000030609,XP_029141271.1
ENSMUSG00000057841,XP_015678959.1
ENSMUSG00000028800,XP_015669181.1
ENSMUSG00000019777,XP_015682558.1
ENSMUSG00000035299,XP_015672645.1
ENSMUSG00000000266,XP_015682036.1
ENSMUSG00000025981,XP_015668525.1
ENSMUSG00000039914,XP_015675307.1
ENSMUSG00000029512,XP_029142538.1
ENSMUSG00000045896,XP_015682831.1
ENSMUSG00000037286,XP_015674372.1
ENSMUSG00000044390,XP_015683486.1
ENSMUSG00000046032,XP_015687936.1
ENSMUSG00000028926,XP_015670758.1
ENSMUSG00000026023,XP_015679509.1
ENSMUSG00000071644,XP_015680826.1
ENSMUSG00000025537,XP_015671003.1
ENSMUSG00000030815,XP_015685108.1
ENSMUSG00000054280,XP_015684334.1
ENSMUSG00000031097,XP_015682817.1
ENSMUSG00000028098,XP_015672140.1
ENSMUSG00000035890,XP_015665492.1
ENSMUSG00000054256,XP_015683823.1
ENSMUSG00000069769,XP_015667720.1
ENSMUSG00000015291,XP_015670610.1
ENSMUSG00000021218,XP_015679208.2
ENSMUSG00000015341,XP_015673447.1
ENSMUSG00000042532,XP_015671775.1
ENSMUSG00000028410,XP_015669308.1
ENSMUSG00000032285,XP_015671820.1
ENSMUSG00000024207,XP_015682403.1
ENSMUSG00000030761,XP_029142671.1
ENSMUSG00000024388,XP_029141653.1
ENSMUSG00000002326,XP_029140952.1
ENSMUSG00000014554,XP_015666588.1
ENSMUSG00000029366,XP_015674101.1
ENSMUSG00000027519,XP_015669761.2
ENSMUSG00000010461,XP_015670384.1
ENSMUSG00000020723,XP_015672448.1
ENSMUSG00000030605,XP_015683178.1
ENSMUSG00000034488,XP_015688043.1
ENSMUSG00000052151,XP_015680125.1
ENSMUSG00000019843,XP_015671118.1
ENSMUSG00000028874,XP_015670658.1
ENSMUSG00000027513,XP_015676694.1
ENSMUSG00000027510,XP_015680911.1
ENSMUSG00000038132,XP_015676004.1
ENSMUSG00000023013,XP_015677394.1
ENSMUSG00000044217,XP_015677399.1
ENSMUSG00000026475,XP_015668614.1
ENSMUSG00000026678,XP_015687495.1
ENSMUSG00000039081,XP_015675944.1
ENSMUSG00000085795,XP_015675243.1
ENSMUSG00000041773,XP_015675637.1
ENSMUSG00000055652,XP_015667650.1
ENSMUSG00000015112,XP_015667072.2
ENSMUSG00000027010,XP_015667350.1
ENSMUSG00000031913,XP_015666928.1
ENSMUSG00000009907,XP_015667000.1
ENSMUSG00000020190,XP_015665510.1
ENSMUSG00000028708,XP_015668050.1
ENSMUSG00000067438,XP_029142782.1
ENSMUSG00000040148,XP_015669715.1
ENSMUSG00000020289,XP_015667448.1
ENSMUSG00000061462,XP_029139630.1
ENSMUSG00000011831,XP_029140536.1
ENSMUSG00000025170,XP_015678263.1
ENSMUSG00000036053,XP_015675803.1
ENSMUSG00000023008,XP_015670230.1
ENSMUSG00000026994,XP_015679122.1
ENSMUSG00000037280,XP_015676648.1
ENSMUSG00000043733,XP_015670924.1
ENSMUSG00000035238,XP_015681151.1
ENSMUSG00000029767,XP_015681329.1
ENSMUSG00000005973,XP_015680763.1
ENSMUSG00000066568,XP_015667572.1
ENSMUSG00000031314,XP_015687897.1
ENSMUSG00000024158,XP_015677134.1
ENSMUSG00000061046,XP_015677137.1
ENSMUSG00000035799,XP_015666298.1
ENSMUSG00000038205,XP_015685925.1
ENSMUSG00000029513,XP_015672957.1
ENSMUSG00000024696,XP_015680500.1
ENSMUSG00000027559,XP_015679151.1
ENSMUSG00000004952,XP_015682393.1
ENSMUSG00000029602,XP_015681813.1
ENSMUSG00000030729,XP_015670963.1
ENSMUSG00000019785,XP_015674897.1
ENSMUSG00000041216,XP_015678847.1
ENSMUSG00000007036,XP_015677927.1
ENSMUSG00000040260,XP_015675112.1
ENSMUSG00000024965,XP_015681740.1
ENSMUSG00000027356,XP_015687197.1
ENSMUSG00000063430,XP_015670922.1
ENSMUSG00000020811,XP_015678291.1
ENSMUSG00000020914,XP_015687762.1
ENSMUSG00000035513,XP_029141110.1
ENSMUSG00000004565,XP_015671077.2
ENSMUSG00000026839,XP_029140788.1
ENSMUSG00000020407,XP_015684686.1
ENSMUSG00000026341,XP_015674053.1
ENSMUSG00000029505,XP_029142536.1
ENSMUSG00000045294,XP_015688012.1
ENSMUSG00000020349,XP_015679697.1
ENSMUSG00000009630,XP_015669312.1
ENSMUSG00000034723,XP_015669029.2
ENSMUSG00000021072,XP_015674493.1
ENSMUSG00000028646,XP_029139118.1
ENSMUSG00000026737,XP_015667052.1
ENSMUSG00000018547,XP_015670248.1
ENSMUSG00000053768,XP_015683895.1
ENSMUSG00000024299,XP_015665427.1
ENSMUSG00000046169,XP_015668150.1
ENSMUSG00000025232,XP_015684827.1
ENSMUSG00000021665,XP_015675625.1
ENSMUSG00000027589,XP_015681240.1
ENSMUSG00000031217,XP_015675673.1
ENSMUSG00000001300,XP_015667302.1
ENSMUSG00000032776,XP_015677848.1
ENSMUSG00000006728,XP_015676040.1
ENSMUSG00000040274,XP_015667056.1
ENSMUSG00000063887,XP_015680354.1
ENSMUSG00000049866,XP_015679702.1
ENSMUSG00000047446,XP_015667321.1
ENSMUSG00000021991,XP_015673651.1
ENSMUSG00000001865,XP_015668432.1
ENSMUSG00000011463,XP_015668440.1
ENSMUSG00000039735,XP_015684705.1
ENSMUSG00000020038,XP_015668326.1
ENSMUSG00000068742,XP_015674932.2
ENSMUSG00000063446,XP_015683029.1
ENSMUSG00000033342,XP_015673358.1
ENSMUSG00000041731,XP_015673513.1
ENSMUSG00000064330,XP_015669935.1
ENSMUSG00000025386,XP_015670817.1
ENSMUSG00000038836,XP_015669929.1
ENSMUSG00000040812,XP_015670676.2
ENSMUSG00000035954,XP_015669522.1
ENSMUSG00000039716,XP_015669606.1
ENSMUSG00000044098,XP_015675422.1
ENSMUSG00000030287,XP_029141909.1
ENSMUSG00000034684,XP_015680242.1
ENSMUSG00000028780,XP_015679503.1
ENSMUSG00000001773,XP_015680367.1
ENSMUSG00000043943,XP_015680366.1
ENSMUSG00000019832,XP_015681368.1
ENSMUSG00000028382,XP_015674694.1
ENSMUSG00000006498,XP_015665487.1
ENSMUSG00000024143,XP_015671898.1
ENSMUSG00000046768,XP_015681829.1
ENSMUSG00000025401,XP_015672626.1
ENSMUSG00000033530,XP_015680387.1
ENSMUSG00000036918,XP_015671890.1
ENSMUSG00000044072,XP_015686796.1
ENSMUSG00000023021,XP_015687340.1
ENSMUSG00000027035,XP_015671884.1
ENSMUSG00000024365,XP_029141171.1
ENSMUSG00000032942,XP_015670954.1
ENSMUSG00000033685,XP_015670985.1
ENSMUSG00000042225,XP_015683893.1
ENSMUSG00000041915,XP_015671682.1
ENSMUSG00000027312,XP_015683782.1
ENSMUSG00000022321,XP_015666270.1
ENSMUSG00000020848,XP_015683986.1
ENSMUSG00000038619,XP_015677534.1
ENSMUSG00000021708,XP_029139737.1
ENSMUSG00000032356,XP_015667417.1
ENSMUSG00000024749,XP_015672175.1
ENSMUSG00000060332,XP_029141288.1
ENSMUSG00000020622,XP_015668543.1
ENSMUSG00000054958,XP_015667167.1
ENSMUSG00000030399,XP_015676139.1
ENSMUSG00000001270,XP_015668719.1
ENSMUSG00000006273,XP_015682310.1
ENSMUSG00000036957,XP_015684238.1
ENSMUSG00000030600,XP_029140812.1
ENSMUSG00000035745,XP_029139467.1
ENSMUSG00000027438,XP_015671459.1
ENSMUSG00000006024,XP_015678557.1
ENSMUSG00000005980,XP_015667480.1
ENSMUSG00000024136,XP_015667481.1
ENSMUSG00000037894,XP_015683765.1
ENSMUSG00000041126,XP_015671994.1
ENSMUSG00000039782,XP_015677539.1
ENSMUSG00000041361,XP_029138984.1
ENSMUSG00000029648,XP_029141377.1
ENSMUSG00000003746,XP_015684579.1
ENSMUSG00000008763,XP_015669520.1
ENSMUSG00000032419,XP_015674551.1
ENSMUSG00000027868,XP_015669523.1
ENSMUSG00000028488,XP_015676240.1
ENSMUSG00000073514,XP_015673732.1
ENSMUSG00000027560,XP_015676565.1
ENSMUSG00000002496,XP_029143091.1
ENSMUSG00000020599,XP_015665851.1
ENSMUSG00000024186,XP_029139187.1
ENSMUSG00000003283,XP_015684346.1
ENSMUSG00000046908,XP_015670511.1
ENSMUSG00000040432,XP_015670512.1
ENSMUSG00000037966,XP_015673141.1
ENSMUSG00000041377,XP_015669663.1
ENSMUSG00000017765,XP_015677197.1
ENSMUSG00000026398,XP_015679380.1
ENSMUSG00000026751,XP_015685803.1
ENSMUSG00000027340,XP_015666992.1
ENSMUSG00000024354,XP_015674188.1
ENSMUSG00000037321,XP_015681580.1
ENSMUSG00000021108,XP_015675380.1
ENSMUSG00000045038,XP_015671901.1
ENSMUSG00000051367,XP_015675386.1
ENSMUSG00000024134,XP_015673018.1
ENSMUSG00000021474,XP_015680337.1
ENSMUSG00000025212,XP_015668919.1
ENSMUSG00000033368,XP_029141363.1
ENSMUSG00000042357,XP_015684663.1
ENSMUSG00000020520,XP_015675405.1
ENSMUSG00000096914,XP_015679766.1
ENSMUSG00000006931,XP_029143195.1
ENSMUSG00000032431,XP_015678261.1
ENSMUSG00000071454,XP_029139901.1
ENSMUSG00000025198,XP_015665448.2
ENSMUSG00000027993,XP_015681138.1
ENSMUSG00000036989,XP_015672793.1
ENSMUSG00000070366,XP_015672731.1
ENSMUSG00000031570,XP_015680182.2
ENSMUSG00000031099,XP_015687793.1
ENSMUSG00000031715,XP_029140934.1
ENSMUSG00000029102,XP_029142401.1
ENSMUSG00000021492,XP_029140765.1
ENSMUSG00000022483,XP_015672611.1
ENSMUSG00000026043,XP_015672533.1
ENSMUSG00000057193,XP_015669438.1
ENSMUSG00000028360,XP_015668702.2
ENSMUSG00000025875,XP_015679756.1
ENSMUSG00000079003,XP_015675603.1
ENSMUSG00000019194,XP_015671570.1
ENSMUSG00000049281,XP_015670345.2
ENSMUSG00000009470,XP_015674918.1
ENSMUSG00000031691,XP_015670813.1
ENSMUSG00000027330,XP_015682728.1
ENSMUSG00000032988,XP_015672767.1
ENSMUSG00000025161,XP_015673014.1
ENSMUSG00000022490,XP_015674901.1
ENSMUSG00000051864,XP_015678985.1
ENSMUSG00000042203,XP_015668086.1
ENSMUSG00000022286,XP_015687354.1
ENSMUSG00000031539,XP_015672026.1
ENSMUSG00000021824,XP_015671943.1
ENSMUSG00000005674,XP_015676997.1
ENSMUSG00000002984,XP_015675767.1
ENSMUSG00000034480,XP_029141676.1
ENSMUSG00000022021,XP_029139273.1
ENSMUSG00000034336,XP_015675275.1
ENSMUSG00000022054,XP_029142824.1
ENSMUSG00000006345,XP_015674104.1
ENSMUSG00000032186,XP_015672945.1
ENSMUSG00000058587,XP_015679191.2
ENSMUSG00000046562,XP_015678521.1
ENSMUSG00000079487,XP_015687983.1
ENSMUSG00000056476,XP_029139640.1
ENSMUSG00000047904,XP_015666579.1
ENSMUSG00000050824,XP_015683586.1
ENSMUSG00000022329,XP_029139469.1
ENSMUSG00000018209,XP_015671848.1
ENSMUSG00000028238,XP_015668580.1
ENSMUSG00000013160,XP_015667669.1
ENSMUSG00000050272,XP_029140971.1
ENSMUSG00000032087,XP_029139345.1
ENSMUSG00000030046,XP_015667039.1
ENSMUSG00000072625,XP_015678623.1
ENSMUSG00000031431,XP_015687968.1
ENSMUSG00000067851,XP_015682160.1
ENSMUSG00000074582,XP_015678282.1
ENSMUSG00000046959,XP_015676366.1
ENSMUSG00000034320,XP_015672368.1
ENSMUSG00000026107,XP_015673420.1
ENSMUSG00000025374,XP_015678402.1
ENSMUSG00000033792,XP_029139313.1
ENSMUSG00000006567,XP_029142047.1
ENSMUSG00000024304,XP_015674724.1
ENSMUSG00000000305,XP_015676546.1
ENSMUSG00000025885,XP_029139210.1
ENSMUSG00000034593,XP_015679193.1
ENSMUSG00000021846,XP_015676741.1
ENSMUSG00000020134,XP_015667793.1
ENSMUSG00000058571,XP_015678086.1
ENSMUSG00000031119,XP_015687944.1
ENSMUSG00000027030,XP_015671880.1
ENSMUSG00000036737,XP_015688032.1
ENSMUSG00000000632,XP_029142735.1
ENSMUSG00000066952,XP_015671275.1
ENSMUSG00000017774,XP_015673825.1
ENSMUSG00000039462,XP_015677059.1
ENSMUSG00000056174,XP_015679491.1
ENSMUSG00000078812,XP_015685460.1
ENSMUSG00000050192,XP_015681257.1
ENSMUSG00000050321,XP_029140125.1
ENSMUSG00000036902,XP_015674454.2
ENSMUSG00000039452,XP_029140423.1
ENSMUSG00000024535,XP_015677323.1
ENSMUSG00000031609,XP_015670376.1
ENSMUSG00000020519,XP_015675404.1
ENSMUSG00000047459,XP_015672488.1
ENSMUSG00000034467,XP_015672263.1
ENSMUSG00000010721,XP_015688010.1
ENSMUSG00000022999,XP_015670227.1
ENSMUSG00000030350,XP_015683296.1
ENSMUSG00000020644,XP_015671644.1
ENSMUSG00000021379,XP_015687176.2
ENSMUSG00000063019,XP_015671238.1
ENSMUSG00000033545,XP_015671360.2
ENSMUSG00000058446,XP_015678689.1
ENSMUSG00000016308,XP_015684380.1
ENSMUSG00000020390,XP_015679718.1
ENSMUSG00000041977,XP_029142309.1
ENSMUSG00000056586,XP_029139845.1
ENSMUSG00000063935,XP_015678326.1
ENSMUSG00000030770,XP_015678192.1
ENSMUSG00000022438,XP_015683386.1
ENSMUSG00000059714,XP_029140715.1
ENSMUSG00000036913,XP_029140534.1
ENSMUSG00000021071,XP_015673265.1
ENSMUSG00000008373,XP_015666429.1
ENSMUSG00000078813,XP_015666445.1
ENSMUSG00000035585,XP_015665809.1
ENSMUSG00000036334,XP_029139641.1
ENSMUSG00000013415,XP_015665962.1
ENSMUSG00000029814,XP_015666098.1
ENSMUSG00000027805,XP_015673207.1
ENSMUSG00000018293,XP_015668679.1
ENSMUSG00000041771,XP_029142136.1
ENSMUSG00000063873,XP_015682678.1
ENSMUSG00000000708,XP_015666223.2
ENSMUSG00000020918,XP_015665945.1
ENSMUSG00000034116,XP_015668763.1
ENSMUSG00000033721,XP_015683370.1
ENSMUSG00000026785,XP_015679821.1
ENSMUSG00000004591,XP_015683054.1
ENSMUSG00000031513,XP_015669333.1
ENSMUSG00000035212,XP_015679058.1
ENSMUSG00000039347,XP_015671753.1
ENSMUSG00000018822,XP_015671770.1
ENSMUSG00000031548,XP_015673464.2
ENSMUSG00000074781,XP_015668322.1
ENSMUSG00000063434,XP_015668261.1
ENSMUSG00000059921,XP_015679528.1
ENSMUSG00000020099,XP_029141581.1
ENSMUSG00000028601,XP_015666377.1
ENSMUSG00000021460,XP_015681899.1
ENSMUSG00000031015,XP_029141245.1
ENSMUSG00000002257,XP_015687465.1
ENSMUSG00000001630,XP_015681344.2
ENSMUSG00000024006,XP_015670999.1
ENSMUSG00000043219,XP_015666105.1
ENSMUSG00000000690,XP_015665970.1
ENSMUSG00000030105,XP_015683761.1
ENSMUSG00000026426,XP_015673788.1
ENSMUSG00000003226,XP_015675310.1
ENSMUSG00000056427,XP_015682985.1
ENSMUSG00000031558,XP_029141804.1
ENSMUSG00000019865,XP_015676341.1
ENSMUSG00000031364,XP_015673812.2
ENSMUSG00000016386,XP_015666923.1
ENSMUSG00000041708,XP_029140737.1
ENSMUSG00000062168,XP_029141813.1
ENSMUSG00000074505,XP_029141325.1
ENSMUSG00000070047,XP_015687259.2
ENSMUSG00000026626,XP_015670174.1
ENSMUSG00000021051,XP_015677946.1
ENSMUSG00000066595,XP_015671434.1
ENSMUSG00000034258,XP_015669730.1
ENSMUSG00000031385,XP_015670594.1
ENSMUSG00000053646,XP_029142289.1
ENSMUSG00000055471,XP_029141845.1
ENSMUSG00000027297,XP_029141681.1
ENSMUSG00000091780,XP_015686115.1
ENSMUSG00000019857,XP_015684596.1
ENSMUSG00000005470,XP_015675606.1
ENSMUSG00000040594,XP_015671460.1
ENSMUSG00000022100,XP_015666625.1
ENSMUSG00000023885,XP_015677940.1
ENSMUSG00000040152,XP_015681307.1
ENSMUSG00000042572,XP_015668820.1
ENSMUSG00000038690,XP_029142432.1
ENSMUSG00000034974,XP_015681906.1
ENSMUSG00000032380,XP_015666523.1
ENSMUSG00000026848,XP_015678150.1
ENSMUSG00000026849,XP_015678154.1
ENSMUSG00000013083,XP_015677180.1
ENSMUSG00000033726,XP_015680686.1
ENSMUSG00000054708,XP_029141657.1
ENSMUSG00000062064,XP_029140964.1
ENSMUSG00000028976,XP_029140965.1
ENSMUSG00000008683,XP_015681929.1
ENSMUSG00000020149,XP_015685299.1
ENSMUSG00000039328,XP_015676534.1
ENSMUSG00000048911,XP_015680706.1
ENSMUSG00000007908,XP_015675374.1
ENSMUSG00000028672,XP_015675147.1
ENSMUSG00000021221,XP_015683530.1
ENSMUSG00000019478,XP_015679890.1
ENSMUSG00000053291,XP_015669380.1
ENSMUSG00000029030,XP_015674351.1
ENSMUSG00000032564,XP_015678168.1
ENSMUSG00000034796,XP_015666889.1
ENSMUSG00000034799,XP_015665419.1
ENSMUSG00000046807,XP_029140457.1
ENSMUSG00000046417,XP_015670286.1
ENSMUSG00000032640,XP_015667334.1
ENSMUSG00000058152,XP_015670747.1
ENSMUSG00000039496,XP_015680670.1
ENSMUSG00000032575,XP_015668052.1
ENSMUSG00000025716,XP_029138918.1
ENSMUSG00000042064,XP_029140557.1
ENSMUSG00000030500,XP_015678786.1
ENSMUSG00000030824,XP_015665752.1
ENSMUSG00000003271,XP_015666426.1
ENSMUSG00000066510,XP_015674650.1
ENSMUSG00000047117,XP_015675636.1
ENSMUSG00000030862,XP_015669709.2
ENSMUSG00000035206,XP_015678248.2
ENSMUSG00000027366,XP_015678233.1
ENSMUSG00000018740,XP_015683561.1
ENSMUSG00000014164,XP_015673184.1
ENSMUSG00000031605,XP_015676122.1
ENSMUSG00000019944,XP_015682175.2
ENSMUSG00000022075,XP_015684086.1
ENSMUSG00000021743,XP_015686903.1
ENSMUSG00000029697,XP_029141179.1
ENSMUSG00000031671,XP_029139216.1
ENSMUSG00000032017,XP_015669222.1
ENSMUSG00000003378,XP_015677441.1
ENSMUSG00000021099,XP_015675387.1
ENSMUSG00000031109,XP_029140791.1
ENSMUSG00000046997,XP_015670563.1
ENSMUSG00000039911,XP_015676919.1
ENSMUSG00000025217,XP_015668921.1
ENSMUSG00000020271,XP_015674778.1
ENSMUSG00000020893,XP_015681943.1
ENSMUSG00000055866,XP_015677955.2
ENSMUSG00000029681,XP_015668300.1
ENSMUSG00000066735,XP_015671024.1
ENSMUSG00000045680,XP_015674222.1
ENSMUSG00000025930,XP_015672650.1
ENSMUSG00000040481,XP_029139366.1
ENSMUSG00000058656,XP_029141611.1
ENSMUSG00000058655,XP_015672254.1
ENSMUSG00000040249,XP_015675437.1
ENSMUSG00000049252,XP_029140041.1
ENSMUSG00000000605,XP_015672635.1
