Orthogroup	M_musculus.pep	P_troglodytes.pep
OG0000091	ENSMUSG00000028268.14, ENSMUSG00000040253.15	ENSPTRG00000000938.6, ENSPTRG00000034354.2
OG0000091	ENSMUSG00000028270.12, ENSMUSG00000040264.10	ENSPTRG00000000937.5, ENSPTRG00000000934.6, ENSPTRG00000048580.1, ENSPTRG00000000935.6
OG0000091	ENSMUSG00000105504.4	ENSPTRG00000000939.6
OG0000092	ENSMUSG00000028464.16	ENSPTRG00000052468.1, ENSPTRG00000010637.6
OG0000092	ENSMUSG00000027940.18	ENSPTRG00000001375.7
OG0000092	ENSMUSG00000032366.15	ENSPTRG00000007141.6
OG0000093	ENSMUSG00000019943.10	ENSPTRG00000005286.7
OG0000093	ENSMUSG00000026463.17	ENSPTRG00000001873.7
OG0000093	ENSMUSG00000031376.15	ENSPTRG00000022399.4
OG0000093	ENSMUSG00000030302.16	ENSPTRG00000014620.7
OG0000094	ENSMUSG00000046258.4	ENSPTRG00000016608.5
OG0000094	ENSMUSG00000008438.3	ENSPTRG00000048603.1, ENSPTRG00000006493.6
OG0000095	ENSMUSG00000063193.9	ENSPTRG00000009610.3
OG0000095	ENSMUSG00000069609.7, ENSMUSG00000089722.2, ENSMUSG00000069607.4, ENSMUSG00000089753.9, ENSMUSG00000034641.2, ENSMUSG00000047798.15	ENSPTRG00000009615.6
OG0000095	ENSMUSG00000048498.7	ENSPTRG00000009613.5
OG0000095	ENSMUSG00000058728.15, ENSMUSG00000044811.13, ENSMUSG00000034652.12	ENSPTRG00000022952.5, ENSPTRG00000009611.3
OG0000096	ENSMUSG00000051493.7, ENSMUSG00000064333.2, ENSMUSG00000062103.5	ENSPTRG00000024368.3
OG0000096	ENSMUSG00000063221.6, ENSMUSG00000047667.5, ENSMUSG00000058515.4	ENSPTRG00000028369.3
OG0000096	ENSMUSG00000049073.7	ENSPTRG00000004412.3
OG0000096	ENSMUSG00000061165.9, ENSMUSG00000110526.2	ENSPTRG00000004416.6
OG0000096	ENSMUSG00000059595.2, ENSMUSG00000058820.3	ENSPTRG00000044958.1, ENSPTRG00000004420.3
OG0000099	ENSMUSG00000026235.14	ENSPTRG00000012967.5
OG0000099	ENSMUSG00000028289.12	ENSPTRG00000018428.5
OG0000099	ENSMUSG00000052504.7	ENSPTRG00000015127.3
OG0000099	ENSMUSG00000028661.8	ENSPTRG00000000316.6
OG0000099	ENSMUSG00000055540.15	ENSPTRG00000015134.6
OG0000099	ENSMUSG00000029245.16	ENSPTRG00000016095.5
OG0000100	ENSMUSG00000014725.16	ENSPTRG00000020084.5
OG0000100	ENSMUSG00000022057.8	ENSPTRG00000020085.4
OG0000101	ENSMUSG00000090841.2	ENSPTRG00000049344.1, ENSPTRG00000005080.7
OG0000101	ENSMUSG00000039824.4	ENSPTRG00000023043.4
OG0000101	ENSMUSG00000061816.15	ENSPTRG00000012879.6
OG0000101	ENSMUSG00000061086.12	ENSPTRG00000024314.6
OG0000101	ENSMUSG00000059741.13	ENSPTRG00000014860.6
OG0000102	ENSMUSG00000030851.15	ENSPTRG00000003422.7
OG0000102	ENSMUSG00000101959.1	ENSPTRG00000003423.6, ENSPTRG00000049319.1, ENSPTRG00000007125.6
OG0000102	ENSMUSG00000063229.15	ENSPTRG00000047792.1, ENSPTRG00000050528.1, ENSPTRG00000050437.1, ENSPTRG00000043159.1, ENSPTRG00000003421.5
OG0000102	ENSMUSG00000030246.11	ENSPTRG00000004762.5, ENSPTRG00000042933.1, ENSPTRG00000052843.1
OG0000103	ENSMUSG00000073111.3	ENSPTRG00000045861.1
OG0000103	ENSMUSG00000043119.5	ENSPTRG00000041832.2
OG0000103	ENSMUSG00000071481.4	ENSPTRG00000044873.1, ENSPTRG00000049604.1
OG0000106	ENSMUSG00000046434.16	ENSPTRG00000049417.1
OG0000106	ENSMUSG00000059005.13	ENSPTRG00000052830.1, ENSPTRG00000012676.4
OG0000108	ENSMUSG00000075551.4, ENSMUSG00000075552.4, ENSMUSG00000054417.5, ENSMUSG00000038656.5, ENSMUSG00000056035.8, ENSMUSG00000070419.11, ENSMUSG00000061292.10, ENSMUSG00000029630.15, ENSMUSG00000029727.7	ENSPTRG00000019458.7, ENSPTRG00000033773.3, ENSPTRG00000019459.7, ENSPTRG00000019461.7, ENSPTRG00000048873.1
OG0000109	ENSMUSG00000049232.3	ENSPTRG00000031142.2
OG0000109	ENSMUSG00000079083.3	ENSPTRG00000028419.5
OG0000109	ENSMUSG00000046380.3	ENSPTRG00000048020.1
OG0000110	ENSMUSG00000066392.12	ENSPTRG00000006589.6
OG0000110	ENSMUSG00000107104.4, ENSMUSG00000033768.17	ENSPTRG00000003843.6
OG0000110	ENSMUSG00000024109.18	ENSPTRG00000047199.1
OG0000111	ENSMUSG00000058013.11	ENSPTRG00000016192.3
OG0000111	ENSMUSG00000034219.15	ENSPTRG00000045367.1, ENSPTRG00000019200.6
OG0000111	ENSMUSG00000019917.10	ENSPTRG00000046053.1, ENSPTRG00000048384.1
OG0000111	ENSMUSG00000018398.18	ENSPTRG00000044122.1, ENSPTRG00000017222.6
OG0000111	ENSMUSG00000050379.15	ENSPTRG00000022227.7
OG0000112	ENSMUSG00000035780.2	ENSPTRG00000022603.4
OG0000112	ENSMUSG00000054630.7, ENSMUSG00000061906.5, ENSMUSG00000057425.3, ENSMUSG00000070704.10, ENSMUSG00000035811.10	ENSPTRG00000031179.3, ENSPTRG00000031178.3, ENSPTRG00000043598.1, ENSPTRG00000043146.1, ENSPTRG00000050567.1
OG0000112	ENSMUSG00000035836.2, ENSMUSG00000029260.15	ENSPTRG00000039427.2
OG0000112	ENSMUSG00000107180.1	ENSPTRG00000016116.6
OG0000113	ENSMUSG00000025934.15, ENSMUSG00000074179.11, ENSMUSG00000057933.10, ENSMUSG00000111709.1, ENSMUSG00000074183.3	ENSPTRG00000018280.6, ENSPTRG00000032454.4, ENSPTRG00000048903.1, ENSPTRG00000018284.3, ENSPTRG00000032453.3
OG0000115	ENSMUSG00000020891.11	ENSPTRG00000008721.5
OG0000115	ENSMUSG00000020892.10	ENSPTRG00000008724.5
OG0000115	ENSMUSG00000032807.5	ENSPTRG00000008723.4
OG0000115	ENSMUSG00000025701.12	ENSPTRG00000002458.5
OG0000116	ENSMUSG00000053797.10	ENSPTRG00000042666.1, ENSPTRG00000009171.4
OG0000116	ENSMUSG00000045545.8	ENSPTRG00000009172.6
OG0000116	ENSMUSG00000035557.9	ENSPTRG00000008819.6, ENSPTRG00000009173.6
OG0000116	ENSMUSG00000019761.10	ENSPTRG00000009132.5
OG0000116	ENSMUSG00000044041.4	ENSPTRG00000009166.5
OG0000116	ENSMUSG00000054146.8	ENSPTRG00000009167.5
OG0000116	ENSMUSG00000020911.14	ENSPTRG00000009168.5
OG0000118	ENSMUSG00000062028.8	ENSPTRG00000011092.4
OG0000119	ENSMUSG00000037242.8	ENSPTRG00000000350.6
OG0000119	ENSMUSG00000007041.9	ENSPTRG00000017982.6
OG0000119	ENSMUSG00000023959.10	ENSPTRG00000018230.7
OG0000120	ENSMUSG00000036211.4	ENSPTRG00000017807.3, ENSPTRG00000017796.3
OG0000120	ENSMUSG00000051627.3	ENSPTRG00000017810.3
OG0000120	ENSMUSG00000052565.7	ENSPTRG00000017819.4
OG0000120	ENSMUSG00000058773.2	ENSPTRG00000017858.3
OG0000120	ENSMUSG00000036181.2	ENSPTRG00000017804.2
OG0000121	ENSMUSG00000103144.1	ENSPTRG00000043323.1
OG0000121	ENSMUSG00000103677.1	ENSPTRG00000048702.1
OG0000122	ENSMUSG00000095858.4, ENSMUSG00000095603.4, ENSMUSG00000094884.3, ENSMUSG00000049618.6, ENSMUSG00000092077.2, ENSMUSG00000091531.2	ENSPTRG00000017893.4, ENSPTRG00000044200.1
OG0000122	ENSMUSG00000029184.5	ENSPTRG00000047098.1
OG0000126	ENSMUSG00000008305.18	ENSPTRG00000021048.7
OG0000126	ENSMUSG00000024642.17	ENSPTRG00000021047.6
OG0000126	ENSMUSG00000032280.16	ENSPTRG00000007231.7
OG0000127	ENSMUSG00000025821.9	ENSPTRG00000019841.5
OG0000127	ENSMUSG00000052763.7	ENSPTRG00000019842.3
OG0000127	ENSMUSG00000062519.13	ENSPTRG00000050853.1, ENSPTRG00000023917.4
OG0000127	ENSMUSG00000057691.8	ENSPTRG00000049199.1, ENSPTRG00000028361.4
OG0000128	ENSMUSG00000021876.15	ENSPTRG00000044163.1
OG0000128	ENSMUSG00000035896.5	ENSPTRG00000006105.5
OG0000128	ENSMUSG00000060615.5, ENSMUSG00000047894.2, ENSMUSG00000072598.3, ENSMUSG00000053961.7, ENSMUSG00000072115.11	ENSPTRG00000043768.1
OG0000129	ENSMUSG00000053141.16	ENSPTRG00000013505.6
OG0000129	ENSMUSG00000033278.10	ENSPTRG00000009851.6
OG0000129	ENSMUSG00000028909.17	ENSPTRG00000000447.7
OG0000129	ENSMUSG00000019889.10	ENSPTRG00000018587.7
OG0000130	ENSMUSG00000028137.9	ENSPTRG00000001293.7
OG0000130	ENSMUSG00000032297.11	ENSPTRG00000034360.3
OG0000131	ENSMUSG00000001120.15	ENSPTRG00000014010.6
OG0000131	ENSMUSG00000056851.14	ENSPTRG00000005018.6
OG0000131	ENSMUSG00000051695.6	ENSPTRG00000012025.5
OG0000132	ENSMUSG00000046272.4	ENSPTRG00000023503.3
OG0000132	ENSMUSG00000046913.3	ENSPTRG00000028629.2
OG0000132	ENSMUSG00000061637.5, ENSMUSG00000063777.3, ENSMUSG00000062199.2, ENSMUSG00000109148.1, ENSMUSG00000109544.2, ENSMUSG00000109100.1, ENSMUSG00000057817.6, ENSMUSG00000060303.4, ENSMUSG00000049015.3, ENSMUSG00000096485.3, ENSMUSG00000096365.4, ENSMUSG00000045883.5, ENSMUSG00000094721.3, ENSMUSG00000094755.1, ENSMUSG00000094986.3, ENSMUSG00000062844.6, ENSMUSG00000057503.6	ENSPTRG00000029950.2
OG0000135	ENSMUSG00000074677.11, ENSMUSG00000106923.3, ENSMUSG00000095028.6, ENSMUSG00000095788.6, ENSMUSG00000037902.18	ENSPTRG00000047284.1, ENSPTRG00000044253.1, ENSPTRG00000013171.6
OG0000136	ENSMUSG00000031309.15	ENSPTRG00000052293.1
OG0000136	ENSMUSG00000023809.10	ENSPTRG00000018793.6
OG0000136	ENSMUSG00000003644.17	ENSPTRG00000000387.6
OG0000136	ENSMUSG00000025665.16, ENSMUSG00000116203.1	ENSPTRG00000022064.4
OG0000137	ENSMUSG00000019577.6	ENSPTRG00000019421.3
OG0000137	ENSMUSG00000038967.13	ENSPTRG00000009388.4
OG0000137	ENSMUSG00000035232.8	ENSPTRG00000021750.6
OG0000137	ENSMUSG00000006494.11	ENSPTRG00000012642.6
OG0000138	ENSMUSG00000029131.14	ENSPTRG00000051226.1, ENSPTRG00000052479.1, ENSPTRG00000046598.1
OG0000138	ENSMUSG00000081984.3	ENSPTRG00000047621.1, ENSPTRG00000047270.1, ENSPTRG00000044952.1, ENSPTRG00000051497.1
OG0000138	ENSMUSG00000048206.6	ENSPTRG00000030133.2
OG0000138	ENSMUSG00000026203.16	ENSPTRG00000012951.6
OG0000143	ENSMUSG00000039661.14	ENSPTRG00000020152.4
OG0000143	ENSMUSG00000021768.15	ENSPTRG00000002655.6
OG0000143	ENSMUSG00000063821.6	ENSPTRG00000002653.5
OG0000145	ENSMUSG00000074596.3	ENSPTRG00000013550.5
OG0000146	ENSMUSG00000048992.9, ENSMUSG00000024124.10	ENSPTRG00000014859.5
OG0000146	ENSMUSG00000050762.5	ENSPTRG00000049614.1, ENSPTRG00000007661.4
OG0000147	ENSMUSG00000111393.1, ENSMUSG00000025478.15	ENSPTRG00000003073.5
OG0000147	ENSMUSG00000029121.16	ENSPTRG00000015878.6
OG0000147	ENSMUSG00000024501.20	ENSPTRG00000017380.6
OG0000147	ENSMUSG00000022048.8	ENSPTRG00000020099.4
OG0000149	ENSMUSG00000054808.15	ENSPTRG00000010935.5
OG0000149	ENSMUSG00000052374.16	ENSPTRG00000002144.4
OG0000149	ENSMUSG00000006457.4	ENSPTRG00000052354.1
OG0000149	ENSMUSG00000015143.15	ENSPTRG00000006477.6
OG0000150	ENSMUSG00000030935.15	ENSPTRG00000007849.3
OG0000150	ENSMUSG00000030972.6	ENSPTRG00000007843.6
OG0000150	ENSMUSG00000047026.9	ENSPTRG00000034486.3
OG0000150	ENSMUSG00000030945.17	ENSPTRG00000007846.6, ENSPTRG00000007845.6
OG0000150	ENSMUSG00000033533.14	ENSPTRG00000050863.1
OG0000151	ENSMUSG00000083138.3, ENSMUSG00000028715.2, ENSMUSG00000084346.4, ENSMUSG00000078597.2, ENSMUSG00000066071.6, ENSMUSG00000066072.13, ENSMUSG00000063929.6, ENSMUSG00000028712.12	ENSPTRG00000000705.5, ENSPTRG00000000708.7
OG0000151	ENSMUSG00000028713.17	ENSPTRG00000000702.6
OG0000152	ENSMUSG00000025197.9, ENSMUSG00000025004.16, ENSMUSG00000074882.3, ENSMUSG00000092008.2, ENSMUSG00000062624.5, ENSMUSG00000042248.4, ENSMUSG00000054827.12, ENSMUSG00000067225.2, ENSMUSG00000025003.6, ENSMUSG00000032808.2, ENSMUSG00000003053.17, ENSMUSG00000067229.3, ENSMUSG00000067231.4, ENSMUSG00000025002.5, ENSMUSG00000060613.10	ENSPTRG00000002780.6, ENSPTRG00000002779.5, ENSPTRG00000002781.6
OG0000153	ENSMUSG00000110469.1, ENSMUSG00000057666.18, ENSMUSG00000097148.2, ENSMUSG00000099294.1	ENSPTRG00000004577.6, ENSPTRG00000050523.1, ENSPTRG00000046665.1, ENSPTRG00000039246.2
OG0000153	ENSMUSG00000061099.12	ENSPTRG00000010848.5
OG0000154	ENSMUSG00000011171.11	ENSPTRG00000019929.4
OG0000154	ENSMUSG00000026387.15	ENSPTRG00000012403.3
OG0000154	ENSMUSG00000032528.5	ENSPTRG00000043801.1
OG0000154	ENSMUSG00000004654.6	ENSPTRG00000019048.5, ENSPTRG00000048512.1
OG0000155	ENSMUSG00000030236.10	ENSPTRG00000004754.5, ENSPTRG00000004750.6, ENSPTRG00000044231.1
OG0000155	ENSMUSG00000030237.14, ENSMUSG00000084927.1, ENSMUSG00000079262.3, ENSMUSG00000063975.13, ENSMUSG00000041698.11, ENSMUSG00000079263.8	ENSPTRG00000004755.7
OG0000155	ENSMUSG00000030235.17	ENSPTRG00000004749.3
OG0000156	ENSMUSG00000063683.12	ENSPTRG00000003683.4
OG0000156	ENSMUSG00000024694.9	ENSPTRG00000003684.3, ENSPTRG00000003685.7, ENSPTRG00000050700.1
OG0000156	ENSMUSG00000091043.2	ENSPTRG00000029617.3
OG0000158	ENSMUSG00000004098.7	ENSPTRG00000010454.5
OG0000158	ENSMUSG00000026837.16	ENSPTRG00000047304.1
OG0000158	ENSMUSG00000027966.20	ENSPTRG00000001017.6
OG0000159	ENSMUSG00000076609.2	ENSPTRG00000047067.1
OG0000159	ENSMUSG00000075370.12	ENSPTRG00000050283.1, ENSPTRG00000042669.1
OG0000159	ENSMUSG00000105547.1, ENSMUSG00000076937.3	ENSPTRG00000042977.1, ENSPTRG00000052527.1, ENSPTRG00000042833.1, ENSPTRG00000052579.1, ENSPTRG00000043139.1, ENSPTRG00000050238.1
OG0000160	ENSMUSG00000036322.11	ENSPTRG00000018016.4
OG0000160	ENSMUSG00000024334.9	ENSPTRG00000018028.6
OG0000161	ENSMUSG00000030468.12	ENSPTRG00000011383.6, ENSPTRG00000011329.6, ENSPTRG00000011328.6
OG0000161	ENSMUSG00000030474.9	ENSPTRG00000032470.4, ENSPTRG00000032469.2, ENSPTRG00000011374.7, ENSPTRG00000047753.1, ENSPTRG00000011384.6, ENSPTRG00000011388.6
OG0000161	ENSMUSG00000004609.11, ENSMUSG00000051504.18	ENSPTRG00000011375.5
OG0000162	ENSMUSG00000026509.15	ENSPTRG00000002016.6, ENSPTRG00000048164.1
OG0000162	ENSMUSG00000038599.14	ENSPTRG00000043346.1
OG0000162	ENSMUSG00000058626.16	ENSPTRG00000018215.6
OG0000162	ENSMUSG00000024942.17	ENSPTRG00000003869.5
OG0000163	ENSMUSG00000028546.17	ENSPTRG00000000723.7
OG0000163	ENSMUSG00000003410.8	ENSPTRG00000010506.5
OG0000163	ENSMUSG00000008489.18	ENSPTRG00000020830.7
OG0000165	ENSMUSG00000051190.8	ENSPTRG00000046680.1
OG0000165	ENSMUSG00000048101.6	ENSPTRG00000010604.3, ENSPTRG00000049200.1, ENSPTRG00000045068.1
OG0000165	ENSMUSG00000051952.5	ENSPTRG00000010605.3
OG0000169	ENSMUSG00000022283.15	ENSPTRG00000022593.5, ENSPTRG00000047939.1
OG0000169	ENSMUSG00000011257.19	ENSPTRG00000000573.6
OG0000169	ENSMUSG00000090919.6	ENSPTRG00000045513.1
OG0000169	ENSMUSG00000054582.4	ENSPTRG00000013531.5
OG0000170	ENSMUSG00000076672.7, ENSMUSG00000093838.1, ENSMUSG00000076674.2, ENSMUSG00000103939.1, ENSMUSG00000076670.4, ENSMUSG00000094029.2, ENSMUSG00000076676.2	ENSPTRG00000048518.1, ENSPTRG00000047679.1, ENSPTRG00000044010.1, ENSPTRG00000049491.1, ENSPTRG00000052251.1
OG0000171	ENSMUSG00000074207.10	ENSPTRG00000041356.2, ENSPTRG00000039360.2
OG0000171	ENSMUSG00000055301.8	ENSPTRG00000049233.1
OG0000172	ENSMUSG00000030084.11	ENSPTRG00000015341.6
OG0000172	ENSMUSG00000026640.12	ENSPTRG00000001933.6
OG0000172	ENSMUSG00000029765.12	ENSPTRG00000041884.2
OG0000172	ENSMUSG00000031398.13	ENSPTRG00000022438.5
OG0000173	ENSMUSG00000037386.16	ENSPTRG00000020494.6
OG0000174	ENSMUSG00000025271.13	ENSPTRG00000021945.4
OG0000174	ENSMUSG00000026773.19	ENSPTRG00000002267.7
OG0000174	ENSMUSG00000025648.18	ENSPTRG00000014889.5
OG0000179	ENSMUSG00000024771.7	ENSPTRG00000029843.3
OG0000179	ENSMUSG00000024768.5	ENSPTRG00000002722.7
OG0000179	ENSMUSG00000056078.6	ENSPTRG00000002725.6
OG0000179	ENSMUSG00000024781.16	ENSPTRG00000002732.6
OG0000180	ENSMUSG00000070857.4, ENSMUSG00000070856.5, ENSMUSG00000047594.4, ENSMUSG00000043274.4, ENSMUSG00000070855.8, ENSMUSG00000083706.3, ENSMUSG00000089732.5	ENSPTRG00000003616.4
OG0000181	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1	ENSPTRG00000030826.3
OG0000181	ENSMUSG00000078507.1	ENSPTRG00000000168.6
OG0000182	ENSMUSG00000076471.3	ENSPTRG00000049250.1, ENSPTRG00000047320.1
OG0000182	ENSMUSG00000076473.3, ENSMUSG00000076472.2	ENSPTRG00000048605.1
OG0000183	ENSMUSG00000040037.13	ENSPTRG00000000857.4
OG0000183	ENSMUSG00000061080.11	ENSPTRG00000015247.3
OG0000183	ENSMUSG00000062257.13	ENSPTRG00000004489.5
OG0000183	ENSMUSG00000059974.10	ENSPTRG00000004488.5
OG0000184	ENSMUSG00000021730.8	ENSPTRG00000016855.4
OG0000184	ENSMUSG00000032338.9	ENSPTRG00000007258.3
OG0000184	ENSMUSG00000028051.10	ENSPTRG00000001420.4
OG0000184	ENSMUSG00000020331.9	ENSPTRG00000041761.2, ENSPTRG00000049419.1
OG0000185	ENSMUSG00000048076.14	ENSPTRG00000002066.5
OG0000185	ENSMUSG00000020440.13	ENSPTRG00000019651.5
OG0000185	ENSMUSG00000115861.1, ENSMUSG00000021877.12	ENSPTRG00000015051.5
OG0000185	ENSMUSG00000051853.10	ENSPTRG00000004891.4
OG0000186	ENSMUSG00000029120.10	ENSPTRG00000015883.6
OG0000186	ENSMUSG00000024500.20	ENSPTRG00000017377.6
OG0000186	ENSMUSG00000041769.13	ENSPTRG00000003065.6
OG0000186	ENSMUSG00000022052.9	ENSPTRG00000042450.2
OG0000187	ENSMUSG00000002233.13	ENSPTRG00000001112.6
OG0000187	ENSMUSG00000007815.13	ENSPTRG00000014922.5
OG0000188	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15	ENSPTRG00000010404.7, ENSPTRG00000010403.7, ENSPTRG00000039006.2
OG0000193	ENSMUSG00000004530.12	ENSPTRG00000005408.4
OG0000193	ENSMUSG00000024835.15, ENSMUSG00000097771.8	ENSPTRG00000003959.7
OG0000193	ENSMUSG00000020836.15	ENSPTRG00000008954.6
OG0000193	ENSMUSG00000030707.15	ENSPTRG00000007989.5
OG0000194	ENSMUSG00000025499.18	ENSPTRG00000034469.3
OG0000194	ENSMUSG00000030265.14	ENSPTRG00000004775.5
OG0000194	ENSMUSG00000027852.14	ENSPTRG00000001140.5
OG0000196	ENSMUSG00000060373.15	ENSPTRG00000006118.7, ENSPTRG00000039710.2, ENSPTRG00000043469.1, ENSPTRG00000045559.1, ENSPTRG00000043496.1
OG0000197	ENSMUSG00000031561.16	ENSPTRG00000016622.6
OG0000197	ENSMUSG00000049336.16	ENSPTRG00000017505.6
OG0000197	ENSMUSG00000048078.16	ENSPTRG00000004118.5
OG0000197	ENSMUSG00000016150.15	ENSPTRG00000022250.5
OG0000198	ENSMUSG00000042500.11	ENSPTRG00000000527.6
OG0000198	ENSMUSG00000028842.15	ENSPTRG00000000529.6
OG0000198	ENSMUSG00000036698.11	ENSPTRG00000020622.7
OG0000198	ENSMUSG00000041530.16	ENSPTRG00000000528.4
OG0000199	ENSMUSG00000033161.10	ENSPTRG00000001152.7
OG0000199	ENSMUSG00000040907.15	ENSPTRG00000011041.5
OG0000199	ENSMUSG00000007107.6	ENSPTRG00000001542.6
OG0000199	ENSMUSG00000007097.14	ENSPTRG00000048477.1
OG0000200	ENSMUSG00000024867.14	ENSPTRG00000021001.6
OG0000200	ENSMUSG00000028126.16	ENSPTRG00000044939.1, ENSPTRG00000046503.1, ENSPTRG00000046409.1, ENSPTRG00000001282.7
OG0000200	ENSMUSG00000034902.17	ENSPTRG00000010273.3
OG0000201	ENSMUSG00000016179.11	ENSPTRG00000001935.5
OG0000201	ENSMUSG00000002012.13	ENSPTRG00000047427.1, ENSPTRG00000022404.6
OG0000201	ENSMUSG00000039145.16	ENSPTRG00000002296.4
OG0000201	ENSMUSG00000030272.15	ENSPTRG00000014594.4
OG0000202	ENSMUSG00000057098.14	ENSPTRG00000017477.6
OG0000202	ENSMUSG00000053552.14	ENSPTRG00000039291.2
OG0000202	ENSMUSG00000022053.13	ENSPTRG00000003058.7
OG0000202	ENSMUSG00000010476.14	ENSPTRG00000047103.1
OG0000203	ENSMUSG00000021699.17	ENSPTRG00000016900.6
OG0000203	ENSMUSG00000032177.17	ENSPTRG00000010470.5
OG0000203	ENSMUSG00000028525.16	ENSPTRG00000000831.6
OG0000203	ENSMUSG00000111773.2, ENSMUSG00000031842.14	ENSPTRG00000010699.6
OG0000204	ENSMUSG00000048732.5	ENSPTRG00000009183.3
OG0000205	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5	ENSPTRG00000042784.1, ENSPTRG00000029833.4
OG0000205	ENSMUSG00000074896.3, ENSMUSG00000062488.9	ENSPTRG00000029834.4
OG0000205	ENSMUSG00000045932.12	ENSPTRG00000002733.4
OG0000206	ENSMUSG00000095765.3, ENSMUSG00000068431.3, ENSMUSG00000094285.2, ENSMUSG00000057903.4, ENSMUSG00000095917.2, ENSMUSG00000094692.2, ENSMUSG00000053815.5	ENSPTRG00000023394.3
OG0000206	ENSMUSG00000050028.5	ENSPTRG00000030810.2
OG0000206	ENSMUSG00000059069.5, ENSMUSG00000057179.6	ENSPTRG00000006085.4
OG0000207	ENSMUSG00000045792.2, ENSMUSG00000066269.7, ENSMUSG00000066272.5, ENSMUSG00000066273.6	ENSPTRG00000003231.2
OG0000207	ENSMUSG00000073963.3, ENSMUSG00000052785.6, ENSMUSG00000073970.1, ENSMUSG00000084262.5, ENSMUSG00000080891.4	ENSPTRG00000003233.2
OG0000212	ENSMUSG00000005952.15	ENSPTRG00000024045.4
OG0000212	ENSMUSG00000018507.16	ENSPTRG00000008812.5
OG0000212	ENSMUSG00000014158.12	ENSPTRG00000005430.5
OG0000213	ENSMUSG00000055026.13	ENSPTRG00000052476.1
OG0000213	ENSMUSG00000031340.8	ENSPTRG00000042820.1, ENSPTRG00000022380.6
OG0000213	ENSMUSG00000001260.10	ENSPTRG00000016024.4
OG0000213	ENSMUSG00000020436.17	ENSPTRG00000051998.1
OG0000214	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6	ENSPTRG00000001525.2
OG0000214	ENSMUSG00000037942.5	ENSPTRG00000001527.7
OG0000216	ENSMUSG00000058126.7	ENSPTRG00000045090.1
OG0000216	ENSMUSG00000031799.10	ENSPTRG00000044197.1, ENSPTRG00000046887.1
OG0000217	ENSMUSG00000024617.16	ENSPTRG00000017414.6
OG0000217	ENSMUSG00000057897.14	ENSPTRG00000051317.1
OG0000217	ENSMUSG00000021820.18	ENSPTRG00000002643.7
OG0000218	ENSMUSG00000021868.7	ENSPTRG00000002669.6
OG0000218	ENSMUSG00000071866.12	ENSPTRG00000044219.1, ENSPTRG00000030424.4, ENSPTRG00000045529.1, ENSPTRG00000045366.1, ENSPTRG00000049708.1, ENSPTRG00000049820.1, ENSPTRG00000046562.1, ENSPTRG00000039784.2
OG0000219	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7	ENSPTRG00000042894.1, ENSPTRG00000052507.1, ENSPTRG00000049060.1, ENSPTRG00000052287.1, ENSPTRG00000046356.1, ENSPTRG00000048493.1, ENSPTRG00000045873.1, ENSPTRG00000048116.1
OG0000220	ENSMUSG00000038838.15	ENSPTRG00000034497.3
OG0000220	ENSMUSG00000007029.16	ENSPTRG00000017985.7
OG0000221	ENSMUSG00000117310.2, ENSMUSG00000026064.16	ENSPTRG00000043932.1
OG0000221	ENSMUSG00000028788.14	ENSPTRG00000047405.1
OG0000221	ENSMUSG00000059895.13	ENSPTRG00000020631.6
OG0000222	ENSMUSG00000023439.11	ENSPTRG00000004592.6
OG0000222	ENSMUSG00000029064.15	ENSPTRG00000048657.1
OG0000222	ENSMUSG00000029713.15	ENSPTRG00000019501.5, ENSPTRG00000052136.1
OG0000222	ENSMUSG00000027669.14	ENSPTRG00000015646.4
OG0000223	ENSMUSG00000027763.13	ENSPTRG00000015542.6
OG0000223	ENSMUSG00000022139.17	ENSPTRG00000005982.6
OG0000223	ENSMUSG00000036109.17	ENSPTRG00000022280.6
OG0000224	ENSMUSG00000030189.15	ENSPTRG00000004681.5
OG0000224	ENSMUSG00000018554.13	ENSPTRG00000051288.1, ENSPTRG00000008673.6
OG0000224	ENSMUSG00000028639.14	ENSPTRG00000006456.7
OG0000225	ENSMUSG00000019927.6	ENSPTRG00000045752.1, ENSPTRG00000002518.6
OG0000225	ENSMUSG00000091896.8	ENSPTRG00000017303.6
OG0000226	ENSMUSG00000027971.16	ENSPTRG00000016386.5
OG0000226	ENSMUSG00000027977.15	ENSPTRG00000016389.4
OG0000226	ENSMUSG00000039308.6	ENSPTRG00000002641.5
OG0000226	ENSMUSG00000054008.9	ENSPTRG00000017419.7
OG0000227	ENSMUSG00000024846.6	ENSPTRG00000003908.4
OG0000227	ENSMUSG00000036924.3	ENSPTRG00000050976.1
OG0000227	ENSMUSG00000033156.9	ENSPTRG00000048582.1, ENSPTRG00000013329.4
OG0000227	ENSMUSG00000027447.6	ENSPTRG00000046564.1
