Orthogroup	M_musculus.pep	G_gallus.pep
OG0000169	ENSMUSG00000054582.4	ENSGALG00000004123.6
OG0000171	ENSMUSG00000074207.10, ENSMUSG00000055301.8	ENSGALG00000030614.2
OG0000172	ENSMUSG00000030084.11	ENSGALG00000006097.5
OG0000172	ENSMUSG00000026640.12	ENSGALG00000001264.6
OG0000172	ENSMUSG00000029765.12	ENSGALG00000006473.5
OG0000173	ENSMUSG00000037386.16	ENSGALG00000040256.2
OG0000174	ENSMUSG00000025271.13	ENSGALG00000032385.2
OG0000174	ENSMUSG00000026773.19	ENSGALG00000040369.2
OG0000174	ENSMUSG00000025648.18	ENSGALG00000002099.6
OG0000179	ENSMUSG00000024771.7, ENSMUSG00000024768.5, ENSMUSG00000056078.6	ENSGALG00000045194.2, ENSGALG00000003557.7
OG0000179	ENSMUSG00000024781.16	ENSGALG00000006378.6
OG0000181	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1, ENSMUSG00000078507.1	ENSGALG00000044962.2, ENSGALG00000021598.5, ENSGALG00000049664.1, ENSGALG00000041400.3
OG0000183	ENSMUSG00000040037.13	ENSGALG00000011350.7
OG0000183	ENSMUSG00000061080.11	ENSGALG00000040620.3
OG0000183	ENSMUSG00000062257.13	ENSGALG00000001442.7
OG0000183	ENSMUSG00000059974.10	ENSGALG00000001437.6
OG0000184	ENSMUSG00000021730.8	ENSGALG00000014875.7
OG0000184	ENSMUSG00000028051.10	ENSGALG00000033653.2
OG0000184	ENSMUSG00000020331.9	ENSGALG00000001342.6
OG0000185	ENSMUSG00000048076.14	ENSGALG00000005393.6
OG0000185	ENSMUSG00000020440.13	ENSGALG00000043476.2
OG0000185	ENSMUSG00000115861.1, ENSMUSG00000021877.12	ENSGALG00000005622.6
OG0000186	ENSMUSG00000029120.10	ENSGALG00000015531.6
OG0000186	ENSMUSG00000024500.20	ENSGALG00000007565.7
OG0000186	ENSMUSG00000041769.13	ENSGALG00000010471.6
OG0000186	ENSMUSG00000022052.9	ENSGALG00000000235.6
OG0000187	ENSMUSG00000054364.5	ENSGALG00000016485.6
OG0000187	ENSMUSG00000002233.13	ENSGALG00000001569.6
OG0000187	ENSMUSG00000007815.13	ENSGALG00000003806.7
OG0000188	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15	ENSGALG00000037253.2
OG0000193	ENSMUSG00000004530.12	ENSGALG00000004901.7
OG0000193	ENSMUSG00000024835.15, ENSMUSG00000097771.8	ENSGALG00000033300.2
OG0000194	ENSMUSG00000025499.18	ENSGALG00000029260.2
OG0000194	ENSMUSG00000030265.14	ENSGALG00000030943.2
OG0000194	ENSMUSG00000027852.14	ENSGALG00000026692.3
OG0000197	ENSMUSG00000031561.16	ENSGALG00000030065.3
OG0000197	ENSMUSG00000049336.16	ENSGALG00000001768.6
OG0000197	ENSMUSG00000048078.16	ENSGALG00000033966.2
OG0000197	ENSMUSG00000016150.15	ENSGALG00000008442.6
OG0000198	ENSMUSG00000042500.11	ENSGALG00000039713.2
OG0000198	ENSMUSG00000028842.15	ENSGALG00000043711.3
OG0000198	ENSMUSG00000036698.11	ENSGALG00000040957.2
OG0000198	ENSMUSG00000041530.16	ENSGALG00000002249.6
OG0000199	ENSMUSG00000033161.10	ENSGALG00000032247.2
OG0000200	ENSMUSG00000024867.14	ENSGALG00000015107.6
OG0000200	ENSMUSG00000028126.16	ENSGALG00000027372.3
OG0000200	ENSMUSG00000034902.17	ENSGALG00000000784.7
OG0000201	ENSMUSG00000016179.11	ENSGALG00000001319.6
OG0000201	ENSMUSG00000039145.16	ENSGALG00000033051.2
OG0000201	ENSMUSG00000030272.15	ENSGALG00000029912.2
OG0000202	ENSMUSG00000057098.14	ENSGALG00000003699.6
OG0000202	ENSMUSG00000022053.13	ENSGALG00000000242.6
OG0000202	ENSMUSG00000010476.14	ENSGALG00000010461.6
OG0000203	ENSMUSG00000021699.17	ENSGALG00000014727.6
OG0000203	ENSMUSG00000028525.16	ENSGALG00000011094.6
OG0000204	ENSMUSG00000048732.5	ENSGALG00000003536.6
OG0000205	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5, ENSMUSG00000074896.3, ENSMUSG00000062488.9, ENSMUSG00000045932.12	ENSGALG00000045085.2
OG0000207	ENSMUSG00000045792.2, ENSMUSG00000066269.7, ENSMUSG00000066272.5, ENSMUSG00000066273.6	ENSGALG00000031533.2
OG0000212	ENSMUSG00000005952.15	ENSGALG00000004649.5
OG0000212	ENSMUSG00000018507.16	ENSGALG00000004519.7
OG0000213	ENSMUSG00000055026.13	ENSGALG00000041042.2
OG0000213	ENSMUSG00000031340.8	ENSGALG00000020292.5
OG0000213	ENSMUSG00000001260.10	ENSGALG00000020143.5
OG0000213	ENSMUSG00000020436.17	ENSGALG00000038042.2
OG0000214	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5	ENSGALG00000022137.3, ENSGALG00000039887.2
OG0000216	ENSMUSG00000058126.7	ENSGALG00000025842.4
OG0000217	ENSMUSG00000024617.16	ENSGALG00000005621.7
OG0000217	ENSMUSG00000053819.16	ENSGALG00000041635.2
OG0000217	ENSMUSG00000021820.18	ENSGALG00000005088.6
OG0000218	ENSMUSG00000021868.7	ENSGALG00000004809.4
OG0000219	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7	ENSGALG00000050515.1
OG0000220	ENSMUSG00000038838.15	ENSGALG00000050047.1
OG0000220	ENSMUSG00000007029.16	ENSGALG00000052089.1
OG0000221	ENSMUSG00000117310.2, ENSMUSG00000026064.16	ENSGALG00000016271.5
OG0000221	ENSMUSG00000028788.14	ENSGALG00000003265.6
OG0000221	ENSMUSG00000059895.13	ENSGALG00000040969.2
OG0000222	ENSMUSG00000023439.11	ENSGALG00000034438.2
OG0000222	ENSMUSG00000029064.15	ENSGALG00000001334.7
OG0000222	ENSMUSG00000027669.14	ENSGALG00000008983.6
OG0000223	ENSMUSG00000027763.13	ENSGALG00000029190.3
OG0000223	ENSMUSG00000022139.17	ENSGALG00000016890.7
OG0000223	ENSMUSG00000036109.17	ENSGALG00000053597.1
OG0000224	ENSMUSG00000030189.15	ENSGALG00000031890.3
OG0000224	ENSMUSG00000028639.14	ENSGALG00000004848.7
OG0000225	ENSMUSG00000019927.6	ENSGALG00000021213.5
OG0000226	ENSMUSG00000027971.16	ENSGALG00000012015.6
OG0000226	ENSMUSG00000027977.15	ENSGALG00000012010.6
OG0000226	ENSMUSG00000039308.6	ENSGALG00000005107.6
OG0000226	ENSMUSG00000054008.9	ENSGALG00000004581.5
OG0000227	ENSMUSG00000033156.9, ENSMUSG00000027447.6	ENSGALG00000028520.4
OG0000228	ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16	ENSGALG00000051737.1, ENSGALG00000000107.5
OG0000229	ENSMUSG00000025278.9	ENSGALG00000005678.7
OG0000230	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9, ENSMUSG00000028255.6, ENSMUSG00000068547.7, ENSMUSG00000074195.3	ENSGALG00000006322.6
OG0000231	ENSMUSG00000054537.8	ENSGALG00000048579.1
OG0000231	ENSMUSG00000072845.3, ENSMUSG00000061259.11, ENSMUSG00000079451.9, ENSMUSG00000035861.6	ENSGALG00000053084.1
OG0000232	ENSMUSG00000037974.16	ENSGALG00000031737.2
OG0000235	ENSMUSG00000007653.12	ENSGALG00000001690.6
OG0000235	ENSMUSG00000033676.13	ENSGALG00000029392.3
OG0000236	ENSMUSG00000024885.9, ENSMUSG00000075296.5, ENSMUSG00000037263.13	ENSGALG00000036044.2, ENSGALG00000054835.1
OG0000236	ENSMUSG00000010025.19	ENSGALG00000004763.6
OG0000237	ENSMUSG00000020458.16	ENSGALG00000029261.3
OG0000237	ENSMUSG00000024758.15	ENSGALG00000045424.2
OG0000238	ENSMUSG00000020143.15	ENSGALG00000002080.6
OG0000238	ENSMUSG00000044447.5	ENSGALG00000000311.6
OG0000238	ENSMUSG00000058325.6	ENSGALG00000042259.2
OG0000239	ENSMUSG00000070498.3	ENSGALG00000002742.6
OG0000239	ENSMUSG00000034324.16	ENSGALG00000002714.6
OG0000239	ENSMUSG00000034310.8	ENSGALG00000002671.6
OG0000240	ENSMUSG00000029371.7, ENSMUSG00000029372.7, ENSMUSG00000029380.11, ENSMUSG00000058427.10, ENSMUSG00000029379.10	ENSGALG00000046160.2
OG0000241	ENSMUSG00000021477.9, ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6	ENSGALG00000012610.7, ENSGALG00000004252.6
OG0000242	ENSMUSG00000006542.13	ENSGALG00000011360.7
OG0000242	ENSMUSG00000028944.14	ENSGALG00000006219.7
OG0000242	ENSMUSG00000067713.7	ENSGALG00000036282.2
OG0000243	ENSMUSG00000031840.12, ENSMUSG00000111277.2	ENSGALG00000030068.2
OG0000243	ENSMUSG00000021700.10	ENSGALG00000014726.6
OG0000243	ENSMUSG00000003411.10	ENSGALG00000010567.6
OG0000244	ENSMUSG00000005800.3, ENSMUSG00000043089.6, ENSMUSG00000041620.8	ENSGALG00000019061.5
OG0000244	ENSMUSG00000047562.3, ENSMUSG00000043613.8	ENSGALG00000019063.5, ENSGALG00000026297.3
OG0000248	ENSMUSG00000000628.10	ENSGALG00000034855.2
OG0000248	ENSMUSG00000020080.8	ENSGALG00000021039.5
OG0000248	ENSMUSG00000037012.18	ENSGALG00000004222.7
OG0000249	ENSMUSG00000030403.9	ENSGALG00000048592.1
OG0000249	ENSMUSG00000021262.15	ENSGALG00000011209.4
OG0000249	ENSMUSG00000022995.16	ENSGALG00000009303.7
OG0000250	ENSMUSG00000014778.10	ENSGALG00000002198.7
OG0000250	ENSMUSG00000034295.10	ENSGALG00000013124.6
OG0000252	ENSMUSG00000028161.17	ENSGALG00000039498.2
OG0000252	ENSMUSG00000021816.11	ENSGALG00000005243.6
OG0000252	ENSMUSG00000022092.11	ENSGALG00000041413.2
OG0000253	ENSMUSG00000033569.17	ENSGALG00000016176.6
OG0000253	ENSMUSG00000028782.14	ENSGALG00000043209.2
OG0000253	ENSMUSG00000034730.17	ENSGALG00000033960.3
OG0000254	ENSMUSG00000038257.9	ENSGALG00000010781.6
OG0000254	ENSMUSG00000000263.15	ENSGALG00000004134.6
OG0000254	ENSMUSG00000018589.8	ENSGALG00000016571.6
OG0000254	ENSMUSG00000018595.6	ENSGALG00000004936.6
OG0000255	ENSMUSG00000017390.15	ENSGALG00000026077.3
OG0000255	ENSMUSG00000028307.9	ENSGALG00000015544.7
OG0000256	ENSMUSG00000049630.6	ENSGALG00000032554.2
OG0000256	ENSMUSG00000045532.5	ENSGALG00000028031.3
OG0000256	ENSMUSG00000036907.9	ENSGALG00000040992.2
OG0000257	ENSMUSG00000035296.14	ENSGALG00000017122.7
OG0000257	ENSMUSG00000020354.15	ENSGALG00000003886.7
OG0000257	ENSMUSG00000039539.13	ENSGALG00000013684.6
OG0000258	ENSMUSG00000033295.14	ENSGALG00000010053.6
OG0000258	ENSMUSG00000013236.17	ENSGALG00000004048.6
OG0000258	ENSMUSG00000028399.18	ENSGALG00000015058.5
OG0000259	ENSMUSG00000116228.1	ENSGALG00000049903.1
OG0000259	ENSMUSG00000045410.18	ENSGALG00000013072.5
OG0000259	ENSMUSG00000052131.7, ENSMUSG00000061758.13, ENSMUSG00000029762.6	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7
OG0000260	ENSMUSG00000021000.17	ENSGALG00000010189.6
OG0000262	ENSMUSG00000011632.7	ENSGALG00000026884.3
OG0000263	ENSMUSG00000020315.18	ENSGALG00000029512.3
OG0000264	ENSMUSG00000032174.5, ENSMUSG00000020712.11, ENSMUSG00000037405.8	ENSGALG00000054646.1
OG0000265	ENSMUSG00000038459.10	ENSGALG00000006420.4
OG0000265	ENSMUSG00000003346.14	ENSGALG00000041163.3
OG0000266	ENSMUSG00000090486.2, ENSMUSG00000084897.1, ENSMUSG00000047977.3, ENSMUSG00000098773.1, ENSMUSG00000085957.4	ENSGALG00000051568.1
OG0000267	ENSMUSG00000023032.12	ENSGALG00000031274.2
OG0000267	ENSMUSG00000021733.11	ENSGALG00000011405.6
OG0000267	ENSMUSG00000026904.17	ENSGALG00000030032.2
OG0000268	ENSMUSG00000073702.11	ENSGALG00000016775.6
OG0000269	ENSMUSG00000015843.10	ENSGALG00000040730.2
OG0000269	ENSMUSG00000015846.15	ENSGALG00000042055.2
OG0000270	ENSMUSG00000028107.14	ENSGALG00000043416.2
OG0000270	ENSMUSG00000030515.9	ENSGALG00000003985.6
OG0000270	ENSMUSG00000022241.6	ENSGALG00000003288.6
OG0000271	ENSMUSG00000004110.17	ENSGALG00000003833.6
OG0000271	ENSMUSG00000004113.18	ENSGALG00000008456.7
OG0000271	ENSMUSG00000034656.18	ENSGALG00000054250.1
OG0000272	ENSMUSG00000023122.6, ENSMUSG00000023943.7	ENSGALG00000016805.6
OG0000273	ENSMUSG00000001175.15	ENSGALG00000010023.7
OG0000273	ENSMUSG00000019370.10	ENSGALG00000026445.3
OG0000273	ENSMUSG00000063130.4	ENSGALG00000008424.6
OG0000274	ENSMUSG00000055609.8	ENSGALG00000023740.5
OG0000274	ENSMUSG00000020295.1, ENSMUSG00000073063.3, ENSMUSG00000069919.7, ENSMUSG00000069917.7	ENSGALG00000043234.3
OG0000275	ENSMUSG00000018326.9	ENSGALG00000004143.6
OG0000275	ENSMUSG00000076432.13	ENSGALG00000016433.6
OG0000275	ENSMUSG00000022285.17	ENSGALG00000031387.3
OG0000276	ENSMUSG00000078591.1	ENSGALG00000006290.6
OG0000276	ENSMUSG00000039628.9	ENSGALG00000050148.1
OG0000276	ENSMUSG00000047759.6, ENSMUSG00000070407.5	ENSGALG00000001371.6
OG0000277	ENSMUSG00000021936.14	ENSGALG00000006109.6
OG0000277	ENSMUSG00000046709.18	ENSGALG00000011109.6
OG0000277	ENSMUSG00000020366.18	ENSGALG00000039099.2
OG0000278	ENSMUSG00000049775.16	ENSGALG00000026383.3
OG0000278	ENSMUSG00000089768.2	ENSGALG00000031593.2
OG0000278	ENSMUSG00000091955.2	ENSGALG00000047591.1
OG0000279	ENSMUSG00000005054.7	ENSGALG00000014410.5
OG0000280	ENSMUSG00000064179.13	ENSGALG00000029203.3
OG0000280	ENSMUSG00000026414.13	ENSGALG00000000302.7
OG0000280	ENSMUSG00000061723.18	ENSGALG00000006572.7
OG0000281	ENSMUSG00000017831.8	ENSGALG00000011272.3
OG0000281	ENSMUSG00000000711.3	ENSGALG00000042482.3
OG0000281	ENSMUSG00000019173.11	ENSGALG00000003359.5
OG0000282	ENSMUSG00000022773.19	ENSGALG00000052223.1
OG0000282	ENSMUSG00000042675.15, ENSMUSG00000034059.14	ENSGALG00000007374.7
OG0000282	ENSMUSG00000018427.8	ENSGALG00000028801.3
OG0000283	ENSMUSG00000003992.15	ENSGALG00000023089.5
OG0000283	ENSMUSG00000061887.14	ENSGALG00000010774.7
OG0000284	ENSMUSG00000090451.1	ENSGALG00000041500.3, ENSGALG00000036774.3
OG0000285	ENSMUSG00000025491.14, ENSMUSG00000065968.8, ENSMUSG00000060591.9, ENSMUSG00000025492.6, ENSMUSG00000059108.4	ENSGALG00000004243.5, ENSGALG00000026970.3
OG0000286	ENSMUSG00000034566.10	ENSGALG00000007926.7
OG0000292	ENSMUSG00000022388.14	ENSGALG00000032828.2
OG0000292	ENSMUSG00000030276.19	ENSGALG00000053876.1
OG0000293	ENSMUSG00000052397.8	ENSGALG00000013742.6
OG0000293	ENSMUSG00000031207.16	ENSGALG00000039615.2
OG0000293	ENSMUSG00000032050.18	ENSGALG00000017153.6
OG0000294	ENSMUSG00000003153.10	ENSGALG00000014324.5
OG0000294	ENSMUSG00000028645.11	ENSGALG00000004889.5
OG0000295	ENSMUSG00000014956.15	ENSGALG00000010026.7
OG0000295	ENSMUSG00000096994.3, ENSMUSG00000040385.7, ENSMUSG00000004455.16	ENSGALG00000004571.5
OG0000296	ENSMUSG00000038718.15	ENSGALG00000000972.7
OG0000296	ENSMUSG00000052534.15	ENSGALG00000003429.6
OG0000297	ENSMUSG00000037446.14	ENSGALG00000031301.2
OG0000297	ENSMUSG00000001521.12	ENSGALG00000013424.7
OG0000297	ENSMUSG00000031028.14	ENSGALG00000005986.7
OG0000298	ENSMUSG00000055761.14	ENSGALG00000034899.2
OG0000298	ENSMUSG00000027574.15	ENSGALG00000005774.6
OG0000298	ENSMUSG00000069670.8	ENSGALG00000039756.2
OG0000299	ENSMUSG00000045991.19	ENSGALG00000035751.2
OG0000299	ENSMUSG00000043013.10	ENSGALG00000038618.2
OG0000299	ENSMUSG00000045518.8	ENSGALG00000028081.3
OG0000300	ENSMUSG00000009093.7, ENSMUSG00000001665.11, ENSMUSG00000092360.1, ENSMUSG00000001663.10, ENSMUSG00000033318.7	ENSGALG00000005204.6, ENSGALG00000006344.6
OG0000301	ENSMUSG00000020788.15	ENSGALG00000001564.6
OG0000301	ENSMUSG00000029467.15	ENSGALG00000032287.3
OG0000302	ENSMUSG00000039209.12, ENSMUSG00000079641.3	ENSGALG00000008620.5
OG0000303	ENSMUSG00000020857.11, ENSMUSG00000091228.1	ENSGALG00000002932.6
OG0000303	ENSMUSG00000024177.9	ENSGALG00000002688.6
OG0000305	ENSMUSG00000004035.12, ENSMUSG00000058135.12, ENSMUSG00000004038.9, ENSMUSG00000068762.11, ENSMUSG00000040562.12, ENSMUSG00000027890.17	ENSGALG00000032922.2
OG0000305	ENSMUSG00000004032.10	ENSGALG00000042008.2
OG0000306	ENSMUSG00000063239.17	ENSGALG00000002840.6
OG0000306	ENSMUSG00000024211.15	ENSGALG00000039403.2
OG0000306	ENSMUSG00000056755.13	ENSGALG00000037841.2
OG0000307	ENSMUSG00000068740.13	ENSGALG00000032750.2
OG0000308	ENSMUSG00000024164.15	ENSGALG00000030038.2
OG0000310	ENSMUSG00000023930.14, ENSMUSG00000025433.7, ENSMUSG00000025431.4	ENSGALG00000034474.2
OG0000318	ENSMUSG00000018474.18	ENSGALG00000052319.1
OG0000318	ENSMUSG00000005045.16	ENSGALG00000000747.7
OG0000318	ENSMUSG00000063870.12	ENSGALG00000013565.6
OG0000319	ENSMUSG00000022622.5	ENSGALG00000034366.2, ENSGALG00000047768.1
OG0000320	ENSMUSG00000022905.12	ENSGALG00000014426.5
OG0000320	ENSMUSG00000003731.13	ENSGALG00000003383.6
OG0000321	ENSMUSG00000033256.14	ENSGALG00000038637.2
OG0000321	ENSMUSG00000039154.8, ENSMUSG00000044813.15	ENSGALG00000026811.3
OG0000322	ENSMUSG00000035828.11	ENSGALG00000023576.4
OG0000322	ENSMUSG00000024014.8	ENSGALG00000038902.2
OG0000323	ENSMUSG00000066705.7	ENSGALG00000025937.2
OG0000323	ENSMUSG00000036570.14, ENSMUSG00000004988.9, ENSMUSG00000057092.12	ENSGALG00000054974.1
OG0000324	ENSMUSG00000031659.13	ENSGALG00000003837.5
OG0000324	ENSMUSG00000021536.7	ENSGALG00000013060.6
OG0000325	ENSMUSG00000036781.13	ENSGALG00000037441.2
OG0000326	ENSMUSG00000022952.17	ENSGALG00000016022.6
OG0000326	ENSMUSG00000039153.17	ENSGALG00000040276.2
OG0000326	ENSMUSG00000070691.10	ENSGALG00000043372.3
OG0000327	ENSMUSG00000024619.8	ENSGALG00000005679.5
OG0000327	ENSMUSG00000031326.2	ENSGALG00000007657.4, ENSGALG00000007656.6
OG0000328	ENSMUSG00000051314.11, ENSMUSG00000019429.7	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1
OG0000329	ENSMUSG00000017291.13	ENSGALG00000004082.6
OG0000329	ENSMUSG00000061288.13	ENSGALG00000007396.6
OG0000330	ENSMUSG00000022225.7, ENSMUSG00000061068.7, ENSMUSG00000022227.5, ENSMUSG00000068289.6, ENSMUSG00000071361.1, ENSMUSG00000022226.6, ENSMUSG00000022157.8, ENSMUSG00000040314.2, ENSMUSG00000059256.6, ENSMUSG00000022156.8, ENSMUSG00000040284.4, ENSMUSG00000015441.4, ENSMUSG00000015443.9, ENSMUSG00000015437.5, ENSMUSG00000079186.3	ENSGALG00000044661.2
OG0000331	ENSMUSG00000027606.12	ENSGALG00000030660.3
OG0000331	ENSMUSG00000000826.16	ENSGALG00000035378.2
OG0000331	ENSMUSG00000053856.7	ENSGALG00000034137.2
OG0000332	ENSMUSG00000031552.13, ENSMUSG00000031553.16, ENSMUSG00000031554.18, ENSMUSG00000037437.18, ENSMUSG00000022039.6	ENSGALG00000044866.2, ENSGALG00000047639.1
OG0000334	ENSMUSG00000024395.9	ENSGALG00000029970.3, ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2
OG0000335	ENSMUSG00000020830.3	ENSGALG00000017172.4
OG0000345	ENSMUSG00000027827.17	ENSGALG00000010269.6
OG0000345	ENSMUSG00000028931.12	ENSGALG00000037241.2
OG0000346	ENSMUSG00000060890.11	ENSGALG00000004251.6
OG0000347	ENSMUSG00000004897.16	ENSGALG00000032847.2
OG0000347	ENSMUSG00000002833.11	ENSGALG00000027068.3
OG0000347	ENSMUSG00000025104.13	ENSGALG00000049798.1
OG0000348	ENSMUSG00000038855.10	ENSGALG00000009068.7
OG0000348	ENSMUSG00000027296.7	ENSGALG00000008603.5
OG0000349	ENSMUSG00000031681.16	ENSGALG00000009977.6
OG0000349	ENSMUSG00000027796.2	ENSGALG00000017050.6
OG0000349	ENSMUSG00000021540.16	ENSGALG00000006309.6
OG0000350	ENSMUSG00000027011.14	ENSGALG00000020793.6
OG0000350	ENSMUSG00000058317.12	ENSGALG00000033593.2
OG0000350	ENSMUSG00000021774.13	ENSGALG00000011286.6
OG0000351	ENSMUSG00000025329.3	ENSGALG00000039572.2
OG0000351	ENSMUSG00000028927.6	ENSGALG00000029212.2
OG0000353	ENSMUSG00000030621.17	ENSGALG00000017246.6
OG0000353	ENSMUSG00000032418.15	ENSGALG00000015849.7
OG0000354	ENSMUSG00000003228.9	ENSGALG00000009403.6
OG0000354	ENSMUSG00000074886.11	ENSGALG00000014054.6
OG0000354	ENSMUSG00000052783.16	ENSGALG00000015645.5
OG0000355	ENSMUSG00000005958.15	ENSGALG00000008537.6
OG0000355	ENSMUSG00000028664.14	ENSGALG00000004741.7
OG0000355	ENSMUSG00000032537.15	ENSGALG00000006609.6
OG0000356	ENSMUSG00000033981.14	ENSGALG00000009405.7
OG0000356	ENSMUSG00000001986.16	ENSGALG00000034109.2
OG0000356	ENSMUSG00000025892.16	ENSGALG00000038995.2
OG0000357	ENSMUSG00000022935.16	ENSGALG00000015835.6
OG0000357	ENSMUSG00000001985.9	ENSGALG00000002098.6
OG0000357	ENSMUSG00000056073.16	ENSGALG00000015434.6
OG0000358	ENSMUSG00000004698.11	ENSGALG00000010854.7
OG0000359	ENSMUSG00000019326.14, ENSMUSG00000078651.8	ENSGALG00000033522.3, ENSGALG00000046412.2
OG0000360	ENSMUSG00000022858.16	ENSGALG00000006531.6
OG0000360	ENSMUSG00000029817.11	ENSGALG00000010973.7
OG0000361	ENSMUSG00000061740.8, ENSMUSG00000068083.2, ENSMUSG00000022445.7, ENSMUSG00000118516.1, ENSMUSG00000094559.2, ENSMUSG00000094806.2, ENSMUSG00000068085.6, ENSMUSG00000096852.2, ENSMUSG00000068086.6	ENSGALG00000011894.6
OG0000362	ENSMUSG00000036545.9	ENSGALG00000032974.3
OG0000362	ENSMUSG00000043635.12	ENSGALG00000011623.5
OG0000362	ENSMUSG00000059901.12	ENSGALG00000039219.2
OG0000363	ENSMUSG00000023987.14	ENSGALG00000028489.3
OG0000364	ENSMUSG00000072905.5, ENSMUSG00000079029.2, ENSMUSG00000093847.2, ENSMUSG00000096619.1, ENSMUSG00000113201.1, ENSMUSG00000113805.1, ENSMUSG00000095799.1, ENSMUSG00000079034.2, ENSMUSG00000095717.1, ENSMUSG00000113971.1, ENSMUSG00000092019.4, ENSMUSG00000079031.1, ENSMUSG00000096803.1, ENSMUSG00000096049.1, ENSMUSG00000114075.1, ENSMUSG00000095724.1, ENSMUSG00000057561.10	ENSGALG00000016410.7
OG0000365	ENSMUSG00000093789.3, ENSMUSG00000056487.8, ENSMUSG00000058057.5, ENSMUSG00000054619.7, ENSMUSG00000025347.4	ENSGALG00000030776.2
OG0000366	ENSMUSG00000089960.1, ENSMUSG00000090171.1, ENSMUSG00000089943.1, ENSMUSG00000090124.7, ENSMUSG00000089675.1, ENSMUSG00000090165.8, ENSMUSG00000090175.1, ENSMUSG00000090145.7, ENSMUSG00000054545.17	ENSGALG00000004196.6
OG0000367	ENSMUSG00000000706.16, ENSMUSG00000020490.16, ENSMUSG00000053216.15	ENSGALG00000000589.5
OG0000371	ENSMUSG00000031284.16	ENSGALG00000008058.6
OG0000371	ENSMUSG00000030774.13	ENSGALG00000000681.7
OG0000371	ENSMUSG00000022781.8	ENSGALG00000006426.6
OG0000373	ENSMUSG00000005640.11	ENSGALG00000013253.6
OG0000373	ENSMUSG00000005534.10	ENSGALG00000040758.2
OG0000373	ENSMUSG00000005533.10	ENSGALG00000040651.2
OG0000374	ENSMUSG00000019880.10	ENSGALG00000042607.2
OG0000374	ENSMUSG00000028871.7	ENSGALG00000001946.7
OG0000374	ENSMUSG00000051920.7	ENSGALG00000030030.3
OG0000375	ENSMUSG00000068323.12	ENSGALG00000032146.2
OG0000375	ENSMUSG00000024485.16	ENSGALG00000044387.2
OG0000375	ENSMUSG00000060961.16	ENSGALG00000031105.2
OG0000376	ENSMUSG00000041075.8	ENSGALG00000034973.2
OG0000376	ENSMUSG00000044674.6	ENSGALG00000009064.6
OG0000376	ENSMUSG00000050288.6	ENSGALG00000030847.3
OG0000377	ENSMUSG00000003037.16	ENSGALG00000028851.4
OG0000377	ENSMUSG00000020671.9	ENSGALG00000016535.6
OG0000377	ENSMUSG00000036943.9	ENSGALG00000003487.5
OG0000378	ENSMUSG00000020229.4, ENSMUSG00000020226.9, ENSMUSG00000011034.6	ENSGALG00000006728.7
OG0000379	ENSMUSG00000060882.5	ENSGALG00000009066.6
OG0000379	ENSMUSG00000040896.16	ENSGALG00000001512.6
OG0000380	ENSMUSG00000055320.17	ENSGALG00000005415.6
OG0000380	ENSMUSG00000002249.21	ENSGALG00000043513.2
OG0000381	ENSMUSG00000028751.13	ENSGALG00000014176.6
OG0000381	ENSMUSG00000041193.15	ENSGALG00000018977.5
OG0000382	ENSMUSG00000033059.7	ENSGALG00000008508.5
OG0000383	ENSMUSG00000063672.7	ENSGALG00000018503.6
OG0000383	ENSMUSG00000041309.17	ENSGALG00000010500.7
OG0000383	ENSMUSG00000035187.10	ENSGALG00000032545.2
OG0000384	ENSMUSG00000051262.9, ENSMUSG00000089694.2, ENSMUSG00000079495.2, ENSMUSG00000057103.11, ENSMUSG00000030004.6, ENSMUSG00000079494.2, ENSMUSG00000033634.7, ENSMUSG00000068299.11	ENSGALG00000033857.2, ENSGALG00000050294.1
OG0000385	ENSMUSG00000032384.16	ENSGALG00000030812.3
