M_musculus.pep P_Mucros.pep
ENSMUSG00000016940.18 XP_029139811.1
ENSMUSG00000016946.6 XP_015687225.1
ENSMUSG00000033287.16 XP_015687420.1
ENSMUSG00000005986.16 XP_015683966.1
ENSMUSG00000042581.14 XP_029140014.1
ENSMUSG00000032625.14 XP_015667313.1
ENSMUSG00000037953.7 XP_015669649.1
ENSMUSG00000044986.10 XP_015687481.1
ENSMUSG00000020793.5 XP_015675201.2
ENSMUSG00000027799.12 XP_015671668.1
ENSMUSG00000028080.16 XP_029140069.1
ENSMUSG00000054509.7 XP_015672315.1
ENSMUSG00000021679.4 XP_015678195.1
ENSMUSG00000062098.11 XP_015677928.1
ENSMUSG00000034402.3 XP_015683008.1
ENSMUSG00000058248.12 XP_015672701.1
ENSMUSG00000020160.18 XP_015666217.1
ENSMUSG00000027210.20 XP_015666218.1
ENSMUSG00000050627.13 XP_015667916.1
ENSMUSG00000020385.16 XP_015681106.1
ENSMUSG00000007035.15 XP_015675286.1
ENSMUSG00000020448.16 XP_015678142.1
ENSMUSG00000016024.9 XP_015686229.1
ENSMUSG00000050493.8 XP_015669189.1
ENSMUSG00000035095.11 XP_015673539.1
ENSMUSG00000032518.6 XP_015678284.1
ENSMUSG00000020456.17 XP_015682306.1
ENSMUSG00000032549.7 XP_015680734.1
ENSMUSG00000030704.14 XP_029139880.1
ENSMUSG00000070871.10 XP_015669950.1
ENSMUSG00000024286.8 XP_015667499.1
ENSMUSG00000028032.13 XP_015665766.1
ENSMUSG00000024899.7 XP_029139432.1
ENSMUSG00000003762.13 XP_015669383.1
ENSMUSG00000026489.13 XP_015675658.1
ENSMUSG00000020088.10 XP_015681136.1
ENSMUSG00000034912.17 XP_029140738.1
ENSMUSG00000043557.16 XP_015676469.1
ENSMUSG00000018921.11 XP_029139417.1
ENSMUSG00000043670.4 XP_015681691.1
ENSMUSG00000022544.14 XP_015683897.2
ENSMUSG00000008475.13 XP_015668604.1
ENSMUSG00000036073.17 XP_015685272.1
ENSMUSG00000022074.6 XP_029142553.1
ENSMUSG00000041444.14 XP_015676810.1
ENSMUSG00000054423.14 XP_015675689.1
ENSMUSG00000022098.10 XP_015673461.1
ENSMUSG00000053626.5 XP_015675300.1
ENSMUSG00000029595.9 XP_015683742.1
ENSMUSG00000018698.15 XP_015682628.1
ENSMUSG00000029217.16 XP_015684005.1
ENSMUSG00000020890.11 XP_029142065.1
ENSMUSG00000054455.5 XP_015687567.1
ENSMUSG00000050996.7 XP_015677791.1
ENSMUSG00000022587.14 XP_029142045.1
ENSMUSG00000030536.10 XP_015674085.1
ENSMUSG00000013033.16 XP_029140530.1
ENSMUSG00000028197.4 XP_029140522.1
ENSMUSG00000009035.15 XP_015672742.1
ENSMUSG00000029556.12 XP_015678138.1
ENSMUSG00000006057.15 XP_015687747.1
ENSMUSG00000006127.9 XP_015673839.1
ENSMUSG00000034570.12 XP_015669115.2
ENSMUSG00000023964.15 XP_015667094.1
ENSMUSG00000037426.18 XP_029142711.1
ENSMUSG00000018500.2 XP_015668005.2
ENSMUSG00000025006.18 XP_029139428.1
ENSMUSG00000053799.8 XP_015666765.1
ENSMUSG00000052372.10 XP_029139272.1
ENSMUSG00000059203.10 XP_015679976.1
ENSMUSG00000064105.13 XP_015675271.2
ENSMUSG00000028469.15 XP_015684133.1
ENSMUSG00000027931.12 XP_015668828.1
ENSMUSG00000036561.9 XP_029140326.1
ENSMUSG00000040043.17 XP_015675385.1
ENSMUSG00000018634.10 XP_015687782.2
ENSMUSG00000003476.16 XP_015667892.1
ENSMUSG00000022754.6 XP_015684367.1
ENSMUSG00000041737.8 XP_029140838.1
ENSMUSG00000070473.4 XP_015668295.1
ENSMUSG00000047501.3 XP_015668296.1
ENSMUSG00000024236.18 XP_015666148.1
ENSMUSG00000044533.15 XP_015671733.1
ENSMUSG00000026114.14 XP_015685276.1
ENSMUSG00000032002.10 XP_015670204.1
ENSMUSG00000051674.15 XP_015681114.1
ENSMUSG00000033985.17 XP_015666810.1
ENSMUSG00000030303.15 XP_015681350.1
ENSMUSG00000054099.11 XP_015666711.1
ENSMUSG00000025946.13 XP_015669949.1
ENSMUSG00000027782.10 XP_015687323.1
ENSMUSG00000021929.9 XP_015667806.1
ENSMUSG00000004902.7 XP_015676840.1
ENSMUSG00000060002.14 XP_015673719.1
ENSMUSG00000022454.17 XP_015672394.1
ENSMUSG00000066551.12 XP_015670710.1
ENSMUSG00000049583.15 XP_015678855.1
ENSMUSG00000019828.13 XP_015681370.1
ENSMUSG00000041431.16 XP_015685436.1
ENSMUSG00000033063.8 XP_029140162.1
ENSMUSG00000021219.16 XP_015678370.1
ENSMUSG00000057113.13 XP_015671461.1
ENSMUSG00000058569.8 XP_015679983.1
ENSMUSG00000004394.12 XP_015666639.1
ENSMUSG00000024392.17 XP_029140662.1
ENSMUSG00000026519.16 XP_029142035.1
ENSMUSG00000036026.15 XP_015679177.1
ENSMUSG00000102543.5 XP_029142634.1
ENSMUSG00000003033.15 XP_015665450.1
ENSMUSG00000001229.9 XP_029141821.1
ENSMUSG00000032393.15 XP_015674967.1
ENSMUSG00000077450.13 XP_015682471.1
ENSMUSG00000004633.17 XP_015666087.1
ENSMUSG00000042678.17 XP_029140310.1
ENSMUSG00000034427.17 XP_015674593.1
ENSMUSG00000003344.14 XP_015665560.1
ENSMUSG00000025103.8 XP_015685399.1
ENSMUSG00000031075.19 XP_015686069.1
ENSMUSG00000038115.16 XP_029142507.1
ENSMUSG00000028013.16 XP_015687480.1
ENSMUSG00000020089.8 XP_015681137.1
ENSMUSG00000020528.14 XP_015673336.2
ENSMUSG00000015869.16 XP_015674386.1
ENSMUSG00000006586.15 XP_015669476.1
ENSMUSG00000029699.13 XP_029141532.1
ENSMUSG00000000958.10 XP_015679869.1
ENSMUSG00000031904.5 XP_015680045.1
ENSMUSG00000026721.16 XP_015687483.2
ENSMUSG00000029338.13 XP_015687848.1
ENSMUSG00000033420.12 XP_015666761.1
ENSMUSG00000090210.7 XP_015672085.1
ENSMUSG00000032243.8 XP_015667410.1
ENSMUSG00000026468.14 XP_029139036.1
ENSMUSG00000026934.15 XP_015679823.1
ENSMUSG00000021478.6 XP_015677977.1
ENSMUSG00000039358.3 XP_015685185.1
ENSMUSG00000021772.15 XP_015667207.1
ENSMUSG00000061751.16 XP_029140287.1
ENSMUSG00000022263.10 XP_015668493.2
ENSMUSG00000008348.9 XP_015666146.1
ENSMUSG00000010830.8 XP_015672740.1
ENSMUSG00000014609.16 XP_015668648.1
ENSMUSG00000028457.18 XP_029142011.1
ENSMUSG00000031642.9 XP_015669904.1
ENSMUSG00000018363.16 XP_015668445.1
ENSMUSG00000038780.14 XP_015687577.1
ENSMUSG00000026893.4 XP_015681768.1
ENSMUSG00000037362.8 XP_015672874.1
ENSMUSG00000019997.11 XP_015687246.1
ENSMUSG00000021684.17 XP_015668176.1
ENSMUSG00000036241.3 XP_015667971.1
ENSMUSG00000021622.3 XP_015670154.1
ENSMUSG00000000308.14 XP_015674098.1
ENSMUSG00000025592.17 XP_029141831.1
ENSMUSG00000055639.16 XP_015687823.1
ENSMUSG00000041685.16 XP_015674912.1
ENSMUSG00000070000.13 XP_029141991.1
ENSMUSG00000021843.17 XP_015676740.1
ENSMUSG00000027012.15 XP_015667351.1
ENSMUSG00000022884.15 XP_015677966.1
ENSMUSG00000059796.16 XP_015677967.1
ENSMUSG00000033065.14 XP_029140213.1
ENSMUSG00000026587.15 XP_029140435.1
ENSMUSG00000028373.16 XP_015672910.2
ENSMUSG00000053137.7 XP_015670162.1
ENSMUSG00000028641.16 XP_015674349.1
ENSMUSG00000038168.5 XP_029142622.1
ENSMUSG00000005899.14 XP_015674107.1
ENSMUSG00000027499.12 XP_015670011.1
ENSMUSG00000019876.15 XP_015674892.1
ENSMUSG00000037833.14 XP_015681485.1
ENSMUSG00000037681.13 XP_029140553.1
ENSMUSG00000026385.16 XP_015681099.1
ENSMUSG00000026644.7 XP_015666688.1
ENSMUSG00000049422.7 XP_015677444.1
ENSMUSG00000070493.3 XP_015671014.1
ENSMUSG00000034563.16 XP_015666512.1
ENSMUSG00000015944.9 XP_015678684.1
ENSMUSG00000020424.3 XP_015672927.1
ENSMUSG00000026888.14 XP_015679929.1
ENSMUSG00000020176.17 XP_029140012.1
ENSMUSG00000022812.14 XP_029139689.1
ENSMUSG00000057177.12 XP_029141869.1
ENSMUSG00000028633.7 XP_015672082.1
ENSMUSG00000026466.16 XP_015666754.2
ENSMUSG00000022674.15 XP_015673545.1
ENSMUSG00000027630.13 XP_015673250.1
ENSMUSG00000025246.13 XP_015675451.1
ENSMUSG00000059409.9 XP_029142082.1
ENSMUSG00000038965.17 XP_015678061.1
ENSMUSG00000089911.4 XP_015675734.1
ENSMUSG00000038212.16 XP_015678506.1
ENSMUSG00000000811.13 XP_015679050.1
ENSMUSG00000020250.10 XP_015679359.1
ENSMUSG00000022885.16 XP_029139772.1
ENSMUSG00000062190.12 XP_015668283.1
ENSMUSG00000004383.18 XP_015668313.1
ENSMUSG00000022403.15 XP_015669078.1
ENSMUSG00000025132.13 XP_015680644.1
ENSMUSG00000023345.17 XP_015671335.1
ENSMUSG00000033948.3 XP_015666806.1
ENSMUSG00000032846.10 XP_015674237.1
ENSMUSG00000028582.14 XP_015666386.1
ENSMUSG00000036686.16 XP_015682975.1
ENSMUSG00000063273.11 XP_015677780.1
ENSMUSG00000022020.15 XP_015666555.1
ENSMUSG00000060992.9 XP_015678838.1
ENSMUSG00000018672.15 XP_015665924.1
ENSMUSG00000057522.15 XP_015665907.1
ENSMUSG00000026771.14 XP_015669600.1
ENSMUSG00000002957.11 XP_015676726.1
ENSMUSG00000010066.15 XP_015672856.1
ENSMUSG00000029017.13 XP_015666205.1
ENSMUSG00000025040.13 XP_015670348.1
ENSMUSG00000028078.14 XP_015671932.1
ENSMUSG00000032656.14 XP_015666615.1
ENSMUSG00000035105.5 XP_015677568.1
ENSMUSG00000031987.6 XP_015675370.1
ENSMUSG00000021957.7 XP_015680872.1
ENSMUSG00000022840.9 XP_029139566.1
ENSMUSG00000022994.9 XP_029140681.1
ENSMUSG00000025792.9 XP_015680637.1
ENSMUSG00000039640.7 XP_015679642.1
ENSMUSG00000045409.16 XP_015681476.1
ENSMUSG00000029618.13 XP_015676261.1
ENSMUSG00000027748.11 XP_029140955.1
ENSMUSG00000041710.4 XP_015674116.1
ENSMUSG00000048039.8 XP_015683072.1
ENSMUSG00000030609.18 XP_029141271.1
ENSMUSG00000057841.5 XP_015678959.1
ENSMUSG00000028800.15 XP_015669181.1
ENSMUSG00000019777.16 XP_015682558.1
ENSMUSG00000035299.16 XP_015672645.1
ENSMUSG00000000266.11 XP_015682036.1
ENSMUSG00000025981.13 XP_015668525.1
ENSMUSG00000039914.6 XP_015675307.1
ENSMUSG00000029512.11 XP_029142538.1
ENSMUSG00000045896.14 XP_015682831.1
ENSMUSG00000037286.15 XP_015674372.1
ENSMUSG00000044390.5 XP_015683486.1
ENSMUSG00000046032.16 XP_015687936.1
ENSMUSG00000028926.15 XP_015670758.1
ENSMUSG00000026023.16 XP_015679509.1
ENSMUSG00000071644.10 XP_015680826.1
ENSMUSG00000025537.12 XP_015671003.1
ENSMUSG00000030815.11 XP_015685108.1
ENSMUSG00000054280.14 XP_015684334.1
ENSMUSG00000031097.15 XP_015682817.1
ENSMUSG00000028098.13 XP_015672140.1
ENSMUSG00000035890.9 XP_015665492.1
ENSMUSG00000054256.11 XP_015683823.1
ENSMUSG00000069769.13 XP_015667720.1
ENSMUSG00000015291.10 XP_015670610.1
ENSMUSG00000021218.10 XP_015679208.2
ENSMUSG00000015341.17 XP_015673447.1
ENSMUSG00000042532.14 XP_015671775.1
ENSMUSG00000028410.13 XP_015669308.1
ENSMUSG00000032285.15 XP_015671820.1
ENSMUSG00000024207.8 XP_015682403.1
ENSMUSG00000030761.16 XP_029142671.1
ENSMUSG00000024388.11 XP_029141653.1
ENSMUSG00000002326.6 XP_029140952.1
ENSMUSG00000014554.13 XP_015666588.1
ENSMUSG00000029366.10 XP_015674101.1
ENSMUSG00000027519.10 XP_015669761.2
ENSMUSG00000010461.15 XP_015670384.1
ENSMUSG00000020723.3 XP_015672448.1
ENSMUSG00000030605.15 XP_015683178.1
ENSMUSG00000034488.14 XP_015688043.1
ENSMUSG00000052151.12 XP_015680125.1
ENSMUSG00000019843.14 XP_015671118.1
ENSMUSG00000028874.14 XP_015670658.1
ENSMUSG00000027513.11 XP_015676694.1
ENSMUSG00000027510.17 XP_015680911.1
ENSMUSG00000038132.6 XP_015676004.1
ENSMUSG00000023013.5 XP_015677394.1
ENSMUSG00000044217.17 XP_015677399.1
ENSMUSG00000026475.7 XP_015668614.1
ENSMUSG00000026678.10 XP_015687495.1
ENSMUSG00000039081.10 XP_015675944.1
ENSMUSG00000085795.8 XP_015675243.1
ENSMUSG00000041773.8 XP_015675637.1
ENSMUSG00000055652.14 XP_015667650.1
ENSMUSG00000015112.15 XP_015667072.2
ENSMUSG00000027010.16 XP_015667350.1
ENSMUSG00000031913.9 XP_015666928.1
ENSMUSG00000009907.17 XP_015667000.1
ENSMUSG00000020190.13 XP_015665510.1
ENSMUSG00000028708.16 XP_015668050.1
ENSMUSG00000067438.5 XP_029142782.1
ENSMUSG00000040148.5 XP_015669715.1
ENSMUSG00000020289.15 XP_015667448.1
ENSMUSG00000061462.18 XP_029139630.1
ENSMUSG00000011831.16 XP_029140536.1
ENSMUSG00000025170.13 XP_015678263.1
ENSMUSG00000036053.17 XP_015675803.1
ENSMUSG00000023008.18 XP_015670230.1
ENSMUSG00000026994.9 XP_015679122.1
ENSMUSG00000037280.12 XP_015676648.1
ENSMUSG00000043733.14 XP_015670924.1
ENSMUSG00000035238.4 XP_015681151.1
ENSMUSG00000029767.16 XP_015681329.1
ENSMUSG00000005973.6 XP_015680763.1
ENSMUSG00000066568.12 XP_015667572.1
ENSMUSG00000031314.18 XP_015687897.1
ENSMUSG00000024158.17 XP_015677134.1
ENSMUSG00000061046.9 XP_015677137.1
ENSMUSG00000035799.6 XP_015666298.1
ENSMUSG00000038205.12 XP_015685925.1
ENSMUSG00000029513.14 XP_015672957.1
ENSMUSG00000024696.9 XP_015680500.1
ENSMUSG00000027559.5 XP_015679151.1
ENSMUSG00000004952.13 XP_015682393.1
ENSMUSG00000029602.11 XP_015681813.1
ENSMUSG00000030729.17 XP_015670963.1
ENSMUSG00000019785.14 XP_015674897.1
ENSMUSG00000041216.15 XP_015678847.1
ENSMUSG00000007036.15 XP_015677927.1
ENSMUSG00000040260.8 XP_015675112.1
ENSMUSG00000024965.9 XP_015681740.1
ENSMUSG00000027356.8 XP_015687197.1
ENSMUSG00000063430.9 XP_015670922.1
ENSMUSG00000020811.16 XP_015678291.1
ENSMUSG00000020914.17 XP_015687762.1
ENSMUSG00000035513.19 XP_029141110.1
ENSMUSG00000004565.15 XP_015671077.2
ENSMUSG00000026839.17 XP_029140788.1
ENSMUSG00000020407.13 XP_015684686.1
ENSMUSG00000026341.16 XP_015674053.1
ENSMUSG00000029505.17 XP_029142536.1
ENSMUSG00000045294.11 XP_015688012.1
ENSMUSG00000020349.4 XP_015679697.1
ENSMUSG00000009630.10 XP_015669312.1
ENSMUSG00000034723.11 XP_015669029.2
ENSMUSG00000021072.12 XP_015674493.1
ENSMUSG00000028646.16 XP_029139118.1
ENSMUSG00000026737.12 XP_015667052.1
ENSMUSG00000018547.8 XP_015670248.1
ENSMUSG00000053768.13 XP_015683895.1
ENSMUSG00000024299.17 XP_015665427.1
ENSMUSG00000046169.10 XP_015668150.1
ENSMUSG00000025232.8 XP_015684827.1
ENSMUSG00000021665.9 XP_015675625.1
ENSMUSG00000027589.14 XP_015681240.1
ENSMUSG00000031217.8 XP_015675673.1
ENSMUSG00000001300.16 XP_015667302.1
ENSMUSG00000032776.9 XP_015677848.1
ENSMUSG00000006728.12 XP_015676040.1
ENSMUSG00000040274.11 XP_015667056.1
ENSMUSG00000063887.13 XP_015680354.1
ENSMUSG00000049866.12 XP_015679702.1
ENSMUSG00000047446.18 XP_015667321.1
ENSMUSG00000021991.9 XP_015673651.1
ENSMUSG00000001865.2 XP_015668432.1
ENSMUSG00000011463.5 XP_015668440.1
ENSMUSG00000039735.16 XP_015684705.1
ENSMUSG00000020038.10 XP_015668326.1
ENSMUSG00000068742.11 XP_015674932.2
ENSMUSG00000063446.4 XP_015683029.1
ENSMUSG00000033342.15 XP_015673358.1
ENSMUSG00000041731.13 XP_015673513.1
ENSMUSG00000064330.9 XP_015669935.1
ENSMUSG00000025386.2 XP_015670817.1
ENSMUSG00000038836.15 XP_015669929.1
ENSMUSG00000040812.14 XP_015670676.2
ENSMUSG00000035954.10 XP_015669522.1
ENSMUSG00000039716.12 XP_015669606.1
ENSMUSG00000044098.14 XP_015675422.1
ENSMUSG00000030287.15 XP_029141909.1
ENSMUSG00000034684.12 XP_015680242.1
ENSMUSG00000028780.13 XP_015679503.1
ENSMUSG00000001773.14 XP_015680367.1
ENSMUSG00000043943.14 XP_015680366.1
ENSMUSG00000019832.5 XP_015681368.1
ENSMUSG00000028382.15 XP_015674694.1
ENSMUSG00000006498.16 XP_015665487.1
ENSMUSG00000024143.15 XP_015671898.1
ENSMUSG00000046768.13 XP_015681829.1
ENSMUSG00000025401.9 XP_015672626.1
ENSMUSG00000033530.8 XP_015680387.1
ENSMUSG00000036918.16 XP_015671890.1
ENSMUSG00000044072.14 XP_015686796.1
ENSMUSG00000023021.15 XP_015687340.1
ENSMUSG00000027035.10 XP_015671884.1
ENSMUSG00000024365.9 XP_029141171.1
ENSMUSG00000032942.14 XP_015670954.1
ENSMUSG00000033685.13 XP_015670985.1
ENSMUSG00000042225.3 XP_015683893.1
ENSMUSG00000041915.9 XP_015671682.1
ENSMUSG00000027312.14 XP_015683782.1
ENSMUSG00000022321.15 XP_015666270.1
ENSMUSG00000020848.7 XP_015683986.1
ENSMUSG00000038619.12 XP_015677534.1
ENSMUSG00000021708.17 XP_029139737.1
ENSMUSG00000032356.12 XP_015667417.1
ENSMUSG00000024749.9 XP_015672175.1
ENSMUSG00000060332.9 XP_029141288.1
ENSMUSG00000020622.17 XP_015668543.1
ENSMUSG00000054958.6 XP_015667167.1
ENSMUSG00000030399.2 XP_015676139.1
ENSMUSG00000001270.9 XP_015668719.1
ENSMUSG00000006273.14 XP_015682310.1
ENSMUSG00000036957.8 XP_015684238.1
ENSMUSG00000030600.15 XP_029140812.1
ENSMUSG00000035745.9 XP_029139467.1
ENSMUSG00000027438.14 XP_015671459.1
ENSMUSG00000006024.13 XP_015678557.1
ENSMUSG00000005980.15 XP_015667480.1
ENSMUSG00000024136.14 XP_015667481.1
ENSMUSG00000037894.13 XP_015683765.1
ENSMUSG00000041126.16 XP_015671994.1
ENSMUSG00000039782.15 XP_015677539.1
ENSMUSG00000041361.13 XP_029138984.1
ENSMUSG00000029648.13 XP_029141377.1
ENSMUSG00000003746.16 XP_015684579.1
ENSMUSG00000008763.16 XP_015669520.1
ENSMUSG00000032419.8 XP_015674551.1
ENSMUSG00000027868.11 XP_015669523.1
ENSMUSG00000028488.15 XP_015676240.1
ENSMUSG00000073514.4 XP_015673732.1
ENSMUSG00000027560.4 XP_015676565.1
ENSMUSG00000002496.10 XP_029143091.1
ENSMUSG00000020599.13 XP_015665851.1
ENSMUSG00000024186.15 XP_029139187.1
ENSMUSG00000003283.14 XP_015684346.1
ENSMUSG00000046908.5 XP_015670511.1
ENSMUSG00000040432.5 XP_015670512.1
ENSMUSG00000037966.15 XP_015673141.1
ENSMUSG00000041377.12 XP_015669663.1
ENSMUSG00000017765.17 XP_015677197.1
ENSMUSG00000026398.14 XP_015679380.1
ENSMUSG00000026751.14 XP_015685803.1
ENSMUSG00000027340.15 XP_015666992.1
ENSMUSG00000024354.13 XP_015674188.1
ENSMUSG00000037321.17 XP_015681580.1
ENSMUSG00000021108.18 XP_015675380.1
ENSMUSG00000045038.14 XP_015671901.1
ENSMUSG00000051367.8 XP_015675386.1
ENSMUSG00000024134.11 XP_015673018.1
ENSMUSG00000021474.9 XP_015680337.1
ENSMUSG00000025212.17 XP_015668919.1
ENSMUSG00000033368.8 XP_029141363.1
ENSMUSG00000042357.2 XP_015684663.1
ENSMUSG00000020520.14 XP_015675405.1
ENSMUSG00000096914.3 XP_015679766.1
ENSMUSG00000006931.15 XP_029143195.1
ENSMUSG00000032431.6 XP_015678261.1
ENSMUSG00000071454.13 XP_029139901.1
ENSMUSG00000025198.16 XP_015665448.2
ENSMUSG00000027993.16 XP_015681138.1
ENSMUSG00000036989.16 XP_015672793.1
ENSMUSG00000070366.5 XP_015672731.1
ENSMUSG00000031570.17 XP_015680182.2
ENSMUSG00000031099.16 XP_015687793.1
ENSMUSG00000031715.14 XP_029140934.1
ENSMUSG00000029102.9 XP_029142401.1
ENSMUSG00000021492.15 XP_029140765.1
ENSMUSG00000022483.17 XP_015672611.1
ENSMUSG00000026043.18 XP_015672533.1
ENSMUSG00000057193.8 XP_015669438.1
ENSMUSG00000028360.10 XP_015668702.2
ENSMUSG00000025875.14 XP_015679756.1
ENSMUSG00000079003.3 XP_015675603.1
ENSMUSG00000019194.15 XP_015671570.1
ENSMUSG00000049281.16 XP_015670345.2
ENSMUSG00000009470.17 XP_015674918.1
ENSMUSG00000031691.14 XP_015670813.1
ENSMUSG00000027330.16 XP_015682728.1
ENSMUSG00000032988.4 XP_015672767.1
ENSMUSG00000025161.16 XP_015673014.1
ENSMUSG00000022490.7 XP_015674901.1
ENSMUSG00000051864.10 XP_015678985.1
ENSMUSG00000042203.8 XP_015668086.1
ENSMUSG00000022286.16 XP_015687354.1
ENSMUSG00000031539.6 XP_015672026.1
ENSMUSG00000021824.13 XP_015671943.1
ENSMUSG00000005674.9 XP_015676997.1
ENSMUSG00000002984.17 XP_015675767.1
ENSMUSG00000034480.18 XP_029141676.1
ENSMUSG00000022021.14 XP_029139273.1
ENSMUSG00000034336.3 XP_015675275.1
ENSMUSG00000022054.11 XP_029142824.1
ENSMUSG00000006345.10 XP_015674104.1
ENSMUSG00000032186.15 XP_015672945.1
ENSMUSG00000058587.9 XP_015679191.2
ENSMUSG00000046562.5 XP_015678521.1
ENSMUSG00000079487.11 XP_015687983.1
ENSMUSG00000056476.13 XP_029139640.1
ENSMUSG00000047904.6 XP_015666579.1
ENSMUSG00000050824.12 XP_015683586.1
ENSMUSG00000022329.15 XP_029139469.1
ENSMUSG00000018209.15 XP_015671848.1
ENSMUSG00000028238.6 XP_015668580.1
ENSMUSG00000013160.7 XP_015667669.1
ENSMUSG00000050272.10 XP_029140971.1
ENSMUSG00000032087.10 XP_029139345.1
ENSMUSG00000030046.6 XP_015667039.1
ENSMUSG00000072625.1 XP_015678623.1
ENSMUSG00000031431.13 XP_015687968.1
ENSMUSG00000067851.11 XP_015682160.1
ENSMUSG00000074582.10 XP_015678282.1
ENSMUSG00000046959.16 XP_015676366.1
ENSMUSG00000034320.14 XP_015672368.1
ENSMUSG00000026107.11 XP_015673420.1
ENSMUSG00000025374.13 XP_015678402.1
ENSMUSG00000033792.12 XP_029139313.1
ENSMUSG00000006567.11 XP_029142047.1
ENSMUSG00000024304.14 XP_015674724.1
ENSMUSG00000000305.12 XP_015676546.1
ENSMUSG00000025885.18 XP_029139210.1
ENSMUSG00000034593.16 XP_015679193.1
ENSMUSG00000021846.9 XP_015676741.1
ENSMUSG00000020134.13 XP_015667793.1
ENSMUSG00000058571.11 XP_015678086.1
ENSMUSG00000031119.4 XP_015687944.1
ENSMUSG00000027030.15 XP_015671880.1
ENSMUSG00000036737.12 XP_015688032.1
ENSMUSG00000000632.13 XP_029142735.1
ENSMUSG00000066952.11 XP_015671275.1
ENSMUSG00000017774.19 XP_015673825.1
ENSMUSG00000039462.4 XP_015677059.1
ENSMUSG00000056174.8 XP_015679491.1
ENSMUSG00000078812.10 XP_015685460.1
ENSMUSG00000050192.8 XP_015681257.1
ENSMUSG00000050321.3 XP_029140125.1
ENSMUSG00000036902.11 XP_015674454.2
ENSMUSG00000039452.6 XP_029140423.1
ENSMUSG00000024535.16 XP_015677323.1
ENSMUSG00000031609.3 XP_015670376.1
ENSMUSG00000020519.5 XP_015675404.1
ENSMUSG00000047459.14 XP_015672488.1
ENSMUSG00000034467.7 XP_015672263.1
ENSMUSG00000010721.15 XP_015688010.1
ENSMUSG00000022999.15 XP_015670227.1
ENSMUSG00000030350.8 XP_015683296.1
ENSMUSG00000020644.9 XP_015671644.1
ENSMUSG00000021379.2 XP_015687176.2
ENSMUSG00000063019.5 XP_015671238.1
ENSMUSG00000033545.14 XP_015671360.2
ENSMUSG00000058446.14 XP_015678689.1
ENSMUSG00000016308.12 XP_015684380.1
ENSMUSG00000020390.12 XP_015679718.1
ENSMUSG00000041977.18 XP_029142309.1
ENSMUSG00000056586.8 XP_029139845.1
ENSMUSG00000063935.3 XP_015678326.1
ENSMUSG00000030770.15 XP_015678192.1
ENSMUSG00000022438.6 XP_015683386.1
ENSMUSG00000059714.13 XP_029140715.1
ENSMUSG00000036913.15 XP_029140534.1
ENSMUSG00000021071.16 XP_015673265.1
ENSMUSG00000008373.16 XP_015666429.1
ENSMUSG00000078813.3 XP_015666445.1
ENSMUSG00000035585.16 XP_015665809.1
ENSMUSG00000036334.12 XP_029139641.1
ENSMUSG00000013415.9 XP_015665962.1
ENSMUSG00000029814.10 XP_015666098.1
ENSMUSG00000027805.16 XP_015673207.1
ENSMUSG00000018293.4 XP_015668679.1
ENSMUSG00000041771.14 XP_029142136.1
ENSMUSG00000063873.10 XP_015682678.1
ENSMUSG00000000708.14 XP_015666223.2
ENSMUSG00000020918.14 XP_015665945.1
ENSMUSG00000034116.17 XP_015668763.1
ENSMUSG00000033721.16 XP_015683370.1
ENSMUSG00000026785.14 XP_015679821.1
ENSMUSG00000004591.16 XP_015683054.1
ENSMUSG00000031513.8 XP_015669333.1
ENSMUSG00000035212.14 XP_015679058.1
ENSMUSG00000039347.7 XP_015671753.1
ENSMUSG00000018822.7 XP_015671770.1
ENSMUSG00000031548.7 XP_015673464.2
ENSMUSG00000074781.5 XP_015668322.1
ENSMUSG00000063434.6 XP_015668261.1
ENSMUSG00000059921.15 XP_015679528.1
ENSMUSG00000020099.8 XP_029141581.1
ENSMUSG00000028601.18 XP_015666377.1
ENSMUSG00000021460.17 XP_015681899.1
ENSMUSG00000031015.8 XP_029141245.1
ENSMUSG00000002257.8 XP_015687465.1
ENSMUSG00000001630.13 XP_015681344.2
ENSMUSG00000024006.17 XP_015670999.1
ENSMUSG00000043219.9 XP_015666105.1
ENSMUSG00000000690.5 XP_015665970.1
ENSMUSG00000030105.8 XP_015683761.1
ENSMUSG00000026426.10 XP_015673788.1
ENSMUSG00000003226.7 XP_015675310.1
ENSMUSG00000056427.10 XP_015682985.1
