Orthogroup	M_musculus.pep	N_naja.pep
OG0000185	ENSMUSG00000020440.13, ENSMUSG00000115861.1, ENSMUSG00000021877.12	Nana08360-RA
OG0000185	ENSMUSG00000051853.10	Nana10173-RA
OG0000186	ENSMUSG00000029120.10	Nana18448-RA
OG0000186	ENSMUSG00000041769.13	Nana19444-RA
OG0000186	ENSMUSG00000022052.9	Nana09006-RA
OG0000187	ENSMUSG00000054364.5	Nana02631-RA
OG0000187	ENSMUSG00000002233.13	Nana14009-RA
OG0000187	ENSMUSG00000007815.13	Nana08636-RA
OG0000188	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15	Nana10451-RA, Nana10448-RA, Nana10449-RA
OG0000193	ENSMUSG00000004530.12	Nana34739-RA, Nana34739-RB
OG0000193	ENSMUSG00000024835.15, ENSMUSG00000097771.8	Nana04026-RB, Nana04026-RA
OG0000193	ENSMUSG00000030707.15	Nana23748-RA
OG0000194	ENSMUSG00000025499.18	Nana04300-RA
OG0000194	ENSMUSG00000027852.14	Nana13959-RA
OG0000196	ENSMUSG00000060373.15	Nana37778-RA, Nana38985-RD, Nana38985-RE, Nana38985-RB, Nana38985-RC, Nana38985-RA
OG0000197	ENSMUSG00000031561.16	Nana18220-RA
OG0000197	ENSMUSG00000049336.16	Nana09163-RA
OG0000197	ENSMUSG00000048078.16	Nana25443-RA
OG0000197	ENSMUSG00000016150.15	Nana32135-RA
OG0000198	ENSMUSG00000042500.11	Nana29992-RA
OG0000198	ENSMUSG00000028842.15	Nana29987-RA
OG0000198	ENSMUSG00000036698.11	Nana17024-RD, Nana17024-RB
OG0000199	ENSMUSG00000033161.10	Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC
OG0000199	ENSMUSG00000040907.15	Nana30635-RA
OG0000199	ENSMUSG00000007107.6	Nana00152-RA
OG0000199	ENSMUSG00000007097.14	Nana36358-RA
OG0000200	ENSMUSG00000024867.14	Nana11623-RA
OG0000200	ENSMUSG00000028126.16	Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB
OG0000201	ENSMUSG00000016179.11	Nana14043-RA
OG0000201	ENSMUSG00000002012.13	Nana10669-RA
OG0000201	ENSMUSG00000030272.15	Nana07920-RC
OG0000202	ENSMUSG00000053552.14	Nana19472-RA
OG0000203	ENSMUSG00000021699.17	Nana12325-RA
OG0000203	ENSMUSG00000032177.17	Nana10784-RA
OG0000203	ENSMUSG00000028525.16	Nana14670-RA
OG0000203	ENSMUSG00000111773.2, ENSMUSG00000031842.14	Nana06067-RA
OG0000204	ENSMUSG00000048732.5	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM
OG0000205	ENSMUSG00000034459.8, ENSMUSG00000079339.7, ENSMUSG00000067297.5, ENSMUSG00000074896.3, ENSMUSG00000062488.9, ENSMUSG00000045932.12	Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA
OG0000207	ENSMUSG00000043354.2, ENSMUSG00000073963.3, ENSMUSG00000052785.6, ENSMUSG00000073970.1, ENSMUSG00000084262.5, ENSMUSG00000080891.4	Nana25610-RA, Nana25597-RA
OG0000212	ENSMUSG00000005952.15	Nana00145-RA
OG0000212	ENSMUSG00000018507.16	Nana00135-RA
OG0000212	ENSMUSG00000014158.12	Nana34717-RA
OG0000213	ENSMUSG00000055026.13	Nana26049-RA
OG0000213	ENSMUSG00000031340.8	Nana26050-RA, Nana09216-RA, Nana26052-RA
OG0000213	ENSMUSG00000020436.17	Nana09215-RA
OG0000214	ENSMUSG00000079180.4, ENSMUSG00000026531.4, ENSMUSG00000026542.6, ENSMUSG00000037942.5	Nana35941-RA, Nana35936-RA
OG0000216	ENSMUSG00000058126.7	Nana12893-RF, Nana12893-RE, Nana12893-RD
OG0000216	ENSMUSG00000031799.10	Nana06004-RA
OG0000217	ENSMUSG00000024617.16	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA
OG0000218	ENSMUSG00000021868.7	Nana19003-RA
OG0000218	ENSMUSG00000071866.12	Nana28474-RA
OG0000219	ENSMUSG00000076612.8, ENSMUSG00000076613.4, ENSMUSG00000076615.4, ENSMUSG00000076614.7	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA
OG0000220	ENSMUSG00000038838.15	Nana07784-RA
OG0000220	ENSMUSG00000007029.16	Nana07713-RA, Nana07713-RB
OG0000221	ENSMUSG00000117310.2, ENSMUSG00000026064.16	Nana02364-RA
OG0000221	ENSMUSG00000059895.13	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC
OG0000222	ENSMUSG00000023439.11	Nana11085-RA
OG0000222	ENSMUSG00000027669.14	Nana20656-RA
OG0000223	ENSMUSG00000027763.13	Nana20407-RB, Nana20407-RA
OG0000223	ENSMUSG00000022139.17	Nana26323-RA
OG0000223	ENSMUSG00000036109.17	Nana32618-RA, Nana32618-RB
OG0000224	ENSMUSG00000018554.13	Nana39224-RA
OG0000224	ENSMUSG00000028639.14	Nana37623-RA
OG0000226	ENSMUSG00000027977.15	Nana18637-RA
OG0000226	ENSMUSG00000039308.6	Nana18820-RA
OG0000226	ENSMUSG00000054008.9	Nana08824-RA
OG0000227	ENSMUSG00000024846.6	Nana35841-RA, Nana35618-RA
OG0000227	ENSMUSG00000033156.9, ENSMUSG00000027447.6	Nana15538-RA
OG0000228	ENSMUSG00000116503.1, ENSMUSG00000116408.1, ENSMUSG00000040350.16	Nana07844-RA
OG0000229	ENSMUSG00000025278.9	Nana08354-RA, Nana08354-RB
OG0000229	ENSMUSG00000068699.12	Nana27867-RA, Nana27867-RB, Nana27867-RC
OG0000229	ENSMUSG00000031328.16	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD
OG0000230	ENSMUSG00000056025.12, ENSMUSG00000028262.13, ENSMUSG00000037033.9, ENSMUSG00000028255.6, ENSMUSG00000068547.7, ENSMUSG00000074195.3	Nana14830-RA
OG0000231	ENSMUSG00000054537.8	Nana22724-RA
OG0000231	ENSMUSG00000061184.8	Nana22723-RA
OG0000232	ENSMUSG00000037974.16	Nana04336-RA
OG0000233	ENSMUSG00000085925.3, ENSMUSG00000098639.3	Nana22819-RA, Nana16302-RA
OG0000235	ENSMUSG00000029212.11	Nana18677-RA
OG0000235	ENSMUSG00000033676.13	Nana26056-RA, Nana09225-RA
OG0000236	ENSMUSG00000024885.9, ENSMUSG00000075296.5, ENSMUSG00000037263.13	Nana04020-RA, Nana04017-RA
OG0000236	ENSMUSG00000010025.19	Nana00165-RA
OG0000237	ENSMUSG00000020458.16	Nana00862-RB
OG0000237	ENSMUSG00000024758.15	Nana35961-RA
OG0000237	ENSMUSG00000030401.16	Nana30903-RC
OG0000238	ENSMUSG00000020143.15	Nana09145-RA
OG0000238	ENSMUSG00000044447.5	Nana28341-RB, Nana28341-RA
OG0000238	ENSMUSG00000058325.6	Nana19499-RA
OG0000239	ENSMUSG00000070498.3	Nana35381-RA
OG0000239	ENSMUSG00000034310.8	Nana35349-RA
OG0000241	ENSMUSG00000021477.9, ENSMUSG00000050345.9, ENSMUSG00000042243.10, ENSMUSG00000056728.6	Nana11741-RA, Nana06412-RA, Nana06410-RA
OG0000242	ENSMUSG00000006542.13	Nana03921-RA, Nana03921-RB
OG0000242	ENSMUSG00000028944.14	Nana21215-RB, Nana21215-RA
OG0000242	ENSMUSG00000067713.7	Nana10104-RA
OG0000243	ENSMUSG00000031840.12, ENSMUSG00000111277.2	Nana06066-RA
OG0000243	ENSMUSG00000019066.13	Nana10898-RA
OG0000244	ENSMUSG00000005800.3, ENSMUSG00000043089.6, ENSMUSG00000041620.8	Nana25243-RA
OG0000244	ENSMUSG00000047562.3, ENSMUSG00000043613.8	Nana25241-RA, Nana25242-RA
OG0000245	ENSMUSG00000051885.6, ENSMUSG00000073922.2, ENSMUSG00000070421.4, ENSMUSG00000060759.4, ENSMUSG00000056782.5, ENSMUSG00000063582.2, ENSMUSG00000057770.5, ENSMUSG00000073917.2, ENSMUSG00000073916.3	Nana25599-RA, Nana24950-RA
OG0000248	ENSMUSG00000000628.10	Nana27998-RA, Nana27998-RC, Nana27998-RB
OG0000248	ENSMUSG00000020080.8	Nana19163-RA
OG0000248	ENSMUSG00000037012.18	Nana19165-RE, Nana19165-RG, Nana19165-RF
OG0000249	ENSMUSG00000030403.9	Nana30900-RA, Nana30900-RB
OG0000249	ENSMUSG00000021262.15	Nana05664-RA, Nana05665-RA
OG0000249	ENSMUSG00000022995.16	Nana01260-RA
OG0000250	ENSMUSG00000014778.10	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF
OG0000250	ENSMUSG00000034295.10	Nana22704-RA
OG0000251	ENSMUSG00000047686.9	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA
OG0000252	ENSMUSG00000022092.11	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	ENSMUSG00000033569.17	Nana02349-RA
OG0000253	ENSMUSG00000028782.14	Nana29904-RA
OG0000254	ENSMUSG00000038257.9	Nana18269-RA
OG0000254	ENSMUSG00000018595.6	Nana32712-RA
OG0000255	ENSMUSG00000059343.4, ENSMUSG00000030695.16, ENSMUSG00000063129.1	Nana23756-RA, Nana38961-RA
OG0000255	ENSMUSG00000028307.9	Nana11387-RA, Nana11387-RB
OG0000256	ENSMUSG00000049630.6	Nana21478-RA
OG0000256	ENSMUSG00000001076.7	Nana09918-RA
OG0000256	ENSMUSG00000036907.9	Nana03711-RA
OG0000257	ENSMUSG00000035296.14	Nana25143-RA, Nana25143-RB
OG0000257	ENSMUSG00000020354.15	Nana08771-RA, Nana08770-RA
OG0000257	ENSMUSG00000039539.13	Nana18134-RA
OG0000258	ENSMUSG00000033295.14	Nana14360-RA
OG0000258	ENSMUSG00000013236.17	Nana14362-RA
OG0000258	ENSMUSG00000028399.18	Nana11548-RA, Nana11548-RB
OG0000259	ENSMUSG00000052131.7, ENSMUSG00000061758.13, ENSMUSG00000029762.6	Nana27545-RA
OG0000260	ENSMUSG00000021000.17	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	ENSMUSG00000011632.7	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA
OG0000263	ENSMUSG00000020315.18	Nana00869-RA
OG0000263	ENSMUSG00000011751.16	Nana30949-RB, Nana30949-RA
OG0000263	ENSMUSG00000067889.6	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC
OG0000264	ENSMUSG00000032174.5, ENSMUSG00000020712.11, ENSMUSG00000037405.8	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA
OG0000265	ENSMUSG00000038459.10	Nana33278-RA
OG0000265	ENSMUSG00000047368.4	Nana11640-RA
OG0000265	ENSMUSG00000003346.14	Nana06155-RB
OG0000266	ENSMUSG00000090486.2, ENSMUSG00000084897.1, ENSMUSG00000047977.3, ENSMUSG00000098773.1, ENSMUSG00000085957.4	Nana22510-RA
OG0000267	ENSMUSG00000023032.12	Nana10107-RA
OG0000267	ENSMUSG00000021733.11	Nana22007-RB, Nana22007-RA
OG0000267	ENSMUSG00000026904.17	Nana03512-RA
OG0000269	ENSMUSG00000015843.10	Nana15310-RA
OG0000269	ENSMUSG00000039656.17	Nana39317-RA
OG0000269	ENSMUSG00000015846.15	Nana37082-RA
OG0000270	ENSMUSG00000028107.14	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000270	ENSMUSG00000022241.6	Nana12457-RC, Nana12457-RB
OG0000271	ENSMUSG00000004110.17	Nana15162-RA
OG0000271	ENSMUSG00000004113.18	Nana36409-RA
OG0000271	ENSMUSG00000034656.18	Nana09261-RA
OG0000272	ENSMUSG00000023943.7	Nana23527-RA, Nana23525-RA
OG0000273	ENSMUSG00000001175.15	Nana00985-RA
OG0000273	ENSMUSG00000063130.4	Nana36009-RA
OG0000274	ENSMUSG00000055609.8	Nana34633-RA
OG0000274	ENSMUSG00000020295.1, ENSMUSG00000073063.3, ENSMUSG00000069919.7, ENSMUSG00000069917.7	Nana15793-RA
OG0000275	ENSMUSG00000018326.9	Nana13678-RA
OG0000275	ENSMUSG00000076432.13	Nana02542-RA
OG0000275	ENSMUSG00000022285.17	Nana16692-RB
OG0000276	ENSMUSG00000078591.1	Nana33742-RA
OG0000276	ENSMUSG00000039628.9	Nana33870-RA
OG0000276	ENSMUSG00000047759.6, ENSMUSG00000070407.5	Nana09391-RA
OG0000277	ENSMUSG00000021936.14	Nana26757-RA
OG0000277	ENSMUSG00000020366.18	Nana08864-RA, Nana08864-RB
OG0000278	ENSMUSG00000049775.16	Nana25910-RA
OG0000279	ENSMUSG00000005054.7	Nana11030-RA
OG0000280	ENSMUSG00000064179.13	Nana23628-RA
OG0000280	ENSMUSG00000026414.13	Nana13941-RA
OG0000280	ENSMUSG00000061723.18	Nana04357-RB, Nana04357-RA
OG0000281	ENSMUSG00000017831.8	Nana21935-RA
OG0000281	ENSMUSG00000019173.11	Nana23150-RA, Nana23150-RB
OG0000282	ENSMUSG00000042675.15	Nana23751-RA
OG0000282	ENSMUSG00000034059.14	Nana04079-RB, Nana04079-RC, Nana04079-RA
OG0000283	ENSMUSG00000003992.15	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000283	ENSMUSG00000070003.7	Nana06082-RA
OG0000284	ENSMUSG00000090451.1	Nana12586-RA
OG0000285	ENSMUSG00000025491.14, ENSMUSG00000065968.8, ENSMUSG00000060591.9, ENSMUSG00000025492.6, ENSMUSG00000059108.4	Nana04258-RA
OG0000286	ENSMUSG00000034566.10	Nana09528-RA
OG0000292	ENSMUSG00000022388.14	Nana29552-RA
OG0000292	ENSMUSG00000030276.19	Nana07924-RA
OG0000293	ENSMUSG00000052397.8	Nana01719-RA
OG0000293	ENSMUSG00000032050.18	Nana25181-RB
OG0000294	ENSMUSG00000003153.10	Nana18732-RA
OG0000294	ENSMUSG00000028645.11	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA
OG0000294	ENSMUSG00000018566.14	Nana39222-RB
OG0000295	ENSMUSG00000014956.15	Nana01313-RA
OG0000295	ENSMUSG00000096994.3, ENSMUSG00000040385.7	Nana04030-RA
OG0000295	ENSMUSG00000004455.16	Nana34783-RB, Nana34783-RA
OG0000296	ENSMUSG00000038718.15	Nana36992-RA
OG0000296	ENSMUSG00000052534.15	Nana15316-RA
OG0000297	ENSMUSG00000037446.14	Nana14277-RA
OG0000297	ENSMUSG00000031028.14	Nana04470-RA
OG0000298	ENSMUSG00000106964.5, ENSMUSG00000078532.9	Nana30244-RA
OG0000299	ENSMUSG00000045991.19	Nana12513-RA
OG0000299	ENSMUSG00000043013.10	Nana32739-RA
OG0000299	ENSMUSG00000045518.8	Nana06165-RA
OG0000300	ENSMUSG00000009093.7, ENSMUSG00000001665.11, ENSMUSG00000092360.1, ENSMUSG00000001663.10, ENSMUSG00000033318.7	Nana35574-RA
OG0000301	ENSMUSG00000030730.12	Nana23545-RC
OG0000301	ENSMUSG00000029467.15	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	ENSMUSG00000039209.12, ENSMUSG00000079641.3	Nana32411-RA
OG0000303	ENSMUSG00000020857.11, ENSMUSG00000091228.1, ENSMUSG00000037601.11	Nana09584-RA
OG0000303	ENSMUSG00000024177.9	Nana33998-RA
OG0000304	ENSMUSG00000033576.12, ENSMUSG00000068252.6, ENSMUSG00000071716.5, ENSMUSG00000010601.14, ENSMUSG00000044309.8, ENSMUSG00000068246.6, ENSMUSG00000057346.12, ENSMUSG00000050982.13, ENSMUSG00000091694.9, ENSMUSG00000091650.2, ENSMUSG00000050014.8, ENSMUSG00000056656.6	Nana27334-RA
OG0000305	ENSMUSG00000004035.12, ENSMUSG00000058135.12, ENSMUSG00000004038.9, ENSMUSG00000068762.11, ENSMUSG00000040562.12, ENSMUSG00000027890.17	Nana14316-RA
OG0000305	ENSMUSG00000004032.10	Nana14317-RA
OG0000306	ENSMUSG00000000617.14	Nana10545-RA
OG0000307	ENSMUSG00000016028.10	Nana29521-RA
OG0000307	ENSMUSG00000023473.13, ENSMUSG00000107269.5	Nana08341-RA
OG0000307	ENSMUSG00000068740.13	Nana14296-RA
OG0000308	ENSMUSG00000024164.15	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	ENSMUSG00000026835.15, ENSMUSG00000026938.10	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD
OG0000310	ENSMUSG00000023930.14, ENSMUSG00000025433.7, ENSMUSG00000025431.4	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA
OG0000311	ENSMUSG00000094413.5, ENSMUSG00000096653.4, ENSMUSG00000094016.2, ENSMUSG00000076848.3, ENSMUSG00000105953.1, ENSMUSG00000104915.1, ENSMUSG00000076855.5, ENSMUSG00000076822.2, ENSMUSG00000076796.1, ENSMUSG00000076865.6, ENSMUSG00000076866.3	Nana37898-RA
OG0000318	ENSMUSG00000018474.18	Nana24333-RA
OG0000318	ENSMUSG00000063870.12	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	ENSMUSG00000022622.5	Nana27917-RA, Nana27914-RA
OG0000320	ENSMUSG00000022905.12	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	ENSMUSG00000003731.13	Nana29840-RA
OG0000321	ENSMUSG00000033256.14	Nana33059-RA
OG0000321	ENSMUSG00000039154.8	Nana06396-RA
OG0000322	ENSMUSG00000035828.11	Nana29546-RA
OG0000322	ENSMUSG00000024014.8	Nana14262-RA
OG0000322	ENSMUSG00000031155.16	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA
OG0000323	ENSMUSG00000036570.14, ENSMUSG00000004988.9, ENSMUSG00000057092.12	Nana30376-RA
OG0000324	ENSMUSG00000031659.13	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	ENSMUSG00000021536.7	Nana15547-RA
OG0000324	ENSMUSG00000022220.14	Nana39126-RA
OG0000325	ENSMUSG00000036781.13, ENSMUSG00000090733.6, ENSMUSG00000050621.7	Nana36067-RA
OG0000326	ENSMUSG00000039153.17	Nana02914-RA
OG0000327	ENSMUSG00000024619.8	Nana08833-RA
OG0000327	ENSMUSG00000031326.2	Nana31958-RA, Nana31957-RA
OG0000327	ENSMUSG00000029646.3	Nana25080-RA
OG0000328	ENSMUSG00000051314.11	Nana30428-RA
OG0000328	ENSMUSG00000019429.7	Nana30432-RA, Nana30431-RA, Nana30427-RA
OG0000329	ENSMUSG00000059981.12	Nana37734-RA, Nana23771-RA
OG0000329	ENSMUSG00000017291.13	Nana00121-RA
OG0000329	ENSMUSG00000061288.13	Nana35005-RA, Nana35005-RB
OG0000331	ENSMUSG00000027606.12	Nana16409-RA
OG0000331	ENSMUSG00000000826.16	Nana13337-RA
OG0000331	ENSMUSG00000053856.7	Nana00675-RA
OG0000332	ENSMUSG00000031552.13, ENSMUSG00000031553.16, ENSMUSG00000031554.18, ENSMUSG00000037437.18, ENSMUSG00000022039.6	Nana28189-RA, Nana28187-RA
OG0000333	ENSMUSG00000050708.16, ENSMUSG00000062382.9	Nana23569-RA
OG0000334	ENSMUSG00000024395.9	Nana19999-RA
OG0000334	ENSMUSG00000019920.18	Nana26170-RC, Nana26170-RB, Nana26170-RA
OG0000335	ENSMUSG00000020830.3	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA
OG0000345	ENSMUSG00000018470.8	Nana24331-RA
OG0000346	ENSMUSG00000060216.15	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC
OG0000346	ENSMUSG00000060890.11	Nana32006-RA, Nana32006-RB
OG0000347	ENSMUSG00000004897.16	Nana36343-RA
OG0000347	ENSMUSG00000002833.11	Nana06408-RA
OG0000347	ENSMUSG00000025104.13	Nana33238-RA
OG0000348	ENSMUSG00000038855.10	Nana01275-RA
OG0000348	ENSMUSG00000003752.9	Nana30929-RA, Nana30929-RB
OG0000348	ENSMUSG00000027296.7	Nana05052-RA
OG0000349	ENSMUSG00000031681.16	Nana17991-RA, Nana17991-RB
OG0000349	ENSMUSG00000027796.2	Nana25001-RA
OG0000349	ENSMUSG00000021540.16	Nana08899-RA, Nana08899-RB
OG0000350	ENSMUSG00000021774.13	Nana21950-RA, Nana03330-RA
OG0000351	ENSMUSG00000025328.9, ENSMUSG00000025330.6, ENSMUSG00000025329.3	Nana37238-RA
OG0000351	ENSMUSG00000028927.6	Nana37242-RA
OG0000352	ENSMUSG00000033987.16	Nana09644-RA
OG0000352	ENSMUSG00000018581.15	Nana09328-RA, Nana21757-RA
OG0000353	ENSMUSG00000030621.17	Nana02273-RA
OG0000353	ENSMUSG00000024556.4	Nana12569-RA
OG0000354	ENSMUSG00000003228.9	Nana19605-RA
OG0000354	ENSMUSG00000074886.11	Nana08689-RA
OG0000355	ENSMUSG00000005958.15	Nana20723-RA
OG0000355	ENSMUSG00000032537.15	Nana20113-RA
OG0000356	ENSMUSG00000033981.14	Nana18750-RA
OG0000356	ENSMUSG00000001986.16	Nana32378-RA
OG0000356	ENSMUSG00000025892.16	Nana25229-RA
OG0000357	ENSMUSG00000022935.16	Nana24684-RA
OG0000357	ENSMUSG00000056073.16	Nana24683-RA, Nana02155-RA
OG0000358	ENSMUSG00000008855.17	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH
OG0000359	ENSMUSG00000019326.14, ENSMUSG00000078651.8	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA
OG0000360	ENSMUSG00000022858.16	Nana20071-RB, Nana20071-RA
OG0000360	ENSMUSG00000029817.11	Nana21777-RB, Nana21777-RC
OG0000362	ENSMUSG00000036545.9	Nana08859-RA
OG0000362	ENSMUSG00000043635.12	Nana17545-RA
OG0000362	ENSMUSG00000059901.12	Nana19211-RA
OG0000363	ENSMUSG00000023987.14	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA
OG0000364	ENSMUSG00000072905.5, ENSMUSG00000079029.2, ENSMUSG00000093847.2, ENSMUSG00000096619.1, ENSMUSG00000113201.1, ENSMUSG00000113805.1, ENSMUSG00000095799.1, ENSMUSG00000079034.2, ENSMUSG00000095717.1, ENSMUSG00000113971.1, ENSMUSG00000092019.4, ENSMUSG00000079031.1, ENSMUSG00000096803.1, ENSMUSG00000096049.1, ENSMUSG00000114075.1, ENSMUSG00000095724.1, ENSMUSG00000057561.10	Nana25849-RA
OG0000365	ENSMUSG00000093789.3, ENSMUSG00000056487.8, ENSMUSG00000058057.5, ENSMUSG00000054619.7, ENSMUSG00000025347.4	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA
OG0000366	ENSMUSG00000089960.1, ENSMUSG00000090171.1, ENSMUSG00000089943.1, ENSMUSG00000090124.7, ENSMUSG00000089675.1, ENSMUSG00000090165.8, ENSMUSG00000090175.1, ENSMUSG00000090145.7, ENSMUSG00000054545.17	Nana03020-RA
OG0000367	ENSMUSG00000000706.16, ENSMUSG00000020490.16, ENSMUSG00000053216.15	Nana07833-RB, Nana07833-RA
OG0000371	ENSMUSG00000031284.16	Nana32087-RA
OG0000371	ENSMUSG00000022781.8	Nana20127-RA
OG0000373	ENSMUSG00000005640.11	Nana36338-RA
OG0000373	ENSMUSG00000005534.10	Nana06045-RA
OG0000373	ENSMUSG00000005533.10	Nana33499-RA
OG0000374	ENSMUSG00000019880.10	Nana01995-RA, Nana39710-RA
OG0000374	ENSMUSG00000028871.7, ENSMUSG00000051920.7	Nana16757-RA
OG0000375	ENSMUSG00000068323.12	Nana27993-RC, Nana27993-RB
OG0000375	ENSMUSG00000024485.16	Nana15483-RA
OG0000376	ENSMUSG00000041075.8	Nana03174-RA
OG0000376	ENSMUSG00000044674.6	Nana21441-RA
OG0000376	ENSMUSG00000050288.6	Nana22930-RA
OG0000377	ENSMUSG00000003037.16	Nana06002-RA
OG0000377	ENSMUSG00000020671.9	Nana00711-RA
OG0000377	ENSMUSG00000036943.9	Nana32801-RA
OG0000378	ENSMUSG00000030781.13	Nana23839-RA
OG0000378	ENSMUSG00000020229.4, ENSMUSG00000020226.9, ENSMUSG00000011034.6	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD
OG0000379	ENSMUSG00000009731.4	Nana10577-RA
OG0000379	ENSMUSG00000060882.5, ENSMUSG00000040896.16	Nana14026-RA
OG0000380	ENSMUSG00000055320.17	Nana04566-RA
OG0000380	ENSMUSG00000002249.21	Nana14280-RA
OG0000380	ENSMUSG00000030796.17	Nana23577-RA
OG0000381	ENSMUSG00000028751.13	Nana37627-RA
OG0000381	ENSMUSG00000041193.15	Nana37625-RA
OG0000382	ENSMUSG00000033059.7	Nana00911-RA
OG0000382	ENSMUSG00000106877.3, ENSMUSG00000032648.14	Nana35852-RB, Nana35852-RA
OG0000382	ENSMUSG00000021069.17	Nana05932-RA
OG0000383	ENSMUSG00000063672.7	Nana28138-RA
OG0000383	ENSMUSG00000041309.17	Nana19432-RA
OG0000385	ENSMUSG00000073563.3	Nana11886-RA
OG0000385	ENSMUSG00000032384.16, ENSMUSG00000003345.16	Nana06186-RA
OG0000387	ENSMUSG00000030075.10	Nana08133-RA
OG0000387	ENSMUSG00000030092.14	Nana08155-RA, Nana08149-RA
OG0000388	ENSMUSG00000045467.13	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN
OG0000388	ENSMUSG00000038756.13	Nana23218-RA
OG0000389	ENSMUSG00000022512.3	Nana20980-RA
OG0000389	ENSMUSG00000018569.12	Nana39948-RB, Nana39948-RA
OG0000390	ENSMUSG00000062515.3	Nana16521-RA
OG0000390	ENSMUSG00000052468.7	Nana16520-RA
OG0000390	ENSMUSG00000103124.1, ENSMUSG00000027528.12	Nana16522-RA
OG0000391	ENSMUSG00000024697.4	Nana11680-RA
OG0000391	ENSMUSG00000034781.5	Nana06358-RA
OG0000392	ENSMUSG00000031896.7	Nana31341-RA
