Orthogroup	X_tropicalis.pep	P_troglodytes.pep
OG0000147	ENSXETG00000018873.1	ENSPTRG00000003073.5
OG0000147	ENSXETG00000004690.1	ENSPTRG00000015878.6
OG0000147	ENSXETG00000012866.1	ENSPTRG00000017380.6
OG0000147	ENSXETG00000002709.1	ENSPTRG00000020099.4
OG0000149	ENSXETG00000009281.1	ENSPTRG00000010935.5
OG0000149	ENSXETG00000008787.1	ENSPTRG00000002144.4
OG0000149	ENSXETG00000007470.1	ENSPTRG00000052354.1
OG0000149	ENSXETG00000008935.1	ENSPTRG00000006477.6
OG0000150	ENSXETG00000008789.1	ENSPTRG00000007849.3, ENSPTRG00000007843.6, ENSPTRG00000034486.3, ENSPTRG00000007846.6, ENSPTRG00000007845.6, ENSPTRG00000050863.1
OG0000151	ENSXETG00000014196.1, ENSXETG00000014180.1, ENSXETG00000013814.1, ENSXETG00000014192.1, ENSXETG00000014225.1, ENSXETG00000013556.1	ENSPTRG00000000705.5, ENSPTRG00000000708.7, ENSPTRG00000000702.6
OG0000153	ENSXETG00000013593.1	ENSPTRG00000004577.6, ENSPTRG00000050523.1, ENSPTRG00000046665.1, ENSPTRG00000039246.2, ENSPTRG00000010848.5
OG0000154	ENSXETG00000014539.1	ENSPTRG00000019929.4
OG0000154	ENSXETG00000008186.1	ENSPTRG00000012403.3
OG0000154	ENSXETG00000014451.1	ENSPTRG00000043801.1
OG0000154	ENSXETG00000011324.1	ENSPTRG00000019048.5, ENSPTRG00000048512.1
OG0000155	ENSXETG00000016250.1	ENSPTRG00000004754.5, ENSPTRG00000004750.6, ENSPTRG00000044231.1
OG0000155	ENSXETG00000016171.1	ENSPTRG00000004755.7, ENSPTRG00000004749.3
OG0000156	ENSXETG00000004141.1	ENSPTRG00000003683.4, ENSPTRG00000003684.3, ENSPTRG00000003685.7, ENSPTRG00000050700.1, ENSPTRG00000029617.3
OG0000158	ENSXETG00000001031.1	ENSPTRG00000010454.5
OG0000158	ENSXETG00000015274.1	ENSPTRG00000047304.1
OG0000158	ENSXETG00000020650.1, ENSXETG00000001026.1	ENSPTRG00000001017.6
OG0000159	ENSXETG00000008847.1	ENSPTRG00000047067.1
OG0000159	ENSXETG00000008449.1, ENSXETG00000008452.1	ENSPTRG00000050283.1, ENSPTRG00000042669.1, ENSPTRG00000042977.1, ENSPTRG00000052527.1, ENSPTRG00000042833.1, ENSPTRG00000052579.1, ENSPTRG00000043139.1, ENSPTRG00000050238.1
OG0000160	ENSXETG00000008293.1, ENSXETG00000008355.1	ENSPTRG00000018016.4, ENSPTRG00000018029.6, ENSPTRG00000018028.6
OG0000162	ENSXETG00000010611.1	ENSPTRG00000002016.6, ENSPTRG00000048164.1
OG0000162	ENSXETG00000000714.1, ENSXETG00000000377.1	ENSPTRG00000043346.1
OG0000162	ENSXETG00000010146.1	ENSPTRG00000018215.6, ENSPTRG00000003869.5
OG0000163	ENSXETG00000007916.1	ENSPTRG00000000723.7
OG0000163	ENSXETG00000019027.1	ENSPTRG00000010506.5
OG0000163	ENSXETG00000000198.1	ENSPTRG00000020830.7
OG0000169	ENSXETG00000003385.1	ENSPTRG00000022593.5, ENSPTRG00000047939.1
OG0000169	ENSXETG00000019135.1	ENSPTRG00000000573.6
OG0000169	ENSXETG00000014902.1	ENSPTRG00000013531.5
OG0000171	ENSXETG00000002747.1, ENSXETG00000008984.1, ENSXETG00000002772.1, ENSXETG00000002585.1, ENSXETG00000001584.1	ENSPTRG00000041356.2, ENSPTRG00000039360.2, ENSPTRG00000049233.1
OG0000172	ENSXETG00000003587.1	ENSPTRG00000015341.6
OG0000172	ENSXETG00000014061.1	ENSPTRG00000001933.6
OG0000172	ENSXETG00000019930.1	ENSPTRG00000041884.2
OG0000172	ENSXETG00000009655.1	ENSPTRG00000022438.5
OG0000173	ENSXETG00000006385.1	ENSPTRG00000020494.6
OG0000174	ENSXETG00000013730.1	ENSPTRG00000021945.4
OG0000174	ENSXETG00000020300.1	ENSPTRG00000002267.7
OG0000174	ENSXETG00000009711.1	ENSPTRG00000014889.5
OG0000179	ENSXETG00000010826.1	ENSPTRG00000029843.3, ENSPTRG00000002722.7, ENSPTRG00000002725.6, ENSPTRG00000002732.6
OG0000180	ENSXETG00000018996.1	ENSPTRG00000003616.4
OG0000181	ENSXETG00000015307.1, ENSXETG00000016035.1	ENSPTRG00000030826.3, ENSPTRG00000000168.6
OG0000183	ENSXETG00000016403.1	ENSPTRG00000000857.4
OG0000183	ENSXETG00000015211.1	ENSPTRG00000015247.3
OG0000183	ENSXETG00000007699.1	ENSPTRG00000004489.5
OG0000183	ENSXETG00000007683.1	ENSPTRG00000004488.5
OG0000184	ENSXETG00000016856.1	ENSPTRG00000016855.4
OG0000184	ENSXETG00000017083.1	ENSPTRG00000007258.3
OG0000184	ENSXETG00000015623.1	ENSPTRG00000001420.4
OG0000184	ENSXETG00000016639.1	ENSPTRG00000041761.2, ENSPTRG00000049419.1
OG0000185	ENSXETG00000010784.1	ENSPTRG00000002066.5
OG0000185	ENSXETG00000018795.1	ENSPTRG00000019651.5, ENSPTRG00000015051.5
OG0000185	ENSXETG00000006389.1	ENSPTRG00000004891.4
OG0000186	ENSXETG00000006246.1	ENSPTRG00000015883.6
OG0000186	ENSXETG00000017988.1	ENSPTRG00000017377.6
OG0000186	ENSXETG00000021374.1	ENSPTRG00000003065.6
OG0000186	ENSXETG00000020407.1	ENSPTRG00000042450.2
OG0000187	ENSXETG00000018919.1	ENSPTRG00000001112.6
OG0000187	ENSXETG00000015187.1, ENSXETG00000017358.1	ENSPTRG00000014922.5
OG0000188	ENSXETG00000013051.1	ENSPTRG00000010404.7, ENSPTRG00000010403.7, ENSPTRG00000039006.2
OG0000193	ENSXETG00000019382.1	ENSPTRG00000005408.4
OG0000193	ENSXETG00000019970.1	ENSPTRG00000008954.6
OG0000194	ENSXETG00000000522.1	ENSPTRG00000034469.3
OG0000194	ENSXETG00000016715.1	ENSPTRG00000004775.5
OG0000194	ENSXETG00000010792.1	ENSPTRG00000001140.5
OG0000196	ENSXETG00000010133.1	ENSPTRG00000006118.7, ENSPTRG00000039710.2, ENSPTRG00000043469.1, ENSPTRG00000045559.1, ENSPTRG00000043496.1
OG0000197	ENSXETG00000000704.1	ENSPTRG00000016622.6
OG0000197	ENSXETG00000007896.1	ENSPTRG00000017505.6
OG0000197	ENSXETG00000002827.1	ENSPTRG00000004118.5
OG0000197	ENSXETG00000021187.1	ENSPTRG00000022250.5
OG0000198	ENSXETG00000010403.1	ENSPTRG00000000527.6
OG0000198	ENSXETG00000017810.1	ENSPTRG00000020622.7
OG0000198	ENSXETG00000005350.1	ENSPTRG00000000528.4
OG0000199	ENSXETG00000009721.1	ENSPTRG00000001152.7
OG0000199	ENSXETG00000007730.1	ENSPTRG00000011041.5
OG0000199	ENSXETG00000009444.1	ENSPTRG00000048477.1
OG0000200	ENSXETG00000012495.1	ENSPTRG00000021001.6
OG0000200	ENSXETG00000018710.1	ENSPTRG00000010273.3
OG0000201	ENSXETG00000013252.1	ENSPTRG00000001935.5
OG0000201	ENSXETG00000004668.1	ENSPTRG00000047427.1, ENSPTRG00000022404.6
OG0000201	ENSXETG00000006150.1	ENSPTRG00000002296.4
OG0000201	ENSXETG00000017674.1	ENSPTRG00000014594.4
OG0000202	ENSXETG00000008638.1	ENSPTRG00000017477.6
OG0000202	ENSXETG00000017325.1	ENSPTRG00000039291.2, ENSPTRG00000003058.7
OG0000202	ENSXETG00000017824.1	ENSPTRG00000047103.1
OG0000203	ENSXETG00000018733.1	ENSPTRG00000016900.6
OG0000203	ENSXETG00000007825.1	ENSPTRG00000010470.5
OG0000203	ENSXETG00000017823.1	ENSPTRG00000000831.6
OG0000203	ENSXETG00000015659.1	ENSPTRG00000010699.6
OG0000204	ENSXETG00000005102.1	ENSPTRG00000009183.3
OG0000205	ENSXETG00000017816.1, ENSXETG00000019929.1, ENSXETG00000019612.1, ENSXETG00000019613.1, ENSXETG00000019129.1, ENSXETG00000019124.1, ENSXETG00000017955.1, ENSXETG00000017259.1	ENSPTRG00000042784.1, ENSPTRG00000029833.4, ENSPTRG00000029834.4, ENSPTRG00000002733.4, ENSPTRG00000002736.6
OG0000212	ENSXETG00000013979.1	ENSPTRG00000024045.4
OG0000212	ENSXETG00000009573.1	ENSPTRG00000008812.5
OG0000212	ENSXETG00000010843.1, ENSXETG00000006989.1, ENSXETG00000006782.1, ENSXETG00000016178.1, ENSXETG00000016028.1, ENSXETG00000010836.1	ENSPTRG00000005430.5
OG0000213	ENSXETG00000017448.1	ENSPTRG00000052476.1
OG0000213	ENSXETG00000006311.1	ENSPTRG00000042820.1, ENSPTRG00000022380.6, ENSPTRG00000016024.4, ENSPTRG00000051998.1
OG0000214	ENSXETG00000008364.1, ENSXETG00000008358.1, ENSXETG00000008520.1, ENSXETG00000008531.1, ENSXETG00000008517.1	ENSPTRG00000001525.2, ENSPTRG00000001527.7
OG0000216	ENSXETG00000015858.1	ENSPTRG00000045090.1, ENSPTRG00000048529.1, ENSPTRG00000044197.1, ENSPTRG00000046887.1, ENSPTRG00000044997.1, ENSPTRG00000045640.1, ENSPTRG00000046928.1
OG0000217	ENSXETG00000004963.1	ENSPTRG00000016383.6, ENSPTRG00000017414.6
OG0000217	ENSXETG00000020463.1	ENSPTRG00000051317.1
OG0000217	ENSXETG00000005020.1	ENSPTRG00000002643.7
OG0000218	ENSXETG00000017842.1	ENSPTRG00000002669.6
OG0000218	ENSXETG00000018205.1	ENSPTRG00000044219.1, ENSPTRG00000030424.4, ENSPTRG00000045529.1, ENSPTRG00000045366.1, ENSPTRG00000049708.1, ENSPTRG00000049820.1, ENSPTRG00000046562.1, ENSPTRG00000039784.2
OG0000219	ENSXETG00000003450.1, ENSXETG00000003411.1, ENSXETG00000003399.1	ENSPTRG00000042894.1, ENSPTRG00000052507.1, ENSPTRG00000049060.1, ENSPTRG00000052287.1, ENSPTRG00000046356.1, ENSPTRG00000048493.1, ENSPTRG00000045873.1, ENSPTRG00000048116.1
OG0000220	ENSXETG00000017316.1	ENSPTRG00000034497.3
OG0000220	ENSXETG00000004282.1	ENSPTRG00000017985.7
OG0000221	ENSXETG00000005948.1	ENSPTRG00000043932.1
OG0000221	ENSXETG00000017601.1	ENSPTRG00000047405.1
OG0000221	ENSXETG00000017525.1	ENSPTRG00000020631.6
OG0000222	ENSXETG00000002117.1	ENSPTRG00000004592.6
OG0000222	ENSXETG00000010104.1	ENSPTRG00000048657.1
OG0000222	ENSXETG00000014664.1	ENSPTRG00000015646.4
OG0000223	ENSXETG00000007130.1	ENSPTRG00000015542.6
OG0000223	ENSXETG00000020179.1	ENSPTRG00000005982.6
OG0000223	ENSXETG00000019161.1	ENSPTRG00000022280.6
OG0000224	ENSXETG00000011029.1	ENSPTRG00000004681.5
OG0000224	ENSXETG00000016587.1	ENSPTRG00000047244.1, ENSPTRG00000045241.1, ENSPTRG00000046217.1, ENSPTRG00000052534.1, ENSPTRG00000043477.1, ENSPTRG00000006456.7
OG0000225	ENSXETG00000019507.1	ENSPTRG00000045752.1, ENSPTRG00000002518.6
OG0000225	ENSXETG00000005862.1	ENSPTRG00000043976.1
OG0000226	ENSXETG00000011873.1	ENSPTRG00000016386.5
OG0000226	ENSXETG00000011901.1	ENSPTRG00000016389.4
OG0000226	ENSXETG00000001154.1	ENSPTRG00000002641.5
OG0000226	ENSXETG00000006863.1	ENSPTRG00000017419.7
OG0000227	ENSXETG00000007528.1, ENSXETG00000007531.1	ENSPTRG00000003908.4
OG0000227	ENSXETG00000014274.1	ENSPTRG00000048582.1, ENSPTRG00000013329.4, ENSPTRG00000046564.1
OG0000228	ENSXETG00000020318.1, ENSXETG00000017050.1	ENSPTRG00000017883.6, ENSPTRG00000017649.4
OG0000229	ENSXETG00000020051.1	ENSPTRG00000015054.6
OG0000229	ENSXETG00000017968.1	ENSPTRG00000019671.6
OG0000229	ENSXETG00000009076.1	ENSPTRG00000047682.1
OG0000230	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1	ENSPTRG00000051840.1, ENSPTRG00000044041.1, ENSPTRG00000000922.5, ENSPTRG00000000923.7
OG0000231	ENSXETG00000003746.1, ENSXETG00000003457.1	ENSPTRG00000016107.5, ENSPTRG00000016102.6, ENSPTRG00000016101.3, ENSPTRG00000016104.4
OG0000232	ENSXETG00000007972.1	ENSPTRG00000046549.1
OG0000233	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1	ENSPTRG00000006731.5
OG0000235	ENSXETG00000005729.1	ENSPTRG00000017494.7
OG0000235	ENSXETG00000000336.1	ENSPTRG00000016030.4
OG0000235	ENSXETG00000018705.1	ENSPTRG00000006831.6
OG0000236	ENSXETG00000012146.1	ENSPTRG00000051435.1, ENSPTRG00000003974.5
OG0000236	ENSXETG00000020628.1	ENSPTRG00000008872.7
OG0000236	ENSXETG00000016646.1	ENSPTRG00000008874.6
OG0000237	ENSXETG00000004224.1	ENSPTRG00000011926.7
OG0000237	ENSXETG00000015313.1	ENSPTRG00000041132.2, ENSPTRG00000003809.6
OG0000237	ENSXETG00000002503.1	ENSPTRG00000047264.1
OG0000238	ENSXETG00000011108.1	ENSPTRG00000017513.6
OG0000238	ENSXETG00000019846.1	ENSPTRG00000020090.6
OG0000238	ENSXETG00000021205.1	ENSPTRG00000003048.6
OG0000239	ENSXETG00000006923.1	ENSPTRG00000005625.4
OG0000239	ENSXETG00000006853.1	ENSPTRG00000005627.5
OG0000240	ENSXETG00000011527.1	ENSPTRG00000016154.4
OG0000240	ENSXETG00000011534.1	ENSPTRG00000016155.4, ENSPTRG00000016160.6, ENSPTRG00000016159.3, ENSPTRG00000016163.5, ENSPTRG00000016161.4, ENSPTRG00000016157.5
OG0000241	ENSXETG00000020004.1	ENSPTRG00000052785.1, ENSPTRG00000002675.5, ENSPTRG00000021080.6, ENSPTRG00000046269.1
OG0000242	ENSXETG00000020338.1	ENSPTRG00000012929.4
OG0000242	ENSXETG00000000870.1	ENSPTRG00000019889.5
OG0000243	ENSXETG00000006946.1	ENSPTRG00000010697.4
OG0000243	ENSXETG00000020228.1	ENSPTRG00000016898.6
OG0000243	ENSXETG00000001595.1	ENSPTRG00000000732.4
OG0000243	ENSXETG00000010363.1	ENSPTRG00000010497.4
OG0000244	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1	ENSPTRG00000004218.5, ENSPTRG00000023318.5, ENSPTRG00000004219.5, ENSPTRG00000004220.4
OG0000245	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1	ENSPTRG00000003264.3, ENSPTRG00000003261.3, ENSPTRG00000003265.3, ENSPTRG00000003263.5
OG0000248	ENSXETG00000010083.1	ENSPTRG00000045129.1, ENSPTRG00000012104.3
OG0000248	ENSXETG00000006985.1	ENSPTRG00000002572.6
OG0000249	ENSXETG00000002496.1	ENSPTRG00000046601.1
OG0000249	ENSXETG00000021074.1	ENSPTRG00000006715.6
OG0000249	ENSXETG00000001564.1	ENSPTRG00000002037.6
OG0000250	ENSXETG00000008146.1	ENSPTRG00000008223.6
OG0000250	ENSXETG00000004651.1	ENSPTRG00000009979.6
OG0000251	ENSXETG00000011220.1	ENSPTRG00000023648.4
OG0000252	ENSXETG00000012165.1	ENSPTRG00000016315.5
OG0000252	ENSXETG00000020699.1	ENSPTRG00000002631.6
OG0000252	ENSXETG00000003011.1	ENSPTRG00000020059.6
OG0000253	ENSXETG00000006191.1	ENSPTRG00000018325.4
OG0000253	ENSXETG00000019749.1	ENSPTRG00000000465.7
OG0000253	ENSXETG00000018435.1	ENSPTRG00000020635.6
OG0000254	ENSXETG00000001012.1	ENSPTRG00000016607.5
OG0000254	ENSXETG00000013285.1	ENSPTRG00000017439.4
OG0000254	ENSXETG00000016346.1	ENSPTRG00000021679.6
OG0000255	ENSXETG00000013213.1	ENSPTRG00000008923.5
OG0000255	ENSXETG00000018977.1	ENSPTRG00000021201.6
OG0000256	ENSXETG00000013775.1	ENSPTRG00000002324.6
OG0000256	ENSXETG00000002046.1	ENSPTRG00000004905.3
OG0000257	ENSXETG00000004328.1	ENSPTRG00000005701.4
OG0000257	ENSXETG00000011300.1	ENSPTRG00000042231.2
OG0000257	ENSXETG00000004626.1	ENSPTRG00000020011.4
OG0000258	ENSXETG00000006560.1	ENSPTRG00000000641.6
OG0000258	ENSXETG00000008571.1	ENSPTRG00000049728.1, ENSPTRG00000010328.6
OG0000258	ENSXETG00000018391.1	ENSPTRG00000020773.7
OG0000259	ENSXETG00000017735.1	ENSPTRG00000042479.2, ENSPTRG00000019716.6, ENSPTRG00000045687.1, ENSPTRG00000043419.1, ENSPTRG00000002246.7, ENSPTRG00000046759.1, ENSPTRG00000019718.5
OG0000260	ENSXETG00000021128.1	ENSPTRG00000043703.1, ENSPTRG00000043260.1, ENSPTRG00000003059.7, ENSPTRG00000051088.1, ENSPTRG00000045272.1, ENSPTRG00000051804.1, ENSPTRG00000052844.1, ENSPTRG00000040575.2, ENSPTRG00000006297.5
OG0000262	ENSXETG00000010414.1, ENSXETG00000000909.1	ENSPTRG00000052742.1
OG0000263	ENSXETG00000003414.1	ENSPTRG00000011924.7
OG0000263	ENSXETG00000007597.1	ENSPTRG00000011000.6
OG0000263	ENSXETG00000011850.1	ENSPTRG00000003936.5
OG0000264	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1	ENSPTRG00000010464.5, ENSPTRG00000010467.4, ENSPTRG00000010463.5
OG0000265	ENSXETG00000019869.1	ENSPTRG00000007364.6
OG0000265	ENSXETG00000015123.1	ENSPTRG00000021017.6
OG0000265	ENSXETG00000013807.1	ENSPTRG00000048954.1, ENSPTRG00000045999.1, ENSPTRG00000044177.1, ENSPTRG00000045783.1, ENSPTRG00000043590.1, ENSPTRG00000042737.1, ENSPTRG00000010215.6
OG0000267	ENSXETG00000017080.1	ENSPTRG00000004957.6
OG0000267	ENSXETG00000000342.1	ENSPTRG00000014704.6
OG0000267	ENSXETG00000017688.1	ENSPTRG00000012579.6
OG0000268	ENSXETG00000006436.1	ENSPTRG00000050218.1, ENSPTRG00000030400.4, ENSPTRG00000045447.1, ENSPTRG00000046913.1, ENSPTRG00000051994.1, ENSPTRG00000045113.1, ENSPTRG00000043442.1, ENSPTRG00000048966.1
OG0000269	ENSXETG00000011516.1	ENSPTRG00000023788.4
OG0000269	ENSXETG00000021111.1	ENSPTRG00000018034.6
OG0000269	ENSXETG00000014639.1	ENSPTRG00000021527.5
OG0000270	ENSXETG00000019081.1	ENSPTRG00000001256.6
OG0000270	ENSXETG00000019723.1	ENSPTRG00000007516.7
OG0000270	ENSXETG00000011675.1	ENSPTRG00000016775.3
OG0000271	ENSXETG00000007593.1	ENSPTRG00000001749.6
OG0000271	ENSXETG00000000143.1	ENSPTRG00000021608.6
OG0000271	ENSXETG00000011915.1	ENSPTRG00000010561.7
OG0000272	ENSXETG00000012200.1, ENSXETG00000012383.1	ENSPTRG00000024324.5, ENSPTRG00000044403.1, ENSPTRG00000023956.4
OG0000273	ENSXETG00000010489.1	ENSPTRG00000006626.7
OG0000273	ENSXETG00000005414.1	ENSPTRG00000011185.6, ENSPTRG00000043067.1
OG0000274	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1	ENSPTRG00000007530.6, ENSPTRG00000031328.5
OG0000274	ENSXETG00000004493.1	ENSPTRG00000042679.1, ENSPTRG00000049822.1, ENSPTRG00000047721.1, ENSPTRG00000043560.1
OG0000275	ENSXETG00000014470.1	ENSPTRG00000013529.6
OG0000275	ENSXETG00000019120.1	ENSPTRG00000011641.6
OG0000275	ENSXETG00000003971.1	ENSPTRG00000048115.1, ENSPTRG00000048725.1, ENSPTRG00000044170.1
OG0000276	ENSXETG00000017420.1	ENSPTRG00000045995.1
OG0000276	ENSXETG00000008955.1	ENSPTRG00000008792.4
OG0000277	ENSXETG00000010211.1	ENSPTRG00000002478.7
OG0000277	ENSXETG00000006646.1	ENSPTRG00000016244.6
OG0000278	ENSXETG00000018948.1	ENSPTRG00000052699.1, ENSPTRG00000028317.3, ENSPTRG00000011617.6
OG0000278	ENSXETG00000013966.1	ENSPTRG00000028234.3, ENSPTRG00000044050.1, ENSPTRG00000045552.1
OG0000279	ENSXETG00000014849.1, ENSXETG00000014835.1	ENSPTRG00000048077.1, ENSPTRG00000015290.3
OG0000280	ENSXETG00000015175.1	ENSPTRG00000011488.4
OG0000280	ENSXETG00000011446.1	ENSPTRG00000001832.7
OG0000280	ENSXETG00000005375.1	ENSPTRG00000003166.7
OG0000281	ENSXETG00000017328.1	ENSPTRG00000014682.5
OG0000281	ENSXETG00000017660.1	ENSPTRG00000005071.5
OG0000282	ENSXETG00000000320.1	ENSPTRG00000052634.1
OG0000282	ENSXETG00000017175.1	ENSPTRG00000009468.6
OG0000283	ENSXETG00000015610.1	ENSPTRG00000017049.5
OG0000283	ENSXETG00000002253.1	ENSPTRG00000051894.1, ENSPTRG00000050039.1, ENSPTRG00000000770.5, ENSPTRG00000034205.3, ENSPTRG00000043218.1
OG0000283	ENSXETG00000011136.1	ENSPTRG00000045510.1
OG0000284	ENSXETG00000008098.1	ENSPTRG00000050410.1, ENSPTRG00000052387.1, ENSPTRG00000045505.1, ENSPTRG00000046782.1, ENSPTRG00000046353.1, ENSPTRG00000049574.1, ENSPTRG00000010012.6
OG0000285	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1	ENSPTRG00000052517.1, ENSPTRG00000051239.1, ENSPTRG00000048122.1, ENSPTRG00000003110.6, ENSPTRG00000044016.1, ENSPTRG00000003112.5, ENSPTRG00000003111.7
OG0000286	ENSXETG00000021167.1	ENSPTRG00000052524.1, ENSPTRG00000039179.2, ENSPTRG00000044556.1, ENSPTRG00000009628.5
OG0000292	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1	ENSPTRG00000051788.1
OG0000292	ENSXETG00000020867.1	ENSPTRG00000034246.3
OG0000293	ENSXETG00000016432.1	ENSPTRG00000018748.6
OG0000293	ENSXETG00000009916.1	ENSPTRG00000043871.1
OG0000293	ENSXETG00000004676.1	ENSPTRG00000050370.1, ENSPTRG00000004259.5
OG0000294	ENSXETG00000004993.1	ENSPTRG00000048144.1, ENSPTRG00000004626.6, ENSPTRG00000004624.5, ENSPTRG00000000623.6, ENSPTRG00000008672.6
OG0000295	ENSXETG00000016663.1	ENSPTRG00000011788.6
OG0000295	ENSXETG00000012992.1	ENSPTRG00000038645.2, ENSPTRG00000049414.1, ENSPTRG00000005448.5
OG0000296	ENSXETG00000018300.1	ENSPTRG00000018012.7
OG0000296	ENSXETG00000014667.1	ENSPTRG00000021374.7
OG0000296	ENSXETG00000016124.1	ENSPTRG00000001611.5
OG0000297	ENSXETG00000016860.1	ENSPTRG00000018087.7
OG0000297	ENSXETG00000009868.1	ENSPTRG00000011262.5
OG0000297	ENSXETG00000020500.1	ENSPTRG00000004536.6
OG0000297	ENSXETG00000003913.1	ENSPTRG00000003327.6
OG0000298	ENSXETG00000021253.1	ENSPTRG00000020292.5
OG0000298	ENSXETG00000001879.1	ENSPTRG00000000454.4
OG0000298	ENSXETG00000010934.1	ENSPTRG00000018568.7
OG0000299	ENSXETG00000013219.1	ENSPTRG00000010044.7
OG0000299	ENSXETG00000010139.1	ENSPTRG00000007090.5
OG0000299	ENSXETG00000014015.1	ENSPTRG00000045423.1
OG0000300	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1	ENSPTRG00000044502.1, ENSPTRG00000014166.5, ENSPTRG00000014160.6, ENSPTRG00000045736.1
OG0000301	ENSXETG00000007951.1	ENSPTRG00000008581.6
OG0000301	ENSXETG00000001507.1	ENSPTRG00000007941.6
OG0000301	ENSXETG00000012638.1	ENSPTRG00000005437.6
OG0000302	ENSXETG00000018631.1	ENSPTRG00000052452.1, ENSPTRG00000046540.1, ENSPTRG00000050928.1, ENSPTRG00000047310.1, ENSPTRG00000048694.1
OG0000303	ENSXETG00000004738.1	ENSPTRG00000039502.2
OG0000303	ENSXETG00000005746.1	ENSPTRG00000007605.3
OG0000304	ENSXETG00000002057.1, ENSXETG00000002052.1, ENSXETG00000002096.1	ENSPTRG00000050403.1, ENSPTRG00000014306.6, ENSPTRG00000014308.5
OG0000305	ENSXETG00000014441.1	ENSPTRG00000044359.1, ENSPTRG00000048423.1, ENSPTRG00000001062.5, ENSPTRG00000001061.6, ENSPTRG00000001060.5, ENSPTRG00000043733.1, ENSPTRG00000042967.1
OG0000306	ENSXETG00000017572.1	ENSPTRG00000018059.5
OG0000306	ENSXETG00000020955.1	ENSPTRG00000043957.1
OG0000306	ENSXETG00000006386.1	ENSPTRG00000017612.6
OG0000306	ENSXETG00000019693.1	ENSPTRG00000014576.6
OG0000307	ENSXETG00000007714.1	ENSPTRG00000046340.1, ENSPTRG00000014511.6
OG0000307	ENSXETG00000000244.1	ENSPTRG00000014895.7
OG0000307	ENSXETG00000014224.1	ENSPTRG00000001044.3
OG0000308	ENSXETG00000012376.1, ENSXETG00000001161.1, ENSXETG00000010454.1, ENSXETG00000019038.1, ENSXETG00000012335.1, ENSXETG00000001392.1, ENSXETG00000010412.1	ENSPTRG00000010373.6
OG0000309	ENSXETG00000006366.1, ENSXETG00000006238.1	ENSPTRG00000043184.1, ENSPTRG00000000405.4
OG0000310	ENSXETG00000011401.1, ENSXETG00000011357.1	ENSPTRG00000018262.6
OG0000311	ENSXETG00000015032.1, ENSXETG00000015059.1, ENSXETG00000003753.1, ENSXETG00000015079.1, ENSXETG00000015102.1	ENSPTRG00000048851.1, ENSPTRG00000050306.1, ENSPTRG00000042891.1, ENSPTRG00000046310.1
OG0000318	ENSXETG00000015360.1	ENSPTRG00000008714.5
OG0000318	ENSXETG00000008000.1	ENSPTRG00000000075.5
OG0000318	ENSXETG00000014115.1	ENSPTRG00000004580.5
OG0000319	ENSXETG00000019493.1, ENSXETG00000020225.1, ENSXETG00000013274.1, ENSXETG00000011202.1, ENSXETG00000001951.1, ENSXETG00000001892.1, ENSXETG00000011244.1, ENSXETG00000001942.1, ENSXETG00000005642.1, ENSXETG00000005954.1, ENSXETG00000016909.1, ENSXETG00000010311.1, ENSXETG00000016816.1, ENSXETG00000012539.1, ENSXETG00000016807.1	ENSPTRG00000014554.4, ENSPTRG00000045184.1
OG0000320	ENSXETG00000004460.1	ENSPTRG00000015293.5
OG0000320	ENSXETG00000019808.1	ENSPTRG00000000471.7
OG0000321	ENSXETG00000002464.1	ENSPTRG00000007030.7
OG0000321	ENSXETG00000018058.1	ENSPTRG00000010300.3
OG0000321	ENSXETG00000003776.1	ENSPTRG00000020955.5
OG0000322	ENSXETG00000011531.1	ENSPTRG00000049333.1
