Orthogroup	X_tropicalis.pep	N_naja.pep
OG0000221	ENSXETG00000005948.1	Nana02364-RA
OG0000221	ENSXETG00000017525.1	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC
OG0000222	ENSXETG00000002117.1	Nana11085-RA
OG0000222	ENSXETG00000014664.1	Nana20656-RA
OG0000223	ENSXETG00000007130.1	Nana20407-RB, Nana20407-RA
OG0000223	ENSXETG00000020179.1	Nana26323-RA
OG0000223	ENSXETG00000019161.1	Nana32618-RA, Nana32618-RB
OG0000224	ENSXETG00000016587.1	Nana37623-RA
OG0000225	ENSXETG00000005862.1	Nana15500-RA
OG0000226	ENSXETG00000011901.1	Nana18637-RA
OG0000226	ENSXETG00000001154.1	Nana18820-RA
OG0000226	ENSXETG00000006863.1	Nana08824-RA
OG0000227	ENSXETG00000007528.1, ENSXETG00000007531.1	Nana35841-RA, Nana35618-RA, Nana38300-RA
OG0000227	ENSXETG00000014274.1	Nana15538-RA
OG0000228	ENSXETG00000020318.1, ENSXETG00000017050.1	Nana07844-RA, Nana07842-RA
OG0000229	ENSXETG00000020051.1	Nana08354-RA, Nana08354-RB
OG0000229	ENSXETG00000017968.1	Nana27867-RA, Nana27867-RB, Nana27867-RC
OG0000229	ENSXETG00000009076.1	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD
OG0000230	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1	Nana14830-RA
OG0000231	ENSXETG00000003746.1, ENSXETG00000003457.1	Nana22724-RA, Nana22723-RA
OG0000232	ENSXETG00000021088.1, ENSXETG00000020624.1	Nana04337-RA
OG0000232	ENSXETG00000002336.1	Nana04335-RA
OG0000233	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1	Nana22819-RA, Nana16302-RA
OG0000235	ENSXETG00000000336.1	Nana18677-RA
OG0000235	ENSXETG00000011927.1	Nana32730-RA
OG0000235	ENSXETG00000018705.1	Nana26056-RA, Nana09225-RA
OG0000236	ENSXETG00000012146.1	Nana04020-RA, Nana04017-RA
OG0000236	ENSXETG00000020628.1	Nana00165-RA
OG0000237	ENSXETG00000004224.1	Nana00862-RB, Nana00862-RA
OG0000237	ENSXETG00000015313.1	Nana35961-RA
OG0000237	ENSXETG00000002503.1	Nana30903-RC
OG0000238	ENSXETG00000011108.1	Nana09145-RA
OG0000238	ENSXETG00000019846.1	Nana28341-RB, Nana28341-RA
OG0000238	ENSXETG00000021205.1	Nana19499-RA
OG0000239	ENSXETG00000006923.1	Nana35381-RA
OG0000239	ENSXETG00000006765.1	Nana35358-RA, Nana35357-RA
OG0000240	ENSXETG00000011527.1	Nana22799-RA
OG0000241	ENSXETG00000020004.1	Nana11741-RA, Nana06412-RA, Nana06410-RA
OG0000242	ENSXETG00000020338.1	Nana03921-RA, Nana03921-RB
OG0000242	ENSXETG00000000870.1	Nana21215-RB, Nana21215-RA
OG0000243	ENSXETG00000006946.1	Nana06066-RA
OG0000243	ENSXETG00000010363.1	Nana10898-RA
OG0000244	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1	Nana25243-RA, Nana25241-RA, Nana25242-RA
OG0000245	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1	Nana25599-RA, Nana24950-RA
OG0000248	ENSXETG00000010083.1	Nana27998-RA, Nana27998-RC, Nana27998-RB
OG0000248	ENSXETG00000006985.1	Nana19165-RE, Nana19165-RG, Nana19165-RF
OG0000249	ENSXETG00000002496.1	Nana30900-RA, Nana30900-RB
OG0000249	ENSXETG00000021074.1	Nana05664-RA, Nana05665-RA
OG0000249	ENSXETG00000001564.1	Nana01260-RA
OG0000250	ENSXETG00000008146.1	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF
OG0000250	ENSXETG00000004651.1	Nana22704-RA
OG0000251	ENSXETG00000011220.1	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA
OG0000252	ENSXETG00000003011.1	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	ENSXETG00000006191.1	Nana02349-RA
OG0000253	ENSXETG00000019749.1	Nana29904-RA
OG0000253	ENSXETG00000018435.1	Nana17092-RA
OG0000254	ENSXETG00000001012.1	Nana18269-RA
OG0000255	ENSXETG00000001785.1	Nana23756-RA, Nana38961-RA
OG0000255	ENSXETG00000018977.1	Nana11387-RA, Nana11387-RB
OG0000256	ENSXETG00000013775.1	Nana21478-RA
OG0000256	ENSXETG00000002046.1	Nana09918-RA
OG0000257	ENSXETG00000004328.1	Nana25143-RA, Nana25143-RB
OG0000257	ENSXETG00000011300.1	Nana08771-RA, Nana08770-RA
OG0000257	ENSXETG00000004626.1	Nana18134-RA
OG0000258	ENSXETG00000006560.1	Nana14360-RA
OG0000258	ENSXETG00000008571.1	Nana14362-RA
OG0000258	ENSXETG00000018391.1	Nana11548-RA, Nana11548-RB
OG0000259	ENSXETG00000017735.1	Nana27545-RA
OG0000260	ENSXETG00000021128.1	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	ENSXETG00000010414.1	Nana30565-RA
OG0000262	ENSXETG00000000909.1	Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA
OG0000263	ENSXETG00000003414.1	Nana00869-RA
OG0000263	ENSXETG00000007597.1	Nana30949-RB, Nana30949-RA
OG0000263	ENSXETG00000011850.1	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC
OG0000264	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA
OG0000265	ENSXETG00000019869.1	Nana33278-RA
OG0000265	ENSXETG00000015123.1	Nana11640-RA
OG0000265	ENSXETG00000013807.1	Nana06155-RB
OG0000267	ENSXETG00000017080.1	Nana10107-RA
OG0000267	ENSXETG00000000342.1	Nana22007-RB, Nana22007-RA
OG0000267	ENSXETG00000017688.1	Nana03512-RA, Nana03511-RA
OG0000269	ENSXETG00000011516.1	Nana15310-RA
OG0000269	ENSXETG00000021111.1	Nana39317-RA
OG0000269	ENSXETG00000014639.1	Nana37082-RA
OG0000270	ENSXETG00000019081.1	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000270	ENSXETG00000011675.1	Nana12457-RC, Nana12457-RB
OG0000271	ENSXETG00000007593.1	Nana15162-RA
OG0000271	ENSXETG00000000143.1	Nana36409-RA
OG0000271	ENSXETG00000011915.1	Nana09261-RA
OG0000272	ENSXETG00000012200.1, ENSXETG00000012383.1	Nana23527-RA, Nana23525-RA
OG0000273	ENSXETG00000010489.1	Nana00985-RA
OG0000273	ENSXETG00000005414.1	Nana36009-RA
OG0000274	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1	Nana34633-RA
OG0000274	ENSXETG00000004493.1	Nana15793-RA
OG0000275	ENSXETG00000014470.1	Nana13678-RA
OG0000275	ENSXETG00000019120.1	Nana02542-RA
OG0000275	ENSXETG00000003971.1	Nana16692-RB
OG0000276	ENSXETG00000017420.1	Nana33742-RA
OG0000276	ENSXETG00000008955.1, ENSXETG00000009120.1	Nana09391-RA
OG0000277	ENSXETG00000010211.1	Nana26757-RA
OG0000278	ENSXETG00000018948.1	Nana25910-RA
OG0000279	ENSXETG00000014849.1, ENSXETG00000014835.1	Nana11030-RA
OG0000280	ENSXETG00000015175.1	Nana23628-RA
OG0000280	ENSXETG00000011446.1	Nana13941-RA
OG0000280	ENSXETG00000005375.1	Nana04357-RB, Nana04357-RA
OG0000281	ENSXETG00000017328.1	Nana21935-RA
OG0000283	ENSXETG00000015610.1	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000283	ENSXETG00000002253.1	Nana14544-RA
OG0000283	ENSXETG00000011136.1	Nana06082-RA
OG0000284	ENSXETG00000008098.1	Nana12586-RA
OG0000285	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1	Nana04258-RA
OG0000286	ENSXETG00000021167.1	Nana09528-RA
OG0000292	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1	Nana29552-RA
OG0000292	ENSXETG00000020867.1	Nana07924-RA
OG0000293	ENSXETG00000016432.1	Nana01719-RA
OG0000293	ENSXETG00000004676.1	Nana25181-RA, Nana25181-RB
OG0000294	ENSXETG00000004993.1	Nana18732-RA, Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA, Nana39222-RB
OG0000295	ENSXETG00000016663.1	Nana01313-RA
OG0000295	ENSXETG00000012992.1	Nana04030-RA, Nana34783-RB, Nana34783-RA
OG0000296	ENSXETG00000014667.1	Nana36992-RA
OG0000296	ENSXETG00000016124.1	Nana15316-RA
OG0000297	ENSXETG00000016860.1	Nana14277-RA
OG0000297	ENSXETG00000003913.1	Nana04470-RA
OG0000298	ENSXETG00000001879.1	Nana30244-RA
OG0000299	ENSXETG00000013219.1	Nana12513-RA
OG0000299	ENSXETG00000002062.1	Nana36294-RA
OG0000299	ENSXETG00000010139.1	Nana32739-RA
OG0000299	ENSXETG00000014015.1	Nana06165-RA
OG0000300	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1	Nana35574-RA
OG0000301	ENSXETG00000001852.1	Nana23545-RB
OG0000301	ENSXETG00000001507.1	Nana23545-RC
OG0000301	ENSXETG00000012638.1	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	ENSXETG00000018631.1	Nana32411-RA
OG0000303	ENSXETG00000004738.1	Nana09584-RA
OG0000304	ENSXETG00000002057.1, ENSXETG00000002052.1, ENSXETG00000002096.1	Nana27334-RA
OG0000305	ENSXETG00000014441.1	Nana14316-RA, Nana14317-RA
OG0000306	ENSXETG00000006386.1	Nana10545-RA
OG0000307	ENSXETG00000007714.1	Nana29521-RA
OG0000307	ENSXETG00000000244.1	Nana08341-RA
OG0000307	ENSXETG00000014224.1	Nana14296-RA
OG0000308	ENSXETG00000012376.1, ENSXETG00000001161.1, ENSXETG00000010454.1, ENSXETG00000019038.1, ENSXETG00000012335.1, ENSXETG00000001392.1, ENSXETG00000010412.1	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	ENSXETG00000006366.1, ENSXETG00000006238.1	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD
OG0000309	ENSXETG00000005819.1, ENSXETG00000005757.1, ENSXETG00000005848.1	Nana36752-RA, Nana37048-RE
OG0000310	ENSXETG00000011401.1, ENSXETG00000011357.1	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA
OG0000311	ENSXETG00000015032.1, ENSXETG00000015059.1, ENSXETG00000003753.1, ENSXETG00000015079.1, ENSXETG00000015102.1	Nana37898-RA
OG0000318	ENSXETG00000015360.1	Nana24333-RA
OG0000318	ENSXETG00000014115.1	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	ENSXETG00000019493.1, ENSXETG00000020225.1, ENSXETG00000013274.1, ENSXETG00000011202.1, ENSXETG00000001951.1, ENSXETG00000001892.1, ENSXETG00000011244.1, ENSXETG00000001942.1, ENSXETG00000005642.1, ENSXETG00000005954.1, ENSXETG00000016909.1, ENSXETG00000010311.1, ENSXETG00000016816.1, ENSXETG00000012539.1, ENSXETG00000016807.1	Nana27917-RA, Nana27914-RA
OG0000320	ENSXETG00000004460.1	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	ENSXETG00000019808.1	Nana29840-RA
OG0000321	ENSXETG00000002464.1	Nana33059-RA
OG0000321	ENSXETG00000018058.1	Nana06396-RA
OG0000322	ENSXETG00000011531.1	Nana29546-RA
OG0000322	ENSXETG00000010179.1	Nana14262-RA, Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA
OG0000323	ENSXETG00000010084.1	Nana30376-RA
OG0000324	ENSXETG00000001053.1	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	ENSXETG00000007140.1	Nana15546-RA, Nana15547-RA, Nana39126-RA
OG0000325	ENSXETG00000020054.1	Nana36067-RA
OG0000326	ENSXETG00000001996.1	Nana02914-RA
OG0000326	ENSXETG00000008673.1	Nana02911-RA, Nana24619-RA, Nana30056-RA
OG0000327	ENSXETG00000003751.1	Nana08833-RA
OG0000327	ENSXETG00000010515.1	Nana31957-RA
OG0000327	ENSXETG00000016382.1	Nana25080-RA
OG0000328	ENSXETG00000010839.1	Nana30428-RA
OG0000328	ENSXETG00000011037.1	Nana30432-RA, Nana30431-RA, Nana30427-RA
OG0000329	ENSXETG00000003614.1	Nana37734-RA, Nana23771-RA
OG0000329	ENSXETG00000019136.1	Nana00121-RA
OG0000329	ENSXETG00000003281.1	Nana35005-RA, Nana35005-RB
OG0000331	ENSXETG00000017622.1	Nana16409-RA
OG0000331	ENSXETG00000003716.1	Nana00675-RA
OG0000333	ENSXETG00000003415.1, ENSXETG00000003364.1	Nana17554-RA
OG0000333	ENSXETG00000003429.1	Nana23569-RA
OG0000334	ENSXETG00000005639.1	Nana19999-RA, Nana26170-RC, Nana26170-RB, Nana26170-RA
OG0000335	ENSXETG00000007179.1, ENSXETG00000007202.1	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA
OG0000345	ENSXETG00000010505.1	Nana24331-RA
OG0000346	ENSXETG00000010825.1	Nana25527-RA, Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC, Nana32006-RA, Nana32006-RB
OG0000347	ENSXETG00000008226.1	Nana36343-RA
OG0000347	ENSXETG00000020166.1	Nana06408-RA
OG0000347	ENSXETG00000013128.1	Nana33238-RA
OG0000348	ENSXETG00000006447.1	Nana01275-RA
OG0000348	ENSXETG00000004061.1	Nana30929-RA, Nana30929-RB
OG0000348	ENSXETG00000017141.1	Nana05052-RA
OG0000349	ENSXETG00000018993.1	Nana17991-RA, Nana17991-RB
OG0000349	ENSXETG00000005890.1	Nana25001-RA
OG0000351	ENSXETG00000015077.1	Nana37238-RA, Nana37242-RA
OG0000352	ENSXETG00000005101.1	Nana09328-RA, Nana21757-RA
OG0000352	ENSXETG00000016217.1	Nana09329-RA
OG0000353	ENSXETG00000006193.1	Nana02273-RA
OG0000353	ENSXETG00000015897.1	Nana12569-RA
OG0000354	ENSXETG00000008303.1	Nana19605-RA
OG0000354	ENSXETG00000014145.1	Nana08689-RA
OG0000354	ENSXETG00000020954.1	Nana28391-RB, Nana28391-RA
OG0000355	ENSXETG00000019018.1	Nana20723-RA
OG0000355	ENSXETG00000013685.1	Nana20113-RA
OG0000356	ENSXETG00000006320.1	Nana18750-RA
OG0000356	ENSXETG00000021025.1	Nana32378-RA
OG0000356	ENSXETG00000010351.1	Nana25229-RA
OG0000357	ENSXETG00000006177.1	Nana24684-RA
OG0000357	ENSXETG00000016246.1	Nana24683-RA, Nana02155-RA
OG0000358	ENSXETG00000009640.1	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH
OG0000359	ENSXETG00000015780.1	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA
OG0000360	ENSXETG00000012434.1	Nana20071-RB, Nana20071-RA
OG0000360	ENSXETG00000001167.1	Nana21777-RB, Nana21777-RC
OG0000362	ENSXETG00000013823.1	Nana08859-RA
OG0000362	ENSXETG00000006225.1	Nana17545-RA
OG0000362	ENSXETG00000000258.1	Nana19211-RA
OG0000363	ENSXETG00000013046.1	Nana14195-RA, Nana14197-RA, Nana14194-RA
OG0000363	ENSXETG00000013060.1, ENSXETG00000013067.1, ENSXETG00000013076.1, ENSXETG00000013072.1	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA
OG0000364	ENSXETG00000000620.1	Nana25849-RA
OG0000365	ENSXETG00000020283.1	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA
OG0000366	ENSXETG00000017087.1, ENSXETG00000017893.1, ENSXETG00000001226.1	Nana03020-RA
OG0000367	ENSXETG00000017082.1, ENSXETG00000019720.1	Nana07833-RB, Nana07833-RA
OG0000371	ENSXETG00000001869.1	Nana20127-RA
OG0000373	ENSXETG00000009384.1	Nana36338-RA
OG0000373	ENSXETG00000017904.1	Nana06046-RA, Nana06045-RA
OG0000373	ENSXETG00000007678.1	Nana33499-RA
OG0000374	ENSXETG00000016619.1	Nana01995-RA, Nana39710-RA
OG0000374	ENSXETG00000020381.1, ENSXETG00000005703.1	Nana16757-RA
OG0000375	ENSXETG00000004359.1	Nana27993-RC, Nana27993-RB
OG0000375	ENSXETG00000010719.1	Nana15483-RA
OG0000376	ENSXETG00000021320.1	Nana03174-RA
OG0000376	ENSXETG00000018040.1	Nana22930-RA
OG0000377	ENSXETG00000009124.1	Nana06002-RA
OG0000377	ENSXETG00000017781.1	Nana32801-RA
OG0000378	ENSXETG00000011549.1	Nana23839-RA
OG0000378	ENSXETG00000014949.1, ENSXETG00000014820.1	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD
OG0000379	ENSXETG00000015837.1	Nana10577-RA
OG0000379	ENSXETG00000018338.1, ENSXETG00000020328.1	Nana14026-RA
OG0000380	ENSXETG00000019737.1	Nana04566-RA
OG0000380	ENSXETG00000007252.1	Nana14280-RA, Nana23577-RA
OG0000382	ENSXETG00000011845.1	Nana00911-RA
OG0000382	ENSXETG00000000177.1	Nana35852-RB, Nana35852-RA
OG0000382	ENSXETG00000020066.1	Nana05932-RA
OG0000383	ENSXETG00000010257.1	Nana28138-RA
OG0000383	ENSXETG00000010424.1	Nana19432-RA
OG0000385	ENSXETG00000016915.1	Nana11886-RA
OG0000385	ENSXETG00000003817.1, ENSXETG00000014294.1	Nana06186-RA
OG0000387	ENSXETG00000016930.1	Nana08133-RA, Nana08155-RA, Nana08149-RA
OG0000388	ENSXETG00000010493.1	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN, Nana23218-RA
OG0000389	ENSXETG00000018772.1	Nana20980-RA
OG0000389	ENSXETG00000011315.1	Nana39948-RB, Nana39948-RA
OG0000390	ENSXETG00000018266.1	Nana16521-RA, Nana16520-RA, Nana16522-RA
OG0000391	ENSXETG00000001078.1	Nana11680-RA
OG0000391	ENSXETG00000003742.1	Nana06358-RA
OG0000392	ENSXETG00000010418.1, ENSXETG00000010428.1	Nana31341-RA
OG0000392	ENSXETG00000002567.1	Nana31099-RA, Nana31098-RA
OG0000393	ENSXETG00000004983.1	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB, Nana34852-RE, Nana34852-RF, Nana34852-RD
OG0000394	ENSXETG00000007147.1, ENSXETG00000016174.1, ENSXETG00000008242.1	Nana07200-RA
OG0000395	ENSXETG00000016445.1	Nana25103-RA
OG0000396	ENSXETG00000005935.1	Nana10310-RA
OG0000396	ENSXETG00000004576.1	Nana23075-RA
OG0000397	ENSXETG00000011879.1	Nana25526-RA, Nana25525-RA, Nana25524-RA
OG0000397	ENSXETG00000001805.1	Nana20138-RA
OG0000398	ENSXETG00000014296.1	Nana10942-RA
OG0000399	ENSXETG00000017873.1	Nana16314-RA
OG0000399	ENSXETG00000000236.1	Nana13359-RA, Nana13358-RB, Nana01760-RA, Nana13358-RA
OG0000400	ENSXETG00000021207.1	Nana08621-RA
OG0000400	ENSXETG00000019584.1	Nana29255-RA
OG0000401	ENSXETG00000012055.1	Nana29388-RA
OG0000401	ENSXETG00000020039.1	Nana29384-RA
OG0000401	ENSXETG00000007413.1	Nana14333-RA
OG0000402	ENSXETG00000012987.1	Nana14184-RA, Nana14181-RA
OG0000403	ENSXETG00000009181.1, ENSXETG00000011185.1	Nana07167-RA, Nana07162-RA, Nana07162-RB
OG0000404	ENSXETG00000004919.1	Nana09286-RA
OG0000405	ENSXETG00000006698.1	Nana08853-RG, Nana08853-RE, Nana08853-RF, Nana08853-RH, Nana08853-RD, Nana08853-RB, Nana08853-RC, Nana08853-RA
OG0000406	ENSXETG00000001684.1	Nana07655-RA
OG0000408	ENSXETG00000013563.1	Nana36768-RA
OG0000415	ENSXETG00000006405.1, ENSXETG00000006469.1	Nana12999-RA
OG0000415	ENSXETG00000006441.1, ENSXETG00000005724.1, ENSXETG00000006208.1	Nana12986-RA
OG0000416	ENSXETG00000018784.1	Nana33184-RA
OG0000416	ENSXETG00000017240.1	Nana06534-RA
OG0000416	ENSXETG00000001051.1	Nana11858-RA
OG0000418	ENSXETG00000011545.1	Nana27192-RA
OG0000418	ENSXETG00000011756.1	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF
OG0000419	ENSXETG00000019149.1	Nana00100-RA, Nana16559-RA
OG0000420	ENSXETG00000012082.1	Nana33386-RA
OG0000420	ENSXETG00000016968.1	Nana06458-RA
OG0000421	ENSXETG00000015511.1	Nana18105-RA
OG0000421	ENSXETG00000012903.1	Nana25261-RA
OG0000422	ENSXETG00000018181.1, ENSXETG00000003613.1, ENSXETG00000003619.1, ENSXETG00000019526.1, ENSXETG00000017155.1, ENSXETG00000020806.1, ENSXETG00000018835.1, ENSXETG00000021215.1, ENSXETG00000003596.1, ENSXETG00000003625.1, ENSXETG00000003605.1, ENSXETG00000003611.1	Nana24125-RA
OG0000423	ENSXETG00000000985.1	Nana19099-RA
OG0000423	ENSXETG00000010871.1	Nana11253-RA, Nana19102-RA, Nana27953-RA
OG0000424	ENSXETG00000019888.1	Nana00489-RA
OG0000424	ENSXETG00000014405.1	Nana34780-RA
OG0000424	ENSXETG00000016364.1	Nana23819-RA
OG0000425	ENSXETG00000015375.1	Nana23602-RA
OG0000425	ENSXETG00000014381.1	Nana13933-RA
OG0000426	ENSXETG00000009732.1	Nana05026-RA
OG0000426	ENSXETG00000007333.1	Nana21088-RA
OG0000427	ENSXETG00000018104.1	Nana13798-RA
OG0000427	ENSXETG00000018472.1	Nana24261-RA, Nana16524-RA
OG0000428	ENSXETG00000016899.1, ENSXETG00000016884.1, ENSXETG00000016866.1	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA
OG0000429	ENSXETG00000003980.1	Nana23646-RA
OG0000429	ENSXETG00000015959.1	Nana09841-RA
OG0000430	ENSXETG00000004428.1	Nana09599-RB
OG0000430	ENSXETG00000011235.1	Nana27315-RA
OG0000431	ENSXETG00000012218.1	Nana09647-RA
OG0000431	ENSXETG00000009968.1	Nana23631-RA
OG0000432	ENSXETG00000020837.1	Nana27843-RA, Nana27843-RB
OG0000433	ENSXETG00000000300.1	Nana16362-RA, Nana09857-RA
OG0000434	ENSXETG00000002420.1	Nana37089-RF
OG0000434	ENSXETG00000008314.1	Nana06917-RB, Nana06917-RD, Nana06917-RC
OG0000435	ENSXETG00000003359.1	Nana13964-RA
OG0000435	ENSXETG00000011862.1	Nana04591-RA
OG0000436	ENSXETG00000008208.1	Nana37967-RB, Nana37967-RD, Nana37967-RA, Nana37967-RC, Nana07195-RB, Nana37973-RA, Nana07195-RC, Nana07195-RA
OG0000437	ENSXETG00000011809.1	Nana25606-RC, Nana25606-RA, Nana25606-RD
OG0000438	ENSXETG00000009596.1, ENSXETG00000014407.1	Nana38019-RA
OG0000439	ENSXETG00000017443.1	Nana32640-RB, Nana32640-RC
OG0000439	ENSXETG00000011673.1	Nana20313-RA
OG0000440	ENSXETG00000014021.1, ENSXETG00000014039.1, ENSXETG00000003631.1	Nana15375-RA, Nana11260-RA
OG0000441	ENSXETG00000006429.1	Nana08460-RA
OG0000441	ENSXETG00000003729.1	Nana27494-RB
OG0000442	ENSXETG00000018144.1	Nana32619-RA, Nana32619-RB
OG0000442	ENSXETG00000007096.1	Nana20411-RA
OG0000443	ENSXETG00000017139.1	Nana14455-RA
OG0000443	ENSXETG00000014046.1	Nana06191-RA
OG0000443	ENSXETG00000002418.1	Nana11443-RA
OG0000444	ENSXETG00000010542.1	Nana19904-RA
OG0000444	ENSXETG00000014991.1	Nana15489-RA
OG0000450	ENSXETG00000012307.1	Nana23530-RA
OG0000450	ENSXETG00000010287.1	Nana00051-RA, Nana00051-RB, Nana00051-RE, Nana00051-RF, Nana00051-RG
OG0000452	ENSXETG00000000232.1	Nana26141-RA
OG0000452	ENSXETG00000016470.1	Nana02184-RA
OG0000452	ENSXETG00000000660.1	Nana32191-RA, Nana32192-RA
OG0000453	ENSXETG00000021405.1	Nana11862-RA, Nana11861-RA
OG0000453	ENSXETG00000010584.1	Nana36336-RA
OG0000454	ENSXETG00000002682.1	Nana13766-RA
OG0000454	ENSXETG00000008227.1	Nana04941-RA
OG0000454	ENSXETG00000021218.1	Nana30216-RC, Nana30216-RB, Nana30216-RD
OG0000455	ENSXETG00000000689.1	Nana30027-RB, Nana30027-RE
OG0000456	ENSXETG00000009754.1	Nana16010-RA
OG0000456	ENSXETG00000000005.1	Nana31497-RA
OG0000457	ENSXETG00000006013.1, ENSXETG00000015469.1	Nana05750-RA
OG0000459	ENSXETG00000002724.1	Nana18194-RA
OG0000459	ENSXETG00000002168.1	Nana32418-RA
OG0000460	ENSXETG00000018722.1, ENSXETG00000017163.1, ENSXETG00000017980.1, ENSXETG00000018082.1	Nana03341-RB, Nana03341-RA, Nana03341-RC, Nana03341-RD, Nana03341-RE
OG0000461	ENSXETG00000016066.1	Nana37720-RA, Nana24080-RF, Nana24080-RD, Nana24080-RC, Nana37888-RA, Nana24080-RA, Nana24080-RE, Nana24080-RH, Nana24080-RG, Nana39214-RA, Nana24080-RB
OG0000461	ENSXETG00000020385.1	Nana37722-RA
OG0000462	ENSXETG00000013997.1	Nana32278-RA
OG0000463	ENSXETG00000015306.1	Nana37562-RA
