Orthogroup	X_tropicalis.pep	G_gallus.pep
OG0000217	ENSXETG00000004963.1	ENSGALG00000005621.7
OG0000217	ENSXETG00000005020.1	ENSGALG00000005088.6
OG0000218	ENSXETG00000017842.1	ENSGALG00000004809.4
OG0000219	ENSXETG00000003450.1, ENSXETG00000003411.1, ENSXETG00000003399.1	ENSGALG00000050515.1
OG0000220	ENSXETG00000017316.1	ENSGALG00000050047.1
OG0000220	ENSXETG00000004282.1	ENSGALG00000052089.1
OG0000221	ENSXETG00000005948.1	ENSGALG00000016271.5
OG0000221	ENSXETG00000017601.1	ENSGALG00000003265.6
OG0000221	ENSXETG00000017525.1	ENSGALG00000040969.2
OG0000222	ENSXETG00000002117.1	ENSGALG00000034438.2
OG0000222	ENSXETG00000010104.1	ENSGALG00000001334.7
OG0000222	ENSXETG00000014664.1	ENSGALG00000008983.6
OG0000223	ENSXETG00000007130.1	ENSGALG00000029190.3
OG0000223	ENSXETG00000020179.1	ENSGALG00000016890.7
OG0000223	ENSXETG00000019161.1	ENSGALG00000053597.1
OG0000224	ENSXETG00000011029.1	ENSGALG00000031890.3
OG0000224	ENSXETG00000016587.1	ENSGALG00000004848.7
OG0000225	ENSXETG00000019507.1	ENSGALG00000021213.5
OG0000226	ENSXETG00000011873.1	ENSGALG00000012015.6
OG0000226	ENSXETG00000011901.1	ENSGALG00000012010.6
OG0000226	ENSXETG00000001154.1	ENSGALG00000005107.6
OG0000226	ENSXETG00000006863.1	ENSGALG00000004581.5
OG0000227	ENSXETG00000014274.1	ENSGALG00000028520.4
OG0000228	ENSXETG00000020318.1, ENSXETG00000017050.1	ENSGALG00000051737.1, ENSGALG00000000107.5, ENSGALG00000049229.1, ENSGALG00000038278.2, ENSGALG00000019835.5, ENSGALG00000030397.2, ENSGALG00000037170.3
OG0000229	ENSXETG00000020051.1	ENSGALG00000005678.7
OG0000230	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1	ENSGALG00000006322.6
OG0000231	ENSXETG00000003746.1, ENSXETG00000003457.1	ENSGALG00000048579.1, ENSGALG00000053084.1
OG0000232	ENSXETG00000021088.1, ENSXETG00000020624.1	ENSGALG00000006717.7
OG0000232	ENSXETG00000007957.1	ENSGALG00000034144.2
OG0000235	ENSXETG00000005729.1	ENSGALG00000001690.6
OG0000235	ENSXETG00000011927.1	ENSGALG00000033183.2
OG0000235	ENSXETG00000018705.1	ENSGALG00000029392.3
OG0000236	ENSXETG00000012146.1	ENSGALG00000036044.2, ENSGALG00000054835.1
OG0000236	ENSXETG00000020628.1	ENSGALG00000004763.6
OG0000237	ENSXETG00000004224.1	ENSGALG00000029261.3
OG0000237	ENSXETG00000015313.1	ENSGALG00000045424.2
OG0000238	ENSXETG00000011108.1	ENSGALG00000002080.6
OG0000238	ENSXETG00000019846.1	ENSGALG00000000311.6
OG0000238	ENSXETG00000021205.1	ENSGALG00000042259.2
OG0000239	ENSXETG00000006923.1	ENSGALG00000002742.6
OG0000239	ENSXETG00000006853.1	ENSGALG00000002714.6
OG0000240	ENSXETG00000011527.1	ENSGALG00000026098.3, ENSGALG00000011668.4
OG0000240	ENSXETG00000011534.1	ENSGALG00000046160.2
OG0000241	ENSXETG00000020004.1	ENSGALG00000012610.7, ENSGALG00000004252.6
OG0000242	ENSXETG00000020338.1	ENSGALG00000011360.7
OG0000242	ENSXETG00000000870.1	ENSGALG00000006219.7
OG0000243	ENSXETG00000006946.1	ENSGALG00000030068.2
OG0000243	ENSXETG00000020228.1	ENSGALG00000014726.6
OG0000243	ENSXETG00000001595.1	ENSGALG00000010567.6
OG0000244	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1	ENSGALG00000019061.5, ENSGALG00000019063.5, ENSGALG00000026297.3
OG0000248	ENSXETG00000010083.1	ENSGALG00000034855.2
OG0000248	ENSXETG00000006985.1	ENSGALG00000004222.7
OG0000249	ENSXETG00000002496.1	ENSGALG00000048592.1
OG0000249	ENSXETG00000021074.1	ENSGALG00000011209.4
OG0000249	ENSXETG00000001564.1	ENSGALG00000009303.7
OG0000250	ENSXETG00000008146.1	ENSGALG00000002198.7
OG0000250	ENSXETG00000004651.1	ENSGALG00000013124.6
OG0000252	ENSXETG00000012165.1	ENSGALG00000039498.2
OG0000252	ENSXETG00000020699.1	ENSGALG00000005243.6
OG0000252	ENSXETG00000003011.1	ENSGALG00000041413.2
OG0000253	ENSXETG00000006191.1	ENSGALG00000016176.6
OG0000253	ENSXETG00000019749.1	ENSGALG00000043209.2
OG0000253	ENSXETG00000018435.1	ENSGALG00000033960.3
OG0000254	ENSXETG00000001012.1	ENSGALG00000010781.6
OG0000254	ENSXETG00000013285.1	ENSGALG00000004134.6
OG0000254	ENSXETG00000016346.1	ENSGALG00000016571.6
OG0000255	ENSXETG00000013213.1	ENSGALG00000026077.3
OG0000255	ENSXETG00000018977.1	ENSGALG00000015544.7
OG0000256	ENSXETG00000013775.1	ENSGALG00000032554.2
OG0000257	ENSXETG00000004328.1	ENSGALG00000017122.7
OG0000257	ENSXETG00000011300.1	ENSGALG00000003886.7
OG0000257	ENSXETG00000004626.1	ENSGALG00000013684.6
OG0000258	ENSXETG00000006560.1	ENSGALG00000010053.6
OG0000258	ENSXETG00000008571.1	ENSGALG00000004048.6
OG0000258	ENSXETG00000018391.1	ENSGALG00000015058.5
OG0000259	ENSXETG00000017735.1	ENSGALG00000049903.1, ENSGALG00000013072.5, ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7
OG0000260	ENSXETG00000021128.1	ENSGALG00000010189.6
OG0000262	ENSXETG00000000909.1	ENSGALG00000026884.3
OG0000263	ENSXETG00000003414.1	ENSGALG00000029512.3
OG0000264	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1	ENSGALG00000054646.1
OG0000265	ENSXETG00000019869.1	ENSGALG00000006420.4
OG0000265	ENSXETG00000013807.1	ENSGALG00000041163.3
OG0000267	ENSXETG00000017080.1	ENSGALG00000031274.2
OG0000267	ENSXETG00000000342.1	ENSGALG00000011405.6
OG0000267	ENSXETG00000017688.1	ENSGALG00000030032.2
OG0000268	ENSXETG00000006436.1	ENSGALG00000016775.6
OG0000269	ENSXETG00000011516.1	ENSGALG00000040730.2
OG0000269	ENSXETG00000014639.1	ENSGALG00000042055.2
OG0000270	ENSXETG00000019081.1	ENSGALG00000043416.2
OG0000270	ENSXETG00000019723.1	ENSGALG00000003985.6
OG0000270	ENSXETG00000011675.1	ENSGALG00000003288.6
OG0000271	ENSXETG00000007593.1	ENSGALG00000003833.6
OG0000271	ENSXETG00000000143.1	ENSGALG00000008456.7
OG0000271	ENSXETG00000011915.1	ENSGALG00000054250.1
OG0000272	ENSXETG00000012200.1, ENSXETG00000012383.1	ENSGALG00000016805.6
OG0000273	ENSXETG00000010489.1	ENSGALG00000010023.7, ENSGALG00000026445.3
OG0000273	ENSXETG00000005414.1	ENSGALG00000008424.6
OG0000274	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1	ENSGALG00000031597.3, ENSGALG00000023740.5
OG0000274	ENSXETG00000004493.1	ENSGALG00000043234.3
OG0000275	ENSXETG00000014470.1	ENSGALG00000004143.6
OG0000275	ENSXETG00000019120.1	ENSGALG00000016433.6
OG0000275	ENSXETG00000003971.1	ENSGALG00000031387.3
OG0000276	ENSXETG00000017420.1	ENSGALG00000006290.6
OG0000276	ENSXETG00000008955.1	ENSGALG00000001371.6
OG0000277	ENSXETG00000010211.1	ENSGALG00000006109.6
OG0000277	ENSXETG00000006646.1	ENSGALG00000011109.6
OG0000278	ENSXETG00000018948.1	ENSGALG00000026383.3
OG0000278	ENSXETG00000013966.1	ENSGALG00000031593.2
OG0000279	ENSXETG00000014849.1, ENSXETG00000014835.1	ENSGALG00000014410.5, ENSGALG00000014412.6
OG0000280	ENSXETG00000015175.1	ENSGALG00000029203.3
OG0000280	ENSXETG00000011446.1	ENSGALG00000000302.7
OG0000280	ENSXETG00000005375.1	ENSGALG00000006572.7
OG0000281	ENSXETG00000017328.1	ENSGALG00000011272.3
OG0000281	ENSXETG00000017660.1	ENSGALG00000042482.3
OG0000282	ENSXETG00000000320.1	ENSGALG00000052223.1
OG0000282	ENSXETG00000017175.1	ENSGALG00000028801.3
OG0000283	ENSXETG00000015610.1	ENSGALG00000023089.5
OG0000283	ENSXETG00000002253.1	ENSGALG00000010774.7
OG0000284	ENSXETG00000008098.1	ENSGALG00000040263.3, ENSGALG00000041500.3, ENSGALG00000036774.3
OG0000285	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1	ENSGALG00000004243.5, ENSGALG00000026970.3
OG0000286	ENSXETG00000021167.1	ENSGALG00000007926.7
OG0000292	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1	ENSGALG00000032828.2
OG0000292	ENSXETG00000020867.1	ENSGALG00000053876.1
OG0000293	ENSXETG00000016432.1	ENSGALG00000013742.6
OG0000293	ENSXETG00000009916.1	ENSGALG00000039615.2
OG0000293	ENSXETG00000004676.1	ENSGALG00000017153.6
OG0000294	ENSXETG00000004993.1	ENSGALG00000014324.5, ENSGALG00000004889.5
OG0000295	ENSXETG00000016663.1	ENSGALG00000010026.7
OG0000295	ENSXETG00000012992.1	ENSGALG00000004571.5
OG0000296	ENSXETG00000014667.1	ENSGALG00000000972.7
OG0000296	ENSXETG00000016124.1	ENSGALG00000003429.6
OG0000297	ENSXETG00000016860.1	ENSGALG00000031301.2
OG0000297	ENSXETG00000020500.1	ENSGALG00000013424.7
OG0000297	ENSXETG00000003913.1	ENSGALG00000005986.7
OG0000298	ENSXETG00000021253.1	ENSGALG00000034899.2
OG0000298	ENSXETG00000010934.1	ENSGALG00000039756.2
OG0000299	ENSXETG00000013219.1	ENSGALG00000035751.2
OG0000299	ENSXETG00000010139.1	ENSGALG00000038618.2
OG0000299	ENSXETG00000014015.1	ENSGALG00000028081.3
OG0000300	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1	ENSGALG00000005204.6, ENSGALG00000006344.6
OG0000301	ENSXETG00000007951.1	ENSGALG00000001564.6
OG0000301	ENSXETG00000012638.1	ENSGALG00000032287.3
OG0000302	ENSXETG00000018631.1	ENSGALG00000008620.5
OG0000303	ENSXETG00000004738.1	ENSGALG00000002932.6
OG0000305	ENSXETG00000014441.1	ENSGALG00000032922.2, ENSGALG00000042008.2
OG0000306	ENSXETG00000017572.1	ENSGALG00000002840.6
OG0000306	ENSXETG00000020955.1	ENSGALG00000039403.2
OG0000306	ENSXETG00000019693.1	ENSGALG00000037841.2
OG0000307	ENSXETG00000014224.1	ENSGALG00000032750.2
OG0000308	ENSXETG00000012376.1, ENSXETG00000001161.1, ENSXETG00000010454.1, ENSXETG00000019038.1, ENSXETG00000012335.1, ENSXETG00000001392.1, ENSXETG00000010412.1	ENSGALG00000030038.2
OG0000309	ENSXETG00000005819.1, ENSXETG00000005757.1, ENSXETG00000005848.1	ENSGALG00000040771.2
OG0000310	ENSXETG00000011401.1, ENSXETG00000011357.1	ENSGALG00000034474.2, ENSGALG00000053699.1
OG0000318	ENSXETG00000015360.1	ENSGALG00000052319.1
OG0000318	ENSXETG00000008000.1	ENSGALG00000000747.7
OG0000318	ENSXETG00000014115.1	ENSGALG00000013565.6
OG0000319	ENSXETG00000019493.1, ENSXETG00000020225.1, ENSXETG00000013274.1, ENSXETG00000011202.1, ENSXETG00000001951.1, ENSXETG00000001892.1, ENSXETG00000011244.1, ENSXETG00000001942.1, ENSXETG00000005642.1, ENSXETG00000005954.1, ENSXETG00000016909.1, ENSXETG00000010311.1, ENSXETG00000016816.1, ENSXETG00000012539.1, ENSXETG00000016807.1	ENSGALG00000034366.2, ENSGALG00000047768.1
OG0000320	ENSXETG00000004460.1	ENSGALG00000014426.5
OG0000320	ENSXETG00000019808.1	ENSGALG00000003383.6
OG0000321	ENSXETG00000002464.1	ENSGALG00000038637.2
OG0000321	ENSXETG00000018058.1, ENSXETG00000003776.1	ENSGALG00000026811.3
OG0000322	ENSXETG00000011531.1	ENSGALG00000023576.4
OG0000322	ENSXETG00000010179.1	ENSGALG00000038902.2
OG0000323	ENSXETG00000008950.1	ENSGALG00000025937.2
OG0000323	ENSXETG00000010084.1	ENSGALG00000054974.1
OG0000324	ENSXETG00000001053.1	ENSGALG00000003837.5
OG0000324	ENSXETG00000007140.1	ENSGALG00000013060.6
OG0000325	ENSXETG00000020054.1	ENSGALG00000052612.1, ENSGALG00000037441.2
OG0000326	ENSXETG00000014010.1	ENSGALG00000016022.6
OG0000326	ENSXETG00000001996.1	ENSGALG00000040276.2
OG0000326	ENSXETG00000008673.1	ENSGALG00000043372.3
OG0000327	ENSXETG00000003751.1	ENSGALG00000005679.5
OG0000327	ENSXETG00000010515.1	ENSGALG00000007657.4, ENSGALG00000007656.6
OG0000328	ENSXETG00000010839.1, ENSXETG00000011037.1, ENSXETG00000010846.1, ENSXETG00000014928.1	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1
OG0000329	ENSXETG00000019136.1	ENSGALG00000004082.6
OG0000329	ENSXETG00000003281.1	ENSGALG00000007396.6
OG0000330	ENSXETG00000009014.1	ENSGALG00000044661.2
OG0000331	ENSXETG00000017622.1	ENSGALG00000030660.3
OG0000331	ENSXETG00000003716.1	ENSGALG00000034137.2
OG0000334	ENSXETG00000005639.1	ENSGALG00000029970.3, ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2
OG0000335	ENSXETG00000007179.1, ENSXETG00000007202.1	ENSGALG00000017172.4
OG0000345	ENSXETG00000016369.1	ENSGALG00000010269.6
OG0000345	ENSXETG00000010868.1	ENSGALG00000037241.2
OG0000346	ENSXETG00000010825.1	ENSGALG00000004251.6
OG0000347	ENSXETG00000008226.1	ENSGALG00000032847.2
OG0000347	ENSXETG00000020166.1	ENSGALG00000027068.3
OG0000347	ENSXETG00000013128.1	ENSGALG00000049798.1
OG0000348	ENSXETG00000006447.1	ENSGALG00000009068.7
OG0000348	ENSXETG00000017141.1	ENSGALG00000008603.5
OG0000349	ENSXETG00000018993.1	ENSGALG00000009977.6
OG0000349	ENSXETG00000005890.1	ENSGALG00000017050.6
OG0000350	ENSXETG00000020301.1	ENSGALG00000020793.6
OG0000350	ENSXETG00000021126.1	ENSGALG00000033593.2
OG0000351	ENSXETG00000015077.1	ENSGALG00000039572.2, ENSGALG00000029212.2
OG0000352	ENSXETG00000016217.1	ENSGALG00000001111.6
OG0000353	ENSXETG00000006193.1	ENSGALG00000017246.6
OG0000353	ENSXETG00000008018.1	ENSGALG00000015849.7
OG0000354	ENSXETG00000008303.1	ENSGALG00000009403.6
OG0000354	ENSXETG00000014145.1	ENSGALG00000014054.6
OG0000354	ENSXETG00000016015.1	ENSGALG00000015645.5
OG0000355	ENSXETG00000019018.1	ENSGALG00000008537.6
OG0000355	ENSXETG00000013685.1	ENSGALG00000004741.7, ENSGALG00000006609.6
OG0000356	ENSXETG00000006320.1	ENSGALG00000009405.7
OG0000356	ENSXETG00000021025.1	ENSGALG00000034109.2
OG0000356	ENSXETG00000010351.1	ENSGALG00000038995.2
OG0000357	ENSXETG00000006177.1	ENSGALG00000015835.6
OG0000357	ENSXETG00000017935.1	ENSGALG00000002098.6
OG0000357	ENSXETG00000016246.1	ENSGALG00000015434.6
OG0000358	ENSXETG00000018398.1	ENSGALG00000010854.7
OG0000359	ENSXETG00000015780.1	ENSGALG00000033522.3, ENSGALG00000046412.2
OG0000360	ENSXETG00000012434.1	ENSGALG00000006531.6
OG0000360	ENSXETG00000001167.1	ENSGALG00000010973.7
OG0000361	ENSXETG00000017991.1, ENSXETG00000005354.1, ENSXETG00000005176.1, ENSXETG00000006648.1	ENSGALG00000011894.6
OG0000362	ENSXETG00000013823.1	ENSGALG00000032974.3
OG0000362	ENSXETG00000006225.1	ENSGALG00000011623.5
OG0000362	ENSXETG00000000258.1	ENSGALG00000039219.2
OG0000363	ENSXETG00000013046.1	ENSGALG00000003435.4
OG0000363	ENSXETG00000013060.1, ENSXETG00000013067.1, ENSXETG00000013076.1, ENSXETG00000013072.1	ENSGALG00000028489.3
OG0000364	ENSXETG00000000620.1	ENSGALG00000016410.7
OG0000365	ENSXETG00000020283.1	ENSGALG00000030776.2
OG0000366	ENSXETG00000017087.1, ENSXETG00000017893.1, ENSXETG00000001226.1	ENSGALG00000004196.6
OG0000367	ENSXETG00000017082.1, ENSXETG00000019720.1	ENSGALG00000000589.5
OG0000371	ENSXETG00000005767.1	ENSGALG00000008058.6
OG0000371	ENSXETG00000000729.1	ENSGALG00000000681.7
OG0000371	ENSXETG00000001869.1	ENSGALG00000006426.6
OG0000373	ENSXETG00000009384.1	ENSGALG00000013253.6
OG0000373	ENSXETG00000017904.1	ENSGALG00000040758.2
OG0000373	ENSXETG00000007678.1	ENSGALG00000040651.2
OG0000374	ENSXETG00000016619.1	ENSGALG00000042607.2
OG0000374	ENSXETG00000020381.1	ENSGALG00000001946.7
OG0000374	ENSXETG00000005703.1	ENSGALG00000030030.3
OG0000375	ENSXETG00000004359.1	ENSGALG00000032146.2
OG0000375	ENSXETG00000010719.1	ENSGALG00000044387.2
OG0000375	ENSXETG00000002656.1	ENSGALG00000031105.2
OG0000376	ENSXETG00000021320.1	ENSGALG00000034973.2
OG0000376	ENSXETG00000018040.1	ENSGALG00000030847.3
OG0000377	ENSXETG00000009124.1	ENSGALG00000028851.4
OG0000377	ENSXETG00000017781.1	ENSGALG00000003487.5
OG0000378	ENSXETG00000014949.1, ENSXETG00000014820.1	ENSGALG00000006728.7
OG0000379	ENSXETG00000018338.1	ENSGALG00000009066.6
OG0000379	ENSXETG00000020328.1	ENSGALG00000001512.6
OG0000380	ENSXETG00000019737.1	ENSGALG00000005415.6
OG0000380	ENSXETG00000007252.1	ENSGALG00000043513.2
OG0000382	ENSXETG00000011845.1	ENSGALG00000008508.5
OG0000383	ENSXETG00000010257.1	ENSGALG00000018503.6
OG0000383	ENSXETG00000010424.1	ENSGALG00000010500.7
OG0000383	ENSXETG00000011473.1	ENSGALG00000032545.2
OG0000384	ENSXETG00000004166.1	ENSGALG00000033857.2, ENSGALG00000050294.1
OG0000385	ENSXETG00000003817.1	ENSGALG00000030812.3
OG0000386	ENSXETG00000005222.1	ENSGALG00000037077.2, ENSGALG00000050893.1
OG0000387	ENSXETG00000016930.1	ENSGALG00000008263.6, ENSGALG00000007862.6, ENSGALG00000007927.6
OG0000388	ENSXETG00000010493.1	ENSGALG00000020921.5
OG0000389	ENSXETG00000018772.1	ENSGALG00000026862.4
OG0000389	ENSXETG00000016647.1	ENSGALG00000023580.3
OG0000390	ENSXETG00000018266.1	ENSGALG00000030025.2, ENSGALG00000032453.2
OG0000391	ENSXETG00000001095.1	ENSGALG00000015177.6
OG0000391	ENSXETG00000003742.1	ENSGALG00000003238.6
OG0000392	ENSXETG00000010418.1, ENSXETG00000010428.1	ENSGALG00000035368.2
OG0000392	ENSXETG00000002567.1	ENSGALG00000000038.6, ENSGALG00000046107.2
OG0000393	ENSXETG00000004983.1	ENSGALG00000034939.3, ENSGALG00000047125.1, ENSGALG00000003645.7
OG0000394	ENSXETG00000007147.1	ENSGALG00000045788.2
OG0000395	ENSXETG00000016445.1	ENSGALG00000027035.4
OG0000396	ENSXETG00000005935.1	ENSGALG00000033404.2
OG0000396	ENSXETG00000004576.1	ENSGALG00000037935.3
OG0000396	ENSXETG00000018525.1	ENSGALG00000011298.7
OG0000397	ENSXETG00000011879.1	ENSGALG00000037467.2
OG0000397	ENSXETG00000001805.1	ENSGALG00000006361.7
OG0000398	ENSXETG00000005783.1	ENSGALG00000040741.2
OG0000398	ENSXETG00000014296.1	ENSGALG00000003164.6
OG0000398	ENSXETG00000017779.1	ENSGALG00000004852.6
OG0000399	ENSXETG00000017873.1	ENSGALG00000025941.3
OG0000399	ENSXETG00000000236.1	ENSGALG00000026034.3
OG0000400	ENSXETG00000021207.1	ENSGALG00000035645.3
OG0000400	ENSXETG00000019584.1	ENSGALG00000008382.6
OG0000401	ENSXETG00000012055.1	ENSGALG00000052262.1
OG0000401	ENSXETG00000021162.1	ENSGALG00000040681.3
OG0000401	ENSXETG00000007413.1	ENSGALG00000036942.2
OG0000402	ENSXETG00000012987.1	ENSGALG00000031807.2, ENSGALG00000003519.4
OG0000402	ENSXETG00000012950.1	ENSGALG00000023760.5
OG0000403	ENSXETG00000009051.1, ENSXETG00000008868.1	ENSGALG00000053694.1, ENSGALG00000011930.7
OG0000405	ENSXETG00000006698.1	ENSGALG00000031120.3
OG0000406	ENSXETG00000001684.1	ENSGALG00000047425.1
OG0000408	ENSXETG00000013563.1	ENSGALG00000003340.5
OG0000414	ENSXETG00000009241.1, ENSXETG00000009058.1, ENSXETG00000009433.1	ENSGALG00000046331.2, ENSGALG00000047807.1, ENSGALG00000044326.2
OG0000415	ENSXETG00000006405.1, ENSXETG00000006469.1	ENSGALG00000025872.4, ENSGALG00000021232.4
OG0000415	ENSXETG00000006441.1, ENSXETG00000005724.1, ENSXETG00000006208.1	ENSGALG00000004804.6
OG0000416	ENSXETG00000018784.1	ENSGALG00000004960.6
OG0000416	ENSXETG00000017240.1	ENSGALG00000037625.3
OG0000416	ENSXETG00000001051.1	ENSGALG00000014686.6
OG0000418	ENSXETG00000011545.1	ENSGALG00000036238.2
OG0000418	ENSXETG00000011756.1	ENSGALG00000037983.2
OG0000419	ENSXETG00000019149.1	ENSGALG00000003966.7
OG0000420	ENSXETG00000012082.1	ENSGALG00000014624.6
OG0000420	ENSXETG00000016968.1	ENSGALG00000043352.3
OG0000420	ENSXETG00000001843.1	ENSGALG00000039141.2
OG0000421	ENSXETG00000015511.1	ENSGALG00000011875.6
OG0000421	ENSXETG00000012903.1	ENSGALG00000006297.7, ENSGALG00000029416.2
OG0000423	ENSXETG00000000985.1	ENSGALG00000005689.6
OG0000423	ENSXETG00000003009.1	ENSGALG00000016431.6
OG0000424	ENSXETG00000019888.1	ENSGALG00000001793.7
OG0000424	ENSXETG00000014405.1	ENSGALG00000004582.6
OG0000424	ENSXETG00000016364.1	ENSGALG00000048682.1
OG0000425	ENSXETG00000003083.1	ENSGALG00000041094.2
OG0000425	ENSXETG00000014381.1	ENSGALG00000026033.4
OG0000426	ENSXETG00000009732.1	ENSGALG00000008950.5
OG0000426	ENSXETG00000007333.1	ENSGALG00000009086.5
OG0000427	ENSXETG00000018104.1	ENSGALG00000002095.3
OG0000427	ENSXETG00000018472.1	ENSGALG00000043573.2
OG0000428	ENSXETG00000016899.1	ENSGALG00000023953.4, ENSGALG00000049402.1, ENSGALG00000001175.6
OG0000428	ENSXETG00000016884.1, ENSXETG00000016866.1	ENSGALG00000023950.4
OG0000429	ENSXETG00000015959.1	ENSGALG00000025950.3, ENSGALG00000037943.2
OG0000430	ENSXETG00000004428.1	ENSGALG00000040606.3
OG0000430	ENSXETG00000020730.1	ENSGALG00000007130.5
OG0000430	ENSXETG00000011235.1	ENSGALG00000012456.5
OG0000431	ENSXETG00000012218.1	ENSGALG00000007093.7
OG0000431	ENSXETG00000000483.1	ENSGALG00000007149.6
OG0000432	ENSXETG00000020837.1	ENSGALG00000008087.5, ENSGALG00000027296.2, ENSGALG00000008048.6
OG0000433	ENSXETG00000003075.1	ENSGALG00000004665.6
OG0000433	ENSXETG00000000300.1	ENSGALG00000003584.4
OG0000434	ENSXETG00000002420.1	ENSGALG00000002682.6
OG0000434	ENSXETG00000008314.1	ENSGALG00000000156.6
OG0000435	ENSXETG00000003359.1	ENSGALG00000001968.6
OG0000435	ENSXETG00000011862.1	ENSGALG00000005265.6
OG0000436	ENSXETG00000008208.1	ENSGALG00000029381.2
OG0000437	ENSXETG00000011809.1	ENSGALG00000047152.1, ENSGALG00000028273.3, ENSGALG00000035309.3, ENSGALG00000017347.6
OG0000438	ENSXETG00000009596.1	ENSGALG00000001932.6
OG0000439	ENSXETG00000017443.1	ENSGALG00000005930.7
OG0000439	ENSXETG00000000776.1	ENSGALG00000016986.4
OG0000439	ENSXETG00000011673.1	ENSGALG00000002647.4
OG0000440	ENSXETG00000014021.1	ENSGALG00000026471.3
OG0000440	ENSXETG00000014039.1	ENSGALG00000002771.8
OG0000441	ENSXETG00000006429.1	ENSGALG00000004879.6
OG0000441	ENSXETG00000009713.1	ENSGALG00000012985.6
OG0000441	ENSXETG00000003729.1	ENSGALG00000019290.4
OG0000442	ENSXETG00000018144.1	ENSGALG00000006061.7
OG0000442	ENSXETG00000017605.1	ENSGALG00000016889.6
OG0000442	ENSXETG00000007096.1	ENSGALG00000042553.2
OG0000443	ENSXETG00000017139.1	ENSGALG00000025946.4
OG0000443	ENSXETG00000014046.1	ENSGALG00000031729.2
OG0000443	ENSXETG00000002418.1	ENSGALG00000001856.7
OG0000444	ENSXETG00000010542.1, ENSXETG00000014991.1	ENSGALG00000046830.1
OG0000444	ENSXETG00000010977.1	ENSGALG00000002132.7
OG0000450	ENSXETG00000012307.1	ENSGALG00000005654.7
OG0000450	ENSXETG00000010287.1	ENSGALG00000023806.4
OG0000452	ENSXETG00000000232.1	ENSGALG00000033739.3
OG0000452	ENSXETG00000016470.1, ENSXETG00000000660.1	ENSGALG00000029329.3
OG0000453	ENSXETG00000021405.1	ENSGALG00000014699.6
OG0000453	ENSXETG00000010584.1	ENSGALG00000028622.3
OG0000454	ENSXETG00000002682.1	ENSGALG00000000990.7
