"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9"
"153","107282339","FERM ARH/RhoGEF and pleckstrin domain protein 1",301,380.92,280,280,223,339,212,227,330,224,366,298,266,181,241,264,336,300,416,295,190,456,835,263,367,229,384,116,243,142
"154","107282340","olfactory receptor 6B1-like",0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1.36,2,1,1,1,1,1,2
"155","107282344","olfactory receptor 1009-like",0,3,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0
"156","107282345","olfactory receptor 11L1-like",0,1,3,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0
"157","107282346","olfactory receptor 11L1-like",0,2,0,2,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,0,1,0,6,1,1,0,1,0,0
"158","107282349","olfactory receptor 1361-like",0,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0
"159","107282350","serine/threonine kinase 24",261,225,236,282,191,112,70,145.99,208,68,203,97,139,124,115,112,114,149,158,86,137,177,226,164,175,216,181,61,191,199
"160","107282356","olfactory receptor 1M1-like",0,5,1,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,3,8,1,0,2,0
"161","107282361","dickkopf WNT signaling pathway inhibitor 2",87,651,652,147.97,365,93,515,324,239,116,126,242,389,642,606,457,311,179,489,135,145,238,785,337,340,247,158,143.98,187,126
"162","107282362","solute carrier family 15 (oligopeptide transporter) member 1",3753,455,2,1259,880,497,450,324,326,487,81,2402,2,527,1144,537,407,351,134,449,591,1,1,136,1949,8,2803,1140,23,555
"163","107282365","natterin-3-like",4,1,0,2,0,3,1,1,0,0,0,3,1,1,0,2,0,0,0,0,3,3,1,2,1,3,0,0,1,0
"164","107282369","aspartate dehydrogenase domain containing",2,4,1,1,1,5,0,5,2,2,5,1,0,1,1,2,3,1,3,1,1,5,7,3,2,2,2,2,3,1
"165","107282370","SH3 and multiple ankyrin repeat domains 1",0,10,18,2,3,5,4,1,5,2,9,11,8,1,3,2,3,1,9,2,1,9,85,5,12,6,3,2,16,0
"166","107282373","dedicator of cytokinesis 9",745,663,862,485,451,450,184,251,643,270,449,349,378,236,417,319,328,380,626,311,217,476,1249,552,784,596,607,175,654,550
"167","107282374","myosin binding protein C fast type",127,1276,541,213,168,774,76,116,33,181,319,101,457,77,98,77,22,15,459,258,36,380,51,291,438,488,61,157,322,27
"168","107282375","BCL2 like 12",65,56,83,78,31,67,9,58,30,17,96,125,63,27,14,36,21,34,45,15,48,214,400,62,79,205,27,23,92,46
"169","107282376","lin-7 homolog B crumbs cell polarity complex component",25,26,32,26,46,37,16,30,20,32,25,66,17,18,18,11,10,50,25,13,19,30,105,22,37,25,13,26,17,39
"170","107282377","lutropin subunit beta-like",42,49,55,87,32,82,15,54,38,43,50,88,34,22,15,21,29,46,68,22,64,104,202,48,65,68,38,47,64,54
"171","107282378","testis specific serine kinase substrate",5,24,28,14,3,10,10,13,6,7,1,27,4,3,9,6,3,31,38,4,7,15,6,6,8,17,9,1,4,6
"172","107282379","proline rich 12",22.14,49.69,44.59,34,20.31,41,5.3,37,37.73,20,58.15,36.86,19.38,15.1,12.06,8,15.52,35.9,29.78,11.96,22,44,113,48.76,45.32,41.94,15.72,31.93,66,7.66
"173","107282380","F-box protein 47",0,9,1,2,0,9,0,0,1,1,3,4,0,1,0,3,1,3,3,0,1,4,2,0,3.98,8,3,2,6,2
"174","107282381","parathyroid hormone/parathyroid hormone-related peptide receptor-like",4,9,5,0,2,13,0,2,2,0,9,0,2,0,1,0,0,4,1,3,0,3,3,11,4,9,2,3,10,0
"175","107282382","histone deacetylase 5-like",59,90,75,72,42,135,29,114,69,97,85,169,77,44,42,57,43,92,137,40,75,136,251,113,115,111,51,14,231,29
"176","107282383","phospholipase A2 group IVC",761,794,1067,872,237,643,115,471,471,243,513,860,365,238,212,223,250,205,472,253,484,1188,1564,660,629,1403,497,192,947,338
"177","107282384","protein-lysine methyltransferase METTL21E-like",5,222,46,8,1,18,1,13,1,4,28,9,7,6,8,0,1,0,5,21,5,39,13,100,54,8,24,0,2,2
"178","107282385","epididymal sperm-binding protein 1-like",251,1319,3333,3562,1293,306,123,2854,1219,71,1129,1045,515,566,284,186,108,472,1631,148,2213,4238,1392,2322,345,11722,313,129,2094,224
"179","107282386","platelet basic protein-like",64,338,543,251,50,176,34,100,382,93,226,132,122,64,37,53,1,82,613,18,225,195,536,138,32,184,192,89,212,99
"180","107282387","charged multivesicular body protein 2A",145,31,67,205,144,138,53,283,131,117,210,344,52,70,19,60,70,160,79,16,90,295,680,295,339,156,115,128,468,48
"181","107282388","ubiquitin conjugating enzyme E2M",110.01,38.03,70.99,76.87,47.73,92,36.02,80,33.71,117,66.41,203,30.01,40.33,35.68,32.18,60.57,98,75.41,60.02,83,155,345.64,73.53,100.15,57.51,42.6,49.31,111,34.82
"182","107282389","tripartite motif containing 28",330.91,350.19,489.08,405.94,189.48,385.82,106.05,316.88,292.95,227.97,352.64,654.93,280.64,185.45,202.66,146.82,174.88,347.94,377.11,161.4,230,667.82,2049.62,388.22,459.59,594.92,243.57,146.02,511.91,199.54
"183","107282390","zinc finger protein 239-like",42.6,109.4,123.03,62.3,33.46,119.49,35.34,95.42,49.65,75.36,82.49,145.75,39,48.01,47.07,58.53,54.68,64.27,108.28,46.52,78.4,111.34,230.5,69.44,79.06,112.16,79.87,23.07,97.51,39.15
"184","107282391","zinc finger protein 436-like",8,6,9,10,4,15,3,8,12,7,12,4,8,4,3,2,7,20,6,2,7,15,47,5,26,9,7,1,12,2
"185","107282392","very long-chain acyl-CoA synthetase-like",66,236,246,133,46,179,19,125,94,69,111,175,116,47,57,90,25,43,214,88,85,289,478,136,85,277,76,3,142,57
"186","107282393","tripartite motif-containing protein 16-like protein",127,167,147,80,118,84,59,82,92,75,100,57,70,39,36,50,142,69,136,84,45,112,313,111,136,88,86,18,105,51
"187","107282394","tripartite motif-containing protein 7-like",65.29,204.59,209.78,167.55,62.49,125.72,20.01,196.55,93.31,69.86,450.93,136.67,221,76.49,83.19,66.51,33.05,36.37,141.13,56.53,122.99,442.57,254.84,128.88,101.13,667.62,75.37,26.14,197.98,44.96
"188","107282395","THAP domain containing 7",135,131,143,160,79,219,54,112,68,96,106,280,46,73,61,58,52,87,129,61,105,210,296,102,180,170,83,63,147,61
"189","107282396","RNA binding protein fox-1 homolog 1-like",3,79,60,32,23,176,4,49,12,51,86,29,28,13,15,13,1,5,58,13,12,105,150,89,123,99,18,3,137,1
"190","107282397","Josephin domain containing 2",236,207,255,304,144,283,73,178,125,155,164,404,117,117,99,102,55,102,168,81,189,302,573,210,269,377,148,107,291,100
"191","107282398","zinc finger BED domain-containing protein 1-like",73,47.99,49,62,22,39,7,23,48,33,29,83,15,20,16,21,10,55,40,25,21,61.09,142,32,62,56,29,32,79,21.99
"192","107282399","C-type lectin domain family 11 member A",11,30,23,1,6,21,11,7,19,3,13,41,14,6,2,9,7,3,9,9,5,16,87,6,24,20,13,8,11,2
"193","107282400","ER membrane protein complex subunit 10",370,299,272,907,212,683,160,406,302,458,383,293,166,320,257,226,220,285,411,279,444,500,365,216,413,759,307,454,581,216
"194","107282401","polymerase (DNA) delta 1 catalytic subunit",64,38,58,82,48,79,20,48,39,42,63,88,34,26,27,17,19,99,61,26,27,135,362,104,125,66,39,26,81,54
"195","107282402","nuclear receptor subfamily 1 group H member 2",177,82,110,58,46,78,36,85,50,69,131,291,65,57,47,55,59,75,121,79,53,148,492,109,131,90,57,43,119,34
"196","107282403","meteorin glial cell differentiation regulator-like",2996,904,1101,2195,1709,737,851,838,1491,1841,963,1908,519,1226,2110,1116,1260,1635,1356,1774,1347,631,3451,816,2210,704,1546,1065,485,1513
"197","107282404","RuvB-like AAA ATPase 2",527,400,519,506,248,489,112,455,297,245,352,808,339,269,215,288,183,226,507,177,454,1058,1104,602,400,730,272,285,472,293
"198","107282405","transient receptor potential cation channel subfamily M member 4",26,114,100,70,29,65,5,68,47,30,66,96,58,14,19,23,14,27,72,42,31,121,424,49,70,138,20,21,148,9
"199","107282406","histidine rich calcium binding protein",1953.06,7923.75,6443.03,5457.05,2416.65,13560.57,571.24,2920.55,1051.67,4111.74,4009.93,2263.98,2580.34,1551.3,1439.26,1101.33,336.46,336.4,2303.51,1498.26,1341.37,9808.46,1959.46,4835.31,6186.05,15842.03,2006.61,4253.09,11781.21,367.13
"200","107282407","PTPRF interacting protein alpha 3",18,14,12,59,30,18,30,31,36,23,11,31,3,18,17,12,41,45,9,18,8,18,32,21,19,15,29,43,37,21
"201","107282408","small nuclear ribonucleoprotein U1 70kDa subunit",884.89,398.51,458.18,997,396.07,554,345.38,758,480.18,537,481.75,1197,358.17,501.58,473.13,418.15,512.11,1423,506.61,295.82,627,788,1734,532.9,738.86,597,519.86,738.76,988,760.25
"202","107282409","potassium voltage-gated channel subfamily A member 7",35,127,55,63,50,275,16,74,10,129,126,11,53,31,25,30,7,22,13,25,13,91,69,82,130,104,22,16,478,1
"203","107282410","uncharacterized LOC107282410",27,138,129,177,28,183,4,111,92,57,85,66,100,26,7,80.99,15,17,161,37,175,548,138,209,28,338.99,30,7,158,3
"204","107282411","mediator complex subunit 25",97,117,156,121,149,174,47,132,71,170,130,342,83,63,38,85,59,94,169,84,93,354,853,162,259,135,76,76,173,111
"205","107282412","fuzzy planar cell polarity protein",42,42,46.98,72,21,77,5,78,31,38,67,71,53,21,20,73,6,52,82,39,49,237,188,69,49,73.99,33,12,64,25
"206","107282413","tubulin folding cofactor D",2228.62,545.85,629.62,1889.44,1251.7,1019.47,2603.91,2745.77,1621.09,1492.39,1071.94,888.71,328.07,1243.69,3154.29,2054.24,3725.42,3132.22,758.01,1795.75,2540,514.43,787.55,524.34,1052.6,360.37,1938.01,1428.81,405.47,937.8
"207","107282414","adaptor related protein complex 2 alpha 1 subunit",196.22,141.29,157.21,201,207.45,200,116.33,122,109.44,141,138.58,206.84,68.01,95.77,92.38,90.08,97.4,315,157,124.6,106,211,570,167.32,232.37,122,130.45,147.6,211,184.31
"208","107282415","reticulocalbin 3",15202.14,862.91,523.03,25916.97,10873.2,6011.27,8341.57,8707.8,8158.52,11342.77,1212.83,11126.19,424.89,10134.01,5584.55,4947.49,15157.6,19611.57,2662.53,4837.4,7310.15,751.84,3207.38,2495.17,7341.67,796.83,8524.45,8427,1718.4,10272.1
"209","107282416","nitric oxide synthase interacting protein",470.86,567.09,649.97,892.03,257.8,657.73,132.43,474.2,413.48,450.23,377.17,776.81,388.11,223.99,298.45,235.51,221.4,446.43,604.47,302.6,512.85,827.16,1924.62,473.83,369.33,812.17,253.55,211,855.6,398.9
"210","107282417","proline rich Gla (G-carboxyglutamic acid) 2",663,1239,1853,768,386,959,236,816,383,351,830,1337,559,283,340,365,297,528,719,315,675,1104,2502,509,663,2439,508,175,1085,315
"211","107282418","SR-related CTD-associated factor 1",348.94,215.73,255.18,446,231.47,271,138.01,310,263.25,208,269.69,455,141.88,188.97,164.1,125.95,162.47,306.81,202.69,116.2,223,456,894.25,303.84,478.54,343,157.16,452.35,449,352.62
"212","107282419","interferon regulatory factor 3",55,244,327,167,61,164,7,109,134,110,332,371,160,42,102,147,36,45,225,46,155,430,589,184,179,528,110,28,208,79
"213","107282420","LIM and SH3 protein 1",206.72,215.52,260.47,179,165.79,262,111,191,132.52,187,214.22,236,166.44,149.87,121.63,118.36,97.42,180,228.08,193.89,170,530,1226,171.16,347.77,254,177.77,33.32,155,86
"214","107282421","plexin domain containing 1",5.56,79,89,70,5,28,6,26,73,10,66,70,36,14,19,13,9,5,86,10,17,90,127,52,28,117,24,8,67,6
"215","107282422","DEAD-box helicase 42",442.23,722.52,723.47,483,278.03,615.62,207,487.01,408.08,315.04,450.06,601.09,365,199,269,237.47,301.08,511,773.51,472.22,399,878.94,2438.04,485.01,608.85,684.25,362.97,135.03,601.51,418
"216","107282423","zinc finger protein 750",2288,1082,1712,1708,1200,692,819,1103,1244,839,1003,1302,680,1052,815,1074,1218,1438,1305,996,979,956,2229,775,1168,939,1654,430,801,1063
"217","107282424","coiled-coil domain containing 47",1601,1680,1874,2093,866,1849,531,2032,1158,1712,1561,2105,948,692,886,900,1044,1883,1531,939,1400,2598,4314,1931,1608,2270,999,288,3490,550
"218","107282425","olfactory receptor 5V1-like",2,0,1,0,0,0,2,4,1,1,0,0,0,1,0,4,0,0,0,0,4,1,1,5,2,8,1,0,4,0
"219","107282426","zinc finger and BTB domain containing 45",57.06,141,130,49,47,109.99,34,69,74.14,52,101.99,108,53,33.97,25,64,33,44.99,70,61.99,57,130,244,81,107.99,145.04,42.99,39,106.02,49
"220","107282428","very long-chain acyl-CoA synthetase-like",0,4,13,6.34,3,6,0,10.78,4,5,0,12,9,3,0,4.46,4,4,18,0,3.73,13,11.51,6,1,15,3,0,10,0
"221","107282430","E3 ubiquitin-protein ligase TRIM39-like",20.71,59.41,128.22,59.45,40.51,60.27,3.99,123.45,37.69,33.14,278.07,125.33,101,45.51,36.81,63.49,14.95,12.63,74.87,16.47,99.01,293.43,115.16,67.12,41.87,446.38,32.63,9.86,100.02,12.04
"222","107282431","leucine rich repeat containing 4B",2,3,6,8,4,12,0,6,4,7,3,3,0,0,1,2,11,3,5,6,2,8,26,2,11,10,3,2,5,0
"223","107282433","UDP-GlcNAc:betaGal beta-13-N-acetylglucosaminyltransferase-like 1",312,174,190,615,217,369,308,259,311,221,158,243,85,241,644,287,560,670,345,425,587,82,206,246,245,106,765,176,149,456
"224","107282434","Spi-B transcription factor (Spi-1/PU.1 related)",1,9,1,13,0,0,0,0,2,0,8,4,2,1,0,0,0,0,11,1,2,18,8,4,0,6,0,0,2,1
"225","107282435","polynucleotide kinase 3'-phosphatase",49,121,142,74,29,124,30,78,84,59,104,155,77,62,48,82,40,43,129,64,91,213,258,124,58,110,58,32,105,45
"226","107282436","neurotrophin 4",0,6,13,1,11,8,0,1,6,2,7,4,4,5,2,4,0,2,4,4,5,15,37,16,5,3,3,0,16,2
"227","107282437","carnitine palmitoyltransferase 1C",1,15,30,7,18,21,0,1,2,4,5,20,10,7,1,8,2,2,19,9,1,21,58,22,11,7,0,1,10,4
"228","107282438","paired box protein Pax-6-like",0,4,0,0,0,4,0,0,1,3,2,0,0,1,1,1,1,0,1,0,0,3,0,1,2,3,3,0,5,0
"229","107282439","related RAS viral (r-ras) oncogene homolog",10,42,55,8,6,31,4,13,19,5,17,41,15,1,11,4,1,7,44,19,6,41,181,20,13,45,3,1,55,10
"230","107282440","ADP ribosylation factor like GTPase 5C",0,15,7,2,1,4,0,0,2,0,8,8,6,2,0,2,1,0,3,4,1,13,32,1,0,7,1,1,4,2
"231","107282441","synaptogyrin 4",1,4,5,5,2,3,0,8,1,5,2,9,7,1,5,2,1,1,5,7,11,21,13,3,1,5,0,1,2,4
"232","107282442","protein kinase C gamma type",0.5,0.5,3,1,0,2,0.5,1,1,4,1.5,0,0,0.5,0,1,0,0,2,0,1,1,8,2,0,2,0,2,2,0
"233","107282443","uncharacterized LOC107282443",266.38,98.15,21.38,294.56,410.3,294.53,258.09,361.23,387.91,490.61,132.06,178.29,19.93,333.31,1153.71,608.76,250.58,306.78,79.99,633.25,363,21.57,34.45,62.66,152.4,39.63,436.99,101.19,43.52,143.2
"234","107282444","serine/threonine-protein kinase LMTK3-like",1.94,8.95,4.84,1.01,1,3.01,0,4.06,0,3.02,6.09,2.13,2.96,0.91,1,0,0,2,8.07,0,2,1,11.03,1.79,3.68,5.92,1,3.41,3,1.75
"235","107282445","brain-specific angiogenesis inhibitor 1-associated protein 2-like",3.57,16.36,19,9,4,15,0,8,2.13,10,1,36,2,3,1,1,8,4,8.52,0,17,14,42,1,6,25,4,1,40,2
"236","107282446","toll-like receptor 13",11,25,55,15,11,16,3,8,8,17,42,22,19,11,7,8,11,8,29,9,8,29,52,26,30,49,5,2,72,8
"237","107282448","fucosyltransferase 2",0,0,1,0,0,0,0,35,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,2,0,0,0,1
"238","107282449","protein tweety homolog 1-like",0,2.01,1,5.27,0,2.02,1,2,0,2.53,1,0,3,7,0,5,5.61,1,2,0,2,25.8,4,0,2,2,2,0,1,0
"239","107282450","immunoglobulin superfamily member 1-like",7,75,64,145,10,15,9,43,41,3,188,70,51,21,13,6,10,15,99,23,71,265,260,96,41,58,24,8,64,4
"240","107282451","fructosamine 3 kinase",18,53,31,13,28,41,19,12,23,15,36,10,10,27,19,8,22,11,74,13,17,32,12,47,51,19,42,6,25,8
"241","107282452","lysine methyltransferase 5C",0,1.23,2.47,0,0,4.63,0,1.15,0,0,1.74,2.71,0,0,0,0,0,1.98,2.98,0,0,2.72,17.55,0,3.77,2.46,0,1.4,9.94,0
"242","107282455","transmembrane protein 86B",0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0
"243","107282456","synaptotagmin 5",0,7.19,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,5,3,0,4.15,2,0,0,1,0
"244","107282460","apoptosis regulator BAX-like",20,61.82,50.92,32,6,60.83,8,26.45,17.58,11,66.63,32,25,8,15.64,12.31,6,19,26.26,10.37,47,90,59.05,17.51,11.45,181.63,13.01,4,40.51,24.01
"245","107282461","mitogen-activated protein kinase kinase 4",373,605,586,333,255,377,114,211,355,191,475,412,301,191,194,249,182,175,471,168,219,487,543,406,498,518,312,94,455,175
"246","107282462","ataxin 2 like",136.12,92.41,96.74,115,66.06,96.84,39.2,88,94.53,63,81.39,200,67.54,59.92,49.52,55.39,45.2,98.75,85.47,52.34,74,118,307,99.93,191.71,148,72.6,162.95,118,126.17
"247","107282463","probable proline dehydrogenase 2",0,1,5,1,0,0,2,8,1,1,3,1,2,0,1,2,1,0,5,2,3,6,1,6,1,1,4,1,0,3
"248","107282464","ceroid-lipofuscinosis neuronal 3",131.13,81,87.61,135,96,138.65,84,141.5,42,153.67,137,93.51,52,58,104.32,94,82,162,90.53,92.51,149.05,179,493,88,202.76,105,130,16,118.13,46.45
"249","107282465","3'-phosphoadenosine 5'-phosphosulfate synthase 1",269,267,288,139,147,197,109,138,253,124,207,267,212,193,167,144,233,188,376,238,99,205,545,244,280,102,250,80,124,162
"250","107282466","sulfotransferase 1C2A-like",0,0,0,1.2,0,0,0,0,1.5,0.5,0,1.27,0,0,1,0,0.5,1,0,0,0,10.72,0,1.85,0.5,3.59,0,2,0,0
"251","107282467","sulfotransferase 1C2-like",0,1,5,3.23,0,1,0,0,1.5,0.5,0,3.42,0,5.48,0,4.77,0.5,1,2.82,0,0,0,0,1.85,0.5,0.34,8,0,0,2
"252","107282468","serine protease 27-like",0,3.63,0,0,1,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,2,0
"253","107282469","KDEL endoplasmic reticulum protein retention receptor 1",963.24,785.01,889.41,1056.58,446.09,1165.94,171.11,557.78,535.03,357.75,358.34,1266.62,349.31,282.67,207.3,248.98,200.28,482.72,717.2,194.06,470.51,947.85,1544.52,406.02,944.77,1520.77,460.23,252.15,910.24,328.11
"254","107282470","transmembrane protein 143",23,88.64,97.77,49,40,152,19,64,30,82,82.66,74,46.06,53,11,27,15,20,72.7,33.79,46,168.51,163,84.71,123.76,115,39.35,10,144,20
"255","107282471","coiled-coil domain containing 114",74,200,229,224,66,270,23,203,113,136,269,237,233,51,63,298,59,91,460,159,233,690,470,257,102,508,81,29,141,52
"256","107282472","voltage-dependent calcium channel gamma-6 subunit-like",71.39,391.8,182.08,326.57,60.18,684.88,17.01,142.16,36.93,132.28,106.55,162.92,73.96,14.89,78.82,23.44,7,15.03,124.75,47.01,62.67,263.56,151.48,167.56,177.27,601.32,59.5,8.17,769.63,4
"257","107282473","transmembrane protein 220",175,184,146,162,73,76,52,74,152,49,106,137,64,75,75,86,86,49,178,52,68,101,141,157,200,143,109,89,137,91
"258","107282474","suppressor of cytokine signaling 3-like",154.63,375.18,332.83,674.11,81.44,409.62,34.05,259.88,195.69,181.59,580.06,737.56,160.36,71.25,71.8,74.38,65.33,111.89,649.98,67.29,233,697.06,583.56,716.16,321.06,774.54,200.5,57.41,485.44,96.56
"259","107282475","40S ribosomal protein S9",1736.85,1880.77,2908.32,4209.41,1199.85,3409.63,860.1,1444.43,2281.97,1417.28,792.42,2711.28,1077.41,1473.16,946.71,971.31,435.8,420.93,2785.93,823.69,1687.56,2277.77,1987.36,743.37,1566.21,3744.55,1556.5,3558.07,1642.68,1325.66
"260","107282476","neuronal pentraxin-1-like",5,51.06,49.53,58,17.4,35,3,44,12.81,3,70,47,30,15,5,14,9,20,47.9,11.48,23,72,42,26.66,21.35,147,15,3,146.81,3
"261","107282477","cytohesin-2",6,10.47,6.15,5,3.21,16,0,7,3.28,3,10.25,8,7.72,7.12,0,5.71,1,0,5.73,3.21,4,14,47,7.23,18.1,9,2.38,0,5,0
"262","107282478","EPS8 like 1",529.72,574.47,1046.51,1269.8,461.08,1346.73,589.45,2545.66,434.71,1898.55,665.5,1180.54,662.95,659.03,768.31,1054.51,479.65,763.22,515.7,792.07,1083.34,554,1059.23,515.02,837.28,1487.41,775.09,309.36,831.85,494.02
"263","107282479","cdc42 effector protein 1-like",62.31,74.28,76.55,69.2,48.67,70.39,34.73,52.44,57.37,59.18,66.37,130.35,60.47,48.06,30.91,36.28,38.15,92.29,67.07,57.72,46.05,106.62,389.56,50.05,153.68,86.64,104.45,30.63,85.46,53.36
"264","107282480","leukocyte receptor cluster member 9-like",151,388,335,288,140,259,18,292,157,108,430,785,184,66,56,129,54,156,320,104,210,694,1260,281,247,572,106,35,704,64
"265","107282481","leukocyte receptor cluster (LRC) member 8",46.03,49.63,74.87,57.58,40.34,63,35.3,96,46.94,59,80.38,89.04,32.62,42.12,29.18,41.98,28.06,83.18,93.09,47.63,47,120.63,226.06,53.73,102.11,48.91,45.36,23.24,90.22,51.78
"266","107282482","HSPA (heat shock 70kDa) binding protein cytoplasmic cochaperone 1",174,88,182,107,96,249,63,120,70,127,69,293,65,55,51,61,52,118,109,87,83,193,297,88,196,208,95,75,196,59
"267","107282483","protein phosphatase 6 regulatory subunit 1",48.84,50.36,87.04,85,61.29,107,23.59,159,37.29,74,160.64,204,65.45,27.71,24.04,73.61,24.02,79,122.62,87.47,92,288.06,485,119.78,244.33,98,40.71,37.37,256,47.04
"268","107282484","dynein (axonemal) assembly factor 3",17,64,71,80,17,118,2,106,53,61,56,122,74,25,13,77,19,13,154,47,133,461,138,132,28,114,30,10,104,7
"269","107282485","branched chain amino-acid transaminase 2 mitochondrial",1682,351,463,1391,1210,1522.34,2412,3094,850,4491,917,1481,283,1787,2757,2658.59,1548,1371,1403,2208,3580,642,531,795,1793,598,2008,281,465,1051
"270","107282486","hydroxysteroid (17-beta) dehydrogenase 14",486.47,233.99,445.95,1118.64,333,383.15,184.43,513.62,479.61,520,323,601.19,260,295,308.56,284.64,212.27,434,412.22,153.19,542,825.44,742,436.89,323.26,857.06,196.89,483,545.25,470.7
"271","107282487","protein phosphatase 1 regulatory subunit 15A",134,318,492,235,90,383,22,158,129,114,466,378,234,67,89,129,44,109,360,134,193,778,1310,116,230,518,83,14,449,85
"272","107282488","nucleobindin 1",1930,1123,1310,1609,853,1417,226,570,425,679,738,4191,409,361,491,487,406,823,1032,373,592,1411,4998,986,1978,1548,615,340,1540,1006
"273","107282489","tubby-related protein 3-like",156.1,184.15,196,357,169.55,366.01,31,229,254,157,166,481,135.01,48,172,63,88.27,513,384.99,100,163,433,911,286,278.03,201.13,232,123,300.14,191
"274","107282490","ADP-ribose/CDP-alcohol diphosphatase manganese-dependent",192,198,270,213,127,149,58,113,170,56,191,146,181,117,95,102,61,72,269,82,142,257,286,163,175,334,168,78,120,116
"275","107282491","ribosomal protein L13a",4888.21,4037.31,5451.38,8834,2806.35,7874,1704.23,3483,4925.34,3999,2130.82,8177.38,1963.59,2350.06,2327.04,1914.72,1467.33,2844,5737.08,1527.75,3544,4756,7184,2895.76,3535.71,7489,2696.38,7990.05,5891.41,3963.46
