"","gene","description","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"173",107283200,"TSC22 domain family protein 1-like",2,8,4,38.99,0,133.5014716,99.308202,98.940674,101.357856,95.74561,91.30204,40.5535063,48.6825304,225.684114
"174",107283203,"general transcription factor IIF subunit 2",466,516,458,149,506,1.64011,2.09273,2.50577,4.394296,5.261491,4.854518,13.621,14.9715,135.764
"175",107283204,"tumor protein, translationally-controlled 1",2098,4847,2481,1736,2689,383.597789,570.629361,576.13984,3644.67211,2143.980693,2038.62877,1956.1042,2229.033,5489.385
"176",107283211,"DnaJ heat shock protein family (Hsp40) member C15",67,60,56,16,132,20.29264,14.46692,14.896047,6.96082,22.76777,22.55654,13.46104,20.56592,9.83582
"177",107283212,"laccase domain containing 1",15,11,12,56,6,1.8182954,1.369711,1.4607069,1.346787,0.662039,0.725745,1.4075132,2.72954,14.7180296
"178",107283216,"sidekick cell adhesion molecule 2",76,32,84,47,127,0.2288497,0.3340436,0.2819919,0.285004755,0.818938,1.127314,0.0959,0.891997,0.165132
"179",107283228,"AP2 associated kinase 1",47,50,34,146,40,10.864716,11.172312,11.533865,19.342724,36.217834,27.774512,10.6010087,54.208568,38.430457
"180",107283232,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5",1,0,3,4,1,0,0.356561,0.2797352,0.9751297,0.862619,0.6408684,0.738867,4.351856,2.1844324
"181",107283233,"tachykinin receptor 1",0,0,0,0,0,0.123966,0.150882,0.155897,0.137518,0.0683609,0.2194778,0,0.151185,0.940097
"182",107283235,"prenylcysteine oxidase 1",91,162,78,138,120,18.3642448,15.842245,14.764228,16.925877,24.24824,23.456629,8.89426,68.2412,123.1908
"183",107283242,"chromosome unknown open reading frame, human C5orf63",53,116,78,46,164,5.518364,3.044597,3.084027,2.503579,3.12838,3.689254,9.95731,9.43983,55.4427
"184",107283252,"annexin A4",57,146,83,238,76,9.7651373,10.6586612,10.1529592,25.70734,16.55505,20.07568,6.271939,5.805104,15.39045
"185",107283253,"membrane associated ring-CH-type finger 3",134,251,170,47,193,4.5718923,6.6792018,6.79022378,19.8047,19.18198,15.89537,11.249418,12.06126,32.14176
"186",107283256,"tet methylcytosine dioxygenase 3",231,296,159,556,181,2.745194,3.534343,3.958431,0.592126,0.843777,0.897607,0.0234315,0.243186,0.2696239
"187",107283260,"small nuclear ribonucleoprotein polypeptide G",145,260,142,70,158,16.6683,19.891656,15.44629,107.81585,65.55909,42.90025,110.1463,116.3531,225.9816
"188",107283261,"transmembrane protein 150A",72,203,76,82,113,18.291912,29.281815,29.542886,9.835469,21.37334,14.22775,7.98178,12.2723,29.5437
"189",107283264,"lamin B1",38,112,49,239,56,1.225449,1.037675,0.764945,1.312485,0.61545,1.26812783,3.41200608,4.89886101,9.6137857
"190",107283266,"NADH:ubiquinone oxidoreductase subunit A10",851,1009,711,111,1252,322.23428,342.867529,342.450229,122.4958928,191.463961,198.3420763,177.532,326.819,288.869
"191",107283272,"ubiquitin-fold modifier 1",1698,2076,1058,638,1950,10.51219,7.875638,8.9899072,7.646477,8.304499,6.209615,8.314535,6.802828,51.388691
"192",107283283,"adducin 2",0,0,0,3,0,0.1491281,0.2032262,0.1141747,1.7961644,2.948494,0.9675782,0.0283866,0.0338193,0.0526963
"193",107283289,"engulfment and cell motility 1",107,58,237,234,210,4.3319378,4.2310403,4.3123821,8.726644,7.273602,11.5766309,2.94674,6.266804,2.94164
"194",107283290,"aldehyde dehydrogenase 7 family member A1",782.85,640.58,1023.16,251.92,743.21,13.650938,12.580153,12.822412,28.86061,29.51839,29.35996,26.883244,53.25637506,55.2771293
"195",107283292,"secreted frizzled-related protein 4",2,0,0,1,2,0.433098,0.7666924,0.6858152,0.713508,1.80455,2.12074,0.407393,1.63448,0.823044
"196",107283295,"ependymin related 1",3,7,25,20,7,13.87818,16.870529,13.069448,16.0607,22.58009,24.0921,26.4694,48.382,144.135
"197",107283298,"VPS41 HOPS complex subunit",1035,541,1882,601,2086,9.0192643,7.843991,7.4736767,8.352138612,8.01017,12.619056,7.75412,16.982209,9.5618229
"198",107283302,"Yae1 domain containing 1",415,161,540,261,681,28.154758,22.416845,23.013022,7.075811,5.343277,8.687782,8.51674,10.5144,51.5691
"199",107283326,"protein tyrosine phosphatase, receptor type G",169,198,133,180,176,16.035183,15.6576467,13.935755,7.0711105,8.029259,8.077903,3.029094011,5.579651,11.17463
"200",107283361,"ABL proto-oncogene 2, non-receptor tyrosine kinase",11,11,14,62,13,3.578917,2.8169867,2.753317,2.066189,2.682484015,2.877793008,0.229093,1.697667,3.288195
"201",107283363,"tudor domain containing 5",19,47,35,202,37,0.0109471,0.00814147,0.0250739,0,0.143079,0.0693067,0,0.039674603,0.015456883
"202",107283365,"LIM homeobox 4",0,0,0,0,0,0,0,0.0169687,0.105627,0.211333,0.27135925,0,0,0
"203",107283366,"RAS protein activator like 2",35,21,43,78,21,4.1588202,2.8343469,2.7895202,6.719031,11.85789,8.731979,1.82050218,12.5513057,20.640018
"204",107283367,"Ral GEF with PH domain and SH3 binding motif 2",34,17,38,23,42,2.6424038,3.3499334,3.65314,0.661266,1.731307,2.625506,0.3499696,1.814656,2.61815
"205",107283369,"angiopoietin like 1",1,6,0,5,13,0.61203,0.5479527,0.737967,4.888298,6.408827,4.766334,1.23655,1.475825,2.325694
"206",107283370,"family with sequence similarity 20 member B",208,70,148,81,224,19.90899787,13.0462488,13.3712067,7.29301,13.12759,9.87179,5.0228898,35.1737279,86.9773
"207",107283372,"sterol O-acyltransferase 1",596,361,484,626,542,4.9145603,2.3910217,4.1138125,1.83178665,1.079046586,1.945800925,0.552769,1.4299239,6.182765
"208",107283376,"quiescin sulfhydryl oxidase 1",4766,2774,1641,602,4190,18.1002683,28.039803,27.5942438,91.17699,53.155237,45.90017,22.0309,57.9032,59.5395
"209",107283382,"protein tyrosine kinase 7 (inactive)",233,166,244,261,171,1.100091,1.768294,1.7707625,4.7318369,2.968195969,2.211808914,0.684244969,1.4333881,2.447274155
"210",107283384,"cytoplasmic polyadenylation element binding protein 3",5,3,14,17,8,10.84765673,10.8346077,10.85503178,0.845978,3.2018486,3.6502353,0.161725,3.67131,2.597599
"211",107283385,"exocyst complex component 6",43,27,66,36,45,7.94387,7.45962,7.37577,1.757921,0.86464624,1.357467009,1.77924,2.44326,5.87234
"212",107283394,"insulin degrading enzyme",493,226,584,319,784,10.3992424,7.4731265,7.1191152,3.9672622,11.26988701,9.528756,2.47199332,17.39196,22.493516
"213",107283395,"coiled-coil domain containing 109B",84,243,90,93,125,1.271183,1.03392,1.364306,2.895937,0.564176,1.587664,1.07788,1.09072,1.09189
"214",107283398,"myoferlin",42,223,54,136,88,2.45774048,3.10064877,2.58264121,20.62248,18.56205,19.158779,0.314555,1.21013,0.960642
"215",107283401,"cytochrome P450 26A1",0,1,0,58,0,0.3000542,0.1831195,0.149314,0,0.841109,0.205663,0,0,0
"216",107283403,"free fatty acid receptor 4",0,0,0,3,0,0.0824003,1.22105,1.33381,0.207179,0.575181,0.510163,0,0.172751,0
"217",107283405,"patched 2",2,5,10,3,9,1.403661,1.2257234,1.259676838,0.4227209,1.41699,0.893,0.0739845,0.358199,0.291834
"218",107283413,"GC-rich promoter binding protein 1 like 1",362,437,506,478,449,23.97308,23.6013,23.02733,20.591884,19.710619,26.414571,9.79344,19.1054,35.7178
"219",107283414,"ribosomal protein S8",3014,6254,3357,1026,3625,130.256173,161.140253,166.862335,1094.545446,694.10491,714.89376,967.529,695.617,2306.13
"220",107283415,"polo like kinase 3",618,124,107,962,154,1.93298,2.410924,2.607252775,5.591773,4.511629,10.16997,0.514213,0.65577,1.309768
"221",107283421,"zinc finger SWIM-type containing 5",0,4,4,10,3,0.495752,0.530883,0.49213,0.429192,0.603487,0.967133,0.0887716,0.0550723,0.326094
"222",107283422,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",127,91,114,45,111,34.871259,36.430922,35.862294,4.24197,7.91097,6.87117,31.6863,65.5643,115.857
"223",107283435,"chromosome unknown open reading frame, human C1orf228",171,71,103,62,91,0.0403072,0.2658477,0.3515005,0.6672444,1.790783,0.887563,0.0188578,0.113018,0.126544
"224",107283436,"transmembrane protein 53",202,204,145,115,326,18.591715,35.928806,32.970673,6.061838001,13.72728422,15.12321101,2.410381,10.03356,24.06961
"225",107283439,"DNA methyltransferase 1 associated protein 1",44,28,66,42,39,6.966654,8.395749,8.2157037,21.61728,32.1205,30.66107,76.1796,79.5698,114.663
"226",107283441,"solute carrier family 6 member 9",0,8,3,21,8,3.6032927,4.333516,4.512146,1.46488,1.516683,1.54314,0.109978,0.70184599,1.2106
"227",107283444,"DPH2 homolog",96,99,93,97,93,3.553061,4.001834,4.737555,5.348889,15.348079,11.04622058,1.492487,4.852878,13.707
"228",107283446,"lysine demethylase 4A",101,87,222,139,182,10.0899727,10.7731224,10.84401387,3.66531,6.21385,6.02014,3.352331,7.93231,16.74273
"229",107283447,"protein tyrosine phosphatase, receptor type F",90,199,49,456,81,2.4831645,4.10715,4.841483,2.6366119,13.428904,15.806086,0.9022083,3.386288,8.27592706
"230",107283450,"mediator complex subunit 8",118,62,84,65,107,10.170545,12.06695831,10.759607,9.512165,10.97187,14.10438,16.0593,17.3848,51.6394
"231",107283451,"cell division cycle 20",41,90,27,65,27,0.89003,0.941334,0.708353,0.208722,0.466906,0.77768606,0.29465907,1.25786,0.702929
"232",107283453,"MPL proto-oncogene, thrombopoietin receptor",44,22,44,103,38,0.29744025,0.877962,0.8514142,1.3443169,0.582333,0.773362,0.189385,0.332036,1.23732
"233",107283457,"cilia and flagella associated protein 57",7,6,9,10,13,0,0.10364,0.0586538,0.407625,0.0862016,0.132296,0.00509628,0.0202198,0
"234",107283458,"EBNA1 binding protein 2",704,600,409,195,609,10.064267,13.35137,13.5743,21.768968,16.141428,16.675656,19.6877,18.1309,10.2105
"235",107283460,"family with sequence similarity 183 member A",73,109,53,31,68,0.270798,0.609127,0.240243,0,0.864017,0,0.0225196,0.321747,0.214205
"236",107283461,"intracisternal A particle-promoted polypeptide",98,56,75,26,82,2.83586,1.826191,1.95179,4.927959,7.25551,6.39081,1.531238,3.543376,13.754
"237",107283464,"Tctex1 domain containing 4",0,0,0,0,1,0.1629022,2.098111,2.934307,0.328773,0,0,0.191801,1.01304,0.15568
"238",107283465,"4-hydroxyphenylpyruvate dioxygenase-like",12,10,50,5,23,1.48005,2.39355,2.64742,0.09445,0.422565,0.491922,2.92817,7.22513,10.1439
"239",107283468,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",22,10,7,14,11,3.028624,6.0571854,5.312984,18.816256,36.355152,36.9752202,11.1627,13.7556,26.9901
"240",107283477,"mevalonate diphosphate decarboxylase",42,25,11,17,16,3.24226,4.78919,5.354577,32.3785,40.63153,36.29969,7.247696,9.577433,16.95372
"241",107283479,"chromatin licensing and DNA replication factor 1",0,0,0,7,0,1.257821,1.897287,2.420959,0.282243,0.8242056,0.538679,0.0549839,0.173099,0.365682
"242",107283486,"zinc finger protein 276",48,159,47,67,53,8.298861,8.494614,9.546407,13.798775,18.051845,17.27899428,1.442932,4.77743,3.985658
"243",107283489,"spire type actin nucleation factor 2",0,0,1,8,1,0.108322,0.331786,0.34923133,1.652309,4.376299,2.654646,0.0713434,0.193428,0.462072
"244",107283494,"chromosome transmission fidelity factor 8",5,11,5,3,5,14.06027,16.38095,15.27835,22.00034,19.69275,24.21733,12.93403,23.61968,37.46068
"245",107283500,"ataxin 1 like",131,305,96,188,120,4.28448,3.4732,3.46464,3.72681,6.03172,5.690349,0.768207,5.67514,9.47201
"246",107283508,"dipeptidase 1 (renal)",1,2,1,25,3,39.54,50.993988,49.6228,0.0832806,1.033072,0.324883,0.02337265,0.328044,0.3282474
"247",107283511,"ribosomal protein L13",3746,8692,3131,2497,4673,149.52979,333.6051147,341.633138,1460.408,1452.025,1663.009,260.014,602.7209,368.16
"248",107283514,"adenine phosphoribosyltransferase",1258,3037,2248,809,1509,16.578208,24.988203,24.286581,33.00357,38.89554,42.73565,28.4027,29.9217,70.7204
"249",107283517,"ankyrin repeat domain 11",453,668,381,802,511,19.7096519,20.2480906,20.829152,47.70055,53.43876,58.87835,3.438038,25.6103,34.89374
"250",107283518,"acyl-CoA synthetase family member 3",21,11,20,16,8,12.317821,14.094763,14.740754,8.262843,13.87731,15.52593,1.259423,3.34278,6.021649
"251",107283521,"vacuolar protein sorting 4 homolog A (S. cerevisiae)",64,128,61,90,52,20.503609,19.277214,18.367793,33.730821,41.99764,45.362906,24.51705,42.57018,71.62123
"252",107283526,"proteasome 26S subunit, non-ATPase 7",282,379,321,157,290,29.888845,30.926299,30.047247,48.09974799,59.70251,61.45969,84.6889,89.6444,276.301
"253",107283534,"ring finger protein 166",3,5,1,2,1,38.451084,61.969195,63.388662,10.623174,15.87916,18.1133592,5.388648,8.659803,18.02214
"254",107283535,"cytosolic thiouridylase subunit 2 homolog (S. pombe)",12,10,2,28,9,6.0203432,8.015662,8.096042,12.70616,11.61606,13.51389,5.307972,6.867914,8.413424
"255",107283543,"growth arrest specific 8",2,11,12,15,5,3.2420515,4.1647924,4.355127,21.339443,26.6916,28.725291,0.468542,1.16117,3.42929
"256",107283547,"NIP7, nucleolar pre-rRNA processing protein",424,715,379,93,332,9.2422,14.053762,16.83535,4.523891,6.685764,4.432871,4.23022,11.96428,35.20932
"257",107283552,"zinc finger homeobox 3",12,7,10,118,14,0.7831401,1.08069,1.1801078,4.4416376,4.28114,3.6800981,0.125389,1.56363,2.05909
"258",107283554,"tyrosine aminotransferase",0,1,1,5,4,0.41471206,0.597514,0.874509,0.1439417,0,0.0284369,0.0208872,0.334364,0
"259",107283556,"non-SMC condensin II complex subunit G2",9,11,24,183,30,0.5825501,0.469412,0.3844412,2.9816128,3.739855504,5.008474,0.1225982,0.225755,0.252564
"260",107283557,"vasoactive intestinal peptide receptor 2",6,32,32,32,26,0.7938034,0.9456616,1.0530981,6.563416,13.762458,13.720615,2.1944289,12.865105,7.09896
"261",107283566,"WD repeat domain 37",18,19,47,89,54,10.7505491,9.7302511,6.3794139,5.858733,15.55327931,17.200034,1.36002,4.776204,5.9396209
"262",107283569,"zinc finger CCHC-type containing 2",188,292,181,283,188,4.1710367,4.8163027,4.2207452,6.7086911,8.551497003,6.535141,1.10886,6.05851,11.546
"263",107283570,"PH domain and leucine rich repeat protein phosphatase 1",19,3,19,39,11,5.9517967,5.4865466,5.2058,2.5439663,2.211094,3.604857,0.374672,2.614455,2.049576642
"264",107283573,"chromosome unknown open reading frame, human C5orf22",123,80,102,78,84,5.260844,4.42164,4.859875,3.405380012,7.143300001,5.549806037,1.67295,5.9753,22.9759
"265",107283575,"cadherin 20",19,20,103,8,22,1.33728,1.02074,1.19284,0.319378,0.1947823,0.716592,0.517184,0.761678,2.1323
"266",107283576,"ring finger protein 152",17,136,22,95,55,0.369493,0.453325,0.538508,4.287705,3.393546,6.222789,0.548536,8.32496,10.5316
"267",107283577,"phosphatidylinositol glycan anchor biosynthesis class N",156,159,227,288,363,6.4440176,14.2647997,10.66264777,11.0593,11.24475,15.14328,0.763437,1.953590006,2.488801757
"268",107283579,"tumor necrosis factor receptor superfamily member 11a",10,10,7,47,12,0.8702421,1.24104,1.2608043,0.1675612,0.0970999,0.1636653,0.090439142,0.776696,0.66517
"269",107283583,"vacuolar protein sorting 4 homolog B (S. cerevisiae)",742,755,834,315,518,3.6849499,3.1221823,3.264593,4.635939,6.72962,3.6741185,2.92629,5.98189,14.6719
"270",107283607,"family with sequence similarity 133 member B",50,110,50,53,115,3.3388949,2.4915812,2.3514903,4.768848,5.825652,3.114462,5.64002,6.90019,39.7755
"271",107283608,"HEPACAM family member 2",0,1,3,1,0,0.4603665,0.6789963,0.6198277,0,0.0997879,0.066381,0,0,0
"272",107283613,"distal-less homeobox 6",0,0,0,0,0,1.60377,0.874738,0.649675,0.123702,0.0783551,0.530567,3.181561,4.998985,20.88456
"273",107283616,"DND microRNA-mediated repression inhibitor 1",13,2,8,1,3,1.510467,2.439688,3.038779,0,0.901425,1.11715,0.47542,1.01677,0.861516
"274",107283630,"DnaJ heat shock protein family (Hsp40) member C1",57,81,111,82,111,4.863493,6.41823436,5.2640878,8.47754,5.33038,5.143757,1.6579493,3.022359,6.415997
"275",107283635,"sperm associated antigen 6",44,27,24,31,77,0.160561,0.2700879,0.1090714,0,1.3801395,1.094625,0,0.376739612,0.0417296
"276",107283636,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",17,22,49,116,58,2.555774,2.914677,2.23272,12.289423,5.32437,4.8030753,3.482338,5.182814,17.90302
"277",107283643,"VPS50 EARP/GARPII complex subunit",323,214,695,400,803,2.7380472,2.2057109,1.9399481,2.9295254,5.560496,3.0281567,1.43703,2.65979,3.87831
"278",107283646,"CAS1 domain containing 1",149,37,290,106,275,9.66214,6.782834,7.586383,3.812616,2.756769,7.693092,2.04025,5.7496,14.7107
"279",107283647,"sarcoglycan epsilon",44,822,104,228,169,7.567633309,6.49291101,7.039115148,18.39029908,14.58828987,16.77029381,1.8437369,1.325697,1.915502
"280",107283649,"ankyrin repeat and SOCS box containing 4",11,6,6,1,9,3.621266,1.977814,1.7684449,1.322161,1.01358,0.758536,0.711952,7.39766,13.7374
"281",107283658,"collagen type XXVIII alpha 1",13,26,25,80,33,0.0817483,0.112281,0.268856,3.086994,7.016474,6.746504,9.322256,7.79059,36.04885
"282",107283662,"glucocorticoid induced 1",208,310.42,393.21,427.88,454.01,2.001452,3.399796,2.556955,2.62083788,4.040996,2.153836,0.1176699,0.796631,0.8946307
"283",107283663,"islet cell autoantigen 1",144,100,208,132,246,3.667941129,3.391167536,3.499579106,16.400557,18.354903,16.59749937,2.12843,4.292135,3.61608
"284",107283664,"IK cytokine, down-regulator of HLA II",1585,1324,1347,958,2148,14.6450267,12.63118958,13.64610952,91.086016,48.828411,48.401823,17.9664,28.9049,15.0706
"285",107283665,"transmembrane and coiled-coil domains 6",890,758,900,209,1083,4.396101,5.7065245,5.813257,7.794725,3.925678006,6.404898,1.87637,3.83614,3.18601
"286",107283666,"NADH:ubiquinone oxidoreductase subunit A2",2283,2681,1945,328,2886,148.172,293.534,288.023,107.13178,123.746006,130.348736,273.226,296.32,433.391
"287",107283670,"zinc finger matrin-type 2",428,596,285,156,570,9.3603,7.369072,7.025779,55.55844,30.46528,26.07338,38.9712,18.4075,285.016
"288",107283678,"protein phosphatase 1 regulatory subunit 9A",0,5,7,13,11,3.3270758,2.3916068,2.3398255,1.386847953,2.234102025,1.62460994,0.1745773,1.8290011,3.825214287
"289",107283679,"distal-less homeobox 5",0,2,2,0,4,0,0.0752503,0.0527695,0.375164,0,0.425791,0,0.0752541,0.0584938
"290",107283686,"UTP11, small subunit processome component homolog (S. cerevisiae)",60,99,44,60,92,2.265107,2.3712,2.34699,4.914038,4.61814,6.02139,4.29421,9.76312,5.16003
"291",107283692,"zinc finger CCCH-type containing 12A",3,0,0,5,0,2.797626,3.1688685,3.536715,1.46952,1.134321,1.958526,0.40443,0.910035,1.439773
"292",107283693,"IQ motif containing C",2,7,7,8,17,10.15732,19.588292,18.3652,0.516359,0.980118,1.079204,0.696003,1.5071615,3.61192
"293",107283704,"four and a half LIM domains 3",178,210,170,97,153,3.96997,12.120014,12.01638,6.48961,7.706342,13.14283,6.89982,14.0206,8.51291
"294",107283706,"guanine nucleotide binding protein-like 2 (nucleolar)",590,769,485,372,553,7.57501,6.986009,7.849644,13.095693,7.309136,6.294817,5.5751853,8.606289,25.4540678
"295",107283709,"coiled-coil domain containing 28B",6,1,3,6,7,15.063593,7.630892,8.169211,7.513517,26.383719,25.478715,6.3678,7.84887,9.72791
"296",107283717,"peptidylprolyl isomerase E",244,313,293,125,306,6.643282,8.982016,7.694054,18.4003932,28.469929,30.725807,14.465253,13.4549,25.64215642
"297",107283725,"yrdC N(6)-threonylcarbamoyltransferase domain containing",50,117,30,40,58,14.79788,11.25416,12.28344,1.65331,3.78358,2.87383,4.71613,9.54478,19.399221
"298",107283727,"splicing factor 3a subunit 3",117,172,210,182,168,4.948066,4.835769,4.1533247,12.1167,8.190203,12.80391,8.22376,8.64176,53.1517
"299",107283729,"MYST/Esa1-associated factor 6",140,228,83,108,164,8.33954,12.2240111,10.147819,11.621487,10.212647,11.29786,8.97989,12.69684,21.0122
"300",107283732,"taxilin alpha",12,22,13,39,13,8.573053,7.777449,7.862131,8.95828,8.34872,7.57556,1.47737,5.53976,7.71445
