Orthogroup	P_Mucros.pep	N_naja.pep
OG0000171	XP_015672894.1	Nana17789-RA
OG0000172	XP_029140806.1	Nana08296-RA, Nana14058-RA
OG0000172	XP_015684318.1	Nana27786-RA
OG0000172	XP_015670606.2	Nana10639-RA
OG0000174	XP_015670431.1	Nana10607-RC, Nana10607-RA
OG0000174	XP_015670430.1, XP_015670428.1	Nana10607-RB, Nana10607-RD
OG0000174	XP_015683273.2	Nana27734-RA
OG0000174	XP_015677824.1	Nana08485-RD, Nana08485-RC, Nana08485-RB
OG0000179	XP_029141413.1	Nana19279-RA
OG0000179	XP_015687365.1	Nana19294-RA
OG0000179	XP_015678517.1	Nana19310-RA, Nana19307-RF, Nana19307-RC, Nana19307-RB, Nana19307-RD, Nana19307-RE, Nana19306-RA, Nana19309-RA
OG0000181	XP_029140763.1	Nana37655-RB
OG0000181	XP_015671583.1	Nana14994-RA
OG0000183	XP_029141374.1	Nana14703-RA
OG0000183	XP_015676390.1	Nana28668-RA
OG0000183	XP_029140862.1	Nana28665-RA
OG0000184	XP_015675393.1	Nana12380-RA
OG0000184	XP_029141385.1	Nana33040-RA
OG0000184	XP_015681863.1	Nana36072-RA
OG0000184	XP_015680940.1	Nana06340-RA
OG0000185	XP_015683210.1	Nana21120-RA
OG0000185	XP_015683450.1	Nana10173-RA
OG0000186	XP_015684024.2	Nana18448-RA
OG0000186	XP_015667869.1	Nana19444-RA
OG0000186	XP_015679777.1, XP_015686410.1	Nana09006-RA
OG0000187	XP_015679486.1, XP_015679485.1	Nana02631-RA
OG0000187	XP_015682140.1, XP_015682141.1	Nana14009-RA
OG0000187	XP_029140248.1, XP_015672812.1, XP_029140247.1	Nana08636-RA
OG0000188	XP_015671217.1	Nana10451-RA
OG0000188	XP_029139925.1	Nana10448-RA
OG0000188	XP_029139926.1	Nana10449-RA
OG0000193	XP_029139939.1	Nana34739-RA, Nana34739-RB
OG0000193	XP_015678276.1, XP_015678275.1	Nana04026-RB, Nana04026-RA
OG0000193	XP_015666025.1, XP_015678547.1	Nana23748-RA
OG0000194	XP_015671969.1	Nana04300-RA
OG0000194	XP_015681102.1, XP_015665756.1	Nana23580-RB, Nana23580-RA
OG0000194	XP_015667544.1	Nana13959-RA
OG0000195	XP_015665650.1	Nana38858-RA, Nana07067-RA, Nana08012-RA, Nana24593-RA, Nana06496-RA, Nana22476-RA, Nana00681-RA, Nana06948-RA, Nana22451-RA, Nana08544-RA, Nana22193-RA, Nana23416-RA, Nana15132-RA, Nana12292-RA, Nana35597-RA, Nana38009-RA, Nana39659-RA, Nana11511-RA, Nana39808-RA, Nana22419-RA, Nana39474-RA, Nana38857-RA, Nana10488-RA, Nana24469-RA, Nana00434-RA, Nana17430-RA, Nana24008-RA, Nana39397-RA, Nana15133-RA, Nana18713-RA, Nana23375-RA
OG0000196	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1	Nana38985-RD, Nana38985-RE, Nana38985-RB, Nana38985-RC, Nana38985-RA
OG0000197	XP_015672863.1	Nana18220-RA
OG0000197	XP_015674820.1	Nana09163-RA
OG0000197	XP_015682229.1	Nana25443-RA
OG0000197	XP_015672837.1	Nana32135-RA
OG0000198	XP_015679641.1	Nana29992-RA
OG0000198	XP_015679495.1	Nana29987-RA
OG0000199	XP_015673566.1	Nana10999-RB, Nana10999-RA, Nana10997-RD, Nana10997-RB, Nana10997-RC
OG0000199	XP_015683861.1	Nana30635-RA
OG0000199	XP_015683080.1	Nana36358-RA
OG0000200	XP_015679138.1	Nana11623-RA
OG0000200	XP_029141710.1	Nana36320-RH, Nana36320-RG, Nana36320-RJ, Nana36320-RE, Nana36320-RC, Nana36320-RD, Nana36320-RB
OG0000201	XP_015674986.1	Nana14043-RA
OG0000201	XP_015670612.1	Nana10669-RA
OG0000201	XP_015683034.1	Nana07920-RC
OG0000202	XP_015687603.2	Nana19477-RA, Nana28348-RA
OG0000202	XP_015687604.1, XP_015683978.1	Nana19472-RA
OG0000203	XP_029139831.1	Nana12325-RA
OG0000203	XP_029139567.1	Nana10784-RA
OG0000203	XP_015684967.1	Nana14670-RA
OG0000203	XP_029138811.1	Nana06067-RA
OG0000204	XP_015687678.1, XP_015687677.1	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM
OG0000205	XP_015678515.1, XP_029141304.1	Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA
OG0000207	XP_015682704.2, XP_015672350.1, XP_015682716.1, XP_015682715.2	Nana25610-RA, Nana25597-RA
OG0000209	XP_015674801.1	Nana35591-RA, Nana28443-RA, Nana18688-RA, Nana27032-RA, Nana04465-RA, Nana21751-RB, Nana03000-RA, Nana15289-RA, Nana22299-RA, Nana04691-RA, Nana18686-RA, Nana18082-RA, Nana09220-RA, Nana35707-RA, Nana22287-RA, Nana06837-RA, Nana02936-RA, Nana23046-RA, Nana21752-RA, Nana04809-RA, Nana01380-RB, Nana18701-RA, Nana22131-RA, Nana13739-RA, Nana15288-RA, Nana08085-RA, Nana04692-RA, Nana03001-RA, Nana21753-RA, Nana18689-RA, Nana35708-RA, Nana22130-RA, Nana18687-RA, Nana35590-RA
OG0000212	XP_015681982.1, XP_015681150.1	Nana00145-RA
OG0000212	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1	Nana00135-RA
OG0000212	XP_015671282.1	Nana34717-RA
OG0000213	XP_015666876.1	Nana26049-RA
OG0000213	XP_015672992.1	Nana09215-RA
OG0000214	XP_029142366.1	Nana35941-RA
OG0000214	XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1	Nana35936-RA
OG0000216	XP_015671318.1	Nana12893-RE
OG0000216	XP_015671322.1	Nana12893-RD
OG0000216	XP_015665455.1, XP_015665457.1	Nana06004-RA
OG0000217	XP_029140602.1	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA
OG0000218	XP_015680421.1	Nana19003-RA
OG0000218	XP_015683351.1, XP_015670048.1	Nana28474-RA
OG0000220	XP_029141778.1	Nana07784-RA
OG0000220	XP_015684700.1	Nana07713-RA, Nana07713-RB
OG0000221	XP_015671392.1, XP_015671391.1	Nana02364-RA
OG0000221	XP_015677537.1	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC
OG0000222	XP_015669545.1, XP_015669546.1, XP_015686068.1	Nana11085-RA
OG0000222	XP_015675083.1	Nana37344-RA
OG0000223	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1	Nana20407-RB, Nana20407-RA
OG0000223	XP_029142495.1	Nana26323-RA
OG0000223	XP_015687943.1, XP_015687942.1	Nana32618-RA, Nana32618-RB
OG0000224	XP_015683714.1	Nana39224-RA
OG0000224	XP_015675851.1	Nana37623-RA
OG0000225	XP_015674326.1, XP_015674325.1	Nana19252-RA
OG0000225	XP_015668021.1, XP_015668020.1	Nana15500-RA
OG0000226	XP_015675418.1	Nana08824-RA
OG0000227	XP_015672096.1	Nana35841-RA
OG0000227	XP_015680851.2, XP_015686608.1	Nana35618-RA
OG0000227	XP_015682709.1	Nana15538-RA
OG0000228	XP_015673910.1	Nana07844-RA
OG0000228	XP_015673894.2	Nana07842-RA
OG0000229	XP_015671815.1, XP_015671816.1, XP_015671817.1	Nana08354-RA, Nana08354-RB
OG0000229	XP_015683242.1	Nana27867-RA, Nana27867-RB, Nana27867-RC
OG0000229	XP_015670602.1	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD
OG0000230	XP_015674488.1, XP_015684261.2	Nana14830-RA
OG0000231	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1	Nana22724-RA
OG0000231	XP_015670647.1	Nana22723-RA
OG0000232	XP_015669839.1, XP_015669838.1	Nana04337-RA
OG0000232	XP_029140043.1	Nana04335-RA
OG0000232	XP_029140044.1	Nana04336-RA
OG0000233	XP_029141538.1, XP_015684957.1	Nana22819-RA, Nana16302-RA
OG0000235	XP_015678419.1	Nana18677-RA
OG0000235	XP_015687965.1, XP_015687964.1	Nana32730-RA
OG0000235	XP_015666878.1	Nana26056-RA, Nana09225-RA
OG0000236	XP_029141826.1, XP_015681000.1, XP_015678271.1	Nana04020-RA
OG0000236	XP_015680997.1	Nana04017-RA
OG0000236	XP_029142387.1	Nana00165-RA
OG0000237	XP_029143039.1	Nana00862-RB
OG0000237	XP_015686926.1	Nana00862-RA
OG0000237	XP_015678307.2	Nana35961-RA
OG0000237	XP_015676160.1, XP_015676161.1	Nana30903-RC
OG0000238	XP_015669064.1	Nana09145-RA
OG0000238	XP_015669597.1	Nana09150-RA
OG0000238	XP_029140291.1	Nana19503-RA
OG0000238	XP_029140427.1	Nana28341-RB, Nana28341-RA
OG0000238	XP_015673107.1	Nana19499-RA
OG0000239	XP_015683678.1, XP_015685931.1	Nana35381-RA
OG0000239	XP_029141437.1, XP_029141438.1, XP_015686162.1	Nana35358-RA, Nana35357-RA
OG0000239	XP_015679103.1	Nana35365-RA
OG0000241	XP_015683497.1	Nana11741-RA
OG0000241	XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2	Nana06412-RA, Nana06410-RA
OG0000242	XP_015682858.1	Nana03921-RA, Nana03921-RB
OG0000242	XP_015688020.1, XP_015688019.1	Nana21215-RB, Nana21215-RA
OG0000242	XP_015678393.1, XP_015678394.1	Nana10104-RA
OG0000243	XP_015665477.1	Nana06066-RA
OG0000243	XP_015668788.1, XP_015668787.1	Nana10898-RA
OG0000244	XP_029139749.1	Nana25241-RA
OG0000244	XP_029139751.1	Nana25242-RA
OG0000245	XP_015672352.1	Nana25599-RA, Nana24950-RA
OG0000248	XP_015666616.1	Nana27998-RA, Nana27998-RC, Nana27998-RB
OG0000248	XP_015678457.2, XP_029141295.1	Nana19163-RA
OG0000248	XP_015678455.1, XP_015678456.1	Nana19165-RE, Nana19165-RG, Nana19165-RF
OG0000249	XP_015676145.1	Nana30900-RA, Nana30900-RB
OG0000249	XP_015675754.1	Nana05665-RA
OG0000249	XP_015684353.1, XP_015685037.1	Nana01260-RA
OG0000250	XP_029139221.1	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF
OG0000250	XP_015677888.1	Nana22706-RA
OG0000250	XP_015672454.1	Nana22704-RA
OG0000252	XP_015673469.1	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	XP_015679413.1	Nana02349-RA
OG0000253	XP_015674516.1	Nana29904-RA
OG0000253	XP_015683511.1	Nana17092-RA
OG0000254	XP_015670377.1	Nana18269-RA
OG0000254	XP_015687890.1	Nana32712-RA
OG0000255	XP_015683691.1, XP_015683692.1, XP_015666007.1	Nana23756-RA, Nana38961-RA
OG0000255	XP_015683026.1	Nana11387-RA, Nana11387-RB
OG0000256	XP_015666713.1	Nana21478-RA
OG0000256	XP_015678280.1	Nana09918-RA
OG0000256	XP_015684291.1, XP_015684290.1	Nana03711-RA
OG0000257	XP_015670364.1, XP_015670363.1	Nana25143-RA, Nana25143-RB
OG0000257	XP_015677968.1	Nana08771-RA, Nana08770-RA
OG0000257	XP_015672285.1, XP_029140129.1, XP_029140130.1	Nana18134-RA
OG0000258	XP_029139042.1	Nana14360-RA
OG0000258	XP_015683953.1	Nana14362-RA
OG0000258	XP_015683998.1	Nana11548-RA, Nana11548-RB
OG0000259	XP_015679075.1	Nana27545-RA
OG0000260	XP_015674853.1	Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	XP_015677860.1	Nana30565-RA
OG0000262	XP_015678015.1, XP_015678016.1	Nana30529-RA, Nana30529-RB
OG0000262	XP_015670169.1	Nana29562-RA
OG0000263	XP_015669178.1	Nana00869-RA
OG0000263	XP_015669353.2	Nana30949-RB, Nana30949-RA
OG0000263	XP_015673162.2	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC
OG0000264	XP_029139560.1	Nana10767-RA
OG0000264	XP_015669400.1	Nana10766-RA, Nana10766-RB
OG0000264	XP_015669399.1	Nana10766-RC, Nana10766-RD
OG0000264	XP_029139557.1	Nana10768-RA
OG0000265	XP_015670772.1	Nana33278-RA
OG0000265	XP_015667968.1	Nana11640-RA
OG0000265	XP_015665504.1	Nana06155-RB
OG0000266	XP_015672362.1	Nana22510-RA
OG0000267	XP_029140923.1	Nana10107-RA
OG0000267	XP_015667194.1	Nana22007-RB, Nana22007-RA
OG0000267	XP_029141470.1	Nana03512-RA, Nana03511-RA
OG0000269	XP_015677141.1	Nana15310-RA
OG0000269	XP_015684729.1, XP_015684730.1, XP_015683835.1	Nana39317-RA
OG0000269	XP_015677215.1	Nana37082-RA
OG0000270	XP_015683377.1	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000270	XP_015672504.1	Nana12457-RC, Nana12457-RB
OG0000271	XP_015668618.1, XP_015668621.1, XP_015668620.1	Nana15162-RA
OG0000271	XP_029142215.1	Nana36409-RA
OG0000271	XP_029139859.1	Nana09264-RA
OG0000271	XP_015684484.1	Nana09261-RA
OG0000272	XP_015665837.1, XP_015665729.1, XP_015665728.1	Nana23527-RA
OG0000272	XP_015665841.1, XP_015665839.1	Nana23525-RA
OG0000273	XP_015676965.1	Nana00985-RA
OG0000273	XP_015677000.1	Nana36009-RA
OG0000274	XP_015667447.1	Nana34633-RA
OG0000274	XP_015666327.1	Nana15793-RA
OG0000275	XP_015671846.1	Nana13678-RA
OG0000275	XP_015680629.1	Nana02542-RA
OG0000275	XP_015668838.1	Nana16692-RB
OG0000276	XP_015687209.1	Nana33742-RA
OG0000276	XP_015684391.1	Nana33870-RA
OG0000276	XP_015668588.1	Nana09391-RA
OG0000277	XP_029141340.1, XP_015678630.1, XP_015678631.1	Nana26757-RA
OG0000277	XP_015679366.1	Nana08864-RA, Nana08864-RB
OG0000278	XP_015687062.1	Nana25910-RA
OG0000279	XP_015667611.1	Nana11030-RA
OG0000280	XP_015665820.1	Nana23628-RA
OG0000280	XP_029140042.1	Nana13941-RA
OG0000280	XP_015686836.1, XP_015682772.1, XP_015682780.1	Nana04357-RB, Nana04357-RA
OG0000281	XP_015666225.1, XP_015666224.1	Nana21935-RA
OG0000281	XP_015665944.1	Nana23150-RA, Nana23150-RB
OG0000282	XP_015678545.1, XP_015666027.1	Nana23751-RA
OG0000282	XP_015676036.1	Nana04079-RB, Nana04079-RC, Nana04079-RA
OG0000283	XP_015670152.1	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000283	XP_015666344.1	Nana14544-RA
OG0000283	XP_015665542.1	Nana06082-RA
OG0000284	XP_015682796.1	Nana12586-RA
OG0000285	XP_015675546.1	Nana04258-RA
OG0000286	XP_015670533.1	Nana09528-RA
OG0000291	XP_015684936.1, XP_015684934.1	Nana39928-RA
OG0000291	XP_015686840.1	Nana06875-RA
OG0000291	XP_015683150.1, XP_015684383.2, XP_029141140.1	Nana06811-RA, Nana37841-RA, Nana13281-RA
OG0000292	XP_029141464.1	Nana29552-RA
OG0000292	XP_029142303.1	Nana07924-RA
OG0000293	XP_015672333.1, XP_015672332.1	Nana01719-RA
OG0000293	XP_015681188.1	Nana25181-RB
OG0000294	XP_015682283.1	Nana18732-RA
OG0000294	XP_015675869.1	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA
OG0000294	XP_015683713.2	Nana39222-RB
OG0000295	XP_015682869.1	Nana01313-RA
OG0000295	XP_015687344.1	Nana04030-RA
OG0000295	XP_015670893.1	Nana34783-RB
OG0000295	XP_015670891.1	Nana34783-RA
OG0000296	XP_015676404.1	Nana36992-RA
OG0000296	XP_015670145.1	Nana15316-RA
OG0000297	XP_015677428.1	Nana14277-RA
OG0000297	XP_029141370.1	Nana04470-RA
OG0000298	XP_015677117.1	Nana38499-RA
OG0000298	XP_015677665.1	Nana30244-RA
OG0000299	XP_015679405.1	Nana12513-RA
OG0000299	XP_015677513.1	Nana36294-RA
OG0000299	XP_015666481.1	Nana32739-RA
OG0000299	XP_015665423.1	Nana06165-RA
OG0000300	XP_015676350.1, XP_015676351.1	Nana35574-RA
OG0000301	XP_015676530.1	Nana23545-RB
OG0000301	XP_015665779.1	Nana23545-RC
OG0000301	XP_015684492.1	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	XP_015687390.1	Nana32411-RA
OG0000303	XP_015672995.1, XP_015672994.1	Nana09584-RA
OG0000303	XP_029140559.1	Nana33998-RA
OG0000304	XP_029143103.1	Nana27334-RA
OG0000305	XP_015677209.1	Nana14316-RA
OG0000305	XP_015677208.1	Nana14317-RA
OG0000306	XP_015684903.1	Nana10545-RA
OG0000307	XP_015679241.1	Nana29521-RA
OG0000307	XP_029141693.1	Nana08341-RA
OG0000307	XP_029143083.1	Nana14296-RA
OG0000307	XP_015682545.1	Nana29523-RA, Nana14295-RA
OG0000308	XP_015672050.1	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA
OG0000308	XP_015667008.1	Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	XP_015678988.1, XP_015679141.1	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD
OG0000309	XP_015680082.1	Nana36752-RA, Nana37048-RE
OG0000310	XP_015678374.1	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA
OG0000310	XP_015678372.1	Nana02868-RA
OG0000318	XP_029142325.1	Nana24333-RA
OG0000318	XP_015669488.1	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	XP_029142394.1	Nana27917-RA
OG0000319	XP_015682176.2, XP_029142118.1	Nana27914-RA
OG0000320	XP_015667615.1	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	XP_015667156.1	Nana29840-RA
OG0000320	XP_015678211.1	Nana02050-RA
OG0000321	XP_029141361.1	Nana33059-RA
OG0000321	XP_029142005.1	Nana11223-RA, Nana06397-RA
OG0000321	XP_029142730.1	Nana06396-RA
OG0000322	XP_015673553.1	Nana29546-RA
OG0000322	XP_015668084.1	Nana14262-RA
OG0000322	XP_029141046.1	Nana29674-RA, Nana07966-RA, Nana07966-RB
OG0000322	XP_015670447.1	Nana10583-RA
OG0000323	XP_015683537.1	Nana30376-RA
OG0000324	XP_029140527.1	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	XP_029142229.1	Nana15546-RA, Nana15547-RA
OG0000324	XP_029139790.1	Nana39126-RA
OG0000325	XP_015668868.1, XP_015675988.1	Nana36067-RA
OG0000326	XP_015667789.1	Nana02914-RA
OG0000326	XP_015676011.1	Nana02911-RA, Nana24619-RA
OG0000327	XP_015679763.1	Nana08833-RA
OG0000327	XP_015666241.2	Nana31957-RA
OG0000327	XP_015671138.1	Nana25080-RA
OG0000328	XP_029141028.1	Nana30428-RA
OG0000328	XP_029141000.1	Nana30432-RA, Nana30431-RA
OG0000328	XP_015677104.1	Nana30427-RA
OG0000329	XP_015666013.1, XP_015675749.1	Nana37734-RA, Nana23771-RA
OG0000329	XP_015682861.1	Nana00121-RA
OG0000329	XP_015672930.1	Nana35005-RA, Nana35005-RB
OG0000331	XP_015673116.1, XP_015673115.1	Nana16409-RA
OG0000331	XP_015678114.1	Nana13337-RA
OG0000331	XP_015670302.1, XP_029139764.1, XP_015670301.1	Nana00675-RA
OG0000332	XP_015684613.1	Nana28187-RA
OG0000333	XP_015674090.1	Nana17554-RA
OG0000333	XP_015665763.1, XP_015680652.1	Nana23569-RA
OG0000334	XP_015680103.1	Nana19999-RA
OG0000334	XP_015675311.1, XP_015675312.1	Nana26170-RC, Nana26170-RB, Nana26170-RA
OG0000335	XP_015678935.1, XP_015678931.1, XP_015678933.1, XP_015678934.1, XP_015682249.1, XP_015678929.1, XP_015678930.1, XP_015682246.1, XP_015678928.1	Nana25210-RA, Nana25212-RA, Nana25214-RA
OG0000335	XP_029142669.1	Nana25221-RA
OG0000335	XP_015668650.1	Nana38724-RA
OG0000345	XP_015683175.1	Nana24331-RA
OG0000346	XP_015670969.1	Nana25527-RA
OG0000346	XP_015668678.1	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC
OG0000346	XP_029140731.1	Nana32006-RA, Nana32006-RB
OG0000347	XP_015684247.1	Nana36343-RA
OG0000347	XP_015684363.1, XP_015682798.1	Nana06408-RA
OG0000347	XP_015687161.1	Nana33238-RA
OG0000348	XP_015675665.1	Nana01275-RA
OG0000348	XP_015669347.1	Nana30929-RA, Nana30929-RB
OG0000348	XP_015680257.1	Nana05052-RA
OG0000349	XP_015669996.1	Nana17991-RA, Nana17991-RB
OG0000349	XP_015671665.1	Nana25001-RA
OG0000349	XP_015679998.1	Nana08899-RA, Nana08899-RB
OG0000350	XP_029139120.1, XP_015667184.1	Nana21950-RA, Nana03330-RA
OG0000351	XP_029141908.1, XP_015681300.1	Nana37238-RA
OG0000351	XP_015683638.1	Nana37242-RA
OG0000352	XP_015674374.1	Nana09644-RA
OG0000352	XP_015678258.1	Nana09328-RA
OG0000352	XP_015666294.1	Nana21757-RA
OG0000353	XP_015680090.1	Nana02273-RA
OG0000353	XP_015667630.1	Nana12569-RA
OG0000354	XP_015672730.1	Nana19605-RA
OG0000354	XP_015675882.1	Nana08689-RA
OG0000354	XP_029141712.1	Nana28391-RB, Nana28391-RA
OG0000355	XP_029141942.1, XP_029141943.1	Nana20723-RA
OG0000355	XP_029141186.1	Nana20113-RA
OG0000356	XP_015682424.1	Nana18750-RA
OG0000356	XP_015682266.1, XP_015682265.1	Nana32378-RA
OG0000356	XP_029141415.1	Nana25229-RA
OG0000357	XP_015677752.1, XP_015674818.1	Nana24684-RA
OG0000357	XP_015683639.1	Nana24683-RA, Nana02155-RA
OG0000358	XP_015673122.1, XP_015665888.1	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA
OG0000358	XP_015683147.1, XP_015682437.1	Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH
OG0000359	XP_015672118.2	Nana20424-RA
OG0000359	XP_015672115.2, XP_015672110.1, XP_015672109.1, XP_015672108.1	Nana20421-RA, Nana20422-RA
OG0000359	XP_015669673.1, XP_015669674.1	Nana22882-RA
OG0000360	XP_015669632.1, XP_015669630.1, XP_015669631.1	Nana20071-RB, Nana20071-RA
OG0000360	XP_029138910.1, XP_015679897.1	Nana21777-RB
OG0000360	XP_015679881.1, XP_015679889.1	Nana21777-RC
OG0000362	XP_029139602.1	Nana08859-RA
OG0000362	XP_015676342.1	Nana17545-RA
OG0000362	XP_015684439.1	Nana19211-RA
OG0000363	XP_015684780.1, XP_015682377.1, XP_015685293.1	Nana14195-RA, Nana14197-RA, Nana14194-RA
OG0000363	XP_015684779.1, XP_015676045.1	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA
OG0000364	XP_015680860.1	Nana25849-RA
OG0000365	XP_015683628.1, XP_015684921.1, XP_015684922.1, XP_015676427.1	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA
OG0000366	XP_015678725.2	Nana03020-RA
OG0000367	XP_029140411.1	Nana07833-RB, Nana07833-RA
OG0000371	XP_015680738.1	Nana32087-RA
OG0000371	XP_015679733.1	Nana20127-RA
OG0000373	XP_029142386.1	Nana36338-RA
OG0000373	XP_029138799.1	Nana06046-RA, Nana06045-RA
OG0000373	XP_015674966.1	Nana33499-RA
OG0000374	XP_015671722.1	Nana01995-RA, Nana39710-RA
OG0000374	XP_015675228.1, XP_015675221.1	Nana16757-RA
OG0000375	XP_029138998.1	Nana27993-RB
OG0000375	XP_015667635.1	Nana15483-RA
OG0000376	XP_015679508.1	Nana03174-RA
OG0000376	XP_015670759.1	Nana21441-RA
OG0000376	XP_015686948.1	Nana22930-RA
OG0000377	XP_015665451.1	Nana06002-RA
OG0000377	XP_015686286.1	Nana00711-RA
OG0000377	XP_015666520.1	Nana32801-RA
OG0000378	XP_015684082.1	Nana23839-RA
OG0000378	XP_015678881.1	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD
OG0000379	XP_015676486.1	Nana10577-RA
OG0000379	XP_015673359.1	Nana29623-RA
OG0000379	XP_015677958.1	Nana14026-RA
OG0000380	XP_015675528.1	Nana04566-RA
OG0000380	XP_015673213.1, XP_015673214.1	Nana14280-RA
OG0000380	XP_029138857.1	Nana23577-RA
OG0000381	XP_029140759.1	Nana37627-RA
OG0000381	XP_015675836.1, XP_015675832.1, XP_015675835.1, XP_015675831.1, XP_015675834.1	Nana37625-RA
OG0000382	XP_015667595.1	Nana00911-RA
OG0000382	XP_015677858.1, XP_015686682.1	Nana35852-RB, Nana35852-RA
OG0000383	XP_015672018.1	Nana28138-RA
OG0000383	XP_015669457.1	Nana19432-RA
OG0000385	XP_015677329.1, XP_015677328.1, XP_015677330.1, XP_015677331.1	Nana11886-RA
OG0000385	XP_015673929.1, XP_015665509.1	Nana06186-RA
OG0000387	XP_015679212.1	Nana08133-RA
OG0000387	XP_015681133.1	Nana08155-RA, Nana08149-RA
OG0000388	XP_029139156.1	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN
OG0000388	XP_029138886.1	Nana23218-RA
OG0000389	XP_015685030.1, XP_015683715.1	Nana39948-RB, Nana39948-RA
OG0000390	XP_015687553.1	Nana16521-RA
OG0000390	XP_015687560.1	Nana16520-RA
OG0000391	XP_015668118.1	Nana11680-RA
OG0000391	XP_015680128.1	Nana06358-RA
OG0000392	XP_029140282.1	Nana31341-RA
