Orthogroup	P_Mucros.pep	X_tropicalis.pep
OG0000147	XP_015676540.1	ENSXETG00000012866.1
OG0000147	XP_029141582.1, XP_015679774.1	ENSXETG00000002709.1
OG0000149	XP_015678292.1, XP_015680285.1	ENSXETG00000009281.1
OG0000149	XP_015674515.1	ENSXETG00000008787.1
OG0000149	XP_015687228.1	ENSXETG00000007470.1
OG0000149	XP_015669574.1, XP_015669575.1, XP_015669576.1	ENSXETG00000008935.1
OG0000150	XP_015681862.1, XP_015681761.1, XP_015681941.1, XP_029142048.1, XP_015681947.1	ENSXETG00000008789.1
OG0000151	XP_015668037.1, XP_029139285.1	ENSXETG00000014196.1, ENSXETG00000014180.1, ENSXETG00000013814.1, ENSXETG00000014192.1, ENSXETG00000014225.1, ENSXETG00000013556.1
OG0000153	XP_015669483.1, XP_015677236.2	ENSXETG00000013593.1
OG0000154	XP_015666971.1	ENSXETG00000014539.1
OG0000154	XP_015681070.1	ENSXETG00000008186.1
OG0000154	XP_015667884.1	ENSXETG00000014451.1
OG0000155	XP_029141321.1	ENSXETG00000016250.1
OG0000155	XP_029141320.1, XP_015678568.1	ENSXETG00000016171.1
OG0000156	XP_029142934.1, XP_015686873.1, XP_029143117.1, XP_029142935.1, XP_015681506.1, XP_015676189.1	ENSXETG00000004141.1
OG0000158	XP_015683830.1, XP_015684896.1	ENSXETG00000008147.1
OG0000158	XP_015680736.1	ENSXETG00000015274.1
OG0000159	XP_029141105.1, XP_015677573.2	ENSXETG00000008449.1, ENSXETG00000008452.1
OG0000160	XP_015685652.1, XP_015685536.1	ENSXETG00000008293.1, ENSXETG00000008355.1
OG0000162	XP_015672503.1	ENSXETG00000010611.1
OG0000162	XP_015679176.1, XP_015679096.1	ENSXETG00000010146.1
OG0000163	XP_029138955.1, XP_015666400.1, XP_015666399.1	ENSXETG00000007916.1
OG0000163	XP_015668795.1, XP_015668794.1, XP_015668792.2	ENSXETG00000019027.1
OG0000163	XP_015672310.1, XP_029140139.1, XP_015672311.1, XP_029140136.1, XP_029140137.1, XP_015672308.1, XP_015672309.1, XP_029140138.1, XP_015672307.1	ENSXETG00000000198.1
OG0000164	XP_015676190.1, XP_015676194.1, XP_015676193.1, XP_029140819.1, XP_015676188.1, XP_015676191.2, XP_029139534.1, XP_015669245.1	ENSXETG00000010838.1, ENSXETG00000010758.1, ENSXETG00000003168.1, ENSXETG00000020731.1, ENSXETG00000010802.1, ENSXETG00000016734.1, ENSXETG00000010778.1, ENSXETG00000002971.1, ENSXETG00000017014.1, ENSXETG00000016672.1, ENSXETG00000016626.1, ENSXETG00000002947.1, ENSXETG00000011170.1, ENSXETG00000010892.1, ENSXETG00000011241.1
OG0000169	XP_015668859.1, XP_015668849.1	ENSXETG00000003385.1
OG0000169	XP_015667139.1	ENSXETG00000019135.1
OG0000169	XP_015671850.1	ENSXETG00000014902.1
OG0000171	XP_015672895.1, XP_015672892.1, XP_015672893.1	ENSXETG00000002725.1
OG0000171	XP_015672896.1, XP_015672894.1	ENSXETG00000002747.1, ENSXETG00000008984.1, ENSXETG00000002772.1, ENSXETG00000002585.1, ENSXETG00000001584.1
OG0000172	XP_029140806.1	ENSXETG00000003587.1
OG0000172	XP_015672473.1	ENSXETG00000014061.1
OG0000172	XP_015684318.1	ENSXETG00000019930.1
OG0000172	XP_015670606.2	ENSXETG00000009655.1
OG0000173	XP_029141104.1, XP_015677462.1, XP_029141137.1, XP_015677474.1, XP_029141129.1, XP_029141132.1, XP_029141126.1, XP_029141120.1, XP_029141125.1, XP_029141103.1, XP_029141107.1, XP_029141093.1, XP_029141100.1, XP_029141122.1, XP_015677468.1, XP_029141109.1, XP_029141114.1, XP_029141135.1, XP_029141091.1, XP_029141097.1, XP_029141099.1, XP_029141084.1, XP_029141089.1, XP_029141133.1, XP_029141080.1, XP_029141079.1, XP_029141073.1, XP_029141072.1, XP_029141076.1, XP_029141078.1	ENSXETG00000006385.1
OG0000174	XP_015670429.1, XP_015670431.1, XP_015670430.1, XP_015670428.1	ENSXETG00000013730.1
OG0000174	XP_015683273.2	ENSXETG00000020300.1
OG0000174	XP_015677824.1	ENSXETG00000009711.1
OG0000179	XP_029141413.1, XP_015687365.1, XP_015678517.1	ENSXETG00000010826.1
OG0000180	XP_015665587.1, XP_015665586.2, XP_015665585.1, XP_015671578.1, XP_015668969.1	ENSXETG00000018996.1
OG0000181	XP_029140763.1, XP_015671583.1, XP_015668225.1	ENSXETG00000015307.1, ENSXETG00000016035.1
OG0000183	XP_029141374.1	ENSXETG00000016403.1
OG0000183	XP_015674112.1	ENSXETG00000007699.1
OG0000183	XP_015676390.1, XP_029140862.1	ENSXETG00000007683.1
OG0000184	XP_015675393.1	ENSXETG00000016856.1
OG0000184	XP_029141385.1	ENSXETG00000017083.1
OG0000184	XP_015681863.1	ENSXETG00000015623.1
OG0000184	XP_015680940.1	ENSXETG00000016639.1
OG0000185	XP_015669766.1, XP_015683210.1, XP_015683209.1	ENSXETG00000010784.1
OG0000185	XP_015683450.1	ENSXETG00000006389.1
OG0000186	XP_015684024.2	ENSXETG00000006246.1
OG0000186	XP_015676531.1	ENSXETG00000017988.1
OG0000186	XP_015667869.1	ENSXETG00000021374.1
OG0000186	XP_015679777.1, XP_015686410.1	ENSXETG00000020407.1
OG0000187	XP_015679486.1, XP_015679485.1	ENSXETG00000009907.1
OG0000187	XP_015682140.1, XP_015682141.1	ENSXETG00000018919.1
OG0000187	XP_015680999.1, XP_015680930.1, XP_015680859.1, XP_029140248.1, XP_015672812.1, XP_029140247.1	ENSXETG00000015187.1, ENSXETG00000017358.1
OG0000188	XP_015671217.1, XP_029139925.1, XP_029139926.1	ENSXETG00000013051.1, ENSXETG00000000926.1, ENSXETG00000000905.1, ENSXETG00000011284.1, ENSXETG00000011305.1, ENSXETG00000011432.1, ENSXETG00000011340.1, ENSXETG00000011354.1, ENSXETG00000011380.1, ENSXETG00000011400.1, ENSXETG00000011330.1, ENSXETG00000011410.1
OG0000193	XP_029139939.1	ENSXETG00000019382.1
OG0000194	XP_015671969.1	ENSXETG00000000522.1
OG0000194	XP_015681102.1, XP_015665756.1	ENSXETG00000007481.1
OG0000194	XP_015680441.1	ENSXETG00000016715.1
OG0000194	XP_015667544.1	ENSXETG00000010792.1
OG0000196	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1	ENSXETG00000010133.1
OG0000197	XP_015672863.1	ENSXETG00000000704.1
OG0000197	XP_015674820.1	ENSXETG00000007896.1
OG0000197	XP_015682229.1	ENSXETG00000002827.1
OG0000197	XP_015672837.1	ENSXETG00000021187.1
OG0000198	XP_015679641.1	ENSXETG00000010403.1
OG0000198	XP_029141561.1, XP_029141560.1	ENSXETG00000005350.1
OG0000199	XP_015673566.1	ENSXETG00000009721.1
OG0000199	XP_015683861.1	ENSXETG00000007730.1
OG0000199	XP_015683080.1	ENSXETG00000009444.1
OG0000200	XP_015679138.1	ENSXETG00000012495.1
OG0000200	XP_015666168.1	ENSXETG00000018710.1
OG0000201	XP_015674986.1	ENSXETG00000013252.1
OG0000201	XP_015670612.1	ENSXETG00000004668.1
OG0000201	XP_015677956.1	ENSXETG00000006150.1
OG0000201	XP_015683034.1	ENSXETG00000017674.1
OG0000202	XP_015687603.2	ENSXETG00000010092.1
OG0000202	XP_015687604.1, XP_015683978.1, XP_015673987.1	ENSXETG00000017325.1
OG0000202	XP_029139196.1	ENSXETG00000017824.1
OG0000203	XP_029139831.1	ENSXETG00000018733.1
OG0000203	XP_029139567.1	ENSXETG00000007825.1
OG0000203	XP_015684967.1	ENSXETG00000017823.1
OG0000203	XP_029138811.1	ENSXETG00000015659.1
OG0000204	XP_015687678.1, XP_015687677.1	ENSXETG00000005102.1
OG0000205	XP_015678515.1, XP_029141304.1	ENSXETG00000017816.1, ENSXETG00000019929.1, ENSXETG00000019612.1, ENSXETG00000019613.1, ENSXETG00000019129.1, ENSXETG00000019124.1, ENSXETG00000017955.1, ENSXETG00000017259.1
OG0000212	XP_015681982.1, XP_015681150.1	ENSXETG00000013979.1
OG0000212	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1	ENSXETG00000009573.1
OG0000212	XP_015671282.1	ENSXETG00000010843.1, ENSXETG00000006989.1, ENSXETG00000006782.1, ENSXETG00000016178.1, ENSXETG00000016028.1, ENSXETG00000010836.1
OG0000213	XP_015666876.1	ENSXETG00000017448.1
OG0000213	XP_015672992.1	ENSXETG00000006311.1
OG0000214	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1	ENSXETG00000008364.1, ENSXETG00000008358.1, ENSXETG00000008520.1, ENSXETG00000008531.1, ENSXETG00000008517.1
OG0000216	XP_029139444.1, XP_015668853.1, XP_029139446.1, XP_029139445.1, XP_015668854.1, XP_015671320.1, XP_015671319.1, XP_015671318.1, XP_015671322.1, XP_015665455.1, XP_015665457.1, XP_015668855.1	ENSXETG00000015858.1
OG0000217	XP_029140602.1	ENSXETG00000004963.1
OG0000217	XP_029139719.1	ENSXETG00000020463.1
OG0000217	XP_015677811.1	ENSXETG00000005020.1
OG0000218	XP_015680421.1	ENSXETG00000017842.1
OG0000218	XP_015683351.1, XP_015670048.1	ENSXETG00000018205.1
OG0000220	XP_029141778.1	ENSXETG00000017316.1
OG0000220	XP_015684700.1	ENSXETG00000004282.1
OG0000221	XP_015671392.1, XP_015671391.1	ENSXETG00000005948.1
OG0000221	XP_015669184.1, XP_015669183.1	ENSXETG00000017601.1
OG0000221	XP_015677537.1	ENSXETG00000017525.1
OG0000222	XP_015669545.1, XP_015669546.1, XP_015686068.1	ENSXETG00000002117.1
OG0000222	XP_015668680.1	ENSXETG00000010104.1
OG0000223	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1	ENSXETG00000007130.1
OG0000223	XP_029142495.1	ENSXETG00000020179.1
OG0000223	XP_015687943.1, XP_015687942.1	ENSXETG00000019161.1
OG0000224	XP_015675851.1	ENSXETG00000016587.1
OG0000225	XP_015674324.1	ENSXETG00000019507.1
OG0000225	XP_015668021.1, XP_015668020.1	ENSXETG00000005862.1
OG0000226	XP_029140404.1, XP_015673843.1	ENSXETG00000011873.1
OG0000226	XP_015675418.1	ENSXETG00000006863.1
OG0000227	XP_015672096.1, XP_015680851.2, XP_015686608.1	ENSXETG00000007528.1, ENSXETG00000007531.1
OG0000227	XP_015682709.1	ENSXETG00000014274.1
OG0000228	XP_015673910.1, XP_015673894.2	ENSXETG00000020318.1, ENSXETG00000017050.1
OG0000229	XP_015671815.1, XP_015671816.1, XP_015671817.1	ENSXETG00000020051.1
OG0000229	XP_015683242.1	ENSXETG00000017968.1
OG0000229	XP_015670602.1	ENSXETG00000009076.1
OG0000230	XP_015674488.1, XP_015684261.2	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1
OG0000231	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1, XP_015670647.1	ENSXETG00000003746.1, ENSXETG00000003457.1
OG0000232	XP_015669839.1, XP_015669838.1	ENSXETG00000021088.1, ENSXETG00000020624.1
OG0000232	XP_029140043.1	ENSXETG00000002336.1
OG0000233	XP_029141538.1, XP_015684957.1	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1
OG0000235	XP_015675060.1, XP_015675059.1	ENSXETG00000005729.1
OG0000235	XP_015678419.1	ENSXETG00000000336.1
OG0000235	XP_015687965.1, XP_015687964.1	ENSXETG00000011927.1
OG0000235	XP_015666878.1	ENSXETG00000018705.1
OG0000236	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1	ENSXETG00000012146.1
OG0000236	XP_029142387.1	ENSXETG00000020628.1
OG0000237	XP_029143039.1, XP_015686924.1, XP_015686919.1, XP_015686926.1	ENSXETG00000004224.1
OG0000237	XP_015678307.2	ENSXETG00000015313.1
OG0000237	XP_015676160.1, XP_015676161.1	ENSXETG00000002503.1
OG0000238	XP_015669064.1	ENSXETG00000011108.1
OG0000238	XP_029140427.1	ENSXETG00000019846.1
OG0000238	XP_015673107.1	ENSXETG00000021205.1
OG0000239	XP_015683678.1, XP_015685931.1	ENSXETG00000006923.1
OG0000239	XP_029141437.1, XP_029141438.1, XP_015686162.1	ENSXETG00000006765.1
OG0000240	XP_015665642.1	ENSXETG00000011534.1
OG0000241	XP_015683497.1, XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2	ENSXETG00000020004.1
OG0000242	XP_015682858.1	ENSXETG00000020338.1
OG0000242	XP_015688020.1, XP_015688019.1	ENSXETG00000000870.1
OG0000243	XP_015665477.1	ENSXETG00000006946.1
OG0000243	XP_015670630.1	ENSXETG00000020228.1
OG0000243	XP_015666407.1	ENSXETG00000001595.1
OG0000243	XP_015668788.1, XP_015668787.1	ENSXETG00000010363.1
OG0000244	XP_029139749.1, XP_029139751.1	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1
OG0000245	XP_015672352.1	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1
OG0000248	XP_015666616.1	ENSXETG00000010083.1
OG0000248	XP_015678455.1, XP_015678456.1	ENSXETG00000006985.1
OG0000249	XP_015676145.1	ENSXETG00000002496.1
OG0000249	XP_015675754.1	ENSXETG00000021074.1
OG0000249	XP_015684353.1, XP_015685037.1	ENSXETG00000001564.1
OG0000250	XP_029139221.1	ENSXETG00000008146.1
OG0000250	XP_015672454.1	ENSXETG00000004651.1
OG0000252	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1	ENSXETG00000012165.1
OG0000252	XP_015673469.1	ENSXETG00000003011.1
OG0000253	XP_015675233.1, XP_015679413.1	ENSXETG00000006191.1
OG0000253	XP_015674516.1	ENSXETG00000019749.1
OG0000253	XP_015683511.1, XP_015681585.1	ENSXETG00000018435.1
OG0000254	XP_015670377.1	ENSXETG00000001012.1
OG0000254	XP_015677827.1	ENSXETG00000013285.1
OG0000255	XP_015683691.1, XP_015683692.1, XP_015666007.1	ENSXETG00000001785.1
OG0000255	XP_015683026.1	ENSXETG00000018977.1
OG0000256	XP_015666713.1	ENSXETG00000013775.1
OG0000256	XP_015678280.1	ENSXETG00000002046.1
OG0000257	XP_015670364.1, XP_015670363.1	ENSXETG00000004328.1
OG0000257	XP_015677968.1	ENSXETG00000011300.1
OG0000257	XP_015672285.1, XP_029140129.1, XP_029140130.1	ENSXETG00000004626.1
OG0000258	XP_029139042.1	ENSXETG00000006560.1
OG0000258	XP_015683953.1	ENSXETG00000008571.1
OG0000258	XP_015683998.1	ENSXETG00000018391.1
OG0000259	XP_015679075.1	ENSXETG00000017735.1
OG0000260	XP_015674853.1	ENSXETG00000021128.1
OG0000262	XP_029141228.1, XP_015677860.1	ENSXETG00000010414.1
OG0000262	XP_015678015.1, XP_015678016.1, XP_015670169.1	ENSXETG00000000909.1
OG0000263	XP_015669178.1	ENSXETG00000003414.1
OG0000263	XP_015669353.2	ENSXETG00000007597.1
OG0000263	XP_015673162.2	ENSXETG00000011850.1
OG0000264	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1
OG0000265	XP_015670772.1	ENSXETG00000019869.1
OG0000265	XP_015667968.1	ENSXETG00000015123.1
OG0000265	XP_015665504.1	ENSXETG00000013807.1
OG0000267	XP_029140923.1	ENSXETG00000017080.1
OG0000267	XP_015667194.1	ENSXETG00000000342.1
OG0000267	XP_029141470.1	ENSXETG00000017688.1
OG0000268	XP_015672238.1	ENSXETG00000006436.1
OG0000269	XP_015677141.1	ENSXETG00000011516.1
OG0000269	XP_015684729.1, XP_015684730.1, XP_015683835.1	ENSXETG00000021111.1
OG0000269	XP_015677215.1	ENSXETG00000014639.1
OG0000270	XP_015683377.1	ENSXETG00000019081.1
OG0000270	XP_029141121.1	ENSXETG00000019723.1
OG0000270	XP_015672504.1	ENSXETG00000011675.1
OG0000271	XP_015668618.1, XP_015668621.1, XP_015668620.1	ENSXETG00000007593.1
OG0000271	XP_029142215.1	ENSXETG00000000143.1
OG0000271	XP_015684484.1	ENSXETG00000011915.1
OG0000272	XP_029141424.1, XP_015665837.1, XP_015665729.1, XP_015665728.1, XP_015665841.1, XP_015665839.1	ENSXETG00000012200.1, ENSXETG00000012383.1
OG0000273	XP_015676965.1	ENSXETG00000010489.1
OG0000273	XP_015677000.1	ENSXETG00000005414.1
OG0000274	XP_015667447.1	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1
OG0000274	XP_015666327.1	ENSXETG00000004493.1
OG0000275	XP_015671846.1	ENSXETG00000014470.1
OG0000275	XP_015680629.1	ENSXETG00000019120.1
OG0000275	XP_015668838.1	ENSXETG00000003971.1
OG0000276	XP_015687209.1	ENSXETG00000017420.1
OG0000276	XP_015668588.1	ENSXETG00000008955.1
OG0000277	XP_029141340.1, XP_015678630.1, XP_015678631.1	ENSXETG00000010211.1
OG0000277	XP_015687869.1, XP_015687867.1, XP_015687868.1	ENSXETG00000006646.1
OG0000278	XP_015687061.1, XP_015687062.1, XP_015687060.1	ENSXETG00000018948.1
OG0000278	XP_015687920.1	ENSXETG00000013966.1
OG0000279	XP_015667611.1, XP_015686253.1, XP_015686834.1, XP_029142945.1, XP_015672789.1	ENSXETG00000014849.1, ENSXETG00000014835.1
OG0000280	XP_015665820.1	ENSXETG00000015175.1
OG0000280	XP_029140042.1	ENSXETG00000011446.1
OG0000280	XP_015686836.1, XP_015682772.1, XP_015682780.1	ENSXETG00000005375.1
OG0000281	XP_015666225.1, XP_015666224.1	ENSXETG00000017328.1
OG0000281	XP_015671801.1, XP_015671802.1, XP_015671803.1	ENSXETG00000017660.1
OG0000281	XP_015671804.1	ENSXETG00000002474.1
OG0000282	XP_015678052.1	ENSXETG00000000320.1
OG0000282	XP_015682956.2	ENSXETG00000017175.1
OG0000283	XP_015670152.1	ENSXETG00000015610.1
OG0000283	XP_015666344.1	ENSXETG00000002253.1
OG0000283	XP_015665542.1	ENSXETG00000011136.1
OG0000284	XP_015682796.1	ENSXETG00000008098.1
OG0000285	XP_015675546.1	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1
OG0000286	XP_015670533.1	ENSXETG00000021167.1
OG0000292	XP_029141464.1	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1
OG0000292	XP_029142053.1, XP_015685640.1, XP_029142303.1	ENSXETG00000020867.1
OG0000293	XP_015672333.1, XP_015672332.1	ENSXETG00000016432.1
OG0000293	XP_015668195.1	ENSXETG00000009916.1
OG0000293	XP_015681188.1	ENSXETG00000004676.1
OG0000294	XP_015682283.1, XP_015675869.1, XP_015683713.2	ENSXETG00000004993.1
OG0000295	XP_015682869.1, XP_015682870.1	ENSXETG00000016663.1
OG0000295	XP_015687344.1, XP_015670893.1, XP_015670891.1	ENSXETG00000012992.1
OG0000296	XP_015681568.1	ENSXETG00000018300.1
OG0000296	XP_015676404.1	ENSXETG00000014667.1
OG0000296	XP_015670145.1	ENSXETG00000016124.1
OG0000297	XP_015677428.1	ENSXETG00000016860.1
OG0000297	XP_029141370.1	ENSXETG00000003913.1
OG0000298	XP_015687348.1	ENSXETG00000021253.1
OG0000298	XP_015677665.1	ENSXETG00000001879.1
OG0000299	XP_015679405.1	ENSXETG00000013219.1
OG0000299	XP_015677513.1	ENSXETG00000002062.1
OG0000299	XP_015666481.1	ENSXETG00000010139.1
OG0000299	XP_015665423.1	ENSXETG00000014015.1
OG0000300	XP_015676352.1, XP_015676350.1, XP_015676351.1	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1
OG0000301	XP_015676371.1	ENSXETG00000007951.1
OG0000301	XP_015676530.1	ENSXETG00000001852.1
OG0000301	XP_015665779.1	ENSXETG00000001507.1
OG0000301	XP_015684492.1	ENSXETG00000012638.1
OG0000302	XP_015687390.1	ENSXETG00000018631.1
OG0000303	XP_015672995.1, XP_015672994.1	ENSXETG00000004738.1
OG0000303	XP_015678465.1	ENSXETG00000005746.1
OG0000304	XP_029143103.1	ENSXETG00000002057.1, ENSXETG00000002052.1, ENSXETG00000002096.1
OG0000305	XP_015677209.1, XP_015677208.1	ENSXETG00000014441.1
OG0000306	XP_015675450.1	ENSXETG00000017572.1
OG0000306	XP_015670165.1	ENSXETG00000020955.1
OG0000306	XP_015684903.1	ENSXETG00000006386.1
OG0000306	XP_029139816.1	ENSXETG00000019693.1
OG0000307	XP_015679241.1	ENSXETG00000007714.1
OG0000307	XP_029141693.1	ENSXETG00000000244.1
OG0000307	XP_029143083.1	ENSXETG00000014224.1
OG0000308	XP_015672050.1, XP_015667008.1	ENSXETG00000012376.1, ENSXETG00000001161.1, ENSXETG00000010454.1, ENSXETG00000019038.1, ENSXETG00000012335.1, ENSXETG00000001392.1, ENSXETG00000010412.1
OG0000309	XP_015678988.1, XP_015679141.1	ENSXETG00000006366.1, ENSXETG00000006238.1
OG0000309	XP_015680082.1	ENSXETG00000005819.1, ENSXETG00000005757.1, ENSXETG00000005848.1
OG0000310	XP_015678374.1, XP_015678372.1	ENSXETG00000011401.1, ENSXETG00000011357.1
OG0000318	XP_029142325.1	ENSXETG00000015360.1
OG0000318	XP_015669488.1	ENSXETG00000014115.1
OG0000319	XP_029142394.1, XP_015682176.2, XP_029142118.1	ENSXETG00000019493.1, ENSXETG00000020225.1, ENSXETG00000013274.1, ENSXETG00000011202.1, ENSXETG00000001951.1, ENSXETG00000001892.1, ENSXETG00000011244.1, ENSXETG00000001942.1, ENSXETG00000005642.1, ENSXETG00000005954.1, ENSXETG00000016909.1, ENSXETG00000010311.1, ENSXETG00000016816.1, ENSXETG00000012539.1, ENSXETG00000016807.1
OG0000320	XP_015667615.1	ENSXETG00000004460.1
OG0000320	XP_015667156.1	ENSXETG00000019808.1
OG0000321	XP_029141361.1	ENSXETG00000002464.1
OG0000321	XP_029142730.1	ENSXETG00000018058.1
OG0000321	XP_015676936.1	ENSXETG00000003776.1
OG0000322	XP_015673553.1	ENSXETG00000011531.1
OG0000322	XP_015668084.1, XP_029141046.1, XP_015670447.1	ENSXETG00000010179.1
OG0000323	XP_029139361.1	ENSXETG00000008950.1
OG0000324	XP_029140527.1	ENSXETG00000001053.1
OG0000324	XP_029142229.1, XP_029139790.1	ENSXETG00000007140.1
OG0000325	XP_015668868.1, XP_015675988.1	ENSXETG00000020054.1
OG0000326	XP_015676012.1	ENSXETG00000014010.1
OG0000326	XP_015667789.1	ENSXETG00000001996.1
OG0000326	XP_015676011.1, XP_015681570.1	ENSXETG00000008673.1
OG0000327	XP_015679763.1	ENSXETG00000003751.1
OG0000327	XP_015666241.2	ENSXETG00000010515.1
OG0000327	XP_015671138.1	ENSXETG00000016382.1
OG0000328	XP_029141028.1	ENSXETG00000010839.1
OG0000328	XP_029141000.1, XP_015677104.1	ENSXETG00000011037.1
OG0000329	XP_015666013.1, XP_015675749.1	ENSXETG00000003614.1
OG0000329	XP_015682861.1	ENSXETG00000019136.1
OG0000329	XP_015672930.1	ENSXETG00000003281.1
OG0000331	XP_015673116.1, XP_015673115.1	ENSXETG00000017622.1
OG0000331	XP_015670302.1, XP_029139764.1, XP_015670301.1	ENSXETG00000003716.1
