Orthogroup	P_Mucros.pep	P_troglodytes.pep
OG0000155	XP_029141320.1, XP_015678568.1	ENSPTRG00000004755.7
OG0000156	XP_015676189.1	ENSPTRG00000029617.3
OG0000158	XP_015680736.1	ENSPTRG00000047304.1
OG0000158	XP_015676867.1, XP_015677214.1	ENSPTRG00000001017.6
OG0000159	XP_029141105.1, XP_015677573.2	ENSPTRG00000050283.1, ENSPTRG00000042669.1, ENSPTRG00000042977.1, ENSPTRG00000052527.1, ENSPTRG00000042833.1, ENSPTRG00000052579.1, ENSPTRG00000043139.1, ENSPTRG00000050238.1
OG0000160	XP_015685652.1, XP_015685536.1	ENSPTRG00000018016.4, ENSPTRG00000018029.6, ENSPTRG00000018028.6
OG0000161	XP_015679846.1	ENSPTRG00000011383.6, ENSPTRG00000011329.6, ENSPTRG00000011328.6, ENSPTRG00000011392.5, ENSPTRG00000050548.1, ENSPTRG00000032470.4, ENSPTRG00000032469.2, ENSPTRG00000011374.7, ENSPTRG00000047753.1, ENSPTRG00000011384.6, ENSPTRG00000011388.6, ENSPTRG00000011375.5
OG0000162	XP_015672503.1	ENSPTRG00000002016.6, ENSPTRG00000048164.1
OG0000162	XP_015679176.1	ENSPTRG00000018215.6
OG0000162	XP_015679096.1	ENSPTRG00000003869.5
OG0000163	XP_029138955.1, XP_015666400.1, XP_015666399.1	ENSPTRG00000000723.7
OG0000163	XP_015668795.1, XP_015668794.1, XP_015668792.2	ENSPTRG00000010506.5
OG0000163	XP_015672310.1, XP_029140139.1, XP_015672311.1, XP_029140136.1, XP_029140137.1, XP_015672308.1, XP_015672309.1, XP_029140138.1, XP_015672307.1	ENSPTRG00000020830.7
OG0000169	XP_015668859.1, XP_015668849.1	ENSPTRG00000022593.5, ENSPTRG00000047939.1
OG0000169	XP_015667139.1	ENSPTRG00000000573.6
OG0000169	XP_015671850.1	ENSPTRG00000013531.5
OG0000171	XP_015672896.1, XP_015672894.1	ENSPTRG00000041356.2, ENSPTRG00000039360.2, ENSPTRG00000049233.1
OG0000172	XP_029140806.1	ENSPTRG00000015341.6
OG0000172	XP_015672473.1	ENSPTRG00000001933.6
OG0000172	XP_015684318.1	ENSPTRG00000041884.2
OG0000172	XP_015670606.2	ENSPTRG00000022438.5
OG0000173	XP_029141104.1, XP_015677462.1, XP_029141137.1, XP_015677474.1, XP_029141129.1, XP_029141132.1, XP_029141126.1, XP_029141120.1, XP_029141125.1, XP_029141103.1, XP_029141107.1, XP_029141093.1, XP_029141100.1, XP_029141122.1, XP_015677468.1, XP_029141109.1, XP_029141114.1, XP_029141135.1, XP_029141091.1, XP_029141097.1, XP_029141099.1, XP_029141084.1, XP_029141089.1, XP_029141133.1, XP_029141080.1, XP_029141079.1, XP_029141073.1, XP_029141072.1, XP_029141076.1, XP_029141078.1	ENSPTRG00000020494.6
OG0000174	XP_015670429.1, XP_015670431.1, XP_015670430.1, XP_015670428.1	ENSPTRG00000021945.4
OG0000174	XP_015683273.2	ENSPTRG00000002267.7
OG0000174	XP_015677824.1	ENSPTRG00000014889.5
OG0000179	XP_029141413.1	ENSPTRG00000029843.3, ENSPTRG00000002722.7
OG0000179	XP_015687365.1	ENSPTRG00000002725.6
OG0000179	XP_015678517.1	ENSPTRG00000002732.6
OG0000180	XP_015665587.1, XP_015665586.2, XP_015665585.1, XP_015671578.1, XP_015668969.1	ENSPTRG00000003616.4
OG0000181	XP_029140763.1, XP_015671583.1, XP_015668225.1	ENSPTRG00000030826.3, ENSPTRG00000000168.6
OG0000183	XP_029141374.1	ENSPTRG00000000857.4
OG0000183	XP_015674112.1	ENSPTRG00000004489.5
OG0000183	XP_015676390.1, XP_029140862.1	ENSPTRG00000004488.5
OG0000184	XP_015675393.1	ENSPTRG00000016855.4
OG0000184	XP_029141385.1	ENSPTRG00000007258.3
OG0000184	XP_015681863.1	ENSPTRG00000001420.4
OG0000184	XP_015680940.1	ENSPTRG00000041761.2, ENSPTRG00000049419.1
OG0000185	XP_015683210.1	ENSPTRG00000002066.5
OG0000185	XP_015683450.1	ENSPTRG00000004891.4
OG0000186	XP_015684024.2	ENSPTRG00000015883.6
OG0000186	XP_015676531.1	ENSPTRG00000017377.6
OG0000186	XP_015667869.1	ENSPTRG00000003065.6
OG0000186	XP_015679777.1	ENSPTRG00000042450.2
OG0000187	XP_015682140.1, XP_015682141.1	ENSPTRG00000001112.6
OG0000187	XP_015680999.1, XP_015680930.1, XP_015680859.1, XP_029140248.1, XP_015672812.1, XP_029140247.1	ENSPTRG00000014922.5
OG0000188	XP_015671217.1, XP_029139925.1, XP_029139926.1	ENSPTRG00000010404.7, ENSPTRG00000010403.7, ENSPTRG00000039006.2
OG0000193	XP_029139939.1	ENSPTRG00000005408.4
OG0000193	XP_015678276.1, XP_015678275.1	ENSPTRG00000003959.7
OG0000193	XP_015666025.1, XP_015678547.1	ENSPTRG00000007989.5
OG0000194	XP_015671969.1	ENSPTRG00000034469.3
OG0000194	XP_015680441.1	ENSPTRG00000004775.5
OG0000194	XP_015667544.1	ENSPTRG00000001140.5
OG0000196	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1	ENSPTRG00000006118.7, ENSPTRG00000039710.2, ENSPTRG00000043469.1, ENSPTRG00000045559.1, ENSPTRG00000043496.1
OG0000197	XP_015672863.1	ENSPTRG00000016622.6
OG0000197	XP_015674820.1	ENSPTRG00000017505.6
OG0000197	XP_015682229.1	ENSPTRG00000004118.5
OG0000197	XP_015672837.1	ENSPTRG00000022250.5
OG0000198	XP_015679641.1	ENSPTRG00000000527.6
OG0000198	XP_015679495.1	ENSPTRG00000000529.6
OG0000198	XP_029141561.1, XP_029141560.1	ENSPTRG00000000528.4
OG0000199	XP_015673566.1	ENSPTRG00000001152.7
OG0000199	XP_015683861.1	ENSPTRG00000011041.5
OG0000199	XP_015683080.1	ENSPTRG00000048477.1
OG0000200	XP_015679138.1	ENSPTRG00000021001.6
OG0000200	XP_029141710.1	ENSPTRG00000044939.1, ENSPTRG00000046503.1, ENSPTRG00000046409.1, ENSPTRG00000001282.7
OG0000200	XP_015666168.1	ENSPTRG00000010273.3
OG0000201	XP_015674986.1	ENSPTRG00000001935.5
OG0000201	XP_015670612.1	ENSPTRG00000047427.1, ENSPTRG00000022404.6
OG0000201	XP_015677956.1	ENSPTRG00000002296.4
OG0000201	XP_015683034.1	ENSPTRG00000014594.4
OG0000202	XP_015687604.1, XP_015683978.1	ENSPTRG00000039291.2
OG0000202	XP_015673987.1	ENSPTRG00000003058.7
OG0000202	XP_029139196.1	ENSPTRG00000047103.1
OG0000203	XP_029139831.1	ENSPTRG00000016900.6
OG0000203	XP_029139567.1	ENSPTRG00000010470.5
OG0000203	XP_015684967.1	ENSPTRG00000000831.6
OG0000203	XP_029138811.1	ENSPTRG00000010699.6
OG0000204	XP_015687678.1, XP_015687677.1	ENSPTRG00000009183.3
OG0000205	XP_015678515.1, XP_029141304.1	ENSPTRG00000042784.1, ENSPTRG00000029833.4, ENSPTRG00000029834.4, ENSPTRG00000002733.4, ENSPTRG00000002736.6
OG0000206	XP_015677494.1, XP_015677493.1	ENSPTRG00000023394.3, ENSPTRG00000030810.2, ENSPTRG00000006085.4
OG0000207	XP_015682706.1, XP_015686014.1, XP_015686616.1, XP_015682705.1, XP_015686015.1	ENSPTRG00000003231.2
OG0000207	XP_015682704.2, XP_015672350.1, XP_015682716.1, XP_015682715.2	ENSPTRG00000003233.2
OG0000212	XP_015681982.1, XP_015681150.1	ENSPTRG00000024045.4
OG0000212	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1	ENSPTRG00000008812.5
OG0000212	XP_015671282.1	ENSPTRG00000005430.5
OG0000213	XP_015666876.1	ENSPTRG00000052476.1
OG0000213	XP_015672992.1	ENSPTRG00000051998.1
OG0000214	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1	ENSPTRG00000001525.2, ENSPTRG00000001527.7
OG0000216	XP_029139444.1, XP_015668853.1, XP_029139446.1, XP_029139445.1, XP_015668854.1, XP_015671320.1, XP_015671319.1, XP_015671318.1, XP_015671322.1	ENSPTRG00000045090.1, ENSPTRG00000048529.1
OG0000216	XP_015665455.1, XP_015665457.1	ENSPTRG00000044197.1, ENSPTRG00000046887.1
OG0000217	XP_029140602.1	ENSPTRG00000017414.6
OG0000217	XP_029139719.1	ENSPTRG00000051317.1
OG0000217	XP_015677811.1	ENSPTRG00000002643.7
OG0000218	XP_015680421.1	ENSPTRG00000002669.6
OG0000218	XP_015683351.1, XP_015670048.1	ENSPTRG00000044219.1, ENSPTRG00000030424.4, ENSPTRG00000045529.1, ENSPTRG00000045366.1, ENSPTRG00000049708.1, ENSPTRG00000049820.1, ENSPTRG00000046562.1, ENSPTRG00000039784.2
OG0000220	XP_029141778.1	ENSPTRG00000034497.3
OG0000220	XP_015684700.1	ENSPTRG00000017985.7
OG0000221	XP_015671392.1, XP_015671391.1	ENSPTRG00000043932.1
OG0000221	XP_015669184.1, XP_015669183.1	ENSPTRG00000047405.1
OG0000221	XP_015677537.1	ENSPTRG00000020631.6
OG0000222	XP_015669545.1, XP_015669546.1, XP_015686068.1	ENSPTRG00000004592.6
OG0000222	XP_015668680.1	ENSPTRG00000048657.1
OG0000223	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1	ENSPTRG00000015542.6
OG0000223	XP_029142495.1	ENSPTRG00000005982.6
OG0000223	XP_015687943.1, XP_015687942.1	ENSPTRG00000022280.6
OG0000224	XP_015683714.1	ENSPTRG00000051288.1, ENSPTRG00000008673.6
OG0000224	XP_015675851.1	ENSPTRG00000047244.1, ENSPTRG00000045241.1, ENSPTRG00000046217.1, ENSPTRG00000052534.1, ENSPTRG00000043477.1, ENSPTRG00000006456.7
OG0000225	XP_015674324.1	ENSPTRG00000002518.6
OG0000225	XP_015668019.1	ENSPTRG00000017303.6
OG0000225	XP_015674326.1, XP_015674325.1, XP_015668021.1, XP_015668020.1	ENSPTRG00000043976.1
OG0000226	XP_029140404.1, XP_015673843.1	ENSPTRG00000016386.5
OG0000226	XP_015675418.1	ENSPTRG00000017419.7
OG0000227	XP_015672096.1, XP_015680851.2, XP_015686608.1	ENSPTRG00000003908.4
OG0000227	XP_015682709.1	ENSPTRG00000048582.1, ENSPTRG00000013329.4, ENSPTRG00000046564.1
OG0000228	XP_015673910.1	ENSPTRG00000017649.4
OG0000229	XP_015671815.1, XP_015671816.1, XP_015671817.1	ENSPTRG00000015054.6
OG0000229	XP_015683242.1	ENSPTRG00000019671.6
OG0000229	XP_015670602.1	ENSPTRG00000047682.1
OG0000230	XP_015674488.1, XP_015684261.2	ENSPTRG00000051840.1, ENSPTRG00000044041.1, ENSPTRG00000000922.5, ENSPTRG00000000923.7
OG0000231	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1	ENSPTRG00000016107.5
OG0000232	XP_029140044.1	ENSPTRG00000044766.1
OG0000233	XP_029141538.1, XP_015684957.1	ENSPTRG00000006731.5
OG0000235	XP_015675060.1, XP_015675059.1	ENSPTRG00000017494.7
OG0000235	XP_015678419.1	ENSPTRG00000016030.4
OG0000235	XP_015666878.1	ENSPTRG00000006831.6
OG0000236	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1	ENSPTRG00000051435.1, ENSPTRG00000003974.5
OG0000236	XP_029142387.1	ENSPTRG00000008872.7
OG0000237	XP_029143039.1	ENSPTRG00000011926.7
OG0000237	XP_015678307.2	ENSPTRG00000041132.2, ENSPTRG00000003809.6
OG0000237	XP_015676160.1, XP_015676161.1	ENSPTRG00000047264.1
OG0000238	XP_015669064.1	ENSPTRG00000017513.6
OG0000238	XP_029140427.1	ENSPTRG00000020090.6
OG0000238	XP_015673107.1	ENSPTRG00000003048.6
OG0000239	XP_015683678.1, XP_015685931.1	ENSPTRG00000005625.4
OG0000240	XP_015665642.1	ENSPTRG00000016155.4, ENSPTRG00000016160.6, ENSPTRG00000016159.3, ENSPTRG00000016163.5, ENSPTRG00000016161.4, ENSPTRG00000016157.5
OG0000241	XP_015683497.1, XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2	ENSPTRG00000052785.1, ENSPTRG00000002675.5, ENSPTRG00000021080.6, ENSPTRG00000046269.1
OG0000242	XP_015682858.1	ENSPTRG00000012929.4
OG0000242	XP_015688020.1, XP_015688019.1	ENSPTRG00000019889.5
OG0000242	XP_015685584.1, XP_015678393.1, XP_015678394.1	ENSPTRG00000004895.5
OG0000243	XP_015665477.1	ENSPTRG00000010697.4
OG0000243	XP_015670630.1	ENSPTRG00000016898.6
OG0000243	XP_015666407.1	ENSPTRG00000000732.4
OG0000243	XP_015668788.1, XP_015668787.1	ENSPTRG00000010497.4
OG0000244	XP_029139749.1, XP_029139751.1	ENSPTRG00000004219.5, ENSPTRG00000004220.4
OG0000245	XP_015672352.1	ENSPTRG00000003264.3, ENSPTRG00000003261.3, ENSPTRG00000003265.3, ENSPTRG00000003263.5
OG0000248	XP_015666616.1	ENSPTRG00000045129.1, ENSPTRG00000012104.3
OG0000248	XP_015678457.2, XP_029141295.1	ENSPTRG00000002570.6
OG0000248	XP_015678455.1, XP_015678456.1	ENSPTRG00000002572.6
OG0000249	XP_015676145.1	ENSPTRG00000046601.1
OG0000249	XP_015675754.1	ENSPTRG00000006715.6
OG0000249	XP_015684353.1, XP_015685037.1	ENSPTRG00000002037.6
OG0000250	XP_029139221.1	ENSPTRG00000008223.6
OG0000250	XP_015672454.1	ENSPTRG00000009979.6
OG0000252	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1	ENSPTRG00000016315.5
OG0000252	XP_015673469.1	ENSPTRG00000020059.6
OG0000253	XP_015679413.1	ENSPTRG00000018325.4
OG0000253	XP_015674516.1	ENSPTRG00000000465.7
OG0000253	XP_015681585.1	ENSPTRG00000020635.6
OG0000254	XP_015670377.1	ENSPTRG00000016607.5
OG0000254	XP_015677827.1	ENSPTRG00000017439.4
OG0000254	XP_015687890.1	ENSPTRG00000022132.4
OG0000255	XP_015683026.1	ENSPTRG00000021201.6
OG0000256	XP_015666713.1	ENSPTRG00000002324.6
OG0000256	XP_015670112.1	ENSPTRG00000009292.4
OG0000256	XP_015678280.1	ENSPTRG00000004905.3
OG0000256	XP_015684291.1, XP_015684290.1	ENSPTRG00000012398.3
OG0000257	XP_015670364.1, XP_015670363.1	ENSPTRG00000005701.4
OG0000257	XP_015677968.1	ENSPTRG00000042231.2
OG0000257	XP_015672285.1, XP_029140129.1, XP_029140130.1	ENSPTRG00000020011.4
OG0000258	XP_029139042.1	ENSPTRG00000000641.6
OG0000258	XP_015683953.1	ENSPTRG00000049728.1, ENSPTRG00000010328.6
OG0000258	XP_015683998.1	ENSPTRG00000020773.7
OG0000259	XP_015679075.1	ENSPTRG00000046759.1, ENSPTRG00000019718.5
OG0000260	XP_015674853.1	ENSPTRG00000043703.1, ENSPTRG00000043260.1, ENSPTRG00000003059.7, ENSPTRG00000051088.1, ENSPTRG00000045272.1, ENSPTRG00000051804.1, ENSPTRG00000052844.1, ENSPTRG00000040575.2, ENSPTRG00000006297.5
OG0000262	XP_029141228.1, XP_015677860.1, XP_015678015.1, XP_015678016.1, XP_015670169.1	ENSPTRG00000052742.1
OG0000263	XP_015669178.1	ENSPTRG00000011924.7
OG0000263	XP_015669353.2	ENSPTRG00000011000.6
OG0000263	XP_015673162.2	ENSPTRG00000003936.5
OG0000264	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1	ENSPTRG00000010464.5, ENSPTRG00000010467.4, ENSPTRG00000010463.5
OG0000265	XP_015670772.1	ENSPTRG00000007364.6
OG0000265	XP_015667968.1	ENSPTRG00000021017.6
OG0000265	XP_015665504.1	ENSPTRG00000048954.1, ENSPTRG00000045999.1, ENSPTRG00000044177.1, ENSPTRG00000045783.1, ENSPTRG00000043590.1, ENSPTRG00000042737.1, ENSPTRG00000010215.6
OG0000267	XP_029140923.1	ENSPTRG00000004957.6
OG0000267	XP_015667194.1	ENSPTRG00000014704.6
OG0000267	XP_029141470.1	ENSPTRG00000012579.6
OG0000268	XP_015672238.1	ENSPTRG00000030400.4
OG0000269	XP_015677141.1	ENSPTRG00000023788.4
OG0000269	XP_015684729.1, XP_015684730.1, XP_015683835.1	ENSPTRG00000018034.6
OG0000269	XP_015677215.1	ENSPTRG00000021527.5
OG0000270	XP_015683377.1	ENSPTRG00000001256.6
OG0000270	XP_029141121.1	ENSPTRG00000007516.7
OG0000270	XP_015672504.1	ENSPTRG00000016775.3
OG0000271	XP_015668618.1, XP_015668621.1, XP_015668620.1	ENSPTRG00000001749.6
OG0000271	XP_029142215.1	ENSPTRG00000021608.6
OG0000271	XP_015684484.1	ENSPTRG00000010561.7
OG0000272	XP_029141424.1	ENSPTRG00000024324.5
OG0000272	XP_015665837.1, XP_015665729.1, XP_015665728.1, XP_015665841.1, XP_015665839.1	ENSPTRG00000044403.1, ENSPTRG00000023956.4
OG0000273	XP_015676965.1	ENSPTRG00000006626.7
OG0000273	XP_015677000.1	ENSPTRG00000011185.6, ENSPTRG00000043067.1
OG0000274	XP_015667447.1	ENSPTRG00000007530.6, ENSPTRG00000031328.5
OG0000274	XP_015666327.1	ENSPTRG00000042679.1, ENSPTRG00000049822.1, ENSPTRG00000047721.1, ENSPTRG00000043560.1
OG0000275	XP_015671846.1	ENSPTRG00000013529.6
OG0000275	XP_015680629.1	ENSPTRG00000011641.6
OG0000275	XP_015668838.1	ENSPTRG00000048115.1, ENSPTRG00000048725.1, ENSPTRG00000044170.1
OG0000276	XP_015687209.1	ENSPTRG00000045995.1
OG0000276	XP_015684391.1	ENSPTRG00000049595.1
OG0000276	XP_015668588.1	ENSPTRG00000008792.4
OG0000277	XP_029141340.1, XP_015678630.1, XP_015678631.1	ENSPTRG00000002478.7
OG0000277	XP_015687869.1, XP_015687867.1, XP_015687868.1	ENSPTRG00000016244.6
OG0000277	XP_015679366.1	ENSPTRG00000017633.6
OG0000278	XP_015687062.1	ENSPTRG00000052699.1
OG0000278	XP_015687060.1	ENSPTRG00000028317.3
OG0000278	XP_015687920.1	ENSPTRG00000028234.3, ENSPTRG00000044050.1, ENSPTRG00000045552.1
OG0000278	XP_015673192.1	ENSPTRG00000030440.5
OG0000279	XP_015667611.1	ENSPTRG00000048077.1
OG0000280	XP_015665820.1	ENSPTRG00000011488.4
OG0000280	XP_029140042.1	ENSPTRG00000001832.7
OG0000280	XP_015686836.1, XP_015682772.1, XP_015682780.1	ENSPTRG00000003166.7
OG0000281	XP_015666225.1, XP_015666224.1	ENSPTRG00000014682.5
OG0000281	XP_015671801.1, XP_015671802.1, XP_015671803.1	ENSPTRG00000005071.5
OG0000281	XP_015665944.1	ENSPTRG00000009194.4
OG0000282	XP_015678052.1	ENSPTRG00000052634.1
OG0000282	XP_015678545.1, XP_015666027.1	ENSPTRG00000007986.6
OG0000282	XP_015676036.1	ENSPTRG00000003664.4
OG0000282	XP_015682956.2	ENSPTRG00000009468.6
OG0000283	XP_015670152.1	ENSPTRG00000017049.5
OG0000283	XP_015666344.1	ENSPTRG00000034205.3, ENSPTRG00000043218.1
OG0000283	XP_015665542.1	ENSPTRG00000045510.1
OG0000284	XP_015682796.1	ENSPTRG00000050410.1, ENSPTRG00000052387.1, ENSPTRG00000045505.1, ENSPTRG00000046782.1, ENSPTRG00000046353.1, ENSPTRG00000049574.1, ENSPTRG00000010012.6
OG0000285	XP_015675546.1	ENSPTRG00000052517.1, ENSPTRG00000051239.1, ENSPTRG00000048122.1, ENSPTRG00000003110.6, ENSPTRG00000044016.1, ENSPTRG00000003112.5, ENSPTRG00000003111.7
OG0000286	XP_015670533.1	ENSPTRG00000052524.1, ENSPTRG00000039179.2, ENSPTRG00000044556.1, ENSPTRG00000009628.5
OG0000292	XP_029141464.1	ENSPTRG00000051788.1
OG0000292	XP_029142053.1, XP_015685640.1, XP_029142303.1	ENSPTRG00000034246.3
OG0000293	XP_015672333.1, XP_015672332.1	ENSPTRG00000018748.6
OG0000293	XP_015668195.1	ENSPTRG00000043871.1
OG0000293	XP_015681188.1	ENSPTRG00000004259.5
OG0000294	XP_015682283.1	ENSPTRG00000048144.1, ENSPTRG00000004626.6, ENSPTRG00000004624.5
OG0000294	XP_015675869.1	ENSPTRG00000000623.6
OG0000294	XP_015683713.2	ENSPTRG00000008672.6
OG0000295	XP_015682869.1, XP_015682870.1	ENSPTRG00000011788.6
OG0000295	XP_015670893.1, XP_015670891.1	ENSPTRG00000038645.2, ENSPTRG00000049414.1, ENSPTRG00000005448.5
OG0000296	XP_015681568.1	ENSPTRG00000018012.7
OG0000296	XP_015676404.1	ENSPTRG00000021374.7
OG0000296	XP_015670145.1	ENSPTRG00000001611.5
OG0000297	XP_015677428.1	ENSPTRG00000018087.7
OG0000297	XP_029141370.1	ENSPTRG00000003327.6
OG0000298	XP_015687348.1	ENSPTRG00000020292.5
OG0000298	XP_015677665.1	ENSPTRG00000000454.4
OG0000299	XP_015679405.1	ENSPTRG00000010044.7
OG0000299	XP_015666481.1	ENSPTRG00000007090.5
OG0000299	XP_015665423.1	ENSPTRG00000045423.1
OG0000300	XP_015676352.1, XP_015676350.1, XP_015676351.1	ENSPTRG00000044502.1, ENSPTRG00000014166.5, ENSPTRG00000014160.6, ENSPTRG00000045736.1
OG0000301	XP_015676371.1	ENSPTRG00000008581.6
OG0000301	XP_015665779.1	ENSPTRG00000007941.6
OG0000301	XP_015684492.1	ENSPTRG00000005437.6
OG0000302	XP_015687390.1	ENSPTRG00000052452.1, ENSPTRG00000046540.1, ENSPTRG00000050928.1, ENSPTRG00000047310.1, ENSPTRG00000048694.1
OG0000303	XP_015672995.1, XP_015672994.1	ENSPTRG00000039502.2
OG0000303	XP_015678465.1	ENSPTRG00000007605.3
OG0000304	XP_029143103.1	ENSPTRG00000050403.1, ENSPTRG00000014306.6, ENSPTRG00000014308.5
OG0000305	XP_015677209.1	ENSPTRG00000044359.1, ENSPTRG00000048423.1, ENSPTRG00000001062.5, ENSPTRG00000001061.6, ENSPTRG00000001060.5
OG0000305	XP_015677208.1	ENSPTRG00000043733.1, ENSPTRG00000042967.1
OG0000306	XP_015675450.1	ENSPTRG00000018059.5
OG0000306	XP_015670165.1	ENSPTRG00000043957.1
OG0000306	XP_015684903.1	ENSPTRG00000017612.6
OG0000306	XP_029139816.1	ENSPTRG00000014576.6
OG0000307	XP_015679241.1	ENSPTRG00000046340.1, ENSPTRG00000014511.6
OG0000307	XP_029141693.1	ENSPTRG00000014895.7
OG0000307	XP_029143083.1	ENSPTRG00000001044.3
OG0000308	XP_015672050.1, XP_015667008.1	ENSPTRG00000010373.6
OG0000309	XP_015678988.1, XP_015679141.1	ENSPTRG00000043184.1, ENSPTRG00000000405.4
OG0000310	XP_015678374.1, XP_015678372.1	ENSPTRG00000018262.6
OG0000318	XP_029142325.1	ENSPTRG00000008714.5
OG0000318	XP_015669488.1	ENSPTRG00000004580.5
OG0000319	XP_029142394.1, XP_015682176.2, XP_029142118.1	ENSPTRG00000014554.4, ENSPTRG00000045184.1
OG0000320	XP_015667615.1	ENSPTRG00000015293.5
OG0000320	XP_015667156.1	ENSPTRG00000000471.7
OG0000320	XP_015678211.1	ENSPTRG00000018537.6
OG0000321	XP_029141361.1	ENSPTRG00000007030.7
OG0000321	XP_029142730.1	ENSPTRG00000010300.3
OG0000321	XP_015676936.1	ENSPTRG00000020955.5
OG0000322	XP_015673553.1	ENSPTRG00000049333.1
OG0000322	XP_015668084.1	ENSPTRG00000018118.4
OG0000322	XP_029141046.1, XP_015670447.1	ENSPTRG00000021875.6
OG0000323	XP_029139361.1	ENSPTRG00000004329.6, ENSPTRG00000048382.1
OG0000323	XP_015683537.1	ENSPTRG00000002445.5, ENSPTRG00000010829.6
OG0000324	XP_029140527.1	ENSPTRG00000008102.5
OG0000324	XP_029142229.1	ENSPTRG00000049665.1
OG0000324	XP_029139790.1	ENSPTRG00000006216.6
OG0000325	XP_015668868.1	ENSPTRG00000045860.1, ENSPTRG00000043809.1
OG0000325	XP_015675988.1	ENSPTRG00000040120.2, ENSPTRG00000046188.1
OG0000326	XP_015676012.1	ENSPTRG00000013883.7
OG0000326	XP_015667789.1	ENSPTRG00000018228.6
OG0000326	XP_015681570.1	ENSPTRG00000000351.7
OG0000327	XP_015674935.1, XP_015679763.1	ENSPTRG00000017411.7
OG0000327	XP_015666241.2	ENSPTRG00000022032.5
OG0000327	XP_015671138.1	ENSPTRG00000043330.1
OG0000328	XP_029141028.1	ENSPTRG00000010844.3
OG0000328	XP_029141000.1, XP_015677104.1	ENSPTRG00000010842.4, ENSPTRG00000029043.4
OG0000329	XP_015666013.1, XP_015675749.1	ENSPTRG00000007977.6
OG0000329	XP_015682861.1	ENSPTRG00000008948.5
OG0000329	XP_015672930.1	ENSPTRG00000005513.5
OG0000331	XP_015673116.1, XP_015673115.1	ENSPTRG00000020301.4
OG0000331	XP_015678114.1	ENSPTRG00000043106.1
OG0000331	XP_015670302.1, XP_029139764.1, XP_015670301.1	ENSPTRG00000011758.6
OG0000332	XP_015684613.1, XP_029142777.1, XP_029140331.1	ENSPTRG00000020183.6, ENSPTRG00000031006.4, ENSPTRG00000020185.6
OG0000333	XP_015665763.1, XP_015680652.1	ENSPTRG00000041932.2, ENSPTRG00000044085.1, ENSPTRG00000050017.1, ENSPTRG00000011268.6
OG0000334	XP_015675313.1, XP_015680103.1	ENSPTRG00000012432.6
OG0000334	XP_015675311.1, XP_015675312.1	ENSPTRG00000012342.6, ENSPTRG00000012329.6
OG0000335	XP_015678935.1, XP_015678931.1, XP_015678933.1, XP_015678934.1, XP_015682249.1, XP_015678929.1, XP_015678930.1, XP_015682246.1, XP_015678928.1, XP_029141408.1, XP_029142669.1, XP_015668650.1	ENSPTRG00000008607.5
OG0000345	XP_015670886.1	ENSPTRG00000044809.1
OG0000345	XP_015668245.1, XP_015668248.1	ENSPTRG00000052739.1
OG0000345	XP_015683175.1	ENSPTRG00000008716.4
OG0000346	XP_015668678.1	ENSPTRG00000008601.6
OG0000346	XP_029140731.1	ENSPTRG00000021993.6
OG0000347	XP_015684247.1	ENSPTRG00000001474.6
OG0000347	XP_015684363.1, XP_015682798.1	ENSPTRG00000010311.6
OG0000347	XP_015687161.1	ENSPTRG00000007391.4
