Orthogroup	P_Mucros.pep	C_familiaris.pep
OG0000164	XP_015676190.1, XP_015676194.1, XP_015676193.1, XP_029140819.1, XP_015676188.1, XP_015676191.2, XP_029139534.1, XP_015669245.1	ENSCAFG00000002133.4
OG0000169	XP_015668859.1, XP_015668849.1	ENSCAFG00000000567.5
OG0000169	XP_015667139.1	ENSCAFG00000003081.5
OG0000169	XP_015671850.1	ENSCAFG00000009573.4
OG0000171	XP_015672896.1, XP_015672894.1	ENSCAFG00000010410.4
OG0000172	XP_029140806.1	ENSCAFG00000003989.4
OG0000172	XP_015672473.1	ENSCAFG00000011756.5
OG0000172	XP_015684318.1	ENSCAFG00000001362.4
OG0000172	XP_015670606.2	ENSCAFG00000019587.6
OG0000173	XP_029141104.1, XP_015677462.1, XP_029141137.1, XP_015677474.1, XP_029141129.1, XP_029141132.1, XP_029141126.1, XP_029141120.1, XP_029141125.1, XP_029141103.1, XP_029141107.1, XP_029141093.1, XP_029141100.1, XP_029141122.1, XP_015677468.1, XP_029141109.1, XP_029141114.1, XP_029141135.1, XP_029141091.1, XP_029141097.1, XP_029141099.1, XP_029141084.1, XP_029141089.1, XP_029141133.1, XP_029141080.1, XP_029141079.1, XP_029141073.1, XP_029141072.1, XP_029141076.1, XP_029141078.1	ENSCAFG00000000670.5
OG0000174	XP_015670429.1, XP_015670431.1, XP_015670430.1, XP_015670428.1	ENSCAFG00000016476.5
OG0000174	XP_015683273.2	ENSCAFG00000005194.5
OG0000174	XP_015677824.1	ENSCAFG00000012493.4
OG0000179	XP_029141413.1	ENSCAFG00000015682.4
OG0000179	XP_015687365.1	ENSCAFG00000029090.2
OG0000179	XP_015678517.1	ENSCAFG00000015721.5
OG0000180	XP_015665587.1, XP_015665586.2, XP_015665585.1, XP_015671578.1, XP_015668969.1	ENSCAFG00000049295.1, ENSCAFG00000042617.1, ENSCAFG00000029527.1, ENSCAFG00000042816.1, ENSCAFG00000047857.1, ENSCAFG00000048341.1, ENSCAFG00000046423.1
OG0000181	XP_029140763.1, XP_015671583.1, XP_015668225.1	ENSCAFG00000016373.4, ENSCAFG00000016370.4
OG0000183	XP_029141374.1	ENSCAFG00000020411.4
OG0000183	XP_015674112.1	ENSCAFG00000009842.4
OG0000183	XP_015676390.1, XP_029140862.1	ENSCAFG00000009907.5
OG0000184	XP_015675393.1	ENSCAFG00000018508.6
OG0000184	XP_015681863.1	ENSCAFG00000016963.3
OG0000184	XP_015680940.1	ENSCAFG00000019716.4
OG0000185	XP_015683210.1	ENSCAFG00000010433.4
OG0000185	XP_015683209.1	ENSCAFG00000031648.1
OG0000186	XP_015684024.2	ENSCAFG00000014257.4
OG0000186	XP_015676531.1	ENSCAFG00000006542.4
OG0000186	XP_015667869.1	ENSCAFG00000010882.5
OG0000186	XP_015679777.1	ENSCAFG00000008850.5
OG0000187	XP_015679486.1, XP_015679485.1	ENSCAFG00000003850.3
OG0000187	XP_015682140.1, XP_015682141.1	ENSCAFG00000047569.1, ENSCAFG00000013413.4
OG0000187	XP_015680999.1, XP_015680930.1, XP_015680859.1, XP_029140248.1, XP_015672812.1, XP_029140247.1	ENSCAFG00000023066.2
OG0000188	XP_015671217.1, XP_029139925.1, XP_029139926.1	ENSCAFG00000018314.5
OG0000193	XP_029139939.1	ENSCAFG00000011301.5
OG0000193	XP_015678276.1, XP_015678275.1	ENSCAFG00000011565.5
OG0000193	XP_015666025.1, XP_015678547.1	ENSCAFG00000017110.4
OG0000194	XP_015671969.1	ENSCAFG00000031029.2
OG0000194	XP_015667544.1	ENSCAFG00000009532.4
OG0000196	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1	ENSCAFG00000018380.2, ENSCAFG00000005504.4
OG0000197	XP_015672863.1	ENSCAFG00000008123.5
OG0000197	XP_015674820.1	ENSCAFG00000017137.4
OG0000197	XP_015682229.1	ENSCAFG00000004731.4
OG0000197	XP_015672837.1	ENSCAFG00000018631.5
OG0000198	XP_015679641.1	ENSCAFG00000024306.4
OG0000198	XP_015679495.1	ENSCAFG00000024682.3
OG0000198	XP_029141561.1, XP_029141560.1	ENSCAFG00000003443.4
OG0000199	XP_015673566.1	ENSCAFG00000009795.5
OG0000199	XP_015683861.1	ENSCAFG00000004958.4
OG0000199	XP_015683080.1	ENSCAFG00000012174.4
OG0000200	XP_015679138.1	ENSCAFG00000001916.4
OG0000200	XP_029141710.1	ENSCAFG00000012554.4
OG0000200	XP_015666168.1	ENSCAFG00000019205.5
OG0000201	XP_015674986.1	ENSCAFG00000011909.4
OG0000201	XP_015670612.1	ENSCAFG00000019242.4
OG0000201	XP_015677956.1	ENSCAFG00000004784.4
OG0000201	XP_015683034.1	ENSCAFG00000005331.4
OG0000202	XP_015687603.2	ENSCAFG00000008918.4
OG0000202	XP_015687604.1, XP_015683978.1	ENSCAFG00000006631.4
OG0000203	XP_029139831.1	ENSCAFG00000007100.4
OG0000203	XP_029139567.1	ENSCAFG00000017790.6
OG0000203	XP_015684967.1	ENSCAFG00000018583.4
OG0000203	XP_029138811.1	ENSCAFG00000014928.6
OG0000204	XP_015687678.1, XP_015687677.1	ENSCAFG00000029482.2
OG0000205	XP_015678515.1, XP_029141304.1	ENSCAFG00000009617.4, ENSCAFG00000031614.2, ENSCAFG00000009612.4, ENSCAFG00000007151.4
OG0000206	XP_015677494.1, XP_015677493.1	ENSCAFG00000044522.1, ENSCAFG00000045105.1, ENSCAFG00000044423.1, ENSCAFG00000047211.1, ENSCAFG00000043552.1, ENSCAFG00000048193.1, ENSCAFG00000023370.2, ENSCAFG00000046131.1, ENSCAFG00000023312.3, ENSCAFG00000041949.1, ENSCAFG00000047534.1, ENSCAFG00000042813.1, ENSCAFG00000041683.1
OG0000207	XP_015682706.1, XP_015686014.1, XP_015686616.1, XP_015682705.1, XP_015686015.1	ENSCAFG00000024999.3, ENSCAFG00000044951.1
OG0000207	XP_015682704.2, XP_015672350.1, XP_015682716.1, XP_015682715.2	ENSCAFG00000024989.2, ENSCAFG00000024063.2, ENSCAFG00000025043.2, ENSCAFG00000012549.4, ENSCAFG00000012512.3, ENSCAFG00000024863.3
OG0000212	XP_015681982.1, XP_015681150.1	ENSCAFG00000019339.5
OG0000212	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1	ENSCAFG00000018012.4
OG0000212	XP_015671282.1	ENSCAFG00000010796.4
OG0000213	XP_015666876.1	ENSCAFG00000009921.3
OG0000213	XP_015672992.1	ENSCAFG00000017227.5
OG0000214	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1	ENSCAFG00000011787.3
OG0000216	XP_029139444.1, XP_015668853.1, XP_029139446.1, XP_029139445.1, XP_015668854.1, XP_015671320.1, XP_015671319.1, XP_015671318.1, XP_015671322.1	ENSCAFG00000006577.3, ENSCAFG00000017292.3
OG0000216	XP_015668855.1	ENSCAFG00000019023.3
OG0000217	XP_029140602.1	ENSCAFG00000018163.4
OG0000217	XP_029139820.1	ENSCAFG00000012059.5
OG0000217	XP_015677811.1	ENSCAFG00000015161.5
OG0000218	XP_015683351.1, XP_015670048.1	ENSCAFG00000014886.2, ENSCAFG00000014968.3, ENSCAFG00000002084.4
OG0000220	XP_029141778.1	ENSCAFG00000000454.5
OG0000220	XP_015684700.1	ENSCAFG00000000636.6
OG0000221	XP_015671392.1, XP_015671391.1	ENSCAFG00000002490.4
OG0000221	XP_015669184.1, XP_015669183.1	ENSCAFG00000010816.4
OG0000221	XP_015677537.1	ENSCAFG00000001237.4
OG0000222	XP_015669545.1, XP_015669546.1, XP_015686068.1	ENSCAFG00000014655.4
OG0000222	XP_015668680.1	ENSCAFG00000019216.5
OG0000223	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1	ENSCAFG00000008603.5
OG0000223	XP_029142495.1	ENSCAFG00000005523.5
OG0000223	XP_015687943.1, XP_015687942.1	ENSCAFG00000018841.5
OG0000224	XP_015683714.1	ENSCAFG00000016128.5
OG0000224	XP_015675851.1	ENSCAFG00000017286.4, ENSCAFG00000030502.2, ENSCAFG00000002541.4, ENSCAFG00000010117.4
OG0000225	XP_015674324.1	ENSCAFG00000032353.2
OG0000225	XP_015668019.1	ENSCAFG00000031041.2
OG0000225	XP_015683878.1	ENSCAFG00000045628.1
OG0000226	XP_029140404.1, XP_015673843.1	ENSCAFG00000012211.4
OG0000226	XP_015675418.1	ENSCAFG00000023069.3
OG0000227	XP_015672096.1, XP_015680851.2, XP_015686608.1	ENSCAFG00000013078.2
OG0000227	XP_015682709.1	ENSCAFG00000028765.2, ENSCAFG00000010143.3
OG0000228	XP_015673910.1	ENSCAFG00000028630.3
OG0000229	XP_015671815.1, XP_015671816.1, XP_015671817.1	ENSCAFG00000007603.4
OG0000229	XP_015685904.2, XP_015683242.1	ENSCAFG00000001585.5
OG0000229	XP_015670602.1	ENSCAFG00000019521.4
OG0000230	XP_015674488.1, XP_015684261.2	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4
OG0000231	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1	ENSCAFG00000028617.2
OG0000231	XP_015670647.1	ENSCAFG00000025497.3
OG0000232	XP_029140043.1	ENSCAFG00000009898.6, ENSCAFG00000044092.1
OG0000232	XP_029140044.1	ENSCAFG00000049974.1
OG0000233	XP_029141538.1, XP_015684957.1	ENSCAFG00000017929.3
OG0000235	XP_015675060.1, XP_015675059.1	ENSCAFG00000017251.5
OG0000235	XP_015678419.1	ENSCAFG00000001889.4
OG0000235	XP_015666878.1	ENSCAFG00000030702.2
OG0000236	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1	ENSCAFG00000011246.4
OG0000236	XP_029142387.1	ENSCAFG00000018166.5
OG0000237	XP_029143039.1	ENSCAFG00000002771.6
OG0000237	XP_015678307.2	ENSCAFG00000015064.5
OG0000237	XP_015676160.1, XP_015676161.1	ENSCAFG00000004439.4
OG0000238	XP_015669064.1	ENSCAFG00000016982.4
OG0000238	XP_029140427.1	ENSCAFG00000009001.4
OG0000238	XP_015673107.1	ENSCAFG00000013062.5
OG0000239	XP_015683678.1, XP_015685931.1	ENSCAFG00000006859.4
OG0000240	XP_015665642.1	ENSCAFG00000025016.3, ENSCAFG00000031174.2
OG0000241	XP_015683497.1, XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2
OG0000242	XP_015682858.1	ENSCAFG00000014957.5
OG0000242	XP_015688020.1, XP_015688019.1	ENSCAFG00000004912.4
OG0000242	XP_015685584.1, XP_015678393.1, XP_015678394.1	ENSCAFG00000008750.4
OG0000243	XP_015665477.1	ENSCAFG00000014945.4
OG0000243	XP_015670630.1	ENSCAFG00000007008.5
OG0000243	XP_015666407.1	ENSCAFG00000003790.4
OG0000243	XP_015668788.1, XP_015668787.1	ENSCAFG00000017438.5
OG0000244	XP_029139749.1, XP_029139751.1	ENSCAFG00000015063.2
OG0000245	XP_015672352.1	ENSCAFG00000006313.3, ENSCAFG00000045475.1, ENSCAFG00000032254.1, ENSCAFG00000044213.1, ENSCAFG00000047204.1, ENSCAFG00000006321.4, ENSCAFG00000006317.3, ENSCAFG00000006316.3
OG0000248	XP_015666616.1	ENSCAFG00000008265.4
OG0000248	XP_015678457.2, XP_029141295.1	ENSCAFG00000032754.2
OG0000248	XP_015678455.1, XP_015678456.1	ENSCAFG00000013917.5
OG0000249	XP_015676145.1	ENSCAFG00000024629.3, ENSCAFG00000004420.3
OG0000249	XP_015675754.1	ENSCAFG00000017889.6
OG0000249	XP_015684353.1, XP_015685037.1	ENSCAFG00000016185.5
OG0000250	XP_029139221.1	ENSCAFG00000020370.6
OG0000250	XP_015672454.1	ENSCAFG00000017786.6
OG0000252	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1	ENSCAFG00000010644.5
OG0000252	XP_015673469.1	ENSCAFG00000009390.5
OG0000253	XP_015679413.1	ENSCAFG00000023431.4
OG0000253	XP_015674516.1	ENSCAFG00000010872.5
OG0000253	XP_015681585.1	ENSCAFG00000001269.5
OG0000254	XP_015670377.1	ENSCAFG00000007904.5
OG0000254	XP_015677827.1	ENSCAFG00000017827.4
OG0000254	XP_015687890.1	ENSCAFG00000017804.4
OG0000255	XP_015683691.1, XP_015683692.1, XP_015666007.1	ENSCAFG00000008221.5, ENSCAFG00000002290.4, ENSCAFG00000018144.4
OG0000255	XP_015683026.1	ENSCAFG00000002598.4
OG0000256	XP_015666713.1	ENSCAFG00000004591.5
OG0000256	XP_015670112.1	ENSCAFG00000013945.5
OG0000256	XP_015678280.1	ENSCAFG00000031977.2
OG0000256	XP_015684291.1, XP_015684290.1	ENSCAFG00000004910.5
OG0000257	XP_015670364.1, XP_015670363.1	ENSCAFG00000007161.3
OG0000257	XP_015677968.1	ENSCAFG00000017592.4
OG0000257	XP_015672285.1, XP_029140129.1, XP_029140130.1	ENSCAFG00000006792.4
OG0000258	XP_029139042.1	ENSCAFG00000005069.5
OG0000258	XP_015683953.1	ENSCAFG00000018859.5
OG0000258	XP_015683998.1	ENSCAFG00000001460.4
OG0000260	XP_015674853.1	ENSCAFG00000013883.5
OG0000262	XP_029141228.1, XP_015677860.1, XP_015678015.1, XP_015678016.1, XP_015670169.1	ENSCAFG00000004742.4
OG0000263	XP_015669178.1	ENSCAFG00000002744.5
OG0000263	XP_015669353.2	ENSCAFG00000041406.1
OG0000263	XP_015673162.2	ENSCAFG00000012306.6
OG0000264	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1
OG0000265	XP_015667968.1	ENSCAFG00000001821.4
OG0000265	XP_015665504.1	ENSCAFG00000019448.4
OG0000266	XP_015672362.1	ENSCAFG00000046786.1, ENSCAFG00000045716.1
OG0000267	XP_029140923.1	ENSCAFG00000007728.4
OG0000267	XP_015667194.1	ENSCAFG00000005613.5
OG0000267	XP_029141470.1	ENSCAFG00000010242.4
OG0000268	XP_015672238.1	ENSCAFG00000004996.3, ENSCAFG00000030034.1, ENSCAFG00000005672.3
OG0000269	XP_015677141.1	ENSCAFG00000013336.4
OG0000269	XP_015684729.1, XP_015684730.1, XP_015683835.1	ENSCAFG00000000912.4
OG0000269	XP_015677215.1	ENSCAFG00000019838.4
OG0000270	XP_015683377.1	ENSCAFG00000011941.4
OG0000270	XP_029141121.1	ENSCAFG00000010453.4
OG0000270	XP_015672504.1	ENSCAFG00000018858.4
OG0000271	XP_015668618.1, XP_015668621.1, XP_015668620.1	ENSCAFG00000013004.6
OG0000271	XP_029142215.1	ENSCAFG00000019380.4
OG0000271	XP_029139859.1, XP_015684484.1	ENSCAFG00000016897.4
OG0000272	XP_029141424.1	ENSCAFG00000002041.4
OG0000272	XP_015665837.1, XP_015665729.1, XP_015665728.1, XP_015665841.1, XP_015665839.1	ENSCAFG00000023655.3, ENSCAFG00000023398.3
OG0000273	XP_015676965.1	ENSCAFG00000029151.2
OG0000273	XP_015677000.1	ENSCAFG00000002646.4, ENSCAFG00000016335.3, ENSCAFG00000017563.2
OG0000274	XP_015667447.1	ENSCAFG00000028569.2, ENSCAFG00000046007.1
OG0000274	XP_015666327.1	ENSCAFG00000032615.2
OG0000275	XP_015671846.1	ENSCAFG00000009514.4
OG0000275	XP_015668838.1	ENSCAFG00000005721.4, ENSCAFG00000012280.4, ENSCAFG00000003455.4, ENSCAFG00000000580.4
OG0000276	XP_015687209.1	ENSCAFG00000048479.1
OG0000276	XP_015668588.1	ENSCAFG00000017893.5, ENSCAFG00000028975.2
OG0000277	XP_029141340.1, XP_015678630.1, XP_015678631.1	ENSCAFG00000006551.4
OG0000277	XP_015687869.1, XP_015687867.1, XP_015687868.1	ENSCAFG00000009396.5
OG0000277	XP_015679366.1	ENSCAFG00000000395.4
OG0000278	XP_015687061.1, XP_015687062.1, XP_015687060.1	ENSCAFG00000046463.1
OG0000278	XP_015687920.1	ENSCAFG00000044244.1
OG0000278	XP_015673192.1	ENSCAFG00000007875.4
OG0000279	XP_015667611.1	ENSCAFG00000010642.4
OG0000280	XP_015665820.1	ENSCAFG00000002620.5
OG0000280	XP_029140042.1	ENSCAFG00000010798.5
OG0000280	XP_015686836.1, XP_015682772.1, XP_015682780.1	ENSCAFG00000010081.5
OG0000281	XP_015666225.1, XP_015666224.1	ENSCAFG00000005814.3
OG0000281	XP_015671801.1, XP_015671802.1, XP_015671803.1	ENSCAFG00000000087.4
OG0000281	XP_015665944.1	ENSCAFG00000015629.3
OG0000282	XP_015678545.1, XP_015666027.1	ENSCAFG00000017095.4
OG0000282	XP_015676036.1	ENSCAFG00000007821.3
OG0000282	XP_015682956.2	ENSCAFG00000030515.2
OG0000283	XP_015670152.1	ENSCAFG00000008677.4
OG0000283	XP_015666344.1	ENSCAFG00000019045.5
OG0000283	XP_015665542.1	ENSCAFG00000014862.5
OG0000284	XP_015682796.1	ENSCAFG00000008273.2, ENSCAFG00000009852.3, ENSCAFG00000003241.4, ENSCAFG00000007572.4, ENSCAFG00000014751.3, ENSCAFG00000008290.4, ENSCAFG00000006671.4, ENSCAFG00000024215.2, ENSCAFG00000046957.1, ENSCAFG00000019044.4, ENSCAFG00000001302.4, ENSCAFG00000028960.1, ENSCAFG00000030361.1
OG0000285	XP_015675546.1	ENSCAFG00000030793.2, ENSCAFG00000046009.1, ENSCAFG00000006485.4, ENSCAFG00000050027.1, ENSCAFG00000048887.1, ENSCAFG00000046118.1
OG0000286	XP_015670533.1	ENSCAFG00000031686.1, ENSCAFG00000031781.1, ENSCAFG00000005290.3, ENSCAFG00000030059.2, ENSCAFG00000011783.4, ENSCAFG00000018265.3, ENSCAFG00000004167.1, ENSCAFG00000011644.1, ENSCAFG00000019063.2, ENSCAFG00000001080.1, ENSCAFG00000000808.2, ENSCAFG00000004703.4, ENSCAFG00000006147.2, ENSCAFG00000008616.4, ENSCAFG00000000376.1, ENSCAFG00000011325.3, ENSCAFG00000029285.2, ENSCAFG00000005930.4, ENSCAFG00000002038.2, ENSCAFG00000016063.2
OG0000292	XP_029141464.1	ENSCAFG00000000704.4
OG0000292	XP_029142053.1, XP_015685640.1, XP_029142303.1	ENSCAFG00000005305.5
OG0000293	XP_015672333.1, XP_015672332.1	ENSCAFG00000000661.4
OG0000293	XP_015668195.1	ENSCAFG00000016607.4
OG0000293	XP_015681188.1	ENSCAFG00000014273.5
OG0000294	XP_015682283.1	ENSCAFG00000013918.4
OG0000294	XP_015675869.1	ENSCAFG00000002500.5
OG0000294	XP_015683713.2	ENSCAFG00000016126.4
OG0000295	XP_015682869.1, XP_015682870.1	ENSCAFG00000005238.4
OG0000295	XP_015687344.1	ENSCAFG00000041420.1
OG0000295	XP_015670893.1, XP_015670891.1	ENSCAFG00000008515.4
OG0000296	XP_015681568.1	ENSCAFG00000000783.4
OG0000296	XP_015676404.1	ENSCAFG00000020175.4
OG0000296	XP_015670145.1	ENSCAFG00000013289.6
OG0000297	XP_015677428.1	ENSCAFG00000001335.4
OG0000297	XP_029141370.1	ENSCAFG00000006892.6
OG0000298	XP_015687348.1	ENSCAFG00000047599.1
OG0000298	XP_015677117.1	ENSCAFG00000012785.4
OG0000298	XP_015677665.1	ENSCAFG00000011175.4
OG0000299	XP_015679405.1	ENSCAFG00000000127.4
OG0000299	XP_015666481.1	ENSCAFG00000015867.5
OG0000300	XP_015676352.1, XP_015676350.1, XP_015676351.1	ENSCAFG00000014028.5, ENSCAFG00000014043.4
OG0000301	XP_015676371.1	ENSCAFG00000013971.5
OG0000301	XP_015665779.1	ENSCAFG00000017254.5
OG0000301	XP_015684492.1	ENSCAFG00000008434.4
OG0000302	XP_015687390.1	ENSCAFG00000049664.1, ENSCAFG00000045520.1, ENSCAFG00000046823.1, ENSCAFG00000043673.1, ENSCAFG00000032122.2, ENSCAFG00000031092.2, ENSCAFG00000045416.1, ENSCAFG00000045833.1, ENSCAFG00000042941.1, ENSCAFG00000046881.1, ENSCAFG00000049837.1, ENSCAFG00000032101.2, ENSCAFG00000029014.2, ENSCAFG00000029524.2, ENSCAFG00000041194.1, ENSCAFG00000046992.1
OG0000303	XP_015672995.1, XP_015672994.1	ENSCAFG00000023628.4, ENSCAFG00000016084.4, ENSCAFG00000000044.4, ENSCAFG00000004124.3
OG0000303	XP_029140559.1	ENSCAFG00000010362.4, ENSCAFG00000032180.2
OG0000304	XP_029143103.1	ENSCAFG00000001704.4, ENSCAFG00000029830.2
OG0000305	XP_015677209.1	ENSCAFG00000019812.5
OG0000305	XP_015677208.1	ENSCAFG00000019809.4
OG0000306	XP_015675450.1	ENSCAFG00000001202.4
OG0000306	XP_015670165.1	ENSCAFG00000001738.5
OG0000306	XP_015684903.1	ENSCAFG00000000332.4
OG0000306	XP_029139816.1	ENSCAFG00000005583.5
OG0000307	XP_015679241.1	ENSCAFG00000000767.5
OG0000307	XP_029141693.1	ENSCAFG00000029819.2
OG0000307	XP_029143083.1	ENSCAFG00000019841.6
OG0000308	XP_015672050.1, XP_015667008.1	ENSCAFG00000017946.4, ENSCAFG00000018625.5
OG0000309	XP_015678988.1, XP_015679141.1	ENSCAFG00000030630.2
OG0000310	XP_015678374.1, XP_015678372.1	ENSCAFG00000023105.4
OG0000318	XP_029142325.1	ENSCAFG00000016859.5
OG0000318	XP_015669488.1	ENSCAFG00000014929.6
OG0000319	XP_029142394.1, XP_015682176.2, XP_029142118.1	ENSCAFG00000000558.4
OG0000320	XP_015667615.1	ENSCAFG00000011922.4
OG0000320	XP_015667156.1	ENSCAFG00000010737.6
OG0000320	XP_015678211.1	ENSCAFG00000000905.5
OG0000321	XP_029141361.1	ENSCAFG00000013723.6
OG0000321	XP_029142730.1	ENSCAFG00000019109.5
OG0000321	XP_015676936.1	ENSCAFG00000002397.6
OG0000322	XP_015668084.1	ENSCAFG00000001448.5
OG0000322	XP_029141046.1, XP_015670447.1	ENSCAFG00000015683.4
OG0000323	XP_029139361.1	ENSCAFG00000032273.3
OG0000323	XP_015683537.1	ENSCAFG00000019775.3, ENSCAFG00000024923.2, ENSCAFG00000007124.4
OG0000324	XP_029140527.1	ENSCAFG00000009913.4
OG0000324	XP_029142229.1	ENSCAFG00000010238.4
OG0000324	XP_029139790.1	ENSCAFG00000012293.5
OG0000325	XP_015668868.1, XP_015675988.1	ENSCAFG00000012234.4, ENSCAFG00000049045.1, ENSCAFG00000017386.4, ENSCAFG00000043616.1
OG0000326	XP_015676012.1	ENSCAFG00000009596.5
OG0000326	XP_015667789.1	ENSCAFG00000002008.5
OG0000326	XP_015681570.1	ENSCAFG00000012903.5
OG0000327	XP_015674935.1, XP_015679763.1	ENSCAFG00000018210.5
OG0000327	XP_015666241.2	ENSCAFG00000017189.2
OG0000327	XP_015671138.1	ENSCAFG00000006742.5
OG0000328	XP_029141028.1	ENSCAFG00000007027.3
OG0000328	XP_029141000.1, XP_015677104.1	ENSCAFG00000007029.3
OG0000329	XP_015666013.1, XP_015675749.1	ENSCAFG00000017039.6
OG0000329	XP_015682861.1	ENSCAFG00000018898.4
OG0000329	XP_015672930.1	ENSCAFG00000009924.4
OG0000331	XP_015673116.1, XP_015673115.1	ENSCAFG00000025445.4
OG0000331	XP_015678114.1	ENSCAFG00000013084.6
OG0000331	XP_015670302.1, XP_029139764.1, XP_015670301.1	ENSCAFG00000032365.2
OG0000332	XP_015684613.1, XP_029142777.1, XP_029140331.1	ENSCAFG00000005769.4, ENSCAFG00000005758.5, ENSCAFG00000005818.5, ENSCAFG00000005832.5, ENSCAFG00000005841.5, ENSCAFG00000028812.2
OG0000333	XP_015665763.1, XP_015680652.1	ENSCAFG00000029992.2, ENSCAFG00000046469.1, ENSCAFG00000005434.4, ENSCAFG00000002336.4, ENSCAFG00000004962.4, ENSCAFG00000025174.3, ENSCAFG00000005494.4, ENSCAFG00000003861.4, ENSCAFG00000015164.2
OG0000334	XP_015680103.1	ENSCAFG00000002015.5
OG0000335	XP_015678935.1, XP_015678931.1, XP_015678933.1, XP_015678934.1, XP_015682249.1, XP_015678929.1, XP_015678930.1, XP_015682246.1, XP_015678928.1, XP_029141408.1, XP_029142669.1, XP_015668650.1	ENSCAFG00000015866.2
OG0000345	XP_015670886.1	ENSCAFG00000008838.5
OG0000345	XP_015668245.1, XP_015668248.1	ENSCAFG00000019524.5
OG0000345	XP_015683175.1	ENSCAFG00000016888.5
OG0000346	XP_015668678.1	ENSCAFG00000015905.5
OG0000346	XP_029140731.1	ENSCAFG00000016791.4
OG0000347	XP_015684247.1	ENSCAFG00000016741.6
OG0000347	XP_015684363.1, XP_015682798.1	ENSCAFG00000019033.5
OG0000347	XP_015687161.1	ENSCAFG00000013208.4
OG0000348	XP_015675665.1	ENSCAFG00000016055.5
OG0000348	XP_015669347.1	ENSCAFG00000005104.5
OG0000348	XP_015680257.1	ENSCAFG00000009562.5
OG0000349	XP_015669996.1	ENSCAFG00000007659.5
OG0000349	XP_015671665.1	ENSCAFG00000006162.5
OG0000349	XP_015679998.1	ENSCAFG00000001094.4
OG0000350	XP_015678338.1	ENSCAFG00000014163.3
OG0000350	XP_015667184.1	ENSCAFG00000005774.4
OG0000351	XP_015681300.1	ENSCAFG00000023194.4
OG0000351	XP_015683638.1	ENSCAFG00000015813.4
OG0000352	XP_015674374.1	ENSCAFG00000005442.4
OG0000352	XP_015679410.1	ENSCAFG00000017769.4
OG0000352	XP_015678258.1, XP_015666294.1	ENSCAFG00000002717.5
OG0000353	XP_015680090.1	ENSCAFG00000004407.4
OG0000353	XP_015667630.1	ENSCAFG00000000168.4
OG0000354	XP_015672730.1	ENSCAFG00000012129.4
OG0000354	XP_015675882.1	ENSCAFG00000016388.5
OG0000355	XP_029141942.1, XP_029141943.1	ENSCAFG00000013005.5
OG0000355	XP_015668236.1, XP_015668237.1, XP_029139321.1	ENSCAFG00000014323.4
OG0000355	XP_029141186.1	ENSCAFG00000006971.4
OG0000356	XP_015682424.1	ENSCAFG00000008653.4
OG0000356	XP_015682266.1, XP_015682265.1	ENSCAFG00000018564.4
OG0000356	XP_029141415.1	ENSCAFG00000014838.5
OG0000357	XP_015674818.1	ENSCAFG00000008768.5
OG0000357	XP_015667154.1	ENSCAFG00000003333.5
OG0000357	XP_015683639.1	ENSCAFG00000003580.5
OG0000358	XP_015666276.1	ENSCAFG00000002498.4
OG0000358	XP_015673122.1, XP_015665888.1, XP_015683147.1, XP_015682437.1	ENSCAFG00000014334.6
