Orthogroup	P_Mucros.pep	G_gallus.pep
OG0000194	XP_015667544.1	ENSGALG00000026692.3
OG0000195	XP_015665650.1	ENSGALG00000053189.1, ENSGALG00000054778.1
OG0000197	XP_015672863.1	ENSGALG00000030065.3
OG0000197	XP_015674820.1	ENSGALG00000001768.6
OG0000197	XP_015682229.1	ENSGALG00000033966.2
OG0000197	XP_015672837.1	ENSGALG00000008442.6
OG0000198	XP_015679641.1	ENSGALG00000039713.2
OG0000198	XP_015679495.1	ENSGALG00000043711.3
OG0000198	XP_029141561.1, XP_029141560.1	ENSGALG00000002249.6
OG0000199	XP_015673566.1	ENSGALG00000032247.2
OG0000200	XP_015679138.1	ENSGALG00000015107.6
OG0000200	XP_029141710.1	ENSGALG00000027372.3
OG0000200	XP_015666168.1	ENSGALG00000000784.7
OG0000201	XP_015674986.1	ENSGALG00000001319.6
OG0000201	XP_015677956.1	ENSGALG00000033051.2
OG0000201	XP_015683034.1	ENSGALG00000029912.2
OG0000202	XP_015687603.2	ENSGALG00000047979.1
OG0000202	XP_015673987.1	ENSGALG00000000242.6
OG0000202	XP_029139196.1	ENSGALG00000010461.6
OG0000203	XP_029139831.1	ENSGALG00000014727.6
OG0000203	XP_015684967.1	ENSGALG00000011094.6
OG0000204	XP_015687678.1, XP_015687677.1	ENSGALG00000003536.6
OG0000205	XP_015678515.1, XP_029141304.1	ENSGALG00000045085.2
OG0000207	XP_015682706.1, XP_015686014.1, XP_015686616.1, XP_015682705.1, XP_015686015.1	ENSGALG00000031533.2
OG0000212	XP_015681982.1, XP_015681150.1	ENSGALG00000004649.5
OG0000212	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1	ENSGALG00000004519.7
OG0000213	XP_015666876.1	ENSGALG00000041042.2
OG0000213	XP_015672992.1	ENSGALG00000038042.2
OG0000214	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1	ENSGALG00000022137.3, ENSGALG00000039887.2
OG0000216	XP_029139444.1, XP_015668853.1, XP_029139446.1, XP_029139445.1, XP_015668854.1, XP_015671320.1, XP_015671319.1, XP_015671318.1, XP_015671322.1	ENSGALG00000025842.4
OG0000217	XP_029140602.1	ENSGALG00000005621.7
OG0000217	XP_029139820.1	ENSGALG00000041635.2
OG0000217	XP_015677811.1	ENSGALG00000005088.6
OG0000218	XP_015680421.1	ENSGALG00000004809.4
OG0000220	XP_029141778.1	ENSGALG00000050047.1
OG0000220	XP_015684700.1	ENSGALG00000052089.1
OG0000221	XP_015671392.1, XP_015671391.1	ENSGALG00000016271.5
OG0000221	XP_015669184.1, XP_015669183.1	ENSGALG00000003265.6
OG0000221	XP_015677537.1	ENSGALG00000040969.2
OG0000222	XP_015669545.1, XP_015669546.1, XP_015686068.1	ENSGALG00000034438.2
OG0000222	XP_015668680.1	ENSGALG00000001334.7
OG0000223	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1	ENSGALG00000029190.3
OG0000223	XP_029142495.1	ENSGALG00000016890.7
OG0000223	XP_015687943.1, XP_015687942.1	ENSGALG00000053597.1
OG0000224	XP_015675851.1	ENSGALG00000004848.7
OG0000225	XP_015674324.1	ENSGALG00000021213.5
OG0000225	XP_015683887.1	ENSGALG00000012311.7
OG0000226	XP_029140404.1, XP_015673843.1	ENSGALG00000012015.6
OG0000226	XP_015675418.1	ENSGALG00000004581.5
OG0000227	XP_015682709.1	ENSGALG00000028520.4
OG0000228	XP_015673910.1	ENSGALG00000051737.1, ENSGALG00000000107.5
OG0000228	XP_015673894.2	ENSGALG00000019835.5, ENSGALG00000030397.2
OG0000229	XP_015671815.1, XP_015671816.1, XP_015671817.1	ENSGALG00000005678.7
OG0000230	XP_015674488.1, XP_015684261.2	ENSGALG00000006322.6
OG0000231	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1	ENSGALG00000048579.1
OG0000232	XP_015669839.1, XP_015669838.1	ENSGALG00000006717.7
OG0000232	XP_029140044.1	ENSGALG00000031737.2
OG0000235	XP_015675060.1, XP_015675059.1	ENSGALG00000001690.6
OG0000235	XP_015687965.1, XP_015687964.1	ENSGALG00000033183.2
OG0000235	XP_015666878.1	ENSGALG00000029392.3
OG0000236	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1	ENSGALG00000036044.2, ENSGALG00000054835.1
OG0000236	XP_029142387.1	ENSGALG00000004763.6
OG0000237	XP_029143039.1	ENSGALG00000029261.3
OG0000237	XP_015678307.2	ENSGALG00000045424.2
OG0000238	XP_015669064.1	ENSGALG00000002080.6
OG0000238	XP_029140427.1	ENSGALG00000000311.6
OG0000238	XP_015673107.1	ENSGALG00000042259.2
OG0000239	XP_015683678.1, XP_015685931.1	ENSGALG00000002742.6
OG0000240	XP_015665642.1	ENSGALG00000046160.2
OG0000241	XP_015683497.1	ENSGALG00000012610.7
OG0000241	XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2	ENSGALG00000004252.6
OG0000242	XP_015682858.1	ENSGALG00000011360.7
OG0000242	XP_015688020.1, XP_015688019.1	ENSGALG00000006219.7
OG0000242	XP_015685584.1, XP_015678393.1, XP_015678394.1	ENSGALG00000036282.2
OG0000243	XP_015665477.1	ENSGALG00000030068.2
OG0000243	XP_015670630.1	ENSGALG00000014726.6
OG0000243	XP_015666407.1	ENSGALG00000010567.6
OG0000244	XP_029139749.1	ENSGALG00000019063.5
OG0000244	XP_029139751.1	ENSGALG00000026297.3
OG0000248	XP_015666616.1	ENSGALG00000034855.2
OG0000248	XP_015678457.2, XP_029141295.1	ENSGALG00000021039.5
OG0000248	XP_015678455.1, XP_015678456.1	ENSGALG00000004222.7
OG0000249	XP_015676145.1	ENSGALG00000048592.1
OG0000249	XP_015675754.1	ENSGALG00000011209.4
OG0000249	XP_015684353.1, XP_015685037.1	ENSGALG00000009303.7
OG0000250	XP_029139221.1	ENSGALG00000002198.7
OG0000250	XP_015672454.1	ENSGALG00000013124.6
OG0000252	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1	ENSGALG00000039498.2
OG0000252	XP_015673469.1	ENSGALG00000041413.2
OG0000253	XP_015679413.1	ENSGALG00000016176.6
OG0000253	XP_015674516.1	ENSGALG00000043209.2
OG0000253	XP_015683511.1, XP_015681585.1	ENSGALG00000033960.3
OG0000254	XP_015670377.1	ENSGALG00000010781.6
OG0000254	XP_015677827.1	ENSGALG00000004134.6
OG0000254	XP_015687890.1	ENSGALG00000004936.6
OG0000255	XP_015683026.1	ENSGALG00000015544.7
OG0000256	XP_015666713.1	ENSGALG00000032554.2
OG0000256	XP_015670112.1	ENSGALG00000028031.3
OG0000256	XP_015684291.1, XP_015684290.1	ENSGALG00000040992.2
OG0000257	XP_015670364.1, XP_015670363.1	ENSGALG00000017122.7
OG0000257	XP_015677968.1	ENSGALG00000003886.7
OG0000257	XP_015672285.1, XP_029140129.1, XP_029140130.1	ENSGALG00000013684.6
OG0000258	XP_029139042.1	ENSGALG00000010053.6
OG0000258	XP_015683953.1	ENSGALG00000004048.6
OG0000258	XP_015683998.1	ENSGALG00000015058.5
OG0000259	XP_015679075.1	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7
OG0000260	XP_015674853.1	ENSGALG00000010189.6
OG0000262	XP_015678015.1, XP_015678016.1, XP_015670169.1	ENSGALG00000026884.3
OG0000263	XP_015669178.1	ENSGALG00000029512.3
OG0000264	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1	ENSGALG00000054646.1
OG0000265	XP_015670772.1	ENSGALG00000006420.4
OG0000265	XP_015665504.1	ENSGALG00000041163.3
OG0000266	XP_015672362.1	ENSGALG00000051568.1
OG0000267	XP_029140923.1	ENSGALG00000031274.2
OG0000267	XP_015667194.1	ENSGALG00000011405.6
OG0000267	XP_029141470.1	ENSGALG00000030032.2
OG0000268	XP_015672238.1	ENSGALG00000016775.6
OG0000269	XP_015677141.1	ENSGALG00000040730.2
OG0000269	XP_015677215.1	ENSGALG00000042055.2
OG0000270	XP_015683377.1	ENSGALG00000043416.2
OG0000270	XP_029141121.1	ENSGALG00000003985.6
OG0000270	XP_015672504.1	ENSGALG00000003288.6
OG0000271	XP_015668618.1, XP_015668621.1, XP_015668620.1	ENSGALG00000003833.6
OG0000271	XP_029142215.1	ENSGALG00000008456.7
OG0000271	XP_015684484.1	ENSGALG00000054250.1
OG0000272	XP_029141424.1, XP_015665837.1, XP_015665729.1, XP_015665728.1, XP_015665841.1, XP_015665839.1	ENSGALG00000016805.6
OG0000273	XP_015676965.1	ENSGALG00000010023.7, ENSGALG00000026445.3
OG0000273	XP_015677000.1	ENSGALG00000008424.6
OG0000274	XP_015667447.1	ENSGALG00000031597.3, ENSGALG00000023740.5
OG0000274	XP_015666327.1	ENSGALG00000043234.3
OG0000275	XP_015671846.1	ENSGALG00000004143.6
OG0000275	XP_015680629.1	ENSGALG00000016433.6
OG0000275	XP_015668838.1	ENSGALG00000031387.3
OG0000276	XP_015687209.1	ENSGALG00000006290.6
OG0000276	XP_015684391.1	ENSGALG00000050148.1
OG0000276	XP_015668588.1	ENSGALG00000001371.6
OG0000276	XP_015673841.2	ENSGALG00000031058.2
OG0000277	XP_029141340.1, XP_015678630.1, XP_015678631.1	ENSGALG00000006109.6
OG0000277	XP_015687869.1, XP_015687867.1, XP_015687868.1	ENSGALG00000011109.6
OG0000277	XP_015679366.1	ENSGALG00000039099.2
OG0000278	XP_015687061.1, XP_015687062.1, XP_015687060.1	ENSGALG00000026383.3
OG0000278	XP_015687920.1	ENSGALG00000031593.2
OG0000278	XP_015673192.1	ENSGALG00000047591.1
OG0000279	XP_015667611.1	ENSGALG00000014410.5
OG0000279	XP_015686253.1, XP_015686834.1, XP_029142945.1, XP_015672789.1	ENSGALG00000014412.6
OG0000280	XP_015665820.1	ENSGALG00000029203.3
OG0000280	XP_029140042.1	ENSGALG00000000302.7
OG0000280	XP_015686836.1, XP_015682772.1, XP_015682780.1	ENSGALG00000006572.7
OG0000281	XP_015666225.1, XP_015666224.1	ENSGALG00000011272.3
OG0000281	XP_015671801.1, XP_015671802.1, XP_015671803.1	ENSGALG00000042482.3
OG0000281	XP_015665944.1	ENSGALG00000003359.5
OG0000282	XP_015678052.1	ENSGALG00000052223.1
OG0000282	XP_015678545.1, XP_015666027.1, XP_015676036.1	ENSGALG00000007374.7
OG0000282	XP_015682956.2	ENSGALG00000028801.3
OG0000283	XP_015670152.1	ENSGALG00000023089.5
OG0000284	XP_015682796.1	ENSGALG00000040263.3, ENSGALG00000041500.3, ENSGALG00000036774.3
OG0000285	XP_015675546.1	ENSGALG00000004243.5, ENSGALG00000026970.3
OG0000286	XP_015670533.1	ENSGALG00000007926.7
OG0000292	XP_029141464.1	ENSGALG00000032828.2
OG0000292	XP_029142053.1, XP_015685640.1	ENSGALG00000053876.1
OG0000293	XP_015672333.1, XP_015672332.1	ENSGALG00000013742.6
OG0000293	XP_015668195.1	ENSGALG00000039615.2
OG0000293	XP_015681188.1	ENSGALG00000017153.6
OG0000294	XP_015682283.1	ENSGALG00000014324.5
OG0000294	XP_015675869.1	ENSGALG00000004889.5
OG0000295	XP_015682869.1	ENSGALG00000010026.7
OG0000295	XP_015687344.1, XP_015670893.1, XP_015670891.1	ENSGALG00000004571.5
OG0000296	XP_015676404.1	ENSGALG00000000972.7
OG0000296	XP_015670145.1	ENSGALG00000003429.6
OG0000297	XP_015677428.1	ENSGALG00000031301.2
OG0000297	XP_029141370.1	ENSGALG00000005986.7
OG0000298	XP_015687348.1	ENSGALG00000034899.2
OG0000299	XP_015679405.1	ENSGALG00000035751.2
OG0000299	XP_015666481.1	ENSGALG00000038618.2
OG0000299	XP_015665423.1	ENSGALG00000028081.3
OG0000300	XP_015676350.1, XP_015676351.1	ENSGALG00000006344.6
OG0000301	XP_015676371.1	ENSGALG00000001564.6
OG0000301	XP_015684492.1	ENSGALG00000032287.3
OG0000302	XP_015687390.1	ENSGALG00000008620.5
OG0000303	XP_015672995.1, XP_015672994.1	ENSGALG00000002932.6
OG0000303	XP_029140559.1	ENSGALG00000002688.6
OG0000305	XP_015677209.1	ENSGALG00000032922.2
OG0000305	XP_015677208.1	ENSGALG00000042008.2
OG0000306	XP_015675450.1	ENSGALG00000002840.6
OG0000306	XP_015670165.1	ENSGALG00000039403.2
OG0000306	XP_029139816.1	ENSGALG00000037841.2
OG0000307	XP_029143083.1	ENSGALG00000032750.2
OG0000308	XP_015672050.1, XP_015667008.1	ENSGALG00000030038.2
OG0000309	XP_015680082.1	ENSGALG00000040771.2
OG0000310	XP_015678374.1, XP_015678372.1	ENSGALG00000034474.2, ENSGALG00000053699.1
OG0000318	XP_029142325.1	ENSGALG00000052319.1
OG0000318	XP_015669488.1	ENSGALG00000013565.6
OG0000319	XP_029142394.1, XP_015682176.2, XP_029142118.1	ENSGALG00000034366.2, ENSGALG00000047768.1
OG0000320	XP_015667615.1	ENSGALG00000014426.5
OG0000320	XP_015667156.1	ENSGALG00000003383.6
OG0000320	XP_015678211.1	ENSGALG00000014937.6
OG0000321	XP_029141361.1	ENSGALG00000038637.2
OG0000321	XP_029142005.1, XP_029142730.1, XP_015676936.1	ENSGALG00000026811.3
OG0000322	XP_015673553.1	ENSGALG00000023576.4
OG0000322	XP_015668084.1	ENSGALG00000038902.2
OG0000323	XP_029139361.1	ENSGALG00000025937.2
OG0000323	XP_015683537.1	ENSGALG00000054974.1
OG0000324	XP_029140527.1	ENSGALG00000003837.5
OG0000324	XP_029142229.1	ENSGALG00000013060.6
OG0000325	XP_015668868.1	ENSGALG00000037441.2
OG0000326	XP_015676012.1	ENSGALG00000016022.6
OG0000326	XP_015667789.1	ENSGALG00000040276.2
OG0000326	XP_015681570.1	ENSGALG00000043372.3
OG0000327	XP_015674935.1, XP_015679763.1	ENSGALG00000005679.5
OG0000327	XP_015666241.2	ENSGALG00000007657.4, ENSGALG00000007656.6
OG0000328	XP_029141028.1, XP_029141000.1, XP_015677104.1	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1
OG0000329	XP_015682861.1	ENSGALG00000004082.6
OG0000329	XP_015672930.1	ENSGALG00000007396.6
OG0000331	XP_015673116.1, XP_015673115.1	ENSGALG00000030660.3
OG0000331	XP_015678114.1	ENSGALG00000035378.2
OG0000331	XP_015670302.1, XP_029139764.1, XP_015670301.1	ENSGALG00000034137.2
OG0000332	XP_015684613.1, XP_029142777.1, XP_029140331.1	ENSGALG00000047639.1
OG0000334	XP_015675313.1	ENSGALG00000029970.3
OG0000334	XP_015680103.1	ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2
OG0000335	XP_015678935.1, XP_015678931.1, XP_015678933.1, XP_015678934.1, XP_015682249.1, XP_015678929.1, XP_015678930.1, XP_015682246.1, XP_015678928.1, XP_029141408.1, XP_029142669.1, XP_015668650.1	ENSGALG00000017172.4
OG0000345	XP_015670886.1	ENSGALG00000010269.6
OG0000345	XP_015668245.1, XP_015668248.1	ENSGALG00000037241.2
OG0000346	XP_029140731.1	ENSGALG00000004251.6
OG0000347	XP_015684247.1	ENSGALG00000032847.2
OG0000347	XP_015684363.1, XP_015682798.1	ENSGALG00000027068.3
OG0000347	XP_015687161.1	ENSGALG00000049798.1
OG0000348	XP_015675665.1	ENSGALG00000009068.7
OG0000348	XP_015680257.1	ENSGALG00000008603.5
OG0000349	XP_015669996.1	ENSGALG00000009977.6
OG0000349	XP_015671665.1	ENSGALG00000017050.6
OG0000349	XP_015679998.1	ENSGALG00000006309.6
OG0000350	XP_015678338.1	ENSGALG00000020793.6
OG0000350	XP_015667184.1	ENSGALG00000011286.6
OG0000351	XP_015681300.1	ENSGALG00000039572.2
OG0000351	XP_015683638.1	ENSGALG00000029212.2
OG0000353	XP_015680090.1	ENSGALG00000017246.6
OG0000354	XP_015672730.1	ENSGALG00000009403.6
OG0000354	XP_015675882.1	ENSGALG00000014054.6
OG0000355	XP_029141942.1, XP_029141943.1	ENSGALG00000008537.6
OG0000355	XP_015668236.1, XP_015668237.1, XP_029139321.1	ENSGALG00000004741.7
OG0000355	XP_029141186.1	ENSGALG00000006609.6
OG0000356	XP_015682424.1	ENSGALG00000009405.7
OG0000356	XP_015682266.1, XP_015682265.1	ENSGALG00000034109.2
OG0000356	XP_029141415.1	ENSGALG00000038995.2
OG0000357	XP_015674818.1	ENSGALG00000015835.6
OG0000357	XP_015667154.1	ENSGALG00000002098.6
OG0000357	XP_015683639.1	ENSGALG00000015434.6
OG0000358	XP_015666276.1	ENSGALG00000010854.7
OG0000359	XP_015672118.2, XP_015672115.2, XP_015672110.1, XP_015672109.1, XP_015672108.1, XP_015669673.1, XP_015669674.1	ENSGALG00000033522.3, ENSGALG00000046412.2
OG0000360	XP_015669632.1, XP_015669630.1, XP_015669631.1	ENSGALG00000006531.6
OG0000360	XP_029138910.1, XP_015679897.1, XP_015679881.1, XP_015679889.1, XP_015666059.1	ENSGALG00000010973.7
OG0000362	XP_029139602.1	ENSGALG00000032974.3
OG0000362	XP_015676342.1	ENSGALG00000011623.5
OG0000362	XP_015684439.1	ENSGALG00000039219.2
OG0000363	XP_015684780.1, XP_015682377.1, XP_015685293.1	ENSGALG00000003435.4
OG0000363	XP_015684779.1, XP_015676045.1	ENSGALG00000028489.3
OG0000364	XP_015680860.1	ENSGALG00000016410.7
OG0000365	XP_015683628.1, XP_015684921.1, XP_015684922.1, XP_015676427.1	ENSGALG00000030776.2
OG0000366	XP_015678725.2	ENSGALG00000004196.6
OG0000367	XP_029140411.1	ENSGALG00000000589.5
OG0000371	XP_015680738.1	ENSGALG00000008058.6
OG0000371	XP_015685216.1	ENSGALG00000000681.7
OG0000371	XP_015679733.1	ENSGALG00000006426.6
OG0000373	XP_029142386.1	ENSGALG00000013253.6
OG0000373	XP_029138799.1	ENSGALG00000040758.2
OG0000373	XP_015674966.1	ENSGALG00000040651.2
OG0000374	XP_015671722.1	ENSGALG00000042607.2
OG0000374	XP_015675228.1, XP_015675221.1	ENSGALG00000001946.7, ENSGALG00000030030.3
OG0000375	XP_029138998.1	ENSGALG00000032146.2
OG0000375	XP_015667635.1	ENSGALG00000044387.2
OG0000375	XP_015674066.1	ENSGALG00000031105.2
OG0000376	XP_015679508.1	ENSGALG00000034973.2
OG0000376	XP_015670759.1	ENSGALG00000009064.6
OG0000376	XP_015686948.1	ENSGALG00000030847.3
OG0000377	XP_015665451.1	ENSGALG00000028851.4
OG0000377	XP_015686286.1, XP_015685308.1	ENSGALG00000016535.6
OG0000377	XP_015666520.1	ENSGALG00000003487.5
OG0000378	XP_015678881.1	ENSGALG00000006728.7
OG0000379	XP_015677958.1	ENSGALG00000009066.6, ENSGALG00000001512.6
OG0000380	XP_015675528.1	ENSGALG00000005415.6
OG0000380	XP_015673213.1, XP_015673214.1	ENSGALG00000043513.2
OG0000381	XP_029140759.1	ENSGALG00000014176.6
OG0000381	XP_015675836.1, XP_015675832.1, XP_015675835.1, XP_015675831.1, XP_015675834.1	ENSGALG00000018977.5
OG0000382	XP_015667595.1	ENSGALG00000008508.5
OG0000383	XP_015672018.1	ENSGALG00000018503.6
OG0000383	XP_015669457.1	ENSGALG00000010500.7
OG0000383	XP_015687877.1	ENSGALG00000032545.2
OG0000384	XP_015671883.1	ENSGALG00000033857.2, ENSGALG00000050294.1
OG0000385	XP_015673929.1	ENSGALG00000030812.3
OG0000386	XP_015678888.1, XP_015678896.1, XP_015678535.1, XP_015678527.1	ENSGALG00000037077.2, ENSGALG00000050893.1
OG0000387	XP_015679212.1	ENSGALG00000007862.6
OG0000387	XP_015681133.1	ENSGALG00000007927.6
OG0000388	XP_029139156.1	ENSGALG00000020921.5
OG0000389	XP_015674356.1	ENSGALG00000023580.3
OG0000390	XP_015687553.1	ENSGALG00000030025.2
OG0000390	XP_015687560.1	ENSGALG00000032453.2
OG0000391	XP_015680128.1	ENSGALG00000003238.6
OG0000392	XP_029140282.1	ENSGALG00000035368.2
OG0000392	XP_029139957.1, XP_015671362.1	ENSGALG00000000038.6, ENSGALG00000046107.2
OG0000393	XP_029140648.1	ENSGALG00000034939.3, ENSGALG00000047125.1
OG0000393	XP_029139501.1	ENSGALG00000003645.7
OG0000394	XP_015668649.1	ENSGALG00000045788.2
OG0000395	XP_015681704.1	ENSGALG00000027035.4
OG0000396	XP_015672623.1	ENSGALG00000033404.2
OG0000396	XP_015687761.1	ENSGALG00000037935.3
OG0000396	XP_015667190.1, XP_015667188.1, XP_015667189.1	ENSGALG00000011298.7
OG0000397	XP_015670952.1, XP_015670953.1	ENSGALG00000037467.2
OG0000397	XP_015679726.1	ENSGALG00000006361.7
OG0000398	XP_015683022.1, XP_015683028.1	ENSGALG00000040741.2
OG0000398	XP_015682506.1	ENSGALG00000004852.6
OG0000399	XP_015675644.1	ENSGALG00000025941.3
OG0000399	XP_015676901.1	ENSGALG00000026034.3
OG0000400	XP_015680240.1	ENSGALG00000035645.3
OG0000400	XP_015683859.1	ENSGALG00000008382.6
OG0000401	XP_015683975.1	ENSGALG00000052262.1
OG0000401	XP_015666790.1	ENSGALG00000036942.2
OG0000402	XP_015678647.1, XP_015678645.1	ENSGALG00000031807.2, ENSGALG00000003519.4
OG0000405	XP_029141966.1	ENSGALG00000031120.3
OG0000406	XP_029139658.1	ENSGALG00000047425.1
OG0000408	XP_029141592.1	ENSGALG00000003340.5
OG0000414	XP_029139473.1	ENSGALG00000046331.2, ENSGALG00000047807.1, ENSGALG00000044326.2
OG0000415	XP_015680950.1	ENSGALG00000025872.4, ENSGALG00000021232.4
OG0000415	XP_015680949.1	ENSGALG00000004804.6
OG0000416	XP_029140016.1	ENSGALG00000004960.6
OG0000416	XP_015674022.1	ENSGALG00000037625.3
OG0000416	XP_015676857.1	ENSGALG00000014686.6
OG0000417	XP_015684399.2, XP_015681534.2	ENSGALG00000031002.2
OG0000417	XP_015684401.1, XP_029142633.1, XP_015684402.1, XP_015684403.1, XP_015681866.1, XP_015686458.1	ENSGALG00000049491.1
OG0000418	XP_015669007.1, XP_015669005.1, XP_015669006.1, XP_015669003.1	ENSGALG00000036238.2
OG0000418	XP_015674733.1	ENSGALG00000037983.2
OG0000419	XP_015682942.1, XP_015684954.1, XP_015684953.1	ENSGALG00000003966.7
OG0000420	XP_029139146.1	ENSGALG00000014624.6
OG0000420	XP_029140801.1	ENSGALG00000043352.3
OG0000420	XP_015677522.1, XP_015686698.1	ENSGALG00000039141.2
OG0000421	XP_015681435.2, XP_015681434.1	ENSGALG00000011875.6
OG0000421	XP_015682438.1	ENSGALG00000006297.7
OG0000421	XP_015678217.1	ENSGALG00000029416.2
OG0000423	XP_015675279.1	ENSGALG00000005689.6
OG0000423	XP_015675720.1	ENSGALG00000016431.6
OG0000424	XP_015679579.1	ENSGALG00000001793.7
OG0000424	XP_015670933.1	ENSGALG00000004582.6
OG0000424	XP_015666048.1, XP_015681209.1	ENSGALG00000048682.1
OG0000425	XP_015667531.1, XP_015667530.1	ENSGALG00000041094.2
OG0000425	XP_015668022.1	ENSGALG00000026033.4
OG0000426	XP_015671418.1	ENSGALG00000008950.5
OG0000427	XP_015678705.1	ENSGALG00000002095.3
OG0000427	XP_015687540.1, XP_015687556.1	ENSGALG00000043573.2
OG0000428	XP_015679262.2, XP_015672475.1, XP_015672468.1	ENSGALG00000023953.4, ENSGALG00000049402.1, ENSGALG00000001175.6, ENSGALG00000023950.4
OG0000429	XP_015669595.1	ENSGALG00000025950.3
OG0000429	XP_015668742.2	ENSGALG00000037943.2
OG0000430	XP_015673012.1	ENSGALG00000040606.3
OG0000430	XP_015669177.1, XP_015669168.1	ENSGALG00000007130.5
OG0000430	XP_015687431.1	ENSGALG00000012456.5
OG0000432	XP_015684943.1	ENSGALG00000008048.6
OG0000433	XP_015668452.1, XP_015668451.1, XP_015668450.1	ENSGALG00000003584.4
OG0000434	XP_015675459.1	ENSGALG00000002682.6
OG0000434	XP_015682489.1	ENSGALG00000000156.6
OG0000435	XP_029140168.1	ENSGALG00000001968.6
OG0000435	XP_015671166.1	ENSGALG00000012911.6
OG0000435	XP_015679616.1	ENSGALG00000005265.6
OG0000436	XP_029142490.1, XP_015681578.1, XP_015686505.1	ENSGALG00000029381.2
OG0000437	XP_015682720.1	ENSGALG00000047152.1, ENSGALG00000028273.3, ENSGALG00000035309.3, ENSGALG00000017347.6
