logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description,MM.turq
-0.024961522,-0.097947842,-1.035876273,5.198522601,5.416642369,0.014071447,107284258,HECT and RLD domain containing E3 ubiquitin protein ligase 2,0.427730943
-1.525556036,-1.24063996,-0.955671529,3.21837212,5.413060884,0.014101754,107294973,DEAH-box helicase 29,0.383119462
1.237898679,2.095429192,1.963306694,2.725651405,5.414097225,0.014155868,107283714,tyrosyl-tRNA synthetase,0.899522994
-3.658793507,-1.68892213,-1.230064682,3.200298221,5.411920622,0.01417436,107284387,NCK associated protein 5,0.632791295
-0.56060333,1.354642237,1.010778978,3.130166064,5.40918402,0.01419765,107290093,CTD nuclear envelope phosphatase 1 regulatory subunit 1,0.726770056
-1.546761483,-1.024427967,-3.751036891,0.756950949,5.405813127,0.014226399,107297435,forkhead box J2,0.381085866
-1.516253196,-1.763492448,-0.43645387,3.542640024,5.404113746,0.014240918,107291864,ubiquitin-associated domain-containing protein 2-like,0.144317564
-2.696276692,0.756606535,0.244261335,0.42608113,5.398754513,0.014286819,107297791,pyruvate carboxylase,0.749701505
2.695013967,1.072421592,1.902302135,8.2846989,5.394143553,0.014326449,107294079,ornithine decarboxylase 1,0.943547718
-1.664318158,-1.03433348,-1.924830299,6.009622859,5.385064239,0.014404859,107293701,aminoadipate-semialdehyde synthase,0.774951419
-2.787484064,-6.139751934,-1.617865711,2.739673714,5.37930815,0.014454827,107302727,lysosomal acid lipase/cholesteryl ester hydrolase-like,0.414607337
5.036988486,1.963134568,1.669963266,1.189500714,5.369078536,0.014544129,107293655,suppressor of cytokine signaling 4,0.508807922
5.796493893,-1.008547401,-0.769066175,5.509544978,5.364658216,0.014582916,107284953,solute carrier family 3 member 1,0.933394346
-3.041562766,-0.352453262,-2.35586132,0.148223302,5.359940076,0.01462445,107299929,cytohesin-3-like,0.276104229
-0.158004544,1.620819321,3.377555192,3.534624811,5.357984305,0.014641706,107290107,glutamic pyruvate transaminase (alanine aminotransferase) 2,0.892337352
0.07864906,1.326021718,1.164174526,3.697040163,5.341102015,0.01473493,107297971,LMBR1 domain containing 2,0.568820372
-1.594586392,-1.53543488,-0.058113408,4.604902412,5.341983074,0.014783788,107289849,PRELI domain containing 2,0.29945487
-1.095467291,-0.070520157,1.527631618,3.322856461,5.333062036,0.014863698,107301019,nei like DNA glycosylase 1,0.437506191
-1.808610778,0.098463252,2.185400767,0.844151969,5.325367536,0.014933026,107302940,solute carrier family 27 (fatty acid transporter) member 4,0.875313813
-0.21881029,0.255041229,-1.305221342,4.480141904,5.322630743,0.014957775,107285340,ubinuclein 2,0.711870402
-3.227641422,-1.691737149,-3.130393315,0.995822623,5.31705139,0.015008378,107292913,aryl hydrocarbon receptor nuclear translocator,0.087443038
-0.486365353,-0.764984425,-1.268927752,6.277652097,5.309758529,0.015009503,107286919,RE1-silencing transcription factor-like,0.153060487
0.382838837,2.404930447,3.419473588,0.971026525,5.316856557,0.015010149,107301072,CMP-N-acetylneuraminate-beta-galactosamide-alpha-23-sialyltransferase 1-like,0.356386559
-0.067558344,-0.830150282,0.989820895,5.526164721,5.316644287,0.015012078,107297028,transmembrane protein 63A,0.476699054
-1.742118923,-1.239246466,1.298259343,4.341304156,5.314253185,0.015033832,107302593,fermitin family homolog 1-like,0.761900426
2.704890466,2.320696742,1.323820579,0.075806317,5.302576323,0.015075104,107293923,cyclic AMP-dependent transcription factor ATF-6 beta-like,0.69183332
1.513669607,0.896361849,2.231517661,5.570803094,5.30932748,0.015078761,107289551,SFT2 domain containing 1,0.878401615
-0.664372974,1.108894739,2.208919109,3.207828643,5.30655397,0.015104128,107292712,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,0.773870833
2.737363905,3.760437482,0.870159314,5.262243184,5.298438788,0.015178636,107288987,family with sequence similarity 234 member B,0.963693073
1.935063399,1.436453319,1.028504101,3.457626721,5.287900029,0.015276036,107300341,RAD50-interacting protein 1-like,0.855163453
-2.308253829,0.839991444,-0.718887577,1.46868328,5.277305725,0.015374683,107289799,furin paired basic amino acid cleaving enzyme,0.350016246
0.980950431,1.53900063,0.690106502,2.572525371,5.269948984,0.01537735,107300800,TRIO and F-actin-binding protein-like,0.210048019
0.025455332,-0.872294746,2.144723597,2.171206811,5.27489634,0.015397221,107286794,shootin 1,0.705878541
2.496974553,0.97044205,3.467657047,2.117452535,5.263469139,0.015504639,107287688,solute carrier family 30 member 4,0.937967818
-0.789954716,-0.260386416,0.812831698,3.443051378,5.256401669,0.015504915,107285453,2-oxoglutarate and iron-dependent oxygenase domain containing 2,0.309324756
2.330041699,2.132273071,0.310628649,1.850120884,5.261803506,0.015520369,107288794,TAO kinase 3,0.850092293
0.952835164,1.072845033,2.827373479,4.278003738,5.259203338,0.015544962,107292092,methyltransferase like 9,0.952346214
1.933785774,-0.192743034,-0.486961974,7.960274739,5.256127148,0.015574116,107295417,influenza virus NS1A binding protein,0.86205759
0.492699714,-0.124084816,-1.616148952,1.889453378,5.251391003,0.015587413,107299042,MICOS complex subunit MIC19-like,0.26582053
0.176762012,-0.768581031,1.070259723,4.370069848,5.24594985,0.015671023,107284787,RNA binding motif protein 7,0.551437036
10.78446842,1.083244333,7.965908905,5.297951346,5.243172683,0.015697589,107282362,solute carrier family 15 (oligopeptide transporter) member 1,0.78002239
0.802555277,1.726818601,2.025405644,5.239813337,5.233142681,0.015793971,107297526,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,0.889719555
1.557465657,-0.228402799,1.855053861,1.742298958,5.228666183,0.015823993,107299388,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein,0.717629455
2.460700117,1.586863304,1.694588613,3.877386381,5.228072448,0.015842954,107285838,phosphatidylinositol glycan anchor biosynthesis class H,0.939840406
0.552776557,-0.712437916,-1.244410166,2.355391301,5.214833332,0.015904086,107290645,methylcytosine dioxygenase TET2-like,0.508017262
1.294746408,0.617358451,0.840370428,5.330010306,5.209641358,0.015954778,107285147,ring finger protein 19A RBR E3 ubiquitin protein ligase,0.148068379
-0.522360085,-0.673554629,1.179473623,5.049076082,5.215155293,0.015968549,107288977,transmembrane protein 128,0.755592443
1.065283156,1.209113042,1.332173397,3.344442665,5.206598268,0.015984577,107286477,protein phosphatase Mg2+/Mn2+ dependent 1G,0.545893156
-0.248967527,-0.647663551,0.782880912,3.512214951,5.206403175,0.01598649,107284369,transmembrane protein 17,0.571061986
0.212333225,0.513891975,2.175458256,8.397076304,5.21233955,0.01599608,107296401,STT3A catalytic subunit of the oligosaccharyltransferase complex,0.929556064
0.468591076,0.362875562,-1.61636136,0.905781425,5.204114744,0.016008945,107298458,uncharacterized protein K02A2.6-like,0.375488583
1.641270865,3.03431644,-1.592951755,0.48408668,5.208129323,0.016037349,107300773,PDZ and LIM domain protein 5-like,0.200136438
3.309783815,1.275882449,3.777527354,0.854402831,5.206047449,0.016057802,107286390,uncharacterized LOC107286390,0.893256736
-0.817858218,0.346511425,1.294380823,4.236793612,5.197854021,0.016138591,107299175,nucleolar complex associated 4 homolog,0.631643666
-0.376657301,-1.186827906,-3.005751772,1.665731102,5.195257776,0.016164289,107286343,transforming growth factor beta receptor III,0.380642907
1.681667045,1.58314937,0.887938565,3.262800381,5.193534337,0.016181374,107293910,solute carrier family 36 (proton/amino acid symporter) member 4,0.799173333
-1.783674587,1.176286413,0.378592691,1.960125548,5.191491902,0.016201649,107291546,forkhead box P4,0.743289369
0.885893545,2.369269145,-1.503105698,2.149141849,5.184689212,0.016269391,107285309,zinc finger protein 219-like,0.289922209
-0.642768619,0.242824484,1.586871601,3.292722513,5.182577965,0.016290482,107289329,ALG12 alpha-16-mannosyltransferase,0.785740176
5.159770624,5.518477701,-1.113061366,1.718235062,5.182007114,0.01629619,107291248,B-cell lymphoma/leukemia 11B-like,0.819866199
2.648123575,3.468935917,3.214250301,1.263727895,5.173708917,0.016379431,107286165,riboflavin kinase,0.855328622
3.086157499,-0.159193964,2.769320682,0.341897698,5.172555177,0.016391044,107283369,angiopoietin like 1,0.473097556
7.365115075,0.369288466,3.381839015,0.103953992,5.64539668,0.016463312,107299732,uncharacterized LOC107299732,0.815583302
1.705826628,1.659624702,1.406591456,5.42145878,5.161202085,0.016505827,107291318,cyclin K,0.874658689
-1.06869806,-0.064135776,-1.993290712,2.797129416,5.158526043,0.016533019,107282186,DOT1 like histone H3K79 methyltransferase,0.099244813
1.239490352,1.904971189,2.433585023,6.123042447,5.157781945,0.016540589,107289866,SIL1 nucleotide exchange factor,0.96166424
0.050709169,1.353671706,-3.106669896,1.640939054,5.157350068,0.016544984,107293046,human immunodeficiency virus type I enhancer binding protein 3,0.450852664
3.770845378,2.932656194,3.489346415,4.20678472,5.147062713,0.016650091,107294090,acireductone dioxygenase 1,0.900723432
0.368539864,-0.583021576,-0.966654907,3.340203111,5.140013432,0.016653096,107289163,rabaptin RAB GTPase binding effector protein 1,0.734471379
9.922014939,0.24102184,3.44328468,2.456560637,5.613005648,0.016745458,107302787,proprotein convertase subtilisin/kexin type 1,0.84843532
0.266019471,0.164655505,1.338470949,7.370363498,5.12889425,0.016767876,107288005,zinc metallopeptidase STE24,0.2220462
0.650064271,1.230670358,1.836008281,2.67209183,5.123631806,0.016828402,107292099,polymerase (RNA) III subunit E,0.808369959
1.342507349,0.515562662,-1.033095362,1.826632901,5.125236792,0.016854894,107303133,TBC1 domain family member 4,0.687595301
1.841766695,2.112366401,0.875448782,1.577884692,5.121830569,0.016862602,107295451,golgin A3,0.792186369
4.082304427,4.943594553,1.804513781,0.732282954,5.111035749,0.017024356,107287971,adaptor related protein complex 3 mu 2 subunit,0.882845337
-0.863435224,3.470913863,2.379276065,1.67581947,5.098320022,0.017158784,107291533,solute carrier family 43 member 1,0.934804647
1.018906444,-0.035698516,1.081608504,5.074586647,5.091912308,0.01718783,107294273,RAB28 member RAS oncogene family,0.690834888
2.920626241,1.831477353,1.346085501,1.632081996,5.089191475,0.017256051,107290864,PDZ domain containing 2,0.336477771
-0.353918518,1.283475846,1.57484007,5.027320892,5.082206961,0.017330906,107290607,cytochrome P450 3A24-like,0.702162688
0.096283055,1.611580988,-1.142828225,1.765549654,5.081218701,0.017341528,107286839,cyclin-dependent kinase 14,0.393494541
1.051354533,1.001864276,-1.114284857,2.47998985,5.071639749,0.017444878,107296663,adrenergic beta receptor kinase 1,0.783842587
-0.417401953,-1.139940872,-1.495751429,3.333383242,5.055875737,0.01754491,107300433,protein kinase C-binding protein 1-like,0.344467689
0.810894704,-0.840661006,1.693945905,4.16139926,5.058461297,0.017588237,107285840,vesicle transport through interaction with t-SNAREs 1B,0.867178588
0.364188901,1.1532888,1.322492507,8.689948296,5.048552194,0.017625131,107284850,DEAD-box helicase 5,0.743276881
2.025236956,4.557361361,3.00817369,0.055996804,5.051975081,0.0176593,107302050,spindle assembly abnormal protein 6 homolog,0.848343151
0.634899849,0.223172259,1.31701138,8.411351019,5.040808904,0.017710414,107289763,ARP3 actin-related protein 3 homolog (yeast),0.169331278
-1.004086124,1.394512726,0.002865439,1.39429702,5.032559885,0.017801795,107292040,TBC1 domain family member 8B,0.494340361
1.625301475,2.73716115,0.050817613,3.506472345,5.026158238,0.017945477,107288241,Gse1 coiled-coil protein,0.935241517
5.704201781,3.188249633,2.157509473,1.099927264,5.02449864,0.017964058,107298872,transforming acidic coiled-coil containing protein 3,0.463049879
1.691151957,1.369365723,1.807881882,4.010450537,5.007469256,0.018156012,107290915,transmembrane protein 104,0.888447189
-2.013685273,-5.114352946,-3.01179835,1.540764131,5.001587204,0.018222868,107287243,hepatic lectin-like,0.062395672
0.280489172,-0.44207261,0.745073373,6.215271894,4.990791356,0.018273004,107291240,proline rich 13,0.188543649
0.953344723,1.35401813,2.122698151,7.785529849,4.99119035,0.018341742,107290894,transmembrane emp24 domain-containing protein 7-like,0.943964891
-1.45965735,-0.855359807,1.489033841,3.544871185,4.988940723,0.018367582,107298481,coiled-coil domain containing 149,0.927133484
2.403744141,2.37298778,0.720916653,6.020761216,4.988311022,0.018374823,107286689,calcium/calmodulin-dependent protein kinase II delta,0.900706458
4.205932067,0.741370514,-0.701484936,0.119999814,4.985271503,0.018409819,107295751,cytosolic phospholipase A2 zeta-like,0.572105698
0.812754117,-0.869213026,0.70432104,3.700541944,4.981236866,0.018456393,107297783,Ral GTPase activating protein catalytic alpha subunit 2,0.466576859
5.596408501,2.846226164,1.767101678,0.335602373,4.981198603,0.018456835,107302535,rho guanine nucleotide exchange factor 5-like,0.736980859
-1.182124236,0.439976044,1.603726505,7.315621995,4.975538284,0.018522408,107285127,glutaryl-CoA dehydrogenase,0.91064235
1.674732016,1.526064758,1.112716011,2.713483374,4.970321327,0.018542282,107288474,asparagine synthetase domain containing 1,0.556800093
1.003674505,1.303853243,1.891557095,5.526808629,4.959203288,0.018713168,107282208,adaptor related protein complex 1 mu 1 subunit,0.699988683
0.167249993,1.185733764,1.740498196,4.428590159,4.954657997,0.018766654,107291551,tetraspanin 31,0.626733287
2.3192684,1.884804811,1.613008773,3.74611911,4.95370271,0.018777918,107286846,abhydrolase domain containing 2,0.738631345
2.481317013,-0.560513945,-0.710458644,0.497505755,4.947223413,0.01878913,107298790,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.450937972
-0.404481312,0.279636906,-1.993402046,0.949278919,4.947814045,0.01880639,107298939,attractin,0.268026769
-0.365780321,1.735291492,1.310619287,3.586107609,4.939015372,0.01895209,107287119,low density lipoprotein receptor,0.611166803
-3.201059383,-1.059726904,-0.81690736,3.936549754,4.936833063,0.018978129,107302833,family with sequence similarity 180 member A,0.678756048
0.589780562,1.457919286,2.108918767,7.153461731,4.934370627,0.019007561,107294296,ADP ribosylation factor GTPase activating protein 3,0.974906029
1.204342125,1.099889088,1.417595456,5.491463165,4.918631898,0.019196934,107285408,small G protein signaling modulator 3,0.893655993
1.709961617,-0.251721765,1.357029031,5.991084007,4.918142877,0.019202853,107286518,calcium/calmodulin-dependent serine protein kinase (MAGUK family),0.886384723
1.423253119,0.867186245,0.977641457,5.671871588,4.913848543,0.01921642,107287109,lysine demethylase 5B,0.786306492
1.190311492,1.432219173,2.025690781,5.618150343,4.903428734,0.01938195,107300940,signal recognition particle 9kDa,0.825824374
1.406835963,0.925803111,1.393678443,6.012249446,4.899456253,0.019430634,107282779,FK506 binding protein 14,0.609036146
4.436099189,1.677015726,0.542045955,1.579905803,4.898758638,0.019439199,107291403,alpha-2C adrenergic receptor-like,0.78991989
1.145260926,0.490545113,-0.319256613,3.678424929,4.887496763,0.019501965,107293745,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily c member 2,0.560460009
-1.141760033,-1.035658808,0.184673367,2.771543713,4.874786786,0.019659726,107292163,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon-like,0.359287203
0.234709317,0.695801586,2.439783729,5.50655142,4.8766781,0.019712553,107298764,Yip1 interacting factor homolog A membrane trafficking protein,0.806400822
0.449850893,1.222367457,2.049406257,5.601872526,4.866484909,0.019840251,107302504,15 kDa selenoprotein,0.80336713
1.176672213,1.540852507,-2.872296839,1.40956511,4.859959154,0.019922509,107282175,histocompatibility (minor) HA-1,0.788646745
2.841689865,3.435611832,2.100829776,3.51174501,4.855566098,0.019978107,107287234,GEM interacting protein,0.706932134
1.564804072,1.080749663,4.619463698,7.844499634,4.853715609,0.020001581,107282415,reticulocalbin 3,0.903811898
-1.88052741,-0.490721915,-0.084084698,2.237272581,4.844630204,0.020117298,107291506,growth regulation by estrogen in breast cancer-like,0.917088414
-1.717435749,-0.553821073,-0.259727203,2.95876945,4.842688113,0.020140313,107301344,transmembrane protein 242-like,0.429568696
2.276214132,1.123852495,-1.348144807,1.161832623,4.837651628,0.020206709,107286373,phospholipase A2 receptor 1,0.284423161
-1.593558149,-1.893516501,-4.136948195,1.211531495,4.836585092,0.020220415,107282274,microtubule associated serine/threonine kinase 3,0.789260567
-2.106541201,-1.479678126,-0.001168821,1.58678444,4.835661256,0.020232295,107297977,lactase like,0.354587446
-1.546804027,1.53838748,0.131721842,1.841677496,4.835420972,0.020235387,107299155,forkhead box protein P4-like,0.676339408
2.675562719,2.132194871,0.813605557,5.384642406,4.828851425,0.02032012,107300237,acyl-CoA oxidase 3 pristanoyl,0.907727387
0.385916962,1.376798066,2.07199908,3.905715077,4.818455959,0.020455044,107283644,Bet1 golgi vesicular membrane trafficking protein,0.753013355
1.200676395,1.172538376,0.417773344,5.330356923,4.814742314,0.020460344,107287263,phosphatidylinositol transfer protein beta,0.609425582
1.31396923,1.322547944,1.036038674,2.121725876,4.801490006,0.020599003,107285672,small nuclear ribonucleoprotein polypeptide A,0.658154368
-2.731153901,-1.443285307,-0.250884914,0.598338962,4.798851201,0.020712343,107297116,DR1 associated protein 1,0.334143543
-1.234819701,-0.63777722,-0.045392372,4.934276735,4.772483821,0.021020418,107286849,zinc finger AN1-type containing 6,0.044624214
4.258111612,3.780602534,-0.558792657,-0.130142082,4.761171024,0.021217514,107292886,solute carrier family 7 member 5,0.872719526
1.059700613,1.244781315,2.449519281,7.217334909,4.760264405,0.021229844,107301307,Yip1 domain family member 5,0.852968597
1.508367977,1.385220439,1.403586285,6.357824399,4.745796478,0.021427743,107302770,melanoma inhibitory activity family member 3,0.930596214
0.932549097,1.123251999,3.367023982,5.943798628,4.733556577,0.021596843,107288181,keratin 18 type I,0.808968804
0.053242,2.232159737,3.62646244,3.62719564,4.733236284,0.021601289,107293421,stromal cell derived factor 2 like 1,0.819649326
-2.365763955,-1.187113938,-1.117059039,1.880568902,4.730704886,0.021636463,107293513,N-terminal Xaa-Pro-Lys N-methyltransferase 1,0.46610483
0.251260279,0.315040897,1.757494248,7.660122051,4.730385422,0.021638327,107284249,aftiphilin,0.94247101
1.148193008,1.526211846,1.773647369,8.107326881,4.728433869,0.021668076,107292247,coatomer protein complex subunit beta 2 (beta prime),0.852091313
0.970271991,0.285720412,-0.183369262,6.440916253,4.719437079,0.021713011,107287633,kinase D-interacting substrate 220kDa,0.792925067
0.56739082,-0.485404303,1.264348283,4.634062813,4.708568698,0.021946903,107290742,PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1,0.785613446
0.018016028,0.997879641,2.243353349,1.538188649,4.703619293,0.021972117,107291328,solute carrier family 37 member 3,0.802848759
1.071074035,1.050770002,2.360572392,8.609065309,4.697595568,0.022102709,107287781,ADP ribosylation factor 4,0.837141954
1.045314511,-0.564942401,-1.040306026,2.637870029,4.696287563,0.022121367,107303224,hypoxanthine phosphoribosyltransferase 1,0.162151156
-1.901121103,-1.592816935,-2.660845218,5.907710689,4.683642708,0.022302686,107288687,NADH:ubiquinone oxidoreductase subunit B2,0.240451655
-1.596425679,-1.61421355,0.564233986,0.522530222,4.675316668,0.022340904,107293341,contactin 5,0.321125224
2.554238391,1.306307727,1.179799605,0.74068713,4.66001101,0.022563636,107282376,lin-7 homolog B crumbs cell polarity complex component,0.383125926
-1.040951732,0.005347957,6.456141682,0.205685869,5.039300214,0.0228524,107300876,UDP-glucose:glycoprotein glucosyltransferase 2-like,0.681157718
0.048529269,0.481572686,-1.713049767,0.735793078,4.63920926,0.022877501,107282917,vascular endothelial growth factor receptor kdr-like,0.681898419
2.542408667,2.227646924,1.392971107,0.687409801,4.642690978,0.022901876,107298256,neuraminidase 1 (lysosomal sialidase),0.659012672
1.056142176,1.15637315,0.255358128,5.564861669,4.63734459,0.022908397,107294977,Ski2 like RNA helicase 2,0.482564864
1.555962831,-0.627491984,-0.915961067,0.50369674,4.626676188,0.023057723,107299527,acyl-CoA:lysophosphatidylglycerol acyltransferase 1-like,0.061917683
-0.43614291,-0.12190589,0.772297468,7.517384516,4.612664078,0.023269156,107283374,torsin-1A-interacting protein 1-like,0.683479611
2.036567524,2.558454921,2.604092592,1.950927566,4.607845536,0.023426497,107294346,DTW domain containing 2,0.884485945
-1.540310442,-1.080154467,0.182921877,2.253771048,4.60186194,0.023471286,107294750,ADP-ribosylhydrolase like 2,0.198563279
-0.684631441,-0.97764659,0.283693126,3.168484838,4.598790405,0.023480721,107294524,dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-12-glucosyltransferase-like,0.452204239
0.71474981,1.698167959,1.626763387,1.793892363,4.593149802,0.023567376,107302922,ubiquitin protein ligase E3D,0.629082925
0.547593071,0.0660779,-2.643096246,0.808094646,4.594014485,0.023638595,107282269,SIN3 transcription regulator family member B,0.240910413
0.50380266,-0.00497668,2.123947735,6.181019795,4.586175538,0.023759796,107292113,CLPTM1-like,0.923075421
0.485756104,2.445374843,3.705817709,5.138330905,4.585973933,0.023762923,107294535,dipeptidyl peptidase 4,0.901475299
0.651983621,-0.971809167,1.571269991,4.612807155,4.550530835,0.024320102,107287928,tumor suppressor candidate 3,0.606153304
-1.329542284,-0.475281736,0.286773334,2.81743112,4.544248407,0.024344905,107291024,sarcosine dehydrogenase,0.852442069
-1.086916882,-1.148142117,-0.384334534,3.028212781,4.543187831,0.024351361,107302962,N(alpha)-acetyltransferase 30 NatC catalytic subunit,0.151547878
2.816830217,4.116270267,4.637155064,2.066601356,4.543373644,0.024434451,107298865,claudin-7-like,0.450967581
-2.203406859,-1.489616804,0.617070342,0.368828076,4.538903346,0.024506188,107295147,cordon-bleu protein-like 1,0.316359683
-0.602449301,-0.57185609,0.771113541,5.412443151,4.537121113,0.024534857,107303227,transmembrane 9 superfamily member 2-like,0.83229699
-1.596462644,-0.21990095,0.539899832,2.976757985,4.536246725,0.024548937,107299687,G-protein coupled receptor 39-like,0.656941548
-2.393238797,-2.05568096,-1.405138419,5.41944066,4.534738817,0.024573239,107288223,branched chain keto acid dehydrogenase E1 beta polypeptide,0.490347244
0.891313868,0.903139332,1.449834387,2.647654193,4.518756731,0.024745732,107296239,sentrin-specific protease 5-like,0.630903591
0.919723501,1.918258625,1.553346831,3.181115496,4.49837836,0.025167807,107302577,eukaryotic translation initiation factor 4E family member 2,0.828328479
-0.321213396,0.438190892,1.176850857,3.697120994,4.489818216,0.025229882,107302000,TP53 regulated inhibitor of apoptosis 1,0.814382878
0.215394137,-0.394061343,-2.450629964,1.697770049,4.492168798,0.025271009,107302654,helt bHLH transcription factor,0.615587538
1.16286764,1.116449633,1.173862969,2.435858312,4.48404827,0.025318829,107289690,ATP binding cassette subfamily C member 10,0.407662894
4.973764795,2.627461969,2.552566387,1.256912063,4.484325366,0.02540207,107289531,leucine-rich repeat containing G protein-coupled receptor 6,0.868038987
3.631884828,0.536367013,3.165334823,0.171473544,4.482189323,0.025437899,107295906,solute carrier family 12 member 9,0.823216992
1.891355247,1.272272266,-0.010537512,1.940301158,4.477543922,0.02548982,107298432,focal adhesion kinase 1-like,0.746076812
1.852827506,-0.532386958,1.183879925,9.182297688,4.475454242,0.025551255,107299985,calponin 3,0.60881973
1.445810074,1.972470217,2.237133995,1.952800812,4.469559325,0.025650953,107286381,limb development membrane protein 1-like,0.538545464
-3.185709132,0.462619367,-1.071904097,0.572217931,4.446037635,0.02605329,107294095,acetyl-CoA carboxylase alpha,0.686257453
-1.0446347,-0.379682881,-3.086149022,0.078759156,4.44248411,0.026114708,107297622,RAB11B member RAS oncogene family,0.282340563
0.660076526,0.091024168,1.24930928,5.954828959,4.427223109,0.026298281,107291617,transmembrane protein 192,0.556325791
1.733406862,2.062493301,2.644421466,5.239446123,4.428869028,0.02635159,107283055,thioredoxin domain containing 12 (endoplasmic reticulum),0.902597749
-0.992428206,-0.942419227,-1.411847733,4.73294689,4.419124306,0.026456142,107291690,zinc finger protein 407,0.466825626
1.155140473,1.454591123,1.995836187,8.298552887,4.4216257,0.026478629,107288132,activating transcription factor 4,0.903890396
-0.935211505,0.142981585,1.732724051,4.629345582,4.421554589,0.02647988,107298374,peroxiredoxin 4,0.921075361
-1.235052843,-0.707303356,0.347169287,5.103307941,4.418263332,0.026537843,107302095,40S ribosomal protein S18,0.619905661
-0.802558617,0.042463376,1.176126274,9.074937214,4.405990116,0.02668313,107287251,ribophorin II,0.951887594
1.995418517,0.309082885,0.51151378,3.389157965,4.409373352,0.026695145,107294724,phosphatidylinositol-5-phosphate 4-kinase type II gamma,0.642603176
0.544036568,1.028325024,1.487040013,7.695375512,4.399465492,0.026788817,107298597,transmembrane 9 superfamily member 2,0.844617087
-0.263808929,-0.472241293,-1.636799049,4.248876994,4.400237871,0.02685792,107294921,ubiquitin specific peptidase 34,0.528905474
-0.616702671,0.36807027,1.533626804,8.878525701,4.39729999,0.026910512,107294656,death-associated protein,0.907533375
-0.805446266,-0.158618323,-1.259813882,4.842789376,4.392662426,0.026966778,107289560,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,0.374838078
2.434125919,-0.102750738,1.37586001,1.68632599,4.390475639,0.027033138,107286039,transmembrane protein 200B,0.269026094
1.735751507,-0.401239305,4.224576581,1.507376491,4.390324902,0.027035854,107285816,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase-like,0.658210843
0.290806675,0.612573074,1.6673987,5.689709836,4.384952082,0.027132867,107296153,Golgi apparatus membrane protein TVP23 homolog B-like,0.870983701
2.696060326,-1.832813833,2.128172424,2.207880763,4.378643779,0.027247287,107289472,myosin binding protein C slow type,0.415024007
-0.536792162,0.2541569,1.090580486,3.740452222,4.376590887,0.027257495,107296260,protein arginine methyltransferase 3,0.277226651
1.190443329,0.844856169,0.565886588,5.695026606,4.366389759,0.027379559,107283888,dynein cytoplasmic 1 intermediate chain 2,0.614058897
-1.427115604,-3.197463605,1.00391866,0.933684536,4.36822809,0.027437435,107299444,uncharacterized LOC107299444,0.46191585
0.515268018,1.355588617,0.324847508,4.141423069,4.362796273,0.027445498,107287703,protein tyrosine phosphatase receptor type K,0.581478147
0.116284162,0.897911166,2.089768284,3.292195112,4.365209317,0.027492834,107294381,glycosyltransferase 1 domain containing 1,0.804414213
1.510600909,-3.613034884,-0.148734687,1.493747302,4.354744351,0.027685888,107286140,pentraxin fusion protein-like,0.685193269
-0.923442461,-1.526335565,-0.724498623,5.766879793,4.350324955,0.027767889,107297055,AU RNA binding protein/enoyl-CoA hydratase,0.642393964
1.666696906,0.876608869,-0.258546572,4.00282817,4.350295568,0.027768435,107289900,AT-rich interaction domain 1A,0.69880492
6.647035411,-0.022049448,1.936886375,-0.246505025,4.695467596,0.027800409,107292286,cholinergic receptor muscarinic 3,0.885124252
1.396359286,0.336692146,2.740367324,2.97925212,4.347788972,0.02781507,107286525,immunoglobulin like domain containing receptor 1,0.267988916
1.613267038,0.835912329,0.946312498,5.408164878,4.343819981,0.0278891,107282806,ankyrin repeat and IBR domain containing 1,0.759208082
0.513387251,1.093797162,2.095115927,6.922821617,4.33317357,0.028088809,107295027,coatomer protein complex subunit beta 1,0.843386782
-2.254609639,-0.48627487,-0.900810484,3.472351895,4.326841045,0.028208385,107293524,transmembrane protein 245-like,0.580308758
4.527995152,0.372030184,0.238698138,0.140366639,4.326072602,0.028222935,107282407,PTPRF interacting protein alpha 3,0.737083889
-0.771553052,-0.24989791,0.814551754,3.403139421,4.320776356,0.028238225,107296813,uncharacterized LOC107296813,0.705670401
-2.181657369,-1.684257255,-0.785925657,3.548210174,4.319643658,0.02834501,107302266,cutA divalent cation tolerance homolog (E. coli),0.679819922
0.203207229,1.141774208,-0.61171679,2.085508006,4.30605979,0.028511419,107284219,A-kinase anchor protein 1 mitochondrial-like,0.541891269
0.177996711,-0.941872718,0.600575652,6.818071237,4.305583134,0.028614138,107286259,adenosylhomocysteinase like 1,0.79636008
-2.670943883,-1.914397294,-0.284174881,1.197973157,4.30527405,0.028620088,107301167,MKRN2 opposite strand protein-like,0.175373971
0.106021015,0.348398502,2.742468876,1.54933284,4.29173207,0.028882163,107297403,folate receptor alpha-like,0.847689972
