Orthogroup	C_familiaris.pep	X_tropicalis.pep
OG0000086	ENSCAFG00000013249.4	ENSXETG00000020194.1, ENSXETG00000001876.1
OG0000086	ENSCAFG00000041091.1, ENSCAFG00000003668.3, ENSCAFG00000024474.2, ENSCAFG00000011673.1, ENSCAFG00000024406.2, ENSCAFG00000042176.1, ENSCAFG00000003316.1, ENSCAFG00000012222.4, ENSCAFG00000023039.3, ENSCAFG00000044361.1, ENSCAFG00000041097.1, ENSCAFG00000006899.3, ENSCAFG00000017848.4, ENSCAFG00000018228.5, ENSCAFG00000014607.4, ENSCAFG00000041885.1, ENSCAFG00000008655.4, ENSCAFG00000025295.2, ENSCAFG00000002656.4, ENSCAFG00000007079.4, ENSCAFG00000000565.3, ENSCAFG00000017221.3, ENSCAFG00000024806.5, ENSCAFG00000046499.1, ENSCAFG00000009708.2	ENSXETG00000010183.1, ENSXETG00000015513.1, ENSXETG00000021013.1
OG0000087	ENSCAFG00000017262.4	ENSXETG00000005882.1
OG0000087	ENSCAFG00000018560.4	ENSXETG00000019782.1
OG0000087	ENSCAFG00000001630.4	ENSXETG00000011830.1
OG0000087	ENSCAFG00000003156.5	ENSXETG00000015761.1
OG0000090	ENSCAFG00000009316.4, ENSCAFG00000020391.4	ENSXETG00000008320.1, ENSXETG00000008498.1, ENSXETG00000008162.1, ENSXETG00000020850.1, ENSXETG00000008082.1
OG0000091	ENSCAFG00000020200.6, ENSCAFG00000020204.5	ENSXETG00000000698.1, ENSXETG00000000724.1, ENSXETG00000000730.1, ENSXETG00000000740.1, ENSXETG00000005163.1, ENSXETG00000005199.1, ENSXETG00000004387.1
OG0000093	ENSCAFG00000006121.5	ENSXETG00000021066.1
OG0000093	ENSCAFG00000009564.4	ENSXETG00000012846.1
OG0000093	ENSCAFG00000019230.4	ENSXETG00000005871.1
OG0000093	ENSCAFG00000005076.5	ENSXETG00000006206.1
OG0000094	ENSCAFG00000045458.1	ENSXETG00000000933.1
OG0000094	ENSCAFG00000016666.3, ENSCAFG00000016663.3, ENSCAFG00000007921.4	ENSXETG00000000896.1
OG0000095	ENSCAFG00000032631.2, ENSCAFG00000004561.5, ENSCAFG00000024944.3, ENSCAFG00000043524.1, ENSCAFG00000024942.4, ENSCAFG00000043569.1, ENSCAFG00000004595.5, ENSCAFG00000004565.5, ENSCAFG00000028912.2, ENSCAFG00000044944.1, ENSCAFG00000024792.3	ENSXETG00000005045.1, ENSXETG00000015661.1
OG0000096	ENSCAFG00000011300.4, ENSCAFG00000011293.4, ENSCAFG00000023573.3, ENSCAFG00000011470.3, ENSCAFG00000011237.4, ENSCAFG00000041893.1, ENSCAFG00000044063.1, ENSCAFG00000048958.1, ENSCAFG00000048715.1, ENSCAFG00000049962.1, ENSCAFG00000046216.1, ENSCAFG00000049666.1, ENSCAFG00000011255.4, ENSCAFG00000048942.1, ENSCAFG00000031453.2, ENSCAFG00000030741.2, ENSCAFG00000031352.2	ENSXETG00000016928.1, ENSXETG00000017521.1, ENSXETG00000019046.1, ENSXETG00000019139.1
OG0000099	ENSCAFG00000015936.4	ENSXETG00000001208.1
OG0000099	ENSCAFG00000003332.4	ENSXETG00000013697.1
OG0000099	ENSCAFG00000008741.4	ENSXETG00000004436.1
OG0000099	ENSCAFG00000023528.4	ENSXETG00000003855.1
OG0000099	ENSCAFG00000002714.5	ENSXETG00000008942.1, ENSXETG00000006635.1
OG0000100	ENSCAFG00000009056.4, ENSCAFG00000024869.4	ENSXETG00000019033.1, ENSXETG00000018055.1
OG0000101	ENSCAFG00000041354.1, ENSCAFG00000042554.1	ENSXETG00000020222.1
OG0000101	ENSCAFG00000013875.6	ENSXETG00000002189.1
OG0000101	ENSCAFG00000013728.4	ENSXETG00000008691.1
OG0000102	ENSCAFG00000009239.4, ENSCAFG00000009211.5, ENSCAFG00000003294.4, ENSCAFG00000043434.1, ENSCAFG00000007763.4, ENSCAFG00000007942.4, ENSCAFG00000007002.1, ENSCAFG00000012195.5, ENSCAFG00000017824.2, ENSCAFG00000001098.2, ENSCAFG00000009620.3, ENSCAFG00000016636.4, ENSCAFG00000049593.1, ENSCAFG00000006066.4, ENSCAFG00000017236.2	ENSXETG00000004528.1
OG0000106	ENSCAFG00000049411.1, ENSCAFG00000040986.1, ENSCAFG00000005307.3, ENSCAFG00000017180.4, ENSCAFG00000006327.4, ENSCAFG00000002232.4, ENSCAFG00000006580.5	ENSXETG00000004466.1
OG0000106	ENSCAFG00000028932.2, ENSCAFG00000013497.4, ENSCAFG00000019198.3	ENSXETG00000017121.1
OG0000107	ENSCAFG00000048432.1, ENSCAFG00000049688.1, ENSCAFG00000032602.2, ENSCAFG00000043543.1, ENSCAFG00000047732.1, ENSCAFG00000049654.1, ENSCAFG00000045217.1, ENSCAFG00000047089.1, ENSCAFG00000046019.1, ENSCAFG00000025190.3	ENSXETG00000009765.1, ENSXETG00000003555.1, ENSXETG00000015608.1
OG0000108	ENSCAFG00000014877.4, ENSCAFG00000014939.5, ENSCAFG00000014990.4	ENSXETG00000008640.1, ENSXETG00000009993.1, ENSXETG00000009648.1
OG0000109	ENSCAFG00000009844.2, ENSCAFG00000004081.4, ENSCAFG00000032077.2, ENSCAFG00000032642.1, ENSCAFG00000023653.3, ENSCAFG00000049719.1, ENSCAFG00000030414.1, ENSCAFG00000031862.2	ENSXETG00000007832.1
OG0000110	ENSCAFG00000030472.2	ENSXETG00000002348.1
OG0000110	ENSCAFG00000014338.6	ENSXETG00000000543.1
OG0000110	ENSCAFG00000002712.4	ENSXETG00000013548.1
OG0000111	ENSCAFG00000008668.4	ENSXETG00000007548.1
OG0000111	ENSCAFG00000006087.5, ENSCAFG00000001952.5	ENSXETG00000000914.1
OG0000111	ENSCAFG00000000906.4	ENSXETG00000006548.1
OG0000111	ENSCAFG00000018419.5	ENSXETG00000017510.1
OG0000112	ENSCAFG00000028888.3, ENSCAFG00000029376.2, ENSCAFG00000031254.2, ENSCAFG00000029232.3, ENSCAFG00000030088.2, ENSCAFG00000002857.5	ENSXETG00000008621.1
OG0000113	ENSCAFG00000031682.2, ENSCAFG00000024066.3, ENSCAFG00000009164.4, ENSCAFG00000008721.3	ENSXETG00000021352.1
OG0000115	ENSCAFG00000016928.4, ENSCAFG00000016949.4, ENSCAFG00000023464.3	ENSXETG00000005761.1, ENSXETG00000005977.1, ENSXETG00000005384.1, ENSXETG00000005693.1, ENSXETG00000003341.1
OG0000115	ENSCAFG00000006948.4	ENSXETG00000002691.1
OG0000116	ENSCAFG00000015944.4, ENSCAFG00000031250.2	ENSXETG00000003024.1
OG0000116	ENSCAFG00000016007.4	ENSXETG00000002922.1
OG0000118	ENSCAFG00000004727.5	ENSXETG00000000892.1, ENSXETG00000000902.1
OG0000119	ENSCAFG00000012914.5	ENSXETG00000008731.1
OG0000119	ENSCAFG00000006342.3, ENSCAFG00000002351.2, ENSCAFG00000003053.3, ENSCAFG00000000621.5	ENSXETG00000012191.1
OG0000119	ENSCAFG00000009568.4, ENSCAFG00000002016.5	ENSXETG00000001974.1
OG0000120	ENSCAFG00000010932.3, ENSCAFG00000031512.1, ENSCAFG00000024295.3, ENSCAFG00000010923.4, ENSCAFG00000043597.1	ENSXETG00000014483.1, ENSXETG00000002859.1, ENSXETG00000004759.1, ENSXETG00000000621.1
OG0000126	ENSCAFG00000001462.4	ENSXETG00000018540.1
OG0000126	ENSCAFG00000001534.6	ENSXETG00000021190.1
OG0000129	ENSCAFG00000009280.5	ENSXETG00000010610.1
OG0000129	ENSCAFG00000018639.5	ENSXETG00000020896.1
OG0000129	ENSCAFG00000011524.5	ENSXETG00000018955.1
OG0000129	ENSCAFG00000001101.5	ENSXETG00000020932.1
OG0000130	ENSCAFG00000036179.2, ENSCAFG00000012794.4	ENSXETG00000005046.1
OG0000131	ENSCAFG00000011907.5	ENSXETG00000021214.1
OG0000131	ENSCAFG00000013587.4, ENSCAFG00000044122.1, ENSCAFG00000003326.3, ENSCAFG00000006821.5	ENSXETG00000005085.1
OG0000136	ENSCAFG00000013171.4	ENSXETG00000021421.1
OG0000136	ENSCAFG00000000828.4	ENSXETG00000010463.1
OG0000136	ENSCAFG00000012408.5	ENSXETG00000013406.1
OG0000136	ENSCAFG00000017373.4	ENSXETG00000009967.1
OG0000137	ENSCAFG00000002129.5	ENSXETG00000008151.1
OG0000137	ENSCAFG00000013476.4	ENSXETG00000011285.1
OG0000137	ENSCAFG00000013060.5	ENSXETG00000011177.1
OG0000138	ENSCAFG00000005174.4	ENSXETG00000013594.1
OG0000138	ENSCAFG00000011889.1, ENSCAFG00000016259.3, ENSCAFG00000015882.2, ENSCAFG00000015223.4	ENSXETG00000003380.1
OG0000143	ENSCAFG00000029801.2	ENSXETG00000000948.1, ENSXETG00000005553.1
OG0000143	ENSCAFG00000031398.3	ENSXETG00000020664.1
OG0000143	ENSCAFG00000044275.1	ENSXETG00000019731.1
OG0000145	ENSCAFG00000044557.1	ENSXETG00000017104.1, ENSXETG00000001363.1
OG0000146	ENSCAFG00000019335.4, ENSCAFG00000045657.1, ENSCAFG00000042548.1	ENSXETG00000016291.1, ENSXETG00000016341.1, ENSXETG00000010028.1
OG0000147	ENSCAFG00000010962.5	ENSXETG00000018873.1
OG0000147	ENSCAFG00000015799.4	ENSXETG00000004690.1
OG0000147	ENSCAFG00000006607.4	ENSXETG00000012866.1
OG0000147	ENSCAFG00000008753.4	ENSXETG00000002709.1
OG0000149	ENSCAFG00000005776.5	ENSXETG00000009281.1
OG0000149	ENSCAFG00000010822.4	ENSXETG00000008787.1
OG0000149	ENSCAFG00000012504.4	ENSXETG00000007470.1
OG0000149	ENSCAFG00000016534.5	ENSXETG00000008935.1
OG0000150	ENSCAFG00000017952.4, ENSCAFG00000023658.3, ENSCAFG00000023236.3, ENSCAFG00000024109.3	ENSXETG00000008789.1
OG0000151	ENSCAFG00000023399.3, ENSCAFG00000004169.5, ENSCAFG00000004097.4	ENSXETG00000014196.1, ENSXETG00000014180.1, ENSXETG00000013814.1, ENSXETG00000014192.1, ENSXETG00000014225.1, ENSXETG00000013556.1
OG0000153	ENSCAFG00000015077.4, ENSCAFG00000023809.3, ENSCAFG00000024512.1, ENSCAFG00000015959.4, ENSCAFG00000006853.3, ENSCAFG00000048208.1, ENSCAFG00000023617.3, ENSCAFG00000007532.2, ENSCAFG00000005538.3, ENSCAFG00000024323.2, ENSCAFG00000017475.3, ENSCAFG00000008260.3, ENSCAFG00000023331.2, ENSCAFG00000017823.4, ENSCAFG00000013374.4, ENSCAFG00000000291.3, ENSCAFG00000017995.3, ENSCAFG00000007094.3, ENSCAFG00000006986.4	ENSXETG00000013593.1
OG0000154	ENSCAFG00000005255.4	ENSXETG00000014539.1
OG0000154	ENSCAFG00000004889.4	ENSXETG00000008186.1
OG0000154	ENSCAFG00000005257.4	ENSXETG00000014451.1
OG0000154	ENSCAFG00000023315.3	ENSXETG00000011324.1
OG0000155	ENSCAFG00000012373.4	ENSXETG00000016250.1
OG0000155	ENSCAFG00000012368.4, ENSCAFG00000012377.4	ENSXETG00000016171.1
OG0000156	ENSCAFG00000007663.5, ENSCAFG00000002127.5	ENSXETG00000004141.1
OG0000158	ENSCAFG00000017958.4	ENSXETG00000001031.1
OG0000158	ENSCAFG00000019985.5	ENSXETG00000001026.1
OG0000159	ENSCAFG00000031753.2	ENSXETG00000008847.1
OG0000159	ENSCAFG00000014139.4, ENSCAFG00000030739.3, ENSCAFG00000047066.1, ENSCAFG00000031806.2	ENSXETG00000008449.1, ENSXETG00000008452.1
OG0000160	ENSCAFG00000000803.4, ENSCAFG00000000896.4	ENSXETG00000008293.1, ENSXETG00000008355.1
OG0000162	ENSCAFG00000016416.5	ENSXETG00000010611.1
OG0000162	ENSCAFG00000016432.4	ENSXETG00000000714.1, ENSXETG00000000377.1
OG0000162	ENSCAFG00000001960.5, ENSCAFG00000013830.4	ENSXETG00000010146.1
OG0000163	ENSCAFG00000003927.5	ENSXETG00000007916.1
OG0000163	ENSCAFG00000017350.5	ENSXETG00000019027.1
OG0000163	ENSCAFG00000001688.4	ENSXETG00000000198.1
OG0000164	ENSCAFG00000002133.4	ENSXETG00000010838.1, ENSXETG00000010758.1, ENSXETG00000003168.1, ENSXETG00000020731.1, ENSXETG00000010802.1, ENSXETG00000016734.1, ENSXETG00000010778.1, ENSXETG00000002971.1, ENSXETG00000017014.1, ENSXETG00000016672.1, ENSXETG00000016626.1, ENSXETG00000002947.1, ENSXETG00000011170.1, ENSXETG00000010892.1, ENSXETG00000011241.1
OG0000169	ENSCAFG00000000567.5	ENSXETG00000003385.1
OG0000169	ENSCAFG00000003081.5	ENSXETG00000019135.1
OG0000169	ENSCAFG00000009573.4	ENSXETG00000014902.1
OG0000171	ENSCAFG00000010410.4	ENSXETG00000002747.1, ENSXETG00000008984.1, ENSXETG00000002772.1, ENSXETG00000002585.1, ENSXETG00000001584.1
OG0000172	ENSCAFG00000003989.4	ENSXETG00000003587.1
OG0000172	ENSCAFG00000011756.5	ENSXETG00000014061.1
OG0000172	ENSCAFG00000001362.4	ENSXETG00000019930.1
OG0000172	ENSCAFG00000019587.6	ENSXETG00000009655.1
OG0000173	ENSCAFG00000000670.5	ENSXETG00000006385.1
OG0000174	ENSCAFG00000016476.5	ENSXETG00000013730.1
OG0000174	ENSCAFG00000005194.5	ENSXETG00000020300.1
OG0000174	ENSCAFG00000012493.4	ENSXETG00000009711.1
OG0000179	ENSCAFG00000015682.4, ENSCAFG00000029090.2, ENSCAFG00000015721.5	ENSXETG00000010826.1
OG0000180	ENSCAFG00000049295.1, ENSCAFG00000042617.1, ENSCAFG00000029527.1, ENSCAFG00000042816.1, ENSCAFG00000047857.1, ENSCAFG00000048341.1, ENSCAFG00000046423.1	ENSXETG00000018996.1
OG0000181	ENSCAFG00000016373.4, ENSCAFG00000016370.4	ENSXETG00000015307.1, ENSXETG00000016035.1
OG0000183	ENSCAFG00000020411.4	ENSXETG00000016403.1
OG0000183	ENSCAFG00000010858.5	ENSXETG00000015211.1
OG0000183	ENSCAFG00000009842.4	ENSXETG00000007699.1
OG0000183	ENSCAFG00000009907.5	ENSXETG00000007683.1
OG0000184	ENSCAFG00000018508.6	ENSXETG00000016856.1
OG0000184	ENSCAFG00000016963.3	ENSXETG00000015623.1
OG0000184	ENSCAFG00000019716.4	ENSXETG00000016639.1
OG0000185	ENSCAFG00000010433.4, ENSCAFG00000031648.1	ENSXETG00000010784.1
OG0000185	ENSCAFG00000001726.5, ENSCAFG00000029086.2	ENSXETG00000018795.1
OG0000186	ENSCAFG00000014257.4	ENSXETG00000006246.1
OG0000186	ENSCAFG00000006542.4	ENSXETG00000017988.1
OG0000186	ENSCAFG00000010882.5	ENSXETG00000021374.1
OG0000186	ENSCAFG00000008850.5	ENSXETG00000020407.1
OG0000187	ENSCAFG00000003850.3	ENSXETG00000009907.1
OG0000187	ENSCAFG00000047569.1, ENSCAFG00000013413.4	ENSXETG00000018919.1
OG0000187	ENSCAFG00000023066.2	ENSXETG00000015187.1, ENSXETG00000017358.1
OG0000188	ENSCAFG00000018314.5	ENSXETG00000013051.1
OG0000193	ENSCAFG00000011301.5	ENSXETG00000019382.1
OG0000193	ENSCAFG00000018960.5	ENSXETG00000019970.1
OG0000194	ENSCAFG00000031029.2	ENSXETG00000000522.1
OG0000194	ENSCAFG00000009532.4	ENSXETG00000010792.1
OG0000196	ENSCAFG00000018380.2, ENSCAFG00000005504.4	ENSXETG00000010133.1
OG0000197	ENSCAFG00000008123.5	ENSXETG00000000704.1
OG0000197	ENSCAFG00000017137.4	ENSXETG00000007896.1
OG0000197	ENSCAFG00000004731.4	ENSXETG00000002827.1
OG0000197	ENSCAFG00000018631.5	ENSXETG00000021187.1
OG0000198	ENSCAFG00000024306.4	ENSXETG00000010403.1
OG0000198	ENSCAFG00000001196.4	ENSXETG00000017810.1
OG0000198	ENSCAFG00000003443.4	ENSXETG00000005350.1
OG0000199	ENSCAFG00000009795.5	ENSXETG00000009721.1
OG0000199	ENSCAFG00000004958.4	ENSXETG00000007730.1
OG0000199	ENSCAFG00000012174.4	ENSXETG00000009444.1
OG0000200	ENSCAFG00000001916.4	ENSXETG00000012495.1
OG0000200	ENSCAFG00000019205.5	ENSXETG00000018710.1
OG0000201	ENSCAFG00000011909.4	ENSXETG00000013252.1
OG0000201	ENSCAFG00000019242.4	ENSXETG00000004668.1
OG0000201	ENSCAFG00000004784.4	ENSXETG00000006150.1
OG0000201	ENSCAFG00000005331.4	ENSXETG00000017674.1
OG0000202	ENSCAFG00000017318.4	ENSXETG00000008638.1
OG0000202	ENSCAFG00000008918.4	ENSXETG00000010092.1
OG0000202	ENSCAFG00000006631.4	ENSXETG00000017325.1
OG0000203	ENSCAFG00000007100.4	ENSXETG00000018733.1
OG0000203	ENSCAFG00000017790.6	ENSXETG00000007825.1
OG0000203	ENSCAFG00000018583.4	ENSXETG00000017823.1
OG0000203	ENSCAFG00000014928.6	ENSXETG00000015659.1
OG0000204	ENSCAFG00000029482.2	ENSXETG00000005102.1
OG0000205	ENSCAFG00000009617.4, ENSCAFG00000031614.2, ENSCAFG00000009612.4, ENSCAFG00000007151.4	ENSXETG00000017816.1, ENSXETG00000019929.1, ENSXETG00000019612.1, ENSXETG00000019613.1, ENSXETG00000019129.1, ENSXETG00000019124.1, ENSXETG00000017955.1, ENSXETG00000017259.1
OG0000212	ENSCAFG00000019339.5	ENSXETG00000013979.1
OG0000212	ENSCAFG00000018012.4	ENSXETG00000009573.1
OG0000212	ENSCAFG00000010796.4	ENSXETG00000010843.1, ENSXETG00000006989.1, ENSXETG00000006782.1, ENSXETG00000016178.1, ENSXETG00000016028.1, ENSXETG00000010836.1
OG0000213	ENSCAFG00000009921.3	ENSXETG00000017448.1
OG0000213	ENSCAFG00000019156.4, ENSCAFG00000001878.4, ENSCAFG00000017227.5	ENSXETG00000006311.1
OG0000214	ENSCAFG00000011787.3	ENSXETG00000008364.1, ENSXETG00000008358.1, ENSXETG00000008520.1, ENSXETG00000008531.1, ENSXETG00000008517.1
OG0000216	ENSCAFG00000006577.3, ENSCAFG00000017292.3, ENSCAFG00000045893.1, ENSCAFG00000017231.3, ENSCAFG00000019023.3	ENSXETG00000015858.1
OG0000217	ENSCAFG00000018163.4	ENSXETG00000004963.1
OG0000217	ENSCAFG00000015161.5	ENSXETG00000005020.1
OG0000218	ENSCAFG00000014886.2, ENSCAFG00000014968.3, ENSCAFG00000002084.4	ENSXETG00000018205.1
OG0000219	ENSCAFG00000030258.3	ENSXETG00000003450.1, ENSXETG00000003411.1, ENSXETG00000003399.1
OG0000220	ENSCAFG00000000454.5	ENSXETG00000017316.1
OG0000220	ENSCAFG00000000636.6	ENSXETG00000004282.1
OG0000221	ENSCAFG00000002490.4	ENSXETG00000005948.1
OG0000221	ENSCAFG00000010816.4	ENSXETG00000017601.1
OG0000221	ENSCAFG00000001237.4	ENSXETG00000017525.1
OG0000222	ENSCAFG00000014655.4	ENSXETG00000002117.1
OG0000222	ENSCAFG00000019216.5	ENSXETG00000010104.1
OG0000222	ENSCAFG00000011335.3	ENSXETG00000014664.1
OG0000223	ENSCAFG00000008603.5	ENSXETG00000007130.1
OG0000223	ENSCAFG00000005523.5	ENSXETG00000020179.1
OG0000223	ENSCAFG00000018841.5	ENSXETG00000019161.1
OG0000224	ENSCAFG00000013401.5	ENSXETG00000011029.1
OG0000224	ENSCAFG00000017286.4, ENSCAFG00000030502.2, ENSCAFG00000002541.4, ENSCAFG00000010117.4	ENSXETG00000016587.1
OG0000225	ENSCAFG00000032353.2	ENSXETG00000019507.1
OG0000226	ENSCAFG00000012211.4	ENSXETG00000011873.1
OG0000226	ENSCAFG00000012299.4	ENSXETG00000011901.1
OG0000226	ENSCAFG00000015050.4	ENSXETG00000001154.1
OG0000226	ENSCAFG00000023069.3	ENSXETG00000006863.1
OG0000227	ENSCAFG00000013078.2	ENSXETG00000007528.1, ENSXETG00000007531.1
OG0000227	ENSCAFG00000028765.2, ENSCAFG00000010143.3	ENSXETG00000014274.1
OG0000228	ENSCAFG00000012020.4, ENSCAFG00000028630.3	ENSXETG00000020318.1, ENSXETG00000017050.1
OG0000229	ENSCAFG00000007603.4	ENSXETG00000020051.1
OG0000229	ENSCAFG00000001585.5	ENSXETG00000017968.1
OG0000229	ENSCAFG00000019521.4	ENSXETG00000009076.1
OG0000230	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1
OG0000231	ENSCAFG00000028617.2, ENSCAFG00000025497.3, ENSCAFG00000002802.4, ENSCAFG00000002794.4, ENSCAFG00000032430.2, ENSCAFG00000002808.4	ENSXETG00000003746.1, ENSXETG00000003457.1
OG0000232	ENSCAFG00000009898.6, ENSCAFG00000044092.1	ENSXETG00000002336.1
OG0000232	ENSCAFG00000023780.4	ENSXETG00000007972.1
OG0000233	ENSCAFG00000017929.3	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1
OG0000235	ENSCAFG00000017251.5	ENSXETG00000005729.1
OG0000235	ENSCAFG00000001889.4	ENSXETG00000000336.1
OG0000235	ENSCAFG00000030702.2	ENSXETG00000018705.1
OG0000236	ENSCAFG00000011246.4	ENSXETG00000012146.1
OG0000236	ENSCAFG00000018166.5	ENSXETG00000020628.1
OG0000236	ENSCAFG00000018146.4	ENSXETG00000016646.1
OG0000237	ENSCAFG00000002771.6	ENSXETG00000004224.1
OG0000237	ENSCAFG00000015064.5	ENSXETG00000015313.1
OG0000237	ENSCAFG00000004439.4	ENSXETG00000002503.1
OG0000238	ENSCAFG00000016982.4	ENSXETG00000011108.1
OG0000238	ENSCAFG00000009001.4	ENSXETG00000019846.1
OG0000238	ENSCAFG00000013062.5	ENSXETG00000021205.1
OG0000239	ENSCAFG00000006859.4	ENSXETG00000006923.1
OG0000239	ENSCAFG00000006849.5	ENSXETG00000006853.1
OG0000240	ENSCAFG00000003029.4	ENSXETG00000011527.1
OG0000240	ENSCAFG00000025016.3, ENSCAFG00000031174.2	ENSXETG00000011534.1
OG0000241	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2	ENSXETG00000020004.1
OG0000242	ENSCAFG00000014957.5	ENSXETG00000020338.1
OG0000242	ENSCAFG00000004912.4	ENSXETG00000000870.1
OG0000243	ENSCAFG00000014945.4	ENSXETG00000006946.1
OG0000243	ENSCAFG00000007008.5	ENSXETG00000020228.1
OG0000243	ENSCAFG00000003790.4	ENSXETG00000001595.1
OG0000243	ENSCAFG00000017438.5	ENSXETG00000010363.1
OG0000244	ENSCAFG00000023335.3, ENSCAFG00000015054.5, ENSCAFG00000015063.2	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1
OG0000245	ENSCAFG00000006313.3, ENSCAFG00000045475.1, ENSCAFG00000032254.1, ENSCAFG00000044213.1, ENSCAFG00000047204.1, ENSCAFG00000006321.4, ENSCAFG00000006317.3, ENSCAFG00000006316.3	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1
OG0000248	ENSCAFG00000008265.4	ENSXETG00000010083.1
OG0000248	ENSCAFG00000013917.5	ENSXETG00000006985.1
OG0000249	ENSCAFG00000024629.3, ENSCAFG00000004420.3	ENSXETG00000002496.1
OG0000249	ENSCAFG00000017889.6	ENSXETG00000021074.1
OG0000249	ENSCAFG00000016185.5	ENSXETG00000001564.1
OG0000250	ENSCAFG00000020370.6	ENSXETG00000008146.1
OG0000250	ENSCAFG00000017786.6	ENSXETG00000004651.1
OG0000251	ENSCAFG00000032379.2	ENSXETG00000011220.1
OG0000252	ENSCAFG00000010644.5	ENSXETG00000012165.1
OG0000252	ENSCAFG00000014818.5	ENSXETG00000020699.1
OG0000252	ENSCAFG00000009390.5	ENSXETG00000003011.1
OG0000253	ENSCAFG00000023431.4	ENSXETG00000006191.1
OG0000253	ENSCAFG00000010872.5	ENSXETG00000019749.1
OG0000253	ENSCAFG00000001269.5	ENSXETG00000018435.1
OG0000254	ENSCAFG00000007904.5	ENSXETG00000001012.1
OG0000254	ENSCAFG00000017827.4	ENSXETG00000013285.1
OG0000254	ENSCAFG00000011832.4	ENSXETG00000016346.1
OG0000255	ENSCAFG00000008221.5, ENSCAFG00000002290.4, ENSCAFG00000018144.4	ENSXETG00000001785.1
OG0000255	ENSCAFG00000018719.5	ENSXETG00000013213.1
OG0000255	ENSCAFG00000002598.4	ENSXETG00000018977.1
OG0000256	ENSCAFG00000004591.5	ENSXETG00000013775.1
OG0000256	ENSCAFG00000031977.2	ENSXETG00000002046.1
OG0000257	ENSCAFG00000007161.3	ENSXETG00000004328.1
OG0000257	ENSCAFG00000017592.4	ENSXETG00000011300.1
OG0000257	ENSCAFG00000006792.4	ENSXETG00000004626.1
OG0000258	ENSCAFG00000005069.5	ENSXETG00000006560.1
OG0000258	ENSCAFG00000018859.5	ENSXETG00000008571.1
OG0000258	ENSCAFG00000001460.4	ENSXETG00000018391.1
OG0000259	ENSCAFG00000003343.3, ENSCAFG00000002440.4, ENSCAFG00000001290.5, ENSCAFG00000005329.5	ENSXETG00000017735.1
OG0000260	ENSCAFG00000013883.5	ENSXETG00000021128.1
OG0000262	ENSCAFG00000004742.4	ENSXETG00000010414.1, ENSXETG00000000909.1
OG0000263	ENSCAFG00000002744.5	ENSXETG00000003414.1
OG0000263	ENSCAFG00000041406.1	ENSXETG00000007597.1
OG0000263	ENSCAFG00000012306.6	ENSXETG00000011850.1
OG0000264	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1
OG0000265	ENSCAFG00000001821.4	ENSXETG00000015123.1
OG0000265	ENSCAFG00000019448.4	ENSXETG00000013807.1
OG0000267	ENSCAFG00000007728.4	ENSXETG00000017080.1
OG0000267	ENSCAFG00000005613.5	ENSXETG00000000342.1
OG0000267	ENSCAFG00000010242.4	ENSXETG00000017688.1
OG0000268	ENSCAFG00000002215.4, ENSCAFG00000004996.3, ENSCAFG00000030034.1, ENSCAFG00000005672.3, ENSCAFG00000011382.4, ENSCAFG00000012573.1, ENSCAFG00000031891.1, ENSCAFG00000003039.1, ENSCAFG00000006646.1, ENSCAFG00000029206.1, ENSCAFG00000006408.3, ENSCAFG00000005666.3, ENSCAFG00000004919.2, ENSCAFG00000007106.2, ENSCAFG00000008809.2, ENSCAFG00000029269.2, ENSCAFG00000031632.2	ENSXETG00000006436.1
OG0000269	ENSCAFG00000013336.4	ENSXETG00000011516.1
OG0000269	ENSCAFG00000000912.4	ENSXETG00000021111.1
OG0000269	ENSCAFG00000019838.4	ENSXETG00000014639.1
OG0000270	ENSCAFG00000011941.4	ENSXETG00000019081.1
OG0000270	ENSCAFG00000010453.4	ENSXETG00000019723.1
OG0000270	ENSCAFG00000018858.4	ENSXETG00000011675.1
