Orthogroup	C_familiaris.pep	G_gallus.pep
OG0000193	ENSCAFG00000011301.5	ENSGALG00000004901.7
OG0000193	ENSCAFG00000011565.5	ENSGALG00000033300.2
OG0000194	ENSCAFG00000031029.2	ENSGALG00000029260.2
OG0000194	ENSCAFG00000009532.4	ENSGALG00000026692.3
OG0000197	ENSCAFG00000008123.5	ENSGALG00000030065.3
OG0000197	ENSCAFG00000017137.4	ENSGALG00000001768.6
OG0000197	ENSCAFG00000004731.4	ENSGALG00000033966.2
OG0000197	ENSCAFG00000018631.5	ENSGALG00000008442.6
OG0000198	ENSCAFG00000024306.4	ENSGALG00000039713.2
OG0000198	ENSCAFG00000024682.3	ENSGALG00000043711.3
OG0000198	ENSCAFG00000001196.4	ENSGALG00000040957.2
OG0000198	ENSCAFG00000003443.4	ENSGALG00000002249.6
OG0000199	ENSCAFG00000009795.5	ENSGALG00000032247.2
OG0000200	ENSCAFG00000001916.4	ENSGALG00000015107.6
OG0000200	ENSCAFG00000012554.4	ENSGALG00000027372.3
OG0000200	ENSCAFG00000019205.5	ENSGALG00000000784.7
OG0000201	ENSCAFG00000011909.4	ENSGALG00000001319.6
OG0000201	ENSCAFG00000004784.4	ENSGALG00000033051.2
OG0000201	ENSCAFG00000005331.4	ENSGALG00000029912.2
OG0000202	ENSCAFG00000017318.4	ENSGALG00000003699.6
OG0000202	ENSCAFG00000008918.4	ENSGALG00000047979.1
OG0000203	ENSCAFG00000007100.4	ENSGALG00000014727.6
OG0000203	ENSCAFG00000018583.4	ENSGALG00000011094.6
OG0000204	ENSCAFG00000029482.2	ENSGALG00000003536.6
OG0000205	ENSCAFG00000009617.4, ENSCAFG00000031614.2, ENSCAFG00000009612.4, ENSCAFG00000007151.4	ENSGALG00000045085.2
OG0000207	ENSCAFG00000024999.3, ENSCAFG00000044951.1	ENSGALG00000031533.2
OG0000212	ENSCAFG00000019339.5	ENSGALG00000004649.5
OG0000212	ENSCAFG00000018012.4	ENSGALG00000004519.7
OG0000213	ENSCAFG00000009921.3	ENSGALG00000041042.2
OG0000213	ENSCAFG00000019156.4	ENSGALG00000020292.5
OG0000213	ENSCAFG00000001878.4	ENSGALG00000020143.5
OG0000213	ENSCAFG00000017227.5	ENSGALG00000038042.2
OG0000214	ENSCAFG00000011787.3	ENSGALG00000022137.3, ENSGALG00000039887.2
OG0000216	ENSCAFG00000006577.3, ENSCAFG00000017292.3	ENSGALG00000025842.4
OG0000217	ENSCAFG00000018163.4	ENSGALG00000005621.7
OG0000217	ENSCAFG00000012059.5	ENSGALG00000041635.2
OG0000217	ENSCAFG00000015161.5	ENSGALG00000005088.6
OG0000219	ENSCAFG00000030258.3	ENSGALG00000050515.1
OG0000220	ENSCAFG00000000454.5	ENSGALG00000050047.1
OG0000220	ENSCAFG00000000636.6	ENSGALG00000052089.1
OG0000221	ENSCAFG00000002490.4	ENSGALG00000016271.5
OG0000221	ENSCAFG00000010816.4	ENSGALG00000003265.6
OG0000221	ENSCAFG00000001237.4	ENSGALG00000040969.2
OG0000222	ENSCAFG00000014655.4	ENSGALG00000034438.2
OG0000222	ENSCAFG00000019216.5	ENSGALG00000001334.7
OG0000222	ENSCAFG00000011335.3	ENSGALG00000008983.6
OG0000223	ENSCAFG00000008603.5	ENSGALG00000029190.3
OG0000223	ENSCAFG00000005523.5	ENSGALG00000016890.7
OG0000223	ENSCAFG00000018841.5	ENSGALG00000053597.1
OG0000224	ENSCAFG00000013401.5	ENSGALG00000031890.3
OG0000224	ENSCAFG00000017286.4, ENSCAFG00000030502.2, ENSCAFG00000002541.4, ENSCAFG00000010117.4	ENSGALG00000004848.7
OG0000225	ENSCAFG00000032353.2	ENSGALG00000021213.5
OG0000226	ENSCAFG00000012211.4	ENSGALG00000012015.6
OG0000226	ENSCAFG00000012299.4	ENSGALG00000012010.6
OG0000226	ENSCAFG00000015050.4	ENSGALG00000005107.6
OG0000226	ENSCAFG00000023069.3	ENSGALG00000004581.5
OG0000227	ENSCAFG00000028765.2, ENSCAFG00000010143.3	ENSGALG00000028520.4
OG0000228	ENSCAFG00000028630.3	ENSGALG00000051737.1, ENSGALG00000000107.5
OG0000229	ENSCAFG00000007603.4	ENSGALG00000005678.7
OG0000230	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4	ENSGALG00000006322.6
OG0000231	ENSCAFG00000028617.2	ENSGALG00000048579.1
OG0000231	ENSCAFG00000002802.4, ENSCAFG00000002794.4, ENSCAFG00000032430.2, ENSCAFG00000002808.4	ENSGALG00000053084.1
OG0000232	ENSCAFG00000049974.1	ENSGALG00000031737.2
OG0000235	ENSCAFG00000017251.5	ENSGALG00000001690.6
OG0000235	ENSCAFG00000030702.2	ENSGALG00000029392.3
OG0000236	ENSCAFG00000011246.4	ENSGALG00000036044.2, ENSGALG00000054835.1
OG0000236	ENSCAFG00000018166.5	ENSGALG00000004763.6
OG0000237	ENSCAFG00000002771.6	ENSGALG00000029261.3
OG0000237	ENSCAFG00000015064.5	ENSGALG00000045424.2
OG0000238	ENSCAFG00000016982.4	ENSGALG00000002080.6
OG0000238	ENSCAFG00000009001.4	ENSGALG00000000311.6
OG0000238	ENSCAFG00000013062.5	ENSGALG00000042259.2
OG0000239	ENSCAFG00000006859.4	ENSGALG00000002742.6
OG0000239	ENSCAFG00000006849.5	ENSGALG00000002714.6
OG0000239	ENSCAFG00000006812.5	ENSGALG00000002671.6
OG0000240	ENSCAFG00000003029.4	ENSGALG00000026098.3, ENSGALG00000011668.4
OG0000240	ENSCAFG00000025016.3, ENSCAFG00000031174.2	ENSGALG00000046160.2
OG0000241	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2	ENSGALG00000012610.7, ENSGALG00000004252.6
OG0000242	ENSCAFG00000014957.5	ENSGALG00000011360.7
OG0000242	ENSCAFG00000004912.4	ENSGALG00000006219.7
OG0000242	ENSCAFG00000008750.4	ENSGALG00000036282.2
OG0000243	ENSCAFG00000014945.4	ENSGALG00000030068.2
OG0000243	ENSCAFG00000007008.5	ENSGALG00000014726.6
OG0000243	ENSCAFG00000003790.4	ENSGALG00000010567.6
OG0000244	ENSCAFG00000023335.3, ENSCAFG00000015054.5	ENSGALG00000019061.5
OG0000244	ENSCAFG00000015063.2	ENSGALG00000019063.5, ENSGALG00000026297.3
OG0000248	ENSCAFG00000008265.4	ENSGALG00000034855.2
OG0000248	ENSCAFG00000032754.2	ENSGALG00000021039.5
OG0000248	ENSCAFG00000013917.5	ENSGALG00000004222.7
OG0000249	ENSCAFG00000024629.3, ENSCAFG00000004420.3	ENSGALG00000048592.1
OG0000249	ENSCAFG00000017889.6	ENSGALG00000011209.4
OG0000249	ENSCAFG00000016185.5	ENSGALG00000009303.7
OG0000250	ENSCAFG00000020370.6	ENSGALG00000002198.7
OG0000250	ENSCAFG00000017786.6	ENSGALG00000013124.6
OG0000252	ENSCAFG00000010644.5	ENSGALG00000039498.2
OG0000252	ENSCAFG00000014818.5	ENSGALG00000005243.6
OG0000252	ENSCAFG00000009390.5	ENSGALG00000041413.2
OG0000253	ENSCAFG00000023431.4	ENSGALG00000016176.6
OG0000253	ENSCAFG00000010872.5	ENSGALG00000043209.2
OG0000253	ENSCAFG00000001269.5	ENSGALG00000033960.3
OG0000254	ENSCAFG00000007904.5	ENSGALG00000010781.6
OG0000254	ENSCAFG00000017827.4	ENSGALG00000004134.6
OG0000254	ENSCAFG00000011832.4	ENSGALG00000016571.6
OG0000254	ENSCAFG00000017804.4	ENSGALG00000004936.6
OG0000255	ENSCAFG00000018719.5	ENSGALG00000026077.3
OG0000255	ENSCAFG00000002598.4	ENSGALG00000015544.7
OG0000256	ENSCAFG00000004591.5	ENSGALG00000032554.2
OG0000256	ENSCAFG00000013945.5	ENSGALG00000028031.3
OG0000256	ENSCAFG00000004910.5	ENSGALG00000040992.2
OG0000257	ENSCAFG00000007161.3	ENSGALG00000017122.7
OG0000257	ENSCAFG00000017592.4	ENSGALG00000003886.7
OG0000257	ENSCAFG00000006792.4	ENSGALG00000013684.6
OG0000258	ENSCAFG00000005069.5	ENSGALG00000010053.6
OG0000258	ENSCAFG00000018859.5	ENSGALG00000004048.6
OG0000258	ENSCAFG00000001460.4	ENSGALG00000015058.5
OG0000259	ENSCAFG00000003343.3	ENSGALG00000049903.1
OG0000259	ENSCAFG00000005329.5	ENSGALG00000013072.5
OG0000260	ENSCAFG00000013883.5	ENSGALG00000010189.6
OG0000262	ENSCAFG00000004742.4	ENSGALG00000026884.3
OG0000263	ENSCAFG00000002744.5	ENSGALG00000029512.3
OG0000264	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1	ENSGALG00000054646.1
OG0000265	ENSCAFG00000019448.4	ENSGALG00000041163.3
OG0000266	ENSCAFG00000047064.1	ENSGALG00000046824.1
OG0000266	ENSCAFG00000030822.1	ENSGALG00000050497.1, ENSGALG00000047053.1
OG0000266	ENSCAFG00000046786.1, ENSCAFG00000045716.1	ENSGALG00000051568.1
OG0000267	ENSCAFG00000007728.4	ENSGALG00000031274.2
OG0000267	ENSCAFG00000005613.5	ENSGALG00000011405.6
OG0000267	ENSCAFG00000010242.4	ENSGALG00000030032.2
OG0000268	ENSCAFG00000004996.3, ENSCAFG00000030034.1, ENSCAFG00000005672.3	ENSGALG00000016775.6
OG0000269	ENSCAFG00000013336.4	ENSGALG00000040730.2
OG0000269	ENSCAFG00000019838.4	ENSGALG00000042055.2
OG0000270	ENSCAFG00000011941.4	ENSGALG00000043416.2
OG0000270	ENSCAFG00000010453.4	ENSGALG00000003985.6
OG0000270	ENSCAFG00000018858.4	ENSGALG00000003288.6
OG0000271	ENSCAFG00000013004.6	ENSGALG00000003833.6
OG0000271	ENSCAFG00000019380.4	ENSGALG00000008456.7
OG0000271	ENSCAFG00000016897.4	ENSGALG00000054250.1
OG0000272	ENSCAFG00000002041.4, ENSCAFG00000023655.3, ENSCAFG00000023398.3	ENSGALG00000016805.6
OG0000273	ENSCAFG00000029151.2	ENSGALG00000010023.7, ENSGALG00000026445.3
OG0000273	ENSCAFG00000017563.2	ENSGALG00000008424.6
OG0000274	ENSCAFG00000028569.2, ENSCAFG00000046007.1	ENSGALG00000023740.5
OG0000274	ENSCAFG00000032615.2	ENSGALG00000043234.3
OG0000275	ENSCAFG00000009514.4	ENSGALG00000004143.6
OG0000275	ENSCAFG00000003455.4	ENSGALG00000031387.3
OG0000276	ENSCAFG00000048479.1	ENSGALG00000006290.6
OG0000276	ENSCAFG00000017893.5, ENSCAFG00000028975.2	ENSGALG00000001371.6
OG0000277	ENSCAFG00000006551.4	ENSGALG00000006109.6
OG0000277	ENSCAFG00000009396.5	ENSGALG00000011109.6
OG0000277	ENSCAFG00000000395.4	ENSGALG00000039099.2
OG0000278	ENSCAFG00000046463.1	ENSGALG00000026383.3
OG0000278	ENSCAFG00000044244.1	ENSGALG00000031593.2
OG0000278	ENSCAFG00000007875.4	ENSGALG00000047591.1
OG0000279	ENSCAFG00000010642.4	ENSGALG00000014410.5
OG0000280	ENSCAFG00000002620.5	ENSGALG00000029203.3
OG0000280	ENSCAFG00000010798.5	ENSGALG00000000302.7
OG0000280	ENSCAFG00000010081.5	ENSGALG00000006572.7
OG0000281	ENSCAFG00000005814.3	ENSGALG00000011272.3
OG0000281	ENSCAFG00000000087.4	ENSGALG00000042482.3
OG0000281	ENSCAFG00000015629.3	ENSGALG00000003359.5
OG0000282	ENSCAFG00000017095.4, ENSCAFG00000007821.3	ENSGALG00000007374.7
OG0000282	ENSCAFG00000030515.2	ENSGALG00000028801.3
OG0000283	ENSCAFG00000008677.4	ENSGALG00000023089.5
OG0000284	ENSCAFG00000008273.2	ENSGALG00000040263.3
OG0000284	ENSCAFG00000003241.4, ENSCAFG00000007572.4	ENSGALG00000041500.3, ENSGALG00000036774.3
OG0000285	ENSCAFG00000030793.2, ENSCAFG00000046009.1, ENSCAFG00000006485.4, ENSCAFG00000050027.1, ENSCAFG00000048887.1, ENSCAFG00000046118.1	ENSGALG00000004243.5, ENSGALG00000026970.3
OG0000286	ENSCAFG00000031686.1, ENSCAFG00000031781.1, ENSCAFG00000005290.3, ENSCAFG00000030059.2, ENSCAFG00000011783.4, ENSCAFG00000018265.3, ENSCAFG00000004167.1, ENSCAFG00000011644.1, ENSCAFG00000019063.2, ENSCAFG00000001080.1, ENSCAFG00000000808.2, ENSCAFG00000004703.4, ENSCAFG00000006147.2, ENSCAFG00000008616.4, ENSCAFG00000000376.1, ENSCAFG00000011325.3, ENSCAFG00000029285.2, ENSCAFG00000005930.4, ENSCAFG00000002038.2, ENSCAFG00000016063.2	ENSGALG00000007926.7
OG0000292	ENSCAFG00000000704.4	ENSGALG00000032828.2
OG0000292	ENSCAFG00000005305.5	ENSGALG00000053876.1
OG0000293	ENSCAFG00000000661.4	ENSGALG00000013742.6
OG0000293	ENSCAFG00000016607.4	ENSGALG00000039615.2
OG0000293	ENSCAFG00000014273.5	ENSGALG00000017153.6
OG0000294	ENSCAFG00000013918.4	ENSGALG00000014324.5
OG0000294	ENSCAFG00000002500.5	ENSGALG00000004889.5
OG0000295	ENSCAFG00000005238.4	ENSGALG00000010026.7
OG0000295	ENSCAFG00000041420.1, ENSCAFG00000008515.4	ENSGALG00000004571.5
OG0000296	ENSCAFG00000020175.4	ENSGALG00000000972.7
OG0000296	ENSCAFG00000013289.6	ENSGALG00000003429.6
OG0000297	ENSCAFG00000001335.4	ENSGALG00000031301.2
OG0000297	ENSCAFG00000015618.4	ENSGALG00000013424.7
OG0000297	ENSCAFG00000006892.6	ENSGALG00000005986.7
OG0000298	ENSCAFG00000047599.1	ENSGALG00000034899.2
OG0000298	ENSCAFG00000041364.1	ENSGALG00000039756.2
OG0000299	ENSCAFG00000000127.4	ENSGALG00000035751.2
OG0000299	ENSCAFG00000015867.5	ENSGALG00000038618.2
OG0000300	ENSCAFG00000014028.5, ENSCAFG00000014043.4	ENSGALG00000005204.6, ENSGALG00000006344.6
OG0000301	ENSCAFG00000013971.5	ENSGALG00000001564.6
OG0000301	ENSCAFG00000008434.4	ENSGALG00000032287.3
OG0000302	ENSCAFG00000049664.1, ENSCAFG00000045520.1, ENSCAFG00000046823.1, ENSCAFG00000043673.1, ENSCAFG00000032122.2, ENSCAFG00000031092.2, ENSCAFG00000045416.1, ENSCAFG00000045833.1, ENSCAFG00000042941.1, ENSCAFG00000046881.1, ENSCAFG00000049837.1, ENSCAFG00000032101.2, ENSCAFG00000029014.2, ENSCAFG00000029524.2, ENSCAFG00000041194.1, ENSCAFG00000046992.1	ENSGALG00000008620.5
OG0000303	ENSCAFG00000023628.4, ENSCAFG00000016084.4, ENSCAFG00000000044.4, ENSCAFG00000004124.3	ENSGALG00000002932.6
OG0000303	ENSCAFG00000010362.4, ENSCAFG00000032180.2	ENSGALG00000002688.6
OG0000305	ENSCAFG00000019812.5	ENSGALG00000032922.2
OG0000305	ENSCAFG00000019809.4	ENSGALG00000042008.2
OG0000306	ENSCAFG00000001202.4	ENSGALG00000002840.6
OG0000306	ENSCAFG00000001738.5	ENSGALG00000039403.2
OG0000306	ENSCAFG00000005583.5	ENSGALG00000037841.2
OG0000307	ENSCAFG00000019841.6	ENSGALG00000032750.2
OG0000308	ENSCAFG00000017946.4, ENSCAFG00000018625.5	ENSGALG00000030038.2
OG0000310	ENSCAFG00000023105.4	ENSGALG00000034474.2
OG0000318	ENSCAFG00000016859.5	ENSGALG00000052319.1
OG0000318	ENSCAFG00000019545.5	ENSGALG00000000747.7
OG0000318	ENSCAFG00000014929.6	ENSGALG00000013565.6
OG0000319	ENSCAFG00000000558.4	ENSGALG00000034366.2, ENSGALG00000047768.1
OG0000320	ENSCAFG00000011922.4	ENSGALG00000014426.5
OG0000320	ENSCAFG00000010737.6	ENSGALG00000003383.6
OG0000320	ENSCAFG00000000905.5	ENSGALG00000014937.6
OG0000321	ENSCAFG00000013723.6	ENSGALG00000038637.2
OG0000321	ENSCAFG00000019109.5, ENSCAFG00000002397.6	ENSGALG00000026811.3
OG0000322	ENSCAFG00000001448.5	ENSGALG00000038902.2
OG0000323	ENSCAFG00000032273.3	ENSGALG00000025937.2
OG0000323	ENSCAFG00000007095.4, ENSCAFG00000019775.3, ENSCAFG00000024923.2, ENSCAFG00000007124.4	ENSGALG00000054974.1
OG0000324	ENSCAFG00000009913.4	ENSGALG00000003837.5
OG0000324	ENSCAFG00000010238.4	ENSGALG00000013060.6
OG0000325	ENSCAFG00000041579.1	ENSGALG00000052612.1
OG0000325	ENSCAFG00000012234.4, ENSCAFG00000049045.1, ENSCAFG00000017386.4, ENSCAFG00000043616.1	ENSGALG00000037441.2
OG0000326	ENSCAFG00000009596.5	ENSGALG00000016022.6
OG0000326	ENSCAFG00000002008.5	ENSGALG00000040276.2
OG0000326	ENSCAFG00000012903.5	ENSGALG00000043372.3
OG0000327	ENSCAFG00000018210.5	ENSGALG00000005679.5
OG0000327	ENSCAFG00000017189.2	ENSGALG00000007657.4, ENSGALG00000007656.6
OG0000328	ENSCAFG00000007027.3, ENSCAFG00000007029.3	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1
OG0000329	ENSCAFG00000018898.4	ENSGALG00000004082.6
OG0000329	ENSCAFG00000009924.4	ENSGALG00000007396.6
OG0000330	ENSCAFG00000012443.4, ENSCAFG00000025404.3, ENSCAFG00000025287.3	ENSGALG00000044661.2
OG0000331	ENSCAFG00000025445.4	ENSGALG00000030660.3
OG0000331	ENSCAFG00000013084.6	ENSGALG00000035378.2
OG0000331	ENSCAFG00000032365.2	ENSGALG00000034137.2
OG0000332	ENSCAFG00000005769.4, ENSCAFG00000005758.5, ENSCAFG00000005818.5, ENSCAFG00000005832.5, ENSCAFG00000005841.5, ENSCAFG00000028812.2	ENSGALG00000044866.2, ENSGALG00000047639.1
OG0000334	ENSCAFG00000002015.5	ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2
OG0000335	ENSCAFG00000015866.2	ENSGALG00000017172.4
OG0000345	ENSCAFG00000008838.5	ENSGALG00000010269.6
OG0000345	ENSCAFG00000019524.5	ENSGALG00000037241.2
OG0000346	ENSCAFG00000016791.4	ENSGALG00000004251.6
OG0000347	ENSCAFG00000016741.6	ENSGALG00000032847.2
OG0000347	ENSCAFG00000019033.5	ENSGALG00000027068.3
OG0000347	ENSCAFG00000013208.4	ENSGALG00000049798.1
OG0000348	ENSCAFG00000016055.5	ENSGALG00000009068.7
OG0000348	ENSCAFG00000009562.5	ENSGALG00000008603.5
OG0000349	ENSCAFG00000007659.5	ENSGALG00000009977.6
OG0000349	ENSCAFG00000006162.5	ENSGALG00000017050.6
OG0000349	ENSCAFG00000001094.4	ENSGALG00000006309.6
OG0000350	ENSCAFG00000014163.3	ENSGALG00000020793.6
OG0000350	ENSCAFG00000031320.2	ENSGALG00000033593.2
OG0000350	ENSCAFG00000005774.4	ENSGALG00000011286.6
OG0000351	ENSCAFG00000023194.4	ENSGALG00000039572.2
OG0000351	ENSCAFG00000015813.4	ENSGALG00000029212.2
OG0000353	ENSCAFG00000004407.4	ENSGALG00000017246.6
OG0000353	ENSCAFG00000002941.5	ENSGALG00000015849.7
OG0000354	ENSCAFG00000012129.4	ENSGALG00000009403.6
OG0000354	ENSCAFG00000016388.5	ENSGALG00000014054.6
OG0000355	ENSCAFG00000013005.5	ENSGALG00000008537.6
OG0000355	ENSCAFG00000014323.4	ENSGALG00000004741.7
OG0000355	ENSCAFG00000006971.4	ENSGALG00000006609.6
OG0000356	ENSCAFG00000008653.4	ENSGALG00000009405.7
OG0000356	ENSCAFG00000018564.4	ENSGALG00000034109.2
OG0000356	ENSCAFG00000014838.5	ENSGALG00000038995.2
OG0000357	ENSCAFG00000008768.5	ENSGALG00000015835.6
OG0000357	ENSCAFG00000003333.5	ENSGALG00000002098.6
OG0000357	ENSCAFG00000003580.5	ENSGALG00000015434.6
OG0000358	ENSCAFG00000002498.4	ENSGALG00000010854.7
OG0000359	ENSCAFG00000030830.2	ENSGALG00000033522.3, ENSGALG00000046412.2
OG0000360	ENSCAFG00000013345.4, ENSCAFG00000043960.1	ENSGALG00000006531.6
OG0000360	ENSCAFG00000002788.4	ENSGALG00000010973.7
OG0000361	ENSCAFG00000044204.1	ENSGALG00000011894.6
OG0000362	ENSCAFG00000000334.4	ENSGALG00000032974.3
OG0000362	ENSCAFG00000014083.5	ENSGALG00000039219.2
OG0000363	ENSCAFG00000024344.4, ENSCAFG00000023173.3	ENSGALG00000028489.3
OG0000365	ENSCAFG00000032583.2, ENSCAFG00000031038.2	ENSGALG00000030776.2
OG0000366	ENSCAFG00000031246.2	ENSGALG00000004196.6
OG0000367	ENSCAFG00000000801.4, ENSCAFG00000025038.2, ENSCAFG00000024874.3, ENSCAFG00000001138.4, ENSCAFG00000010849.4	ENSGALG00000000589.5
OG0000371	ENSCAFG00000018154.6	ENSGALG00000008058.6
OG0000371	ENSCAFG00000004956.4	ENSGALG00000000681.7
OG0000371	ENSCAFG00000013067.4	ENSGALG00000006426.6
OG0000373	ENSCAFG00000024151.3	ENSGALG00000013253.6
OG0000373	ENSCAFG00000018170.5	ENSGALG00000040758.2
OG0000373	ENSCAFG00000010881.4	ENSGALG00000040651.2
OG0000374	ENSCAFG00000001067.4	ENSGALG00000042607.2
OG0000374	ENSCAFG00000003280.4	ENSGALG00000001946.7
OG0000374	ENSCAFG00000000696.4	ENSGALG00000030030.3
OG0000375	ENSCAFG00000008684.5	ENSGALG00000032146.2
OG0000375	ENSCAFG00000005751.5	ENSGALG00000044387.2
OG0000375	ENSCAFG00000002939.6	ENSGALG00000031105.2
OG0000376	ENSCAFG00000012407.5	ENSGALG00000034973.2
OG0000376	ENSCAFG00000001906.3	ENSGALG00000009064.6
OG0000376	ENSCAFG00000014134.5	ENSGALG00000030847.3
OG0000377	ENSCAFG00000015782.5	ENSGALG00000028851.4
OG0000377	ENSCAFG00000004250.5	ENSGALG00000016535.6
OG0000377	ENSCAFG00000016983.5	ENSGALG00000003487.5
OG0000378	ENSCAFG00000013498.5, ENSCAFG00000023850.4, ENSCAFG00000013439.4	ENSGALG00000006728.7
OG0000379	ENSCAFG00000024216.3	ENSGALG00000009066.6
OG0000379	ENSCAFG00000013665.4	ENSGALG00000001512.6
OG0000380	ENSCAFG00000007976.5	ENSGALG00000005415.6
OG0000380	ENSCAFG00000001326.5	ENSGALG00000043513.2
OG0000381	ENSCAFG00000023233.3	ENSGALG00000014176.6
OG0000381	ENSCAFG00000023246.3	ENSGALG00000018977.5
OG0000382	ENSCAFG00000004380.4	ENSGALG00000008508.5
OG0000383	ENSCAFG00000049702.1	ENSGALG00000018503.6
OG0000383	ENSCAFG00000029896.2	ENSGALG00000010500.7
OG0000383	ENSCAFG00000009157.5	ENSGALG00000032545.2
OG0000384	ENSCAFG00000029185.2	ENSGALG00000033857.2, ENSGALG00000050294.1
OG0000385	ENSCAFG00000017079.5	ENSGALG00000030812.3
OG0000386	ENSCAFG00000013786.1, ENSCAFG00000013783.2, ENSCAFG00000013794.3, ENSCAFG00000013805.4	ENSGALG00000037077.2, ENSGALG00000050893.1
OG0000387	ENSCAFG00000006357.4	ENSGALG00000007862.6
OG0000387	ENSCAFG00000006061.5	ENSGALG00000007927.6
OG0000388	ENSCAFG00000012035.4	ENSGALG00000020921.5
OG0000389	ENSCAFG00000029313.2	ENSGALG00000026862.4
OG0000389	ENSCAFG00000002540.3	ENSGALG00000023580.3
OG0000390	ENSCAFG00000018873.4, ENSCAFG00000011465.3, ENSCAFG00000011192.2, ENSCAFG00000025410.3	ENSGALG00000030025.2
OG0000390	ENSCAFG00000043426.1	ENSGALG00000032453.2
OG0000392	ENSCAFG00000020334.4	ENSGALG00000035368.2
OG0000392	ENSCAFG00000020084.4, ENSCAFG00000020083.4	ENSGALG00000000038.6, ENSGALG00000046107.2
OG0000393	ENSCAFG00000011451.5	ENSGALG00000034939.3, ENSGALG00000047125.1
OG0000393	ENSCAFG00000007616.5	ENSGALG00000003645.7
OG0000394	ENSCAFG00000015855.4	ENSGALG00000045788.2
OG0000395	ENSCAFG00000008805.3, ENSCAFG00000048253.1, ENSCAFG00000015987.3, ENSCAFG00000044878.1, ENSCAFG00000044788.1, ENSCAFG00000032537.2, ENSCAFG00000015533.4, ENSCAFG00000001564.4, ENSCAFG00000044149.1, ENSCAFG00000042835.1, ENSCAFG00000045251.1, ENSCAFG00000028744.1, ENSCAFG00000006810.4	ENSGALG00000027035.4
OG0000396	ENSCAFG00000007050.4	ENSGALG00000033404.2
OG0000396	ENSCAFG00000016060.5	ENSGALG00000037935.3
OG0000396	ENSCAFG00000005727.4	ENSGALG00000011298.7
OG0000397	ENSCAFG00000030910.2	ENSGALG00000037467.2
OG0000397	ENSCAFG00000045576.1	ENSGALG00000006361.7
OG0000398	ENSCAFG00000017651.4	ENSGALG00000040741.2
OG0000398	ENSCAFG00000020082.4	ENSGALG00000004852.6
OG0000399	ENSCAFG00000006955.4	ENSGALG00000025941.3
OG0000399	ENSCAFG00000000550.4	ENSGALG00000026034.3
OG0000400	ENSCAFG00000010740.4	ENSGALG00000035645.3
OG0000400	ENSCAFG00000019825.4	ENSGALG00000041700.3
OG0000401	ENSCAFG00000015281.4	ENSGALG00000052262.1
OG0000402	ENSCAFG00000019759.4	ENSGALG00000023760.5
OG0000405	ENSCAFG00000000336.4, ENSCAFG00000017693.3, ENSCAFG00000007044.2, ENSCAFG00000047223.1	ENSGALG00000031120.3
OG0000406	ENSCAFG00000030202.2	ENSGALG00000047425.1
OG0000408	ENSCAFG00000019864.3, ENSCAFG00000003697.5, ENSCAFG00000029298.2	ENSGALG00000003340.5
OG0000414	ENSCAFG00000013968.5, ENSCAFG00000014011.4	ENSGALG00000046331.2, ENSGALG00000047807.1, ENSGALG00000044326.2
OG0000415	ENSCAFG00000006727.4	ENSGALG00000025872.4, ENSGALG00000021232.4
OG0000415	ENSCAFG00000023828.3	ENSGALG00000004804.6
OG0000416	ENSCAFG00000014548.4	ENSGALG00000004960.6
OG0000416	ENSCAFG00000018422.4	ENSGALG00000037625.3
OG0000416	ENSCAFG00000000681.5	ENSGALG00000014686.6
OG0000417	ENSCAFG00000016988.4	ENSGALG00000031002.2, ENSGALG00000049491.1
OG0000418	ENSCAFG00000004069.5	ENSGALG00000036238.2
OG0000418	ENSCAFG00000019689.4	ENSGALG00000037983.2
OG0000419	ENSCAFG00000006486.3, ENSCAFG00000015394.4, ENSCAFG00000016268.2, ENSCAFG00000018784.4, ENSCAFG00000031731.1, ENSCAFG00000002548.1, ENSCAFG00000020044.2, ENSCAFG00000024043.1, ENSCAFG00000001968.3, ENSCAFG00000000014.3, ENSCAFG00000031555.1, ENSCAFG00000004933.2	ENSGALG00000003966.7
OG0000420	ENSCAFG00000010691.4	ENSGALG00000014624.6
OG0000420	ENSCAFG00000018482.3	ENSGALG00000043352.3
OG0000420	ENSCAFG00000012285.4	ENSGALG00000039141.2
OG0000421	ENSCAFG00000004110.6	ENSGALG00000011875.6
OG0000421	ENSCAFG00000001103.4	ENSGALG00000006297.7
OG0000421	ENSCAFG00000015194.4	ENSGALG00000029416.2
OG0000423	ENSCAFG00000009709.5	ENSGALG00000005689.6
OG0000423	ENSCAFG00000002357.5	ENSGALG00000016431.6
OG0000424	ENSCAFG00000013765.4	ENSGALG00000001793.7
OG0000424	ENSCAFG00000008524.4	ENSGALG00000004582.6
OG0000424	ENSCAFG00000016543.4	ENSGALG00000048682.1
OG0000425	ENSCAFG00000005766.4	ENSGALG00000041094.2
OG0000426	ENSCAFG00000009869.4	ENSGALG00000008950.5
