Orthogroup	C_familiaris.pep	N_naja.pep
OG0000221	ENSCAFG00000001237.4	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC
OG0000222	ENSCAFG00000014655.4	Nana11085-RA
OG0000222	ENSCAFG00000011335.3	Nana20656-RA
OG0000223	ENSCAFG00000008603.5	Nana20407-RB, Nana20407-RA
OG0000223	ENSCAFG00000005523.5	Nana26323-RA
OG0000223	ENSCAFG00000018841.5	Nana32618-RA, Nana32618-RB
OG0000224	ENSCAFG00000016128.5	Nana39224-RA
OG0000224	ENSCAFG00000017286.4, ENSCAFG00000030502.2, ENSCAFG00000002541.4, ENSCAFG00000010117.4	Nana37623-RA
OG0000225	ENSCAFG00000024756.3	Nana17811-RA
OG0000226	ENSCAFG00000012299.4	Nana18637-RA
OG0000226	ENSCAFG00000015050.4	Nana18820-RA
OG0000226	ENSCAFG00000023069.3	Nana08824-RA
OG0000227	ENSCAFG00000013078.2	Nana35841-RA, Nana35618-RA
OG0000227	ENSCAFG00000028765.2, ENSCAFG00000010143.3	Nana15538-RA
OG0000228	ENSCAFG00000028630.3	Nana07844-RA
OG0000229	ENSCAFG00000007603.4	Nana08354-RA, Nana08354-RB
OG0000229	ENSCAFG00000001585.5	Nana27867-RA, Nana27867-RB, Nana27867-RC
OG0000229	ENSCAFG00000019521.4	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD
OG0000230	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4	Nana14830-RA
OG0000231	ENSCAFG00000028617.2	Nana22724-RA
OG0000231	ENSCAFG00000025497.3	Nana22723-RA
OG0000232	ENSCAFG00000009898.6, ENSCAFG00000044092.1	Nana04335-RA
OG0000232	ENSCAFG00000049974.1	Nana04336-RA
OG0000233	ENSCAFG00000017929.3	Nana22819-RA, Nana16302-RA
OG0000235	ENSCAFG00000001889.4	Nana18677-RA
OG0000235	ENSCAFG00000030702.2	Nana26056-RA, Nana09225-RA
OG0000236	ENSCAFG00000011246.4	Nana04020-RA, Nana04017-RA
OG0000236	ENSCAFG00000018166.5	Nana00165-RA
OG0000237	ENSCAFG00000002771.6	Nana00862-RB
OG0000237	ENSCAFG00000015064.5	Nana35961-RA
OG0000237	ENSCAFG00000004439.4	Nana30903-RC
OG0000238	ENSCAFG00000016982.4	Nana09145-RA
OG0000238	ENSCAFG00000009001.4	Nana28341-RB, Nana28341-RA
OG0000238	ENSCAFG00000013062.5	Nana19499-RA
OG0000239	ENSCAFG00000006859.4	Nana35381-RA
OG0000239	ENSCAFG00000006812.5	Nana35349-RA
OG0000240	ENSCAFG00000003029.4	Nana22799-RA
OG0000241	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2	Nana11741-RA, Nana06412-RA, Nana06410-RA
OG0000242	ENSCAFG00000014957.5	Nana03921-RA, Nana03921-RB
OG0000242	ENSCAFG00000042522.1	Nana03921-RC
OG0000242	ENSCAFG00000004912.4	Nana21215-RB, Nana21215-RA
OG0000242	ENSCAFG00000008750.4	Nana10104-RA
OG0000243	ENSCAFG00000014945.4	Nana06066-RA
OG0000243	ENSCAFG00000017438.5	Nana10898-RA
OG0000244	ENSCAFG00000023335.3, ENSCAFG00000015054.5	Nana25243-RA
OG0000244	ENSCAFG00000015063.2	Nana25241-RA, Nana25242-RA
OG0000245	ENSCAFG00000006313.3, ENSCAFG00000045475.1, ENSCAFG00000032254.1, ENSCAFG00000044213.1, ENSCAFG00000047204.1, ENSCAFG00000006321.4, ENSCAFG00000006317.3, ENSCAFG00000006316.3	Nana25599-RA, Nana24950-RA
OG0000248	ENSCAFG00000008265.4	Nana27998-RA, Nana27998-RC, Nana27998-RB
OG0000248	ENSCAFG00000032754.2	Nana19163-RA
OG0000248	ENSCAFG00000013917.5	Nana19165-RE, Nana19165-RG, Nana19165-RF
OG0000249	ENSCAFG00000024629.3, ENSCAFG00000004420.3	Nana30900-RA, Nana30900-RB
OG0000249	ENSCAFG00000017889.6	Nana05664-RA, Nana05665-RA
OG0000249	ENSCAFG00000016185.5	Nana01260-RA
OG0000250	ENSCAFG00000020370.6	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF
OG0000250	ENSCAFG00000017786.6	Nana22704-RA
OG0000251	ENSCAFG00000032379.2	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA
OG0000252	ENSCAFG00000009390.5	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	ENSCAFG00000023431.4	Nana02349-RA
OG0000253	ENSCAFG00000010872.5	Nana29904-RA
OG0000254	ENSCAFG00000007904.5	Nana18269-RA
OG0000254	ENSCAFG00000017804.4	Nana32712-RA
OG0000255	ENSCAFG00000008221.5, ENSCAFG00000002290.4, ENSCAFG00000018144.4	Nana23756-RA, Nana38961-RA
OG0000255	ENSCAFG00000002598.4	Nana11387-RA, Nana11387-RB
OG0000256	ENSCAFG00000004591.5	Nana21478-RA
OG0000256	ENSCAFG00000031977.2	Nana09918-RA
OG0000256	ENSCAFG00000004910.5	Nana03711-RA
OG0000257	ENSCAFG00000007161.3	Nana25143-RA, Nana25143-RB
OG0000257	ENSCAFG00000017592.4	Nana08771-RA, Nana08770-RA
OG0000257	ENSCAFG00000006792.4	Nana18134-RA
OG0000258	ENSCAFG00000005069.5	Nana14360-RA
OG0000258	ENSCAFG00000018859.5	Nana14362-RA
OG0000258	ENSCAFG00000001460.4	Nana11548-RA, Nana11548-RB
OG0000260	ENSCAFG00000013883.5	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	ENSCAFG00000004742.4	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA
OG0000263	ENSCAFG00000002744.5	Nana00869-RA
OG0000263	ENSCAFG00000041406.1	Nana30949-RB, Nana30949-RA
OG0000263	ENSCAFG00000012306.6	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC
OG0000264	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA
OG0000265	ENSCAFG00000001821.4	Nana11640-RA
OG0000265	ENSCAFG00000019448.4	Nana06155-RB
OG0000266	ENSCAFG00000046786.1, ENSCAFG00000045716.1	Nana22510-RA
OG0000267	ENSCAFG00000007728.4	Nana10107-RA
OG0000267	ENSCAFG00000005613.5	Nana22007-RB, Nana22007-RA
OG0000267	ENSCAFG00000010242.4	Nana03512-RA
OG0000269	ENSCAFG00000013336.4	Nana15310-RA
OG0000269	ENSCAFG00000000912.4	Nana39317-RA
OG0000269	ENSCAFG00000019838.4	Nana37082-RA
OG0000270	ENSCAFG00000011941.4	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000270	ENSCAFG00000018858.4	Nana12457-RC, Nana12457-RB
OG0000271	ENSCAFG00000013004.6	Nana15162-RA
OG0000271	ENSCAFG00000019380.4	Nana36409-RA
OG0000271	ENSCAFG00000016897.4	Nana09264-RA, Nana09261-RA
OG0000272	ENSCAFG00000023655.3, ENSCAFG00000023398.3	Nana23527-RA, Nana23525-RA
OG0000273	ENSCAFG00000029151.2	Nana00985-RA
OG0000273	ENSCAFG00000016335.3, ENSCAFG00000017563.2	Nana36009-RA
OG0000274	ENSCAFG00000028569.2, ENSCAFG00000046007.1	Nana34633-RA
OG0000274	ENSCAFG00000032615.2	Nana15793-RA
OG0000275	ENSCAFG00000009514.4	Nana13678-RA
OG0000275	ENSCAFG00000003455.4	Nana16692-RB
OG0000276	ENSCAFG00000048479.1	Nana33742-RA
OG0000276	ENSCAFG00000017893.5, ENSCAFG00000028975.2	Nana09391-RA
OG0000277	ENSCAFG00000006551.4	Nana26757-RA
OG0000277	ENSCAFG00000000395.4	Nana08864-RA, Nana08864-RB
OG0000278	ENSCAFG00000046463.1	Nana25910-RA
OG0000279	ENSCAFG00000010642.4	Nana11030-RA
OG0000280	ENSCAFG00000002620.5	Nana23628-RA
OG0000280	ENSCAFG00000010798.5	Nana13941-RA
OG0000280	ENSCAFG00000010081.5	Nana04357-RB, Nana04357-RA
OG0000281	ENSCAFG00000005814.3	Nana21935-RA
OG0000281	ENSCAFG00000015629.3	Nana23150-RA, Nana23150-RB
OG0000282	ENSCAFG00000017095.4	Nana23751-RA
OG0000282	ENSCAFG00000007821.3	Nana04079-RB, Nana04079-RC, Nana04079-RA
OG0000283	ENSCAFG00000008677.4	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000283	ENSCAFG00000019045.5	Nana14544-RA
OG0000283	ENSCAFG00000014862.5	Nana06082-RA
OG0000284	ENSCAFG00000003241.4, ENSCAFG00000007572.4	Nana12586-RA
OG0000285	ENSCAFG00000030793.2, ENSCAFG00000046009.1, ENSCAFG00000006485.4, ENSCAFG00000050027.1, ENSCAFG00000048887.1, ENSCAFG00000046118.1	Nana04258-RA
OG0000286	ENSCAFG00000031686.1, ENSCAFG00000031781.1, ENSCAFG00000005290.3, ENSCAFG00000030059.2, ENSCAFG00000011783.4, ENSCAFG00000018265.3, ENSCAFG00000004167.1, ENSCAFG00000011644.1, ENSCAFG00000019063.2, ENSCAFG00000001080.1, ENSCAFG00000000808.2, ENSCAFG00000004703.4, ENSCAFG00000006147.2, ENSCAFG00000008616.4, ENSCAFG00000000376.1, ENSCAFG00000011325.3, ENSCAFG00000029285.2, ENSCAFG00000005930.4, ENSCAFG00000002038.2, ENSCAFG00000016063.2	Nana09528-RA
OG0000292	ENSCAFG00000000704.4	Nana29552-RA
OG0000292	ENSCAFG00000005305.5	Nana07924-RA
OG0000293	ENSCAFG00000000661.4	Nana01719-RA
OG0000293	ENSCAFG00000014273.5	Nana25181-RB
OG0000294	ENSCAFG00000013918.4	Nana18732-RA
OG0000294	ENSCAFG00000002500.5	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA
OG0000294	ENSCAFG00000016126.4	Nana39222-RB
OG0000295	ENSCAFG00000005238.4	Nana01313-RA
OG0000295	ENSCAFG00000041420.1	Nana04030-RA
OG0000295	ENSCAFG00000008515.4	Nana34783-RB, Nana34783-RA
OG0000296	ENSCAFG00000020175.4	Nana36992-RA
OG0000296	ENSCAFG00000013289.6	Nana15316-RA
OG0000297	ENSCAFG00000001335.4	Nana14277-RA
OG0000297	ENSCAFG00000006892.6	Nana04470-RA
OG0000298	ENSCAFG00000012785.4	Nana38499-RA
OG0000298	ENSCAFG00000011175.4	Nana30244-RA
OG0000299	ENSCAFG00000000127.4	Nana12513-RA
OG0000299	ENSCAFG00000015867.5	Nana32739-RA
OG0000300	ENSCAFG00000014028.5, ENSCAFG00000014043.4	Nana35574-RA
OG0000301	ENSCAFG00000017254.5	Nana23545-RC
OG0000301	ENSCAFG00000008434.4	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	ENSCAFG00000049664.1, ENSCAFG00000045520.1, ENSCAFG00000046823.1, ENSCAFG00000043673.1, ENSCAFG00000032122.2, ENSCAFG00000031092.2, ENSCAFG00000045416.1, ENSCAFG00000045833.1, ENSCAFG00000042941.1, ENSCAFG00000046881.1, ENSCAFG00000049837.1, ENSCAFG00000032101.2, ENSCAFG00000029014.2, ENSCAFG00000029524.2, ENSCAFG00000041194.1, ENSCAFG00000046992.1	Nana32411-RA
OG0000303	ENSCAFG00000023628.4, ENSCAFG00000016084.4, ENSCAFG00000000044.4, ENSCAFG00000004124.3	Nana09584-RA
OG0000303	ENSCAFG00000010362.4, ENSCAFG00000032180.2	Nana33998-RA
OG0000304	ENSCAFG00000001704.4, ENSCAFG00000029830.2	Nana27334-RA
OG0000305	ENSCAFG00000019812.5	Nana14316-RA
OG0000305	ENSCAFG00000019809.4	Nana14317-RA
OG0000306	ENSCAFG00000000332.4	Nana10545-RA
OG0000307	ENSCAFG00000000767.5	Nana29521-RA
OG0000307	ENSCAFG00000029819.2	Nana08341-RA
OG0000307	ENSCAFG00000019841.6	Nana14296-RA
OG0000308	ENSCAFG00000017946.4, ENSCAFG00000018625.5	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	ENSCAFG00000030630.2	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD
OG0000310	ENSCAFG00000023105.4	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA
OG0000311	ENSCAFG00000025361.3, ENSCAFG00000045650.1, ENSCAFG00000025180.3, ENSCAFG00000029747.2	Nana37898-RA
OG0000318	ENSCAFG00000016859.5	Nana24333-RA
OG0000318	ENSCAFG00000014929.6	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	ENSCAFG00000000558.4	Nana27917-RA, Nana27914-RA
OG0000320	ENSCAFG00000011922.4	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	ENSCAFG00000010737.6	Nana29840-RA
OG0000320	ENSCAFG00000000905.5	Nana02050-RA
OG0000321	ENSCAFG00000013723.6	Nana33059-RA
OG0000321	ENSCAFG00000019109.5	Nana06396-RA
OG0000322	ENSCAFG00000001448.5	Nana14262-RA
OG0000322	ENSCAFG00000015683.4	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA
OG0000323	ENSCAFG00000007095.4, ENSCAFG00000019775.3, ENSCAFG00000024923.2, ENSCAFG00000007124.4	Nana30376-RA
OG0000324	ENSCAFG00000009913.4	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	ENSCAFG00000010238.4	Nana15546-RA, Nana15547-RA
OG0000324	ENSCAFG00000012293.5	Nana39126-RA
OG0000325	ENSCAFG00000024322.3, ENSCAFG00000041579.1, ENSCAFG00000041880.1, ENSCAFG00000012234.4, ENSCAFG00000049045.1, ENSCAFG00000017386.4, ENSCAFG00000043616.1	Nana36067-RA
OG0000326	ENSCAFG00000002008.5	Nana02914-RA
OG0000327	ENSCAFG00000018210.5	Nana08833-RA
OG0000327	ENSCAFG00000017189.2	Nana31958-RA, Nana31957-RA
OG0000327	ENSCAFG00000006742.5	Nana25080-RA
OG0000328	ENSCAFG00000007027.3	Nana30428-RA
OG0000328	ENSCAFG00000007029.3	Nana30432-RA, Nana30431-RA, Nana30427-RA
OG0000329	ENSCAFG00000017039.6	Nana37734-RA, Nana23771-RA
OG0000329	ENSCAFG00000018898.4	Nana00121-RA
OG0000329	ENSCAFG00000009924.4	Nana35005-RA, Nana35005-RB
OG0000331	ENSCAFG00000025445.4	Nana16409-RA
OG0000331	ENSCAFG00000013084.6	Nana13337-RA
OG0000331	ENSCAFG00000032365.2	Nana00675-RA
OG0000332	ENSCAFG00000005769.4, ENSCAFG00000005758.5, ENSCAFG00000005818.5, ENSCAFG00000005832.5, ENSCAFG00000005841.5, ENSCAFG00000028812.2	Nana28189-RA, Nana28187-RA
OG0000333	ENSCAFG00000029992.2, ENSCAFG00000046469.1, ENSCAFG00000005434.4, ENSCAFG00000002336.4, ENSCAFG00000004962.4, ENSCAFG00000025174.3, ENSCAFG00000005494.4, ENSCAFG00000003861.4, ENSCAFG00000015164.2	Nana23569-RA
OG0000334	ENSCAFG00000002015.5	Nana19999-RA
OG0000335	ENSCAFG00000015866.2	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA
OG0000345	ENSCAFG00000016888.5	Nana24331-RA
OG0000346	ENSCAFG00000015905.5	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC
OG0000346	ENSCAFG00000016791.4	Nana32006-RA, Nana32006-RB
OG0000347	ENSCAFG00000016741.6	Nana36343-RA
OG0000347	ENSCAFG00000019033.5	Nana06408-RA
OG0000347	ENSCAFG00000013208.4	Nana33238-RA
OG0000348	ENSCAFG00000016055.5	Nana01275-RA
OG0000348	ENSCAFG00000005104.5	Nana30929-RA, Nana30929-RB
OG0000348	ENSCAFG00000009562.5	Nana05052-RA
OG0000349	ENSCAFG00000007659.5	Nana17991-RA, Nana17991-RB
OG0000349	ENSCAFG00000006162.5	Nana25001-RA
OG0000349	ENSCAFG00000001094.4	Nana08899-RA, Nana08899-RB
OG0000350	ENSCAFG00000005774.4, ENSCAFG00000005321.4	Nana21950-RA, Nana03330-RA
OG0000351	ENSCAFG00000015797.4, ENSCAFG00000023194.4	Nana37238-RA
OG0000351	ENSCAFG00000015813.4	Nana37242-RA
OG0000352	ENSCAFG00000005442.4	Nana09644-RA
OG0000352	ENSCAFG00000002717.5	Nana09328-RA, Nana21757-RA
OG0000353	ENSCAFG00000004407.4	Nana02273-RA
OG0000353	ENSCAFG00000000168.4	Nana12569-RA
OG0000354	ENSCAFG00000012129.4	Nana19605-RA
OG0000354	ENSCAFG00000016388.5	Nana08689-RA
OG0000355	ENSCAFG00000013005.5	Nana20723-RA
OG0000355	ENSCAFG00000006971.4	Nana20113-RA
OG0000356	ENSCAFG00000008653.4	Nana18750-RA
OG0000356	ENSCAFG00000018564.4	Nana32378-RA
OG0000356	ENSCAFG00000014838.5	Nana25229-RA
OG0000357	ENSCAFG00000008768.5	Nana24684-RA
OG0000357	ENSCAFG00000003580.5	Nana24683-RA, Nana02155-RA
OG0000358	ENSCAFG00000014334.6	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH
OG0000359	ENSCAFG00000030830.2	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA
OG0000360	ENSCAFG00000013345.4, ENSCAFG00000043960.1	Nana20071-RB, Nana20071-RA
OG0000360	ENSCAFG00000002788.4	Nana21777-RB, Nana21777-RC
OG0000362	ENSCAFG00000000334.4	Nana08859-RA
OG0000362	ENSCAFG00000014083.5	Nana19211-RA
OG0000363	ENSCAFG00000024344.4, ENSCAFG00000023173.3	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA
OG0000365	ENSCAFG00000032583.2, ENSCAFG00000031038.2	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA
OG0000366	ENSCAFG00000031246.2	Nana03020-RA
OG0000367	ENSCAFG00000000801.4, ENSCAFG00000025038.2, ENSCAFG00000024874.3, ENSCAFG00000001138.4, ENSCAFG00000010849.4	Nana07833-RB, Nana07833-RA
OG0000371	ENSCAFG00000018154.6	Nana32087-RA
OG0000371	ENSCAFG00000013067.4	Nana20127-RA
OG0000373	ENSCAFG00000024151.3	Nana36338-RA
OG0000373	ENSCAFG00000018170.5	Nana06045-RA
OG0000373	ENSCAFG00000010881.4	Nana33499-RA
OG0000374	ENSCAFG00000001067.4	Nana01995-RA, Nana39710-RA
OG0000374	ENSCAFG00000003280.4, ENSCAFG00000000696.4	Nana16757-RA
OG0000375	ENSCAFG00000008684.5	Nana27993-RC, Nana27993-RB
OG0000375	ENSCAFG00000005751.5	Nana15483-RA
OG0000376	ENSCAFG00000012407.5	Nana03174-RA
OG0000376	ENSCAFG00000001906.3	Nana21441-RA
OG0000376	ENSCAFG00000014134.5	Nana22930-RA
OG0000377	ENSCAFG00000015782.5	Nana06002-RA
OG0000377	ENSCAFG00000004250.5	Nana00711-RA
OG0000377	ENSCAFG00000016983.5	Nana32801-RA
OG0000378	ENSCAFG00000016909.3	Nana23839-RA
OG0000378	ENSCAFG00000013498.5, ENSCAFG00000023850.4, ENSCAFG00000013439.4	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD
OG0000379	ENSCAFG00000015697.4	Nana10577-RA
OG0000379	ENSCAFG00000023669.3	Nana29623-RA
OG0000379	ENSCAFG00000024216.3, ENSCAFG00000013665.4	Nana14026-RA
OG0000380	ENSCAFG00000007976.5	Nana04566-RA
OG0000380	ENSCAFG00000001326.5	Nana14280-RA
OG0000380	ENSCAFG00000003698.5	Nana23577-RA
OG0000381	ENSCAFG00000023233.3	Nana37627-RA
OG0000381	ENSCAFG00000023246.3	Nana37625-RA
OG0000382	ENSCAFG00000004380.4	Nana00911-RA
OG0000382	ENSCAFG00000014281.4	Nana35852-RB, Nana35852-RA
OG0000382	ENSCAFG00000014595.4	Nana05932-RA
OG0000383	ENSCAFG00000049702.1	Nana28138-RA
OG0000383	ENSCAFG00000029896.2	Nana19432-RA
OG0000385	ENSCAFG00000000557.5	Nana11886-RA
OG0000385	ENSCAFG00000017079.5, ENSCAFG00000019435.4	Nana06186-RA
OG0000387	ENSCAFG00000006357.4	Nana08133-RA
OG0000387	ENSCAFG00000006061.5	Nana08155-RA, Nana08149-RA
OG0000388	ENSCAFG00000012035.4	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN
OG0000388	ENSCAFG00000016875.4	Nana23218-RA
OG0000389	ENSCAFG00000029313.2	Nana20980-RA
OG0000389	ENSCAFG00000016124.4	Nana39948-RB, Nana39948-RA
OG0000390	ENSCAFG00000018873.4, ENSCAFG00000011465.3, ENSCAFG00000011192.2, ENSCAFG00000025410.3	Nana16521-RA
OG0000390	ENSCAFG00000043426.1	Nana16520-RA
OG0000390	ENSCAFG00000008463.5	Nana16522-RA
OG0000391	ENSCAFG00000031429.2	Nana11680-RA
OG0000392	ENSCAFG00000020334.4	Nana31341-RA
OG0000392	ENSCAFG00000020084.4, ENSCAFG00000020083.4	Nana31098-RA
OG0000393	ENSCAFG00000011451.5	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB
OG0000393	ENSCAFG00000007616.5	Nana34852-RE, Nana34852-RF, Nana34852-RD
OG0000394	ENSCAFG00000030725.2	Nana07199-RA
OG0000394	ENSCAFG00000015855.4	Nana07200-RA
OG0000395	ENSCAFG00000048253.1, ENSCAFG00000015987.3, ENSCAFG00000044878.1, ENSCAFG00000044788.1, ENSCAFG00000032537.2, ENSCAFG00000015533.4, ENSCAFG00000001564.4, ENSCAFG00000044149.1	Nana25103-RA
OG0000396	ENSCAFG00000007050.4	Nana10310-RA
OG0000396	ENSCAFG00000016060.5	Nana23075-RA
OG0000397	ENSCAFG00000030910.2	Nana25526-RA, Nana25525-RA, Nana25524-RA
OG0000397	ENSCAFG00000045576.1	Nana20138-RA
OG0000399	ENSCAFG00000006955.4	Nana16314-RA
OG0000400	ENSCAFG00000010740.4	Nana08621-RA
OG0000400	ENSCAFG00000016413.4	Nana14313-RA
OG0000401	ENSCAFG00000015281.4	Nana29388-RA
OG0000401	ENSCAFG00000015289.1	Nana29384-RA
OG0000403	ENSCAFG00000024781.4	Nana07167-RA, Nana07162-RA, Nana07162-RB
OG0000404	ENSCAFG00000016355.4	Nana09286-RA
OG0000405	ENSCAFG00000047223.1	Nana08853-RG, Nana08853-RE, Nana08853-RF, Nana08853-RH, Nana08853-RD, Nana08853-RB, Nana08853-RC, Nana08853-RA
OG0000406	ENSCAFG00000030202.2, ENSCAFG00000000604.4	Nana07655-RA
OG0000408	ENSCAFG00000019864.3, ENSCAFG00000003697.5, ENSCAFG00000029298.2	Nana36768-RA
OG0000415	ENSCAFG00000006727.4	Nana12999-RA
OG0000415	ENSCAFG00000023828.3	Nana12986-RA
OG0000416	ENSCAFG00000014548.4	Nana33184-RA
OG0000416	ENSCAFG00000018422.4	Nana06534-RA
OG0000416	ENSCAFG00000000681.5	Nana11858-RA
OG0000417	ENSCAFG00000016988.4	Nana36144-RB, Nana36144-RA, Nana36144-RC, Nana36144-RE, Nana36144-RD, Nana36148-RA
OG0000418	ENSCAFG00000004069.5	Nana27192-RA
OG0000418	ENSCAFG00000019689.4	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF
OG0000419	ENSCAFG00000015394.4, ENSCAFG00000016268.2, ENSCAFG00000018784.4, ENSCAFG00000031731.1, ENSCAFG00000002548.1, ENSCAFG00000020044.2, ENSCAFG00000024043.1, ENSCAFG00000001968.3, ENSCAFG00000000014.3, ENSCAFG00000031555.1, ENSCAFG00000004933.2	Nana00100-RA, Nana16559-RA
OG0000420	ENSCAFG00000010691.4	Nana33386-RA
OG0000420	ENSCAFG00000018482.3	Nana06458-RA
OG0000421	ENSCAFG00000004110.6	Nana18105-RA
OG0000421	ENSCAFG00000015194.4	Nana25261-RA
OG0000423	ENSCAFG00000009709.5	Nana19099-RA
OG0000423	ENSCAFG00000001719.5	Nana11253-RA, Nana19102-RA, Nana27953-RA
OG0000424	ENSCAFG00000013765.4	Nana00489-RA
OG0000424	ENSCAFG00000008524.4	Nana34780-RA
OG0000424	ENSCAFG00000016543.4	Nana23819-RA
OG0000425	ENSCAFG00000002613.4	Nana23602-RA
OG0000426	ENSCAFG00000009869.4	Nana05026-RA
OG0000426	ENSCAFG00000005348.4	Nana21088-RA
OG0000427	ENSCAFG00000007478.4	Nana13798-RA
OG0000427	ENSCAFG00000041020.1	Nana24261-RA
OG0000427	ENSCAFG00000008510.4	Nana16524-RA
OG0000428	ENSCAFG00000024982.3, ENSCAFG00000004942.3	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA
OG0000429	ENSCAFG00000029928.2, ENSCAFG00000002713.5	Nana23646-RA
OG0000429	ENSCAFG00000011326.4	Nana09841-RA
OG0000430	ENSCAFG00000001508.4	Nana27315-RA
OG0000431	ENSCAFG00000005506.4	Nana09647-RA
OG0000431	ENSCAFG00000003993.4	Nana23631-RA
OG0000433	ENSCAFG00000017604.3, ENSCAFG00000017465.3, ENSCAFG00000016013.3, ENSCAFG00000005292.3, ENSCAFG00000011598.4	Nana16362-RA, Nana09857-RA
OG0000434	ENSCAFG00000019817.5	Nana37089-RF
OG0000434	ENSCAFG00000000871.5	Nana06917-RB, Nana06917-RD, Nana06917-RC
OG0000435	ENSCAFG00000009348.5	Nana13964-RA
OG0000435	ENSCAFG00000010475.4	Nana27459-RA
OG0000435	ENSCAFG00000006740.4	Nana04591-RA
OG0000437	ENSCAFG00000030286.3	Nana25606-RC, Nana25606-RA, Nana25606-RD
OG0000438	ENSCAFG00000019346.5	Nana23502-RC, Nana23502-RA, Nana23502-RD, Nana23502-RE, Nana23502-RF, Nana23502-RB
OG0000438	ENSCAFG00000013537.6	Nana38019-RA
OG0000439	ENSCAFG00000018250.4	Nana32640-RB, Nana32640-RC
OG0000439	ENSCAFG00000007897.4	Nana20313-RA
OG0000440	ENSCAFG00000001842.4, ENSCAFG00000045192.1, ENSCAFG00000018440.4, ENSCAFG00000018438.4	Nana15375-RA, Nana11260-RA
OG0000441	ENSCAFG00000023412.4	Nana08460-RA
OG0000441	ENSCAFG00000015756.4	Nana27494-RA, Nana27494-RC, Nana27494-RB
OG0000442	ENSCAFG00000018830.5	Nana32619-RA, Nana32619-RB
OG0000442	ENSCAFG00000031794.2	Nana20411-RA
