Orthogroup	C_familiaris.pep	P_troglodytes.pep
OG0000065	ENSCAFG00000023610.3	ENSPTRG00000006681.6, ENSPTRG00000006683.3
OG0000065	ENSCAFG00000017675.5	ENSPTRG00000023582.6
OG0000065	ENSCAFG00000017646.4	ENSPTRG00000023666.5
OG0000069	ENSCAFG00000000063.4	ENSPTRG00000005060.3
OG0000069	ENSCAFG00000000148.4	ENSPTRG00000005113.5
OG0000069	ENSCAFG00000023161.2	ENSPTRG00000005112.4
OG0000070	ENSCAFG00000029067.2, ENSCAFG00000030172.2, ENSCAFG00000042474.1	ENSPTRG00000011427.5, ENSPTRG00000011413.5, ENSPTRG00000048860.1, ENSPTRG00000050668.1, ENSPTRG00000033715.3, ENSPTRG00000042866.1, ENSPTRG00000028900.4, ENSPTRG00000042765.1, ENSPTRG00000011412.5, ENSPTRG00000051674.1, ENSPTRG00000048513.1, ENSPTRG00000011428.5, ENSPTRG00000050020.1, ENSPTRG00000022655.5, ENSPTRG00000011409.5, ENSPTRG00000023486.4, ENSPTRG00000023174.5, ENSPTRG00000028903.2, ENSPTRG00000011420.5, ENSPTRG00000048687.1, ENSPTRG00000011417.6, ENSPTRG00000046625.1, ENSPTRG00000051153.1, ENSPTRG00000049427.1, ENSPTRG00000039448.2, ENSPTRG00000044854.1
OG0000071	ENSCAFG00000014247.5, ENSCAFG00000023933.3	ENSPTRG00000011030.6, ENSPTRG00000050646.1, ENSPTRG00000045990.1, ENSPTRG00000051404.1, ENSPTRG00000045877.1, ENSPTRG00000045330.1, ENSPTRG00000049486.1, ENSPTRG00000011067.7, ENSPTRG00000051729.1, ENSPTRG00000048170.1, ENSPTRG00000049328.1, ENSPTRG00000048924.1, ENSPTRG00000050518.1, ENSPTRG00000052731.1, ENSPTRG00000048736.1, ENSPTRG00000047617.1, ENSPTRG00000049320.1, ENSPTRG00000041975.2, ENSPTRG00000011072.6, ENSPTRG00000011063.4, ENSPTRG00000011032.6, ENSPTRG00000011031.6, ENSPTRG00000011061.7
OG0000071	ENSCAFG00000043802.1	ENSPTRG00000011033.7, ENSPTRG00000011029.4
OG0000072	ENSCAFG00000015418.4	ENSPTRG00000023694.5
OG0000072	ENSCAFG00000024439.3	ENSPTRG00000003796.6
OG0000072	ENSCAFG00000029947.2, ENSCAFG00000013724.3	ENSPTRG00000052347.1
OG0000072	ENSCAFG00000025146.3	ENSPTRG00000023703.5
OG0000072	ENSCAFG00000014367.4	ENSPTRG00000003841.6
OG0000072	ENSCAFG00000025291.4	ENSPTRG00000003799.5
OG0000072	ENSCAFG00000043861.1, ENSCAFG00000015226.5	ENSPTRG00000003797.6, ENSPTRG00000024251.5, ENSPTRG00000003800.7
OG0000073	ENSCAFG00000000641.4	ENSPTRG00000029753.4
OG0000073	ENSCAFG00000000639.3	ENSPTRG00000029754.4
OG0000073	ENSCAFG00000001886.2	ENSPTRG00000043209.1, ENSPTRG00000050744.1, ENSPTRG00000052825.1, ENSPTRG00000051554.1
OG0000073	ENSCAFG00000011666.4	ENSPTRG00000004404.6
OG0000073	ENSCAFG00000016031.2	ENSPTRG00000006439.5
OG0000074	ENSCAFG00000003818.4	ENSPTRG00000049562.1, ENSPTRG00000052186.1, ENSPTRG00000043298.1, ENSPTRG00000052633.1, ENSPTRG00000052290.1, ENSPTRG00000043326.1, ENSPTRG00000043797.1
OG0000076	ENSCAFG00000014977.4, ENSCAFG00000045242.1, ENSCAFG00000024337.3, ENSCAFG00000031023.2, ENSCAFG00000048830.1	ENSPTRG00000049078.1, ENSPTRG00000043697.1
OG0000077	ENSCAFG00000002723.5, ENSCAFG00000032019.2	ENSPTRG00000011432.6
OG0000077	ENSCAFG00000010686.4	ENSPTRG00000002198.7
OG0000077	ENSCAFG00000006714.5	ENSPTRG00000003311.4
OG0000077	ENSCAFG00000024796.3	ENSPTRG00000003118.7
OG0000079	ENSCAFG00000042586.1	ENSPTRG00000046992.1
OG0000079	ENSCAFG00000043031.1	ENSPTRG00000052324.1
OG0000079	ENSCAFG00000031359.2	ENSPTRG00000052787.1
OG0000079	ENSCAFG00000049082.1	ENSPTRG00000049138.1
OG0000079	ENSCAFG00000003812.4	ENSPTRG00000046904.1, ENSPTRG00000049879.1, ENSPTRG00000040773.2
OG0000079	ENSCAFG00000045360.1	ENSPTRG00000052858.1
OG0000081	ENSCAFG00000007774.4	ENSPTRG00000004955.4
OG0000081	ENSCAFG00000016301.5	ENSPTRG00000000197.7
OG0000081	ENSCAFG00000014733.4	ENSPTRG00000046509.1, ENSPTRG00000042992.1, ENSPTRG00000042935.1
OG0000083	ENSCAFG00000018167.4	ENSPTRG00000009039.6, ENSPTRG00000047483.1, ENSPTRG00000045727.1, ENSPTRG00000009037.6
OG0000083	ENSCAFG00000018164.4	ENSPTRG00000043187.1
OG0000083	ENSCAFG00000018169.4	ENSPTRG00000033677.3
OG0000085	ENSCAFG00000006062.5	ENSPTRG00000006031.6
OG0000085	ENSCAFG00000018020.5	ENSPTRG00000022173.6
OG0000085	ENSCAFG00000018016.5	ENSPTRG00000022171.7
OG0000085	ENSCAFG00000010423.5	ENSPTRG00000012991.7
OG0000085	ENSCAFG00000010426.5	ENSPTRG00000012992.7
OG0000086	ENSCAFG00000013249.4	ENSPTRG00000013737.4
OG0000086	ENSCAFG00000041091.1	ENSPTRG00000016737.5
OG0000086	ENSCAFG00000044361.1	ENSPTRG00000048890.1
OG0000086	ENSCAFG00000025295.2	ENSPTRG00000051935.1
OG0000086	ENSCAFG00000007079.4	ENSPTRG00000051235.1
OG0000086	ENSCAFG00000000565.3, ENSCAFG00000017221.3	ENSPTRG00000047542.1
OG0000086	ENSCAFG00000046499.1	ENSPTRG00000018347.7
OG0000087	ENSCAFG00000017262.4	ENSPTRG00000008746.7
OG0000087	ENSCAFG00000018560.4	ENSPTRG00000007810.7
OG0000087	ENSCAFG00000001630.4	ENSPTRG00000014309.6
OG0000087	ENSCAFG00000003156.5	ENSPTRG00000011333.6
OG0000090	ENSCAFG00000009316.4	ENSPTRG00000022723.5
OG0000090	ENSCAFG00000020391.4	ENSPTRG00000008209.4, ENSPTRG00000051277.1
OG0000091	ENSCAFG00000020200.6	ENSPTRG00000000940.5
OG0000091	ENSCAFG00000020204.5	ENSPTRG00000000937.5, ENSPTRG00000000934.6, ENSPTRG00000048580.1, ENSPTRG00000000935.6
OG0000092	ENSCAFG00000015796.4	ENSPTRG00000052468.1, ENSPTRG00000010637.6
OG0000092	ENSCAFG00000017311.5	ENSPTRG00000001375.7
OG0000092	ENSCAFG00000002086.5	ENSPTRG00000024321.6
OG0000093	ENSCAFG00000006121.5	ENSPTRG00000005286.7
OG0000093	ENSCAFG00000009564.4	ENSPTRG00000001873.7
OG0000093	ENSCAFG00000019230.4	ENSPTRG00000022399.4
OG0000093	ENSCAFG00000005076.5	ENSPTRG00000014620.7
OG0000094	ENSCAFG00000045458.1	ENSPTRG00000016608.5
OG0000094	ENSCAFG00000016666.3	ENSPTRG00000030707.2
OG0000094	ENSCAFG00000016663.3	ENSPTRG00000048603.1, ENSPTRG00000006493.6
OG0000095	ENSCAFG00000004561.5	ENSPTRG00000009610.3
OG0000095	ENSCAFG00000024944.3, ENSCAFG00000043524.1, ENSCAFG00000024942.4, ENSCAFG00000043569.1	ENSPTRG00000030785.2
OG0000095	ENSCAFG00000004595.5	ENSPTRG00000009615.6
OG0000095	ENSCAFG00000004565.5	ENSPTRG00000009613.5
OG0000095	ENSCAFG00000028912.2	ENSPTRG00000050623.1
OG0000095	ENSCAFG00000044944.1, ENSCAFG00000024792.3	ENSPTRG00000022952.5, ENSPTRG00000009611.3
OG0000096	ENSCAFG00000011300.4, ENSCAFG00000011293.4	ENSPTRG00000024368.3
OG0000096	ENSCAFG00000023573.3	ENSPTRG00000028369.3
OG0000096	ENSCAFG00000011470.3	ENSPTRG00000004412.3
OG0000096	ENSCAFG00000011237.4	ENSPTRG00000004416.6
OG0000096	ENSCAFG00000030741.2	ENSPTRG00000044958.1, ENSPTRG00000004420.3
OG0000096	ENSCAFG00000031352.2	ENSPTRG00000044709.1, ENSPTRG00000047513.1
OG0000099	ENSCAFG00000015936.4	ENSPTRG00000012967.5
OG0000099	ENSCAFG00000003332.4	ENSPTRG00000018428.5
OG0000099	ENSCAFG00000008741.4	ENSPTRG00000015127.3
OG0000099	ENSCAFG00000023528.4	ENSPTRG00000000316.6
OG0000099	ENSCAFG00000002714.5	ENSPTRG00000016095.5
OG0000100	ENSCAFG00000009056.4	ENSPTRG00000020084.5
OG0000100	ENSCAFG00000024869.4	ENSPTRG00000020085.4
OG0000101	ENSCAFG00000041354.1	ENSPTRG00000049344.1
OG0000101	ENSCAFG00000042554.1	ENSPTRG00000005080.7
OG0000101	ENSCAFG00000000110.4	ENSPTRG00000023043.4
OG0000101	ENSCAFG00000013875.6	ENSPTRG00000012879.6
OG0000101	ENSCAFG00000013728.4	ENSPTRG00000024314.6
OG0000102	ENSCAFG00000009239.4	ENSPTRG00000003422.7
OG0000102	ENSCAFG00000009211.5, ENSCAFG00000003294.4, ENSCAFG00000043434.1	ENSPTRG00000047792.1
OG0000102	ENSCAFG00000007763.4, ENSCAFG00000007942.4	ENSPTRG00000050528.1, ENSPTRG00000050437.1, ENSPTRG00000043159.1
OG0000102	ENSCAFG00000012195.5	ENSPTRG00000004762.5, ENSPTRG00000042933.1, ENSPTRG00000052843.1
OG0000103	ENSCAFG00000030916.1	ENSPTRG00000033853.3
OG0000103	ENSCAFG00000029932.1	ENSPTRG00000045861.1
OG0000103	ENSCAFG00000030970.1	ENSPTRG00000041832.2
OG0000103	ENSCAFG00000046405.1	ENSPTRG00000044873.1, ENSPTRG00000049604.1
OG0000106	ENSCAFG00000002232.4	ENSPTRG00000044399.1, ENSPTRG00000032634.2, ENSPTRG00000031176.4
OG0000106	ENSCAFG00000006580.5	ENSPTRG00000049417.1
OG0000106	ENSCAFG00000013497.4	ENSPTRG00000052830.1, ENSPTRG00000012676.4
OG0000106	ENSCAFG00000019198.3	ENSPTRG00000018253.5
OG0000107	ENSCAFG00000048432.1, ENSCAFG00000049688.1, ENSCAFG00000032602.2, ENSCAFG00000043543.1, ENSCAFG00000047732.1, ENSCAFG00000049654.1, ENSCAFG00000045217.1, ENSCAFG00000047089.1, ENSCAFG00000046019.1, ENSCAFG00000025190.3	ENSPTRG00000049794.1, ENSPTRG00000028486.3, ENSPTRG00000031266.4
OG0000108	ENSCAFG00000014877.4, ENSCAFG00000014939.5, ENSCAFG00000014990.4	ENSPTRG00000019458.7, ENSPTRG00000033773.3, ENSPTRG00000019459.7, ENSPTRG00000019461.7, ENSPTRG00000048873.1
OG0000109	ENSCAFG00000009844.2	ENSPTRG00000031142.2
OG0000109	ENSCAFG00000004081.4	ENSPTRG00000028419.5
OG0000109	ENSCAFG00000032077.2	ENSPTRG00000007693.4
OG0000109	ENSCAFG00000032642.1	ENSPTRG00000038833.2
OG0000110	ENSCAFG00000030472.2	ENSPTRG00000006589.6
OG0000110	ENSCAFG00000014338.6	ENSPTRG00000003843.6
OG0000110	ENSCAFG00000002712.4	ENSPTRG00000047199.1
OG0000111	ENSCAFG00000008668.4	ENSPTRG00000016192.3
OG0000111	ENSCAFG00000006087.5	ENSPTRG00000045367.1, ENSPTRG00000019200.6
OG0000111	ENSCAFG00000001952.5	ENSPTRG00000046053.1, ENSPTRG00000048384.1
OG0000111	ENSCAFG00000000906.4	ENSPTRG00000044122.1, ENSPTRG00000017222.6
OG0000111	ENSCAFG00000018419.5	ENSPTRG00000022227.7
OG0000112	ENSCAFG00000028888.3, ENSCAFG00000029376.2, ENSCAFG00000031254.2, ENSCAFG00000029232.3	ENSPTRG00000031179.3, ENSPTRG00000031178.3, ENSPTRG00000043598.1, ENSPTRG00000043146.1, ENSPTRG00000050567.1
OG0000112	ENSCAFG00000030088.2	ENSPTRG00000039427.2
OG0000112	ENSCAFG00000002857.5	ENSPTRG00000016116.6
OG0000113	ENSCAFG00000031682.2	ENSPTRG00000018280.6, ENSPTRG00000032454.4, ENSPTRG00000048903.1, ENSPTRG00000018284.3, ENSPTRG00000032453.3
OG0000113	ENSCAFG00000024066.3, ENSCAFG00000009164.4, ENSCAFG00000008721.3	ENSPTRG00000018285.3
OG0000115	ENSCAFG00000016928.4	ENSPTRG00000008721.5
OG0000115	ENSCAFG00000016949.4	ENSPTRG00000008724.5
OG0000115	ENSCAFG00000023464.3	ENSPTRG00000008723.4
OG0000115	ENSCAFG00000006948.4	ENSPTRG00000002458.5
OG0000116	ENSCAFG00000031250.2	ENSPTRG00000009172.6
OG0000116	ENSCAFG00000016007.4	ENSPTRG00000009132.5
OG0000118	ENSCAFG00000004727.5	ENSPTRG00000011092.4
OG0000119	ENSCAFG00000012914.5	ENSPTRG00000000350.6
OG0000119	ENSCAFG00000006342.3, ENSCAFG00000002351.2, ENSCAFG00000003053.3, ENSCAFG00000000621.5	ENSPTRG00000017982.6
OG0000119	ENSCAFG00000009568.4	ENSPTRG00000013882.5
OG0000119	ENSCAFG00000002016.5	ENSPTRG00000018230.7
OG0000120	ENSCAFG00000010932.3	ENSPTRG00000017807.3
OG0000120	ENSCAFG00000031512.1	ENSPTRG00000017810.3
OG0000120	ENSCAFG00000010923.4	ENSPTRG00000017819.4
OG0000120	ENSCAFG00000043597.1	ENSPTRG00000017858.3
OG0000121	ENSCAFG00000023682.2	ENSPTRG00000043323.1
OG0000126	ENSCAFG00000001462.4	ENSPTRG00000021048.7
OG0000126	ENSCAFG00000001534.6	ENSPTRG00000021047.6
OG0000126	ENSCAFG00000017589.6	ENSPTRG00000007231.7
OG0000127	ENSCAFG00000004442.4	ENSPTRG00000019841.5
OG0000127	ENSCAFG00000004429.4	ENSPTRG00000050853.1, ENSPTRG00000023917.4
OG0000127	ENSCAFG00000004444.4	ENSPTRG00000049199.1, ENSPTRG00000028361.4
OG0000127	ENSCAFG00000025209.3	ENSPTRG00000019845.6
OG0000128	ENSCAFG00000005426.4	ENSPTRG00000044163.1
OG0000128	ENSCAFG00000005431.4	ENSPTRG00000006105.5
OG0000129	ENSCAFG00000009280.5	ENSPTRG00000013505.6
OG0000129	ENSCAFG00000018639.5	ENSPTRG00000009851.6
OG0000129	ENSCAFG00000011524.5	ENSPTRG00000000447.7
OG0000129	ENSCAFG00000001101.5	ENSPTRG00000018587.7
OG0000130	ENSCAFG00000012794.4	ENSPTRG00000001293.7
OG0000131	ENSCAFG00000011907.5	ENSPTRG00000014010.6
OG0000131	ENSCAFG00000044122.1, ENSCAFG00000003326.3	ENSPTRG00000012025.5
OG0000132	ENSCAFG00000007697.3	ENSPTRG00000023503.3
OG0000132	ENSCAFG00000029997.1, ENSCAFG00000030519.1, ENSCAFG00000032726.1	ENSPTRG00000028629.2
OG0000132	ENSCAFG00000046264.1	ENSPTRG00000029950.2
OG0000135	ENSCAFG00000025335.3, ENSCAFG00000046516.1	ENSPTRG00000013166.7
OG0000135	ENSCAFG00000015593.4, ENSCAFG00000031201.3, ENSCAFG00000030315.2, ENSCAFG00000025454.3, ENSCAFG00000029953.3, ENSCAFG00000025524.3	ENSPTRG00000047284.1, ENSPTRG00000044253.1, ENSPTRG00000013171.6
OG0000136	ENSCAFG00000013171.4	ENSPTRG00000052293.1
OG0000136	ENSCAFG00000000828.4	ENSPTRG00000018793.6
OG0000136	ENSCAFG00000012408.5	ENSPTRG00000000387.6
OG0000136	ENSCAFG00000017373.4	ENSPTRG00000022064.4
OG0000137	ENSCAFG00000002129.5	ENSPTRG00000019421.3
OG0000137	ENSCAFG00000016967.4	ENSPTRG00000009388.4
OG0000137	ENSCAFG00000013476.4	ENSPTRG00000021750.6
OG0000137	ENSCAFG00000013060.5	ENSPTRG00000012642.6
OG0000138	ENSCAFG00000005174.4	ENSPTRG00000046598.1
OG0000138	ENSCAFG00000011889.1	ENSPTRG00000047621.1, ENSPTRG00000047270.1, ENSPTRG00000044952.1, ENSPTRG00000051497.1
OG0000138	ENSCAFG00000015223.4	ENSPTRG00000012951.6
OG0000143	ENSCAFG00000029801.2	ENSPTRG00000020152.4
OG0000143	ENSCAFG00000031398.3	ENSPTRG00000002655.6
OG0000143	ENSCAFG00000044275.1	ENSPTRG00000002653.5
OG0000144	ENSCAFG00000032359.2	ENSPTRG00000052806.1, ENSPTRG00000028357.4
OG0000146	ENSCAFG00000019335.4	ENSPTRG00000014859.5
OG0000146	ENSCAFG00000042548.1	ENSPTRG00000049614.1, ENSPTRG00000007661.4
OG0000147	ENSCAFG00000010962.5	ENSPTRG00000003073.5
OG0000147	ENSCAFG00000015799.4	ENSPTRG00000015878.6
OG0000147	ENSCAFG00000006607.4	ENSPTRG00000017380.6
OG0000147	ENSCAFG00000008753.4	ENSPTRG00000020099.4
OG0000149	ENSCAFG00000005776.5	ENSPTRG00000010935.5
OG0000149	ENSCAFG00000010822.4	ENSPTRG00000002144.4
OG0000149	ENSCAFG00000012504.4	ENSPTRG00000052354.1
OG0000149	ENSCAFG00000016534.5	ENSPTRG00000006477.6
OG0000150	ENSCAFG00000017952.4	ENSPTRG00000007849.3
OG0000150	ENSCAFG00000023658.3	ENSPTRG00000007843.6
OG0000150	ENSCAFG00000023236.3	ENSPTRG00000034486.3
OG0000150	ENSCAFG00000024109.3	ENSPTRG00000007846.6, ENSPTRG00000007845.6
OG0000151	ENSCAFG00000023399.3, ENSCAFG00000004169.5	ENSPTRG00000000705.5, ENSPTRG00000000708.7
OG0000151	ENSCAFG00000004097.4	ENSPTRG00000000702.6
OG0000152	ENSCAFG00000013311.4, ENSCAFG00000008099.4	ENSPTRG00000002780.6, ENSPTRG00000002779.5, ENSPTRG00000002781.6
OG0000153	ENSCAFG00000015077.4, ENSCAFG00000023809.3, ENSCAFG00000024512.1, ENSCAFG00000015959.4, ENSCAFG00000006853.3, ENSCAFG00000048208.1, ENSCAFG00000023617.3, ENSCAFG00000007532.2, ENSCAFG00000005538.3, ENSCAFG00000024323.2, ENSCAFG00000017475.3, ENSCAFG00000008260.3, ENSCAFG00000023331.2, ENSCAFG00000017823.4, ENSCAFG00000013374.4, ENSCAFG00000000291.3, ENSCAFG00000017995.3, ENSCAFG00000007094.3	ENSPTRG00000004577.6, ENSPTRG00000050523.1, ENSPTRG00000046665.1, ENSPTRG00000039246.2
OG0000153	ENSCAFG00000006986.4	ENSPTRG00000010848.5
OG0000154	ENSCAFG00000005255.4	ENSPTRG00000019929.4
OG0000154	ENSCAFG00000004889.4	ENSPTRG00000012403.3
OG0000154	ENSCAFG00000005257.4	ENSPTRG00000043801.1
OG0000154	ENSCAFG00000023315.3	ENSPTRG00000019048.5, ENSPTRG00000048512.1
OG0000155	ENSCAFG00000012373.4	ENSPTRG00000004754.5, ENSPTRG00000004750.6, ENSPTRG00000044231.1
OG0000155	ENSCAFG00000012368.4	ENSPTRG00000004755.7
OG0000155	ENSCAFG00000012377.4	ENSPTRG00000004749.3
OG0000156	ENSCAFG00000002127.5	ENSPTRG00000029617.3
OG0000158	ENSCAFG00000017958.4	ENSPTRG00000010454.5
OG0000158	ENSCAFG00000019985.5	ENSPTRG00000001017.6
OG0000159	ENSCAFG00000031753.2	ENSPTRG00000047067.1
OG0000159	ENSCAFG00000014139.4	ENSPTRG00000050283.1, ENSPTRG00000042669.1
OG0000159	ENSCAFG00000030739.3, ENSCAFG00000047066.1, ENSCAFG00000031806.2	ENSPTRG00000042977.1, ENSPTRG00000052527.1, ENSPTRG00000042833.1, ENSPTRG00000052579.1, ENSPTRG00000043139.1, ENSPTRG00000050238.1
OG0000160	ENSCAFG00000000803.4	ENSPTRG00000018016.4
OG0000160	ENSCAFG00000000896.4	ENSPTRG00000018028.6
OG0000161	ENSCAFG00000002834.4	ENSPTRG00000011383.6, ENSPTRG00000011329.6, ENSPTRG00000011328.6
OG0000161	ENSCAFG00000032162.2	ENSPTRG00000011392.5
OG0000161	ENSCAFG00000003423.5	ENSPTRG00000050548.1
OG0000161	ENSCAFG00000044469.1	ENSPTRG00000032470.4, ENSPTRG00000032469.2, ENSPTRG00000011374.7, ENSPTRG00000047753.1, ENSPTRG00000011384.6, ENSPTRG00000011388.6
OG0000161	ENSCAFG00000028603.3	ENSPTRG00000011375.5
OG0000162	ENSCAFG00000016416.5	ENSPTRG00000002016.6, ENSPTRG00000048164.1
OG0000162	ENSCAFG00000016432.4	ENSPTRG00000043346.1
OG0000162	ENSCAFG00000001960.5	ENSPTRG00000018215.6
OG0000162	ENSCAFG00000013830.4	ENSPTRG00000003869.5
OG0000163	ENSCAFG00000003927.5	ENSPTRG00000000723.7
OG0000163	ENSCAFG00000017350.5	ENSPTRG00000010506.5
OG0000163	ENSCAFG00000001688.4	ENSPTRG00000020830.7
OG0000165	ENSCAFG00000023011.3, ENSCAFG00000048012.1	ENSPTRG00000046680.1
OG0000165	ENSCAFG00000032644.1, ENSCAFG00000030549.1	ENSPTRG00000048237.1
OG0000165	ENSCAFG00000030673.2, ENSCAFG00000031256.1, ENSCAFG00000043947.1, ENSCAFG00000048319.1, ENSCAFG00000042599.1, ENSCAFG00000049878.1, ENSCAFG00000041284.1, ENSCAFG00000032665.2, ENSCAFG00000047151.1, ENSCAFG00000029198.2, ENSCAFG00000041637.1, ENSCAFG00000041401.1, ENSCAFG00000047684.1, ENSCAFG00000042231.1, ENSCAFG00000043257.1, ENSCAFG00000045076.1, ENSCAFG00000043561.1, ENSCAFG00000029023.1, ENSCAFG00000031363.1, ENSCAFG00000032462.2	ENSPTRG00000010604.3, ENSPTRG00000049200.1, ENSPTRG00000045068.1
OG0000169	ENSCAFG00000000567.5	ENSPTRG00000022593.5, ENSPTRG00000047939.1
OG0000169	ENSCAFG00000003081.5	ENSPTRG00000000573.6
OG0000169	ENSCAFG00000009573.4	ENSPTRG00000013531.5
OG0000170	ENSCAFG00000046771.1	ENSPTRG00000048518.1, ENSPTRG00000047679.1, ENSPTRG00000044010.1, ENSPTRG00000049491.1, ENSPTRG00000052251.1
OG0000171	ENSCAFG00000010410.4	ENSPTRG00000041356.2, ENSPTRG00000039360.2
OG0000172	ENSCAFG00000003989.4	ENSPTRG00000015341.6
OG0000172	ENSCAFG00000011756.5	ENSPTRG00000001933.6
OG0000172	ENSCAFG00000001362.4	ENSPTRG00000041884.2
OG0000172	ENSCAFG00000019587.6	ENSPTRG00000022438.5
OG0000173	ENSCAFG00000000670.5	ENSPTRG00000020494.6
OG0000174	ENSCAFG00000016476.5	ENSPTRG00000021945.4
OG0000174	ENSCAFG00000005194.5	ENSPTRG00000002267.7
OG0000174	ENSCAFG00000012493.4	ENSPTRG00000014889.5
OG0000179	ENSCAFG00000015682.4	ENSPTRG00000002722.7
OG0000179	ENSCAFG00000029090.2	ENSPTRG00000002725.6
OG0000179	ENSCAFG00000015721.5	ENSPTRG00000002732.6
OG0000180	ENSCAFG00000029527.1	ENSPTRG00000003616.4
OG0000181	ENSCAFG00000016373.4	ENSPTRG00000030826.3
OG0000181	ENSCAFG00000016370.4	ENSPTRG00000000168.6
OG0000182	ENSCAFG00000003811.3	ENSPTRG00000051902.1
OG0000183	ENSCAFG00000020411.4	ENSPTRG00000000857.4
OG0000183	ENSCAFG00000010858.5	ENSPTRG00000015247.3
OG0000183	ENSCAFG00000009842.4	ENSPTRG00000004489.5
OG0000183	ENSCAFG00000009907.5	ENSPTRG00000004488.5
OG0000184	ENSCAFG00000018508.6	ENSPTRG00000016855.4
OG0000184	ENSCAFG00000016963.3	ENSPTRG00000001420.4
OG0000184	ENSCAFG00000019716.4	ENSPTRG00000041761.2, ENSPTRG00000049419.1
OG0000185	ENSCAFG00000010433.4	ENSPTRG00000002066.5
OG0000185	ENSCAFG00000001726.5	ENSPTRG00000019651.5
OG0000185	ENSCAFG00000029086.2	ENSPTRG00000015051.5
OG0000186	ENSCAFG00000014257.4	ENSPTRG00000015883.6
OG0000186	ENSCAFG00000006542.4	ENSPTRG00000017377.6
OG0000186	ENSCAFG00000010882.5	ENSPTRG00000003065.6
OG0000186	ENSCAFG00000008850.5	ENSPTRG00000042450.2
OG0000187	ENSCAFG00000047569.1, ENSCAFG00000013413.4	ENSPTRG00000001112.6
OG0000187	ENSCAFG00000023066.2	ENSPTRG00000014922.5
OG0000188	ENSCAFG00000018314.5	ENSPTRG00000010404.7, ENSPTRG00000010403.7, ENSPTRG00000039006.2
OG0000189	ENSCAFG00000049346.1	ENSPTRG00000022814.4, ENSPTRG00000051921.1, ENSPTRG00000023641.4, ENSPTRG00000022857.4, ENSPTRG00000017634.4, ENSPTRG00000010523.5, ENSPTRG00000010517.7, ENSPTRG00000044578.1, ENSPTRG00000010525.5, ENSPTRG00000023924.5, ENSPTRG00000010526.4, ENSPTRG00000052391.1, ENSPTRG00000050990.1, ENSPTRG00000029117.3, ENSPTRG00000045044.1
OG0000193	ENSCAFG00000011301.5	ENSPTRG00000005408.4
OG0000193	ENSCAFG00000011565.5	ENSPTRG00000003959.7
OG0000193	ENSCAFG00000018960.5	ENSPTRG00000008954.6
OG0000193	ENSCAFG00000017110.4	ENSPTRG00000007989.5
OG0000194	ENSCAFG00000031029.2	ENSPTRG00000034469.3
OG0000194	ENSCAFG00000009532.4	ENSPTRG00000001140.5
OG0000196	ENSCAFG00000018380.2, ENSCAFG00000005504.4	ENSPTRG00000006118.7, ENSPTRG00000039710.2, ENSPTRG00000043469.1, ENSPTRG00000045559.1, ENSPTRG00000043496.1
OG0000197	ENSCAFG00000008123.5	ENSPTRG00000016622.6
OG0000197	ENSCAFG00000017137.4	ENSPTRG00000017505.6
OG0000197	ENSCAFG00000004731.4	ENSPTRG00000004118.5
OG0000197	ENSCAFG00000018631.5	ENSPTRG00000022250.5
OG0000198	ENSCAFG00000024306.4	ENSPTRG00000000527.6
OG0000198	ENSCAFG00000024682.3	ENSPTRG00000000529.6
OG0000198	ENSCAFG00000001196.4	ENSPTRG00000020622.7
OG0000198	ENSCAFG00000003443.4	ENSPTRG00000000528.4
OG0000199	ENSCAFG00000009795.5	ENSPTRG00000001152.7
OG0000199	ENSCAFG00000004958.4	ENSPTRG00000011041.5
OG0000199	ENSCAFG00000012174.4	ENSPTRG00000048477.1
OG0000200	ENSCAFG00000001916.4	ENSPTRG00000021001.6
OG0000200	ENSCAFG00000012554.4	ENSPTRG00000044939.1, ENSPTRG00000046503.1, ENSPTRG00000046409.1, ENSPTRG00000001282.7
OG0000200	ENSCAFG00000019205.5	ENSPTRG00000010273.3
OG0000201	ENSCAFG00000011909.4	ENSPTRG00000001935.5
OG0000201	ENSCAFG00000019242.4	ENSPTRG00000047427.1, ENSPTRG00000022404.6
OG0000201	ENSCAFG00000004784.4	ENSPTRG00000002296.4
OG0000201	ENSCAFG00000005331.4	ENSPTRG00000014594.4
OG0000202	ENSCAFG00000017318.4	ENSPTRG00000017477.6
OG0000202	ENSCAFG00000006631.4	ENSPTRG00000039291.2
OG0000203	ENSCAFG00000007100.4	ENSPTRG00000016900.6
OG0000203	ENSCAFG00000017790.6	ENSPTRG00000010470.5
OG0000203	ENSCAFG00000018583.4	ENSPTRG00000000831.6
OG0000203	ENSCAFG00000014928.6	ENSPTRG00000010699.6
OG0000204	ENSCAFG00000029482.2	ENSPTRG00000009183.3
OG0000205	ENSCAFG00000009617.4	ENSPTRG00000042784.1, ENSPTRG00000029833.4
OG0000205	ENSCAFG00000031614.2	ENSPTRG00000029834.4
OG0000205	ENSCAFG00000009612.4	ENSPTRG00000002733.4
OG0000205	ENSCAFG00000007151.4	ENSPTRG00000002736.6
OG0000206	ENSCAFG00000045105.1, ENSCAFG00000044423.1, ENSCAFG00000047211.1	ENSPTRG00000023394.3
OG0000206	ENSCAFG00000023370.2	ENSPTRG00000030810.2
OG0000206	ENSCAFG00000023312.3	ENSPTRG00000006085.4
