Orthogroup	C_familiaris.pep	H_sapiens.pep
OG0000099	ENSCAFG00000015936.4	ENSG00000116106.12
OG0000099	ENSCAFG00000003332.4	ENSG00000135333.14
OG0000099	ENSCAFG00000008741.4	ENSG00000044524.11
OG0000099	ENSCAFG00000023528.4	ENSG00000070886.12
OG0000099	ENSCAFG00000002714.5	ENSG00000145242.13
OG0000100	ENSCAFG00000009056.4	ENSG00000042980.13
OG0000100	ENSCAFG00000024869.4	ENSG00000134028.14
OG0000101	ENSCAFG00000042554.1	ENSG00000092841.18
OG0000101	ENSCAFG00000000110.4	ENSG00000196465.10
OG0000101	ENSCAFG00000013875.6	ENSG00000168530.16
OG0000101	ENSCAFG00000013728.4	ENSG00000198336.9
OG0000102	ENSCAFG00000009239.4	ENSG00000166796.12
OG0000102	ENSCAFG00000009211.5, ENSCAFG00000003294.4, ENSCAFG00000043434.1, ENSCAFG00000007763.4, ENSCAFG00000007942.4	ENSG00000288299.1, ENSG00000134333.14
OG0000102	ENSCAFG00000012195.5	ENSG00000111716.14
OG0000102	ENSCAFG00000017824.2, ENSCAFG00000001098.2, ENSCAFG00000009620.3, ENSCAFG00000016636.4, ENSCAFG00000049593.1, ENSCAFG00000006066.4, ENSCAFG00000017236.2	ENSG00000285854.1
OG0000103	ENSCAFG00000030583.1	ENSG00000180658.4, ENSG00000243896.4, ENSG00000284827.1, ENSG00000284749.2
OG0000103	ENSCAFG00000030916.1	ENSG00000284836.1, ENSG00000212807.2, ENSG00000221970.2, ENSG00000285105.1, ENSG00000285154.1
OG0000103	ENSCAFG00000029932.1	ENSG00000221858.3, ENSG00000284949.2
OG0000103	ENSCAFG00000030970.1	ENSG00000284896.1, ENSG00000221836.3
OG0000103	ENSCAFG00000046405.1	ENSG00000285071.2, ENSG00000221989.2
OG0000103	ENSCAFG00000032151.1	ENSG00000221938.5, ENSG00000284891.1
OG0000106	ENSCAFG00000049411.1, ENSCAFG00000040986.1, ENSCAFG00000005307.3, ENSCAFG00000017180.4, ENSCAFG00000006327.4	ENSG00000224578.5
OG0000106	ENSCAFG00000002232.4	ENSG00000139675.12
OG0000106	ENSCAFG00000006580.5	ENSG00000135486.17
OG0000106	ENSCAFG00000013497.4	ENSG00000170144.20
OG0000107	ENSCAFG00000048432.1, ENSCAFG00000049688.1, ENSCAFG00000032602.2, ENSCAFG00000043543.1, ENSCAFG00000047732.1, ENSCAFG00000049654.1, ENSCAFG00000045217.1, ENSCAFG00000047089.1, ENSCAFG00000046019.1, ENSCAFG00000025190.3	ENSG00000235780.3, ENSG00000227140.3, ENSG00000228856.3, ENSG00000231051.3, ENSG00000285497.1, ENSG00000226430.6, ENSG00000227551.1, ENSG00000231637.3, ENSG00000223569.6, ENSG00000233136.2, ENSG00000248920.2, ENSG00000232399.3, ENSG00000249104.2, ENSG00000231396.2, ENSG00000232264.4, ENSG00000229579.4, ENSG00000230430.4, ENSG00000249811.2, ENSG00000250745.2, ENSG00000248933.2, ENSG00000250844.2, ENSG00000250913.2, ENSG00000284990.1, ENSG00000223443.2, ENSG00000237038.5, ENSG00000284781.1, ENSG00000236125.3, ENSG00000230549.3, ENSG00000284806.1, ENSG00000225327.3
OG0000108	ENSCAFG00000014877.4, ENSCAFG00000014939.5, ENSCAFG00000014990.4	ENSG00000106258.15, ENSG00000160868.15, ENSG00000282301.2, ENSG00000160870.14, ENSG00000021461.16
OG0000109	ENSCAFG00000009844.2	ENSG00000180346.3
OG0000109	ENSCAFG00000004081.4	ENSG00000183340.7
OG0000109	ENSCAFG00000032077.2	ENSG00000140993.11
OG0000109	ENSCAFG00000032642.1	ENSG00000221944.8
OG0000109	ENSCAFG00000023653.3, ENSCAFG00000049719.1	ENSG00000177946.6
OG0000110	ENSCAFG00000030472.2	ENSG00000021645.19
OG0000110	ENSCAFG00000014338.6	ENSG00000110076.19
OG0000110	ENSCAFG00000002712.4	ENSG00000179915.23
OG0000111	ENSCAFG00000008668.4	ENSG00000138758.11
OG0000111	ENSCAFG00000006087.5	ENSG00000154997.9
OG0000111	ENSCAFG00000001952.5	ENSG00000186522.15
OG0000111	ENSCAFG00000000906.4	ENSG00000164402.14
OG0000111	ENSCAFG00000018419.5	ENSG00000125354.23
OG0000112	ENSCAFG00000028888.3, ENSCAFG00000029376.2, ENSCAFG00000031254.2, ENSCAFG00000029232.3	ENSG00000156096.14, ENSG00000171234.14, ENSG00000109181.12, ENSG00000275190.3, ENSG00000213759.10, ENSG00000135226.18, ENSG00000196620.10, ENSG00000197888.2
OG0000112	ENSCAFG00000030088.2	ENSG00000277132.2
OG0000112	ENSCAFG00000002857.5	ENSG00000173610.12, ENSG00000271271.5
OG0000113	ENSCAFG00000031682.2	ENSG00000243955.6, ENSG00000244067.3, ENSG00000182793.11, ENSG00000174156.15
OG0000113	ENSCAFG00000024066.3, ENSCAFG00000009164.4, ENSCAFG00000008721.3	ENSG00000170899.11
OG0000115	ENSCAFG00000016928.4	ENSG00000179593.16
OG0000115	ENSCAFG00000016949.4	ENSG00000179148.9
OG0000115	ENSCAFG00000023464.3	ENSG00000179477.11
OG0000115	ENSCAFG00000006948.4	ENSG00000012779.11, ENSG00000275565.4
OG0000116	ENSCAFG00000031250.2	ENSG00000186847.6
OG0000116	ENSCAFG00000016007.4	ENSG00000186395.8
OG0000118	ENSCAFG00000004727.5	ENSG00000124449.7
OG0000119	ENSCAFG00000012914.5	ENSG00000169504.15
OG0000119	ENSCAFG00000006342.3, ENSCAFG00000002351.2, ENSCAFG00000003053.3, ENSCAFG00000000621.5	ENSG00000213719.8, ENSG00000206394.8, ENSG00000226248.6, ENSG00000226417.6, ENSG00000226651.6, ENSG00000223639.6, ENSG00000230685.6
OG0000119	ENSCAFG00000009568.4	ENSG00000159212.12
OG0000119	ENSCAFG00000002016.5	ENSG00000112782.19
OG0000120	ENSCAFG00000010932.3	ENSG00000187475.5
OG0000120	ENSCAFG00000031512.1	ENSG00000168298.6
OG0000120	ENSCAFG00000010923.4	ENSG00000124575.6
OG0000120	ENSCAFG00000043597.1	ENSG00000184357.4
OG0000121	ENSCAFG00000023682.2	ENSG00000204956.5
OG0000126	ENSCAFG00000001462.4	ENSG00000196781.16
OG0000126	ENSCAFG00000001534.6	ENSG00000106829.19
OG0000126	ENSCAFG00000017589.6	ENSG00000140332.16
OG0000127	ENSCAFG00000004442.4	ENSG00000170265.12
OG0000127	ENSCAFG00000004429.4	ENSG00000197024.9
OG0000127	ENSCAFG00000004444.4	ENSG00000181220.17
OG0000127	ENSCAFG00000025209.3	ENSG00000204946.10
OG0000128	ENSCAFG00000005426.4	ENSG00000258818.4
OG0000128	ENSCAFG00000005431.4	ENSG00000129538.14
OG0000129	ENSCAFG00000009280.5	ENSG00000196090.12
OG0000129	ENSCAFG00000018639.5	ENSG00000173482.16
OG0000129	ENSCAFG00000011524.5	ENSG00000060656.20
OG0000129	ENSCAFG00000001101.5	ENSG00000152894.14, ENSG00000273993.4
OG0000130	ENSCAFG00000012794.4	ENSG00000159409.15
OG0000131	ENSCAFG00000011907.5	ENSG00000183570.16
OG0000131	ENSCAFG00000044122.1, ENSCAFG00000003326.3	ENSG00000169564.7
OG0000132	ENSCAFG00000007697.3	ENSG00000198283.2
OG0000132	ENSCAFG00000048555.1	ENSG00000172362.3
OG0000132	ENSCAFG00000029997.1, ENSCAFG00000030519.1, ENSCAFG00000032726.1	ENSG00000172365.3
OG0000132	ENSCAFG00000046264.1	ENSG00000197786.3
OG0000135	ENSCAFG00000025335.3, ENSCAFG00000046516.1	ENSG00000125900.13
OG0000135	ENSCAFG00000015593.4, ENSCAFG00000031201.3, ENSCAFG00000030315.2, ENSCAFG00000025454.3, ENSCAFG00000029953.3, ENSCAFG00000025524.3	ENSG00000101307.15, ENSG00000089012.14, ENSG00000198053.11
OG0000135	ENSCAFG00000042019.1	ENSG00000260861.6
OG0000136	ENSCAFG00000013171.4	ENSG00000177189.14
OG0000136	ENSCAFG00000000828.4	ENSG00000071242.12
OG0000136	ENSCAFG00000012408.5	ENSG00000117676.14, ENSG00000281877.3
OG0000136	ENSCAFG00000017373.4	ENSG00000072133.11
OG0000137	ENSCAFG00000002129.5	ENSG00000004799.8
OG0000137	ENSCAFG00000016967.4	ENSG00000005882.12
OG0000137	ENSCAFG00000013476.4	ENSG00000067992.15
OG0000137	ENSCAFG00000013060.5	ENSG00000152256.13
OG0000138	ENSCAFG00000005174.4	ENSG00000105993.15
OG0000138	ENSCAFG00000015223.4	ENSG00000135924.15
OG0000143	ENSCAFG00000029801.2	ENSG00000133878.9
OG0000143	ENSCAFG00000031398.3	ENSG00000079393.20
OG0000143	ENSCAFG00000044275.1	ENSG00000188716.5, ENSG00000281660.1
OG0000144	ENSCAFG00000032359.2	ENSG00000106560.11
OG0000144	ENSCAFG00000004574.5	ENSG00000213203.3
OG0000146	ENSCAFG00000045657.1	ENSG00000103355.13
OG0000146	ENSCAFG00000042548.1	ENSG00000172382.10
OG0000147	ENSCAFG00000010962.5	ENSG00000151640.13
OG0000147	ENSCAFG00000015799.4	ENSG00000072832.15
OG0000147	ENSCAFG00000006607.4	ENSG00000113657.13
OG0000147	ENSCAFG00000008753.4	ENSG00000092964.18
OG0000149	ENSCAFG00000005776.5	ENSG00000130402.12, ENSG00000282844.2
OG0000149	ENSCAFG00000010822.4	ENSG00000077522.13
OG0000149	ENSCAFG00000012504.4	ENSG00000248746.6
OG0000149	ENSCAFG00000016534.5	ENSG00000072110.13
OG0000150	ENSCAFG00000017952.4	ENSG00000005187.12
OG0000150	ENSCAFG00000023658.3	ENSG00000183549.10
OG0000150	ENSCAFG00000023236.3	ENSG00000215009.5
OG0000150	ENSCAFG00000024109.3	ENSG00000066813.14, ENSG00000183747.12
OG0000151	ENSCAFG00000023399.3, ENSCAFG00000004169.5	ENSG00000187048.13, ENSG00000162365.12
OG0000151	ENSCAFG00000004097.4	ENSG00000142973.14
OG0000152	ENSCAFG00000013311.4, ENSCAFG00000008099.4	ENSG00000108242.13, ENSG00000276490.1, ENSG00000138109.11, ENSG00000165841.11, ENSG00000138115.14
OG0000153	ENSCAFG00000015077.4, ENSCAFG00000023809.3, ENSCAFG00000024512.1, ENSCAFG00000015959.4, ENSCAFG00000006853.3, ENSCAFG00000048208.1, ENSCAFG00000023617.3, ENSCAFG00000007532.2, ENSCAFG00000005538.3, ENSCAFG00000024323.2, ENSCAFG00000017475.3, ENSCAFG00000008260.3, ENSCAFG00000023331.2, ENSCAFG00000017823.4, ENSCAFG00000013374.4, ENSCAFG00000000291.3, ENSCAFG00000017995.3, ENSCAFG00000007094.3	ENSG00000111640.15
OG0000153	ENSCAFG00000006986.4	ENSG00000105679.9
OG0000154	ENSCAFG00000005255.4	ENSG00000106018.14
OG0000154	ENSCAFG00000004889.4	ENSG00000080293.9
OG0000154	ENSCAFG00000005257.4	ENSG00000114812.13
OG0000154	ENSCAFG00000023315.3	ENSG00000106128.19
OG0000155	ENSCAFG00000012373.4	ENSG00000134538.3, ENSG00000205754.11, ENSG00000257046.5, ENSG00000111700.12
OG0000155	ENSCAFG00000012368.4	ENSG00000084453.16
OG0000155	ENSCAFG00000012377.4	ENSG00000139155.8
OG0000156	ENSCAFG00000002127.5	ENSG00000203972.10
OG0000158	ENSCAFG00000017958.4	ENSG00000080573.7
OG0000158	ENSCAFG00000019985.5	ENSG00000060718.22
OG0000159	ENSCAFG00000031753.2	ENSG00000211592.8
OG0000159	ENSCAFG00000014139.4	ENSG00000128322.7, ENSG00000254709.8
OG0000159	ENSCAFG00000030739.3, ENSCAFG00000047066.1, ENSCAFG00000031806.2	ENSG00000211685.3, ENSG00000211675.2, ENSG00000211677.2, ENSG00000211679.2
OG0000160	ENSCAFG00000000803.4	ENSG00000226260.9, ENSG00000230726.9, ENSG00000228987.9, ENSG00000227993.9, ENSG00000277263.1, ENSG00000204287.14, ENSG00000206308.11, ENSG00000234794.9
OG0000160	ENSCAFG00000000896.4	ENSG00000232957.11, ENSG00000206292.13, ENSG00000232962.11, ENSG00000231558.11, ENSG00000235744.11, ENSG00000204252.14, ENSG00000230141.11
OG0000161	ENSCAFG00000002834.4	ENSG00000142512.15, ENSG00000161640.15
OG0000161	ENSCAFG00000032162.2	ENSG00000105501.12, ENSG00000268500.5
OG0000161	ENSCAFG00000003423.5	ENSG00000254415.3
OG0000161	ENSCAFG00000044469.1	ENSG00000254521.7, ENSG00000129450.8, ENSG00000168995.13, ENSG00000105366.15, ENSG00000105492.16
OG0000161	ENSCAFG00000028603.3	ENSG00000105383.15
OG0000162	ENSCAFG00000016416.5	ENSG00000162909.18
OG0000162	ENSCAFG00000016432.4	ENSG00000203697.12
OG0000162	ENSCAFG00000001960.5	ENSG00000137225.13
OG0000162	ENSCAFG00000013830.4	ENSG00000014216.15
OG0000163	ENSCAFG00000003927.5	ENSG00000162374.17
OG0000163	ENSCAFG00000017350.5	ENSG00000196361.10
OG0000163	ENSCAFG00000001688.4	ENSG00000107105.15
OG0000165	ENSCAFG00000023011.3, ENSCAFG00000048012.1	ENSG00000127529.7
OG0000165	ENSCAFG00000032644.1, ENSCAFG00000030549.1	ENSG00000127530.4
OG0000165	ENSCAFG00000030673.2, ENSCAFG00000031256.1, ENSCAFG00000043947.1, ENSCAFG00000048319.1, ENSCAFG00000042599.1, ENSCAFG00000049878.1, ENSCAFG00000041284.1, ENSCAFG00000032665.2, ENSCAFG00000047151.1, ENSCAFG00000029198.2, ENSCAFG00000041637.1, ENSCAFG00000041401.1, ENSCAFG00000047684.1, ENSCAFG00000042231.1, ENSCAFG00000043257.1, ENSCAFG00000045076.1, ENSCAFG00000043561.1, ENSCAFG00000029023.1, ENSCAFG00000031363.1, ENSCAFG00000032462.2	ENSG00000127515.2, ENSG00000185385.4, ENSG00000188269.9
OG0000169	ENSCAFG00000000567.5	ENSG00000151846.8, ENSG00000070756.16
OG0000169	ENSCAFG00000003081.5	ENSG00000090621.14
OG0000169	ENSCAFG00000009573.4	ENSG00000101104.12
OG0000170	ENSCAFG00000046771.1	ENSG00000282579.1, ENSG00000211959.2, ENSG00000224373.3, ENSG00000282691.1, ENSG00000211956.2, ENSG00000276491.2, ENSG00000211970.3, ENSG00000282451.1, ENSG00000231475.3, ENSG00000282404.1, ENSG00000278082.3, ENSG00000275063.1, ENSG00000211952.3, ENSG00000282726.1, ENSG00000259261.2, ENSG00000288413.1, ENSG00000278263.2, ENSG00000288313.1, ENSG00000276775.1, ENSG00000282223.1
OG0000171	ENSCAFG00000010410.4	ENSG00000187758.8, ENSG00000248144.6, ENSG00000196616.14
OG0000172	ENSCAFG00000003989.4	ENSG00000114554.11
OG0000172	ENSCAFG00000011756.5	ENSG00000076356.7
OG0000172	ENSCAFG00000001362.4	ENSG00000221866.9
OG0000172	ENSCAFG00000019587.6	ENSG00000130827.6
OG0000173	ENSCAFG00000000670.5	ENSG00000176406.23
OG0000174	ENSCAFG00000016476.5	ENSG00000158571.11
OG0000174	ENSCAFG00000005194.5	ENSG00000170525.21
OG0000174	ENSCAFG00000012493.4	ENSG00000114268.12
OG0000179	ENSCAFG00000015682.4	ENSG00000182333.14
OG0000179	ENSCAFG00000029090.2	ENSG00000173239.14
OG0000179	ENSCAFG00000015721.5	ENSG00000107798.18
OG0000180	ENSCAFG00000029527.1	ENSG00000174970.5
OG0000181	ENSCAFG00000016373.4	ENSG00000204518.2
OG0000181	ENSCAFG00000016370.4	ENSG00000188984.12
OG0000182	ENSCAFG00000003811.3	ENSG00000253409.1, ENSG00000282756.1, ENSG00000282040.1, ENSG00000253291.1, ENSG00000282179.1, ENSG00000211727.3, ENSG00000282704.1, ENSG00000282203.1, ENSG00000211714.3, ENSG00000282939.1, ENSG00000282506.1, ENSG00000211707.3, ENSG00000282225.1, ENSG00000278030.1, ENSG00000281943.1
OG0000183	ENSCAFG00000020411.4	ENSG00000172260.15
OG0000183	ENSCAFG00000010858.5	ENSG00000185565.12
OG0000183	ENSCAFG00000009842.4	ENSG00000183715.13
OG0000183	ENSCAFG00000009907.5	ENSG00000182667.14
OG0000184	ENSCAFG00000018508.6	ENSG00000164588.8
OG0000184	ENSCAFG00000016963.3	ENSG00000143630.10, ENSG00000263324.5
OG0000184	ENSCAFG00000019716.4	ENSG00000099822.3
OG0000185	ENSCAFG00000031648.1	ENSG00000143761.16
OG0000185	ENSCAFG00000001726.5	ENSG00000004059.11
OG0000185	ENSCAFG00000029086.2	ENSG00000168374.11
OG0000186	ENSCAFG00000014257.4	ENSG00000074211.14
OG0000186	ENSCAFG00000006542.4	ENSG00000156475.18
OG0000186	ENSCAFG00000010882.5	ENSG00000175470.20
OG0000186	ENSCAFG00000008850.5	ENSG00000221914.11
OG0000187	ENSCAFG00000003850.3	ENSG00000143878.10
OG0000187	ENSCAFG00000023066.2	ENSG00000067560.12
OG0000188	ENSCAFG00000018314.5	ENSG00000104938.17, ENSG00000090659.18
OG0000189	ENSCAFG00000049346.1	ENSG00000105708.9, ENSG00000277462.2, ENSG00000249709.8, ENSG00000196646.12, ENSG00000198551.10, ENSG00000286098.1, ENSG00000286132.1, ENSG00000177599.13, ENSG00000223547.10, ENSG00000257591.6, ENSG00000197647.11, ENSG00000132010.16, ENSG00000198342.10, ENSG00000197044.11, ENSG00000188868.14, ENSG00000197933.13, ENSG00000197857.14, ENSG00000180855.16, ENSG00000268870.1, ENSG00000196466.10
OG0000193	ENSCAFG00000011301.5	ENSG00000110880.10
OG0000193	ENSCAFG00000011565.5	ENSG00000172725.14
OG0000193	ENSCAFG00000018960.5	ENSG00000167549.18
OG0000193	ENSCAFG00000017110.4	ENSG00000102879.15
OG0000194	ENSCAFG00000031029.2	ENSG00000174775.17, ENSG00000276536.4
OG0000194	ENSCAFG00000009532.4	ENSG00000213281.5
OG0000196	ENSCAFG00000018380.2, ENSCAFG00000005504.4	ENSG00000092199.17, ENSG00000275774.3, ENSG00000283370.2, ENSG00000282530.2, ENSG00000274109.2, ENSG00000282175.2, ENSG00000179172.9, ENSG00000283231.1, ENSG00000179412.10, ENSG00000282559.1, ENSG00000283292.1, ENSG00000282095.1, ENSG00000277058.2, ENSG00000273865.2
OG0000197	ENSCAFG00000008123.5	ENSG00000218336.9
OG0000197	ENSCAFG00000017137.4	ENSG00000145934.16
OG0000197	ENSCAFG00000004731.4	ENSG00000149256.16
OG0000197	ENSCAFG00000018631.5	ENSG00000009694.13
OG0000198	ENSCAFG00000024306.4	ENSG00000134698.11
OG0000198	ENSCAFG00000024682.3	ENSG00000126070.20
OG0000198	ENSCAFG00000001196.4	ENSG00000123908.12
OG0000198	ENSCAFG00000003443.4	ENSG00000092847.12
OG0000199	ENSCAFG00000009795.5	ENSG00000163399.16
OG0000199	ENSCAFG00000004958.4	ENSG00000285505.1, ENSG00000105409.19
OG0000199	ENSCAFG00000012174.4	ENSG00000018625.15
OG0000200	ENSCAFG00000001916.4	ENSG00000107242.19
OG0000200	ENSCAFG00000012554.4	ENSG00000143398.20
OG0000200	ENSCAFG00000019205.5	ENSG00000186111.9
OG0000201	ENSCAFG00000011909.4	ENSG00000008118.10
OG0000201	ENSCAFG00000019242.4	ENSG00000130822.15
OG0000201	ENSCAFG00000004784.4	ENSG00000183049.12
OG0000201	ENSCAFG00000005331.4	ENSG00000134072.11
OG0000202	ENSCAFG00000017318.4	ENSG00000164330.17
OG0000202	ENSCAFG00000006631.4	ENSG00000088881.20
OG0000203	ENSCAFG00000007100.4	ENSG00000113448.19
OG0000203	ENSCAFG00000017790.6	ENSG00000065989.16
OG0000203	ENSCAFG00000018583.4	ENSG00000184588.18
OG0000203	ENSCAFG00000014928.6	ENSG00000105650.22, ENSG00000285188.1
OG0000204	ENSCAFG00000029482.2	ENSG00000178502.6
OG0000205	ENSCAFG00000009617.4	ENSG00000185745.10, ENSG00000204010.3
OG0000205	ENSCAFG00000031614.2	ENSG00000119917.14
OG0000205	ENSCAFG00000009612.4	ENSG00000119922.10
OG0000205	ENSCAFG00000007151.4	ENSG00000152778.9
OG0000206	ENSCAFG00000045105.1, ENSCAFG00000044423.1, ENSCAFG00000047211.1	ENSG00000196832.4
OG0000206	ENSCAFG00000023370.2	ENSG00000176219.3
OG0000206	ENSCAFG00000046131.1	ENSG00000258806.2
OG0000206	ENSCAFG00000023312.3	ENSG00000176198.3
OG0000207	ENSCAFG00000024999.3, ENSCAFG00000044951.1	ENSG00000278870.2
OG0000207	ENSCAFG00000024989.2	ENSG00000176893.5
OG0000207	ENSCAFG00000024063.2, ENSCAFG00000025043.2, ENSCAFG00000012549.4, ENSCAFG00000012512.3, ENSCAFG00000024863.3	ENSG00000176798.2
OG0000212	ENSCAFG00000019339.5	ENSG00000196689.12
OG0000212	ENSCAFG00000018012.4	ENSG00000187688.15
OG0000212	ENSCAFG00000010796.4	ENSG00000111199.11
OG0000213	ENSCAFG00000009921.3	ENSG00000182256.13
OG0000213	ENSCAFG00000019156.4	ENSG00000102287.19
OG0000213	ENSCAFG00000001878.4	ENSG00000163285.8
OG0000213	ENSCAFG00000017227.5	ENSG00000113327.16
OG0000214	ENSCAFG00000011787.3	ENSG00000132703.4, ENSG00000132693.12
OG0000217	ENSCAFG00000018163.4	ENSG00000070808.16
OG0000217	ENSCAFG00000012059.5	ENSG00000145349.17
OG0000217	ENSCAFG00000015161.5	ENSG00000148660.20
OG0000218	ENSCAFG00000014968.3, ENSCAFG00000002084.4	ENSG00000236334.2, ENSG00000270339.3, ENSG00000263464.2, ENSG00000279782.2, ENSG00000271567.1, ENSG00000275974.2, ENSG00000256374.2, ENSG00000263353.3
OG0000219	ENSCAFG00000030258.3	ENSG00000211892.4, ENSG00000211893.4, ENSG00000211896.7, ENSG00000277633.5, ENSG00000211897.9, ENSG00000282184.2, ENSG00000277016.2, ENSG00000274497.2
OG0000220	ENSCAFG00000000454.5	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11
OG0000220	ENSCAFG00000000636.6	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9
OG0000221	ENSCAFG00000002490.4	ENSG00000112245.12
OG0000221	ENSCAFG00000010816.4	ENSG00000184007.21
OG0000221	ENSCAFG00000001237.4	ENSG00000184489.12, ENSG00000275575.4
OG0000222	ENSCAFG00000014655.4	ENSG00000111664.10
OG0000222	ENSCAFG00000019216.5	ENSG00000078369.18
OG0000222	ENSCAFG00000014282.5	ENSG00000172354.10
OG0000222	ENSCAFG00000011335.3	ENSG00000114450.10
OG0000223	ENSCAFG00000008603.5	ENSG00000152601.17
OG0000223	ENSCAFG00000005523.5	ENSG00000139793.18
OG0000223	ENSCAFG00000018841.5	ENSG00000076770.14
OG0000224	ENSCAFG00000013401.5	ENSG00000060138.13
OG0000224	ENSCAFG00000016128.5	ENSG00000006047.13, ENSG00000288504.1
OG0000224	ENSCAFG00000030502.2	ENSG00000065978.19
OG0000225	ENSCAFG00000032353.2	ENSG00000072401.15
OG0000225	ENSCAFG00000031041.2	ENSG00000131508.16
OG0000225	ENSCAFG00000045628.1, ENSCAFG00000024756.3	ENSG00000109332.20
OG0000226	ENSCAFG00000012211.4	ENSG00000138653.10
OG0000226	ENSCAFG00000012299.4	ENSG00000164100.9
OG0000226	ENSCAFG00000015050.4	ENSG00000272916.5, ENSG00000166507.18
OG0000226	ENSCAFG00000023069.3	ENSG00000070614.15
OG0000227	ENSCAFG00000013078.2	ENSG00000175315.3
OG0000227	ENSCAFG00000028765.2, ENSCAFG00000010143.3	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9
OG0000228	ENSCAFG00000012020.4	ENSG00000237462.10, ENSG00000233948.10, ENSG00000204713.11, ENSG00000234495.7, ENSG00000229006.7, ENSG00000215641.8, ENSG00000237071.7
OG0000228	ENSCAFG00000028630.3	ENSG00000146054.18
OG0000229	ENSCAFG00000007603.4	ENSG00000136068.14
OG0000229	ENSCAFG00000001585.5	ENSG00000128591.15
OG0000229	ENSCAFG00000019521.4	ENSG00000196924.18
OG0000230	ENSCAFG00000020246.4	ENSG00000016490.16
OG0000230	ENSCAFG00000020244.4	ENSG00000016602.9
OG0000231	ENSCAFG00000028617.2	ENSG00000087128.10, ENSG00000274058.3
OG0000231	ENSCAFG00000002802.4	ENSG00000187054.15
OG0000231	ENSCAFG00000002794.4	ENSG00000153802.12
OG0000231	ENSCAFG00000032430.2, ENSCAFG00000002808.4	ENSG00000185873.8
OG0000232	ENSCAFG00000009898.6, ENSCAFG00000044092.1	ENSG00000284971.2, ENSG00000278466.3
OG0000232	ENSCAFG00000049974.1	ENSG00000215182.8, ENSG00000283158.1
OG0000232	ENSCAFG00000023780.4	ENSG00000117983.17
OG0000233	ENSCAFG00000017929.3	ENSG00000254656.2
OG0000235	ENSCAFG00000017251.5	ENSG00000145864.13
OG0000235	ENSCAFG00000001889.4	ENSG00000163288.14
OG0000235	ENSCAFG00000030702.2	ENSG00000166206.15
OG0000236	ENSCAFG00000011246.4	ENSG00000132746.15
OG0000236	ENSCAFG00000018166.5	ENSG00000072210.19
OG0000236	ENSCAFG00000018146.4	ENSG00000108602.18
OG0000237	ENSCAFG00000002771.6	ENSG00000115310.18
OG0000237	ENSCAFG00000015064.5	ENSG00000133318.14
OG0000237	ENSCAFG00000004439.4	ENSG00000125744.12
OG0000238	ENSCAFG00000016982.4	ENSG00000134516.17
OG0000238	ENSCAFG00000009001.4	ENSG00000147459.18
OG0000238	ENSCAFG00000013062.5	ENSG00000150760.12
OG0000239	ENSCAFG00000006859.4	ENSG00000139364.10
OG0000239	ENSCAFG00000006849.5	ENSG00000181234.9
OG0000239	ENSCAFG00000006812.5	ENSG00000151952.16
OG0000240	ENSCAFG00000003029.4	ENSG00000169429.11
OG0000240	ENSCAFG00000025016.3	ENSG00000124875.10, ENSG00000163735.7
OG0000240	ENSCAFG00000031174.2	ENSG00000163736.4
OG0000241	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3	ENSG00000135047.15
OG0000242	ENSCAFG00000014957.5	ENSG00000115592.11
OG0000242	ENSCAFG00000004912.4	ENSG00000106617.14
OG0000242	ENSCAFG00000008750.4	ENSG00000181929.13
OG0000243	ENSCAFG00000014945.4	ENSG00000105649.10
OG0000243	ENSCAFG00000007008.5	ENSG00000152932.8
OG0000243	ENSCAFG00000003790.4	ENSG00000169213.7
OG0000243	ENSCAFG00000017438.5	ENSG00000105514.8
