Orthogroup	C_familiaris.pep	A_carolinensis.pep
OG0000149	ENSCAFG00000005776.5	ENSACAG00000010046.3
OG0000149	ENSCAFG00000010822.4	ENSACAG00000002769.3
OG0000149	ENSCAFG00000012504.4	ENSACAG00000008455.3
OG0000149	ENSCAFG00000016534.5	ENSACAG00000005395.3
OG0000150	ENSCAFG00000023658.3	ENSACAG00000009619.3
OG0000150	ENSCAFG00000024109.3	ENSACAG00000024291.2, ENSACAG00000028432.1
OG0000151	ENSCAFG00000023399.3, ENSCAFG00000004169.5	ENSACAG00000005985.3
OG0000151	ENSCAFG00000004097.4	ENSACAG00000006620.2, ENSACAG00000006613.3, ENSACAG00000006623.3, ENSACAG00000006667.2
OG0000152	ENSCAFG00000013311.4, ENSCAFG00000008099.4	ENSACAG00000029195.1, ENSACAG00000014592.3, ENSACAG00000014531.3, ENSACAG00000003630.3, ENSACAG00000011442.3, ENSACAG00000013536.2, ENSACAG00000027231.1, ENSACAG00000023926.2, ENSACAG00000022573.2, ENSACAG00000010182.3
OG0000153	ENSCAFG00000015077.4, ENSCAFG00000023809.3, ENSCAFG00000024512.1, ENSCAFG00000015959.4, ENSCAFG00000006853.3, ENSCAFG00000048208.1, ENSCAFG00000023617.3, ENSCAFG00000007532.2, ENSCAFG00000005538.3, ENSCAFG00000024323.2, ENSCAFG00000017475.3, ENSCAFG00000008260.3, ENSCAFG00000023331.2, ENSCAFG00000017823.4, ENSCAFG00000013374.4, ENSCAFG00000000291.3, ENSCAFG00000017995.3, ENSCAFG00000007094.3	ENSACAG00000006502.3
OG0000153	ENSCAFG00000006986.4	ENSACAG00000010085.3
OG0000154	ENSCAFG00000005255.4	ENSACAG00000002292.3
OG0000154	ENSCAFG00000004889.4	ENSACAG00000000986.3
OG0000154	ENSCAFG00000005257.4	ENSACAG00000006506.3
OG0000154	ENSCAFG00000023315.3	ENSACAG00000006375.3, ENSACAG00000005849.3
OG0000155	ENSCAFG00000012373.4	ENSACAG00000017486.3
OG0000155	ENSCAFG00000012368.4	ENSACAG00000017484.3, ENSACAG00000017442.3
OG0000155	ENSCAFG00000012377.4	ENSACAG00000017487.3
OG0000156	ENSCAFG00000002127.5	ENSACAG00000009691.3
OG0000158	ENSCAFG00000017958.4	ENSACAG00000004055.3
OG0000158	ENSCAFG00000019985.5	ENSACAG00000002318.3, ENSACAG00000001184.3
OG0000159	ENSCAFG00000014139.4, ENSCAFG00000030739.3, ENSCAFG00000047066.1, ENSCAFG00000031806.2	ENSACAG00000024242.1, ENSACAG00000002784.2
OG0000160	ENSCAFG00000000803.4, ENSCAFG00000000896.4	ENSACAG00000010547.2, ENSACAG00000011986.2
OG0000161	ENSCAFG00000002834.4, ENSCAFG00000002855.4, ENSCAFG00000032162.2, ENSCAFG00000003423.5, ENSCAFG00000028980.2, ENSCAFG00000044469.1, ENSCAFG00000028603.3	ENSACAG00000010510.3, ENSACAG00000022228.2
OG0000162	ENSCAFG00000016416.5	ENSACAG00000003199.3
OG0000162	ENSCAFG00000016432.4	ENSACAG00000002512.2
OG0000162	ENSCAFG00000001960.5	ENSACAG00000000755.3
OG0000162	ENSCAFG00000013830.4	ENSACAG00000016579.3
OG0000163	ENSCAFG00000003927.5	ENSACAG00000004527.3
OG0000163	ENSCAFG00000017350.5	ENSACAG00000016958.3
OG0000163	ENSCAFG00000001688.4	ENSACAG00000017521.2
OG0000164	ENSCAFG00000002133.4	ENSACAG00000012613.3, ENSACAG00000012486.2, ENSACAG00000012166.3
OG0000169	ENSCAFG00000000567.5	ENSACAG00000016470.3
OG0000169	ENSCAFG00000003081.5	ENSACAG00000002544.3
OG0000169	ENSCAFG00000009573.4	ENSACAG00000011841.3
OG0000170	ENSCAFG00000046771.1	ENSACAG00000023684.1, ENSACAG00000002912.2, ENSACAG00000028460.1, ENSACAG00000029617.1
OG0000171	ENSCAFG00000010410.4	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3, ENSACAG00000011740.3
OG0000172	ENSCAFG00000003989.4	ENSACAG00000007544.3
OG0000172	ENSCAFG00000011756.5	ENSACAG00000029612.1
OG0000172	ENSCAFG00000001362.4	ENSACAG00000013199.2
OG0000172	ENSCAFG00000019587.6	ENSACAG00000005063.3
OG0000173	ENSCAFG00000000670.5	ENSACAG00000009511.3
OG0000174	ENSCAFG00000016476.5	ENSACAG00000011246.3
OG0000174	ENSCAFG00000005194.5	ENSACAG00000005170.3
OG0000174	ENSCAFG00000012493.4	ENSACAG00000008640.3
OG0000179	ENSCAFG00000015682.4	ENSACAG00000014986.3, ENSACAG00000022178.2
OG0000179	ENSCAFG00000029090.2	ENSACAG00000014897.3
OG0000179	ENSCAFG00000015721.5	ENSACAG00000008884.3
OG0000180	ENSCAFG00000049295.1, ENSCAFG00000042617.1, ENSCAFG00000029527.1, ENSCAFG00000042816.1, ENSCAFG00000047857.1, ENSCAFG00000048341.1, ENSCAFG00000046423.1	ENSACAG00000024570.1, ENSACAG00000010991.2, ENSACAG00000024396.1, ENSACAG00000027815.1
OG0000181	ENSCAFG00000016373.4, ENSCAFG00000016370.4	ENSACAG00000006459.3, ENSACAG00000021039.3, ENSACAG00000014465.3, ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1, ENSACAG00000002416.2, ENSACAG00000025527.1, ENSACAG00000002410.2
OG0000182	ENSCAFG00000024810.2, ENSCAFG00000003811.3	ENSACAG00000028427.1
OG0000183	ENSCAFG00000020411.4	ENSACAG00000004220.3
OG0000183	ENSCAFG00000010858.5	ENSACAG00000014964.3
OG0000183	ENSCAFG00000009842.4	ENSACAG00000017754.3
OG0000183	ENSCAFG00000009907.5	ENSACAG00000017742.3
OG0000184	ENSCAFG00000018508.6	ENSACAG00000011205.3
OG0000184	ENSCAFG00000019716.4	ENSACAG00000013896.3
OG0000185	ENSCAFG00000010433.4	ENSACAG00000006923.2
OG0000185	ENSCAFG00000029086.2	ENSACAG00000002890.3
OG0000186	ENSCAFG00000014257.4	ENSACAG00000005115.3
OG0000186	ENSCAFG00000006542.4	ENSACAG00000014256.3
OG0000186	ENSCAFG00000010882.5	ENSACAG00000008068.3
OG0000186	ENSCAFG00000008850.5	ENSACAG00000005972.3
OG0000187	ENSCAFG00000003850.3	ENSACAG00000010665.2
OG0000187	ENSCAFG00000047569.1, ENSCAFG00000013413.4	ENSACAG00000017941.3
OG0000187	ENSCAFG00000023066.2	ENSACAG00000008297.3
OG0000188	ENSCAFG00000018314.5	ENSACAG00000016113.2
OG0000193	ENSCAFG00000011301.5	ENSACAG00000000937.2
OG0000193	ENSCAFG00000011565.5	ENSACAG00000008365.3
OG0000193	ENSCAFG00000018960.5	ENSACAG00000012143.2
OG0000193	ENSCAFG00000017110.4	ENSACAG00000015112.2
OG0000194	ENSCAFG00000031029.2	ENSACAG00000014920.3
OG0000194	ENSCAFG00000009532.4	ENSACAG00000003090.3
OG0000196	ENSCAFG00000018380.2, ENSCAFG00000005504.4	ENSACAG00000029093.1
OG0000197	ENSCAFG00000008123.5	ENSACAG00000013597.3
OG0000197	ENSCAFG00000017137.4	ENSACAG00000004802.3
OG0000197	ENSCAFG00000018631.5	ENSACAG00000015165.3
OG0000198	ENSCAFG00000024306.4	ENSACAG00000017275.3
OG0000198	ENSCAFG00000024682.3	ENSACAG00000003385.3
OG0000198	ENSCAFG00000001196.4	ENSACAG00000000167.3
OG0000198	ENSCAFG00000003443.4	ENSACAG00000029174.1
OG0000199	ENSCAFG00000009795.5	ENSACAG00000003402.3
OG0000199	ENSCAFG00000004958.4	ENSACAG00000015855.2
OG0000200	ENSCAFG00000001916.4	ENSACAG00000001281.3
OG0000200	ENSCAFG00000012554.4	ENSACAG00000014863.3
OG0000201	ENSCAFG00000011909.4	ENSACAG00000005654.3
OG0000201	ENSCAFG00000019242.4	ENSACAG00000008973.3
OG0000201	ENSCAFG00000004784.4	ENSACAG00000008979.3
OG0000201	ENSCAFG00000005331.4	ENSACAG00000009926.3
OG0000202	ENSCAFG00000008918.4	ENSACAG00000003097.3
OG0000202	ENSCAFG00000006631.4	ENSACAG00000003052.3, ENSACAG00000005898.2
OG0000203	ENSCAFG00000007100.4	ENSACAG00000009088.3
OG0000203	ENSCAFG00000017790.6	ENSACAG00000008734.2
OG0000203	ENSCAFG00000018583.4	ENSACAG00000010815.3
OG0000204	ENSCAFG00000029482.2	ENSACAG00000017093.2
OG0000212	ENSCAFG00000019339.5	ENSACAG00000013919.2
OG0000212	ENSCAFG00000018012.4	ENSACAG00000006419.3
OG0000213	ENSCAFG00000009921.3	ENSACAG00000011286.3
OG0000213	ENSCAFG00000019156.4	ENSACAG00000013990.3
OG0000213	ENSCAFG00000001878.4	ENSACAG00000007024.3
OG0000213	ENSCAFG00000017227.5	ENSACAG00000014692.3
OG0000214	ENSCAFG00000011787.3	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3
OG0000216	ENSCAFG00000006577.3, ENSCAFG00000017292.3, ENSCAFG00000045893.1	ENSACAG00000010881.3
OG0000216	ENSCAFG00000017231.3	ENSACAG00000013925.3
OG0000217	ENSCAFG00000018163.4	ENSACAG00000015036.3
OG0000217	ENSCAFG00000012059.5	ENSACAG00000011476.3
OG0000217	ENSCAFG00000015161.5	ENSACAG00000009061.3
OG0000218	ENSCAFG00000014886.2, ENSCAFG00000014968.3, ENSCAFG00000002084.4	ENSACAG00000001928.3
OG0000219	ENSCAFG00000030258.3	ENSACAG00000024548.2
OG0000220	ENSCAFG00000000454.5	ENSACAG00000022093.2
OG0000220	ENSCAFG00000000636.6	ENSACAG00000029133.1, ENSACAG00000017289.3
OG0000221	ENSCAFG00000002490.4	ENSACAG00000009243.3
OG0000221	ENSCAFG00000010816.4	ENSACAG00000011807.3
OG0000221	ENSCAFG00000001237.4	ENSACAG00000000749.3
OG0000222	ENSCAFG00000014655.4	ENSACAG00000005792.1
OG0000222	ENSCAFG00000011335.3	ENSACAG00000004667.1
OG0000223	ENSCAFG00000008603.5	ENSACAG00000029116.1
OG0000223	ENSCAFG00000005523.5	ENSACAG00000000969.3
OG0000223	ENSCAFG00000018841.5	ENSACAG00000009557.3
OG0000224	ENSCAFG00000016128.5	ENSACAG00000001017.3
OG0000225	ENSCAFG00000032353.2	ENSACAG00000004368.2
OG0000225	ENSCAFG00000031041.2	ENSACAG00000002183.3
OG0000226	ENSCAFG00000012211.4	ENSACAG00000012117.3
OG0000226	ENSCAFG00000012299.4	ENSACAG00000013822.3
OG0000226	ENSCAFG00000015050.4	ENSACAG00000009340.2
OG0000227	ENSCAFG00000013078.2	ENSACAG00000014558.3
OG0000227	ENSCAFG00000028765.2, ENSCAFG00000010143.3	ENSACAG00000021112.2
OG0000228	ENSCAFG00000012020.4	ENSACAG00000007442.3
OG0000228	ENSCAFG00000028630.3	ENSACAG00000011919.3
OG0000229	ENSCAFG00000007603.4	ENSACAG00000002031.3
OG0000229	ENSCAFG00000001585.5	ENSACAG00000009986.3
OG0000229	ENSCAFG00000019521.4	ENSACAG00000009800.3
OG0000230	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3
OG0000231	ENSCAFG00000028617.2	ENSACAG00000027821.2
OG0000231	ENSCAFG00000025497.3	ENSACAG00000013144.2
OG0000232	ENSCAFG00000009898.6, ENSCAFG00000044092.1	ENSACAG00000009306.2
OG0000232	ENSCAFG00000049974.1	ENSACAG00000009596.3
OG0000233	ENSCAFG00000017929.3	ENSACAG00000029367.1
OG0000235	ENSCAFG00000017251.5	ENSACAG00000015134.3
OG0000235	ENSCAFG00000001889.4	ENSACAG00000006768.3
OG0000235	ENSCAFG00000030702.2	ENSACAG00000011617.2
OG0000236	ENSCAFG00000011246.4	ENSACAG00000008728.3, ENSACAG00000015237.2
OG0000236	ENSCAFG00000018166.5	ENSACAG00000000835.3
OG0000237	ENSCAFG00000002771.6	ENSACAG00000011654.3
OG0000237	ENSCAFG00000015064.5	ENSACAG00000002883.3
OG0000237	ENSCAFG00000004439.4	ENSACAG00000007451.3
OG0000238	ENSCAFG00000016982.4	ENSACAG00000016098.3
OG0000238	ENSCAFG00000009001.4	ENSACAG00000010981.2
OG0000238	ENSCAFG00000013062.5	ENSACAG00000007299.3
OG0000239	ENSCAFG00000006859.4	ENSACAG00000014440.3
OG0000239	ENSCAFG00000006849.5	ENSACAG00000014433.3
OG0000239	ENSCAFG00000006812.5	ENSACAG00000014310.2
OG0000240	ENSCAFG00000003029.4	ENSACAG00000011382.2
OG0000240	ENSCAFG00000025016.3, ENSCAFG00000031174.2	ENSACAG00000028995.1
OG0000241	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2	ENSACAG00000013328.3, ENSACAG00000014241.3
OG0000242	ENSCAFG00000014957.5	ENSACAG00000012857.3
OG0000242	ENSCAFG00000004912.4	ENSACAG00000002337.2
OG0000242	ENSCAFG00000008750.4	ENSACAG00000008069.3
OG0000243	ENSCAFG00000003790.4	ENSACAG00000028717.1
OG0000243	ENSCAFG00000017438.5	ENSACAG00000016810.2
OG0000244	ENSCAFG00000023335.3, ENSCAFG00000015054.5	ENSACAG00000012632.2
OG0000244	ENSCAFG00000015063.2	ENSACAG00000023762.2, ENSACAG00000012628.3
OG0000248	ENSCAFG00000008265.4	ENSACAG00000005606.2
OG0000248	ENSCAFG00000032754.2	ENSACAG00000009326.3
OG0000249	ENSCAFG00000024629.3, ENSCAFG00000004420.3	ENSACAG00000005958.3
OG0000249	ENSCAFG00000017889.6	ENSACAG00000013325.3
OG0000249	ENSCAFG00000016185.5	ENSACAG00000005736.3
OG0000250	ENSCAFG00000017786.6	ENSACAG00000006717.3
OG0000251	ENSCAFG00000032379.2	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1
OG0000252	ENSCAFG00000010644.5	ENSACAG00000012558.3
OG0000252	ENSCAFG00000014818.5	ENSACAG00000010008.3
OG0000252	ENSCAFG00000009390.5	ENSACAG00000010782.3
OG0000253	ENSCAFG00000023431.4	ENSACAG00000007902.3
OG0000253	ENSCAFG00000010872.5	ENSACAG00000011853.3
OG0000253	ENSCAFG00000001269.5	ENSACAG00000016127.3
OG0000254	ENSCAFG00000007904.5	ENSACAG00000005650.3
OG0000254	ENSCAFG00000017827.4	ENSACAG00000009688.3
OG0000254	ENSCAFG00000011832.4	ENSACAG00000010567.3
OG0000254	ENSCAFG00000017804.4	ENSACAG00000014362.3
OG0000255	ENSCAFG00000008221.5, ENSCAFG00000002290.4, ENSCAFG00000018144.4	ENSACAG00000014919.3
OG0000255	ENSCAFG00000018719.5	ENSACAG00000012339.3
OG0000255	ENSCAFG00000002598.4	ENSACAG00000017436.3
OG0000256	ENSCAFG00000004591.5	ENSACAG00000016680.2
OG0000256	ENSCAFG00000031977.2	ENSACAG00000015778.2
OG0000256	ENSCAFG00000004910.5	ENSACAG00000006418.2
OG0000257	ENSCAFG00000007161.3	ENSACAG00000002977.3
OG0000257	ENSCAFG00000017592.4	ENSACAG00000003864.3
OG0000257	ENSCAFG00000006792.4	ENSACAG00000005459.3
OG0000258	ENSCAFG00000005069.5	ENSACAG00000013535.3
OG0000258	ENSCAFG00000018859.5	ENSACAG00000007804.2
OG0000258	ENSCAFG00000001460.4	ENSACAG00000004644.3
OG0000259	ENSCAFG00000005329.5	ENSACAG00000011816.3
OG0000260	ENSCAFG00000013883.5	ENSACAG00000015954.3
OG0000262	ENSCAFG00000004742.4	ENSACAG00000029220.1, ENSACAG00000004431.3, ENSACAG00000029510.1, ENSACAG00000028902.1, ENSACAG00000004426.2, ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2, ENSACAG00000029666.1, ENSACAG00000021977.1
OG0000263	ENSCAFG00000002744.5	ENSACAG00000011972.3
OG0000263	ENSCAFG00000041406.1	ENSACAG00000003147.3
OG0000263	ENSCAFG00000012306.6	ENSACAG00000007494.3
OG0000264	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1	ENSACAG00000002138.3, ENSACAG00000024253.1
OG0000265	ENSCAFG00000001821.4	ENSACAG00000012837.3
OG0000265	ENSCAFG00000019448.4	ENSACAG00000014324.3
OG0000266	ENSCAFG00000047064.1	ENSACAG00000022813.1, ENSACAG00000025789.1, ENSACAG00000026444.1, ENSACAG00000025783.1, ENSACAG00000026763.1, ENSACAG00000026858.1, ENSACAG00000028707.1, ENSACAG00000026541.1, ENSACAG00000024222.1
OG0000267	ENSCAFG00000007728.4	ENSACAG00000011281.3, ENSACAG00000000884.3
OG0000267	ENSCAFG00000005613.5	ENSACAG00000013876.3
OG0000267	ENSCAFG00000010242.4	ENSACAG00000014632.3
OG0000268	ENSCAFG00000004996.3, ENSCAFG00000030034.1, ENSCAFG00000005672.3	ENSACAG00000007914.3
OG0000269	ENSCAFG00000019838.4	ENSACAG00000007923.3
OG0000270	ENSCAFG00000011941.4	ENSACAG00000003076.2
OG0000270	ENSCAFG00000010453.4	ENSACAG00000000199.3
OG0000271	ENSCAFG00000013004.6	ENSACAG00000000106.3
OG0000271	ENSCAFG00000019380.4	ENSACAG00000011575.3
OG0000271	ENSCAFG00000016897.4	ENSACAG00000004786.2
OG0000272	ENSCAFG00000002041.4	ENSACAG00000006913.3
OG0000272	ENSCAFG00000023655.3, ENSCAFG00000023398.3	ENSACAG00000025622.1, ENSACAG00000006482.2, ENSACAG00000020949.2, ENSACAG00000006357.3, ENSACAG00000006355.2, ENSACAG00000006485.2, ENSACAG00000006327.2, ENSACAG00000006241.3
OG0000273	ENSCAFG00000029151.2	ENSACAG00000010161.3, ENSACAG00000008513.2
OG0000273	ENSCAFG00000002646.4, ENSCAFG00000016335.3, ENSCAFG00000017563.2	ENSACAG00000004499.3
OG0000274	ENSCAFG00000028569.2, ENSCAFG00000046007.1	ENSACAG00000010658.2
OG0000275	ENSCAFG00000009514.4	ENSACAG00000011796.3
OG0000275	ENSCAFG00000003455.4	ENSACAG00000008694.3
OG0000277	ENSCAFG00000006551.4	ENSACAG00000011361.2
OG0000277	ENSCAFG00000009396.5	ENSACAG00000011795.2
OG0000277	ENSCAFG00000000395.4	ENSACAG00000016677.3
OG0000278	ENSCAFG00000046463.1	ENSACAG00000021083.3
OG0000278	ENSCAFG00000044244.1	ENSACAG00000022310.2
OG0000279	ENSCAFG00000010642.4	ENSACAG00000000473.2
OG0000279	ENSCAFG00000011877.4	ENSACAG00000015604.3, ENSACAG00000015627.3
OG0000280	ENSCAFG00000002620.5	ENSACAG00000016780.3
OG0000280	ENSCAFG00000010798.5	ENSACAG00000003593.2
OG0000280	ENSCAFG00000010081.5	ENSACAG00000009622.3
OG0000281	ENSCAFG00000005814.3	ENSACAG00000000017.3
OG0000281	ENSCAFG00000000087.4	ENSACAG00000005380.3
OG0000281	ENSCAFG00000015629.3	ENSACAG00000017960.2
OG0000282	ENSCAFG00000007821.3	ENSACAG00000007151.2
OG0000283	ENSCAFG00000008677.4	ENSACAG00000029227.1
OG0000284	ENSCAFG00000019044.4, ENSCAFG00000001302.4	ENSACAG00000017998.2
OG0000285	ENSCAFG00000030793.2, ENSCAFG00000046009.1, ENSCAFG00000006485.4, ENSCAFG00000050027.1, ENSCAFG00000048887.1, ENSCAFG00000046118.1	ENSACAG00000022410.2
OG0000286	ENSCAFG00000031686.1, ENSCAFG00000031781.1, ENSCAFG00000005290.3, ENSCAFG00000030059.2, ENSCAFG00000011783.4, ENSCAFG00000018265.3, ENSCAFG00000004167.1, ENSCAFG00000011644.1, ENSCAFG00000019063.2, ENSCAFG00000001080.1, ENSCAFG00000000808.2, ENSCAFG00000004703.4, ENSCAFG00000006147.2, ENSCAFG00000008616.4, ENSCAFG00000000376.1, ENSCAFG00000011325.3, ENSCAFG00000029285.2, ENSCAFG00000005930.4, ENSCAFG00000002038.2, ENSCAFG00000016063.2	ENSACAG00000006092.3
OG0000292	ENSCAFG00000000704.4	ENSACAG00000002448.3
OG0000292	ENSCAFG00000005305.5	ENSACAG00000009850.3
OG0000293	ENSCAFG00000000661.4	ENSACAG00000004653.3
OG0000293	ENSCAFG00000016607.4	ENSACAG00000003659.3
OG0000293	ENSCAFG00000014273.5	ENSACAG00000001083.3
OG0000294	ENSCAFG00000013918.4	ENSACAG00000011337.3
OG0000294	ENSCAFG00000016126.4	ENSACAG00000014408.3
OG0000295	ENSCAFG00000005238.4	ENSACAG00000009359.3
OG0000295	ENSCAFG00000041420.1	ENSACAG00000008113.3
OG0000295	ENSCAFG00000008515.4	ENSACAG00000002065.3
OG0000296	ENSCAFG00000000783.4	ENSACAG00000012549.2
OG0000296	ENSCAFG00000013289.6	ENSACAG00000005840.3
OG0000297	ENSCAFG00000001335.4	ENSACAG00000017155.3
OG0000297	ENSCAFG00000015618.4	ENSACAG00000015357.3
OG0000297	ENSCAFG00000006892.6	ENSACAG00000012730.3
OG0000298	ENSCAFG00000047599.1	ENSACAG00000029560.1
OG0000299	ENSCAFG00000000127.4	ENSACAG00000009410.2
OG0000300	ENSCAFG00000014028.5, ENSCAFG00000014043.4	ENSACAG00000013259.2, ENSACAG00000009295.2
OG0000301	ENSCAFG00000017254.5	ENSACAG00000005552.3
OG0000301	ENSCAFG00000008434.4	ENSACAG00000016106.3
OG0000302	ENSCAFG00000049664.1, ENSCAFG00000045520.1, ENSCAFG00000046823.1, ENSCAFG00000043673.1, ENSCAFG00000032122.2, ENSCAFG00000031092.2, ENSCAFG00000045416.1, ENSCAFG00000045833.1, ENSCAFG00000042941.1, ENSCAFG00000046881.1, ENSCAFG00000049837.1, ENSCAFG00000032101.2, ENSCAFG00000029014.2, ENSCAFG00000029524.2, ENSCAFG00000041194.1, ENSCAFG00000046992.1	ENSACAG00000003624.3
OG0000303	ENSCAFG00000023628.4, ENSCAFG00000016084.4, ENSCAFG00000000044.4, ENSCAFG00000004124.3	ENSACAG00000002188.3
OG0000303	ENSCAFG00000010362.4, ENSCAFG00000032180.2	ENSACAG00000028873.1
OG0000304	ENSCAFG00000001704.4, ENSCAFG00000029830.2	ENSACAG00000016586.3
OG0000304	ENSCAFG00000046770.1	ENSACAG00000028154.1
OG0000305	ENSCAFG00000019812.5	ENSACAG00000011759.2
OG0000305	ENSCAFG00000019809.4	ENSACAG00000011773.3
OG0000306	ENSCAFG00000001202.4	ENSACAG00000015953.3
OG0000306	ENSCAFG00000000332.4	ENSACAG00000006406.3
OG0000307	ENSCAFG00000000767.5	ENSACAG00000007375.3
OG0000307	ENSCAFG00000029819.2	ENSACAG00000001180.3
OG0000307	ENSCAFG00000019841.6	ENSACAG00000010393.3
OG0000308	ENSCAFG00000017946.4, ENSCAFG00000018625.5	ENSACAG00000028697.1, ENSACAG00000017334.2, ENSACAG00000014786.3, ENSACAG00000017192.2
OG0000309	ENSCAFG00000030630.2	ENSACAG00000025687.2, ENSACAG00000017495.3, ENSACAG00000017489.3
OG0000310	ENSCAFG00000023105.4	ENSACAG00000005354.3
OG0000318	ENSCAFG00000016859.5	ENSACAG00000004276.3
OG0000318	ENSCAFG00000019545.5	ENSACAG00000002441.3
OG0000318	ENSCAFG00000014929.6	ENSACAG00000006231.3
OG0000319	ENSCAFG00000000558.4	ENSACAG00000000565.2
OG0000320	ENSCAFG00000011922.4	ENSACAG00000006415.3
OG0000320	ENSCAFG00000010737.6	ENSACAG00000004691.3
OG0000320	ENSCAFG00000000905.5	ENSACAG00000014041.3
OG0000321	ENSCAFG00000013723.6	ENSACAG00000006308.3
OG0000321	ENSCAFG00000019109.5	ENSACAG00000013229.3
OG0000321	ENSCAFG00000002397.6	ENSACAG00000013640.3
OG0000322	ENSCAFG00000001448.5	ENSACAG00000016764.2
OG0000322	ENSCAFG00000015683.4	ENSACAG00000012958.2, ENSACAG00000007632.3
OG0000323	ENSCAFG00000007095.4	ENSACAG00000017808.2
OG0000323	ENSCAFG00000019775.3, ENSCAFG00000024923.2, ENSCAFG00000007124.4	ENSACAG00000017817.3
OG0000324	ENSCAFG00000009913.4	ENSACAG00000014022.3
OG0000324	ENSCAFG00000010238.4	ENSACAG00000010038.3
OG0000324	ENSCAFG00000012293.5	ENSACAG00000009349.3
OG0000325	ENSCAFG00000012234.4, ENSCAFG00000049045.1, ENSCAFG00000017386.4, ENSCAFG00000043616.1	ENSACAG00000011604.2
OG0000326	ENSCAFG00000009596.5	ENSACAG00000005164.3
OG0000326	ENSCAFG00000002008.5	ENSACAG00000013003.3
OG0000326	ENSCAFG00000012903.5	ENSACAG00000017855.2
OG0000327	ENSCAFG00000018210.5	ENSACAG00000015334.3
OG0000327	ENSCAFG00000017189.2	ENSACAG00000026013.2
OG0000327	ENSCAFG00000006742.5	ENSACAG00000003334.2
OG0000328	ENSCAFG00000007027.3	ENSACAG00000025676.1, ENSACAG00000010287.2
OG0000328	ENSCAFG00000007029.3	ENSACAG00000010290.2, ENSACAG00000010285.2
OG0000329	ENSCAFG00000017039.6	ENSACAG00000014439.3
OG0000329	ENSCAFG00000018898.4	ENSACAG00000012732.2
OG0000329	ENSCAFG00000009924.4	ENSACAG00000004260.3
OG0000330	ENSCAFG00000012443.4, ENSCAFG00000025404.3, ENSCAFG00000025287.3	ENSACAG00000017499.2, ENSACAG00000017488.3
OG0000331	ENSCAFG00000025445.4	ENSACAG00000016702.1
OG0000331	ENSCAFG00000013084.6	ENSACAG00000006841.3
OG0000332	ENSCAFG00000005769.4, ENSCAFG00000005758.5, ENSCAFG00000005818.5, ENSCAFG00000005832.5, ENSCAFG00000005841.5, ENSCAFG00000028812.2	ENSACAG00000029425.1, ENSACAG00000009283.3
OG0000333	ENSCAFG00000029992.2, ENSCAFG00000046469.1, ENSCAFG00000005434.4, ENSCAFG00000002336.4, ENSCAFG00000004962.4, ENSCAFG00000025174.3, ENSCAFG00000005494.4, ENSCAFG00000003861.4, ENSCAFG00000015164.2	ENSACAG00000029107.1
OG0000334	ENSCAFG00000002015.5	ENSACAG00000005359.2
OG0000335	ENSCAFG00000015866.2	ENSACAG00000011039.3, ENSACAG00000011037.3, ENSACAG00000028389.1, ENSACAG00000029176.1, ENSACAG00000028881.1
OG0000345	ENSCAFG00000008838.5	ENSACAG00000000831.3
OG0000345	ENSCAFG00000016888.5	ENSACAG00000004127.2
OG0000346	ENSCAFG00000016791.4	ENSACAG00000009189.2
OG0000347	ENSCAFG00000016741.6	ENSACAG00000009375.3
OG0000347	ENSCAFG00000013208.4	ENSACAG00000013693.3
OG0000348	ENSCAFG00000016055.5	ENSACAG00000006393.3
OG0000348	ENSCAFG00000005104.5	ENSACAG00000013527.3
OG0000348	ENSCAFG00000009562.5	ENSACAG00000013815.3
OG0000349	ENSCAFG00000007659.5	ENSACAG00000003544.3
