P_Mucros.pep,P_bivittatus_protein
XP_015675063.1,XP_007438466.1
XP_015671918.1,XP_007444404.2
XP_015685054.1,XP_007444152.2
XP_029143153.1,XP_007444951.2
XP_015679811.1,XP_025028234.1
XP_015668513.1,XP_007427006.1
XP_029142079.1,XP_025020554.1
XP_029142430.1,XP_025020392.1
XP_015667156.1,XP_015744197.1
XP_015678211.1,XP_015745696.1
XP_015684403.1,XP_025026951.1
XP_015668678.1,XP_025032903.1
XP_029140731.1,XP_007436876.1
XP_029139307.1,XP_007440221.1
XP_015680170.1,XP_007434821.2
XP_015677050.1,XP_007426581.1
XP_029140044.1,XP_025026903.1
XP_015669476.1,XP_025026665.1
XP_015669996.1,XP_007437569.1
XP_029140738.1,XP_007430290.1
XP_015680651.1,XP_025020466.1
XP_015666770.1,XP_007422734.1
XP_015672896.1,XP_007436206.1
XP_015672894.1,XP_007436205.1
XP_015675787.1,XP_007435873.1
XP_015680219.1,XP_007441485.1
XP_015680521.1,XP_007435384.1
XP_015676484.1,XP_007432499.1
XP_015673021.1,XP_007444526.1
XP_015677164.1,XP_025021912.1
XP_015677161.1,XP_007427389.1
XP_015675869.1,XP_007441028.2
XP_015683713.2,XP_025031429.1
XP_015682283.1,XP_007439059.1
XP_015687344.1,XP_007425194.1
XP_015682869.1,XP_007431916.1
XP_015666241.2,XP_007438444.2
XP_015671138.1,XP_007437547.2
XP_015679763.1,XP_025024292.1
XP_015674935.1,XP_007430972.1
XP_015668296.1,XP_025030516.1
XP_015668295.1,XP_007440828.1
XP_015675813.1,XP_007440505.1
XP_015671005.1,XP_007433733.1
XP_029141909.1,XP_015745552.1
XP_015681579.1,XP_007442041.3
XP_015668764.1,XP_007432562.1
XP_015678370.1,XP_025021443.1
XP_015687221.1,XP_007443783.1
XP_015677251.1,XP_007444285.1
XP_015677252.1,XP_007443103.1
XP_015677253.1,XP_007443102.1
XP_015671722.1,XP_007421067.1
XP_015675019.1,XP_007440378.2
XP_015687161.1,XP_007434356.1
XP_015684247.1,XP_025029064.1
XP_015675486.1,XP_025019135.1
XP_015676528.1,XP_007432478.1
XP_015681691.1,XP_007440962.1
XP_015669791.1,XP_007442672.1
XP_015668022.1,XP_007421233.1
XP_015665719.1,XP_015746213.2
XP_015671769.1,XP_025025147.1
XP_029141711.1,XP_025027120.1
XP_015665521.1,XP_025031311.1
XP_015673831.1,XP_025029678.1
XP_015668108.1,XP_007435177.1
XP_015674065.2,XP_025022292.1
XP_029140559.1,XP_007436499.2
XP_015678465.1,XP_015743244.1
XP_029140014.1,XP_007433095.1
XP_015667313.1,XP_025030627.1
XP_015679075.1,XP_007429230.1
XP_015672394.1,XP_025030244.1
XP_015681371.1,XP_007441865.1
XP_015672119.1,XP_007433096.1
XP_015681094.1,XP_007429957.1
XP_029143126.1,XP_007434305.2
XP_015681005.1,XP_007421854.1
XP_015678584.1,XP_007439626.1
XP_015673909.1,XP_007445230.1
XP_015673902.2,XP_007445011.1
XP_029140396.1,XP_015745999.1
XP_015669140.1,XP_025026887.1
XP_015678798.1,XP_007425685.1
XP_015683615.1,XP_007426200.1
XP_029142445.1,XP_025025163.1
XP_029141302.1,XP_025028099.1
XP_015680734.1,XP_007433445.1
XP_015675145.1,XP_025019779.1
XP_029140293.1,XP_007426997.1
XP_015674177.1,XP_007430278.1
XP_015666761.1,XP_007440650.1
XP_029139008.1,XP_007440329.1
XP_015677102.1,XP_025033013.1
XP_029141712.1,XP_007432911.1
XP_015675882.1,XP_025020338.1
XP_015672730.1,XP_007444156.1
XP_015667898.1,XP_007443232.1
XP_015676131.1,XP_025025755.1
XP_015673001.1,XP_007424644.1
XP_015673002.1,XP_007424642.1
XP_015673000.1,XP_007424643.1
XP_015685519.1,XP_025020909.1
XP_029140860.1,XP_025023010.1
XP_029140861.1,XP_025023005.1
XP_015671939.1,XP_025028226.1
XP_015671953.1,XP_025028232.1
XP_015678925.1,XP_007425552.1
XP_015680354.1,XP_025028602.1
XP_015676794.1,XP_007433104.1
XP_015667088.1,XP_007430701.1
XP_015682562.1,XP_025022033.1
XP_015677209.1,XP_007427588.1
XP_015677208.1,XP_007427589.1
XP_015682136.1,XP_007422752.1
XP_015682796.1,XP_007441264.1
XP_015684305.1,XP_025021484.1
XP_029141464.1,XP_025022038.1
XP_029142303.1,XP_025020644.1
XP_029142061.1,XP_015744179.1
XP_015667999.1,XP_007423639.1
XP_015674966.1,XP_015743789.1
XP_029142386.1,XP_025028484.1
XP_015678852.1,XP_007439920.1
XP_015673645.1,XP_007438688.1
XP_015679579.1,XP_025028611.1
XP_015670933.1,XP_025018847.1
XP_029141920.1,XP_025023609.1
XP_015668901.1,XP_007435611.1
XP_015667447.1,XP_007433927.1
XP_015666327.1,XP_007422196.1
XP_015668789.1,XP_007432556.1
XP_029140264.1,XP_007441373.2
XP_015674349.1,XP_007442338.1
XP_015666424.1,XP_007430499.1
XP_015681742.1,XP_007435133.1
XP_015671645.1,XP_007434340.1
XP_015671638.1,XP_007434339.1
XP_029139755.1,XP_025019065.1
XP_015667772.1,XP_015745646.1
XP_015676392.1,XP_025027822.1
XP_029142182.1,XP_025019419.1
XP_029140737.1,XP_007420595.1
XP_015666923.1,XP_007430976.1
XP_015686161.1,XP_007421688.1
XP_015686796.1,XP_025024815.1
XP_015687330.1,XP_025030944.1
XP_029143110.1,XP_025030784.1
XP_029143112.1,XP_025030783.1
XP_015668493.2,XP_007420433.1
XP_029140287.1,XP_025023333.1
XP_029140227.1,XP_015745487.1
XP_029140016.1,XP_007440496.1
XP_015687599.1,XP_025033075.1
XP_015673494.1,XP_007430356.1
XP_015683017.1,XP_007440908.1
XP_015680867.1,XP_025026309.1
XP_015674486.1,XP_007421921.2
XP_015672272.1,XP_007431804.2
XP_015682595.1,XP_007437276.1
XP_015686498.1,XP_007445368.1
XP_015677644.1,XP_007423350.1
XP_015671582.1,XP_007438578.1
XP_015671581.1,XP_007438580.1
XP_015668742.2,XP_015744992.2
XP_015679750.1,XP_007441074.1
XP_015667392.1,XP_015744478.1
XP_015684430.1,XP_007444936.1
XP_015672659.1,XP_007434022.1
XP_015675151.1,XP_007427607.1
XP_015671662.1,XP_025028089.1
XP_029139859.1,XP_025024299.1
XP_029142215.1,XP_015743756.2
XP_015671468.1,XP_007428969.1
XP_015668932.1,XP_007422140.1
XP_015677079.1,XP_007441025.1
XP_029141210.1,XP_025031666.1
XP_015666464.1,XP_025031856.1
XP_029139269.1,XP_025029280.1
XP_029142084.1,XP_007430353.2
XP_029139273.1,XP_007442149.2
XP_015681685.1,XP_025030496.1
XP_015667793.1,XP_007442978.1
XP_015681953.1,XP_007431871.1
XP_015676741.1,XP_007441365.1
XP_015668649.1,XP_007441669.1
XP_015667611.1,XP_007438766.3
XP_015676840.1,XP_007438051.1
XP_015667553.1,XP_007428983.1
XP_015669216.1,XP_007435531.1
XP_015687458.1,XP_007423703.2
XP_015687237.1,XP_007431335.1
XP_015669176.1,XP_007425856.1
XP_029140060.1,XP_007442054.2
XP_015669153.1,XP_007444653.1
XP_015683893.1,XP_015744211.1
XP_015669189.1,XP_007432019.1
XP_015666229.1,XP_025027498.1
XP_029138881.1,XP_025020329.1
XP_015668517.1,XP_007432881.1
XP_015683709.1,XP_015744947.1
XP_015681434.1,XP_007439306.2
XP_015678217.1,XP_025023221.1
XP_015682438.1,XP_007424795.1
XP_015672238.1,XP_007430692.1
XP_015669186.1,XP_007442627.1
XP_029140732.1,XP_007438464.1
XP_015665557.1,XP_007436088.1
XP_029139946.1,XP_007429382.1
XP_015667932.1,XP_007427106.2
XP_015667579.1,XP_007440252.2
XP_015682959.1,XP_007437140.1
XP_015683566.1,XP_007427707.1
XP_015670011.1,XP_025028040.1
XP_015687058.1,XP_007435702.1
XP_015687059.1,XP_007433619.2
XP_029140282.1,XP_007421153.1
XP_015671362.1,XP_007428253.1
XP_029139957.1,XP_025022423.1
XP_015674879.1,XP_015743351.2
XP_015670365.1,XP_007442305.1
XP_015687390.1,XP_007432085.1
XP_029142819.1,XP_025033223.1
XP_015677471.1,XP_007437026.1
XP_015687323.1,XP_007430004.1
XP_015667806.1,XP_007433725.2
XP_015673750.1,XP_007440869.1
XP_015678932.1,XP_025027708.1
XP_015673224.1,XP_025025803.1
XP_015677408.1,XP_025026685.1
XP_015677928.1,XP_007425480.2
XP_015678978.1,XP_007433499.1
XP_015671890.1,XP_007435734.1
XP_015669179.2,XP_007431488.1
XP_015680277.1,XP_007432806.1
XP_029140411.1,XP_007431370.2
XP_015677180.1,XP_015743781.1
XP_015672352.1,XP_007444830.1
XP_029139423.1,XP_025023784.1
XP_029140518.1,XP_007444014.1
XP_015684990.1,XP_007442485.1
XP_015678509.1,XP_025028846.1
XP_015682306.1,XP_015746764.1
XP_015686948.1,XP_007424899.1
XP_015670759.1,XP_007424734.1
XP_015679508.1,XP_007422083.1
XP_029139146.1,XP_025020441.1
XP_015671211.1,XP_007440616.1
XP_029143091.1,XP_007438790.1
XP_015676461.1,XP_015744836.2
XP_015676452.1,XP_007436918.1
XP_015672217.1,XP_015743071.2
XP_015675300.1,XP_015743961.2
XP_029141983.1,XP_007429624.1
XP_015687431.1,XP_007421073.1
XP_015673012.1,XP_025026247.1
XP_015669177.1,XP_015746222.2
XP_015668235.1,XP_025020365.1
XP_015684944.1,XP_007436049.1
XP_015684943.1,XP_007436046.1
XP_015670868.1,XP_025026519.1
XP_015667533.1,XP_007422325.1
XP_015665631.1,XP_007429831.1
XP_015672739.1,XP_007441609.1
XP_015668456.1,XP_007431410.1
XP_015668455.1,XP_007431409.1
XP_029142006.1,XP_025028332.1
XP_015683877.1,XP_025032051.1
XP_029142605.1,XP_007420170.1
XP_015684259.1,XP_007420171.1
XP_029142135.1,XP_007427367.2
XP_029142708.1,XP_025031582.1
XP_029140944.1,XP_007422313.1
XP_015665510.1,XP_007431433.1
XP_015673801.1,XP_025028067.1
XP_029140536.1,XP_007437568.3
XP_015672250.1,XP_007429574.1
XP_015670865.1,XP_007434890.1
XP_015669848.1,XP_007427422.1
XP_015681319.1,XP_025021129.1
XP_029142877.1,XP_025022701.1
XP_015671178.1,XP_007427778.1
XP_015672596.1,XP_025030477.1
XP_015666481.1,XP_007441915.1
XP_015679405.1,XP_007445363.2
XP_015666206.1,XP_007438076.1
XP_015672006.1,XP_007429805.1
XP_015674212.1,XP_025020982.1
XP_015675271.2,XP_007421110.3
XP_015675220.1,XP_007421915.1
XP_015679170.1,XP_025031343.1
XP_015677128.1,XP_007425587.1
XP_015678172.1,XP_025028662.1
XP_015669323.2,XP_007434838.1
XP_015683386.1,XP_007421551.1
XP_029142080.1,XP_007426677.1
XP_015673358.1,XP_007422046.2
XP_015687909.1,XP_025033430.1
XP_029139003.1,XP_025032206.1
XP_029140656.1,XP_025027430.1
XP_015671821.1,XP_015743054.1
XP_015673393.2,XP_007442840.1
XP_015667336.1,XP_007423620.1
XP_015681160.1,XP_007426165.1
XP_015679449.1,XP_025030396.1
XP_015686380.1,XP_007431087.1
XP_015680950.1,XP_025030618.1
XP_015680949.1,XP_007440994.1
XP_029139625.1,XP_025019316.1
XP_015668511.1,XP_025030346.1
XP_015669811.1,XP_007427763.1
XP_015681228.1,XP_007426270.1
XP_015669577.1,XP_007424630.1
XP_015675642.1,XP_015743556.1
XP_015673336.2,XP_007425109.1
XP_015674386.1,XP_007427290.1
XP_015676357.1,XP_025031913.1
XP_029140856.1,XP_025030931.1
XP_015676355.2,XP_025033107.1
XP_015668918.2,XP_007423923.1
XP_029139470.1,XP_007440589.2
XP_015668994.1,XP_007436080.1
XP_015668996.1,XP_007443216.1
XP_015678705.1,XP_007435791.1
XP_029140951.1,XP_007444680.1
XP_015670462.1,XP_007429395.1
XP_015667862.1,XP_007425889.1
XP_029139940.1,XP_015746074.1
XP_015675386.1,XP_007433118.1
XP_015676490.1,XP_007439531.2
XP_029141831.1,XP_007426360.1
XP_015681138.1,XP_007443621.1
XP_015682635.1,XP_007427863.2
XP_015682856.2,XP_007440166.2
XP_015674356.1,XP_007442339.2
XP_015676758.1,XP_007426326.1
XP_015687491.1,XP_007421075.1
XP_015681453.1,XP_007444809.1
XP_015672953.1,XP_007434849.1
XP_015684686.1,XP_025027769.1
XP_015687023.1,XP_025020230.1
XP_029140982.1,XP_007441000.1
XP_015668150.1,XP_025019092.1
XP_015673265.1,XP_007424171.1
XP_029140534.1,XP_025030822.1
XP_015669949.1,XP_025026560.1
XP_015665637.1,XP_007434067.1
XP_015669773.1,XP_015744948.2
XP_015668505.1,XP_015745400.1
XP_015683884.1,XP_007428451.1
XP_029140928.1,XP_007437430.2
XP_015686054.1,XP_007439697.1
XP_015671870.1,XP_007426659.1
XP_015672759.1,XP_007423282.1
XP_015681345.1,XP_025030222.1
XP_029140669.1,XP_007425458.1
XP_015687157.1,XP_007430484.1
XP_015677211.1,XP_015743434.1
XP_015680241.1,XP_007427741.1
XP_015668124.1,XP_007435392.1
XP_015667870.1,XP_007424484.1
XP_015676628.1,XP_007434545.1
XP_015684084.1,XP_025026156.1
XP_015671481.1,XP_007420984.1
XP_015683008.1,XP_007438771.1
XP_015680523.1,XP_007441579.1
XP_015672701.1,XP_007437275.2
XP_029139761.1,XP_025024932.1
XP_015667906.1,XP_007422897.1
XP_015669428.1,XP_007421312.1
XP_015678725.2,XP_007434974.1
XP_015671460.1,XP_007428967.1
XP_015666625.1,XP_025030214.1
XP_015678447.1,XP_007427878.1
XP_029142035.1,XP_007442565.2
XP_015673917.1,XP_007445398.1
XP_015665450.1,XP_007433200.1
XP_029141478.1,XP_007433175.1
XP_029140654.1,XP_025020973.1
XP_015682606.1,XP_025024282.1
XP_015677535.1,XP_007427987.1
XP_029139473.1,XP_007436079.1
XP_015682831.1,XP_025021626.1
XP_015675374.1,XP_007431803.1
XP_015675853.1,XP_007431168.1
XP_015665766.1,XP_025025691.1
XP_029141230.1,XP_025026118.1
XP_015686288.1,XP_007430576.2
XP_015678672.1,XP_025020223.1
XP_015684082.1,XP_025026079.1
XP_015678881.1,XP_007435794.1
XP_015670293.1,XP_007420932.1
XP_015687864.1,XP_007437169.1
XP_015669711.1,XP_025023244.1
XP_029142913.1,XP_025030754.1
XP_015682439.1,XP_025030831.1
XP_015687588.1,XP_007434119.1
XP_015685580.1,XP_025026875.1
XP_015683916.1,XP_025026394.1
XP_015676066.1,XP_007434622.1
XP_015674848.1,XP_007444020.2
XP_015671901.1,XP_007429817.1
XP_015675380.1,XP_007434105.1
XP_015674291.1,XP_025020997.1
XP_015679801.1,XP_025029736.1
XP_015687101.1,XP_025021444.1
XP_015682899.1,XP_007443195.1
XP_015671118.1,XP_007426656.1
XP_015675437.1,XP_007437062.2
XP_015680235.1,XP_007429964.1
XP_015682548.1,XP_007435271.2
XP_015672294.1,XP_007436737.1
XP_015683958.1,XP_007440931.2
XP_015667350.1,XP_007430467.1
XP_029140435.1,XP_025026090.1
XP_015677436.1,XP_007426616.1
XP_015669549.1,XP_007420481.1
XP_015668676.1,XP_007441409.1
XP_015678742.1,XP_007427788.1
XP_029139345.1,XP_025019893.1
XP_029140971.1,XP_007428043.1
XP_015675112.1,XP_015744698.2
XP_015682744.1,XP_015744906.2
XP_015672525.2,XP_007434490.1
XP_015681704.1,XP_007441273.1
XP_015665833.1,XP_015744918.1
XP_015679374.1,XP_007430712.1
XP_029139240.1,XP_015744352.2
XP_029139082.1,XP_007426823.1
XP_029141869.1,XP_007442352.1
XP_015684234.1,XP_025025792.1
XP_015675538.1,XP_007427497.1
XP_015684591.1,XP_025027642.1
XP_015673608.1,XP_007423106.1
XP_015673545.1,XP_015745088.1
XP_029142654.1,XP_007431525.1
XP_015673353.1,XP_007421636.1
XP_029140266.1,XP_015745234.2
XP_015668283.1,XP_007423495.1
XP_015668313.1,XP_007437537.1
XP_015673487.1,XP_025030596.1
XP_029139198.1,XP_007434341.1
XP_015670725.1,XP_007433131.1
XP_015679858.1,XP_007435009.1
XP_029142976.1,XP_025021632.1
XP_015686386.1,XP_007426964.2
XP_015687538.1,XP_007423481.1
XP_015682174.1,XP_007433021.1
XP_015674622.1,XP_007428030.1
XP_015667916.1,XP_007438824.2
XP_015681106.1,XP_007421980.1
XP_029139658.1,XP_007443804.1
XP_015682303.1,XP_025030145.1
XP_015682302.1,XP_007443844.2
XP_015668661.1,XP_007441137.1
XP_029139632.1,XP_015744562.2
XP_029143072.1,XP_007427209.1
XP_015665651.1,XP_007440238.1
XP_015671883.1,XP_007445439.3
XP_015671906.1,XP_007442690.1
XP_015676487.1,XP_025028616.1
XP_015679540.1,XP_007437400.2
XP_015679539.2,XP_025028406.1
XP_029142768.1,XP_007443861.1
XP_015687246.1,XP_007430578.1
XP_015672874.1,XP_015742725.1
XP_015678323.2,XP_007433041.2
XP_029142045.1,XP_025030880.1
XP_029139629.1,XP_025030001.1
XP_015667893.1,XP_015746271.1
XP_015682873.1,XP_007423951.1
XP_015679389.1,XP_007431604.1
XP_015677504.1,XP_025032084.1
XP_015687079.1,XP_007436822.1
XP_015685524.1,XP_007432335.1
XP_015687553.1,XP_007432588.1
XP_015687560.1,XP_025025148.1
XP_015678282.1,XP_007434690.1
XP_015683534.1,XP_007431999.2
XP_029142427.1,XP_007439987.1
XP_015679656.1,XP_007430670.1
XP_015667895.1,XP_007431379.2
XP_015672479.1,XP_007436666.1
XP_029140838.1,XP_007442776.1
XP_015669969.1,XP_007439643.1
XP_015669970.1,XP_007439644.1
XP_015669581.1,XP_025028931.1
XP_015683448.1,XP_007426919.1
XP_015680748.1,XP_007423540.1
XP_029139811.1,XP_007428095.1
XP_015687420.1,XP_007421077.1
XP_015679541.1,XP_007437399.1
XP_015680795.1,XP_007429541.1
XP_029142136.1,XP_007422606.2
XP_015682678.1,XP_025021549.1
XP_015668440.1,XP_007428389.2
XP_015668432.1,XP_007428387.1
XP_029139364.1,XP_007428386.2
XP_029140035.1,XP_025023495.1
XP_015674232.1,XP_007425944.1
XP_015669697.1,XP_007425078.1
XP_015680860.1,XP_007438669.1
XP_015680242.1,XP_007427744.2
XP_015667257.1,XP_007421399.1
XP_015670594.1,XP_007420531.1
XP_029142158.1,XP_025020590.1
XP_015682656.1,XP_025031366.1
XP_015679791.1,XP_025021008.1
XP_015675211.1,XP_025027123.1
XP_015674896.1,XP_025020115.1
XP_015670709.1,XP_007424088.1
XP_015682301.1,XP_007433796.1
XP_015674072.1,XP_025022741.1
XP_015675331.1,XP_007442273.1
XP_029139284.1,XP_025021784.1
XP_015687633.1,XP_007426473.2
XP_029140907.1,XP_025028378.1
XP_015679594.1,XP_007425016.1
XP_015684580.1,XP_025022229.1
XP_015683205.1,XP_025029685.1
XP_015667958.1,XP_025023547.1
XP_015682942.1,XP_007436588.1
XP_015674593.1,XP_025032852.1
XP_029140310.1,XP_025020438.1
XP_029142507.1,XP_025027293.1
XP_015668768.1,XP_007432164.1
XP_015665401.1,XP_015745240.2
XP_029138961.1,XP_025024333.1
XP_015675720.1,XP_007433193.1
XP_015675279.1,XP_007432831.1
XP_015672362.1,XP_025027748.1
XP_029142671.1,XP_025028468.1
XP_015687217.1,XP_007445004.2
XP_029140668.1,XP_007436202.1
XP_015676810.1,XP_015743084.1
XP_015684109.1,XP_007430617.1
XP_015685803.1,XP_025025973.1
XP_015680172.1,XP_007420354.1
XP_029143109.1,XP_007421084.2
XP_015676261.1,XP_007425218.1
XP_015670125.1,XP_007430206.2
XP_015683237.1,XP_007443341.1
XP_015665523.1,XP_015744030.1
XP_029140657.1,XP_007428960.1
XP_015687567.1,XP_007437831.1
XP_015672729.1,XP_007439129.1
XP_015681007.1,XP_007429980.1
XP_015680350.1,XP_007426548.2
XP_029142623.1,XP_025025312.1
XP_029141521.1,XP_025026433.1
XP_015676147.1,XP_007430858.1
XP_015683132.2,XP_007438623.1
XP_029140722.1,XP_007428838.2
XP_015679828.1,XP_007442477.2
XP_015677549.1,XP_015746983.1
XP_015675603.1,XP_025027916.1
XP_015666881.1,XP_007431693.1
XP_015671075.1,XP_015746752.2
XP_015680306.1,XP_007435836.1
XP_015679529.1,XP_007433505.1
XP_015678912.2,XP_007439169.1
XP_029141108.1,XP_025027107.1
XP_015685925.1,XP_025032986.1
XP_015672957.1,XP_007440099.1
XP_029139272.1,XP_007440659.1
XP_015681291.1,XP_007428465.1
XP_015667581.1,XP_007441075.1
XP_029138868.1,XP_025029156.1
XP_015688015.1,XP_007421646.1
XP_015684850.1,XP_025026407.1
XP_015680117.1,XP_025026406.1
XP_015667716.1,XP_007426322.1
XP_015675907.1,XP_025029382.1
XP_015684380.1,XP_007432090.1
XP_015668484.1,XP_007420434.1
XP_015687300.1,XP_007444943.2
XP_015676661.1,XP_007424452.1
XP_015677939.1,XP_007437972.1
XP_015675451.1,XP_007433649.2
XP_015667097.1,XP_007429786.1
XP_015667096.1,XP_007429785.1
XP_015665961.1,XP_007428979.2
XP_015684647.1,XP_007434539.1
XP_015670681.1,XP_007435760.1
XP_015670240.1,XP_007427062.1
XP_015666652.1,XP_007432348.2
XP_015668329.1,XP_007432423.1
XP_015681220.1,XP_007432820.1
XP_015673148.1,XP_025021580.1
XP_015681557.1,XP_007430364.1
XP_029143198.1,XP_007437380.2
XP_029141069.1,XP_007434672.1
XP_015682032.1,XP_025028569.1
XP_015672856.1,XP_025022372.1
XP_015678563.1,XP_007420244.1
XP_015670751.1,XP_007428679.1
XP_015669608.1,XP_007421989.1
XP_015687536.1,XP_007432568.1
XP_015665717.1,XP_007441976.1
XP_015686115.1,XP_007444883.1
XP_015679807.1,XP_025030062.1
XP_015686868.1,XP_015746552.1
XP_015675878.1,XP_025020279.1
XP_015667563.1,XP_007431749.2
XP_029139053.1,XP_025031523.1
XP_015681759.1,XP_007421635.1
XP_029141345.1,XP_025025857.1
XP_015680569.1,XP_007428666.1
XP_029142538.1,XP_007426161.1
XP_015681136.1,XP_007421761.1
XP_015665471.1,XP_025024642.1
XP_015672437.1,XP_007428357.1
XP_015672439.1,XP_007428360.1
XP_015672438.1,XP_007428358.1
XP_015671003.1,XP_007429744.1
XP_015668995.1,XP_007436082.1
XP_015666426.1,XP_025019043.1
XP_015671775.1,XP_007419986.1
XP_029141625.1,XP_025026990.1
XP_015680902.1,XP_007426898.1
XP_015678097.1,XP_025030081.1
XP_015684005.1,XP_025027972.1
XP_015676089.1,XP_007434617.1
XP_015669083.1,XP_007425739.1
XP_015667445.1,XP_025031090.1
XP_015675164.1,XP_007445182.1
XP_015684049.1,XP_007425996.1
XP_015668447.1,XP_007430614.1
XP_015680881.1,XP_007445061.1
XP_029142407.1,XP_025020547.1
XP_029141830.1,XP_025026015.1
XP_015677394.1,XP_007420797.1
XP_015677399.1,XP_007420796.1
XP_015668702.2,XP_025025195.1
XP_015671070.1,XP_025022925.1
XP_029142509.1,XP_007442417.1
XP_029141351.1,XP_007421436.1
XP_029140522.1,XP_007424187.2
XP_015674005.1,XP_007433988.3
XP_015684026.1,XP_025020339.1
XP_015672911.1,XP_025020340.1
XP_015673839.1,XP_007437323.1
XP_015669115.2,XP_025030399.1
XP_015671917.1,XP_007422347.1
XP_015681533.1,XP_025026957.1
XP_015681485.1,XP_007425815.1
XP_015666866.1,XP_007437031.1
XP_015666002.1,XP_007435287.1
XP_015674482.1,XP_025027101.1
XP_015673825.1,XP_007437320.1
XP_015671275.1,XP_025029769.1
XP_015680527.1,XP_015745059.2
XP_015687790.1,XP_025029775.1
XP_015672209.1,XP_007420057.1
XP_015671735.1,XP_015746052.2
XP_015683296.1,XP_007443654.1
XP_015680656.1,XP_007435592.1
XP_015665764.1,XP_007435591.1
XP_015666694.1,XP_007424769.2
XP_029142546.1,XP_025020210.1
XP_015684535.1,XP_007439207.1
XP_015683895.1,XP_015744731.2
XP_015687035.1,XP_007437120.1
XP_015670604.1,XP_007419927.1
XP_029141462.1,XP_025027482.1
XP_015671956.1,XP_007436753.2
XP_015671776.1,XP_007444317.1
XP_015687684.2,XP_007436688.1
XP_015671658.1,XP_025030275.1
XP_015679821.1,XP_025029989.1
XP_015684067.1,XP_007423848.1
XP_015681083.1,XP_025025719.1
XP_015667296.1,XP_007441052.1
XP_015667187.1,XP_007421744.1
XP_015680586.1,XP_025022563.1
