P_guttatus_protein,P_Mucros.pep,python_protein,Pm_geneid
XP_034259960.1,XP_029141392.1,XP_007421796.1,107293908
XP_034264457.1,XP_015678583.1,XP_025027005.1,107293909
XP_034259958.1,XP_015678596.1,XP_007421795.1,107293918
XP_034270430.1,XP_015678643.1,XP_025021303.1,107293965
XP_034271153.1,XP_015678649.2,XP_007426456.1,107293972
XP_034296489.1,XP_029141343.1,XP_007420248.2,107293979
XP_034297154.1,XP_015678662.1,XP_007423389.1,107293985
XP_034291731.1,XP_015678667.1,XP_015745297.1,107293989
XP_034286892.1,XP_015678668.1,XP_025023740.1,107293990
XP_034286896.1,XP_015678670.1,XP_007430359.1,107293992
XP_034259458.1,XP_015678674.1,XP_007424792.2,107293995
XP_034285428.1,XP_015678676.1,XP_007429289.1,107293997
XP_034285423.1,XP_015678678.1,XP_007429286.1,107293998
XP_034285415.1,XP_015678679.1,XP_007429288.2,107293999
XP_034285433.1,XP_015678681.1,XP_007435558.1,107294001
XP_034276712.1,XP_015678687.1,XP_007421236.1,107294007
XP_034259976.1,XP_015678703.1,XP_025028695.1,107294013
XP_034269928.1,XP_015678705.1,XP_007435791.1,107294016
XP_034263412.1,XP_015678706.1,XP_025027248.1,107294017
XP_034282101.1,XP_015678727.1,XP_025026756.1,107294037
XP_034266652.1,XP_015678740.1,XP_007424241.1,107294048
XP_034267331.1,XP_015678741.1,XP_007425394.1,107294049
XP_034259979.1,XP_015678748.1,XP_007436742.1,107294053
XP_034259982.1,XP_015678759.1,XP_007436741.1,107294063
XP_034288485.1,XP_015678763.1,XP_007424736.1,107294070
XP_034288484.1,XP_015678764.1,XP_007424737.1,107294071
XP_034287978.1,XP_015678772.1,XP_025019407.1,107294079
XP_034298727.1,XP_015678774.1,XP_007437629.1,107294082
XP_034298709.1,XP_015678775.1,XP_007437628.2,107294083
XP_034273144.1,XP_015678785.1,XP_025027977.1,107294093
XP_034290513.1,XP_029141369.1,XP_025024489.1,107294096
XP_034290510.1,XP_015678790.1,XP_007438857.1,107294097
XP_034290505.1,XP_015678791.1,XP_007438856.1,107294098
XP_034290506.1,XP_015678792.1,XP_025029323.1,107294099
XP_034272902.1,XP_029141371.1,XP_007441010.1,107294102
XP_034259952.1,XP_015678799.1,XP_007421429.1,107294103
XP_034289302.1,XP_015678801.1,XP_007425683.1,107294108
XP_034280515.1,XP_015678814.1,XP_007444819.2,107294122
XP_034289096.1,XP_015678822.1,XP_007436985.1,107294130
XP_034295150.1,XP_015678823.1,XP_025031516.1,107294131
XP_034298642.1,XP_029141376.1,XP_007444429.2,107294141
XP_034257184.1,XP_015678835.1,XP_007443181.1,107294142
XP_034266697.1,XP_029141377.1,XP_007426954.1,107294150
XP_034275830.1,XP_015678848.1,XP_025032821.1,107294153
XP_034275829.1,XP_029141384.1,XP_025031391.1,107294155
XP_034263709.1,XP_029141386.1,XP_025021981.1,107294161
XP_034273603.1,XP_015678864.1,XP_007428156.1,107294170
XP_034266210.1,XP_015678870.1,XP_007423444.1,107294175
XP_034294486.1,XP_015678880.2,XP_015744800.2,107294184
XP_034290638.1,XP_029141403.1,XP_007420868.1,107294207
XP_034259909.1,XP_015678915.1,XP_007434266.1,107294214
XP_034285573.1,XP_015678917.1,XP_025032524.1,107294219
XP_034297951.1,XP_015678932.1,XP_025027708.1,107294230
XP_034295778.1,XP_015678936.1,XP_007419953.2,107294237
XP_034295773.1,XP_015678942.1,XP_007419955.1,107294240
XP_034287481.1,XP_015678957.1,XP_025019211.1,107294255
XP_034265309.1,XP_015678973.1,XP_007437825.1,107294267
XP_034265242.1,XP_015678975.1,XP_007443137.1,107294270
XP_034289484.1,XP_015678976.1,XP_025025770.1,107294271
XP_034287398.1,XP_015678987.1,XP_007428674.1,107294279
XP_034287525.1,XP_015678990.1,XP_007425545.1,107294281
XP_034273575.1,XP_015679005.1,XP_025030580.1,107294298
XP_034273565.1,XP_015679007.1,XP_025022496.1,107294300
XP_034280657.1,XP_015679015.1,XP_007422697.1,107294303
XP_034288261.1,XP_015679016.1,XP_025021562.1,107294304
XP_034284573.1,XP_029141419.1,XP_025023173.1,107294306
XP_034284535.1,XP_015679019.1,XP_007422649.1,107294307
XP_034269482.1,XP_015679024.1,XP_007425934.1,107294311
XP_034289182.1,XP_015679051.2,XP_007436009.1,107294337
XP_034289179.1,XP_015679055.1,XP_007429993.1,107294340
XP_034289168.1,XP_015679058.1,XP_007429998.1,107294342
XP_034296246.1,XP_015679059.1,XP_007437635.1,107294343
XP_034288705.1,XP_015679063.1,XP_007434155.1,107294346
XP_034288717.1,XP_015679067.1,XP_007424211.1,107294349
XP_034258718.1,XP_015679071.1,XP_007429228.1,107294353
XP_034280338.1,XP_015679096.1,XP_015745242.1,107294378
XP_034283800.1,XP_015679465.1,XP_025021232.1,107294382
XP_034291125.1,XP_015679103.1,XP_007423844.1,107294385
XP_034276033.1,XP_015679118.1,XP_007426585.1,107294397
XP_034262708.1,XP_015679119.1,XP_007443417.1,107294401
XP_034282528.1,XP_015679121.1,XP_007432182.1,107294403
XP_034282550.1,XP_015679122.1,XP_007432180.1,107294404
XP_034276028.1,XP_015679129.1,XP_007426582.1,107294408
XP_034271048.1,XP_015679135.1,XP_007428264.1,107294417
XP_034266169.1,XP_015679138.1,XP_007439496.2,107294420
XP_034278246.1,XP_015679152.1,XP_007432799.2,107294435
XP_034295133.1,XP_015679171.1,XP_007439051.1,107294454
XP_034261815.1,XP_015679178.2,XP_007430698.1,107294460
XP_034284529.1,XP_015679189.1,XP_007441802.3,107294469
XP_034288554.1,XP_015679192.1,XP_025032420.1,107294473
XP_034288551.1,XP_015679202.1,XP_025032377.1,107294482
XP_034274779.1,XP_015679218.1,XP_007420963.1,107294499
XP_034259408.1,XP_015679227.2,XP_025027484.1,107294507
XP_034276929.1,XP_015679235.1,XP_007427626.1,107294515
XP_034274315.1,XP_015679246.1,XP_025028956.1,107294522
XP_034297964.1,XP_015679244.1,XP_007436371.1,107294525
XP_034264900.1,XP_015679258.1,XP_007436112.1,107294537
XP_034280850.1,XP_015679263.1,XP_007426471.1,107294542
XP_034273178.1,XP_029141476.1,XP_007432607.2,107294551
XP_034273166.1,XP_029141477.1,XP_007430551.1,107294552
XP_034273172.1,XP_015679276.1,XP_007430545.1,107294555
XP_034273170.1,XP_015679281.1,XP_007430548.1,107294559
XP_034289417.1,XP_015679306.1,XP_007429182.1,107294581
XP_034289413.1,XP_015679307.1,XP_025023002.1,107294583
XP_034289405.1,XP_015679308.1,XP_007438028.1,107294584
XP_034287148.1,XP_015679316.1,XP_007441845.1,107294587
XP_034287011.1,XP_015679320.1,XP_007441312.1,107294593
XP_034261271.1,XP_015679324.2,XP_007439607.1,107294596
XP_034261273.1,XP_015679326.1,XP_007439605.1,107294598
XP_034288803.1,XP_015679328.1,XP_015745958.1,107294602
XP_034286098.1,XP_015679333.1,XP_007420174.1,107294606
XP_034259316.1,XP_029141489.1,XP_007438509.1,107294622
XP_034273534.1,XP_015679360.1,XP_007439523.2,107294625
XP_034293312.1,XP_029141550.1,XP_007434396.2,107294629
XP_034288003.1,XP_029141495.1,XP_025018957.1,107294639
XP_034287473.1,XP_015679381.1,XP_025031024.1,107294644
XP_034298174.1,XP_015679384.1,XP_007425881.1,107294647
XP_034267763.1,XP_015679395.1,XP_007425596.1,107294656
XP_034279689.1,XP_015679396.1,XP_007424117.1,107294658
XP_034270384.1,XP_015679406.1,XP_025031332.1,107294668
XP_034262919.1,XP_015679407.1,XP_007442103.1,107294669
XP_034277303.1,XP_029141501.1,XP_007432815.1,107294677
XP_034297594.1,XP_029141509.1,XP_007420397.1,107294702
XP_034297683.1,XP_015679446.1,XP_007420387.1,107294706
XP_034297712.1,XP_015679447.1,XP_007420386.1,107294707
XP_034267324.1,XP_015679471.1,XP_007425805.1,107294729
XP_034293090.1,XP_015679483.1,XP_025028973.1,107294741
XP_034288065.1,XP_015679487.1,XP_025019553.1,107294745
XP_034269300.1,XP_015679491.1,XP_015746643.1,107294747
XP_034269308.1,XP_015679494.1,XP_007439119.1,107294751
XP_034296555.1,XP_015679497.1,XP_007428033.1,107294755
XP_034295389.1,XP_015679512.1,XP_007440610.2,107294767
XP_034296235.1,XP_015679519.1,XP_007421298.2,107294773
XP_034287979.1,XP_015679522.1,XP_007423660.1,107294777
XP_034287980.1,XP_015679526.1,XP_007423659.1,107294779
XP_034296399.1,XP_015679528.1,XP_007438179.1,107294781
XP_034296397.1,XP_015679529.1,XP_007433505.1,107294782
XP_034266744.1,XP_015679534.1,XP_007425766.1,107294784
XP_034293442.1,XP_015679533.1,XP_025024724.1,107294787
XP_034274379.1,XP_015679535.1,XP_007433457.1,107294788
XP_034284126.1,XP_015679565.1,XP_025033476.1,107294816
XP_034259314.1,XP_015679575.1,XP_007427261.1,107294822
XP_034266411.1,XP_015679577.1,XP_025026697.1,107294825
XP_034287358.1,XP_015679581.1,XP_007429524.1,107294829
XP_034291137.1,XP_015679583.1,XP_025025648.1,107294832
XP_034280822.1,XP_015679586.1,XP_025032902.1,107294834
XP_034280818.1,XP_015679587.1,XP_015746650.2,107294835
XP_034277546.1,XP_029141589.1,XP_025028844.1,107294840
XP_034266593.1,XP_029141557.1,XP_007425017.2,107294844
XP_034277233.1,XP_015679605.1,XP_015745014.2,107294850
XP_034273380.1,XP_029141559.1,XP_025029882.1,107294856
XP_034276482.1,XP_015679611.1,XP_025028959.1,107294857
XP_034273378.1,XP_015679609.1,XP_007421832.1,107294859
XP_034259851.1,XP_029141605.1,XP_007421946.2,107294867
XP_034290484.1,XP_015679623.1,XP_025028552.1,107294872
XP_034269320.1,XP_015679635.1,XP_007439485.1,107294881
XP_034269318.1,XP_015679640.1,XP_007429581.1,107294885
XP_034268759.1,XP_015679649.2,XP_025022595.1,107294893
XP_034268754.1,XP_015679650.1,XP_007428568.1,107294895
XP_034260037.1,XP_015679656.1,XP_007430670.1,107294898
XP_034288187.1,XP_015679657.1,XP_007443830.1,107294903
XP_034289437.1,XP_015679671.1,XP_007427270.1,107294916
XP_034283192.1,XP_015679675.1,XP_015743667.2,107294921
XP_034280625.1,XP_015679704.1,XP_025033235.1,107294940
XP_034295449.1,XP_015679714.1,XP_007431492.1,107294951
XP_034259880.1,XP_015679718.1,XP_025030643.1,107294953
XP_034295441.1,XP_015679722.1,XP_025029044.1,107294960
XP_034295459.1,XP_015679733.1,XP_007431500.1,107294968
XP_034296768.1,XP_015679739.1,XP_025027028.1,107294973
XP_034296782.1,XP_015679740.1,XP_025027075.1,107294974
XP_034296769.1,XP_015679744.1,XP_007421404.1,107294977
XP_034297882.1,XP_015679748.1,XP_007432944.1,107294979
XP_034259761.1,XP_015679758.1,XP_007421942.1,107294985
XP_034266217.1,XP_015679757.1,XP_007423437.1,107294988
XP_034259801.1,XP_015679769.1,XP_007421940.1,107294995
XP_034274191.1,XP_015679770.1,XP_007431650.1,107294998
XP_034265351.1,XP_015679778.1,XP_025027152.1,107295006
XP_034272892.1,XP_015679796.2,XP_025029302.1,107295022
XP_034272895.1,XP_015679800.1,XP_007430979.1,107295027
XP_034281329.1,XP_015679808.1,XP_025021091.1,107295032
XP_034292082.1,XP_015679842.1,XP_007441362.2,107295065
XP_034270288.1,XP_015679861.1,XP_025032223.1,107295082
XP_034284255.1,XP_015679884.1,XP_025029294.1,107295104
XP_034284252.1,XP_015679887.2,XP_007424894.2,107295107
XP_034285775.1,XP_015679893.2,XP_025021501.1,107295111
XP_034285787.1,XP_015679900.1,XP_007429686.1,107295115
XP_034288718.1,XP_015679913.1,XP_015742928.2,107295126
XP_034278145.1,XP_029141612.1,XP_007435947.1,107295154
XP_034278149.1,XP_015679950.1,XP_007435945.1,107295162
XP_034296553.1,XP_015679964.1,XP_007438207.1,107295176
XP_034278085.1,XP_015679975.1,XP_007433191.2,107295186
XP_034297764.1,XP_015679982.1,XP_007420383.1,107295192
XP_034290870.1,XP_015679993.1,XP_007425285.1,107295203
XP_034278453.1,XP_029141625.1,XP_025026990.1,107295210
XP_034276448.1,XP_015680002.1,XP_025031047.1,107295212
XP_034295763.1,XP_029141628.1,XP_025024560.1,107295221
XP_034264732.1,XP_029141629.1,XP_007435643.1,107295225
XP_034281357.1,XP_015680043.1,XP_007434296.1,107295249
XP_034281337.1,XP_015680046.1,XP_007429236.1,107295253
XP_034281336.1,XP_015680047.1,XP_007429233.1,107295254
XP_034281355.1,XP_015680048.1,XP_007434295.1,107295255
XP_034279842.1,XP_015680078.1,XP_007430297.1,107295284
XP_034282164.1,XP_015680087.1,XP_007425037.1,107295294
XP_034296454.1,XP_015680091.2,XP_007443312.2,107295296
XP_034292707.1,XP_029141654.1,XP_025024856.1,107295314
XP_034293085.1,XP_029141656.1,XP_007427648.1,107295316
XP_034292538.1,XP_029141659.1,XP_007432686.2,107295335
XP_034276590.1,XP_029141660.1,XP_025020121.1,107295339
XP_034285878.1,XP_015680143.1,XP_007437822.1,107295346
XP_034285880.1,XP_015680144.1,XP_007433125.1,107295347
XP_034292751.1,XP_015680182.2,XP_007432906.2,107295378
XP_034265512.1,XP_015680214.1,XP_007434572.1,107295414
XP_034265506.1,XP_015680218.1,XP_007423289.1,107295417
XP_034261858.1,XP_029141675.1,XP_007423598.1,107295430
XP_034261866.1,XP_015680232.1,XP_025019381.1,107295432
XP_034288961.1,XP_015680263.1,XP_007421883.1,107295464
XP_034292581.1,XP_015680298.1,XP_025033473.1,107295497
XP_034261154.1,XP_015680337.1,XP_007433538.1,107295526
XP_034269940.1,XP_015680365.1,XP_007428856.1,107295566
XP_034284262.1,XP_015680391.1,XP_025019462.1,107295592
XP_034284257.1,XP_015680397.1,XP_007423721.1,107295597
XP_034261034.1,XP_029141714.1,XP_007423606.2,107295599
XP_034274798.1,XP_015680419.1,XP_007423579.1,107295618
XP_034279878.1,XP_029141718.1,XP_007435336.1,107295619
XP_034291145.1,XP_015680431.1,XP_025030830.1,107295629
XP_034298021.1,XP_015680438.1,XP_007427443.1,107295637
XP_034287657.1,XP_015680446.1,XP_025025966.1,107295641
XP_034287446.1,XP_015680448.1,XP_007429703.1,107295642
XP_034287440.1,XP_015680449.1,XP_007429708.2,107295643
XP_034280753.1,XP_015680453.1,XP_007439802.1,107295647
XP_034298298.1,XP_015680479.1,XP_007430595.1,107295673
XP_034269409.1,XP_015680488.1,XP_025022328.1,107295677
XP_034259741.1,XP_015680490.1,XP_015743026.1,107295679
XP_034276208.1,XP_015680503.1,XP_007423135.1,107295693
XP_034276203.1,XP_015680506.1,XP_015747065.1,107295696
XP_034289281.1,XP_015680522.1,XP_007435383.1,107295715
XP_034282409.1,XP_015680526.1,XP_007436938.1,107295718
XP_034269416.1,XP_015680534.1,XP_007428136.1,107295723
XP_034267212.1,XP_015680532.1,XP_007433872.1,107295725
XP_034274567.1,XP_015680536.1,XP_007432512.1,107295728
XP_034277138.1,XP_015680553.1,XP_025026907.1,107295746
XP_034273666.1,XP_015680557.1,XP_007428662.1,107295749
XP_034296846.1,XP_015680575.1,XP_025029955.1,107295766
XP_034266403.1,XP_015680582.1,XP_025019342.1,107295773
XP_034281873.1,XP_029141752.1,XP_025020317.1,107295793
XP_034281874.1,XP_015680609.1,XP_025020314.1,107295795
XP_034296370.1,XP_015680618.1,XP_007427451.1,107295804
XP_034287963.1,XP_015680627.1,XP_007439279.1,107295812
XP_034287964.1,XP_015680629.1,XP_007439281.1,107295814
XP_034262014.1,XP_015680636.1,XP_007426723.1,107295820
XP_034268776.1,XP_015680645.1,XP_007436274.2,107295827
XP_034270093.1,XP_015680665.1,XP_007428384.2,107295845
XP_034280734.1,XP_015680667.1,XP_025023539.1,107295847
XP_034278182.1,XP_015680672.1,XP_007441945.1,107295852
XP_034278181.1,XP_015680673.1,XP_007429732.2,107295853
XP_034281988.1,XP_015680679.1,XP_007435369.1,107295859
XP_034281986.1,XP_015680682.1,XP_007444019.1,107295862
XP_034272656.1,XP_015680698.1,XP_007432954.1,107295878
XP_034265111.1,XP_015680702.1,XP_007423938.1,107295881
XP_034264798.1,XP_015680703.1,XP_025019633.1,107295882
XP_034290211.1,XP_029141813.1,XP_007442048.1,107295887
XP_034259774.1,XP_015680720.1,XP_007444288.1,107295899
XP_034259777.1,XP_015680723.1,XP_007444287.1,107295901
XP_034257382.1,XP_015680724.1,XP_007433477.1,107295902
XP_034257385.1,XP_015680725.1,XP_007433478.2,107295903
XP_034258697.1,XP_029141772.1,XP_025019011.1,107295910
XP_034267204.1,XP_029141773.1,XP_007425392.1,107295912
XP_034296697.1,XP_015680746.1,XP_007426792.1,107295926
XP_034288428.1,XP_015680747.1,XP_015745657.1,107295927
XP_034290306.1,XP_015680771.1,XP_007439333.1,107295947
XP_034295743.1,XP_015680786.1,XP_007420241.1,107295965
XP_034262059.1,XP_015680790.1,XP_025028613.1,107295966
XP_034291859.1,XP_015680787.1,XP_025028333.1,107295967
XP_034283946.1,XP_015680795.1,XP_007429541.1,107295973
XP_034283943.1,XP_015680798.1,XP_007440763.1,107295977
XP_034276181.1,XP_015680811.1,XP_007435562.1,107295989
XP_034285413.1,XP_015680833.1,XP_007420447.1,107296011
XP_034296502.1,XP_015680866.1,XP_007430951.1,107296039
XP_034293143.1,XP_015680872.1,XP_007424110.2,107296045
XP_034279891.1,XP_015680873.1,XP_007435744.1,107296046
XP_034262618.1,XP_015680875.1,XP_007441346.1,107296048
XP_034291578.1,XP_015680888.1,XP_007433648.1,107296056
XP_034281281.1,XP_015680891.1,XP_015744037.1,107296063
XP_034281280.1,XP_015680892.1,XP_007430936.1,107296064
XP_034281363.1,XP_029141803.1,XP_007430934.1,107296065
XP_034291891.1,XP_029141804.1,XP_025022187.1,107296070
XP_034273716.1,XP_015680918.1,XP_007431414.1,107296088
XP_034273706.1,XP_015680919.1,XP_007433735.1,107296089
XP_034280035.1,XP_029141817.1,XP_025031009.1,107296122
XP_034274178.1,XP_015680968.1,XP_015744261.1,107296138
XP_034274182.1,XP_015680971.1,XP_007431648.1,107296140
XP_034278597.1,XP_015680979.1,XP_007437512.1,107296146
XP_034264194.1,XP_015680984.1,XP_007424093.1,107296152
XP_034268801.1,XP_015681010.1,XP_007427836.1,107296177
XP_034279906.1,XP_015681019.1,XP_007426359.1,107296185
XP_034285251.1,XP_015681023.1,XP_007440936.1,107296189
XP_034285254.1,XP_015681025.1,XP_025029251.1,107296191
XP_034280385.1,XP_029141835.1,XP_007443708.3,107296196
XP_034289044.1,XP_015681036.1,XP_007443639.2,107296202
XP_034276654.1,XP_015681039.1,XP_025031386.1,107296204
XP_034287719.1,XP_015681048.1,XP_025028175.1,107296213
XP_034289233.1,XP_015681054.1,XP_007427731.2,107296218
XP_034280621.1,XP_015681077.1,XP_025033263.1,107296242
XP_034292020.1,XP_015681084.1,XP_007433426.2,107296250
XP_034273148.1,XP_029141852.1,XP_007425353.1,107296260
XP_034281896.1,XP_015681137.1,XP_025029432.1,107296305
XP_034283435.1,XP_015681139.1,XP_025021437.1,107296306
XP_034283447.1,XP_015681140.1,XP_007426681.1,107296307
XP_034283438.1,XP_015681141.1,XP_007426685.1,107296308
XP_034291726.1,XP_015681160.1,XP_007426165.1,107296332
XP_034265567.1,XP_015681187.2,XP_025030805.1,107296354
XP_034298246.1,XP_015681205.1,XP_007440272.1,107296372
XP_034277807.1,XP_015681231.1,XP_025021962.1,107296401
XP_034277808.1,XP_015681234.1,XP_007427481.1,107296404
XP_034261504.1,XP_015681242.1,XP_007437745.1,107296413
XP_034296109.1,XP_015681263.1,XP_007433493.1,107296428
XP_034273797.1,XP_015681267.1,XP_007424041.1,107296429
XP_034273801.1,XP_015681284.1,XP_007424042.1,107296445
XP_034274160.1,XP_015681289.1,XP_007434375.1,107296453
XP_034260183.1,XP_015681305.1,XP_025021771.1,107296467
XP_034285216.1,XP_015681308.1,XP_007433163.1,107296468
XP_034273780.1,XP_015681328.1,XP_025025763.1,107296486
XP_034292697.1,XP_015681333.1,XP_007428046.1,107296494
XP_034273778.1,XP_015681338.1,XP_007433488.3,107296496
XP_034263616.1,XP_015681343.1,XP_025029317.1,107296503
XP_034257766.1,XP_015681354.1,XP_007434556.1,107296513
XP_034292205.1,XP_015681356.1,XP_007437085.1,107296516
XP_034264663.1,XP_015681402.1,XP_007427467.1,107296582
XP_034264664.1,XP_029141935.1,XP_007427470.1,107296584
XP_034298645.1,XP_015681430.1,XP_007439308.1,107296601
XP_034285821.1,XP_015681452.1,XP_007423230.1,107296621
XP_034276454.1,XP_015681465.1,XP_025027577.1,107296634
XP_034282385.1,XP_015681472.1,XP_025018873.1,107296640
XP_034265954.1,XP_015681481.1,XP_025023241.1,107296649
XP_034276281.1,XP_015681493.1,XP_015744052.1,107296660
XP_034289404.1,XP_015681556.1,XP_007442133.1,107296717
XP_034292773.1,XP_015681588.1,XP_015743432.1,107296747
XP_034292769.1,XP_015681589.1,XP_025022001.1,107296748
XP_034292010.1,XP_015681596.1,XP_007443365.1,107296756
XP_034292014.1,XP_015681597.1,XP_007442148.2,107296757
XP_034264849.1,XP_015681605.1,XP_007421845.1,107296765
XP_034262427.1,XP_015681609.1,XP_025022122.1,107296773
XP_034262421.1,XP_015681610.1,XP_025022112.1,107296774
XP_034290711.1,XP_015681630.1,XP_007426171.1,107296792
XP_034273465.1,XP_015681636.1,XP_015743163.1,107296798
XP_034288637.1,XP_015681647.1,XP_007436627.2,107296809
XP_034288635.1,XP_015681648.1,XP_007436626.1,107296810
XP_034297273.1,XP_015681655.1,XP_007423398.1,107296815
XP_034298096.1,XP_015681667.1,XP_007423392.1,107296825
XP_034275375.1,XP_015681697.1,XP_007427693.1,107296857
XP_034266794.1,XP_015681704.1,XP_007441273.1,107296863
XP_034270984.1,XP_015681705.1,XP_007441272.2,107296864
XP_034265965.1,XP_015681735.1,XP_007439209.3,107296898
XP_034265964.1,XP_015681736.1,XP_015745517.1,107296899
XP_034284904.1,XP_029142002.1,XP_007435132.1,107296904
XP_034282071.1,XP_015681745.1,XP_025031100.1,107296909
XP_034276787.1,XP_015681756.1,XP_007421630.2,107296914
XP_034282141.1,XP_015681771.1,XP_007435695.1,107296925
XP_034266451.1,XP_015681775.1,XP_007433431.1,107296931
XP_034282134.1,XP_029142072.1,XP_007437983.1,107296936
XP_034261240.1,XP_015681784.1,XP_007438953.1,107296942
XP_034288930.1,XP_015681785.1,XP_025030292.1,107296945
XP_034282118.1,XP_029142093.1,XP_025028758.1,107296955
XP_034298302.1,XP_015681799.1,XP_007426738.1,107296958
XP_034260571.1,XP_015681812.1,XP_025031313.1,107296969
XP_034286661.1,XP_015681815.1,XP_025023256.1,107296973
XP_034286730.1,XP_015681816.1,XP_007429568.1,107296974
XP_034289442.1,XP_015681829.1,XP_007436099.1,107296990
XP_034298374.1,XP_015681832.1,XP_007421290.1,107296993
XP_034257496.1,XP_015681841.1,XP_007440975.1,107297002
XP_034288263.1,XP_015681856.1,XP_007426860.1,107297016
XP_034283820.1,XP_029142035.1,XP_007442565.2,107297028
XP_034284932.1,XP_015681884.1,XP_025018744.1,107297041
XP_034284943.1,XP_015681886.1,XP_007422717.1,107297042
XP_034298011.1,XP_029142041.1,XP_025031209.1,107297044
XP_034277995.1,XP_015681897.1,XP_007440398.1,107297053
XP_034289280.1,XP_015681905.1,XP_007435382.1,107297062
XP_034280730.1,XP_015681913.1,XP_025023508.1,107297069
XP_034262468.1,XP_015681936.1,XP_025030740.1,107297091
XP_034264077.1,XP_029142055.1,XP_007442242.1,107297095
XP_034260883.1,XP_029142075.1,XP_015745643.1,107297170
XP_034278009.1,XP_015682038.1,XP_025023651.1,107297192
XP_034292594.1,XP_015682044.1,XP_007434834.1,107297196
XP_034269922.1,XP_015682050.1,XP_007437753.1,107297204
XP_034283146.1,XP_029142121.1,XP_007426249.1,107297206
XP_034264923.1,XP_015682060.1,XP_007433133.1,107297216
XP_034267288.1,XP_015682065.1,XP_007421185.1,107297221
XP_034267281.1,XP_015682066.1,XP_007444034.1,107297222
XP_034276621.1,XP_015682069.1,XP_007426891.1,107297225
XP_034292113.1,XP_029142097.1,XP_007427135.1,107297250
XP_034264161.1,XP_015682103.1,XP_007444893.1,107297255
XP_034295412.1,XP_015682117.1,XP_007427574.2,107297269
XP_034274210.1,XP_015682129.2,XP_007442631.1,107297277
XP_034294039.1,XP_029142104.1,XP_007436173.1,107297301
XP_034285800.1,XP_015682159.2,XP_025023323.1,107297310
XP_034285809.1,XP_015682160.1,XP_025030403.1,107297311
XP_034285803.1,XP_015682161.1,XP_025023322.1,107297312
XP_034285806.1,XP_015682162.1,XP_007429682.1,107297313
XP_034289041.1,XP_015682181.1,XP_007431136.1,107297337
XP_034284451.1,XP_029142122.1,XP_025028505.1,107297343
XP_034274238.1,XP_015682206.1,XP_007439574.1,107297352
XP_034266514.1,XP_015682204.1,XP_007438139.1,107297354
XP_034263017.1,XP_015682207.1,XP_007433388.1,107297356
XP_034279890.1,XP_029142140.1,XP_007441426.2,107297399
XP_034274241.1,XP_015682259.1,XP_007422600.1,107297402
XP_034292796.1,XP_015682304.1,XP_025030143.1,107297455
XP_034298395.1,XP_015682324.1,XP_007438070.1,107297473
XP_034292651.1,XP_015682340.1,XP_025022267.1,107297493
XP_034285203.1,XP_015682345.1,XP_007426502.1,107297494
XP_034275849.1,XP_015682350.1,XP_025027727.1,107297502
XP_034286113.1,XP_015682365.1,XP_007422056.1,107297517
XP_034260842.1,XP_015682378.1,XP_015744201.2,107297530
XP_034287607.1,XP_029142174.1,XP_025029180.1,107297532
XP_034277262.1,XP_015682395.1,XP_007421842.1,107297548
XP_034285195.1,XP_015682402.1,XP_007426493.1,107297552
XP_034266687.1,XP_015682400.1,XP_007441631.1,107297554
XP_034266689.1,XP_015682401.1,XP_025031008.1,107297555
XP_034290721.1,XP_015682414.1,XP_007436308.1,107297568
XP_034290720.1,XP_015682440.1,XP_015745248.1,107297593
XP_034260493.1,XP_015682443.1,XP_007443567.1,107297597
XP_034284429.1,XP_015682450.1,XP_007439686.1,107297603
XP_034291684.1,XP_029142186.1,XP_007422488.1,107297607
XP_034278184.1,XP_015682480.1,XP_007438151.1,107297632
XP_034267661.1,XP_015682488.1,XP_007421462.1,107297636
XP_034278036.1,XP_015682495.1,XP_007427664.1,107297647
XP_034267196.1,XP_015682504.1,XP_007426921.1,107297657
XP_034273626.1,XP_029142199.1,XP_007425650.2,107297674
XP_034273325.1,XP_015682532.1,XP_007431066.1,107297685
XP_034289681.1,XP_015682536.1,XP_007419852.1,107297689
XP_034267681.1,XP_015682541.1,XP_025029145.1,107297691
XP_034266157.1,XP_015682544.1,XP_007435282.1,107297695
XP_034270641.1,XP_015682547.2,XP_007430068.1,107297698
XP_034267676.1,XP_015682551.1,XP_025022032.1,107297701
XP_034271179.1,XP_015682549.2,XP_007437603.1,107297703
XP_034265091.1,XP_015682557.1,XP_007423535.1,107297710
XP_034267670.1,XP_015682590.1,XP_007427617.1,107297740
XP_034288291.1,XP_015682608.1,XP_007423975.1,107297761
XP_034279336.1,XP_029142217.1,XP_025023057.1,107297763
XP_034267658.1,XP_015682623.1,XP_025027424.1,107297772
XP_034282175.1,XP_015682621.1,XP_007438184.1,107297774
XP_034289519.1,XP_015682632.1,XP_025031946.1,107297786
XP_034287132.1,XP_015682640.1,XP_007439756.1,107297790
XP_034298496.1,XP_015682649.1,XP_007420989.1,107297799
XP_034267653.1,XP_015682658.1,XP_007426844.1,107297805
XP_034258642.1,XP_015682661.1,XP_007425154.1,107297812
XP_034265049.1,XP_015682667.1,XP_007432302.1,107297819
XP_034267636.1,XP_015682678.1,XP_025021549.1,107297828
XP_034263600.1,XP_015682676.1,XP_007440930.1,107297830
XP_034291721.1,XP_015682679.1,XP_007427814.1,107297832
XP_034265466.1,XP_015682682.1,XP_007443622.1,107297836
