h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
1636,11421,107302404,419953,100558092,100144634,449567,610668
1638,13190,107293449,395775,100557746,549915,452622,485520
1639,13191,107295868,426238,100558573,447948,459332,483106
1642,13194,107292639,374050,100567601,100485735,451234,476067
1643,107986,107289836,423185,100554400,493565,451165,483626
1644,13195,107287642,420947,100564794,496742,463409,606852
1647,13197,107299406,693255,100554443,548905,456929,100855728
1650,13200,107297526,425542,100556019,100145597,744092,404012
1653,104721,107287810,395249,100566471,496549,459042,475671
1654,13205,107286519,418567,100555462,394804,742915,480886
1655,13207,107284850,395629,100567536,394837,455267,480472
1656,13209,107284800,419783,100560749,780039,451594,479414
1657,240283,107294347,427385,100563739,100495447,462016,474631
1659,217207,107302409,419982,100564259,733563,740465,480507
1662,77591,107284815,418965,100560458,613047,451534,479448
1663,320209,107297812,418144,100561764,493192,465368,486745
1665,13204,107298625,422813,100557498,100216120,461142,488856
1666,67460,107285746,420218,100568104,447965,736777,477938
1674,13346,107288118,395906,100560815,394739,470657,497091
1676,13347,107292347,419451,100561594,548407,457928,487449
1677,13368,107291387,374158,100554975,100145806,744932,489623
1678,30058,107291581,422190,100559810,100488371,107971044,480986
1687,54722,107282763,420623,100560065,100486029,463295,611223
1690,12810,107287620,395779,100556434,100497833,452837,490640
1716,27369,107283229,107054975,100555629,100494916,459328,475791
1718,74754,107294417,424661,100552326,549554,456879,489573
1719,13361,107289758,427317,100559043,100486206,735442,479165
1723,56749,107283498,415876,100562179,594963,454232,610755
1728,18104,107283550,769737,100561335,549222,468012,610935
1733,13370,107283018,395940,100561694,100497874,469331,403635
1734,13371,107283948,373903,100553484,100036737,467521,490813
1735,107585,107295366,395939,103279636,100038242,467559,612596
1736,245474,107295399,422196,100551883,100145077,107971246,492263
1737,235339,107284503,419796,100552364,549074,466780,489406
1738,13382,107299560,417699,100561889,100485480,463861,403978
1739,13383,107291694,424890,100565935,733937,460968,488036
1743,78920,107293078,423357,100553287,448316,453039,100856446
1745,13390,107283896,429283,100556074,100101750,459740,607766
1746,13392,107283895,107053847,100555881,493423,459741,100856541
1747,13393,107282611,395590,100564927,594954,455110,491073
1748,13394,107282585,769348,100553778,100494171,455109,609214
1749,13395,107283679,373969,100561571,447997,463554,482313
1750,13396,107283613,772070,100561374,100216239,472452,482312
1757,192166,107291024,417146,103281982,100492087,464828,491277
1758,13406,107290432,404539,103278921,100271748,741526,487849
1761,50796,107289302,769693,100565557,100488257,473158,609186
1763,327762,107288094,423688,100564995,100170166,450496,489015
1767,110082,107284879,420921,100557556,100492041,461726,606983
1776,13421,107287785,416008,100566090,394515,460477,476576
1778,13424,107294788,423461,100558418,100126211,453171,480437
1780,13426,107283652,420571,100552333,100127187,450134,475236
1781,13427,107283888,424151,100554447,407935,737197,478797
1783,234663,107288888,415793,100556528,100498465,740409,479693
1785,13430,107298166,430067,100562272,496487,455718,484949
1786,13433,107284200,396011,100565926,100151716,107969662,476715
1787,13434,107283327,420520,100562684,448379,738954,487116
1791,21673,107296133,396351,100561065,100495475,466167,486815
1794,94176,107285851,427612,100558131,100497849,471731,489128
1795,208869,107284486,107048988,100565563,100216191,460402,476610
1796,13448,107292492,430423,103281531,101730410,741064,483100
1798,13478,107284793,419699,100563767,100487779,451602,489371
1800,13479,107283508,415842,100552685,100486414,739771,479611
1801,116905,107296196,417564,100567562,100216186,454415,480653
1802,67728,107283444,424574,100567067,100135719,735775,475387
1803,13482,107294535,424187,100554124,548987,459689,478767
1804,13483,107303310,420440,100554495,100125080,463835,475553
1805,56429,107287487,768904,100557686,594987,469573,490355
1806,99586,107284500,429083,100566998,734021,457047,479935
1807,64705,107292732,420266,100564448,100491365,464330,100856067
1809,22240,107291995,395154,100561489,448103,462171,487204
1810,13486,107291255,424496,100564786,734117,457031,479943
1812,13488,107293342,427633,100560309,100485463,744598,489110
1813,13489,107284807,428252,100557445,100493063,451553,403701
1821,13497,107291563,422193,100560794,100124737,465758,480984
1822,13498,107285776,427946,100567809,100486351,451803,611607
1826,13508,107292362,418525,100553114,100216449,747803,487768
1827,54720,107295965,418510,100559981,448016,458525,607887
1832,109620,107282997,420869,100556454,779453,462420,488207
1833,13516,107284610,417890,100560848,448084,452118,100855602
1837,13527,107287156,421104,100561061,779813,455367,490488
1839,15200,107284145,395654,100562149,100497436,735979,607007
1840,14357,107296968,770657,103280270,100127181,739385,486276
1842,407800,107293191,415953,100554283,105947083,744012,476361
1843,19252,107294676,374192,100557150,448043,471742,489117
1845,72349,107282603,425527,100555344,100498529,468271,480505
1847,240672,107289367,423890,100557549,548573,738584,486884
1848,67603,107283121,374272,100558871,733815,452115,482594
1854,110074,107287695,769338,100557203,101733437,467675,609526
1855,13542,107287527,419416,100553090,100144639,457191,100855811
1857,13544,107294971,424949,100565717,100144702,460882,478650
1859,13548,107285598,395233,100562279,779733,458545,487755
1869,13555,107294015,396142,100562223,100493924,107969994,485839
1871,13557,107302570,420824,100551868,496522,471865,488239
1874,104394,107288919,769430,100557511,100038079,454158,611243
1875,13559,107294439,420206,100558534,100151699,747256,611103
1876,50496,107294641,421943,100562532,100494302,470148,609996
1877,13560,107297961,416560,100552753,548399,454356,100683433
1894,13605,107286549,424983,100566020,100127840,460853,488172
1896,13607,107282929,769069,103281716,100494168,101058344,491935
1901,13609,107302502,424462,100557619,780355,457063,490138
1903,13610,107293825,431264,100553359,100487153,464580,484199
1906,13614,107283011,420854,100554891,100144700,462437,403424
1909,13617,107287895,373908,100559070,779728,461530,450187
1912,54383,107291364,100857390,100555443,100127572,456729,487297
1933,55949,107290336,395723,100565643,448658,736151,478881
1936,66656,107294155,107049004,100567024,496939,464444,475115
1938,13629,107297064,396325,100565477,394866,100614367,476744
1939,16865,107286174,419845,100565386,395035,457682,478951
1950,13645,107290128,408035,100562822,100127663,461435,403657
1953,230971,107290021,419385,100564749,100497257,457229,489619
1956,13649,107284695,396494,100562231,100492965,463415,404306
1958,13653,107289193,373931,100558662,100038164,462097,481528
1959,13654,107287910,101748577,100565582,100101746,745846,479219
1962,74147,107285887,424877,100558466,100216115,460996,488110
1964,66235,107296030,418606,100557224,448063,739877,611715
1967,209354,107285461,100857736,100558685,550040,467184,477447
1968,26905,107298451,418597,100562348,496946,465540,480866
1974,13682,107293331,395232,100561847,100124955,460917,488118
1975,75705,107288183,100858349,100567929,448618,737509,477600
1977,13684,107288757,422703,100556855,548663,461391,487870
1979,13688,107292830,769479,100566021,394958,100610028,489027
1981,208643,107294982,424953,100560986,100380114,460888,100688785
1982,13690,107292140,395905,100558785,448460,466443,100855511
1983,217869,107285081,423479,100554960,493571,453183,480442
1993,15569,107288231,770158,100558592,594913,465023,481565
1996,15572,107283062,395634,100564515,100125165,735317,475361
1997,13709,107283198,418828,100552317,780315,452554,476936
1998,69257,107293156,422439,100556195,448422,461493,476080
1999,13710,107295843,421177,100554948,100144720,739176,490235
2001,13711,107289610,428859,100566570,100494059,739906,608908
2004,13713,107284562,417919,100558476,780055,467100,482613
2005,13714,107289100,419832,100564264,100491321,742304,488574
2006,13717,107284700,396441,103281726,779443,463943,607775
2009,68519,107291357,423452,100552017,100495318,453155,490853
2011,13728,107296910,107049628,100566972,594939,741494,483769
2012,13730,107288988,417964,100566252,100216276,741239,486676
2013,13731,107284014,416636,100557325,594949,453910,490010
2017,13043,107287488,396455,100563484,100038122,104001238,610283
2020,13799,107303294,100859435,100556643,100498251,742707,611369
2029,56205,107292921,425073,100556938,407936,457275,475837
2030,63959,107295972,421439,100552110,548435,462728,442966
2033,328572,107285414,418000,100566746,734023,458862,100684945
2034,13819,107287860,395596,100551891,448117,459204,474578
2035,269587,107302919,396493,100563114,100038195,456689,442955
2036,13821,107288390,419117,100564871,100127644,469929,485855
2037,13822,107295839,421703,100565394,100379759,462997,484127
2042,13837,107291013,396402,100567130,100495045,460531,487930
2043,13838,107289160,395559,100561163,100216124,470660,478925
2049,13845,107296644,396179,100563038,100489199,107966145,488108
2052,13849,107289275,421321,100555586,100158543,457777,480113
2054,13852,107295819,378895,100555735,780101,737801,477439
2055,26889,107291747,421902,100561804,100489515,463962,488558
2058,107508,107292295,421348,100551657,100145057,457746,478962
2059,13860,107295910,418174,100564668,779963,473379,477686
2060,13858,107283059,424633,100557165,100145116,456850,475356
2064,13866,107303070,426130,100565910,100492078,454636,403883
2065,13867,107284855,693245,100556326,100493384,451980,481105
2066,13869,107301863,395671,100558986,100493234,459919,488508
2070,14051,107286517,395716,100566174,100487615,463009,483991
2072,50505,107293802,416420,100567423,100145552,453935,479842
2078,13876,107285600,374146,100561882,100216056,473995,487760
2079,13877,107291065,423262,100555491,100496896,452997,480371
2081,78943,107284852,417414,100566768,116407936,454769,610766
2098,13885,107289859,418856,100551587,496692,452709,607116
2099,13982,107292771,396099,100337547,394461,463079,403640
2100,13983,107285162,395575,100554143,394460,452964,403639
2103,26380,107285966,771938,100568082,100494008,453056,490798
2104,26381,107293461,421357,100558650,100101684,457738,478961
2107,225363,107294904,416182,100566787,394632,462098,608717
2108,110842,107300922,415353,100567690,549492,453769,610134
2110,66841,107286042,428724,100566942,448088,461573,475480
2113,23871,107291170,396235,100556201,100170599,451695,489287
2114,23872,107285601,396250,100558795,100145687,473996,487761
2115,14009,107288188,395748,100555473,394827,463270,475246
2120,14011,107286272,395750,100554880,549634,473366,486685
2122,14013,107292215,424997,100555060,100496511,460837,488148
2125,14027,107290784,427805,100562341,100124315,454896,483324
2128,14028,107282799,428434,100568125,100496893,472327,482376
2130,14030,107288782,417022,100557388,394931,748264,609786
2132,14043,107302595,425859,100555771,100151709,451140,475989
2135,58193,107302497,424465,100563405,493327,457060,479925
2137,54616,107284865,422022,100557117,493398,464086,486091
2138,14048,107290244,395718,100555989,779594,472789,477910
2139,14049,107288073,395745,100558675,100037919,458305,609926
2140,14050,107288010,395717,100555104,100038206,469248,610061
2145,14055,107302416,420023,100559669,100493532,454697,480516
2146,14056,107288847,420784,100564989,550047,745437,475511
2147,14061,107294859,395306,100566916,548514,451158,100856539
2150,14063,107293559,427213,100566476,100490447,461800,488940
2151,14064,107293562,768449,100554663,734095,100614246,607963
2152,14066,107299944,429084,100561169,100489511,457038,490153
2153,14067,107287406,374052,100557404,100135376,457500,100685858
2158,14071,107303228,374258,100563567,496659,465887,404015
2162,74145,107283006,395420,100563103,100491279,462413,478711
