P_Mucros.pep,N_naja.pep
XP_015668932.1,Nana19862-RA
XP_015677079.1,Nana17526-RA
XP_015668868.1,Nana36067-RA
XP_029141210.1,Nana20701-RA
XP_029141208.1,Nana20703-RA
XP_015666464.1,Nana32844-RA
XP_029139269.1,Nana11636-RA
XP_029142084.1,Nana32318-RA
XP_029141676.1,Nana32319-RA
XP_029139273.1,Nana26559-RA
XP_015681685.1,Nana06641-RA
XP_015681710.1,Nana11954-RA
XP_015667793.1,Nana02840-RA
XP_015681953.1,Nana35906-RA
XP_015667611.1,Nana11030-RA
XP_015667553.1,Nana13951-RA
XP_015669216.1,Nana20033-RA
XP_015684742.1,Nana23012-RA
XP_029143182.1,Nana23013-RA
XP_015687458.1,Nana14220-RA
XP_029143140.1,Nana14221-RA
XP_015687237.1,Nana35876-RA
XP_015669153.1,Nana34887-RA
XP_015673539.1,Nana00798-RA
XP_015669189.1,Nana29877-RA
XP_015666229.1,Nana21914-RA
XP_029138881.1,Nana23147-RA
XP_015684588.1,Nana37211-RA
XP_015683709.1,Nana37214-RA
XP_015681434.1,Nana18105-RA
XP_015678217.1,Nana25261-RA
XP_015665731.1,Nana23655-RA
XP_015672740.1,Nana27277-RA
XP_029140732.1,Nana33258-RA
XP_015665557.1,Nana06178-RA
XP_029139946.1,Nana12567-RA
XP_015667252.1,Nana22412-RA
XP_015667932.1,Nana03679-RA
XP_015685502.1,Nana00326-RA
XP_015683974.1,Nana00328-RA
XP_015678138.1,Nana35479-RA
XP_015674892.1,Nana02023-RA
XP_015687059.1,Nana25912-RA
XP_029140282.1,Nana31341-RA
XP_015671362.1,Nana31098-RA
XP_029139957.1,Nana31099-RA
XP_015674711.1,Nana13644-RA
XP_015674879.1,Nana16433-RA
XP_015668188.1,Nana31941-RA
XP_015686496.1,Nana18139-RA
XP_015684613.1,Nana28187-RA
XP_015687390.1,Nana32411-RA
XP_015680913.1,Nana00107-RA
XP_029142819.1,Nana00111-RA
XP_015677471.1,Nana07869-RA
XP_015680705.1,Nana17391-RA
XP_015678513.1,Nana19320-RA
XP_015679924.1,Nana15364-RA
XP_029142550.1,Nana04340-RA
XP_029140590.1,Nana27578-RA
XP_015667806.1,Nana02953-RA
XP_029143162.1,Nana34344-RA
XP_015673750.1,Nana10280-RA
XP_015671025.1,Nana14612-RA
XP_015673224.1,Nana14287-RA
XP_015677928.1,Nana02770-RA
XP_015671890.1,Nana00987-RA
XP_015669179.2,Nana00891-RA
XP_015680277.1,Nana05440-RA
XP_029139759.1,Nana01065-RA
XP_015672352.1,Nana24950-RA
XP_029139423.1,Nana15743-RA
XP_029140518.1,Nana31454-RA
XP_015678509.1,Nana19078-RA
XP_015674372.1,Nana20053-RA
XP_015686948.1,Nana22930-RA
XP_015670759.1,Nana21441-RA
XP_015679508.1,Nana03174-RA
XP_029140801.1,Nana06458-RA
XP_029139146.1,Nana33386-RA
XP_015671211.1,Nana10467-RA
XP_015672122.1,Nana15112-RA
XP_015672217.1,Nana11647-RA
XP_015675300.1,Nana18661-RA
XP_015673461.1,Nana28260-RA
XP_015686617.1,Nana28259-RA
XP_029141983.1,Nana12536-RA
XP_015687431.1,Nana27315-RA
XP_015673012.1,Nana09599-RB
XP_015668235.1,Nana37572-RA
XP_015686153.1,Nana27841-RA
XP_015670868.1,Nana04660-RA
XP_015667533.1,Nana26997-RA
XP_015665631.1,Nana23323-RA
XP_029142006.1,Nana03503-RA
XP_015684259.1,Nana37143-RA
XP_029142135.1,Nana31679-RA
XP_029140944.1,Nana20198-RA
XP_015665510.1,Nana06190-RA
XP_015668050.1,Nana14454-RA
XP_029140536.1,Nana14870-RA
XP_015672250.1,Nana10399-RA
XP_015684052.1,Nana03317-RA
XP_015677231.1,Nana03318-RA
XP_015670865.1,Nana21497-RA
XP_015681319.1,Nana17751-RA
XP_015671178.1,Nana17755-RA
XP_015666481.1,Nana32739-RA
XP_015665423.1,Nana06165-RA
XP_015679405.1,Nana12513-RA
XP_015672006.1,Nana28183-RA
XP_015674212.1,Nana30129-RA
XP_015675271.2,Nana19816-RA
XP_015679170.1,Nana20393-RA
XP_015677128.1,Nana14031-RA
XP_015682712.1,Nana25606-RD
XP_015678172.1,Nana19340-RA
XP_015669323.2,Nana11164-RC
XP_015683386.1,Nana29494-RA
XP_015678192.1,Nana04558-RA
XP_029142080.1,Nana00964-RA
XP_015673358.1,Nana14880-RA
XP_015683029.1,Nana11390-RA
XP_015687909.1,Nana32616-RA
XP_015671679.1,Nana19991-RA
XP_029140656.1,Nana03002-RA
XP_015671821.1,Nana08359-RA
XP_029142298.1,Nana04099-RA
XP_015667336.1,Nana33372-RA
XP_015681160.1,Nana35292-RA
XP_015679449.1,Nana00409-RA
XP_015680950.1,Nana12999-RA
XP_015680949.1,Nana12986-RA
XP_015666519.1,Nana32806-RA
XP_015681228.1,Nana13766-RA
XP_015669577.1,Nana04941-RA
XP_015686271.1,Nana30010-RA
XP_015676003.1,Nana15841-RA
XP_015674386.1,Nana09471-RA
XP_015676357.1,Nana35577-RA
XP_029140857.1,Nana35579-RB
XP_015676355.2,Nana35574-RD
XP_015668918.2,Nana15758-RA
XP_029139470.1,Nana23420-RA
XP_015668994.1,Nana23425-RA
XP_015668996.1,Nana11437-RA
XP_015678705.1,Nana13798-RA
XP_029140951.1,Nana24261-RA
XP_015670462.1,Nana24081-RA
XP_015667862.1,Nana16371-RA
XP_015680163.1,Nana00302-RA
XP_015678787.1,Nana00311-RA
XP_015675386.1,Nana05812-RA
XP_015676490.1,Nana30810-RA
XP_029141831.1,Nana32215-RA
XP_015687823.1,Nana26490-RA
XP_015672793.1,Nana25656-RA
XP_015681138.1,Nana17929-RA
XP_015679226.1,Nana27513-RA
XP_015682635.1,Nana10496-RA
XP_015682856.2,Nana18453-RA
XP_015676758.1,Nana09655-RA
XP_015687491.1,Nana27317-RA
XP_015682415.2,Nana33850-RA
XP_015682555.1,Nana35047-RA
XP_015681453.1,Nana00230-RA
XP_015672953.1,Nana34951-RA
XP_029141110.1,Nana36888-RA
XP_015672469.1,Nana14075-RA
XP_015684686.1,Nana22638-RA
XP_015665427.1,Nana06207-RA
XP_015673265.1,Nana05931-RA
XP_029140534.1,Nana01634-RA
XP_015669949.1,Nana03087-RA
XP_015665637.1,Nana23288-RA
XP_015666418.1,Nana23672-RA
XP_015668505.1,Nana20411-RA
XP_029140928.1,Nana04116-RA
XP_029141190.1,Nana07676-RA
XP_015671870.1,Nana17600-RA
XP_015672759.1,Nana27306-RA
XP_015687013.1,Nana22813-RA
XP_015677211.1,Nana14314-RA
XP_015680241.1,Nana08622-RA
XP_015683858.1,Nana29253-RA
XP_015668124.1,Nana27083-RA
XP_015667870.1,Nana19439-RA
XP_015676628.1,Nana09012-RA
XP_015684084.1,Nana20677-RA
XP_015667444.1,Nana34596-RA
XP_015671481.1,Nana01446-RA
XP_029140007.1,Nana05219-RA
XP_015683008.1,Nana05793-RA
XP_029141573.1,Nana05795-RA
XP_029139761.1,Nana01068-RA
XP_029140219.1,Nana10306-RA
XP_015667906.1,Nana22038-RA
XP_015673415.1,Nana03259-RA
XP_015672626.1,Nana10297-RA
XP_015669428.1,Nana10166-RA
XP_029140681.1,Nana10164-RA
XP_015678725.2,Nana03020-RA
XP_015678447.1,Nana08436-RA
XP_029142035.1,Nana01266-RA
XP_015665450.1,Nana06001-RA
XP_029141478.1,Nana18963-RA
XP_029140654.1,Nana28421-RA
XP_015682606.1,Nana18954-RA
XP_015677535.1,Nana36281-RA
XP_015675307.1,Nana10088-RA
XP_015686491.1,Nana02698-RB
XP_015682831.1,Nana17456-RA
XP_015675374.1,Nana02396-RA
XP_015687361.1,Nana19299-RA
XP_015675853.1,Nana05666-RA
XP_015665766.1,Nana17846-RA
XP_015675658.1,Nana01279-RA
XP_015686288.1,Nana30008-RA
XP_015687811.1,Nana26444-RA
XP_015678672.1,Nana08901-RA
XP_015684082.1,Nana23839-RA
XP_029140209.1,Nana17241-RA
XP_015673989.1,Nana19983-RA
XP_015687864.1,Nana17670-RA
XP_015669711.1,Nana19576-RA
XP_015684086.1,Nana28290-RA
XP_015682175.2,Nana18841-RB
XP_015675037.1,Nana18659-RA
XP_015666986.1,Nana08885-RA
XP_015687588.1,Nana36557-RA
XP_029139488.1,Nana02749-RA
XP_015676066.1,Nana32286-RA
XP_015674848.1,Nana25757-RA
XP_015667972.1,Nana25755-RA
XP_015671901.1,Nana01003-RA
XP_015675380.1,Nana05803-RA
XP_015674291.1,Nana11122-RA
XP_015679801.1,Nana20745-RA
XP_015687101.1,Nana26176-RA
XP_015671968.1,Nana26177-RA
XP_015669904.1,Nana18291-RA
XP_015672045.1,Nana18292-RA
XP_015682899.1,Nana37251-RA
XP_015670658.1,Nana30161-RA
XP_015675437.1,Nana03628-RA
XP_015680235.1,Nana03632-RA
XP_015682548.1,Nana24566-RA
XP_015683958.1,Nana32182-RA
XP_015667072.2,Nana21635-RA
XP_029140435.1,Nana15243-RA
XP_015672910.2,Nana36651-RA
XP_015670162.1,Nana29564-RA
XP_015669549.1,Nana11080-RA
XP_015668676.1,Nana38622-RA
XP_029143173.1,Nana14173-RA
XP_015687682.1,Nana23048-RA
XP_015678742.1,Nana10433-RA
XP_015682393.1,Nana00466-RA
XP_029139345.1,Nana29081-RA
XP_029140971.1,Nana24564-RA
XP_015675112.1,Nana01337-RA
XP_015681704.1,Nana25103-RA
XP_015678322.1,Nana11976-RA
XP_015665833.1,Nana23558-RA
XP_015679374.1,Nana04415-RA
XP_029139240.1,Nana02962-RA
XP_029139082.1,Nana21292-RA
XP_015681350.1,Nana29412-RA
XP_015684591.1,Nana34354-RA
XP_015687579.1,Nana34352-RA
XP_015670775.1,Nana09730-RA
XP_015673608.1,Nana13622-RA
XP_029142654.1,Nana04427-RA
XP_015673353.1,Nana00494-RA
XP_015670144.1,Nana11334-RA
XP_015668283.1,Nana22531-RA
XP_015668313.1,Nana27344-RA
XP_015666832.1,Nana14387-RA
XP_015673487.1,Nana13898-RA
XP_029139198.1,Nana27000-RA
XP_015670725.1,Nana26154-RA
XP_015676819.1,Nana02200-RA
XP_029138795.1,Nana29351-RA
XP_015686575.1,Nana10654-RA
XP_015686392.1,Nana18152-RA
XP_015687538.1,Nana05590-RA
XP_015674622.1,Nana03728-RA
XP_015667916.1,Nana22050-RA
XP_015677854.1,Nana08089-RA
XP_029139658.1,Nana07655-RA
XP_015682308.1,Nana28469-RC
XP_015682303.1,Nana28466-RA
XP_015675092.1,Nana03160-RA
XP_029143072.1,Nana33219-RA
XP_015665651.1,Nana23371-RA
XP_015676856.1,Nana11353-RA
XP_015682403.1,Nana39735-RA
XP_029140797.1,Nana28920-RA
XP_015686411.1,Nana37722-RA
XP_015687246.1,Nana01968-RA
XP_029143184.1,Nana30203-RA
XP_015672874.1,Nana16826-RA
XP_015678323.2,Nana11974-RA
XP_029142045.1,Nana17108-RA
XP_015678602.1,Nana17133-RA
XP_015667893.1,Nana21136-RA
XP_015679389.1,Nana14969-RA
XP_015666509.1,Nana32762-RA
XP_015677504.1,Nana31713-RA
XP_015687079.1,Nana16603-RA
XP_015685524.1,Nana35513-RA
XP_015687553.1,Nana16521-RA
XP_015687560.1,Nana16520-RA
XP_015682160.1,Nana16424-RA
XP_015678282.1,Nana13637-RA
XP_015678182.1,Nana19363-RA
XP_015683534.1,Nana11279-RA
XP_029142427.1,Nana18927-RC
XP_015679656.1,Nana08936-RA
XP_015667895.1,Nana21140-RA
XP_015672479.1,Nana13777-RA
XP_015684367.1,Nana24903-RA
XP_015669969.1,Nana14095-RA
XP_015676156.1,Nana30872-RA
XP_015676818.1,Nana02204-RA
XP_015680748.1,Nana11487-RA
XP_029139811.1,Nana09527-RB
XP_015687420.1,Nana27320-RA
XP_015687225.1,Nana33723-RA
XP_015679541.1,Nana05689-RA
XP_015680795.1,Nana01378-RA
XP_015666285.1,Nana21709-RA
XP_015676287.1,Nana03194-RB
XP_015668014.1,Nana15503-RA
XP_029142136.1,Nana05553-RA
XP_015682678.1,Nana15517-RA
XP_015683859.1,Nana29255-RA
XP_015677212.1,Nana14313-RA
XP_029140035.1,Nana19957-RA
XP_015674232.1,Nana09043-RA
XP_015669697.1,Nana22884-RA
XP_015669675.1,Nana22885-RA
XP_015680242.1,Nana08623-RA
XP_015667257.1,Nana12350-RA
XP_029142289.1,Nana07907-RA
XP_015675560.2,Nana04715-RA
XP_029142158.1,Nana04712-RA
XP_015670750.1,Nana08975-RA
XP_015682656.1,Nana38774-RA
XP_015679791.1,Nana00514-RA
XP_015670709.1,Nana19644-RA
XP_015682301.1,Nana28462-RA
XP_015675331.1,Nana35690-RA
XP_015684926.1,Nana18866-RA
XP_029139284.1,Nana14475-RA
XP_015687633.1,Nana11293-RA
XP_029140907.1,Nana14477-RA
XP_029141905.1,Nana32441-RA
XP_029139783.1,Nana26113-RA
XP_015679594.1,Nana11298-RA
XP_015684580.1,Nana36270-RA
XP_015683205.1,Nana32884-RA
XP_029140310.1,Nana34527-RA
XP_015686069.1,Nana04759-RA
XP_029142507.1,Nana29398-RA
XP_029143147.1,Nana17834-RA
XP_015668768.1,Nana10853-RA
XP_015665401.1,Nana06008-RA
XP_015675279.1,Nana19099-RA
XP_029141653.1,Nana20001-RB
XP_029142671.1,Nana25481-RA
XP_015683480.1,Nana33704-RA
XP_029140668.1,Nana09547-RA
XP_015676810.1,Nana28598-RA
XP_015679380.1,Nana14988-RA
XP_015683717.1,Nana36522-RA
XP_015685803.1,Nana36519-RA
XP_015670171.1,Nana15847-RA
XP_029140952.1,Nana15847-RB
XP_015676261.1,Nana34256-RA
XP_015670125.1,Nana22955-RA
XP_029140657.1,Nana15358-RA
XP_015687567.1,Nana13543-RA
XP_015682593.1,Nana08784-RA
XP_015683268.1,Nana13431-RA
XP_015679784.1,Nana16831-RA
XP_015672729.1,Nana19584-RA
XP_015681007.1,Nana28287-RA
XP_015680350.1,Nana00700-RA
XP_029142623.1,Nana13241-RA
XP_029141521.1,Nana00524-RA
XP_015676147.1,Nana30895-RA
XP_015683132.2,Nana16877-RA
XP_029140722.1,Nana08528-RA
XP_015679828.1,Nana36777-RA
XP_015675603.1,Nana09279-RA
XP_015666881.1,Nana31756-RA
XP_015681707.1,Nana22698-RA
XP_015679529.1,Nana17766-RA
XP_029140045.1,Nana16709-RA
XP_029142132.1,Nana17177-RA
XP_015685925.1,Nana15368-RA
XP_015681703.1,Nana25104-RA
XP_029139272.1,Nana25769-RA
XP_015681291.1,Nana32439-RA
XP_029140567.1,Nana16222-RA
XP_015667581.1,Nana31059-RA
XP_015688015.1,Nana21234-RA
XP_029141755.1,Nana21249-RA
XP_015667403.1,Nana33536-RA
XP_015684850.1,Nana03570-RA
XP_015680117.1,Nana06423-RA
XP_015675907.1,Nana27564-RA
XP_015679718.1,Nana08930-RA
XP_015668484.1,Nana15609-RA
XP_029140899.1,Nana01349-RA
XP_015687300.1,Nana18172-RA
XP_015676661.1,Nana15572-RA
XP_015677939.1,Nana11839-RA
XP_015665961.1,Nana23231-RA
XP_015687575.1,Nana34338-RA
XP_015670681.1,Nana03977-RA
XP_015673795.1,Nana13907-RA
XP_015668329.1,Nana27361-RA
XP_015679118.1,Nana04210-RA
XP_015668006.1,Nana13937-RA
XP_015675172.1,Nana26960-RA
XP_015681557.1,Nana07548-RA
XP_029143198.1,Nana23127-RA
XP_029141069.1,Nana07881-RA
XP_029138873.1,Nana23233-RA
XP_015678563.1,Nana24643-RA
XP_015670751.1,Nana08976-RA
XP_015682851.1,Nana18455-RA
XP_015671932.1,Nana17951-RA
XP_015669608.1,Nana08861-RA
XP_015676881.1,Nana12330-RA
XP_015675634.1,Nana12215-RA
XP_029139278.1,Nana00835-RA
XP_015687536.1,Nana05588-RA
XP_015683340.1,Nana12631-RA
XP_029142948.1,Nana09320-RA
XP_029141609.1,Nana04007-RA
XP_015679807.1,Nana02877-RA
XP_015686868.1,Nana08747-RA
XP_029141538.1,Nana16302-RA
XP_015679209.1,Nana06930-RA
XP_015680284.1,Nana30775-RA
XP_015667563.1,Nana00917-RA
XP_029139053.1,Nana31780-RA
XP_015681759.1,Nana00505-RA
XP_015680569.1,Nana05012-RA
XP_015676500.2,Nana30857-RA
XP_029142538.1,Nana35301-RA
XP_015665471.1,Nana06052-RA
XP_015672439.1,Nana12428-RA
XP_015668995.1,Nana23424-RA
XP_015671775.1,Nana19943-RA
XP_015682507.1,Nana12932-RA
XP_015682508.1,Nana13223-RA
XP_029141625.1,Nana06333-RA
XP_015680902.1,Nana00332-RA
XP_015678097.1,Nana35457-RA
XP_029140398.1,Nana33365-RA
XP_015684005.1,Nana18603-RA
XP_015676089.1,Nana32278-RA
XP_015684049.1,Nana01961-RA
XP_029140574.1,Nana33955-RA
XP_029141830.1,Nana32200-RA
XP_015677399.1,Nana10109-RA
XP_015669438.1,Nana10938-RA
XP_015671070.1,Nana13871-RA
XP_029142509.1,Nana08720-RA
XP_029140522.1,Nana14827-RA
XP_015674005.1,Nana15245-RA
XP_029140866.1,Nana34312-RA
XP_015676648.1,Nana10180-RA
XP_015679122.1,Nana03478-RA
XP_015681485.1,Nana19051-RA
XP_015672518.1,Nana25114-RA
XP_015673825.1,Nana00040-RA
XP_015671275.1,Nana34725-RA
XP_015677867.1,Nana15566-RA
XP_015687790.1,Nana22964-RA
XP_015672209.1,Nana27261-RA
XP_015671735.1,Nana33688-RA
XP_015677323.1,Nana11895-RA
XP_029140423.1,Nana33082-RA
XP_015680656.1,Nana23565-RA
XP_015673951.1,Nana04834-RA
XP_015684535.1,Nana11778-RA
XP_015687035.1,Nana08303-RA
XP_015670604.1,Nana09710-RA
XP_015679537.1,Nana05693-RA
XP_015677564.1,Nana20522-RA
XP_015673651.1,Nana08385-RA
XP_015677113.1,Nana27516-RA
XP_015671956.1,Nana26189-RA
XP_015671776.1,Nana20306-RA
XP_015687684.2,Nana23050-RA
XP_015671658.1,Nana22645-RA
XP_015679821.1,Nana36799-RA
XP_015684067.1,Nana14831-RA
XP_015667296.1,Nana26933-RA
XP_015667187.1,Nana21961-RA
XP_015687685.1,Nana23062-RA
XP_029142456.1,Nana04513-RA
XP_029142434.1,Nana29288-RA
XP_015670710.1,Nana25040-RA
XP_015677070.1,Nana18014-RA
XP_015669763.2,Nana08941-RA
XP_015678855.1,Nana25357-RA
XP_015677849.2,Nana01832-RA
XP_015681370.1,Nana01830-RA
XP_015678195.1,Nana12221-RA
XP_015683592.1,Nana01191-RA
XP_029141389.1,Nana35532-RA
XP_015681594.1,Nana28400-RA
XP_015678796.1,Nana05894-RA
XP_015674373.1,Nana24761-RA
XP_015677349.1,Nana16609-RA
XP_029142738.1,Nana13263-RA
XP_029141557.1,Nana11299-RA
XP_015685731.1,Nana32947-RA
XP_029140964.1,Nana37489-RB
XP_029140965.1,Nana37488-RA
XP_015680081.1,Nana37047-RA
XP_015674540.1,Nana14872-RA
XP_029139737.1,Nana12130-RA
XP_015667417.1,Nana33605-RA
XP_015678942.1,Nana19930-RA
XP_015670061.1,Nana28475-RA
XP_015672685.1,Nana00581-RA
XP_029140223.1,Nana00582-RA
XP_015667499.1,Nana21313-RA
XP_015667330.1,Nana33394-RA
XP_015667481.1,Nana34606-RA
XP_015678452.1,Nana19160-RA
XP_015668032.1,Nana14480-RA
XP_015666889.1,Nana31807-RA
XP_015670758.1,Nana21443-RA
XP_015679509.1,Nana03176-RA
XP_015671415.1,Nana05032-RA
XP_029140894.1,Nana30852-RA
XP_015667410.1,Nana33568-RA
XP_015672085.1,Nana35608-RA
XP_015674973.1,Nana24664-RF
XP_015681878.1,Nana35343-RA
XP_029142592.1,Nana20910-RA
XP_029142593.1,Nana20907-RA
XP_029138797.1,Nana06006-RA
XP_015668604.1,Nana15114-RA
XP_029142323.1,Nana36327-RB
XP_015678248.2,Nana06773-RA
XP_015678790.1,Nana00321-RA
XP_015682602.1,Nana00293-RA
XP_015682628.1,Nana00290-RA
XP_015683742.1,Nana35034-RA
XP_015686975.1,Nana22804-RA
XP_015685360.1,Nana25341-RA
XP_015672779.1,Nana25634-RA
XP_015682319.1,Nana36919-RA
XP_015666739.1,Nana15215-RA
XP_015675823.1,Nana36859-RA
XP_029142168.1,Nana23846-RA
XP_029141857.1,Nana23846-RB
XP_015680125.1,Nana06354-RA
XP_015687960.1,Nana32577-RA
XP_015666486.2,Nana32839-RA
XP_015674248.1,Nana36378-RA
XP_015680182.2,Nana28386-RA
XP_015672731.1,Nana19597-RA
XP_015670931.1,Nana34770-RA
XP_015666484.1,Nana32843-RA
XP_015682682.1,Nana33033-RA
XP_015680942.1,Nana06342-RA
XP_015678609.1,Nana17032-RA
XP_015684804.2,Nana17031-RA
XP_015676997.1,Nana36107-RD
XP_015675308.1,Nana07637-RA
XP_015675830.1,Nana36872-RA
XP_015685419.1,Nana00248-RA
XP_015678763.1,Nana33066-RA
XP_015687970.1,Nana32708-RA
XP_029140755.1,Nana37630-RA
XP_029142037.1,Nana35341-RA
XP_015673420.1,Nana03251-RA
XP_015678402.1,Nana10092-RA
XP_015685457.1,Nana19037-RA
XP_015679384.1,Nana17887-RA
XP_029142047.1,Nana02671-RA
XP_029139313.1,Nana31951-RA
XP_015668714.1,Nana16488-RA
XP_015679193.1,Nana33127-RA
XP_029139210.1,Nana12579-RA
XP_015666688.1,Nana21466-RA
XP_029141675.1,Nana35091-RA
XP_029142817.1,Nana38567-RA
XP_015677444.1,Nana35120-RA
XP_015671014.1,Nana00568-RA
XP_015667892.1,Nana23122-RA
XP_015687762.1,Nana23077-RA
XP_015667191.1,Nana21981-RA
XP_015676660.2,Nana15568-RA
XP_015681257.1,Nana20593-RA
XP_015669613.1,Nana08579-RA
XP_015674053.1,Nana03696-RA
XP_029138784.1,Nana21227-RA
XP_015671449.1,Nana31311-RA
XP_029139118.1,Nana29751-RA
XP_015681002.1,Nana02226-RA
XP_015673852.1,Nana03543-RA
XP_015675296.2,Nana10055-RA
XP_015671605.1,Nana14995-RA
XP_015683674.1,Nana36512-RA
XP_015671292.1,Nana34699-RA
XP_015683966.1,Nana39361-RA
XP_029140629.1,Nana37325-RA
XP_015667320.1,Nana21685-RA
XP_015673728.1,Nana27400-RA
XP_015675815.1,Nana27417-RA
XP_015678506.1,Nana11808-RA
XP_015675734.1,Nana14934-RA
XP_015683227.1,Nana03803-RA
XP_029143103.1,Nana27334-RA
XP_015668739.1,Nana33790-RA
XP_015687481.1,Nana27322-RA
XP_015671021.1,Nana14654-RA
XP_015687851.1,Nana17644-RA
XP_015681105.1,Nana08868-RA
XP_015687861.1,Nana17663-RA
XP_015670999.1,Nana14252-RA
XP_015681344.2,Nana29222-RA
XP_015665621.1,Nana26281-RA
XP_015674404.1,Nana03782-RA
XP_015676825.1,Nana14036-RA
XP_015677902.1,Nana24859-RA
XP_029140461.1,Nana04900-RA
XP_015665629.1,Nana23341-RA
XP_015686159.1,Nana26068-RA
XP_015672040.1,Nana18304-RA
XP_029141813.1,Nana25864-RA
XP_015667711.1,Nana10748-RC
XP_015667710.1,Nana10748-RB
XP_015675579.1,Nana12403-RA
XP_029141317.1,Nana24867-RA
XP_015666615.1,Nana11867-RA
XP_015672443.1,Nana11794-RA
XP_029141945.1,Nana11793-RA
XP_015674694.1,Nana11402-RA
XP_015681829.1,Nana05790-RA
XP_015687331.1,Nana10029-RA
XP_029140551.1,Nana03723-RC
XP_015685138.1,Nana08709-RA
XP_015668140.1,Nana02458-RA
XP_015677833.1,Nana07504-RA
XP_029140279.1,Nana31357-RA
XP_015678608.1,Nana026KS-RA
XP_015674116.1,Nana32077-RA
XP_015686229.1,Nana13216-RA
XP_029141821.1,Nana06395-RA
XP_015683128.2,Nana05942-RA
XP_029141326.1,Nana30759-RA
XP_015666036.1,Nana23790-RA
XP_015683986.1,Nana00177-RA
XP_015681538.1,Nana36062-RA
XP_015678495.1,Nana11816-RA
XP_015671379.1,Nana03379-RA
XP_015681968.1,Nana12594-RA
XP_015686858.1,Nana12592-RA
XP_029139165.1,Nana33544-RA
XP_015681955.1,Nana35893-RA
XP_015687480.1,Nana17829-RA
XP_015681137.1,Nana19218-RA
XP_029138856.1,Nana23579-RA
XP_015685285.1,Nana04431-RA
XP_029142297.1,Nana04430-RA
XP_015667606.1,Nana11024-RA
XP_015674650.1,Nana33421-RA
XP_015675636.1,Nana12214-RA
XP_015670836.1,Nana11131-RA
XP_015670835.1,Nana11127-RA
XP_015671820.1,Nana32895-RA
XP_015669308.1,Nana11193-RA
XP_015683561.1,Nana24062-RA
XP_015665851.1,Nana09815-RA
XP_015685185.1,Nana28299-RA
XP_015667207.1,Nana21955-RA
XP_015673141.1,Nana08407-RA
XP_015669663.1,Nana27500-RA
XP_015674188.1,Nana02697-RA
XP_029140792.1,Nana32285-RA
XP_015676568.1,Nana27551-RA
XP_015682801.1,Nana38191-RA
XP_015681943.1,Nana24317-RA
XP_015677955.2,Nana20190-RA
XP_029142065.1,Nana24325-RA
XP_015671727.2,Nana01991-RA
XP_015676004.1,Nana15842-RB
XP_015680911.1,Nana13562-RA
XP_015670154.1,Nana12129-RA
XP_015674098.1,Nana33647-RA
XP_015669178.1,Nana00869-RA
XP_029143195.1,Nana23112-RA
XP_015678261.1,Nana22266-RA
XP_015668614.1,Nana15141-RA
XP_015687495.1,Nana15272-RA
XP_015685862.1,Nana28410-RA
XP_015675240.1,Nana28408-RA
XP_015665448.2,Nana05995-RA
XP_015685609.1,Nana25558-RA
XP_015672838.2,Nana32140-RA
XP_029142782.1,Nana18438-RA
XP_015669715.1,Nana19564-RA
XP_015674918.1,Nana12163-RA
XP_015670813.1,Nana09248-RA
XP_015677732.1,Nana30075-RA
XP_015680394.1,Nana30079-RA
XP_015684579.1,Nana02033-RA
XP_015687354.1,Nana16704-RA
XP_015682840.1,Nana37451-RA
XP_015672945.1,Nana33147-RA
XP_029142602.1,Nana06364-RD
XP_015673360.1,Nana05182-RA
XP_015682153.2,Nana30792-RA
XP_015673568.1,Nana10993-RA
XP_015672884.1,Nana35732-RA
XP_015667562.2,Nana31062-RA
XP_015674722.1,Nana16226-RA
XP_015673936.1,Nana33099-RA
XP_029138906.1,Nana04503-RA
XP_029139111.1,Nana29822-RA
XP_015670289.1,Nana00657-RA
XP_015688002.1,Nana21189-RA
XP_015679121.1,Nana03477-RC
XP_029140524.1,Nana16125-RA
XP_015680801.1,Nana30130-RA
XP_015679491.1,Nana29978-RA
XP_015677059.1,Nana02065-RA
XP_015672927.1,Nana34968-RA
XP_015679065.1,Nana11916-RA
XP_029139599.1,Nana04922-RA
XP_015665891.1,Nana23277-RA
XP_015680351.1,Nana13535-RA
XP_029141808.1,Nana11426-RA
XP_029142713.1,Nana22636-RA
XP_015673100.1,Nana00539-RA
XP_015672950.1,Nana34934-RA
XP_029140725.1,Nana16264-RA
XP_015666433.1,Nana23704-RA
XP_029139910.1,Nana27478-RA
XP_015665962.1,Nana23229-RA
XP_015666098.1,Nana21774-RA
XP_015669649.1,Nana20105-RA
XP_015669010.1,Nana27199-RA
XP_015669935.1,Nana27138-RA
XP_015670817.1,Nana09735-RA
XP_015669929.1,Nana27137-RA
XP_015670676.2,Nana04002-RA
XP_029139726.1,Nana14329-RA
XP_029141581.1,Nana19197-RA
XP_015679528.1,Nana17767-RA
XP_015684008.1,Nana14205-RA
XP_015665938.1,Nana23165-RA
XP_015665924.1,Nana23196-RC
XP_015674850.1,Nana01842-RA
XP_029139026.1,Nana25749-RA
XP_015682121.2,Nana24474-RA
XP_015682122.1,Nana24473-RA
XP_015672361.1,Nana02476-RA
XP_029142446.1,Nana13383-RA
XP_029140521.1,Nana24846-RA
XP_015675397.1,Nana12371-RA
XP_015669730.1,Nana05357-RA
XP_015671434.1,Nana01114-RA
XP_015672654.1,Nana10947-RA
