P_Mucros.pep,E_macularius_gene_v1.0.pep
XP_015668505.1,CCG004431.1
XP_015687941.1,CCG022629.2
XP_029140928.1,CCG022598.2
XP_015671870.1,CCG021505.1
XP_015672759.1,CCG020291.1
XP_015687013.1,CCG009376.1
XP_015681345.1,CCG012138.1
XP_015677211.1,CCG004134.1
XP_015680241.1,CCG004843.1
XP_015681243.1,CCG024706.1
XP_015668124.1,CCG023411.1
XP_015676628.1,CCG004416.2
XP_015684084.1,CCG023973.1
XP_015665676.1,CCG009326.1
XP_015670386.1,CCG015493.1
XP_015667444.1,CCG012030.1
XP_029140728.1,CCG012415.1
XP_015671481.1,CCG002233.2
XP_029140007.1,CCG016523.1
XP_015683008.1,CCG011543.1
XP_015672701.1,CCG007706.1
XP_029141573.1,CCG012729.1
XP_015667906.1,CCG017614.1
XP_015672626.1,CCG000554.1
XP_029139566.1,CCG019856.1
XP_015669428.1,CCG001066.2
XP_015678725.2,CCG023073.1
XP_015671460.1,CCG008561.1
XP_015666625.1,CCG024465.2
XP_015678447.1,CCG006394.1
XP_029142035.1,CCG019572.1
XP_015679177.1,CCG013791.2
XP_015673917.1,CCG008414.1
XP_029140654.1,CCG020821.1
XP_015682606.1,CCG005498.1
XP_029139473.1,CCG011072.1
XP_015682831.1,CCG010854.3
XP_015675374.1,CCG016774.1
XP_015675147.1,CCG016176.1
XP_015687361.1,CCG018243.1
XP_015675853.1,CCG020914.1
XP_015675658.1,CCG022456.1
XP_029141230.1,CCG001482.1
XP_015686288.1,CCG016175.1
XP_015678672.1,CCG024570.1
XP_015685132.2,CCG004457.1
XP_015684082.1,CCG005366.1
XP_029140209.1,CCG011631.1
XP_015673989.1,CCG000726.1
XP_015672003.1,CCG002510.1
XP_015669711.1,CCG017625.1
XP_015684086.1,CCG019132.1
XP_015682439.1,CCG017379.1
XP_015666986.1,CCG010009.1
XP_029139488.1,CCG007019.1
XP_015683916.1,CCG010092.1
XP_015686390.1,CCG011837.1
XP_015674848.1,CCG021296.1
XP_015671901.1,CCG017071.1
XP_015674291.1,CCG001344.1
XP_015679801.1,CCG013086.1
XP_015687101.1,CCG020982.1
XP_015669904.1,CCG019255.1
XP_015672045.1,CCG015450.1
XP_015680726.1,CCG019593.1
XP_015682899.1,CCG023570.1
XP_015675437.1,CCG021701.4
XP_015680235.1,CCG006547.1
XP_015682548.1,CCG020272.1
XP_015672294.1,CCG008507.1
XP_015683958.1,CCG023418.1
XP_015667350.1,CCG005550.1
XP_015667072.2,CCG001171.1
XP_029140435.1,CCG002694.1
XP_015672910.2,CCG002609.1
XP_015670162.1,CCG003629.2
XP_015676928.1,CCG005103.1
XP_015669549.1,CCG007700.2
XP_015668676.1,CCG023772.1
XP_015667094.1,CCG017266.1
XP_029143173.1,CCG017060.1
XP_015687682.1,CCG002739.1
XP_015682393.1,CCG012271.2
XP_015679875.1,CCG020008.1
XP_029139345.1,CCG020807.1
XP_029140971.1,CCG013981.3
XP_015675112.1,CCG016309.1
XP_015674085.1,CCG007004.1
XP_015682744.1,CCG007302.1
XP_015672525.2,CCG020456.1
XP_015666512.1,CCG007153.3
XP_015679374.1,CCG018520.1
XP_029139240.1,CCG023605.1
XP_029139082.1,CCG006181.1
XP_029141869.1,CCG004658.1
XP_015681350.1,CCG004101.1
XP_015684234.1,CCG016878.1
XP_015675538.1,CCG007639.1
XP_015684591.1,CCG006331.1
XP_015670775.1,CCG007662.1
XP_015673545.1,CCG004107.1
XP_029142594.1,CCG007072.1
XP_029142654.1,CCG004762.1
XP_015673353.1,CCG005961.1
XP_029140266.1,CCG012358.1
XP_015670144.1,CCG010807.2
XP_029142750.1,CCG000941.1
XP_015668283.1,CCG023521.1
XP_015668313.1,CCG002634.1
XP_015666832.1,CCG001483.1
XP_015673487.1,CCG007733.4
XP_029139198.1,CCG008770.1
XP_015670725.1,CCG015577.1
XP_015676819.1,CCG009603.2
XP_029138795.1,CCG019294.1
XP_015679858.1,CCG023533.1
XP_015671623.1,CCG006266.1
XP_015687538.1,CCG008917.1
XP_015682174.1,CCG004397.1
XP_015674622.1,CCG021767.1
XP_015677854.1,CCG020872.1
XP_029139658.1,CCG008064.1
XP_015675092.1,CCG004926.1
XP_029139632.1,CCG001638.1
XP_029140758.1,CCG000128.1
XP_015676856.1,CCG012763.1
XP_015671883.1,CCG001334.1
XP_015671906.1,CCG001335.1
XP_029140797.1,CCG018093.2
XP_029139800.1,CCG010222.1
XP_015676487.1,CCG017760.1
XP_015665424.1,CCG001152.1
XP_029142768.1,CCG023811.1
XP_029142571.1,CCG023825.2
XP_015687246.1,CCG001230.2
XP_029143184.1,CCG021486.1
XP_015672874.1,CCG011545.1
XP_029140452.1,CCG006058.1
XP_015678323.2,CCG018843.1
XP_029138801.1,CCG020860.1
XP_029139629.1,CCG016117.1
XP_015667893.1,CCG023920.1
XP_015682873.1,CCG018532.2
XP_015666509.1,CCG007162.3
XP_015677504.1,CCG012853.2
XP_029142711.1,CCG010363.1
XP_015682160.1,CCG019115.1
XP_015678282.1,CCG013261.1
XP_015678182.1,CCG002147.1
XP_029142427.1,CCG004721.1
XP_015679656.1,CCG003647.1
XP_015676156.1,CCG014480.1
XP_015676171.1,CCG014479.2
XP_015683448.1,CCG019079.1
XP_015676818.1,CCG017894.1
XP_029139811.1,CCG009757.1
XP_015687420.1,CCG011644.2
XP_015687225.1,CCG011718.1
XP_015679541.1,CCG024414.1
XP_015680795.1,CCG013787.1
XP_015666285.1,CCG007427.1
XP_015668014.1,CCG014218.1
XP_015668440.1,CCG011626.1
XP_015668432.1,CCG001776.1
XP_029139364.1,CCG001775.1
XP_015682788.1,CCG005023.1
XP_015677212.1,CCG018592.1
XP_029140035.1,CCG001550.1
XP_015674232.1,CCG024038.1
XP_015679503.1,CCG018026.1
XP_015680242.1,CCG004842.1
XP_029142289.1,CCG004584.1
XP_015670594.1,CCG007042.1
XP_015670750.1,CCG005785.1
XP_015682656.1,CCG010878.4
XP_029139950.1,CCG017133.1
XP_029140909.1,CCG021088.1
XP_015675211.1,CCG011763.1
XP_015670709.1,CCG016033.1
XP_015682301.1,CCG019876.1
XP_015674072.1,CCG024203.1
XP_015675331.1,CCG012209.1
XP_029141905.1,CCG024654.1
XP_015679594.1,CCG008300.1
XP_015684580.1,CCG011796.1
XP_015683205.1,CCG021584.1
XP_015682942.1,CCG020154.1
XP_015674593.1,CCG009680.4
XP_029140310.1,CCG003517.1
XP_015686069.1,CCG000703.1
XP_029143147.1,CCG023169.1
XP_029138961.1,CCG003246.1
XP_015675720.1,CCG009605.1
XP_015675279.1,CCG004684.1
XP_029141653.1,CCG008629.1
XP_029142671.1,CCG019870.1
XP_015687217.1,CCG003124.1
XP_029140668.1,CCG011378.1
XP_015676810.1,CCG016103.1
XP_015684109.1,CCG002025.1
XP_015679380.1,CCG019826.1
XP_029143109.1,CCG011650.1
XP_015676261.1,CCG011975.1
XP_015670125.1,CCG000643.1
XP_015683237.1,CCG019623.2
XP_029142123.1,CCG016713.1
XP_029140657.1,CCG020543.1
XP_015687567.1,CCG014049.1
XP_015679766.1,CCG005804.2
XP_015683268.1,CCG022394.1
XP_015679784.1,CCG005282.1
XP_015672729.1,CCG014290.1
XP_015681007.1,CCG002519.3
XP_015680350.1,CCG009021.1
XP_029142623.1,CCG013890.2
XP_029141521.1,CCG007114.1
XP_015676147.1,CCG014507.1
XP_015683132.2,CCG021210.2
XP_029140722.1,CCG021069.1
XP_015679828.1,CCG017739.1
XP_015677147.1,CCG020533.1
XP_015675603.1,CCG012534.1
XP_015666881.1,CCG012868.1
XP_015682024.1,CCG020932.1
XP_015681097.1,CCG008327.1
XP_015681707.1,CCG009442.1
XP_015671075.1,CCG006911.1
XP_015679529.1,CCG002058.1
XP_029140045.1,CCG022425.1
XP_029142132.1,CCG016819.1
XP_029141108.1,CCG022337.1
XP_015685925.1,CCG020546.1
XP_015672957.1,CCG013201.1
XP_015681703.1,CCG020451.1
XP_029138937.1,CCG011243.1
XP_029139272.1,CCG023959.1
XP_015681291.1,CCG024657.1
XP_029140567.1,CCG019463.1
XP_015667581.1,CCG024486.1
XP_015675907.1,CCG020375.1
XP_029142309.1,CCG002905.1
XP_015668484.1,CCG000466.1
XP_029140899.1,CCG014847.1
XP_015687300.1,CCG004120.1
XP_015676661.1,CCG004170.1
XP_015676659.1,CCG004171.2
XP_015677939.1,CCG020194.1
XP_015678057.1,CCG022347.1
XP_015673250.1,CCG017191.1
XP_015670234.1,CCG020755.1
XP_015665961.1,CCG015331.1
XP_015684647.1,CCG006325.1
XP_015670681.1,CCG016427.1
XP_015670240.1,CCG020748.1
XP_015666652.1,CCG003777.1
XP_015675172.1,CCG004001.1
XP_015681220.1,CCG020628.1
XP_029143198.1,CCG012591.1
XP_029141069.1,CCG004568.1
XP_029143200.1,CCG006378.3
XP_029138873.1,CCG015329.1
XP_015682032.1,CCG009610.1
XP_015677744.1,CCG009785.3
XP_015672856.1,CCG011043.2
XP_029140634.1,CCG017454.1
XP_015682851.1,CCG011397.1
XP_015671932.1,CCG016701.1
XP_015669608.1,CCG014170.1
XP_015676881.1,CCG001020.1
XP_015675634.1,CCG012417.3
XP_015686832.1,CCG003008.2
XP_015665717.1,CCG009139.1
XP_015686115.1,CCG018733.1
XP_015679807.1,CCG022775.1
XP_015686868.1,CCG016571.1
XP_015666165.1,CCG003536.1
XP_015675878.1,CCG016970.3
XP_015680284.1,CCG022064.4
XP_015667563.1,CCG007020.1
XP_029139053.1,CCG009494.1
XP_015676986.1,CCG015854.1
XP_015680569.1,CCG011271.1
XP_029142538.1,CCG018757.2
XP_029142482.1,CCG008102.1
XP_015679256.1,CCG023029.1
XP_015672142.1,CCG002986.1
XP_015681136.1,CCG023347.2
XP_015668995.1,CCG011067.1
XP_015673447.1,CCG002513.2
XP_015671775.1,CCG001560.2
XP_015674335.1,CCG015040.1
XP_015682508.1,CCG007281.1
XP_015669124.1,CCG011900.1
XP_015684005.1,CCG014274.1
XP_015669083.1,CCG006177.1
XP_015667445.1,CCG012064.1
XP_015675164.1,CCG011464.1
XP_015668447.1,CCG024366.1
XP_015680881.1,CCG003481.1
XP_015680880.1,CCG015490.1
XP_029141830.1,CCG001587.1
XP_015677394.1,CCG020706.1
XP_015677399.1,CCG015585.2
XP_015668702.2,CCG014523.1
XP_015671070.1,CCG019195.2
XP_029141351.1,CCG004342.1
XP_029140723.1,CCG012533.1
XP_029140522.1,CCG017192.1
XP_015674901.1,CCG001101.1
XP_015674005.1,CCG002695.1
XP_029140866.1,CCG023453.2
XP_015673839.1,CCG017883.1
XP_015669115.2,CCG015849.1
XP_015681533.1,CCG008210.1
XP_015681485.1,CCG018097.1
XP_015666866.1,CCG002458.1
XP_015672518.1,CCG020455.1
XP_015673825.1,CCG017884.1
XP_015671275.1,CCG007515.1
XP_015677867.1,CCG002679.1
XP_015680527.1,CCG022197.1
XP_015672209.1,CCG004083.1
XP_015671735.1,CCG003121.1
XP_015677323.1,CCG007013.1
XP_029140423.1,CCG018131.1
XP_015683296.1,CCG012393.1
XP_015673951.1,CCG004938.1
XP_015683895.1,CCG016621.2
XP_015681240.1,CCG001270.1
XP_015670604.1,CCG007671.2
XP_015679537.1,CCG024416.3
XP_015677564.1,CCG008797.1
XP_015673651.1,CCG014678.1
XP_015671956.1,CCG020974.1
XP_015671776.1,CCG003985.1
XP_015671784.1,CCG015592.2
XP_015687684.2,CCG002737.1
XP_015671658.1,CCG010817.1
XP_015679821.1,CCG015956.1
XP_015683054.1,CCG000674.1
XP_015684067.1,CCG006734.2
XP_015681083.1,CCG013558.1
XP_015667296.1,CCG018187.1
XP_015667187.1,CCG014735.1
XP_029142456.1,CCG021747.1
XP_029142434.1,CCG006854.1
XP_015681349.1,CCG011831.1
XP_015677070.1,CCG007721.1
XP_015670733.1,CCG013342.1
XP_015677849.2,CCG011520.1
XP_015678195.1,CCG003288.1
XP_015674008.1,CCG006388.1
XP_015673324.1,CCG020232.1
XP_015673558.1,CCG014369.1
XP_029141389.1,CCG010368.1
XP_015681594.1,CCG011777.1
XP_015670954.1,CCG018319.1
XP_015670985.1,CCG018318.1
XP_015674373.1,CCG003927.1
XP_029140627.1,CCG005735.4
XP_015677349.1,CCG011676.1
XP_029142738.1,CCG001811.1
XP_029140965.1,CCG005105.1
XP_015680081.1,CCG018100.2
XP_015674540.1,CCG014247.1
XP_015667417.1,CCG006995.1
XP_029142839.1,CCG017173.1
XP_015676523.1,CCG014473.1
XP_015678942.1,CCG001573.1
XP_015670061.1,CCG019885.1
XP_029140223.1,CCG007093.1
XP_015669376.1,CCG000849.5
XP_015673506.1,CCG007793.1
XP_015669950.1,CCG011019.1
XP_015667499.1,CCG006189.1
XP_015667330.1,CCG024163.1
XP_015667480.1,CCG012033.1
XP_015667481.1,CCG024046.1
XP_015678452.1,CCG013990.1
XP_015666889.1,CCG012892.1
XP_015670758.1,CCG024689.1
XP_015667410.1,CCG006975.1
XP_015674973.1,CCG009152.1
XP_015681878.1,CCG022857.1
XP_015679266.1,CCG014541.1
XP_029142593.1,CCG002756.1
XP_029140957.1,CCG008014.1
XP_029138797.1,CCG015138.1
XP_015668604.1,CCG023590.1
XP_015672013.1,CCG004514.1
XP_015680964.1,CCG016292.1
XP_015678248.2,CCG011614.1
XP_015678233.1,CCG015679.1
XP_015678790.1,CCG007869.1
XP_015669233.1,CCG009040.1
XP_015666589.1,CCG004603.1
XP_015668648.1,CCG023769.1
XP_015685360.1,CCG021128.1
XP_015684965.1,CCG016341.1
XP_015666739.1,CCG001522.1
XP_015675823.1,CCG012115.1
XP_015685736.1,CCG015448.1
XP_015680125.1,CCG009029.1
XP_015679747.1,CCG001009.1
XP_015668176.1,CCG020441.1
XP_015677574.1,CCG022328.1
XP_015666486.2,CCG020073.1
XP_015674248.1,CCG010183.1
XP_015672731.1,CCG015780.1
XP_015666484.1,CCG020074.1
XP_015682682.1,CCG009440.2
XP_015680942.1,CCG002769.1
XP_015666501.1,CCG020050.1
XP_015678609.1,CCG003347.1
XP_015676997.1,CCG004470.2
XP_015675767.1,CCG021996.1
XP_015675308.1,CCG009219.1
XP_015682483.1,CCG002588.2
XP_015678763.1,CCG018140.1
XP_015682481.1,CCG002590.1
XP_015687968.1,CCG022694.1
XP_029140755.1,CCG013599.1
XP_015673420.1,CCG016337.1
XP_015678402.1,CCG010112.1
XP_015685457.1,CCG009564.1
XP_015679384.1,CCG003414.2
XP_029142047.1,CCG014774.1
XP_029139313.1,CCG018766.2
XP_029139210.1,CCG007558.1
XP_015681099.1,CCG021755.1
XP_015677444.1,CCG008945.1
XP_015671014.1,CCG007081.1
XP_015667892.1,CCG003060.1
XP_015687782.2,CCG012595.1
XP_015676660.2,CCG002681.1
XP_015685460.1,CCG003964.1
XP_015681257.1,CCG006966.1
XP_015669613.1,CCG002054.1
XP_015688037.1,CCG003102.1
XP_015674053.1,CCG020320.2
XP_015683572.1,CCG014581.1
XP_029139118.1,CCG015047.1
XP_015673852.1,CCG003713.1
XP_015683674.1,CCG024433.1
XP_015681492.1,CCG011362.1
XP_015683966.1,CCG001936.2
XP_015674609.1,CCG006961.1
XP_029140629.1,CCG005151.1
XP_015665901.1,CCG010479.1
XP_015667066.1,CCG001169.1
XP_015667320.1,CCG003213.1
XP_015673728.1,CCG008976.1
XP_015675815.1,CCG015481.1
XP_015678506.1,CCG022972.1
XP_015675734.1,CCG008652.2
XP_015668550.1,CCG007751.1
XP_015668739.1,CCG012814.1
XP_015687363.1,CCG002996.1
XP_015673513.1,CCG021113.1
XP_015671022.1,CCG002749.1
XP_015669086.1,CCG006169.1
XP_029140015.1,CCG008635.1
XP_015674717.2,CCG020127.2
XP_015681105.1,CCG021670.1
XP_015681344.2,CCG017575.1
XP_015676825.1,CCG021542.1
XP_015677902.1,CCG006373.1
XP_015665629.1,CCG009342.1
XP_015686159.1,CCG023731.1
XP_015672040.1,CCG023115.1
XP_029141813.1,CCG006283.1
XP_015674714.2,CCG007463.1
XP_015675579.1,CCG006714.1
XP_029141317.1,CCG009971.1
XP_015667688.1,CCG006087.1
XP_015666615.1,CCG001440.2
XP_015672443.1,CCG020281.1
XP_015674694.1,CCG001429.1
XP_015671898.1,CCG012678.1
XP_015681829.1,CCG011542.2
XP_015687017.1,CCG014619.1
XP_015678869.1,CCG016922.1
XP_015687331.1,CCG023021.1
XP_015670232.2,CCG001056.2
XP_015677833.1,CCG017183.2
XP_015685834.1,CCG010852.1
XP_015683782.1,CCG013958.1
XP_015674116.1,CCG021566.1
XP_029140955.1,CCG016693.1
XP_029141821.1,CCG011943.1
XP_015674967.1,CCG024199.2
XP_015683128.2,CCG014899.1
XP_029141326.1,CCG022059.3
XP_015683986.1,CCG001964.1
XP_015681538.1,CCG008227.1
XP_015681968.1,CCG007564.2
XP_029139165.1,CCG024213.2
XP_015681955.1,CCG018813.1
XP_015687480.1,CCG023164.1
XP_015681137.1,CCG008537.1
XP_015669712.1,CCG014289.1
XP_029141532.1,CCG012265.1
XP_015665752.1,CCG014426.1
XP_015671617.1,CCG021351.1
XP_015678486.1,CCG012713.3
XP_015667606.1,CCG018673.1
XP_015674650.1,CCG024184.1
XP_015675636.1,CCG012416.1
XP_015670835.1,CCG002635.1
XP_015671820.1,CCG021589.1
XP_015677650.1,CCG012755.1
XP_015671519.1,CCG005056.1
XP_015683561.1,CCG010201.1
XP_029139187.1,CCG012061.1
XP_015677977.1,CCG004420.1
XP_015685185.1,CCG019135.1
XP_015667207.1,CCG016601.1
XP_015673141.1,CCG006198.1
XP_015669663.1,CCG002866.1
XP_015674188.1,CCG008863.1
XP_015676568.1,CCG014788.1
XP_015677659.1,CCG011411.1
XP_015677955.2,CCG004182.1
XP_029142065.1,CCG023869.1
XP_029139366.1,CCG024364.1
XP_029141611.1,CCG009804.1
XP_029142101.1,CCG018835.1
XP_015676004.1,CCG022316.1
XP_015680911.1,CCG021404.1
XP_015670154.1,CCG007585.1
XP_029143195.1,CCG000797.3
XP_015678261.1,CCG015746.1
XP_015668614.1,CCG016902.1
XP_015685609.1,CCG001202.1
XP_015672838.2,CCG005801.1
XP_029142782.1,CCG020222.1
XP_015669715.1,CCG021605.1
XP_029141986.1,CCG017341.1
XP_015683002.1,CCG010676.1
XP_015674918.1,CCG009167.1
XP_029139371.1,CCG009852.1
XP_015684579.1,CCG006271.1
XP_015687354.1,CCG010523.1
XP_015682840.1,CCG005091.1
XP_015687897.1,CCG022670.1
XP_015668005.2,CCG001951.1
XP_015679191.2,CCG015712.1
XP_015674107.1,CCG010378.1
XP_029138773.1,CCG022665.5
XP_015680500.1,CCG011773.1
XP_015672960.1,CCG013196.1
XP_015673360.1,CCG008242.1
XP_015682153.2,CCG022077.2
XP_015667562.2,CCG024485.1
XP_015674722.1,CCG011468.1
XP_015673936.1,CCG000722.1
XP_029139111.1,CCG021171.1
XP_015670289.1,CCG008989.1
XP_015679121.1,CCG011146.1
XP_029140524.1,CCG019858.1
XP_015680801.1,CCG007775.1
XP_015687574.1,CCG022166.1
XP_015679491.1,CCG016208.1
XP_015677059.1,CCG003724.2
XP_015678684.1,CCG000959.1
XP_015672927.1,CCG013203.1
XP_015681904.1,CCG000471.2
XP_029139599.1,CCG020930.1
XP_029140211.1,CCG006223.1
XP_015680351.1,CCG014044.1
XP_029141808.1,CCG010913.1
XP_029142713.1,CCG000906.1
XP_015673100.1,CCG012251.1
XP_015672950.1,CCG012362.1
XP_029140725.1,CCG017968.1
XP_029140506.1,CCG020526.1
XP_015666433.1,CCG011231.2
XP_029139910.1,CCG002849.1
XP_015665962.1,CCG012785.1
XP_015669649.1,CCG009909.1
XP_015669010.1,CCG013866.1
XP_015669935.1,CCG020595.1
XP_015670676.2,CCG016440.1
XP_015669931.1,CCG020601.4
XP_029139726.1,CCG022506.1
XP_015667013.1,CCG007261.1
XP_015684008.1,CCG009633.1
XP_015665938.1,CCG009261.2
XP_015671002.1,CCG014364.1
XP_015665924.1,CCG017823.2
XP_015678838.1,CCG000548.1
XP_015667775.1,CCG004321.1
XP_015674850.1,CCG021290.1
XP_029139026.1,CCG010424.1
XP_015682121.2,CCG021911.1
XP_015682122.1,CCG021913.1
XP_015672361.1,CCG001123.1
XP_015670300.1,CCG009002.1
XP_029140521.1,CCG013527.1
XP_015675398.1,CCG015095.1
XP_015669730.1,CCG001302.4
XP_015672654.1,CCG021671.1
XP_015668547.1,CCG013317.1
XP_015687340.1,CCG023024.1
XP_015671884.1,CCG011506.1
XP_015687140.1,CCG018213.1
XP_015671907.1,CCG007613.1
XP_015668945.1,CCG007981.3
XP_015680185.1,CCG010230.1
XP_015668759.1,CCG005262.1
XP_015678831.1,CCG014147.1
XP_015674097.2,CCG006055.1
XP_015674021.1,CCG003951.1
XP_029138996.1,CCG019725.1
XP_015685399.1,CCG015664.1
XP_015665560.1,CCG001145.1
XP_015679468.1,CCG000574.2
XP_015669033.1,CCG014632.1
XP_015676164.1,CCG014497.2
XP_015682407.1,CCG008455.1
XP_015682975.1,CCG007435.2
XP_029138984.1,CCG007165.2
XP_015683897.2,CCG017473.1
XP_015675916.1,CCG022924.1
XP_029139884.1,CCG019355.1
XP_015676565.1,CCG019218.1
XP_015673732.1,CCG022443.1
XP_015669583.1,CCG001073.1
XP_015670511.1,CCG022542.1
XP_015670512.1,CCG022541.1
XP_015682337.1,CCG023805.1
XP_029139216.1,CCG006122.1
XP_029141177.1,CCG008113.1
XP_015667132.1,CCG021166.1
XP_029139223.1,CCG014654.1
XP_015667774.1,CCG004318.1
XP_015680337.1,CCG004419.1
XP_015670563.1,CCG013798.1
XP_015676919.1,CCG005109.1
XP_015675938.1,CCG016224.1
XP_015684663.1,CCG016226.1
XP_015687566.1,CCG022169.1
XP_015672448.1,CCG002997.1
XP_015668445.1,CCG024361.1
XP_015681768.1,CCG017432.1
XP_015685578.1,CCG002770.1
XP_015667971.1,CCG013739.2
XP_015675434.1,CCG001112.1
XP_015666968.1,CCG010244.2
XP_015666906.1,CCG010249.1
XP_015672710.2,CCG009731.1
XP_015682728.1,CCG010865.3
XP_015668086.1,CCG021137.1
XP_015678985.1,CCG002318.1
XP_015675031.1,CCG003276.1
XP_015674007.1,CCG006277.1
XP_015675868.1,CCG003890.5
XP_015672932.1,CCG012354.1
XP_015669159.2,CCG012351.1
XP_015670310.1,CCG009012.1
XP_015681151.1,CCG022905.1
XP_015676272.1,CCG005916.1
XP_015677134.1,CCG009736.1
XP_015671848.1,CCG022910.1
XP_015672956.1,CCG013202.1
XP_029139362.1,CCG017847.1
XP_015681640.1,CCG003589.2
XP_015683682.1,CCG004702.1
XP_029139620.1,CCG017623.2
XP_029142703.1,CCG002518.1
XP_015687944.1,CCG022625.1
XP_015678086.1,CCG020118.1
XP_029139173.1,CCG012049.1
XP_029142735.1,CCG001926.1
XP_029139200.1,CCG022612.4
XP_015678291.1,CCG018186.1
XP_029140469.1,CCG007764.2
XP_015670901.1,CCG020795.1
XP_015670288.1,CCG008986.1
XP_015682133.1,CCG018833.2
XP_015667052.1,CCG023039.1
XP_029143148.1,CCG018465.1
XP_029143150.1,CCG018799.1
XP_015677893.1,CCG023970.1
XP_015675673.1,CCG003854.1
XP_015667302.1,CCG022257.1
XP_015683305.1,CCG001935.4
XP_015671807.1,CCG020739.1
XP_029141101.1,CCG010935.1
XP_029139141.1,CCG006524.2
XP_015679050.1,CCG014353.1
XP_015676603.1,CCG014355.1
XP_015670561.1,CCG013733.1
XP_029141656.1,CCG021276.1
XP_015674044.1,CCG007591.1
XP_015677632.1,CCG006114.1
XP_029140362.1,CCG022154.1
XP_029141479.1,CCG016671.1
XP_015668322.1,CCG022281.1
XP_015687720.1,CCG000628.1
XP_015684882.1,CCG010876.2
XP_015681899.1,CCG023136.1
XP_015666377.1,CCG008529.1
XP_015666555.1,CCG014830.1
XP_015677780.1,CCG013114.1
XP_029140348.1,CCG002663.1
XP_015668004.1,CCG024599.1
XP_015674802.1,CCG015295.1
XP_029139596.1,CCG014695.1
XP_015683405.1,CCG023549.1
XP_015683134.1,CCG000283.1
XP_015666205.1,CCG019292.1
XP_015680288.1,CCG001862.1
XP_015680212.2,CCG003940.1
XP_015670348.1,CCG009639.1
XP_029142621.1,CCG013938.1
XP_015687443.1,CCG023507.1
XP_015670720.1,CCG013338.1
XP_015674949.1,CCG023960.1
XP_029141483.1,CCG021279.1
XP_029142221.1,CCG020998.1
XP_015668158.1,CCG016382.1
XP_015681683.1,CCG011608.1
XP_015685436.1,CCG020027.1
XP_029140133.1,CCG005402.1
XP_015677565.1,CCG015875.1
XP_015687769.1,CCG008398.1
XP_015667662.1,CCG024532.1
XP_015676956.1,CCG005493.1
XP_029141681.1,CCG022871.1
XP_015667727.1,CCG006599.1
XP_015680872.1,CCG006203.1
XP_029139225.1,CCG006588.2
XP_015675208.1,CCG022602.1
XP_015679983.1,CCG016954.1
XP_029141510.1,CCG016948.1
XP_015686341.1,CCG008619.1
XP_015675286.1,CCG001225.2
XP_015681476.1,CCG005744.1
XP_015676613.1,CCG010013.1
XP_015676612.1,CCG010014.1
XP_029140662.1,CCG009223.1
XP_015687614.2,CCG014919.1
XP_015674530.1,CCG018515.1
XP_015677624.1,CCG007453.1
XP_029142222.1,CCG017633.3
XP_015668820.1,CCG015904.1
XP_015681263.1,CCG004390.1
XP_029140083.1,CCG002468.1
XP_015680929.1,CCG016250.1
XP_029139151.1,CCG006985.1
XP_015685158.1,CCG006442.1
XP_029140519.1,CCG000597.1
XP_015681396.1,CCG000598.1
XP_029141870.1,CCG002220.1
XP_015672175.1,CCG004766.1
XP_029141288.1,CCG019547.1
XP_015677637.1,CCG017732.1
XP_015668806.1,CCG003057.1
XP_015668719.1,CCG013725.3
XP_015676139.1,CCG014513.1
XP_015678320.1,CCG003131.1
XP_015675344.2,CCG011379.1
XP_015683616.1,CCG004460.1
XP_015669355.1,CCG000846.1
XP_015669380.1,CCG000872.2
XP_015670089.1,CCG019068.1
XP_015682566.1,CCG004994.3
XP_015670747.1,CCG015967.1
XP_015667334.1,CCG024155.1
XP_015680670.1,CCG019512.1
XP_015668052.1,CCG016735.1
XP_029140628.1,CCG005141.1
XP_015667587.1,CCG003732.1
XP_029141600.1,CCG023260.1
XP_015671832.1,CCG024602.1
XP_015674616.1,CCG021772.1
XP_015669554.1,CCG018689.1
XP_015682554.1,CCG008725.1
XP_015682408.1,CCG001455.1
XP_015670610.1,CCG002408.1
XP_015669523.1,CCG018683.1
XP_015674551.1,CCG007415.1
XP_015681058.1,CCG015268.2
XP_015678022.1,CCG018957.1
XP_015682767.1,CCG010770.3
