CroVir_rnd1.all.maker.proteins.final,P_Mucros.pep
crovir-protein-9884,XP_015668296.1
crovir-protein-9883,XP_015668305.1
crovir-protein-10392,XP_029141680.1
crovir-protein-10393,XP_029139197.1
crovir-protein-16636,XP_015680083.1
crovir-protein-13239,XP_029141069.1
crovir-protein-2588,XP_029143198.1
crovir-protein-13138,XP_015681557.1
crovir-protein-6982,XP_015677946.1
crovir-protein-9675,XP_015670174.1
crovir-protein-7384,XP_029142325.1
crovir-protein-15123,XP_015669488.1
crovir-protein-610,XP_015667106.1
crovir-protein-14022,XP_015672992.1
crovir-protein-3447,XP_015666876.1
crovir-protein-15364,XP_015676240.1
crovir-protein-11247,XP_015687159.1
crovir-protein-6726,XP_029142445.1
crovir-protein-15516,XP_029141302.1
crovir-protein-8845,XP_015676268.2
crovir-protein-10423,XP_015669709.2
crovir-protein-12782,XP_029139717.1
crovir-protein-15197,XP_015676936.1
crovir-protein-12715,XP_029142730.1
crovir-protein-11166,XP_029141361.1
crovir-protein-13191,XP_029142171.1
crovir-protein-13208,XP_029141911.1
crovir-protein-17277,XP_015680064.1
crovir-protein-4125,XP_015683823.1
crovir-protein-13082,XP_029139349.1
crovir-protein-15072,XP_015667594.1
crovir-protein-12870,XP_015684086.1
crovir-protein-16543,XP_015680684.1
crovir-protein-12731,XP_029142913.1
crovir-protein-6627,XP_015679452.1
crovir-protein-6598,XP_015681785.1
crovir-protein-11051,XP_015666503.1
crovir-protein-6785,XP_015665521.1
crovir-protein-12909,XP_029141711.1
crovir-protein-2753,XP_015665642.1
crovir-protein-13428,XP_029140989.1
crovir-protein-14480,XP_015687334.1
crovir-protein-1795,XP_015666978.1
crovir-protein-2405,XP_015670246.1
crovir-protein-14154,XP_015676273.1
crovir-protein-5544,XP_015684425.1
crovir-protein-2041,XP_015666059.1
crovir-protein-5954,XP_015671029.1
crovir-protein-3342,XP_029141189.1
crovir-protein-7523,XP_015674139.1
crovir-protein-5260,XP_015665663.1
crovir-protein-7881,XP_015675552.1
crovir-protein-10335,XP_015678515.1
crovir-protein-10331,XP_029141304.1
crovir-protein-16472,XP_015671241.1
crovir-protein-3270,XP_015673838.1
crovir-protein-10476,XP_015681262.1
crovir-protein-12531,XP_015686458.1
crovir-protein-12530,XP_015684403.1
crovir-protein-7682,XP_029140043.1
crovir-protein-7699,XP_029140044.1
crovir-protein-15443,XP_015672208.1
crovir-protein-6918,XP_029140738.1
crovir-protein-9479,XP_015680651.1
crovir-protein-15434,XP_015667968.1
crovir-protein-11271,XP_015670772.1
crovir-protein-6774,XP_015665504.1
crovir-protein-16974,XP_015667630.1
crovir-protein-8954,XP_015680090.1
crovir-protein-9021,XP_015675803.1
crovir-protein-14534,XP_015670230.1
crovir-protein-4128,XP_015679103.1
crovir-protein-11198,XP_015682763.1
crovir-protein-12507,XP_015686245.1
crovir-protein-4250,XP_015676352.1
crovir-protein-1794,XP_015666971.1
crovir-protein-7245,XP_015671624.2
crovir-protein-9443,XP_015671990.1
crovir-protein-1302,XP_029140881.1
crovir-protein-9948,XP_029141514.1
crovir-protein-2792,XP_015665803.1
crovir-protein-1621,XP_015667490.1
crovir-protein-12267,XP_015669656.1
crovir-protein-12274,XP_015687067.1
crovir-protein-2449,XP_015686974.1
crovir-protein-5523,XP_029139212.1
crovir-protein-6071,XP_015668029.1
crovir-protein-8111,XP_015679618.2
crovir-protein-10432,XP_029140227.1
crovir-protein-15066,XP_015667615.1
crovir-protein-9065,XP_015678211.1
crovir-protein-13788,XP_015667156.1
crovir-protein-2997,XP_015666036.1
crovir-protein-16414,XP_029139876.1
crovir-protein-14809,XP_015676486.1
crovir-protein-1297,XP_015676484.1
crovir-protein-9432,XP_015672404.1
crovir-protein-6889,XP_015680521.1
crovir-protein-11544,XP_015673021.1
crovir-protein-7969,XP_015687344.1
crovir-protein-2644,XP_029138886.1
crovir-protein-11403,XP_029139156.1
crovir-protein-3941,XP_015671138.1
crovir-protein-13833,XP_015674935.1
crovir-protein-15465,XP_015668118.1
crovir-protein-5555,XP_015685887.1
crovir-protein-6051,XP_015668049.1
crovir-protein-11806,XP_015672394.1
crovir-protein-11807,XP_015681371.1
crovir-protein-7556,XP_015672119.1
crovir-protein-7558,XP_015681094.1
crovir-protein-4588,XP_015687283.1
crovir-protein-9492,XP_029139977.1
crovir-protein-13853,XP_029141966.1
crovir-protein-573,XP_029140731.1
crovir-protein-17285,XP_015670969.1
crovir-protein-4110,XP_015684247.1
crovir-protein-7371,XP_015683530.1
crovir-protein-9376,XP_015675370.1
crovir-protein-4973,XP_015669476.1
crovir-protein-16238,XP_029139052.1
crovir-protein-9704,XP_015666769.1
crovir-protein-14787,XP_015684541.1
crovir-protein-11269,XP_015670787.1
crovir-protein-6384,XP_015668022.1
crovir-protein-2873,XP_015665719.1
crovir-protein-PLA2_gIIE,XP_015675852.1
crovir-protein-PLA2_B1,XP_015675832.1
crovir-protein-17386,XP_015677858.1
crovir-protein-9780,XP_015667595.1
crovir-protein-2765,XP_015668992.1
crovir-protein-9057,XP_015684579.1
crovir-protein-982,XP_015680394.1
crovir-protein-15089,XP_015669520.1
crovir-protein-491,XP_015668742.2
crovir-protein-4748,XP_029142527.1
crovir-protein-3454,XP_015667774.1
crovir-protein-10585,XP_015671769.1
crovir-protein-12865,XP_015683328.1
crovir-protein-16546,XP_015677076.1
crovir-protein-16697,XP_029140206.1
crovir-protein-241,XP_029138781.1
crovir-protein-3350,XP_015684336.1
crovir-protein-5488,XP_015682709.1
crovir-protein-2599,XP_015665950.1
crovir-protein-12211,XP_015675813.1
crovir-protein-13842,XP_029139602.1
crovir-protein-10249,XP_015684439.1
crovir-protein-6208,XP_015671005.1
crovir-protein-8993,XP_015681005.1
crovir-protein-3783,XP_029143126.1
crovir-protein-8996,XP_015681646.1
crovir-protein-7372,XP_015678370.1
crovir-protein-13246,XP_015673902.2
crovir-protein-7095,XP_015687221.1
crovir-protein-9603,XP_015669140.1
crovir-protein-6949,XP_015678798.1
crovir-protein-12522,XP_015683615.1
crovir-protein-328,XP_015676261.1
crovir-protein-326,XP_015676247.1
crovir-protein-12143,XP_029143109.1
crovir-protein-14646,XP_029142386.1
crovir-protein-11348,XP_015674966.1
crovir-protein-140,XP_015682660.1
crovir-protein-15546,XP_015676857.1
crovir-protein-11826,XP_015674022.1
crovir-protein-8396,XP_029140016.1
crovir-protein-10978,XP_015679750.1
crovir-protein-3070,XP_015681286.2
crovir-protein-7869,XP_015680500.1
crovir-protein-13718,XP_015675882.1
crovir-protein-12829,XP_029141712.1
crovir-protein-10457,XP_015672730.1
crovir-protein-7995,XP_015675980.1
crovir-protein-1728,XP_015667898.1
crovir-protein-14709,XP_015676131.1
crovir-protein-1105,XP_015674356.1
crovir-protein-11638,XP_015684672.1
crovir-protein-4540,XP_015674065.2
crovir-protein-10104,XP_015671953.1
crovir-protein-10111,XP_015671938.1
crovir-protein-10110,XP_015671939.1
crovir-protein-8717,XP_015679376.1
crovir-protein-5180,XP_015668961.1
crovir-protein-531,XP_029140559.1
crovir-protein-413,XP_015678465.1
crovir-protein-8141,XP_029140014.1
crovir-protein-1977,XP_015667313.1
crovir-protein-5487,XP_015682562.1
crovir-protein-8085,XP_015674409.1
crovir-protein-15770,XP_015674237.1
crovir-protein-6093,XP_015666806.1
crovir-protein-2663,XP_015665907.1
crovir-protein-7582,XP_015669522.1
crovir-protein-13667,XP_015669606.1
crovir-protein-787,XP_015677180.1
crovir-protein-3619,XP_015670349.1
crovir-protein-12728,XP_015684305.1
crovir-protein-5412,XP_015666270.1
crovir-protein-9120,XP_015671722.1
crovir-protein-1505,XP_015675486.1
crovir-protein-15198,XP_015675720.1
crovir-protein-10215,XP_015675279.1
crovir-protein-4289,XP_029139008.1
crovir-protein-13027,XP_015666761.1
crovir-protein-16403,XP_015670933.1
crovir-protein-9951,XP_015679579.1
crovir-protein-15608,XP_015679905.1
crovir-protein-11323,XP_015681077.1
crovir-protein-11237,XP_015687105.1
crovir-protein-8673,XP_015674778.1
crovir-protein-14335,XP_015679327.1
crovir-protein-4242,XP_015676361.1
crovir-protein-16470,XP_015671261.1
crovir-protein-10963,XP_029141208.1
crovir-protein-10964,XP_029141210.1
crovir-protein-14993,XP_015668789.1
crovir-protein-12108,XP_015672741.1
crovir-protein-10365,XP_015666765.1
crovir-protein-5024,XP_015668714.1
crovir-protein-952,XP_015674212.1
crovir-protein-12896,XP_015672006.1
crovir-protein-12448,XP_015681742.1
crovir-protein-8694,XP_015682607.1
crovir-protein-3455,XP_015667771.1
crovir-protein-5529,XP_015667090.1
crovir-protein-323,XP_015679075.1
crovir-protein-6154,XP_015677209.1
crovir-protein-6153,XP_015677208.1
crovir-protein-13423,XP_015679581.1
crovir-protein-11965,XP_015668247.1
crovir-protein-13614,XP_015671335.1
crovir-protein-8312,XP_015670464.1
crovir-protein-2645,XP_015665967.1
crovir-protein-11766,XP_015685365.1
crovir-protein-6348,XP_015682136.1
crovir-protein-6359,XP_015675421.1
crovir-protein-15286,XP_015683136.1
crovir-protein-5411,XP_015686161.1
crovir-protein-8564,XP_029140835.1
crovir-protein-12973,XP_015666625.1
crovir-protein-8701,XP_029139974.1
crovir-protein-8702,XP_015671460.1
crovir-protein-9357,XP_029140396.1
crovir-protein-11717,XP_029141464.1
crovir-protein-13505,XP_029140295.1
crovir-protein-11495,XP_015674486.1
crovir-protein-5247,XP_015672272.1
crovir-protein-6591,XP_015682595.1
crovir-protein-17105,XP_015681995.1
crovir-protein-986,XP_015677737.1
crovir-protein-1502,XP_015677644.1
crovir-protein-5658,XP_015687483.2
crovir-protein-11142,XP_015676452.1
crovir-protein-11140,XP_015676461.1
crovir-protein-15438,XP_015672217.1
crovir-protein-12105,XP_015672740.1
crovir-protein-2912,XP_015665731.1
crovir-protein-13165,XP_015677922.1
crovir-protein-8181,XP_015667932.1
crovir-protein-6972,XP_015676740.1
crovir-protein-17111,XP_015680455.1
crovir-protein-10159,XP_029142877.1
crovir-protein-4349,XP_015681319.1
crovir-protein-4352,XP_015671178.1
crovir-protein-1110,XP_015674349.1
crovir-protein-7941,XP_015678274.1
crovir-protein-5001,XP_015679152.1
crovir-protein-8591,XP_015667793.1
crovir-protein-10981,XP_015681953.1
crovir-protein-6971,XP_015676741.1
crovir-protein-16453,XP_015671255.1
crovir-protein-1946,XP_015667054.1
crovir-protein-881,XP_015672082.1
crovir-protein-17408,XP_015685562.2
crovir-protein-1890,XP_015666711.1
crovir-protein-2509,XP_015687726.1
crovir-protein-12252,XP_029139906.1
crovir-protein-7796,XP_029141469.1
crovir-protein-12300,XP_015676840.1
crovir-protein-6371,XP_015667553.1
crovir-protein-7816,XP_015667427.1
crovir-protein-15689,XP_015674042.1
crovir-protein-6030,XP_015666387.1
crovir-protein-4561,XP_015686366.1
crovir-protein-14832,XP_015682796.1
crovir-protein-9822,XP_015686796.1
crovir-protein-7875,XP_015675546.1
crovir-protein-8034,XP_029139390.1
crovir-protein-14189,XP_015675190.1
crovir-protein-8536,XP_029140656.1
crovir-protein-10623,XP_015671682.1
crovir-protein-3599,XP_015683893.1
crovir-protein-10100,XP_015671948.1
crovir-protein-2075,XP_015666229.1
crovir-protein-2600,XP_029138881.1
crovir-protein-8398,XP_015668517.1
crovir-protein-12621,XP_015677535.1
crovir-protein-12619,XP_029141085.1
crovir-protein-12620,XP_029141086.1
crovir-protein-12560,XP_015668828.1
crovir-protein-15950,XP_015684133.1
crovir-protein-4859,XP_015680867.1
crovir-protein-10689,XP_015680734.1
crovir-protein-8473,XP_015675092.1
crovir-protein-10316,XP_015687359.1
crovir-protein-10318,XP_015687358.1
crovir-protein-4527,XP_015681434.1
crovir-protein-4036,XP_015678217.1
crovir-protein-7565,XP_015678786.1
crovir-protein-11993,XP_015673645.1
crovir-protein-13342,XP_029141920.1
crovir-protein-11382,XP_015667392.1
crovir-protein-11097,XP_015684430.1
crovir-protein-164,XP_029140791.1
crovir-protein-16559,XP_015677079.1
crovir-protein-10548,XP_015668932.1
crovir-protein-16885,XP_029139411.1
crovir-protein-1130,XP_029139317.1
crovir-protein-1132,XP_029139318.1
crovir-protein-13509,XP_015673831.1
crovir-protein-13507,XP_015673832.1
crovir-protein-1648,XP_015667447.1
crovir-protein-15431,XP_029139269.1
crovir-protein-11065,XP_015666464.1
crovir-protein-16300,XP_029140264.1
crovir-protein-190,XP_029141676.1
crovir-protein-3233,XP_029139273.1
crovir-protein-12844,XP_029142824.1
crovir-protein-16295,XP_029140267.1
crovir-protein-10526,XP_015675275.1
crovir-protein-6551,XP_015674711.1
crovir-protein-5049,XP_015674879.1
crovir-protein-12542,XP_015681523.1
crovir-protein-16976,XP_029139210.1
crovir-protein-11206,XP_015679193.1
crovir-protein-4558,XP_015686496.1
crovir-protein-8231,XP_029139755.1
crovir-protein-16120,XP_015687937.1
crovir-protein-10337,XP_015678513.1
crovir-protein-12455,XP_015680705.1
crovir-protein-13226,XP_015677471.1
crovir-protein-2915,XP_015666418.1
crovir-protein-2880,XP_015665713.1
crovir-protein-6124,XP_015666787.2
crovir-protein-16995,XP_015680695.1
crovir-protein-3640,XP_015685680.1
crovir-protein-3650,XP_015677409.1
crovir-protein-3639,XP_015677408.1
crovir-protein-12389,XP_015687237.1
crovir-protein-14234,XP_015670533.1
crovir-protein-9725,XP_029140060.1
crovir-protein-9703,XP_015666773.1
crovir-protein-16349,XP_015669153.1
crovir-protein-8802,XP_015679487.1
crovir-protein-8956,XP_015680703.1
crovir-protein-10118,XP_029141478.1
crovir-protein-15905,XP_015679655.1
crovir-protein-11160,XP_015678852.1
crovir-protein-15907,XP_015682565.1
crovir-protein-9143,XP_015674217.1
crovir-protein-6488,XP_015674831.1
crovir-protein-14539,XP_015671211.1
crovir-protein-5613,XP_015672122.1
crovir-protein-4783,XP_015678248.2
crovir-protein-846,XP_015678233.1
crovir-protein-1249,XP_015676145.1
crovir-protein-7609,XP_015670868.1
crovir-protein-11925,XP_015667533.1
crovir-protein-2704,XP_015665631.1
crovir-protein-2229,XP_015667252.1
crovir-protein-15987,XP_029139215.1
crovir-protein-9166,XP_015670384.1
crovir-protein-1913,XP_015670865.1
crovir-protein-8264,XP_015669848.1
crovir-protein-2685,XP_015665704.1
crovir-protein-9095,XP_015682555.1
crovir-protein-5017,XP_015670011.1
crovir-protein-11566,XP_029140282.1
crovir-protein-16035,XP_015671362.1
crovir-protein-16029,XP_029139957.1
crovir-protein-14308,XP_015679405.1
crovir-protein-11025,XP_015666481.1
crovir-protein-15060,XP_015667611.1
crovir-protein-13873,XP_015687023.1
crovir-protein-12490,XP_029140982.1
crovir-protein-5630,XP_015687509.1
crovir-protein-7675,XP_015669837.1
crovir-protein-14648,XP_015673750.1
crovir-protein-5986,XP_015670513.1
crovir-protein-11359,XP_029140717.1
crovir-protein-13679,XP_015680240.1
crovir-protein-7355,XP_015677212.1
crovir-protein-13681,XP_015680241.1
crovir-protein-6225,XP_029143140.1
crovir-protein-6180,XP_015673224.1
crovir-protein-3692,XP_015675093.1
crovir-protein-8648,XP_015677928.1
crovir-protein-7036,XP_015678978.1
crovir-protein-9698,XP_015671890.1
crovir-protein-9715,XP_015669179.2
crovir-protein-7183,XP_015680277.1
crovir-protein-13137,XP_029141996.1
crovir-protein-4197,XP_015678142.1
crovir-protein-5380,XP_029139423.1
crovir-protein-11503,XP_029140518.1
crovir-protein-15448,XP_015669955.1
crovir-protein-11307,XP_015667336.1
crovir-protein-4155,XP_015681160.1
crovir-protein-10030,XP_015679449.1
crovir-protein-10045,XP_015686380.1
crovir-protein-8432,XP_015668511.1
crovir-protein-2273,XP_029139625.1
crovir-protein-626,XP_015669189.1
crovir-protein-16096,XP_029140964.1
crovir-protein-16092,XP_029140965.1
crovir-protein-11058,XP_015666519.1
crovir-protein-15912,XP_029139948.1
crovir-protein-911,XP_015669811.1
crovir-protein-6487,XP_015681228.1
crovir-protein-7442,XP_015669577.1
crovir-protein-12807,XP_015682306.1
crovir-protein-2053,XP_015680706.1
crovir-protein-10651,XP_015674372.1
crovir-protein-11316,XP_029139146.1
crovir-protein-4243,XP_015676355.2
crovir-protein-4248,XP_015676357.1
crovir-protein-4237,XP_029140856.1
crovir-protein-4241,XP_029140857.1
crovir-protein-7597,XP_029143072.1
crovir-protein-2749,XP_015665651.1
crovir-protein-9897,XP_029139334.1
crovir-protein-4189,XP_015686169.1
crovir-protein-2763,XP_029139470.1
crovir-protein-2768,XP_015668994.1
crovir-protein-2769,XP_015668996.1
crovir-protein-6461,XP_015678705.1
crovir-protein-661,XP_029140951.1
crovir-protein-12881,XP_015686617.1
crovir-protein-4696,XP_015675300.1
crovir-protein-16429,XP_029139940.1
crovir-protein-10092,XP_015678787.1
crovir-protein-3409,XP_015672238.1
crovir-protein-4901,XP_015675151.1
crovir-protein-11023,XP_015666479.1
crovir-protein-15898,XP_029141983.1
crovir-protein-183,XP_015676066.1
crovir-protein-3570,XP_015667972.1
crovir-protein-9231,XP_015674848.1
crovir-protein-7012,XP_015675386.1
crovir-protein-1312,XP_015676490.1
crovir-protein-9661,XP_015673018.1
crovir-protein-17099,XP_015684944.1
crovir-protein-6764,XP_015665557.1
crovir-protein-12097,XP_015672739.1
crovir-protein-17136,XP_015684152.1
crovir-protein-16307,XP_015684259.1
crovir-protein-16321,XP_029142605.1
crovir-protein-118,XP_029141831.1
crovir-protein-1433,XP_029141988.1
crovir-protein-5617,XP_015670146.1
crovir-protein-6049,XP_015668050.1
crovir-protein-6751,XP_015665510.1
crovir-protein-14085,XP_015677049.1
crovir-protein-6867,XP_015665417.1
crovir-protein-5891,XP_015673703.1
crovir-protein-14061,XP_015673801.1
crovir-protein-5810,XP_029140536.1
crovir-protein-14589,XP_015672250.1
crovir-protein-8356,XP_015684052.1
crovir-protein-16794,XP_015684026.1
crovir-protein-16795,XP_015672911.1
crovir-protein-11033,XP_015666509.1
crovir-protein-547,XP_015682415.2
crovir-protein-14319,XP_015676758.1
crovir-protein-12133,XP_015687491.1
crovir-protein-5653,XP_015687059.1
crovir-protein-6329,XP_015677128.1
crovir-protein-10343,XP_015678172.1
crovir-protein-15170,XP_015669323.2
crovir-protein-11682,XP_015683386.1
crovir-protein-4797,XP_015682413.1
crovir-protein-5561,XP_015679924.1
crovir-protein-9730,XP_029142080.1
crovir-protein-12329,XP_029140590.1
crovir-protein-12218,XP_015675815.1
crovir-protein-17437,XP_029139731.1
crovir-protein-12202,XP_015673728.1
crovir-protein-5800,XP_015673358.1
crovir-protein-15297,XP_015683029.1
crovir-protein-5965,XP_015671025.1
crovir-protein-12960,XP_029139003.1
crovir-protein-6108,XP_015666832.1
crovir-protein-2508,XP_029143182.1
crovir-protein-4302,XP_015687857.1
crovir-protein-1662,XP_015667444.1
crovir-protein-13219,XP_029140411.1
crovir-protein-9642,XP_029139759.1
crovir-protein-12802,XP_015682308.1
crovir-protein-12800,XP_015682303.1
crovir-protein-12801,XP_015682302.1
