geneid,proteinid
107283133,XP_015666474.1
107283134,XP_015666475.1
107283135,XP_015666476.1
107283136,XP_015666478.1
107283137,XP_015666479.1
107283138,XP_015666480.1
107283139,XP_015666481.1
107283140,XP_015666482.1
107283141,XP_015666483.1
107283142,XP_015666484.1
107283143,XP_015666486.1
107283144,XP_015666487.1
107283145,XP_015666488.1
107283145,XP_015666489.1
107283146,XP_015666490.1
107283147,XP_015666491.1
107283148,XP_015666492.1
107283148,XP_015666493.1
107283148,XP_015666494.1
107283148,XP_015666495.1
107283148,XP_015666496.1
107283148,XP_015666497.1
107283148,XP_015666499.1
107283148,XP_015666500.1
107283149,XP_015666498.1
107283149,XP_015666506.1
107283149,XP_015666514.1
107283150,XP_015666501.1
107283151,XP_015666502.1
107283152,XP_015666503.1
107283153,XP_015666504.1
107283154,XP_015666505.1
107283155,XP_015666507.1
107283156,XP_015666508.1
107283157,XP_015666509.1
107283158,XP_015666510.1
107283158,XP_015666511.1
107283159,XP_015666892.1
107283160,XP_015666512.1
107283161,XP_015666513.1
107283162,XP_015666515.1
107283163,XP_015666516.1
107283164,XP_015666517.1
107283165,XP_015666518.1
107283166,XP_015666519.1
107283167,XP_015666520.1
107283168,XP_015666521.1
107283169,XP_015666525.1
107283170,XP_015666522.1
107283171,XP_015666523.1
107283172,XP_015666524.1
107283173,XP_015666526.1
107283174,XP_015666527.1
107283174,XP_015666528.1
107283174,XP_015666529.1
107283174,XP_015666530.1
107283175,XP_015666531.1
107283176,XP_015666532.1
107283177,XP_015666533.1
107283177,XP_015666534.1
107283177,XP_015666535.1
107283178,XP_015666538.1
107283179,XP_015666536.1
107283180,XP_015666537.1
107283182,XP_015666539.1
107283183,XP_015666540.1
107283184,XP_015666541.1
107283185,XP_015666542.1
107283186,XP_015666543.1
107283187,XP_015666544.1
107283188,XP_015666548.1
107283188,XP_015666556.1
107283188,XP_015666563.1
107283188,XP_015666571.1
107283189,XP_015666545.1
107283190,XP_015666546.1
107283191,XP_015666547.1
107283192,XP_015666585.1
107283193,XP_015666549.1
107283194,XP_015666550.1
107283195,XP_015666551.1
107283196,XP_015666552.1
107283197,XP_015666553.1
107283198,XP_015666554.1
107283199,XP_015666555.1
107283200,XP_015666557.1
107283201,XP_015666558.1
107283202,XP_015666559.1
107283203,XP_015666560.1
107283204,XP_015666561.1
107283205,XP_015666562.1
107283206,XP_015666564.1
107283207,XP_015666565.1
107283208,XP_015666566.1
107283209,XP_015666567.1
107283210,XP_015666568.1
107283211,XP_015666569.1
107283212,XP_015666570.1
107283213,XP_015666572.1
107283214,XP_015666573.1
107283215,XP_015666574.1
107283216,XP_015666575.1
107283217,XP_015666576.1
107283217,XP_015666577.1
107283218,XP_015666578.1
107283219,XP_015666581.1
107283222,XP_015666579.1
107283223,XP_015666580.1
107283224,XP_015666582.1
107283225,XP_015666583.1
107283226,XP_015666584.1
107283227,XP_015666586.1
107283228,XP_015666587.1
107283229,XP_015666588.1
107283230,XP_015666589.1
107283231,XP_015666593.1
107283232,XP_015666590.1
107283233,XP_015666591.1
107283234,XP_015666592.1
107283235,XP_015666594.1
107283236,XP_015666595.1
107283237,XP_015666596.1
107283238,XP_015666597.1
107283239,XP_015666598.1
107283240,XP_015666599.1
107283241,XP_015666600.1
107283242,XP_015666604.1
107283243,XP_015666601.1
107283244,XP_015666602.1
107283245,XP_015666603.1
107283246,XP_015666605.1
107283247,XP_015666606.1
107283248,XP_015666607.1
107283249,XP_015666608.1
107283250,XP_015666609.1
107283251,XP_015666610.1
107283252,XP_015666611.1
107283253,XP_015666615.1
107283254,XP_015666612.1
107283255,XP_015666613.1
107283256,XP_015666614.1
107283257,XP_015666616.1
107283258,XP_015666617.1
107283259,XP_015666618.1
107283260,XP_015666619.1
107283261,XP_015666620.1
107283262,XP_015666621.1
107283263,XP_015666622.1
107283264,XP_015666626.1
107283265,XP_015666623.1
107283266,XP_015666624.1
107283267,XP_015666625.1
107283268,XP_015666627.1
107283268,XP_015666628.1
107283269,XP_015666629.1
107283269,XP_015666630.1
107283270,XP_015666631.1
107283271,XP_015666632.1
107283272,XP_015666633.1
107283273,XP_015666634.1
107283274,XP_015666638.1
107283274,XP_015666645.1
107283275,XP_015666635.1
107283276,XP_015666636.1
107283277,XP_015666637.1
107283278,XP_015666639.1
107283279,XP_015666640.1
107283280,XP_015666641.1
107283281,XP_015666642.1
107283282,XP_015666643.1
107283283,XP_015666644.1
107283284,XP_015666646.1
107283285,XP_015666647.1
107283286,XP_015666648.1
107283287,XP_015666649.1
107283287,XP_015666650.1
107283288,XP_015666651.1
107283289,XP_015666652.1
107283290,XP_015666655.1
107283291,XP_015666653.1
107283292,XP_015666654.1
107283294,XP_015666656.1
107283295,XP_015666657.1
107283296,XP_015666658.1
107283296,XP_015666659.1
107283297,XP_015666700.1
107283298,XP_015666660.1
107283299,XP_015666661.1
107283299,XP_015666662.1
107283300,XP_015666663.1
107283301,XP_015666667.1
107283302,XP_015666664.1
107283303,XP_015666665.1
107283304,XP_015666666.1
107283305,XP_015666668.1
107283306,XP_015666669.1
107283307,XP_015666670.1
107283308,XP_015666671.1
107283309,XP_015666672.1
107283310,XP_015666673.1
107283311,XP_015666674.1
107283312,XP_015666678.1
107283313,XP_015666675.1
107283314,XP_015666676.1
107283314,XP_015666677.1
107283314,XP_015666679.1
107283315,XP_015666680.1
107283315,XP_015666681.1
107283316,XP_015666682.1
107283317,XP_015666683.1
107283318,XP_015666684.1
107283318,XP_015666685.1
107283318,XP_015666686.1
107283318,XP_015666687.1
107283319,XP_015666691.1
107283320,XP_015666688.1
107283321,XP_015666689.1
107283321,XP_015666690.1
107283321,XP_015666692.1
107283321,XP_015666693.1
107283322,XP_015666694.1
107283323,XP_015666695.1
107283324,XP_015666696.1
107283324,XP_015666697.1
107283325,XP_015666698.1
107283325,XP_015666699.1
107283325,XP_015666701.1
107283326,XP_015666705.1
107283327,XP_015666702.1
107283328,XP_015666703.1
107283329,XP_015666704.1
107283329,XP_015666706.1
107283330,XP_015666707.1
107283330,XP_015666708.1
107283331,XP_015666709.1
107283332,XP_015666710.1
107283333,XP_015666711.1
107283334,XP_015666712.1
107283335,XP_015666716.1
107283336,XP_015666713.1
107283337,XP_015666714.1
107283338,XP_015666715.1
107283339,XP_015666717.1
107283340,XP_015666718.1
107283341,XP_015666719.1
107283342,XP_015666720.1
107283343,XP_015666721.1
107283344,XP_015666722.1
107283345,XP_015666723.1
107283346,XP_015666727.1
107283347,XP_015666724.1
107283348,XP_015666725.1
107283349,XP_015666726.1
107283350,XP_015666728.1
107283351,XP_015666729.1
107283352,XP_015666730.1
107283353,XP_015666731.1
107283354,XP_015666732.1
107283355,XP_015666733.1
107283356,XP_015666734.1
107283357,XP_015666738.1
107283358,XP_015666735.1
107283359,XP_015666736.1
107283360,XP_015666737.1
107283361,XP_015666739.1
107283362,XP_015666740.1
107283363,XP_015666741.1
107283364,XP_015666742.1
107283365,XP_015666743.1
107283366,XP_015666744.1
107283367,XP_015666745.1
107283368,XP_015666749.1
107283369,XP_015666746.1
107283370,XP_015666747.1
107283371,XP_015666748.1
107283372,XP_015666750.1
107283372,XP_015666751.1
107283373,XP_015666752.1
107283373,XP_015666753.1
107283374,XP_015666754.1
107283375,XP_015666755.1
107283376,XP_015666756.1
107283378,XP_015666761.1
107283379,XP_015666757.1
107283379,XP_015666758.1
107283380,XP_015666759.1
107283380,XP_015666760.1
107283382,XP_015666762.1
107283383,XP_015666763.1
107283384,XP_015666764.1
107283385,XP_015666765.1
107283386,XP_015666766.1
107283387,XP_015666767.1
107283388,XP_015666771.1
107283389,XP_015666768.1
107283390,XP_015666769.1
107283390,XP_015666770.1
107283391,XP_015666772.1
107283392,XP_015666773.1
107283393,XP_015666774.1
107283394,XP_015666775.1
107283395,XP_015666813.1
107283396,XP_015666776.1
107283397,XP_015666777.1
107283398,XP_015666778.1
107283399,XP_015666782.1
107283400,XP_015666779.1
107283401,XP_015666780.1
107283402,XP_015666781.1
107283403,XP_015666783.1
107283404,XP_015666784.1
107283405,XP_015666785.1
107283406,XP_015666786.1
107283407,XP_015666787.1
107283408,XP_015666788.1
107283409,XP_015666792.1
107283410,XP_015666789.1
107283411,XP_015666790.1
107283412,XP_015666791.1
107283413,XP_015666793.1
107283414,XP_015666794.1
107283415,XP_015666795.1
107283416,XP_015666796.1
107283417,XP_015666797.1
107283417,XP_015666798.1
107283418,XP_015666799.1
107283419,XP_015666805.1
107283420,XP_015666800.1
107283420,XP_015666801.1
107283420,XP_015666802.1
107283420,XP_015666803.1
107283420,XP_015666804.1
107283421,XP_015666806.1
107283422,XP_015666807.1
107283423,XP_015666808.1
107283424,XP_015666809.1
107283425,XP_015666810.1
107283426,XP_015666811.1
107283426,XP_015666812.1
107283426,XP_015666814.1
107283427,XP_015666818.1
107283428,XP_015666815.1
107283429,XP_015666816.1
107283429,XP_015666817.1
107283429,XP_015666819.1
107283430,XP_015666820.1
107283430,XP_015666821.1
107283431,XP_015666822.1
107283431,XP_015666823.1
107283431,XP_015666824.1
107283432,XP_015666825.1
107283433,XP_015666826.1
107283433,XP_015666827.1
107283434,XP_015666830.1
107283435,XP_015666828.1
107283436,XP_015666829.1
107283437,XP_015666831.1
107283437,XP_015666832.1
107283438,XP_015666833.1
107283439,XP_015666834.1
107283440,XP_015666835.1
107283441,XP_015666836.1
107283442,XP_015666837.1
107283442,XP_015666838.1
107283443,XP_015666841.1
107283444,XP_015666839.1
107283445,XP_015666840.1
107283445,XP_015666842.1
107283445,XP_015666843.1
107283445,XP_015666844.1
107283445,XP_015666845.1
107283445,XP_015666846.1
107283445,XP_015666847.1
107283446,XP_015666848.1
107283447,XP_015666849.1
107283448,XP_015666850.1
107283449,XP_015666854.1
107283450,XP_015666851.1
107283451,XP_015666852.1
107283452,XP_015666853.1
107283452,XP_015666855.1
107283453,XP_015666856.1
107283454,XP_015666857.1
107283455,XP_015666858.1
107283455,XP_015666859.1
107283456,XP_015666860.1
107283457,XP_015666861.1
107283458,XP_015666862.1
107283459,XP_015666866.1
107283460,XP_015666863.1
107283461,XP_015666864.1
107283462,XP_015666865.1
107283463,XP_015666867.1
107283464,XP_015666868.1
107283465,XP_015666869.1
107283466,XP_015666870.1
107283466,XP_015666871.1
107283467,XP_015666872.1
107283468,XP_015666873.1
107283469,XP_015666877.1
107283470,XP_015666874.1
107283471,XP_015666875.1
107283472,XP_015666876.1
107283473,XP_015666878.1
107283474,XP_015666879.1
107283475,XP_015666880.1
107283476,XP_015666881.1
107283477,XP_015666882.1
107283478,XP_015666883.1
107283479,XP_015666884.1
107283480,XP_015666888.1
107283481,XP_015666885.1
107283482,XP_015666886.1
107283483,XP_015666887.1
107283484,XP_015666889.1
107283485,XP_015666890.1
107283486,XP_015666891.1
107283487,XP_015666893.1
107283488,XP_015666930.1
107283489,XP_015666894.1
107283490,XP_015666895.1
107283491,XP_015666896.1
107283492,XP_015666900.1
107283493,XP_015666897.1
107283494,XP_015666898.1
107283495,XP_015666899.1
107283496,XP_015666901.1
107283497,XP_015666902.1
107283498,XP_015666903.1
107283499,XP_015666904.1
107283500,XP_015666905.1
107283501,XP_015666906.1
107283502,XP_015666907.1
107283503,XP_015666911.1
107283504,XP_015666908.1
107283505,XP_015666909.1
107283506,XP_015666910.1
107283507,XP_015666912.1
107283508,XP_015666913.1
107283509,XP_015666914.1
107283509,XP_015666915.1
107283510,XP_015666916.1
107283511,XP_015666917.1
107283512,XP_015666918.1
107283513,XP_015666923.1
107283514,XP_015666919.1
107283515,XP_015666920.1
107283515,XP_015666921.1
107283516,XP_015666922.1
107283517,XP_015666924.1
107283518,XP_015666925.1
107283519,XP_015666926.1
107283520,XP_015666927.1
107283521,XP_015666928.1
107283522,XP_015666929.1
107283523,XP_015666931.1
107283523,XP_015666932.1
107283524,XP_015666935.1
107283525,XP_015666933.1
107283525,XP_015666934.1
107283526,XP_015666936.1
107283527,XP_015666937.1
107283528,XP_015666938.1
107283529,XP_015666939.1
107283530,XP_015666940.1
107283530,XP_015666941.1
107283531,XP_015666942.1
107283532,XP_015666943.1
107283533,XP_015666947.1
107283534,XP_015666944.1
107283535,XP_015666945.1
107283536,XP_015666946.1
107283537,XP_015666948.1
107283538,XP_015666949.1
107283539,XP_015666950.1
107283540,XP_015666951.1
107283540,XP_015666952.1
107283540,XP_015666953.1
107283540,XP_015666954.1
107283541,XP_015666955.1
107283542,XP_015666959.1
107283543,XP_015666956.1
107283544,XP_015666957.1
107283545,XP_015666958.1
107283546,XP_015666960.1
107283547,XP_015666961.1
107283548,XP_015666962.1
107283549,XP_015666963.1
107283550,XP_015666964.1
107283551,XP_015666965.1
107283552,XP_015666966.1
107283553,XP_015666970.1
107283554,XP_015666967.1
107283555,XP_015666968.1
107283556,XP_015666969.1
107283557,XP_015666971.1
107283558,XP_015666972.1
107283559,XP_015666973.1
107283560,XP_015666974.1
107283560,XP_015666975.1
107283560,XP_015666976.1
107283560,XP_015666977.1
107283561,XP_015666981.1
107283562,XP_015666978.1
107283563,XP_015666979.1
107283564,XP_015666980.1
107283565,XP_015666982.1
107283565,XP_015666983.1
107283566,XP_015666984.1
107283567,XP_015666985.1
107283568,XP_015666986.1
107283569,XP_015666987.1
107283570,XP_015666988.1
107283571,XP_015666992.1
107283572,XP_015666989.1
107283573,XP_015666990.1
107283574,XP_015666991.1
107283575,XP_015666993.1
107283576,XP_015666994.1
107283577,XP_015666995.1
107283578,XP_015666996.1
107283579,XP_015666997.1
107283580,XP_015666998.1
107283581,XP_015666999.1
107283582,XP_015667003.1
107283583,XP_015667000.1
107283584,XP_015667001.1
107283585,XP_015667002.1
107283586,XP_015667004.1
107283586,XP_015667005.1
107283587,XP_015667006.1
107283588,XP_015667007.1
107283589,XP_015667036.1
107283590,XP_015667008.1
107283591,XP_015667009.1
107283592,XP_015667010.1
107283593,XP_015667015.1
107283594,XP_015667011.1
107283594,XP_015667012.1
107283595,XP_015667013.1
107283596,XP_015667014.1
107283597,XP_015667016.1
107283598,XP_015667017.1
107283599,XP_015667018.1
107283600,XP_015667019.1
107283601,XP_015667020.1
107283603,XP_015667023.1
107283604,XP_015667021.1
107283605,XP_015667022.1
107283607,XP_015667024.1
107283608,XP_015667025.1
107283609,XP_015667026.1
107283612,XP_015667029.1
107283613,XP_015667027.1
107283614,XP_015667028.1
107283615,XP_015667030.1
107283616,XP_015667031.1
107283617,XP_015667032.1
107283618,XP_015667033.1
107283619,XP_015667034.1
107283620,XP_015667035.1
107283622,XP_015667039.1
107283624,XP_015667037.1
107283625,XP_015667038.1
107283627,XP_015667040.1
107283628,XP_015667041.1
107283629,XP_015667042.1
107283630,XP_015667043.1
107283631,XP_015667044.1
107283632,XP_015667045.1
107283632,XP_015667046.1
107283632,XP_015667047.1
107283632,XP_015667048.1
107283633,XP_015667050.1
107283634,XP_015667049.1
107283635,XP_015667051.1
107283636,XP_015667052.1
107283637,XP_015667053.1
107283638,XP_015667054.1
107283638,XP_015667055.1
107283641,XP_015667059.1
107283642,XP_015667056.1
107283643,XP_015667057.1
107283644,XP_015667058.1
107283645,XP_015667060.1
107283645,XP_015667061.1
107283646,XP_015667062.1
107283647,XP_015667063.1
107283648,XP_015667064.1
107283649,XP_015667065.1
107283650,XP_015667066.1
107283651,XP_015667071.1
107283652,XP_015667067.1
107283652,XP_015667068.1
107283652,XP_015667069.1
107283652,XP_015667070.1
107283653,XP_015667072.1
107283655,XP_015667073.1
107283656,XP_015667074.1
107283656,XP_015667075.1
107283657,XP_015667076.1
107283657,XP_015667077.1
107283658,XP_015667078.1
107283659,XP_015667082.1
107283660,XP_015667079.1
107283661,XP_015667080.1
107283662,XP_015667081.1
107283663,XP_015667083.1
107283664,XP_015667084.1
107283665,XP_015667085.1
107283666,XP_015667086.1
107283667,XP_015667087.1
107283668,XP_015667088.1
107283669,XP_015667092.1
107283670,XP_015667089.1
107283671,XP_015667090.1
107283672,XP_015667091.1
107283674,XP_015667093.1
107283675,XP_015667094.1
107283676,XP_015667095.1
107283677,XP_015667096.1
107283677,XP_015667097.1
107283678,XP_015667098.1
107283679,XP_015667099.1
107283680,XP_015667103.1
107283681,XP_015667100.1
107283682,XP_015667101.1
107283683,XP_015667102.1
107283685,XP_015667104.1
107283686,XP_015667105.1
107283687,XP_015667143.1
107283688,XP_015667106.1
107283689,XP_015667107.1
107283690,XP_015667108.1
107283691,XP_015667112.1
107283692,XP_015667109.1
107283693,XP_015667110.1
107283694,XP_015667111.1
107283695,XP_015667113.1
107283696,XP_015667114.1
107283697,XP_015667115.1
107283698,XP_015667116.1
107283699,XP_015667117.1
107283700,XP_015667118.1
107283701,XP_015667119.1
107283702,XP_015667123.1
107283703,XP_015667120.1
107283704,XP_015667121.1
107283705,XP_015667122.1
107283706,XP_015667124.1
107283707,XP_015667125.1
107283708,XP_015667126.1
107283709,XP_015667127.1
107283710,XP_015667128.1
107283711,XP_015667129.1
107283711,XP_015667130.1
