P_Mucros.pep,P_guttatus.pep
XP_015672895.1,XP_034298043.1
XP_015672894.1,XP_034298044.1
XP_015667595.1,XP_034283347.1
XP_015675787.1,XP_034297735.1
XP_015680219.1,XP_034263640.1
XP_015677161.1,XP_034281674.1
XP_015683713.2,XP_034262344.1
XP_015682283.1,XP_034291869.1
XP_015670891.1,XP_034284715.1
XP_015687344.1,XP_034289769.1
XP_015682869.1,XP_034283880.1
XP_015666241.2,XP_034290988.1
XP_015671138.1,XP_034266672.1
XP_015679763.1,XP_034264624.1
XP_015682763.1,XP_034288548.1
XP_015686245.1,XP_034262455.1
XP_015681860.1,XP_034260575.1
XP_015668296.1,XP_034276908.1
XP_015668295.1,XP_034276907.1
XP_015665950.1,XP_034271580.1
XP_015671005.1,XP_034270535.1
XP_029141909.1,XP_034278012.1
XP_015677251.1,XP_034276294.1
XP_015677252.1,XP_034276295.1
XP_015677253.1,XP_034263196.1
XP_015682923.1,XP_034263265.1
XP_029142281.1,XP_034275282.1
XP_015671722.1,XP_034274641.1
XP_015675019.1,XP_034293777.1
XP_015684247.1,XP_034280913.1
XP_015675486.1,XP_034272504.1
XP_015681691.1,XP_034281746.1
XP_015669791.1,XP_034260397.1
XP_015668022.1,XP_034270112.1
XP_015671769.1,XP_034295747.1
XP_015683328.1,XP_034292711.1
XP_015680128.1,XP_034278578.1
XP_029140559.1,XP_034286225.1
XP_015678465.1,XP_034286153.1
XP_029140014.1,XP_034288321.1
XP_015673909.1,XP_034277620.1
XP_015673902.2,XP_034277626.1
XP_015678798.1,XP_034289301.1
XP_015686638.1,XP_034262839.1
XP_015680734.1,XP_034295470.1
XP_015675145.1,XP_034269349.1
XP_015674177.1,XP_034288185.1
XP_015666761.1,XP_034286514.1
XP_015687848.1,XP_034287016.1
XP_029139008.1,XP_034286645.1
XP_015674592.1,XP_034275782.1
XP_029141712.1,XP_034292759.1
XP_015667898.1,XP_034257568.1
XP_015676131.1,XP_034268920.1
XP_015673001.1,XP_034268838.1
XP_015673002.1,XP_034268835.1
XP_015673000.1,XP_034268836.1
XP_029140860.1,XP_034280803.1
XP_015682562.1,XP_034267500.1
XP_015679581.1,XP_034287358.1
XP_015671335.1,XP_034295289.1
XP_015682136.1,XP_034270187.1
XP_015682796.1,XP_034257661.1
XP_015675190.1,XP_034264495.1
XP_015671330.1,XP_034297750.1
XP_015684305.1,XP_034282971.1
XP_029142303.1,XP_034287632.1
XP_029142061.1,XP_034280315.1
XP_015667999.1,XP_034283206.1
XP_029141874.1,XP_034293945.1
XP_029142386.1,XP_034280824.1
XP_029138799.1,XP_034293475.1
XP_015679655.1,XP_034257446.1
XP_015678786.1,XP_034273138.1
XP_015673645.1,XP_034259013.1
XP_015679579.1,XP_034277231.1
XP_015670933.1,XP_034284723.1
XP_015677922.1,XP_034277438.1
XP_015668901.1,XP_034293022.1
XP_015681671.1,XP_034279830.1
XP_015667447.1,XP_034297271.1
XP_015666327.1,XP_034284997.1
XP_015674349.1,XP_034262972.1
XP_015682607.1,XP_034278871.1
XP_015681742.1,XP_034284905.1
XP_015667772.1,XP_034287278.1
XP_015687727.1,XP_034271809.1
XP_029140295.1,XP_034292724.1
XP_015666387.1,XP_034270969.1
XP_015678289.1,XP_034269711.1
XP_015678288.1,XP_034269710.1
XP_015687330.1,XP_034268346.1
XP_029143110.1,XP_034261590.1
XP_029140227.1,XP_034292276.1
XP_029140016.1,XP_034290610.1
XP_015687599.1,XP_034265895.1
XP_015680867.1,XP_034278221.1
XP_015685743.1,XP_034263289.1
XP_015674486.1,XP_034282355.1
XP_015682595.1,XP_034288893.1
XP_015681995.1,XP_034260884.1
XP_029141531.1,XP_034263069.1
XP_015678698.1,XP_034263068.1
XP_015686498.1,XP_034260531.1
XP_015683263.1,XP_034294640.1
XP_015677644.1,XP_034264356.1
XP_015671619.1,XP_034278781.1
XP_015671581.1,XP_034278782.1
XP_015669595.1,XP_034268543.1
XP_015679750.1,XP_034297881.1
XP_015667392.1,XP_034291448.1
XP_015684430.1,XP_034265335.1
XP_015672659.1,XP_034292639.1
XP_015675151.1,XP_034278074.1
XP_029139859.1,XP_034262895.1
XP_029142215.1,XP_034291587.1
XP_029140791.1,XP_034279912.1
XP_015671468.1,XP_034287887.1
XP_015668932.1,XP_034296216.1
XP_015677079.1,XP_034281944.1
XP_015668868.1,XP_034261988.1
XP_015675988.1,XP_034289263.1
XP_029141210.1,XP_034296186.1
XP_029141209.1,XP_034296169.1
XP_029141208.1,XP_034296185.1
XP_015666464.1,XP_034265303.1
XP_015668649.1,XP_034286729.1
XP_015667611.1,XP_034266991.1
XP_015667553.1,XP_034270130.1
XP_015667379.1,XP_034291356.1
XP_015687237.1,XP_034280272.1
XP_015666773.1,XP_034283477.1
XP_015683893.1,XP_034290941.1
XP_015669189.1,XP_034269624.1
XP_029138881.1,XP_034271560.1
XP_015681434.1,XP_034298643.1
XP_015682438.1,XP_034259402.1
XP_015680041.1,XP_034274869.1
XP_015672238.1,XP_034287171.1
XP_015666447.1,XP_034275360.1
XP_015669186.1,XP_034294692.1
XP_015672740.1,XP_034258654.1
XP_015665557.1,XP_034293619.1
XP_029139946.1,XP_034257454.1
XP_015667252.1,XP_034267663.1
XP_015676691.1,XP_034288975.1
XP_015676690.1,XP_034288974.1
XP_015667579.1,XP_034281289.1
XP_015682959.1,XP_034263336.1
XP_015685502.1,XP_034290518.1
XP_015678138.1,XP_034294375.1
XP_015674892.1,XP_034274601.1
XP_015687919.1,XP_034297698.1
XP_015687058.1,XP_034291272.1
XP_029140282.1,XP_034261223.1
XP_015671362.1,XP_034281299.1
XP_029139957.1,XP_034281288.1
XP_015670365.1,XP_034266147.1
XP_015684613.1,XP_034262084.1
XP_015687390.1,XP_034281810.1
XP_015680913.1,XP_034262385.1
XP_015677471.1,XP_034287705.1
XP_015680705.1,XP_034261008.1
XP_015687323.1,XP_034294985.1
XP_015667806.1,XP_034282732.1
XP_029143162.1,XP_034292435.1
XP_015673750.1,XP_034275016.1
XP_015678932.1,XP_034297951.1
XP_015677408.1,XP_034279657.1
XP_015677928.1,XP_034288274.1
XP_015678978.1,XP_034289490.1
XP_015680387.1,XP_034274209.1
XP_015677180.1,XP_034279448.1
XP_015672352.1,XP_034270574.1
XP_015684990.1,XP_034261290.1
XP_015678509.1,XP_034290668.1
XP_015686948.1,XP_034271951.1
XP_015670759.1,XP_034257742.1
XP_015679508.1,XP_034286865.1
XP_029139146.1,XP_034280523.1
XP_015671211.1,XP_034275271.1
XP_015672122.1,XP_034265521.1
XP_015672217.1,XP_034266131.1
XP_015675300.1,XP_034267306.1
XP_015686617.1,XP_034288832.1
XP_015687431.1,XP_034258833.1
XP_015673012.1,XP_034268810.1
XP_015669177.1,XP_034294690.1
XP_015668235.1,XP_034260689.1
XP_015684944.1,XP_034261301.1
XP_015684943.1,XP_034262998.1
XP_015670868.1,XP_034273110.1
XP_015667533.1,XP_034259564.1
XP_015665631.1,XP_034271228.1
XP_015672739.1,XP_034258652.1
XP_015668456.1,XP_034268510.1
XP_015668455.1,XP_034268509.1
XP_029142135.1,XP_034282447.1
XP_029142708.1,XP_034261289.1
XP_029140944.1,XP_034295351.1
XP_015665510.1,XP_034293628.1
XP_015673800.1,XP_034262941.1
XP_015673801.1,XP_034262948.1
XP_015670865.1,XP_034258534.1
XP_015669848.1,XP_034280929.1
XP_015671178.1,XP_034296376.1
XP_015666481.1,XP_034265468.1
XP_015665423.1,XP_034293609.1
XP_015679405.1,XP_034298373.1
XP_015672006.1,XP_034261779.1
XP_015674212.1,XP_034269657.1
XP_015675220.1,XP_034282348.1
XP_015679170.1,XP_034295125.1
XP_015682712.1,XP_034260825.1
XP_015682720.1,XP_034260826.1
XP_015669323.2,XP_034266753.1
XP_015683386.1,XP_034297903.1
XP_015678192.1,XP_034272998.1
XP_029142080.1,XP_034283459.1
XP_029142082.1,XP_034283458.1
XP_015687909.1,XP_034297562.1
XP_015671679.1,XP_034295679.1
XP_015671821.1,XP_034292494.1
XP_015667336.1,XP_034280588.1
XP_015681160.1,XP_034291726.1
XP_015680950.1,XP_034280027.1
XP_015680949.1,XP_034280026.1
XP_015668511.1,XP_034285731.1
XP_029139948.1,XP_034297771.1
XP_015669811.1,XP_034269577.1
XP_015681228.1,XP_034269880.1
XP_015669577.1,XP_034273526.1
XP_015675642.1,XP_034285670.1
XP_015686271.1,XP_034269653.1
XP_015676003.1,XP_034285082.1
XP_015674386.1,XP_034264465.1
XP_029140857.1,XP_034261189.1
XP_015668918.2,XP_034284959.1
XP_029139470.1,XP_034278976.1
XP_015668996.1,XP_034278963.1
XP_015678705.1,XP_034269928.1
XP_015685691.1,XP_034282950.1
XP_015667862.1,XP_034285724.1
XP_029139940.1,XP_034284804.1
XP_015675386.1,XP_034289423.1
XP_015676490.1,XP_034294059.1
XP_015683813.2,XP_034286408.1
XP_015682856.2,XP_034262834.1
XP_015676758.1,XP_034268729.1
XP_015687491.1,XP_034258611.1
XP_015682555.1,XP_034263216.1
XP_015686011.1,XP_034262414.1
XP_015681453.1,XP_034260913.1
XP_015687023.1,XP_034274483.1
XP_029140982.1,XP_034263941.1
XP_015682295.1,XP_034284120.1
XP_015682293.1,XP_034284119.1
XP_015665427.1,XP_034293648.1
XP_015669773.1,XP_034261481.1
XP_015666418.1,XP_034275763.1
XP_015665713.1,XP_034279105.1
XP_015668505.1,XP_034295077.1
XP_015683884.1,XP_034273678.1
XP_015687941.1,XP_034297564.1
XP_015686054.1,XP_034276144.1
XP_029141190.1,XP_034277427.1
XP_015671870.1,XP_034287122.1
XP_015672759.1,XP_034258614.1
XP_015687013.1,XP_034272020.1
XP_015681345.1,XP_034297952.1
XP_015687157.1,XP_034270648.1
XP_015680241.1,XP_034264618.1
XP_015684084.1,XP_034294804.1
XP_015665676.1,XP_034271239.1
XP_015670385.1,XP_034279745.1
XP_029141573.1,XP_034289438.1
XP_015672626.1,XP_034275029.1
XP_029139566.1,XP_034278790.1
XP_015669428.1,XP_034268199.1
XP_029140681.1,XP_034268198.1
XP_015678447.1,XP_034293843.1
XP_015665450.1,XP_034293424.1
XP_015682606.1,XP_034279875.1
XP_029141085.1,XP_034280984.1
XP_029141086.1,XP_034280832.1
XP_015677535.1,XP_034280988.1
XP_015668525.1,XP_034285921.1
XP_015675307.1,XP_034268248.1
XP_029139473.1,XP_034278957.1
XP_015686491.1,XP_034288171.1
XP_015675853.1,XP_034274355.1
XP_029141230.1,XP_034288093.1
XP_015686288.1,XP_034269325.1
XP_015687811.1,XP_034272941.1
XP_015685132.2,XP_034262508.1
XP_015684082.1,XP_034275683.1
XP_015678881.1,XP_034294409.1
XP_015670292.1,XP_034276997.1
XP_015687864.1,XP_034287014.1
XP_015684086.1,XP_034262518.1
XP_015671209.1,XP_034275268.1
XP_015683916.1,XP_034284889.1
XP_015671968.1,XP_034275260.1
XP_015671118.1,XP_034265079.1
XP_015682548.1,XP_034279873.1
XP_015683958.1,XP_034290878.1
XP_015667350.1,XP_034283190.1
XP_029140435.1,XP_034265628.1
XP_015672910.2,XP_034280717.1
XP_015673091.1,XP_034276835.1
XP_015673092.1,XP_034276834.1
XP_015677436.1,XP_034270599.1
XP_015670162.1,XP_034277116.1
XP_015669549.1,XP_034266883.1
XP_015668676.1,XP_034286753.1
XP_015667094.1,XP_034257906.1
XP_015681813.1,XP_034260566.1
XP_029139689.1,XP_034267032.1
XP_029141869.1,XP_034293890.1
XP_015675535.1,XP_034273019.1
XP_015675538.1,XP_034273033.1
XP_015684591.1,XP_034292466.1
XP_015673608.1,XP_034269686.1
XP_015673545.1,XP_034285627.1
XP_029142654.1,XP_034274532.1
XP_029140266.1,XP_034262715.1
XP_029142750.1,XP_034293190.1
XP_015668283.1,XP_034272396.1
XP_015668313.1,XP_034259705.1
XP_029139040.1,XP_034270805.1
XP_015679857.1,XP_034279806.1
XP_015679858.1,XP_034279807.1
XP_029139826.1,XP_034290049.1
XP_029139827.1,XP_034290052.1
XP_015686386.1,XP_034298842.1
XP_015682174.1,XP_034274227.1
XP_015667916.1,XP_034259968.1
XP_015682302.1,XP_034292706.1
XP_015668661.1,XP_034286695.1
XP_029139632.1,XP_034261370.1
XP_029143072.1,XP_034290550.1
XP_015665651.1,XP_034279036.1
XP_029140758.1,XP_034280186.1
XP_029139800.1,XP_034282953.1
XP_015676487.1,XP_034294057.1
XP_029142571.1,XP_034260587.1
XP_015687246.1,XP_034274715.1
XP_015672874.1,XP_034278210.1
XP_029142045.1,XP_034275817.1
XP_015678602.1,XP_034275819.1
XP_015679756.1,XP_034298610.1
XP_015682873.1,XP_034290329.1
XP_015679389.1,XP_034293284.1
XP_015687553.1,XP_034278224.1
XP_015687560.1,XP_034278223.1
XP_015678182.1,XP_034286230.1
XP_015683534.1,XP_034267176.1
XP_015679656.1,XP_034260037.1
XP_015667895.1,XP_034298484.1
XP_015667880.1,XP_034298482.1
XP_015672479.1,XP_034269898.1
XP_015669969.1,XP_034270261.1
XP_015676171.1,XP_034294130.1
XP_015683448.1,XP_034267202.1
XP_015680748.1,XP_034266397.1
XP_029139811.1,XP_034264584.1
XP_015687225.1,XP_034276541.1
XP_015679541.1,XP_034274380.1
XP_015680795.1,XP_034283946.1
XP_015668432.1,XP_034295166.1
XP_029139364.1,XP_034295165.1
XP_015682788.1,XP_034263228.1
XP_015673342.1,XP_034295313.1
XP_015677212.1,XP_034270664.1
XP_029140035.1,XP_034296213.1
XP_015674232.1,XP_034264633.1
XP_015669697.1,XP_034272466.1
XP_015669675.1,XP_034272104.1
XP_015680860.1,XP_034289866.1
XP_015679503.1,XP_034293765.1
XP_015667257.1,XP_034261235.1
XP_015679791.1,XP_034276800.1
XP_015675211.1,XP_034276328.1
XP_015682301.1,XP_034292794.1
XP_015682471.1,XP_034260448.1
XP_015674072.1,XP_034291320.1
XP_015675331.1,XP_034282921.1
XP_029139284.1,XP_034271160.1
XP_029140907.1,XP_034270928.1
XP_029141905.1,XP_034291638.1
XP_015683205.1,XP_034265333.1
XP_015667958.1,XP_034258647.1
XP_015682942.1,XP_034263259.1
XP_029140310.1,XP_034297408.1
XP_029142507.1,XP_034296283.1
XP_015668768.1,XP_034290371.1
XP_015665401.1,XP_034293444.1
XP_029138961.1,XP_034270966.1
XP_015675279.1,XP_034281237.1
XP_029142671.1,XP_034282991.1
XP_015683480.1,XP_034276550.1
XP_015687217.1,XP_034276549.1
XP_029140668.1,XP_034264611.1
XP_015676810.1,XP_034277846.1
XP_015684109.1,XP_034279547.1
XP_015683717.1,XP_034261204.1
XP_015685803.1,XP_034262822.1
XP_029140952.1,XP_034261326.1
XP_015676261.1,XP_034286473.1
XP_015670125.1,XP_034271893.1
XP_015669745.1,XP_034285344.1
XP_015687567.1,XP_034288984.1
XP_015682593.1,XP_034257749.1
XP_015683268.1,XP_034262381.1
XP_015679784.1,XP_034278125.1
XP_015672729.1,XP_034292275.1
XP_015681007.1,XP_034292686.1
XP_015680350.1,XP_034277058.1
XP_029142623.1,XP_034261275.1
XP_015676147.1,XP_034294134.1
XP_015683132.2,XP_034278185.1
XP_029140722.1,XP_034295508.1
XP_015679828.1,XP_034292076.1
XP_015675603.1,XP_034263080.1
XP_029141350.1,XP_034292991.1
XP_015666881.1,XP_034282496.1
XP_015671075.1,XP_034293719.1
XP_015680306.1,XP_034291275.1
XP_029140045.1,XP_034278214.1
XP_015678912.2,XP_034291660.1
XP_015672957.1,XP_034263553.1
XP_015681703.1,XP_034266573.1
XP_029138937.1,XP_034290995.1
XP_029139272.1,XP_034279651.1
XP_029140567.1,XP_034285532.1
XP_015682465.1,XP_034288297.1
XP_015680117.1,XP_034260248.1
XP_015675907.1,XP_034258608.1
XP_015679718.1,XP_034259880.1
XP_015684380.1,XP_034281815.1
XP_029140899.1,XP_034283916.1
XP_015687300.1,XP_034298572.1
XP_015676661.1,XP_034267719.1
XP_015678057.1,XP_034291677.1
XP_015665961.1,XP_034271395.1
XP_015684647.1,XP_034292460.1
XP_015673719.1,XP_034259364.1
XP_015668329.1,XP_034259482.1
XP_015669652.1,XP_034295497.1
XP_015668006.1,XP_034270113.1
XP_015681220.1,XP_034261015.1
XP_015673148.1,XP_034292356.1
XP_029143198.1,XP_034271589.1
XP_015677744.1,XP_034286997.1
XP_015669608.1,XP_034258970.1
XP_015687536.1,XP_034274317.1
XP_015665717.1,XP_034264359.1
XP_015686115.1,XP_034260874.1
XP_015679807.1,XP_034288398.1
XP_015686868.1,XP_034264622.1
XP_015675884.1,XP_034298105.1
XP_015675878.1,XP_034298130.1
XP_015680284.1,XP_034294027.1
XP_015667563.1,XP_034283362.1
XP_029139053.1,XP_034282328.1
XP_015676986.1,XP_034262450.1
XP_015685069.1,XP_034261758.1
XP_015676500.2,XP_034293816.1
XP_029142538.1,XP_034261887.1
XP_015679256.1,XP_034274313.1
XP_015665471.1,XP_034293481.1
XP_015671003.1,XP_034276866.1
XP_015673447.1,XP_034277975.1
XP_015671775.1,XP_034295750.1
XP_015674335.1,XP_034284480.1
XP_015682507.1,XP_034269939.1
XP_015682508.1,XP_034275309.1
XP_029141625.1,XP_034278453.1
XP_015669124.1,XP_034284596.1
XP_015680902.1,XP_034276611.1
XP_015678097.1,XP_034294356.1
XP_015684005.1,XP_034267250.1
XP_015676089.1,XP_034279981.1
XP_015669083.1,XP_034258796.1
XP_015675164.1,XP_034259511.1
XP_015684049.1,XP_034274721.1
XP_015668447.1,XP_034268528.1
XP_029141830.1,XP_034279898.1
XP_015677399.1,XP_034260757.1
XP_015668702.2,XP_034292904.1
XP_029141351.1,XP_034292987.1
XP_029140723.1,XP_034263089.1
XP_029140522.1,XP_034293026.1
XP_015677230.1,XP_034284778.1
XP_015677229.1,XP_034284769.1
XP_015674005.1,XP_034265630.1
XP_015684026.1,XP_034260949.1
XP_015672911.1,XP_034261053.1
XP_015679122.1,XP_034282550.1
XP_015669115.2,XP_034284508.1
XP_015671917.1,XP_034296941.1
XP_015681533.1,XP_034260706.1
XP_015681485.1,XP_034290666.1
XP_015666866.1,XP_034260920.1
XP_015674482.1,XP_034265055.1
XP_015680527.1,XP_034260501.1
XP_015687790.1,XP_034271887.1
XP_015669786.2,XP_034298481.1
XP_015672209.1,XP_034259512.1
XP_015671735.1,XP_034276568.1
XP_029140423.1,XP_034288503.1
XP_015683296.1,XP_034296288.1
XP_015680656.1,XP_034279200.1
XP_015665764.1,XP_034279199.1
XP_015666694.1,XP_034258096.1
XP_015682514.1,XP_034271907.1
XP_015670113.1,XP_034271906.1
XP_015673951.1,XP_034273295.1
XP_015684535.1,XP_034265971.1
XP_015681240.1,XP_034297166.1
XP_015670604.1,XP_034268677.1
XP_029141462.1,XP_034259129.1
XP_015671956.1,XP_034275148.1
XP_015679821.1,XP_034292045.1
XP_015684067.1,XP_034293039.1
XP_015667187.1,XP_034259950.1
XP_029142456.1,XP_034272940.1
XP_015670390.1,XP_034279736.1
XP_029142434.1,XP_034289504.1
XP_015670710.1,XP_034266800.1
XP_015681180.1,XP_034257260.1
XP_015677849.2,XP_034274862.1
XP_015678195.1,XP_034296983.1
XP_015687403.1,XP_034283752.1
XP_015683592.1,XP_034283753.1
XP_029139004.1,XP_034286556.1
XP_015666618.1,XP_034286554.1
XP_015665578.1,XP_034278801.1
XP_015680049.1,XP_034281344.1
XP_015680050.1,XP_034281354.1
XP_015674962.2,XP_034296224.1
XP_015670954.1,XP_034294653.1
XP_015670985.1,XP_034294655.1
XP_015676169.1,XP_034294088.1
XP_015677349.1,XP_034278335.1
XP_029140964.1,XP_034282295.1
XP_029140965.1,XP_034282311.1
XP_015680081.1,XP_034283047.1
XP_015685299.1,XP_034288331.1
XP_015683612.1,XP_034263917.1
XP_015678942.1,XP_034295773.1
XP_015670061.1,XP_034292813.1
XP_015672685.1,XP_034276883.1
XP_029140223.1,XP_034276884.1
XP_015673506.1,XP_034283712.1
XP_015669950.1,XP_034287689.1
XP_015667499.1,XP_034258064.1
XP_015678452.1,XP_034294535.1
XP_029140311.1,XP_034297391.1
XP_015666889.1,XP_034282537.1
XP_015670758.1,XP_034258243.1
XP_015679509.1,XP_034286853.1
XP_015667410.1,XP_034291379.1
XP_015681878.1,XP_034262027.1
XP_015679266.1,XP_034264641.1
XP_029142592.1,XP_034280446.1
XP_029138797.1,XP_034293433.1
XP_015668604.1,XP_034265528.1
XP_015672013.1,XP_034263573.1
XP_015680964.1,XP_034292238.1
XP_015678790.1,XP_034290510.1
XP_015669233.1,XP_034293592.1
XP_015682602.1,XP_034290502.1
XP_015683742.1,XP_034261928.1
XP_029138772.1,XP_034297631.1
XP_015685360.1,XP_034264334.1
XP_015687132.1,XP_034292180.1
XP_015687133.1,XP_034292182.1
XP_015687135.1,XP_034292188.1
XP_015672779.1,XP_034282268.1
XP_015682319.1,XP_034260293.1
XP_029141857.1,XP_034275689.1
XP_015680125.1,XP_034278459.1
XP_015679747.1,XP_034296772.1
XP_015687961.1,XP_034297517.1
XP_015687960.1,XP_034297518.1
XP_015666486.2,XP_034265301.1
XP_015674248.1,XP_034280852.1
XP_015680182.2,XP_034292751.1
XP_015672731.1,XP_034296167.1
XP_015666484.1,XP_034265122.1
XP_015680942.1,XP_034278564.1
XP_015678609.1,XP_034291946.1
XP_015676997.1,XP_034264257.1
XP_015675767.1,XP_034293793.1
XP_015675308.1,XP_034277416.1
XP_015675830.1,XP_034283009.1
XP_015685419.1,XP_034290465.1
XP_015682483.1,XP_034298333.1
XP_015678763.1,XP_034288485.1
XP_015687970.1,XP_034297686.1
XP_015687968.1,XP_034297685.1
XP_029140755.1,XP_034280156.1
XP_029142037.1,XP_034262026.1
XP_015673420.1,XP_034285610.1
XP_015685457.1,XP_034290612.1
XP_015679384.1,XP_034298174.1
XP_029142047.1,XP_034288099.1
XP_015668714.1,XP_034285884.1
XP_015679193.1,XP_034288552.1
XP_015666688.1,XP_034258334.1
XP_029142817.1,XP_034279390.1
XP_015683876.1,XP_034279391.1
XP_015677444.1,XP_034261848.1
XP_015671014.1,XP_034276865.1
XP_015687782.2,XP_034271602.1
XP_015676660.2,XP_034267706.1
XP_015685460.1,XP_034262343.1
XP_015669613.1,XP_034296148.1
XP_015674053.1,XP_034279661.1
XP_015671449.1,XP_034281265.1
XP_029141827.1,XP_034264863.1
XP_015681002.1,XP_034264862.1
XP_015681492.1,XP_034276287.1
XP_015683966.1,XP_034261615.1
XP_015674609.1,XP_034294893.1
XP_015665901.1,XP_034271347.1
XP_015667066.1,XP_034257713.1
XP_015667320.1,XP_034258450.1
XP_015673728.1,XP_034259150.1
XP_015678506.1,XP_034265949.1
XP_015675734.1,XP_034293221.1
XP_015683227.1,XP_034278216.1
XP_015668550.1,XP_034270796.1
XP_029143103.1,XP_034259109.1
XP_015668739.1,XP_034276502.1
XP_015687481.1,XP_034259672.1
XP_015673513.1,XP_034266178.1
XP_015671021.1,XP_034271137.1
XP_015671022.1,XP_034271136.1
XP_015674717.2,XP_034273518.1
XP_015687862.1,XP_034286999.1
XP_015673286.1,XP_034270338.1
XP_015673285.1,XP_034270334.1
XP_015670999.1,XP_034270564.1
XP_015681344.2,XP_034290670.1
XP_015665621.1,XP_034274226.1
XP_015674404.1,XP_034278608.1
XP_015676825.1,XP_034270205.1
XP_015677902.1,XP_034271178.1
XP_029140461.1,XP_034274545.1
XP_015665629.1,XP_034272429.1
XP_015667539.1,XP_034270138.1
XP_015667538.1,XP_034270136.1
XP_029141813.1,XP_034290211.1
XP_015674714.2,XP_034269735.1
XP_015675579.1,XP_034296696.1
XP_015672443.1,XP_034267142.1
XP_029141945.1,XP_034267120.1
XP_015681829.1,XP_034289442.1
XP_015687331.1,XP_034268315.1
XP_015674623.1,XP_034279099.1
XP_029140551.1,XP_034279239.1
XP_029140550.1,XP_034279228.1
XP_015685138.1,XP_034298448.1
XP_015677833.1,XP_034269055.1
XP_015665568.1,XP_034278793.1
XP_029140281.1,XP_034281698.1
XP_015673068.1,XP_034281699.1
XP_015673065.1,XP_034281700.1
XP_015671302.1,XP_034296101.1
XP_015683782.1,XP_034261009.1
XP_029140955.1,XP_034293759.1
XP_029141821.1,XP_034278467.1
XP_015674967.1,XP_034291317.1
XP_029141326.1,XP_034293806.1
