"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"99",107282909,"biotinidase",1207.75,280.29,419.12,2077.07,707.59,587.18,320.15,795.36,430.15,1024.67,229.44,921.04,214.38,435.9,339,442.74,538.23,797.59,510,294.62,781.13,408.34,661.5,392.32,762.78,593.03,648.76,268.71,438.16,563.83,75.8054,91.417,78.023,81.9081,43.42237,11.26169,40.33523,80.93817,105.5781,70.46055
"100",107282911,"ankyrin repeat domain 28",611,629,698,729,216,573,202,573,565,391,669,918,454,294,300,317,296,605,715,327,530,845,1719,641,741,855,515,86,855,396,3.915262,4.662348,4.150495,3.9659716,14.48667,3.261455,5.851854,3.34642,5.7985546,5.170813
"101",107282925,"KIAA2022 ortholog",6.01,7.08,11,2,1,8,3.02,2,11.7,0,8,8,4.04,3,1,1.01,2,4,13,1,1,1,12,9,8,5.1,2,5.51,4,10,0,0,0,0,0.01189887,0,0,0,0,0
"102",107282929,"ectodysplasin A",1,3,3,1,2,0,0,1,1,2,2,0,1,1,1,0,1,0,3,0,1,1,6,1,0,2,1,1,3,1,0.633601003,0.647526531,0.52934757,0.422822093,0.524994915,0.187859238,0.378233,0.197383,0.0837334,1.49611
"103",107282932,"ring finger protein, LIM domain interacting",118,88,111,86,55,48,31,40,107,42,80,100,42,53,50,53,52,48,85,52,33,68,140,70,130,91,60,182,91,146,2.100077,2.541624,2.195691,2.1601898,1.543274,1.03285,1.64838,0,0,2.98038
"104",107282951,"aryl hydrocarbon receptor",244,569.99,448,476,123,348,114,285,322,169,276,233,228,127,132,154,129.79,234,428,175,204,481,678,378,302,675,250,115,456,218,10.1259,8.516257,8.8615689,9.095328,4.301476,2.2257024,6.6739138,63.09988,31.5099,30.7493
"105",107282955,"integrin subunit beta 8",6,5,7,10,7,10,6,11,19,1,9,8,5,3,8,6,8,14,5,8,4,19,90,7,11,14,16,2,8,5,0,0.00656869,0.00742447,0.00594071,0.2861156,0.0321183,0.1113001,0.315634,0.160544,0.243897
"106",107282956,"cell division cycle associated 7 like",0,3,1,3,2,1,0,1,3,1,1,2,3,1,0,0,0,0,1,0,1,2,7,4,2,1,0,0,2,0,0.1181745,0.1955742,0.0439345,0.265104,3.224745,1.576802,3.028024,9.15654,10.48493,5.78684
"107",107282960,"ankyrin repeat and MYND domain containing 2",75,276,365,150,71,332,39,179,149,97,150,294,124,76,86,82,64,92,232,53,138,289,414,165,168,528,104,43,366,47,2.166997,2.6163615,3.389466,2.7862588,2.94785,1.23488,3.738153,16.7093,22.2289,7.45006
"108",107282961,"basic leucine zipper and W2 domains 2",33,126,159,46,38,137,12,33,72,21,71,141,32,21,26,20,15,32,67,30,45,112,274,51,57,201,37,7,93,20,9.164531,3.2671768,3.127868,3.1125103,7.732642,5.661931548,6.1391195,13.956065,14.393175,7.690198
"109",107282962,"tetraspanin 13",4599,886,964,5296,2138,1413,1656,2322,1108,2375,502,1739,367,1804,1731,1412,1364,2841,1496,1189,2591,938,2098,1325,2826,1841,2087,1052,1105,2095,2.016057,1.882836,1.745475,2.341389,7.7978488,14.5038,12.3661,32.2436,20.5083,5.96111
"110",107282965,"sorting nexin 13",713,783,730,1144,484,783,314,677,441,634,521,449,402,395,359,293,401,785,549,372,518,854,1807,437,827,894,656,160,994,365,3.3914011,6.836949,10.190228,8.7291521,3.6828607,2.4538263,4.2200779,8.5344019,5.2494537,2.823425
"111",107282966,"TWIST neighbor",173,204,274,291,95,256,33,134,209,108,156,359,80,97,107,78,81,102,179,83,158,277,421,192,233,359,129,133,330,148,30.16709,29.78406,35.04626,30.7103,1.4212,1.66503,1.72814,11.8654,9.19627,3.90782
"112",107282967,"metastasis associated in colon cancer 1",136,213,320,202,42,138,68,209,167,116,230,215,128,83,91,95,101,161,144,103,147,319,623,208,130,257,104,27,338,80,0.0173863,0.03092,0.039681,0.0440259,0.2644108,0.03708038,0.0472114,0.0657109,0.100699,0.0532687
"113",107282968,"Sp4 transcription factor",12,42,35,4,9,27,5,11,21,8,15,26,11,13,4,4,7,4,34,13,5,15,59,13,41,25,20,3,32,5,1.503664,1.547944,1.280399,1.255465,0.223732,0.339402,0.616782,1.27153,2.22414,0.521135
"114",107282969,"cyclin J",22,18,19,6,8,19,6,5,17,5,10,9,12,8,9,14,14,8,23,8,7,9,39,11,14,21,7,3,13,1,1.907138,2.335633,2.56519,2.824374,0.8221939,0.126429,0.472014,4.86359,2.27485,2.32471
"115",107282970,"dynein, axonemal, heavy chain 11",39,273,264.99,405,62,353,9,154,168,77,124.98,165,60,23,9,92,38,50,282,78,145,597,455,256,74,616,44.99,15,323,29,0.04590903,0.1287448,0.1208931,0.0394518,0.245500124,0.129818605,0.945846223,0.652552,0.805762,0.360483
"116",107282978,"B-TFIID TATA-box binding protein associated factor 1",379,527,529,320,206,282,135,253,408,159,556,288,304,218,221,221,218,236,441,186,190,421,842,379,494,562,370,183,347,340,2.1064272,2.3501012,2.701116,2.1727416,3.382317,1.720969,4.6932304,4.83039,3.64429001,2.684200004
"117",107282981,"neural precursor cell expressed, developmentally down-regulated 9",1064,603,457,183,285,657,192,202,310,461,571,953,444,309,334,235,357,290,559,341,180,855,1654,376,1058,520,338,83,745,235,1.060406,3.1465873,2.456221,3.204250033,1.163504,15.20655,1.291619,21.18943,10.77361,5.474360012
"118",107282982,"ELOVL fatty acid elongase 2",0,1,2,2,0,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,1,0,1,1,5,1,0,0,2,127.731454,149.865275,138.553197,149.949262,8.00209,0.268759,14.6718,1.49636,1.77973,0.165469
"119",107282987,"male germ cell associated kinase",439,613,585,459,178,498,109,282,291,150,449,303,466,164,110,304,182,104,689,316,300,1156,564,770,340,817,295,22,344,122,0.0337419,0.00813998,0.00920053,0.00736167,0.0279338,0,0.0354906,0.0628053,0.0568029,0.0497364
"120",107282989,"zinc finger protein 518A",210,368,411,241,133,239,95,127,300,111,307,105,187,179,119,149,140,188,252,136,114,279,513,260,278,269,257,66,285,121,0.440652,0.170298,0.22915,0.242024,0.5978238,0.8097638,1.647883,2.17032,2.16548,1.22432
"121",107282992,"eukaryotic translation elongation factor 1 epsilon 1",3075,810,1091,1523,1422,751,316,796,795,414,1051,1149,712,900,388,506,510,440,1338,366,675,996,948,1136,2031,1273,882,1136,1105,891,3.768887,3.65157,4.219686,2.999797,8.025614,10.3744,8.112275,44.03684,22.8166,11.055975
"122",107282993,"biogenesis of lysosomal organelles complex 1 subunit 5",156,514,514,232,139,241,66,103,223,95,249,392,156,106,141,106,149,85,416,126,122,361,398,325,179,345,180,87,237,130,6.28626,5.32698,5.60698,6.478853,2.300295,2.37019,4.00515,31.7514,19.7591,11.52593
"123",107282996,"oligosaccharyltransferase complex subunit (non-catalytic)",4116,735,1064,2197,2092,794,1671,1376,1725,1395,1049,1108,711,1854,1219,1717,1787,1863,1352,1339,1555,1029,1479,1306,2462,1100,2215,1963,853,1521,41.1787857,35.8605546,33.601951,34.165337,34.5063,108.1297,82.15598,141.6036,66.4867,45.645691
"124",107282998,"RIO kinase 1",727,536,689,426,339,282,101,248,471,216,491,575,338,314,217,187,289,232,434,167,190,408,623,558,607,520,450,243,676,413,3.0945162,4.035849,7.1337493,5.9761,4.16977,2.355478,2.61632,7.75542,5.66762,3.66796
"125",107283003,"ras responsive element binding protein 1",70,84,69,56,65,38,53,69,74,52,107,50,45,80,56,56,55,66,61,61,47,89,125,60,107,50,88,70,79,53,15.547119,14.38700539,12.667385,11.7438374,14.18899651,0.84076966,4.7724523,6.0632446,11.71423,6.632068
"126",107283006,"coagulation factor XIII A chain",140,280,381,156,51,56,13,36,109,33,123,60,114,97,53,31,78,51,135,116,28,100,275,348,163,114,155,25,134,38,0.0754074,0.0939595,0.155269,0.2349447,0.149771,0.581374,0.347835,1.801752,3.28784,0.296542
"127",107283007,"phenylalanyl-tRNA synthetase 2, mitochondrial",156,179,203,138,78,89,31,90,141,97,167,131,115,89,122,95,105,89,206,143,87,150,219,172,143,139,119,71,147,97,33.212011,44.754214,39.760886,46.465898,6.23025,3.286066,6.202503,15.3862286,18.57254,10.40218672
"128",107283009,"ribonuclease P/MRP 40kDa subunit",74,121,169,65,56,39,36,49,72,29,51,100,69,45,46,55,28,12,89,46,31,101,99,146,78,122,35,93,40,87,3.3249215,4.504893,3.70782,4.522443,3.594863,2.899779,3.3736287,11.729172,10.5261505,7.349359
"129",107283011,"endothelin 1",4,5,1,9,0,6,0,4,6,2,6,4,0,4,3,1,2,0,19,1,2,11,7,6,3,4,5,4,5,10,0.166369,0.330414,0.124497,0.473042,0.343799,0.174242,0.527958,1.22335,0.29036,0.682482
"130",107283014,"neuritin 1",2,0,3,0,1,10,0,1,2,0,3,0,1,1,2,1,1,2,1,4,0,4,4,1,2,1,3,0,4,0,208.969006,194.87078,202.382557,191.054622,1.78496,0.5412392,1.585594,0,0.262622,0
"131",107283018,"deiodinase, iodothyronine, type I",2,2,4,1,1,3,0,2,2,0,1,2,1,1,7,1,1,0,2,1,3,2,3,3,5,3,0,2,0,0,180.875007,138.307933,150.479183,148.939652,158.7146,4.773904,82.98427,0.912113,0.686868,589.295
"132",107283021,"family with sequence similarity 159 member A",0,5,5,3,0,3,0,1,1,0,7,3,3,1,0,0,0,1,7,0,1,3,4,2,0,2,2,0,1,0,0,0,0,0,1.087301,0.171066,0.2921435,9.93802,26.3033,1.41734
"133",107283031,"transcription elongation factor A N-terminal and central domain containing 2",178,141,175,140,107,86,38,90,222,69,152,178,127,67,57,78,59,87,181,64,106,203,214,240,195,193,154,82,219,172,3.945533,5.199639,4.86067,5.435336,0.9007255,0.122958,0.7644456,0,0,6.59644
"134",107283033,"leucine rich repeat containing 42",154,109,192,107,26,144.95,31,17,180,22,44,73,86,50,75,54,74,102,125,40,35,111,102,61.75,45,220,182,115,32,220,5.602218,5.986136,6.23017,5.91547,6.0825721,4.00529,6.606176,0,0.04559242,7.02737
"135",107283035,"heat shock protein family B (small) member 11",95,81,101,150,72,51,16,128,101,40,97,82,151,63,43,145,47,58,137,40,107,275,111,187,96,207,87,97,82,44,1.089775,2.10286,1.940263,1.768206,6.66697,10.8511452,21.466162,0,0,4.08251
"136",107283040,"LDL receptor related protein 8",11,26,29,13,30,13,3,16,9,5,42,19,11,12,9,18,22,6,23,4,14,32,87,23,31,23,18,3,32,1,0.0161162,0.1635787,0.404911801,0.121704,0.1855454,0.120739301,0.4382468,5.87762,4.66263,2.772568
"137",107283043,"podocan",19,84,96,16,12,48,8,17,56,16,54,18,46,33,44,32,25,8,123,26,29,92,60.99,84,58,60,69,5,36,14,2.395536,3.52942181,3.1542838,3.165813164,2.129286,0.872398,1.308422,2.85227,1.86694,15.3592
"138",107283044,"sterol carrier protein 2",1927,2587,4441,1835,1380,1637,783,1508,2404,1062,2086,2389,2051,1301,1356,1105,1167,932,3298,954,1511,2654,3130,2973,2099,2762,1872,668,2502,1225,1361.982558,952.62381,904.126138,962.55095,384.7240319,289.294845,492.47445,1.4546,4.30461,401.7461
"139",107283045,"enoyl-CoA hydratase domain containing 2",88,180,163,39,29,91,14,37,88,32,120,159,69,29,59,19,32,30,105,50,27,60,168,98,52,64,59,17,63,44,167.607615,230.739726,223.327553,228.761594,491.63716,244.5115481,556.456925,0,0.9481381,176.8627
"140",107283050,"pre-mRNA processing factor 38A",1259,1344,1798,1214,875.34,1006,286,424,1129,386,974,1538.73,900,505,428,544,661,604,1677.28,511,510,1059,2018,1356,1468,1605,960,463,1024,737,2.1859771,2.2004032,2.419643,2.2419924,8.47562,7.2873,5.549977,22.1161,14.1944,9.3726
"141",107283052,"coiled-coil and C2 domain containing 1B",113,175,189,121,76,113,56,121,150,89,185,107,148,83,83,112,141,102,200,105,66,169,378,160,177,119,100,67,99,98,6.264465,9.261822,8.26376812,9.029513027,4.91401,4.3231993,4.9340207,10.806606,15.994727,8.92823
"142",107283055,"thioredoxin domain containing 12 (endoplasmic reticulum)",2634,250,307,758,737,223,1423,744,422,654,333,764,209,653,913,366,491,824,360,347,659,290,402,298,1336,332,774,300,208,600,12.435749,15.70837,16.71502,16.458152,18.87616,21.509674,28.300316,420.1524,237.9669,298.0273
"143",107283057,"nardilysin convertase",1464,1308.98,1608,776,884,979,455,561,771,589,1265,801,773,698,582,454.98,789,772,1009,731,502.99,1187,2466.98,1129,1679.98,1020,928,415,1381,725,11.2572202,12.23555304,12.81339758,26.53021801,40.884285,62.659375,55.05599174,12.68957,12.40361,11.07626
"144",107283060,"ring finger protein 11",1946,1747.99,2466,1316,894,992,555,650,1181,500,851,1542,925,724,854,671,787,827,1603,852,643,942,2741,767,1582,1494,1400,559,828,931,35.429257,29.66553,35.301175,27.96537,55.37671,14.493,19.525712,69.9414,62.23655,25.4475
"145",107283061,"Fas associated factor 1",257,205,176,170,191,130,62,73,137,80,236,143,121,85,100,82,74,131,184,87,103,176,226,217,358,166,134,59,240,156,12.07902,3.99155,4.9102,4.40684,11.90601,11.20989,13.19535,3.74746,6.90634,14.0042
"146",107283064,"WD repeat domain 92",587,1334,1201,854,346,990,239,697,772,479,848,556,626,405,503,680,589,416,1415,643,596,1174,861,1120,798,1096,678,152,1216,243,4.14083,4.41052,4.28293,4.84443,2.53707,0.8312087,2.319257,9.13049,10.4598,7.29914
"147",107283067,"solute carrier family 1 (glutamate transporter), member 7",0,5,4,1,0,0,2,3,2,2,5,6,4,2,1,2,0,0,2,0,0,0,9,5,7,12,0,0,1,0,0.0715223,0.2357607,0.182668,0.0561981,4.755034549,0.215250857,0.224590831,0.533652,0.0967305,0.608337
"148",107283068,"cytochrome c oxidase assembly factor 7",292,226,281,337,179,153,68,186,274,115,236,204,232,156,142,176,141,131,277,96,179,346,277,229,280,358,191,187,291,171,18.15133,16.65224,16.13999,16.25002804,17.51287,1.759907,3.70346,21.1458,25.0335,12.1555
"149",107283075,"beaded filament structural protein 1",2,7,4,1,1,4,0,0,3,2,5,1,0,2,0,2,1,1,2,2,0,0,4,2,11,8,0,1,0,0,0.0235141,0.0492248,0.027821,0.0246334,0.43123,0.019043227,0.14425359,0.132464,0.0781526,0.109863
"150",107283103,"transmembrane protein 238",571,339,533,423,205,321,189,371,248,220,277,604,219,268,300,203,192,199,429,188,410,400,409,298,371,434,421,745,337,190,83.317574,75.31289,95.8704,70.75985,30.8917,3.19709,3.13411,4.47175,11.8626,98.2841
"151",107283114,"centrosomal protein 290kDa",268,516,527,348,181,283,135,288,562,179,494,236,355,267,283,271,191,165,455,189,254,559,584,389,311,430,348,107,535,251,0.3780228,0.6810997,0.7970281,0.759079,0.9286434,1.030251,2.170161,2.86809922,1.3961118,0.8676132
"152",107283121,"dual specificity phosphatase 6",79,106,71,102,53,61,19,48,88,41,54,39,38,60,28,84,42,25,85,28,44,80,78,60,93,88,78,38,65,60,43.49169,47.67854,42.178098,50.05982,17.17139,8.886018,10.010928,35.7259,37.2601,19.0852
"153",107283122,"pleckstrin",99,117,206,219,34,57,66,129,261,18,219,76,94,41,215,64,23,155,263,89,76,109,106,135,93,177,126,78,81,466,0.165956,0.275383,0.197055,0.3126319,1.22527,0.676451,2.9387004,7.4894,5.92386,2.134278
"154",107283124,"transient receptor potential cation channel subfamily M member 1",40,24,40,26,21,25,43,34,31,30,34,27,26.64,27,40,26,72.01,25,35,52,32,58,30,63,52,34,31,13,35,9,0.2264006,0.1106264,0.114398009,0.1030263,0.0446191,0,0.000165402,0.219701635,0.040922239,0.008839958
"155",107283134,"regulatory factor X7",16,14,35,11,14,12,9,10,12,10,23,24,14,5,11,8,5,6,30,9,12,34,93,34,57,12,15,38,25,9,2.028323465,2.98081029,2.855157031,2.907741122,1.125111,0.2522938,0.9663858,1.549830004,2.94072,1.93513
"156",107283138,"WD repeat domain 72",29,135,185,68,45,49,10,74,90,25,127,74,71,45,50,48,29,15,118,33,43,76,162,80,81,115,36,14,107,26,0.0446208,1.966432,2.330365,2.106266,2.223827,9.331057,10.28564,0.37915,0.167136,0.1236173
"157",107283141,"myotubularin related protein 10",57,22.99,33,10,10,5,15,16,17,11,31,18,14,15,8,7,20,11,26,10,22,22,31,14,41,9,13,22,26,17,7.285881,5.93340035,6.246513,6.648833059,6.640116,2.179797,8.52096,18.1098,21.3625,17.6763
"158",107283146,"annexin A2",4338,16948,26161,4095,4357,9858,1978,4250,11221,3213,10206,15146,11111,4546,3618,4859,1402,1504,24324,6234,4914,14714,34031,10205,7590,8132,3913,2887,8179,3404,11.8367506,11.448594,11.9934504,11.5510222,52.19317,21.45795,41.55343,26.0132,38.2508,11.424344
"159",107283147,"RAR related orphan receptor A",390,63,90,173,286,117,213,188,244,184,99,124,42,241,363,171,394,211,164,172,179,50,100,96,188,68,209,383,168,499,16.8413645,14.601365,13.294873,13.63814,3.4041766,3.769838,6.7882642,4.57032,4.58527,4.439414
"160",107283154,"ADAM metallopeptidase domain 10",163,271,319,151,131,122,69,118,162,76,338,226,169,105,94,91,111,95,199,131,77,236,733,234,272,150,128,95,190,137,5.84364,8.003313,9.617973,6.34053,20.0220961,5.2760781,6.8157351,13.414637,13.678441,6.272158
"161",107283157,"zinc finger protein 280D",76,143,125,88,69,60,38,62,95,76,126,83,77,41,40,71,42,43,115,57,59,133,265,141,153,63,89,80,105,67,2.38298292,9.3392461,10.75125936,7.29122552,0.640861,0.180957,0.170867,4.998569,3.745962,3.153709
"162",107283162,"methylmalonyl-CoA epimerase",87,86,96,36,40,60,40,72,85,70,83,105,51,52.75,90,71,56,47,130,51.68,57,109,132,125,82,48,87,51,76,30,40.51307,33.12019,36.60262,32.26968,19.892858,27.235905,38.816269,231.451,257.759,87.4075
"163",107283168,"carbonic anhydrase XII",2,36,49,1,3,7,0,4,17,1,16,20,11,0,2,1,1,0,40,14,3,13,129,11,2,6,1,0,25,0,0.1773245,0,0,0.0160696,1.942457,0.0443453,0.156762,0.5391436,0.0750376,0.230167
"164",107283170,"ubiquitin specific peptidase 3",75,69,107,53,45,44,13,28,40,33,104,101,46,54,38,29,29,39,88,31,36,98,213,79,131,48,43,77,72,71,10.299216,10.390333,9.733944732,10.607749,16.46561705,6.1929157,8.9749115,7.85575763,10.1503469,7.22605
"165",107283172,"TBC1 domain family member 2B",5,3,1,3,5,3,5,5,4,3,9,4,2,5,0,4,1,5,11,5,5,4,29,8,10,3,4,8,7,3,10.596745,14.674003,13.75128,14.839456,10.84912,4.95251,9.427424,3.640372,6.01148,3.456419
"166",107283183,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone",998,866,893,718,446,780,234,316,527,320,612,1077,268,437,417,402,311,269,990,368,503,598,701,760,673,677,551,921,688,456,3.49596,3.76705,3.59576,3.775447,17.29648,13.71276,15.87292,33.8084,26.7132,11.9455
"167",107283185,"von Willebrand factor A domain containing 8",69,71,71,59,50,36,41,59,84,33,62,106,66,56,34,55,43,40,92,45,38,90,120,117,117,65,47,100,74,64,32.5959895,30.1179334,29.762103,31.0265741,3.378461,1.421525,4.370227,18.14144,28.741312,16.870202
"168",107283187,"A-kinase anchoring protein 11",12,28,42,5,10,14,5,19,41,11,48,12,36,10,8,18,13,13,33,17,4,71,136,73,41,21,21,18,44,10,2.7515452,2.7996864,2.6725256,3.1344855,1.15528,1.14771,1.70268,4.8596442,7.790554,2.70783
"169",107283190,"coiled-coil domain containing 122",0,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,6,0,0,1,1,0,2,0,1.012416,0.965056,1.379469,1.179502,0.989204,0.986861,1.056857,0,0,0
"170",107283192,"SEC24 homolog B, COPII coat complex component",355,683,676,408,255,293,170,231,406,176,454,226,319,175,285,288,220,196,548,246,197,390,814,445,389,479,433,72,490,334,8.621105,12.509316,15.883328,13.139341,11.32486,4.2600315,10.038105,11.60938,13.65103,9.99033
"171",107283198,"E74 like ETS transcription factor 1",167,233,272,165,91,85,55,154,123,72,231,185,145,91,75,82,81,60,233,91,107,174,358,190,265,193,136,111,136,113,4.13669,5.34558,5.0947186,5.6245056,11.548909,2.658037,7.840701,18.4938,19.16759,9.635739
"172",107283199,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",12,32,28,27,9,25,5,18,22,13,23,15,23,14,5,9,15,9,31,9,1,21,32,35,36,18,16,12,45,8,3.4683575,2.5244846,2.416409,2.1473937,1.865164,1.281651,1.672768,7.66292,7.33649,11.6102035
"173",107283200,"TSC22 domain family protein 1-like",2,5,8,3,2,1,1,7,4,1,5,11,8,0,1,2,0,3.99,9,2,6,8,9,5,4,2,1,2.99,13.99,2,53.5721516,26.1200744,26.7705521,25.7297766,22.66969,20.6221561,16.8886111,165.2215992,85.239887,42.9148087
"174",107283203,"general transcription factor IIF subunit 2",489,481,386,516,299,372,162,260,396,209,293,440,272,209,147,201,197,187,554,197,220,356,526,437,432,459,286,413,569,336,3.22554,4.52217,4.59138,4.54268,2.68319,3.4735,4.281345,36.5744,21.8465,16.3914
"175",107283204,"tumor protein, translationally-controlled 1",3571,2835,3160,2826,1735,2584,1205,1038,3360,865,1579,2534,1295,1704,1995,1225,1354,1079,2984,1290,1267,1779,1951,1947,3088,1968,1854,3900,1969,2402,1021.655536,1126.86694,1178.8544,1044.081776,3931.827831,3910.332724,6775.367301,7413.004,5647.31738,2450.9054
"176",107283211,"DnaJ heat shock protein family (Hsp40) member C15",38,35,22,47,18,31,9,32,22,8,66,15,18,14,24,18,14,29,66,16,37,33,44,47,45,32,17,66,27,31,5.036377,5.94363,5.73319,5.050738,8.27296,9.18564,17.48902,32.9179,14.97746,18.95937
"177",107283212,"laccase domain containing 1",15,70,128,39,35,45,5,16,47,5,82,90,44,20,7,33,7,3,105,8,16,97,90,63,51,212,20,8,59,9,5.387907,5.876642,6.157875,4.825909,0.773699,0.717751,0.8255327,12.662606,16.687476,5.568513
"178",107283216,"sidekick cell adhesion molecule 2",44,30,29,6,8,23,15,10,51,19,24,32,24,13,10,21,15,5,26,14,9,19,174,21,23,27,16,16,26,27,0.0496829,0.0816705,0.0900479,0.1496579,0.080872,0,0.071344,0,0,0.119837
"179",107283228,"AP2 associated kinase 1",272,84,154,145,134,75,132,123,143,117,89,157,56,107,202,108,169,108,143,123,72,64,199,104,221,111,145,379,109,220,4.2425158,4.7675897,6.5141445,7.3535318,4.2788857,0.28206291,1.5962331,9.61660373,13.49849233,9.82608
"180",107283232,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5",10,1,3,3,3,1,2,1,2,0,9,1,3,5,1,1,6,1,6,0,0,1,4,6,8,3,2,2,3,6,0.0134755,0.3761735,0.106344,0.169975,2.952248,0.1972284,0.7725321,0.0241816,0.191495,0.164101
"181",107283233,"tachykinin receptor 1",1,2,1,1,2,1,1,0,1,1,0,0,11,1,2,2,1,1,3,1,0,6,2,4,2,4,1,0,0,3,0.0342447,0.119031,0.184191,0.186356,0.0130656,0,0.0111468,2.23784,2.98913,0.786252
"182",107283235,"prenylcysteine oxidase 1",479,363,330,298,178,192,144,220,347,159,330,264,211,178,237,362,200,206,428,122,257,318,319,528,498,300,414,214,288,216,64.68935,64.011015,66.324881,57.112894,36.43865,4.58298,30.97999,130.088,204.6865,84.2975
"183",107283242,"chromosome unknown open reading frame, human C5orf63",33,84,200,91,47,49,15,29,110,14,96,88,69,29,14,41,43,34,167,37,46,69,139,181,75,89,52,49,134,43,1.928174,1.589493,0.741706,1.2189896,2.967275,0.87455539,3.027857,9.52532,2.8645,5.38343
"184",107283252,"annexin A4",399,1187,1176,26,280,490,96,390,409,110,1108,1022,1230,542,201,694,171,297,2615,370,701,2402,1795,2320,895,1149,592,178,1007,310,25.3276403,29.837029,27.203892,30.21315,80.98562,36.52023,57.0531,28.29655,33.58999,35.961176
"185",107283253,"membrane associated ring-CH-type finger 3",47,206,208,129,40,146,21,41,206,40,90,190,86,38,51,59,16,28,187,34,60,193,269,130,67,109,55,61,130,61,3.92674,3.23688,2.9660156,2.6850673,0.5485631,0.4818236,0.3165175,2.038632,1.856088,1.06353
"186",107283256,"tet methylcytosine dioxygenase 3",455,840,720,602,391,338,348,433,549,360,745,462,439,356,341,410,575,531.99,613,328,192,474,1590,263,863,533.91,629.98,507,769.92,560,2.850604,4.197198,4.4723,4.071468,1.307467,0.118043,0.657222,0.390867031,1.022725444,0.547923061
