"","X","gene","description","class","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","sg_1","sg_2","sg_3","sg_4","hrt_1","hr2_2","kidn_1","kidn_2","kidn_3","livr_1","livr_2","livr_3","Naja_vg_1","Naja_vg_2","Naja_vg_3","Naja_vg_4","Naja_vg_5","Naja_vg_6","Naja_liv_1","Naja_liv_2","Naja_kid_1","Naja_kid_2","Naja_pan_1","Naja_pan_2","Naja_sg_1"
"56",145,107282636,"mitochondrial ribosomal protein L10",NA,121,94,112.77,270.96,108.97,139,33,82,101,80.92,84.88,114.95,84,50,35.81,55,33,84.91,103.82,54,100,326.87,345,82,113,251,108.94,25.64,177,57,61,40,170.91,48,157,89.97,66,258.99,163.99,156.85,51.94,65,148.98,155,132.91,3.88,3.67,4.53,3.55,0.7,0.37,0.52,0.69,0.53,6.32,7.65,6.41,0,0,0,0,0.118899,0,0,0,0,0,0,0,0
"57",147,107282640,"mitochondrial ribosomal protein L45",NA,363,280,470,726,200,415,117,313,270,204,223,619,198,154,148,141,185,267,314,127,328,559,991,261,360,895,254,276,473,209,289,311,548,132,573,371,397,994,749,664,298,304,475,507,618,0,0.02,0.01,0.01,0.24,0.31,1.03,0.85,1.06,3.5,4.23,3.46,4.26945,4.16,6.67729,6.1499,8.34528,8.70489,9.91268,15.0275,11.8273,22.3765,5.07782,5.23528,20.1715
"58",148,107282641,"Rho GTPase activating protein 23",NA,25,63,82,50,40,100,16,69,53,67,77,100,35,37,27,27,35,70,42,27,47,130,412,32,51,75,37,33,130,21,36,22,125,262,117,40,31,81,49,37,12,41,44,32,76,0.13,0,0.03,0.06,14.79,14.95,109.98,111.43,112.59,5.56,10.12,4.78,4.00956,1.37639,5.27147,5.51309,10.1906,1.59094,2.79067,1.27543,2.67959,4.82549,1.20675,0.895801,8.19798
"59",149,107282642,"SRC kinase signaling inhibitor 1",NA,3,15,16,14,4,18,1,15,2,13,16,8,3,4,0,8,0,2,17,8,6,38,49,17,9,20,1,3,18,6,1,1,1,3,2,15,3,25,19,13,11,6,0,3,3,0.13,0,0,0.01,0.34,0.24,0.35,0.25,0.32,1.65,2.1,1.69,0,0,0.010527,0,0,0.466603,0.0385958,0,0.158981,3.28245,0.103562,0.23063,0.481536
"60",150,107282643,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6",NA,14,23,20,38,13,28,10,41,33,30,39,64,31,24,24,19,10,28,47,16,53,74,86,35,45,51,37,20,50,3,25,18,85,121,72,40,32,79,53,52,9,28,26,23,71,0.09,0.06,0.01,0.07,13.98,11.02,46.71,44.43,44.02,2.01,2.48,2.26,1.22682,0.647459,1.2771,2.41718,1.63385,1.32083,4.58793,1.78039,2.25464,6.0094,4.55205,2.18934,8.35911
"61",152,107282646,"CDGSH iron sulfur domain 3",NA,14,23,47,84,13,51,9,64,31,23,25,64,23,22,13,39,21,38,54,19,38,77,95,49,31,101,30,32,76,14,33,35,100,17,95,42,35,101,79,84,80,36,80,70,99,1.76,2.16,2.06,1.79,14.06,14.88,7.9,8.65,8.08,4.22,4.19,4.91,0.503201,1.14163,0.863293,0.783515,0.540035,5.09408,12.6606,3.4507,19.0922,34.4438,2.99484,4.39652,6.11293
"62",153,107282649,"lysine acetyltransferase 2A",NA,92,100,161,97,69,145,23,64,87,61,104,169,95,48,41,38,51,62,89,52,50,208,511,72,172,198,63,41,177,46,35,57,73,124,64,56,43,137,95,85,41,56,62,61,110,0,0,0,0,0.39,0.34,0.08,0.07,0.08,0.05,0.01,0.03,0.670152,0.0865265,1.21908,1.06892,1.52261,0.32324,2.19691,1.09413,1.96406,5.08886,2.31729,0.961944,5.00378
"63",154,107282654,"potassium voltage-gated channel modifier subfamily G member 4",NA,2,3,3,2,0,1,2,1,1,0,1,1,2,0,0,0,0,0,2,1,0,0,6,1,1,2,0,1,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0.07,0,0.65,0.02,145.42,139.65,1.43,1.71,1.46,1.26,1.29,1.73,0,0,0.0260477,0,0,0,0,0,0,0.176565,0.025625,0,0
"64",158,107282663,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",161,107282673,"pyridoxamine 5'-phosphate oxidase",NA,4,20,28,9,7,13,5,15,9,13,24,18,10,6,14,11,8,17,9,9,14,39,65,17,15,9,5,0,44,4,6,4,17,4,26,29,17,29,32,65,12,20,18,15,74,0.53,0.51,0.43,0.35,0.53,0.35,2.71,2.78,2.38,0.73,0.68,0.66,8.99105,30.0606,12.0837,11.6505,69.6489,9.67013,32.7887,16.0467,76.5247,99.2105,11.8287,7.09889,15.6133
"66",162,107282675,"leucine rich repeat containing 46",NA,13,20,12,37,1,13,1,58,21,16,39,19,30,10,7,31,1,7,35,15,57,114,38,35,11,69,9,3,28,3,7,1,6,4,8,10,19,126,76,109,3,1,1,9,21,6.04,5.37,4.62,4.37,4.54,3.49,22.8,26.59,21.72,11.86,8.45,12.04,0.306406,1.41522,0.827793,0.238918,0.648966,7.98173,0.945534,1.25917,3.75605,8.91297,0.768367,0.592353,4.23731
"67",163,107282677,"N-acetylglucosaminidase, alpha",NA,66,58,76,70,31,97,36,60,40,54,76,52,47,36,32,45,46,100,64,76,37,116,289,53,74,92,55,6,81,19,30,15,47,32,38,29,23,91,79,82,20,27,38,49,72,0.26,0.09,0.27,0.23,0.2,0.35,0.58,0.81,0.78,0.3,0.28,0.25,1.73355,0.0281825,2.14012,1.84318,1.61897,1.61433,2.44276,1.41075,1.7338,5.16902,0.83421,0.993494,7.83499
"68",168,107282727,"cysteine rich secretory protein LCCL domain containing 2",NA,65,197,129,22,13,76,24,12,31,40,68,58,66,50,40,57,42,19,75,40,21,78,97,71,92,106,58,16,51,10,31,232,54,164,27,49,30,17,30,8,34,27,5,6,7,3.74,5.79,4.48,3.78,24.95,22.7,30.06,30.13,29.35,17.1,21.05,17.41,7.46493,83.1856,13.54591,7.98129,14.39206,0.514637,6.394991,16.57114,4.484513,5.538047,5.303806,0.533691,16.0117
"69",170,107282747,"serine/threonine kinase 31",NA,0,10,11,8,5,14,0,10,6,3,13,9,2,0,8,1,0,4,6,4,8,17,43,27,1,22,0,0,20,0,0,7,3,73,0,0,0,2,3,0,0,2,0,0,2,0.23,0.01,0,0.01,31.54,26.41,5.85,6.28,4.94,0.09,0.54,0.09,0.0403378,0.366063,0.0145692,0.0591138,0.00692648,0,0,0,0.595367,0.39503,0.0143328,0.0132995,0.169876
"70",171,107282748,"WAP four-disulfide core domain 1",NA,24,105,89,11,6,31,3,8,86,11,6,109,53,10,20,12,5,3,37,12,5,83,158,41,29,95,18,29,67,3,2,858,14,80,81,21,14,14,32,40,1,1,0,3,9,2.86,6.01,2.84,3.9,1.01,0.82,0.3,0.18,0.36,0.17,0.29,0.18,1.29342,0.801898,1.17841,2.36079,5.74639,0.460873,0.918101,1.41632,1.72732,3.02874,1.07234,0.564749,1.05694
"71",172,107282749,"neuropeptide VF precursor",NA,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.22,0.32,0.09,5.11,3.65,6.88,5.52,6.51,0.96,0.91,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",174,107282756,"glycoprotein nmb",NA,81,185,128,81,13,72,26,46,104,22,112,162,749,42,55,27,37,49,426,41,197,259,207,135,101,50,80,11,196,26,9,24,21,69,34,27,11,88,154,21,21,2,11,5,69,0.2,0,0.76,0,0.09,0.13,0.94,1.07,0.99,0.1,0,0.09,1.20972,0.815272,2.91472,2.02624,4.6372,7.03892,3.38287,2.67135,8.40228,13.4492,3.77149,3.44127,10.2687
"73",175,107282760,"coiled-coil domain containing 126",NA,167,165,211,244,80,184,75,134,105,140,132,178,78,94,115,77,84,148,175,108,184,200,418,128,157,210,152,67,220,62,101,99,220,207,213,138,119,525,407,373,50,48,112,96,130,2.2,2.78,2.08,1.78,12.5,9.6,67.92,64.03,68.08,1.39,1.06,1.26,3.76718,11.5351,7.83942,5.93977,7.76083,10.1887,4.77574,4.18817,5.70093,12.8529,3.90313,2.3454,21.3941
"74",176,107282761,"family with sequence similarity 221 member A",NA,71,83,93,193,76,112,28,110,68,61,62,152,65,83,58,47,33,78,120,50,159,226,107.99,76.99,75,154,86,65,72,47,13,40,47,43,25,62,42,116,74,83,46,46,87,21,78,23.98,10.47,7.23,6.63,50.99,47.58,90.19,91.21,88.03,11.45,11.99,11.55,0.382757,4.32257,2.48379,0.359923,3.68054,3.02774,1.06439,1.12375,11.3764,16.5084,2.34828,1.64896,3.79008
"75",177,107282762,"membrane protein, palmitoylated 6",NA,26,58,87,64,12,131,7,70,97,16,88,92,47,19,30,18,15,37,62,28,58,243,505,51,24,161,25,8,124,20,28,22,91,84,81,56,34,323,162,169,41,51,113,59,134,3.55,13.09,1.52,2.36,0.13,0.07,65.86,60.28,66.18,0,0.4,0.09,0.0692857,0.0523969,0.250246,0.228456,0.523476,2.0879,1.51386,1.90051,1.2227,5.93704,0.615463,0.86806,3.25453
"76",178,107282763,"deafness, autosomal dominant 5",NA,91,134,218,89,17,38,4,13,90,11,67,153,37,20,29,17,13,39,72,21,45,130,450,79,87,140,48,4,61,71,125,123,296,118,191,44,42,110,94,64,30,77,119,93,166,0,0,0,0,0,0.02,0.29,0.32,0.42,0,0,0,0.190873,0.372262,0.38098,0.386453,1.50938,1.05956,0.372483,0.106179,0.13538,1.29124,0.449758,0.0927407,4.21441
"77",179,107282764,"oxysterol binding protein like 3",NA,77,469,726,267,93,323,37,293,303,107,463,299,269,132,151,121,88,186,313,195,313,1157,1984,443,193,486.99,223,37,990,78,205,103,525,568,594,703,723,1422,1414,1099,1247,1637,1169,2884,1063,126.48,138.89,140.5,118.76,59.59,44.99,109.2,102.53,108.66,99.99,109.48,100.29,0.5108287,1.306599,1.269418,0.877194,2.210106,3.106731,1.686215,0.567961,4.42727,4.81262,3.559847,1.837248,5.77127
"78",180,107282765,"cytochrome c",NA,4717,1781,2856,5400,2279,3384,473,1437,1609,1140,2138,2326,1673,1221,678,832,1083,1241,1976,630,1524,3177,3509,3641,3966,6909,1387,9520,8216,3155,15571,11703,10201,809,22320,1231,947,1432,1758,922,1698,574,806,546,499,142.92,157.73,146.82,140.02,35.59,33.32,51.58,55.77,53.52,15.88,17.06,17.76,32.0011,138.563,40.7965,24.7929,55.526,84.9071,29.0545,62.887,18.057,12.7257,8.8438,1.64784,55.5668
"79",182,107282769,"sorting nexin 10",NA,218,608,790,513,150,338,42,312,251,188,535,398,263,129,157,136,64,259,363,120,383,565,600,360,263,757,301,46,671,160,98,116,270,299,287,49,78,1003,1019,386,2593,496,2661,655,681,0.27,0.22,0.32,0.26,3.09,3.33,1.34,1.53,1.53,10.06,9.57,10.78,3.70539,0,12.8813,7.91896,13.6398,21.3726,2.50448,0.135985,0.346765,2.20495,1.15202,0.356322,22.2316
"80",183,107282770,"src kinase associated phosphoprotein 2",NA,112.94,211.99,266,216.89,67,171.98,51,130.97,141,83.11,126.95,143.52,116,66,70,81,60.44,123,142,107,130,272,580,156.98,115,355.99,123.93,10.33,236.86,58.94,91,122,239,308,266,248,194,609,696,509,137,190,259,314,300,4.47,5.17,5.59,4.63,68.03,68.79,30.36,32.45,31.16,21.83,23.26,22.84,1.64877,0,4.531,2.38996,11.3738,18.902,5.98042,3.03069,5.95727,9.62356,4.10088,0.827224,18.8567
"81",185,107282778,"secernin 1",NA,68,13,7,167,54,65,16,15,67,38,5,44,8,42,44,3,27,80,15,24,7,16,65,11,46,12,121,59,9,62,22,46,60,33,41,13,20,21,18,19,2,9,11,2,16,1.28,1.37,1.59,1.03,21.62,19.87,24.83,25.84,26.09,10.48,12.01,12.57,1.19426,0.387064,2.1567,1.56263,0.556613,0.642651,0.903685,0.515205,0.711635,1.67077,2.66729,2.13749,7.62702
"82",186,107282780,"pleckstrin homology domain containing A8",NA,157,207,186,368,115,254,83,135,177,174,101,294,93,107,132,118,136,165,167,155,195,195,559,147,189,234,184,73,212,152,139,129,309,111,223,169,172,605,348,325,325,301,500,387,602,9.25,13.59,8.5,8.99,415.87,374.08,502.46,472.89,506.19,215.75,212.9,203.39,2.10654,4.92128,4.12568,3.19577,9.92603,13.6906,16.318,10.5227,2.06579,4.85874,3.34538,2.96725,11.8413
"83",187,107282781,"interleukin 6",NA,12,12,15,44,8,11,5,21,5,19,25,35,6,9,8,7,16,24,13,4,27,17,23,14,8,34,15,8,16,7,0,15,7,6,2,0,1,3,7,2,0,0,0,2,2,1.63,0.85,1.61,1.46,2.12,1.87,9.04,10.01,10.25,2.16,1.54,2.93,0.0604295,0,1.06947,0.154976,0.217906,0.796697,0.560151,0.2129,0.814353,2.93429,0.150302,0.278932,2.87768
"84",191,107282787,"insulin like growth factor 2 mRNA binding protein 3",NA,2,49,46,8,6,20,1,3,19,1,27,14,10,1,11,6,3,0,18,9,4,70,171,32,28,13.98,11,0,33,0,1,6,8,24,5,10,13,47,26,17,2,7,5,0,7,0.15,0.16,0.19,0.18,5.5,4.49,6.02,6.16,6.17,2.55,2.29,2.7,0.141992,0,0.620077,0.364148,1.10161,0.510547,1.61533,0.704904,3.82699,6.9316,3.2106,2.59185,5.79576
"85",194,107282800,"TLR4 interactor with leucine-rich repeats",NA,21,32,25,25,14,26,2,10,27,20,28,36,14,24,18,13,5,9,41,3,14,28,81,29,50,43,29,4,41,24,50,80,43,18,62,12,13,19,18,12,6,4,8,4,5,0.77,0.49,1.2,0.64,7.38,7.77,11.48,12.44,11.86,2.75,3.68,3.47,0.131703,0,0.0532767,0.337762,0.0759864,0.104182,1.00107,0.417605,0.508788,1.86587,0.366885,0.133742,2.48481
"86",198,107282855,"cartilage oligomeric matrix protein",NA,4,20,22,19,11,7,3,10,18,11,11,7,2,3,7,14,2,1,15,1,3,7,7,44,21,22,27,20,15,8,1,1,0,13,3,0,1,0,1,2,0,0,0,1,0,15.53,17.58,16.02,15.15,11.87,9.49,132.19,122.94,128.56,199.18,191.87,206.18,0.365108,4.77999,1.23078,0.392662,0.599296,0.595225,0.236542,0.19364,0.273346,0.370048,0.273409,0.0815458,10.1044
"87",206,107282876,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",NA,494,666,776,786,405,580,291,400,756,403,586,545,496,350,256,344,318,272,873,266,453,793,680,541,622,827,455,1190,827,417,1233,1606,1415,183,2018,706,604,702,607,661,372,613,305,415,910,0.82,0.8,0.59,0.97,13.67,9.76,6.27,7.42,5.99,2.56,1.34,4.29,55.1469,126.568,90.5571,52.3308,109.448,113.677,333.607,316.971,249.882,316.21,93.0749,54.7576,142.866
"88",209,107282880,"peptidase (mitochondrial processing) beta",NA,600,311,309,203,342,238,123,156,243,224,305,648,200,268,234,278,211,232,391,221,188,510,750,369,490,127,372,656,319,353,160,253,194,189,176,850,731,626,481,439,303,873,381,336,597,0.09,0.06,0.08,0.19,0.16,0.3,2.9,2.52,2.93,0.71,0.62,0.78,14.0077,14.6166,27.1061,17.8928,87.1962,22.6405,78.6555,125.892,104.73,149.5,39.0948,34.5045,48.685
"89",210,107282882,"mitochondrial ribosomal protein L54",NA,222,109,109,194,157,79,127,123,180,147,91,160,112,240,181,171,201,155,145,96,158,127,105,126,157,139,156,752,102,177,270,383,272,38,326,173,131,181,133,106,216,261,143,159,198,0.09,0.22,0.14,0.06,2.01,0.85,4.77,3.58,5.25,0.9,0.86,1.12,16.1457,12.3078,33.9626,13.471,24.996,21.2863,88.6002,69.0184,40.0349,25.5796,24.8444,11.1292,19.1362
"90",211,107282883,"chromosome unknown open reading frame, human C19orf25",NA,20,20,14,11,26,11,9,20,16,22,24,28,12,18,11,33,17,21,13,28,5,6,38,23,44,3,12,24,11,1,3,0,3,9,2,4,1,2,4,2,3,6,1,8,0,3.74,3.47,5.41,5.63,4.05,4.32,1.99,2.44,2.53,1.59,2.54,1.84,8.64653,1.98434,14.4685,10.158,12.3604,4.44778,22.2379,7.46162,15.1264,12.8482,6.80606,3.11444,20.3156
"91",217,107282895,"protein phosphatase 2C like domain containing 1",NA,8,21,30,37,4,15,1,36,8,17,27,16,12,4,3,9,9,10,34,2,35,81,36,39,11,65,8,0,35,6,5,5,5,10,9,7,0,6,8,10,6,3,6,3,8,4.53,0.91,4.75,2.94,41.4,36.87,52.4,54.55,56.08,42.8,41.6,39.25,0.0770007,0.237778,0.146008,0.0658247,0.123405,3.67999,0.0297399,0,0.0576483,0.29325,0.0638395,0.0592371,1.22227
"92",218,107282896,"potassium voltage-gated channel subfamily H member 8",NA,0,4,3,2,0,2,0,4,3,2,1,10,5,0,1,0,2,1,3,2,0,16,74,4,2,4,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.47,16.43,18.15,17.28,52.35,56.14,74.67,82.22,75.66,27.65,27.18,31.67,0,0.14719,0,0,0.0334208,0,0,0,0,0,0.103735,0.128342,0.28373
"93",219,107282899,"shugoshin-like 1 (S. pombe)",NA,13,50,65,89,27,148,16,226,87,39,266,52,205,75,29,84,27,21,144,41,131,713,346,164,33,145,36,5,175,4,2,26,6,151,19,11,9,30,104,24,3,2,18,4,17,1.07,0.97,0.58,1.08,2.56,1.98,2.45,2.31,2.35,1.17,1.25,1.35,0.109119,2.71048,0.360767,0.430528,0.0302675,0.165994,0.311223,0.0295722,0.188525,0.191801,0.438421,0.0774884,1.52272
"94",220,107282900,"lysine acetyltransferase 2B",NA,31,130,107,112,19,119,12,91,63,76,77,86,34,32,44,31,34,53,48,36,72,157,220,57,63,105,47,25,168,27,60,73,142,135,147,147,80,270,205,273,66,71,62,63,119,0.23,0,0,0.23,1,0.73,1.16,1.22,1.03,0.06,0.52,0.11,1.30754,1.82657,1.19376,1.90951,3.29609,2.15482,2.52506,0.927725,3.67095,10.0112,3.11665,2.93388,11.1601
"95",221,107282902,"EF-hand domain family member B",NA,9,104,60,75,15,107,3,51,31,35,38,60,53,16,9,76,14,19,98,29,103,263,83,69,9,210,28,2,78,7,1,7,0,5,2,16,5,9,1,7,3,0,0,0,0,0.04,0.08,0.03,0.04,3.19,2.48,10.14,8.62,9.07,0.13,0.08,0.12,0,0,0.0306717,0,0,3.11886,1.6868,0.128223,1.58036,4.7819,0.844871,0.979952,1.23795
"96",222,107282904,"TBC1 domain family member 5",NA,81,170,142,150,41,133,53,97,117,112,205,109,83,72,70,55,84,130,100,89,97,270,461,84,124,116,116,34,220,31,79,63,183,287,140,294,219,413,351,337,175,157,189,194,260,0,0,0.02,0,0,0,0.07,0.04,0.13,0.18,0.14,0.05,3.14328,2.8642,3.38726,3.83236,7.4015,4.07614,4.17943,0.953104,7.34919,11.7011,5.1266,2.14065,13.6714
"97",223,107282905,"phospholipase C like 2",NA,6,56,57,45,20,109,7,59,45,35,119,40,45,22,27,32,11,11,59,16,26,136,98,71,68,123,47,3,156,3,66,71,138,172,148,25,31,66,77,33,9,25,37,42,43,0.03,0,0.02,0,0.06,0.12,0.11,0.13,0.11,0.17,0.08,0.08,0.279368,0.848995,0.614756,0.583782,0.36067,0.647964,0.671378,0.337196,0.232395,0.901401,0.952206,0.441779,2.0765
"98",224,107282907,"oxidoreductase NAD-binding domain containing 1",NA,71,119,129,186,69,128,23,90,59,64,69,150,60,54,65,27,22,68,85,45,97,142,288,34,69,246,59,44,129,51,36,49,103,41,103,71,95,193,146,114,33,62,76,106,64,0.09,0.17,0,0.07,53.44,47.3,32.64,33.6,32.19,16.42,16.58,19.63,1.6587,1.41003,2.05089,1.8009,3.9438,2.87318,1.23451,0.917091,1.49562,2.00576,0.84318,0.64268,4.61244
"99",225,107282909,"biotinidase",NA,1207.75,280.29,419.12,2077.07,707.59,587.18,320.15,795.36,430.15,1024.67,229.44,921.04,214.38,435.9,339,442.74,538.23,797.59,510,294.62,781.13,408.34,661.5,392.32,762.78,593.03,648.76,268.71,438.16,563.83,129.6,165.66,262.35,123.64,156,1218.9,1080.28,2904.37,1945.86,1098.88,2119.76,1547.57,2630.99,3285.49,1960.07,0.86,0.78,0.63,0.78,6.17,7.12,7.87,8.17,8.18,6.3,7.36,7.45,1.09217,0.431467,3.75042,2.38291,2.54718,6.28619,11.7483,3.733,12.3201,8.45082,5.37216,3.42357,12.9008
"100",227,107282911,"ankyrin repeat domain 28",NA,611,629,698,729,216,573,202,573,565,391,669,918,454,294,300,317,296,605,715,327,530,845,1719,641,741,855,515,86,855,396,428,307,636,660,626,647,428,1683,1409,1220,215,149,412,223,325,3.35,2.85,3.49,3,29.41,24.95,64.92,66.5,67.24,40.51,42.67,40.44,1.22358,2.09848,2.81959,1.80281,4.79654,2.47375,1.4943,1.06607,3.13994,6.45392,2.17569,1.82976,6.72988
"101",229,107282925,"KIAA2022 ortholog",NA,6.01,7.08,11,2,1,8,3.02,2,11.7,0,8,8,4.04,3,1,1.01,2,4,13,1,1,1,12,9,8,5.1,2,5.51,4,10,3,6,2,9.02,0,4,3,7,6,9,0,0,0,0,0,1.19,0.5,0.84,0.38,15.19,13.38,8.9,8.82,9.67,5.8,5.96,5.35,0.936586,0.457939,0.0128653,1.14924,0.037504,0,0,0,2.9487,2.93599,0.759392,0.140929,0.830819
"102",231,107282929,"ectodysplasin A",NA,1,3,3,1,2,0,0,1,1,2,2,0,1,1,1,0,1,0,3,0,1,1,6,1,0,2,1,1,3,1,8,2,3,2,3,0,1,2,0,0,0,1,0,0,0,11.2,5,8.68,7.92,4.72,3.8,7.29,8.13,7.05,2.24,2.61,1.99,2.84272,4.50785,3.31065,4.7656,6.15907,2.53197,1.40962,1.95096,2.5324,3.16875,2.18112,2.12489,6.85725
"103",234,107282932,"ring finger protein, LIM domain interacting",NA,118,88,111,86,55,48,31,40,107,42,80,100,42,53,50,53,52,48,85,52,33,68,140,70,130,91,60,182,91,146,45,55,34,88,38,108,56,157,102,82,56,77,61,65,97,0.2,0.45,0.16,0.19,4.3,4.38,22.43,21.38,21.84,0.58,0.58,0.5,7.6463,5.9835,10.9521,10.0495,19.6897,4.32745,8.68313,9.79003,10.4245,12.1859,5.53755,2.65132,18.6421
"104",236,107282951,"aryl hydrocarbon receptor",NA,244,569.99,448,476,123,348,114,285,322,169,276,233,228,127,132,154,129.79,234,428,175,204,481,678,378,302,675,250,115,456,218,285,283,353,298,294,366,324,830,708,478,419,312,423,362,394,0.32,0.13,0.12,0.14,1.46,1.3,8.11,8.41,10.15,10.11,10.64,8.78,2.07585,8.42557,4.04307,3.88175,6.28087,5.18443,8.1552,3.19353,10.0457,9.37221,6.47058,2.56579,10.4155
"105",237,107282955,"integrin subunit beta 8",NA,6,5,7,10,7,10,6,11,19,1,9,8,5,3,8,6,8,14,5,8,4,19,90,7,11,14,16,2,8,5,2,1,5,14,16,26,16,42,46,26,3,7,15,15,20,0.03,0,0.03,0,0.1,0.08,0.08,0.11,0.08,0.04,0.04,0.08,0.762776,0,2.1056,1.89631,1.50624,1.64186,0.0721484,0.0411329,6.32837,16.3626,1.18091,1.18559,8.41907
"106",238,107282956,"cell division cycle associated 7 like",NA,0,3,1,3,2,1,0,1,3,1,1,2,3,1,0,0,0,0,1,0,1,2,7,4,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.92,9.73,6.98,9.79,7,8.1,7.82,7.09,6.27,1.61,2.31,4.7,0,0,0,0.0411383,0,0,0,0,0.0360283,0.22909,0,0.0370213,0.218252
"107",240,107282960,"ankyrin repeat and MYND domain containing 2",NA,75,276,365,150,71,332,39,179,149,97,150,294,124,76,86,82,64,92,232,53,138,289,414,165,168,528,104,43,366,47,143,227,335,139,343,144,183,693,429,483,123,179,228,163,333,0.18,0.13,0.19,0.18,0.05,0.03,0.47,0.47,0.55,0.01,0.04,0.04,0.621343,1.53666,1.27172,0.990541,1.28319,1.40746,0.91174,0.857877,1.71884,2.9876,1.17548,0.697625,3.88967
"108",241,107282961,"basic leucine zipper and W2 domains 2",NA,33,126,159,46,38,137,12,33,72,21,71,141,32,21,26,20,15,32,67,30,45,112,274,51,57,201,37,7,93,20,161,140,426,101,360,112,94,567,208,276,44,64,128,58,113,0,0,0,0,0,0,0,0,0,0.53,0.48,0.29,1.84009,3.02918,2.95019,2.3883,6.08234,6.36074,1.82007,2.64849,2.24284,4.48671,3.76743,2.33055,6.41166
"109",242,107282962,"tetraspanin 13",NA,4599,886,964,5296,2138,1413,1656,2322,1108,2375,502,1739,367,1804,1731,1412,1364,2841,1496,1189,2591,938,2098,1325,2826,1841,2087,1052,1105,2095,76,117,109,288,69,1914,1977,13015,11494,6186,33,20,29,47,21,0.22,0.24,0.08,0.22,0.9,1.47,5.11,4.76,5.49,0.27,0.1,0.2,34.0811,20.7896,36.8902,55.9643,151.673,88.791,1.76547,1.22352,5.9166,20.8155,19.7261,12.7146,166.322
"110",245,107282965,"sorting nexin 13",NA,713,783,730,1144,484,783,314,677,441,634,521,449,402,395,359,293,401,785,549,372,518,854,1807,437,827,894,656,160,994,365,659,492,954,584,1064,935,656,2244,1414,1387,541,387,675,449,581,1.18,1.68,0.44,1.23,36.84,30.55,37.2,40.73,38.87,37.14,37.02,38.3,1.41814,7.7095,2.52287,3.18736,3.57396,4.81491,1.9062,1.31836,2.62991,6.43868,3.10241,2.75945,8.2715
"111",246,107282966,"TWIST neighbor",NA,173,204,274,291,95,256,33,134,209,108,156,359,80,97,107,78,81,102,179,83,158,277,421,192,233,359,129,133,330,148,244,305,365,216,483,201,204,434,448,376,130,129,131,146,221,0,0,0,0,0.11,0.35,2.26,1.43,1.61,0.55,1.39,0.44,2.2587,15.8517,4.83633,2.868,5.08496,4.02544,2.69385,3.20122,3.17274,5.5269,2.10443,1.90178,5.20536
"112",247,107282967,"metastasis associated in colon cancer 1",NA,136,213,320,202,42,138,68,209,167,116,230,215,128,83,91,95,101,161,144,103,147,319,623,208,130,257,104,27,338,80,22,10,28,21,39,78,84,239,144,221,79,113,180,59,140,0,0,0,0,0,0.04,0.19,0.06,0.1,0.02,0.02,0.02,0.587165,0.169543,1.22809,1.04039,1.45644,1.26673,0.0247396,0.00940297,2.19397,4.48249,1.10195,0.94859,5.62853
"113",248,107282968,"Sp4 transcription factor",NA,12,42,35,4,9,27,5,11,21,8,15,26,11,13,4,4,7,4,34,13,5,15,59,13,41,25,20,3,32,5,32,46,58,83,58,26,17,41,22,19,8,21,9,14,50,4.25,4.66,4.38,3.04,5.93,6.33,61.59,68.62,61.61,70.58,66.63,78.43,0.106524,0,0.073451,0.397365,0.954482,0.319183,0.852775,0.409415,0.50026,2.95967,1.99917,1.56449,2.39363
