"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"101",107282925,"KIAA2022 ortholog",6.01,7.08,11,2,1,8,3.02,2,11.7,0,8,8,4.04,3,1,1.01,2,4,13,1,1,1,12,9,8,5.1,2,5.51,4,10,0.0215657,0.0132394,0.0194945,0.00658444,0,0.0293946,0,0,0
"102",107282929,"ectodysplasin A",1,3,3,1,2,0,0,1,1,2,2,0,1,1,1,0,1,0,3,0,1,1,6,1,0,2,1,1,3,1,0.893756198,0.946407053,0.763895636,2.236321895,3.449941414,2.904002,0.399908,0.633649,0.67931
"103",107282932,"ring finger protein, LIM domain interacting",118,88,111,86,55,48,31,40,107,42,80,100,42,53,50,53,52,48,85,52,33,68,140,70,130,91,60,182,91,146,3.200064,2.1680866,2.310282,2.596912,2.710968,2.585247,1.17833,5.862888,0
"104",107282951,"aryl hydrocarbon receptor",244,569.99,448,476,123,348,114,285,322,169,276,233,228,127,132,154,129.79,234,428,175,204,481,678,378,302,675,250,115,456,218,1.694086,1.3921746,1.5224555,3.763745,6.75175,8.0845265,1.9079606,4.02396,7.02359
"105",107282955,"integrin subunit beta 8",6,5,7,10,7,10,6,11,19,1,9,8,5,3,8,6,8,14,5,8,4,19,90,7,11,14,16,2,8,5,0.3571931,0.2551081,0.2683602,1.2004847,1.057066,1.053553,0.138302,1.1873982,5.159907
"106",107282956,"cell division cycle associated 7 like",0,3,1,3,2,1,0,1,3,1,1,2,3,1,0,0,0,0,1,0,1,2,7,4,2,1,0,0,2,0,0.14343,0.0512607,0.070677,9.595244,12.002,13.0002,1.3672007,2.375578,7.84013
"107",107282960,"ankyrin repeat and MYND domain containing 2",75,276,365,150,71,332,39,179,149,97,150,294,124,76,86,82,64,92,232,53,138,289,414,165,168,528,104,43,366,47,4.6494845,4.023661,3.9031458,6.832985,11.009747,9.869149,17.074,36.1085,74.7195
"108",107282961,"basic leucine zipper and W2 domains 2",33,126,159,46,38,137,12,33,72,21,71,141,32,21,26,20,15,32,67,30,45,112,274,51,57,201,37,7,93,20,41.991129,36.1245816,35.666253,25.3270243,111.64358,100.12677,77.8350676,186.358282,157.44885
"109",107282962,"tetraspanin 13",4599,886,964,5296,2138,1413,1656,2322,1108,2375,502,1739,367,1804,1731,1412,1364,2841,1496,1189,2591,938,2098,1325,2826,1841,2087,1052,1105,2095,32.160623,47.7586438,43.92526,12.9469,8.2872,4.56823,51.9618,54.1,142.714
"110",107282965,"sorting nexin 13",713,783,730,1144,484,783,314,677,441,634,521,449,402,395,359,293,401,785,549,372,518,854,1807,437,827,894,656,160,994,365,11.277568,7.871944,6.8523941,4.642023,4.6654303,7.185207,1.595945,7.208557,12.4279675
"111",107282966,"TWIST neighbor",173,204,274,291,95,256,33,134,209,108,156,359,80,97,107,78,81,102,179,83,158,277,421,192,233,359,129,133,330,148,3.5476,7.570729,6.769088,1.41369,1.5812,1.70569,1.55782,3.75817,12.9285
"112",107282967,"metastasis associated in colon cancer 1",136,213,320,202,42,138,68,209,167,116,230,215,128,83,91,95,101,161,144,103,147,319,623,208,130,257,104,27,338,80,0.0716212,0.0412879,0.0207724,0.285883,0.2094219,0.500871,0,0,0
"113",107282968,"Sp4 transcription factor",12,42,35,4,9,27,5,11,21,8,15,26,11,13,4,4,7,4,34,13,5,15,59,13,41,25,20,3,32,5,2.55452,2.363458,2.3403,0.534277,1.2046294,1.558453,0.438301,2.22316,5.22146
"114",107282969,"cyclin J",22,18,19,6,8,19,6,5,17,5,10,9,12,8,9,14,14,8,23,8,7,9,39,11,14,21,7,3,13,1,2.876556,2.459932,2.53163,0.6242868,0.610743,1.205327,0.292953,1.57816,1.27832
"115",107282970,"dynein, axonemal, heavy chain 11",39,273,264.99,405,62,353,9,154,168,77,124.98,165,60,23,9,92,38,50,282,78,145,597,455,256,74,616,44.99,15,323,29,0,0.0421305,0.0570513,1.21102897,2.965982323,2.47057,0.189938,0.07936,0.781187
"116",107282978,"B-TFIID TATA-box binding protein associated factor 1",379,527,529,320,206,282,135,253,408,159,556,288,304,218,221,221,218,236,441,186,190,421,842,379,494,562,370,183,347,340,2.3628291,1.68551556,1.5998674,4.341617,4.4621537,3.902057,0.616284,2.09319,2.182313
"117",107282981,"neural precursor cell expressed, developmentally down-regulated 9",1064,603,457,183,285,657,192,202,310,461,571,953,444,309,334,235,357,290,559,341,180,855,1654,376,1058,520,338,83,745,235,9.06805,7.593798,9.626336,17.49078,13.52599639,13.879481,9.8703,13.175144,32.70846
"118",107282982,"ELOVL fatty acid elongase 2",0,1,2,2,0,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,1,0,1,1,5,1,0,0,2,0.0452562,0.00786119,0.03307916,0.520931,0.582655,0.719817,0.117394,0.847667,0.105455
"119",107282987,"male germ cell associated kinase",439,613,585,459,178,498,109,282,291,150,449,303,466,164,110,304,182,104,689,316,300,1156,564,770,340,817,295,22,344,122,0.0199168,0.1535741,0.10863547,0.289005,0.215499,0.163042,0.00803592,0.219329,0.1282293
"120",107282989,"zinc finger protein 518A",210,368,411,241,133,239,95,127,300,111,307,105,187,179,119,149,140,188,252,136,114,279,513,260,278,269,257,66,285,121,0.694463,0.48151,0.750989,0.8972086,1.107534,0.963738,0.315729,1.19382,3.67076
"121",107282992,"eukaryotic translation elongation factor 1 epsilon 1",3075,810,1091,1523,1422,751,316,796,795,414,1051,1149,712,900,388,506,510,440,1338,366,675,996,948,1136,2031,1273,882,1136,1105,891,3.188345,2.602873,2.509577,5.506615,5.50045,4.524818,12.96698,20.264168,96.4488
"122",107282993,"biogenesis of lysosomal organelles complex 1 subunit 5",156,514,514,232,139,241,66,103,223,95,249,392,156,106,141,106,149,85,416,126,122,361,398,325,179,345,180,87,237,130,2.97635,2.50409,2.9239164,2.219641,1.753014,1.617171,10.9493,14.88119,58.9115
"123",107282996,"oligosaccharyltransferase complex subunit (non-catalytic)",4116,735,1064,2197,2092,794,1671,1376,1725,1395,1049,1108,711,1854,1219,1717,1787,1863,1352,1339,1555,1029,1479,1306,2462,1100,2215,1963,853,1521,22.2087078,18.735195,16.3123031,9.183519,9.72779,7.354835,10.3091,14.6854,74.32412
"124",107282998,"RIO kinase 1",727,536,689,426,339,282,101,248,471,216,491,575,338,314,217,187,289,232,434,167,190,408,623,558,607,520,450,243,676,413,5.3758126,4.6616552,4.6391428,4.113739,3.488846,3.33103,3.15631,8.1754,16.3966
"125",107283003,"ras responsive element binding protein 1",70,84,69,56,65,38,53,69,74,52,107,50,45,80,56,56,55,66,61,61,47,89,125,60,107,50,88,70,79,53,6.5504192,7.722278,7.9233579,6.528445,12.72964,12.55102501,0.703496065,5.79343,7.54229
"126",107283006,"coagulation factor XIII A chain",140,280,381,156,51,56,13,36,109,33,123,60,114,97,53,31,78,51,135,116,28,100,275,348,163,114,155,25,134,38,5.979802028,4.599363386,4.53839612,2.23805,12.91559,12.822588,0.828787,4.0814,3.31119
"127",107283007,"phenylalanyl-tRNA synthetase 2, mitochondrial",156,179,203,138,78,89,31,90,141,97,167,131,115,89,122,95,105,89,206,143,87,150,219,172,143,139,119,71,147,97,39.143411,34.8067797,34.7313595,6.8853551,12.9185422,12.2698909,9.8863578,15.2085164,30.93988
"128",107283009,"ribonuclease P/MRP 40kDa subunit",74,121,169,65,56,39,36,49,72,29,51,100,69,45,46,55,28,12,89,46,31,101,99,146,78,122,35,93,40,87,2.115281,1.8944788,2.0495946,1.635175,1.075898,1.46136652,2.7851159,4.4771047,4.145833
"129",107283011,"endothelin 1",4,5,1,9,0,6,0,4,6,2,6,4,0,4,3,1,2,0,19,1,2,11,7,6,3,4,5,4,5,10,1.56406,1.26728,1.44037,2.81443,0.35976,0.538469,0.334604,0.606789,1.53103
"130",107283014,"neuritin 1",2,0,3,0,1,10,0,1,2,0,3,0,1,1,2,1,1,2,1,4,0,4,4,1,2,1,3,0,4,0,2.504314,3.4610521,4.5487025,20.63357,10.05752,7.259712,7.67205,4.05216,10.1192
"131",107283018,"deiodinase, iodothyronine, type I",2,2,4,1,1,3,0,2,2,0,1,2,1,1,7,1,1,0,2,1,3,2,3,3,5,3,0,2,0,0,0.0795765,0,0.0681688,0,0.6868409,0.0772141,0.0401228,0.335603,0.129607
"132",107283021,"family with sequence similarity 159 member A",0,5,5,3,0,3,0,1,1,0,7,3,3,1,0,0,0,1,7,0,1,3,4,2,0,2,2,0,1,0,0.168521,0.426991,0.149698,0.6392184,2.836254,2.539058,15.3127,21.7765,132.662
"133",107283031,"transcription elongation factor A N-terminal and central domain containing 2",178,141,175,140,107,86,38,90,222,69,152,178,127,67,57,78,59,87,181,64,106,203,214,240,195,193,154,82,219,172,3.593415,4.6357089,4.8155472,1.2703981,2.481794177,1.479422,5.1158,8.53001,14.04624
"134",107283033,"leucine rich repeat containing 42",154,109,192,107,26,144.95,31,17,180,22,44,73,86,50,75,54,74,102,125,40,35,111,102,61.75,45,220,182,115,32,220,3.859152,2.834635,3.737415,6.369532,5.93646,7.28766,4.7247,7.555888,27.33685
"135",107283035,"heat shock protein family B (small) member 11",95,81,101,150,72,51,16,128,101,40,97,82,151,63,43,145,47,58,137,40,107,275,111,187,96,207,87,97,82,44,1.729027,2.068023,1.192223,5.325224,4.075643,3.792739,10.2734,7.11226,4.81882
"136",107283040,"LDL receptor related protein 8",11,26,29,13,30,13,3,16,9,5,42,19,11,12,9,18,22,6,23,4,14,32,87,23,31,23,18,3,32,1,0.5123382,0.7749327,0.756173048,1.3200531,1.24983645,1.414437837,2.657712,3.169913,14.27859
"137",107283043,"podocan",19,84,96,16,12,48,8,17,56,16,54,18,46,33,44,32,25,8,123,26,29,92,60.99,84,58,60,69,5,36,14,24.009199,50.45871,49.46082011,60.75368,100.9061,105.9396,5.12343,19.1628,10.2164
"138",107283044,"sterol carrier protein 2",1927,2587,4441,1835,1380,1637,783,1508,2404,1062,2086,2389,2051,1301,1356,1105,1167,932,3298,954,1511,2654,3130,2973,2099,2762,1872,668,2502,1225,158.069831,135.33595,130.72986,38.37871401,42.174288,41.099135,23.94081,25.44996,96.7311
"139",107283045,"enoyl-CoA hydratase domain containing 2",88,180,163,39,29,91,14,37,88,32,120,159,69,29,59,19,32,30,105,50,27,60,168,98,52,64,59,17,63,44,32.175183,37.340412,38.542488,85.728606,164.079137,161.721397,10.15068,58.36,88.4193
"140",107283050,"pre-mRNA processing factor 38A",1259,1344,1798,1214,875.34,1006,286,424,1129,386,974,1538.73,900,505,428,544,661,604,1677.28,511,510,1059,2018,1356,1468,1605,960,463,1024,737,3.3951505,2.2756787,1.9512914,9.248334,10.30537,10.93599,6.62635,7.2705,9.2563
"141",107283052,"coiled-coil and C2 domain containing 1B",113,175,189,121,76,113,56,121,150,89,185,107,148,83,83,112,141,102,200,105,66,169,378,160,177,119,100,67,99,98,6.97519,9.970884,9.882109,9.106931,9.408754,8.265391,4.578694,7.76707,12.315319
"142",107283055,"thioredoxin domain containing 12 (endoplasmic reticulum)",2634,250,307,758,737,223,1423,744,422,654,333,764,209,653,913,366,491,824,360,347,659,290,402,298,1336,332,774,300,208,600,9.325657,8.7021397,8.0884071,14.118237,11.823487,11.719373,25.10105,45.6083,151.3651
"143",107283057,"nardilysin convertase",1464,1308.98,1608,776,884,979,455,561,771,589,1265,801,773,698,582,454.98,789,772,1009,731,502.99,1187,2466.98,1129,1679.98,1020,928,415,1381,725,58.797466,37.77366,44.327773,79.41368196,56.047148,45.27335124,11.217182,20.704909,16.495693
"144",107283060,"ring finger protein 11",1946,1747.99,2466,1316,894,992,555,650,1181,500,851,1542,925,724,854,671,787,827,1603,852,643,942,2741,767,1582,1494,1400,559,828,931,30.44177,21.60485,19.81295,32.1377,45.95648,61.70107,65.7155,120.593,636.92165
"145",107283061,"Fas associated factor 1",257,205,176,170,191,130,62,73,137,80,236,143,121,85,100,82,74,131,184,87,103,176,226,217,358,166,134,59,240,156,6.9237,9.3463,18.04655,19.28602,19.74505,21.25696,27.3286,41.964425,138.724
"146",107283064,"WD repeat domain 92",587,1334,1201,854,346,990,239,697,772,479,848,556,626,405,503,680,589,416,1415,643,596,1174,861,1120,798,1096,678,152,1216,243,3.64066,4.04311,4.56629,2.421387,3.106711,3.184091,4.31282,6.20439,12.6866
"147",107283067,"solute carrier family 1 (glutamate transporter), member 7",0,5,4,1,0,0,2,3,2,2,5,6,4,2,1,2,0,0,2,0,0,0,9,5,7,12,0,0,1,0,0.690209,1.360792,1.283874,1.1052911,1.99993,2.82645,0.3152611,0.912481,0.973021
"148",107283068,"cytochrome c oxidase assembly factor 7",292,226,281,337,179,153,68,186,274,115,236,204,232,156,142,176,141,131,277,96,179,346,277,229,280,358,191,187,291,171,7.63537,6.641829,6.2155,3.35197,7.35825,7.915,2.02203,4.63883,18.96
"149",107283075,"beaded filament structural protein 1",2,7,4,1,1,4,0,0,3,2,5,1,0,2,0,2,1,1,2,2,0,0,4,2,11,8,0,1,0,0,0.1214,0.130073,0.177879,0.35345,0,0.535667,0.158625,0.197789,0.742196
"150",107283103,"transmembrane protein 238",571,339,533,423,205,321,189,371,248,220,277,604,219,268,300,203,192,199,429,188,410,400,409,298,371,434,421,745,337,190,1.665263,7.38486,4.85169,1.17168,0.87367,1.16237,0.0722747,10.3082,0.70458
"151",107283114,"centrosomal protein 290kDa",268,516,527,348,181,283,135,288,562,179,494,236,355,267,283,271,191,165,455,189,254,559,584,389,311,430,348,107,535,251,1.1970781,0.7305699,0.61498727,1.536251,1.025357,1.981459,0.22216065,0.3730296,1.56194505
"152",107283121,"dual specificity phosphatase 6",79,106,71,102,53,61,19,48,88,41,54,39,38,60,28,84,42,25,85,28,44,80,78,60,93,88,78,38,65,60,10.941768,16.64582,15.06683,11.198334,25.46104,22.24247,10.2307,14.6723,25.764
"153",107283122,"pleckstrin",99,117,206,219,34,57,66,129,261,18,219,76,94,41,215,64,23,155,263,89,76,109,106,135,93,177,126,78,81,466,1.020882,1.081217,1.175835,1.539944,0.628504,1.424565,0.28956,0.59953,1.207758
"154",107283124,"transient receptor potential cation channel subfamily M member 1",40,24,40,26,21,25,43,34,31,30,34,27,26.64,27,40,26,72.01,25,35,52,32,58,30,63,52,34,31,13,35,9,0.0370203,0.06086613,0.137298,0,0,0,0.078426263,0.066531286,0.184360152
"155",107283134,"regulatory factor X7",16,14,35,11,14,12,9,10,12,10,23,24,14,5,11,8,5,6,30,9,12,34,93,34,57,12,15,38,25,9,2.44987,1.785650701,1.796727632,1.485554,2.290233,1.731913,0.184173,2.290185,2.52193
"156",107283138,"WD repeat domain 72",29,135,185,68,45,49,10,74,90,25,127,74,71,45,50,48,29,15,118,33,43,76,162,80,81,115,36,14,107,26,0.241967351,0.197314533,0.167772172,0.812368,1.47902,1.10876,0.0829246,0.411464281,0.944635
"157",107283141,"myotubularin related protein 10",57,22.99,33,10,10,5,15,16,17,11,31,18,14,15,8,7,20,11,26,10,22,22,31,14,41,9,13,22,26,17,3.101225,2.82206,2.493543,5.259209,6.534264,5.824652,2.04797,7.94502,15.7348
"158",107283146,"annexin A2",4338,16948,26161,4095,4357,9858,1978,4250,11221,3213,10206,15146,11111,4546,3618,4859,1402,1504,24324,6234,4914,14714,34031,10205,7590,8132,3913,2887,8179,3404,47.584513,55.833901,53.189839,168.4284,111.7108,119.6543,69.1575841,65.956859,199.569609
"159",107283147,"RAR related orphan receptor A",390,63,90,173,286,117,213,188,244,184,99,124,42,241,363,171,394,211,164,172,179,50,100,96,188,68,209,383,168,499,5.883502,5.588035,5.321705,1.7459555,6.8959998,6.690099,0.120145,1.975534,2.18372
"160",107283154,"ADAM metallopeptidase domain 10",163,271,319,151,131,122,69,118,162,76,338,226,169,105,94,91,111,95,199,131,77,236,733,234,272,150,128,95,190,137,8.441279,5.6280678,5.825112,23.072399,14.790394,13.32019641,2.911699,4.454670334,16.1621622
"161",107283157,"zinc finger protein 280D",76,143,125,88,69,60,38,62,95,76,126,83,77,41,40,71,42,43,115,57,59,133,265,141,153,63,89,80,105,67,16.17365212,19.0299159,30.44011607,0.708679,1.45983,0.848348,0.733943,2.634143,7.135469
"162",107283162,"methylmalonyl-CoA epimerase",87,86,96,36,40,60,40,72,85,70,83,105,51,52.75,90,71,56,47,130,51.68,57,109,132,125,82,48,87,51,76,30,49.39283,53.08233,48.30287,9.266821,11.685117,15.54921,55.2441,76.8263,620.529
"163",107283168,"carbonic anhydrase XII",2,36,49,1,3,7,0,4,17,1,16,20,11,0,2,1,1,0,40,14,3,13,129,11,2,6,1,0,25,0,0.0206542,0,0.01843681,0.0117777,1.6125143,0.319766,0,0.357445,0
"164",107283170,"ubiquitin specific peptidase 3",75,69,107,53,45,44,13,28,40,33,104,101,46,54,38,29,29,39,88,31,36,98,213,79,131,48,43,77,72,71,6.7734982,4.693898,5.744365,8.301290173,4.16803104,7.789913791,1.644291,4.299371159,7.185202
"165",107283172,"TBC1 domain family member 2B",5,3,1,3,5,3,5,5,4,3,9,4,2,5,0,4,1,5,11,5,5,4,29,8,10,3,4,8,7,3,6.54628,5.560136,5.7731812,10.32166,9.692626,8.05602,1.266925,3.181413,3.403802
"166",107283183,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone",998,866,893,718,446,780,234,316,527,320,612,1077,268,437,417,402,311,269,990,368,503,598,701,760,673,677,551,921,688,456,8.69587,3.542574,3.94639,16.82895,9.64253,10.69048,12.0634,11.6159,75.4723
"167",107283185,"von Willebrand factor A domain containing 8",69,71,71,59,50,36,41,59,84,33,62,106,66,56,34,55,43,40,92,45,38,90,120,117,117,65,47,100,74,64,29.5672339,25.6844715,27.0712571,3.278288,6.21014,5.960043,3.773275,10.7173908,27.0047368
"168",107283187,"A-kinase anchoring protein 11",12,28,42,5,10,14,5,19,41,11,48,12,36,10,8,18,13,13,33,17,4,71,136,73,41,21,21,18,44,10,4.90426,3.0142694,3.4453573,2.33757,2.31032,2.43106,0.710423,3.78167,16.73491
"169",107283190,"coiled-coil domain containing 122",0,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,6,0,0,1,1,0,2,0,0.205839,0.3115175,0.2926928,1.450164,1.585256,1.042516,0,0,0.090993
"170",107283192,"SEC24 homolog B, COPII coat complex component",355,683,676,408,255,293,170,231,406,176,454,226,319,175,285,288,220,196,548,246,197,390,814,445,389,479,433,72,490,334,12.894703,16.139567,17.791382,3.892568,8.554183,8.347075,2.560905,7.796060053,10.7161
"171",107283198,"E74 like ETS transcription factor 1",167,233,272,165,91,85,55,154,123,72,231,185,145,91,75,82,81,60,233,91,107,174,358,190,265,193,136,111,136,113,4.378359,3.715154,3.614920302,13.00507684,11.75226,12.22874,3.078623,6.555622,14.982621
"172",107283199,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",12,32,28,27,9,25,5,18,22,13,23,15,23,14,5,9,15,9,31,9,1,21,32,35,36,18,16,12,45,8,1.6727,1.1754326,1.3113347,3.569123,0.9459988,2.546484,11.328095,14.8790408,30.66356
"173",107283200,"TSC22 domain family protein 1-like",2,5,8,3,2,1,1,7,4,1,5,11,8,0,1,2,0,3.99,9,2,6,8,9,5,4,2,1,2.99,13.99,2,133.5014716,99.308202,98.940674,101.357856,95.74561,91.30204,40.5535063,48.6825304,225.684114
"174",107283203,"general transcription factor IIF subunit 2",489,481,386,516,299,372,162,260,396,209,293,440,272,209,147,201,197,187,554,197,220,356,526,437,432,459,286,413,569,336,1.64011,2.09273,2.50577,4.394296,5.261491,4.854518,13.621,14.9715,135.764
"175",107283204,"tumor protein, translationally-controlled 1",3571,2835,3160,2826,1735,2584,1205,1038,3360,865,1579,2534,1295,1704,1995,1225,1354,1079,2984,1290,1267,1779,1951,1947,3088,1968,1854,3900,1969,2402,383.597789,570.629361,576.13984,3644.67211,2143.980693,2038.62877,1956.1042,2229.033,5489.385
"176",107283211,"DnaJ heat shock protein family (Hsp40) member C15",38,35,22,47,18,31,9,32,22,8,66,15,18,14,24,18,14,29,66,16,37,33,44,47,45,32,17,66,27,31,20.29264,14.46692,14.896047,6.96082,22.76777,22.55654,13.46104,20.56592,9.83582
"177",107283212,"laccase domain containing 1",15,70,128,39,35,45,5,16,47,5,82,90,44,20,7,33,7,3,105,8,16,97,90,63,51,212,20,8,59,9,1.8182954,1.369711,1.4607069,1.346787,0.662039,0.725745,1.4075132,2.72954,14.7180296
"178",107283216,"sidekick cell adhesion molecule 2",44,30,29,6,8,23,15,10,51,19,24,32,24,13,10,21,15,5,26,14,9,19,174,21,23,27,16,16,26,27,0.2288497,0.3340436,0.2819919,0.285004755,0.818938,1.127314,0.0959,0.891997,0.165132
"179",107283228,"AP2 associated kinase 1",272,84,154,145,134,75,132,123,143,117,89,157,56,107,202,108,169,108,143,123,72,64,199,104,221,111,145,379,109,220,10.864716,11.172312,11.533865,19.342724,36.217834,27.774512,10.6010087,54.208568,38.430457
"180",107283232,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5",10,1,3,3,3,1,2,1,2,0,9,1,3,5,1,1,6,1,6,0,0,1,4,6,8,3,2,2,3,6,0,0.356561,0.2797352,0.9751297,0.862619,0.6408684,0.738867,4.351856,2.1844324
"181",107283233,"tachykinin receptor 1",1,2,1,1,2,1,1,0,1,1,0,0,11,1,2,2,1,1,3,1,0,6,2,4,2,4,1,0,0,3,0.123966,0.150882,0.155897,0.137518,0.0683609,0.2194778,0,0.151185,0.940097
"182",107283235,"prenylcysteine oxidase 1",479,363,330,298,178,192,144,220,347,159,330,264,211,178,237,362,200,206,428,122,257,318,319,528,498,300,414,214,288,216,18.3642448,15.842245,14.764228,16.925877,24.24824,23.456629,8.89426,68.2412,123.1908
"183",107283242,"chromosome unknown open reading frame, human C5orf63",33,84,200,91,47,49,15,29,110,14,96,88,69,29,14,41,43,34,167,37,46,69,139,181,75,89,52,49,134,43,5.518364,3.044597,3.084027,2.503579,3.12838,3.689254,9.95731,9.43983,55.4427
"184",107283252,"annexin A4",399,1187,1176,26,280,490,96,390,409,110,1108,1022,1230,542,201,694,171,297,2615,370,701,2402,1795,2320,895,1149,592,178,1007,310,9.7651373,10.6586612,10.1529592,25.70734,16.55505,20.07568,6.271939,5.805104,15.39045
"185",107283253,"membrane associated ring-CH-type finger 3",47,206,208,129,40,146,21,41,206,40,90,190,86,38,51,59,16,28,187,34,60,193,269,130,67,109,55,61,130,61,4.5718923,6.6792018,6.79022378,19.8047,19.18198,15.89537,11.249418,12.06126,32.14176
"186",107283256,"tet methylcytosine dioxygenase 3",455,840,720,602,391,338,348,433,549,360,745,462,439,356,341,410,575,531.99,613,328,192,474,1590,263,863,533.91,629.98,507,769.92,560,2.745194,3.534343,3.958431,0.592126,0.843777,0.897607,0.0234315,0.243186,0.2696239
"187",107283260,"small nuclear ribonucleoprotein polypeptide G",655,263,485,682,376,315,157,227,509,192,352,315,374,294,153,221,236,225,442,156,241,465,614,376,405,540,274,1882,390,910,16.6683,19.891656,15.44629,107.81585,65.55909,42.90025,110.1463,116.3531,225.9816
"188",107283261,"transmembrane protein 150A",25,97,90,33,28,86,14,37,55,31,114,83,74,29,18,32,20,24,104,43,30,61,134,90,78,58,34,52,104,34,18.291912,29.281815,29.542886,9.835469,21.37334,14.22775,7.98178,12.2723,29.5437
"189",107283264,"lamin B1",181,392,460,237,201,261,80,203,287,151,829,421,665,163,111,166,101,143,322,251,176,807,1165,350,421,337,193,105,426,69,1.225449,1.037675,0.764945,1.312485,0.61545,1.26812783,3.41200608,4.89886101,9.6137857
"190",107283266,"NADH:ubiquinone oxidoreductase subunit A10",365,399,481,494,218,357,138,174,342,183,338,264,222,338,221,343,195,181,465,224,362,483,364,302,390,414,272,520,422,388,322.23428,342.867529,342.450229,122.4958928,191.463961,198.3420763,177.532,326.819,288.869
"191",107283272,"ubiquitin-fold modifier 1",4270,1840,2504,4930,2524,1285,1463,1709,2780,2092,1360,1872,1362,2581,1553,1514,3102,2519,2116,1251,1516,1427,3037,2181,2624,1876,2280,2998,2250,3329,10.51219,7.875638,8.9899072,7.646477,8.304499,6.209615,8.314535,6.802828,51.388691
