Pm_pro,Pm_geneid,Pm_description,target_id,cro_vg.un.,cro_vg_1,cro_vg_2,cro_vg_3(surrogate)
XP_015665961.1,107282663,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,crovir-protein-2653,0.62639,0.198979,0.3425,0.389289667
XP_015665962.1,107282664,insulin-like growth factor 2 mRNA-binding protein 1 isoform X1,crovir-protein-2649,0,0,0,0
XP_015665966.1,107282665,"malonyl-CoA decarboxylase, mitochondrial",crovir-protein-11445,4.7762,3.72692,4.34914,4.284086667
XP_015665967.1,107282667,homeobox protein Hox-B8 isoform X2,crovir-protein-2645,0,0,0,0
XP_015665970.1,107282670,homeobox protein Hox-B6,crovir-protein-2646,0,0,0,0
XP_015665973.1,107282673,pyridoxine-5\'-phosphate oxidase,crovir-protein-2630,1.42604,1.45281,1.40596,1.42827
XP_015665974.1,107282675,leucine-rich repeat-containing protein 46,crovir-protein-2634,0.76975,0.376025,0.476868,0.540881
XP_015665976.1,107282677,alpha-N-acetylglucosaminidase,crovir-protein-2606,2.89845,4.23611,4.45575,3.863436667
XP_015665986.1,107282686,zymogen granule membrane protein 16,crovir-protein-2995,2.11423,2.91684,6.28788,3.772983333
XP_015665996.1,107282695,histone H4,crovir-protein-2954,4.41681,14.2442,11.3096,9.990203333
XP_015665998.1,107282698,translational activator of cytochrome c oxidase 1,crovir-protein-2958,10.1881,8.81135,9.46072,9.486723333
XP_015666002.1,107282697,calcium-transporting ATPase type 2C member 2,crovir-protein-11436,59.9215,82.8635,86.7692,76.51806667
XP_015666012.1,107282707,coactosin-like protein,crovir-protein-11444,27.6296,4.46613,3.89624,11.99732333
XP_015666020.1,107282717,THO complex subunit 6 homolog,crovir-protein-3007,7.46879,4.67239,6.6114,6.25086
XP_015666021.1,107282718,uncharacterized protein LOC107282718,crovir-protein-3003,9.14031,6.7202,8.20318,8.02123
XP_015666023.1,107282716,ubiquitin carboxyl-terminal hydrolase 10,crovir-protein-11441,35.5171,30.4957,37.8731,34.62863333
XP_015666024.1,107282720,bolA-like protein 2,crovir-protein-2946,58.4163,50.3705,42.6917,50.49283333
XP_015666034.1,107282727,cysteine-rich secretory protein LCCL domain-containing 2,crovir-protein-11442,2.89603,0.654901,0.832907,1.461279333
XP_015666036.1,107282731,double C2-like domain-containing protein alpha,crovir-protein-2997,0,0.0751955,0.166755,0.080650167
XP_015666044.1,107282737,palmitoyltransferase ZDHHC7,crovir-protein-11438,14.1771,8.46181,12.0921,11.57700333
XP_015666050.1,107282747,serine/threonine-protein kinase 31,crovir-protein-2038,0,0,0.0341865,0.0113955
XP_015666051.1,107282749,pro-FMRFamide-related neuropeptide VF,crovir-protein-2031,0,0,0,0
XP_015666053.1,107282751,cyclic AMP-responsive element-binding protein 5-like,crovir-protein-2058,0,0,0,0
XP_015666054.1,107282748,WAP four-disulfide core domain protein 1,crovir-protein-11437,1.69604,0.669233,0.725198,1.030157
XP_015666056.1,107282754,hyccin isoform X1,crovir-protein-2023,0.613357,0.96003,1.07798,0.883789
XP_015666058.1,107282756,transmembrane glycoprotein NMB,crovir-protein-2021,8.87288,0.27151,0.150687,3.098359
XP_015666059.1,107282757,transformer-2 protein homolog alpha isoform X2,crovir-protein-2041,18.3123,25.2266,26.2473,23.26206667
XP_015666060.1,107282758,Fanconi anemia group F protein,crovir-protein-2039,13.8143,16.6493,19.6458,16.70313333
XP_015666062.1,107282761,protein FAM221A,crovir-protein-2037,0.536633,1.99876,2.0464,1.527264333
XP_015666063.1,107282762,MAGUK p55 subfamily member 6,crovir-protein-2042,0.321905,0.229151,0.186487,0.245847667
XP_015666065.1,107282759,MTOR-associated protein MEAK7,crovir-protein-11439,13.5964,14.7924,17.3768,15.2552
XP_015666066.1,107282763,gasdermin-E,crovir-protein-2043,0.380061,0.261484,0.287825,0.30979
XP_015666067.1,107282764,oxysterol-binding protein-related protein 3,crovir-protein-2044,1.5537,0.832695,1.20766,1.198018333
XP_015666069.1,107282765,cytochrome c,crovir-protein-2030,128.36,170.491,199.124,165.9916667
XP_015666077.1,107282769,sorting nexin-10,crovir-protein-2045,10.846,23.2655,26.9927,20.36806667
XP_015666078.1,107282767,kelch-like protein 36,crovir-protein-11440,1.26197,1.45577,1.22325,1.313663333
XP_015666079.1,107282770,src kinase-associated phosphoprotein 2,crovir-protein-2054,19.1141,13.6414,14.9427,15.8994
XP_015666080.1,107282771,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",crovir-protein-2062,77.5069,45.5444,50.9465,57.99926667
XP_015666083.1,107282773,juxtaposed with another zinc finger protein 1,crovir-protein-2061,1.54313,0.34116,0.374678,0.752989333
XP_015666084.2,107282774,cyclic AMP-responsive element-binding protein 5,crovir-protein-2064,0,0.0897261,0.165729,0.0851517
XP_015666087.1,107282777,beta-chimaerin,crovir-protein-2063,13.9563,14.9231,17.5362,15.47186667
XP_015666088.1,107282778,secernin-1,crovir-protein-2072,3.53749,3.76918,3.88426,3.73031
XP_015666092.1,107282780,pleckstrin homology domain-containing family A member 8,crovir-protein-2070,20.4778,22.8995,23.8312,22.40283333
XP_015666093.1,107282781,interleukin-6,crovir-protein-2017,0,4.27233,2.59864,2.290323333
XP_015666095.1,107282783,kelch-like protein 7,crovir-protein-2020,1.97085,4.13767,3.6015,3.236673333
XP_015666096.1,107282784,nucleoporin-like protein 2,crovir-protein-2019,2.55479,0.684016,1.1438,1.460868667
XP_015666097.1,107282785,mitochondrial assembly of ribosomal large subunit protein 1,crovir-protein-2022,13.3679,8.02447,10.3461,10.57949
XP_015666098.1,107282787,insulin-like growth factor 2 mRNA-binding protein 3,crovir-protein-2024,0,0.26779,0.148508,0.138766
XP_015666099.1,107282788,pro-neuropeptide Y,crovir-protein-2036,5.54961,0.351795,0.86553,2.255645
XP_015666100.1,107282789,homeobox protein Hox-A1,crovir-protein-2055,0,0.0353002,0,0.011766733
XP_015666102.1,107282790,homeobox protein Hox-A2,crovir-protein-2057,0,0,0,0
XP_015666103.1,107282791,homeobox protein Hox-A3 isoform X1,crovir-protein-2056,0.642698,0,0,0.214232667
XP_015666105.1,107282793,homeobox protein Hox-A6,crovir-protein-2052,0,0,0,0
XP_015666108.1,107282796,homeobox protein Hox-A11,crovir-protein-2049,0.511798,0,0,0.170599333
XP_015666109.1,107282798,homeobox protein Hox-A13,crovir-protein-2050,0,0,0,0
XP_015666110.1,107282799,homeobox even-skipped homolog protein 1,crovir-protein-2047,0,0,0,0
XP_015666112.1,107282797,BRI3-binding protein,crovir-protein-8754,6.04971,2.50353,3.09363,3.88229
XP_015666162.1,107282844,ephrin-A2,crovir-protein-6680,0.706806,0.075022,0,0.260609333
XP_015666165.1,107282847,PWWP domain-containing DNA repair factor 3A,crovir-protein-6720,1.07086,1.8366,0.997446,1.301635333
XP_015666167.2,107282849,adenomatous polyposis coli protein 2,crovir-protein-6836,0,0.00851041,0.00630402,0.004938143
XP_015666168.1,107282850,phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,crovir-protein-6688,1.2863,1.95632,3.04269,2.095103333
XP_015666169.1,107282851,cytokine receptor-like factor 1,crovir-protein-6689,78.1049,2.26016,8.89773,29.75426333
XP_015666172.1,107282855,cartilage oligomeric matrix protein,crovir-protein-6697,4.88852,0.137482,0.276199,1.767400333
XP_015666175.1,107282857,embryonic growth/differentiation factor 1,crovir-protein-2957,0,0,0.027814,0.009271333
XP_015666176.1,107282858,homer protein homolog 3,crovir-protein-6745,0.551642,0.231119,0.213688,0.332149667
XP_015666177.1,107282859,semaphorin-4D-like,crovir-protein-6743,0,0,0.0316724,0.010557467
XP_015666178.1,107282860,myocyte-specific enhancer factor 2B-like,crovir-protein-5875,0,0,0,0
XP_015666180.1,107282861,transmembrane protein 221,crovir-protein-6280,0,0,0.263321,0.087773667
XP_015666182.2,107282863,"LOW QUALITY PROTEIN: hyaluronan and proteoglycan link protein 4, partial",crovir-protein-6779,0,0,0.0143594,0.004786467
XP_015666185.1,107282866,uncharacterized membrane protein C19orf24 homolog,crovir-protein-6684,25.6215,14.2897,13.6308,17.84733333
XP_015666189.1,107282869,follistatin-related protein 3,crovir-protein-6687,6.94035,0,0.142566,2.360972
XP_015666190.1,107282870,CREB-regulated transcription coactivator 1,crovir-protein-6695,13.969,2.74953,2.80867,6.509066667
XP_015666191.1,107282871,coatomer subunit epsilon,crovir-protein-6744,309.587,306.011,347.716,321.1046667
XP_015666192.1,107282872,SURP and G-patch domain-containing protein 2,crovir-protein-6741,34.9099,34.8729,32.0899,33.95756667
XP_015666195.1,107282873,mitochondrial coenzyme A transporter SLC25A42,crovir-protein-12465,4.8491,10.0823,11.7788,8.9034
XP_015666198.1,107282876,"ATP synthase subunit delta, mitochondrial",crovir-protein-6682,224.73,144.459,157.012,175.4003333
XP_015666199.1,107282877,NADH dehydrogenase,crovir-protein-4283,149.512,84.755,91.1583,108.4751
XP_015666201.2,107282879,40S ribosomal protein S15,crovir-protein-5419,422.464,233.848,241.274,299.1953333
XP_015666203.1,107282882,"39S ribosomal protein L54, mitochondrial",crovir-protein-6718,37.3514,28.7196,31.7703,32.61376667
XP_015666204.1,107282883,UPF0449 protein C19orf25 homolog,crovir-protein-6717,15.9361,11.6328,14.0641,13.87766667
XP_015666205.1,107282880,mitochondrial-processing peptidase subunit beta,crovir-protein-17473,106.214,86.3097,90.9526,94.4921
XP_015666210.1,107282886,ceramide synthase 1,crovir-protein-6742,1.5732,0,0,0.5244
XP_015666211.1,107282887,probable ATP-dependent RNA helicase DDX49,crovir-protein-6740,22.6429,15.3243,17.8,18.58906667
XP_015666212.1,107282888,armadillo repeat-containing protein 6,crovir-protein-6678,19.1305,16.664,20.2025,18.66566667
XP_015666214.1,107282890,BLOC-1-related complex subunit 8,crovir-protein-6275,18.506,13.3536,15.5923,15.8173
XP_015666219.1,107282895,protein phosphatase 2C-like domain-containing protein 1,crovir-protein-2097,0.331735,0.625198,0.595925,0.517619333
XP_015666220.1,107282896,potassium voltage-gated channel subfamily H member 8,crovir-protein-2089,0,0,0,0
XP_015666221.1,107282898,vitelline membrane outer layer protein 1 homolog,crovir-protein-2083,6.40111,7.87612,12.2146,8.83061
XP_015666222.1,107282899,shugoshin 1,crovir-protein-2098,2.02378,1.11156,1.1356,1.423646667
XP_015666223.2,107282900,histone acetyltransferase KAT2B,crovir-protein-2096,1.58565,1.52189,1.63751,1.581683333
XP_015666226.1,107282902,EF-hand domain-containing family member B,crovir-protein-2099,0,0,0.0174922,0.005830733
XP_015666227.1,107282903,DNA-binding protein SATB1,crovir-protein-2084,1.24765,1.9951,2.90224,2.04833
XP_015666228.1,107282904,TBC1 domain family member 5,crovir-protein-2076,6.09282,8.33648,9.19873,7.87601
XP_015666229.1,107282905,inactive phospholipase C-like protein 2,crovir-protein-2075,0.434723,0.1359,0.176131,0.248918
XP_015666230.1,107282906,raftlin,crovir-protein-2073,2.46964,0.483202,0.536601,1.163147667
XP_015666231.1,107282907,oxidoreductase NAD-binding domain-containing protein 1,crovir-protein-2079,12.5577,11.2503,12.4626,12.0902
XP_015666234.1,107282909,biotinidase,crovir-protein-2078,41.9697,38.1495,39.8095,39.97623333
XP_015666235.1,107282910,2-hydroxyacyl-CoA lyase 1,crovir-protein-2080,7.39747,7.83633,9.14172,8.125173333
XP_015666242.1,107282915,"sulfide:quinone oxidoreductase, mitochondrial",crovir-protein-11234,20.4471,9.31006,10.8508,13.53598667
XP_015666243.1,107282919,pre-mRNA 3\'-end-processing factor FIP1-like,crovir-protein-42,0,0.0595682,0.351714,0.137094067
XP_015666245.1,107282921,ras-like protein family member 11A-like,crovir-protein-33,7.16991,1.53195,2.81984,3.840566667
XP_015666250.1,107282925,neurite extension and migration factor,crovir-protein-29,0.208115,0.0108417,0.0562261,0.0917276
XP_015666251.1,107282927,uracil phosphoribosyltransferase homolog,crovir-protein-5828,33.8061,22.3934,25.7651,27.32153333
XP_015666253.1,107282929,ectodysplasin-A,crovir-protein-572,3.63324,0.47323,1.04165,1.71604
XP_015666256.1,107282931,"monocarboxylate transporter 8, partial",crovir-protein-9894,10.275,3.14689,4.2668,5.89623
XP_015666257.1,107282932,E3 ubiquitin-protein ligase RLIM,crovir-protein-30,14.4071,13.3768,15.388,14.39063333
XP_015666258.1,107282933,"ATP-binding cassette sub-family B member 7, mitochondrial",crovir-protein-4629,5.46992,5.36862,6.17272,5.67042
XP_015666265.1,107282941,cadherin-18,crovir-protein-5415,0,0,0,0
XP_015666267.1,107282944,cadherin-18,crovir-protein-5416,0,0,0.0184053,0.0061351
XP_015666270.1,107282946,cadherin-10,crovir-protein-5412,0,0,0,0
XP_015666273.1,107282950,leucine-rich repeat-containing protein 72,crovir-protein-2001,0,0.0569992,0.0632423,0.0400805
XP_015666275.1,107282951,aryl hydrocarbon receptor,crovir-protein-1994,0.240968,1.41188,1.58554,1.079462667
XP_015666276.1,107282952,histone deacetylase 9,crovir-protein-1995,0.366448,0.34381,0.716646,0.475634667
XP_015666278.1,107282954,transmembrane protein 196,crovir-protein-2014,0,0,0,0
XP_015666279.2,107282955,integrin beta-8,crovir-protein-2011,0.783929,3.22888,3.09706,2.369956333
XP_015666280.1,107282956,cell division cycle-associated 7-like protein,crovir-protein-2028,0,0,0,0
XP_015666281.1,107282957,homeobox protein MOX-2,crovir-protein-1993,0,0.189753,0.504947,0.231566667
XP_015666284.1,107282960,ankyrin repeat and MYND domain-containing protein 2,crovir-protein-2005,8.11714,9.70217,11.7277,9.849003333
XP_015666285.1,107282961,basic leucine zipper and W2 domain-containing protein 2,crovir-protein-2002,4.14339,5.01415,5.98158,5.046373333
XP_015666287.1,107282962,tetraspanin-13,crovir-protein-2000,46.4254,73.442,79.2886,66.38533333
XP_015666288.1,107282963,anterior gradient protein 2 homolog,crovir-protein-2006,0.940996,0.90644,1.40844,1.085292
XP_015666289.1,107282964,anterior gradient protein 3,crovir-protein-2007,1.40997,0.772112,0,0.727360667
XP_015666291.1,107282966,DNA-directed RNA polymerase I subunit RPA43,crovir-protein-2010,7.54554,7.75476,9.6488,8.316366667
XP_015666292.1,107282967,metastasis-associated in colon cancer protein 1,crovir-protein-2015,1.06533,2.90605,2.79813,2.256503333
XP_015666294.1,107282970,"dynein heavy chain 11, axonemal",crovir-protein-2025,0,0,0,0
XP_015666296.1,107282972,D-ribitol-5-phosphate cytidylyltransferase,crovir-protein-2004,2.1411,2.24,2.26501,2.21537
XP_015666297.1,107282969,cyclin-J,crovir-protein-10372,0.40534,0.52136,0.699044,0.541914667
XP_015666306.1,107282979,zinc finger protein 40,crovir-protein-5324,1.6048,4.79686,5.59073,3.997463333
XP_015666309.1,107282978,TATA-binding protein-associated factor 172,crovir-protein-10369,1.55019,3.32483,3.79859,2.891203333
XP_015666310.1,107282982,elongation of very long chain fatty acids protein 2,crovir-protein-5333,0,0,0,0
XP_015666311.1,107282983,synaptonemal complex protein 2-like,crovir-protein-5335,0,0,0.0113883,0.0037961
XP_015666312.2,107282984,chorion-specific transcription factor GCMb,crovir-protein-5331,0,0,0,0
XP_015666313.1,107282985,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",crovir-protein-5337,0.385981,0.0403251,0.0298457,0.1520506
XP_015666314.1,107282986,"chromodomain Y-like protein, partial",crovir-protein-5356,6.22071,3.2998,4.10998,4.543496667
XP_015666315.1,107282987,serine/threonine-protein kinase MAK,crovir-protein-5332,0.107038,0.21191,0.223022,0.180656667
XP_015666316.1,107282988,transmembrane protein 14C,crovir-protein-5336,88.3592,35.1389,39.8091,54.43573333
XP_015666317.1,107282990,transcription factor AP-2-alpha,crovir-protein-5334,12.5064,11.0209,11.3295,11.61893333
XP_015666320.1,107282989,zinc finger protein 518A,crovir-protein-10370,1.17903,2.15554,1.85281,1.729126667
XP_015666321.1,107282992,eukaryotic translation elongation factor 1 epsilon-1,crovir-protein-5342,27.7228,31.1691,36.1371,31.67633333
XP_015666322.1,107282993,biogenesis of lysosome-related organelles complex 1 subunit 5,crovir-protein-5340,5.52053,3.78186,4.6242,4.642196667
XP_015666323.1,107282994,thioredoxin domain-containing protein 5,crovir-protein-5343,102.349,91.3635,100.198,97.97016667
XP_015666324.1,107282995,bone morphogenetic protein 6,crovir-protein-5347,1.00527,2.38417,2.74502,2.04482
XP_015666325.1,107282997,desmoplakin,crovir-protein-5346,8.22878,11.8501,12.7633,10.94739333
XP_015666326.1,107282998,serine/threonine-protein kinase RIO1,crovir-protein-5348,13.4289,17.0428,20.0321,16.8346
XP_015666330.1,107283003,ras-responsive element-binding protein 1,crovir-protein-5349,1.38768,2.91719,2.74951,2.35146
XP_015666331.1,107283000,B-cell linker protein,crovir-protein-10374,2.10459,0.285068,0.446611,0.945423
XP_015666333.1,107283005,lymphocyte antigen 86,crovir-protein-5350,17.2119,0.921653,2.41188,6.848477667
XP_015666334.1,107283006,coagulation factor XIII A chain,crovir-protein-5352,1.57763,0.0759042,0.0749451,0.576159767
XP_015666335.1,107283007,"phenylalanine--tRNA ligase, mitochondrial",crovir-protein-5355,16.4992,12.8384,13.3365,14.2247
XP_015666337.1,107283009,ribonuclease P protein subunit p40,crovir-protein-5354,2.63828,1.02207,1.69602,1.785456667
XP_015666338.1,107283011,endothelin-1,crovir-protein-5325,0.679779,0.118488,0.438371,0.412212667
XP_015666339.1,107283012,transmembrane protein 170B,crovir-protein-5329,0,0.157596,0.174721,0.110772333
XP_015666340.1,107283013,small integral membrane protein 13,crovir-protein-5328,2.28516,2.91844,3.02984,2.74448
XP_015666342.1,107283014,neuritin,crovir-protein-5351,2.71259,4.5307,4.50855,3.91728
XP_015666343.2,107283015,protein FAM151A,crovir-protein-5990,1.61681,2.97536,2.60695,2.399706667
XP_015666344.1,107283016,single-stranded DNA-binding protein 3,crovir-protein-7398,35.2862,14.6769,15.7103,21.89113333
XP_015666345.1,107283017,CUB domain-containing protein 2,crovir-protein-5998,0,0,0,0
XP_015666349.1,107283021,protein shisa-like-2A,crovir-protein-6022,0,0,0,0
XP_015666351.1,107283023,glutathione peroxidase 7,crovir-protein-6021,3.61302,1.08313,1.12824,1.941463333
XP_015666353.1,107283025,tetratricopeptide repeat protein 39A,crovir-protein-6034,0,0.0811157,0.0400043,0.040373333
XP_015666354.1,107283026,doublesex- and mab-3-related transcription factor A2,crovir-protein-6040,0,0,0,0
XP_015666355.1,107283027,acyl-coenzyme A thioesterase 11,crovir-protein-5994,8.59932,6.86744,6.30922,7.25866
