ens_gene,Pm_geneid,Pm_geneid2,slg_1,slg_2,smg_1,smg_2,pg_1,pg_2,
ENSMUSG00000030117,XP_015666175.1,107282857,0.584628,0.1636308,0,0.0949836,0.0449294,0.0595542,
ENSMUSG00000003573,XP_015666176.1,107282858,0.723947,0.377344,0.257683,0.3254517,0.1798094,0.2828415,
ENSMUSG00000079033,XP_015666178.1,107282860,0,0,0.0727705,0,0,0,
ENSMUSG00000043664,XP_015666180.1,107282861,0.0642691,0.0896026,0.15899,1.16244,0.121674,0.0271591,
ENSMUSG00000007594,XP_015666182.2,107282863,1.29878,0.939625,0.474381,0.331363,0.284326,0.221457,
ENSMUSG00000035595,XP_015666185.1,107282866,16.2461,13.7792,11.3899,10.5517,6.83276,4.60666,
ENSMUSG00000020325,XP_015666189.1,107282869,0.638289,0.261359,0.165481,0.4426513,0.284968,0.2543757,
ENSMUSG00000003575,XP_015666190.1,107282870,2.8071396,1.1358592,1.3808621,1.3147902,0.173740668,0.4986403,
ENSMUSG00000055681,XP_015666191.1,107282871,194.062998,317.365117,80.310434,188.557214,88.872032,83.86338518,
ENSMUSG00000036054,XP_015666192.1,107282872,0.7020085,2.1723409,1.3562014,1.81268872,0.509777411,0.1509501,
ENSMUSG00000002346,XP_015666195.1,107282873,1.2819881,1.39985211,1.15335232,2.2218785,0.6964682,0.709776,
ENSMUSG00000035621,XP_015666197.1,107282875,0.751642,0.22078,0.88534,0.928678,0.0878348,0.268735,
ENSMUSG00000003072,XP_015666198.1,107282876,137.687211,134.393943,55.250351,130.270441,57.842382,48.673489,
ENSMUSG00000020153,XP_015666199.1,107282877,121.044731,159.81724,93.96302,140.723388,78.804422,78.44973,
ENSMUSG00000020150,XP_015666200.1,107282878,1.90823,2.723873,0.382474374,0.337542,0.164908848,0.241551,
ENSMUSG00000034932,XP_015666203.1,107282882,168.65389,158.038411,34.253841,93.972893,33.339,26.31037,
ENSMUSG00000020133,XP_015666204.1,107282883,10.0532,9.5671,2.46473,4.44358,2.29873,1.86853,
ENSMUSG00000029017,XP_015666205.1,107282880,27.7008616,35.6199735,14.0105643,26.3093111,13.2292461,9.99786,
ENSMUSG00000068240,XP_015666208.1,107282884,10.281,6.02446,15.599,16.3942,5.15941,6.21494,
ENSMUSG00000058833,XP_015666209.1,107282885,62.721185,57.3966974,14.850035,33.153052,18.1982146,14.6688,
ENSMUSG00000057788,XP_015666211.1,107282887,8.8977478,8.861658,4.03381,9.606056,5.2351466,4.5957629,
ENSMUSG00000002343,XP_015666212.1,107282888,2.203658,2.311088,1.33869,1.729101,1.11089,0.83270124,
ENSMUSG00000002342,XP_015666213.1,107282889,7.846634,10.067272,2.35394,5.525634037,3.4702901,2.913477,
ENSMUSG00000002345,XP_015666214.1,107282890,11.51315,16.452059,8.94275,17.45721,9.394073,6.770154,
ENSMUSG00000071078,XP_015666216.1,107282892,12.1920817,10.1819673,4.90755,6.11729,2.952669,2.43093,
ENSMUSG00000020160,XP_015666217.1,107282893,16.563182,20.7009655,8.508503971,14.684838,9.050998,11.8149889,
ENSMUSG00000027210,XP_015666218.1,107282894,6.387392742,4.507638097,7.537185,8.40381132,7.7063722,7.2317002,
ENSMUSG00000044957,XP_015666219.1,107282895,0.112841,0.0144942,0,0,0.0602956,0,
ENSMUSG00000035580,XP_015666220.1,107282896,0.0109485,0,0,0,0,0,
ENSMUSG00000023940,XP_015666222.1,107282899,0.039192,0.2160675,0.0216886,0.146892,0.2337297,0.0111374,
ENSMUSG00000000708,XP_015666223.2,107282900,5.666036,4.10748,4.05669,6.81788,2.672694,2.318692,
ENSMUSG00000023931,XP_015666226.1,107282902,0.0595054,0.00905412,0,0.0255774,0.0432238,0,
ENSMUSG00000023927,XP_015666227.1,107282903,1.979991645,1.532339737,1.030441139,0.986259922,0.53089739,0.494208723,
ENSMUSG00000023923,XP_015666228.1,107282904,1.849108676,1.6482384,0.6089093,1.239356,0.4738623,0.48540447,
ENSMUSG00000038910,XP_015666229.1,107282905,0.235829,0.117158,0.429081,0.385822,0.0855537,0.0191637,
ENSMUSG00000039316,XP_015666230.1,107282906,0.2466691,0.1203192,0.272299,0.4229749,0.214751,0.1571814,
ENSMUSG00000021906,XP_015666231.1,107282907,7.725842,11.754069,2.4706131,9.8121905,3.1406324,2.1743521,
ENSMUSG00000021905,XP_015666232.1,107282908,32.663713,36.320159,18.69315,22.971733,14.133349,12.9008492,
ENSMUSG00000021900,XP_015666234.1,107282909,3.087036,3.924179,1.01546,3.102161,0.702964,0.628792,
ENSMUSG00000031326,XP_015666241.2,107282918,0,0,0,0,0,0,
ENSMUSG00000005803,XP_015666242.1,107282915,9.312661,9.6227621,5.099664,20.0402394,3.16716,2.374714,
ENSMUSG00000046449,XP_015666250.1,107282925,0.713805,0.459107,0.3788581,0.7973802,0.187056,0.1905284,
ENSMUSG00000073016,XP_015666251.1,107282927,0.240816,0.193402,0.0706979,0.334726,0.202766,0.0725461,
ENSMUSG00000059327,XP_015666253.1,107282929,0.303512938,0.197835006,0.094587782,0.158327979,0.162647293,0.153883024,
ENSMUSG00000031204,XP_015666255.1,107282930,0,0,0,0,0,0,
ENSMUSG00000033965,XP_015666256.1,107282931,3.904678,3.68601,2.21976,4.3796,0.409777,0.628016,
ENSMUSG00000056537,XP_015666257.1,107282932,3.969357,3.467117,1.216731,2.725453,0.6700634,0.7284393,
ENSMUSG00000031333,XP_015666258.1,107282933,2.372552,2.759897,0.598257,1.47759,0.492226,0.765351,
ENSMUSG00000033906,XP_015666263.1,107282940,0.101041,0.0761077,0.0420047,0.438297,0.00802487,0.0287743,
ENSMUSG00000040420,XP_015666267.1,107282944,0,0,0,0,0,0,
ENSMUSG00000022321,XP_015666270.1,107282946,0.1390995,0.0616643,0.0249848,0.1607593,0.0359592,0.0485929,
ENSMUSG00000020545,XP_015666273.1,107282950,0,0,0,0,0,0,
ENSMUSG00000019256,XP_015666275.1,107282951,0.434641,0.278955,0.47258,0.8764461,0.21509,0.2370987,
ENSMUSG00000004698,XP_015666276.1,107282952,0.1904663,0.0483904,0.0913483,0.2046354,0.0515081,0.1039635,
ENSMUSG00000046518,XP_015666277.1,107282953,0,0,0,0,0,0,
ENSMUSG00000048004,XP_015666278.1,107282954,0,0.0313805,0,0,0.132945,0,
ENSMUSG00000025321,XP_015666279.2,107282955,1.0221403,0.4722665,0.441709,0.3214311,0.2509128,0.1306065,
ENSMUSG00000021175,XP_015666280.1,107282956,0.666358664,0.620347,1.11808,1.090321,1.342812,0.946794,
ENSMUSG00000036144,XP_015666281.1,107282957,0.291139,0.0579143,0,0.163006,0.0592477,0.035333,
ENSMUSG00000036188,XP_015666284.1,107282960,5.8610021,8.4362387,3.0931419,4.8703374,3.2335923,2.9003068,
ENSMUSG00000020547,XP_015666285.1,107282961,8.3325085,11.6102263,5.038505,7.697511,5.437107,4.0331585,
ENSMUSG00000020577,XP_015666287.1,107282962,132.560217,155.5229028,24.446325,31.55578,21.37451,19.43836,
ENSMUSG00000020581,XP_015666288.1,107282963,89.092034,115.157195,11.824686,12.57,0.440826,0.260367,
ENSMUSG00000036231,XP_015666289.1,107282964,0,0,0,0,0,0,
ENSMUSG00000020561,XP_015666291.1,107282966,4.57039,4.9563776,2.726639,1.8328743,0.702497008,1.631691,
ENSMUSG00000041886,XP_015666292.1,107282967,0.554143,0.5422854,0.2417106,0.3886302,0.133168,0.031659,
ENSMUSG00000025323,XP_015666293.1,107282968,0.488639,0.3681468,0.202949,0.215752,0.40933,0.125127,
ENSMUSG00000043153,XP_015666296.1,107282972,0.3586432,0.249136761,0.300987,0.3403868,0.1858894,0.10822869,
ENSMUSG00000025010,XP_015666297.1,107282969,0.53196,0.3362254,0.287607,0.437078,0.105994,0.0738506,
ENSMUSG00000035799,XP_015666298.1,107282973,0.726518,0.154127,0.468943,0.432402,0.0897171,0,
ENSMUSG00000048562,XP_015666300.1,107282975,0.0209153,0.0218183,0.364926,0.0205338,0,0.00892603,
ENSMUSG00000021366,XP_015666306.1,107282979,1.44603012,0.6662402,0.955023,1.031671,0.268895,0.50137,
ENSMUSG00000058022,XP_015666307.2,107282980,1.352382,0.5692283,11.19994201,14.74416,15.390294,15.387113,
ENSMUSG00000040565,XP_015666309.1,107282978,1.2265542,1.0003517,1.4865886,0.8570008,0.400024,0.4138841,
ENSMUSG00000021364,XP_015666310.1,107282982,0,0,0,0.024431001,0,0,
ENSMUSG00000038651,XP_015666311.1,107282983,0,0,0,0,0,0,
ENSMUSG00000021362,XP_015666312.2,107282984,0.094658,0,0,0,0,0,
ENSMUSG00000021360,XP_015666313.1,107282985,2.99257289,3.2651554,1.0424397,1.2013933,0.2132996,0.0653772,
ENSMUSG00000059288,XP_015666314.1,107282986,0.897891,0.476502,1.173302,0.994588,0.234645,0.11675,
ENSMUSG00000021363,XP_015666315.1,107282987,0.0135066,0.014084,0.0112364,0.00663486,0,0.0139462,
ENSMUSG00000021359,XP_015666317.1,107282990,1.3650662,0.928938,3.4945847,1.8976157,1.0928167,0.8518871,
ENSMUSG00000049164,XP_015666320.1,107282989,1.902258,2.114148,0.520033,1.23454,0.1866365,0.266293,
ENSMUSG00000001707,XP_015666321.1,107282992,7.7268,7.059265,5.539592,6.426481,3.86611,2.383725,
ENSMUSG00000038982,XP_015666322.1,107282993,1.28452,1.526161,0.664294,0.832158,0.731117,0.525989,
ENSMUSG00000038991,XP_015666323.1,107282994,53.713558,43.641817,24.14076182,25.2765115,5.684245,5.617486,
ENSMUSG00000039004,XP_015666324.1,107282995,0.0395984,0.0830527,0.153387,0.103615,0.0912539,0.0675131,
ENSMUSG00000054889,XP_015666325.1,107282997,6.17161,5.18358,2.833742,7.81143,1.573245,1.762792,
ENSMUSG00000021428,XP_015666326.1,107282998,4.1952507,5.1786056,2.206671,4.6984608,2.6325591,1.4425226,
ENSMUSG00000039087,XP_015666330.1,107283003,2.2222955,1.631364888,0.8721069,1.846936003,0.5055935,0.482558681,
ENSMUSG00000061132,XP_015666331.1,107283000,2.3316311,1.769799761,2.694561,4.0321829,0.6356171,0.711408,
ENSMUSG00000021423,XP_015666333.1,107283005,7.2325769,3.0404113,5.1742395,7.617949,3.2935493,5.0307291,
ENSMUSG00000039109,XP_015666334.1,107283006,8.113892,1.960178,3.612825086,4.1075782,0.8412243,0.8965631,
ENSMUSG00000021420,XP_015666335.1,107283007,9.861573,8.951365,4.96874555,11.1990819,6.274232003,6.434953001,
ENSMUSG00000046573,XP_015666336.1,107283008,3.12371,3.60377,1.65644,2.1015,0.972896,1.03168,
ENSMUSG00000021418,XP_015666337.1,107283009,2.3114312,2.2974279,2.796681,1.466985,1.354724,0.8977923,
ENSMUSG00000021367,XP_015666338.1,107283011,1.87818,1.59865,1.447,2.88402,0.880222,0.806755,
ENSMUSG00000087370,XP_015666339.1,107283012,0.980777,1.573,0.480017,0.850271,0.317875,0.246672,
ENSMUSG00000091264,XP_015666340.1,107283013,0.689396,0.384145,0.433928,0.738353,0.169139,0.231806,
ENSMUSG00000039114,XP_015666342.1,107283014,0.381487,0.0221601,0.681663,0.369085,0.525117,0.3163303,
ENSMUSG00000034871,XP_015666343.2,107283015,0,0,0.069966,0,0,0,
ENSMUSG00000047636,XP_015666345.1,107283017,0.0317001,0.0220968,0,0,0,0,
ENSMUSG00000059816,XP_015666349.1,107283021,0,0,0,0,0,0,
ENSMUSG00000028597,XP_015666351.1,107283023,2.052951,1.04457,1.70881,2.15072,1.748731,0.540346,
ENSMUSG00000047143,XP_015666354.1,107283026,0.23064,0.103181,0,0,0,0,
ENSMUSG00000034853,XP_015666355.1,107283027,5.17571,5.510812,0.7817198,2.486539,0.6986612,1.3978923,
ENSMUSG00000028622,XP_015666356.1,107283029,11.6710665,11.4952953,3.174628,9.6656785,5.3760917,4.3600181,
ENSMUSG00000028621,XP_015666357.1,107283030,4.463052,7.3501933,2.3179049,4.3959413,1.563727,0.89334835,
ENSMUSG00000028619,XP_015666358.1,107283031,2.081651,3.592713,1.314973,1.9095781,3.011506,0.7468727,
ENSMUSG00000041084,XP_015666359.1,107282996,110.262993,139.873672,30.133116,55.539826,20.9598236,20.7684108,
ENSMUSG00000028617,XP_015666362.1,107283033,2.942392,2.38286,1.0049372,1.5241478,0.729657,0.8007877,
ENSMUSG00000063172,XP_015666366.1,107283035,7.904157,6.130093,4.21616,3.220495,1.8227799,1.0453075,
ENSMUSG00000028613,XP_015666372.1,107283040,0.106393,0.04378157,0.0306156,0.0137244,0.0265119,0.0178866,
ENSMUSG00000028608,XP_015666374.1,107283042,35.479386,41.102882,10.0118947,24.408013,13.8216243,10.51185944,
ENSMUSG00000028600,XP_015666375.1,107283043,0.7623932,0.11634106,0.387724,0.524945104,0.2019725,0.0710813,
ENSMUSG00000028603,XP_015666376.1,107283044,139.8817,204.4195612,51.90261,126.9123,61.477,52.17581,
ENSMUSG00000028601,XP_015666377.1,107283045,8.1437,8.6574203,8.112239,11.99519,5.715999,3.056923,
ENSMUSG00000034645,XP_015666378.1,107283046,0,0,0,0,0.02047706,0,
ENSMUSG00000034636,XP_015666380.1,107283048,1.29771,0.886975,1.19335,1.56201,0.616957,0.652316,
ENSMUSG00000034610,XP_015666381.1,107283049,2.5309836,2.5050709,2.8086732,3.963847,0.45339314,0.4992274,
ENSMUSG00000063800,XP_015666382.1,107283050,8.8092772,9.8302931,3.5137849,6.1214182,3.8917452,3.3189585,
ENSMUSG00000028582,XP_015666386.1,107283052,3.046379,4.1744381,2.76771,3.262389,2.055917,2.4511733,
ENSMUSG00000034557,XP_015666387.1,107283053,0.75325313,0.387081,0.619584,1.062836,0.4275595,0.395982,
ENSMUSG00000028567,XP_015666390.1,107283055,38.3289,65.71028,8.09142,14.08625,9.10802,7.079012,
ENSMUSG00000028552,XP_015666394.1,107283059,5.496557,5.132267186,3.3288439,2.6232126,2.125897551,2.139831885,
ENSMUSG00000033805,XP_015666395.1,107283056,1.331194,0.380775,0,0,0.1918024,0,
ENSMUSG00000028557,XP_015666396.1,107283060,10.02639,5.98294,8.51957,16.252549,2.99121,2.41275,
ENSMUSG00000010517,XP_015666398.1,107283061,2.115948,1.39237,1.921273,2.995976,1.542033,1.13626,
ENSMUSG00000008932,XP_015666403.1,107283067,0.0368084,0,0,0.0261675,0,0,
ENSMUSG00000048351,XP_015666405.1,107283068,3.91448,4.240796674,2.406726,3.800491,1.394159,1.8467357,
ENSMUSG00000003411,XP_015666407.1,107283070,0.1066529,0.2235557,0,0,0.0136329,0,
ENSMUSG00000028551,XP_015666408.1,107283071,6.1248948,4.9286605,6.0938771,9.318981,11.200528,7.9248971,
ENSMUSG00000027420,XP_015666415.1,107283075,1.605575,1.7621,0.417434,1.185706,0.0435385,0.0583993,
ENSMUSG00000054161,XP_015666417.1,107283080,0.2215532,0.2165065,0.436623,4.226887,0,0.0372448,
ENSMUSG00000059070,XP_015666423.1,107283089,326.483073,267.64127,251.995915,320.495235,253.964053,210.3191622,
ENSMUSG00000003271,XP_015666426.1,107283091,0.8745821,0.2110608,0.2383741,0.8068479,0.773714,0.168188,
ENSMUSG00000020907,XP_015666428.1,107283093,0,0,0.0886595,0.0527371,0,0,
ENSMUSG00000008373,XP_015666429.1,107283094,10.9110895,11.0546702,4.536782,9.0038772,6.59278,5.8683249,
ENSMUSG00000057342,XP_015666433.1,107283100,4.196732,4.043726,2.064867,6.46785,1.650735,0.93123,
ENSMUSG00000030431,XP_015666437.1,107283103,0.269444,0.929913,0.506734,1.766126,0.254593,0.259511,
ENSMUSG00000078813,XP_015666445.1,107283108,2.20609,1.37465,0.574964,1.01809,0.683879,0.596713,
ENSMUSG00000019971,XP_015666451.1,107283114,4.0097372,2.851285,5.1410282,3.2746484,1.6324092,1.1154285,
ENSMUSG00000046567,XP_015666452.1,107283115,2.1421358,1.9866255,0.737249,1.2706781,0.737593,0.7276511,
ENSMUSG00000020116,XP_015666453.1,107283113,7.89318,7.51704,3.70951,8.20727,2.73319,1.75887,
ENSMUSG00000036676,XP_015666455.1,107283117,2.1584955,2.6109135,0.475968,1.2354641,0.5665143,0.614392,
ENSMUSG00000019960,XP_015666461.1,107283121,15.679099,12.903628,6.338369,15.482982,6.544202866,5.740530948,
ENSMUSG00000030523,XP_015666464.1,107283124,0,0.0149302,0.0259263,0.0311057,0.0332506,0.1777666,
ENSMUSG00000020120,XP_015666465.1,107283122,2.46666,0.359085,0.362094,0.4775454,0.382367,0.355316,
ENSMUSG00000032370,XP_015666469.1,107283128,1.069538,0.576367,1.241694,1.53951,0.44283,0.365571,
ENSMUSG00000019232,XP_015666470.1,107283097,0.3728037,0,0.0174181,0.0113902,0,0.00894693,
ENSMUSG00000032207,XP_015666471.1,107283129,0,0.0411664,0,0.2516969,0.4823397,0,
ENSMUSG00000090626,XP_015666474.1,107283133,2.4396632,0.91349453,0.3162427,0.5424491,0.7437666,0.38866409,
ENSMUSG00000037674,XP_015666475.1,107283134,1.4711877,1.189306835,1.670033976,1.060385,0.662875099,0.562874701,
ENSMUSG00000036030,XP_015666476.1,107283135,0.6597,0.112311,2.92456,0.118042,0.0472827,0.0254843,
ENSMUSG00000034910,XP_015666478.1,107283136,0.0895301,0.0282496,0.145675,0.0627225,0.0220869,0.039633,
ENSMUSG00000032202,XP_015666479.1,107283137,9.120857,8.9815024,4.373026,9.431381,3.573898,3.300488,
ENSMUSG00000044976,XP_015666480.1,107283138,0.5473021,0.7914111,1.060229976,2.31905,0.101329559,0.046196597,
ENSMUSG00000043013,XP_015666481.1,107283139,0.0119146,0,0,0,0,0.0101629,
ENSMUSG00000030521,XP_015666482.1,107283140,11.20748,11.544897,4.975057,6.93844,6.9984425,5.8116095,
ENSMUSG00000030522,XP_015666483.1,107283141,4.0743998,4.754843,2.7530634,4.605263,3.490505,4.7094266,
ENSMUSG00000052040,XP_015666484.1,107283142,6.015043,5.263999,2.865832,6.317238,2.109222,3.346721,
ENSMUSG00000033510,XP_015666486.2,107283143,0,0.169216,0,0,0.3132357,0.189056,
ENSMUSG00000032226,XP_015666487.1,107283144,1.25476,3.09606,0.0362555,0.032133,0,0.009311,
ENSMUSG00000032231,XP_015666490.1,107283146,187.093636,229.6318497,19.156245,59.807423,23.9750999,6.63377,
ENSMUSG00000032238,XP_015666491.2,107283147,5.1046934,4.10825,1.787297,2.1559246,1.6294347,1.76002,
ENSMUSG00000038664,XP_015666501.1,107283150,1.6629577,1.2417295,1.0580898,1.6752583,0.6521784,0.4862794,
ENSMUSG00000050503,XP_015666502.1,107283151,0.259777,0.113265,0.255781,0.130751,0.0288486,0.0108604,
ENSMUSG00000032220,XP_015666503.1,107283152,4.80652,4.431411,0.924006135,1.7124067,0.839883,0.7017875,
ENSMUSG00000032212,XP_015666504.1,107283153,5.7575209,4.0517224,4.287079,4.1969177,2.1317244,1.7979785,
ENSMUSG00000054693,XP_015666505.1,107283154,3.8491,4.00099,1.77684,4.129623,1.2879995,0.96487,
ENSMUSG00000032228,XP_015666507.1,107283155,3.8757332,2.432659744,2.214027,3.0730227,1.295220147,1.4767172,
ENSMUSG00000034563,XP_015666512.1,107283160,42.458622,66.8567366,12.655936,45.442551,28.788967,29.790367,
ENSMUSG00000079469,XP_015666513.1,107283161,5.936501,6.681001,2.278486,3.795986171,1.457077,1.1617247,
ENSMUSG00000033429,XP_015666515.1,107283162,62.23266,77.18202,56.27385,128.30088,35.71192,32.55092,
ENSMUSG00000033458,XP_015666516.1,107283163,0.421261,0.3606706,0.3386802,0.3576982,0.0560761,0.1609797,
ENSMUSG00000033543,XP_015666517.1,107283164,44.621005,41.179122,24.0531146,30.754302,18.765287,14.2874579,
ENSMUSG00000059246,XP_015666518.1,107283165,0,0,0,0,0,0.013711,
ENSMUSG00000052698,XP_015666519.1,107283166,1.1648047,0.85666608,0.2686169,1.0306906,0.4296028,0.3726034,
ENSMUSG00000036943,XP_015666520.1,107283167,1.33621,1.00993,0.738496,1.27299,0.249627,0.361554,
ENSMUSG00000032376,XP_015666522.1,107283170,5.694187,4.790481,2.556324,4.070257,1.935096322,1.841588,
ENSMUSG00000032380,XP_015666523.1,107283171,1.26111,1.17836,0.23663,1.486594,0.0673132,0.0485242,
ENSMUSG00000037410,XP_015666524.1,107283172,0.745363,0.4662997,0.3197353,0.4100198,0.1166401,0.165881,
ENSMUSG00000027419,XP_015666525.1,107283169,0.03573198,0.0678087,0.125489,0.0537526,0.0188417,0,
ENSMUSG00000032224,XP_015666526.2,107283173,0.0255922,0.1259813,0.0212783,0,0.0121732,0.0221042,
ENSMUSG00000042444,XP_015666531.1,107283175,2.5149539,1.4762527,2.760097,3.151306,0.926459,1.0200455,
ENSMUSG00000032204,XP_015666532.1,107283176,0.021242,0.0127859,0.0379749,0.0231686,0,0.025223,
ENSMUSG00000032215,XP_015666536.1,107283179,11.3277,12.563739,5.4853,11.6302,5.0888,4.442605,
ENSMUSG00000036422,XP_015666539.1,107283182,0.0127792,0,0,0,0.114554,0,
ENSMUSG00000022024,XP_015666540.1,107283183,14.776495,15.70185,11.956255,19.84401,8.5142528,7.001843,
ENSMUSG00000022018,XP_015666541.1,107283184,12.5298,20.2829,32.7893,47.0226,6.44437,28.0874,
ENSMUSG00000058997,XP_015666542.1,107283185,3.446975,2.936305,2.707841,3.6469556,1.0566769,1.6664759,
ENSMUSG00000034795,XP_015666546.1,107283190,2.8321513,1.523316,0.272481,0.86084,0.112286,0.0791983,
ENSMUSG00000022009,XP_015666549.1,107283193,0.735365,0.766905,0.273734,0.326661,0.372664,0.252928,
ENSMUSG00000056091,XP_015666550.1,107283194,1.7905,1.346678,0.433677,3.8502,0.24877,0.426451,
ENSMUSG00000037621,XP_015666551.1,107283195,0.0356578,0,0,0,0.0936634,0,
ENSMUSG00000008090,XP_015666552.1,107283196,1.842338,1.150038,1.545,1.744562,0.783591,0.970539,
ENSMUSG00000022026,XP_015666553.1,107283197,0,0.0218318,0,0,0.0327895,0,
ENSMUSG00000036461,XP_015666554.1,107283198,6.308453,4.53311,2.79556,5.37722,1.7891908,1.312188,
ENSMUSG00000022020,XP_015666555.1,107283199,6.031693,5.314068,2.390599,2.9332669,1.8715827,3.0830033,
ENSMUSG00000022008,XP_015666558.1,107283201,1.90169,1.92895,0.818889,1.93981,0.537816,0.41249,
ENSMUSG00000046523,XP_015666559.2,107283202,0.0942834,0.0573814,0.0587241,0.04627,0.269313,0,
ENSMUSG00000067995,XP_015666560.2,107283203,5.2417,6.51496,3.28919,4.94704,3.5743,2.31685,
ENSMUSG00000060126,XP_015666561.1,107283204,537.679223,327.184767,377.688833,353.7947592,307.230076,273.998132,
ENSMUSG00000022023,XP_015666562.1,107283205,5.7962232,4.8706798,3.388207,4.5850992,2.3517011,2.2487548,
ENSMUSG00000022022,XP_015666565.1,107283207,1.0142,1.47226,0.418734,1.8663649,0.560663,0.524769,
ENSMUSG00000022015,XP_015666566.1,107283208,0,0,0.0365307,0,0.0838191,0,
ENSMUSG00000045655,XP_015666568.1,107283210,0,0,0,0.0431379,0,0,
ENSMUSG00000022013,XP_015666569.1,107283211,35.89439,32.6749,34.93379,50.4763,13.61009,12.38179,
ENSMUSG00000044350,XP_015666570.1,107283212,0.860909,0.419469,0.298276,0.80739,0.1721148,0.102036,
ENSMUSG00000018661,XP_015666574.1,107283215,1.79151,1.854376,2.726617,3.768221,0.599807,1.194707,
ENSMUSG00000047904,XP_015666579.1,107283222,0.0694178,0,0,0.0526737,0.10179,0.0452765,
ENSMUSG00000041629,XP_015666580.1,107283223,2.385,1.40781,2.61791,2.32171,0.919343,0.887011,
ENSMUSG00000044629,XP_015666581.1,107283219,1.0787076,0.665674,1.0699,0.9533854,0.3482193,0.1964342,
ENSMUSG00000041598,XP_015666582.1,107283224,7.966564,7.075369,2.14493,4.0122319,2.435285,1.751305,
ENSMUSG00000001052,XP_015666585.1,107283192,4.099227,3.2710139,3.708751,3.3556106,1.099035,1.903504,
