Orthogroup	H_sapiens.pep	A_carolinensis.pep
OG0000129	ENSG00000173482.16	ENSACAG00000010005.3
OG0000129	ENSG00000060656.20	ENSACAG00000001027.3
OG0000129	ENSG00000152894.14, ENSG00000273993.4	ENSACAG00000010512.3
OG0000130	ENSG00000101489.20, ENSG00000159409.15, ENSG00000273025.1, ENSG00000140488.16	ENSACAG00000012428.3
OG0000131	ENSG00000183570.16	ENSACAG00000004607.2
OG0000131	ENSG00000197111.15, ENSG00000169564.7	ENSACAG00000000783.3
OG0000135	ENSG00000125900.13, ENSG00000101307.15, ENSG00000089012.14, ENSG00000198053.11, ENSG00000260861.6	ENSACAG00000011411.3, ENSACAG00000026651.2, ENSACAG00000011407.3, ENSACAG00000027636.2
OG0000136	ENSG00000177189.14	ENSACAG00000012681.3
OG0000136	ENSG00000071242.12	ENSACAG00000015344.3
OG0000136	ENSG00000072133.11	ENSACAG00000014143.3
OG0000137	ENSG00000004799.8	ENSACAG00000014020.3
OG0000137	ENSG00000005882.12	ENSACAG00000005384.3
OG0000137	ENSG00000067992.15	ENSACAG00000007063.3
OG0000137	ENSG00000152256.13	ENSACAG00000015877.3
OG0000138	ENSG00000105993.15	ENSACAG00000011443.3
OG0000138	ENSG00000179407.3	ENSACAG00000005807.2
OG0000138	ENSG00000135924.15	ENSACAG00000013484.3
OG0000143	ENSG00000133878.9	ENSACAG00000000791.3
OG0000143	ENSG00000079393.20	ENSACAG00000028463.1, ENSACAG00000008666.3
OG0000143	ENSG00000188716.5, ENSG00000281660.1	ENSACAG00000008686.3
OG0000144	ENSG00000106560.11, ENSG00000213203.3	ENSACAG00000016862.2, ENSACAG00000028535.1, ENSACAG00000017193.2
OG0000145	ENSG00000101446.8	ENSACAG00000024008.2
OG0000146	ENSG00000103355.13, ENSG00000172382.10	ENSACAG00000025507.1, ENSACAG00000007026.3
OG0000147	ENSG00000151640.13	ENSACAG00000007703.3
OG0000147	ENSG00000072832.15	ENSACAG00000015019.3
OG0000147	ENSG00000113657.13	ENSACAG00000014556.3
OG0000147	ENSG00000092964.18	ENSACAG00000006159.3
OG0000149	ENSG00000130402.12, ENSG00000282844.2	ENSACAG00000010046.3
OG0000149	ENSG00000077522.13	ENSACAG00000002769.3
OG0000149	ENSG00000248746.6	ENSACAG00000008455.3
OG0000149	ENSG00000072110.13	ENSACAG00000005395.3
OG0000150	ENSG00000183549.10	ENSACAG00000009619.3
OG0000150	ENSG00000066813.14, ENSG00000183747.12, ENSG00000166743.9	ENSACAG00000024291.2, ENSACAG00000028432.1
OG0000151	ENSG00000187048.13, ENSG00000162365.12	ENSACAG00000005985.3
OG0000151	ENSG00000142973.14	ENSACAG00000006620.2, ENSACAG00000006613.3, ENSACAG00000006623.3, ENSACAG00000006667.2
OG0000152	ENSG00000108242.13, ENSG00000276490.1, ENSG00000138109.11, ENSG00000165841.11, ENSG00000138115.14	ENSACAG00000029195.1, ENSACAG00000014592.3, ENSACAG00000014531.3, ENSACAG00000003630.3, ENSACAG00000011442.3, ENSACAG00000013536.2, ENSACAG00000027231.1, ENSACAG00000023926.2, ENSACAG00000022573.2, ENSACAG00000010182.3
OG0000153	ENSG00000111640.15	ENSACAG00000006502.3
OG0000153	ENSG00000105679.9	ENSACAG00000010085.3
OG0000154	ENSG00000106018.14	ENSACAG00000002292.3
OG0000154	ENSG00000080293.9	ENSACAG00000000986.3
OG0000154	ENSG00000114812.13	ENSACAG00000006506.3
OG0000154	ENSG00000106128.19	ENSACAG00000006375.3, ENSACAG00000005849.3
OG0000155	ENSG00000134538.3, ENSG00000205754.11, ENSG00000257046.5, ENSG00000111700.12	ENSACAG00000017486.3
OG0000155	ENSG00000084453.16	ENSACAG00000017484.3, ENSACAG00000017442.3
OG0000155	ENSG00000139155.8	ENSACAG00000017487.3
OG0000156	ENSG00000203972.10	ENSACAG00000009691.3
OG0000158	ENSG00000080573.7	ENSACAG00000004055.3
OG0000158	ENSG00000130635.16	ENSACAG00000007221.2
OG0000158	ENSG00000060718.22	ENSACAG00000002318.3, ENSACAG00000001184.3
OG0000159	ENSG00000128322.7, ENSG00000254709.8, ENSG00000211685.3, ENSG00000211675.2, ENSG00000211677.2, ENSG00000211679.2	ENSACAG00000024242.1, ENSACAG00000002784.2
OG0000160	ENSG00000226260.9, ENSG00000230726.9, ENSG00000228987.9, ENSG00000227993.9, ENSG00000277263.1, ENSG00000204287.14, ENSG00000206308.11, ENSG00000234794.9, ENSG00000206291.10, ENSG00000224103.7, ENSG00000236177.9, ENSG00000235844.8, ENSG00000229685.8, ENSG00000228163.8, ENSG00000231389.7, ENSG00000168384.11, ENSG00000232957.11, ENSG00000206292.13, ENSG00000232962.11, ENSG00000231558.11, ENSG00000235744.11, ENSG00000204252.14, ENSG00000230141.11	ENSACAG00000010547.2, ENSACAG00000011986.2
OG0000161	ENSG00000142512.15, ENSG00000161640.15, ENSG00000105501.12, ENSG00000268500.5, ENSG00000254415.3, ENSG00000254521.7, ENSG00000129450.8, ENSG00000168995.13, ENSG00000105366.15, ENSG00000105492.16, ENSG00000105383.15	ENSACAG00000010510.3, ENSACAG00000022228.2
OG0000162	ENSG00000162909.18	ENSACAG00000003199.3
OG0000162	ENSG00000203697.12	ENSACAG00000002512.2
OG0000162	ENSG00000137225.13	ENSACAG00000000755.3
OG0000162	ENSG00000014216.15	ENSACAG00000016579.3
OG0000163	ENSG00000162374.17	ENSACAG00000004527.3
OG0000163	ENSG00000196361.10	ENSACAG00000016958.3
OG0000163	ENSG00000107105.15	ENSACAG00000017521.2
OG0000169	ENSG00000151846.8, ENSG00000070756.16	ENSACAG00000016470.3
OG0000169	ENSG00000090621.14	ENSACAG00000002544.3
OG0000169	ENSG00000101104.12	ENSACAG00000011841.3
OG0000170	ENSG00000282579.1, ENSG00000211959.2, ENSG00000224373.3, ENSG00000282691.1, ENSG00000211956.2, ENSG00000276491.2, ENSG00000211970.3, ENSG00000282451.1, ENSG00000231475.3, ENSG00000282404.1, ENSG00000278082.3, ENSG00000275063.1, ENSG00000211952.3, ENSG00000282726.1, ENSG00000259261.2, ENSG00000288413.1, ENSG00000278263.2, ENSG00000288313.1, ENSG00000276775.1, ENSG00000282223.1	ENSACAG00000023684.1, ENSACAG00000002912.2, ENSACAG00000028460.1, ENSACAG00000029617.1
OG0000171	ENSG00000187758.8, ENSG00000248144.6, ENSG00000196616.14, ENSG00000196344.11	ENSACAG00000028771.1, ENSACAG00000029164.1, ENSACAG00000028746.1, ENSACAG00000029559.1, ENSACAG00000011735.3, ENSACAG00000011329.3, ENSACAG00000011740.3
OG0000172	ENSG00000114554.11	ENSACAG00000007544.3
OG0000172	ENSG00000076356.7	ENSACAG00000029612.1
OG0000172	ENSG00000221866.9	ENSACAG00000013199.2
OG0000172	ENSG00000130827.6	ENSACAG00000005063.3
OG0000173	ENSG00000176406.23	ENSACAG00000009511.3
OG0000174	ENSG00000158571.11	ENSACAG00000011246.3
OG0000174	ENSG00000170525.21	ENSACAG00000005170.3
OG0000174	ENSG00000114268.12	ENSACAG00000008640.3
OG0000179	ENSG00000204021.4, ENSG00000182333.14	ENSACAG00000014986.3, ENSACAG00000022178.2
OG0000179	ENSG00000173239.14	ENSACAG00000014897.3
OG0000179	ENSG00000107798.18	ENSACAG00000008884.3
OG0000180	ENSG00000174970.5	ENSACAG00000024570.1, ENSACAG00000010991.2, ENSACAG00000024396.1, ENSACAG00000027815.1
OG0000181	ENSG00000204518.2, ENSG00000188984.12	ENSACAG00000006459.3, ENSACAG00000021039.3, ENSACAG00000014465.3, ENSACAG00000027190.1, ENSACAG00000002432.2, ENSACAG00000025309.2, ENSACAG00000023594.1, ENSACAG00000002416.2, ENSACAG00000025527.1, ENSACAG00000002410.2
OG0000182	ENSG00000276597.1, ENSG00000282242.1, ENSG00000282711.1, ENSG00000211720.3, ENSG00000282605.1, ENSG00000275158.1, ENSG00000274752.1, ENSG00000282208.1, ENSG00000282354.1, ENSG00000276953.1, ENSG00000253409.1, ENSG00000282756.1, ENSG00000282040.1, ENSG00000253291.1, ENSG00000282179.1, ENSG00000211727.3, ENSG00000282704.1, ENSG00000282203.1, ENSG00000211714.3, ENSG00000282939.1, ENSG00000282506.1, ENSG00000211707.3, ENSG00000282225.1, ENSG00000278030.1, ENSG00000281943.1	ENSACAG00000028427.1
OG0000183	ENSG00000172260.15	ENSACAG00000004220.3
OG0000183	ENSG00000185565.12	ENSACAG00000014964.3
OG0000183	ENSG00000183715.13	ENSACAG00000017754.3
OG0000183	ENSG00000182667.14	ENSACAG00000017742.3
OG0000184	ENSG00000164588.8	ENSACAG00000011205.3
OG0000184	ENSG00000138622.4	ENSACAG00000007090.3
OG0000184	ENSG00000099822.3	ENSACAG00000013896.3
OG0000185	ENSG00000168374.11	ENSACAG00000002890.3
OG0000185	ENSG00000134287.10	ENSACAG00000008240.2
OG0000186	ENSG00000074211.14	ENSACAG00000005115.3
OG0000186	ENSG00000156475.18	ENSACAG00000014256.3
OG0000186	ENSG00000175470.20	ENSACAG00000008068.3
OG0000186	ENSG00000221914.11	ENSACAG00000005972.3
OG0000187	ENSG00000143878.10	ENSACAG00000010665.2
OG0000187	ENSG00000067560.12	ENSACAG00000008297.3
OG0000188	ENSG00000104938.17, ENSG00000090659.18	ENSACAG00000016113.2
OG0000193	ENSG00000110880.10	ENSACAG00000000937.2
OG0000193	ENSG00000172725.14	ENSACAG00000008365.3
OG0000193	ENSG00000167549.18	ENSACAG00000012143.2
OG0000193	ENSG00000102879.15	ENSACAG00000015112.2
OG0000194	ENSG00000174775.17, ENSG00000276536.4	ENSACAG00000014920.3
OG0000194	ENSG00000133703.12	ENSACAG00000016948.3
OG0000194	ENSG00000213281.5	ENSACAG00000003090.3
OG0000196	ENSG00000092199.17, ENSG00000275774.3, ENSG00000283370.2, ENSG00000282530.2, ENSG00000274109.2, ENSG00000282175.2, ENSG00000179172.9, ENSG00000283231.1, ENSG00000179412.10, ENSG00000282559.1, ENSG00000283292.1, ENSG00000282095.1, ENSG00000277058.2, ENSG00000273865.2	ENSACAG00000029093.1
OG0000197	ENSG00000218336.9	ENSACAG00000013597.3
OG0000197	ENSG00000145934.16	ENSACAG00000004802.3
OG0000197	ENSG00000009694.13	ENSACAG00000015165.3
OG0000198	ENSG00000134698.11	ENSACAG00000017275.3
OG0000198	ENSG00000126070.20	ENSACAG00000003385.3
OG0000198	ENSG00000123908.12	ENSACAG00000000167.3
OG0000198	ENSG00000092847.12	ENSACAG00000029174.1
OG0000199	ENSG00000163399.16	ENSACAG00000003402.3
OG0000199	ENSG00000285505.1, ENSG00000105409.19	ENSACAG00000015855.2
OG0000199	ENSG00000132681.17	ENSACAG00000014891.2, ENSACAG00000014885.2
OG0000200	ENSG00000107242.19	ENSACAG00000001281.3
OG0000200	ENSG00000143398.20	ENSACAG00000014863.3
OG0000201	ENSG00000008118.10	ENSACAG00000005654.3
OG0000201	ENSG00000130822.15	ENSACAG00000008973.3
OG0000201	ENSG00000183049.12	ENSACAG00000008979.3
OG0000201	ENSG00000134072.11	ENSACAG00000009926.3
OG0000202	ENSG00000088881.20	ENSACAG00000003052.3, ENSACAG00000005898.2
OG0000202	ENSG00000108001.13	ENSACAG00000008590.3
OG0000203	ENSG00000113448.19	ENSACAG00000009088.3
OG0000203	ENSG00000065989.16	ENSACAG00000008734.2
OG0000203	ENSG00000184588.18	ENSACAG00000010815.3
OG0000204	ENSG00000178502.6	ENSACAG00000017093.2
OG0000212	ENSG00000196689.12	ENSACAG00000013919.2
OG0000212	ENSG00000187688.15	ENSACAG00000006419.3
OG0000213	ENSG00000182256.13	ENSACAG00000011286.3
OG0000213	ENSG00000102287.19	ENSACAG00000013990.3
OG0000213	ENSG00000163285.8	ENSACAG00000007024.3
OG0000213	ENSG00000113327.16	ENSACAG00000014692.3
OG0000214	ENSG00000132703.4, ENSG00000132693.12	ENSACAG00000022114.2, ENSACAG00000010098.2, ENSACAG00000014930.3, ENSACAG00000021057.3
OG0000217	ENSG00000070808.16	ENSACAG00000015036.3
OG0000217	ENSG00000145349.17	ENSACAG00000011476.3
OG0000217	ENSG00000058404.20	ENSACAG00000012012.3
OG0000217	ENSG00000148660.20	ENSACAG00000009061.3
OG0000218	ENSG00000108179.14	ENSACAG00000004362.3
OG0000218	ENSG00000236334.2, ENSG00000270339.3, ENSG00000263464.2, ENSG00000279782.2, ENSG00000271567.1, ENSG00000275974.2, ENSG00000256374.2, ENSG00000263353.3, ENSG00000196262.14	ENSACAG00000001928.3
OG0000219	ENSG00000211892.4, ENSG00000211893.4, ENSG00000211896.7, ENSG00000277633.5, ENSG00000211897.9, ENSG00000282184.2, ENSG00000277016.2, ENSG00000274497.2	ENSACAG00000024548.2
OG0000220	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11	ENSACAG00000022093.2
OG0000220	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9	ENSACAG00000029133.1, ENSACAG00000017289.3
OG0000221	ENSG00000112245.12	ENSACAG00000009243.3
OG0000221	ENSG00000184007.21	ENSACAG00000011807.3
OG0000221	ENSG00000184489.12, ENSG00000275575.4	ENSACAG00000000749.3
OG0000222	ENSG00000111664.10	ENSACAG00000005792.1
OG0000222	ENSG00000114450.10	ENSACAG00000004667.1
OG0000223	ENSG00000152601.17	ENSACAG00000029116.1
OG0000223	ENSG00000139793.18	ENSACAG00000000969.3
OG0000223	ENSG00000076770.14	ENSACAG00000009557.3
OG0000224	ENSG00000006047.13, ENSG00000288504.1	ENSACAG00000001017.3
OG0000225	ENSG00000072401.15	ENSACAG00000004368.2
OG0000225	ENSG00000131508.16	ENSACAG00000002183.3
OG0000226	ENSG00000138653.10	ENSACAG00000012117.3
OG0000226	ENSG00000164100.9	ENSACAG00000013822.3
OG0000226	ENSG00000272916.5, ENSG00000166507.18	ENSACAG00000009340.2
OG0000227	ENSG00000175315.3	ENSACAG00000014558.3
OG0000227	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9	ENSACAG00000021112.2
OG0000228	ENSG00000237462.10, ENSG00000233948.10, ENSG00000204713.11, ENSG00000234495.7, ENSG00000229006.7, ENSG00000215641.8, ENSG00000237071.7	ENSACAG00000007442.3
OG0000228	ENSG00000146054.18	ENSACAG00000011919.3
OG0000229	ENSG00000136068.14	ENSACAG00000002031.3
OG0000229	ENSG00000128591.15	ENSACAG00000009986.3
OG0000229	ENSG00000196924.18	ENSACAG00000009800.3
OG0000230	ENSG00000016490.16, ENSG00000016602.9	ENSACAG00000013587.2, ENSACAG00000013593.2, ENSACAG00000028563.1, ENSACAG00000013637.2, ENSACAG00000023543.2, ENSACAG00000002212.2, ENSACAG00000002162.2, ENSACAG00000001873.3, ENSACAG00000001800.3
OG0000231	ENSG00000087128.10, ENSG00000274058.3	ENSACAG00000027821.2
OG0000232	ENSG00000284971.2, ENSG00000278466.3	ENSACAG00000009306.2
OG0000232	ENSG00000215182.8, ENSG00000283158.1	ENSACAG00000009596.3
OG0000233	ENSG00000254656.2	ENSACAG00000029367.1
OG0000235	ENSG00000145864.13	ENSACAG00000015134.3
OG0000235	ENSG00000163288.14	ENSACAG00000006768.3
OG0000235	ENSG00000166206.15	ENSACAG00000011617.2
OG0000236	ENSG00000006534.16, ENSG00000132746.15	ENSACAG00000008728.3, ENSACAG00000015237.2
OG0000236	ENSG00000072210.19	ENSACAG00000000835.3
OG0000237	ENSG00000115310.18	ENSACAG00000011654.3
OG0000237	ENSG00000133318.14	ENSACAG00000002883.3
OG0000237	ENSG00000125744.12	ENSACAG00000007451.3
OG0000238	ENSG00000134516.17	ENSACAG00000016098.3
OG0000238	ENSG00000147459.18	ENSACAG00000010981.2
OG0000238	ENSG00000150760.12	ENSACAG00000007299.3
OG0000239	ENSG00000139364.10	ENSACAG00000014440.3
OG0000239	ENSG00000181234.9	ENSACAG00000014433.3
OG0000239	ENSG00000151952.16	ENSACAG00000014310.2
OG0000240	ENSG00000169429.11	ENSACAG00000011382.2
OG0000240	ENSG00000124875.10, ENSG00000163735.7, ENSG00000163736.4, ENSG00000081041.9, ENSG00000163734.4, ENSG00000163739.5	ENSACAG00000028995.1
OG0000241	ENSG00000136943.11, ENSG00000135047.15	ENSACAG00000013328.3, ENSACAG00000014241.3
OG0000242	ENSG00000115592.11	ENSACAG00000012857.3
OG0000242	ENSG00000106617.14	ENSACAG00000002337.2
OG0000242	ENSG00000181929.13	ENSACAG00000008069.3
OG0000243	ENSG00000169213.7	ENSACAG00000028717.1
OG0000243	ENSG00000105514.8	ENSACAG00000016810.2
OG0000244	ENSG00000118113.12, ENSG00000196611.5	ENSACAG00000012632.2
OG0000244	ENSG00000166670.10, ENSG00000149968.12	ENSACAG00000023762.2, ENSACAG00000012628.3
OG0000248	ENSG00000159399.10	ENSACAG00000005606.2
OG0000248	ENSG00000156510.13	ENSACAG00000009326.3
OG0000249	ENSG00000125753.14	ENSACAG00000005958.3
OG0000249	ENSG00000196405.13	ENSACAG00000013325.3
OG0000249	ENSG00000154380.17	ENSACAG00000005736.3
OG0000250	ENSG00000134775.15	ENSACAG00000006717.3
OG0000251	ENSG00000179300.4, ENSG00000242265.5	ENSACAG00000026700.1, ENSACAG00000027987.1, ENSACAG00000026961.1, ENSACAG00000011846.2, ENSACAG00000024363.1, ENSACAG00000027710.1, ENSACAG00000025269.1, ENSACAG00000023014.1, ENSACAG00000027688.1, ENSACAG00000028883.1, ENSACAG00000023334.1, ENSACAG00000024906.1, ENSACAG00000022567.1, ENSACAG00000026805.1, ENSACAG00000011728.2, ENSACAG00000026919.1, ENSACAG00000027228.1, ENSACAG00000025437.1, ENSACAG00000023417.2, ENSACAG00000024490.2, ENSACAG00000023359.1, ENSACAG00000024609.1
OG0000252	ENSG00000138814.17	ENSACAG00000012558.3
OG0000252	ENSG00000107758.15	ENSACAG00000010008.3
OG0000252	ENSG00000120910.14	ENSACAG00000010782.3
OG0000253	ENSG00000135298.14	ENSACAG00000007902.3
OG0000253	ENSG00000121753.12	ENSACAG00000011853.3
OG0000253	ENSG00000181790.11	ENSACAG00000016127.3
OG0000254	ENSG00000145451.13	ENSACAG00000005650.3
OG0000254	ENSG00000145888.10	ENSACAG00000009688.3
OG0000254	ENSG00000101958.14	ENSACAG00000010567.3
OG0000254	ENSG00000188828.11	ENSACAG00000014362.3
OG0000255	ENSG00000149925.20, ENSG00000285043.1	ENSACAG00000014919.3
OG0000255	ENSG00000109107.14	ENSACAG00000012339.3
OG0000255	ENSG00000136872.20	ENSACAG00000017436.3
OG0000256	ENSG00000165985.10	ENSACAG00000016680.2
OG0000256	ENSG00000186897.5	ENSACAG00000015778.2
OG0000256	ENSG00000144119.4	ENSACAG00000006418.2
OG0000257	ENSG00000102683.7	ENSACAG00000002977.3
OG0000257	ENSG00000170624.13	ENSACAG00000003864.3
OG0000257	ENSG00000185053.14	ENSACAG00000005459.3
OG0000258	ENSG00000142949.17	ENSACAG00000013535.3
OG0000258	ENSG00000105426.16	ENSACAG00000007804.2
OG0000258	ENSG00000282932.4, ENSG00000153707.17	ENSACAG00000004644.3
OG0000259	ENSG00000165568.18	ENSACAG00000011816.3
OG0000259	ENSG00000198074.10	ENSACAG00000027925.2, ENSACAG00000012001.3
OG0000260	ENSG00000244693.1, ENSG00000288181.1, ENSG00000284912.1, ENSG00000236761.6, ENSG00000225932.3, ENSG00000288370.1, ENSG00000271321.1, ENSG00000285123.1, ENSG00000271079.1, ENSG00000285172.1, ENSG00000282841.2, ENSG00000212710.5, ENSG00000150527.17	ENSACAG00000015954.3
OG0000262	ENSG00000234465.11	ENSACAG00000029220.1, ENSACAG00000004431.3, ENSACAG00000029510.1, ENSACAG00000028902.1, ENSACAG00000004426.2, ENSACAG00000029488.1, ENSACAG00000004441.2, ENSACAG00000004436.2, ENSACAG00000004432.2, ENSACAG00000004433.2, ENSACAG00000029666.1, ENSACAG00000021977.1
OG0000263	ENSG00000115306.16	ENSACAG00000011972.3
OG0000263	ENSG00000160460.16	ENSACAG00000003147.3
OG0000263	ENSG00000173898.13	ENSACAG00000007494.3
OG0000264	ENSG00000105376.5, ENSG00000076662.10, ENSG00000090339.9	ENSACAG00000002138.3, ENSACAG00000024253.1
OG0000265	ENSG00000136379.12	ENSACAG00000011706.2
OG0000265	ENSG00000107362.13	ENSACAG00000012837.3
OG0000265	ENSG00000129968.15	ENSACAG00000014324.3
OG0000267	ENSG00000050438.17	ENSACAG00000011281.3, ENSACAG00000000884.3
OG0000267	ENSG00000033867.16	ENSACAG00000013876.3
OG0000267	ENSG00000144290.17	ENSACAG00000014632.3
OG0000269	ENSG00000186350.12	ENSACAG00000007923.3
OG0000270	ENSG00000143374.17	ENSACAG00000003076.2
OG0000270	ENSG00000185418.16	ENSACAG00000000199.3
OG0000271	ENSG00000198216.12	ENSACAG00000000106.3
OG0000271	ENSG00000148408.13	ENSACAG00000011575.3
OG0000271	ENSG00000141837.21	ENSACAG00000004786.2
OG0000272	ENSG00000198203.10	ENSACAG00000006913.3
OG0000272	ENSG00000198075.10, ENSG00000196228.3	ENSACAG00000025622.1, ENSACAG00000006482.2, ENSACAG00000020949.2, ENSACAG00000006357.3, ENSACAG00000006355.2, ENSACAG00000006485.2, ENSACAG00000006327.2, ENSACAG00000006241.3
OG0000273	ENSG00000198668.12	ENSACAG00000010161.3, ENSACAG00000008513.2
OG0000273	ENSG00000178363.5	ENSACAG00000004499.3
OG0000274	ENSG00000130656.6	ENSACAG00000010658.2
OG0000275	ENSG00000166913.13	ENSACAG00000011796.3
OG0000275	ENSG00000134308.14	ENSACAG00000001306.3
OG0000275	ENSG00000164924.18	ENSACAG00000008694.3
OG0000276	ENSG00000276333.2, ENSG00000162040.7	ENSACAG00000006156.2
OG0000277	ENSG00000107643.16	ENSACAG00000011361.2
OG0000277	ENSG00000109339.24	ENSACAG00000011795.2
OG0000277	ENSG00000050748.17	ENSACAG00000016677.3
OG0000278	ENSG00000205542.11, ENSG00000154620.6	ENSACAG00000021083.3
OG0000278	ENSG00000158164.7, ENSG00000158427.15	ENSACAG00000022310.2
OG0000279	ENSG00000160213.7	ENSACAG00000000473.2
OG0000279	ENSG00000121552.4	ENSACAG00000015604.3, ENSACAG00000015627.3
OG0000280	ENSG00000105048.17	ENSACAG00000016780.3
OG0000280	ENSG00000118194.20	ENSACAG00000003593.2
OG0000280	ENSG00000130595.19, ENSG00000288250.1	ENSACAG00000009622.3
OG0000281	ENSG00000144566.11	ENSACAG00000000017.3
OG0000281	ENSG00000111540.16	ENSACAG00000005380.3
OG0000281	ENSG00000108774.14	ENSACAG00000017960.2
OG0000282	ENSG00000100027.16	ENSACAG00000001397.2
OG0000282	ENSG00000166793.12	ENSACAG00000007151.2
OG0000283	ENSG00000145687.16	ENSACAG00000029227.1
OG0000283	ENSG00000157216.15	ENSACAG00000014204.2
OG0000284	ENSG00000215472.10	ENSACAG00000017998.2
OG0000285	ENSG00000142089.16, ENSG00000185201.16, ENSG00000185885.16	ENSACAG00000022410.2
OG0000286	ENSG00000167863.12	ENSACAG00000006092.3
OG0000292	ENSG00000138892.11	ENSACAG00000002448.3
OG0000292	ENSG00000250151.9, ENSG00000214021.16	ENSACAG00000009850.3
OG0000293	ENSG00000092820.18	ENSACAG00000004653.3
OG0000293	ENSG00000147065.17	ENSACAG00000003659.3
OG0000293	ENSG00000137710.16	ENSACAG00000001083.3
OG0000294	ENSG00000059804.16, ENSG00000173262.11	ENSACAG00000011337.3
OG0000294	ENSG00000288174.1, ENSG00000181856.15	ENSACAG00000014408.3
OG0000295	ENSG00000213639.10	ENSACAG00000009359.3
OG0000295	ENSG00000172531.15	ENSACAG00000008113.3
OG0000295	ENSG00000186298.12	ENSACAG00000002065.3
OG0000296	ENSG00000236353.7, ENSG00000225987.7, ENSG00000224952.7, ENSG00000237344.7, ENSG00000204304.12, ENSG00000232005.7, ENSG00000206315.9	ENSACAG00000012549.2
OG0000296	ENSG00000185630.18	ENSACAG00000005840.3
OG0000297	ENSG00000112041.13	ENSACAG00000017155.3
OG0000297	ENSG00000078246.17	ENSACAG00000015357.3
OG0000297	ENSG00000166402.8	ENSACAG00000012730.3
OG0000298	ENSG00000185942.11	ENSACAG00000029560.1
OG0000298	ENSG00000101198.15	ENSACAG00000026860.2
OG0000299	ENSG00000119547.6	ENSACAG00000009410.2
OG0000300	ENSG00000276950.5, ENSG00000281748.3, ENSG00000281310.2, ENSG00000277656.3, ENSG00000277897.2, ENSG00000278695.1, ENSG00000099984.11, ENSG00000133433.10	ENSACAG00000013259.2, ENSACAG00000009295.2
