Orthogroup	H_sapiens.pep	N_naja.pep
OG0000204	ENSG00000178502.6	Nana22989-RJ, Nana22989-RG, Nana22989-RH, Nana22989-RI, Nana22989-RK, Nana22993-RM, Nana22993-RK, Nana22993-RL, Nana22993-RJ, Nana22993-RI, Nana22995-RA, Nana22989-RA, Nana22989-RE, Nana22989-RD, Nana22989-RF, Nana22989-RC, Nana22993-RD, Nana22993-RC, Nana22993-RA, Nana22993-RB, Nana22993-RE, Nana22993-RF, Nana22993-RH, Nana22989-RB, Nana22997-RA, Nana22989-RM
OG0000205	ENSG00000185745.10, ENSG00000204010.3, ENSG00000119917.14, ENSG00000119922.10, ENSG00000152778.9	Nana19313-RA, Nana19312-RA, Nana19314-RA, Nana19315-RA
OG0000207	ENSG00000176893.5, ENSG00000176798.2	Nana25610-RA, Nana25597-RA
OG0000212	ENSG00000196689.12	Nana00145-RA
OG0000212	ENSG00000187688.15	Nana00135-RA
OG0000212	ENSG00000111199.11	Nana34717-RA
OG0000213	ENSG00000182256.13	Nana26049-RA
OG0000213	ENSG00000102287.19	Nana26050-RA, Nana09216-RA, Nana26052-RA
OG0000213	ENSG00000113327.16	Nana09215-RA
OG0000214	ENSG00000132703.4, ENSG00000132693.12	Nana35941-RA, Nana35936-RA
OG0000217	ENSG00000070808.16	Nana17917-RA, Nana28484-RA, Nana18823-RA, Nana08830-RA
OG0000218	ENSG00000108179.14	Nana19003-RA
OG0000218	ENSG00000236334.2, ENSG00000270339.3, ENSG00000263464.2, ENSG00000279782.2, ENSG00000271567.1, ENSG00000275974.2, ENSG00000256374.2, ENSG00000263353.3, ENSG00000196262.14	Nana28474-RA
OG0000219	ENSG00000211892.4, ENSG00000211893.4, ENSG00000211896.7, ENSG00000277633.5, ENSG00000211897.9, ENSG00000282184.2, ENSG00000277016.2, ENSG00000274497.2	Nana24213-RB, Nana24213-RA, Nana24211-RA, Nana24210-RA, Nana24209-RA, Nana39539-RA, Nana24208-RA, Nana24207-RA
OG0000220	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11	Nana07784-RA
OG0000220	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9	Nana07713-RA, Nana07713-RB
OG0000221	ENSG00000112245.12	Nana02364-RA
OG0000221	ENSG00000184489.12, ENSG00000275575.4	Nana17042-RE, Nana17042-RD, Nana17042-RA, Nana17042-RB, Nana17042-RC
OG0000222	ENSG00000111664.10	Nana11085-RA
OG0000222	ENSG00000114450.10	Nana20656-RA
OG0000223	ENSG00000152601.17	Nana20407-RB, Nana20407-RA
OG0000223	ENSG00000139793.18	Nana26323-RA
OG0000223	ENSG00000076770.14	Nana32618-RA, Nana32618-RB
OG0000224	ENSG00000006047.13, ENSG00000288504.1	Nana39224-RA
OG0000224	ENSG00000065978.19	Nana37623-RA
OG0000225	ENSG00000109332.20	Nana17811-RA, Nana19252-RA, Nana15500-RA
OG0000226	ENSG00000164100.9	Nana18637-RA
OG0000226	ENSG00000272916.5, ENSG00000166507.18	Nana18820-RA
OG0000226	ENSG00000070614.15	Nana08824-RA
OG0000227	ENSG00000175315.3	Nana35841-RA, Nana35618-RA
OG0000227	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9	Nana15538-RA
OG0000228	ENSG00000146054.18	Nana07844-RA
OG0000229	ENSG00000136068.14	Nana08354-RA, Nana08354-RB
OG0000229	ENSG00000128591.15	Nana27867-RA, Nana27867-RB, Nana27867-RC
OG0000229	ENSG00000196924.18	Nana10686-RC, Nana10686-RA, Nana10686-RB, Nana10686-RD
OG0000230	ENSG00000016490.16, ENSG00000016602.9	Nana14830-RA
OG0000231	ENSG00000087128.10, ENSG00000274058.3	Nana22724-RA
OG0000232	ENSG00000284971.2, ENSG00000278466.3	Nana04335-RA
OG0000232	ENSG00000215182.8, ENSG00000283158.1	Nana04336-RA
OG0000233	ENSG00000254656.2	Nana22819-RA, Nana16302-RA
OG0000235	ENSG00000163288.14	Nana18677-RA
OG0000235	ENSG00000166206.15	Nana26056-RA, Nana09225-RA
OG0000236	ENSG00000006534.16, ENSG00000132746.15	Nana04020-RA, Nana04017-RA
OG0000236	ENSG00000072210.19	Nana00165-RA
OG0000237	ENSG00000115310.18	Nana00862-RB
OG0000237	ENSG00000133318.14	Nana35961-RA
OG0000237	ENSG00000125744.12	Nana30903-RC
OG0000238	ENSG00000134516.17	Nana09145-RA
OG0000238	ENSG00000147459.18	Nana28341-RB, Nana28341-RA
OG0000238	ENSG00000150760.12	Nana19499-RA
OG0000239	ENSG00000139364.10	Nana35381-RA
OG0000239	ENSG00000151952.16	Nana35349-RA
OG0000240	ENSG00000169429.11	Nana22799-RA
OG0000241	ENSG00000136943.11, ENSG00000135047.15	Nana11741-RA, Nana06412-RA, Nana06410-RA
OG0000242	ENSG00000115592.11	Nana03921-RA, Nana03921-RB
OG0000242	ENSG00000106617.14	Nana21215-RB, Nana21215-RA
OG0000242	ENSG00000181929.13	Nana10104-RA
OG0000243	ENSG00000105649.10	Nana06066-RA
OG0000243	ENSG00000105514.8	Nana10898-RA
OG0000244	ENSG00000118113.12, ENSG00000196611.5	Nana25243-RA
OG0000244	ENSG00000166670.10, ENSG00000149968.12	Nana25241-RA, Nana25242-RA
OG0000245	ENSG00000181001.2, ENSG00000181074.4, ENSG00000180988.2, ENSG00000181009.5	Nana25599-RA, Nana24950-RA
OG0000248	ENSG00000159399.10	Nana27998-RA, Nana27998-RC, Nana27998-RB
OG0000248	ENSG00000156510.13	Nana19163-RA
OG0000248	ENSG00000156515.23	Nana19165-RE, Nana19165-RG, Nana19165-RF
OG0000249	ENSG00000125753.14	Nana30900-RA, Nana30900-RB
OG0000249	ENSG00000196405.13	Nana05664-RA, Nana05665-RA
OG0000249	ENSG00000154380.17	Nana01260-RA
OG0000250	ENSG00000135723.14	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF
OG0000250	ENSG00000134775.15	Nana22704-RA
OG0000251	ENSG00000179300.4, ENSG00000242265.5	Nana12587-RA, Nana22243-RA, Nana39271-RA, Nana22999-RA
OG0000252	ENSG00000120910.14	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	ENSG00000135298.14	Nana02349-RA
OG0000253	ENSG00000121753.12	Nana29904-RA
OG0000254	ENSG00000145451.13	Nana18269-RA
OG0000254	ENSG00000188828.11	Nana32712-RA
OG0000255	ENSG00000149925.20, ENSG00000285043.1	Nana23756-RA, Nana38961-RA
OG0000255	ENSG00000136872.20	Nana11387-RA, Nana11387-RB
OG0000256	ENSG00000165985.10	Nana21478-RA
OG0000256	ENSG00000186897.5	Nana09918-RA
OG0000256	ENSG00000144119.4	Nana03711-RA
OG0000257	ENSG00000102683.7	Nana25143-RA, Nana25143-RB
OG0000257	ENSG00000170624.13	Nana08771-RA, Nana08770-RA
OG0000257	ENSG00000185053.14	Nana18134-RA
OG0000258	ENSG00000142949.17	Nana14360-RA
OG0000258	ENSG00000105426.16	Nana14362-RA
OG0000258	ENSG00000282932.4, ENSG00000153707.17	Nana11548-RA, Nana11548-RB
OG0000259	ENSG00000198074.10	Nana27545-RA
OG0000260	ENSG00000244693.1, ENSG00000288181.1, ENSG00000284912.1, ENSG00000236761.6, ENSG00000225932.3, ENSG00000288370.1, ENSG00000271321.1, ENSG00000285123.1, ENSG00000271079.1, ENSG00000285172.1, ENSG00000282841.2, ENSG00000212710.5, ENSG00000150527.17	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	ENSG00000234465.11	Nana30565-RA, Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA
OG0000263	ENSG00000115306.16	Nana00869-RA
OG0000263	ENSG00000160460.16	Nana30949-RB, Nana30949-RA
OG0000263	ENSG00000173898.13	Nana35872-RD, Nana35872-RB, Nana35872-RE, Nana35872-RC
OG0000264	ENSG00000105376.5, ENSG00000076662.10, ENSG00000090339.9	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA
OG0000265	ENSG00000136379.12	Nana33278-RA
OG0000265	ENSG00000107362.13	Nana11640-RA
OG0000265	ENSG00000129968.15	Nana06155-RB
OG0000266	ENSG00000242950.7, ENSG00000244476.3	Nana22510-RA
OG0000267	ENSG00000050438.17	Nana10107-RA
OG0000267	ENSG00000033867.16	Nana22007-RB, Nana22007-RA
OG0000267	ENSG00000144290.17	Nana03512-RA
OG0000269	ENSG00000143171.13	Nana15310-RA
OG0000269	ENSG00000231321.9, ENSG00000228333.9, ENSG00000227322.11, ENSG00000206289.11, ENSG00000204231.10, ENSG00000235712.10	Nana39317-RA
OG0000269	ENSG00000186350.12	Nana37082-RA
OG0000270	ENSG00000143374.17	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000270	ENSG00000113407.13	Nana12457-RC, Nana12457-RB
OG0000271	ENSG00000198216.12	Nana15162-RA
OG0000271	ENSG00000148408.13	Nana36409-RA
OG0000271	ENSG00000141837.21	Nana09261-RA
OG0000272	ENSG00000198075.10, ENSG00000196228.3	Nana23527-RA, Nana23525-RA
OG0000273	ENSG00000198668.12	Nana00985-RA
OG0000273	ENSG00000178363.5	Nana36009-RA
OG0000274	ENSG00000130656.6	Nana34633-RA
OG0000274	ENSG00000086506.3, ENSG00000188536.13, ENSG00000206172.8	Nana15793-RA
OG0000275	ENSG00000166913.13	Nana13678-RA
OG0000275	ENSG00000134308.14	Nana02542-RA
OG0000275	ENSG00000164924.18	Nana16692-RB
OG0000276	ENSG00000182601.7	Nana33742-RA
OG0000276	ENSG00000276333.2, ENSG00000162040.7	Nana33870-RA
OG0000276	ENSG00000153976.3, ENSG00000125430.9	Nana09391-RA
OG0000277	ENSG00000107643.16	Nana26757-RA
OG0000277	ENSG00000050748.17	Nana08864-RA, Nana08864-RB
OG0000278	ENSG00000205542.11, ENSG00000154620.6	Nana25910-RA
OG0000279	ENSG00000160213.7	Nana11030-RA
OG0000280	ENSG00000105048.17	Nana23628-RA
OG0000280	ENSG00000118194.20	Nana13941-RA
OG0000280	ENSG00000130595.19, ENSG00000288250.1	Nana04357-RB, Nana04357-RA
OG0000281	ENSG00000144566.11	Nana21935-RA
OG0000281	ENSG00000108774.14	Nana23150-RA, Nana23150-RB
OG0000282	ENSG00000090238.12	Nana23751-RA
OG0000282	ENSG00000166793.12	Nana04079-RB, Nana04079-RC, Nana04079-RA
OG0000283	ENSG00000145687.16	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000283	ENSG00000130511.16	Nana06082-RA
OG0000285	ENSG00000142089.16, ENSG00000185201.16, ENSG00000185885.16	Nana04258-RA
OG0000286	ENSG00000167863.12	Nana09528-RA
OG0000292	ENSG00000138892.11	Nana29552-RA
OG0000292	ENSG00000250151.9, ENSG00000214021.16	Nana07924-RA
OG0000293	ENSG00000092820.18	Nana01719-RA
OG0000293	ENSG00000137710.16	Nana25181-RB
OG0000294	ENSG00000059804.16, ENSG00000173262.11	Nana18732-RA
OG0000294	ENSG00000117394.23	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA
OG0000294	ENSG00000288174.1, ENSG00000181856.15	Nana39222-RB
OG0000295	ENSG00000213639.10	Nana01313-RA
OG0000295	ENSG00000172531.15	Nana04030-RA
OG0000295	ENSG00000186298.12	Nana34783-RB, Nana34783-RA
OG0000296	ENSG00000167081.18	Nana36992-RA
OG0000296	ENSG00000185630.18	Nana15316-RA
OG0000297	ENSG00000112041.13	Nana14277-RA
OG0000297	ENSG00000166402.8	Nana04470-RA
OG0000298	ENSG00000084628.10	Nana30244-RA
OG0000299	ENSG00000119547.6	Nana12513-RA
OG0000299	ENSG00000169856.9	Nana32739-RA
OG0000299	ENSG00000205922.5	Nana06165-RA
OG0000300	ENSG00000276950.5, ENSG00000281748.3, ENSG00000281310.2, ENSG00000277656.3, ENSG00000277897.2, ENSG00000278695.1, ENSG00000099984.11, ENSG00000133433.10	Nana35574-RA
OG0000301	ENSG00000196296.13	Nana23545-RC
OG0000301	ENSG00000174437.17	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	ENSG00000163923.10, ENSG00000198918.8	Nana32411-RA
OG0000303	ENSG00000243678.11, ENSG00000011052.21, ENSG00000239672.7	Nana09584-RA
OG0000303	ENSG00000103202.13	Nana33998-RA
OG0000304	ENSG00000221963.6, ENSG00000100336.17, ENSG00000128284.19, ENSG00000100342.20, ENSG00000128335.14	Nana27334-RA
OG0000305	ENSG00000213366.13, ENSG00000134201.12, ENSG00000134184.13, ENSG00000168765.17	Nana14316-RA
OG0000305	ENSG00000134202.11	Nana14317-RA
OG0000306	ENSG00000113262.16	Nana10545-RA
OG0000307	ENSG00000075275.16	Nana29521-RA
OG0000307	ENSG00000008300.17	Nana08341-RA
OG0000307	ENSG00000143126.8	Nana14296-RA
OG0000308	ENSG00000125730.17	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	ENSG00000160339.16, ENSG00000142748.12	Nana04214-RB, Nana04214-RA, Nana04214-RC, Nana04214-RE, Nana04214-RD
OG0000310	ENSG00000124490.14, ENSG00000096006.11	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA
OG0000311	ENSG00000211804.3, ENSG00000211799.3, ENSG00000211792.2, ENSG00000211816.2, ENSG00000211817.2	Nana37898-RA
OG0000318	ENSG00000170004.17	Nana24333-RA
OG0000318	ENSG00000285238.2, ENSG00000111642.15	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	ENSG00000100312.11, ENSG00000283539.2	Nana27917-RA, Nana27914-RA
OG0000320	ENSG00000114030.13	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	ENSG00000025800.14	Nana29840-RA
OG0000320	ENSG00000196911.11	Nana02050-RA
OG0000321	ENSG00000138606.19	Nana33059-RA
OG0000321	ENSG00000105251.11	Nana06396-RA
OG0000322	ENSG00000198355.5	Nana29546-RA
OG0000322	ENSG00000137193.14	Nana14262-RA
OG0000322	ENSG00000102096.9	Nana29674-RA, Nana07966-RA, Nana07966-RB, Nana10583-RA
OG0000323	ENSG00000266964.5, ENSG00000150201.15, ENSG00000285526.1, ENSG00000089356.18	Nana30376-RA
OG0000324	ENSG00000121281.13	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	ENSG00000078295.17	Nana15547-RA
OG0000324	ENSG00000129467.13, ENSG00000284814.1	Nana39126-RA
OG0000325	ENSG00000185088.14, ENSG00000177954.14	Nana36067-RA
OG0000326	ENSG00000124813.23	Nana30056-RA
OG0000327	ENSG00000113722.17	Nana08833-RA
OG0000327	ENSG00000131264.3	Nana31958-RA, Nana31957-RA
OG0000327	ENSG00000165556.10	Nana25080-RA
OG0000328	ENSG00000126262.4	Nana30428-RA
OG0000328	ENSG00000185897.7, ENSG00000126251.6	Nana30432-RA, Nana30431-RA, Nana30427-RA
OG0000329	ENSG00000149930.18	Nana37734-RA, Nana23771-RA
OG0000329	ENSG00000160551.11	Nana00121-RA
OG0000329	ENSG00000135090.14	Nana35005-RA, Nana35005-RB
OG0000331	ENSG00000147570.10	Nana16409-RA
OG0000331	ENSG00000101152.11	Nana13337-RA
OG0000331	ENSG00000163793.13	Nana00675-RA
OG0000332	ENSG00000168619.16, ENSG00000278548.4, ENSG00000197140.15, ENSG00000275594.4, ENSG00000104755.15, ENSG00000276286.4	Nana28189-RA, Nana28187-RA
OG0000333	ENSG00000087086.15	Nana23569-RA
OG0000334	ENSG00000072163.19	Nana19999-RA
OG0000334	ENSG00000169756.16, ENSG00000257207.5, ENSG00000284337.1, ENSG00000256671.6, ENSG00000256977.12	Nana26170-RC, Nana26170-RB, Nana26170-RA
OG0000335	ENSG00000182853.12	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA
OG0000345	ENSG00000170049.9	Nana24331-RA
OG0000346	ENSG00000141480.18	Nana38732-RD, Nana38732-RB, Nana38732-RE, Nana38732-RA, Nana39632-RB, Nana39632-RA, Nana38732-RC
OG0000346	ENSG00000120500.18	Nana32006-RA, Nana32006-RB
OG0000347	ENSG00000143321.19	Nana36343-RA
OG0000347	ENSG00000167674.15	Nana06408-RA
OG0000347	ENSG00000166503.9	Nana33238-RA
OG0000348	ENSG00000143772.9	Nana01275-RA
OG0000348	ENSG00000086544.3	Nana30929-RA, Nana30929-RB
OG0000348	ENSG00000137825.11	Nana05052-RA
OG0000349	ENSG00000170365.10	Nana17991-RA, Nana17991-RB
OG0000349	ENSG00000120693.13	Nana25001-RA
OG0000349	ENSG00000113658.18	Nana08899-RA, Nana08899-RB
OG0000350	ENSG00000170142.12	Nana21950-RA, Nana03330-RA
OG0000351	ENSG00000280549.1, ENSG00000142619.4, ENSG00000159339.13, ENSG00000280908.2, ENSG00000142623.11, ENSG00000281459.3	Nana37238-RA
OG0000351	ENSG00000117115.13	Nana37242-RA
OG0000352	ENSG00000187775.17	Nana09644-RA
OG0000352	ENSG00000105877.18	Nana09328-RA, Nana21757-RA
OG0000353	ENSG00000151376.16	Nana02273-RA
OG0000353	ENSG00000082212.13	Nana12569-RA
OG0000354	ENSG00000198873.12	Nana19605-RA
OG0000354	ENSG00000198055.11	Nana08689-RA
OG0000355	ENSG00000182580.3	Nana20723-RA
OG0000355	ENSG00000154928.18	Nana20113-RA
OG0000356	ENSG00000120251.20	Nana18750-RA
OG0000356	ENSG00000125675.18	Nana32378-RA
OG0000356	ENSG00000152578.13	Nana25229-RA
OG0000357	ENSG00000171189.17	Nana24684-RA
OG0000357	ENSG00000164418.20	Nana24683-RA, Nana02155-RA
OG0000358	ENSG00000108840.15	Nana23285-RD, Nana23285-RB, Nana23285-RC, Nana23285-RA, Nana23285-RE, Nana23285-RF, Nana23285-RG, Nana23285-RI, Nana23285-RJ, Nana23285-RH
OG0000359	ENSG00000131471.7, ENSG00000131480.9	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA
OG0000360	ENSG00000136527.18	Nana20071-RB, Nana20071-RA
OG0000360	ENSG00000164548.11	Nana21777-RB, Nana21777-RC
OG0000362	ENSG00000283802.3, ENSG00000087116.16	Nana08859-RA
OG0000362	ENSG00000156140.10	Nana17545-RA
OG0000362	ENSG00000138316.11	Nana19211-RA
OG0000363	ENSG00000096088.16	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA
OG0000364	ENSG00000198692.10	Nana25849-RA
OG0000365	ENSG00000185432.12, ENSG00000170439.7	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA
OG0000366	ENSG00000241635.8, ENSG00000244474.5, ENSG00000240224.1, ENSG00000243135.6, ENSG00000242515.5, ENSG00000244122.2, ENSG00000242366.3, ENSG00000241119.2, ENSG00000167165.19	Nana03020-RA
OG0000367	ENSG00000026950.17, ENSG00000111801.16, ENSG00000186470.14, ENSG00000124557.12, ENSG00000124508.17, ENSG00000112763.17	Nana07833-RB, Nana07833-RA
OG0000371	ENSG00000077264.15	Nana32087-RA
OG0000371	ENSG00000180370.10	Nana20127-RA
OG0000373	ENSG00000027644.5	Nana36338-RA
OG0000373	ENSG00000171105.14	Nana06045-RA
OG0000373	ENSG00000140443.15	Nana33499-RA
OG0000374	ENSG00000146374.14	Nana01995-RA, Nana39710-RA
OG0000374	ENSG00000169218.14, ENSG00000147655.12	Nana16757-RA
OG0000375	ENSG00000188687.17	Nana27993-RC, Nana27993-RB
OG0000375	ENSG00000113073.15	Nana15483-RA
OG0000376	ENSG00000155760.2	Nana03174-RA
OG0000376	ENSG00000157240.4	Nana21441-RA
OG0000376	ENSG00000180340.7	Nana22930-RA
OG0000377	ENSG00000167461.12	Nana06002-RA
OG0000377	ENSG00000084733.11	Nana00711-RA
OG0000377	ENSG00000166128.13	Nana32801-RA
OG0000378	ENSG00000140675.13	Nana23839-RA
OG0000378	ENSG00000100191.5, ENSG00000100170.10	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD
OG0000379	ENSG00000102057.10	Nana10577-RA
OG0000379	ENSG00000184408.10, ENSG00000171385.9	Nana14026-RA
OG0000380	ENSG00000187079.18	Nana04566-RA
OG0000380	ENSG00000007866.21	Nana14280-RA
OG0000380	ENSG00000074219.13	Nana23577-RA
OG0000381	ENSG00000188784.4	Nana37627-RA
OG0000381	ENSG00000127472.11	Nana37625-RA
OG0000382	ENSG00000100994.12	Nana00911-RA
OG0000382	ENSG00000068976.14	Nana35852-RB, Nana35852-RA
OG0000382	ENSG00000100504.17	Nana05932-RA
OG0000383	ENSG00000165066.13	Nana28138-RA
OG0000383	ENSG00000148826.9	Nana19432-RA
OG0000385	ENSG00000151292.17	Nana11886-RA
OG0000385	ENSG00000169118.18, ENSG00000133275.16	Nana06186-RA
OG0000387	ENSG00000113805.8	Nana08133-RA
OG0000387	ENSG00000134115.13	Nana08155-RA, Nana08149-RA
OG0000388	ENSG00000213471.10, ENSG00000261147.1	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN
OG0000388	ENSG00000170703.15	Nana23218-RA
OG0000389	ENSG00000163347.6	Nana20980-RA
OG0000389	ENSG00000288292.1, ENSG00000181885.18	Nana39948-RB, Nana39948-RA
OG0000390	ENSG00000170323.9	Nana16521-RA
OG0000390	ENSG00000147588.7	Nana16520-RA
OG0000390	ENSG00000205186.4	Nana16522-RA
OG0000391	ENSG00000156049.7	Nana11680-RA
OG0000391	ENSG00000088256.9	Nana06358-RA
OG0000392	ENSG00000141086.18	Nana31341-RA
OG0000392	ENSG00000168928.13, ENSG00000285346.1, ENSG00000168925.12, ENSG00000284810.2	Nana31098-RA
OG0000393	ENSG00000110697.13	Nana04107-RA, Nana04107-RF, Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB
OG0000393	ENSG00000090975.12	Nana34852-RE, Nana34852-RF, Nana34852-RD
OG0000394	ENSG00000240118.7, ENSG00000243067.7, ENSG00000243594.7, ENSG00000240065.8, ENSG00000239836.7, ENSG00000240508.7, ENSG00000243958.7, ENSG00000242711.8	Nana07199-RA
OG0000394	ENSG00000142507.10	Nana07200-RA
OG0000395	ENSG00000122026.10	Nana25103-RA
OG0000396	ENSG00000172819.17	Nana10310-RA
OG0000396	ENSG00000131759.18	Nana23075-RA
OG0000397	ENSG00000115488.3, ENSG00000162139.10	Nana25526-RA, Nana25525-RA, Nana25524-RA
OG0000397	ENSG00000204099.11, ENSG00000277926.4	Nana20138-RA
OG0000399	ENSG00000147509.14	Nana16314-RA
OG0000399	ENSG00000171700.14	Nana13358-RA
OG0000400	ENSG00000114353.17	Nana08621-RA
OG0000400	ENSG00000127955.17	Nana29255-RA
OG0000401	ENSG00000130037.5	Nana29388-RA
OG0000401	ENSG00000111262.6	Nana29384-RA
OG0000401	ENSG00000177272.9	Nana14333-RA
OG0000402	ENSG00000133063.16	Nana14181-RA
OG0000403	ENSG00000175899.14, ENSG00000126838.10	Nana07167-RA, Nana07162-RA, Nana07162-RB
OG0000404	ENSG00000123136.15	Nana09286-RA
OG0000406	ENSG00000204435.13, ENSG00000258543.7, ENSG00000258589.7, ENSG00000240433.4, ENSG00000244672.4, ENSG00000240053.8, ENSG00000239497.7, ENSG00000239285.7, ENSG00000241132.7, ENSG00000241713.7, ENSG00000228875.8, ENSG00000232960.11, ENSG00000263020.6, ENSG00000224398.7, ENSG00000230700.10, ENSG00000224774.7, ENSG00000206406.9	Nana07655-RA
OG0000408	ENSG00000148288.13	Nana36768-RA
OG0000415	ENSG00000166948.10	Nana12999-RA
OG0000415	ENSG00000125780.12, ENSG00000286022.1	Nana12986-RA
OG0000416	ENSG00000166147.13	Nana33184-RA
OG0000416	ENSG00000142449.13	Nana06534-RA
OG0000416	ENSG00000138829.12	Nana11858-RA
OG0000417	ENSG00000177628.16, ENSG00000262446.5	Nana36144-RB, Nana36144-RA, Nana36144-RC, Nana36144-RE, Nana36144-RD, Nana36148-RA
OG0000418	ENSG00000269955.2	Nana27192-RA
OG0000418	ENSG00000007392.16	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF
OG0000419	ENSG00000198242.14	Nana00100-RA, Nana16559-RA
OG0000420	ENSG00000154227.13	Nana33386-RA
OG0000420	ENSG00000090661.12	Nana06458-RA
OG0000421	ENSG00000138741.11	Nana18105-RA
OG0000421	ENSG00000137672.13	Nana25261-RA
OG0000423	ENSG00000075891.21	Nana19099-RA
OG0000423	ENSG00000106331.17	Nana11253-RA, Nana19102-RA, Nana27953-RA
OG0000424	ENSG00000111245.16	Nana34780-RA
OG0000424	ENSG00000180209.12	Nana23819-RA
OG0000425	ENSG00000129990.15	Nana23602-RA
OG0000425	ENSG00000143858.12	Nana13933-RA
OG0000426	ENSG00000103966.11	Nana05026-RA
OG0000426	ENSG00000013016.16	Nana21088-RA
OG0000427	ENSG00000101421.4	Nana13798-RA
OG0000427	ENSG00000254505.10, ENSG00000285302.2	Nana24261-RA
OG0000427	ENSG00000164695.5	Nana16524-RA
OG0000428	ENSG00000123838.11	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA
OG0000429	ENSG00000126583.11	Nana23646-RA
OG0000429	ENSG00000154229.12	Nana09841-RA
OG0000430	ENSG00000169750.9	Nana09599-RB
OG0000430	ENSG00000128340.15	Nana27315-RA
OG0000431	ENSG00000108669.16	Nana09647-RA
OG0000431	ENSG00000105443.15	Nana23631-RA
OG0000433	ENSG00000182481.9	Nana16362-RA, Nana09857-RA
OG0000434	ENSG00000169925.17	Nana37089-RF
OG0000434	ENSG00000236227.8, ENSG00000234704.9, ENSG00000204256.13, ENSG00000215077.10, ENSG00000235307.9, ENSG00000234507.9, ENSG00000230678.10	Nana06917-RB, Nana06917-RD, Nana06917-RC
