Orthogroup	H_sapiens.pep	M_musculus.pep
OG0000076	ENSG00000211793.2	ENSMUSG00000076802.3, ENSMUSG00000094176.6, ENSMUSG00000095862.1, ENSMUSG00000076764.3, ENSMUSG00000094468.5, ENSMUSG00000095387.5, ENSMUSG00000076762.1, ENSMUSG00000096600.5, ENSMUSG00000094220.5, ENSMUSG00000095126.3, ENSMUSG00000095370.2, ENSMUSG00000095756.2
OG0000077	ENSG00000142405.21	ENSMUSG00000097297.3, ENSMUSG00000078817.4
OG0000077	ENSG00000162711.17	ENSMUSG00000032691.14
OG0000077	ENSG00000158077.4	ENSMUSG00000016626.10
OG0000077	ENSG00000160505.16	ENSMUSG00000032999.10, ENSMUSG00000034087.14, ENSMUSG00000045693.8, ENSMUSG00000034690.13, ENSMUSG00000040601.13
OG0000077	ENSG00000276230.4, ENSG00000023191.17	ENSMUSG00000038650.15
OG0000078	ENSG00000247315.4	ENSMUSG00000074682.4
OG0000079	ENSG00000211746.3, ENSG00000282621.1	ENSMUSG00000076475.2
OG0000079	ENSG00000282812.1, ENSG00000211753.4	ENSMUSG00000076480.2
OG0000079	ENSG00000282610.1, ENSG00000282134.1, ENSG00000253534.1, ENSG00000282470.1, ENSG00000253188.1, ENSG00000277110.3, ENSG00000211721.2, ENSG00000211724.3, ENSG00000282459.1, ENSG00000281970.1, ENSG00000211706.2, ENSG00000282240.1, ENSG00000211713.3, ENSG00000282719.1, ENSG00000283063.1, ENSG00000282353.1, ENSG00000282007.1, ENSG00000229769.2, ENSG00000275791.1, ENSG00000282340.1, ENSG00000211717.3, ENSG00000282618.1	ENSMUSG00000076469.3, ENSMUSG00000076467.3, ENSMUSG00000076470.1
OG0000081	ENSG00000139610.2	ENSMUSG00000023031.8
OG0000081	ENSG00000142615.8, ENSG00000215704.10	ENSMUSG00000058579.5
OG0000081	ENSG00000162438.12	ENSMUSG00000062478.16
OG0000081	ENSG00000142789.20, ENSG00000219073.8	ENSMUSG00000023433.8, ENSMUSG00000078520.3
OG0000083	ENSG00000277632.2, ENSG00000274221.2, ENSG00000278567.2, ENSG00000277768.2, ENSG00000277336.2, ENSG00000276085.1, ENSG00000277796.2, ENSG00000278006.2, ENSG00000278167.2, ENSG00000275385.2	ENSMUSG00000000982.5
OG0000083	ENSG00000275824.4, ENSG00000277943.4, ENSG00000276125.4, ENSG00000276070.5, ENSG00000282604.1, ENSG00000275313.5, ENSG00000275302.2	ENSMUSG00000018930.3
OG0000085	ENSG00000187498.16	ENSMUSG00000031502.11
OG0000085	ENSG00000188153.13	ENSMUSG00000031274.16
OG0000085	ENSG00000134871.19	ENSMUSG00000031503.13
OG0000085	ENSG00000197565.16	ENSMUSG00000116510.1, ENSMUSG00000031273.16
OG0000085	ENSG00000081052.13	ENSMUSG00000067158.9
OG0000085	ENSG00000169031.20	ENSMUSG00000079465.8
OG0000086	ENSG00000101210.12	ENSMUSG00000016349.10
OG0000086	ENSG00000156508.18	ENSMUSG00000037742.14
OG0000087	ENSG00000133026.12	ENSMUSG00000020900.15
OG0000087	ENSG00000276480.5, ENSG00000133392.18	ENSMUSG00000018830.10
OG0000087	ENSG00000100345.21	ENSMUSG00000022443.17
OG0000087	ENSG00000105357.18	ENSMUSG00000030739.18
OG0000090	ENSG00000198848.12, ENSG00000262243.5	ENSMUSG00000061959.13, ENSMUSG00000074156.6, ENSMUSG00000031725.8, ENSMUSG00000078964.2, ENSMUSG00000057400.14, ENSMUSG00000056973.6, ENSMUSG00000057074.6, ENSMUSG00000071047.5
OG0000090	ENSG00000172824.16	ENSMUSG00000060560.8
OG0000090	ENSG00000159398.16, ENSG00000261972.5	ENSMUSG00000058019.13
OG0000090	ENSG00000172831.13	ENSMUSG00000091813.4, ENSMUSG00000050097.6, ENSMUSG00000061825.10, ENSMUSG00000031877.9, ENSMUSG00000062826.7, ENSMUSG00000031886.14, ENSMUSG00000055730.16
OG0000091	ENSG00000183347.14	ENSMUSG00000105096.1, ENSMUSG00000104713.4, ENSMUSG00000079362.5, ENSMUSG00000079363.7, ENSMUSG00000092021.8, ENSMUSG00000034438.16, ENSMUSG00000029298.15
OG0000091	ENSG00000162654.9, ENSG00000213512.3	ENSMUSG00000028268.14, ENSMUSG00000040253.15
OG0000091	ENSG00000162645.13, ENSG00000117226.12, ENSG00000117228.10	ENSMUSG00000028270.12, ENSMUSG00000040264.10
OG0000091	ENSG00000154451.14	ENSMUSG00000105504.4
OG0000092	ENSG00000167460.17	ENSMUSG00000028464.16
OG0000092	ENSG00000143549.21	ENSMUSG00000027940.18
OG0000092	ENSG00000140416.22	ENSMUSG00000032366.15
OG0000093	ENSG00000070961.15	ENSMUSG00000019943.10
OG0000093	ENSG00000058668.14	ENSMUSG00000026463.17
OG0000093	ENSG00000067842.17	ENSMUSG00000031376.15
OG0000093	ENSG00000157087.20	ENSMUSG00000030302.16
OG0000094	ENSG00000168594.15	ENSMUSG00000046258.4
OG0000094	ENSG00000139985.7	ENSMUSG00000008438.3
OG0000095	ENSG00000178789.9	ENSMUSG00000063193.9
OG0000095	ENSG00000186074.19	ENSMUSG00000069609.7, ENSMUSG00000089722.2, ENSMUSG00000069607.4, ENSMUSG00000089753.9, ENSMUSG00000034641.2, ENSMUSG00000047798.15
OG0000095	ENSG00000186407.7	ENSMUSG00000048498.7
OG0000095	ENSG00000167851.15, ENSG00000167850.4	ENSMUSG00000058728.15, ENSMUSG00000044811.13, ENSMUSG00000034652.12
OG0000096	ENSG00000279116.2	ENSMUSG00000051493.7, ENSMUSG00000064333.2, ENSMUSG00000062103.5
OG0000096	ENSG00000196341.3	ENSMUSG00000063221.6, ENSMUSG00000047667.5, ENSMUSG00000058515.4
OG0000096	ENSG00000181518.4	ENSMUSG00000049073.7
OG0000096	ENSG00000196119.8	ENSMUSG00000061165.9, ENSMUSG00000110526.2
OG0000096	ENSG00000197849.6, ENSG00000255298.3	ENSMUSG00000059595.2, ENSMUSG00000058820.3
OG0000099	ENSG00000116106.12	ENSMUSG00000026235.14
OG0000099	ENSG00000135333.14	ENSMUSG00000028289.12
OG0000099	ENSG00000044524.11	ENSMUSG00000052504.7
OG0000099	ENSG00000070886.12	ENSMUSG00000028661.8
OG0000099	ENSG00000080224.17	ENSMUSG00000055540.15
OG0000099	ENSG00000145242.13	ENSMUSG00000029245.16
OG0000100	ENSG00000042980.13	ENSMUSG00000014725.16
OG0000100	ENSG00000134028.14	ENSMUSG00000022057.8
OG0000101	ENSG00000092841.18	ENSMUSG00000090841.2
OG0000101	ENSG00000196465.10	ENSMUSG00000039824.4
OG0000101	ENSG00000168530.16	ENSMUSG00000061816.15
OG0000101	ENSG00000198336.9	ENSMUSG00000061086.12
OG0000101	ENSG00000160808.11	ENSMUSG00000059741.13
OG0000102	ENSG00000166796.12	ENSMUSG00000030851.15
OG0000102	ENSG00000166800.10, ENSG00000171989.6	ENSMUSG00000101959.1
OG0000102	ENSG00000288299.1, ENSG00000134333.14	ENSMUSG00000063229.15
OG0000102	ENSG00000111716.14, ENSG00000285854.1	ENSMUSG00000030246.11
OG0000103	ENSG00000180658.4, ENSG00000243896.4, ENSG00000284827.1, ENSG00000284749.2	ENSMUSG00000043605.5
OG0000103	ENSG00000221933.3, ENSG00000285496.1	ENSMUSG00000045708.4
OG0000103	ENSG00000221858.3, ENSG00000284949.2	ENSMUSG00000073111.3
OG0000103	ENSG00000284896.1, ENSG00000221836.3	ENSMUSG00000043119.5
OG0000103	ENSG00000285071.2, ENSG00000221989.2	ENSMUSG00000071481.4
OG0000103	ENSG00000221938.5, ENSG00000284891.1	ENSMUSG00000094669.3, ENSMUSG00000073110.3, ENSMUSG00000094200.2
OG0000106	ENSG00000135486.17	ENSMUSG00000046434.16
OG0000106	ENSG00000170144.20	ENSMUSG00000059005.13
OG0000108	ENSG00000106258.15, ENSG00000160868.15, ENSG00000282301.2, ENSG00000160870.14, ENSG00000021461.16	ENSMUSG00000075551.4, ENSMUSG00000075552.4, ENSMUSG00000054417.5, ENSMUSG00000038656.5, ENSMUSG00000056035.8, ENSMUSG00000070419.11, ENSMUSG00000061292.10, ENSMUSG00000029630.15, ENSMUSG00000029727.7
OG0000109	ENSG00000180346.3	ENSMUSG00000049232.3
OG0000109	ENSG00000183340.7	ENSMUSG00000079083.3
OG0000109	ENSG00000234616.9	ENSMUSG00000046380.3
OG0000110	ENSG00000021645.19	ENSMUSG00000066392.12
OG0000110	ENSG00000110076.19	ENSMUSG00000107104.4, ENSMUSG00000033768.17
OG0000110	ENSG00000179915.23	ENSMUSG00000024109.18
OG0000111	ENSG00000138758.11	ENSMUSG00000058013.11
OG0000111	ENSG00000154997.9	ENSMUSG00000034219.15
OG0000111	ENSG00000186522.15	ENSMUSG00000019917.10
OG0000111	ENSG00000164402.14	ENSMUSG00000018398.18
OG0000111	ENSG00000125354.23	ENSMUSG00000050379.15
OG0000112	ENSG00000278216.3, ENSG00000135220.11	ENSMUSG00000035780.2
OG0000112	ENSG00000156096.14, ENSG00000171234.14, ENSG00000109181.12, ENSG00000275190.3, ENSG00000213759.10, ENSG00000135226.18, ENSG00000196620.10, ENSG00000197888.2	ENSMUSG00000054630.7, ENSMUSG00000061906.5, ENSMUSG00000057425.3, ENSMUSG00000070704.10, ENSMUSG00000035811.10
OG0000112	ENSG00000277132.2	ENSMUSG00000035836.2, ENSMUSG00000029260.15
OG0000112	ENSG00000173610.12	ENSMUSG00000107180.1
OG0000112	ENSG00000271271.5	ENSMUSG00000029268.14
OG0000113	ENSG00000243955.6, ENSG00000244067.3, ENSG00000182793.11, ENSG00000174156.15	ENSMUSG00000025934.15, ENSMUSG00000074179.11, ENSMUSG00000057933.10, ENSMUSG00000111709.1, ENSMUSG00000074183.3
OG0000115	ENSG00000179593.16	ENSMUSG00000020891.11
OG0000115	ENSG00000179148.9	ENSMUSG00000020892.10
OG0000115	ENSG00000179477.11	ENSMUSG00000032807.5
OG0000115	ENSG00000012779.11, ENSG00000275565.4	ENSMUSG00000025701.12
OG0000116	ENSG00000186832.9	ENSMUSG00000053797.10
OG0000116	ENSG00000186847.6	ENSMUSG00000045545.8
OG0000116	ENSG00000128422.17	ENSMUSG00000035557.9
OG0000116	ENSG00000186395.8	ENSMUSG00000019761.10
OG0000116	ENSG00000171401.15	ENSMUSG00000044041.4
OG0000116	ENSG00000171346.16	ENSMUSG00000054146.8
OG0000116	ENSG00000171345.13	ENSMUSG00000020911.14
OG0000118	ENSG00000124449.7	ENSMUSG00000062028.8
OG0000119	ENSG00000169504.15	ENSMUSG00000037242.8
OG0000119	ENSG00000213719.8, ENSG00000206394.8, ENSG00000226248.6, ENSG00000226417.6, ENSG00000226651.6, ENSG00000223639.6, ENSG00000230685.6	ENSMUSG00000007041.9
OG0000119	ENSG00000112782.19	ENSMUSG00000023959.10
OG0000120	ENSG00000187475.5, ENSG00000124610.4	ENSMUSG00000036211.4
OG0000120	ENSG00000168298.6	ENSMUSG00000051627.3
OG0000120	ENSG00000124575.6	ENSMUSG00000052565.7
OG0000120	ENSG00000184357.4	ENSMUSG00000058773.2
OG0000120	ENSG00000187837.3	ENSMUSG00000036181.2
OG0000121	ENSG00000253846.2	ENSMUSG00000102222.1
OG0000121	ENSG00000261934.2	ENSMUSG00000102440.1
OG0000121	ENSG00000253767.2	ENSMUSG00000103897.1
OG0000121	ENSG00000253159.3	ENSMUSG00000102428.1
OG0000121	ENSG00000253873.6	ENSMUSG00000102742.1
OG0000121	ENSG00000254245.2	ENSMUSG00000104346.1
OG0000121	ENSG00000081853.15	ENSMUSG00000103332.1
OG0000121	ENSG00000204956.5	ENSMUSG00000103144.1
OG0000121	ENSG00000253485.2	ENSMUSG00000103567.1
OG0000121	ENSG00000262576.3	ENSMUSG00000103677.1
OG0000121	ENSG00000253537.3	ENSMUSG00000103472.1
OG0000121	ENSG00000253731.2	ENSMUSG00000103793.1
OG0000122	ENSG00000251608.2, ENSG00000227446.2, ENSG00000225247.4, ENSG00000280236.3, ENSG00000233481.4, ENSG00000204690.6, ENSG00000235966.4	ENSMUSG00000095858.4, ENSMUSG00000095603.4, ENSMUSG00000094884.3, ENSMUSG00000049618.6, ENSMUSG00000092077.2, ENSMUSG00000091531.2
OG0000122	ENSG00000204692.9, ENSG00000224487.8, ENSG00000251394.6, ENSG00000250364.6, ENSG00000112462.8, ENSG00000242022.8	ENSMUSG00000029184.5
OG0000126	ENSG00000196781.16	ENSMUSG00000008305.18
OG0000126	ENSG00000106829.19	ENSMUSG00000024642.17
OG0000126	ENSG00000140332.16	ENSMUSG00000032280.16
OG0000127	ENSG00000170265.12	ENSMUSG00000025821.9
OG0000127	ENSG00000170260.9	ENSMUSG00000052763.7
OG0000127	ENSG00000197024.9	ENSMUSG00000062519.13
OG0000127	ENSG00000181220.17	ENSMUSG00000057691.8
OG0000128	ENSG00000258818.4	ENSMUSG00000021876.15
OG0000128	ENSG00000129538.14	ENSMUSG00000035896.5
OG0000128	ENSG00000214274.9	ENSMUSG00000060615.5, ENSMUSG00000047894.2, ENSMUSG00000072598.3, ENSMUSG00000053961.7, ENSMUSG00000072115.11
OG0000129	ENSG00000196090.12	ENSMUSG00000053141.16
OG0000129	ENSG00000173482.16	ENSMUSG00000033278.10
OG0000129	ENSG00000060656.20	ENSMUSG00000028909.17
OG0000129	ENSG00000152894.14, ENSG00000273993.4	ENSMUSG00000019889.10
OG0000130	ENSG00000159409.15	ENSMUSG00000028137.9
OG0000130	ENSG00000273025.1, ENSG00000140488.16	ENSMUSG00000032297.11
OG0000131	ENSG00000183570.16	ENSMUSG00000001120.15
OG0000131	ENSG00000197111.15	ENSMUSG00000056851.14
OG0000131	ENSG00000169564.7	ENSMUSG00000051695.6
OG0000132	ENSG00000198283.2	ENSMUSG00000046272.4
OG0000132	ENSG00000172362.3	ENSMUSG00000045126.2, ENSMUSG00000048456.3
OG0000132	ENSG00000172365.3	ENSMUSG00000046913.3
OG0000132	ENSG00000197786.3	ENSMUSG00000061637.5, ENSMUSG00000063777.3, ENSMUSG00000062199.2, ENSMUSG00000109148.1, ENSMUSG00000109544.2, ENSMUSG00000109100.1, ENSMUSG00000057817.6, ENSMUSG00000060303.4, ENSMUSG00000049015.3, ENSMUSG00000096485.3, ENSMUSG00000096365.4, ENSMUSG00000045883.5, ENSMUSG00000094721.3, ENSMUSG00000094755.1, ENSMUSG00000094986.3, ENSMUSG00000062844.6, ENSMUSG00000057503.6
OG0000135	ENSG00000101307.15, ENSG00000089012.14, ENSG00000198053.11	ENSMUSG00000074677.11, ENSMUSG00000106923.3, ENSMUSG00000095028.6, ENSMUSG00000095788.6, ENSMUSG00000037902.18
OG0000135	ENSG00000260861.6	ENSMUSG00000078780.7, ENSMUSG00000107166.3, ENSMUSG00000078783.1
OG0000136	ENSG00000177189.14	ENSMUSG00000031309.15
OG0000136	ENSG00000071242.12	ENSMUSG00000023809.10
OG0000136	ENSG00000117676.14, ENSG00000281877.3	ENSMUSG00000003644.17
OG0000136	ENSG00000072133.11	ENSMUSG00000025665.16, ENSMUSG00000116203.1
OG0000137	ENSG00000004799.8	ENSMUSG00000019577.6
OG0000137	ENSG00000005882.12	ENSMUSG00000038967.13
OG0000137	ENSG00000067992.15	ENSMUSG00000035232.8
OG0000137	ENSG00000152256.13	ENSMUSG00000006494.11
OG0000138	ENSG00000105993.15	ENSMUSG00000029131.14
OG0000138	ENSG00000179407.3	ENSMUSG00000048206.6
OG0000138	ENSG00000135924.15	ENSMUSG00000026203.16
OG0000143	ENSG00000133878.9	ENSMUSG00000039661.14
OG0000143	ENSG00000079393.20	ENSMUSG00000021768.15
OG0000143	ENSG00000188716.5, ENSG00000281660.1	ENSMUSG00000063821.6
OG0000144	ENSG00000213203.3	ENSMUSG00000090019.5
OG0000145	ENSG00000101446.8	ENSMUSG00000074596.3
OG0000146	ENSG00000103355.13	ENSMUSG00000049620.9
OG0000146	ENSG00000172382.10	ENSMUSG00000050762.5
OG0000147	ENSG00000151640.13	ENSMUSG00000111393.1, ENSMUSG00000025478.15
OG0000147	ENSG00000072832.15	ENSMUSG00000029121.16
OG0000147	ENSG00000113657.13	ENSMUSG00000024501.20
OG0000147	ENSG00000092964.18	ENSMUSG00000022048.8
OG0000149	ENSG00000130402.12, ENSG00000282844.2	ENSMUSG00000054808.15
OG0000149	ENSG00000077522.13	ENSMUSG00000052374.16
OG0000149	ENSG00000248746.6	ENSMUSG00000006457.4
OG0000149	ENSG00000072110.13	ENSMUSG00000015143.15
OG0000150	ENSG00000005187.12	ENSMUSG00000030935.15
OG0000150	ENSG00000183549.10	ENSMUSG00000030972.6
OG0000150	ENSG00000215009.5	ENSMUSG00000047026.9
OG0000150	ENSG00000066813.14, ENSG00000183747.12	ENSMUSG00000030945.17
OG0000150	ENSG00000166743.9	ENSMUSG00000033533.14
OG0000151	ENSG00000187048.13, ENSG00000162365.12	ENSMUSG00000083138.3, ENSMUSG00000028715.2, ENSMUSG00000084346.4, ENSMUSG00000078597.2, ENSMUSG00000066071.6, ENSMUSG00000066072.13, ENSMUSG00000063929.6, ENSMUSG00000028712.12
OG0000151	ENSG00000142973.14	ENSMUSG00000028713.17
OG0000152	ENSG00000108242.13, ENSG00000276490.1, ENSG00000138109.11, ENSG00000165841.11, ENSG00000138115.14	ENSMUSG00000025197.9, ENSMUSG00000025004.16, ENSMUSG00000074882.3, ENSMUSG00000092008.2, ENSMUSG00000062624.5, ENSMUSG00000042248.4, ENSMUSG00000054827.12, ENSMUSG00000067225.2, ENSMUSG00000025003.6, ENSMUSG00000032808.2, ENSMUSG00000003053.17, ENSMUSG00000067229.3, ENSMUSG00000067231.4, ENSMUSG00000025002.5, ENSMUSG00000060613.10
OG0000153	ENSG00000111640.15	ENSMUSG00000110469.1, ENSMUSG00000057666.18, ENSMUSG00000097148.2, ENSMUSG00000099294.1
OG0000153	ENSG00000105679.9	ENSMUSG00000061099.12
OG0000154	ENSG00000106018.14	ENSMUSG00000011171.11
OG0000154	ENSG00000080293.9	ENSMUSG00000026387.15
OG0000154	ENSG00000114812.13	ENSMUSG00000032528.5
OG0000154	ENSG00000106128.19	ENSMUSG00000004654.6
OG0000155	ENSG00000134538.3, ENSG00000205754.11, ENSG00000257046.5, ENSG00000111700.12	ENSMUSG00000030236.10
OG0000155	ENSG00000084453.16	ENSMUSG00000030237.14, ENSMUSG00000084927.1, ENSMUSG00000079262.3, ENSMUSG00000063975.13, ENSMUSG00000041698.11, ENSMUSG00000079263.8
OG0000155	ENSG00000139155.8	ENSMUSG00000030235.17
OG0000156	ENSG00000149124.11	ENSMUSG00000063683.12
OG0000156	ENSG00000156689.7, ENSG00000166840.13, ENSG00000255151.2	ENSMUSG00000024694.9
OG0000156	ENSG00000203972.10	ENSMUSG00000091043.2
OG0000158	ENSG00000080573.7	ENSMUSG00000004098.7
OG0000158	ENSG00000130635.16	ENSMUSG00000026837.16
OG0000158	ENSG00000060718.22	ENSMUSG00000027966.20
OG0000159	ENSG00000211592.8	ENSMUSG00000076609.2
OG0000159	ENSG00000128322.7, ENSG00000254709.8	ENSMUSG00000075370.12
OG0000159	ENSG00000211685.3, ENSG00000211675.2, ENSG00000211677.2, ENSG00000211679.2	ENSMUSG00000105547.1, ENSMUSG00000076937.3
OG0000160	ENSG00000226260.9, ENSG00000230726.9, ENSG00000228987.9, ENSG00000227993.9, ENSG00000277263.1, ENSG00000204287.14, ENSG00000206308.11, ENSG00000234794.9	ENSMUSG00000036322.11
OG0000160	ENSG00000232957.11, ENSG00000206292.13, ENSG00000232962.11, ENSG00000231558.11, ENSG00000235744.11, ENSG00000204252.14, ENSG00000230141.11	ENSMUSG00000024334.9
OG0000161	ENSG00000142512.15, ENSG00000161640.15	ENSMUSG00000030468.12
OG0000161	ENSG00000254521.7, ENSG00000129450.8, ENSG00000168995.13, ENSG00000105366.15, ENSG00000105492.16	ENSMUSG00000030474.9
OG0000161	ENSG00000105383.15	ENSMUSG00000004609.11, ENSMUSG00000051504.18
OG0000162	ENSG00000162909.18	ENSMUSG00000026509.15
OG0000162	ENSG00000203697.12	ENSMUSG00000038599.14
OG0000162	ENSG00000137225.13	ENSMUSG00000058626.16
OG0000162	ENSG00000014216.15	ENSMUSG00000024942.17
OG0000163	ENSG00000162374.17	ENSMUSG00000028546.17
OG0000163	ENSG00000196361.10	ENSMUSG00000003410.8
OG0000163	ENSG00000107105.15	ENSMUSG00000008489.18
OG0000165	ENSG00000127529.7	ENSMUSG00000051190.8
OG0000165	ENSG00000127515.2, ENSG00000185385.4, ENSG00000188269.9	ENSMUSG00000048101.6
OG0000169	ENSG00000151846.8, ENSG00000070756.16	ENSMUSG00000022283.15
OG0000169	ENSG00000090621.14	ENSMUSG00000011257.19
OG0000169	ENSG00000254535.4	ENSMUSG00000090919.6
OG0000169	ENSG00000101104.12	ENSMUSG00000054582.4
OG0000170	ENSG00000282579.1, ENSG00000211959.2, ENSG00000224373.3, ENSG00000282691.1, ENSG00000211956.2, ENSG00000276491.2, ENSG00000211970.3, ENSG00000282451.1, ENSG00000231475.3, ENSG00000282404.1, ENSG00000278082.3, ENSG00000275063.1, ENSG00000211952.3, ENSG00000282726.1, ENSG00000259261.2, ENSG00000288413.1, ENSG00000278263.2, ENSG00000288313.1, ENSG00000276775.1, ENSG00000282223.1	ENSMUSG00000076672.7, ENSMUSG00000093838.1, ENSMUSG00000076674.2, ENSMUSG00000103939.1, ENSMUSG00000076670.4, ENSMUSG00000094029.2, ENSMUSG00000076676.2
OG0000171	ENSG00000187758.8, ENSG00000248144.6, ENSG00000196616.14	ENSMUSG00000074207.10
OG0000171	ENSG00000196344.11	ENSMUSG00000055301.8
OG0000172	ENSG00000114554.11	ENSMUSG00000030084.11
OG0000172	ENSG00000076356.7	ENSMUSG00000026640.12
OG0000172	ENSG00000221866.9	ENSMUSG00000029765.12
OG0000172	ENSG00000130827.6	ENSMUSG00000031398.13
OG0000173	ENSG00000176406.23	ENSMUSG00000037386.16
OG0000174	ENSG00000158571.11	ENSMUSG00000025271.13
OG0000174	ENSG00000170525.21	ENSMUSG00000026773.19
OG0000174	ENSG00000114268.12	ENSMUSG00000025648.18
OG0000175	ENSG00000197617.8	ENSMUSG00000091382.2, ENSMUSG00000115705.1, ENSMUSG00000115799.1, ENSMUSG00000115343.1, ENSMUSG00000115792.1, ENSMUSG00000115701.1, ENSMUSG00000115507.1, ENSMUSG00000048697.4, ENSMUSG00000059375.5, ENSMUSG00000093755.2, ENSMUSG00000115170.1, ENSMUSG00000115467.1, ENSMUSG00000115482.1, ENSMUSG00000091012.2, ENSMUSG00000060699.2, ENSMUSG00000062905.2, ENSMUSG00000090346.2, ENSMUSG00000114982.1, ENSMUSG00000057981.5, ENSMUSG00000115199.1, ENSMUSG00000064259.2, ENSMUSG00000115091.1, ENSMUSG00000095670.2, ENSMUSG00000115668.1, ENSMUSG00000093376.1, ENSMUSG00000115236.1, ENSMUSG00000071893.7, ENSMUSG00000091734.2, ENSMUSG00000115644.1, ENSMUSG00000071428.2, ENSMUSG00000115253.1, ENSMUSG00000115404.1, ENSMUSG00000093696.1, ENSMUSG00000061208.6, ENSMUSG00000115181.1, ENSMUSG00000091541.2
OG0000179	ENSG00000204021.4	ENSMUSG00000024771.7
OG0000179	ENSG00000182333.14	ENSMUSG00000024768.5
OG0000179	ENSG00000173239.14	ENSMUSG00000056078.6
OG0000179	ENSG00000107798.18	ENSMUSG00000024781.16
OG0000180	ENSG00000174970.5	ENSMUSG00000070857.4, ENSMUSG00000070856.5, ENSMUSG00000047594.4, ENSMUSG00000043274.4, ENSMUSG00000070855.8, ENSMUSG00000083706.3, ENSMUSG00000089732.5
OG0000181	ENSG00000204518.2	ENSMUSG00000078506.1, ENSMUSG00000028593.5, ENSMUSG00000078504.2, ENSMUSG00000041735.8, ENSMUSG00000070609.3, ENSMUSG00000078505.1
OG0000181	ENSG00000188984.12	ENSMUSG00000078507.1
OG0000182	ENSG00000276597.1, ENSG00000282242.1, ENSG00000282711.1, ENSG00000211720.3	ENSMUSG00000076471.3
OG0000182	ENSG00000282605.1, ENSG00000275158.1, ENSG00000274752.1, ENSG00000282208.1, ENSG00000282354.1, ENSG00000276953.1	ENSMUSG00000076472.2
OG0000183	ENSG00000172260.15	ENSMUSG00000040037.13
OG0000183	ENSG00000185565.12	ENSMUSG00000061080.11
OG0000183	ENSG00000183715.13	ENSMUSG00000062257.13
OG0000183	ENSG00000182667.14	ENSMUSG00000059974.10
OG0000184	ENSG00000164588.8	ENSMUSG00000021730.8
OG0000184	ENSG00000138622.4	ENSMUSG00000032338.9
OG0000184	ENSG00000143630.10, ENSG00000263324.5	ENSMUSG00000028051.10
OG0000184	ENSG00000099822.3	ENSMUSG00000020331.9
OG0000185	ENSG00000004059.11	ENSMUSG00000020440.13
OG0000185	ENSG00000168374.11	ENSMUSG00000115861.1, ENSMUSG00000021877.12
OG0000185	ENSG00000134287.10	ENSMUSG00000051853.10
OG0000186	ENSG00000074211.14	ENSMUSG00000029120.10
OG0000186	ENSG00000156475.18	ENSMUSG00000024500.20
OG0000186	ENSG00000175470.20	ENSMUSG00000041769.13
OG0000186	ENSG00000221914.11	ENSMUSG00000022052.9
OG0000187	ENSG00000143878.10	ENSMUSG00000054364.5
OG0000187	ENSG00000067560.12	ENSMUSG00000007815.13
OG0000188	ENSG00000104938.17, ENSG00000090659.18	ENSMUSG00000040165.14, ENSMUSG00000065987.12, ENSMUSG00000031495.8, ENSMUSG00000031494.7, ENSMUSG00000040197.4, ENSMUSG00000079168.4, ENSMUSG00000051906.15
OG0000193	ENSG00000110880.10	ENSMUSG00000004530.12
OG0000193	ENSG00000172725.14	ENSMUSG00000024835.15, ENSMUSG00000097771.8
OG0000193	ENSG00000167549.18	ENSMUSG00000020836.15
OG0000193	ENSG00000102879.15	ENSMUSG00000030707.15
OG0000194	ENSG00000174775.17, ENSG00000276536.4	ENSMUSG00000025499.18
OG0000194	ENSG00000133703.12	ENSMUSG00000030265.14
OG0000194	ENSG00000213281.5	ENSMUSG00000027852.14
OG0000196	ENSG00000092199.17, ENSG00000275774.3, ENSG00000283370.2, ENSG00000282530.2, ENSG00000274109.2, ENSG00000282175.2, ENSG00000179172.9, ENSG00000283231.1, ENSG00000179412.10, ENSG00000282559.1, ENSG00000283292.1, ENSG00000282095.1, ENSG00000277058.2, ENSG00000273865.2	ENSMUSG00000060373.15
OG0000197	ENSG00000218336.9	ENSMUSG00000031561.16
OG0000197	ENSG00000145934.16	ENSMUSG00000049336.16
OG0000197	ENSG00000149256.16	ENSMUSG00000048078.16
OG0000197	ENSG00000009694.13	ENSMUSG00000016150.15
