Orthogroup	H_sapiens.pep	X_tropicalis.pep
OG0000131	ENSG00000183570.16	ENSXETG00000021214.1
OG0000131	ENSG00000197111.15, ENSG00000169564.7	ENSXETG00000005085.1
OG0000136	ENSG00000177189.14	ENSXETG00000021421.1
OG0000136	ENSG00000071242.12	ENSXETG00000010463.1
OG0000136	ENSG00000117676.14, ENSG00000281877.3	ENSXETG00000013406.1
OG0000136	ENSG00000072133.11	ENSXETG00000009967.1
OG0000137	ENSG00000004799.8	ENSXETG00000008151.1
OG0000137	ENSG00000067992.15	ENSXETG00000011285.1
OG0000137	ENSG00000152256.13	ENSXETG00000011177.1
OG0000138	ENSG00000105993.15	ENSXETG00000013594.1
OG0000138	ENSG00000179407.3, ENSG00000135924.15	ENSXETG00000003380.1
OG0000143	ENSG00000133878.9	ENSXETG00000000948.1, ENSXETG00000005553.1
OG0000143	ENSG00000079393.20	ENSXETG00000020664.1
OG0000143	ENSG00000188716.5, ENSG00000281660.1	ENSXETG00000019731.1
OG0000145	ENSG00000101446.8	ENSXETG00000019119.1, ENSXETG00000002868.1
OG0000146	ENSG00000103355.13, ENSG00000172382.10	ENSXETG00000016291.1, ENSXETG00000016341.1, ENSXETG00000010028.1
OG0000147	ENSG00000151640.13	ENSXETG00000018873.1
OG0000147	ENSG00000072832.15	ENSXETG00000004690.1
OG0000147	ENSG00000113657.13	ENSXETG00000012866.1
OG0000147	ENSG00000092964.18	ENSXETG00000002709.1
OG0000149	ENSG00000130402.12, ENSG00000282844.2	ENSXETG00000009281.1
OG0000149	ENSG00000077522.13	ENSXETG00000008787.1
OG0000149	ENSG00000248746.6	ENSXETG00000007470.1
OG0000149	ENSG00000072110.13	ENSXETG00000008935.1
OG0000150	ENSG00000005187.12, ENSG00000183549.10, ENSG00000215009.5, ENSG00000066813.14, ENSG00000183747.12, ENSG00000166743.9	ENSXETG00000008789.1
OG0000151	ENSG00000187048.13, ENSG00000162365.12, ENSG00000142973.14	ENSXETG00000014196.1, ENSXETG00000014180.1, ENSXETG00000013814.1, ENSXETG00000014192.1, ENSXETG00000014225.1, ENSXETG00000013556.1
OG0000153	ENSG00000111640.15, ENSG00000105679.9	ENSXETG00000013593.1
OG0000154	ENSG00000106018.14	ENSXETG00000014539.1
OG0000154	ENSG00000080293.9	ENSXETG00000008186.1
OG0000154	ENSG00000114812.13	ENSXETG00000014451.1
OG0000154	ENSG00000106128.19	ENSXETG00000011324.1
OG0000155	ENSG00000134538.3, ENSG00000205754.11, ENSG00000257046.5, ENSG00000111700.12	ENSXETG00000016250.1
OG0000155	ENSG00000084453.16, ENSG00000139155.8	ENSXETG00000016171.1
OG0000156	ENSG00000149124.11, ENSG00000156689.7, ENSG00000166840.13, ENSG00000255151.2, ENSG00000203972.10	ENSXETG00000004141.1
OG0000158	ENSG00000080573.7	ENSXETG00000001031.1
OG0000158	ENSG00000130635.16	ENSXETG00000015274.1
OG0000158	ENSG00000060718.22	ENSXETG00000020650.1, ENSXETG00000001026.1
OG0000159	ENSG00000211592.8	ENSXETG00000008847.1
OG0000159	ENSG00000128322.7, ENSG00000254709.8, ENSG00000211685.3, ENSG00000211675.2, ENSG00000211677.2, ENSG00000211679.2	ENSXETG00000008449.1, ENSXETG00000008452.1
OG0000160	ENSG00000226260.9, ENSG00000230726.9, ENSG00000228987.9, ENSG00000227993.9, ENSG00000277263.1, ENSG00000204287.14, ENSG00000206308.11, ENSG00000234794.9, ENSG00000206291.10, ENSG00000224103.7, ENSG00000236177.9, ENSG00000235844.8, ENSG00000229685.8, ENSG00000228163.8, ENSG00000231389.7, ENSG00000168384.11, ENSG00000232957.11, ENSG00000206292.13, ENSG00000232962.11, ENSG00000231558.11, ENSG00000235744.11, ENSG00000204252.14, ENSG00000230141.11	ENSXETG00000008293.1, ENSXETG00000008355.1
OG0000162	ENSG00000162909.18	ENSXETG00000010611.1
OG0000162	ENSG00000203697.12	ENSXETG00000000714.1, ENSXETG00000000377.1
OG0000162	ENSG00000137225.13, ENSG00000014216.15	ENSXETG00000010146.1
OG0000163	ENSG00000162374.17	ENSXETG00000007916.1
OG0000163	ENSG00000196361.10	ENSXETG00000019027.1
OG0000163	ENSG00000107105.15	ENSXETG00000000198.1
OG0000169	ENSG00000151846.8, ENSG00000070756.16	ENSXETG00000003385.1
OG0000169	ENSG00000090621.14	ENSXETG00000019135.1
OG0000169	ENSG00000101104.12	ENSXETG00000014902.1
OG0000171	ENSG00000187758.8, ENSG00000248144.6, ENSG00000196616.14, ENSG00000196344.11	ENSXETG00000002747.1, ENSXETG00000008984.1, ENSXETG00000002772.1, ENSXETG00000002585.1, ENSXETG00000001584.1
OG0000172	ENSG00000114554.11	ENSXETG00000003587.1
OG0000172	ENSG00000076356.7	ENSXETG00000014061.1
OG0000172	ENSG00000221866.9	ENSXETG00000019930.1
OG0000172	ENSG00000130827.6	ENSXETG00000009655.1
OG0000173	ENSG00000176406.23	ENSXETG00000006385.1
OG0000174	ENSG00000158571.11	ENSXETG00000013730.1
OG0000174	ENSG00000170525.21	ENSXETG00000020300.1
OG0000174	ENSG00000114268.12	ENSXETG00000009711.1
OG0000179	ENSG00000204021.4, ENSG00000182333.14, ENSG00000173239.14, ENSG00000107798.18	ENSXETG00000010826.1
OG0000180	ENSG00000174970.5	ENSXETG00000018996.1
OG0000181	ENSG00000204518.2, ENSG00000188984.12	ENSXETG00000015307.1, ENSXETG00000016035.1
OG0000183	ENSG00000172260.15	ENSXETG00000016403.1
OG0000183	ENSG00000185565.12	ENSXETG00000015211.1
OG0000183	ENSG00000183715.13	ENSXETG00000007699.1
OG0000183	ENSG00000182667.14	ENSXETG00000007683.1
OG0000184	ENSG00000164588.8	ENSXETG00000016856.1
OG0000184	ENSG00000138622.4	ENSXETG00000017083.1
OG0000184	ENSG00000143630.10, ENSG00000263324.5	ENSXETG00000015623.1
OG0000184	ENSG00000099822.3	ENSXETG00000016639.1
OG0000185	ENSG00000143761.16	ENSXETG00000010784.1
OG0000185	ENSG00000004059.11, ENSG00000168374.11	ENSXETG00000018795.1
OG0000185	ENSG00000134287.10	ENSXETG00000006389.1
OG0000186	ENSG00000074211.14	ENSXETG00000006246.1
OG0000186	ENSG00000156475.18	ENSXETG00000017988.1
OG0000186	ENSG00000175470.20	ENSXETG00000021374.1
OG0000186	ENSG00000221914.11	ENSXETG00000020407.1
OG0000187	ENSG00000143878.10	ENSXETG00000009907.1
OG0000187	ENSG00000067560.12	ENSXETG00000015187.1, ENSXETG00000017358.1
OG0000188	ENSG00000104938.17, ENSG00000090659.18	ENSXETG00000013051.1
OG0000193	ENSG00000110880.10	ENSXETG00000019382.1
OG0000193	ENSG00000167549.18	ENSXETG00000019970.1
OG0000194	ENSG00000174775.17, ENSG00000276536.4	ENSXETG00000000522.1
OG0000194	ENSG00000133703.12	ENSXETG00000016715.1
OG0000194	ENSG00000213281.5	ENSXETG00000010792.1
OG0000196	ENSG00000092199.17, ENSG00000275774.3, ENSG00000283370.2, ENSG00000282530.2, ENSG00000274109.2, ENSG00000282175.2, ENSG00000179172.9, ENSG00000283231.1, ENSG00000179412.10, ENSG00000282559.1, ENSG00000283292.1, ENSG00000282095.1, ENSG00000277058.2, ENSG00000273865.2	ENSXETG00000010133.1
OG0000197	ENSG00000218336.9	ENSXETG00000000704.1
OG0000197	ENSG00000145934.16	ENSXETG00000007896.1
OG0000197	ENSG00000149256.16	ENSXETG00000002827.1
OG0000197	ENSG00000009694.13	ENSXETG00000021187.1
OG0000198	ENSG00000134698.11	ENSXETG00000010403.1
OG0000198	ENSG00000123908.12	ENSXETG00000017810.1
OG0000198	ENSG00000092847.12	ENSXETG00000005350.1
OG0000199	ENSG00000163399.16	ENSXETG00000009721.1
OG0000199	ENSG00000285505.1, ENSG00000105409.19	ENSXETG00000007730.1
OG0000199	ENSG00000018625.15	ENSXETG00000009444.1
OG0000200	ENSG00000107242.19	ENSXETG00000012495.1
OG0000200	ENSG00000186111.9	ENSXETG00000018710.1
OG0000201	ENSG00000008118.10	ENSXETG00000013252.1
OG0000201	ENSG00000130822.15	ENSXETG00000004668.1
OG0000201	ENSG00000183049.12	ENSXETG00000006150.1
OG0000201	ENSG00000134072.11	ENSXETG00000017674.1
OG0000202	ENSG00000164330.17	ENSXETG00000008638.1
OG0000202	ENSG00000088881.20, ENSG00000221818.9	ENSXETG00000017325.1
OG0000202	ENSG00000108001.13	ENSXETG00000017824.1
OG0000203	ENSG00000113448.19	ENSXETG00000018733.1
OG0000203	ENSG00000065989.16	ENSXETG00000007825.1
OG0000203	ENSG00000184588.18	ENSXETG00000017823.1
OG0000203	ENSG00000105650.22, ENSG00000285188.1	ENSXETG00000015659.1
OG0000204	ENSG00000178502.6	ENSXETG00000005102.1
OG0000205	ENSG00000185745.10, ENSG00000204010.3, ENSG00000119917.14, ENSG00000119922.10, ENSG00000152778.9	ENSXETG00000017816.1, ENSXETG00000019929.1, ENSXETG00000019612.1, ENSXETG00000019613.1, ENSXETG00000019129.1, ENSXETG00000019124.1, ENSXETG00000017955.1, ENSXETG00000017259.1
OG0000212	ENSG00000196689.12	ENSXETG00000013979.1
OG0000212	ENSG00000187688.15	ENSXETG00000009573.1
OG0000212	ENSG00000111199.11	ENSXETG00000010843.1, ENSXETG00000006989.1, ENSXETG00000006782.1, ENSXETG00000016178.1, ENSXETG00000016028.1, ENSXETG00000010836.1
OG0000213	ENSG00000182256.13	ENSXETG00000017448.1
OG0000213	ENSG00000102287.19, ENSG00000163285.8, ENSG00000113327.16	ENSXETG00000006311.1
OG0000214	ENSG00000132703.4, ENSG00000132693.12	ENSXETG00000008364.1, ENSXETG00000008358.1, ENSXETG00000008520.1, ENSXETG00000008531.1, ENSXETG00000008517.1
OG0000217	ENSG00000070808.16	ENSXETG00000004963.1
OG0000217	ENSG00000058404.20	ENSXETG00000020463.1
OG0000217	ENSG00000148660.20	ENSXETG00000005020.1
OG0000218	ENSG00000108179.14	ENSXETG00000017842.1
OG0000218	ENSG00000236334.2, ENSG00000270339.3, ENSG00000263464.2, ENSG00000279782.2, ENSG00000271567.1, ENSG00000275974.2, ENSG00000256374.2, ENSG00000263353.3, ENSG00000196262.14	ENSXETG00000018205.1
OG0000219	ENSG00000211892.4, ENSG00000211893.4, ENSG00000211896.7, ENSG00000277633.5, ENSG00000211897.9, ENSG00000282184.2, ENSG00000277016.2, ENSG00000274497.2	ENSXETG00000003450.1, ENSXETG00000003411.1, ENSXETG00000003399.1
OG0000220	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11	ENSXETG00000017316.1
OG0000220	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9	ENSXETG00000004282.1
OG0000221	ENSG00000112245.12	ENSXETG00000005948.1
OG0000221	ENSG00000184007.21	ENSXETG00000017601.1
OG0000221	ENSG00000184489.12, ENSG00000275575.4	ENSXETG00000017525.1
OG0000222	ENSG00000111664.10	ENSXETG00000002117.1
OG0000222	ENSG00000078369.18	ENSXETG00000010104.1
OG0000222	ENSG00000114450.10	ENSXETG00000014664.1
OG0000223	ENSG00000152601.17	ENSXETG00000007130.1
OG0000223	ENSG00000139793.18	ENSXETG00000020179.1
OG0000223	ENSG00000076770.14	ENSXETG00000019161.1
OG0000224	ENSG00000060138.13	ENSXETG00000011029.1
OG0000224	ENSG00000065978.19	ENSXETG00000016587.1
OG0000225	ENSG00000078967.13, ENSG00000072401.15	ENSXETG00000019507.1
OG0000225	ENSG00000109332.20	ENSXETG00000005862.1
OG0000226	ENSG00000138653.10	ENSXETG00000011873.1
OG0000226	ENSG00000164100.9	ENSXETG00000011901.1
OG0000226	ENSG00000272916.5, ENSG00000166507.18	ENSXETG00000001154.1
OG0000226	ENSG00000070614.15	ENSXETG00000006863.1
OG0000227	ENSG00000175315.3	ENSXETG00000007528.1, ENSXETG00000007531.1
OG0000227	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9	ENSXETG00000014274.1
OG0000228	ENSG00000237462.10, ENSG00000233948.10, ENSG00000204713.11, ENSG00000234495.7, ENSG00000229006.7, ENSG00000215641.8, ENSG00000237071.7, ENSG00000146054.18	ENSXETG00000020318.1, ENSXETG00000017050.1
OG0000229	ENSG00000136068.14	ENSXETG00000020051.1
OG0000229	ENSG00000128591.15	ENSXETG00000017968.1
OG0000229	ENSG00000196924.18	ENSXETG00000009076.1
OG0000230	ENSG00000016490.16, ENSG00000016602.9	ENSXETG00000006802.1, ENSXETG00000013669.1, ENSXETG00000013695.1, ENSXETG00000013728.1, ENSXETG00000013656.1, ENSXETG00000013555.1
OG0000231	ENSG00000087128.10, ENSG00000274058.3, ENSG00000187054.15, ENSG00000153802.12, ENSG00000185873.8	ENSXETG00000003746.1, ENSXETG00000003457.1
OG0000232	ENSG00000284971.2, ENSG00000278466.3	ENSXETG00000002336.1
OG0000232	ENSG00000117983.17	ENSXETG00000007972.1
OG0000233	ENSG00000254656.2	ENSXETG00000016443.1, ENSXETG00000008499.1, ENSXETG00000011904.1, ENSXETG00000011182.1, ENSXETG00000008403.1, ENSXETG00000009330.1, ENSXETG00000002142.1, ENSXETG00000013667.1, ENSXETG00000013848.1, ENSXETG00000014649.1, ENSXETG00000018311.1, ENSXETG00000009772.1, ENSXETG00000000592.1, ENSXETG00000017765.1, ENSXETG00000011772.1, ENSXETG00000000369.1, ENSXETG00000005791.1, ENSXETG00000021105.1, ENSXETG00000006866.1, ENSXETG00000015234.1, ENSXETG00000015952.1, ENSXETG00000000180.1, ENSXETG00000009501.1, ENSXETG00000020777.1
OG0000235	ENSG00000145864.13	ENSXETG00000005729.1
OG0000235	ENSG00000163288.14	ENSXETG00000000336.1
OG0000235	ENSG00000166206.15	ENSXETG00000018705.1
OG0000236	ENSG00000006534.16, ENSG00000132746.15	ENSXETG00000012146.1
OG0000236	ENSG00000072210.19	ENSXETG00000020628.1
OG0000236	ENSG00000108602.18	ENSXETG00000016646.1
OG0000237	ENSG00000115310.18	ENSXETG00000004224.1
OG0000237	ENSG00000133318.14	ENSXETG00000015313.1
OG0000237	ENSG00000125744.12	ENSXETG00000002503.1
OG0000238	ENSG00000134516.17	ENSXETG00000011108.1
OG0000238	ENSG00000147459.18	ENSXETG00000019846.1
OG0000238	ENSG00000150760.12	ENSXETG00000021205.1
OG0000239	ENSG00000139364.10	ENSXETG00000006923.1
OG0000239	ENSG00000181234.9	ENSXETG00000006853.1
OG0000240	ENSG00000169429.11	ENSXETG00000011527.1
OG0000240	ENSG00000124875.10, ENSG00000163735.7, ENSG00000163736.4, ENSG00000081041.9, ENSG00000163734.4, ENSG00000163739.5	ENSXETG00000011534.1
OG0000241	ENSG00000136943.11, ENSG00000135047.15	ENSXETG00000020004.1
OG0000242	ENSG00000115592.11	ENSXETG00000020338.1
OG0000242	ENSG00000106617.14	ENSXETG00000000870.1
OG0000243	ENSG00000105649.10	ENSXETG00000006946.1
OG0000243	ENSG00000152932.8	ENSXETG00000020228.1
OG0000243	ENSG00000169213.7	ENSXETG00000001595.1
OG0000243	ENSG00000105514.8	ENSXETG00000010363.1
OG0000244	ENSG00000118113.12, ENSG00000196611.5, ENSG00000166670.10, ENSG00000149968.12	ENSXETG00000020798.1, ENSXETG00000016872.1, ENSXETG00000018351.1, ENSXETG00000012532.1, ENSXETG00000020498.1, ENSXETG00000019701.1
OG0000245	ENSG00000181001.2, ENSG00000181074.4, ENSG00000180988.2, ENSG00000181009.5	ENSXETG00000002808.1, ENSXETG00000002801.1, ENSXETG00000015733.1, ENSXETG00000002815.1, ENSXETG00000002992.1
OG0000248	ENSG00000159399.10	ENSXETG00000010083.1
OG0000248	ENSG00000156515.23	ENSXETG00000006985.1
OG0000249	ENSG00000125753.14	ENSXETG00000002496.1
OG0000249	ENSG00000196405.13	ENSXETG00000021074.1
OG0000249	ENSG00000154380.17	ENSXETG00000001564.1
OG0000250	ENSG00000135723.14	ENSXETG00000008146.1
OG0000250	ENSG00000134775.15	ENSXETG00000004651.1
OG0000251	ENSG00000179300.4, ENSG00000242265.5	ENSXETG00000011220.1
OG0000252	ENSG00000138814.17	ENSXETG00000012165.1
OG0000252	ENSG00000107758.15	ENSXETG00000020699.1
OG0000252	ENSG00000120910.14	ENSXETG00000003011.1
OG0000253	ENSG00000135298.14	ENSXETG00000006191.1
OG0000253	ENSG00000121753.12	ENSXETG00000019749.1
OG0000253	ENSG00000181790.11	ENSXETG00000018435.1
OG0000254	ENSG00000145451.13	ENSXETG00000001012.1
OG0000254	ENSG00000145888.10	ENSXETG00000013285.1
OG0000254	ENSG00000101958.14	ENSXETG00000016346.1
OG0000255	ENSG00000149925.20, ENSG00000285043.1	ENSXETG00000001785.1
OG0000255	ENSG00000109107.14	ENSXETG00000013213.1
OG0000255	ENSG00000136872.20	ENSXETG00000018977.1
OG0000256	ENSG00000165985.10	ENSXETG00000013775.1
OG0000256	ENSG00000186897.5	ENSXETG00000002046.1
OG0000257	ENSG00000102683.7	ENSXETG00000004328.1
OG0000257	ENSG00000170624.13	ENSXETG00000011300.1
OG0000257	ENSG00000185053.14	ENSXETG00000004626.1
OG0000258	ENSG00000142949.17	ENSXETG00000006560.1
OG0000258	ENSG00000105426.16	ENSXETG00000008571.1
OG0000258	ENSG00000282932.4, ENSG00000153707.17	ENSXETG00000018391.1
OG0000259	ENSG00000085662.14, ENSG00000165568.18, ENSG00000198074.10	ENSXETG00000017735.1
OG0000260	ENSG00000244693.1, ENSG00000288181.1, ENSG00000284912.1, ENSG00000236761.6, ENSG00000225932.3, ENSG00000288370.1, ENSG00000271321.1, ENSG00000285123.1, ENSG00000271079.1, ENSG00000285172.1, ENSG00000282841.2, ENSG00000212710.5, ENSG00000150527.17	ENSXETG00000021128.1
OG0000262	ENSG00000234465.11	ENSXETG00000010414.1, ENSXETG00000000909.1
OG0000263	ENSG00000115306.16	ENSXETG00000003414.1
OG0000263	ENSG00000160460.16	ENSXETG00000007597.1
OG0000263	ENSG00000173898.13	ENSXETG00000011850.1
OG0000264	ENSG00000105376.5, ENSG00000076662.10, ENSG00000090339.9	ENSXETG00000014315.1, ENSXETG00000014299.1, ENSXETG00000014303.1
OG0000265	ENSG00000136379.12	ENSXETG00000019869.1
OG0000265	ENSG00000107362.13	ENSXETG00000015123.1
OG0000265	ENSG00000129968.15	ENSXETG00000013807.1
OG0000267	ENSG00000050438.17	ENSXETG00000017080.1
OG0000267	ENSG00000033867.16	ENSXETG00000000342.1
OG0000267	ENSG00000144290.17	ENSXETG00000017688.1
OG0000268	ENSG00000071082.11	ENSXETG00000006436.1
OG0000269	ENSG00000143171.13	ENSXETG00000011516.1
OG0000269	ENSG00000231321.9, ENSG00000228333.9, ENSG00000227322.11, ENSG00000206289.11, ENSG00000204231.10, ENSG00000235712.10	ENSXETG00000021111.1
OG0000269	ENSG00000186350.12	ENSXETG00000014639.1
OG0000270	ENSG00000143374.17	ENSXETG00000019081.1
OG0000270	ENSG00000185418.16	ENSXETG00000019723.1
OG0000270	ENSG00000113407.13	ENSXETG00000011675.1
OG0000271	ENSG00000198216.12	ENSXETG00000007593.1
OG0000271	ENSG00000148408.13	ENSXETG00000000143.1
OG0000271	ENSG00000141837.21	ENSXETG00000011915.1
OG0000272	ENSG00000198203.10, ENSG00000198075.10, ENSG00000196228.3	ENSXETG00000012200.1, ENSXETG00000012383.1
OG0000273	ENSG00000198668.12, ENSG00000160014.17	ENSXETG00000010489.1
OG0000273	ENSG00000178363.5	ENSXETG00000005414.1
OG0000274	ENSG00000130656.6	ENSXETG00000004503.1, ENSXETG00000004540.1, ENSXETG00000007227.1, ENSXETG00000004636.1
OG0000274	ENSG00000086506.3, ENSG00000188536.13, ENSG00000206172.8	ENSXETG00000004493.1
OG0000275	ENSG00000166913.13	ENSXETG00000014470.1
OG0000275	ENSG00000134308.14	ENSXETG00000019120.1
OG0000275	ENSG00000164924.18	ENSXETG00000003971.1
OG0000276	ENSG00000182601.7	ENSXETG00000017420.1
OG0000276	ENSG00000153976.3, ENSG00000125430.9	ENSXETG00000008955.1
OG0000277	ENSG00000107643.16	ENSXETG00000010211.1
OG0000277	ENSG00000109339.24	ENSXETG00000006646.1
OG0000278	ENSG00000205542.11, ENSG00000154620.6	ENSXETG00000018948.1
OG0000278	ENSG00000158164.7, ENSG00000158427.15	ENSXETG00000013966.1
OG0000279	ENSG00000160213.7, ENSG00000121552.4	ENSXETG00000014849.1, ENSXETG00000014835.1
OG0000280	ENSG00000105048.17	ENSXETG00000015175.1
OG0000280	ENSG00000118194.20	ENSXETG00000011446.1
OG0000280	ENSG00000130595.19, ENSG00000288250.1	ENSXETG00000005375.1
OG0000281	ENSG00000144566.11	ENSXETG00000017328.1
OG0000281	ENSG00000111540.16	ENSXETG00000017660.1
OG0000282	ENSG00000100027.16	ENSXETG00000000320.1
OG0000282	ENSG00000175155.10	ENSXETG00000017175.1
OG0000283	ENSG00000145687.16	ENSXETG00000015610.1
OG0000283	ENSG00000157216.15	ENSXETG00000002253.1
OG0000283	ENSG00000130511.16	ENSXETG00000011136.1
OG0000284	ENSG00000265681.7, ENSG00000215472.10	ENSXETG00000008098.1
OG0000285	ENSG00000142089.16, ENSG00000185201.16, ENSG00000185885.16	ENSXETG00000016141.1, ENSXETG00000016153.1, ENSXETG00000016204.1, ENSXETG00000013272.1, ENSXETG00000013253.1
OG0000286	ENSG00000167863.12	ENSXETG00000021167.1
OG0000292	ENSG00000138892.11	ENSXETG00000007704.1, ENSXETG00000020284.1, ENSXETG00000004449.1, ENSXETG00000012824.1, ENSXETG00000015027.1, ENSXETG00000000665.1, ENSXETG00000016417.1, ENSXETG00000004718.1, ENSXETG00000004459.1, ENSXETG00000012828.1
OG0000292	ENSG00000250151.9, ENSG00000214021.16	ENSXETG00000020867.1
OG0000293	ENSG00000092820.18	ENSXETG00000016432.1
OG0000293	ENSG00000147065.17	ENSXETG00000009916.1
OG0000293	ENSG00000137710.16	ENSXETG00000004676.1
OG0000294	ENSG00000059804.16, ENSG00000173262.11, ENSG00000117394.23, ENSG00000288174.1, ENSG00000181856.15	ENSXETG00000004993.1
OG0000295	ENSG00000213639.10	ENSXETG00000016663.1
OG0000295	ENSG00000172531.15, ENSG00000186298.12	ENSXETG00000012992.1
OG0000296	ENSG00000236353.7, ENSG00000225987.7, ENSG00000224952.7, ENSG00000237344.7, ENSG00000204304.12, ENSG00000232005.7, ENSG00000206315.9	ENSXETG00000018300.1
OG0000296	ENSG00000167081.18	ENSXETG00000014667.1
OG0000296	ENSG00000185630.18	ENSXETG00000016124.1
OG0000297	ENSG00000112041.13	ENSXETG00000016860.1
OG0000297	ENSG00000104804.8	ENSXETG00000009868.1
OG0000297	ENSG00000078246.17	ENSXETG00000020500.1
OG0000297	ENSG00000166402.8	ENSXETG00000003913.1
OG0000298	ENSG00000185942.11	ENSXETG00000021253.1
OG0000298	ENSG00000084628.10	ENSXETG00000001879.1
OG0000298	ENSG00000188580.15	ENSXETG00000010934.1
OG0000299	ENSG00000119547.6	ENSXETG00000013219.1
OG0000299	ENSG00000169856.9	ENSXETG00000010139.1
OG0000299	ENSG00000205922.5	ENSXETG00000014015.1
OG0000300	ENSG00000276950.5, ENSG00000281748.3, ENSG00000281310.2, ENSG00000277656.3, ENSG00000277897.2, ENSG00000278695.1, ENSG00000099984.11, ENSG00000133433.10	ENSXETG00000007588.1, ENSXETG00000007532.1, ENSXETG00000007495.1
OG0000301	ENSG00000074370.18	ENSXETG00000007951.1
OG0000301	ENSG00000196296.13	ENSXETG00000001507.1
OG0000301	ENSG00000174437.17	ENSXETG00000012638.1
OG0000302	ENSG00000163923.10, ENSG00000198918.8	ENSXETG00000018631.1
OG0000303	ENSG00000243678.11, ENSG00000011052.21	ENSXETG00000004738.1
OG0000303	ENSG00000103024.7	ENSXETG00000005746.1
OG0000304	ENSG00000221963.6, ENSG00000100336.17, ENSG00000128284.19, ENSG00000100342.20, ENSG00000128335.14	ENSXETG00000002057.1, ENSXETG00000002052.1, ENSXETG00000002096.1
OG0000305	ENSG00000213366.13, ENSG00000134201.12, ENSG00000134184.13, ENSG00000168765.17, ENSG00000134202.11	ENSXETG00000014441.1
OG0000306	ENSG00000124493.14	ENSXETG00000017572.1
OG0000306	ENSG00000179603.18	ENSXETG00000020955.1
OG0000306	ENSG00000113262.16	ENSXETG00000006386.1
OG0000306	ENSG00000196277.16	ENSXETG00000019693.1
OG0000307	ENSG00000075275.16	ENSXETG00000007714.1
OG0000307	ENSG00000008300.17	ENSXETG00000000244.1
