Orthogroup	H_sapiens.pep	P_troglodytes.pep
OG0000070	ENSG00000198633.10	ENSPTRG00000011417.6
OG0000070	ENSG00000221923.9	ENSPTRG00000046625.1
OG0000070	ENSG00000198464.14	ENSPTRG00000051153.1
OG0000070	ENSG00000167554.15	ENSPTRG00000049427.1
OG0000070	ENSG00000196214.11	ENSPTRG00000039448.2
OG0000070	ENSG00000170949.17	ENSPTRG00000044854.1
OG0000071	ENSG00000007306.15	ENSPTRG00000011030.6
OG0000071	ENSG00000221878.13	ENSPTRG00000045877.1
OG0000071	ENSG00000124467.19	ENSPTRG00000045330.1, ENSPTRG00000049486.1
OG0000071	ENSG00000231924.9	ENSPTRG00000011067.7
OG0000071	ENSG00000221826.10	ENSPTRG00000051729.1, ENSPTRG00000048170.1
OG0000071	ENSG00000183668.18	ENSPTRG00000049328.1
OG0000071	ENSG00000170848.15	ENSPTRG00000048924.1, ENSPTRG00000050518.1, ENSPTRG00000052731.1
OG0000071	ENSG00000204941.14	ENSPTRG00000048736.1, ENSPTRG00000047617.1
OG0000071	ENSG00000243137.8	ENSPTRG00000049320.1, ENSPTRG00000041975.2
OG0000071	ENSG00000243130.8, ENSG00000242221.9	ENSPTRG00000011072.6
OG0000071	ENSG00000086548.9	ENSPTRG00000011063.4
OG0000071	ENSG00000124469.12	ENSPTRG00000011032.6
OG0000071	ENSG00000105388.16	ENSPTRG00000011031.6
OG0000071	ENSG00000079385.22	ENSPTRG00000011061.7
OG0000071	ENSG00000170956.17	ENSPTRG00000011033.7
OG0000071	ENSG00000274131.3, ENSG00000105352.10	ENSPTRG00000011029.4
OG0000072	ENSG00000197901.11	ENSPTRG00000023694.5
OG0000072	ENSG00000149452.16	ENSPTRG00000003796.6
OG0000072	ENSG00000137204.14	ENSPTRG00000018194.7
OG0000072	ENSG00000168065.16	ENSPTRG00000023703.5
OG0000072	ENSG00000197891.12	ENSPTRG00000003841.6
OG0000072	ENSG00000184999.12	ENSPTRG00000003799.5
OG0000072	ENSG00000197658.9	ENSPTRG00000003797.6
OG0000072	ENSG00000196600.12	ENSPTRG00000024251.5
OG0000072	ENSG00000149742.10	ENSPTRG00000003800.7
OG0000073	ENSG00000204388.7, ENSG00000231555.4, ENSG00000204389.10, ENSG00000237724.5, ENSG00000235941.5, ENSG00000234475.5, ENSG00000215328.6, ENSG00000232804.5, ENSG00000224501.5, ENSG00000212866.6	ENSPTRG00000029753.4
OG0000073	ENSG00000206383.8, ENSG00000226704.6, ENSG00000236251.6, ENSG00000204390.10, ENSG00000234258.6	ENSPTRG00000029754.4
OG0000073	ENSG00000173110.8	ENSPTRG00000040614.2, ENSPTRG00000049334.1
OG0000073	ENSG00000109971.14	ENSPTRG00000043209.1, ENSPTRG00000050744.1, ENSPTRG00000052825.1, ENSPTRG00000051554.1, ENSPTRG00000004404.6
OG0000073	ENSG00000126803.9	ENSPTRG00000006439.5
OG0000074	ENSG00000010438.16	ENSPTRG00000049562.1
OG0000074	ENSG00000204983.14, ENSG00000274247.4	ENSPTRG00000043326.1
OG0000074	ENSG00000282049.1, ENSG00000275896.5	ENSPTRG00000043797.1
OG0000076	ENSG00000211783.3	ENSPTRG00000049078.1
OG0000076	ENSG00000211793.2	ENSPTRG00000043697.1
OG0000076	ENSG00000211808.3	ENSPTRG00000043764.1, ENSPTRG00000052458.1, ENSPTRG00000046492.1
OG0000076	ENSG00000211795.3	ENSPTRG00000050708.1
OG0000076	ENSG00000211796.1	ENSPTRG00000050616.1
OG0000077	ENSG00000142405.21	ENSPTRG00000011432.6
OG0000077	ENSG00000162711.17	ENSPTRG00000002198.7
OG0000077	ENSG00000158077.4	ENSPTRG00000003311.4
OG0000077	ENSG00000160505.16	ENSPTRG00000011530.5
OG0000077	ENSG00000276230.4, ENSG00000023191.17	ENSPTRG00000003118.7
OG0000078	ENSG00000247315.4	ENSPTRG00000047645.1
OG0000079	ENSG00000211746.3, ENSG00000282621.1	ENSPTRG00000046992.1
OG0000079	ENSG00000282730.1, ENSG00000211750.2	ENSPTRG00000052324.1
OG0000079	ENSG00000281963.1, ENSG00000282499.1	ENSPTRG00000052787.1
OG0000079	ENSG00000282812.1, ENSG00000211753.4	ENSPTRG00000049138.1
OG0000079	ENSG00000282610.1, ENSG00000282134.1, ENSG00000253534.1, ENSG00000282470.1, ENSG00000253188.1, ENSG00000277110.3, ENSG00000211721.2, ENSG00000211724.3, ENSG00000282459.1, ENSG00000281970.1, ENSG00000211706.2, ENSG00000282240.1, ENSG00000211713.3, ENSG00000282719.1, ENSG00000283063.1, ENSG00000282353.1	ENSPTRG00000046904.1
OG0000079	ENSG00000275791.1, ENSG00000282340.1	ENSPTRG00000049879.1
OG0000079	ENSG00000211717.3, ENSG00000282618.1	ENSPTRG00000040773.2
OG0000079	ENSG00000211752.3, ENSG00000282234.1	ENSPTRG00000052858.1
OG0000081	ENSG00000139610.2	ENSPTRG00000004955.4
OG0000081	ENSG00000142615.8	ENSPTRG00000034262.3
OG0000081	ENSG00000215704.10	ENSPTRG00000049760.1
OG0000081	ENSG00000162438.12	ENSPTRG00000000197.7
OG0000081	ENSG00000142789.20	ENSPTRG00000046509.1
OG0000081	ENSG00000219073.8	ENSPTRG00000042992.1, ENSPTRG00000042935.1
OG0000083	ENSG00000277632.2, ENSG00000274221.2, ENSG00000278567.2	ENSPTRG00000009039.6
OG0000083	ENSG00000277768.2, ENSG00000277336.2, ENSG00000276085.1, ENSG00000277796.2	ENSPTRG00000047483.1
OG0000083	ENSG00000278006.2, ENSG00000278167.2, ENSG00000275385.2	ENSPTRG00000009037.6
OG0000083	ENSG00000275824.4, ENSG00000277943.4, ENSG00000276125.4, ENSG00000276070.5, ENSG00000282604.1, ENSG00000275313.5	ENSPTRG00000043187.1
OG0000083	ENSG00000275302.2	ENSPTRG00000030907.4
OG0000083	ENSG00000276409.5, ENSG00000277236.4	ENSPTRG00000033677.3
OG0000085	ENSG00000187498.16	ENSPTRG00000006031.6
OG0000085	ENSG00000188153.13	ENSPTRG00000022173.6
OG0000085	ENSG00000134871.19	ENSPTRG00000006032.7
OG0000085	ENSG00000197565.16	ENSPTRG00000022171.7
OG0000085	ENSG00000081052.13	ENSPTRG00000012991.7
OG0000085	ENSG00000169031.20	ENSPTRG00000012992.7
OG0000086	ENSG00000101210.12	ENSPTRG00000013737.4
OG0000086	ENSG00000156508.18	ENSPTRG00000048890.1, ENSPTRG00000051935.1, ENSPTRG00000051235.1, ENSPTRG00000047542.1, ENSPTRG00000018347.7
OG0000087	ENSG00000133026.12	ENSPTRG00000008746.7
OG0000087	ENSG00000276480.5, ENSG00000133392.18	ENSPTRG00000007810.7
OG0000087	ENSG00000100345.21	ENSPTRG00000014309.6
OG0000087	ENSG00000105357.18	ENSPTRG00000011333.6
OG0000090	ENSG00000198848.12, ENSG00000262243.5	ENSPTRG00000022723.5
OG0000090	ENSG00000159398.16, ENSG00000261972.5	ENSPTRG00000008128.6
OG0000090	ENSG00000172831.13	ENSPTRG00000008209.4, ENSPTRG00000051277.1
OG0000091	ENSG00000183347.14	ENSPTRG00000000940.5
OG0000091	ENSG00000162654.9	ENSPTRG00000000938.6
OG0000091	ENSG00000213512.3	ENSPTRG00000034354.2
OG0000091	ENSG00000162645.13	ENSPTRG00000000937.5
OG0000091	ENSG00000117226.12	ENSPTRG00000000934.6
OG0000091	ENSG00000117228.10	ENSPTRG00000048580.1, ENSPTRG00000000935.6
OG0000091	ENSG00000154451.14	ENSPTRG00000000939.6
OG0000092	ENSG00000167460.17	ENSPTRG00000052468.1, ENSPTRG00000010637.6
OG0000092	ENSG00000143549.21	ENSPTRG00000001375.7
OG0000092	ENSG00000140416.22	ENSPTRG00000007141.6
OG0000092	ENSG00000198467.15	ENSPTRG00000024321.6
OG0000093	ENSG00000070961.15	ENSPTRG00000005286.7
OG0000093	ENSG00000058668.14	ENSPTRG00000001873.7
OG0000093	ENSG00000067842.17	ENSPTRG00000022399.4
OG0000093	ENSG00000157087.20	ENSPTRG00000014620.7
OG0000094	ENSG00000168594.15	ENSPTRG00000016608.5
OG0000094	ENSG00000134007.5	ENSPTRG00000030707.2
OG0000094	ENSG00000139985.7	ENSPTRG00000048603.1, ENSPTRG00000006493.6
OG0000095	ENSG00000178789.9	ENSPTRG00000009610.3
OG0000095	ENSG00000204345.1	ENSPTRG00000030785.2
OG0000095	ENSG00000186074.19	ENSPTRG00000009615.6
OG0000095	ENSG00000186407.7	ENSPTRG00000009613.5
OG0000095	ENSG00000284690.2	ENSPTRG00000050623.1
OG0000095	ENSG00000167851.15	ENSPTRG00000022952.5
OG0000095	ENSG00000167850.4	ENSPTRG00000009611.3
OG0000096	ENSG00000279116.2	ENSPTRG00000024368.3
OG0000096	ENSG00000196341.3	ENSPTRG00000028369.3
OG0000096	ENSG00000181518.4	ENSPTRG00000004412.3
OG0000096	ENSG00000196119.8	ENSPTRG00000004416.6
OG0000096	ENSG00000197849.6	ENSPTRG00000044958.1
OG0000096	ENSG00000255298.3	ENSPTRG00000004420.3
OG0000099	ENSG00000116106.12	ENSPTRG00000012967.5
OG0000099	ENSG00000135333.14	ENSPTRG00000018428.5
OG0000099	ENSG00000044524.11	ENSPTRG00000015127.3
OG0000099	ENSG00000070886.12	ENSPTRG00000000316.6
OG0000099	ENSG00000080224.17	ENSPTRG00000015134.6
OG0000099	ENSG00000145242.13	ENSPTRG00000016095.5
OG0000100	ENSG00000042980.13	ENSPTRG00000020084.5
OG0000100	ENSG00000134028.14	ENSPTRG00000020085.4
OG0000101	ENSG00000092841.18	ENSPTRG00000005080.7
OG0000101	ENSG00000196465.10	ENSPTRG00000023043.4
OG0000101	ENSG00000168530.16	ENSPTRG00000012879.6
OG0000101	ENSG00000198336.9	ENSPTRG00000024314.6
OG0000101	ENSG00000160808.11	ENSPTRG00000014860.6
OG0000102	ENSG00000166796.12	ENSPTRG00000003422.7
OG0000102	ENSG00000166800.10	ENSPTRG00000003423.6
OG0000102	ENSG00000171989.6	ENSPTRG00000049319.1, ENSPTRG00000007125.6
OG0000102	ENSG00000288299.1, ENSG00000134333.14	ENSPTRG00000047792.1, ENSPTRG00000050528.1, ENSPTRG00000050437.1, ENSPTRG00000043159.1, ENSPTRG00000003421.5
OG0000102	ENSG00000111716.14	ENSPTRG00000004762.5, ENSPTRG00000042933.1, ENSPTRG00000052843.1
OG0000103	ENSG00000284836.1, ENSG00000212807.2, ENSG00000221970.2, ENSG00000285105.1, ENSG00000285154.1	ENSPTRG00000033853.3
OG0000103	ENSG00000221858.3, ENSG00000284949.2	ENSPTRG00000045861.1
OG0000103	ENSG00000284896.1, ENSG00000221836.3	ENSPTRG00000041832.2
OG0000103	ENSG00000285071.2, ENSG00000221989.2	ENSPTRG00000044873.1, ENSPTRG00000049604.1
OG0000106	ENSG00000139675.12	ENSPTRG00000044399.1, ENSPTRG00000032634.2, ENSPTRG00000031176.4
OG0000106	ENSG00000135486.17	ENSPTRG00000049417.1
OG0000106	ENSG00000170144.20	ENSPTRG00000052830.1, ENSPTRG00000012676.4
OG0000107	ENSG00000235780.3, ENSG00000227140.3, ENSG00000228856.3, ENSG00000231051.3, ENSG00000285497.1, ENSG00000226430.6, ENSG00000227551.1, ENSG00000231637.3, ENSG00000223569.6, ENSG00000233136.2, ENSG00000248920.2, ENSG00000232399.3, ENSG00000249104.2, ENSG00000231396.2, ENSG00000232264.4, ENSG00000229579.4, ENSG00000230430.4, ENSG00000249811.2, ENSG00000250745.2, ENSG00000248933.2, ENSG00000250844.2, ENSG00000250913.2	ENSPTRG00000049794.1
OG0000107	ENSG00000284990.1, ENSG00000223443.2, ENSG00000237038.5, ENSG00000284781.1, ENSG00000236125.3, ENSG00000230549.3, ENSG00000284806.1, ENSG00000225327.3	ENSPTRG00000028486.3, ENSPTRG00000031266.4
OG0000108	ENSG00000106258.15	ENSPTRG00000019458.7
OG0000108	ENSG00000160868.15	ENSPTRG00000033773.3
OG0000108	ENSG00000282301.2, ENSG00000160870.14	ENSPTRG00000019459.7, ENSPTRG00000019461.7
OG0000108	ENSG00000021461.16	ENSPTRG00000048873.1
OG0000109	ENSG00000180346.3	ENSPTRG00000031142.2
OG0000109	ENSG00000183340.7	ENSPTRG00000028419.5
OG0000109	ENSG00000140993.11	ENSPTRG00000007693.4
OG0000109	ENSG00000221944.8	ENSPTRG00000038833.2
OG0000109	ENSG00000234616.9	ENSPTRG00000048020.1
OG0000110	ENSG00000021645.19	ENSPTRG00000006589.6
OG0000110	ENSG00000110076.19	ENSPTRG00000003843.6
OG0000110	ENSG00000179915.23	ENSPTRG00000047199.1
OG0000111	ENSG00000138758.11	ENSPTRG00000016192.3
OG0000111	ENSG00000154997.9	ENSPTRG00000045367.1, ENSPTRG00000019200.6
OG0000111	ENSG00000186522.15	ENSPTRG00000046053.1, ENSPTRG00000048384.1
OG0000111	ENSG00000164402.14	ENSPTRG00000044122.1, ENSPTRG00000017222.6
OG0000111	ENSG00000125354.23	ENSPTRG00000022227.7
OG0000112	ENSG00000278216.3, ENSG00000135220.11	ENSPTRG00000022603.4
OG0000112	ENSG00000156096.14	ENSPTRG00000031179.3
OG0000112	ENSG00000109181.12, ENSG00000275190.3	ENSPTRG00000031178.3, ENSPTRG00000043598.1
OG0000112	ENSG00000213759.10, ENSG00000135226.18	ENSPTRG00000043146.1
OG0000112	ENSG00000196620.10, ENSG00000197888.2	ENSPTRG00000050567.1
OG0000112	ENSG00000277132.2	ENSPTRG00000039427.2
OG0000112	ENSG00000173610.12	ENSPTRG00000016116.6
OG0000113	ENSG00000243955.6	ENSPTRG00000018280.6
OG0000113	ENSG00000244067.3	ENSPTRG00000032454.4
OG0000113	ENSG00000182793.11	ENSPTRG00000048903.1, ENSPTRG00000018284.3
OG0000113	ENSG00000174156.15	ENSPTRG00000032453.3
OG0000113	ENSG00000170899.11	ENSPTRG00000018285.3
OG0000115	ENSG00000179593.16	ENSPTRG00000008721.5
OG0000115	ENSG00000179148.9	ENSPTRG00000008724.5
OG0000115	ENSG00000179477.11	ENSPTRG00000008723.4
OG0000115	ENSG00000012779.11, ENSG00000275565.4	ENSPTRG00000002458.5
OG0000116	ENSG00000186832.9	ENSPTRG00000042666.1, ENSPTRG00000009171.4
OG0000116	ENSG00000186847.6	ENSPTRG00000009172.6
OG0000116	ENSG00000128422.17	ENSPTRG00000008819.6, ENSPTRG00000009173.6
OG0000116	ENSG00000186395.8	ENSPTRG00000009132.5
OG0000116	ENSG00000171401.15	ENSPTRG00000009166.5
OG0000116	ENSG00000171346.16	ENSPTRG00000009167.5
OG0000116	ENSG00000171345.13	ENSPTRG00000009168.5
OG0000117	ENSG00000277076.4, ENSG00000275848.1, ENSG00000284365.1, ENSG00000283961.1, ENSG00000189013.14, ENSG00000275699.4, ENSG00000273575.4, ENSG00000276044.4, ENSG00000283902.3, ENSG00000277355.4, ENSG00000284457.3, ENSG00000274193.4, ENSG00000284562.3, ENSG00000283784.3, ENSG00000273498.4, ENSG00000275732.4, ENSG00000278201.4, ENSG00000276979.5, ENSG00000277540.4, ENSG00000274945.4, ENSG00000278606.4, ENSG00000284460.1, ENSG00000283869.1, ENSG00000284509.1, ENSG00000274189.4, ENSG00000274232.4, ENSG00000275237.4, ENSG00000284013.2, ENSG00000284206.3, ENSG00000277964.1, ENSG00000277362.1, ENSG00000284340.3, ENSG00000274955.4, ENSG00000283986.3, ENSG00000278074.1, ENSG00000277750.1, ENSG00000276779.1, ENSG00000278271.1, ENSG00000275456.1, ENSG00000278430.4, ENSG00000274609.1, ENSG00000275317.4, ENSG00000277850.4	ENSPTRG00000044325.1
OG0000118	ENSG00000124449.7	ENSPTRG00000011092.4
OG0000119	ENSG00000169504.15	ENSPTRG00000000350.6
OG0000119	ENSG00000213719.8, ENSG00000206394.8, ENSG00000226248.6, ENSG00000226417.6, ENSG00000226651.6, ENSG00000223639.6, ENSG00000230685.6	ENSPTRG00000017982.6
OG0000119	ENSG00000159212.12	ENSPTRG00000013882.5
OG0000119	ENSG00000112782.19	ENSPTRG00000018230.7
OG0000120	ENSG00000187475.5	ENSPTRG00000017807.3
OG0000120	ENSG00000124610.4	ENSPTRG00000017796.3
OG0000120	ENSG00000168298.6	ENSPTRG00000017810.3
OG0000120	ENSG00000124575.6	ENSPTRG00000017819.4
OG0000120	ENSG00000184357.4	ENSPTRG00000017858.3
OG0000120	ENSG00000187837.3	ENSPTRG00000017804.2
OG0000121	ENSG00000204956.5	ENSPTRG00000043323.1
OG0000121	ENSG00000262576.3	ENSPTRG00000048702.1
OG0000122	ENSG00000251608.2	ENSPTRG00000017893.4
OG0000122	ENSG00000227446.2, ENSG00000225247.4, ENSG00000280236.3, ENSG00000233481.4, ENSG00000204690.6, ENSG00000235966.4	ENSPTRG00000044200.1
OG0000122	ENSG00000204692.9, ENSG00000224487.8, ENSG00000251394.6, ENSG00000250364.6, ENSG00000112462.8, ENSG00000242022.8	ENSPTRG00000047098.1
OG0000123	ENSG00000276086.1, ENSG00000276875.1, ENSG00000284371.1, ENSG00000283966.1, ENSG00000276572.1, ENSG00000274480.1, ENSG00000274254.1, ENSG00000277620.1, ENSG00000274394.1, ENSG00000276433.1, ENSG00000275513.1, ENSG00000274724.1, ENSG00000278490.1, ENSG00000277552.1, ENSG00000274511.5, ENSG00000275433.1, ENSG00000277596.1, ENSG00000274763.1, ENSG00000274556.1, ENSG00000283823.1, ENSG00000275062.1, ENSG00000277392.1, ENSG00000278729.1, ENSG00000276084.1, ENSG00000276328.1, ENSG00000276806.1, ENSG00000283915.1, ENSG00000276196.1, ENSG00000274639.1, ENSG00000274696.2, ENSG00000273502.4, ENSG00000275172.1, ENSG00000274786.1, ENSG00000284104.1, ENSG00000284127.1, ENSG00000277028.1, ENSG00000284086.1, ENSG00000284480.1, ENSG00000278723.1, ENSG00000276930.1, ENSG00000283875.1, ENSG00000242019.1	ENSPTRG00000022601.5
OG0000126	ENSG00000196781.16	ENSPTRG00000021048.7
OG0000126	ENSG00000106829.19	ENSPTRG00000021047.6
OG0000126	ENSG00000140332.16	ENSPTRG00000007231.7
OG0000127	ENSG00000170265.12	ENSPTRG00000019841.5
OG0000127	ENSG00000170260.9	ENSPTRG00000019842.3
OG0000127	ENSG00000197024.9	ENSPTRG00000050853.1, ENSPTRG00000023917.4
OG0000127	ENSG00000181220.17	ENSPTRG00000049199.1, ENSPTRG00000028361.4
OG0000127	ENSG00000204946.10	ENSPTRG00000019845.6
OG0000128	ENSG00000258818.4	ENSPTRG00000044163.1
OG0000128	ENSG00000129538.14	ENSPTRG00000006105.5
OG0000128	ENSG00000214274.9	ENSPTRG00000043768.1
OG0000129	ENSG00000196090.12	ENSPTRG00000013505.6
OG0000129	ENSG00000173482.16	ENSPTRG00000009851.6
OG0000129	ENSG00000060656.20	ENSPTRG00000000447.7
OG0000129	ENSG00000152894.14, ENSG00000273993.4	ENSPTRG00000018587.7
OG0000130	ENSG00000101489.20	ENSPTRG00000009982.7
OG0000130	ENSG00000159409.15	ENSPTRG00000001293.7
OG0000130	ENSG00000273025.1, ENSG00000140488.16	ENSPTRG00000034360.3
OG0000131	ENSG00000183570.16	ENSPTRG00000014010.6
OG0000131	ENSG00000197111.15	ENSPTRG00000005018.6
OG0000131	ENSG00000169564.7	ENSPTRG00000012025.5
OG0000132	ENSG00000198283.2	ENSPTRG00000023503.3
OG0000132	ENSG00000172769.3	ENSPTRG00000023875.6
OG0000132	ENSG00000172365.3	ENSPTRG00000028629.2
OG0000132	ENSG00000197786.3	ENSPTRG00000029950.2
OG0000135	ENSG00000125900.13	ENSPTRG00000013166.7
OG0000135	ENSG00000101307.15, ENSG00000089012.14	ENSPTRG00000047284.1
OG0000135	ENSG00000198053.11	ENSPTRG00000044253.1, ENSPTRG00000013171.6
OG0000136	ENSG00000177189.14	ENSPTRG00000052293.1
OG0000136	ENSG00000071242.12	ENSPTRG00000018793.6
OG0000136	ENSG00000117676.14, ENSG00000281877.3	ENSPTRG00000000387.6
OG0000136	ENSG00000072133.11	ENSPTRG00000022064.4
OG0000137	ENSG00000004799.8	ENSPTRG00000019421.3
OG0000137	ENSG00000005882.12	ENSPTRG00000009388.4
OG0000137	ENSG00000067992.15	ENSPTRG00000021750.6
OG0000137	ENSG00000152256.13	ENSPTRG00000012642.6
OG0000138	ENSG00000105993.15	ENSPTRG00000046598.1
OG0000138	ENSG00000179407.3	ENSPTRG00000030133.2
OG0000138	ENSG00000135924.15	ENSPTRG00000012951.6
OG0000143	ENSG00000133878.9	ENSPTRG00000020152.4
OG0000143	ENSG00000079393.20	ENSPTRG00000002655.6
OG0000143	ENSG00000188716.5, ENSG00000281660.1	ENSPTRG00000002653.5
OG0000144	ENSG00000106560.11	ENSPTRG00000052806.1, ENSPTRG00000028357.4
OG0000145	ENSG00000101446.8	ENSPTRG00000013550.5
OG0000146	ENSG00000172382.10	ENSPTRG00000049614.1, ENSPTRG00000007661.4
OG0000147	ENSG00000151640.13	ENSPTRG00000003073.5
OG0000147	ENSG00000072832.15	ENSPTRG00000015878.6
OG0000147	ENSG00000113657.13	ENSPTRG00000017380.6
OG0000147	ENSG00000092964.18	ENSPTRG00000020099.4
OG0000149	ENSG00000130402.12, ENSG00000282844.2	ENSPTRG00000010935.5
OG0000149	ENSG00000077522.13	ENSPTRG00000002144.4
OG0000149	ENSG00000248746.6	ENSPTRG00000052354.1
OG0000149	ENSG00000072110.13	ENSPTRG00000006477.6
OG0000150	ENSG00000005187.12	ENSPTRG00000007849.3
OG0000150	ENSG00000183549.10	ENSPTRG00000007843.6
OG0000150	ENSG00000215009.5	ENSPTRG00000034486.3
OG0000150	ENSG00000066813.14	ENSPTRG00000007846.6
OG0000150	ENSG00000183747.12	ENSPTRG00000007845.6
OG0000150	ENSG00000166743.9	ENSPTRG00000050863.1
OG0000151	ENSG00000187048.13, ENSG00000162365.12	ENSPTRG00000000705.5, ENSPTRG00000000708.7
OG0000151	ENSG00000142973.14	ENSPTRG00000000702.6
OG0000152	ENSG00000138109.11	ENSPTRG00000002780.6
OG0000152	ENSG00000165841.11	ENSPTRG00000002779.5
OG0000152	ENSG00000138115.14	ENSPTRG00000002781.6
OG0000153	ENSG00000111640.15	ENSPTRG00000004577.6, ENSPTRG00000050523.1, ENSPTRG00000046665.1, ENSPTRG00000039246.2
OG0000153	ENSG00000105679.9	ENSPTRG00000010848.5
OG0000154	ENSG00000106018.14	ENSPTRG00000019929.4
OG0000154	ENSG00000080293.9	ENSPTRG00000012403.3
OG0000154	ENSG00000114812.13	ENSPTRG00000043801.1
OG0000154	ENSG00000106128.19	ENSPTRG00000019048.5, ENSPTRG00000048512.1
OG0000155	ENSG00000134538.3	ENSPTRG00000004754.5
OG0000155	ENSG00000205754.11	ENSPTRG00000004750.6
OG0000155	ENSG00000257046.5, ENSG00000111700.12	ENSPTRG00000044231.1
OG0000155	ENSG00000084453.16	ENSPTRG00000004755.7
OG0000155	ENSG00000139155.8	ENSPTRG00000004749.3
OG0000156	ENSG00000149124.11	ENSPTRG00000003683.4
OG0000156	ENSG00000156689.7	ENSPTRG00000003684.3
OG0000156	ENSG00000166840.13	ENSPTRG00000003685.7
OG0000156	ENSG00000255151.2	ENSPTRG00000050700.1
OG0000156	ENSG00000203972.10	ENSPTRG00000029617.3
OG0000158	ENSG00000080573.7	ENSPTRG00000010454.5
OG0000158	ENSG00000130635.16	ENSPTRG00000047304.1
OG0000158	ENSG00000060718.22	ENSPTRG00000001017.6
OG0000159	ENSG00000211592.8	ENSPTRG00000047067.1
OG0000159	ENSG00000128322.7, ENSG00000254709.8	ENSPTRG00000042669.1
OG0000159	ENSG00000211685.3	ENSPTRG00000042977.1
OG0000159	ENSG00000211675.2, ENSG00000211677.2, ENSG00000211679.2	ENSPTRG00000052527.1
OG0000160	ENSG00000226260.9, ENSG00000230726.9, ENSG00000228987.9, ENSG00000227993.9, ENSG00000277263.1, ENSG00000204287.14, ENSG00000206308.11, ENSG00000234794.9	ENSPTRG00000018016.4
OG0000160	ENSG00000206291.10, ENSG00000224103.7, ENSG00000236177.9, ENSG00000235844.8, ENSG00000229685.8, ENSG00000228163.8, ENSG00000231389.7, ENSG00000168384.11	ENSPTRG00000018029.6
OG0000160	ENSG00000232957.11, ENSG00000206292.13, ENSG00000232962.11, ENSG00000231558.11, ENSG00000235744.11, ENSG00000204252.14, ENSG00000230141.11	ENSPTRG00000018028.6
OG0000161	ENSG00000142512.15	ENSPTRG00000011383.6
OG0000161	ENSG00000161640.15	ENSPTRG00000011329.6, ENSPTRG00000011328.6
OG0000161	ENSG00000105501.12, ENSG00000268500.5	ENSPTRG00000011392.5
OG0000161	ENSG00000254415.3	ENSPTRG00000050548.1
OG0000161	ENSG00000254521.7	ENSPTRG00000032469.2
OG0000161	ENSG00000129450.8	ENSPTRG00000011374.7
OG0000161	ENSG00000168995.13	ENSPTRG00000047753.1
OG0000161	ENSG00000105366.15	ENSPTRG00000011384.6
OG0000161	ENSG00000105492.16	ENSPTRG00000011388.6
OG0000161	ENSG00000105383.15	ENSPTRG00000011375.5
OG0000162	ENSG00000162909.18	ENSPTRG00000002016.6, ENSPTRG00000048164.1
OG0000162	ENSG00000203697.12	ENSPTRG00000043346.1
OG0000162	ENSG00000137225.13	ENSPTRG00000018215.6
OG0000162	ENSG00000014216.15	ENSPTRG00000003869.5
OG0000163	ENSG00000162374.17	ENSPTRG00000000723.7
OG0000163	ENSG00000196361.10	ENSPTRG00000010506.5
OG0000163	ENSG00000107105.15	ENSPTRG00000020830.7
OG0000165	ENSG00000127529.7	ENSPTRG00000046680.1
OG0000165	ENSG00000127530.4	ENSPTRG00000048237.1
OG0000165	ENSG00000127515.2	ENSPTRG00000010604.3
OG0000165	ENSG00000185385.4	ENSPTRG00000049200.1
OG0000165	ENSG00000188269.9	ENSPTRG00000045068.1
OG0000169	ENSG00000151846.8	ENSPTRG00000022593.5
OG0000169	ENSG00000070756.16	ENSPTRG00000047939.1
OG0000169	ENSG00000090621.14	ENSPTRG00000000573.6
OG0000169	ENSG00000254535.4	ENSPTRG00000045513.1
OG0000169	ENSG00000101104.12	ENSPTRG00000013531.5
OG0000170	ENSG00000282579.1, ENSG00000211959.2, ENSG00000224373.3, ENSG00000282691.1, ENSG00000211956.2, ENSG00000276491.2, ENSG00000211970.3, ENSG00000282451.1, ENSG00000231475.3, ENSG00000282404.1, ENSG00000278082.3, ENSG00000275063.1, ENSG00000211952.3, ENSG00000282726.1, ENSG00000259261.2, ENSG00000288413.1, ENSG00000278263.2, ENSG00000288313.1, ENSG00000276775.1, ENSG00000282223.1	ENSPTRG00000048518.1, ENSPTRG00000047679.1, ENSPTRG00000044010.1, ENSPTRG00000049491.1, ENSPTRG00000052251.1
