Orthogroup	H_sapiens.pep	P_Mucros.pep
OG0000160	ENSG00000226260.9, ENSG00000230726.9, ENSG00000228987.9, ENSG00000227993.9, ENSG00000277263.1, ENSG00000204287.14, ENSG00000206308.11, ENSG00000234794.9, ENSG00000206291.10, ENSG00000224103.7, ENSG00000236177.9, ENSG00000235844.8, ENSG00000229685.8, ENSG00000228163.8, ENSG00000231389.7, ENSG00000168384.11, ENSG00000232957.11, ENSG00000206292.13, ENSG00000232962.11, ENSG00000231558.11, ENSG00000235744.11, ENSG00000204252.14, ENSG00000230141.11	XP_015685652.1, XP_015685536.1
OG0000161	ENSG00000142512.15, ENSG00000161640.15, ENSG00000105501.12, ENSG00000268500.5, ENSG00000254415.3, ENSG00000254521.7, ENSG00000129450.8, ENSG00000168995.13, ENSG00000105366.15, ENSG00000105492.16, ENSG00000105383.15	XP_015679846.1
OG0000162	ENSG00000162909.18	XP_015672503.1
OG0000162	ENSG00000137225.13	XP_015679176.1
OG0000162	ENSG00000014216.15	XP_015679096.1
OG0000163	ENSG00000162374.17	XP_029138955.1, XP_015666400.1, XP_015666399.1
OG0000163	ENSG00000196361.10	XP_015668795.1, XP_015668794.1, XP_015668792.2
OG0000163	ENSG00000107105.15	XP_015672310.1, XP_029140139.1, XP_015672311.1, XP_029140136.1, XP_029140137.1, XP_015672308.1, XP_015672309.1, XP_029140138.1, XP_015672307.1
OG0000169	ENSG00000151846.8, ENSG00000070756.16	XP_015668859.1, XP_015668849.1
OG0000169	ENSG00000090621.14	XP_015667139.1
OG0000169	ENSG00000101104.12	XP_015671850.1
OG0000171	ENSG00000187758.8, ENSG00000248144.6, ENSG00000196616.14, ENSG00000196344.11	XP_015672896.1, XP_015672894.1
OG0000172	ENSG00000114554.11	XP_029140806.1
OG0000172	ENSG00000076356.7	XP_015672473.1
OG0000172	ENSG00000221866.9	XP_015684318.1
OG0000172	ENSG00000130827.6	XP_015670606.2
OG0000173	ENSG00000176406.23	XP_029141104.1, XP_015677462.1, XP_029141137.1, XP_015677474.1, XP_029141129.1, XP_029141132.1, XP_029141126.1, XP_029141120.1, XP_029141125.1, XP_029141103.1, XP_029141107.1, XP_029141093.1, XP_029141100.1, XP_029141122.1, XP_015677468.1, XP_029141109.1, XP_029141114.1, XP_029141135.1, XP_029141091.1, XP_029141097.1, XP_029141099.1, XP_029141084.1, XP_029141089.1, XP_029141133.1, XP_029141080.1, XP_029141079.1, XP_029141073.1, XP_029141072.1, XP_029141076.1, XP_029141078.1
OG0000174	ENSG00000158571.11	XP_015670429.1, XP_015670431.1, XP_015670430.1, XP_015670428.1
OG0000174	ENSG00000170525.21	XP_015683273.2
OG0000174	ENSG00000114268.12	XP_015677824.1
OG0000179	ENSG00000204021.4, ENSG00000182333.14	XP_029141413.1
OG0000179	ENSG00000173239.14	XP_015687365.1
OG0000179	ENSG00000107798.18	XP_015678517.1
OG0000180	ENSG00000174970.5	XP_015665587.1, XP_015665586.2, XP_015665585.1, XP_015671578.1, XP_015668969.1
OG0000181	ENSG00000204518.2, ENSG00000188984.12	XP_029140763.1, XP_015671583.1, XP_015668225.1
OG0000183	ENSG00000172260.15	XP_029141374.1
OG0000183	ENSG00000183715.13	XP_015674112.1
OG0000183	ENSG00000182667.14	XP_015676390.1, XP_029140862.1
OG0000184	ENSG00000164588.8	XP_015675393.1
OG0000184	ENSG00000138622.4	XP_029141385.1
OG0000184	ENSG00000143630.10, ENSG00000263324.5	XP_015681863.1
OG0000184	ENSG00000099822.3	XP_015680940.1
OG0000185	ENSG00000143761.16	XP_015683209.1
OG0000185	ENSG00000134287.10	XP_015683450.1
OG0000186	ENSG00000074211.14	XP_015684024.2
OG0000186	ENSG00000156475.18	XP_015676531.1
OG0000186	ENSG00000175470.20	XP_015667869.1
OG0000186	ENSG00000221914.11	XP_015679777.1
OG0000187	ENSG00000143878.10	XP_015679486.1, XP_015679485.1
OG0000187	ENSG00000067560.12	XP_015680999.1, XP_015680930.1, XP_015680859.1, XP_029140248.1, XP_015672812.1, XP_029140247.1
OG0000188	ENSG00000104938.17, ENSG00000090659.18	XP_015671217.1, XP_029139925.1, XP_029139926.1
OG0000193	ENSG00000110880.10	XP_029139939.1
OG0000193	ENSG00000172725.14	XP_015678276.1, XP_015678275.1
OG0000193	ENSG00000102879.15	XP_015666025.1, XP_015678547.1
OG0000194	ENSG00000174775.17, ENSG00000276536.4	XP_015671969.1
OG0000194	ENSG00000133703.12	XP_015680441.1
OG0000194	ENSG00000213281.5	XP_015667544.1
OG0000196	ENSG00000092199.17, ENSG00000275774.3, ENSG00000283370.2, ENSG00000282530.2, ENSG00000274109.2, ENSG00000282175.2, ENSG00000179172.9, ENSG00000283231.1, ENSG00000179412.10, ENSG00000282559.1, ENSG00000283292.1, ENSG00000282095.1, ENSG00000277058.2, ENSG00000273865.2	XP_015671799.1, XP_015671724.1, XP_015671651.1, XP_015671876.1, XP_015671951.1
OG0000197	ENSG00000218336.9	XP_015672863.1
OG0000197	ENSG00000145934.16	XP_015674820.1
OG0000197	ENSG00000149256.16	XP_015682229.1
OG0000197	ENSG00000009694.13	XP_015672837.1
OG0000198	ENSG00000134698.11	XP_015679641.1
OG0000198	ENSG00000126070.20	XP_015679495.1
OG0000198	ENSG00000092847.12	XP_029141561.1, XP_029141560.1
OG0000199	ENSG00000163399.16	XP_015673566.1
OG0000199	ENSG00000285505.1, ENSG00000105409.19	XP_015683861.1
OG0000199	ENSG00000018625.15	XP_015683080.1
OG0000200	ENSG00000107242.19	XP_015679138.1
OG0000200	ENSG00000143398.20	XP_029141710.1
OG0000200	ENSG00000186111.9	XP_015666168.1
OG0000201	ENSG00000008118.10	XP_015674986.1
OG0000201	ENSG00000130822.15	XP_015670612.1
OG0000201	ENSG00000183049.12	XP_015677956.1
OG0000201	ENSG00000134072.11	XP_015683034.1
OG0000202	ENSG00000088881.20	XP_015687604.1, XP_015683978.1
OG0000202	ENSG00000221818.9	XP_015673987.1
OG0000202	ENSG00000108001.13	XP_029139196.1
OG0000203	ENSG00000113448.19	XP_029139831.1
OG0000203	ENSG00000065989.16	XP_029139567.1
OG0000203	ENSG00000184588.18	XP_015684967.1
OG0000203	ENSG00000105650.22, ENSG00000285188.1	XP_029138811.1
OG0000204	ENSG00000178502.6	XP_015687678.1, XP_015687677.1
OG0000205	ENSG00000185745.10, ENSG00000204010.3, ENSG00000119917.14, ENSG00000119922.10, ENSG00000152778.9	XP_015678515.1, XP_029141304.1
OG0000206	ENSG00000196832.4, ENSG00000176219.3, ENSG00000258806.2, ENSG00000176198.3	XP_015677494.1, XP_015677493.1
OG0000207	ENSG00000278870.2	XP_015682706.1, XP_015686014.1, XP_015686616.1, XP_015682705.1, XP_015686015.1
OG0000207	ENSG00000176893.5, ENSG00000176798.2	XP_015682704.2, XP_015672350.1, XP_015682716.1, XP_015682715.2
OG0000212	ENSG00000196689.12	XP_015681982.1, XP_015681150.1
OG0000212	ENSG00000187688.15	XP_029141873.1, XP_029142224.1, XP_015681212.2, XP_015682664.1
OG0000212	ENSG00000111199.11	XP_015671282.1
OG0000213	ENSG00000182256.13	XP_015666876.1
OG0000213	ENSG00000113327.16	XP_015672992.1
OG0000214	ENSG00000132703.4, ENSG00000132693.12	XP_029142366.1, XP_015686909.1, XP_015686912.1, XP_015686077.1, XP_015686076.1, XP_015678953.1, XP_015678945.1, XP_015678946.1, XP_015678948.1, XP_029142988.1, XP_029143027.1, XP_029141409.1
OG0000217	ENSG00000070808.16	XP_029140602.1
OG0000217	ENSG00000145349.17	XP_029139820.1
OG0000217	ENSG00000058404.20	XP_029139719.1
OG0000217	ENSG00000148660.20	XP_015677811.1
OG0000218	ENSG00000108179.14	XP_015680421.1
OG0000218	ENSG00000236334.2, ENSG00000270339.3, ENSG00000263464.2, ENSG00000279782.2, ENSG00000271567.1, ENSG00000275974.2, ENSG00000256374.2, ENSG00000263353.3, ENSG00000196262.14	XP_015683351.1, XP_015670048.1
OG0000220	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11	XP_029141778.1
OG0000220	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9	XP_015684700.1
OG0000221	ENSG00000112245.12	XP_015671392.1, XP_015671391.1
OG0000221	ENSG00000184007.21	XP_015669184.1, XP_015669183.1
OG0000221	ENSG00000184489.12, ENSG00000275575.4	XP_015677537.1
OG0000222	ENSG00000111664.10	XP_015669545.1, XP_015669546.1, XP_015686068.1
OG0000222	ENSG00000078369.18	XP_015668680.1
OG0000223	ENSG00000152601.17	XP_029139379.1, XP_029139377.1, XP_029139375.1, XP_029139378.1, XP_029139376.1
OG0000223	ENSG00000139793.18	XP_029142495.1
OG0000223	ENSG00000076770.14	XP_015687943.1, XP_015687942.1
OG0000224	ENSG00000006047.13, ENSG00000288504.1	XP_015683714.1
OG0000224	ENSG00000065978.19	XP_015675851.1
OG0000225	ENSG00000072401.15	XP_015674324.1
OG0000225	ENSG00000131508.16	XP_015668019.1
OG0000225	ENSG00000109332.20	XP_015683878.1, XP_015683887.1, XP_015674326.1, XP_015674325.1, XP_015668021.1, XP_015668020.1
OG0000226	ENSG00000138653.10	XP_029140404.1, XP_015673843.1
OG0000226	ENSG00000070614.15	XP_015675418.1
OG0000227	ENSG00000175315.3	XP_015672096.1, XP_015680851.2, XP_015686608.1
OG0000227	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9	XP_015682709.1
OG0000228	ENSG00000146054.18	XP_015673910.1
OG0000229	ENSG00000136068.14	XP_015671815.1, XP_015671816.1, XP_015671817.1
OG0000229	ENSG00000128591.15	XP_015683242.1
OG0000229	ENSG00000196924.18	XP_015670602.1
OG0000230	ENSG00000016490.16, ENSG00000016602.9	XP_015674488.1, XP_015684261.2
OG0000231	ENSG00000087128.10, ENSG00000274058.3	XP_015670645.1, XP_015670643.1, XP_015670644.1, XP_015670646.1
OG0000232	ENSG00000284971.2, ENSG00000278466.3	XP_029140043.1
OG0000232	ENSG00000215182.8, ENSG00000283158.1	XP_029140044.1
OG0000233	ENSG00000254656.2	XP_029141538.1, XP_015684957.1
OG0000235	ENSG00000145864.13	XP_015675060.1, XP_015675059.1
OG0000235	ENSG00000163288.14	XP_015678419.1
OG0000235	ENSG00000166206.15	XP_015666878.1
OG0000236	ENSG00000006534.16, ENSG00000132746.15	XP_029141826.1, XP_015681000.1, XP_015678271.1, XP_015680997.1
OG0000236	ENSG00000072210.19	XP_029142387.1
OG0000237	ENSG00000115310.18	XP_029143039.1
OG0000237	ENSG00000133318.14	XP_015678307.2
OG0000237	ENSG00000125744.12	XP_015676160.1, XP_015676161.1
OG0000238	ENSG00000134516.17	XP_015669064.1
OG0000238	ENSG00000147459.18	XP_029140427.1
OG0000238	ENSG00000150760.12	XP_015673107.1
OG0000239	ENSG00000139364.10	XP_015683678.1, XP_015685931.1
OG0000240	ENSG00000124875.10, ENSG00000163735.7, ENSG00000163736.4, ENSG00000081041.9, ENSG00000163734.4, ENSG00000163739.5	XP_015665642.1
OG0000241	ENSG00000136943.11, ENSG00000135047.15	XP_015683497.1, XP_015680118.1, XP_015685227.2, XP_015681901.1, XP_015685298.1, XP_015684601.1, XP_015683899.1, XP_029142046.1, XP_015686232.2, XP_015686881.1, XP_015686193.2
OG0000242	ENSG00000115592.11	XP_015682858.1
OG0000242	ENSG00000106617.14	XP_015688020.1, XP_015688019.1
OG0000242	ENSG00000181929.13	XP_015685584.1, XP_015678393.1, XP_015678394.1
OG0000243	ENSG00000105649.10	XP_015665477.1
OG0000243	ENSG00000152932.8	XP_015670630.1
OG0000243	ENSG00000169213.7	XP_015666407.1
OG0000243	ENSG00000105514.8	XP_015668788.1, XP_015668787.1
OG0000244	ENSG00000166670.10, ENSG00000149968.12	XP_029139749.1, XP_029139751.1
OG0000245	ENSG00000181001.2, ENSG00000181074.4, ENSG00000180988.2, ENSG00000181009.5	XP_015672352.1
OG0000248	ENSG00000159399.10	XP_015666616.1
OG0000248	ENSG00000156510.13	XP_015678457.2, XP_029141295.1
OG0000248	ENSG00000156515.23	XP_015678455.1, XP_015678456.1
OG0000249	ENSG00000125753.14	XP_015676145.1
OG0000249	ENSG00000196405.13	XP_015675754.1
OG0000249	ENSG00000154380.17	XP_015684353.1, XP_015685037.1
OG0000250	ENSG00000135723.14	XP_029139221.1
OG0000250	ENSG00000134775.15	XP_015672454.1
OG0000252	ENSG00000138814.17	XP_015683811.1, XP_015683804.1, XP_015683825.1, XP_015683833.1, XP_015683818.1
OG0000252	ENSG00000120910.14	XP_015673469.1
OG0000253	ENSG00000135298.14	XP_015679413.1
OG0000253	ENSG00000121753.12	XP_015674516.1
OG0000253	ENSG00000181790.11	XP_015681585.1
OG0000254	ENSG00000145451.13	XP_015670377.1
OG0000254	ENSG00000145888.10	XP_015677827.1
OG0000254	ENSG00000188828.11	XP_015687890.1
OG0000255	ENSG00000149925.20, ENSG00000285043.1	XP_015683691.1, XP_015683692.1, XP_015666007.1
OG0000255	ENSG00000136872.20	XP_015683026.1
OG0000256	ENSG00000165985.10	XP_015666713.1
OG0000256	ENSG00000131094.4	XP_015670112.1
OG0000256	ENSG00000186897.5	XP_015678280.1
OG0000256	ENSG00000144119.4	XP_015684291.1, XP_015684290.1
OG0000257	ENSG00000102683.7	XP_015670364.1, XP_015670363.1
OG0000257	ENSG00000170624.13	XP_015677968.1
OG0000257	ENSG00000185053.14	XP_015672285.1, XP_029140129.1, XP_029140130.1
OG0000258	ENSG00000142949.17	XP_029139042.1
OG0000258	ENSG00000105426.16	XP_015683953.1
OG0000258	ENSG00000282932.4, ENSG00000153707.17	XP_015683998.1
OG0000259	ENSG00000198074.10	XP_015679075.1
OG0000260	ENSG00000244693.1, ENSG00000288181.1, ENSG00000284912.1, ENSG00000236761.6, ENSG00000225932.3, ENSG00000288370.1, ENSG00000271321.1, ENSG00000285123.1, ENSG00000271079.1, ENSG00000285172.1, ENSG00000282841.2, ENSG00000212710.5, ENSG00000150527.17	XP_015674853.1
OG0000262	ENSG00000234465.11	XP_029141228.1, XP_015677860.1, XP_015678015.1, XP_015678016.1, XP_015670169.1
OG0000263	ENSG00000115306.16	XP_015669178.1
OG0000263	ENSG00000160460.16	XP_015669353.2
OG0000263	ENSG00000173898.13	XP_015673162.2
OG0000264	ENSG00000105376.5, ENSG00000076662.10, ENSG00000090339.9	XP_015669406.1, XP_029139560.1, XP_015669400.1, XP_015669399.1, XP_029139557.1
OG0000265	ENSG00000136379.12	XP_015670772.1
OG0000265	ENSG00000107362.13	XP_015667968.1
OG0000265	ENSG00000129968.15	XP_015665504.1
OG0000266	ENSG00000242950.7	XP_015672362.1
OG0000267	ENSG00000050438.17	XP_029140923.1
OG0000267	ENSG00000033867.16	XP_015667194.1
OG0000267	ENSG00000144290.17	XP_029141470.1
OG0000269	ENSG00000143171.13	XP_015677141.1
OG0000269	ENSG00000231321.9, ENSG00000228333.9, ENSG00000227322.11, ENSG00000206289.11, ENSG00000204231.10, ENSG00000235712.10	XP_015684729.1, XP_015684730.1, XP_015683835.1
OG0000269	ENSG00000186350.12	XP_015677215.1
OG0000270	ENSG00000143374.17	XP_015683377.1
OG0000270	ENSG00000185418.16	XP_029141121.1
OG0000270	ENSG00000113407.13	XP_015672504.1
OG0000271	ENSG00000198216.12	XP_015668618.1, XP_015668621.1, XP_015668620.1
OG0000271	ENSG00000148408.13	XP_029142215.1
OG0000271	ENSG00000141837.21	XP_015684484.1
OG0000272	ENSG00000198203.10	XP_029141424.1
OG0000272	ENSG00000198075.10, ENSG00000196228.3	XP_015665837.1, XP_015665729.1, XP_015665728.1, XP_015665841.1, XP_015665839.1
OG0000273	ENSG00000198668.12, ENSG00000160014.17	XP_015676965.1
OG0000273	ENSG00000178363.5	XP_015677000.1
OG0000274	ENSG00000130656.6	XP_015667447.1
OG0000274	ENSG00000086506.3, ENSG00000188536.13, ENSG00000206172.8	XP_015666327.1
OG0000275	ENSG00000166913.13	XP_015671846.1
OG0000275	ENSG00000134308.14	XP_015680629.1
OG0000275	ENSG00000164924.18	XP_015668838.1
OG0000276	ENSG00000182601.7	XP_015687209.1
OG0000276	ENSG00000276333.2, ENSG00000162040.7	XP_015684391.1
OG0000276	ENSG00000153976.3, ENSG00000125430.9	XP_015668588.1
OG0000277	ENSG00000107643.16	XP_029141340.1, XP_015678630.1, XP_015678631.1
OG0000277	ENSG00000109339.24	XP_015687869.1, XP_015687867.1, XP_015687868.1
OG0000277	ENSG00000050748.17	XP_015679366.1
OG0000278	ENSG00000205542.11, ENSG00000154620.6	XP_015687062.1
OG0000278	ENSG00000158164.7, ENSG00000158427.15	XP_015687920.1
OG0000278	ENSG00000034510.6	XP_015673192.1
OG0000279	ENSG00000160213.7	XP_015667611.1
OG0000280	ENSG00000105048.17	XP_015665820.1
OG0000280	ENSG00000118194.20	XP_029140042.1
OG0000280	ENSG00000130595.19, ENSG00000288250.1	XP_015686836.1, XP_015682772.1, XP_015682780.1
OG0000281	ENSG00000144566.11	XP_015666225.1, XP_015666224.1
OG0000281	ENSG00000111540.16	XP_015671801.1, XP_015671802.1, XP_015671803.1
OG0000281	ENSG00000108774.14	XP_015665944.1
OG0000282	ENSG00000100027.16	XP_015678052.1
OG0000282	ENSG00000090238.12	XP_015678545.1, XP_015666027.1
OG0000282	ENSG00000166793.12	XP_015676036.1
OG0000282	ENSG00000175155.10	XP_015682956.2
OG0000283	ENSG00000145687.16	XP_015670152.1
OG0000283	ENSG00000130511.16	XP_015665542.1
OG0000284	ENSG00000265681.7, ENSG00000215472.10	XP_015682796.1
OG0000285	ENSG00000142089.16, ENSG00000185201.16, ENSG00000185885.16	XP_015675546.1
OG0000286	ENSG00000167863.12	XP_015670533.1
OG0000292	ENSG00000138892.11	XP_029141464.1
OG0000292	ENSG00000250151.9, ENSG00000214021.16	XP_029142053.1, XP_015685640.1, XP_029142303.1
OG0000293	ENSG00000092820.18	XP_015672333.1, XP_015672332.1
OG0000293	ENSG00000147065.17	XP_015668195.1
OG0000293	ENSG00000137710.16	XP_015681188.1
OG0000294	ENSG00000059804.16, ENSG00000173262.11	XP_015682283.1
OG0000294	ENSG00000117394.23	XP_015675869.1
OG0000294	ENSG00000288174.1, ENSG00000181856.15	XP_015683713.2
OG0000295	ENSG00000213639.10	XP_015682869.1
OG0000295	ENSG00000172531.15	XP_015687344.1
OG0000295	ENSG00000186298.12	XP_015670893.1, XP_015670891.1
OG0000296	ENSG00000236353.7, ENSG00000225987.7, ENSG00000224952.7, ENSG00000237344.7, ENSG00000204304.12, ENSG00000232005.7, ENSG00000206315.9	XP_015681568.1
OG0000296	ENSG00000167081.18	XP_015676404.1
OG0000296	ENSG00000185630.18	XP_015670145.1
OG0000297	ENSG00000112041.13	XP_015677428.1
OG0000297	ENSG00000166402.8	XP_029141370.1
OG0000298	ENSG00000185942.11	XP_015687348.1
OG0000298	ENSG00000084628.10	XP_015677665.1
OG0000299	ENSG00000119547.6	XP_015679405.1
OG0000299	ENSG00000169856.9	XP_015666481.1
OG0000299	ENSG00000205922.5	XP_015665423.1
OG0000300	ENSG00000276950.5, ENSG00000281748.3, ENSG00000281310.2, ENSG00000277656.3, ENSG00000277897.2, ENSG00000278695.1, ENSG00000099984.11, ENSG00000133433.10	XP_015676352.1, XP_015676350.1, XP_015676351.1
OG0000301	ENSG00000074370.18	XP_015676371.1
OG0000301	ENSG00000196296.13	XP_015665779.1
OG0000301	ENSG00000174437.17	XP_015684492.1
OG0000302	ENSG00000163923.10, ENSG00000198918.8	XP_015687390.1
OG0000303	ENSG00000243678.11, ENSG00000011052.21, ENSG00000239672.7	XP_015672995.1, XP_015672994.1
OG0000303	ENSG00000103202.13	XP_029140559.1
OG0000303	ENSG00000103024.7	XP_015678465.1
OG0000304	ENSG00000221963.6, ENSG00000100336.17, ENSG00000128284.19, ENSG00000100342.20, ENSG00000128335.14	XP_029143103.1
OG0000305	ENSG00000213366.13, ENSG00000134201.12, ENSG00000134184.13, ENSG00000168765.17	XP_015677209.1
OG0000305	ENSG00000134202.11	XP_015677208.1
OG0000306	ENSG00000124493.14	XP_015675450.1
OG0000306	ENSG00000179603.18	XP_015670165.1
OG0000306	ENSG00000113262.16	XP_015684903.1
OG0000306	ENSG00000196277.16	XP_029139816.1
OG0000307	ENSG00000075275.16	XP_015679241.1
OG0000307	ENSG00000008300.17	XP_029141693.1
OG0000307	ENSG00000143126.8	XP_029143083.1
OG0000308	ENSG00000125730.17	XP_015672050.1, XP_015667008.1
OG0000309	ENSG00000160339.16, ENSG00000142748.12	XP_015678988.1, XP_015679141.1
OG0000310	ENSG00000124490.14, ENSG00000096006.11	XP_015678374.1, XP_015678372.1
OG0000318	ENSG00000170004.17	XP_029142325.1
OG0000318	ENSG00000285238.2, ENSG00000111642.15	XP_015669488.1
OG0000319	ENSG00000100312.11, ENSG00000283539.2	XP_029142394.1, XP_015682176.2, XP_029142118.1
OG0000320	ENSG00000114030.13	XP_015667615.1
OG0000320	ENSG00000025800.14	XP_015667156.1
OG0000320	ENSG00000196911.11	XP_015678211.1
OG0000321	ENSG00000138606.19	XP_029141361.1
OG0000321	ENSG00000105251.11	XP_029142730.1
OG0000321	ENSG00000107338.10, ENSG00000255872.3	XP_015676936.1
OG0000322	ENSG00000198355.5	XP_015673553.1
OG0000322	ENSG00000137193.14	XP_015668084.1
OG0000322	ENSG00000102096.9	XP_029141046.1, XP_015670447.1
OG0000323	ENSG00000137726.17, ENSG00000255245.4	XP_029139361.1
OG0000323	ENSG00000150201.15, ENSG00000285526.1, ENSG00000089356.18	XP_015683537.1
OG0000324	ENSG00000121281.13	XP_029140527.1
OG0000324	ENSG00000078295.17	XP_029142229.1
OG0000324	ENSG00000129467.13, ENSG00000284814.1	XP_029139790.1
OG0000325	ENSG00000177954.14	XP_015668868.1
OG0000326	ENSG00000159216.18	XP_015676012.1
OG0000326	ENSG00000020633.18	XP_015681570.1
OG0000327	ENSG00000113722.17	XP_015674935.1, XP_015679763.1
OG0000327	ENSG00000131264.3	XP_015666241.2
OG0000327	ENSG00000165556.10	XP_015671138.1
OG0000328	ENSG00000126262.4	XP_029141028.1
OG0000328	ENSG00000185897.7, ENSG00000126251.6	XP_029141000.1, XP_015677104.1
OG0000329	ENSG00000149930.18	XP_015666013.1, XP_015675749.1
OG0000329	ENSG00000160551.11	XP_015682861.1
OG0000329	ENSG00000135090.14	XP_015672930.1
OG0000331	ENSG00000147570.10	XP_015673116.1, XP_015673115.1
OG0000331	ENSG00000101152.11	XP_015678114.1
OG0000331	ENSG00000163793.13	XP_015670302.1, XP_029139764.1, XP_015670301.1
OG0000332	ENSG00000168619.16, ENSG00000278548.4, ENSG00000197140.15, ENSG00000275594.4, ENSG00000104755.15, ENSG00000276286.4	XP_015684613.1, XP_029142777.1, XP_029140331.1
OG0000333	ENSG00000087086.15	XP_015665763.1, XP_015680652.1
OG0000334	ENSG00000072163.19	XP_015675313.1, XP_015680103.1
OG0000334	ENSG00000169756.16, ENSG00000257207.5, ENSG00000284337.1, ENSG00000256671.6, ENSG00000256977.12	XP_015675311.1, XP_015675312.1
OG0000335	ENSG00000182853.12	XP_015678935.1, XP_015678931.1, XP_015678933.1, XP_015678934.1, XP_015682249.1, XP_015678929.1, XP_015678930.1, XP_015682246.1, XP_015678928.1, XP_029141408.1, XP_029142669.1, XP_015668650.1
OG0000345	ENSG00000169282.17	XP_015670886.1
OG0000345	ENSG00000069424.15	XP_015668245.1, XP_015668248.1
OG0000345	ENSG00000170049.9	XP_015683175.1
OG0000346	ENSG00000141480.18	XP_015668678.1
OG0000346	ENSG00000120500.18	XP_029140731.1
OG0000347	ENSG00000143321.19	XP_015684247.1
OG0000347	ENSG00000167674.15	XP_015684363.1, XP_015682798.1
OG0000347	ENSG00000166503.9	XP_015687161.1
