Orthogroup	G_gallus.pep	C_familiaris.pep
OG0000193	ENSGALG00000004901.7	ENSCAFG00000011301.5
OG0000193	ENSGALG00000033300.2	ENSCAFG00000011565.5
OG0000194	ENSGALG00000029260.2	ENSCAFG00000031029.2
OG0000194	ENSGALG00000026692.3	ENSCAFG00000009532.4
OG0000197	ENSGALG00000030065.3	ENSCAFG00000008123.5
OG0000197	ENSGALG00000001768.6	ENSCAFG00000017137.4
OG0000197	ENSGALG00000033966.2	ENSCAFG00000004731.4
OG0000197	ENSGALG00000008442.6	ENSCAFG00000018631.5
OG0000198	ENSGALG00000039713.2	ENSCAFG00000024306.4
OG0000198	ENSGALG00000043711.3	ENSCAFG00000024682.3
OG0000198	ENSGALG00000040957.2	ENSCAFG00000001196.4
OG0000198	ENSGALG00000002249.6	ENSCAFG00000003443.4
OG0000199	ENSGALG00000032247.2	ENSCAFG00000009795.5
OG0000200	ENSGALG00000015107.6	ENSCAFG00000001916.4
OG0000200	ENSGALG00000027372.3	ENSCAFG00000012554.4
OG0000200	ENSGALG00000000784.7	ENSCAFG00000019205.5
OG0000201	ENSGALG00000001319.6	ENSCAFG00000011909.4
OG0000201	ENSGALG00000033051.2	ENSCAFG00000004784.4
OG0000201	ENSGALG00000029912.2	ENSCAFG00000005331.4
OG0000202	ENSGALG00000003699.6	ENSCAFG00000017318.4
OG0000202	ENSGALG00000047979.1	ENSCAFG00000008918.4
OG0000203	ENSGALG00000014727.6	ENSCAFG00000007100.4
OG0000203	ENSGALG00000011094.6	ENSCAFG00000018583.4
OG0000204	ENSGALG00000003536.6	ENSCAFG00000029482.2
OG0000205	ENSGALG00000045085.2	ENSCAFG00000009617.4, ENSCAFG00000031614.2, ENSCAFG00000009612.4, ENSCAFG00000007151.4
OG0000207	ENSGALG00000031533.2	ENSCAFG00000024999.3, ENSCAFG00000044951.1
OG0000212	ENSGALG00000004649.5	ENSCAFG00000019339.5
OG0000212	ENSGALG00000004519.7	ENSCAFG00000018012.4
OG0000213	ENSGALG00000041042.2	ENSCAFG00000009921.3
OG0000213	ENSGALG00000020292.5	ENSCAFG00000019156.4
OG0000213	ENSGALG00000020143.5	ENSCAFG00000001878.4
OG0000213	ENSGALG00000038042.2	ENSCAFG00000017227.5
OG0000214	ENSGALG00000022137.3, ENSGALG00000039887.2	ENSCAFG00000011787.3
OG0000216	ENSGALG00000025842.4	ENSCAFG00000006577.3, ENSCAFG00000017292.3
OG0000217	ENSGALG00000005621.7	ENSCAFG00000018163.4
OG0000217	ENSGALG00000041635.2	ENSCAFG00000012059.5
OG0000217	ENSGALG00000005088.6	ENSCAFG00000015161.5
OG0000219	ENSGALG00000050515.1	ENSCAFG00000030258.3
OG0000220	ENSGALG00000050047.1	ENSCAFG00000000454.5
OG0000220	ENSGALG00000052089.1	ENSCAFG00000000636.6
OG0000221	ENSGALG00000016271.5	ENSCAFG00000002490.4
OG0000221	ENSGALG00000003265.6	ENSCAFG00000010816.4
OG0000221	ENSGALG00000040969.2	ENSCAFG00000001237.4
OG0000222	ENSGALG00000034438.2	ENSCAFG00000014655.4
OG0000222	ENSGALG00000001334.7	ENSCAFG00000019216.5
OG0000222	ENSGALG00000008983.6	ENSCAFG00000011335.3
OG0000223	ENSGALG00000029190.3	ENSCAFG00000008603.5
OG0000223	ENSGALG00000016890.7	ENSCAFG00000005523.5
OG0000223	ENSGALG00000053597.1	ENSCAFG00000018841.5
OG0000224	ENSGALG00000031890.3	ENSCAFG00000013401.5
OG0000224	ENSGALG00000004848.7	ENSCAFG00000017286.4, ENSCAFG00000030502.2, ENSCAFG00000002541.4, ENSCAFG00000010117.4
OG0000225	ENSGALG00000021213.5	ENSCAFG00000032353.2
OG0000226	ENSGALG00000012015.6	ENSCAFG00000012211.4
OG0000226	ENSGALG00000012010.6	ENSCAFG00000012299.4
OG0000226	ENSGALG00000005107.6	ENSCAFG00000015050.4
OG0000226	ENSGALG00000004581.5	ENSCAFG00000023069.3
OG0000227	ENSGALG00000028520.4	ENSCAFG00000028765.2, ENSCAFG00000010143.3
OG0000228	ENSGALG00000051737.1, ENSGALG00000000107.5	ENSCAFG00000028630.3
OG0000229	ENSGALG00000005678.7	ENSCAFG00000007603.4
OG0000230	ENSGALG00000006322.6	ENSCAFG00000020241.4, ENSCAFG00000020246.4, ENSCAFG00000020244.4
OG0000231	ENSGALG00000048579.1	ENSCAFG00000028617.2
OG0000231	ENSGALG00000053084.1	ENSCAFG00000002802.4, ENSCAFG00000002794.4, ENSCAFG00000032430.2, ENSCAFG00000002808.4
OG0000232	ENSGALG00000031737.2	ENSCAFG00000049974.1
OG0000235	ENSGALG00000001690.6	ENSCAFG00000017251.5
OG0000235	ENSGALG00000029392.3	ENSCAFG00000030702.2
OG0000236	ENSGALG00000036044.2, ENSGALG00000054835.1	ENSCAFG00000011246.4
OG0000236	ENSGALG00000004763.6	ENSCAFG00000018166.5
OG0000237	ENSGALG00000029261.3	ENSCAFG00000002771.6
OG0000237	ENSGALG00000045424.2	ENSCAFG00000015064.5
OG0000238	ENSGALG00000002080.6	ENSCAFG00000016982.4
OG0000238	ENSGALG00000000311.6	ENSCAFG00000009001.4
OG0000238	ENSGALG00000042259.2	ENSCAFG00000013062.5
OG0000239	ENSGALG00000002742.6	ENSCAFG00000006859.4
OG0000239	ENSGALG00000002714.6	ENSCAFG00000006849.5
OG0000239	ENSGALG00000002671.6	ENSCAFG00000006812.5
OG0000240	ENSGALG00000026098.3, ENSGALG00000011668.4	ENSCAFG00000003029.4
OG0000240	ENSGALG00000046160.2	ENSCAFG00000025016.3, ENSCAFG00000031174.2
OG0000241	ENSGALG00000012610.7, ENSGALG00000004252.6	ENSCAFG00000015024.3, ENSCAFG00000001149.4, ENSCAFG00000008121.3, ENSCAFG00000001309.2
OG0000242	ENSGALG00000011360.7	ENSCAFG00000014957.5
OG0000242	ENSGALG00000006219.7	ENSCAFG00000004912.4
OG0000242	ENSGALG00000036282.2	ENSCAFG00000008750.4
OG0000243	ENSGALG00000030068.2	ENSCAFG00000014945.4
OG0000243	ENSGALG00000014726.6	ENSCAFG00000007008.5
OG0000243	ENSGALG00000010567.6	ENSCAFG00000003790.4
OG0000244	ENSGALG00000019061.5	ENSCAFG00000023335.3, ENSCAFG00000015054.5
OG0000244	ENSGALG00000019063.5, ENSGALG00000026297.3	ENSCAFG00000015063.2
OG0000248	ENSGALG00000034855.2	ENSCAFG00000008265.4
OG0000248	ENSGALG00000021039.5	ENSCAFG00000032754.2
OG0000248	ENSGALG00000004222.7	ENSCAFG00000013917.5
OG0000249	ENSGALG00000048592.1	ENSCAFG00000024629.3, ENSCAFG00000004420.3
OG0000249	ENSGALG00000011209.4	ENSCAFG00000017889.6
OG0000249	ENSGALG00000009303.7	ENSCAFG00000016185.5
OG0000250	ENSGALG00000002198.7	ENSCAFG00000020370.6
OG0000250	ENSGALG00000013124.6	ENSCAFG00000017786.6
OG0000252	ENSGALG00000039498.2	ENSCAFG00000010644.5
OG0000252	ENSGALG00000005243.6	ENSCAFG00000014818.5
OG0000252	ENSGALG00000041413.2	ENSCAFG00000009390.5
OG0000253	ENSGALG00000016176.6	ENSCAFG00000023431.4
OG0000253	ENSGALG00000043209.2	ENSCAFG00000010872.5
OG0000253	ENSGALG00000033960.3	ENSCAFG00000001269.5
OG0000254	ENSGALG00000010781.6	ENSCAFG00000007904.5
OG0000254	ENSGALG00000004134.6	ENSCAFG00000017827.4
OG0000254	ENSGALG00000016571.6	ENSCAFG00000011832.4
OG0000254	ENSGALG00000004936.6	ENSCAFG00000017804.4
OG0000255	ENSGALG00000026077.3	ENSCAFG00000018719.5
OG0000255	ENSGALG00000015544.7	ENSCAFG00000002598.4
OG0000256	ENSGALG00000032554.2	ENSCAFG00000004591.5
OG0000256	ENSGALG00000028031.3	ENSCAFG00000013945.5
OG0000256	ENSGALG00000040992.2	ENSCAFG00000004910.5
OG0000257	ENSGALG00000017122.7	ENSCAFG00000007161.3
OG0000257	ENSGALG00000003886.7	ENSCAFG00000017592.4
OG0000257	ENSGALG00000013684.6	ENSCAFG00000006792.4
OG0000258	ENSGALG00000010053.6	ENSCAFG00000005069.5
OG0000258	ENSGALG00000004048.6	ENSCAFG00000018859.5
OG0000258	ENSGALG00000015058.5	ENSCAFG00000001460.4
OG0000259	ENSGALG00000049903.1	ENSCAFG00000003343.3
OG0000259	ENSGALG00000013072.5	ENSCAFG00000005329.5
OG0000260	ENSGALG00000010189.6	ENSCAFG00000013883.5
OG0000262	ENSGALG00000026884.3	ENSCAFG00000004742.4
OG0000263	ENSGALG00000029512.3	ENSCAFG00000002744.5
OG0000264	ENSGALG00000054646.1	ENSCAFG00000017872.5, ENSCAFG00000012690.4, ENSCAFG00000042542.1, ENSCAFG00000031460.1
OG0000265	ENSGALG00000041163.3	ENSCAFG00000019448.4
OG0000266	ENSGALG00000046824.1	ENSCAFG00000047064.1
OG0000266	ENSGALG00000050497.1, ENSGALG00000047053.1	ENSCAFG00000030822.1
OG0000266	ENSGALG00000051568.1	ENSCAFG00000046786.1, ENSCAFG00000045716.1
OG0000267	ENSGALG00000031274.2	ENSCAFG00000007728.4
OG0000267	ENSGALG00000011405.6	ENSCAFG00000005613.5
OG0000267	ENSGALG00000030032.2	ENSCAFG00000010242.4
OG0000268	ENSGALG00000016775.6	ENSCAFG00000004996.3, ENSCAFG00000030034.1, ENSCAFG00000005672.3
OG0000269	ENSGALG00000040730.2	ENSCAFG00000013336.4
OG0000269	ENSGALG00000042055.2	ENSCAFG00000019838.4
OG0000270	ENSGALG00000043416.2	ENSCAFG00000011941.4
OG0000270	ENSGALG00000003985.6	ENSCAFG00000010453.4
OG0000270	ENSGALG00000003288.6	ENSCAFG00000018858.4
OG0000271	ENSGALG00000003833.6	ENSCAFG00000013004.6
OG0000271	ENSGALG00000008456.7	ENSCAFG00000019380.4
OG0000271	ENSGALG00000054250.1	ENSCAFG00000016897.4
OG0000272	ENSGALG00000016805.6	ENSCAFG00000002041.4, ENSCAFG00000023655.3, ENSCAFG00000023398.3
OG0000273	ENSGALG00000010023.7, ENSGALG00000026445.3	ENSCAFG00000029151.2
OG0000273	ENSGALG00000008424.6	ENSCAFG00000017563.2
OG0000274	ENSGALG00000023740.5	ENSCAFG00000028569.2, ENSCAFG00000046007.1
OG0000274	ENSGALG00000043234.3	ENSCAFG00000032615.2
OG0000275	ENSGALG00000004143.6	ENSCAFG00000009514.4
OG0000275	ENSGALG00000031387.3	ENSCAFG00000003455.4
OG0000276	ENSGALG00000006290.6	ENSCAFG00000048479.1
OG0000276	ENSGALG00000001371.6	ENSCAFG00000017893.5, ENSCAFG00000028975.2
OG0000277	ENSGALG00000006109.6	ENSCAFG00000006551.4
OG0000277	ENSGALG00000011109.6	ENSCAFG00000009396.5
OG0000277	ENSGALG00000039099.2	ENSCAFG00000000395.4
OG0000278	ENSGALG00000026383.3	ENSCAFG00000046463.1
OG0000278	ENSGALG00000031593.2	ENSCAFG00000044244.1
OG0000278	ENSGALG00000047591.1	ENSCAFG00000007875.4
OG0000279	ENSGALG00000014410.5	ENSCAFG00000010642.4
OG0000280	ENSGALG00000029203.3	ENSCAFG00000002620.5
OG0000280	ENSGALG00000000302.7	ENSCAFG00000010798.5
OG0000280	ENSGALG00000006572.7	ENSCAFG00000010081.5
OG0000281	ENSGALG00000011272.3	ENSCAFG00000005814.3
OG0000281	ENSGALG00000042482.3	ENSCAFG00000000087.4
OG0000281	ENSGALG00000003359.5	ENSCAFG00000015629.3
OG0000282	ENSGALG00000007374.7	ENSCAFG00000017095.4, ENSCAFG00000007821.3
OG0000282	ENSGALG00000028801.3	ENSCAFG00000030515.2
OG0000283	ENSGALG00000023089.5	ENSCAFG00000008677.4
OG0000284	ENSGALG00000040263.3	ENSCAFG00000008273.2
OG0000284	ENSGALG00000041500.3, ENSGALG00000036774.3	ENSCAFG00000003241.4, ENSCAFG00000007572.4
OG0000285	ENSGALG00000004243.5, ENSGALG00000026970.3	ENSCAFG00000030793.2, ENSCAFG00000046009.1, ENSCAFG00000006485.4, ENSCAFG00000050027.1, ENSCAFG00000048887.1, ENSCAFG00000046118.1
OG0000286	ENSGALG00000007926.7	ENSCAFG00000031686.1, ENSCAFG00000031781.1, ENSCAFG00000005290.3, ENSCAFG00000030059.2, ENSCAFG00000011783.4, ENSCAFG00000018265.3, ENSCAFG00000004167.1, ENSCAFG00000011644.1, ENSCAFG00000019063.2, ENSCAFG00000001080.1, ENSCAFG00000000808.2, ENSCAFG00000004703.4, ENSCAFG00000006147.2, ENSCAFG00000008616.4, ENSCAFG00000000376.1, ENSCAFG00000011325.3, ENSCAFG00000029285.2, ENSCAFG00000005930.4, ENSCAFG00000002038.2, ENSCAFG00000016063.2
OG0000292	ENSGALG00000032828.2	ENSCAFG00000000704.4
OG0000292	ENSGALG00000053876.1	ENSCAFG00000005305.5
OG0000293	ENSGALG00000013742.6	ENSCAFG00000000661.4
OG0000293	ENSGALG00000039615.2	ENSCAFG00000016607.4
OG0000293	ENSGALG00000017153.6	ENSCAFG00000014273.5
OG0000294	ENSGALG00000014324.5	ENSCAFG00000013918.4
OG0000294	ENSGALG00000004889.5	ENSCAFG00000002500.5
OG0000295	ENSGALG00000010026.7	ENSCAFG00000005238.4
OG0000295	ENSGALG00000004571.5	ENSCAFG00000041420.1, ENSCAFG00000008515.4
OG0000296	ENSGALG00000000972.7	ENSCAFG00000020175.4
OG0000296	ENSGALG00000003429.6	ENSCAFG00000013289.6
OG0000297	ENSGALG00000031301.2	ENSCAFG00000001335.4
OG0000297	ENSGALG00000013424.7	ENSCAFG00000015618.4
OG0000297	ENSGALG00000005986.7	ENSCAFG00000006892.6
OG0000298	ENSGALG00000034899.2	ENSCAFG00000047599.1
OG0000298	ENSGALG00000039756.2	ENSCAFG00000041364.1
OG0000299	ENSGALG00000035751.2	ENSCAFG00000000127.4
OG0000299	ENSGALG00000038618.2	ENSCAFG00000015867.5
OG0000300	ENSGALG00000005204.6, ENSGALG00000006344.6	ENSCAFG00000014028.5, ENSCAFG00000014043.4
OG0000301	ENSGALG00000001564.6	ENSCAFG00000013971.5
OG0000301	ENSGALG00000032287.3	ENSCAFG00000008434.4
OG0000302	ENSGALG00000008620.5	ENSCAFG00000049664.1, ENSCAFG00000045520.1, ENSCAFG00000046823.1, ENSCAFG00000043673.1, ENSCAFG00000032122.2, ENSCAFG00000031092.2, ENSCAFG00000045416.1, ENSCAFG00000045833.1, ENSCAFG00000042941.1, ENSCAFG00000046881.1, ENSCAFG00000049837.1, ENSCAFG00000032101.2, ENSCAFG00000029014.2, ENSCAFG00000029524.2, ENSCAFG00000041194.1, ENSCAFG00000046992.1
OG0000303	ENSGALG00000002932.6	ENSCAFG00000023628.4, ENSCAFG00000016084.4, ENSCAFG00000000044.4, ENSCAFG00000004124.3
OG0000303	ENSGALG00000002688.6	ENSCAFG00000010362.4, ENSCAFG00000032180.2
OG0000305	ENSGALG00000032922.2	ENSCAFG00000019812.5
OG0000305	ENSGALG00000042008.2	ENSCAFG00000019809.4
OG0000306	ENSGALG00000002840.6	ENSCAFG00000001202.4
OG0000306	ENSGALG00000039403.2	ENSCAFG00000001738.5
OG0000306	ENSGALG00000037841.2	ENSCAFG00000005583.5
OG0000307	ENSGALG00000032750.2	ENSCAFG00000019841.6
OG0000308	ENSGALG00000030038.2	ENSCAFG00000017946.4, ENSCAFG00000018625.5
OG0000310	ENSGALG00000034474.2	ENSCAFG00000023105.4
OG0000318	ENSGALG00000052319.1	ENSCAFG00000016859.5
OG0000318	ENSGALG00000000747.7	ENSCAFG00000019545.5
OG0000318	ENSGALG00000013565.6	ENSCAFG00000014929.6
OG0000319	ENSGALG00000034366.2, ENSGALG00000047768.1	ENSCAFG00000000558.4
OG0000320	ENSGALG00000014426.5	ENSCAFG00000011922.4
OG0000320	ENSGALG00000003383.6	ENSCAFG00000010737.6
OG0000320	ENSGALG00000014937.6	ENSCAFG00000000905.5
OG0000321	ENSGALG00000038637.2	ENSCAFG00000013723.6
OG0000321	ENSGALG00000026811.3	ENSCAFG00000019109.5, ENSCAFG00000002397.6
OG0000322	ENSGALG00000038902.2	ENSCAFG00000001448.5
OG0000323	ENSGALG00000025937.2	ENSCAFG00000032273.3
OG0000323	ENSGALG00000054974.1	ENSCAFG00000007095.4, ENSCAFG00000019775.3, ENSCAFG00000024923.2, ENSCAFG00000007124.4
OG0000324	ENSGALG00000003837.5	ENSCAFG00000009913.4
OG0000324	ENSGALG00000013060.6	ENSCAFG00000010238.4
OG0000325	ENSGALG00000052612.1	ENSCAFG00000041579.1
OG0000325	ENSGALG00000037441.2	ENSCAFG00000012234.4, ENSCAFG00000049045.1, ENSCAFG00000017386.4, ENSCAFG00000043616.1
OG0000326	ENSGALG00000016022.6	ENSCAFG00000009596.5
OG0000326	ENSGALG00000040276.2	ENSCAFG00000002008.5
OG0000326	ENSGALG00000043372.3	ENSCAFG00000012903.5
OG0000327	ENSGALG00000005679.5	ENSCAFG00000018210.5
OG0000327	ENSGALG00000007657.4, ENSGALG00000007656.6	ENSCAFG00000017189.2
OG0000328	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1	ENSCAFG00000007027.3, ENSCAFG00000007029.3
OG0000329	ENSGALG00000004082.6	ENSCAFG00000018898.4
OG0000329	ENSGALG00000007396.6	ENSCAFG00000009924.4
OG0000330	ENSGALG00000044661.2	ENSCAFG00000012443.4, ENSCAFG00000025404.3, ENSCAFG00000025287.3
OG0000331	ENSGALG00000030660.3	ENSCAFG00000025445.4
OG0000331	ENSGALG00000035378.2	ENSCAFG00000013084.6
OG0000331	ENSGALG00000034137.2	ENSCAFG00000032365.2
OG0000332	ENSGALG00000044866.2, ENSGALG00000047639.1	ENSCAFG00000005769.4, ENSCAFG00000005758.5, ENSCAFG00000005818.5, ENSCAFG00000005832.5, ENSCAFG00000005841.5, ENSCAFG00000028812.2
OG0000334	ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2	ENSCAFG00000002015.5
OG0000335	ENSGALG00000017172.4	ENSCAFG00000015866.2
OG0000345	ENSGALG00000010269.6	ENSCAFG00000008838.5
OG0000345	ENSGALG00000037241.2	ENSCAFG00000019524.5
OG0000346	ENSGALG00000004251.6	ENSCAFG00000016791.4
OG0000347	ENSGALG00000032847.2	ENSCAFG00000016741.6
OG0000347	ENSGALG00000027068.3	ENSCAFG00000019033.5
OG0000347	ENSGALG00000049798.1	ENSCAFG00000013208.4
OG0000348	ENSGALG00000009068.7	ENSCAFG00000016055.5
OG0000348	ENSGALG00000008603.5	ENSCAFG00000009562.5
OG0000349	ENSGALG00000009977.6	ENSCAFG00000007659.5
OG0000349	ENSGALG00000017050.6	ENSCAFG00000006162.5
OG0000349	ENSGALG00000006309.6	ENSCAFG00000001094.4
OG0000350	ENSGALG00000020793.6	ENSCAFG00000014163.3
OG0000350	ENSGALG00000033593.2	ENSCAFG00000031320.2
OG0000350	ENSGALG00000011286.6	ENSCAFG00000005774.4
OG0000351	ENSGALG00000039572.2	ENSCAFG00000023194.4
OG0000351	ENSGALG00000029212.2	ENSCAFG00000015813.4
OG0000353	ENSGALG00000017246.6	ENSCAFG00000004407.4
OG0000353	ENSGALG00000015849.7	ENSCAFG00000002941.5
OG0000354	ENSGALG00000009403.6	ENSCAFG00000012129.4
OG0000354	ENSGALG00000014054.6	ENSCAFG00000016388.5
OG0000355	ENSGALG00000008537.6	ENSCAFG00000013005.5
OG0000355	ENSGALG00000004741.7	ENSCAFG00000014323.4
OG0000355	ENSGALG00000006609.6	ENSCAFG00000006971.4
OG0000356	ENSGALG00000009405.7	ENSCAFG00000008653.4
OG0000356	ENSGALG00000034109.2	ENSCAFG00000018564.4
OG0000356	ENSGALG00000038995.2	ENSCAFG00000014838.5
OG0000357	ENSGALG00000015835.6	ENSCAFG00000008768.5
OG0000357	ENSGALG00000002098.6	ENSCAFG00000003333.5
OG0000357	ENSGALG00000015434.6	ENSCAFG00000003580.5
OG0000358	ENSGALG00000010854.7	ENSCAFG00000002498.4
OG0000359	ENSGALG00000033522.3, ENSGALG00000046412.2	ENSCAFG00000030830.2
OG0000360	ENSGALG00000006531.6	ENSCAFG00000013345.4, ENSCAFG00000043960.1
OG0000360	ENSGALG00000010973.7	ENSCAFG00000002788.4
OG0000361	ENSGALG00000011894.6	ENSCAFG00000044204.1
OG0000362	ENSGALG00000032974.3	ENSCAFG00000000334.4
OG0000362	ENSGALG00000039219.2	ENSCAFG00000014083.5
OG0000363	ENSGALG00000028489.3	ENSCAFG00000024344.4, ENSCAFG00000023173.3
OG0000365	ENSGALG00000030776.2	ENSCAFG00000032583.2, ENSCAFG00000031038.2
OG0000366	ENSGALG00000004196.6	ENSCAFG00000031246.2
OG0000367	ENSGALG00000000589.5	ENSCAFG00000000801.4, ENSCAFG00000025038.2, ENSCAFG00000024874.3, ENSCAFG00000001138.4, ENSCAFG00000010849.4
OG0000371	ENSGALG00000008058.6	ENSCAFG00000018154.6
OG0000371	ENSGALG00000000681.7	ENSCAFG00000004956.4
OG0000371	ENSGALG00000006426.6	ENSCAFG00000013067.4
OG0000373	ENSGALG00000013253.6	ENSCAFG00000024151.3
OG0000373	ENSGALG00000040758.2	ENSCAFG00000018170.5
OG0000373	ENSGALG00000040651.2	ENSCAFG00000010881.4
OG0000374	ENSGALG00000042607.2	ENSCAFG00000001067.4
OG0000374	ENSGALG00000001946.7	ENSCAFG00000003280.4
OG0000374	ENSGALG00000030030.3	ENSCAFG00000000696.4
OG0000375	ENSGALG00000032146.2	ENSCAFG00000008684.5
OG0000375	ENSGALG00000044387.2	ENSCAFG00000005751.5
OG0000375	ENSGALG00000031105.2	ENSCAFG00000002939.6
OG0000376	ENSGALG00000034973.2	ENSCAFG00000012407.5
OG0000376	ENSGALG00000009064.6	ENSCAFG00000001906.3
OG0000376	ENSGALG00000030847.3	ENSCAFG00000014134.5
OG0000377	ENSGALG00000028851.4	ENSCAFG00000015782.5
OG0000377	ENSGALG00000016535.6	ENSCAFG00000004250.5
OG0000377	ENSGALG00000003487.5	ENSCAFG00000016983.5
OG0000378	ENSGALG00000006728.7	ENSCAFG00000013498.5, ENSCAFG00000023850.4, ENSCAFG00000013439.4
OG0000379	ENSGALG00000009066.6	ENSCAFG00000024216.3
OG0000379	ENSGALG00000001512.6	ENSCAFG00000013665.4
OG0000380	ENSGALG00000005415.6	ENSCAFG00000007976.5
OG0000380	ENSGALG00000043513.2	ENSCAFG00000001326.5
OG0000381	ENSGALG00000014176.6	ENSCAFG00000023233.3
OG0000381	ENSGALG00000018977.5	ENSCAFG00000023246.3
OG0000382	ENSGALG00000008508.5	ENSCAFG00000004380.4
OG0000383	ENSGALG00000018503.6	ENSCAFG00000049702.1
OG0000383	ENSGALG00000010500.7	ENSCAFG00000029896.2
OG0000383	ENSGALG00000032545.2	ENSCAFG00000009157.5
OG0000384	ENSGALG00000033857.2, ENSGALG00000050294.1	ENSCAFG00000029185.2
OG0000385	ENSGALG00000030812.3	ENSCAFG00000017079.5
OG0000386	ENSGALG00000037077.2, ENSGALG00000050893.1	ENSCAFG00000013786.1, ENSCAFG00000013783.2, ENSCAFG00000013794.3, ENSCAFG00000013805.4
OG0000387	ENSGALG00000007862.6	ENSCAFG00000006357.4
OG0000387	ENSGALG00000007927.6	ENSCAFG00000006061.5
OG0000388	ENSGALG00000020921.5	ENSCAFG00000012035.4
OG0000389	ENSGALG00000026862.4	ENSCAFG00000029313.2
OG0000389	ENSGALG00000023580.3	ENSCAFG00000002540.3
OG0000390	ENSGALG00000030025.2	ENSCAFG00000018873.4, ENSCAFG00000011465.3, ENSCAFG00000011192.2, ENSCAFG00000025410.3
OG0000390	ENSGALG00000032453.2	ENSCAFG00000043426.1
OG0000392	ENSGALG00000035368.2	ENSCAFG00000020334.4
OG0000392	ENSGALG00000000038.6, ENSGALG00000046107.2	ENSCAFG00000020084.4, ENSCAFG00000020083.4
OG0000393	ENSGALG00000034939.3, ENSGALG00000047125.1	ENSCAFG00000011451.5
OG0000393	ENSGALG00000003645.7	ENSCAFG00000007616.5
OG0000394	ENSGALG00000045788.2	ENSCAFG00000015855.4
OG0000395	ENSGALG00000027035.4	ENSCAFG00000008805.3, ENSCAFG00000048253.1, ENSCAFG00000015987.3, ENSCAFG00000044878.1, ENSCAFG00000044788.1, ENSCAFG00000032537.2, ENSCAFG00000015533.4, ENSCAFG00000001564.4, ENSCAFG00000044149.1, ENSCAFG00000042835.1, ENSCAFG00000045251.1, ENSCAFG00000028744.1, ENSCAFG00000006810.4
OG0000396	ENSGALG00000033404.2	ENSCAFG00000007050.4
OG0000396	ENSGALG00000037935.3	ENSCAFG00000016060.5
OG0000396	ENSGALG00000011298.7	ENSCAFG00000005727.4
OG0000397	ENSGALG00000037467.2	ENSCAFG00000030910.2
OG0000397	ENSGALG00000006361.7	ENSCAFG00000045576.1
OG0000398	ENSGALG00000040741.2	ENSCAFG00000017651.4
OG0000398	ENSGALG00000004852.6	ENSCAFG00000020082.4
OG0000399	ENSGALG00000025941.3	ENSCAFG00000006955.4
OG0000399	ENSGALG00000026034.3	ENSCAFG00000000550.4
OG0000400	ENSGALG00000035645.3	ENSCAFG00000010740.4
OG0000400	ENSGALG00000041700.3	ENSCAFG00000019825.4
OG0000401	ENSGALG00000052262.1	ENSCAFG00000015281.4
OG0000402	ENSGALG00000023760.5	ENSCAFG00000019759.4
OG0000405	ENSGALG00000031120.3	ENSCAFG00000000336.4, ENSCAFG00000017693.3, ENSCAFG00000007044.2, ENSCAFG00000047223.1
OG0000406	ENSGALG00000047425.1	ENSCAFG00000030202.2
OG0000408	ENSGALG00000003340.5	ENSCAFG00000019864.3, ENSCAFG00000003697.5, ENSCAFG00000029298.2
OG0000414	ENSGALG00000046331.2, ENSGALG00000047807.1, ENSGALG00000044326.2	ENSCAFG00000013968.5, ENSCAFG00000014011.4
OG0000415	ENSGALG00000025872.4, ENSGALG00000021232.4	ENSCAFG00000006727.4
OG0000415	ENSGALG00000004804.6	ENSCAFG00000023828.3
OG0000416	ENSGALG00000004960.6	ENSCAFG00000014548.4
OG0000416	ENSGALG00000037625.3	ENSCAFG00000018422.4
OG0000416	ENSGALG00000014686.6	ENSCAFG00000000681.5
OG0000417	ENSGALG00000031002.2, ENSGALG00000049491.1	ENSCAFG00000016988.4
OG0000418	ENSGALG00000036238.2	ENSCAFG00000004069.5
OG0000418	ENSGALG00000037983.2	ENSCAFG00000019689.4
OG0000419	ENSGALG00000003966.7	ENSCAFG00000006486.3, ENSCAFG00000015394.4, ENSCAFG00000016268.2, ENSCAFG00000018784.4, ENSCAFG00000031731.1, ENSCAFG00000002548.1, ENSCAFG00000020044.2, ENSCAFG00000024043.1, ENSCAFG00000001968.3, ENSCAFG00000000014.3, ENSCAFG00000031555.1, ENSCAFG00000004933.2
OG0000420	ENSGALG00000014624.6	ENSCAFG00000010691.4
OG0000420	ENSGALG00000043352.3	ENSCAFG00000018482.3
OG0000420	ENSGALG00000039141.2	ENSCAFG00000012285.4
OG0000421	ENSGALG00000011875.6	ENSCAFG00000004110.6
OG0000421	ENSGALG00000006297.7	ENSCAFG00000001103.4
OG0000421	ENSGALG00000029416.2	ENSCAFG00000015194.4
OG0000423	ENSGALG00000005689.6	ENSCAFG00000009709.5
OG0000423	ENSGALG00000016431.6	ENSCAFG00000002357.5
OG0000424	ENSGALG00000001793.7	ENSCAFG00000013765.4
OG0000424	ENSGALG00000004582.6	ENSCAFG00000008524.4
OG0000424	ENSGALG00000048682.1	ENSCAFG00000016543.4
OG0000425	ENSGALG00000041094.2	ENSCAFG00000005766.4
OG0000426	ENSGALG00000008950.5	ENSCAFG00000009869.4
