Orthogroup	G_gallus.pep	P_troglodytes.pep
OG0000179	ENSGALG00000045194.2, ENSGALG00000003557.7	ENSPTRG00000029843.3, ENSPTRG00000002722.7, ENSPTRG00000002725.6
OG0000179	ENSGALG00000006378.6	ENSPTRG00000002732.6
OG0000181	ENSGALG00000044962.2, ENSGALG00000021598.5, ENSGALG00000049664.1, ENSGALG00000041400.3	ENSPTRG00000030826.3, ENSPTRG00000000168.6
OG0000183	ENSGALG00000011350.7	ENSPTRG00000000857.4
OG0000183	ENSGALG00000040620.3	ENSPTRG00000015247.3
OG0000183	ENSGALG00000001442.7	ENSPTRG00000004489.5
OG0000183	ENSGALG00000001437.6	ENSPTRG00000004488.5
OG0000184	ENSGALG00000014875.7	ENSPTRG00000016855.4
OG0000184	ENSGALG00000033653.2	ENSPTRG00000001420.4
OG0000184	ENSGALG00000001342.6	ENSPTRG00000041761.2, ENSPTRG00000049419.1
OG0000185	ENSGALG00000005393.6	ENSPTRG00000002066.5
OG0000185	ENSGALG00000043476.2	ENSPTRG00000019651.5
OG0000185	ENSGALG00000005622.6	ENSPTRG00000015051.5
OG0000186	ENSGALG00000015531.6	ENSPTRG00000015883.6
OG0000186	ENSGALG00000007565.7	ENSPTRG00000017377.6
OG0000186	ENSGALG00000010471.6	ENSPTRG00000003065.6
OG0000186	ENSGALG00000000235.6	ENSPTRG00000042450.2
OG0000187	ENSGALG00000001569.6	ENSPTRG00000001112.6
OG0000187	ENSGALG00000003806.7	ENSPTRG00000014922.5
OG0000188	ENSGALG00000037253.2	ENSPTRG00000010404.7, ENSPTRG00000010403.7, ENSPTRG00000039006.2
OG0000193	ENSGALG00000004901.7	ENSPTRG00000005408.4
OG0000193	ENSGALG00000033300.2	ENSPTRG00000003959.7
OG0000194	ENSGALG00000029260.2	ENSPTRG00000034469.3
OG0000194	ENSGALG00000030943.2	ENSPTRG00000004775.5
OG0000194	ENSGALG00000026692.3	ENSPTRG00000001140.5
OG0000197	ENSGALG00000030065.3	ENSPTRG00000016622.6
OG0000197	ENSGALG00000001768.6	ENSPTRG00000017505.6
OG0000197	ENSGALG00000033966.2	ENSPTRG00000004118.5
OG0000197	ENSGALG00000008442.6	ENSPTRG00000022250.5
OG0000198	ENSGALG00000039713.2	ENSPTRG00000000527.6
OG0000198	ENSGALG00000043711.3	ENSPTRG00000000529.6
OG0000198	ENSGALG00000040957.2	ENSPTRG00000020622.7
OG0000198	ENSGALG00000002249.6	ENSPTRG00000000528.4
OG0000199	ENSGALG00000032247.2	ENSPTRG00000001152.7
OG0000200	ENSGALG00000015107.6	ENSPTRG00000021001.6
OG0000200	ENSGALG00000027372.3	ENSPTRG00000044939.1, ENSPTRG00000046503.1, ENSPTRG00000046409.1, ENSPTRG00000001282.7
OG0000200	ENSGALG00000000784.7	ENSPTRG00000010273.3
OG0000201	ENSGALG00000001319.6	ENSPTRG00000001935.5
OG0000201	ENSGALG00000033051.2	ENSPTRG00000002296.4
OG0000201	ENSGALG00000029912.2	ENSPTRG00000014594.4
OG0000202	ENSGALG00000003699.6	ENSPTRG00000017477.6
OG0000202	ENSGALG00000000242.6	ENSPTRG00000003058.7
OG0000202	ENSGALG00000010461.6	ENSPTRG00000047103.1
OG0000203	ENSGALG00000014727.6	ENSPTRG00000016900.6
OG0000203	ENSGALG00000011094.6	ENSPTRG00000000831.6
OG0000204	ENSGALG00000003536.6	ENSPTRG00000009183.3
OG0000205	ENSGALG00000045085.2	ENSPTRG00000042784.1, ENSPTRG00000029833.4, ENSPTRG00000029834.4, ENSPTRG00000002733.4, ENSPTRG00000002736.6
OG0000207	ENSGALG00000031533.2	ENSPTRG00000003231.2
OG0000212	ENSGALG00000004649.5	ENSPTRG00000024045.4
OG0000212	ENSGALG00000004519.7	ENSPTRG00000008812.5
OG0000213	ENSGALG00000041042.2	ENSPTRG00000052476.1
OG0000213	ENSGALG00000020292.5	ENSPTRG00000042820.1, ENSPTRG00000022380.6
OG0000213	ENSGALG00000020143.5	ENSPTRG00000016024.4
OG0000213	ENSGALG00000038042.2	ENSPTRG00000051998.1
OG0000214	ENSGALG00000022137.3, ENSGALG00000039887.2	ENSPTRG00000001525.2, ENSPTRG00000001527.7
OG0000216	ENSGALG00000025842.4	ENSPTRG00000045090.1, ENSPTRG00000048529.1
OG0000217	ENSGALG00000005621.7	ENSPTRG00000017414.6
OG0000217	ENSGALG00000005088.6	ENSPTRG00000002643.7
OG0000218	ENSGALG00000004809.4	ENSPTRG00000002669.6
OG0000219	ENSGALG00000050515.1	ENSPTRG00000042894.1, ENSPTRG00000052507.1, ENSPTRG00000049060.1, ENSPTRG00000052287.1, ENSPTRG00000046356.1, ENSPTRG00000048493.1, ENSPTRG00000045873.1, ENSPTRG00000048116.1
OG0000220	ENSGALG00000050047.1	ENSPTRG00000034497.3
OG0000220	ENSGALG00000052089.1	ENSPTRG00000017985.7
OG0000221	ENSGALG00000016271.5	ENSPTRG00000043932.1
OG0000221	ENSGALG00000003265.6	ENSPTRG00000047405.1
OG0000221	ENSGALG00000040969.2	ENSPTRG00000020631.6
OG0000222	ENSGALG00000034438.2	ENSPTRG00000004592.6
OG0000222	ENSGALG00000001334.7	ENSPTRG00000048657.1
OG0000222	ENSGALG00000008983.6	ENSPTRG00000015646.4
OG0000223	ENSGALG00000029190.3	ENSPTRG00000015542.6
OG0000223	ENSGALG00000016890.7	ENSPTRG00000005982.6
OG0000223	ENSGALG00000053597.1	ENSPTRG00000022280.6
OG0000224	ENSGALG00000031890.3	ENSPTRG00000004681.5
OG0000224	ENSGALG00000004848.7	ENSPTRG00000047244.1, ENSPTRG00000045241.1, ENSPTRG00000046217.1, ENSPTRG00000052534.1, ENSPTRG00000043477.1, ENSPTRG00000006456.7
OG0000225	ENSGALG00000021213.5	ENSPTRG00000002518.6
OG0000226	ENSGALG00000012015.6	ENSPTRG00000016386.5
OG0000226	ENSGALG00000012010.6	ENSPTRG00000016389.4
OG0000226	ENSGALG00000005107.6	ENSPTRG00000002641.5
OG0000226	ENSGALG00000004581.5	ENSPTRG00000017419.7
OG0000227	ENSGALG00000028520.4	ENSPTRG00000048582.1, ENSPTRG00000013329.4, ENSPTRG00000046564.1
OG0000228	ENSGALG00000051737.1, ENSGALG00000000107.5	ENSPTRG00000017649.4
OG0000229	ENSGALG00000005678.7	ENSPTRG00000015054.6
OG0000230	ENSGALG00000006322.6	ENSPTRG00000051840.1, ENSPTRG00000044041.1, ENSPTRG00000000922.5, ENSPTRG00000000923.7
OG0000231	ENSGALG00000048579.1	ENSPTRG00000016107.5
OG0000231	ENSGALG00000053084.1	ENSPTRG00000016102.6, ENSPTRG00000016101.3, ENSPTRG00000016104.4
OG0000232	ENSGALG00000031737.2	ENSPTRG00000044766.1
OG0000235	ENSGALG00000001690.6	ENSPTRG00000017494.7
OG0000235	ENSGALG00000029392.3	ENSPTRG00000006831.6
OG0000236	ENSGALG00000036044.2, ENSGALG00000054835.1	ENSPTRG00000051435.1, ENSPTRG00000003974.5
OG0000236	ENSGALG00000004763.6	ENSPTRG00000008872.7
OG0000237	ENSGALG00000029261.3	ENSPTRG00000011926.7
OG0000237	ENSGALG00000045424.2	ENSPTRG00000041132.2, ENSPTRG00000003809.6
OG0000238	ENSGALG00000002080.6	ENSPTRG00000017513.6
OG0000238	ENSGALG00000000311.6	ENSPTRG00000020090.6
OG0000238	ENSGALG00000042259.2	ENSPTRG00000003048.6
OG0000239	ENSGALG00000002742.6	ENSPTRG00000005625.4
OG0000239	ENSGALG00000002714.6	ENSPTRG00000005627.5
OG0000239	ENSGALG00000002671.6	ENSPTRG00000005631.6
OG0000240	ENSGALG00000026098.3, ENSGALG00000011668.4	ENSPTRG00000016154.4
OG0000240	ENSGALG00000046160.2	ENSPTRG00000016155.4, ENSPTRG00000016160.6, ENSPTRG00000016159.3, ENSPTRG00000016163.5, ENSPTRG00000016161.4, ENSPTRG00000016157.5
OG0000241	ENSGALG00000012610.7, ENSGALG00000004252.6	ENSPTRG00000052785.1, ENSPTRG00000002675.5, ENSPTRG00000021080.6, ENSPTRG00000046269.1
OG0000242	ENSGALG00000011360.7	ENSPTRG00000012929.4
OG0000242	ENSGALG00000006219.7	ENSPTRG00000019889.5
OG0000242	ENSGALG00000036282.2	ENSPTRG00000004895.5
OG0000243	ENSGALG00000030068.2	ENSPTRG00000010697.4
OG0000243	ENSGALG00000014726.6	ENSPTRG00000016898.6
OG0000243	ENSGALG00000010567.6	ENSPTRG00000000732.4
OG0000244	ENSGALG00000019061.5	ENSPTRG00000004218.5, ENSPTRG00000023318.5
OG0000244	ENSGALG00000019063.5, ENSGALG00000026297.3	ENSPTRG00000004219.5, ENSPTRG00000004220.4
OG0000248	ENSGALG00000034855.2	ENSPTRG00000045129.1, ENSPTRG00000012104.3
OG0000248	ENSGALG00000021039.5	ENSPTRG00000002570.6
OG0000248	ENSGALG00000004222.7	ENSPTRG00000002572.6
OG0000249	ENSGALG00000048592.1	ENSPTRG00000046601.1
OG0000249	ENSGALG00000011209.4	ENSPTRG00000006715.6
OG0000249	ENSGALG00000009303.7	ENSPTRG00000002037.6
OG0000250	ENSGALG00000002198.7	ENSPTRG00000008223.6
OG0000250	ENSGALG00000013124.6	ENSPTRG00000009979.6
OG0000252	ENSGALG00000039498.2	ENSPTRG00000016315.5
OG0000252	ENSGALG00000005243.6	ENSPTRG00000002631.6
OG0000252	ENSGALG00000041413.2	ENSPTRG00000020059.6
OG0000253	ENSGALG00000016176.6	ENSPTRG00000018325.4
OG0000253	ENSGALG00000043209.2	ENSPTRG00000000465.7
OG0000253	ENSGALG00000033960.3	ENSPTRG00000020635.6
OG0000254	ENSGALG00000010781.6	ENSPTRG00000016607.5
OG0000254	ENSGALG00000004134.6	ENSPTRG00000017439.4
OG0000254	ENSGALG00000016571.6	ENSPTRG00000021679.6
OG0000254	ENSGALG00000004936.6	ENSPTRG00000022132.4
OG0000255	ENSGALG00000026077.3	ENSPTRG00000008923.5
OG0000255	ENSGALG00000015544.7	ENSPTRG00000021201.6
OG0000256	ENSGALG00000032554.2	ENSPTRG00000002324.6
OG0000256	ENSGALG00000028031.3	ENSPTRG00000009292.4
OG0000256	ENSGALG00000040992.2	ENSPTRG00000012398.3
OG0000257	ENSGALG00000017122.7	ENSPTRG00000005701.4
OG0000257	ENSGALG00000003886.7	ENSPTRG00000042231.2
OG0000257	ENSGALG00000013684.6	ENSPTRG00000020011.4
OG0000258	ENSGALG00000010053.6	ENSPTRG00000000641.6
OG0000258	ENSGALG00000004048.6	ENSPTRG00000049728.1, ENSPTRG00000010328.6
OG0000258	ENSGALG00000015058.5	ENSPTRG00000020773.7
OG0000259	ENSGALG00000013072.5	ENSPTRG00000002246.7
OG0000259	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7	ENSPTRG00000046759.1, ENSPTRG00000019718.5
OG0000260	ENSGALG00000010189.6	ENSPTRG00000043703.1, ENSPTRG00000043260.1, ENSPTRG00000003059.7, ENSPTRG00000051088.1, ENSPTRG00000045272.1, ENSPTRG00000051804.1, ENSPTRG00000052844.1, ENSPTRG00000040575.2, ENSPTRG00000006297.5
OG0000262	ENSGALG00000026884.3	ENSPTRG00000052742.1
OG0000263	ENSGALG00000029512.3	ENSPTRG00000011924.7
OG0000264	ENSGALG00000054646.1	ENSPTRG00000010464.5, ENSPTRG00000010467.4, ENSPTRG00000010463.5
OG0000265	ENSGALG00000006420.4	ENSPTRG00000007364.6
OG0000265	ENSGALG00000041163.3	ENSPTRG00000048954.1, ENSPTRG00000045999.1, ENSPTRG00000044177.1, ENSPTRG00000045783.1, ENSPTRG00000043590.1, ENSPTRG00000042737.1, ENSPTRG00000010215.6
OG0000266	ENSGALG00000050497.1, ENSGALG00000047053.1	ENSPTRG00000048275.1, ENSPTRG00000044915.1
OG0000266	ENSGALG00000051568.1	ENSPTRG00000034194.2
OG0000267	ENSGALG00000031274.2	ENSPTRG00000004957.6
OG0000267	ENSGALG00000011405.6	ENSPTRG00000014704.6
OG0000267	ENSGALG00000030032.2	ENSPTRG00000012579.6
OG0000268	ENSGALG00000016775.6	ENSPTRG00000030400.4
OG0000269	ENSGALG00000040730.2	ENSPTRG00000023788.4
OG0000269	ENSGALG00000042055.2	ENSPTRG00000021527.5
OG0000270	ENSGALG00000043416.2	ENSPTRG00000001256.6
OG0000270	ENSGALG00000003985.6	ENSPTRG00000007516.7
OG0000270	ENSGALG00000003288.6	ENSPTRG00000016775.3
OG0000271	ENSGALG00000003833.6	ENSPTRG00000001749.6
OG0000271	ENSGALG00000008456.7	ENSPTRG00000021608.6
OG0000271	ENSGALG00000054250.1	ENSPTRG00000010561.7
OG0000272	ENSGALG00000016805.6	ENSPTRG00000024324.5, ENSPTRG00000044403.1, ENSPTRG00000023956.4
OG0000273	ENSGALG00000010023.7	ENSPTRG00000006626.7
OG0000273	ENSGALG00000008424.6	ENSPTRG00000043067.1
OG0000274	ENSGALG00000023740.5	ENSPTRG00000007530.6, ENSPTRG00000031328.5
OG0000274	ENSGALG00000043234.3	ENSPTRG00000042679.1, ENSPTRG00000049822.1, ENSPTRG00000047721.1, ENSPTRG00000043560.1
OG0000275	ENSGALG00000004143.6	ENSPTRG00000013529.6
OG0000275	ENSGALG00000016433.6	ENSPTRG00000011641.6
OG0000275	ENSGALG00000031387.3	ENSPTRG00000048725.1, ENSPTRG00000044170.1
OG0000276	ENSGALG00000006290.6	ENSPTRG00000045995.1
OG0000276	ENSGALG00000050148.1	ENSPTRG00000049595.1
OG0000276	ENSGALG00000001371.6	ENSPTRG00000008792.4
OG0000277	ENSGALG00000006109.6	ENSPTRG00000002478.7
OG0000277	ENSGALG00000011109.6	ENSPTRG00000016244.6
OG0000277	ENSGALG00000039099.2	ENSPTRG00000017633.6
OG0000278	ENSGALG00000026383.3	ENSPTRG00000052699.1, ENSPTRG00000028317.3, ENSPTRG00000011617.6
OG0000278	ENSGALG00000031593.2	ENSPTRG00000028234.3, ENSPTRG00000044050.1, ENSPTRG00000045552.1
OG0000278	ENSGALG00000047591.1	ENSPTRG00000030440.5
OG0000279	ENSGALG00000014410.5	ENSPTRG00000048077.1
OG0000280	ENSGALG00000029203.3	ENSPTRG00000011488.4
OG0000280	ENSGALG00000000302.7	ENSPTRG00000001832.7
OG0000280	ENSGALG00000006572.7	ENSPTRG00000003166.7
OG0000281	ENSGALG00000011272.3	ENSPTRG00000014682.5
OG0000281	ENSGALG00000042482.3	ENSPTRG00000005071.5
OG0000281	ENSGALG00000003359.5	ENSPTRG00000009194.4
OG0000282	ENSGALG00000052223.1	ENSPTRG00000052634.1
OG0000282	ENSGALG00000007374.7	ENSPTRG00000007986.6, ENSPTRG00000003664.4
OG0000282	ENSGALG00000028801.3	ENSPTRG00000009468.6
OG0000283	ENSGALG00000023089.5	ENSPTRG00000017049.5
OG0000283	ENSGALG00000010774.7	ENSPTRG00000000770.5
OG0000285	ENSGALG00000004243.5, ENSGALG00000026970.3	ENSPTRG00000052517.1, ENSPTRG00000051239.1, ENSPTRG00000048122.1, ENSPTRG00000003110.6, ENSPTRG00000044016.1, ENSPTRG00000003112.5, ENSPTRG00000003111.7
OG0000286	ENSGALG00000007926.7	ENSPTRG00000052524.1, ENSPTRG00000039179.2, ENSPTRG00000044556.1, ENSPTRG00000009628.5
OG0000292	ENSGALG00000032828.2	ENSPTRG00000051788.1
OG0000292	ENSGALG00000053876.1	ENSPTRG00000034246.3
OG0000293	ENSGALG00000013742.6	ENSPTRG00000018748.6
OG0000293	ENSGALG00000039615.2	ENSPTRG00000043871.1
OG0000293	ENSGALG00000017153.6	ENSPTRG00000004259.5
OG0000294	ENSGALG00000014324.5	ENSPTRG00000048144.1, ENSPTRG00000004626.6, ENSPTRG00000004624.5
OG0000294	ENSGALG00000004889.5	ENSPTRG00000000623.6
OG0000295	ENSGALG00000010026.7	ENSPTRG00000011788.6
OG0000295	ENSGALG00000004571.5	ENSPTRG00000038645.2, ENSPTRG00000049414.1, ENSPTRG00000005448.5
OG0000296	ENSGALG00000000972.7	ENSPTRG00000021374.7
OG0000296	ENSGALG00000003429.6	ENSPTRG00000001611.5
OG0000297	ENSGALG00000031301.2	ENSPTRG00000018087.7
OG0000297	ENSGALG00000013424.7	ENSPTRG00000004536.6
OG0000297	ENSGALG00000005986.7	ENSPTRG00000003327.6
OG0000298	ENSGALG00000034899.2	ENSPTRG00000020292.5
OG0000298	ENSGALG00000005774.6	ENSPTRG00000013732.5
OG0000298	ENSGALG00000039756.2	ENSPTRG00000018568.7
OG0000299	ENSGALG00000035751.2	ENSPTRG00000010044.7
OG0000299	ENSGALG00000038618.2	ENSPTRG00000007090.5
OG0000299	ENSGALG00000028081.3	ENSPTRG00000045423.1
OG0000300	ENSGALG00000005204.6, ENSGALG00000006344.6	ENSPTRG00000044502.1, ENSPTRG00000014166.5, ENSPTRG00000014160.6, ENSPTRG00000045736.1
OG0000301	ENSGALG00000001564.6	ENSPTRG00000008581.6
OG0000301	ENSGALG00000032287.3	ENSPTRG00000005437.6
OG0000302	ENSGALG00000008620.5	ENSPTRG00000052452.1, ENSPTRG00000046540.1, ENSPTRG00000050928.1, ENSPTRG00000047310.1, ENSPTRG00000048694.1
OG0000303	ENSGALG00000002932.6	ENSPTRG00000039502.2
OG0000305	ENSGALG00000032922.2	ENSPTRG00000044359.1, ENSPTRG00000048423.1, ENSPTRG00000001062.5, ENSPTRG00000001061.6, ENSPTRG00000001060.5
OG0000305	ENSGALG00000042008.2	ENSPTRG00000043733.1, ENSPTRG00000042967.1
OG0000306	ENSGALG00000002840.6	ENSPTRG00000018059.5
OG0000306	ENSGALG00000039403.2	ENSPTRG00000043957.1
OG0000306	ENSGALG00000037841.2	ENSPTRG00000014576.6
OG0000307	ENSGALG00000032750.2	ENSPTRG00000001044.3
OG0000308	ENSGALG00000030038.2	ENSPTRG00000010373.6
OG0000310	ENSGALG00000034474.2	ENSPTRG00000018262.6
OG0000318	ENSGALG00000052319.1	ENSPTRG00000008714.5
OG0000318	ENSGALG00000000747.7	ENSPTRG00000000075.5
OG0000318	ENSGALG00000013565.6	ENSPTRG00000004580.5
OG0000319	ENSGALG00000034366.2, ENSGALG00000047768.1	ENSPTRG00000014554.4, ENSPTRG00000045184.1
OG0000320	ENSGALG00000014426.5	ENSPTRG00000015293.5
OG0000320	ENSGALG00000003383.6	ENSPTRG00000000471.7
OG0000320	ENSGALG00000014937.6	ENSPTRG00000018537.6
OG0000321	ENSGALG00000038637.2	ENSPTRG00000007030.7
OG0000321	ENSGALG00000026811.3	ENSPTRG00000010300.3, ENSPTRG00000020955.5
OG0000322	ENSGALG00000023576.4	ENSPTRG00000049333.1
OG0000322	ENSGALG00000038902.2	ENSPTRG00000018118.4
OG0000323	ENSGALG00000025937.2	ENSPTRG00000004329.6, ENSPTRG00000048382.1
OG0000323	ENSGALG00000054974.1	ENSPTRG00000010832.5, ENSPTRG00000002445.5, ENSPTRG00000010829.6
OG0000324	ENSGALG00000003837.5	ENSPTRG00000008102.5
OG0000324	ENSGALG00000013060.6	ENSPTRG00000049665.1
OG0000325	ENSGALG00000037441.2	ENSPTRG00000045895.1, ENSPTRG00000001371.5, ENSPTRG00000048204.1, ENSPTRG00000045860.1, ENSPTRG00000043809.1
OG0000326	ENSGALG00000016022.6	ENSPTRG00000013883.7
OG0000326	ENSGALG00000040276.2	ENSPTRG00000018228.6
OG0000326	ENSGALG00000043372.3	ENSPTRG00000000351.7
OG0000327	ENSGALG00000005679.5	ENSPTRG00000017411.7
OG0000327	ENSGALG00000007657.4, ENSGALG00000007656.6	ENSPTRG00000022032.5
OG0000328	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1	ENSPTRG00000010844.3, ENSPTRG00000010842.4, ENSPTRG00000029043.4
OG0000329	ENSGALG00000004082.6	ENSPTRG00000008948.5
OG0000329	ENSGALG00000007396.6	ENSPTRG00000005513.5
OG0000330	ENSGALG00000044661.2	ENSPTRG00000006223.5, ENSPTRG00000006224.4, ENSPTRG00000006226.6
OG0000331	ENSGALG00000030660.3	ENSPTRG00000020301.4
OG0000331	ENSGALG00000035378.2	ENSPTRG00000043106.1
OG0000331	ENSGALG00000034137.2	ENSPTRG00000011758.6
OG0000332	ENSGALG00000044866.2, ENSGALG00000047639.1	ENSPTRG00000020183.6, ENSPTRG00000031006.4, ENSPTRG00000020185.6
OG0000334	ENSGALG00000029970.3, ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2	ENSPTRG00000012432.6
OG0000335	ENSGALG00000017172.4	ENSPTRG00000008607.5
OG0000345	ENSGALG00000010269.6	ENSPTRG00000044809.1
OG0000345	ENSGALG00000037241.2	ENSPTRG00000052739.1
OG0000346	ENSGALG00000004251.6	ENSPTRG00000021993.6
OG0000347	ENSGALG00000032847.2	ENSPTRG00000001474.6
OG0000347	ENSGALG00000027068.3	ENSPTRG00000010311.6
OG0000347	ENSGALG00000049798.1	ENSPTRG00000007391.4
OG0000348	ENSGALG00000009068.7	ENSPTRG00000002051.6
OG0000348	ENSGALG00000008603.5	ENSPTRG00000006947.5
OG0000349	ENSGALG00000009977.6	ENSPTRG00000016485.7
OG0000349	ENSGALG00000017050.6	ENSPTRG00000005788.6
OG0000349	ENSGALG00000006309.6	ENSPTRG00000050059.1
OG0000350	ENSGALG00000020793.6	ENSPTRG00000051132.1
OG0000350	ENSGALG00000033593.2	ENSPTRG00000049783.1
OG0000350	ENSGALG00000011286.6	ENSPTRG00000014693.4
OG0000351	ENSGALG00000039572.2	ENSPTRG00000000244.6
OG0000351	ENSGALG00000029212.2	ENSPTRG00000000243.5
OG0000353	ENSGALG00000017246.6	ENSPTRG00000004146.6
OG0000353	ENSGALG00000015849.7	ENSPTRG00000018381.6
OG0000354	ENSGALG00000009403.6	ENSPTRG00000002993.6
OG0000354	ENSGALG00000014054.6	ENSPTRG00000045987.1
OG0000354	ENSGALG00000015645.5	ENSPTRG00000015853.6
OG0000355	ENSGALG00000008537.6	ENSPTRG00000015696.5
OG0000355	ENSGALG00000004741.7	ENSPTRG00000000320.7
OG0000355	ENSGALG00000006609.6	ENSPTRG00000015427.6
OG0000356	ENSGALG00000009405.7	ENSPTRG00000016548.6
OG0000356	ENSGALG00000034109.2	ENSPTRG00000022245.7
OG0000356	ENSGALG00000038995.2	ENSPTRG00000004233.6
OG0000357	ENSGALG00000015835.6	ENSPTRG00000013825.6
OG0000357	ENSGALG00000002098.6	ENSPTRG00000000543.5
OG0000357	ENSGALG00000015434.6	ENSPTRG00000018449.6
OG0000358	ENSGALG00000010854.7	ENSPTRG00000018959.7
OG0000359	ENSGALG00000033522.3, ENSGALG00000046412.2	ENSPTRG00000040407.2, ENSPTRG00000050589.1, ENSPTRG00000043546.1, ENSPTRG00000030952.3, ENSPTRG00000050582.1, ENSPTRG00000009226.4
OG0000360	ENSGALG00000006531.6	ENSPTRG00000015707.7
OG0000360	ENSGALG00000010973.7	ENSPTRG00000046098.1, ENSPTRG00000018988.3
OG0000361	ENSGALG00000011894.6	ENSPTRG00000042031.2, ENSPTRG00000051591.1
OG0000362	ENSGALG00000032974.3	ENSPTRG00000017614.5
OG0000362	ENSGALG00000011623.5	ENSPTRG00000016146.3
OG0000362	ENSGALG00000039219.2	ENSPTRG00000002596.5
OG0000363	ENSGALG00000028489.3	ENSPTRG00000018158.6, ENSPTRG00000046033.1
OG0000364	ENSGALG00000016410.7	ENSPTRG00000022504.7
OG0000365	ENSGALG00000030776.2	ENSPTRG00000004944.5, ENSPTRG00000005058.4
OG0000366	ENSGALG00000004196.6	ENSPTRG00000013058.6, ENSPTRG00000045056.1
OG0000367	ENSGALG00000000589.5	ENSPTRG00000017830.7, ENSPTRG00000051304.1, ENSPTRG00000051765.1, ENSPTRG00000017834.7, ENSPTRG00000017829.6, ENSPTRG00000046965.1, ENSPTRG00000043913.1
OG0000371	ENSGALG00000008058.6	ENSPTRG00000022187.7
OG0000371	ENSGALG00000000681.7	ENSPTRG00000004101.5
OG0000371	ENSGALG00000006426.6	ENSPTRG00000015787.7
OG0000373	ENSGALG00000013253.6	ENSPTRG00000001477.5
OG0000373	ENSGALG00000040758.2	ENSPTRG00000010386.6
OG0000373	ENSGALG00000040651.2	ENSPTRG00000007489.6
OG0000374	ENSGALG00000042607.2	ENSPTRG00000018578.7
OG0000374	ENSGALG00000001946.7	ENSPTRG00000000550.7
OG0000374	ENSGALG00000030030.3	ENSPTRG00000020504.6
OG0000375	ENSGALG00000032146.2	ENSPTRG00000012082.7
OG0000375	ENSGALG00000044387.2	ENSPTRG00000017312.5
OG0000375	ENSGALG00000031105.2	ENSPTRG00000016141.6
OG0000376	ENSGALG00000034973.2	ENSPTRG00000049803.1
OG0000376	ENSGALG00000009064.6	ENSPTRG00000043808.1, ENSPTRG00000045634.1
OG0000376	ENSGALG00000030847.3	ENSPTRG00000009279.5
OG0000377	ENSGALG00000028851.4	ENSPTRG00000010639.4
OG0000377	ENSGALG00000016535.6	ENSPTRG00000050373.1
OG0000377	ENSGALG00000003487.5	ENSPTRG00000043064.1
OG0000378	ENSGALG00000006728.7	ENSPTRG00000014284.5, ENSPTRG00000014282.4
OG0000379	ENSGALG00000009066.6	ENSPTRG00000047469.1
OG0000379	ENSGALG00000001512.6	ENSPTRG00000001106.5
OG0000380	ENSGALG00000005415.6	ENSPTRG00000039896.2
OG0000380	ENSGALG00000043513.2	ENSPTRG00000018086.6
OG0000381	ENSGALG00000014176.6	ENSPTRG00000000276.2
OG0000381	ENSGALG00000031894.2	ENSPTRG00000000277.4
OG0000381	ENSGALG00000018977.5	ENSPTRG00000000278.5
OG0000382	ENSGALG00000008508.5	ENSPTRG00000049662.1
OG0000383	ENSGALG00000018503.6	ENSPTRG00000020197.6
OG0000383	ENSGALG00000010500.7	ENSPTRG00000003080.4
OG0000383	ENSGALG00000032545.2	ENSPTRG00000016239.4
OG0000384	ENSGALG00000033857.2, ENSGALG00000050294.1	ENSPTRG00000012064.3
OG0000385	ENSGALG00000030812.3	ENSPTRG00000007157.6
OG0000386	ENSGALG00000037077.2, ENSGALG00000050893.1	ENSPTRG00000014847.5, ENSPTRG00000014848.7, ENSPTRG00000014846.6, ENSPTRG00000048183.1
OG0000387	ENSGALG00000007862.6	ENSPTRG00000015111.4
OG0000387	ENSGALG00000007927.6	ENSPTRG00000014560.5
OG0000388	ENSGALG00000020921.5	ENSPTRG00000007451.7
OG0000389	ENSGALG00000026862.4	ENSPTRG00000015738.5
OG0000389	ENSGALG00000023580.3	ENSPTRG00000000616.3
OG0000390	ENSGALG00000030025.2	ENSPTRG00000020375.4
OG0000390	ENSGALG00000032453.2	ENSPTRG00000049849.1
OG0000391	ENSGALG00000015177.6	ENSPTRG00000021043.6
OG0000391	ENSGALG00000003238.6	ENSPTRG00000019250.3, ENSPTRG00000010254.3
OG0000392	ENSGALG00000035368.2	ENSPTRG00000008253.6
OG0000392	ENSGALG00000000038.6, ENSGALG00000046107.2	ENSPTRG00000008355.6, ENSPTRG00000042741.1
OG0000393	ENSGALG00000034939.3, ENSGALG00000047125.1	ENSPTRG00000003965.5
OG0000393	ENSGALG00000003645.7	ENSPTRG00000005592.5
OG0000394	ENSGALG00000045788.2	ENSPTRG00000008609.2
OG0000395	ENSGALG00000027035.4	ENSPTRG00000051445.1, ENSPTRG00000046250.1, ENSPTRG00000047052.1, ENSPTRG00000050760.1, ENSPTRG00000031094.4, ENSPTRG00000005728.6, ENSPTRG00000045883.1
OG0000396	ENSGALG00000033404.2	ENSPTRG00000005007.7
OG0000396	ENSGALG00000011298.7	ENSPTRG00000014698.6
