Orthogroup	G_gallus.pep	N_naja.pep
OG0000250	ENSGALG00000002198.7	Nana31013-RH, Nana31013-RK, Nana31013-RI, Nana31013-RG, Nana31013-RJ, Nana31013-RD, Nana31013-RB, Nana31013-RA, Nana31013-RL, Nana31013-RC, Nana31013-RF
OG0000250	ENSGALG00000013124.6	Nana22704-RA
OG0000252	ENSGALG00000041413.2	Nana28247-RA, Nana28247-RC, Nana28247-RE, Nana28247-RB, Nana28247-RD
OG0000253	ENSGALG00000016176.6	Nana02349-RA
OG0000253	ENSGALG00000043209.2	Nana29904-RA
OG0000253	ENSGALG00000033960.3	Nana17092-RA
OG0000254	ENSGALG00000010781.6	Nana18269-RA
OG0000254	ENSGALG00000004936.6	Nana32712-RA
OG0000255	ENSGALG00000015544.7	Nana11387-RA, Nana11387-RB
OG0000256	ENSGALG00000032554.2	Nana21478-RA
OG0000256	ENSGALG00000040992.2	Nana03711-RA
OG0000257	ENSGALG00000017122.7	Nana25143-RA, Nana25143-RB
OG0000257	ENSGALG00000003886.7	Nana08771-RA, Nana08770-RA
OG0000257	ENSGALG00000013684.6	Nana18134-RA
OG0000258	ENSGALG00000010053.6	Nana14360-RA
OG0000258	ENSGALG00000004048.6	Nana14362-RA
OG0000258	ENSGALG00000015058.5	Nana11548-RA, Nana11548-RB
OG0000259	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7	Nana27545-RA
OG0000260	ENSGALG00000010189.6	Nana05293-RA, Nana05293-RB, Nana05293-RC, Nana05293-RD
OG0000262	ENSGALG00000026884.3	Nana30536-RA, Nana30529-RA, Nana30529-RB, Nana30563-RA, Nana30524-RA, Nana29562-RA
OG0000263	ENSGALG00000029512.3	Nana00869-RA
OG0000264	ENSGALG00000054646.1	Nana10767-RA, Nana10766-RA, Nana10766-RB, Nana10765-RA, Nana10766-RC, Nana10766-RD, Nana10768-RA
OG0000265	ENSGALG00000006420.4	Nana33278-RA
OG0000265	ENSGALG00000041163.3	Nana06155-RB
OG0000266	ENSGALG00000051568.1	Nana22510-RA
OG0000267	ENSGALG00000031274.2	Nana10107-RA
OG0000267	ENSGALG00000011405.6	Nana22007-RB, Nana22007-RA
OG0000267	ENSGALG00000030032.2	Nana03512-RA
OG0000269	ENSGALG00000040730.2	Nana15310-RA
OG0000269	ENSGALG00000042055.2	Nana37082-RA
OG0000270	ENSGALG00000043416.2	Nana36331-RB, Nana36331-RA, Nana36331-RD, Nana36331-RC, Nana36331-RG
OG0000270	ENSGALG00000003288.6	Nana12457-RC, Nana12457-RB
OG0000271	ENSGALG00000003833.6	Nana15162-RA
OG0000271	ENSGALG00000008456.7	Nana36409-RA
OG0000271	ENSGALG00000054250.1	Nana09261-RA
OG0000272	ENSGALG00000016805.6	Nana23527-RA, Nana23525-RA
OG0000273	ENSGALG00000010023.7	Nana00985-RA
OG0000273	ENSGALG00000008424.6	Nana36009-RA
OG0000274	ENSGALG00000031597.3, ENSGALG00000023740.5	Nana34633-RA
OG0000274	ENSGALG00000043234.3	Nana15793-RA
OG0000275	ENSGALG00000004143.6	Nana13678-RA
OG0000275	ENSGALG00000016433.6	Nana02542-RA
OG0000275	ENSGALG00000031387.3	Nana16692-RB
OG0000276	ENSGALG00000006290.6	Nana33742-RA
OG0000276	ENSGALG00000050148.1	Nana33870-RA
OG0000276	ENSGALG00000001371.6	Nana09391-RA
OG0000277	ENSGALG00000006109.6	Nana26757-RA
OG0000277	ENSGALG00000039099.2	Nana08864-RA, Nana08864-RB
OG0000278	ENSGALG00000026383.3	Nana25910-RA
OG0000279	ENSGALG00000014410.5	Nana11030-RA
OG0000280	ENSGALG00000029203.3	Nana23628-RA
OG0000280	ENSGALG00000000302.7	Nana13941-RA
OG0000280	ENSGALG00000006572.7	Nana04357-RB, Nana04357-RA
OG0000281	ENSGALG00000011272.3	Nana21935-RA
OG0000281	ENSGALG00000003359.5	Nana23150-RA, Nana23150-RB
OG0000282	ENSGALG00000007374.7	Nana23751-RA, Nana04079-RB, Nana04079-RC, Nana04079-RA
OG0000283	ENSGALG00000023089.5	Nana12124-RA, Nana12124-RB, Nana12124-RC
OG0000284	ENSGALG00000041500.3, ENSGALG00000036774.3	Nana12586-RA
OG0000285	ENSGALG00000004243.5, ENSGALG00000026970.3	Nana04258-RA
OG0000286	ENSGALG00000007926.7	Nana09528-RA
OG0000292	ENSGALG00000032828.2	Nana29552-RA
OG0000293	ENSGALG00000013742.6	Nana01719-RA
OG0000293	ENSGALG00000017153.6	Nana25181-RB
OG0000294	ENSGALG00000014324.5	Nana18732-RA
OG0000294	ENSGALG00000004889.5	Nana37616-RD, Nana37616-RC, Nana37616-RB, Nana37616-RA
OG0000295	ENSGALG00000010026.7	Nana01313-RA
OG0000295	ENSGALG00000004571.5	Nana04030-RA, Nana34783-RB, Nana34783-RA
OG0000296	ENSGALG00000000972.7	Nana36992-RA
OG0000296	ENSGALG00000003429.6	Nana15316-RA
OG0000297	ENSGALG00000031301.2	Nana14277-RA
OG0000297	ENSGALG00000005986.7	Nana04470-RA
OG0000299	ENSGALG00000035751.2	Nana12513-RA
OG0000299	ENSGALG00000038618.2	Nana32739-RA
OG0000299	ENSGALG00000028081.3	Nana06165-RA
OG0000300	ENSGALG00000006344.6	Nana35574-RA
OG0000301	ENSGALG00000032287.3	Nana34832-RC, Nana34832-RB, Nana34832-RD, Nana34832-RA
OG0000302	ENSGALG00000008620.5	Nana32411-RA
OG0000303	ENSGALG00000002932.6	Nana09584-RA
OG0000303	ENSGALG00000002688.6	Nana33998-RA
OG0000305	ENSGALG00000032922.2	Nana14316-RA
OG0000305	ENSGALG00000042008.2	Nana14317-RA
OG0000307	ENSGALG00000032750.2	Nana14296-RA
OG0000308	ENSGALG00000030038.2	Nana10828-RA, Nana10832-RA, Nana10826-RC, Nana10826-RB, Nana10826-RA, Nana10826-RD, Nana38416-RA, Nana10840-RA, Nana10833-RA, Nana10834-RA, Nana10834-RB
OG0000309	ENSGALG00000040771.2	Nana36752-RA, Nana37048-RE
OG0000310	ENSGALG00000034474.2, ENSGALG00000053699.1	Nana02866-RB, Nana02866-RF, Nana02866-RE, Nana02866-RD, Nana02866-RC, Nana02866-RA, Nana02863-RA, Nana02863-RB, Nana02863-RE, Nana02861-RA, Nana02863-RC, Nana02863-RD, Nana02862-RA, Nana02868-RA
OG0000318	ENSGALG00000052319.1	Nana24333-RA
OG0000318	ENSGALG00000013565.6	Nana11104-RA, Nana11104-RB, Nana11104-RC, Nana11104-RD
OG0000319	ENSGALG00000034366.2, ENSGALG00000047768.1	Nana27917-RA, Nana27914-RA
OG0000320	ENSGALG00000014426.5	Nana11033-RD, Nana11033-RB, Nana11033-RE, Nana11033-RA, Nana11033-RC
OG0000320	ENSGALG00000003383.6	Nana29840-RA
OG0000320	ENSGALG00000014937.6	Nana02050-RA
OG0000321	ENSGALG00000038637.2	Nana33059-RA
OG0000321	ENSGALG00000026811.3	Nana11223-RA, Nana06397-RA, Nana06396-RA
OG0000322	ENSGALG00000023576.4	Nana29546-RA
OG0000322	ENSGALG00000038902.2	Nana14262-RA
OG0000323	ENSGALG00000054974.1	Nana30376-RA
OG0000324	ENSGALG00000003837.5	Nana31523-RA, Nana31523-RB, Nana31523-RC
OG0000324	ENSGALG00000013060.6	Nana15547-RA
OG0000325	ENSGALG00000052612.1, ENSGALG00000037441.2	Nana36067-RA
OG0000326	ENSGALG00000040276.2	Nana02914-RA
OG0000327	ENSGALG00000005679.5	Nana08833-RA
OG0000327	ENSGALG00000007657.4, ENSGALG00000007656.6	Nana31957-RA
OG0000328	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1	Nana30428-RA, Nana30432-RA, Nana30431-RA, Nana30427-RA
OG0000329	ENSGALG00000004082.6	Nana00121-RA
OG0000329	ENSGALG00000007396.6	Nana35005-RA, Nana35005-RB
OG0000331	ENSGALG00000030660.3	Nana16409-RA
OG0000331	ENSGALG00000035378.2	Nana13337-RA
OG0000331	ENSGALG00000034137.2	Nana00675-RA
OG0000332	ENSGALG00000044866.2	Nana28189-RA
OG0000332	ENSGALG00000047639.1	Nana28187-RA
OG0000334	ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2	Nana19999-RA
OG0000335	ENSGALG00000017172.4	Nana25210-RA, Nana25212-RA, Nana25214-RA, Nana25221-RA, Nana38724-RA
OG0000346	ENSGALG00000004251.6	Nana32006-RA, Nana32006-RB
OG0000347	ENSGALG00000032847.2	Nana36343-RA
OG0000347	ENSGALG00000027068.3	Nana06408-RA
OG0000347	ENSGALG00000049798.1	Nana33238-RA
OG0000348	ENSGALG00000009068.7	Nana01275-RA
OG0000348	ENSGALG00000008603.5	Nana05052-RA
OG0000349	ENSGALG00000009977.6	Nana17991-RA, Nana17991-RB
OG0000349	ENSGALG00000017050.6	Nana25001-RA
OG0000349	ENSGALG00000006309.6	Nana08899-RA, Nana08899-RB
OG0000350	ENSGALG00000011286.6	Nana21950-RA, Nana03330-RA
OG0000351	ENSGALG00000039572.2	Nana37238-RA
OG0000351	ENSGALG00000029212.2	Nana37242-RA
OG0000352	ENSGALG00000001111.6	Nana09329-RA
OG0000353	ENSGALG00000017246.6	Nana02273-RA
OG0000354	ENSGALG00000009403.6	Nana19605-RA
OG0000354	ENSGALG00000014054.6	Nana08689-RA
OG0000355	ENSGALG00000008537.6	Nana20723-RA
OG0000355	ENSGALG00000006609.6	Nana20113-RA
OG0000356	ENSGALG00000009405.7	Nana18750-RA
OG0000356	ENSGALG00000034109.2	Nana32378-RA
OG0000356	ENSGALG00000038995.2	Nana25229-RA
OG0000357	ENSGALG00000015835.6	Nana24684-RA
OG0000357	ENSGALG00000015434.6	Nana24683-RA, Nana02155-RA
OG0000359	ENSGALG00000033522.3, ENSGALG00000046412.2	Nana20424-RA, Nana20421-RA, Nana20422-RA, Nana22882-RA, Nana22881-RA
OG0000360	ENSGALG00000006531.6	Nana20071-RB, Nana20071-RA
OG0000360	ENSGALG00000010973.7	Nana21777-RB, Nana21777-RC
OG0000362	ENSGALG00000032974.3	Nana08859-RA
OG0000362	ENSGALG00000011623.5	Nana17545-RA
OG0000362	ENSGALG00000039219.2	Nana19211-RA
OG0000363	ENSGALG00000003435.4	Nana14195-RA, Nana14197-RA, Nana14194-RA
OG0000363	ENSGALG00000028489.3	Nana14196-RA, Nana14200-RA, Nana14199-RA, Nana14198-RA
OG0000364	ENSGALG00000016410.7	Nana25849-RA
OG0000365	ENSGALG00000030776.2	Nana10001-RA, Nana10008-RA, Nana10002-RA, Nana10004-RA, Nana10003-RA, Nana10005-RA, Nana21786-RA, Nana21787-RA, Nana10000-RA
OG0000366	ENSGALG00000004196.6	Nana03020-RA
OG0000367	ENSGALG00000000589.5	Nana07833-RB, Nana07833-RA
OG0000371	ENSGALG00000008058.6	Nana32087-RA
OG0000371	ENSGALG00000006426.6	Nana20127-RA
OG0000373	ENSGALG00000013253.6	Nana36338-RA
OG0000373	ENSGALG00000040758.2	Nana06045-RA
OG0000373	ENSGALG00000040651.2	Nana33499-RA
OG0000374	ENSGALG00000042607.2	Nana01995-RA, Nana39710-RA
OG0000374	ENSGALG00000001946.7, ENSGALG00000030030.3	Nana16757-RA
OG0000375	ENSGALG00000032146.2	Nana27993-RB
OG0000375	ENSGALG00000044387.2	Nana15483-RA
OG0000376	ENSGALG00000034973.2	Nana03174-RA
OG0000376	ENSGALG00000009064.6	Nana21441-RA
OG0000376	ENSGALG00000030847.3	Nana22930-RA
OG0000377	ENSGALG00000028851.4	Nana06002-RA
OG0000377	ENSGALG00000016535.6	Nana00711-RA
OG0000377	ENSGALG00000003487.5	Nana32801-RA
OG0000378	ENSGALG00000006728.7	Nana35520-RA, Nana35520-RC, Nana35520-RB, Nana35520-RD
OG0000379	ENSGALG00000009066.6, ENSGALG00000001512.6	Nana14026-RA
OG0000380	ENSGALG00000005415.6	Nana04566-RA
OG0000380	ENSGALG00000043513.2	Nana14280-RA
OG0000381	ENSGALG00000014176.6	Nana37627-RA
OG0000381	ENSGALG00000018977.5	Nana37625-RA
OG0000382	ENSGALG00000008508.5	Nana00911-RA
OG0000383	ENSGALG00000018503.6	Nana28138-RA
OG0000383	ENSGALG00000010500.7	Nana19432-RA
OG0000385	ENSGALG00000030812.3	Nana06186-RA
OG0000387	ENSGALG00000007862.6	Nana08133-RA
OG0000387	ENSGALG00000007927.6	Nana08155-RA, Nana08149-RA
OG0000388	ENSGALG00000020921.5	Nana33624-RK, Nana33624-RL, Nana33624-RM, Nana33624-RJ, Nana33624-RH, Nana33624-RE, Nana33624-RB, Nana33624-RC, Nana33624-RA, Nana33624-RI, Nana33624-RN
OG0000389	ENSGALG00000026862.4	Nana20980-RA
OG0000390	ENSGALG00000030025.2	Nana16521-RA
OG0000390	ENSGALG00000032453.2	Nana16520-RA
OG0000391	ENSGALG00000003238.6	Nana06358-RA
OG0000392	ENSGALG00000035368.2	Nana31341-RA
OG0000392	ENSGALG00000000038.6, ENSGALG00000046107.2	Nana31099-RA, Nana31098-RA
OG0000393	ENSGALG00000034939.3	Nana04107-RA, Nana04107-RF
OG0000393	ENSGALG00000047125.1	Nana04107-RG, Nana04107-RC, Nana04107-RE, Nana04107-RD, Nana04107-RB
OG0000393	ENSGALG00000003645.7	Nana34852-RE, Nana34852-RF, Nana34852-RD
OG0000394	ENSGALG00000045788.2	Nana07200-RA
OG0000395	ENSGALG00000027035.4	Nana25103-RA
OG0000396	ENSGALG00000033404.2	Nana10310-RA
OG0000396	ENSGALG00000037935.3	Nana23075-RA
OG0000397	ENSGALG00000037467.2	Nana25526-RA, Nana25525-RA, Nana25524-RA
OG0000397	ENSGALG00000006361.7	Nana20138-RA
OG0000398	ENSGALG00000003164.6	Nana10942-RA
OG0000399	ENSGALG00000025941.3	Nana16314-RA
OG0000400	ENSGALG00000035645.3	Nana08621-RA
OG0000400	ENSGALG00000008382.6	Nana29255-RA
OG0000401	ENSGALG00000052262.1	Nana29388-RA
OG0000401	ENSGALG00000036942.2	Nana14333-RA
OG0000402	ENSGALG00000031807.2, ENSGALG00000003519.4	Nana14184-RA, Nana14181-RA
OG0000405	ENSGALG00000031120.3	Nana08853-RG, Nana08853-RE, Nana08853-RF, Nana08853-RH, Nana08853-RD, Nana08853-RB, Nana08853-RC, Nana08853-RA
OG0000406	ENSGALG00000047425.1	Nana07655-RA
OG0000408	ENSGALG00000003340.5	Nana36768-RA
OG0000415	ENSGALG00000025872.4, ENSGALG00000021232.4	Nana12999-RA
OG0000415	ENSGALG00000004804.6	Nana12986-RA
OG0000416	ENSGALG00000004960.6	Nana33184-RA
OG0000416	ENSGALG00000037625.3	Nana06534-RA
OG0000416	ENSGALG00000014686.6	Nana11858-RA
OG0000417	ENSGALG00000031002.2	Nana36144-RB, Nana36144-RA, Nana36144-RC, Nana36144-RE, Nana36144-RD
OG0000417	ENSGALG00000049491.1	Nana36148-RA
OG0000418	ENSGALG00000036238.2	Nana27192-RA
OG0000418	ENSGALG00000037983.2	Nana33979-RE, Nana33979-RD, Nana33979-RC, Nana33979-RA, Nana33979-RF
OG0000419	ENSGALG00000003966.7	Nana00100-RA, Nana16559-RA
OG0000420	ENSGALG00000014624.6	Nana33386-RA
OG0000420	ENSGALG00000043352.3	Nana06458-RA
OG0000421	ENSGALG00000011875.6	Nana18105-RA
OG0000421	ENSGALG00000029416.2	Nana25261-RA
OG0000423	ENSGALG00000005689.6	Nana19099-RA
OG0000424	ENSGALG00000001793.7	Nana00489-RA
OG0000424	ENSGALG00000004582.6	Nana34780-RA
OG0000424	ENSGALG00000048682.1	Nana23819-RA
OG0000425	ENSGALG00000026033.4	Nana13933-RA
OG0000426	ENSGALG00000008950.5	Nana05026-RA
OG0000426	ENSGALG00000009086.5	Nana21088-RA
OG0000427	ENSGALG00000002095.3	Nana13798-RA
OG0000427	ENSGALG00000043573.2	Nana16524-RA
OG0000428	ENSGALG00000023953.4, ENSGALG00000049402.1, ENSGALG00000001175.6, ENSGALG00000023950.4	Nana03586-RA, Nana14071-RA, Nana14068-RB, Nana14068-RD, Nana14074-RA, Nana14070-RA, Nana14073-RA, Nana14069-RA
OG0000429	ENSGALG00000025950.3	Nana09841-RA
OG0000430	ENSGALG00000040606.3	Nana09599-RB
OG0000430	ENSGALG00000012456.5	Nana27315-RA
OG0000431	ENSGALG00000007093.7	Nana09647-RA
OG0000433	ENSGALG00000003584.4	Nana16362-RA, Nana09857-RA
OG0000434	ENSGALG00000002682.6	Nana37089-RF
OG0000434	ENSGALG00000000156.6	Nana06917-RB, Nana06917-RD, Nana06917-RC
OG0000435	ENSGALG00000001968.6	Nana13964-RA
OG0000435	ENSGALG00000012911.6	Nana27459-RA
OG0000435	ENSGALG00000005265.6	Nana04591-RA
OG0000436	ENSGALG00000029381.2	Nana37967-RB, Nana37967-RD, Nana37967-RA, Nana37967-RC, Nana07195-RB, Nana37973-RA, Nana07195-RC, Nana07195-RA
OG0000437	ENSGALG00000047152.1, ENSGALG00000028273.3, ENSGALG00000035309.3, ENSGALG00000017347.6	Nana25606-RC, Nana25606-RA, Nana25606-RD
OG0000438	ENSGALG00000047953.1	Nana23502-RC, Nana23502-RA, Nana23502-RD, Nana23502-RE, Nana23502-RF, Nana23502-RB
OG0000438	ENSGALG00000001932.6	Nana38019-RA
OG0000439	ENSGALG00000005930.7	Nana32640-RB, Nana32640-RC
OG0000439	ENSGALG00000002647.4	Nana20313-RA
OG0000440	ENSGALG00000026471.3, ENSGALG00000002771.8	Nana15375-RA, Nana11260-RA
OG0000441	ENSGALG00000004879.6	Nana08460-RA
OG0000441	ENSGALG00000019290.4	Nana27494-RA, Nana27494-RC, Nana27494-RB
OG0000442	ENSGALG00000006061.7	Nana32619-RA, Nana32619-RB
OG0000442	ENSGALG00000042553.2	Nana20411-RA
OG0000443	ENSGALG00000025946.4	Nana14455-RA
OG0000443	ENSGALG00000031729.2	Nana06191-RA
OG0000443	ENSGALG00000001856.7	Nana11443-RA
OG0000444	ENSGALG00000034621.2	Nana18336-RA
OG0000444	ENSGALG00000046830.1	Nana19904-RA, Nana15489-RA
OG0000450	ENSGALG00000023806.4	Nana00051-RA, Nana00051-RB, Nana00051-RE, Nana00051-RF, Nana00051-RG
OG0000452	ENSGALG00000033739.3	Nana26141-RA
OG0000452	ENSGALG00000029329.3	Nana02184-RA, Nana32191-RA, Nana32192-RA
OG0000453	ENSGALG00000014699.6	Nana11861-RA
OG0000453	ENSGALG00000028622.3	Nana36336-RA
OG0000454	ENSGALG00000000990.7	Nana13766-RA
OG0000454	ENSGALG00000033259.3	Nana04941-RA
OG0000454	ENSGALG00000050314.1	Nana30216-RC, Nana30216-RB, Nana30216-RD
OG0000455	ENSGALG00000004133.6	Nana30027-RB, Nana30027-RE, Nana30027-RF, Nana30027-RA, Nana30027-RD, Nana30027-RG
OG0000456	ENSGALG00000028682.3	Nana16010-RA
OG0000456	ENSGALG00000042664.3	Nana31497-RA
OG0000457	ENSGALG00000011620.5, ENSGALG00000034081.3	Nana05750-RA
OG0000459	ENSGALG00000010614.5	Nana18194-RA
OG0000459	ENSGALG00000016691.7	Nana26024-RA
OG0000459	ENSGALG00000008675.7	Nana32418-RA
OG0000460	ENSGALG00000050089.1, ENSGALG00000051229.1	Nana03341-RB, Nana03341-RA, Nana03341-RC, Nana03341-RD, Nana03341-RE
OG0000461	ENSGALG00000051049.1	Nana37720-RA
OG0000461	ENSGALG00000054496.1	Nana24080-RF, Nana24080-RD, Nana24080-RC, Nana37888-RA, Nana24080-RA, Nana24080-RE, Nana24080-RH, Nana24080-RG, Nana39214-RA, Nana24080-RB
OG0000461	ENSGALG00000036191.2	Nana37722-RA
OG0000462	ENSGALG00000004952.7	Nana32278-RA
OG0000463	ENSGALG00000003745.7	Nana37562-RF, Nana37562-RC, Nana37562-RB, Nana37562-RE, Nana37562-RA
OG0000463	ENSGALG00000037656.2	Nana18729-RA
OG0000464	ENSGALG00000031718.2	Nana31035-RC, Nana31035-RB, Nana31035-RD
OG0000465	ENSGALG00000007000.7	Nana33472-RA
OG0000465	ENSGALG00000027907.3	Nana12074-RA
OG0000466	ENSGALG00000030998.2	Nana36022-RA
OG0000466	ENSGALG00000009925.7	Nana01044-RA
OG0000468	ENSGALG00000002377.7	Nana37486-RA, Nana37486-RC, Nana37486-RB
OG0000468	ENSGALG00000014528.4	Nana11080-RA
OG0000469	ENSGALG00000021399.5, ENSGALG00000021395.5	Nana09794-RB, Nana09794-RC, Nana09794-RD, Nana09802-RA, Nana09799-RA, Nana09798-RA, Nana09797-RA
OG0000470	ENSGALG00000000814.7	Nana30300-RE, Nana30300-RD
OG0000470	ENSGALG00000015830.7	Nana02256-RA
OG0000471	ENSGALG00000028567.4	Nana13777-RA
OG0000472	ENSGALG00000014122.7	Nana29228-RC, Nana29228-RD, Nana29228-RA, Nana29228-RB
OG0000473	ENSGALG00000040244.2	Nana09438-RA
OG0000473	ENSGALG00000029027.3	Nana33948-RA
OG0000474	ENSGALG00000000437.4	Nana14328-RA
OG0000474	ENSGALG00000039242.2, ENSGALG00000053515.1	Nana04162-RA, Nana38526-RA, Nana04159-RA, Nana04155-RA, Nana04158-RA, Nana04161-RA, Nana38524-RA
OG0000475	ENSGALG00000031940.3	Nana09899-RA
OG0000475	ENSGALG00000036257.3	Nana03283-RA
OG0000475	ENSGALG00000029142.3	Nana23054-RA
OG0000476	ENSGALG00000038740.3, ENSGALG00000005147.6	Nana14957-RB, Nana14957-RA
OG0000477	ENSGALG00000016551.7	Nana25888-RA
OG0000477	ENSGALG00000005171.5	Nana20256-RA
OG0000478	ENSGALG00000025906.3	Nana32616-RA
OG0000478	ENSGALG00000002155.6	Nana19987-RA, Nana19991-RA
OG0000479	ENSGALG00000038084.2	Nana14314-RA
OG0000479	ENSGALG00000008427.5	Nana08622-RA, Nana29253-RA
OG0000481	ENSGALG00000015778.6	Nana02228-RA
OG0000481	ENSGALG00000015776.5	Nana02227-RB
OG0000482	ENSGALG00000009705.7	Nana05115-RA
OG0000482	ENSGALG00000010812.6	Nana01553-RA
OG0000486	ENSGALG00000006273.5, ENSGALG00000004334.6	Nana31454-RA
OG0000486	ENSGALG00000012845.6	Nana15743-RA
OG0000487	ENSGALG00000002242.6	Nana35292-RA
OG0000487	ENSGALG00000001130.6	Nana00409-RA
OG0000488	ENSGALG00000005601.6	Nana08362-RA
OG0000488	ENSGALG00000007841.7	Nana03231-RA
OG0000489	ENSGALG00000001600.6	Nana37400-RA
OG0000489	ENSGALG00000008414.6	Nana20807-RA
OG0000491	ENSGALG00000039682.2	Nana27891-RA
OG0000491	ENSGALG00000007700.6	Nana04764-RD, Nana04764-RC, Nana04764-RB, Nana04764-RA
OG0000492	ENSGALG00000003879.6	Nana30008-RA
OG0000492	ENSGALG00000016498.7	Nana02657-RB, Nana02657-RD, Nana02657-RE, Nana02657-RC, Nana02657-RA
OG0000493	ENSGALG00000008016.5	Nana09517-RA
OG0000493	ENSGALG00000005094.6	Nana34543-RB, Nana34543-RA
OG0000495	ENSGALG00000049372.1	Nana15758-RA
OG0000495	ENSGALG00000021017.5	Nana12960-RA
OG0000496	ENSGALG00000050921.1, ENSGALG00000034772.3, ENSGALG00000050737.1	Nana23369-RA, Nana23369-RC, Nana23369-RD, Nana23369-RB, Nana23371-RA
OG0000498	ENSGALG00000010986.6	Nana01575-RA
OG0000499	ENSGALG00000033609.3	Nana10149-RA
OG0000499	ENSGALG00000050931.1	Nana39944-RA, Nana38407-RA
OG0000501	ENSGALG00000006910.7	Nana07971-RA
OG0000502	ENSGALG00000026928.3	Nana11359-RA
OG0000502	ENSGALG00000047208.1	Nana14379-RA, Nana14379-RB
OG0000502	ENSGALG00000003939.6	Nana06006-RA
OG0000503	ENSGALG00000005439.6	Nana00311-RA
OG0000504	ENSGALG00000003197.7	Nana36919-RA
OG0000505	ENSGALG00000012170.7	Nana04660-RA
OG0000506	ENSGALG00000041775.2	Nana01143-RA, Nana05385-RA
OG0000508	ENSGALG00000008557.7	Nana03578-RA, Nana21497-RA
OG0000509	ENSGALG00000010397.6	Nana18875-RA, Nana17755-RA
OG0000509	ENSGALG00000037366.2	Nana18878-RA
OG0000510	ENSGALG00000037497.2	Nana04110-RA
OG0000510	ENSGALG00000007116.7	Nana35465-RA
OG0000511	ENSGALG00000012696.6	Nana15861-RA
OG0000511	ENSGALG00000001439.6	Nana31352-RA, Nana31352-RH, Nana31352-RF, Nana31352-RC, Nana31352-RG, Nana31352-RE
OG0000512	ENSGALG00000031411.2	Nana06641-RA
OG0000513	ENSGALG00000016736.6	Nana26041-RA
OG0000513	ENSGALG00000003818.5	Nana08764-RA
OG0000514	ENSGALG00000034965.2	Nana10015-RB
OG0000515	ENSGALG00000033212.3	Nana05689-RA
OG0000515	ENSGALG00000010175.6	Nana01378-RA
OG0000516	ENSGALG00000004955.6	Nana08445-RA
OG0000517	ENSGALG00000007025.6	Nana29515-RA, Nana29515-RB
OG0000518	ENSGALG00000010433.7	Nana14445-RA
OG0000518	ENSGALG00000039159.2	Nana14449-RB, Nana14449-RC
OG0000518	ENSGALG00000010417.7	Nana14448-RA, Nana14446-RB, Nana14446-RA
OG0000519	ENSGALG00000043576.2	Nana38774-RA
OG0000519	ENSGALG00000004045.5	Nana03007-RA, Nana34714-RB
OG0000520	ENSGALG00000043085.3	Nana08975-RA
OG0000521	ENSGALG00000054442.1	Nana08497-RA
OG0000521	ENSGALG00000001697.6	Nana08499-RA
OG0000522	ENSGALG00000000081.6	Nana07850-RA
OG0000523	ENSGALG00000046156.2, ENSGALG00000016693.5, ENSGALG00000019147.5, ENSGALG00000052524.1, ENSGALG00000008267.7	Nana26025-RB, Nana26025-RA
OG0000528	ENSGALG00000050528.1, ENSGALG00000047967.1, ENSGALG00000048382.1, ENSGALG00000048572.1, ENSGALG00000051050.1, ENSGALG00000044327.2, ENSGALG00000044218.2, ENSGALG00000044755.2, ENSGALG00000043996.2, ENSGALG00000052476.1, ENSGALG00000038559.3, ENSGALG00000015900.6, ENSGALG00000046567.2, ENSGALG00000053568.1, ENSGALG00000048858.1, ENSGALG00000043848.2, ENSGALG00000045876.2, ENSGALG00000048617.1, ENSGALG00000052285.1, ENSGALG00000047372.1, ENSGALG00000038918.2	Nana22813-RA
OG0000533	ENSGALG00000009308.6	Nana01251-RA
OG0000535	ENSGALG00000004980.7	Nana18954-RA, Nana18961-RA, Nana28420-RA, Nana18955-RA
OG0000535	ENSGALG00000045668.2	Nana28421-RA
OG0000536	ENSGALG00000005716.6	Nana04531-RA
OG0000536	ENSGALG00000043178.2	Nana27968-RC, Nana27968-RB, Nana27968-RD, Nana27968-RI, Nana27968-RH
OG0000537	ENSGALG00000001362.7	Nana32986-RG
OG0000538	ENSGALG00000027973.3, ENSGALG00000034150.2, ENSGALG00000019696.5	Nana38685-RA, Nana38686-RA, Nana38683-RA, Nana38681-RB, Nana38681-RA, Nana38680-RA, Nana38679-RA
OG0000539	ENSGALG00000030775.2	Nana21090-RA
OG0000541	ENSGALG00000040241.2	Nana33341-RA
OG0000541	ENSGALG00000012594.7	Nana11721-RA
OG0000542	ENSGALG00000037483.3	Nana06802-RA, Nana06798-RA, Nana06798-RB
OG0000543	ENSGALG00000020827.4, ENSGALG00000048968.1	Nana20910-RA
OG0000544	ENSGALG00000031343.2	Nana37252-RC, Nana37252-RA, Nana37252-RB
OG0000545	ENSGALG00000035461.2	Nana25341-RA
OG0000546	ENSGALG00000030350.2, ENSGALG00000049853.1	Nana20191-RA
OG0000547	ENSGALG00000041298.2	Nana23846-RA, Nana23846-RB
OG0000548	ENSGALG00000006457.5	Nana32577-RA
