Orthogroup	G_gallus.pep	H_sapiens.pep
OG0000194	ENSGALG00000030943.2	ENSG00000133703.12
OG0000194	ENSGALG00000026692.3	ENSG00000213281.5
OG0000197	ENSGALG00000030065.3	ENSG00000218336.9
OG0000197	ENSGALG00000001768.6	ENSG00000145934.16
OG0000197	ENSGALG00000033966.2	ENSG00000149256.16
OG0000197	ENSGALG00000008442.6	ENSG00000009694.13
OG0000198	ENSGALG00000039713.2	ENSG00000134698.11
OG0000198	ENSGALG00000043711.3	ENSG00000126070.20
OG0000198	ENSGALG00000040957.2	ENSG00000123908.12
OG0000198	ENSGALG00000002249.6	ENSG00000092847.12
OG0000199	ENSGALG00000032247.2	ENSG00000163399.16
OG0000200	ENSGALG00000015107.6	ENSG00000107242.19
OG0000200	ENSGALG00000027372.3	ENSG00000143398.20
OG0000200	ENSGALG00000000784.7	ENSG00000186111.9
OG0000201	ENSGALG00000001319.6	ENSG00000008118.10
OG0000201	ENSGALG00000033051.2	ENSG00000183049.12
OG0000201	ENSGALG00000029912.2	ENSG00000134072.11
OG0000202	ENSGALG00000003699.6	ENSG00000164330.17
OG0000202	ENSGALG00000000242.6	ENSG00000221818.9
OG0000202	ENSGALG00000010461.6	ENSG00000108001.13
OG0000203	ENSGALG00000014727.6	ENSG00000113448.19
OG0000203	ENSGALG00000011094.6	ENSG00000184588.18
OG0000204	ENSGALG00000003536.6	ENSG00000178502.6
OG0000205	ENSGALG00000045085.2	ENSG00000185745.10, ENSG00000204010.3, ENSG00000119917.14, ENSG00000119922.10, ENSG00000152778.9
OG0000207	ENSGALG00000031533.2	ENSG00000278870.2
OG0000212	ENSGALG00000004649.5	ENSG00000196689.12
OG0000212	ENSGALG00000004519.7	ENSG00000187688.15
OG0000213	ENSGALG00000041042.2	ENSG00000182256.13
OG0000213	ENSGALG00000020292.5	ENSG00000102287.19
OG0000213	ENSGALG00000020143.5	ENSG00000163285.8
OG0000213	ENSGALG00000038042.2	ENSG00000113327.16
OG0000214	ENSGALG00000022137.3, ENSGALG00000039887.2	ENSG00000132703.4, ENSG00000132693.12
OG0000217	ENSGALG00000005621.7	ENSG00000070808.16
OG0000217	ENSGALG00000041635.2	ENSG00000145349.17
OG0000217	ENSGALG00000005088.6	ENSG00000148660.20
OG0000218	ENSGALG00000004809.4	ENSG00000108179.14
OG0000219	ENSGALG00000050515.1	ENSG00000211892.4, ENSG00000211893.4, ENSG00000211896.7, ENSG00000277633.5, ENSG00000211897.9, ENSG00000282184.2, ENSG00000277016.2, ENSG00000274497.2
OG0000220	ENSGALG00000050047.1	ENSG00000137411.18, ENSG00000223494.11, ENSG00000236178.11, ENSG00000206476.15, ENSG00000234032.11, ENSG00000230985.11
OG0000220	ENSGALG00000052089.1	ENSG00000231945.8, ENSG00000231116.9, ENSG00000096171.14, ENSG00000227686.7, ENSG00000204394.13, ENSG00000226589.9, ENSG00000224264.9
OG0000221	ENSGALG00000016271.5	ENSG00000112245.12
OG0000221	ENSGALG00000003265.6	ENSG00000184007.21
OG0000221	ENSGALG00000040969.2	ENSG00000184489.12, ENSG00000275575.4
OG0000222	ENSGALG00000034438.2	ENSG00000111664.10
OG0000222	ENSGALG00000001334.7	ENSG00000078369.18
OG0000222	ENSGALG00000008983.6	ENSG00000114450.10
OG0000223	ENSGALG00000029190.3	ENSG00000152601.17
OG0000223	ENSGALG00000016890.7	ENSG00000139793.18
OG0000223	ENSGALG00000053597.1	ENSG00000076770.14
OG0000224	ENSGALG00000031890.3	ENSG00000060138.13
OG0000224	ENSGALG00000004848.7	ENSG00000065978.19
OG0000225	ENSGALG00000021213.5	ENSG00000072401.15
OG0000225	ENSGALG00000012311.7	ENSG00000109332.20
OG0000226	ENSGALG00000012015.6	ENSG00000138653.10
OG0000226	ENSGALG00000012010.6	ENSG00000164100.9
OG0000226	ENSGALG00000005107.6	ENSG00000272916.5, ENSG00000166507.18
OG0000226	ENSGALG00000004581.5	ENSG00000070614.15
OG0000227	ENSGALG00000028520.4	ENSG00000170367.5, ENSG00000101441.4, ENSG00000170373.8, ENSG00000170369.4, ENSG00000101439.9
OG0000228	ENSGALG00000051737.1, ENSGALG00000000107.5	ENSG00000146054.18
OG0000229	ENSGALG00000005678.7	ENSG00000136068.14
OG0000230	ENSGALG00000006322.6	ENSG00000016490.16, ENSG00000016602.9
OG0000231	ENSGALG00000048579.1	ENSG00000087128.10, ENSG00000274058.3
OG0000231	ENSGALG00000053084.1	ENSG00000187054.15, ENSG00000153802.12, ENSG00000185873.8
OG0000232	ENSGALG00000031737.2	ENSG00000215182.8, ENSG00000283158.1
OG0000235	ENSGALG00000001690.6	ENSG00000145864.13
OG0000235	ENSGALG00000029392.3	ENSG00000166206.15
OG0000236	ENSGALG00000036044.2, ENSGALG00000054835.1	ENSG00000006534.16, ENSG00000132746.15
OG0000236	ENSGALG00000004763.6	ENSG00000072210.19
OG0000237	ENSGALG00000029261.3	ENSG00000115310.18
OG0000237	ENSGALG00000045424.2	ENSG00000133318.14
OG0000238	ENSGALG00000002080.6	ENSG00000134516.17
OG0000238	ENSGALG00000000311.6	ENSG00000147459.18
OG0000238	ENSGALG00000042259.2	ENSG00000150760.12
OG0000239	ENSGALG00000002742.6	ENSG00000139364.10
OG0000239	ENSGALG00000002714.6	ENSG00000181234.9
OG0000239	ENSGALG00000002671.6	ENSG00000151952.16
OG0000240	ENSGALG00000026098.3, ENSGALG00000011668.4	ENSG00000169429.11
OG0000240	ENSGALG00000046160.2	ENSG00000124875.10, ENSG00000163735.7, ENSG00000163736.4, ENSG00000081041.9, ENSG00000163734.4, ENSG00000163739.5
OG0000241	ENSGALG00000012610.7, ENSGALG00000004252.6	ENSG00000136943.11, ENSG00000135047.15
OG0000242	ENSGALG00000011360.7	ENSG00000115592.11
OG0000242	ENSGALG00000006219.7	ENSG00000106617.14
OG0000242	ENSGALG00000036282.2	ENSG00000181929.13
OG0000243	ENSGALG00000030068.2	ENSG00000105649.10
OG0000243	ENSGALG00000014726.6	ENSG00000152932.8
OG0000243	ENSGALG00000010567.6	ENSG00000169213.7
OG0000244	ENSGALG00000019061.5	ENSG00000118113.12, ENSG00000196611.5
OG0000244	ENSGALG00000019063.5, ENSGALG00000026297.3	ENSG00000166670.10, ENSG00000149968.12
OG0000248	ENSGALG00000034855.2	ENSG00000159399.10
OG0000248	ENSGALG00000021039.5	ENSG00000156510.13
OG0000248	ENSGALG00000004222.7	ENSG00000156515.23
OG0000249	ENSGALG00000048592.1	ENSG00000125753.14
OG0000249	ENSGALG00000011209.4	ENSG00000196405.13
OG0000249	ENSGALG00000009303.7	ENSG00000154380.17
OG0000250	ENSGALG00000002198.7	ENSG00000135723.14
OG0000250	ENSGALG00000013124.6	ENSG00000134775.15
OG0000252	ENSGALG00000039498.2	ENSG00000138814.17
OG0000252	ENSGALG00000005243.6	ENSG00000107758.15
OG0000252	ENSGALG00000041413.2	ENSG00000120910.14
OG0000253	ENSGALG00000016176.6	ENSG00000135298.14
OG0000253	ENSGALG00000043209.2	ENSG00000121753.12
OG0000253	ENSGALG00000033960.3	ENSG00000181790.11
OG0000254	ENSGALG00000010781.6	ENSG00000145451.13
OG0000254	ENSGALG00000004134.6	ENSG00000145888.10
OG0000254	ENSGALG00000016571.6	ENSG00000101958.14
OG0000254	ENSGALG00000004936.6	ENSG00000188828.11
OG0000255	ENSGALG00000026077.3	ENSG00000109107.14
OG0000255	ENSGALG00000015544.7	ENSG00000136872.20
OG0000256	ENSGALG00000032554.2	ENSG00000165985.10
OG0000256	ENSGALG00000028031.3	ENSG00000131094.4
OG0000256	ENSGALG00000040992.2	ENSG00000144119.4
OG0000257	ENSGALG00000017122.7	ENSG00000102683.7
OG0000257	ENSGALG00000003886.7	ENSG00000170624.13
OG0000257	ENSGALG00000013684.6	ENSG00000185053.14
OG0000258	ENSGALG00000010053.6	ENSG00000142949.17
OG0000258	ENSGALG00000004048.6	ENSG00000105426.16
OG0000258	ENSGALG00000015058.5	ENSG00000282932.4, ENSG00000153707.17
OG0000259	ENSGALG00000013072.5	ENSG00000165568.18
OG0000259	ENSGALG00000019284.5, ENSGALG00000045122.2, ENSGALG00000053854.1, ENSGALG00000003466.7	ENSG00000198074.10
OG0000260	ENSGALG00000010189.6	ENSG00000244693.1, ENSG00000288181.1, ENSG00000284912.1, ENSG00000236761.6, ENSG00000225932.3, ENSG00000288370.1, ENSG00000271321.1, ENSG00000285123.1, ENSG00000271079.1, ENSG00000285172.1, ENSG00000282841.2, ENSG00000212710.5, ENSG00000150527.17
OG0000262	ENSGALG00000026884.3	ENSG00000234465.11
OG0000263	ENSGALG00000029512.3	ENSG00000115306.16
OG0000264	ENSGALG00000054646.1	ENSG00000105376.5, ENSG00000076662.10, ENSG00000090339.9
OG0000265	ENSGALG00000006420.4	ENSG00000136379.12
OG0000265	ENSGALG00000041163.3	ENSG00000129968.15
OG0000266	ENSGALG00000050497.1, ENSGALG00000047053.1	ENSG00000268964.3, ENSG00000269526.1
OG0000266	ENSGALG00000051568.1	ENSG00000242950.7, ENSG00000244476.3
OG0000267	ENSGALG00000031274.2	ENSG00000050438.17
OG0000267	ENSGALG00000011405.6	ENSG00000033867.16
OG0000267	ENSGALG00000030032.2	ENSG00000144290.17
OG0000269	ENSGALG00000040730.2	ENSG00000143171.13
OG0000269	ENSGALG00000042055.2	ENSG00000186350.12
OG0000270	ENSGALG00000043416.2	ENSG00000143374.17
OG0000270	ENSGALG00000003985.6	ENSG00000185418.16
OG0000270	ENSGALG00000003288.6	ENSG00000113407.13
OG0000271	ENSGALG00000003833.6	ENSG00000198216.12
OG0000271	ENSGALG00000008456.7	ENSG00000148408.13
OG0000271	ENSGALG00000054250.1	ENSG00000141837.21
OG0000272	ENSGALG00000016805.6	ENSG00000198203.10, ENSG00000198075.10, ENSG00000196228.3
OG0000273	ENSGALG00000010023.7	ENSG00000198668.12
OG0000273	ENSGALG00000026445.3	ENSG00000160014.17
OG0000273	ENSGALG00000008424.6	ENSG00000178363.5
OG0000274	ENSGALG00000023740.5	ENSG00000130656.6
OG0000274	ENSGALG00000043234.3	ENSG00000086506.3, ENSG00000188536.13, ENSG00000206172.8
OG0000275	ENSGALG00000004143.6	ENSG00000166913.13
OG0000275	ENSGALG00000016433.6	ENSG00000134308.14
OG0000275	ENSGALG00000031387.3	ENSG00000164924.18
OG0000276	ENSGALG00000006290.6	ENSG00000182601.7
OG0000276	ENSGALG00000050148.1	ENSG00000276333.2, ENSG00000162040.7
OG0000276	ENSGALG00000001371.6	ENSG00000153976.3, ENSG00000125430.9
OG0000277	ENSGALG00000006109.6	ENSG00000107643.16
OG0000277	ENSGALG00000011109.6	ENSG00000109339.24
OG0000277	ENSGALG00000039099.2	ENSG00000050748.17
OG0000278	ENSGALG00000026383.3	ENSG00000205542.11, ENSG00000154620.6
OG0000278	ENSGALG00000031593.2	ENSG00000158164.7, ENSG00000158427.15
OG0000278	ENSGALG00000047591.1	ENSG00000034510.6
OG0000279	ENSGALG00000014410.5	ENSG00000160213.7
OG0000280	ENSGALG00000029203.3	ENSG00000105048.17
OG0000280	ENSGALG00000000302.7	ENSG00000118194.20
OG0000280	ENSGALG00000006572.7	ENSG00000130595.19, ENSG00000288250.1
OG0000281	ENSGALG00000011272.3	ENSG00000144566.11
OG0000281	ENSGALG00000042482.3	ENSG00000111540.16
OG0000281	ENSGALG00000003359.5	ENSG00000108774.14
OG0000282	ENSGALG00000052223.1	ENSG00000100027.16
OG0000282	ENSGALG00000007374.7	ENSG00000090238.12, ENSG00000166793.12
OG0000282	ENSGALG00000028801.3	ENSG00000175155.10
OG0000283	ENSGALG00000023089.5	ENSG00000145687.16
OG0000283	ENSGALG00000010774.7	ENSG00000157216.15
OG0000284	ENSGALG00000040263.3	ENSG00000265681.7
OG0000285	ENSGALG00000004243.5, ENSGALG00000026970.3	ENSG00000142089.16, ENSG00000185201.16, ENSG00000185885.16
OG0000286	ENSGALG00000007926.7	ENSG00000167863.12
OG0000292	ENSGALG00000032828.2	ENSG00000138892.11
OG0000292	ENSGALG00000053876.1	ENSG00000250151.9, ENSG00000214021.16
OG0000293	ENSGALG00000013742.6	ENSG00000092820.18
OG0000293	ENSGALG00000039615.2	ENSG00000147065.17
OG0000293	ENSGALG00000017153.6	ENSG00000137710.16
OG0000294	ENSGALG00000014324.5	ENSG00000059804.16, ENSG00000173262.11
OG0000294	ENSGALG00000004889.5	ENSG00000117394.23
OG0000295	ENSGALG00000010026.7	ENSG00000213639.10
OG0000295	ENSGALG00000004571.5	ENSG00000172531.15, ENSG00000186298.12
OG0000296	ENSGALG00000000972.7	ENSG00000167081.18
OG0000296	ENSGALG00000003429.6	ENSG00000185630.18
OG0000297	ENSGALG00000031301.2	ENSG00000112041.13
OG0000297	ENSGALG00000013424.7	ENSG00000078246.17
OG0000297	ENSGALG00000005986.7	ENSG00000166402.8
OG0000298	ENSGALG00000034899.2	ENSG00000185942.11
OG0000298	ENSGALG00000005774.6	ENSG00000101198.15
OG0000298	ENSGALG00000039756.2	ENSG00000188580.15
OG0000299	ENSGALG00000035751.2	ENSG00000119547.6
OG0000299	ENSGALG00000038618.2	ENSG00000169856.9
OG0000299	ENSGALG00000028081.3	ENSG00000205922.5
OG0000300	ENSGALG00000005204.6, ENSGALG00000006344.6	ENSG00000276950.5, ENSG00000281748.3, ENSG00000281310.2, ENSG00000277656.3, ENSG00000277897.2, ENSG00000278695.1, ENSG00000099984.11, ENSG00000133433.10
OG0000301	ENSGALG00000001564.6	ENSG00000074370.18
OG0000301	ENSGALG00000032287.3	ENSG00000174437.17
OG0000302	ENSGALG00000008620.5	ENSG00000163923.10, ENSG00000198918.8
OG0000303	ENSGALG00000002932.6	ENSG00000243678.11, ENSG00000011052.21
OG0000303	ENSGALG00000002688.6	ENSG00000103202.13
OG0000305	ENSGALG00000032922.2	ENSG00000213366.13, ENSG00000134201.12, ENSG00000134184.13, ENSG00000168765.17
OG0000305	ENSGALG00000042008.2	ENSG00000134202.11
OG0000306	ENSGALG00000002840.6	ENSG00000124493.14
OG0000306	ENSGALG00000039403.2	ENSG00000179603.18
OG0000306	ENSGALG00000037841.2	ENSG00000196277.16
OG0000307	ENSGALG00000032750.2	ENSG00000143126.8
OG0000308	ENSGALG00000030038.2	ENSG00000125730.17
OG0000310	ENSGALG00000034474.2	ENSG00000124490.14, ENSG00000096006.11
OG0000318	ENSGALG00000052319.1	ENSG00000170004.17
OG0000318	ENSGALG00000000747.7	ENSG00000116254.18
OG0000318	ENSGALG00000013565.6	ENSG00000285238.2, ENSG00000111642.15
OG0000319	ENSGALG00000034366.2, ENSGALG00000047768.1	ENSG00000100312.11, ENSG00000283539.2
OG0000320	ENSGALG00000014426.5	ENSG00000114030.13
OG0000320	ENSGALG00000003383.6	ENSG00000025800.14
OG0000320	ENSGALG00000014937.6	ENSG00000196911.11
OG0000321	ENSGALG00000038637.2	ENSG00000138606.19
OG0000321	ENSGALG00000026811.3	ENSG00000105251.11, ENSG00000107338.10, ENSG00000255872.3
OG0000322	ENSGALG00000023576.4	ENSG00000198355.5
OG0000322	ENSGALG00000038902.2	ENSG00000137193.14
OG0000323	ENSGALG00000025937.2	ENSG00000137726.17, ENSG00000255245.4
OG0000323	ENSGALG00000054974.1	ENSG00000266964.5, ENSG00000150201.15, ENSG00000285526.1, ENSG00000089356.18
OG0000324	ENSGALG00000003837.5	ENSG00000121281.13
OG0000324	ENSGALG00000013060.6	ENSG00000078295.17
OG0000325	ENSGALG00000037441.2	ENSG00000177954.14
OG0000326	ENSGALG00000016022.6	ENSG00000159216.18
OG0000326	ENSGALG00000043372.3	ENSG00000020633.18
OG0000327	ENSGALG00000005679.5	ENSG00000113722.17
OG0000327	ENSGALG00000007657.4, ENSGALG00000007656.6	ENSG00000131264.3
OG0000328	ENSGALG00000047708.1, ENSGALG00000050977.1, ENSGALG00000051566.1, ENSGALG00000048249.1	ENSG00000126262.4, ENSG00000185897.7, ENSG00000126251.6
OG0000329	ENSGALG00000004082.6	ENSG00000160551.11
OG0000329	ENSGALG00000007396.6	ENSG00000135090.14
OG0000330	ENSGALG00000044661.2	ENSG00000092009.10, ENSG00000100448.4, ENSG00000100450.13, ENSG00000100453.13
OG0000331	ENSGALG00000030660.3	ENSG00000147570.10
OG0000331	ENSGALG00000035378.2	ENSG00000101152.11
OG0000331	ENSGALG00000034137.2	ENSG00000163793.13
OG0000332	ENSGALG00000044866.2, ENSGALG00000047639.1	ENSG00000168619.16, ENSG00000278548.4, ENSG00000197140.15, ENSG00000275594.4, ENSG00000104755.15, ENSG00000276286.4
OG0000334	ENSGALG00000029970.3, ENSGALG00000001995.6, ENSGALG00000052731.1, ENSGALG00000045815.2, ENSGALG00000053379.1, ENSGALG00000044258.2	ENSG00000072163.19
OG0000335	ENSGALG00000017172.4	ENSG00000182853.12
OG0000345	ENSGALG00000010269.6	ENSG00000169282.17
OG0000345	ENSGALG00000037241.2	ENSG00000069424.15
OG0000346	ENSGALG00000004251.6	ENSG00000120500.18
OG0000347	ENSGALG00000032847.2	ENSG00000143321.19
OG0000347	ENSGALG00000027068.3	ENSG00000167674.15
OG0000347	ENSGALG00000049798.1	ENSG00000166503.9
OG0000348	ENSGALG00000009068.7	ENSG00000143772.9
OG0000348	ENSGALG00000008603.5	ENSG00000137825.11
OG0000349	ENSGALG00000009977.6	ENSG00000170365.10
OG0000349	ENSGALG00000017050.6	ENSG00000120693.13
OG0000349	ENSGALG00000006309.6	ENSG00000113658.18
OG0000350	ENSGALG00000020793.6	ENSG00000170035.16
OG0000350	ENSGALG00000033593.2	ENSG00000182247.10
OG0000350	ENSGALG00000011286.6	ENSG00000170142.12
OG0000351	ENSGALG00000039572.2	ENSG00000142623.11, ENSG00000281459.3
OG0000351	ENSGALG00000029212.2	ENSG00000117115.13
OG0000353	ENSGALG00000017246.6	ENSG00000151376.16
OG0000353	ENSGALG00000015849.7	ENSG00000065833.9
OG0000354	ENSGALG00000009403.6	ENSG00000198873.12
OG0000354	ENSGALG00000014054.6	ENSG00000198055.11
OG0000354	ENSGALG00000015645.5	ENSG00000125388.20
OG0000355	ENSGALG00000008537.6	ENSG00000182580.3
OG0000355	ENSGALG00000004741.7	ENSG00000133216.16
OG0000355	ENSGALG00000006609.6	ENSG00000154928.18
OG0000356	ENSGALG00000009405.7	ENSG00000120251.20
OG0000356	ENSGALG00000034109.2	ENSG00000125675.18
OG0000356	ENSGALG00000038995.2	ENSG00000152578.13
OG0000357	ENSGALG00000015835.6	ENSG00000171189.17
OG0000357	ENSGALG00000002098.6	ENSG00000163873.10
OG0000357	ENSGALG00000015434.6	ENSG00000164418.20
OG0000358	ENSGALG00000010854.7	ENSG00000048052.21
OG0000359	ENSGALG00000033522.3, ENSGALG00000046412.2	ENSG00000131471.7, ENSG00000131480.9
OG0000360	ENSGALG00000006531.6	ENSG00000136527.18
OG0000360	ENSGALG00000010973.7	ENSG00000164548.11
OG0000361	ENSGALG00000011894.6	ENSG00000272532.6, ENSG00000282966.3, ENSG00000280905.4, ENSG00000272000.6, ENSG00000283284.3, ENSG00000100197.22, ENSG00000275211.4, ENSG00000283373.4, ENSG00000282837.4
OG0000362	ENSGALG00000032974.3	ENSG00000283802.3, ENSG00000087116.16
OG0000362	ENSGALG00000011623.5	ENSG00000156140.10
OG0000362	ENSGALG00000039219.2	ENSG00000138316.11
OG0000363	ENSGALG00000028489.3	ENSG00000096088.16
OG0000364	ENSGALG00000016410.7	ENSG00000198692.10
OG0000365	ENSGALG00000030776.2	ENSG00000185432.12, ENSG00000170439.7
OG0000366	ENSGALG00000004196.6	ENSG00000241635.8, ENSG00000244474.5, ENSG00000240224.1, ENSG00000243135.6, ENSG00000242515.5, ENSG00000244122.2, ENSG00000242366.3, ENSG00000241119.2, ENSG00000167165.19
OG0000367	ENSGALG00000000589.5	ENSG00000026950.17, ENSG00000111801.16, ENSG00000186470.14, ENSG00000124557.12, ENSG00000124508.17, ENSG00000112763.17
OG0000371	ENSGALG00000008058.6	ENSG00000077264.15
OG0000371	ENSGALG00000000681.7	ENSG00000149269.9
OG0000371	ENSGALG00000006426.6	ENSG00000180370.10
OG0000373	ENSGALG00000013253.6	ENSG00000027644.5
OG0000373	ENSGALG00000040758.2	ENSG00000171105.14
OG0000373	ENSGALG00000040651.2	ENSG00000140443.15
OG0000374	ENSGALG00000042607.2	ENSG00000146374.14
OG0000374	ENSGALG00000001946.7	ENSG00000169218.14
OG0000374	ENSGALG00000030030.3	ENSG00000147655.12
OG0000375	ENSGALG00000032146.2	ENSG00000188687.17
OG0000375	ENSGALG00000044387.2	ENSG00000113073.15
OG0000375	ENSGALG00000031105.2	ENSG00000080493.17
OG0000376	ENSGALG00000034973.2	ENSG00000155760.2
OG0000376	ENSGALG00000009064.6	ENSG00000157240.4
OG0000376	ENSGALG00000030847.3	ENSG00000180340.7
OG0000377	ENSGALG00000028851.4	ENSG00000167461.12
OG0000377	ENSGALG00000016535.6	ENSG00000084733.11
OG0000377	ENSGALG00000003487.5	ENSG00000166128.13
OG0000378	ENSGALG00000006728.7	ENSG00000100191.5, ENSG00000100170.10
OG0000379	ENSGALG00000009066.6	ENSG00000184408.10
OG0000379	ENSGALG00000001512.6	ENSG00000171385.9
OG0000380	ENSGALG00000005415.6	ENSG00000187079.18
OG0000380	ENSGALG00000043513.2	ENSG00000007866.21
OG0000381	ENSGALG00000014176.6	ENSG00000188784.4
OG0000381	ENSGALG00000031894.2	ENSG00000188257.11
OG0000381	ENSGALG00000018977.5	ENSG00000127472.11
OG0000382	ENSGALG00000008508.5	ENSG00000100994.12
OG0000383	ENSGALG00000018503.6	ENSG00000165066.13
OG0000383	ENSGALG00000010500.7	ENSG00000148826.9
OG0000383	ENSGALG00000032545.2	ENSG00000163623.9
OG0000384	ENSGALG00000033857.2, ENSGALG00000050294.1	ENSG00000204872.4, ENSG00000144035.4
OG0000385	ENSGALG00000030812.3	ENSG00000169118.18
OG0000386	ENSGALG00000037077.2, ENSGALG00000050893.1	ENSG00000121807.5, ENSG00000160791.13, ENSG00000183625.15, ENSG00000163823.4
OG0000387	ENSGALG00000007862.6	ENSG00000113805.8
OG0000387	ENSGALG00000007927.6	ENSG00000134115.13
OG0000388	ENSGALG00000020921.5	ENSG00000213471.10, ENSG00000261147.1
OG0000389	ENSGALG00000026862.4	ENSG00000163347.6
OG0000389	ENSGALG00000023580.3	ENSG00000164007.11
OG0000390	ENSGALG00000030025.2	ENSG00000170323.9
OG0000390	ENSGALG00000032453.2	ENSG00000147588.7
OG0000391	ENSGALG00000015177.6	ENSG00000156052.11
OG0000391	ENSGALG00000003238.6	ENSG00000088256.9
OG0000392	ENSGALG00000035368.2	ENSG00000141086.18
OG0000392	ENSGALG00000000038.6, ENSGALG00000046107.2	ENSG00000168928.13, ENSG00000285346.1, ENSG00000168925.12, ENSG00000284810.2
OG0000393	ENSGALG00000034939.3, ENSGALG00000047125.1	ENSG00000110697.13
OG0000393	ENSGALG00000003645.7	ENSG00000090975.12
OG0000394	ENSGALG00000045788.2	ENSG00000142507.10
OG0000395	ENSGALG00000027035.4	ENSG00000122026.10
OG0000396	ENSGALG00000033404.2	ENSG00000172819.17
OG0000396	ENSGALG00000037935.3	ENSG00000131759.18
OG0000396	ENSGALG00000011298.7	ENSG00000077092.19
OG0000397	ENSGALG00000037467.2	ENSG00000115488.3, ENSG00000162139.10
OG0000397	ENSGALG00000006361.7	ENSG00000204099.11, ENSG00000277926.4
OG0000398	ENSGALG00000040741.2	ENSG00000079805.16
OG0000398	ENSGALG00000004852.6	ENSG00000106976.20
OG0000399	ENSGALG00000025941.3	ENSG00000147509.14
OG0000399	ENSGALG00000026034.3	ENSG00000091844.8
OG0000400	ENSGALG00000035645.3	ENSG00000114353.17
OG0000400	ENSGALG00000041700.3	ENSG00000065135.12
OG0000400	ENSGALG00000008382.6	ENSG00000127955.17
OG0000401	ENSGALG00000052262.1	ENSG00000130037.5
OG0000401	ENSGALG00000036942.2	ENSG00000177272.9
OG0000402	ENSGALG00000031807.2, ENSGALG00000003519.4	ENSG00000133063.16
OG0000402	ENSGALG00000023760.5	ENSG00000134216.19
OG0000403	ENSGALG00000053694.1, ENSGALG00000011930.7	ENSG00000275428.2
OG0000405	ENSGALG00000031120.3	ENSG00000169045.17, ENSG00000284254.3, ENSG00000126945.9, ENSG00000169813.16
OG0000406	ENSGALG00000047425.1	ENSG00000204435.13, ENSG00000258543.7, ENSG00000258589.7, ENSG00000240433.4, ENSG00000244672.4, ENSG00000240053.8, ENSG00000239497.7, ENSG00000239285.7, ENSG00000241132.7, ENSG00000241713.7, ENSG00000228875.8, ENSG00000232960.11, ENSG00000263020.6, ENSG00000224398.7, ENSG00000230700.10, ENSG00000224774.7, ENSG00000206406.9
