gene,kTotal,MM.turquoise,kWithin,description
107292128,675.1480272,0.883862081,329.7283325,3-hydroxyisobutyryl-CoA hydrolase mitochondrial-like
107297635,435.4581596,0.883736778,261.0500618,SEC11 homolog C signal peptidase complex subunit
107295614,699.0547613,0.883662756,313.2053933,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like
107292121,606.2648473,0.88322729,306.8683547,transmembrane protein 165
107289979,606.7932093,0.883184903,316.7337587,adenylate cyclase 8 (brain)
107297247,685.6549181,0.882932679,321.4130897,neural proliferation differentiation and control 1
107287971,515.6167208,0.882845337,278.6169579,adaptor related protein complex 3 mu 2 subunit
107300473,684.8856634,0.882604081,346.5585581,nucleobindin-2-like
107292123,546.0056587,0.882459036,282.4260571,steroid 5 alpha-reductase 3
107297851,831.462763,0.882403813,358.3980217,ERO1-like protein beta
107285305,888.6455433,0.882358401,350.9783486,metadherin
107301438,670.7566234,0.882307779,336.5757798,keratinocyte-associated protein 2-like
107290331,438.9659532,0.882212384,270.6430124,solute carrier family 46 member 2
107293084,838.6918886,0.881622991,351.7947172,transmembrane p24 trafficking protein 10
107293264,618.0324942,0.881388172,297.4568433,ATPase phospholipid transporting 11B (putative)
107286449,541.0876725,0.88101165,267.4431993,solute carrier family 5 member 6
107293897,454.6448779,0.880723166,251.7120694,nephronophthisis 3 (adolescent)
107294083,660.001591,0.880645377,307.1566266,SEC24 homolog D COPII coat complex component
107294339,639.0334664,0.88040501,297.9013776,ribonucleoprotein PTB-binding 2
107302711,519.4597826,0.880329448,256.7916748,La ribonucleoprotein domain family member 4
107289829,476.605475,0.880278084,262.0612701,TROVE domain family member 2
107289602,527.5488831,0.880278058,301.4676884,aldehyde dehydrogenase 5 family member A1
107300539,590.838183,0.880173991,323.8451605,snaclec stejaggregin-A subunit alpha-like
107285125,603.9133306,0.880112623,307.2151803,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily a member 4
107284058,446.8536411,0.879955474,269.074372,uncharacterized LOC107284058
107288201,433.969843,0.879855222,251.9535744,interleukin-1 receptor type 1-like
107297757,611.1044757,0.879749799,271.4404115,neuroblastoma-amplified sequence-like
107297467,744.9675885,0.879596319,339.9504808,surfeit 4
107289361,426.7546798,0.878736594,253.5408302,nudix hydrolase 13
107289009,450.3930382,0.878731373,251.8821736,family with sequence similarity 13 member B
107286969,446.984668,0.878546353,245.15503,purinergic receptor P2X 4
107289551,710.6796936,0.878401615,318.0896213,SFT2 domain containing 1
107294989,430.2048524,0.878287019,241.0573892,histone-arginine methyltransferase CARM1-like
107289099,488.4624647,0.877758357,293.6040087,Krueppel-like factor 15
107282403,502.8810747,0.877658116,275.9202811,meteorin glial cell differentiation regulator-like
107301472,547.925019,0.877575916,286.3433326,adenosine monophosphate-protein transferase FICD-like
107293640,613.7574061,0.877529907,273.7162444,ADP ribosylation factor guanine nucleotide exchange factor 2
107299997,570.1098033,0.877389771,295.8343371,hexosaminidase subunit alpha
107285126,511.3030087,0.877356617,292.189734,deoxyribonuclease II lysosomal
107297475,523.0538701,0.877264094,265.5373034,chromosome unknown open reading frame human C4orf19
107296230,800.5711728,0.877173612,332.3309113,SEC16 homolog A endoplasmic reticulum export factor
107287489,479.8552542,0.876875061,286.3079281,SH3 and multiple ankyrin repeat domains 2
107292089,505.6363333,0.876565931,283.5494,cerebellar degeneration related protein 2
107287686,435.0347789,0.876280268,248.3982426,lysophosphatidylcholine acyltransferase 2-like
107294375,671.707016,0.876258431,306.250636,synoviolin 1
107300445,569.0713685,0.876184564,290.9892356,uncharacterized LOC107300445
107282882,596.5033977,0.876145397,294.2810231,mitochondrial ribosomal protein L54
107292362,467.8362667,0.875849453,277.1364187,Down syndrome cell adhesion molecule
107282241,395.3359623,0.875735917,235.5771218,AT-rich interaction domain 3A
107286825,500.5332109,0.875624334,259.2558457,isochorismatase domain containing 1
107286007,469.6777288,0.875480189,286.0816337,galectin-1-like
107302940,406.9752235,0.875313813,235.7790038,solute carrier family 27 (fatty acid transporter) member 4
107288233,702.83074,0.87531344,314.6779592,LIM domain only 4
107295666,463.2871583,0.875214414,264.7325671,exostosin-like glycosyltransferase 1
107285053,495.8160793,0.874879664,289.6134223,neurexophilin and PC-esterase domain family member 3
107292272,410.410647,0.874701045,261.273912,hydroxysteroid (11-beta) dehydrogenase 1
107294649,490.6388291,0.874700257,271.0215394,glutamyl aminopeptidase-like
107287166,579.4405981,0.874682996,276.7368222,ribosome production factor 2 homolog
107291318,696.8317142,0.874658689,308.0469903,cyclin K
107287284,820.1988122,0.874480248,334.1724861,X-box binding protein 1
107297554,547.3713844,0.874339258,264.672983,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2
107287356,710.6647517,0.873895065,324.9761807,signal peptidase complex subunit 1
107289233,498.279912,0.873602304,296.846652,vascular endothelial growth factor A
107295338,520.1134832,0.87355769,275.614407,phosphoacetylglucosamine mutase-like
107301462,509.7574264,0.873402515,288.9796389,zinc metalloproteinase-disintegrin-like ACLD
107284379,639.096116,0.873265825,305.5152572,STT3B catalytic subunit of the oligosaccharyltransferase complex
107291370,444.8559876,0.873133648,241.4197971,group IIE secretory phospholipase A2-like
107282775,552.9687042,0.872952791,301.0216949,carboxypeptidase vitellogenic like
107291333,525.1270066,0.87286004,275.0123198,ATPase H+ transporting V0 subunit a4
107290454,650.4317627,0.87280693,297.8722638,WW and C2 domain containing 1
107289696,435.5006827,0.872745876,253.6539504,prolyl 4-hydroxylase subunit alpha 2
107292886,478.4325992,0.872719526,246.3600855,solute carrier family 7 member 5
107286736,463.2362174,0.872546325,230.9999466,putative sodium-coupled neutral amino acid transporter 10
107299955,503.5264316,0.872381826,264.2285657,solute carrier family 44 member 3
107292938,663.1933557,0.872354901,303.2921539,pleckstrin homology like domain family A member 2
107302856,494.0341446,0.872282435,254.1929041,activating transcription factor 6
107295936,396.6245569,0.872260083,237.4325946,retinoic acid induced 2
107293392,519.4783956,0.871977149,246.0937654,chromosome unknown open reading frame human C15orf39
107298612,511.214914,0.871438233,247.3068678,RNA binding motif protein 47
107293139,655.2268619,0.871323891,288.9559208,family with sequence similarity 3 member C
107289731,581.3201286,0.871318804,277.6480671,receptor expression-enhancing protein 6-like
107300218,473.6379184,0.871310275,230.9253393,solute carrier family 38 member 5
107286018,520.6121136,0.871306383,271.8359788,galectin-1-like
107284623,721.2702049,0.871180406,317.1614972,magnesium transporter 1
107284732,461.2623513,0.871144282,243.8153588,cryptochrome circadian clock 1
107296153,724.4651732,0.870983701,291.5663876,Golgi apparatus membrane protein TVP23 homolog B-like
107296979,414.6465629,0.870867502,256.4191538,zinc metalloproteinase-disintegrin jerdonitin-like
107294409,548.9250381,0.870852174,269.0979318,pyrroline-5-carboxylate reductase 1
107287904,573.3583114,0.870393279,259.8037884,synaptotagmin 7
107293465,484.780475,0.870267457,243.8975433,methionyl-tRNA synthetase
107292290,504.6994671,0.870012913,246.3613709,zinc finger protein 462
107283131,396.3238566,0.869911087,245.4924961,cingulin-like 1
107295827,606.4454437,0.869509937,307.9776635,prolyl 4-hydroxylase subunit beta
107290477,684.0781885,0.869502605,301.2518061,phosphodiesterase 3A
107285324,520.8606571,0.869481487,275.8897043,cyclic AMP-dependent transcription factor ATF-5-like
107302980,652.1301232,0.868783404,284.6147997,protein phosphatase 1 regulatory subunit 15B
107292484,611.998673,0.868485589,300.1677018,protein disulfide isomerase family A member 4
107294319,486.1323408,0.868299912,262.0527273,vitamin K epoxide reductase complex subunit 1-like protein 1
107291356,450.1053301,0.868127559,259.7677694,acidic phospholipase A2 jerdoxin
107289531,393.0026747,0.868038987,230.9477701,leucine-rich repeat containing G protein-coupled receptor 6
107282178,384.7293654,0.867622154,217.2065183,microtubule associated protein 7
107287152,634.3074126,0.86759038,295.9127746,defender against cell death 1
107292774,411.8476162,0.867310619,231.9022061,glutaminyl-tRNA synthetase
107285840,562.5019545,0.867178588,264.5967677,vesicle transport through interaction with t-SNAREs 1B
107282433,455.1310893,0.866346457,265.2837682,UDP-GlcNAc:betaGal beta-13-N-acetylglucosaminyltransferase-like 1
107289957,635.5847573,0.866185361,280.3203774,syntaxin-3-like
107290465,394.7954977,0.866034044,238.3895921,inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2
107283883,624.9723861,0.865949645,293.4287297,VCP interacting membrane selenoprotein
107296203,400.4309946,0.865806128,225.1917189,RBBP8 N-terminal like
107303033,412.0279281,0.865369275,238.0128119,N-ethylmaleimide sensitive factor
107283997,572.227608,0.865149453,277.0364475,small nuclear ribonucleoprotein U11/U12 25kDa subunit
107290745,512.1129026,0.864674979,249.1235961,UDP-galactose-4-epimerase
107285410,658.7055939,0.864538697,304.8923164,solute carrier family 25 member 17
107289845,821.6557454,0.86446918,310.0379198,BCL2/adenovirus E1B 19kDa interacting protein 1
107292841,414.152675,0.864393567,244.8040553,zinc finger protein 501-like
107289026,449.1145098,0.864201829,240.0577271,G protein-coupled receptor 89B
107295590,541.842408,0.864147245,256.7687555,tetratricopeptide repeat domain 13
107300811,468.039789,0.864031861,275.6814022,zinc metalloproteinase/disintegrin-like HR1a
107290359,548.9504674,0.863699007,287.9685705,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
107287515,405.4456709,0.863647341,241.6854418,Golgi integral membrane protein 4-like
107291670,608.148733,0.863570551,274.1221123,monocarboxylate transporter 2-like
107294896,460.614461,0.863466023,230.4429412,synaptogyrin 2
107302488,371.9652965,0.863158448,227.7638514,SAS-6 centriolar assembly protein
107286783,656.8590699,0.862876515,294.5784632,ubiquitin specific peptidase 43
107293105,554.6171225,0.862861395,261.3482908,adaptor related protein complex 1 gamma 2 subunit
107297302,702.0575234,0.86285999,295.6807382,glutaminyl-peptide cyclotransferase-like
107289773,380.9991015,0.862829601,225.2833831,ubiquitin specific peptidase 53
107289823,552.3560991,0.862776711,248.4021479,glutaredoxin 2
107286945,771.0656704,0.862689033,317.9482884,signal sequence receptor gamma (translocon-associated protein gamma)
107286206,574.8470397,0.86259316,265.9918427,zinc finger FYVE-type containing 19
107296951,526.5023675,0.862549505,274.8749553,unc-13 homolog B (C. elegans)
107295417,475.0274288,0.86205759,214.0507348,influenza virus NS1A binding protein
107291260,405.3420749,0.861976681,225.5286743,major facilitator superfamily domain containing 14A
107292887,393.7826932,0.861792927,230.626487,carbonic anhydrase VA mitochondrial
107296440,527.3128103,0.861724291,291.7112725,uncharacterized LOC107296440
107286704,376.8980784,0.861670239,221.6988572,ATP binding cassette subfamily D member 1
107290563,697.394726,0.861548948,290.9361998,SUN domain containing ossification factor
107293267,436.3502374,0.861326075,221.5622515,ephrin type-B receptor 1
107292925,576.0399817,0.861155665,261.4344706,kinesin family member 5C
107290167,580.6402516,0.860835315,271.3683126,KIAA1147 ortholog
107286774,437.5011207,0.860523885,226.6938747,major facilitator superfamily domain containing 6-like
107286482,686.9644335,0.860152288,314.4941204,oligosaccharyltransferase complex subunit 4 non-catalytic
107290212,804.9842169,0.860034392,312.3636522,signal recognition particle 54kDa
107300812,511.2087997,0.860010014,291.3449236,snaclec jerdonibitin subunit alpha
107294317,507.1818246,0.859988669,246.2926977,protein kinase C and casein kinase substrate in neurons 2
107298059,482.5146822,0.859605632,243.2408057,cellular repressor of E1A stimulated genes 1
107299051,379.0952247,0.859548552,229.5230534,CDGSH iron-sulfur domain-containing protein 2-like
107301284,581.9318263,0.859180022,253.0552588,Rho GTPase activating protein 26
107284098,389.1240029,0.858848913,212.0659246,epsin 3
107289721,390.4025312,0.858806329,208.4621054,ATP/GTP binding protein 1
107287329,386.681261,0.858721483,225.0378565,tudor domain containing 1
107302404,419.4486229,0.858530773,239.550177,angiotensin I converting enzyme
107297598,427.2693324,0.858454977,245.263038,glutamyl aminopeptidase-like
107285691,546.9434278,0.858234837,256.1429189,tyrosine kinase 2
107288616,774.0427998,0.858156257,320.581593,KDEL endoplasmic reticulum protein retention receptor 3
107297039,482.2434192,0.858068872,230.3820692,kelch domain containing 7A
107295160,681.0441198,0.858058783,288.7881909,derlin 1
107302871,662.2163699,0.857927766,278.5443162,golgin RAB6-interacting
107288599,481.8155265,0.857698664,238.7234567,SEC23 interacting protein
107295727,434.2031777,0.857411929,235.0792795,neurotensin receptor type 1-like
107295049,670.4490792,0.857112183,293.1826857,quiescin sulfhydryl oxidase 2
107293770,392.9785108,0.857083609,222.9778167,cell cycle control protein 50B-like
107294325,557.1896865,0.856800019,224.421377,zinc finger SWIM-type containing 8
107298231,729.4174193,0.85677782,298.8646493,mannosyl (alpha-16-)-glycoprotein beta-12-N-acetylglucosaminyltransferase
107291422,587.682911,0.856226919,270.3534269,tryptophanyl-tRNA synthetase
107286435,572.4689313,0.856145429,256.6053047,fibronectin type III domain containing 4
107288621,732.9523605,0.855818633,295.1578264,protein interacting with PRKCA 1
107288322,415.5722791,0.855408283,215.7791212,leukemia inhibitory factor receptor alpha
107287073,528.6524918,0.855402928,231.1764215,autophagy related 4C cysteine peptidase
107284066,426.4307613,0.855336594,223.2385571,golgi glycoprotein 1
107286165,763.6927135,0.855328622,309.9556226,riboflavin kinase
107290944,612.6295462,0.855312726,253.9127007,heparan sulfate-glucosamine 3-sulfotransferase 1
107283582,388.0001609,0.855172318,237.2146272,fumarylacetoacetate hydrolase domain containing 2A
107300341,583.704816,0.855163453,263.8400831,RAD50-interacting protein 1-like
