Pm_gene_id,Nn_target_id,description,class,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,sg_1,sg_2,sg_3,sg_4,hrt_1,hr2_2,kidn_1,kidn_2,kidn_3,livr_1,livr_2,livr_3,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1
107282279,Nana06074,jun D proto-oncogene,NA,4,1,0,3,0,4,0,1,0,0,3,2,0,0,0,1,1,0,6,0,2,4,4,2,2,1,2,3,0,0,5,2,3,8,0,8,2,1,6,3,0,3,4,2,3,0.66,0.27,0.18,0.03,21.88,17.2,405.71,382.42,407.03,6.7,7.41,6.56,37.4124,8.30951,50.9944,57.8893,26.4819,6.22845,30.7458,64.7299,95.5386,116.873,23.5898,13.3154,109.655
107282280,Nana06076,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",NA,734,534,805,410,304,380,116,210,485,153,411,670,286,201,302,217,177,155,657,200,259,400,1034,482,495,578,379,557,447,328,330,317,363,192,433,493,358,738,540,431,301,471,294,465,469,3.45,5.94,3.58,2.64,73.07,61.32,65.72,62.08,64.36,55.86,57.05,53.11,8.41809,11.3181,16.4852,11.1682,20.3494,10.1336,12.9321,13.4627,12.1878,11.6786,7.96967,2.02171,14.436
107282283,Nana06081,leucine rich repeat containing 25,NA,26,171,194,227,33,20,15,84,93,15,444,91,160,49,31,53,10,13,273,29,142,408,243,326,110,216,83,67,57,27,44,97,46,138,35,15,33,66,260,9,130,338,187,378,141,4.4,4.01,5.45,4.52,83.66,75.91,67.94,67,66.56,74.59,73,75.44,0.265966,0.335226,1.02466,0.519688,0.502366,5.00925,6.33953,1.65096,1.28007,1.30231,3.3076,0.175379,12.7803
107282284,Nana06082,single stranded DNA binding protein 4,NA,0,2,2,1,0,4,0,0,2,3,2,1,2,1,0,0,1,0,2,2,1,0,3,4,5,0,0,1,2,0,0,1,3,21,3,2,0,0,3,0,0,1,0,2,0,15.61,20.07,23.64,18.33,245.93,205.42,303.91,283.99,294.65,744.11,743.01,761.12,1.5316099,8.84497,2.475547,2.31635,2.61134,1.80608,1.06049,1.4004342,3.93823,6.337606,5.150033,0.435374,3.962024
107282286,Nana06087,mitochondrial ribosomal protein L34,NA,119,144,127,247,94,85,26,45,101,51,85,77,73,102,41,104,37,57,186,46,88,102,118,116,103,126,79,224,60,79,167,286,207,43,280,89,159,170,190,107,55,123,60,124,94,4.26,1.56,1.71,7.51,22.5,19.94,16.5,13.93,13.64,28.3,26.15,25.65,17.5609,82.2455,34.2809,24.7518,256.351,277.453,81.3903,114.616,95.1685,154.781,72.8357,59.1095,43.9856
107282288,Nana17740,coiled-coil serine rich protein 1,NA,187,171,227,127,108,97,75,88,115,87,136,97,94,120,153,89,168,113,175,131,133,107,247,124,163,75,182,147,101,112,9,24,17,35,15,238,202,306,185,212,4,12,8,9,86,0.66,0.61,0.35,0.34,1.05,0.66,5.12,5.78,5.7,7.23,6.72,7.96,6.14811,0.372262,8.73715,7.57448,48.1432,2.98,0.931207,0.530896,1.48918,4.39022,6.64642,2.87496,6.87974
107282290,Nana06108,phospholipid phosphatase related 3,NA,1,6,10,0,0,1,0,1,2,2,5,2,4,1,0,1,0,0,8,2,0,5,12,4,3,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1.05,1.26,0.95,14.46,12.84,13.61,13.5,13.49,19.89,20.74,21.44,0.0161165,0.170632,0.0407466,0.0413319,0.309948,0.159359,0.373479,0.113561,0.0904947,0.138101,0.320683,0.0185978,0.182732
107282294,Nana06132,thromboxane A2 receptor,NA,1,17,2,0,0,7,0,0,1,1,3,1,4,1,0,2,0,0,5,5,1,6,16,1,8,4,2,0,0,1,4,2,0,5,1,0,0,2,0,0,0,1,0,3,0,0.89,1.95,1.93,1.73,8.09,6.28,22.33,25.38,27.71,49.13,55.14,49.71,0.213932,0.777515,0.479625,0.197022,0.969569,0.499297,2.07048,1.18953,2.04642,1.56106,2.86233,0.165475,3.26995
107282295,Nana06134,high mobility group 20B,NA,43,128,142,38,27,58,22,67,78,50,114,73,74,45,38,43,36,63,201,65,49,121,424,184,110,54,39,2,126,26,67,20,65,83,83,97,86,133,127,105,16,56,38,72,77,0.01,0,0,0,0.13,0.13,0.21,0.19,0.15,0.18,0.05,0.03,3.02784,2.17778,7.23911,4.05136,10.3446,0.976273,10.2961,19.2768,12.4554,14.3827,9.04529,2.58252,14.2172
107282296,Nana06136,"chromosome unknown open reading frame, human C19orf71",NA,0,3,1,8,5,9,0,9,1,1,15,2,8,4,6,3,2,1,9,1,21,39,1,18,0,23,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117305,0.931465,0.148288,0,0.211497,3.09307,0.271839,0,0.395202,0.670116,0,0,2.79305
107282298,Nana06178,mex-3 RNA binding family member D,NA,8,1,8,1,4,1,5,2,2,1,0,7,1,6,1,1,3,6,4,3,1,1,10,7,12,5,0,1,0,2,2,1,0,12,3,0,3,7,8,3,0,1,1,3,5,0.92,0.88,1.16,0.96,129.27,118.6,12.76,13.21,13.61,18.96,19.47,19.65,3.68927,0.782762,3.79452,6.10535,4.55885,1.31588,3.94061,1.45866,5.57945,6.52533,3.45711,1.621,9.89159
107282303,Nana06199,splicing factor 3a subunit 2,NA,98,76,53,48,86,61,30,31,46,30,106,66,61,84,32,30,50,37,79,47,38,75,135,41,170,63,52,66,65,53,32,39,49,56,29,59,25,33,19,21,21,45,37,19,49,26.57,16.83,39.21,12.77,2888.43,2365.05,396.29,379.9,399.7,6.3,6.56,5.2,12.5732,11.391,17.3876,15.9061,35.1956,5.93339,21.2497,35.8736,34.9047,58.3686,15.6712,15.8398,22.5159
107282350,Nana26280,serine/threonine kinase 24,NA,261,225,236,282,191,112,70,145.99,208,68,203,97,139,124,115,112,114,149,158,86,137,177,226,164,175,216,181,61,191,199,158,113,176,118,150,256,203,437,358,454,220,146,219,120,159,31.21,24.43,25.58,26.65,92.64,75.79,195.12,192.67,206.78,119.27,109.19,120.73,1.84166,4.82798,4.22881,3.52975,5.1643,4.1136,4.74649,2.72328,6.80771,7.37814,4.3498,1.81658,7.50169
107282361,Nana17843,dickkopf WNT signaling pathway inhibitor 2,NA,87,651,652,147.97,365,93,515,324,239,116,126,242,389,642,606,457,311,179,489,135,145,238,785,337,340,247,158,143.98,187,126,80,61,52,7,93,36,55,56,33,36,7,11,5,4,16,19.06,17.56,22.92,19.27,83.73,69.57,60.76,60.69,60.55,78.81,72.93,77.73,1.03022,0.266034,1.27057,2.96429,1.57054,0.165639,0.349377,0,0,0,5.1873,0,5.29914
107282362,Nana26281,"solute carrier family 15 (oligopeptide transporter), member 1",NA,3753,455,2,1259,880,497,450,324,326,487,81,2402,2,527,1144,537,407,351,134,449,591,1,1,136,1949,8,2803,1140,23,555,2,2,0,8,0,0,0,878,1233,810,1,0,0,0,0,5.9,4.21,5.96,5.09,33.98,31.41,57.36,59.37,57.53,40.95,39.66,44.77,15.0479,32.89,20.8328,32.5739,169.83,42.1905,0,0,0,0.739431,0.0136997,0.101696,5.53316
107282374,Nana23341,"myosin binding protein C, fast type",NA,127,1276,541,213,168,774,76,116,33,181,319,101,457,77,98,77,22,15,459,258,36,380,51,291,438,488,61,157,322,27,0,20,1,18,1,0,0,3,3,0,0,0,1,3,2,1.56,2.57,2.22,1.64,15.44,14.77,44.91,49,43.5,21.3,21.91,22.39,9.3051,56.0866,9.55493,3.32082,1.90029,6.28607,0,0,0.0112726,0,0,0,0.204861
107282375,Nana23334,BCL2 like 12,NA,65,56,83,78,31,67,9,58,30,17,96,125,63,27,14,36,21,34,45,15,48,214,400,62,79,205,27,23,92,46,8,10,25,65,14,18,15,56,99,15,10,16,35,56,18,2.24,1.8,1.77,1.47,5.18,3.44,22.68,21.49,24.94,16.73,16.58,15.81,0.374569,0.8675,1.69672,0.60038,2.32616,2.1605,1.41052,0.811035,1.78773,1.47109,1.84387,0.414227,6.0165
107282376,Nana23323,"lin-7 homolog B, crumbs cell polarity complex component",NA,25,26,32,26,46,37,16,30,20,32,25,66,17,18,18,11,10,50,25,13,19,30,105,22,37,25,13,26,17,39,6,9,6,19,16,11,6,17,20,12,3,3,3,4,12,3.22,2.22,2.54,3.17,38.18,33.56,59,57.43,57.86,37.66,42.23,37.12,0.124505,0.188313,0.179875,0.136844,0.256549,0.586238,0.329743,0.125328,0.639179,4.42474,1.23869,0.317361,3.203
107282379,Nana23297,proline rich 12,NA,22.14,49.69,44.59,34,20.31,41,5.3,37,37.73,20,58.15,36.86,19.38,15.1,12.06,8,15.52,35.9,29.78,11.96,22,44,113,48.76,45.32,41.94,15.72,31.93,66,7.66,31.82,15.38,48,265.71,61.92,24.7,16.83,44,44,41,3.18,18.65,26,23.91,49,18.78,12.92,19.09,16.86,0.04,0.04,21.78,20.97,19.49,0.19,0.33,0.44,1.88064645,0.940368205,3.423938724,3.403153125,3.085963298,1.416862693,3.156181572,1.7642584,5.907041412,13.8371181,4.064878143,2.655912676,18.98855626
107282380,Nana23292,F-box protein 47,NA,0,9,1,2,0,9,0,0,1,1,3,4,0,1,0,3,1,3,3,0,1,4,2,0,3.98,8,3,2,6,2,0,17,3,6,0,5,5,19,20,5,0,3,0,2,0,6.64,2.93,6.8,5.59,16.25,16.58,50.98,41.32,45.75,22.08,22.81,23.28,0.0116412,0.0616251,0.14716,0,0.0139925,0.306953,0.053954,0.0410133,0.549072,2.26106,0.0289543,0.0268669,0.844738
107282399,Nana23356,C-type lectin domain family 11 member A,NA,11,30,23,1,6,21,11,7,19,3,13,41,14,6,2,9,7,3,9,9,5,16,87,6,24,20,13,8,11,2,4,21,6,3,4,2,1,7,6,5,2,1,2,2,1,2.49,3.16,2.94,2.84,40.07,34.48,82.49,80.03,80,51.91,52.22,52.46,0,0,0,0.209813,0.076615,0,0,0,0.143162,0,0,0,0.487897
107282401,Nana23338,"polymerase (DNA) delta 1, catalytic subunit",NA,64,38,58,82,48,79,20,48,39,42,63,88,34,26,27,17,19,99,61,26,27,135,362,104,125,66,39,26,81,54,19,22,39,84,48,32,17,65,47,48,10,9,21,27,30,1.24,1.41,1.03,1.5,8.04,7.89,17.49,16.3,17.43,14.53,12.65,13.29,2.16911,0.469162,3.66579,3.42751,3.9954,3.15479,4.81112,2.84107,2.88102,8.62438,2.83919,2.40542,9.67931
107282402,Nana23335,nuclear receptor subfamily 1 group H member 2,NA,177,82,110,58,46,78,36,85,50,69,131,291,65,57,47,55,59,75,121,79,53,148,492,109,131,90,57,43,119,34,35,34,90,125,46,53,41,109,78,52,25,85,88,142,113,1.33,2.15,2.06,1.7,14.75,14.13,12.87,10.66,11.97,6.41,7.3,6.31,2.14915,1.95718,4.07324,3.36921,8.52218,4.23925,8.89568,7.09181,6.46091,12.4514,3.61862,2.73519,13.91
107282403,Nana09398,"meteorin, glial cell differentiation regulator-like",NA,2996,904,1101,2195,1709,737,851,838,1491,1841,963,1908,519,1226,2110,1116,1260,1635,1356,1774,1347,631,3451,816,2210,704,1546,1065,485,1513,1060,571,1221,332,1026,1377,1038,1631,1382,1268,108,198,113,139,220,0.28,0.23,0.06,0.61,1.63,1.61,3.5,2.26,2.32,1.57,1.97,0.81,11.8464,0.633449,18.4545,17.799,12.729,12.2264,17.4698,50.1679,29.4292,36.0586,13.2442,3.72825,54.5409
107282405,Nana23330,transient receptor potential cation channel subfamily M member 4,NA,26,114,100,70,29,65,5,68,47,30,66,96,58,14,19,23,14,27,72,42,31,121,424,49,70,138,20,21,148,9,32,31,98,89,82,49,44,126,93,110,9,16,32,28,29,0.94,1.35,0.45,0.4,3.83,3.62,6.68,5.91,5.68,2.65,2.28,2.3,0.868009,0.0998925,1.07895,1.73689,2.60384,1.1129,0.419798,0.199444,6.2584,47.0965,0.50914,0.702166,14.268
107282406,Nana23329,histidine rich calcium binding protein,NA,1953.06,7923.75,6443.03,5457.05,2416.65,13560.57,571.24,2920.55,1051.67,4111.74,4009.93,2263.98,2580.34,1551.3,1439.26,1101.33,336.46,336.4,2303.51,1498.26,1341.37,9808.46,1959.46,4835.31,6186.05,15842.03,2006.61,4253.09,11781.21,367.13,157.1,176.93,223.24,1402.53,183.86,191.72,211.42,254.31,165.33,235.87,91.13,175.16,109.76,177.6,222.65,0.37,2.4,1.05,2.08,62.17,46.18,28.76,25.63,22.62,4.17,3.33,4.14,4.97084,51.9888,3.84009,3.78902,4.64298,3.77737,2.43185,2.43843,3.03262,5.50183,2.08636,2.92384,5.43546
107282407,Nana23326,PTPRF interacting protein alpha 3,NA,18,14,12,59,30,18,30,31,36,23,11,31,3,18,17,12,41,45,9,18,8,18,32,21,19,15,29,43,37,21,4,4,7,17,4,2,2,12,29,12,0,0,0,1,0,5.27,3.01,3.73,2.74,10.05,12.11,16.43,18.25,22.12,22.87,19.97,20.6,1.47166,0.0207556,1.4986,3.0531,2.27099,0.723682,0.254407,0.156413,1.30386,6.2466,8.42404,9.54013,8.7173
107282409,Nana23319,potassium voltage-gated channel subfamily A member 7,NA,35,127,55,63,50,275,16,74,10,129,126,11,53,31,25,30,7,22,13,25,13,91,69,82,130,104,22,16,478,1,0,1,3,4,2,7,9,11,8,12,1,4,3,3,12,1,1.28,0.94,0.86,4.93,6.18,7.84,7.48,8.31,12.15,12.29,8.5,0.503228,6.70579,1.14067,0.311516,0.500584,0.114388,0,0,0,0,0,0,0
107282412,Nana23314,fuzzy planar cell polarity protein,NA,42,42,46.98,72,21,77,5,78,31,38,67,71,53,21,20,73,6,52,82,39,49,237,188,69,49,73.99,33,12,64,25,23,15,61,28,48,12,18,43,40,29,8,10,10,14,11,2.27,2.06,2.49,2.35,9.47,9.65,16.5,16.14,15.83,11.96,11.91,11.11,0.594635,0,1.24749,0.973395,0.821193,3.75301,1.11412,0.735469,2.67112,5.45676,0.975507,0.934379,6.02486
107282413,Nana09402,tubulin folding cofactor D,NA,2228.62,545.85,629.62,1889.44,1251.7,1019.47,2603.91,2745.77,1621.09,1492.39,1071.94,888.71,328.07,1243.69,3154.29,2054.24,3725.42,3132.22,758.01,1795.75,2540,514.43,787.55,524.34,1052.6,360.37,1938.01,1428.81,405.47,937.8,422.09,355.45,630.99,367.15,525.06,608.05,405.68,742.81,476.54,546.95,184.87,205.14,208.19,191.52,388.77,0.31,0.28,0.17,0.13,2.77,1.77,9.49,9.07,9.19,0.68,0.45,0.54,7.88447,3.43974,4.2162,11.9719,10.0523,6.03712,4.61498,3.87191,7.78887,11.8463,5.47845,2.86854,8.24077
107282419,Nana23294,interferon regulatory factor 3,NA,55,244,327,167,61,164,7,109,134,110,332,371,160,42,102,147,36,45,225,46,155,430,589,184,179,528,110,28,208,79,117,194,226,217,284,223,151,643,842,471,69,194,182,233,271,5.54,6.74,4.88,4.64,50.1,41.98,416.74,387.22,409.02,25.41,30.13,25.54,1.22433,1.2181,4.05038,2.13779,4.87545,3.00505,4.86956,7.74642,3.51483,6.52275,3.25974,1.1523,37.3616
107282421,Nana23291,plexin domain containing 1,NA,5.56,79,89,70,5,28,6,26,73,10,66,70,36,14,19,13,9,5,86,10,17,90,127,52,28,117,24,8,67,6,11,161,42,101,59,10,9,24,33,9,12,41,3,22,32,8.62,7.6,6.57,7.23,18.91,16.58,126.62,117.89,130.1,89.65,89.77,86.2,0.166514,0,0.497534,0.155286,0.145562,0.0997866,0.420955,0.106664,2.48195,9.72849,0.640063,0.279491,1.06413
107282422,Nana23287,DEAD-box helicase 42,NA,442.23,722.52,723.47,483,278.03,615.62,207,487.01,408.08,315.04,450.06,601.09,365,199,269,237.47,301.08,511,773.51,472.22,399,878.94,2438.04,485.01,608.85,684.25,362.97,135.03,601.51,418,401,588,785,1041,745,508,529,1208,1069,875,223,451,430,449,830,0.33,0.27,0.21,0.05,254.4,227.86,770.74,742.17,761.44,71.42,68.72,72.5,4.98852,6.48719,9.34375,6.99911,10.233,5.23557,9.04608,6.61235,11.7163,21.8611,7.30288,5.49415,24.1268
107282423,Nana09403,zinc finger protein 750,NA,2288,1082,1712,1708,1200,692,819,1103,1244,839,1003,1302,680,1052,815,1074,1218,1438,1305,996,979,956,2229,775,1168,939,1654,430,801,1063,10,10,7,65,1,18,21,128,162,92,5,4,5,0,6,0.04,0,0.04,0,0.16,0.14,551.35,491.55,525.79,0,0.05,0.08,16.9258,10.8534,24.4138,33.2175,15.9509,10.8269,0.0173401,0.00659057,0.428557,1.79531,0.204722,0,19.352
107282426,Nana23373,zinc finger and BTB domain containing 45,NA,57.06,141,130,49,47,109.99,34,69,74.14,52,101.99,108,53,33.97,25,64,33,44.99,70,61.99,57,130,244,81,107.99,145.04,42.99,39,106.02,49,26,53,40,74,38,32,33,64,55,43,17,51,42,52,85,59.79,69.35,60.05,54.94,0.5,0.22,0.41,0.5,0.56,0,0,0,0.422785,0.62776,0.840789,0.482629,0.892415,0.2719,11.3388,13.8871,11.2444,2.70975,1.19263,0.249888,1.52578
107282433,Nana09400,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",NA,312,174,190,615,217,369,308,259,311,221,158,243,85,241,644,287,560,670,345,425,587,82,206,246,245,106,765,176,149,456,17,74,30,77,73,95,94,232,239,301,62,47,69,53,106,0.44,0.67,0.55,0.41,0.37,0.35,3.1,3.32,2.91,0.31,0.3,0.35,0.432698,2.29058,1.31277,0.887749,5.9291,0,0.401089,0.914669,1.36058,1.4831,0.860976,0.399453,1.76617
107282436,Nana23318,neurotrophin 4,NA,0,6,13,1,11,8,0,1,6,2,7,4,4,5,2,4,0,2,4,4,5,15,37,16,5,3,3,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.02,0.01,0.81,0.82,2.84,2.42,2.53,0.11,0.06,0,1.36376,0.167892,1.0424,1.30138,1.29613,1.67253,0,0,0,0.634122,0.315534,0.219589,3.52404
107282439,Nana23296,related RAS viral (r-ras) oncogene homolog,NA,10,42,55,8,6,31,4,13,19,5,17,41,15,1,11,4,1,7,44,19,6,41,181,20,13,45,3,1,55,10,42,57,149,89,102,41,36,115,76,79,9,8,20,6,13,1.52,0,0,0,0,0,0,0,0.04,0.05,0.06,0,2.20249,1.25148,4.44872,3.7068,4.33433,3.68886,5.31204,1.32315,3.97897,8.20564,3.63966,1.40202,15.4109
107282455,Nana23605,transmembrane protein 86B,NA,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,14,35,49,3,15,57,214.75,123,81,170,19.81,16.46,19.42,15.93,116.55,114.35,124.58,131.8,117.94,53.89,52.28,54.94,0,0,0,0,0,1.74591,66.8323,4.12125,60.6763,5.21148,0.0731947,0.033959,4.83812
107282464,Nana23533,"ceroid-lipofuscinosis, neuronal 3",NA,131.13,81,87.61,135,96,138.65,84,141.5,42,153.67,137,93.51,52,58,104.32,94,82,162,90.53,92.51,149.05,179,493,88,202.76,105,130,16,118.13,46.45,25,17,45,87.57,50.87,144.32,82,708,747.54,708.47,26.86,46,80,93.72,104.07,19.41,11.09,10.01,8.78,49.2,41.12,60.7,57.97,60.96,9.91,9.83,9.76,9.664942,4.707846371,17.827336,10.696242,12.24876,17.3451,11.9821669,5.351503203,13.7388,27.09309,7.91825,5.30273,54.71562
107282465,Nana17846,3'-phosphoadenosine 5'-phosphosulfate synthase 1,NA,269,267,288,139,147,197,109,138,253,124,207,267,212,193,167,144,233,188,376,238,99,205,545,244,280,102,250,80,124,162,74,102,116,119,103,175,99,205,136,140,51,61,58,68,183,0.45,0.25,0.48,0.42,3.8,3.46,23.94,23.86,23.8,30.96,28.84,29.31,5.45131,0.51448,11.2358,9.35796,16.0571,3.78568,5.15956,4.73137,11.8468,14.6117,12.1742,3.30332,15.1265
107282484,Nana23600,dynein (axonemal) assembly factor 3,NA,17,64,71,80,17,118,2,106,53,61,56,122,74,25,13,77,19,13,154,47,133,461,138,132,28,114,30,10,104,7,15,16,19,16,21,55,30,95,40,77,2,4,1,1,26,62.93,55.18,57.01,53.85,67.49,51.54,149.57,136.62,141.65,129.28,123.43,122.19,0.0253301,0.201135,0.0960616,0.0649609,0.076116,8.51573,3.05237,1.71789,1.67831,5.64335,0.69302,0.467679,5.83013
107282485,Nana23596,"branched chain amino-acid transaminase 2, mitochondrial",NA,1682,351,463,1391,1210,1522.34,2412,3094,850,4491,917,1481,283,1787,2757,2658.59,1548,1371,1403,2208,3580,642,531,795,1793,598,2008,281,465,1051,119,96,386.35,74,199,733,509,1250,903,1280.41,11,9,10,9,34,0.14,0,0.44,0,116.01,97.62,2.71,2.81,2.58,0.07,0.03,0,64.364,19.7515,63.8973,81.2818,22.3055,115.355,2.69844,1.06895,37.9962,197.101,33.6738,51.5911,279.878
107282486,Nana23595,hydroxysteroid (17-beta) dehydrogenase 14,NA,486.47,233.99,445.95,1118.64,333,383.15,184.43,513.62,479.61,520,323,601.19,260,295,308.56,284.64,212.27,434,412.22,153.19,542,825.44,742,436.89,323.26,857.06,196.89,483,545.25,470.7,93.02,169,197,186.18,244,108,130,441,545,355.47,200.69,758.87,463,939,1025.14,0,0,0,0,0.05,0.02,0.97,0.79,0.76,0.04,0.04,0.07,3.57281,1.7194,2.54175,4.28387,3.10465,9.27797,187.096,120.234,27.5476,93.524,5.38569,6.0326,29.8471
107282489,Nana23594,tubby-related protein 3-like,NA,156.1,184.15,196,357,169.55,366.01,31,229,254,157,166,481,135.01,48,172,63,88.27,513,384.99,100,163,433,911,286,278.03,201.13,232,123,300.14,191,114,121,342,171,390,315,200,773,557,498,37,52,100,98,224,0.77,0.57,0.92,0.37,9.94,7.95,17.76,19.45,22.99,22.54,22.64,23.34,0.413596,0.289688,0.421687,0.701265,0.822319,1.03195,0.560827,0.386153,11.9509,23.6467,1.6697,0.907972,4.16757
107282490,Nana09411,"ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent",NA,192,198,270,213,127,149,58,113,170,56,191,146,181,117,95,102,61,72,269,82,142,257,286,163,175,334,168,78,120,116,144,202,140,99,134,468,311,455,438,296,361,235,229,260,194,7.71,5.82,7.73,8.16,10.11,7.63,30.3,33.66,33.86,13.03,11.53,13.16,1.55541,4.16768,3.60665,1.7303,7.8868,6.36204,1.92817,1.47368,2.91493,2.49364,2.6107,1.01317,2.96421
107282494,Nana23577,TEA domain transcription factor 2,NA,13,80,73,60,20,219,7,44,39,44,67,67,31,20,17,12,12,7,40,17,27,118,102,42,63,112,25,17,61,6,96,79,246,21,114,122,79,146,104,93,5,28,12,11,21,0.29,0.13,0.16,0.12,0.92,1.37,1.79,1.99,1.62,4909.2,4781.14,4881.45,0.471452,1.43198,0.449425,0.257671,0.325143,1.47747,1.79103,3.5398,0.850582,3.88531,0.768924,0.428094,0.665987
107282516,Nana09408,myocardin,NA,7,17,14,9,2,9,0,7,9,4,4,9,10,1,7,9,3,5,10,6,1,17,31,16,13,14,16,3,9,4,290,90,395,212,572,45,20,12,23,16,0,8,3,3,19,84.9,79.19,60.91,67.87,67.91,55.28,475.54,468.05,471.07,397.34,362.75,380.13,0.119942,0.0488412,0.104969,0.0828151,0.421414,0.121638,0.363472,0.341306,0.290113,0.698357,0.32127,0.0319402,0.292907
107282530,Nana23661,tRNA splicing endonuclease subunit 34,NA,33,55,71,80,42,116,24,83,22,70,66,137,83,55,14,58,66,86,74,52,55,112,265,73,78,93,37,34,129,33,22,12,57,62,71,28,24,86,87,70,10,13,35,32,31,0.06,0.11,0.27,0.1,12.94,11.78,16.27,16.37,17.17,0.35,0.21,0.48,1.83371,1.30629,1.83938,2.33497,7.94188,5.16042,2.38597,3.80728,4.29054,17.2684,2.10582,3.01448,5.48959
107282531,Nana23660,glutamate-rich WD repeat containing 1,NA,184,91,166,123,225,258,78,134,64,236,123,557,76,195,69,91,64,151,194,102,108,256,564,126,343,81,158,75,267,82,52,12,125,97,80,285,109,395,174,317,201,437,506,399,982,1.62,3.35,1.61,1.4,21.05,18.93,51.76,48.89,47.65,12.49,12.97,11.59,7.55948,3.3935,15.1675,7.6927,19.7429,8.292,29.0381,58.9974,27.8722,59.5254,19.3437,26.826,25.9464
107282539,Nana23628,"troponin T1, slow skeletal type",NA,0,53,1,16,21,1293,5,50,13,25,115.85,84,3,9,1,36,9,1,30,0,0,121,3,16,2,2,15,79,1360,41,275,1205,230,103,254,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0.03,0.04,22.3,22.34,20.04,3.4,3.72,4.88,3.27644,6.14492,0.0473353,0,0.0225042,5.80064,0,0.0659617,0.504612,0.0534772,0.0465672,0,4.45788
107282543,Nana23592,dihydrodiol dehydrogenase,NA,1,6,5,0,4,8,0,1,5,3,1,10,2,4,0,3,1,2,8,2,0,10,10,3,2,4,0,1,18,1,40,40,135,10,183,0,1,1,1,0,5,0,1,0,0,152.79,154.86,172.95,132.86,3725.28,3358.89,3436.93,3188.12,3295.91,2930.16,2906.17,2692.9,0,0,0,0,0.0249347,0.410243,0,0,0.0465928,0.888796,0,0.0478769,2.96361
107282545,Nana23584,fms related tyrosine kinase 3 ligand,NA,22.99,23.46,52.95,19.48,14.21,36.69,4.03,30,19.38,25,52.86,23,38.9,13.01,28.23,8.66,3,23.64,44.15,3,28,55,28.74,16.98,18.96,60.49,12.12,4.03,16,30.78,21.73,17.3,30,31.94,35.28,37.56,37.83,60,73.71,11.38,16.02,32.12,20,37,21.91,69.78,60.49,69.39,65.54,462.11,524.44,223.86,224.26,223.05,221.24,234.32,220.79,0.374659,0.71465,1.559956,1.10948,0.93724,1.575618,4.40545,1.18765,3.699901,8.58247,4.5624725,1.832461,5.763142
107282554,Nana23536,calcium-binding protein 5-like,NA,1,6,1,4,1,8,0,1,2,3,3,4,2,0,2,2,4,4,5,0,5,5,0,0,1,5,1,0,2,1,0,1,0,3,1,1,2,2,1,3,0,0,3,0,1,212.65,238.74,215.28,232.56,443.17,437.8,329.03,338.69,316.95,192.55,179.48,179.39,0,0,0,0,0,0,0,0,0.0671491,0.426975,0,0.275999,0
107282560,Nana23517,SAGA complex associated factor 29,NA,60,74,116,49,27,106,27,71,44,71,46,113,47,33,46,36,29,68,76,48,63,92,173,55,67,118,58,11,81,31,36,18,64,50,55,73,61,128,85,47,56,64,45,79,80,217.2,248.25,184.96,198.56,133.46,110.91,115.15,111.24,114.18,64.12,53.95,56.51,1.52309,2.25758,2.21566,1.67059,2.11801,2.81123,3.01913,1.65934,4.76817,8.5134,1.49199,1.08159,6.70572
107282562,Nana17849,sphingomyelin synthase 2,NA,917,725,1032,627,366,406,171,451,420,235,875,556,578,322,344,344,300,329,618,264,233,470,1071,469,787,1235,553,216,538,548,116,213,81,192,82,142,96,124,196,94,379,486,134,213,263,4.57,5.12,5.57,4.4,7.82,6.09,91.51,98.69,92.84,9.25,10.29,11.28,1.115,1.68811,2.22834,1.73025,7.09624,1.63497,0.273742,0.146652,3.08092,1.98615,0.847061,0.439538,4.38155
